Orthogroup	DSAN.longest_only	HILL.longest_only
OG0003104	LOC120448345|XP_039486241.1|DSAN	LOC119654332|XP_037915591.1|HILL
OG0003105	LOC120455869|XP_039498275.1|DSAN	LOC119654681|XP_037916118.1|HILL, LOC119648684|XP_037906408.1|HILL
OG0003107	LOC120456139|XP_039498699.1|DSAN	LOC119654406|XP_037915718.1|HILL
OG0003108	LOC120455467|XP_039497623.1|DSAN	LOC119652282|XP_037912203.1|HILL
OG0003109	LOC120456213|XP_039498827.1|DSAN	LOC119654567|XP_037915945.1|HILL
OG0003110	LOC120444266|XP_039479713.1|DSAN	LOC119655425|XP_037917243.1|HILL
OG0003111	LOC120457362|XP_039500824.1|DSAN	LOC119653470|XP_037914015.1|HILL
OG0003112	LOC120452501|XP_039492686.1|DSAN	LOC119648145|XP_037905630.1|HILL
OG0003114	LOC120447164|XP_039484553.1|DSAN	LOC119654390|XP_037915691.1|HILL
OG0003115	LOC120446535|XP_039483482.1|DSAN	LOC119655796|XP_037917819.1|HILL
OG0003116	LOC120445813|XP_039482361.1|DSAN	LOC119655672|XP_037917589.1|HILL
OG0003117	LOC120449631|XP_039488153.1|DSAN	LOC119649704|XP_037907903.1|HILL
OG0003118	LOC120448338|XP_039486232.1|DSAN	LOC119648103|XP_037905545.1|HILL
OG0003119	LOC120449481|XP_039487891.1|DSAN	LOC119649646|XP_037907829.1|HILL
OG0003120	LOC120445009|XP_039480995.1|DSAN	LOC119661442|XP_037926755.1|HILL
OG0003121	LOC120456085|XP_039498611.1|DSAN	LOC119654961|XP_037916546.1|HILL, LOC119654024|XP_037915115.1|HILL, LOC119656064|XP_037918270.1|HILL
OG0003122	LOC120445889|XP_039482474.1|DSAN	LOC119654021|XP_037915112.1|HILL
OG0003123	LOC120448918|XP_039487075.1|DSAN	LOC119648825|XP_037906613.1|HILL
OG0003124	LOC120444279|XP_039479729.1|DSAN	LOC119654773|XP_037916242.1|HILL
OG0003125	LOC120447457|XP_039484761.1|DSAN	LOC119650468|XP_037909269.1|HILL
OG0003126	LOC120445421|XP_039481771.1|DSAN	LOC119653542|XP_037914150.1|HILL
OG0003127	LOC120445168|XP_039481282.1|DSAN	LOC119653545|XP_037914159.1|HILL
OG0003128	LOC120448207|XP_039486018.1|DSAN	LOC119648686|XP_037906411.1|HILL, LOC119650170|XP_037908649.1|HILL
OG0003129	LOC120445764|XP_039482294.1|DSAN	LOC119653514|XP_037914109.1|HILL
OG0003130	LOC120445151|XP_039481248.1|DSAN	LOC119656128|XP_037918389.1|HILL
OG0003131	LOC120444329|XP_039479816.1|DSAN	LOC119659038|XP_037922870.1|HILL
OG0003132	LOC120453457|XP_039494108.1|DSAN	LOC119651952|XP_037911734.1|HILL
OG0003133	LOC120446704|XP_039483737.1|DSAN	LOC119658741|XP_037922347.1|HILL
OG0003134	LOC120444459|XP_039480060.1|DSAN	LOC119654977|XP_037916565.1|HILL
OG0003135	LOC120448123|XP_039485867.1|DSAN	LOC119647481|XP_037904355.1|HILL
OG0003136	LOC120449872|XP_039488465.1|DSAN	LOC119649199|XP_037907166.1|HILL
OG0003137	LOC120444715|XP_039480526.1|DSAN	LOC119658135|XP_037921332.1|HILL, LOC119654304|XP_037915539.1|HILL
OG0003138	LOC120447114|XP_039484469.1|DSAN	LOC119654369|XP_037915643.1|HILL
OG0003139	LOC120449959|XP_039488594.1|DSAN	LOC119650081|XP_037908512.1|HILL
OG0003140	LOC120444689|XP_039480489.1|DSAN	LOC119654573|XP_037915955.1|HILL
OG0003141	LOC120446806|XP_039483901.1|DSAN	LOC119654683|XP_037916120.1|HILL
OG0003142	LOC120447041|XP_039484323.1|DSAN	LOC119655579|XP_037917441.1|HILL
OG0003143	LOC120450080|XP_039488806.1|DSAN	LOC119649595|XP_037907736.1|HILL
OG0003144	LOC120444485|XP_039480100.1|DSAN	LOC119655776|XP_037917765.1|HILL
OG0003145	LOC120446176|XP_039482986.1|DSAN	LOC119654009|XP_037915099.1|HILL
OG0003146	LOC120446904|XP_039484062.1|DSAN	LOC119648176|XP_037905684.1|HILL
OG0003147	LOC120448137|XP_039485888.1|DSAN	LOC119647798|XP_037904934.1|HILL
OG0003148	LOC120447675|XP_039485134.1|DSAN	LOC119650409|XP_037909123.1|HILL
OG0003149	LOC120456382|XP_039499139.1|DSAN	LOC119660815|XP_037925586.1|HILL
OG0003150	LOC120446515|XP_039483457.1|DSAN	LOC119655265|XP_037916988.1|HILL
OG0003151	LOC120457755|XP_039501187.1|DSAN	LOC119654558|XP_037915934.1|HILL
OG0003152	LOC120446483|XP_039483421.1|DSAN	LOC119655187|XP_037916879.1|HILL
OG0003153	LOC120446559|XP_039483511.1|DSAN	LOC119654385|XP_037915681.1|HILL
OG0003154	LOC120454612|XP_039496008.1|DSAN	LOC119659677|XP_037923828.1|HILL
OG0003155	LOC120444717|XP_039480529.1|DSAN	LOC119656000|XP_037918166.1|HILL
OG0003156	LOC120445352|XP_039481627.1|DSAN	LOC119653581|XP_037914255.1|HILL
OG0003157	LOC120458486|XP_039502081.1|DSAN	LOC119657967|XP_037921100.1|HILL, LOC119657888|XP_037920958.1|HILL
OG0003158	LOC120444704|XP_039480509.1|DSAN	LOC119654366|XP_037915639.1|HILL
OG0003159	LOC120444921|XP_039480849.1|DSAN	LOC119654786|XP_037916258.1|HILL
OG0003160	LOC120446287|XP_039483111.1|DSAN	LOC119654396|XP_037915705.1|HILL
OG0003161	LOC120446225|XP_039483026.1|DSAN	LOC119655350|XP_037917130.1|HILL
OG0003162	LOC120458349|XP_039501900.1|DSAN	LOC119654470|XP_037915815.1|HILL
OG0003163	LOC120449596|XP_039488097.1|DSAN	LOC119649085|XP_037907013.1|HILL
OG0003164	LOC120458505|XP_039502107.1|DSAN	LOC119655860|XP_037917908.1|HILL
OG0003165	LOC120444339|XP_039479833.1|DSAN	LOC119654564|XP_037915940.1|HILL
OG0003166	LOC120446005|XP_039482688.1|DSAN	LOC119653691|XP_037914489.1|HILL
OG0003167	LOC120445096|XP_039481162.1|DSAN	LOC119654305|XP_037915541.1|HILL
OG0003168	LOC120453324|XP_039493915.1|DSAN	LOC119655228|XP_037916937.1|HILL
OG0003169	LOC120447064|XP_039484388.1|DSAN	LOC119653735|XP_037914585.1|HILL
OG0003170	LOC120445746|XP_039482255.1|DSAN	LOC119655610|XP_037917499.1|HILL
OG0003171	LOC120447189|XP_039484611.1|DSAN	LOC119654339|XP_037915606.1|HILL
OG0003172	LOC120451168|XP_039490539.1|DSAN	LOC119660835|XP_037925632.1|HILL
OG0003173	LOC120453316|XP_039493907.1|DSAN	LOC119649928|XP_037908275.1|HILL
OG0003175	LOC120445563|XP_039481975.1|DSAN	LOC119656054|XP_037918247.1|HILL
OG0003176	LOC120456038|XP_039498547.1|DSAN	LOC119651930|XP_037911693.1|HILL
OG0003177	LOC120445868|XP_039482445.1|DSAN	LOC119655808|XP_037917837.1|HILL
OG0003178	LOC120444271|XP_039479719.1|DSAN	LOC119655806|XP_037917834.1|HILL
OG0003179	LOC120445980|XP_039482646.1|DSAN	LOC119646739|XP_037903245.1|HILL
OG0003180	LOC120445318|XP_039481574.1|DSAN	LOC119653546|XP_037914160.1|HILL
OG0003181	LOC120445372|XP_039481688.1|DSAN	LOC119653547|XP_037914161.1|HILL
OG0003182	LOC120446279|XP_039483099.1|DSAN	LOC119655581|XP_037917449.1|HILL
OG0003183	LOC120444612|XP_039480327.1|DSAN	LOC119656261|XP_037918607.1|HILL
OG0003184	LOC120449592|XP_039488089.1|DSAN	LOC119649265|XP_037907282.1|HILL
OG0003185	LOC120447147|XP_039484527.1|DSAN	LOC119655446|XP_037917270.1|HILL
OG0003186	LOC120446359|XP_039483224.1|DSAN	LOC119655917|XP_037918010.1|HILL
OG0003187	LOC120454517|XP_039495818.1|DSAN	LOC119655379|XP_037917175.1|HILL
OG0003188	LOC120454520|XP_039495820.1|DSAN	LOC119660748|XP_037925408.1|HILL
OG0003189	LOC120447952|XP_039485573.1|DSAN	LOC119649366|XP_037907410.1|HILL
OG0003190	LOC120447101|XP_039484446.1|DSAN	LOC119655288|XP_037917032.1|HILL
OG0003191	LOC120448970|XP_039487165.1|DSAN	LOC119657338|XP_037920139.1|HILL, LOC119656518|XP_037918790.1|HILL
OG0003192	LOC120449254|XP_039487567.1|DSAN	LOC119647811|XP_037904957.1|HILL
OG0003193	LOC120450531|XP_039489557.1|DSAN	LOC119660785|XP_037925507.1|HILL
OG0003194	LOC120448708|XP_039486802.1|DSAN	LOC119648219|XP_037905757.1|HILL
OG0003195	LOC120454222|XP_039495256.1|DSAN	LOC119661017|XP_037926096.1|HILL
OG0003196	LOC120448787|XP_039486912.1|DSAN	LOC119649124|XP_037907057.1|HILL
OG0003197	LOC120450375|XP_039489297.1|DSAN	LOC119648670|XP_037906385.1|HILL
OG0003198	LOC120444166|XP_039479692.1|DSAN	LOC119648415|XP_037906095.1|HILL
OG0003199	LOC120449318|XP_039487648.1|DSAN	LOC119650360|XP_037908975.1|HILL, LOC119650126|XP_037908583.1|HILL
OG0003200	LOC120458730|XP_039502417.1|DSAN	LOC119653454|XP_037913991.1|HILL
OG0003201	LOC120447022|XP_039484276.1|DSAN	LOC119656288|XP_037918647.1|HILL
OG0003202	LOC120448365|XP_039486267.1|DSAN	LOC119650249|XP_037908767.1|HILL
OG0003203	LOC120446447|XP_039483362.1|DSAN	LOC119653632|XP_037914336.1|HILL
OG0003204	LOC120454500|XP_039495786.1|DSAN	LOC119660051|XP_037924356.1|HILL
OG0003205	LOC120444983|XP_039480944.1|DSAN	LOC119655372|XP_037917165.1|HILL
OG0003206	LOC120445531|XP_039481932.1|DSAN	LOC119654682|XP_037916119.1|HILL
OG0003207	LOC120454555|XP_039495879.1|DSAN	LOC119653493|XP_037914050.1|HILL
OG0003208	LOC120448868|XP_039487015.1|DSAN	LOC119656108|XP_037918352.1|HILL, LOC119658183|XP_037921378.1|HILL
OG0003209	LOC120445930|XP_039482525.1|DSAN	LOC119654873|XP_037916396.1|HILL
OG0003210	LOC120450736|XP_039489789.1|DSAN	LOC119654789|XP_037916264.1|HILL
OG0003211	LOC120446644|XP_039483649.1|DSAN	LOC119661463|XP_037926752.1|HILL
OG0003212	LOC120452189|XP_039492234.1|DSAN	LOC119659161|XP_037923039.1|HILL
OG0003213	LOC120446972|XP_039484177.1|DSAN	LOC119655797|XP_037917820.1|HILL
OG0003214	LOC120444815|XP_039480698.1|DSAN	LOC119655677|XP_037917595.1|HILL
OG0003215	LOC120444609|XP_039480320.1|DSAN	LOC119655681|XP_037917610.1|HILL
OG0003216	LOC120444736|XP_039480600.1|DSAN	LOC119654295|XP_037915528.1|HILL
OG0003217	LOC120457678|XP_039501105.1|DSAN	LOC119661090|XP_037926207.1|HILL
OG0003218	LOC120448853|XP_039486994.1|DSAN	LOC119649533|XP_037907648.1|HILL
OG0003219	LOC120449253|XP_039487566.1|DSAN	LOC119650416|XP_037909137.1|HILL
OG0003220	LOC120444694|XP_039480494.1|DSAN	LOC119649534|XP_037907649.1|HILL
OG0003221	LOC120456070|XP_039498593.1|DSAN	LOC119661027|XP_037926112.1|HILL
OG0003222	LOC120458672|XP_039502342.1|DSAN	LOC119654448|XP_037915778.1|HILL
OG0003223	LOC120445984|XP_039482650.1|DSAN	LOC119655029|XP_037916634.1|HILL
OG0003224	LOC120445777|XP_039482313.1|DSAN	LOC119654902|XP_037916457.1|HILL
OG0003225	LOC120452612|XP_039492848.1|DSAN	LOC119652251|XP_037912159.1|HILL
OG0003226	LOC120444518|XP_039480176.1|DSAN	LOC119659473|XP_037923497.1|HILL
OG0003228	LOC120451345|XP_039490861.1|DSAN	LOC119651803|XP_037911518.1|HILL
OG0003229	LOC120447956|XP_039485580.1|DSAN	LOC119647599|XP_037904553.1|HILL
OG0003231	LOC120450098|XP_039488826.1|DSAN	LOC119647737|XP_037904775.1|HILL
OG0003232	LOC120451083|XP_039490384.1|DSAN	LOC119652324|XP_037912267.1|HILL
OG0003233	LOC120444709|XP_039480520.1|DSAN	LOC119651544|XP_037911105.1|HILL
OG0003237	LOC120449399|XP_039487778.1|DSAN, LOC120449398|XP_039487776.1|DSAN	LOC119653461|XP_037914000.1|HILL, LOC119648553|XP_037906251.1|HILL
OG0003251	LOC120452868|XP_039493247.1|DSAN	LOC119651023|XP_037910255.1|HILL
OG0003252	LOC120451599|XP_039491353.1|DSAN	LOC119651939|XP_037911718.1|HILL
OG0003253	LOC120450789|XP_039489886.1|DSAN	LOC119653006|XP_037913362.1|HILL
OG0003254	LOC120453453|XP_039494102.1|DSAN	LOC119656661|XP_037919068.1|HILL
OG0003255	LOC120451069|XP_039490362.1|DSAN	LOC119646550|XP_037902956.1|HILL
OG0003256	LOC120452084|XP_039492082.1|DSAN	LOC119652799|XP_037913049.1|HILL
OG0003257	LOC120456239|XP_039498856.1|DSAN	LOC119656758|XP_037919253.1|HILL
OG0003258	LOC120455669|XP_039497998.1|DSAN	LOC119657779|XP_037920775.1|HILL
OG0003259	LOC120457339|XP_039500782.1|DSAN	LOC119658228|XP_037921429.1|HILL
OG0003260	LOC120456339|XP_039499046.1|DSAN	LOC119657518|XP_037920388.1|HILL
OG0003261	LOC120452332|XP_039492430.1|DSAN	LOC119653042|XP_037913431.1|HILL
OG0003262	LOC120451456|XP_039491067.1|DSAN	LOC119650684|XP_037909573.1|HILL
OG0003263	LOC120456778|XP_039499719.1|DSAN	LOC119657529|XP_037920399.1|HILL
OG0003264	LOC120457372|XP_039500841.1|DSAN	LOC119656516|XP_037918787.1|HILL
OG0003265	LOC120458035|XP_039501476.1|DSAN	LOC119656614|XP_037918981.1|HILL
OG0003266	LOC120449313|XP_039487682.1|DSAN	LOC119657552|XP_037920433.1|HILL
OG0003267	LOC120456507|XP_039499309.1|DSAN	LOC119657165|XP_037919877.1|HILL
OG0003268	LOC120454178|XP_039495192.1|DSAN	LOC119652975|XP_037913310.1|HILL
OG0003269	LOC120451228|XP_039490648.1|DSAN	LOC119652933|XP_037913251.1|HILL
OG0003270	LOC120449674|XP_039488207.1|DSAN	LOC119650294|XP_037908854.1|HILL
OG0003271	LOC120454819|XP_039496203.1|DSAN	LOC119660806|XP_037925567.1|HILL
OG0003272	LOC120456809|XP_039499780.1|DSAN	LOC119657273|XP_037920037.1|HILL
OG0003273	LOC120447112|XP_039484467.1|DSAN	LOC119657429|XP_037920258.1|HILL
OG0003274	LOC120456059|XP_039498576.1|DSAN	LOC119657262|XP_037920019.1|HILL
OG0003275	LOC120455569|XP_039497867.1|DSAN	LOC119657887|XP_037920955.1|HILL
OG0003276	LOC120453732|XP_039494496.1|DSAN	LOC119658645|XP_037922111.1|HILL
OG0003277	LOC120445492|XP_039481871.1|DSAN	LOC119657421|XP_037920247.1|HILL
OG0003278	LOC120454350|XP_039495502.1|DSAN	LOC119659386|XP_037923373.1|HILL
OG0003279	LOC120455506|XP_039497704.1|DSAN	LOC119657484|XP_037920334.1|HILL
OG0003280	LOC120452398|XP_039492550.1|DSAN	LOC119650729|XP_037909684.1|HILL
OG0003281	LOC120452915|XP_039493312.1|DSAN	LOC119652534|XP_037912664.1|HILL
OG0003282	LOC120456674|XP_039499560.1|DSAN	LOC119656701|XP_037919136.1|HILL
OG0003283	LOC120445404|XP_039481753.1|DSAN	LOC119650824|XP_037909888.1|HILL
OG0003284	LOC120455582|XP_039497887.1|DSAN	LOC119658462|XP_037921794.1|HILL
OG0003285	LOC120452258|XP_039492321.1|DSAN	LOC119658605|XP_037922008.1|HILL
OG0003286	LOC120454274|XP_039495372.1|DSAN	LOC119656560|XP_037918869.1|HILL
OG0003287	LOC120447550|XP_039484934.1|DSAN	LOC119657719|XP_037920690.1|HILL
OG0003288	LOC120454314|XP_039495446.1|DSAN	LOC119660112|XP_037924430.1|HILL
OG0003289	LOC120445507|XP_039481899.1|DSAN	LOC119648274|XP_037905857.1|HILL
OG0003290	LOC120451604|XP_039491370.1|DSAN	LOC119652523|XP_037912648.1|HILL
OG0003291	LOC120450542|XP_039489578.1|DSAN	LOC119656613|XP_037918979.1|HILL
OG0003292	LOC120455938|XP_039498400.1|DSAN	LOC119656595|XP_037918949.1|HILL
OG0003293	LOC120455855|XP_039498260.1|DSAN	LOC119657026|XP_037919704.1|HILL
OG0003294	LOC120445176|XP_039481323.1|DSAN	LOC119650312|XP_037908898.1|HILL
OG0003295	LOC120457277|XP_039500640.1|DSAN	LOC119657187|XP_037919904.1|HILL
OG0003296	LOC120450815|XP_039489925.1|DSAN	LOC119646265|XP_037902597.1|HILL
OG0003297	LOC120451668|XP_039491477.1|DSAN	LOC119652832|XP_037913089.1|HILL
OG0003298	LOC120456350|XP_039499070.1|DSAN	LOC119658138|XP_037921335.1|HILL, LOC119656883|XP_037919477.1|HILL
OG0003299	LOC120451705|XP_039491539.1|DSAN	LOC119659050|XP_037922886.1|HILL
OG0003300	LOC120451602|XP_039491367.1|DSAN	LOC119650657|XP_037909525.1|HILL
OG0003301	LOC120444351|XP_039479867.1|DSAN	LOC119658640|XP_037922101.1|HILL
OG0003302	LOC120455119|XP_039496944.1|DSAN	LOC119658024|XP_037921183.1|HILL
OG0003303	LOC120446097|XP_039482824.1|DSAN	LOC119657279|XP_037920051.1|HILL
OG0003304	LOC120453079|XP_039493540.1|DSAN	LOC119651486|XP_037911027.1|HILL
OG0003305	LOC120457048|XP_039500153.1|DSAN	LOC119657320|XP_037920108.1|HILL
OG0003306	LOC120457666|XP_039501097.1|DSAN	LOC119657181|XP_037919898.1|HILL
OG0003307	LOC120456105|XP_039498644.1|DSAN	LOC119656751|XP_037919237.1|HILL
OG0003308	LOC120443908|XP_039479269.1|DSAN	LOC119656738|XP_037919212.1|HILL
OG0003309	LOC120457087|XP_039500200.1|DSAN	LOC119657763|XP_037920755.1|HILL
OG0003310	LOC120456876|XP_039499906.1|DSAN	LOC119656976|XP_037919638.1|HILL
OG0003311	LOC120452091|XP_039492099.1|DSAN	LOC119651467|XP_037911003.1|HILL
OG0003312	LOC120451638|XP_039491432.1|DSAN	LOC119651752|XP_037911417.1|HILL
OG0003313	LOC120456743|XP_039499667.1|DSAN	LOC119656716|XP_037919166.1|HILL
OG0003314	LOC120444796|XP_039480678.1|DSAN	LOC119657883|XP_037920944.1|HILL
OG0003315	LOC120456319|XP_039499012.1|DSAN	LOC119657510|XP_037920376.1|HILL
OG0003317	LOC120454095|XP_039495040.1|DSAN	LOC119652528|XP_037912657.1|HILL
OG0003318	LOC120454448|XP_039495691.1|DSAN	LOC119650882|XP_037909976.1|HILL
OG0003319	LOC120452331|XP_039492425.1|DSAN	LOC119659131|XP_037922984.1|HILL
OG0003320	LOC120454578|XP_039495916.1|DSAN	LOC119658598|XP_037921994.1|HILL
OG0003321	LOC120453187|XP_039493687.1|DSAN	LOC119658597|XP_037921992.1|HILL
OG0003322	LOC120452100|XP_039492110.1|DSAN	LOC119658599|XP_037921996.1|HILL
OG0003323	LOC120456270|XP_039498932.1|DSAN	LOC119658279|XP_037921499.1|HILL
OG0003324	LOC120456364|XP_039499098.1|DSAN	LOC119658349|XP_037921632.1|HILL
OG0003325	LOC120451774|XP_039491639.1|DSAN	LOC119650738|XP_037909730.1|HILL
OG0003326	LOC120455150|XP_039496989.1|DSAN	LOC119657900|XP_037920983.1|HILL
OG0003327	LOC120454877|XP_039496378.1|DSAN	LOC119660994|XP_037926010.1|HILL
OG0003328	LOC120457397|XP_039500901.1|DSAN	LOC119657964|XP_037921096.1|HILL
OG0003329	LOC120452466|XP_039492631.1|DSAN	LOC119658969|XP_037922776.1|HILL
OG0003330	LOC120450223|XP_039489034.1|DSAN	LOC119656124|XP_037918723.1|HILL, LOC119654373|XP_037916052.1|HILL
OG0003331	LOC120456923|XP_039499996.1|DSAN	LOC119656585|XP_037918910.1|HILL
OG0003332	LOC120455814|XP_039498208.1|DSAN	LOC119656522|XP_037918798.1|HILL
OG0003333	LOC120452916|XP_039493313.1|DSAN	LOC119651209|XP_037910586.1|HILL
OG0003334	LOC120453691|XP_039494446.1|DSAN	LOC119650853|XP_037909931.1|HILL
OG0003335	LOC120452144|XP_039492168.1|DSAN	LOC119650665|XP_037909541.1|HILL
OG0003336	LOC120453074|XP_039493534.1|DSAN	LOC119652670|XP_037912864.1|HILL
OG0003337	LOC120454550|XP_039495865.1|DSAN	LOC119651152|XP_037910486.1|HILL
OG0003338	LOC120451971|XP_039491931.1|DSAN	LOC119651610|XP_037911191.1|HILL
OG0003339	LOC120450887|XP_039490061.1|DSAN	LOC119652864|XP_037913148.1|HILL
OG0003340	LOC120450889|XP_039490063.1|DSAN	LOC119651949|XP_037911731.1|HILL
OG0003341	LOC120456936|XP_039500010.1|DSAN	LOC119657366|XP_037920177.1|HILL
OG0003342	LOC120455600|XP_039497909.1|DSAN	LOC119657481|XP_037920330.1|HILL
OG0003343	LOC120455272|XP_039497212.1|DSAN	LOC119656644|XP_037919020.1|HILL
OG0003344	LOC120443823|XP_039479146.1|DSAN	LOC119647687|XP_037904698.1|HILL
OG0003345	LOC120455044|XP_039496826.1|DSAN	LOC119658506|XP_037921897.1|HILL
OG0003346	LOC120453264|XP_039493820.1|DSAN	LOC119651302|XP_037910756.1|HILL
OG0003347	LOC120452974|XP_039493404.1|DSAN	LOC119652773|XP_037913009.1|HILL
OG0003348	LOC120451314|XP_039490818.1|DSAN	LOC119652248|XP_037912156.1|HILL
OG0003349	LOC120449013|XP_039487225.1|DSAN	LOC119657200|XP_037919934.1|HILL
OG0003350	LOC120452000|XP_039491967.1|DSAN	LOC119656548|XP_037918839.1|HILL
OG0003351	LOC120457413|XP_039500945.1|DSAN	LOC119657669|XP_037920621.1|HILL
OG0003352	LOC120452493|XP_039492675.1|DSAN	LOC119657207|XP_037919943.1|HILL
OG0003353	LOC120450729|XP_039489770.1|DSAN	LOC119658317|XP_037921570.1|HILL
OG0003354	LOC120451179|XP_039490553.1|DSAN	LOC119649100|XP_037907032.1|HILL
OG0003355	LOC120455151|XP_039496991.1|DSAN	LOC119657579|XP_037920475.1|HILL
OG0003356	LOC120456179|XP_039498783.1|DSAN	LOC119657183|XP_037919901.1|HILL
OG0003357	LOC120456140|XP_039498700.1|DSAN	LOC119657184|XP_037919902.1|HILL
OG0003358	LOC120444475|XP_039480088.1|DSAN	LOC119647008|XP_037903674.1|HILL
OG0003359	LOC120455159|XP_039497004.1|DSAN	LOC119656568|XP_037918879.1|HILL
OG0003360	LOC120456064|XP_039498588.1|DSAN	LOC119658384|XP_037921678.1|HILL
OG0003361	LOC120444486|XP_039480125.1|DSAN	LOC119652255|XP_037912164.1|HILL
OG0003362	LOC120452363|XP_039492486.1|DSAN	LOC119651942|XP_037911723.1|HILL
OG0003363	LOC120451777|XP_039491648.1|DSAN	LOC119651358|XP_037910850.1|HILL
OG0003364	LOC120451221|XP_039490635.1|DSAN	LOC119660623|XP_037925254.1|HILL
OG0003365	LOC120452306|XP_039492385.1|DSAN	LOC119661043|XP_037926162.1|HILL
OG0003366	LOC120449854|XP_039488448.1|DSAN	LOC119646543|XP_037902943.1|HILL, LOC119651461|XP_037910995.1|HILL
OG0003367	LOC120448045|XP_039485723.1|DSAN	LOC119660346|XP_037924766.1|HILL
OG0003368	LOC120448043|XP_039485721.1|DSAN	LOC119657503|XP_037920366.1|HILL
OG0003369	LOC120453450|XP_039494096.1|DSAN	LOC119652625|XP_037912798.1|HILL
OG0003370	LOC120450920|XP_039490118.1|DSAN	LOC119652638|XP_037912814.1|HILL
OG0003371	LOC120456493|XP_039499294.1|DSAN	LOC119658511|XP_037921910.1|HILL
OG0003372	LOC120446131|XP_039482890.1|DSAN	LOC119658323|XP_037921589.1|HILL
OG0003373	LOC120451641|XP_039491436.1|DSAN	LOC119659873|XP_037924119.1|HILL
OG0003374	LOC120457140|XP_039500330.1|DSAN	LOC119656582|XP_037918902.1|HILL
OG0003375	LOC120452421|XP_039492575.1|DSAN	LOC119651770|XP_037911439.1|HILL
OG0003376	LOC120453152|XP_039493642.1|DSAN	LOC119660122|XP_037924443.1|HILL
OG0003377	LOC120454482|XP_039495749.1|DSAN	LOC119658944|XP_037922739.1|HILL
OG0003378	LOC120453535|XP_039494220.1|DSAN	LOC119650673|XP_037909553.1|HILL
OG0003379	LOC120453743|XP_039494510.1|DSAN	LOC119650672|XP_037909552.1|HILL
OG0003380	LOC120452291|XP_039492360.1|DSAN	LOC119657438|XP_037920272.1|HILL, LOC119657336|XP_037920137.1|HILL
OG0003381	LOC120443854|XP_039479154.1|DSAN	LOC119657936|XP_037921053.1|HILL
OG0003382	LOC120451093|XP_039490418.1|DSAN	LOC119658471|XP_037921821.1|HILL
OG0003383	LOC120451420|XP_039491026.1|DSAN	LOC119657626|XP_037920557.1|HILL
OG0003384	LOC120458104|XP_039501567.1|DSAN	LOC119655074|XP_037916701.1|HILL
OG0003385	LOC120454195|XP_039495219.1|DSAN	LOC119651337|XP_037910818.1|HILL
OG0003386	LOC120451752|XP_039491611.1|DSAN	LOC119651489|XP_037911031.1|HILL
OG0003387	LOC120453363|XP_039493970.1|DSAN	LOC119651018|XP_037910249.1|HILL, LOC119651017|XP_037910245.1|HILL
OG0003388	LOC120455551|XP_039497826.1|DSAN	LOC119652841|XP_037913106.1|HILL
OG0003389	LOC120445090|XP_039481152.1|DSAN	LOC119652216|XP_037912086.1|HILL
OG0003390	LOC120453838|XP_039494666.1|DSAN	LOC119652241|XP_037912143.1|HILL
OG0003391	LOC120452755|XP_039493071.1|DSAN	LOC119653221|XP_037913725.1|HILL
OG0003392	LOC120452753|XP_039493065.1|DSAN	LOC119651536|XP_037911096.1|HILL
OG0003393	LOC120451096|XP_039490435.1|DSAN	LOC119657035|XP_037919716.1|HILL
OG0003394	LOC120453915|XP_039494784.1|DSAN	LOC119657515|XP_037920384.1|HILL
OG0003395	LOC120451942|XP_039491896.1|DSAN	LOC119658247|XP_037921450.1|HILL
OG0003396	LOC120454615|XP_039496012.1|DSAN	LOC119656733|XP_037919202.1|HILL
OG0003397	LOC120452153|XP_039492177.1|DSAN	LOC119651005|XP_037910221.1|HILL
OG0003398	LOC120453927|XP_039494795.1|DSAN	LOC119651471|XP_037911007.1|HILL
OG0003399	LOC120453677|XP_039494426.1|DSAN	LOC119651472|XP_037911008.1|HILL
OG0003400	LOC120451913|XP_039491856.1|DSAN	LOC119651045|XP_037910295.1|HILL
OG0003401	LOC120454709|XP_039496188.1|DSAN	LOC119652386|XP_037912414.1|HILL
OG0003402	LOC120453374|XP_039493982.1|DSAN	LOC119652290|XP_037912215.1|HILL
OG0003403	LOC120444649|XP_039480410.1|DSAN	LOC119651554|XP_037911115.1|HILL
OG0003404	LOC120453905|XP_039494770.1|DSAN	LOC119657504|XP_037920367.1|HILL
OG0003405	LOC120446222|XP_039483022.1|DSAN	LOC119651967|XP_037911783.1|HILL
OG0003406	LOC120453419|XP_039494053.1|DSAN	LOC119651036|XP_037910281.1|HILL
OG0003407	LOC120453420|XP_039494054.1|DSAN	LOC119651037|XP_037910282.1|HILL
OG0003408	LOC120454093|XP_039495038.1|DSAN	LOC119651966|XP_037911781.1|HILL
OG0003409	LOC120451233|XP_039490661.1|DSAN	LOC119650597|XP_037909380.1|HILL
OG0003410	LOC120454682|XP_039496132.1|DSAN	LOC119651270|XP_037910698.1|HILL
OG0003411	LOC120452354|XP_039492462.1|DSAN	LOC119660553|XP_037925122.1|HILL
OG0003412	LOC120454348|XP_039495495.1|DSAN	LOC119659878|XP_037924125.1|HILL
OG0003413	LOC120454089|XP_039495034.1|DSAN	LOC119652962|XP_037913286.1|HILL
OG0003414	LOC120450379|XP_039489303.1|DSAN	LOC119650764|XP_037909792.1|HILL
OG0003415	LOC120456821|XP_039499803.1|DSAN	LOC119652479|XP_037912580.1|HILL
