Orthogroup	DSAN.longest_only	AEAL.longest_only
OG0003883	LOC120456201|XP_039498815.1|DSAN	LOC115258619|XP_029714769.1|AEAL, LOC115258472|XP_029714448.1|AEAL, LOC115258462|XP_029714433.1|AEAL, LOC109406828|XP_029715284.1|AEAL
OG0003884	LOC120443702|XP_039478878.1|DSAN	LOC109406857|XP_029723183.1|AEAL, LOC109398692|XP_019526609.2|AEAL
OG0003885	LOC120454771|XP_039496198.1|DSAN	LOC109406886|XP_029714904.1|AEAL, LOC109398718|XP_029723169.1|AEAL, LOC115257348|XP_029712674.1|AEAL
OG0003886	LOC120454755|XP_039496197.1|DSAN	LOC109398687|XP_019526606.1|AEAL, LOC115264010|XP_029723184.1|AEAL
OG0003887	LOC120446763|XP_039483837.1|DSAN	LOC109406991|XP_029709881.1|AEAL, LOC109398712|XP_029723182.1|AEAL, LOC115254227|XP_029733875.1|AEAL
OG0003888	LOC120454692|XP_039496158.1|DSAN	LOC109407203|XP_029714672.1|AEAL, LOC109405865|XP_029716570.1|AEAL
OG0003889	LOC120447691|XP_039485158.1|DSAN	LOC109414293|XP_019543652.2|AEAL
OG0003890	LOC120448257|XP_039486108.1|DSAN	LOC115258711|XP_029714928.1|AEAL, LOC109414321|XP_019543684.2|AEAL, LOC109407252|XP_019535804.1|AEAL
OG0003891	LOC120458034|XP_039501475.1|DSAN	LOC109407253|XP_029714712.1|AEAL, LOC109414322|XP_029714803.1|AEAL, LOC115258947|XP_029715325.1|AEAL
OG0003892	LOC120450139|XP_039488900.1|DSAN	LOC115253843|XP_029714507.1|AEAL, LOC109414325|XP_029715332.1|AEAL, LOC109407257|XP_029714596.1|AEAL
OG0003893	LOC120446212|XP_039483001.1|DSAN	LOC109414334|XP_029714877.1|AEAL, LOC115258667|XP_029714844.1|AEAL
OG0003894	LOC120458626|XP_039502283.1|DSAN	LOC109414337|XP_019543700.1|AEAL, LOC115253734|XP_029714760.1|AEAL, LOC109424218|XP_029714555.1|AEAL
OG0003895	LOC120445033|XP_039481053.1|DSAN	LOC109420917|XP_029714882.1|AEAL, LOC109412677|XP_029720670.1|AEAL, LOC115267671|XP_029730685.1|AEAL
OG0003896	LOC120446083|XP_039482803.1|DSAN	LOC109412669|XP_029720663.1|AEAL, LOC115253569|XP_029730689.1|AEAL
OG0003897	LOC120446184|XP_039482960.1|DSAN	LOC109420922|XP_029730693.1|AEAL, LOC115262418|XP_029720662.1|AEAL
OG0003898	LOC120446711|XP_039483751.1|DSAN	LOC115262409|XP_029720646.1|AEAL, LOC109412698|XP_019541865.2|AEAL, LOC109420904|XP_019550932.1|AEAL
OG0003899	LOC120454134|XP_039495128.1|DSAN	LOC109420973|XP_029714739.1|AEAL, LOC109428463|XP_029714738.1|AEAL
OG0003900	LOC120444144|XP_039479646.1|DSAN	LOC109428851|XP_029715312.1|AEAL, LOC109421018|XP_029714617.1|AEAL
OG0003901	LOC120444294|XP_039479752.1|DSAN	LOC115264813|XP_029724669.1|AEAL, LOC115258597|XP_029714710.1|AEAL
OG0003902	LOC120448668|XP_039486741.1|DSAN	LOC109428855|XP_019560237.2|AEAL, LOC115264812|XP_029724667.1|AEAL, LOC109421019|XP_029714866.1|AEAL
OG0003903	LOC120444079|XP_039479532.1|DSAN	LOC109428884|XP_029724668.1|AEAL, LOC109421022|XP_029715226.1|AEAL
OG0003904	LOC120444078|XP_039479530.1|DSAN, LOC120444077|XP_039479529.1|DSAN	LOC109421021|XP_019551052.2|AEAL, LOC109428872|XP_019560259.2|AEAL
OG0003905	LOC120454403|XP_039495598.1|DSAN	LOC115258550|XP_029714567.1|AEAL, LOC109428908|XP_029724672.1|AEAL
OG0003906	LOC120446284|XP_039483107.1|DSAN	LOC109429119|XP_029732633.1|AEAL, LOC115258794|XP_029715076.1|AEAL, LOC109421055|XP_029715031.1|AEAL
OG0003907	LOC120457953|XP_039501396.1|DSAN	LOC115253502|XP_029710045.1|AEAL, LOC109421066|XP_019551104.2|AEAL, LOC109429208|XP_019560646.2|AEAL
OG0003908	LOC120454430|XP_039495658.1|DSAN	LOC109421041|XP_019551075.2|AEAL, LOC109429228|XP_019560675.1|AEAL, LOC115258570|XP_029714616.1|AEAL
OG0003909	LOC120457734|XP_039501168.1|DSAN	LOC109405615|XP_029714537.1|AEAL
OG0003910	LOC120453859|XP_039494698.1|DSAN	LOC109416534|XP_019546157.2|AEAL
OG0003911	LOC120458198|XP_039501705.1|DSAN	LOC115258629|XP_029714791.1|AEAL, LOC109405693|XP_019534298.2|AEAL
OG0003912	LOC120458646|XP_039502309.1|DSAN	LOC115258509|XP_029714490.1|AEAL, LOC109410195|XP_029714495.1|AEAL, LOC109405687|XP_029715299.1|AEAL
OG0003913	LOC120446513|XP_039483458.1|DSAN	LOC109410247|XP_029714497.1|AEAL, LOC115267403|XP_029730244.1|AEAL, LOC109405692|XP_029715109.1|AEAL
OG0003914	LOC120447129|XP_039484500.1|DSAN	LOC115258891|XP_029715206.1|AEAL, LOC109417528|XP_029714594.1|AEAL, LOC109410214|XP_019539282.2|AEAL
OG0003915	LOC120456734|XP_039499655.1|DSAN	LOC115258892|XP_029715207.1|AEAL, LOC109417526|XP_019547142.1|AEAL, LOC109410208|XP_019539278.2|AEAL
OG0003916	LOC120445498|XP_039481883.1|DSAN	LOC115263023|XP_029721814.1|AEAL, LOC109417537|XP_019547158.1|AEAL, LOC115266747|XP_029729140.1|AEAL
OG0003917	LOC120451887|XP_039491831.1|DSAN	LOC115255418|XP_029709396.1|AEAL, LOC109410237|XP_029709514.1|AEAL, LOC109417635|XP_029709389.1|AEAL
OG0003918	LOC120452764|XP_039493121.1|DSAN	LOC115256961|XP_029712032.1|AEAL, LOC109417653|XP_019547251.1|AEAL, LOC109622148|XP_019931925.2|AEAL
OG0003919	LOC120457049|XP_039500158.1|DSAN	LOC109417552|XP_029709331.1|AEAL, LOC109622156|XP_029709321.1|AEAL
OG0003920	LOC120445620|XP_039482067.1|DSAN	LOC109622778|XP_019932769.1|AEAL, LOC109417667|XP_019547262.1|AEAL
OG0003921	LOC120445391|XP_039481730.1|DSAN	LOC109417683|XP_029709282.1|AEAL, LOC109622172|XP_029709292.1|AEAL, LOC115255395|XP_029709319.1|AEAL
OG0003922	LOC120457252|XP_039500623.1|DSAN	LOC115255381|XP_029709289.1|AEAL, LOC109417684|XP_019547290.2|AEAL, LOC115255376|XP_029709278.1|AEAL
OG0003923	LOC120454825|XP_039496225.1|DSAN	LOC109416842|XP_029709256.1|AEAL, LOC109417690|XP_029709238.1|AEAL, LOC115253945|XP_029709236.1|AEAL
OG0003924	LOC120446607|XP_039483581.1|DSAN	LOC115255371|XP_029709252.1|AEAL, LOC109417692|XP_029709234.1|AEAL, LOC115255370|XP_029709251.1|AEAL
OG0003925	LOC120443984|XP_039479395.1|DSAN	LOC115253783|XP_029709222.1|AEAL, LOC115253661|XP_029709195.1|AEAL, LOC109417703|XP_019547331.2|AEAL
OG0003926	LOC120453368|XP_039493979.1|DSAN	LOC115255337|XP_029709214.1|AEAL, LOC109417708|XP_019547338.1|AEAL, LOC115253943|XP_029709207.1|AEAL
OG0003927	LOC120454915|XP_039496563.1|DSAN	LOC109417719|XP_029709183.1|AEAL
OG0003928	LOC120454411|XP_039495617.1|DSAN	LOC109420032|XP_019549889.2|AEAL
OG0003929	LOC120458423|XP_039501995.1|DSAN	LOC109417750|XP_019547423.2|AEAL, LOC109420019|XP_029709139.1|AEAL, LOC115255486|XP_029709471.1|AEAL
OG0003930	LOC120458464|XP_039502053.1|DSAN	LOC109417755|XP_029709134.1|AEAL, LOC115255270|XP_029709092.1|AEAL, LOC109420015|XP_029709122.1|AEAL
OG0003931	LOC120444115|XP_039479586.1|DSAN	LOC109420008|XP_029709083.1|AEAL, LOC115253941|XP_029709125.1|AEAL, LOC109417759|XP_029709111.1|AEAL
OG0003932	LOC120458901|XP_039502678.1|DSAN	LOC109419403|XP_029709065.1|AEAL
OG0003933	LOC120453787|XP_039494575.1|DSAN	LOC115255210|XP_029709013.1|AEAL, LOC109397495|XP_029709001.1|AEAL, LOC115255185|XP_029708979.1|AEAL
OG0003934	LOC120458571|XP_039502204.1|DSAN	LOC115254897|XP_029708439.1|AEAL, LOC109397497|XP_029708435.1|AEAL, LOC115254896|XP_029708438.1|AEAL
OG0003935	LOC120446609|XP_039483583.1|DSAN	LOC109419966|XP_019549800.2|AEAL, LOC115255188|XP_029708989.1|AEAL
OG0003936	LOC120446612|XP_039483591.1|DSAN	LOC115254894|XP_029708437.1|AEAL, LOC109419967|XP_019549802.1|AEAL
OG0003937	LOC120445886|XP_039482473.1|DSAN	LOC109419957|XP_029708955.1|AEAL
OG0003938	LOC120444425|XP_039479995.1|DSAN	LOC109419953|XP_029708954.1|AEAL, LOC109417546|XP_029715584.1|AEAL, LOC115255463|XP_029709447.1|AEAL
OG0003939	LOC120458711|XP_039502392.1|DSAN	LOC109417517|XP_019547143.2|AEAL, LOC115255169|XP_029708950.1|AEAL, LOC109419951|XP_029708931.1|AEAL
OG0003940	LOC120456902|XP_039499959.1|DSAN	LOC109417493|XP_019547118.2|AEAL, LOC109419950|XP_029708930.1|AEAL, LOC115253435|XP_029715583.1|AEAL
OG0003941	LOC120444517|XP_039480178.1|DSAN	LOC109417504|XP_029708929.1|AEAL, LOC109419921|XP_019549744.2|AEAL
OG0003942	LOC120449381|XP_039487754.1|DSAN, LOC120458620|XP_039502264.1|DSAN	LOC109419928|XP_029708934.1|AEAL, LOC109420729|XP_029708907.1|AEAL
OG0003943	LOC120458000|XP_039501426.1|DSAN	LOC109420722|XP_029708888.1|AEAL, LOC109419889|XP_029715704.1|AEAL, LOC109419887|XP_019549721.1|AEAL
OG0003944	LOC120458479|XP_039502073.1|DSAN	LOC109420700|XP_019550697.1|AEAL, LOC115255131|XP_029708864.1|AEAL, LOC115255129|XP_029708862.1|AEAL, LOC109414276|XP_019543644.1|AEAL
OG0003945	LOC120445681|XP_039482172.1|DSAN	LOC109420692|XP_019550676.2|AEAL
OG0003946	LOC120445188|XP_039481336.1|DSAN	LOC115264418|XP_029723946.1|AEAL
OG0003947	LOC120445540|XP_039481943.1|DSAN	LOC109420675|XP_029708744.1|AEAL
OG0003948	LOC120444804|XP_039480686.1|DSAN	LOC115255104|XP_029708759.1|AEAL, LOC109420665|XP_019550630.1|AEAL
OG0003949	LOC120444589|XP_039480292.1|DSAN	LOC109420662|XP_029708760.1|AEAL
OG0003950	LOC120458213|XP_039501726.1|DSAN	LOC109420653|XP_019550566.2|AEAL, LOC115268896|XP_029732957.1|AEAL
OG0003951	LOC120458548|XP_039502163.1|DSAN	LOC109429459|XP_029708734.1|AEAL, LOC109420651|XP_029708811.1|AEAL
OG0003952	LOC120455301|XP_039497278.1|DSAN	LOC109420642|XP_029708741.1|AEAL
OG0003953	LOC120454533|XP_039496200.1|DSAN	LOC115255088|XP_029708733.1|AEAL, LOC109407734|XP_029708721.1|AEAL
OG0003954	LOC120449506|XP_039487941.1|DSAN	LOC109420549|XP_029718263.1|AEAL, LOC115255079|XP_029708713.1|AEAL, LOC115261045|XP_029718265.1|AEAL
OG0003956	LOC120444903|XP_039480826.1|DSAN	LOC109417064|XP_029708693.1|AEAL
OG0003957	LOC120447930|XP_039485529.1|DSAN	LOC109407366|XP_029709427.1|AEAL
OG0003958	LOC120455714|XP_039498061.1|DSAN	LOC115255429|XP_029709420.1|AEAL, LOC109407439|XP_019536033.1|AEAL, LOC115255067|XP_029708689.1|AEAL, LOC109420522|XP_019550436.2|AEAL
OG0003959	LOC120445242|XP_039481443.1|DSAN	LOC109419740|XP_029708595.1|AEAL
OG0003960	LOC120457371|XP_039500840.1|DSAN	LOC115255041|XP_029708627.1|AEAL, LOC109419761|XP_019549584.2|AEAL
OG0003961	LOC120446001|XP_039482674.1|DSAN	LOC109419770|XP_029732975.1|AEAL, LOC109398247|XP_029708618.1|AEAL
OG0003962	LOC120453379|XP_039493991.1|DSAN	LOC109419773|XP_029708623.1|AEAL, LOC109398260|XP_029708577.1|AEAL
OG0003963	LOC120444442|XP_039480035.1|DSAN	LOC109402097|XP_029708554.1|AEAL, LOC115254980|XP_029708532.1|AEAL
OG0003964	LOC120458288|XP_039501820.1|DSAN	LOC115254972|XP_029708523.1|AEAL, LOC115254988|XP_029708538.1|AEAL, LOC109402112|XP_019530281.2|AEAL
OG0003965	LOC120458814|XP_039502558.1|DSAN	LOC109431811|XP_029708486.1|AEAL
OG0003966	LOC120445655|XP_039482134.1|DSAN	LOC109431818|XP_029722655.1|AEAL, LOC109431824|XP_029708481.1|AEAL
OG0003967	LOC120447027|XP_039484283.1|DSAN	LOC115253821|XP_029708456.1|AEAL, LOC109427547|XP_019558664.1|AEAL
OG0003968	LOC120444464|XP_039480070.1|DSAN	LOC115254943|XP_029708461.1|AEAL, LOC109427597|XP_019558734.1|AEAL
OG0003969	LOC120444603|XP_039480312.1|DSAN	LOC115262467|XP_029720735.1|AEAL, LOC109427761|XP_029732789.1|AEAL
OG0003970	LOC120452565|XP_039492782.1|DSAN	LOC115266821|XP_029729280.1|AEAL, LOC109430180|XP_019561779.2|AEAL
OG0003971	LOC120458275|XP_039501801.1|DSAN	LOC109430170|XP_029727435.1|AEAL, LOC115264870|XP_029724762.1|AEAL
OG0003972	LOC120449196|XP_039487491.1|DSAN	LOC109430172|XP_029724763.1|AEAL
OG0003973	LOC120444570|XP_039480261.1|DSAN	LOC109432568|XP_019564457.2|AEAL
OG0003974	LOC120445890|XP_039482475.1|DSAN	LOC109427579|XP_019558702.2|AEAL, LOC109432750|XP_029727426.1|AEAL
OG0003975	LOC120443713|XP_039478896.1|DSAN	LOC109621234|XP_029715767.1|AEAL, LOC109427584|XP_019558713.3|AEAL
OG0003976	LOC120445230|XP_039481422.1|DSAN	LOC109416254|XP_019545817.2|AEAL
OG0003977	LOC120455652|XP_039497980.1|DSAN	LOC109423962|XP_019554577.2|AEAL
OG0003978	LOC120448180|XP_039485963.1|DSAN	LOC109416259|XP_029727378.1|AEAL
OG0003979	LOC120447832|XP_039485366.1|DSAN	LOC109430997|XP_029727668.1|AEAL, LOC115265622|XP_029727339.1|AEAL, LOC109423947|XP_019554557.2|AEAL
OG0003980	LOC120451480|XP_039491135.1|DSAN	LOC109423944|XP_029727337.1|AEAL, LOC115265635|XP_029727366.1|AEAL, LOC109430987|XP_029727350.1|AEAL
OG0003981	LOC120455730|XP_039498119.1|DSAN	LOC109423943|XP_019554553.1|AEAL, LOC115265634|XP_029727364.1|AEAL, LOC109430988|XP_029727334.1|AEAL
OG0003982	LOC120446707|XP_039483742.1|DSAN	LOC109423941|XP_019554552.2|AEAL, LOC115265626|XP_029727351.1|AEAL, LOC109431003|XP_019562672.2|AEAL
OG0003983	LOC120458108|XP_039501571.1|DSAN	LOC109430999|XP_029727330.1|AEAL, LOC109423940|XP_019554551.2|AEAL, LOC115265632|XP_029727361.1|AEAL
OG0003984	LOC120446554|XP_039483505.1|DSAN	LOC109404786|XP_029727252.1|AEAL, LOC109423912|XP_029727289.1|AEAL
OG0003985	LOC120444580|XP_039480275.1|DSAN	LOC109404787|XP_029727285.1|AEAL, LOC109423910|XP_029727246.1|AEAL
OG0003986	LOC120455157|XP_039497006.1|DSAN	LOC109621623|XP_029727210.1|AEAL, LOC115265605|XP_029727223.1|AEAL
OG0003987	LOC120451653|XP_039491463.1|DSAN	LOC109621667|XP_029727222.1|AEAL
OG0003988	LOC120455317|XP_039497316.1|DSAN	LOC115268897|XP_029732958.1|AEAL, LOC109421661|XP_029727198.1|AEAL
OG0003989	LOC120455903|XP_039498343.1|DSAN	LOC109421657|XP_019551725.2|AEAL
OG0003990	LOC120458080|XP_039501530.1|DSAN	LOC109407327|XP_019535865.1|AEAL
OG0003991	LOC120458010|XP_039501445.1|DSAN	LOC109421643|XP_029727141.1|AEAL
OG0003992	LOC120454530|XP_039495839.1|DSAN	LOC109407320|XP_019535859.2|AEAL
OG0003993	LOC120450268|XP_039489112.1|DSAN	LOC109407357|XP_029727136.1|AEAL
OG0003994	LOC120451562|XP_039491299.1|DSAN	LOC109407309|XP_019535844.2|AEAL, LOC109421627|XP_029727164.1|AEAL
OG0003995	LOC120445848|XP_039482414.1|DSAN	LOC109409185|XP_019538155.2|AEAL, LOC115265574|XP_029727068.1|AEAL
OG0003996	LOC120448468|XP_039486425.1|DSAN	LOC109421490|XP_019551529.2|AEAL
OG0003997	LOC120458267|XP_039501792.1|DSAN	LOC109409178|XP_019538144.1|AEAL
OG0003998	LOC120457834|XP_039501267.1|DSAN	LOC109409124|XP_029727084.1|AEAL
OG0003999	LOC120446026|XP_039482718.1|DSAN	LOC109421519|XP_019551574.2|AEAL
OG0004000	LOC120456643|XP_039499502.1|DSAN	LOC109622955|XP_029717234.1|AEAL, LOC109421499|XP_019551536.3|AEAL
OG0004001	LOC120444482|XP_039480096.1|DSAN	LOC109421448|XP_019551486.2|AEAL, LOC109432535|XP_019564410.2|AEAL
OG0004002	LOC120445118|XP_039481198.1|DSAN	LOC109432548|XP_019564435.1|AEAL, LOC115265515|XP_029726863.1|AEAL
OG0004003	LOC120455939|XP_039499656.1|DSAN	LOC109432543|XP_029726887.1|AEAL, LOC109421420|XP_029727031.1|AEAL
OG0004004	LOC120451088|XP_039490409.1|DSAN	LOC115265568|XP_029727045.1|AEAL, LOC109432566|XP_029726900.1|AEAL
OG0004005	LOC120458449|XP_039502028.1|DSAN	LOC109432539|XP_029726902.1|AEAL, LOC109421413|XP_029727046.1|AEAL
OG0004006	LOC120446264|XP_039483074.1|DSAN	LOC109427815|XP_029727057.1|AEAL, LOC109421321|XP_019551373.2|AEAL
OG0004007	LOC120453467|XP_039494133.1|DSAN	LOC109421317|XP_019551369.2|AEAL, LOC109621801|XP_019931479.1|AEAL
OG0004008	LOC120443883|XP_039479226.1|DSAN	LOC115265537|XP_029726947.1|AEAL, LOC109421313|XP_029708025.1|AEAL
OG0004009	LOC120458361|XP_039501909.1|DSAN	LOC115264471|XP_029724053.1|AEAL, LOC109621840|XP_019931574.2|AEAL, LOC115265544|XP_029726975.1|AEAL
OG0004010	LOC120444152|XP_039479663.1|DSAN	LOC109410812|XP_019539888.2|AEAL, LOC115253743|XP_029710357.1|AEAL, LOC109421249|XP_029710385.1|AEAL
OG0004011	LOC120458469|XP_039502056.1|DSAN	LOC109421243|XP_029710363.1|AEAL, LOC109410818|XP_019539898.2|AEAL
OG0004012	LOC120453635|XP_039494361.1|DSAN	LOC109622323|XP_019932140.1|AEAL, LOC115265028|XP_029725095.1|AEAL, LOC109621394|XP_019930988.1|AEAL
OG0004013	LOC120452857|XP_039493236.1|DSAN	LOC109402501|XP_029732569.1|AEAL, LOC115268605|XP_029732591.1|AEAL
OG0004014	LOC120448981|XP_039487178.1|DSAN	LOC109402499|XP_019530728.2|AEAL
OG0004015	LOC120444074|XP_039479526.1|DSAN	LOC109402493|XP_029732602.1|AEAL, LOC115268609|XP_029732597.1|AEAL
OG0004016	LOC120456550|XP_039499366.1|DSAN	LOC115268611|XP_029732598.1|AEAL, LOC115268619|XP_029732612.1|AEAL, LOC109621731|XP_029732603.1|AEAL
OG0004017	LOC120449507|XP_039487946.1|DSAN	LOC109402496|XP_019530725.2|AEAL
OG0004018	LOC120457596|XP_039501043.1|DSAN	LOC109402524|XP_019530766.2|AEAL
OG0004019	LOC120447121|XP_039484485.1|DSAN	LOC109402297|XP_019530500.2|AEAL
OG0004020	LOC120458161|XP_039501650.1|DSAN	LOC109402598|XP_019530846.2|AEAL
OG0004021	LOC120458158|XP_039501646.1|DSAN	LOC109402578|XP_019530809.2|AEAL
OG0004022	LOC120445478|XP_039481862.1|DSAN	LOC109429705|XP_029719869.1|AEAL, LOC109416782|XP_029720032.1|AEAL
OG0004023	LOC120444862|XP_039480762.1|DSAN	LOC109429736|XP_029719875.1|AEAL, LOC109416804|XP_019546415.2|AEAL
OG0004024	LOC120446638|XP_039483639.1|DSAN	LOC109407024|XP_029720015.1|AEAL, LOC115262060|XP_029719859.1|AEAL
OG0004025	LOC120451239|XP_039490684.1|DSAN	LOC109429674|XP_019561226.2|AEAL, LOC115262055|XP_029719852.1|AEAL
OG0004026	LOC120458639|XP_039502300.1|DSAN	LOC109406541|XP_029719839.1|AEAL, LOC109429655|XP_019561201.2|AEAL, LOC115262110|XP_029719989.1|AEAL
OG0004027	LOC120445502|XP_039481884.1|DSAN	LOC109622647|XP_029719977.1|AEAL, LOC109429639|XP_019561185.2|AEAL
OG0004028	LOC120458400|XP_039501959.1|DSAN	LOC109429621|XP_019561163.2|AEAL
OG0004029	LOC120458284|XP_039501814.1|DSAN	LOC109429613|XP_019561152.2|AEAL, LOC115254170|XP_029728575.1|AEAL
OG0004030	LOC120444656|XP_039480430.1|DSAN	LOC109408552|XP_029719950.1|AEAL, LOC109429589|XP_029724785.1|AEAL
OG0004031	LOC120458339|XP_039501890.1|DSAN	LOC109429575|XP_029719928.1|AEAL, LOC109426476|XP_029708022.1|AEAL
OG0004032	LOC120445803|XP_039482350.1|DSAN	LOC115262090|XP_029719924.1|AEAL, LOC109429571|XP_019561096.1|AEAL, LOC115262082|XP_029719895.1|AEAL
OG0004033	LOC120445020|XP_039481029.1|DSAN	LOC109429981|XP_029719907.1|AEAL, LOC109429564|XP_019561090.2|AEAL
OG0004034	LOC120444316|XP_039479794.1|DSAN	LOC109429914|XP_029720090.1|AEAL, LOC115254173|XP_029728606.1|AEAL, LOC115266498|XP_029728607.1|AEAL
OG0004035	LOC120444461|XP_039480069.1|DSAN	LOC109429541|XP_029720095.1|AEAL
OG0004036	LOC120444149|XP_039479650.1|DSAN	LOC109429539|XP_019561055.1|AEAL
OG0004037	LOC120443722|XP_039478905.1|DSAN	LOC109429896|XP_029720102.1|AEAL
OG0004038	LOC120458612|XP_039502257.1|DSAN	LOC109429888|XP_019561425.2|AEAL, LOC109415440|XP_019544854.2|AEAL
OG0004039	LOC120450099|XP_039488830.1|DSAN	LOC109415447|XP_019544869.2|AEAL
OG0004040	LOC120445084|XP_039481147.1|DSAN	LOC115262139|XP_029720124.1|AEAL, LOC109398300|XP_029736062.1|AEAL
OG0004041	LOC120456310|XP_039498997.1|DSAN	LOC109429949|XP_029720126.1|AEAL, LOC109398316|XP_019526208.2|AEAL
OG0004042	LOC120449041|XP_039487263.1|DSAN	LOC109429814|XP_019561343.1|AEAL, LOC109398330|XP_019526229.1|AEAL
OG0004043	LOC120456401|XP_039499167.1|DSAN	LOC109429811|XP_019561340.2|AEAL, LOC109398305|XP_019526197.2|AEAL
OG0004044	LOC120455678|XP_039498023.1|DSAN	LOC115262165|XP_029720254.1|AEAL, LOC109411680|XP_029720320.1|AEAL
OG0004045	LOC120458236|XP_039501758.1|DSAN	LOC109404613|XP_019533062.1|AEAL, LOC109411685|XP_019540799.1|AEAL
OG0004046	LOC120451831|XP_039491744.1|DSAN	LOC109404616|XP_029720329.1|AEAL, LOC109411682|XP_029720256.1|AEAL
OG0004047	LOC120456104|XP_039498648.1|DSAN	LOC109411692|XP_029720332.1|AEAL, LOC115262164|XP_029720247.1|AEAL
OG0004048	LOC120445651|XP_039482131.1|DSAN	LOC109404624|XP_029720335.1|AEAL, LOC109411693|XP_029720245.1|AEAL
OG0004049	LOC120443930|XP_039479307.1|DSAN	LOC109420649|XP_019550607.2|AEAL
OG0004050	LOC120445276|XP_039481508.1|DSAN	LOC109411730|XP_019540859.2|AEAL
OG0004051	LOC120443805|XP_039479079.1|DSAN, LOC120444024|XP_039479458.1|DSAN, LOC120444042|XP_039479482.1|DSAN, LOC120443807|XP_039479082.1|DSAN	LOC109411839|XP_019540995.2|AEAL
OG0004052	LOC120455758|XP_039498129.1|DSAN	LOC115262003|XP_029719803.1|AEAL, LOC109411216|XP_029720390.1|AEAL
OG0004053	LOC120457718|XP_039501151.1|DSAN	LOC115262192|XP_029720394.1|AEAL, LOC109411218|XP_019540261.2|AEAL
OG0004054	LOC120445504|XP_039481887.1|DSAN	LOC109411221|XP_019540272.2|AEAL, LOC115262196|XP_029720400.1|AEAL
OG0004055	LOC120454486|XP_039495762.1|DSAN	LOC109411233|XP_019540289.2|AEAL
OG0004056	LOC120451756|XP_039491616.1|DSAN	LOC115262209|XP_029720409.1|AEAL, LOC109411235|XP_019540292.2|AEAL
OG0004058	LOC120448083|XP_039485801.1|DSAN	LOC115257194|XP_029712484.1|AEAL, LOC109414156|XP_029707881.1|AEAL
OG0004059	LOC120451789|XP_039491674.1|DSAN	LOC109426369|XP_019557387.2|AEAL, LOC109414149|XP_019543468.2|AEAL
OG0004060	LOC120453228|XP_039493761.1|DSAN	LOC109432359|XP_019564282.2|AEAL, LOC109426363|XP_019557374.2|AEAL
OG0004061	LOC120456795|XP_039499749.1|DSAN	LOC115266292|XP_029728133.1|AEAL, LOC115258087|XP_029713952.1|AEAL, LOC109426358|XP_029707851.1|AEAL
OG0004062	LOC120448152|XP_039485922.1|DSAN	LOC109623216|XP_029707850.1|AEAL, LOC115258105|XP_029713987.1|AEAL
OG0004063	LOC120456849|XP_039499839.1|DSAN	LOC115254458|XP_029707845.1|AEAL, LOC109405004|XP_029713999.1|AEAL, LOC115262404|XP_029720645.1|AEAL
OG0004064	LOC120449046|XP_039487273.1|DSAN	LOC109426347|XP_029732921.1|AEAL, LOC109404856|XP_029707844.1|AEAL, LOC115254001|XP_029713998.1|AEAL
OG0004065	LOC120444306|XP_039479770.1|DSAN	LOC109405867|XP_019534504.2|AEAL, LOC109426339|XP_029714006.1|AEAL, LOC115268883|XP_029732930.1|AEAL
OG0004066	LOC120446050|XP_039482760.1|DSAN	LOC109426338|XP_029707834.1|AEAL, LOC109406105|XP_029714011.1|AEAL, LOC115268878|XP_029732917.1|AEAL
OG0004067	LOC120455072|XP_039496857.1|DSAN	LOC109426335|XP_029707832.1|AEAL, LOC115253517|XP_029713977.1|AEAL
OG0004068	LOC120453603|XP_039494303.1|DSAN	LOC109426326|XP_019557327.2|AEAL, LOC109406988|XP_019535584.2|AEAL, LOC115254448|XP_029707822.1|AEAL
OG0004069	LOC120450908|XP_039490092.1|DSAN	LOC115268888|XP_029732938.1|AEAL, LOC109426325|XP_029707821.1|AEAL, LOC109407084|XP_029714013.1|AEAL
OG0004070	LOC120449790|XP_039488368.1|DSAN	LOC109425458|XP_019556273.1|AEAL, LOC115254441|XP_029707802.1|AEAL
OG0004071	LOC120450579|XP_039489631.1|DSAN	LOC115254440|XP_029707801.1|AEAL, LOC109425461|XP_019556275.2|AEAL
OG0004072	LOC120450580|XP_039489633.1|DSAN	LOC109421739|XP_019551814.2|AEAL, LOC109425465|XP_019556279.2|AEAL
OG0004073	LOC120455602|XP_039497915.1|DSAN	LOC115253926|XP_029707795.1|AEAL, LOC109421742|XP_019551818.2|AEAL
OG0004074	LOC120444961|XP_039480911.1|DSAN	LOC115255671|XP_029709634.1|AEAL, LOC109421749|XP_019551830.2|AEAL
OG0004075	LOC120447055|XP_039484379.1|DSAN	LOC115268726|XP_029732728.1|AEAL, LOC109421757|XP_029707768.1|AEAL
OG0004077	LOC120446942|XP_039484129.1|DSAN	LOC109423086|XP_019553574.2|AEAL
OG0004078	LOC120451434|XP_039491043.1|DSAN	LOC109421797|XP_019551891.1|AEAL
OG0004079	LOC120456921|XP_039499993.1|DSAN	LOC109422010|XP_029732697.1|AEAL
OG0004080	LOC120445819|XP_039482370.1|DSAN	LOC115254093|XP_029720722.1|AEAL, LOC109418249|XP_019547952.1|AEAL
OG0004081	LOC120447207|XP_039484648.1|DSAN	LOC109418256|XP_029720668.1|AEAL
OG0004082	LOC120445062|XP_039481120.1|DSAN	LOC109418264|XP_019547971.2|AEAL
OG0004083	LOC120451783|XP_039491667.1|DSAN	LOC109418266|XP_019547973.1|AEAL
