Orthogroup	DSAN.longest_only	DPSE.longest_only
OG0005959	LOC120451267|XP_039490737.1|DSAN	LOC4817406|XP_001356346.4|DPSE
OG0005960	LOC120457100|XP_039500223.1|DSAN	LOC4814564|XP_001355101.3|DPSE
OG0005961	LOC120445765|XP_039482295.1|DSAN	LOC4803900|XP_001360545.3|DPSE
OG0005962	LOC120444860|XP_039480756.1|DSAN	LOC6898554|XP_033234239.1|DPSE
OG0005963	LOC120458496|XP_039502097.1|DSAN	LOC4817243|XP_033235982.1|DPSE
OG0005964	LOC120445963|XP_039482600.1|DSAN	LOC6898825|XP_015040505.2|DPSE
OG0005965	LOC120458399|XP_039501958.1|DSAN	LOC6898961|XP_002138921.3|DPSE
OG0005966	LOC120445136|XP_039481221.1|DSAN	LOC4804262|XP_001360846.3|DPSE
OG0005967	LOC120447212|XP_039484659.1|DSAN	LOC4804495|XP_001361051.1|DPSE
OG0005968	LOC120445647|XP_039482122.1|DSAN	LOC6898501|XP_002138542.2|DPSE
OG0005969	LOC120446371|XP_039483235.1|DSAN	LOC117183615|XP_033234032.1|DPSE
OG0005970	LOC120448715|XP_039486818.1|DSAN	LOC4812488|XP_001352756.2|DPSE
OG0005971	LOC120446276|XP_039483093.1|DSAN	LOC4804376|XP_001360947.1|DPSE
OG0005972	LOC120448126|XP_039485874.1|DSAN	LOC4813971|XP_015043502.1|DPSE
OG0005973	LOC120448786|XP_039486909.1|DSAN	LOC4813766|XP_001354018.1|DPSE
OG0005974	LOC120447677|XP_039485136.1|DSAN	LOC4813018|XP_015042743.2|DPSE
OG0005975	LOC120448129|XP_039485881.1|DSAN	LOC4813973|XP_001354130.3|DPSE
OG0005976	LOC120453161|XP_039493655.1|DSAN	LOC4802236|XP_001359198.3|DPSE
OG0005977	LOC120444419|XP_039479981.1|DSAN	LOC4804427|XP_001360993.1|DPSE
OG0005978	LOC120446916|XP_039484089.1|DSAN	LOC4805387|XP_001361796.4|DPSE
OG0005979	LOC120446995|XP_039484229.1|DSAN	LOC4804658|XP_001361185.1|DPSE
OG0005980	LOC120450863|XP_039490018.1|DSAN	LOC4803498|XP_001360213.1|DPSE
OG0005981	LOC120456797|XP_039499755.1|DSAN	LOC6901386|XP_033238800.1|DPSE
OG0005982	LOC120448060|XP_039485754.1|DSAN	LOC4804171|XP_001360775.2|DPSE
OG0005983	LOC120457215|XP_039500517.1|DSAN	LOC4814862|XP_001354900.1|DPSE
OG0005984	LOC120455527|XP_039497750.1|DSAN	LOC6901206|XP_033238133.1|DPSE
OG0005985	LOC120457027|XP_039500123.1|DSAN	LOC6902136|XP_033239858.1|DPSE
OG0005986	LOC120455023|XP_039496787.1|DSAN	LOC4814636|XP_033241001.1|DPSE
OG0005987	LOC120455213|XP_039497107.1|DSAN	LOC4815824|XP_015041302.2|DPSE
OG0005988	LOC120447052|XP_039484366.1|DSAN	LOC4805412|XP_015040638.2|DPSE
OG0005989	LOC120444305|XP_039479768.1|DSAN	LOC4805158|XP_001361607.3|DPSE
OG0005990	LOC120446999|XP_039484238.1|DSAN	LOC4804158|XP_015039650.2|DPSE
OG0005991	LOC120443896|XP_039479257.1|DSAN	LOC4805043|XP_001361508.1|DPSE
OG0005992	LOC120447706|XP_039485168.1|DSAN	LOC4813754|XP_001353779.2|DPSE
OG0005993	LOC120447707|XP_039485170.1|DSAN	LOC4813247|XP_015043165.1|DPSE
OG0005994	LOC120450448|XP_039489399.1|DSAN	LOC4813962|XP_001354121.2|DPSE
OG0005995	LOC120449569|XP_039488055.1|DSAN	LOC4813968|XP_033240272.1|DPSE
OG0005996	LOC120450406|XP_039489336.1|DSAN	LOC4812827|XP_033238668.1|DPSE
OG0005997	LOC120445416|XP_039481766.1|DSAN	LOC4804885|XP_001361373.4|DPSE
OG0005998	LOC120450360|XP_039489276.1|DSAN	LOC4812833|XP_001353175.4|DPSE
OG0005999	LOC120449183|XP_039487466.1|DSAN	LOC4814104|XP_001354248.2|DPSE
OG0006000	LOC120446856|XP_039483983.1|DSAN	LOC6903880|XP_002136631.1|DPSE
OG0006001	LOC120448751|XP_039486868.1|DSAN	LOC4813293|XP_015043113.2|DPSE
OG0006002	LOC120444984|XP_039480946.1|DSAN	LOC26534028|XP_033234083.1|DPSE
OG0006003	LOC120448213|XP_039486026.1|DSAN	LOC6900362|XP_033241439.1|DPSE
OG0006004	LOC120450903|XP_039490086.1|DSAN	LOC4802518|XP_015037883.2|DPSE
OG0006005	LOC120457719|XP_039501152.1|DSAN	LOC4804744|XP_001361256.2|DPSE
OG0006006	LOC120445052|XP_039481104.1|DSAN	LOC4805537|XP_001361924.4|DPSE
OG0006007	LOC120458692|XP_039502367.1|DSAN	LOC4805575|XP_001361958.2|DPSE
OG0006008	LOC120449058|XP_039487290.1|DSAN	LOC26532143|XP_033241563.1|DPSE, LOC6902872|XP_033235370.1|DPSE
OG0006009	LOC120447950|XP_039485568.1|DSAN	LOC4812024|XP_033237505.1|DPSE
OG0006010	LOC120450489|XP_039489470.1|DSAN	LOC4813953|XP_033241454.1|DPSE
OG0006011	LOC120450367|XP_039489285.1|DSAN	LOC6899980|XP_002135347.2|DPSE
OG0006012	LOC120450319|XP_039489210.1|DSAN	LOC4813912|XP_033239743.1|DPSE
OG0006013	LOC120447073|XP_039484398.1|DSAN	LOC6898803|XP_033234864.1|DPSE
OG0006014	LOC120450179|XP_039488974.1|DSAN	LOC4812531|XP_001352903.1|DPSE
OG0006015	LOC120445610|XP_039482053.1|DSAN	LOC6898494|XP_002138535.1|DPSE
OG0006016	LOC120448403|XP_039486331.1|DSAN	LOC4805042|XP_001361507.3|DPSE
OG0006017	LOC120446932|XP_039484116.1|DSAN	LOC4803688|XP_001360365.3|DPSE
OG0006018	LOC120444634|XP_039480374.1|DSAN	LOC4805744|XP_001362091.2|DPSE
OG0006019	LOC120445869|XP_039482446.1|DSAN	LOC26533621|XP_015039274.1|DPSE
OG0006020	LOC120450442|XP_039489389.1|DSAN	LOC4812282|XP_001352980.4|DPSE
OG0006021	LOC120448002|XP_039485649.1|DSAN	LOC6900490|XP_033238214.1|DPSE
OG0006022	LOC120452510|XP_039492701.1|DSAN	LOC4817970|XP_001357332.2|DPSE
OG0006023	LOC120451730|XP_039491572.1|DSAN	LOC4802667|XP_001359539.1|DPSE
OG0006024	LOC120457181|XP_039500411.1|DSAN	LOC4814623|XP_033241007.1|DPSE
OG0006025	LOC120444648|XP_039480408.1|DSAN	LOC6898181|XP_033233571.1|DPSE
OG0006026	LOC120452911|XP_039493307.1|DSAN	LOC4800614|XP_001357859.1|DPSE
OG0006027	LOC120444731|XP_039480591.1|DSAN	LOC4804381|XP_001360952.2|DPSE
OG0006028	LOC120446072|XP_039482784.1|DSAN	LOC4803891|XP_033233842.1|DPSE
OG0006029	LOC120458666|XP_039502334.1|DSAN	LOC4805046|XP_001361511.1|DPSE
OG0006030	LOC120453146|XP_039493636.1|DSAN	LOC4800441|XP_001357717.1|DPSE
OG0006031	LOC120445953|XP_039482574.1|DSAN	LOC4804356|XP_001360930.3|DPSE
OG0006032	LOC120455190|XP_039497062.1|DSAN	LOC4814395|XP_015042271.2|DPSE
OG0006033	LOC120446933|XP_039484117.1|DSAN	LOC4803686|XP_001360363.3|DPSE
OG0006034	LOC120452183|XP_039492227.1|DSAN	LOC4801548|XP_003736546.3|DPSE
OG0006035	LOC120454614|XP_039496010.1|DSAN	LOC4802319|XP_001359259.2|DPSE
OG0006036	LOC120453958|XP_039494845.1|DSAN	LOC4817085|XP_001356373.3|DPSE
OG0006037	LOC120445301|XP_039481544.1|DSAN	LOC4803977|XP_033233699.1|DPSE
OG0006038	LOC120451209|XP_039490616.1|DSAN	LOC4802065|XP_001359058.2|DPSE
OG0006039	LOC120443773|XP_039479009.1|DSAN	LOC6899047|XP_002138974.2|DPSE
OG0006040	LOC120444534|XP_039480214.1|DSAN	LOC6898461|XP_002138504.2|DPSE
OG0006041	LOC120456511|XP_039499311.1|DSAN	LOC4814604|XP_001354916.1|DPSE
OG0006042	LOC120447117|XP_039484472.1|DSAN	LOC4805739|XP_004444595.2|DPSE
OG0006043	LOC120448332|XP_039486220.1|DSAN	LOC4813671|XP_001353963.4|DPSE
OG0006044	LOC120454965|XP_039496680.1|DSAN	LOC4814360|XP_001354492.1|DPSE
OG0006045	LOC120458697|XP_039502378.1|DSAN	LOC4805669|XP_001362030.3|DPSE
OG0006046	LOC120444318|XP_039479797.1|DSAN	LOC4804243|XP_001360832.3|DPSE
OG0006047	LOC120448943|XP_039487123.1|DSAN	LOC6900545|XP_002134929.3|DPSE
OG0006048	LOC120448973|XP_039487167.1|DSAN	LOC4813592|XP_001353911.3|DPSE
OG0006049	LOC120457377|XP_039500849.1|DSAN	LOC4815099|XP_001355018.4|DPSE
OG0006050	LOC120452690|XP_039492977.1|DSAN	LOC4800725|XP_001357945.3|DPSE
OG0006051	LOC120455688|XP_039498030.1|DSAN	LOC4815862|XP_001355561.3|DPSE
OG0006052	LOC120445313|XP_039481558.1|DSAN	LOC4804613|XP_001361146.4|DPSE
OG0006053	LOC120449131|XP_039487378.1|DSAN	LOC4814175|XP_001354194.1|DPSE
OG0006054	LOC120454888|XP_039496456.1|DSAN	LOC4811716|XP_033237289.1|DPSE
OG0006055	LOC120451403|XP_039491005.1|DSAN	LOC4800827|XP_001358031.3|DPSE
OG0006056	LOC120446444|XP_039483358.1|DSAN	LOC4805738|XP_001362086.1|DPSE
OG0006057	LOC120448431|XP_039486368.1|DSAN	LOC4812524|XP_001352451.4|DPSE
OG0006058	LOC120452059|XP_039492055.1|DSAN	LOC4801830|XP_001358863.1|DPSE
OG0006059	LOC120450523|XP_039489539.1|DSAN	LOC4813558|XP_001354005.1|DPSE
OG0006060	LOC120450525|XP_039489541.1|DSAN	LOC4813782|XP_001354006.2|DPSE
OG0006061	LOC120457007|XP_039500095.1|DSAN	LOC6901250|XP_002133951.2|DPSE
OG0006062	LOC120452225|XP_039492285.1|DSAN	LOC4803152|XP_001359942.2|DPSE
OG0006063	LOC120445088|XP_039481154.1|DSAN	LOC4817371|XP_001356327.3|DPSE
OG0006064	LOC120447079|XP_039484405.1|DSAN	LOC4805478|XP_033234495.1|DPSE
OG0006065	LOC120447834|XP_039485372.1|DSAN	LOC4813826|XP_001354051.3|DPSE
OG0006066	LOC120458131|XP_039501607.1|DSAN	LOC6898392|XP_015039657.2|DPSE
OG0006067	LOC120444631|XP_039480376.1|DSAN	LOC4805077|XP_033234310.1|DPSE
OG0006068	LOC120455500|XP_039497694.1|DSAN	LOC4815169|XP_001354565.2|DPSE
OG0006069	LOC120450595|XP_039489651.1|DSAN	LOC4813718|XP_033239117.1|DPSE
OG0006070	LOC120449773|XP_039488348.1|DSAN	LOC4812458|XP_001352402.2|DPSE
OG0006071	LOC120452836|XP_039493197.1|DSAN	LOC6896869|XP_002137059.2|DPSE
OG0006072	LOC120447841|XP_039485381.1|DSAN	LOC4812771|XP_001354050.1|DPSE
OG0006073	LOC120449312|XP_039487640.1|DSAN	LOC4813263|XP_001353671.3|DPSE
OG0006074	LOC120456137|XP_039498698.1|DSAN	LOC6902221|XP_002133748.2|DPSE
OG0006075	LOC120456231|XP_039498851.1|DSAN	LOC117183168|XP_033237426.1|DPSE
OG0006076	LOC120445458|XP_039481837.1|DSAN	LOC4803948|XP_001360586.3|DPSE
OG0006077	LOC120448546|XP_039486532.1|DSAN	LOC4811862|XP_033241478.1|DPSE
OG0006078	LOC120448752|XP_039486870.1|DSAN	LOC4811936|XP_001352971.1|DPSE
OG0006079	LOC120448061|XP_039485760.1|DSAN	LOC4811991|XP_001353012.1|DPSE
OG0006080	LOC120448057|XP_039485741.1|DSAN	LOC4812194|XP_001353017.1|DPSE
OG0006081	LOC120448260|XP_039486117.1|DSAN	LOC4805111|XP_001361569.2|DPSE
OG0006082	LOC120448350|XP_039486254.1|DSAN	LOC4805113|XP_001361571.1|DPSE
OG0006083	LOC120449471|XP_039487877.1|DSAN	LOC4813535|XP_001353480.1|DPSE
OG0006084	LOC120448697|XP_039486785.1|DSAN	LOC4813272|XP_015042832.1|DPSE
OG0006085	LOC120449336|XP_039487674.1|DSAN	LOC6896688|XP_002136902.2|DPSE
OG0006086	LOC120448386|XP_039486302.1|DSAN	LOC4812507|XP_015043540.1|DPSE
OG0006087	LOC120444319|XP_039479799.1|DSAN	LOC6898432|XP_002138474.3|DPSE
OG0006088	LOC120450599|XP_039489654.1|DSAN	LOC4813107|XP_001353956.2|DPSE
OG0006089	LOC120456630|XP_039499487.1|DSAN	LOC4815870|XP_001355411.1|DPSE
OG0006090	LOC120448206|XP_039486011.1|DSAN	LOC6900026|XP_002135390.3|DPSE
OG0006091	LOC120448865|XP_039487012.1|DSAN	LOC4812367|XP_001352605.4|DPSE
OG0006092	LOC120455699|XP_039498040.1|DSAN	LOC4814499|XP_033240178.1|DPSE
OG0006093	LOC120458396|XP_039501953.1|DSAN	LOC4803875|XP_001360524.4|DPSE
OG0006094	LOC120449127|XP_039487374.1|DSAN	LOC4812180|XP_001352782.1|DPSE
OG0006095	LOC120444617|XP_039480348.1|DSAN	LOC6898532|XP_004444241.2|DPSE
OG0006096	LOC120446042|XP_039482749.1|DSAN	LOC4803965|XP_001360603.2|DPSE
OG0006097	LOC120448188|XP_039485987.1|DSAN	LOC4813040|XP_033238464.1|DPSE
OG0006098	LOC120443925|XP_039479302.1|DSAN	LOC4817266|XP_001356481.3|DPSE
OG0006099	LOC120446450|XP_039483378.1|DSAN	LOC4804989|XP_001361461.2|DPSE
OG0006100	LOC120446618|XP_039483598.1|DSAN	LOC4803617|XP_001360307.3|DPSE
OG0006101	LOC120449023|XP_039487242.1|DSAN	LOC117184171|XP_033236552.1|DPSE
OG0006102	LOC120445870|XP_039482447.1|DSAN	LOC6903884|XP_002136628.2|DPSE
OG0006103	LOC120455421|XP_039497505.1|DSAN	LOC4814697|XP_001354553.3|DPSE
OG0006104	LOC120454937|XP_039496639.1|DSAN	LOC4814480|XP_001355145.1|DPSE
OG0006105	LOC120456427|XP_039499193.1|DSAN	LOC4814479|XP_033238809.1|DPSE
OG0006106	LOC120449259|XP_039487575.1|DSAN	LOC4813760|XP_015042881.2|DPSE
OG0006107	LOC120445022|XP_039481027.1|DSAN	LOC4805532|XP_001361920.3|DPSE
OG0006108	LOC120455466|XP_039497622.1|DSAN	LOC4815655|XP_001355452.1|DPSE
OG0006109	LOC120449004|XP_039487209.1|DSAN	LOC4813482|XP_001353379.1|DPSE
OG0006110	LOC120447497|XP_039484828.1|DSAN	LOC4813707|XP_001353489.1|DPSE
OG0006111	LOC120445049|XP_039481099.1|DSAN	LOC4805514|XP_001361905.1|DPSE
OG0006112	LOC120446321|XP_039483170.1|DSAN	LOC4804312|XP_001360892.4|DPSE
OG0006113	LOC120448608|XP_039486652.1|DSAN	LOC4812189|XP_001352814.2|DPSE
OG0006114	LOC120454560|XP_039495885.1|DSAN	LOC4801167|XP_001358301.2|DPSE
OG0006115	LOC120446151|XP_039482914.1|DSAN	LOC6898178|XP_002138249.2|DPSE
OG0006116	LOC120446109|XP_039482837.1|DSAN	LOC4804146|XP_001360752.3|DPSE
OG0006117	LOC120445768|XP_039482297.1|DSAN	LOC4803899|XP_001360544.1|DPSE
OG0006118	LOC120447139|XP_039484508.1|DSAN	LOC4804190|XP_015039669.1|DPSE
OG0006119	LOC120445784|XP_039482321.1|DSAN	LOC4805152|XP_001361603.1|DPSE
OG0006120	LOC120446520|XP_039483466.1|DSAN	LOC4805361|XP_033233899.1|DPSE
OG0006121	LOC120450404|XP_039489334.1|DSAN	LOC4811926|XP_001352407.3|DPSE
OG0006122	LOC120454917|XP_039496577.1|DSAN	LOC6899872|XP_002135665.2|DPSE
OG0006123	LOC120445709|XP_039482203.1|DSAN	LOC4805599|XP_033233813.1|DPSE
OG0006124	LOC120454026|XP_039494950.1|DSAN	LOC4801719|XP_001358764.3|DPSE
OG0006125	LOC120447998|XP_039485643.1|DSAN	LOC4813189|XP_015043388.2|DPSE
OG0006126	LOC120448621|XP_039486667.1|DSAN	LOC6900083|XP_015043768.2|DPSE
OG0006127	LOC120448270|XP_039486128.1|DSAN	LOC4812856|XP_001353163.3|DPSE
OG0006128	LOC120449010|XP_039487222.1|DSAN	LOC4813035|XP_001353153.2|DPSE
OG0006129	LOC120450534|XP_039489559.1|DSAN	LOC4813455|XP_001353171.1|DPSE
OG0006130	LOC120448036|XP_039485714.1|DSAN	LOC4812951|XP_001353142.1|DPSE
OG0006131	LOC120450585|XP_039489640.1|DSAN	LOC4813388|XP_001353145.3|DPSE
OG0006132	LOC120449189|XP_039487475.1|DSAN	LOC4812819|XP_001353149.3|DPSE
OG0006133	LOC120448037|XP_039485715.1|DSAN	LOC4812973|XP_001353141.4|DPSE
OG0006134	LOC120450356|XP_039489266.1|DSAN	LOC4813677|XP_033237839.1|DPSE
OG0006135	LOC120447471|XP_039484796.1|DSAN	LOC4813604|XP_033239970.1|DPSE
OG0006136	LOC120448000|XP_039485647.1|DSAN	LOC4813188|XP_001354003.1|DPSE
OG0006137	LOC120448771|XP_039486889.1|DSAN	LOC4812818|XP_001353191.1|DPSE
OG0006138	LOC120447010|XP_039484256.1|DSAN	LOC4803579|XP_001360283.1|DPSE
OG0006139	LOC120448393|XP_039486319.1|DSAN	LOC4805038|XP_001361501.2|DPSE
OG0006140	LOC120446516|XP_039483459.1|DSAN	LOC6899063|XP_033234906.1|DPSE
OG0006141	LOC120445201|XP_039481370.1|DSAN	LOC4805688|XP_033233925.1|DPSE
OG0006142	LOC120450481|XP_039489462.1|DSAN	LOC4812295|XP_001352925.4|DPSE
OG0006143	LOC120448862|XP_039487006.1|DSAN	LOC6900528|XP_033241006.1|DPSE
OG0006144	LOC120449222|XP_039487526.1|DSAN	LOC4812312|XP_001352625.2|DPSE
OG0006145	LOC120450109|XP_039488840.1|DSAN	LOC4813047|XP_001354014.2|DPSE
OG0006146	LOC120443784|XP_039479047.1|DSAN	LOC4818134|XP_001357434.3|DPSE
OG0006147	LOC120453769|XP_039494539.1|DSAN	LOC4800604|XP_001357849.1|DPSE
OG0006148	LOC120450336|XP_039489237.1|DSAN	LOC4813291|XP_001353317.2|DPSE
OG0006149	LOC120448999|XP_039487201.1|DSAN	LOC4812782|XP_001353503.2|DPSE
OG0006150	LOC120448997|XP_039487199.1|DSAN	LOC4812783|XP_001353504.3|DPSE
OG0006151	LOC120445061|XP_039481123.1|DSAN	LOC4816851|XP_001356324.1|DPSE
OG0006152	LOC120452079|XP_039492077.1|DSAN	LOC4802118|XP_001359099.2|DPSE
OG0006153	LOC120445123|XP_039481204.1|DSAN	LOC4804187|XP_001360789.2|DPSE
OG0006154	LOC120454652|XP_039496088.1|DSAN	LOC4803216|XP_001359992.1|DPSE
OG0006155	LOC120452784|XP_039493110.1|DSAN	LOC6896827|XP_002137030.3|DPSE
OG0006156	LOC120454355|XP_039495511.1|DSAN	LOC4803025|XP_001359827.2|DPSE
OG0006157	LOC120444884|XP_039480800.1|DSAN	LOC4804284|XP_001360865.3|DPSE
OG0006158	LOC120448938|XP_039487116.1|DSAN	LOC4813057|XP_001353357.4|DPSE
OG0006159	LOC120446455|XP_039483385.1|DSAN	LOC4803879|XP_033234043.1|DPSE
OG0006160	LOC120444663|XP_039480439.1|DSAN	LOC4804285|XP_001360866.2|DPSE
OG0006161	LOC120447888|XP_039485441.1|DSAN	LOC4804516|XP_001361067.4|DPSE
OG0006162	LOC120454829|XP_039496230.1|DSAN	LOC26534304|XP_015044230.2|DPSE
OG0006163	LOC120446463|XP_039483399.1|DSAN	LOC4803885|XP_002138338.3|DPSE
OG0006165	LOC120448316|XP_039486198.1|DSAN	LOC4812854|XP_001353514.3|DPSE
OG0006166	LOC120458853|XP_039502614.1|DSAN	LOC4816939|XP_001356379.3|DPSE
OG0006167	LOC120446108|XP_039482836.1|DSAN	LOC5495513|XP_001362068.2|DPSE
OG0006169	LOC120454961|XP_039496676.1|DSAN	LOC4815421|XP_001355409.1|DPSE
OG0006170	LOC120445039|XP_039481062.1|DSAN	LOC4803777|XP_001360439.2|DPSE
OG0006171	LOC120448476|XP_039486435.1|DSAN, LOC120453993|XP_039494884.1|DSAN	LOC6902476|XP_002133021.2|DPSE
OG0006172	LOC120449075|XP_039487308.1|DSAN, LOC120447684|XP_039485145.1|DSAN	LOC4813051|XP_001353252.3|DPSE
OG0006173	LOC120458263|XP_039501787.1|DSAN, LOC120458264|XP_039501788.1|DSAN	LOC6903189|XP_002132888.2|DPSE
OG0006174	LOC120449920|XP_039488546.1|DSAN, LOC120449802|XP_039488381.1|DSAN	LOC4813126|XP_001353985.3|DPSE
OG0006175	LOC120445046|XP_039481093.1|DSAN	LOC117183602|XP_033233953.1|DPSE, LOC6898990|XP_002138950.1|DPSE, LOC6898991|XP_002138951.2|DPSE, LOC6898989|XP_002138949.1|DPSE
OG0006176	LOC120453504|XP_039494185.1|DSAN	LOC6902625|XP_002133151.1|DPSE, LOC6903539|XP_002132414.1|DPSE
OG0006177	LOC120448921|XP_039487083.1|DSAN	LOC26532987|XP_015037664.2|DPSE, LOC6902948|XP_002132674.2|DPSE
OG0006178	LOC120446024|XP_039482713.1|DSAN, LOC120446022|XP_039482711.1|DSAN	LOC6899012|XP_002138967.2|DPSE
OG0006179	LOC120454016|XP_039494940.1|DSAN, LOC120452205|XP_039492260.1|DSAN	LOC6900459|XP_002134852.2|DPSE
OG0006181	LOC120454602|XP_039495993.1|DSAN	LOC4801010|XP_003736358.3|DPSE
OG0006182	LOC120451595|XP_039491349.1|DSAN	LOC4800608|XP_001357853.3|DPSE
OG0006183	LOC120453257|XP_039493812.1|DSAN	LOC4801649|XP_001358702.3|DPSE
OG0006184	LOC120452960|XP_039493384.1|DSAN	LOC4800972|XP_001358153.3|DPSE
OG0006185	LOC120454344|XP_039495490.1|DSAN	LOC4801522|XP_001358599.2|DPSE
OG0006186	LOC120452576|XP_039492793.1|DSAN	LOC6896977|XP_002137163.1|DPSE
OG0006187	LOC120452580|XP_039492798.1|DSAN	LOC4800407|XP_001357689.1|DPSE
OG0006188	LOC120455209|XP_039497102.1|DSAN	LOC4816081|XP_015041256.2|DPSE
OG0006189	LOC120455211|XP_039497106.1|DSAN	LOC4815772|XP_001355575.2|DPSE
OG0006190	LOC120451502|XP_039491188.1|DSAN	LOC4801290|XP_001358410.3|DPSE
OG0006191	LOC120452083|XP_039492080.1|DSAN	LOC4801171|XP_001358305.3|DPSE
OG0006192	LOC120456479|XP_039499277.1|DSAN	LOC4815505|XP_001355218.4|DPSE
OG0006193	LOC120455471|XP_039497626.1|DSAN	LOC4815081|XP_001355019.1|DPSE
OG0006194	LOC120457090|XP_039500209.1|DSAN	LOC4815030|XP_015042079.2|DPSE
OG0006195	LOC120456361|XP_039499090.1|DSAN	LOC4815955|XP_001355312.2|DPSE
OG0006196	LOC120454432|XP_039495660.1|DSAN	LOC6897474|XP_033241607.1|DPSE
OG0006197	LOC120454852|XP_039496301.1|DSAN	LOC6899784|XP_033237056.1|DPSE
OG0006198	LOC120455760|XP_039498134.1|DSAN	LOC6901448|XP_033240276.1|DPSE
OG0006199	LOC120452642|XP_039492891.1|DSAN	LOC4801380|XP_001358483.2|DPSE
OG0006200	LOC120453365|XP_039493973.1|DSAN	LOC4801198|XP_001358327.4|DPSE
OG0006201	LOC120455239|XP_039497150.1|DSAN	LOC6901018|XP_015042192.2|DPSE
OG0006202	LOC120457050|XP_039500154.1|DSAN	LOC4814264|XP_001354352.1|DPSE
OG0006203	LOC120457380|XP_039500853.1|DSAN	LOC4814543|XP_015041509.2|DPSE
OG0006204	LOC120454396|XP_039495581.1|DSAN	LOC6896742|XP_002136949.4|DPSE
OG0006205	LOC120456748|XP_039499673.1|DSAN	LOC4815540|XP_001355666.2|DPSE
OG0006206	LOC120456456|XP_039499229.1|DSAN	LOC4811754|XP_033240086.1|DPSE
OG0006207	LOC120450543|XP_039489583.1|DSAN	LOC4818009|XP_001357480.2|DPSE
OG0006208	LOC120447984|XP_039485614.1|DSAN	LOC4812573|XP_001352500.3|DPSE
OG0006209	LOC120455226|XP_039497131.1|DSAN	LOC4816012|XP_001355730.3|DPSE
OG0006210	LOC120457292|XP_039500681.1|DSAN	LOC6901607|XP_015041870.2|DPSE
OG0006211	LOC120443769|XP_039478997.1|DSAN	LOC4817139|XP_001356518.2|DPSE
OG0006212	LOC120443764|XP_039478992.1|DSAN	LOC4816881|XP_015035891.2|DPSE
OG0006213	LOC120452276|XP_039492341.1|DSAN	LOC4802773|XP_001359633.3|DPSE
OG0006214	LOC120455376|XP_039497434.1|DSAN	LOC4815329|XP_033239283.1|DPSE
OG0006215	LOC120456166|XP_039498744.1|DSAN	LOC6901969|XP_033240845.1|DPSE
OG0006216	LOC120452725|XP_039493024.1|DSAN	LOC4800733|XP_001357951.3|DPSE
OG0006217	LOC120456068|XP_039498591.1|DSAN	LOC4815135|XP_001354800.2|DPSE
OG0006218	LOC120458032|XP_039501474.1|DSAN	LOC4816541|XP_001356241.4|DPSE
OG0006219	LOC120456581|XP_039499422.1|DSAN	LOC4815430|XP_015041140.1|DPSE
OG0006220	LOC120449460|XP_039487866.1|DSAN	LOC6900789|XP_002135148.1|DPSE
OG0006221	LOC120451068|XP_039490361.1|DSAN	LOC4800714|XP_001357938.3|DPSE
OG0006222	LOC120451073|XP_039490368.1|DSAN	LOC4800712|XP_001357937.2|DPSE
OG0006223	LOC120455812|XP_039498206.1|DSAN	LOC4814859|XP_001355031.2|DPSE
OG0006224	LOC120456750|XP_039499675.1|DSAN	LOC6902245|XP_033241388.1|DPSE
OG0006225	LOC120455438|XP_039497569.1|DSAN	LOC4815390|XP_001354850.3|DPSE
OG0006226	LOC120446608|XP_039483582.1|DSAN	LOC6898687|XP_002138692.2|DPSE
OG0006227	LOC120457123|XP_039500274.1|DSAN	LOC6901211|XP_002133912.2|DPSE
OG0006228	LOC120444487|XP_039480127.1|DSAN	LOC4804127|XP_001360735.1|DPSE
OG0006229	LOC120454897|XP_039496486.1|DSAN	LOC26532627|XP_033237074.1|DPSE
OG0006230	LOC120456614|XP_039499466.1|DSAN	LOC4815765|XP_015041281.2|DPSE
OG0006231	LOC120456857|XP_039499865.1|DSAN	LOC4814684|XP_015041498.2|DPSE
OG0006232	LOC120456083|XP_039498608.1|DSAN	LOC6899744|XP_033237988.1|DPSE
OG0006233	LOC120455576|XP_039497880.1|DSAN	LOC6899177|XP_033239056.1|DPSE
OG0006234	LOC120456620|XP_039499476.1|DSAN	LOC4815928|XP_001355590.2|DPSE
OG0006235	LOC120455302|XP_039497275.1|DSAN	LOC6901618|XP_002134288.2|DPSE
OG0006236	LOC120456612|XP_039499460.1|DSAN	LOC6904037|XP_002136481.1|DPSE, LOC6901927|XP_033241305.1|DPSE
OG0006237	LOC120456749|XP_039499674.1|DSAN	LOC4815541|XP_001355667.1|DPSE
OG0006238	LOC120456107|XP_039498651.1|DSAN	LOC4814974|XP_015042013.2|DPSE
OG0006239	LOC120455133|XP_039496965.1|DSAN	LOC6901176|XP_002133877.2|DPSE
OG0006240	LOC120453124|XP_039493605.1|DSAN	LOC4800995|XP_033233145.1|DPSE
OG0006241	LOC120456616|XP_039499472.1|DSAN	LOC4815927|XP_001355589.3|DPSE
OG0006242	LOC120455800|XP_039498195.1|DSAN	LOC117184488|XP_033238219.1|DPSE
OG0006243	LOC120452603|XP_039492834.1|DSAN	LOC4801513|XP_001358592.3|DPSE
OG0006244	LOC120452620|XP_039492859.1|DSAN	LOC4800706|XP_001357931.1|DPSE
OG0006245	LOC120453741|XP_039494507.1|DSAN	LOC4801668|XP_001358720.3|DPSE
OG0006246	LOC120457269|XP_039500621.1|DSAN	LOC4814985|XP_001354662.2|DPSE
