Orthogroup	DSAN.longest_only	CPIP.longest_only
OG0005051	LOC120450633|XP_039489716.1|DSAN	LOC120420652|XP_039439670.1|CPIP
OG0005052	LOC120450635|XP_039489719.1|DSAN	LOC120420674|XP_039439705.1|CPIP
OG0005053	LOC120444388|XP_039479941.1|DSAN	LOC120412395|XP_039428779.1|CPIP
OG0005054	LOC120448125|XP_039485870.1|DSAN	LOC120412373|XP_039428730.1|CPIP
OG0005055	LOC120457219|XP_039500523.1|DSAN	LOC120412398|XP_039428788.1|CPIP
OG0005056	LOC120445894|XP_039482483.1|DSAN	LOC120412424|XP_039428819.1|CPIP
OG0005057	LOC120448081|XP_039485790.1|DSAN	LOC120413439|XP_039430188.1|CPIP
OG0005058	LOC120450058|XP_039488762.1|DSAN	LOC120413476|XP_039430249.1|CPIP
OG0005059	LOC120445207|XP_039481390.1|DSAN	LOC120414620|XP_039431784.1|CPIP
OG0005060	LOC120444685|XP_039480482.1|DSAN	LOC120414643|XP_039431813.1|CPIP
OG0005061	LOC120444005|XP_039479419.1|DSAN	LOC120414619|XP_039431782.1|CPIP, LOC120431867|XP_039452934.1|CPIP
OG0005062	LOC120445945|XP_039482556.1|DSAN	LOC120412582|XP_039429026.1|CPIP
OG0005064	LOC120450582|XP_039489635.1|DSAN	LOC120424851|XP_039445034.1|CPIP
OG0005065	LOC120450642|XP_039489730.1|DSAN	LOC120412906|XP_039429472.1|CPIP
OG0005066	LOC120446079|XP_039482793.1|DSAN	LOC120412896|XP_039429460.1|CPIP
OG0005067	LOC120446163|XP_039482928.1|DSAN	LOC120430655|XP_039451695.1|CPIP
OG0005068	LOC120449328|XP_039487661.1|DSAN	LOC120428827|XP_039449869.1|CPIP
OG0005069	LOC120444132|XP_039479630.1|DSAN	LOC120422298|XP_039441624.1|CPIP
OG0005070	LOC120444643|XP_039480402.1|DSAN	LOC120420354|XP_039439284.1|CPIP
OG0005071	LOC120449524|XP_039487970.1|DSAN	LOC120420358|XP_039439291.1|CPIP
OG0005072	LOC120455107|XP_039496927.1|DSAN	LOC120426781|XP_039447489.1|CPIP
OG0005073	LOC120445916|XP_039482508.1|DSAN	LOC120416575|XP_039434242.1|CPIP
OG0005074	LOC120450242|XP_039489057.1|DSAN	LOC120416564|XP_039434229.1|CPIP
OG0005075	LOC120446348|XP_039483209.1|DSAN	LOC120420073|XP_039438930.1|CPIP
OG0005076	LOC120457793|XP_039501224.1|DSAN	LOC120420080|XP_039438941.1|CPIP
OG0005078	LOC120448322|XP_039486204.1|DSAN	LOC120419978|XP_039438787.1|CPIP
OG0005079	LOC120447011|XP_039484260.1|DSAN	LOC120414138|XP_039431106.1|CPIP
OG0005080	LOC120447804|XP_039485309.1|DSAN	LOC120418547|XP_039436913.1|CPIP
OG0005081	LOC120458939|XP_039502728.1|DSAN	LOC120418527|XP_039436897.1|CPIP
OG0005082	LOC120449324|XP_039487655.1|DSAN	LOC120418528|XP_039436899.1|CPIP
OG0005083	LOC120458335|XP_039501886.1|DSAN	LOC120418530|XP_039436900.1|CPIP
OG0005084	LOC120447664|XP_039485115.1|DSAN	LOC120426203|XP_039446841.1|CPIP, LOC120425234|XP_039445598.1|CPIP
OG0005085	LOC120448097|XP_039485834.1|DSAN	LOC120426209|XP_039446849.1|CPIP, LOC120431432|XP_039452487.1|CPIP
OG0005086	LOC120454809|XP_039496239.1|DSAN	LOC120426204|XP_039446847.1|CPIP, LOC120431430|XP_039452485.1|CPIP
OG0005087	LOC120447821|XP_039485332.1|DSAN	LOC120431426|XP_039452480.1|CPIP
OG0005088	LOC120457810|XP_039501241.1|DSAN	LOC120414436|XP_039431555.1|CPIP
OG0005089	LOC120457808|XP_039501238.1|DSAN	LOC120414481|XP_039431609.1|CPIP
OG0005090	LOC120444817|XP_039480707.1|DSAN	LOC120432578|XP_039453744.1|CPIP
OG0005091	LOC120445758|XP_039482273.1|DSAN	LOC120414463|XP_039431586.1|CPIP
OG0005092	LOC120449765|XP_039488337.1|DSAN	LOC120426140|XP_039446791.1|CPIP
OG0005093	LOC120450544|XP_039489580.1|DSAN	LOC120426135|XP_039446771.1|CPIP
OG0005094	LOC120447470|XP_039484791.1|DSAN	LOC120417615|XP_039435663.1|CPIP
OG0005095	LOC120444436|XP_039480024.1|DSAN	LOC120417605|XP_039435645.1|CPIP
OG0005096	LOC120452837|XP_039493201.1|DSAN	LOC120417619|XP_039435667.1|CPIP
OG0005097	LOC120444566|XP_039480256.1|DSAN	LOC120416046|XP_039433637.1|CPIP
OG0005098	LOC120444501|XP_039480147.1|DSAN	LOC120416047|XP_039433639.1|CPIP
OG0005099	LOC120445167|XP_039481280.1|DSAN	LOC120423595|XP_039443390.1|CPIP
OG0005100	LOC120445165|XP_039481277.1|DSAN	LOC120423622|XP_039443424.1|CPIP
OG0005101	LOC120451506|XP_039491194.1|DSAN	LOC120423604|XP_039443403.1|CPIP
OG0005102	LOC120445041|XP_039481065.1|DSAN	LOC120419517|XP_039438151.1|CPIP
OG0005103	LOC120444662|XP_039480438.1|DSAN	LOC120419522|XP_039438166.1|CPIP
OG0005104	LOC120444013|XP_039479430.1|DSAN	LOC120413407|XP_039430146.1|CPIP
OG0005105	LOC120448843|XP_039486982.1|DSAN	LOC120413431|XP_039430176.1|CPIP
OG0005106	LOC120449557|XP_039488022.1|DSAN	LOC120413416|XP_039430155.1|CPIP
OG0005107	LOC120447566|XP_039484958.1|DSAN	LOC120413382|XP_039430114.1|CPIP
OG0005108	LOC120447045|XP_039484342.1|DSAN	LOC120430837|XP_039451887.1|CPIP, LOC120430388|XP_039451427.1|CPIP
OG0005109	LOC120455408|XP_039497483.1|DSAN	LOC120417530|XP_039435546.1|CPIP
OG0005110	LOC120449865|XP_039488459.1|DSAN	LOC120420040|XP_039438875.1|CPIP
OG0005111	LOC120450037|XP_039488724.1|DSAN	LOC120427787|XP_039448643.1|CPIP
OG0005112	LOC120449368|XP_039487734.1|DSAN	LOC120427785|XP_039448640.1|CPIP
OG0005113	LOC120450040|XP_039488729.1|DSAN	LOC120427783|XP_039448638.1|CPIP
OG0005114	LOC120450116|XP_039488872.1|DSAN	LOC120429198|XP_039450340.1|CPIP
OG0005115	LOC120456862|XP_039499881.1|DSAN	LOC120422286|XP_039441610.1|CPIP
OG0005116	LOC120447784|XP_039485272.1|DSAN	LOC120424974|XP_039445264.1|CPIP
OG0005117	LOC120457070|XP_039500183.1|DSAN	LOC120424977|XP_039445268.1|CPIP
OG0005118	LOC120458896|XP_039502673.1|DSAN	LOC120424982|XP_039445284.1|CPIP
OG0005119	LOC120446978|XP_039484183.1|DSAN	LOC120431356|XP_039452418.1|CPIP
OG0005120	LOC120449373|XP_039487738.1|DSAN	LOC120421624|XP_039440786.1|CPIP
OG0005121	LOC120448542|XP_039486523.1|DSAN	LOC120421674|XP_039440838.1|CPIP
OG0005122	LOC120448499|XP_039486465.1|DSAN	LOC120424488|XP_039444565.1|CPIP
OG0005123	LOC120449550|XP_039488012.1|DSAN	LOC120424498|XP_039444582.1|CPIP
OG0005124	LOC120450503|XP_039489489.1|DSAN	LOC120424477|XP_039444546.1|CPIP
OG0005125	LOC120450493|XP_039489474.1|DSAN	LOC120424495|XP_039444576.1|CPIP
OG0005126	LOC120449526|XP_039487973.1|DSAN	LOC120423518|XP_039443295.1|CPIP
OG0005127	LOC120447575|XP_039484972.1|DSAN	LOC120423507|XP_039443282.1|CPIP
OG0005128	LOC120445199|XP_039481357.1|DSAN	LOC120420909|XP_039439968.1|CPIP
OG0005129	LOC120448956|XP_039487142.1|DSAN	LOC120431801|XP_039452854.1|CPIP, LOC120430103|XP_039451123.1|CPIP
OG0005130	LOC120448062|XP_039485761.1|DSAN	LOC120430133|XP_039451153.1|CPIP
OG0005132	LOC120449029|XP_039487247.1|DSAN	LOC120412631|XP_039429120.1|CPIP
OG0005133	LOC120449831|XP_039488414.1|DSAN	LOC120412593|XP_039429057.1|CPIP
OG0005134	LOC120449401|XP_039487780.1|DSAN	LOC120412581|XP_039429025.1|CPIP
OG0005135	LOC120450398|XP_039489327.1|DSAN	LOC120412623|XP_039429107.1|CPIP
OG0005136	LOC120450394|XP_039489323.1|DSAN	LOC120412587|XP_039429034.1|CPIP
OG0005137	LOC120454285|XP_039495402.1|DSAN	LOC120428832|XP_039449881.1|CPIP
OG0005138	LOC120449848|XP_039488440.1|DSAN	LOC120416503|XP_039434154.1|CPIP
OG0005139	LOC120449475|XP_039487884.1|DSAN	LOC120416504|XP_039434155.1|CPIP
OG0005140	LOC120456901|XP_039499943.1|DSAN	LOC120416523|XP_039434173.1|CPIP
OG0005141	LOC120444571|XP_039480265.1|DSAN	LOC120427930|XP_039448805.1|CPIP, LOC120427035|XP_039447798.1|CPIP
OG0005142	LOC120449065|XP_039487295.1|DSAN	LOC120426296|XP_039446981.1|CPIP
OG0005143	LOC120447614|XP_039485022.1|DSAN	LOC120415768|XP_039433310.1|CPIP
OG0005144	LOC120448721|XP_039486825.1|DSAN	LOC120415816|XP_039433374.1|CPIP
OG0005145	LOC120449589|XP_039488086.1|DSAN	LOC120415818|XP_039433376.1|CPIP
OG0005146	LOC120450572|XP_039489621.1|DSAN	LOC120415809|XP_039433370.1|CPIP
OG0005147	LOC120450574|XP_039489626.1|DSAN	LOC120415810|XP_039433371.1|CPIP
OG0005148	LOC120448538|XP_039486517.1|DSAN	LOC120418654|XP_039437033.1|CPIP
OG0005149	LOC120446920|XP_039484096.1|DSAN	LOC120418652|XP_039437030.1|CPIP
OG0005150	LOC120447889|XP_039485433.1|DSAN	LOC120418673|XP_039437056.1|CPIP
OG0005151	LOC120448780|XP_039486903.1|DSAN	LOC120418672|XP_039437054.1|CPIP, LOC120418677|XP_039437060.1|CPIP
OG0005152	LOC120449071|XP_039487303.1|DSAN	LOC120418659|XP_039437040.1|CPIP
OG0005153	LOC120450170|XP_039488952.1|DSAN	LOC120418665|XP_039437050.1|CPIP
OG0005154	LOC120450168|XP_039488950.1|DSAN	LOC120418680|XP_039437070.1|CPIP
OG0005155	LOC120449644|XP_039488171.1|DSAN	LOC120419001|XP_039437507.1|CPIP
OG0005156	LOC120450939|XP_039490140.1|DSAN	LOC120427117|XP_039447904.1|CPIP
OG0005157	LOC120446950|XP_039484136.1|DSAN	LOC120427130|XP_039447918.1|CPIP
OG0005158	LOC120450587|XP_039489641.1|DSAN	LOC120419527|XP_039438173.1|CPIP
OG0005159	LOC120448110|XP_039485847.1|DSAN	LOC120419525|XP_039438171.1|CPIP
OG0005160	LOC120448192|XP_039485991.1|DSAN	LOC120419520|XP_039438163.1|CPIP
OG0005161	LOC120444423|XP_039479988.1|DSAN	LOC120422697|XP_039442142.1|CPIP
OG0005162	LOC120455863|XP_039498268.1|DSAN	LOC120422702|XP_039442147.1|CPIP
OG0005163	LOC120450511|XP_039489508.1|DSAN	LOC120417455|XP_039435446.1|CPIP
OG0005164	LOC120449056|XP_039487285.1|DSAN	LOC120417458|XP_039435449.1|CPIP
OG0005165	LOC120443945|XP_039479327.1|DSAN	LOC120429715|XP_039450688.1|CPIP
OG0005166	LOC120452380|XP_039492507.1|DSAN	LOC120421404|XP_039440540.1|CPIP
OG0005167	LOC120452382|XP_039492509.1|DSAN	LOC120421405|XP_039440541.1|CPIP
OG0005168	LOC120450342|XP_039489251.1|DSAN	LOC120421394|XP_039440529.1|CPIP
OG0005169	LOC120450239|XP_039489054.1|DSAN	LOC120421393|XP_039440528.1|CPIP
OG0005170	LOC120450235|XP_039489048.1|DSAN	LOC120421391|XP_039440525.1|CPIP
OG0005171	LOC120450238|XP_039489053.1|DSAN	LOC120421392|XP_039440527.1|CPIP
OG0005172	LOC120445115|XP_039481196.1|DSAN	LOC120421386|XP_039440514.1|CPIP
OG0005173	LOC120443739|XP_039478929.1|DSAN	LOC120431184|XP_039452260.1|CPIP
OG0005174	LOC120445679|XP_039482168.1|DSAN	LOC120431186|XP_039452262.1|CPIP
OG0005175	LOC120446732|XP_039483783.1|DSAN	LOC120421921|XP_039441155.1|CPIP
OG0005176	LOC120446429|XP_039483326.1|DSAN	LOC120421930|XP_039441169.1|CPIP
OG0005177	LOC120445839|XP_039482398.1|DSAN	LOC120431121|XP_039452207.1|CPIP, LOC120421928|XP_039441161.1|CPIP
OG0005178	LOC120449456|XP_039487861.1|DSAN	LOC120431122|XP_039452208.1|CPIP, LOC120421931|XP_039441170.1|CPIP
OG0005179	LOC120448219|XP_039486044.1|DSAN	LOC120421898|XP_039441130.1|CPIP
OG0005180	LOC120450408|XP_039489337.1|DSAN	LOC120430636|XP_039451665.1|CPIP
OG0005181	LOC120456690|XP_039499588.1|DSAN	LOC120431061|XP_039452148.1|CPIP
OG0005182	LOC120443757|XP_039478956.1|DSAN	LOC120431062|XP_039452149.1|CPIP
OG0005183	LOC120443709|XP_039478883.1|DSAN	LOC120431056|XP_039452144.1|CPIP
OG0005184	LOC120447603|XP_039485012.1|DSAN	LOC120427289|XP_039448075.1|CPIP
OG0005185	LOC120458642|XP_039502305.1|DSAN	LOC120427293|XP_039448079.1|CPIP
OG0005186	LOC120457786|XP_039501215.1|DSAN	LOC120427296|XP_039448084.1|CPIP
OG0005187	LOC120443737|XP_039478926.1|DSAN	LOC120418809|XP_039437240.1|CPIP
OG0005188	LOC120445402|XP_039481751.1|DSAN	LOC120418812|XP_039437257.1|CPIP
OG0005189	LOC120457280|XP_039500653.1|DSAN	LOC120419736|XP_039438471.1|CPIP, LOC120426977|XP_039447733.1|CPIP
OG0005191	LOC120450913|XP_039490103.1|DSAN	LOC120429227|XP_039450375.1|CPIP
OG0005196	LOC120448124|XP_039485869.1|DSAN	LOC120429042|XP_039450114.1|CPIP
OG0005199	LOC120444490|XP_039480130.1|DSAN	LOC120428478|XP_039449426.1|CPIP
OG0005200	LOC120446182|XP_039482955.1|DSAN	LOC120424300|XP_039444319.1|CPIP
OG0005201	LOC120445451|XP_039481828.1|DSAN	LOC120424220|XP_039444208.1|CPIP
OG0005202	LOC120458751|XP_039502458.1|DSAN	LOC120413952|XP_039430889.1|CPIP
OG0005211	LOC120450588|XP_039489642.1|DSAN	LOC120425448|XP_039445914.1|CPIP
OG0005212	LOC120446889|XP_039484039.1|DSAN	LOC120425446|XP_039445913.1|CPIP
OG0005213	LOC120455627|XP_039497947.1|DSAN	LOC120422192|XP_039441507.1|CPIP
OG0005214	LOC120444068|XP_039479517.1|DSAN	LOC120414729|XP_039431968.1|CPIP
OG0005215	LOC120446851|XP_039483981.1|DSAN	LOC120414647|XP_039431828.1|CPIP
OG0005216	LOC120446217|XP_039483009.1|DSAN	LOC120414706|XP_039431948.1|CPIP
OG0005217	LOC120444861|XP_039480758.1|DSAN	LOC120414646|XP_039431818.1|CPIP
OG0005219	LOC120454843|XP_039496275.1|DSAN	LOC120414659|XP_039431853.1|CPIP
OG0005220	LOC120447906|XP_039485489.1|DSAN	LOC120414656|XP_039431849.1|CPIP
OG0005221	LOC120458093|XP_039501554.1|DSAN	LOC120414672|XP_039431887.1|CPIP
OG0005222	LOC120444430|XP_039480006.1|DSAN	LOC120414652|XP_039431836.1|CPIP
OG0005223	LOC120444941|XP_039480882.1|DSAN	LOC120414655|XP_039431847.1|CPIP
OG0005224	LOC120444348|XP_039479865.1|DSAN	LOC120426541|XP_039447242.1|CPIP, LOC120426359|XP_039447054.1|CPIP
OG0005225	LOC120455783|XP_039498177.1|DSAN	LOC120430917|XP_039451971.1|CPIP, LOC120431074|XP_039452162.1|CPIP
OG0005226	LOC120445267|XP_039481503.1|DSAN	LOC120431198|XP_039452275.1|CPIP
OG0005227	LOC120443719|XP_039478901.1|DSAN	LOC120431192|XP_039452268.1|CPIP
OG0005228	LOC120443716|XP_039478897.1|DSAN	LOC120431190|XP_039452266.1|CPIP
OG0005229	LOC120453067|XP_039493529.1|DSAN	LOC120431282|XP_039452354.1|CPIP
OG0005230	LOC120458424|XP_039501996.1|DSAN	LOC120427685|XP_039448505.1|CPIP
OG0005231	LOC120458112|XP_039501577.1|DSAN	LOC120422793|XP_039442267.1|CPIP
OG0005232	LOC120448146|XP_039485915.1|DSAN	LOC120422785|XP_039442257.1|CPIP
OG0005233	LOC120456337|XP_039499047.1|DSAN	LOC120422805|XP_039442281.1|CPIP
OG0005234	LOC120446230|XP_039483031.1|DSAN	LOC120425848|XP_039446401.1|CPIP
OG0005235	LOC120446584|XP_039483540.1|DSAN	LOC120415484|XP_039432986.1|CPIP
OG0005236	LOC120444107|XP_039479570.1|DSAN	LOC120415483|XP_039432983.1|CPIP
OG0005237	LOC120444106|XP_039479568.1|DSAN	LOC120415481|XP_039432980.1|CPIP
OG0005238	LOC120453608|XP_039494321.1|DSAN	LOC120415473|XP_039432968.1|CPIP
OG0005239	LOC120454916|XP_039496578.1|DSAN	LOC120419188|XP_039437792.1|CPIP
OG0005240	LOC120444596|XP_039480307.1|DSAN	LOC120422788|XP_039442261.1|CPIP
OG0005241	LOC120458229|XP_039501747.1|DSAN	LOC120422783|XP_039442250.1|CPIP
OG0005242	LOC120456368|XP_039499118.1|DSAN	LOC120423412|XP_039443149.1|CPIP, LOC120422794|XP_039442268.1|CPIP
OG0005243	LOC120453045|XP_039493502.1|DSAN	LOC120415693|XP_039433221.1|CPIP
OG0005244	LOC120450804|XP_039489906.1|DSAN	LOC120415669|XP_039433186.1|CPIP
OG0005245	LOC120451299|XP_039490799.1|DSAN	LOC120415676|XP_039433197.1|CPIP
OG0005246	LOC120449716|XP_039488276.1|DSAN	LOC120415690|XP_039433219.1|CPIP
OG0005247	LOC120445672|XP_039482157.1|DSAN	LOC120415685|XP_039433203.1|CPIP
OG0005248	LOC120454415|XP_039495619.1|DSAN	LOC120424566|XP_039444669.1|CPIP
OG0005249	LOC120452342|XP_039492446.1|DSAN	LOC120423659|XP_039443475.1|CPIP
OG0005250	LOC120457709|XP_039501139.1|DSAN	LOC120423673|XP_039443492.1|CPIP
OG0005251	LOC120447251|XP_039484716.1|DSAN	LOC120418290|XP_039436551.1|CPIP
OG0005252	LOC120446708|XP_039483745.1|DSAN	LOC120418314|XP_039436577.1|CPIP
OG0005253	LOC120457747|XP_039501180.1|DSAN	LOC120429159|XP_039450300.1|CPIP, LOC120431828|XP_039452883.1|CPIP
OG0005254	LOC120446646|XP_039483651.1|DSAN	LOC120422990|XP_039442534.1|CPIP
OG0005255	LOC120445914|XP_039482506.1|DSAN	LOC120422984|XP_039442528.1|CPIP
OG0005256	LOC120457492|XP_039500977.1|DSAN	LOC120422989|XP_039442533.1|CPIP
OG0005257	LOC120457470|XP_039500959.1|DSAN	LOC120422991|XP_039442536.1|CPIP
OG0005258	LOC120443790|XP_039479051.1|DSAN	LOC120413542|XP_039430354.1|CPIP
OG0005259	LOC120450949|XP_039490168.1|DSAN	LOC120413545|XP_039430359.1|CPIP
OG0005260	LOC120458831|XP_039502592.1|DSAN	LOC120413560|XP_039430373.1|CPIP
OG0005261	LOC120447751|XP_039485234.1|DSAN	LOC120413537|XP_039430346.1|CPIP
OG0005262	LOC120456968|XP_039500053.1|DSAN	LOC120421103|XP_039440183.1|CPIP
OG0005263	LOC120445100|XP_039481175.1|DSAN	LOC120413586|XP_039430415.1|CPIP
OG0005264	LOC120453366|XP_039493974.1|DSAN	LOC120413587|XP_039430419.1|CPIP
OG0005265	LOC120445183|XP_039481330.1|DSAN	LOC120413588|XP_039430421.1|CPIP
OG0005266	LOC120444058|XP_039479499.1|DSAN	LOC120420136|XP_039439025.1|CPIP
OG0005267	LOC120448879|XP_039487031.1|DSAN	LOC120422937|XP_039442453.1|CPIP
OG0005268	LOC120448854|XP_039486999.1|DSAN	LOC120422741|XP_039442219.1|CPIP
OG0005269	LOC120447946|XP_039485563.1|DSAN	LOC120422916|XP_039442424.1|CPIP
OG0005270	LOC120458248|XP_039501771.1|DSAN	LOC120423189|XP_039442826.1|CPIP
OG0005271	LOC120446553|XP_039483503.1|DSAN	LOC120422309|XP_039441634.1|CPIP
OG0005272	LOC120445874|XP_039482452.1|DSAN	LOC120422971|XP_039442501.1|CPIP
OG0005273	LOC120446397|XP_039483270.1|DSAN	LOC120414084|XP_039431040.1|CPIP
OG0005274	LOC120452201|XP_039492259.1|DSAN	LOC120414062|XP_039431017.1|CPIP
OG0005275	LOC120458871|XP_039502637.1|DSAN	LOC120414058|XP_039431009.1|CPIP
OG0005276	LOC120458251|XP_039501774.1|DSAN	LOC120414081|XP_039431036.1|CPIP
OG0005277	LOC120455524|XP_039497746.1|DSAN	LOC120414096|XP_039431053.1|CPIP
OG0005278	LOC120444411|XP_039479968.1|DSAN	LOC120414093|XP_039431051.1|CPIP
OG0005279	LOC120458575|XP_039502208.1|DSAN	LOC120414100|XP_039431057.1|CPIP
OG0005280	LOC120452002|XP_039491973.1|DSAN	LOC120424092|XP_039444040.1|CPIP
OG0005281	LOC120450320|XP_039489218.1|DSAN	LOC120420594|XP_039439604.1|CPIP
OG0005282	LOC120450845|XP_039489970.1|DSAN	LOC120429865|XP_039450873.1|CPIP, LOC120413580|XP_039430400.1|CPIP
OG0005283	LOC120451780|XP_039491658.1|DSAN	LOC120429869|XP_039450880.1|CPIP, LOC120413620|XP_039430460.1|CPIP
OG0005284	LOC120457705|XP_039501134.1|DSAN	LOC120413611|XP_039430448.1|CPIP
OG0005285	LOC120457703|XP_039501133.1|DSAN	LOC120413622|XP_039430464.1|CPIP
OG0005286	LOC120445153|XP_039481260.1|DSAN	LOC120413585|XP_039430412.1|CPIP
OG0005287	LOC120458230|XP_039501749.1|DSAN	LOC120413617|XP_039430457.1|CPIP
OG0005288	LOC120444020|XP_039479453.1|DSAN	LOC120420134|XP_039439020.1|CPIP
OG0005289	LOC120447498|XP_039484874.1|DSAN	LOC120420147|XP_039439039.1|CPIP
OG0005290	LOC120454070|XP_039495015.1|DSAN	LOC120430578|XP_039451619.1|CPIP
OG0005291	LOC120443914|XP_039479286.1|DSAN	LOC120422712|XP_039442174.1|CPIP
OG0005292	LOC120445254|XP_039481471.1|DSAN	LOC120422502|XP_039441894.1|CPIP
OG0005293	LOC120455956|XP_039498436.1|DSAN	LOC120423260|XP_039442929.1|CPIP
OG0005294	LOC120454027|XP_039494955.1|DSAN	LOC120422731|XP_039442207.1|CPIP
OG0005295	LOC120443912|XP_039479285.1|DSAN	LOC120423216|XP_039442862.1|CPIP
OG0005296	LOC120451996|XP_039491957.1|DSAN	LOC120414732|XP_039431971.1|CPIP
OG0005297	LOC120455921|XP_039498379.1|DSAN	LOC120414734|XP_039431978.1|CPIP
OG0005298	LOC120450459|XP_039489417.1|DSAN	LOC120424907|XP_039445134.1|CPIP
OG0005299	LOC120451225|XP_039490645.1|DSAN	LOC120422900|XP_039442398.1|CPIP
OG0005300	LOC120456178|XP_039498782.1|DSAN	LOC120422899|XP_039442397.1|CPIP
OG0005301	LOC120458895|XP_039502671.1|DSAN	LOC120417356|XP_039435294.1|CPIP
OG0005302	LOC120445119|XP_039481199.1|DSAN	LOC120417353|XP_039435290.1|CPIP
OG0005303	LOC120446581|XP_039483537.1|DSAN	LOC120413136|XP_039429775.1|CPIP
OG0005304	LOC120458676|XP_039502347.1|DSAN	LOC120413139|XP_039429780.1|CPIP
OG0005305	LOC120444408|XP_039479963.1|DSAN	LOC120431576|XP_039452622.1|CPIP
OG0005306	LOC120446138|XP_039482897.1|DSAN	LOC120424961|XP_039445249.1|CPIP
OG0005307	LOC120458859|XP_039502621.1|DSAN	LOC120424962|XP_039445250.1|CPIP
OG0005308	LOC120447736|XP_039485218.1|DSAN	LOC120416294|XP_039433944.1|CPIP
OG0005309	LOC120443796|XP_039479060.1|DSAN	LOC120416300|XP_039433953.1|CPIP
OG0005310	LOC120458616|XP_039502259.1|DSAN	LOC120416323|XP_039433979.1|CPIP
OG0005311	LOC120444014|XP_039479434.1|DSAN	LOC120416324|XP_039433980.1|CPIP
OG0005312	LOC120444073|XP_039479520.1|DSAN	LOC120416299|XP_039433952.1|CPIP
OG0005313	LOC120458009|XP_039501439.1|DSAN	LOC120413114|XP_039429755.1|CPIP
OG0005314	LOC120447518|XP_039484880.1|DSAN	LOC120413088|XP_039429728.1|CPIP
OG0005315	LOC120445325|XP_039481582.1|DSAN	LOC120413084|XP_039429723.1|CPIP
OG0005316	LOC120447162|XP_039484549.1|DSAN	LOC120413119|XP_039429762.1|CPIP
OG0005317	LOC120444924|XP_039480856.1|DSAN	LOC120413085|XP_039429725.1|CPIP
OG0005318	LOC120444526|XP_039480202.1|DSAN	LOC120413105|XP_039429745.1|CPIP
OG0005319	LOC120450088|XP_039488819.1|DSAN	LOC120428542|XP_039449508.1|CPIP
OG0005320	LOC120444992|XP_039480961.1|DSAN	LOC120428544|XP_039449510.1|CPIP
OG0005321	LOC120443820|XP_039479100.1|DSAN	LOC120418946|XP_039437418.1|CPIP
OG0005322	LOC120449689|XP_039488242.1|DSAN	LOC120427588|XP_039448404.1|CPIP
OG0005323	LOC120458091|XP_039501545.1|DSAN	LOC120428509|XP_039449459.1|CPIP
OG0005324	LOC120458144|XP_039501621.1|DSAN	LOC120428265|XP_039449196.1|CPIP
OG0005325	LOC120458019|XP_039501455.1|DSAN	LOC120428207|XP_039449121.1|CPIP
OG0005326	LOC120458517|XP_039502125.1|DSAN	LOC120427994|XP_039448893.1|CPIP
OG0005327	LOC120458183|XP_039501681.1|DSAN	LOC120428594|XP_039449554.1|CPIP
OG0005328	LOC120452757|XP_039493073.1|DSAN	LOC120425905|XP_039446458.1|CPIP
OG0005329	LOC120450472|XP_039489448.1|DSAN	LOC120425915|XP_039446469.1|CPIP
OG0005330	LOC120450471|XP_039489447.1|DSAN	LOC120425914|XP_039446468.1|CPIP
OG0005331	LOC120458296|XP_039501830.1|DSAN	LOC120414748|XP_039431998.1|CPIP
OG0005332	LOC120447061|XP_039484386.1|DSAN	LOC120414772|XP_039432020.1|CPIP
OG0005333	LOC120458594|XP_039502232.1|DSAN	LOC120429763|XP_039450750.1|CPIP
OG0005334	LOC120449048|XP_039487278.1|DSAN	LOC120430192|XP_039451207.1|CPIP
OG0005335	LOC120447152|XP_039484536.1|DSAN	LOC120427331|XP_039448114.1|CPIP
OG0005336	LOC120458395|XP_039501952.1|DSAN	LOC120427330|XP_039448113.1|CPIP
OG0005337	LOC120444724|XP_039480584.1|DSAN	LOC120424365|XP_039444394.1|CPIP
OG0005338	LOC120456978|XP_039500063.1|DSAN	LOC120418429|XP_039436742.1|CPIP
OG0005339	LOC120458280|XP_039501810.1|DSAN	LOC120418426|XP_039436738.1|CPIP
OG0005340	LOC120452502|XP_039492690.1|DSAN	LOC120418399|XP_039436707.1|CPIP
OG0005341	LOC120451323|XP_039490834.1|DSAN	LOC120418414|XP_039436728.1|CPIP
OG0005342	LOC120456533|XP_039499345.1|DSAN	LOC120418406|XP_039436716.1|CPIP
OG0005343	LOC120458045|XP_039501487.1|DSAN	LOC120418412|XP_039436724.1|CPIP
OG0005344	LOC120445557|XP_039481964.1|DSAN	LOC120420832|XP_039439887.1|CPIP
OG0005345	LOC120444006|XP_039479420.1|DSAN	LOC120420804|XP_039439859.1|CPIP
OG0005346	LOC120449956|XP_039488595.1|DSAN	LOC120420160|XP_039439062.1|CPIP
OG0005347	LOC120445546|XP_039481956.1|DSAN	LOC120420574|XP_039439591.1|CPIP
OG0005348	LOC120444134|XP_039479634.1|DSAN	LOC120419662|XP_039438363.1|CPIP
OG0005349	LOC120458878|XP_039502649.1|DSAN	LOC120420052|XP_039438900.1|CPIP
OG0005350	LOC120458241|XP_039501765.1|DSAN	LOC120420253|XP_039439184.1|CPIP
OG0005351	LOC120450244|XP_039489064.1|DSAN	LOC120420234|XP_039439160.1|CPIP
OG0005352	LOC120446214|XP_039483048.1|DSAN	LOC120420360|XP_039439298.1|CPIP
