Orthogroup	DSAN.longest_only	DNOV.longest_only
OG0006268	LOC120444263|XP_039479708.1|DSAN	LOC115760638|XP_030557954.1|DNOV
OG0006269	LOC120453040|XP_039493494.1|DSAN	LOC115764859|XP_030563993.1|DNOV
OG0006270	LOC120456418|XP_039499184.1|DSAN	LOC115765315|XP_030564675.1|DNOV
OG0006271	LOC120453003|XP_039493442.1|DSAN	LOC115761957|XP_030559855.1|DNOV
OG0006272	LOC120456858|XP_039499870.1|DSAN	LOC115765323|XP_030564683.1|DNOV
OG0006273	LOC120453499|XP_039494182.1|DSAN	LOC115760237|XP_030557355.1|DNOV
OG0006274	LOC120456835|XP_039499819.1|DSAN	LOC115768785|XP_030569342.1|DNOV
OG0006275	LOC120456952|XP_039500030.1|DSAN	LOC115767817|XP_030568014.1|DNOV
OG0006276	LOC120450148|XP_039488918.1|DSAN	LOC115762694|XP_030560876.1|DNOV
OG0006277	LOC120452283|XP_039492349.1|DSAN	LOC115764526|XP_030563484.1|DNOV
OG0006278	LOC120455857|XP_039498262.1|DSAN	LOC115764306|XP_030563104.1|DNOV
OG0006279	LOC120455214|XP_039497110.1|DSAN	LOC115767813|XP_030568005.1|DNOV
OG0006280	LOC120457388|XP_039500875.1|DSAN	LOC115765225|XP_030564527.1|DNOV
OG0006281	LOC120457387|XP_039500872.1|DSAN	LOC115765224|XP_030564526.1|DNOV
OG0006282	LOC120456088|XP_039498615.1|DSAN	LOC115767388|XP_030567511.1|DNOV
OG0006283	LOC120453082|XP_039493543.1|DSAN	LOC115764614|XP_030563632.1|DNOV
OG0006284	LOC120448967|XP_039487160.1|DSAN	LOC115762649|XP_030560814.1|DNOV
OG0006285	LOC120452483|XP_039492664.1|DSAN	LOC115761559|XP_030559203.1|DNOV
OG0006286	LOC120453107|XP_039493574.1|DSAN	LOC115761584|XP_030559234.1|DNOV
OG0006287	LOC120456142|XP_039498703.1|DSAN	LOC115767190|XP_030567241.1|DNOV
OG0006288	LOC120453431|XP_039494069.1|DSAN	LOC115771838|XP_030573580.1|DNOV
OG0006289	LOC120453261|XP_039493818.1|DSAN	LOC115761768|XP_030559557.1|DNOV
OG0006290	LOC120455489|XP_039497660.1|DSAN	LOC115767256|XP_030567327.1|DNOV
OG0006291	LOC120444076|XP_039479528.1|DSAN	LOC115758444|XP_030554968.1|DNOV
OG0006292	LOC120455732|XP_039498080.1|DSAN	LOC115769088|XP_030569660.1|DNOV
OG0006293	LOC120447911|XP_039485495.1|DSAN	LOC115769979|XP_030570900.1|DNOV
OG0006294	LOC120455470|XP_039497625.1|DSAN	LOC115767820|XP_030568017.1|DNOV
OG0006295	LOC120455856|XP_039498261.1|DSAN	LOC115767324|XP_030567425.1|DNOV
OG0006296	LOC120455463|XP_039497618.1|DSAN	LOC115765273|XP_030564623.1|DNOV
OG0006297	LOC120457399|XP_039500909.1|DSAN	LOC115768784|XP_030569340.1|DNOV
OG0006298	LOC120456510|XP_039499310.1|DSAN	LOC115765165|XP_030564437.1|DNOV
OG0006299	LOC120457113|XP_039500259.1|DSAN	LOC115765386|XP_030564771.1|DNOV
OG0006300	LOC120456958|XP_039500035.1|DSAN	LOC115767798|XP_030567989.1|DNOV
OG0006301	LOC120455851|XP_039498255.1|DSAN	LOC115768220|XP_030568605.1|DNOV
OG0006302	LOC120455634|XP_039497955.1|DSAN	LOC115768164|XP_030568520.1|DNOV
OG0006303	LOC120446935|XP_039484120.1|DSAN	LOC115761147|XP_030558676.1|DNOV
OG0006304	LOC120451038|XP_039490300.1|DSAN	LOC115771614|XP_030573246.1|DNOV
OG0006305	LOC120451151|XP_039490512.1|DSAN	LOC115772128|XP_030573966.1|DNOV
OG0006306	LOC120450983|XP_039490214.1|DSAN	LOC115760350|XP_030557496.1|DNOV
OG0006307	LOC120452364|XP_039492487.1|DSAN	LOC115771609|XP_030573232.1|DNOV
OG0006308	LOC120455295|XP_039497270.1|DSAN	LOC115766374|XP_030566133.1|DNOV
OG0006309	LOC120455227|XP_039497132.1|DSAN	LOC115766377|XP_030566138.1|DNOV
OG0006310	LOC120452254|XP_039492316.1|DSAN	LOC115771957|XP_030573725.1|DNOV
OG0006311	LOC120456216|XP_039498832.1|DSAN	LOC115768149|XP_030568503.1|DNOV
OG0006312	LOC120456218|XP_039498834.1|DSAN	LOC115768160|XP_030568516.1|DNOV
OG0006313	LOC120456175|XP_039498777.1|DSAN	LOC115768891|XP_030569463.1|DNOV
OG0006314	LOC120455008|XP_039496762.1|DSAN	LOC115766291|XP_030566018.1|DNOV
OG0006315	LOC120454577|XP_039495912.1|DSAN	LOC115764925|XP_030564091.1|DNOV
OG0006316	LOC120455522|XP_039497736.1|DSAN	LOC115762466|XP_030560535.1|DNOV
OG0006317	LOC120455731|XP_039498079.1|DSAN	LOC115768814|XP_030569371.1|DNOV
OG0006318	LOC120456866|XP_039499890.1|DSAN	LOC115766419|XP_030566201.1|DNOV
OG0006319	LOC120447242|XP_039484706.1|DSAN	LOC115761482|XP_030559112.1|DNOV
OG0006320	LOC120455834|XP_039498237.1|DSAN	LOC115765355|XP_030564728.1|DNOV
OG0006321	LOC120456448|XP_039499219.1|DSAN	LOC115767267|XP_030567352.1|DNOV
OG0006322	LOC120455319|XP_039497327.1|DSAN	LOC115765284|XP_030564635.1|DNOV
OG0006323	LOC120457237|XP_039500554.1|DSAN	LOC115768656|XP_030569192.1|DNOV
OG0006324	LOC120456322|XP_039499017.1|DSAN	LOC115768808|XP_030569364.1|DNOV
OG0006325	LOC120452181|XP_039492225.1|DSAN	LOC115757771|XP_030554056.1|DNOV
OG0006326	LOC120448201|XP_039486000.1|DSAN	LOC115770029|XP_030570955.1|DNOV
OG0006327	LOC120452842|XP_039493206.1|DSAN	LOC115771963|XP_030573736.1|DNOV
OG0006328	LOC120451458|XP_039491069.1|DSAN	LOC115761200|XP_030558740.1|DNOV
OG0006329	LOC120455450|XP_039497599.1|DSAN	LOC115766875|XP_030566797.1|DNOV
OG0006330	LOC120452640|XP_039492886.1|DSAN	LOC115772034|XP_030573824.1|DNOV
OG0006331	LOC120455148|XP_039496987.1|DSAN	LOC115767312|XP_030567410.1|DNOV
OG0006332	LOC120456134|XP_039498696.1|DSAN	LOC115767614|XP_030567771.1|DNOV
OG0006333	LOC120455436|XP_039497566.1|DSAN	LOC115771307|XP_030572805.1|DNOV
OG0006334	LOC120455509|XP_039497708.1|DSAN	LOC115767380|XP_030567500.1|DNOV
OG0006335	LOC120452469|XP_039492640.1|DSAN	LOC115764753|XP_030563838.1|DNOV
OG0006336	LOC120455015|XP_039496774.1|DSAN	LOC115768214|XP_030568588.1|DNOV
OG0006337	LOC120456262|XP_039498919.1|DSAN	LOC115771321|XP_030572845.1|DNOV
OG0006338	LOC120453555|XP_039494242.1|DSAN	LOC115771677|XP_030573352.1|DNOV
OG0006339	LOC120455554|XP_039497831.1|DSAN	LOC115768244|XP_030568631.1|DNOV
OG0006340	LOC120455369|XP_039497410.1|DSAN	LOC115768216|XP_030568593.1|DNOV
OG0006341	LOC120455735|XP_039498085.1|DSAN	LOC115766348|XP_030566104.1|DNOV
OG0006342	LOC120456613|XP_039499462.1|DSAN	LOC115766414|XP_030566195.1|DNOV
OG0006343	LOC120456926|XP_039499999.1|DSAN	LOC115766363|XP_030566122.1|DNOV
OG0006344	LOC120456399|XP_039499162.1|DSAN	LOC115767208|XP_030567261.1|DNOV
OG0006345	LOC120454688|XP_039496149.1|DSAN	LOC115771656|XP_030573321.1|DNOV
OG0006346	LOC120453515|XP_039494197.1|DSAN	LOC115764224|XP_030562998.1|DNOV
OG0006347	LOC120451266|XP_039490730.1|DSAN	LOC115757706|XP_030553918.1|DNOV
OG0006348	LOC120456532|XP_039499340.1|DSAN	LOC115767868|XP_030568086.1|DNOV
OG0006349	LOC120456383|XP_039499140.1|DSAN	LOC115765088|XP_030564328.1|DNOV
OG0006350	LOC120453462|XP_039494113.1|DSAN	LOC115764889|XP_030564031.1|DNOV
OG0006351	LOC120455900|XP_039498335.1|DSAN	LOC115768806|XP_030569362.1|DNOV
OG0006352	LOC120446096|XP_039482823.1|DSAN	LOC115757813|XP_030554095.1|DNOV
OG0006353	LOC120454686|XP_039496137.1|DSAN	LOC115761391|XP_030559006.1|DNOV
OG0006354	LOC120452879|XP_039493263.1|DSAN	LOC115771880|XP_030573625.1|DNOV
OG0006355	LOC120455915|XP_039498359.1|DSAN	LOC115767857|XP_030568074.1|DNOV
OG0006356	LOC120455398|XP_039497469.1|DSAN	LOC115767367|XP_030567485.1|DNOV
OG0006357	LOC120456354|XP_039499076.1|DSAN	LOC115768306|XP_030568711.1|DNOV
OG0006358	LOC120450430|XP_039489374.1|DSAN	LOC115762796|XP_030561010.1|DNOV
OG0006359	LOC120454341|XP_039495487.1|DSAN	LOC115764169|XP_030562913.1|DNOV
OG0006360	LOC120456917|XP_039499982.1|DSAN	LOC115768742|XP_030569288.1|DNOV
OG0006361	LOC120453761|XP_039494529.1|DSAN	LOC115763762|XP_030562336.1|DNOV
OG0006362	LOC120455983|XP_039498472.1|DSAN	LOC115768484|XP_030568925.1|DNOV
OG0006363	LOC120455430|XP_039497542.1|DSAN	LOC115766997|XP_030566978.1|DNOV
OG0006364	LOC120454017|XP_039494943.1|DSAN	LOC115760088|XP_030557133.1|DNOV
OG0006365	LOC120456908|XP_039499970.1|DSAN	LOC115764393|XP_030563231.1|DNOV
OG0006366	LOC120455784|XP_039498174.1|DSAN	LOC115764299|XP_030563092.1|DNOV
OG0006367	LOC120457038|XP_039500139.1|DSAN	LOC115765422|XP_030564828.1|DNOV
OG0006368	LOC120453044|XP_039493498.1|DSAN	LOC115759602|XP_030556433.1|DNOV
OG0006369	LOC120454421|XP_039495627.1|DSAN	LOC115759610|XP_030556442.1|DNOV
OG0006371	LOC120453029|XP_039493483.1|DSAN	LOC115771949|XP_030573712.1|DNOV
OG0006372	LOC120453612|XP_039494322.1|DSAN	LOC115771947|XP_030573709.1|DNOV
OG0006373	LOC120456705|XP_039499612.1|DSAN	LOC115767233|XP_030567291.1|DNOV
OG0006374	LOC120456171|XP_039498771.1|DSAN	LOC115769052|XP_030569622.1|DNOV
OG0006375	LOC120455131|XP_039496963.1|DSAN	LOC115768269|XP_030568662.1|DNOV
OG0006376	LOC120455142|XP_039496981.1|DSAN	LOC115765226|XP_030564529.1|DNOV
OG0006377	LOC120456157|XP_039498729.1|DSAN	LOC115764374|XP_030563196.1|DNOV
OG0006378	LOC120451229|XP_039490650.1|DSAN	LOC115764939|XP_030564112.1|DNOV
OG0006379	LOC120456067|XP_039498590.1|DSAN	LOC115766901|XP_030566838.1|DNOV
OG0006380	LOC120455055|XP_039496842.1|DSAN	LOC115768774|XP_030569325.1|DNOV
OG0006381	LOC120457376|XP_039500846.1|DSAN	LOC115767261|XP_030567344.1|DNOV
OG0006382	LOC120456529|XP_039499334.1|DSAN	LOC115767381|XP_030567501.1|DNOV
OG0006383	LOC120455276|XP_039497231.1|DSAN	LOC115767793|XP_030567984.1|DNOV
OG0006384	LOC120456648|XP_039499508.1|DSAN	LOC115766870|XP_030566791.1|DNOV
OG0006385	LOC120452875|XP_039493259.1|DSAN	LOC115771829|XP_030573569.1|DNOV
OG0006386	LOC120444232|XP_039479697.1|DSAN	LOC115759793|XP_030556732.1|DNOV
OG0006387	LOC120453401|XP_039494024.1|DSAN	LOC115759424|XP_030556181.1|DNOV
OG0006388	LOC120455504|XP_039497701.1|DSAN	LOC115767344|XP_030567455.1|DNOV
OG0006389	LOC120455508|XP_039497706.1|DSAN	LOC115767346|XP_030567456.1|DNOV
OG0006390	LOC120453157|XP_039493646.1|DSAN	LOC115764769|XP_030563867.1|DNOV
OG0006391	LOC120453979|XP_039494864.1|DSAN	LOC115761368|XP_030558977.1|DNOV
OG0006392	LOC120455155|XP_039497000.1|DSAN	LOC115767591|XP_030567744.1|DNOV
OG0006393	LOC120443718|XP_039478900.1|DSAN	LOC115758950|XP_030555609.1|DNOV
OG0006394	LOC120451457|XP_039491068.1|DSAN	LOC115771732|XP_030573418.1|DNOV
OG0006395	LOC120451417|XP_039491021.1|DSAN	LOC115764860|XP_030563994.1|DNOV
OG0006396	LOC120457130|XP_039500303.1|DSAN	LOC115769003|XP_030569573.1|DNOV
OG0006397	LOC120457255|XP_039500587.1|DSAN	LOC115768460|XP_030568891.1|DNOV
OG0006398	LOC120457418|XP_039500950.1|DSAN	LOC115768770|XP_030569320.1|DNOV
OG0006399	LOC120455454|XP_039497607.1|DSAN	LOC115767964|XP_030568223.1|DNOV
OG0006400	LOC120455453|XP_039497606.1|DSAN	LOC115767963|XP_030568222.1|DNOV
OG0006401	LOC120448848|XP_039486988.1|DSAN	LOC115770318|XP_030571414.1|DNOV
OG0006402	LOC120453319|XP_039493910.1|DSAN	LOC115770929|XP_030572246.1|DNOV
OG0006403	LOC120453753|XP_039494520.1|DSAN	LOC115766232|XP_030565952.1|DNOV
OG0006404	LOC120452011|XP_039491985.1|DSAN	LOC115766231|XP_030565949.1|DNOV
OG0006405	LOC120449581|XP_039488070.1|DSAN	LOC115769731|XP_030570527.1|DNOV
OG0006406	LOC120451560|XP_039491297.1|DSAN	LOC115764634|XP_030563663.1|DNOV
OG0006407	LOC120455744|XP_039498101.1|DSAN	LOC115767303|XP_030567398.1|DNOV
OG0006408	LOC120456800|XP_039499768.1|DSAN	LOC115768224|XP_030568610.1|DNOV
OG0006409	LOC120456143|XP_039498704.1|DSAN	LOC115766912|XP_030566852.1|DNOV
OG0006410	LOC120455700|XP_039498041.1|DSAN	LOC115769044|XP_030569613.1|DNOV
OG0006411	LOC120456739|XP_039499662.1|DSAN	LOC115765189|XP_030564477.1|DNOV
OG0006412	LOC120452886|XP_039493276.1|DSAN	LOC115764078|XP_030562787.1|DNOV
OG0006413	LOC120451295|XP_039490782.1|DSAN	LOC115771987|XP_030573766.1|DNOV
OG0006414	LOC120451696|XP_039491523.1|DSAN	LOC115761435|XP_030559063.1|DNOV
OG0006415	LOC120454975|XP_039496692.1|DSAN	LOC115766292|XP_030566020.1|DNOV
OG0006416	LOC120454934|XP_039496634.1|DSAN	LOC115767241|XP_030567301.1|DNOV
OG0006417	LOC120458024|XP_039501463.1|DSAN	LOC115763339|XP_030561706.1|DNOV
OG0006418	LOC120456318|XP_039499009.1|DSAN	LOC115765243|XP_030564563.1|DNOV
OG0006419	LOC120452582|XP_039492802.1|DSAN	LOC115771662|XP_030573333.1|DNOV
OG0006420	LOC120450967|XP_039490192.1|DSAN	LOC115764794|XP_030563898.1|DNOV
OG0006421	LOC120458823|XP_039502568.1|DSAN	LOC115758881|XP_030555535.1|DNOV
OG0006422	LOC120458283|XP_039501818.1|DSAN	LOC115758619|XP_030555212.1|DNOV
OG0006423	LOC120450897|XP_039490073.1|DSAN	LOC115772020|XP_030573813.1|DNOV
OG0006424	LOC120452699|XP_039492990.1|DSAN	LOC115771768|XP_030573480.1|DNOV
OG0006425	LOC120452958|XP_039493381.1|DSAN	LOC115772019|XP_030573812.1|DNOV
OG0006426	LOC120452957|XP_039493380.1|DSAN	LOC115772018|XP_030573811.1|DNOV
OG0006427	LOC120452854|XP_039493229.1|DSAN	LOC115764886|XP_030564028.1|DNOV
OG0006428	LOC120451570|XP_039491314.1|DSAN	LOC115761187|XP_030558710.1|DNOV
OG0006429	LOC120451778|XP_039491650.1|DSAN	LOC115764845|XP_030563954.1|DNOV
OG0006430	LOC120448633|XP_039486690.1|DSAN	LOC115770227|XP_030571293.1|DNOV
OG0006431	LOC120451304|XP_039490803.1|DSAN	LOC115770586|XP_030571771.1|DNOV
OG0006432	LOC120450976|XP_039490203.1|DSAN	LOC115768627|XP_030569150.1|DNOV
OG0006433	LOC120452527|XP_039492724.1|DSAN	LOC115764632|XP_030563661.1|DNOV
OG0006434	LOC120454836|XP_039496252.1|DSAN	LOC115760052|XP_030557084.1|DNOV
OG0006435	LOC120451286|XP_039490766.1|DSAN	LOC115765024|XP_030564241.1|DNOV
OG0006436	LOC120456259|XP_039498916.1|DSAN	LOC115766211|XP_030565926.1|DNOV
OG0006437	LOC120455424|XP_039497512.1|DSAN	LOC115771309|XP_030572811.1|DNOV
OG0006438	LOC120458178|XP_039501676.1|DSAN	LOC115765890|XP_030565491.1|DNOV
OG0006439	LOC120452441|XP_039492605.1|DSAN	LOC115771959|XP_030573728.1|DNOV
OG0006440	LOC120452442|XP_039492606.1|DSAN	LOC115771960|XP_030573729.1|DNOV
OG0006441	LOC120452273|XP_039492338.1|DSAN	LOC115764132|XP_030562863.1|DNOV
OG0006442	LOC120453070|XP_039493530.1|DSAN	LOC115761920|XP_030559798.1|DNOV
OG0006443	LOC120454460|XP_039495708.1|DSAN	LOC115765591|XP_030565100.1|DNOV
OG0006444	LOC120453593|XP_039494289.1|DSAN	LOC115761544|XP_030559186.1|DNOV
OG0006445	LOC120456296|XP_039498977.1|DSAN	LOC115765094|XP_030564338.1|DNOV
OG0006448	LOC120452985|XP_039493415.1|DSAN	LOC115764100|XP_030562813.1|DNOV
OG0006449	LOC120453985|XP_039494874.1|DSAN	LOC115764045|XP_030562745.1|DNOV
OG0006450	LOC120445224|XP_039481414.1|DSAN	LOC115760301|XP_030557448.1|DNOV
OG0006451	LOC120456444|XP_039499210.1|DSAN	LOC115767056|XP_030567050.1|DNOV
OG0006452	LOC120451213|XP_039490621.1|DSAN	LOC115763372|XP_030561766.1|DNOV
OG0006453	LOC120449449|XP_039487854.1|DSAN	LOC115771076|XP_030572488.1|DNOV
OG0006454	LOC120456393|XP_039499154.1|DSAN	LOC115767025|XP_030567008.1|DNOV
OG0006455	LOC120450726|XP_039489751.1|DSAN	LOC115763980|XP_030562645.1|DNOV
OG0006456	LOC120452670|XP_039492942.1|DSAN	LOC115759587|XP_030556416.1|DNOV
OG0006457	LOC120454441|XP_039495671.1|DSAN	LOC115761749|XP_030559508.1|DNOV
OG0006459	LOC120451321|XP_039490827.1|DSAN	LOC115764732|XP_030563803.1|DNOV
OG0006460	LOC120451329|XP_039490840.1|DSAN	LOC115764082|XP_030562791.1|DNOV
OG0006461	LOC120454127|XP_039495100.1|DSAN	LOC115764073|XP_030562781.1|DNOV
OG0006462	LOC120454539|XP_039495851.1|DSAN	LOC115771828|XP_030573568.1|DNOV
OG0006463	LOC120452217|XP_039492277.1|DSAN	LOC115771958|XP_030573727.1|DNOV
OG0006464	LOC120448957|XP_039487144.1|DSAN	LOC115770166|XP_030571184.1|DNOV
OG0006465	LOC120455637|XP_039497961.1|DSAN	LOC115767301|XP_030567396.1|DNOV
OG0006466	LOC120456943|XP_039500016.1|DSAN	LOC115765376|XP_030564759.1|DNOV
OG0006467	LOC120451667|XP_039491476.1|DSAN	LOC115759511|XP_030556314.1|DNOV
OG0006468	LOC120453399|XP_039494022.1|DSAN	LOC115764015|XP_030562704.1|DNOV
OG0006469	LOC120457216|XP_039500519.1|DSAN	LOC115768764|XP_030569313.1|DNOV
OG0006470	LOC120447799|XP_039485295.1|DSAN	LOC115770048|XP_030570991.1|DNOV
OG0006471	LOC120454378|XP_039495549.1|DSAN	LOC115764062|XP_030562770.1|DNOV
OG0006472	LOC120454379|XP_039495550.1|DSAN	LOC115764133|XP_030562865.1|DNOV
OG0006473	LOC120448272|XP_039486130.1|DSAN	LOC115769784|XP_030570611.1|DNOV
OG0006474	LOC120446750|XP_039483822.1|DSAN	LOC115764527|XP_030563486.1|DNOV
OG0006475	LOC120452394|XP_039492542.1|DSAN	LOC115763991|XP_030562667.1|DNOV
OG0006476	LOC120455507|XP_039497705.1|DSAN	LOC115767343|XP_030567454.1|DNOV
OG0006477	LOC120456077|XP_039498603.1|DSAN	LOC115768357|XP_030568784.1|DNOV
OG0006478	LOC120452728|XP_039493027.1|DSAN	LOC115764723|XP_030563785.1|DNOV
OG0006479	LOC120451296|XP_039490786.1|DSAN	LOC115764756|XP_030563843.1|DNOV
OG0006480	LOC120446810|XP_039483910.1|DSAN	LOC115761100|XP_030558586.1|DNOV
OG0006481	LOC120458294|XP_039501827.1|DSAN	LOC115760201|XP_030557294.1|DNOV
OG0006482	LOC120454551|XP_039495866.1|DSAN	LOC115761636|XP_030559327.1|DNOV
OG0006483	LOC120453980|XP_039494865.1|DSAN	LOC115761746|XP_030559503.1|DNOV
OG0006484	LOC120452996|XP_039493434.1|DSAN	LOC115761454|XP_030559080.1|DNOV
OG0006485	LOC120450786|XP_039489882.1|DSAN	LOC115764981|XP_030564169.1|DNOV
OG0006486	LOC120454082|XP_039495026.1|DSAN	LOC115765734|XP_030565260.1|DNOV
OG0006487	LOC120450836|XP_039489953.1|DSAN	LOC115771766|XP_030573478.1|DNOV
OG0006488	LOC120449019|XP_039487233.1|DSAN	LOC115769526|XP_030570228.1|DNOV
OG0006489	LOC120454513|XP_039495804.1|DSAN	LOC115757665|XP_030553842.1|DNOV
OG0006490	LOC120451551|XP_039491284.1|DSAN	LOC115766171|XP_030565872.1|DNOV
OG0006491	LOC120446876|XP_039484018.1|DSAN	LOC115759762|XP_030556677.1|DNOV
OG0006492	LOC120451112|XP_039490460.1|DSAN	LOC115771861|XP_030573602.1|DNOV
OG0006493	LOC120454990|XP_039496720.1|DSAN	LOC115765128|XP_030564384.1|DNOV
OG0006494	LOC120455165|XP_039497023.1|DSAN	LOC115767410|XP_030567545.1|DNOV
OG0006495	LOC120455005|XP_039496758.1|DSAN	LOC115768246|XP_030568635.1|DNOV
OG0006496	LOC120454376|XP_039495547.1|DSAN	LOC115764067|XP_030562775.1|DNOV
OG0006497	LOC120451807|XP_039491697.1|DSAN	LOC115761600|XP_030559260.1|DNOV
OG0006498	LOC120451075|XP_039490369.1|DSAN	LOC115761319|XP_030558911.1|DNOV
OG0006499	LOC120451565|XP_039491303.1|DSAN	LOC115771822|XP_030573562.1|DNOV
OG0006500	LOC120444137|XP_039479637.1|DSAN	LOC115758510|XP_030555061.1|DNOV
OG0006501	LOC120454687|XP_039496139.1|DSAN	LOC115761307|XP_030558896.1|DNOV
OG0006502	LOC120453585|XP_039494280.1|DSAN	LOC115761736|XP_030559481.1|DNOV
OG0006503	LOC120452111|XP_039492124.1|DSAN	LOC115761572|XP_030559219.1|DNOV
OG0006504	LOC120452579|XP_039492797.1|DSAN	LOC115761256|XP_030558830.1|DNOV
OG0006505	LOC120453116|XP_039493589.1|DSAN	LOC115764950|XP_030564132.1|DNOV
OG0006506	LOC120449203|XP_039487501.1|DSAN	LOC115771003|XP_030572365.1|DNOV
OG0006507	LOC120453283|XP_039493841.1|DSAN	LOC115767884|XP_030568110.1|DNOV
OG0006508	LOC120453836|XP_039494663.1|DSAN	LOC115767895|XP_030568125.1|DNOV
OG0006509	LOC120456976|XP_039500058.1|DSAN	LOC115768235|XP_030568620.1|DNOV
OG0006510	LOC120450821|XP_039489934.1|DSAN	LOC115761835|XP_030559675.1|DNOV
OG0006511	LOC120454670|XP_039496120.1|DSAN	LOC115761303|XP_030558890.1|DNOV
OG0006512	LOC120452709|XP_039493005.1|DSAN	LOC115771955|XP_030573719.1|DNOV
OG0006513	LOC120454049|XP_039494978.1|DSAN	LOC115761536|XP_030559168.1|DNOV
OG0006514	LOC120451823|XP_039491725.1|DSAN	LOC115757686|XP_030553883.1|DNOV
OG0006515	LOC120451830|XP_039491740.1|DSAN	LOC115757684|XP_030553881.1|DNOV
OG0006516	LOC120454316|XP_039495453.1|DSAN	LOC115762012|XP_030559941.1|DNOV
OG0006517	LOC120452898|XP_039493290.1|DSAN	LOC115761978|XP_030559884.1|DNOV
OG0006518	LOC120452829|XP_039493169.1|DSAN	LOC115761831|XP_030559643.1|DNOV
OG0006519	LOC120452899|XP_039493291.1|DSAN	LOC115761980|XP_030559887.1|DNOV
OG0006520	LOC120453646|XP_039494374.1|DSAN	LOC115759462|XP_030556256.1|DNOV
OG0006521	LOC120453101|XP_039493569.1|DSAN	LOC115764647|XP_030563680.1|DNOV
OG0006522	LOC120453644|XP_039494372.1|DSAN	LOC115759406|XP_030556157.1|DNOV
OG0006523	LOC120451263|XP_039490726.1|DSAN	LOC115765047|XP_030564280.1|DNOV
OG0006524	LOC120444108|XP_039479574.1|DSAN	LOC115759869|XP_030556839.1|DNOV
OG0006526	LOC120454034|XP_039494962.1|DSAN	LOC115764186|XP_030562933.1|DNOV
OG0006527	LOC120453474|XP_039494141.1|DSAN	LOC115764037|XP_030562733.1|DNOV
OG0006528	LOC120452506|XP_039492692.1|DSAN	LOC115764188|XP_030562934.1|DNOV
OG0006529	LOC120452585|XP_039492808.1|DSAN	LOC115764189|XP_030562935.1|DNOV
OG0006530	LOC120452552|XP_039492759.1|DSAN	LOC115764190|XP_030562936.1|DNOV
OG0006531	LOC120452355|XP_039492463.1|DSAN	LOC115764137|XP_030562871.1|DNOV
OG0006532	LOC120454092|XP_039495037.1|DSAN	LOC115764148|XP_030562884.1|DNOV
OG0006533	LOC120446426|XP_039483323.1|DSAN	LOC115759025|XP_030555701.1|DNOV
OG0006534	LOC120451257|XP_039490718.1|DSAN	LOC115765022|XP_030564237.1|DNOV
OG0006535	LOC120452627|XP_039492870.1|DSAN	LOC115764087|XP_030562798.1|DNOV
OG0006536	LOC120451669|XP_039491480.1|DSAN	LOC115757727|XP_030553960.1|DNOV
OG0006537	LOC120452598|XP_039492831.1|DSAN	LOC115757773|XP_030554058.1|DNOV
OG0006538	LOC120452556|XP_039492763.1|DSAN	LOC115764762|XP_030563858.1|DNOV
OG0006539	LOC120453964|XP_039494851.1|DSAN	LOC115763978|XP_030562643.1|DNOV
OG0006540	LOC120453024|XP_039493476.1|DSAN	LOC115771751|XP_030573460.1|DNOV
OG0006541	LOC120452721|XP_039493019.1|DSAN	LOC115764229|XP_030563006.1|DNOV
OG0006542	LOC120452723|XP_039493022.1|DSAN	LOC115764231|XP_030563008.1|DNOV
OG0006543	LOC120450992|XP_039490229.1|DSAN	LOC115771913|XP_030573662.1|DNOV
OG0006544	LOC120450796|XP_039489896.1|DSAN	LOC115763815|XP_030562427.1|DNOV
OG0006545	LOC120455755|XP_039498127.1|DSAN	LOC115766417|XP_030566198.1|DNOV
OG0006546	LOC120451007|XP_039490256.1|DSAN	LOC115768649|XP_030569180.1|DNOV
OG0006547	LOC120453381|XP_039493989.1|DSAN	LOC115762007|XP_030559934.1|DNOV
OG0006548	LOC120451984|XP_039491946.1|DSAN	LOC115761423|XP_030559044.1|DNOV
OG0006549	LOC120452308|XP_039492391.1|DSAN	LOC115770820|XP_030572102.1|DNOV
OG0006550	LOC120454620|XP_039496020.1|DSAN	LOC115772091|XP_030573911.1|DNOV
OG0006551	LOC120456788|XP_039499740.1|DSAN	LOC115766285|XP_030566013.1|DNOV
OG0006552	LOC120456153|XP_039498724.1|DSAN	LOC115766266|XP_030565989.1|DNOV
OG0006553	LOC120451190|XP_039490572.1|DSAN	LOC115771864|XP_030573604.1|DNOV
OG0006554	LOC120454000|XP_039494902.1|DSAN	LOC115764020|XP_030562709.1|DNOV
OG0006555	LOC120450751|XP_039489808.1|DSAN	LOC115764737|XP_030563812.1|DNOV
OG0006556	LOC120453907|XP_039494772.1|DSAN	LOC115764097|XP_030562810.1|DNOV
OG0006557	LOC120451366|XP_039490936.1|DSAN	LOC115770665|XP_030571892.1|DNOV
OG0006558	LOC120450882|XP_039490051.1|DSAN	LOC115761694|XP_030559421.1|DNOV
OG0006559	LOC120451372|XP_039490956.1|DSAN	LOC115759536|XP_030556347.1|DNOV
OG0006560	LOC120453128|XP_039493609.1|DSAN	LOC115761643|XP_030559336.1|DNOV
OG0006561	LOC120453126|XP_039493607.1|DSAN	LOC115761685|XP_030559400.1|DNOV
OG0006562	LOC120453542|XP_039494228.1|DSAN	LOC115761626|XP_030559316.1|DNOV
OG0006563	LOC120451409|XP_039491012.1|DSAN	LOC115771836|XP_030573577.1|DNOV
