Orthogroup	DSAN.longest_only	BCOP.longest_only
OG0004601	LOC120455928|XP_039498388.1|DSAN	LOC119067134|XP_037025825.1|BCOP
OG0004602	LOC120455532|XP_039497755.1|DSAN	LOC119068030|XP_037027288.1|BCOP
OG0004603	LOC120458042|XP_039501485.1|DSAN	LOC119068061|XP_037027358.1|BCOP
OG0004604	LOC120455859|XP_039498264.1|DSAN	LOC119085599|XP_037051915.1|BCOP
OG0004605	LOC120456465|XP_039499245.1|DSAN	LOC119080428|XP_037044680.1|BCOP
OG0004606	LOC120451771|XP_039491635.1|DSAN	LOC119081649|XP_037046629.1|BCOP
OG0004607	LOC120456035|XP_039498539.1|DSAN	LOC119082175|XP_037047487.1|BCOP
OG0004608	LOC120457273|XP_039500631.1|DSAN	LOC119068053|XP_037027340.1|BCOP
OG0004609	LOC120455815|XP_039498210.1|DSAN	LOC119068094|XP_037027410.1|BCOP
OG0004610	LOC120452931|XP_039493336.1|DSAN	LOC119070450|XP_037030696.1|BCOP
OG0004611	LOC120451963|XP_039491921.1|DSAN	LOC119070098|XP_037030306.1|BCOP
OG0004612	LOC120453018|XP_039493469.1|DSAN	LOC119070101|XP_037030311.1|BCOP
OG0004613	LOC120454343|XP_039495489.1|DSAN	LOC119069338|XP_037029302.1|BCOP
OG0004614	LOC120457108|XP_039500251.1|DSAN	LOC119067399|XP_037026239.1|BCOP
OG0004615	LOC120455372|XP_039497418.1|DSAN	LOC119069991|XP_037030126.1|BCOP
OG0004616	LOC120456447|XP_039499218.1|DSAN	LOC119067136|XP_037025828.1|BCOP
OG0004617	LOC120445843|XP_039482406.1|DSAN	LOC119067120|XP_037025791.1|BCOP
OG0004618	LOC120454691|XP_039496157.1|DSAN	LOC119067259|XP_037026031.1|BCOP
OG0004619	LOC120451102|XP_039490442.1|DSAN	LOC119069636|XP_037029637.1|BCOP
OG0004620	LOC120454601|XP_039495992.1|DSAN	LOC119068567|XP_037028103.1|BCOP
OG0004621	LOC120451640|XP_039491434.1|DSAN	LOC119081848|XP_037046985.1|BCOP
OG0004622	LOC120452616|XP_039492852.1|DSAN	LOC119081943|XP_037047106.1|BCOP
OG0004623	LOC120453461|XP_039494112.1|DSAN	LOC119068698|XP_037028284.1|BCOP
OG0004624	LOC120454071|XP_039495016.1|DSAN	LOC119081669|XP_037046647.1|BCOP
OG0004625	LOC120454952|XP_039496654.1|DSAN	LOC119085631|XP_037051962.1|BCOP
OG0004626	LOC120457259|XP_039500597.1|DSAN	LOC119069080|XP_037028853.1|BCOP
OG0004627	LOC120447455|XP_039484745.1|DSAN	LOC119074320|XP_037036275.1|BCOP
OG0004628	LOC120456628|XP_039499483.1|DSAN	LOC119080060|XP_037044167.1|BCOP
OG0004629	LOC120451356|XP_039490926.1|DSAN	LOC119084939|XP_037050979.1|BCOP
OG0004630	LOC120451608|XP_039491375.1|DSAN	LOC119069538|XP_037029509.1|BCOP
OG0004631	LOC120453095|XP_039493560.1|DSAN	LOC119069944|XP_037030065.1|BCOP
OG0004632	LOC120453091|XP_039493554.1|DSAN	LOC119069943|XP_037030063.1|BCOP
OG0004633	LOC120451772|XP_039491636.1|DSAN	LOC119068696|XP_037028281.1|BCOP, LOC119072990|XP_037034208.1|BCOP
OG0004635	LOC120455217|XP_039497116.1|DSAN	LOC119068836|XP_037028520.1|BCOP
OG0004636	LOC120457099|XP_039500221.1|DSAN	LOC119067512|XP_037026420.1|BCOP
OG0004637	LOC120455198|XP_039497076.1|DSAN	LOC119067412|XP_037026255.1|BCOP
OG0004638	LOC120455991|XP_039498482.1|DSAN	LOC119081786|XP_037046891.1|BCOP, LOC119077833|XP_037041043.1|BCOP
OG0004639	LOC120453889|XP_039494739.1|DSAN	LOC119069321|XP_037029271.1|BCOP
OG0004640	LOC120453818|XP_039494634.1|DSAN	LOC119069317|XP_037029265.1|BCOP
OG0004641	LOC120456679|XP_039499570.1|DSAN	LOC119079520|XP_037043382.1|BCOP
OG0004642	LOC120450609|XP_039489678.1|DSAN	LOC119066985|XP_037025605.1|BCOP
OG0004643	LOC120454105|XP_039495065.1|DSAN, LOC120454104|XP_039495061.1|DSAN	LOC119074926|XP_037037215.1|BCOP
OG0004644	LOC120455070|XP_039496856.1|DSAN	LOC119069417|XP_037029365.1|BCOP
OG0004645	LOC120446292|XP_039483123.1|DSAN	LOC119069141|XP_037028942.1|BCOP
OG0004646	LOC120453828|XP_039494656.1|DSAN	LOC119081486|XP_037046381.1|BCOP
OG0004647	LOC120457224|XP_039500532.1|DSAN	LOC119070072|XP_037030265.1|BCOP
OG0004648	LOC120456155|XP_039498726.1|DSAN	LOC119068990|XP_037028759.1|BCOP
OG0004649	LOC120456065|XP_039498589.1|DSAN	LOC119069622|XP_037029610.1|BCOP
OG0004650	LOC120447140|XP_039484512.1|DSAN	LOC119067436|XP_037026305.1|BCOP
OG0004651	LOC120451792|XP_039491679.1|DSAN	LOC119068302|XP_037027738.1|BCOP
OG0004652	LOC120450794|XP_039489889.1|DSAN	LOC119070252|XP_037030415.1|BCOP
OG0004653	LOC120450461|XP_039489415.1|DSAN	LOC119067807|XP_037026853.1|BCOP
OG0004654	LOC120454933|XP_039496627.1|DSAN	LOC119068922|XP_037028680.1|BCOP
OG0004655	LOC120452529|XP_039492727.1|DSAN	LOC119082717|XP_037048192.1|BCOP
OG0004656	LOC120456808|XP_039499779.1|DSAN	LOC119067815|XP_037026869.1|BCOP
OG0004657	LOC120453758|XP_039494525.1|DSAN	LOC119069679|XP_037029695.1|BCOP
OG0004658	LOC120453307|XP_039493896.1|DSAN	LOC119069799|XP_037029849.1|BCOP
OG0004659	LOC120452219|XP_039492279.1|DSAN	LOC119068690|XP_037028272.1|BCOP
OG0004660	LOC120454679|XP_039496128.1|DSAN	LOC119079574|XP_037043456.1|BCOP
OG0004661	LOC120452256|XP_039492319.1|DSAN	LOC119069189|XP_037029030.1|BCOP
OG0004662	LOC120453486|XP_039494154.1|DSAN	LOC119067544|XP_037026502.1|BCOP
OG0004663	LOC120456487|XP_039499285.1|DSAN	LOC119068768|XP_037028416.1|BCOP, LOC119069064|XP_037028836.1|BCOP
OG0004664	LOC120456488|XP_039499286.1|DSAN	LOC119068769|XP_037028419.1|BCOP
OG0004665	LOC120456018|XP_039498516.1|DSAN	LOC119083302|XP_037048889.1|BCOP
OG0004666	LOC120450919|XP_039490117.1|DSAN	LOC119067848|XP_037026975.1|BCOP
OG0004667	LOC120452744|XP_039493053.1|DSAN	LOC119067854|XP_037026987.1|BCOP
OG0004668	LOC120456470|XP_039499253.1|DSAN	LOC119068754|XP_037028369.1|BCOP
OG0004669	LOC120458793|XP_039502521.1|DSAN	LOC119068757|XP_037028389.1|BCOP
OG0004670	LOC120452577|XP_039492794.1|DSAN	LOC119070365|XP_037030560.1|BCOP
OG0004671	LOC120452702|XP_039492992.1|DSAN	LOC119079074|XP_037042779.1|BCOP
OG0004672	LOC120451703|XP_039491534.1|DSAN	LOC119084519|XP_037050431.1|BCOP
OG0004673	LOC120451291|XP_039490776.1|DSAN	LOC119074468|XP_037036504.1|BCOP
OG0004674	LOC120453015|XP_039493465.1|DSAN	LOC119085035|XP_037051128.1|BCOP
OG0004675	LOC120451094|XP_039490433.1|DSAN	LOC119085062|XP_037051200.1|BCOP
OG0004676	LOC120451763|XP_039491625.1|DSAN	LOC119069261|XP_037029213.1|BCOP
OG0004677	LOC120452624|XP_039492864.1|DSAN	LOC119082364|XP_037047781.1|BCOP
OG0004678	LOC120451779|XP_039491656.1|DSAN	LOC119081925|XP_037047077.1|BCOP
OG0004679	LOC120451905|XP_039491848.1|DSAN	LOC119067916|XP_037027112.1|BCOP
OG0004680	LOC120452754|XP_039493066.1|DSAN	LOC119080643|XP_037044955.1|BCOP, LOC119068155|XP_037027526.1|BCOP
OG0004681	LOC120451852|XP_039491777.1|DSAN	LOC119069774|XP_037029807.1|BCOP
OG0004682	LOC120450265|XP_039489097.1|DSAN	LOC119069517|XP_037029490.1|BCOP
OG0004683	LOC120452054|XP_039492052.1|DSAN	LOC119080463|XP_037044734.1|BCOP
OG0004684	LOC120451371|XP_039490955.1|DSAN	LOC119067424|XP_037026290.1|BCOP
OG0004685	LOC120451099|XP_039490437.1|DSAN	LOC119069117|XP_037028905.1|BCOP
OG0004686	LOC120453335|XP_039493935.1|DSAN	LOC119069118|XP_037028910.1|BCOP
OG0004687	LOC120453543|XP_039494229.1|DSAN	LOC119069113|XP_037028901.1|BCOP
OG0004688	LOC120453796|XP_039494604.1|DSAN	LOC119068452|XP_037027926.1|BCOP, LOC119068448|XP_037027919.1|BCOP
OG0004689	LOC120454538|XP_039495849.1|DSAN	LOC119070463|XP_037030713.1|BCOP
OG0004690	LOC120454457|XP_039495703.1|DSAN	LOC119067875|XP_037027038.1|BCOP
OG0004691	LOC120454557|XP_039495882.1|DSAN	LOC119067882|XP_037027056.1|BCOP
OG0004692	LOC120453950|XP_039494829.1|DSAN	LOC119069334|XP_037029294.1|BCOP
OG0004693	LOC120452350|XP_039492456.1|DSAN	LOC119069335|XP_037029296.1|BCOP
OG0004694	LOC120452463|XP_039492628.1|DSAN	LOC119069931|XP_037030050.1|BCOP
OG0004695	LOC120451322|XP_039490828.1|DSAN	LOC119085775|XP_037052164.1|BCOP
OG0004696	LOC120453521|XP_039494202.1|DSAN	LOC119067271|XP_037026045.1|BCOP
OG0004697	LOC120456527|XP_039499331.1|DSAN	LOC119083569|XP_037049208.1|BCOP
OG0004698	LOC120456260|XP_039498917.1|DSAN	LOC119070142|XP_037030365.1|BCOP
OG0004699	LOC120450991|XP_039490228.1|DSAN	LOC119068528|XP_037028033.1|BCOP
OG0004700	LOC120452330|XP_039492423.1|DSAN	LOC119085391|XP_037051682.1|BCOP
OG0004701	LOC120452532|XP_039492730.1|DSAN	LOC119085009|XP_037051087.1|BCOP
OG0004702	LOC120450773|XP_039489863.1|DSAN	LOC119081642|XP_037046618.1|BCOP
OG0004703	LOC120453280|XP_039493840.1|DSAN	LOC119070468|XP_037030719.1|BCOP
OG0004704	LOC120451146|XP_039490507.1|DSAN	LOC119067944|XP_037027156.1|BCOP
OG0004705	LOC120450852|XP_039489998.1|DSAN	LOC119066382|XP_037024709.1|BCOP
OG0004706	LOC120450076|XP_039488796.1|DSAN	LOC119069967|XP_037030097.1|BCOP
OG0004707	LOC120444039|XP_039479478.1|DSAN	LOC119068233|XP_037027644.1|BCOP
OG0004708	LOC120450758|XP_039489830.1|DSAN	LOC119067010|XP_037025632.1|BCOP
OG0004709	LOC120453224|XP_039493752.1|DSAN	LOC119067468|XP_037026352.1|BCOP
OG0004710	LOC120452197|XP_039492249.1|DSAN	LOC119067263|XP_037026037.1|BCOP
OG0004711	LOC120454590|XP_039495975.1|DSAN	LOC119070403|XP_037030622.1|BCOP
OG0004712	LOC120454595|XP_039495981.1|DSAN	LOC119074248|XP_037036167.1|BCOP
OG0004713	LOC120454360|XP_039495516.1|DSAN	LOC119085702|XP_037052046.1|BCOP
OG0004714	LOC120451659|XP_039491468.1|DSAN	LOC119082075|XP_037047314.1|BCOP
OG0004715	LOC120458826|XP_039502580.1|DSAN	LOC119066127|XP_037024308.1|BCOP
OG0004716	LOC120454375|XP_039495545.1|DSAN	LOC119067216|XP_037025954.1|BCOP
OG0004717	LOC120456472|XP_039499264.1|DSAN	LOC119068114|XP_037027455.1|BCOP
OG0004718	LOC120453449|XP_039494099.1|DSAN	LOC119078746|XP_037042340.1|BCOP
OG0004719	LOC120454630|XP_039496040.1|DSAN	LOC119069959|XP_037030085.1|BCOP
OG0004720	LOC120450771|XP_039489861.1|DSAN	LOC119068883|XP_037028643.1|BCOP
OG0004721	LOC120453418|XP_039494051.1|DSAN	LOC119067982|XP_037027224.1|BCOP
OG0004722	LOC120452049|XP_039492046.1|DSAN	LOC119069923|XP_037030038.1|BCOP
OG0004723	LOC120455853|XP_039498258.1|DSAN	LOC119067572|XP_037026551.1|BCOP
OG0004724	LOC120453184|XP_039493681.1|DSAN	LOC119070559|XP_037030860.1|BCOP
OG0004725	LOC120454702|XP_039496172.1|DSAN	LOC119070563|XP_037030866.1|BCOP
OG0004726	LOC120453240|XP_039493775.1|DSAN	LOC119069953|XP_037030077.1|BCOP
OG0004727	LOC120451685|XP_039491502.1|DSAN	LOC119068215|XP_037027604.1|BCOP
OG0004728	LOC120450793|XP_039489888.1|DSAN	LOC119068218|XP_037027606.1|BCOP
OG0004729	LOC120456879|XP_039499911.1|DSAN	LOC119068800|XP_037028470.1|BCOP
OG0004730	LOC120449255|XP_039487572.1|DSAN	LOC119066254|XP_037024485.1|BCOP
OG0004731	LOC120451827|XP_039491735.1|DSAN	LOC119070081|XP_037030284.1|BCOP
OG0004732	LOC120453435|XP_039494076.1|DSAN	LOC119070359|XP_037030549.1|BCOP
OG0004733	LOC120451636|XP_039491428.1|DSAN	LOC119079430|XP_037043236.1|BCOP
OG0004734	LOC120452977|XP_039493407.1|DSAN	LOC119067926|XP_037027133.1|BCOP
OG0004735	LOC120452362|XP_039492474.1|DSAN	LOC119069171|XP_037028977.1|BCOP
OG0004736	LOC120454512|XP_039495803.1|DSAN	LOC119068103|XP_037027422.1|BCOP
OG0004737	LOC120452008|XP_039491979.1|DSAN	LOC119067052|XP_037025692.1|BCOP
OG0004738	LOC120451861|XP_039491794.1|DSAN	LOC119068538|XP_037028047.1|BCOP, LOC119067045|XP_037025683.1|BCOP
OG0004739	LOC120453080|XP_039493541.1|DSAN	LOC119069316|XP_037029263.1|BCOP
OG0004740	LOC120453131|XP_039493614.1|DSAN	LOC119067892|XP_037027074.1|BCOP
OG0004741	LOC120454509|XP_039495796.1|DSAN	LOC119067879|XP_037027044.1|BCOP
OG0004742	LOC120454887|XP_039496418.1|DSAN	LOC119085059|XP_037051171.1|BCOP
OG0004743	LOC120451828|XP_039491737.1|DSAN	LOC119069096|XP_037028884.1|BCOP
OG0004744	LOC120452375|XP_039492504.1|DSAN	LOC119078060|XP_037041386.1|BCOP
OG0004745	LOC120451375|XP_039490960.1|DSAN	LOC119067589|XP_037026582.1|BCOP
OG0004746	LOC120451639|XP_039491433.1|DSAN	LOC119069828|XP_037029885.1|BCOP
OG0004747	LOC120451644|XP_039491439.1|DSAN	LOC119069829|XP_037029886.1|BCOP
OG0004748	LOC120450879|XP_039490039.1|DSAN	LOC119075771|XP_037038213.1|BCOP
OG0004749	LOC120452468|XP_039492638.1|DSAN	LOC119069481|XP_037029443.1|BCOP
OG0004750	LOC120451104|XP_039490445.1|DSAN	LOC119069260|XP_037029212.1|BCOP
OG0004751	LOC120451252|XP_039490708.1|DSAN	LOC119069668|XP_037029682.1|BCOP
OG0004752	LOC120452374|XP_039492500.1|DSAN	LOC119069343|XP_037029309.1|BCOP
OG0004753	LOC120451501|XP_039491187.1|DSAN	LOC119067355|XP_037026159.1|BCOP
OG0004754	LOC120451344|XP_039490860.1|DSAN	LOC119067352|XP_037026157.1|BCOP
OG0004755	LOC120454609|XP_039496005.1|DSAN	LOC119080984|XP_037045527.1|BCOP
OG0004756	LOC120454607|XP_039496002.1|DSAN	LOC119080730|XP_037045153.1|BCOP
OG0004757	LOC120454366|XP_039495524.1|DSAN	LOC119067873|XP_037027030.1|BCOP
OG0004758	LOC120452396|XP_039492545.1|DSAN	LOC119070554|XP_037030850.1|BCOP
OG0004759	LOC120454197|XP_039495225.1|DSAN	LOC119069605|XP_037029591.1|BCOP
OG0004760	LOC120451541|XP_039491257.1|DSAN	LOC119070578|XP_037030880.1|BCOP
OG0004761	LOC120451244|XP_039490690.1|DSAN	LOC119069129|XP_037028924.1|BCOP
OG0004762	LOC120452016|XP_039491996.1|DSAN	LOC119067783|XP_037026816.1|BCOP
OG0004763	LOC120453063|XP_039493522.1|DSAN	LOC119067997|XP_037027252.1|BCOP
OG0004764	LOC120453032|XP_039493486.1|DSAN	LOC119067356|XP_037026160.1|BCOP
OG0004765	LOC120452277|XP_039492342.1|DSAN	LOC119069468|XP_037029415.1|BCOP
OG0004766	LOC120453384|XP_039494000.1|DSAN	LOC119067506|XP_037026412.1|BCOP
OG0004767	LOC120452479|XP_039492655.1|DSAN	LOC119070408|XP_037030630.1|BCOP
OG0004768	LOC120452477|XP_039492651.1|DSAN	LOC119069191|XP_037029032.1|BCOP
OG0004769	LOC120457708|XP_039501138.1|DSAN	LOC119079864|XP_037043837.1|BCOP
OG0004770	LOC120451536|XP_039491248.1|DSAN	LOC119074486|XP_037036528.1|BCOP
OG0004771	LOC120450831|XP_039489947.1|DSAN	LOC119068586|XP_037028127.1|BCOP
OG0004772	LOC120450998|XP_039490241.1|DSAN	LOC119084665|XP_037050639.1|BCOP
OG0004773	LOC120454130|XP_039495105.1|DSAN	LOC119067991|XP_037027247.1|BCOP
OG0004774	LOC120454133|XP_039495119.1|DSAN	LOC119067992|XP_037027248.1|BCOP
OG0004775	LOC120451839|XP_039491750.1|DSAN	LOC119067990|XP_037027244.1|BCOP
OG0004776	LOC120458944|XP_039502737.1|DSAN	LOC119085433|XP_037051748.1|BCOP
OG0004777	LOC120448672|XP_039486744.1|DSAN	LOC119069288|XP_037029251.1|BCOP
OG0004778	LOC120458402|XP_039501961.1|DSAN	LOC119068433|XP_037027898.1|BCOP
OG0004779	LOC120451524|XP_039491227.1|DSAN	LOC119073964|XP_037035763.1|BCOP
OG0004780	LOC120458797|XP_039502524.1|DSAN	LOC119078505|XP_037041959.1|BCOP
OG0004781	LOC120451173|XP_039490543.1|DSAN	LOC119069795|XP_037029836.1|BCOP
OG0004782	LOC120450769|XP_039489855.1|DSAN	LOC119070124|XP_037030338.1|BCOP
OG0004783	LOC120457378|XP_039500850.1|DSAN	LOC119083283|XP_037048870.1|BCOP
OG0004784	LOC120452415|XP_039492568.1|DSAN	LOC119068807|XP_037028475.1|BCOP
OG0004785	LOC120451975|XP_039491935.1|DSAN	LOC119068935|XP_037028694.1|BCOP
OG0004786	LOC120452797|XP_039493127.1|DSAN	LOC119069254|XP_037029203.1|BCOP
OG0004787	LOC120453834|XP_039494661.1|DSAN	LOC119069280|XP_037029237.1|BCOP
OG0004788	LOC120452853|XP_039493227.1|DSAN	LOC119069238|XP_037029174.1|BCOP
OG0004789	LOC120452230|XP_039492289.1|DSAN	LOC119069256|XP_037029205.1|BCOP
OG0004790	LOC120453483|XP_039494151.1|DSAN	LOC119069286|XP_037029249.1|BCOP
OG0004791	LOC120452692|XP_039492979.1|DSAN	LOC119069204|XP_037029070.1|BCOP
OG0004792	LOC120453144|XP_039493634.1|DSAN	LOC119067931|XP_037027140.1|BCOP
OG0004793	LOC120453115|XP_039493587.1|DSAN	LOC119067371|XP_037026178.1|BCOP
OG0004794	LOC120453895|XP_039494746.1|DSAN	LOC119070535|XP_037030803.1|BCOP
OG0004795	LOC120451142|XP_039490500.1|DSAN	LOC119070441|XP_037030686.1|BCOP
OG0004796	LOC120454634|XP_039496057.1|DSAN	LOC119067762|XP_037026789.1|BCOP
OG0004797	LOC120453849|XP_039494684.1|DSAN	LOC119069040|XP_037028803.1|BCOP
OG0004799	LOC120451363|XP_039490933.1|DSAN	LOC119081245|XP_037045871.1|BCOP
OG0004800	LOC120451107|XP_039490451.1|DSAN	LOC119067464|XP_037026345.1|BCOP
OG0004801	LOC120454651|XP_039496087.1|DSAN	LOC119076307|XP_037038908.1|BCOP
OG0004802	LOC120453073|XP_039493533.1|DSAN	LOC119073243|XP_037034453.1|BCOP
OG0004803	LOC120453621|XP_039494337.1|DSAN	LOC119070484|XP_037030732.1|BCOP
OG0004804	LOC120452480|XP_039492657.1|DSAN	LOC119070545|XP_037030813.1|BCOP
OG0004805	LOC120451012|XP_039490270.1|DSAN	LOC119067280|XP_037026052.1|BCOP
OG0004806	LOC120455003|XP_039496755.1|DSAN	LOC119068779|XP_037028433.1|BCOP
OG0004807	LOC120453678|XP_039494427.1|DSAN	LOC119079932|XP_037043930.1|BCOP
OG0004808	LOC120454450|XP_039495693.1|DSAN	LOC119077387|XP_037040481.1|BCOP
OG0004809	LOC120452042|XP_039492028.1|DSAN	LOC119083955|XP_037049661.1|BCOP
OG0004810	LOC120454139|XP_039495130.1|DSAN	LOC119083935|XP_037049648.1|BCOP
OG0004811	LOC120450438|XP_039489381.1|DSAN	LOC119070082|XP_037030285.1|BCOP
OG0004812	LOC120451600|XP_039491366.1|DSAN	LOC119069596|XP_037029581.1|BCOP
OG0004813	LOC120452524|XP_039492721.1|DSAN	LOC119079861|XP_037043833.1|BCOP
OG0004814	LOC120451892|XP_039491834.1|DSAN	LOC119067023|XP_037025646.1|BCOP
OG0004815	LOC120455037|XP_039496806.1|DSAN	LOC119083592|XP_037049229.1|BCOP
OG0004816	LOC120456799|XP_039499767.1|DSAN	LOC119069056|XP_037028825.1|BCOP
OG0004817	LOC120455279|XP_039497236.1|DSAN	LOC119069060|XP_037028830.1|BCOP
OG0004818	LOC120451000|XP_039490246.1|DSAN	LOC119067224|XP_037025965.1|BCOP
OG0004819	LOC120451009|XP_039490259.1|DSAN	LOC119068473|XP_037027980.1|BCOP
OG0004820	LOC120454451|XP_039495694.1|DSAN	LOC119068667|XP_037028244.1|BCOP
OG0004821	LOC120452600|XP_039492832.1|DSAN	LOC119085770|XP_037052157.1|BCOP
OG0004822	LOC120452199|XP_039492251.1|DSAN	LOC119069781|XP_037029818.1|BCOP
OG0004823	LOC120453898|XP_039494749.1|DSAN	LOC119068767|XP_037028415.1|BCOP
OG0004824	LOC120453899|XP_039494756.1|DSAN	LOC119068789|XP_037028443.1|BCOP
OG0004825	LOC120454874|XP_039496373.1|DSAN	LOC119085044|XP_037051150.1|BCOP
OG0004826	LOC120450963|XP_039490185.1|DSAN	LOC119085265|XP_037051511.1|BCOP
OG0004827	LOC120452334|XP_039492431.1|DSAN	LOC119068308|XP_037027748.1|BCOP
OG0004828	LOC120450969|XP_039490194.1|DSAN	LOC119069743|XP_037029777.1|BCOP
OG0004829	LOC120454363|XP_039495522.1|DSAN	LOC119080458|XP_037044723.1|BCOP, LOC119069839|XP_037029902.1|BCOP
OG0004830	LOC120451399|XP_039490999.1|DSAN	LOC119067939|XP_037027150.1|BCOP
OG0004831	LOC120448141|XP_039485899.1|DSAN	LOC119073984|XP_037035790.1|BCOP, LOC119073982|XP_037035788.1|BCOP
OG0004832	LOC120451149|XP_039490510.1|DSAN	LOC119073289|XP_037034570.1|BCOP, LOC119079077|XP_037042822.1|BCOP
OG0004833	LOC120453299|XP_039493865.1|DSAN	LOC119067299|XP_037026095.1|BCOP
OG0004834	LOC120451679|XP_039491494.1|DSAN	LOC119067924|XP_037027126.1|BCOP
OG0004835	LOC120453551|XP_039494237.1|DSAN	LOC119070460|XP_037030708.1|BCOP
OG0004836	LOC120451196|XP_039490581.1|DSAN	LOC119074901|XP_037037146.1|BCOP, LOC119074869|XP_037037092.1|BCOP
OG0004837	LOC120450452|XP_039489406.1|DSAN	LOC119072528|XP_037033671.1|BCOP
OG0004838	LOC120451621|XP_039491406.1|DSAN	LOC119070505|XP_037030757.1|BCOP
OG0004839	LOC120451618|XP_039491398.1|DSAN	LOC119070503|XP_037030747.1|BCOP
OG0004840	LOC120452234|XP_039492294.1|DSAN	LOC119077749|XP_037040952.1|BCOP
OG0004841	LOC120458433|XP_039502010.1|DSAN	LOC119082998|XP_037048532.1|BCOP
OG0004842	LOC120453772|XP_039494547.1|DSAN	LOC119069119|XP_037028911.1|BCOP
OG0004843	LOC120454569|XP_039495901.1|DSAN	LOC119068430|XP_037027895.1|BCOP
OG0004844	LOC120458463|XP_039502049.1|DSAN	LOC119067104|XP_037025763.1|BCOP
OG0004845	LOC120451024|XP_039490282.1|DSAN	LOC119067100|XP_037025758.1|BCOP
OG0004846	LOC120443853|XP_039479149.1|DSAN	LOC119066722|XP_037025232.1|BCOP
OG0004847	LOC120443849|XP_039479144.1|DSAN	LOC119072915|XP_037034128.1|BCOP
OG0004848	LOC120452004|XP_039491970.1|DSAN	LOC119073856|XP_037035614.1|BCOP
OG0004849	LOC120443761|XP_039478986.1|DSAN	LOC119081136|XP_037045779.1|BCOP
OG0004850	LOC120451545|XP_039491261.1|DSAN	LOC119085749|XP_037052126.1|BCOP
OG0004851	LOC120453584|XP_039494278.1|DSAN	LOC119085754|XP_037052132.1|BCOP
OG0004852	LOC120451759|XP_039491621.1|DSAN	LOC119085767|XP_037052147.1|BCOP
OG0004853	LOC120445050|XP_039481100.1|DSAN	LOC119081784|XP_037046889.1|BCOP
OG0004854	LOC120447619|XP_039485045.1|DSAN	LOC119084865|XP_037050895.1|BCOP
OG0004855	LOC120449408|XP_039487798.1|DSAN	LOC119071857|XP_037032812.1|BCOP, LOC119082833|XP_037048383.1|BCOP
OG0004856	LOC120447717|XP_039485185.1|DSAN	LOC119073469|XP_037034868.1|BCOP
OG0004857	LOC120449079|XP_039487317.1|DSAN	LOC119082492|XP_037047901.1|BCOP, LOC119079805|XP_037043768.1|BCOP
OG0004858	LOC120447499|XP_039484829.1|DSAN	LOC119079828|XP_037043787.1|BCOP
OG0004859	LOC120449169|XP_039487445.1|DSAN	LOC119073158|XP_037034355.1|BCOP, LOC119073157|XP_037034354.1|BCOP
OG0004860	LOC120449411|XP_039487801.1|DSAN	LOC119081295|XP_037045953.1|BCOP, LOC119084593|XP_037050537.1|BCOP
OG0004861	LOC120447937|XP_039485536.1|DSAN	LOC119081072|XP_037045692.1|BCOP
OG0004862	LOC120450266|XP_039489095.1|DSAN	LOC119074388|XP_037036406.1|BCOP
OG0004863	LOC120450030|XP_039488714.1|DSAN	LOC119084931|XP_037050965.1|BCOP
OG0004864	LOC120448964|XP_039487157.1|DSAN	LOC119081219|XP_037045838.1|BCOP
OG0004865	LOC120452717|XP_039493017.1|DSAN	LOC119080887|XP_037045361.1|BCOP
OG0004866	LOC120448502|XP_039486470.1|DSAN	LOC119080369|XP_037044561.1|BCOP
OG0004867	LOC120445327|XP_039481585.1|DSAN	LOC119073990|XP_037035795.1|BCOP
OG0004868	LOC120456827|XP_039499812.1|DSAN	LOC119079744|XP_037043708.1|BCOP
OG0004869	LOC120444857|XP_039480757.1|DSAN	LOC119081377|XP_037046154.1|BCOP
OG0004870	LOC120446044|XP_039482755.1|DSAN	LOC119081382|XP_037046165.1|BCOP
OG0004871	LOC120445609|XP_039482051.1|DSAN	LOC119078931|XP_037042571.1|BCOP
OG0004872	LOC120445456|XP_039481835.1|DSAN	LOC119081560|XP_037046484.1|BCOP
OG0004873	LOC120458617|XP_039502260.1|DSAN	LOC119071534|XP_037032314.1|BCOP
OG0004874	LOC120452168|XP_039492206.1|DSAN	LOC119077748|XP_037040934.1|BCOP
OG0004875	LOC120457195|XP_039500481.1|DSAN	LOC119068412|XP_037027870.1|BCOP
OG0004876	LOC120457204|XP_039500504.1|DSAN	LOC119072503|XP_037033642.1|BCOP
OG0004877	LOC120449649|XP_039488175.1|DSAN	LOC119075483|XP_037037829.1|BCOP
OG0004878	LOC120458149|XP_039501629.1|DSAN	LOC119080515|XP_037044819.1|BCOP
OG0004879	LOC120446796|XP_039483886.1|DSAN	LOC119073821|XP_037035500.1|BCOP
OG0004880	LOC120448307|XP_039486185.1|DSAN	LOC119073313|XP_037034596.1|BCOP
OG0004881	LOC120447809|XP_039485319.1|DSAN	LOC119081274|XP_037045925.1|BCOP
OG0004882	LOC120449193|XP_039487480.1|DSAN	LOC119081283|XP_037045939.1|BCOP
OG0004883	LOC120450160|XP_039488938.1|DSAN	LOC119081280|XP_037045935.1|BCOP
OG0004884	LOC120447049|XP_039484352.1|DSAN	LOC119073428|XP_037034784.1|BCOP
OG0004885	LOC120444955|XP_039480899.1|DSAN	LOC119076083|XP_037038629.1|BCOP
OG0004886	LOC120444573|XP_039480267.1|DSAN	LOC119080153|XP_037044265.1|BCOP
