Orthogroup	DSAN.longest_only	ASTE.longest_only
OG0004034	LOC120444316|XP_039479794.1|DSAN	LOC118514072|XP_035916491.1|ASTE
OG0004035	LOC120444461|XP_039480069.1|DSAN	LOC118514048|XP_035916432.1|ASTE
OG0004036	LOC120444149|XP_039479650.1|DSAN	LOC118514045|XP_035916424.1|ASTE
OG0004037	LOC120443722|XP_039478905.1|DSAN	LOC118514119|XP_035916591.1|ASTE
OG0004038	LOC120458612|XP_039502257.1|DSAN	LOC118514085|XP_035916511.1|ASTE
OG0004039	LOC120450099|XP_039488830.1|DSAN	LOC118514092|XP_035916517.1|ASTE
OG0004040	LOC120445084|XP_039481147.1|DSAN	LOC118513203|XP_035914593.1|ASTE
OG0004041	LOC120456310|XP_039498997.1|DSAN	LOC118513683|XP_035915681.1|ASTE
OG0004043	LOC120456401|XP_039499167.1|DSAN	LOC118514115|XP_035916584.1|ASTE
OG0004044	LOC120455678|XP_039498023.1|DSAN	LOC118510722|XP_035908824.1|ASTE
OG0004045	LOC120458236|XP_039501758.1|DSAN	LOC118510727|XP_035908832.1|ASTE
OG0004046	LOC120451831|XP_039491744.1|DSAN	LOC118510719|XP_035908819.1|ASTE
OG0004047	LOC120456104|XP_039498648.1|DSAN	LOC118510718|XP_035908818.1|ASTE
OG0004048	LOC120445651|XP_039482131.1|DSAN	LOC118510716|XP_035908813.1|ASTE
OG0004049	LOC120443930|XP_039479307.1|DSAN	LOC118510686|XP_035908746.1|ASTE
OG0004050	LOC120445276|XP_039481508.1|DSAN	LOC118510679|XP_035908735.1|ASTE
OG0004052	LOC120455758|XP_039498129.1|DSAN	LOC118512199|XP_035912196.1|ASTE
OG0004053	LOC120457718|XP_039501151.1|DSAN	LOC118505769|XP_035897905.1|ASTE
OG0004054	LOC120445504|XP_039481887.1|DSAN	LOC118512731|XP_035913484.1|ASTE
OG0004055	LOC120454486|XP_039495762.1|DSAN	LOC118505757|XP_035897867.1|ASTE
OG0004056	LOC120451756|XP_039491616.1|DSAN	LOC118505755|XP_035897865.1|ASTE
OG0004057	LOC120450107|XP_039488836.1|DSAN	LOC118505746|XP_035897836.1|ASTE, LOC118517025|XP_035918782.1|ASTE
OG0004058	LOC120448083|XP_039485801.1|DSAN	LOC118507577|XP_035902123.1|ASTE
OG0004059	LOC120451789|XP_039491674.1|DSAN	LOC118506590|XP_035899840.1|ASTE
OG0004060	LOC120453228|XP_039493761.1|DSAN	LOC118511894|XP_035911417.1|ASTE
OG0004061	LOC120456795|XP_039499749.1|DSAN	LOC118506572|XP_035899807.1|ASTE
OG0004062	LOC120448152|XP_039485922.1|DSAN	LOC118506649|XP_035899943.1|ASTE
OG0004063	LOC120456849|XP_039499839.1|DSAN	LOC118506643|XP_035899924.1|ASTE
OG0004064	LOC120449046|XP_039487273.1|DSAN	LOC118506641|XP_035899916.1|ASTE
OG0004065	LOC120444306|XP_039479770.1|DSAN	LOC118506635|XP_035899897.1|ASTE
OG0004066	LOC120446050|XP_039482760.1|DSAN	LOC118506632|XP_035899896.1|ASTE
OG0004067	LOC120455072|XP_039496857.1|DSAN	LOC118506626|XP_035899890.1|ASTE
OG0004068	LOC120453603|XP_039494303.1|DSAN	LOC118506624|XP_035899886.1|ASTE
OG0004069	LOC120450908|XP_039490092.1|DSAN	LOC118506625|XP_035899887.1|ASTE
OG0004070	LOC120449790|XP_039488368.1|DSAN	LOC118506604|XP_035899864.1|ASTE
OG0004071	LOC120450579|XP_039489631.1|DSAN	LOC118504567|XP_035895075.1|ASTE, LOC118517214|XP_035919085.1|ASTE
OG0004072	LOC120450580|XP_039489633.1|DSAN	LOC118517216|XP_035919087.1|ASTE, LOC118504569|XP_035895077.1|ASTE
OG0004073	LOC120455602|XP_039497915.1|DSAN	LOC118505616|XP_035897569.1|ASTE
OG0004074	LOC120444961|XP_039480911.1|DSAN	LOC118505617|XP_035897570.1|ASTE
OG0004075	LOC120447055|XP_039484379.1|DSAN	LOC118504463|XP_035894856.1|ASTE
OG0004076	LOC120447053|XP_039484377.1|DSAN	LOC118508347|XP_035903927.1|ASTE
OG0004077	LOC120446942|XP_039484129.1|DSAN	LOC118517551|XP_035919684.1|ASTE
OG0004078	LOC120451434|XP_039491043.1|DSAN	LOC118517542|XP_035919674.1|ASTE
OG0004079	LOC120456921|XP_039499993.1|DSAN	LOC118517524|XP_035919646.1|ASTE
OG0004080	LOC120445819|XP_039482370.1|DSAN	LOC118504862|XP_035895791.1|ASTE
OG0004081	LOC120447207|XP_039484648.1|DSAN	LOC118505285|XP_035896759.1|ASTE
OG0004082	LOC120445062|XP_039481120.1|DSAN	LOC118505657|XP_035897641.1|ASTE
OG0004083	LOC120451783|XP_039491667.1|DSAN	LOC118505659|XP_035897643.1|ASTE
OG0004084	LOC120450053|XP_039488744.1|DSAN	LOC118505660|XP_035897645.1|ASTE
OG0004085	LOC120452706|XP_039493000.1|DSAN	LOC118505682|XP_035897708.1|ASTE
OG0004086	LOC120454287|XP_039495407.1|DSAN	LOC118504924|XP_035895902.1|ASTE
OG0004087	LOC120455996|XP_039498488.1|DSAN	LOC118506727|XP_035900157.1|ASTE
OG0004088	LOC120453719|XP_039494480.1|DSAN	LOC118502764|XP_035891241.1|ASTE, LOC118502890|XP_035891501.1|ASTE
OG0004089	LOC120455353|XP_039497382.1|DSAN	LOC118505535|XP_035897343.1|ASTE
OG0004090	LOC120452232|XP_039492291.1|DSAN	LOC118505503|XP_035897264.1|ASTE
OG0004092	LOC120455905|XP_039498342.1|DSAN	LOC118505513|XP_035897305.1|ASTE
OG0004094	LOC120455572|XP_039497873.1|DSAN	LOC118517189|XP_035919022.1|ASTE, LOC118505289|XP_035896767.1|ASTE
OG0004095	LOC120451803|XP_039491690.1|DSAN	LOC118504505|XP_035894925.1|ASTE
OG0004096	LOC120454288|XP_039495408.1|DSAN	LOC118504495|XP_035894911.1|ASTE
OG0004097	LOC120448863|XP_039487010.1|DSAN	LOC118507624|XP_035902239.1|ASTE
OG0004098	LOC120450731|XP_039489782.1|DSAN	LOC118507620|XP_035902231.1|ASTE
OG0004099	LOC120450898|XP_039490074.1|DSAN	LOC118507116|XP_035901013.1|ASTE
OG0004100	LOC120452231|XP_039492290.1|DSAN	LOC118507121|XP_035901019.1|ASTE
OG0004101	LOC120451689|XP_039491516.1|DSAN	LOC118507123|XP_035901024.1|ASTE
OG0004102	LOC120451688|XP_039491508.1|DSAN	LOC118507136|XP_035901059.1|ASTE
OG0004103	LOC120451433|XP_039491042.1|DSAN	LOC118507135|XP_035901057.1|ASTE
OG0004104	LOC120453222|XP_039493748.1|DSAN	LOC118507137|XP_035901060.1|ASTE
OG0004105	LOC120449050|XP_039487276.1|DSAN	LOC118505647|XP_035897622.1|ASTE
OG0004106	LOC120448139|XP_039485890.1|DSAN	LOC118504714|XP_035895444.1|ASTE
OG0004107	LOC120449155|XP_039487426.1|DSAN	LOC118504704|XP_035895430.1|ASTE
OG0004108	LOC120451481|XP_039491136.1|DSAN	LOC118504697|XP_035895418.1|ASTE
OG0004109	LOC120452233|XP_039492293.1|DSAN	LOC118504699|XP_035895421.1|ASTE
OG0004110	LOC120449053|XP_039487281.1|DSAN	LOC118504700|XP_035895422.1|ASTE
OG0004111	LOC120451729|XP_039491570.1|DSAN	LOC118504576|XP_035895110.1|ASTE
OG0004112	LOC120453697|XP_039494452.1|DSAN	LOC118504940|XP_035895928.1|ASTE, LOC118517077|XP_035918821.1|ASTE
OG0004113	LOC120456411|XP_039499175.1|DSAN	LOC118504955|XP_035895968.1|ASTE
OG0004114	LOC120457022|XP_039500115.1|DSAN	LOC118517584|XP_035919752.1|ASTE
OG0004115	LOC120457020|XP_039500109.1|DSAN	LOC118517578|XP_035919727.1|ASTE
OG0004116	LOC120452371|XP_039492496.1|DSAN	LOC118506166|XP_035898830.1|ASTE, LOC118506502|XP_035899596.1|ASTE
OG0004117	LOC120452729|XP_039493031.1|DSAN	LOC118506503|XP_035899611.1|ASTE
OG0004118	LOC120446484|XP_039483422.1|DSAN	LOC118505320|XP_035896858.1|ASTE
OG0004119	LOC120451535|XP_039491247.1|DSAN	LOC118517516|XP_035919634.1|ASTE
OG0004120	LOC120450979|XP_039490210.1|DSAN	LOC118503648|XP_035893057.1|ASTE
OG0004121	LOC120448354|XP_039486255.1|DSAN	LOC118505521|XP_035897314.1|ASTE
OG0004122	LOC120454419|XP_039495625.1|DSAN	LOC118505496|XP_035897249.1|ASTE
OG0004123	LOC120450986|XP_039490221.1|DSAN	LOC118505466|XP_035897168.1|ASTE
OG0004124	LOC120457190|XP_039500474.1|DSAN	LOC118506654|XP_035899961.1|ASTE
OG0004125	LOC120453598|XP_039494297.1|DSAN	LOC118506292|XP_035899117.1|ASTE
OG0004126	LOC120454409|XP_039495605.1|DSAN	LOC118503650|XP_035893062.1|ASTE
OG0004127	LOC120450632|XP_039489718.1|DSAN	LOC118507726|XP_035902573.1|ASTE
OG0004128	LOC120453443|XP_039494084.1|DSAN	LOC118517102|XP_035918853.1|ASTE, LOC118503686|XP_035893120.1|ASTE
OG0004129	LOC120447051|XP_039484365.1|DSAN	LOC118507635|XP_035902252.1|ASTE
OG0004130	LOC120455671|XP_039498002.1|DSAN	LOC118506342|XP_035899218.1|ASTE
OG0004131	LOC120452946|XP_039493361.1|DSAN	LOC118502610|XP_035890870.1|ASTE
OG0004132	LOC120450161|XP_039488939.1|DSAN	LOC118502608|XP_035890866.1|ASTE
OG0004133	LOC120444988|XP_039480958.1|DSAN	LOC118502604|XP_035890861.1|ASTE
OG0004134	LOC120450982|XP_039490213.1|DSAN	LOC118502589|XP_035890833.1|ASTE
OG0004135	LOC120454282|XP_039495384.1|DSAN	LOC118508524|XP_035904276.1|ASTE
OG0004136	LOC120452511|XP_039492699.1|DSAN	LOC118517519|XP_035919641.1|ASTE
OG0004137	LOC120452034|XP_039492019.1|DSAN	LOC118507016|XP_035900846.1|ASTE
OG0004138	LOC120448109|XP_039485846.1|DSAN	LOC118507025|XP_035900868.1|ASTE
OG0004139	LOC120456112|XP_039498673.1|DSAN	LOC118507024|XP_035900867.1|ASTE
OG0004140	LOC120456967|XP_039500047.1|DSAN	LOC118507062|XP_035900933.1|ASTE
OG0004141	LOC120446064|XP_039482778.1|DSAN	LOC118504344|XP_035894598.1|ASTE
OG0004142	LOC120456256|XP_039498909.1|DSAN	LOC118507677|XP_035902360.1|ASTE
OG0004143	LOC120454643|XP_039496078.1|DSAN	LOC118508546|XP_035904328.1|ASTE
OG0004145	LOC120447933|XP_039485532.1|DSAN	LOC118507764|XP_035902674.1|ASTE
OG0004146	LOC120452289|XP_039492357.1|DSAN	LOC118507113|XP_035901008.1|ASTE
OG0004147	LOC120445079|XP_039481142.1|DSAN	LOC118504360|XP_035894645.1|ASTE
OG0004148	LOC120453777|XP_039494552.1|DSAN	LOC118504589|XP_035895136.1|ASTE
OG0004149	LOC120453618|XP_039494331.1|DSAN	LOC118504602|XP_035895159.1|ASTE
OG0004150	LOC120450946|XP_039490153.1|DSAN	LOC118506521|XP_035899651.1|ASTE
OG0004151	LOC120454619|XP_039496017.1|DSAN	LOC118508253|XP_035903759.1|ASTE, LOC118515266|XP_035917847.1|ASTE
OG0004152	LOC120452767|XP_039493086.1|DSAN	LOC118508264|XP_035903788.1|ASTE
OG0004153	LOC120444714|XP_039480525.1|DSAN	LOC118508270|XP_035903804.1|ASTE
OG0004154	LOC120448031|XP_039485706.1|DSAN	LOC118508273|XP_035903807.1|ASTE
OG0004155	LOC120454704|XP_039496176.1|DSAN	LOC118503212|XP_035892095.1|ASTE
OG0004156	LOC120451793|XP_039491680.1|DSAN	LOC118503217|XP_035892103.1|ASTE
OG0004157	LOC120457281|XP_039500655.1|DSAN	LOC118503219|XP_035892105.1|ASTE
OG0004158	LOC120447601|XP_039485006.1|DSAN	LOC118504761|XP_035895582.1|ASTE
OG0004159	LOC120450739|XP_039489791.1|DSAN	LOC118504763|XP_035895584.1|ASTE
OG0004160	LOC120450395|XP_039489325.1|DSAN	LOC118504765|XP_035895588.1|ASTE
OG0004161	LOC120454382|XP_039495554.1|DSAN	LOC118502359|XP_035890461.1|ASTE
OG0004162	LOC120451472|XP_039491098.1|DSAN	LOC118505833|XP_035898081.1|ASTE
OG0004163	LOC120453167|XP_039493661.1|DSAN	LOC118502781|XP_035891271.1|ASTE
OG0004164	LOC120451081|XP_039490375.1|DSAN	LOC118506718|XP_035900124.1|ASTE
OG0004165	LOC120444810|XP_039480691.1|DSAN	LOC118505389|XP_035896993.1|ASTE
OG0004166	LOC120444655|XP_039480429.1|DSAN	LOC118506148|XP_035898794.1|ASTE
OG0004167	LOC120452813|XP_039493150.1|DSAN	LOC118503707|XP_035893163.1|ASTE
OG0004168	LOC120452303|XP_039492377.1|DSAN	LOC118507092|XP_035900974.1|ASTE
OG0004169	LOC120456571|XP_039499393.1|DSAN	LOC118506210|XP_035898920.1|ASTE
OG0004170	LOC120455487|XP_039497656.1|DSAN	LOC118504764|XP_035895585.1|ASTE
OG0004171	LOC120456565|XP_039499380.1|DSAN	LOC118504766|XP_035895589.1|ASTE
OG0004172	LOC120455247|XP_039497172.1|DSAN	LOC118507665|XP_035902334.1|ASTE
OG0004174	LOC120446489|XP_039483428.1|DSAN	LOC118503265|XP_035892202.1|ASTE
OG0004175	LOC120445125|XP_039481207.1|DSAN	LOC118508551|XP_035904334.1|ASTE
OG0004176	LOC120448329|XP_039486215.1|DSAN	LOC118502587|XP_035890831.1|ASTE
OG0004177	LOC120451537|XP_039491249.1|DSAN	LOC118508525|XP_035904286.1|ASTE
OG0004178	LOC120453409|XP_039494037.1|DSAN	LOC118507703|XP_035902468.1|ASTE
OG0004179	LOC120456325|XP_039499024.1|DSAN	LOC118503010|XP_035891719.1|ASTE
OG0004180	LOC120450862|XP_039490011.1|DSAN	LOC118502987|XP_035891672.1|ASTE
OG0004181	LOC120450968|XP_039490193.1|DSAN	LOC118506967|XP_035900695.1|ASTE
OG0004182	LOC120448336|XP_039486224.1|DSAN	LOC118505695|XP_035897728.1|ASTE
OG0004183	LOC120449188|XP_039487474.1|DSAN	LOC118505696|XP_035897734.1|ASTE
OG0004184	LOC120449055|XP_039487283.1|DSAN	LOC118507627|XP_035902241.1|ASTE
OG0004185	LOC120448020|XP_039485695.1|DSAN	LOC118514121|XP_035916600.1|ASTE
OG0004186	LOC120457073|XP_039500186.1|DSAN	LOC118507590|XP_035902146.1|ASTE
OG0004187	LOC120451048|XP_039490338.1|DSAN	LOC118507583|XP_035902137.1|ASTE
OG0004188	LOC120451474|XP_039491100.1|DSAN	LOC118507705|XP_035902489.1|ASTE
OG0004189	LOC120451478|XP_039491132.1|DSAN	LOC118507711|XP_035902499.1|ASTE
OG0004190	LOC120453046|XP_039493500.1|DSAN	LOC118507723|XP_035902567.1|ASTE
OG0004191	LOC120453376|XP_039493984.1|DSAN	LOC118507725|XP_035902571.1|ASTE
OG0004192	LOC120453016|XP_039493466.1|DSAN	LOC118505710|XP_035897772.1|ASTE, LOC118505711|XP_035897776.1|ASTE
OG0004193	LOC120456570|XP_039499390.1|DSAN	LOC118505706|XP_035897752.1|ASTE, LOC118505712|XP_035897778.1|ASTE
OG0004194	LOC120451281|XP_039490760.1|DSAN	LOC118508426|XP_035904095.1|ASTE
OG0004195	LOC120455452|XP_039497605.1|DSAN	LOC118507941|XP_035903152.1|ASTE
OG0004196	LOC120454556|XP_039495881.1|DSAN	LOC118507939|XP_035903147.1|ASTE
OG0004197	LOC120452594|XP_039492826.1|DSAN	LOC118507950|XP_035903168.1|ASTE
OG0004198	LOC120454632|XP_039496054.1|DSAN	LOC118502650|XP_035890992.1|ASTE
OG0004199	LOC120453113|XP_039493583.1|DSAN	LOC118506988|XP_035900753.1|ASTE
OG0004200	LOC120444808|XP_039480689.1|DSAN	LOC118502793|XP_035891288.1|ASTE
OG0004201	LOC120454559|XP_039495883.1|DSAN	LOC118502795|XP_035891295.1|ASTE
OG0004202	LOC120453546|XP_039494233.1|DSAN	LOC118502799|XP_035891306.1|ASTE
OG0004203	LOC120452948|XP_039493363.1|DSAN	LOC118502800|XP_035891307.1|ASTE
OG0004204	LOC120448300|XP_039486173.1|DSAN	LOC118506925|XP_035900618.1|ASTE
OG0004205	LOC120448154|XP_039485925.1|DSAN	LOC118505697|XP_035897737.1|ASTE, LOC118505720|XP_035897794.1|ASTE
OG0004206	LOC120454434|XP_039495664.1|DSAN	LOC118506558|XP_035899771.1|ASTE
OG0004207	LOC120451387|XP_039490984.1|DSAN	LOC118506559|XP_035899772.1|ASTE
OG0004208	LOC120453867|XP_039494706.1|DSAN	LOC118506565|XP_035899780.1|ASTE
OG0004209	LOC120452278|XP_039492343.1|DSAN	LOC118504314|XP_035894514.1|ASTE
OG0004210	LOC120450970|XP_039490196.1|DSAN	LOC118506692|XP_035900057.1|ASTE
OG0004211	LOC120451806|XP_039491736.1|DSAN	LOC118506686|XP_035900049.1|ASTE
OG0004212	LOC120453689|XP_039494443.1|DSAN	LOC118506734|XP_035900166.1|ASTE
OG0004213	LOC120452068|XP_039492065.1|DSAN	LOC118505062|XP_035896233.1|ASTE
OG0004214	LOC120445070|XP_039481130.1|DSAN	LOC118505258|XP_035896709.1|ASTE
OG0004215	LOC120445280|XP_039481514.1|DSAN	LOC118504502|XP_035894921.1|ASTE
OG0004216	LOC120448283|XP_039486146.1|DSAN	LOC118508360|XP_035903971.1|ASTE
OG0004217	LOC120449211|XP_039487512.1|DSAN	LOC118508355|XP_035903952.1|ASTE
OG0004218	LOC120455030|XP_039496796.1|DSAN	LOC118505413|XP_035897055.1|ASTE
OG0004219	LOC120451699|XP_039491528.1|DSAN	LOC118507682|XP_035902375.1|ASTE
OG0004220	LOC120453789|XP_039494576.1|DSAN	LOC118508358|XP_035903955.1|ASTE
OG0004221	LOC120454667|XP_039496112.1|DSAN	LOC118506423|XP_035899413.1|ASTE
OG0004222	LOC120453237|XP_039493772.1|DSAN	LOC118506425|XP_035899418.1|ASTE
OG0004223	LOC120451367|XP_039490948.1|DSAN	LOC118503185|XP_035892056.1|ASTE
OG0004224	LOC120451544|XP_039491260.1|DSAN	LOC118503184|XP_035892053.1|ASTE
OG0004225	LOC120455156|XP_039497001.1|DSAN	LOC118503188|XP_035892062.1|ASTE
OG0004226	LOC120453809|XP_039494617.1|DSAN	LOC118505803|XP_035898036.1|ASTE
OG0004227	LOC120452295|XP_039492364.1|DSAN	LOC118506219|XP_035898945.1|ASTE
OG0004228	LOC120452297|XP_039492366.1|DSAN	LOC118504310|XP_035894505.1|ASTE
OG0004229	LOC120444341|XP_039479845.1|DSAN	LOC118504804|XP_035895685.1|ASTE
OG0004230	LOC120456167|XP_039498752.1|DSAN	LOC118503248|XP_035892166.1|ASTE
OG0004231	LOC120450206|XP_039489007.1|DSAN	LOC118505397|XP_035897018.1|ASTE
OG0004232	LOC120450210|XP_039489013.1|DSAN	LOC118505399|XP_035897023.1|ASTE
OG0004233	LOC120450208|XP_039489011.1|DSAN	LOC118505398|XP_035897019.1|ASTE
OG0004234	LOC120449653|XP_039488184.1|DSAN	LOC118508510|XP_035904244.1|ASTE
OG0004235	LOC120457001|XP_039500089.1|DSAN	LOC118508508|XP_035904239.1|ASTE
OG0004236	LOC120453156|XP_039493645.1|DSAN	LOC118506870|XP_035900499.1|ASTE
OG0004237	LOC120454386|XP_039495563.1|DSAN	LOC118507935|XP_035903132.1|ASTE
OG0004238	LOC120453845|XP_039494676.1|DSAN	LOC118503616|XP_035892994.1|ASTE
OG0004239	LOC120452435|XP_039492596.1|DSAN	LOC118503618|XP_035892996.1|ASTE
OG0004240	LOC120451022|XP_039490281.1|DSAN	LOC118506161|XP_035898826.1|ASTE
OG0004241	LOC120454527|XP_039495831.1|DSAN	LOC118504248|XP_035894367.1|ASTE
OG0004242	LOC120454221|XP_039495254.1|DSAN	LOC118504249|XP_035894368.1|ASTE
OG0004243	LOC120449228|XP_039487533.1|DSAN	LOC118504991|XP_035896062.1|ASTE
OG0004244	LOC120451284|XP_039490764.1|DSAN	LOC118505012|XP_035896093.1|ASTE
OG0004245	LOC120450402|XP_039489332.1|DSAN	LOC118506325|XP_035899174.1|ASTE
OG0004246	LOC120448626|XP_039486677.1|DSAN	LOC118504322|XP_035894543.1|ASTE
OG0004247	LOC120454985|XP_039496710.1|DSAN	LOC118505070|XP_035896246.1|ASTE
OG0004248	LOC120446101|XP_039482827.1|DSAN	LOC118505096|XP_035896291.1|ASTE
OG0004249	LOC120448689|XP_039486771.1|DSAN	LOC118505010|XP_035896091.1|ASTE
OG0004250	LOC120451575|XP_039491321.1|DSAN	LOC118504992|XP_035896063.1|ASTE
OG0004251	LOC120455750|XP_039498108.1|DSAN	LOC118504980|XP_035896016.1|ASTE
OG0004252	LOC120453686|XP_039494440.1|DSAN	LOC118504981|XP_035896027.1|ASTE
OG0004253	LOC120453602|XP_039494302.1|DSAN	LOC118507563|XP_035902077.1|ASTE
OG0004254	LOC120455848|XP_039498253.1|DSAN	LOC118504382|XP_035894686.1|ASTE
OG0004255	LOC120443969|XP_039479372.1|DSAN	LOC118502881|XP_035891493.1|ASTE
OG0004257	LOC120452987|XP_039493422.1|DSAN	LOC118506328|XP_035899183.1|ASTE
OG0004258	LOC120454646|XP_039496081.1|DSAN	LOC118507082|XP_035900958.1|ASTE
OG0004259	LOC120444964|XP_039480915.1|DSAN	LOC118507083|XP_035900960.1|ASTE
OG0004260	LOC120454631|XP_039496043.1|DSAN	LOC118505153|XP_035896431.1|ASTE
OG0004261	LOC120454256|XP_039495319.1|DSAN	LOC118505167|XP_035896466.1|ASTE
OG0004262	LOC120454302|XP_039495434.1|DSAN	LOC118517340|XP_035919217.1|ASTE, LOC118511197|XP_035909863.1|ASTE
OG0004263	LOC120451361|XP_039490931.1|DSAN	LOC118510984|XP_035909384.1|ASTE
OG0004264	LOC120450763|XP_039489837.1|DSAN	LOC118510977|XP_035909371.1|ASTE
OG0004265	LOC120452489|XP_039492672.1|DSAN	LOC118510946|XP_035909277.1|ASTE
OG0004266	LOC120454270|XP_039495367.1|DSAN	LOC118502502|XP_035890628.1|ASTE
OG0004267	LOC120451166|XP_039490536.1|DSAN	LOC118504237|XP_035894352.1|ASTE
OG0004268	LOC120444557|XP_039480240.1|DSAN	LOC118504267|XP_035894389.1|ASTE
OG0004269	LOC120444976|XP_039480931.1|DSAN	LOC118505815|XP_035898053.1|ASTE
OG0004270	LOC120448618|XP_039486668.1|DSAN	LOC118508278|XP_035903812.1|ASTE
OG0004271	LOC120447148|XP_039484528.1|DSAN	LOC118511195|XP_035909861.1|ASTE, LOC118517338|XP_035919215.1|ASTE
OG0004272	LOC120452092|XP_039492100.1|DSAN	LOC118505799|XP_035898027.1|ASTE
OG0004273	LOC120454062|XP_039495005.1|DSAN	LOC118505798|XP_035898026.1|ASTE
OG0004274	LOC120456408|XP_039499173.1|DSAN	LOC118507972|XP_035903197.1|ASTE
OG0004275	LOC120456122|XP_039498685.1|DSAN	LOC118512407|XP_035912692.1|ASTE
OG0004276	LOC120450487|XP_039489467.1|DSAN	LOC118515259|XP_035917837.1|ASTE, LOC118505938|XP_035898350.1|ASTE
OG0004278	LOC120456496|XP_039499297.1|DSAN	LOC118506006|XP_035898484.1|ASTE
OG0004279	LOC120458081|XP_039501531.1|DSAN	LOC118506015|XP_035898494.1|ASTE
OG0004280	LOC120455130|XP_039496956.1|DSAN	LOC118506020|XP_035898499.1|ASTE
OG0004281	LOC120458096|XP_039501558.1|DSAN	LOC118504065|XP_035893996.1|ASTE
OG0004282	LOC120445544|XP_039481951.1|DSAN	LOC118507240|XP_035901385.1|ASTE
OG0004283	LOC120445545|XP_039481952.1|DSAN	LOC118507297|XP_035901554.1|ASTE
OG0004284	LOC120450586|XP_039489644.1|DSAN	LOC118517628|XP_035919832.1|ASTE
OG0004285	LOC120453649|XP_039494376.1|DSAN	LOC118505779|XP_035897949.1|ASTE
OG0004286	LOC120448434|XP_039486375.1|DSAN	LOC118503484|XP_035892679.1|ASTE
OG0004287	LOC120449187|XP_039487469.1|DSAN	LOC118503487|XP_035892682.1|ASTE
OG0004288	LOC120448339|XP_039486236.1|DSAN	LOC118504005|XP_035893854.1|ASTE
OG0004289	LOC120447520|XP_039484883.1|DSAN	LOC118504052|XP_035893963.1|ASTE
OG0004290	LOC120447133|XP_039484501.1|DSAN	LOC118503473|XP_035892663.1|ASTE
OG0004291	LOC120446613|XP_039483592.1|DSAN	LOC118503543|XP_035892836.1|ASTE
OG0004292	LOC120448622|XP_039486672.1|DSAN	LOC118505280|XP_035896743.1|ASTE
OG0004293	LOC120449049|XP_039487275.1|DSAN	LOC118505283|XP_035896757.1|ASTE
OG0004294	LOC120448153|XP_039485924.1|DSAN	LOC118503422|XP_035892552.1|ASTE
OG0004295	LOC120448923|XP_039487087.1|DSAN	LOC118503416|XP_035892544.1|ASTE
OG0004296	LOC120448992|XP_039487193.1|DSAN	LOC118503414|XP_035892541.1|ASTE
OG0004297	LOC120446539|XP_039483489.1|DSAN	LOC118507918|XP_035903112.1|ASTE
OG0004298	LOC120451353|XP_039490917.1|DSAN	LOC118507235|XP_035901378.1|ASTE
OG0004299	LOC120445966|XP_039482604.1|DSAN	LOC118507230|XP_035901303.1|ASTE
OG0004300	LOC120446104|XP_039482829.1|DSAN	LOC118505972|XP_035898414.1|ASTE
OG0004301	LOC120448905|XP_039487062.1|DSAN	LOC118505969|XP_035898406.1|ASTE
OG0004302	LOC120445767|XP_039482296.1|DSAN	LOC118508024|XP_035903307.1|ASTE
OG0004303	LOC120444965|XP_039480919.1|DSAN	LOC118504748|XP_035895537.1|ASTE
OG0004304	LOC120446812|XP_039483908.1|DSAN	LOC118504749|XP_035895538.1|ASTE
OG0004305	LOC120446964|XP_039484154.1|DSAN	LOC118503523|XP_035892776.1|ASTE
OG0004306	LOC120444944|XP_039480881.1|DSAN	LOC118508027|XP_035903319.1|ASTE
OG0004307	LOC120446130|XP_039482889.1|DSAN	LOC118503971|XP_035893788.1|ASTE
OG0004308	LOC120445792|XP_039482331.1|DSAN	LOC118503979|XP_035893807.1|ASTE
OG0004309	LOC120449927|XP_039488554.1|DSAN	LOC118507993|XP_035903255.1|ASTE
OG0004310	LOC120458665|XP_039502333.1|DSAN	LOC118503500|XP_035892727.1|ASTE
OG0004311	LOC120448646|XP_039486707.1|DSAN	LOC118516469|XP_035918266.1|ASTE, LOC118505889|XP_035898230.1|ASTE
OG0004312	LOC120445861|XP_039482437.1|DSAN	LOC118512403|XP_035912682.1|ASTE
OG0004313	LOC120458691|XP_039502363.1|DSAN	LOC118503960|XP_035893746.1|ASTE
OG0004314	LOC120444829|XP_039480719.1|DSAN	LOC118504023|XP_035893894.1|ASTE
OG0004315	LOC120446514|XP_039483456.1|DSAN	LOC118504029|XP_035893902.1|ASTE
OG0004316	LOC120458398|XP_039501957.1|DSAN	LOC118505842|XP_035898095.1|ASTE
OG0004317	LOC120458404|XP_039501967.1|DSAN	LOC118507927|XP_035903123.1|ASTE
OG0004318	LOC120444337|XP_039479829.1|DSAN	LOC118503447|XP_035892605.1|ASTE
OG0004319	LOC120446180|XP_039482951.1|DSAN	LOC118503931|XP_035893670.1|ASTE
OG0004320	LOC120451468|XP_039491087.1|DSAN	LOC118503915|XP_035893605.1|ASTE
OG0004321	LOC120443877|XP_039479194.1|DSAN	LOC118505977|XP_035898425.1|ASTE
OG0004322	LOC120453404|XP_039494027.1|DSAN	LOC118504151|XP_035894169.1|ASTE
OG0004323	LOC120449738|XP_039488304.1|DSAN	LOC118516332|XP_035918033.1|ASTE, LOC118506065|XP_035898613.1|ASTE, LOC118516527|XP_035918354.1|ASTE
