Orthogroup	DSAN.longest_only	CQUI.longest_only
OG0002991	LOC120447107|XP_039484452.1|DSAN	LOC6036016|XP_038112584.1|CQUI
OG0002992	LOC120447225|XP_039484678.1|DSAN	LOC6049489|XP_038113490.1|CQUI
OG0002993	LOC120447537|XP_039484915.1|DSAN	LOC6033591|XP_001844020.2|CQUI
OG0002994	LOC120445584|XP_039482013.1|DSAN	LOC6033614|XP_001844041.2|CQUI
OG0002995	LOC120443928|XP_039479305.1|DSAN	LOC6033633|XP_001844060.2|CQUI
OG0002996	LOC120452769|XP_039493088.1|DSAN	LOC6042655|XP_001853245.2|CQUI
OG0002997	LOC120456288|XP_039498966.1|DSAN	LOC6042654|XP_001853240.1|CQUI
OG0002998	LOC120455907|XP_039498348.1|DSAN	LOC6042647|XP_038119998.1|CQUI
OG0002999	LOC120448196|XP_039485996.1|DSAN	LOC6046084|XP_001863337.2|CQUI
OG0003000	LOC120452619|XP_039492858.1|DSAN	LOC6040482|XP_001849868.1|CQUI
OG0003001	LOC120445434|XP_039481798.1|DSAN	LOC6040471|XP_038114999.1|CQUI
OG0003002	LOC120450578|XP_039489630.1|DSAN	LOC6039005|XP_001848687.1|CQUI
OG0003003	LOC120445481|XP_039481861.1|DSAN	LOC6038996|XP_001848679.2|CQUI
OG0003004	LOC120457136|XP_039500312.1|DSAN	LOC6032236|XP_001842874.1|CQUI
OG0003005	LOC120456905|XP_039499968.1|DSAN	LOC6032237|XP_001842875.1|CQUI
OG0003006	LOC120452310|XP_039492394.1|DSAN	LOC119769522|XP_038118252.1|CQUI, LOC6042210|XP_038118251.1|CQUI
OG0003007	LOC120452115|XP_039492126.1|DSAN	LOC6042227|XP_038120447.1|CQUI
OG0003008	LOC120452413|XP_039492566.1|DSAN	LOC6052369|XP_001868651.1|CQUI
OG0003009	LOC120449792|XP_039488370.1|DSAN	LOC6033055|XP_038121097.1|CQUI
OG0003010	LOC120446762|XP_039483833.1|DSAN	LOC6047786|XP_038116518.1|CQUI
OG0003011	LOC120446161|XP_039482926.1|DSAN	LOC6047792|XP_038120920.1|CQUI
OG0003012	LOC120451172|XP_039490542.1|DSAN	LOC6038335|XP_038121896.1|CQUI, LOC6045113|XP_038119642.1|CQUI
OG0003013	LOC120457133|XP_039500306.1|DSAN	LOC6049288|XP_038115187.1|CQUI
OG0003014	LOC120456600|XP_039499443.1|DSAN	LOC6049284|XP_001866069.1|CQUI
OG0003015	LOC120456575|XP_039499396.1|DSAN	LOC6041956|XP_038118294.1|CQUI
OG0003016	LOC120447660|XP_039485109.1|DSAN	LOC6047988|XP_038114931.1|CQUI
OG0003017	LOC120453183|XP_039493680.1|DSAN	LOC6046058|XP_001863310.2|CQUI
OG0003018	LOC120454295|XP_039495424.1|DSAN	LOC6046225|XP_001863448.1|CQUI
OG0003019	LOC120449840|XP_039488428.1|DSAN	LOC6046236|XP_038120898.1|CQUI
OG0003020	LOC120454416|XP_039495621.1|DSAN	LOC6041936|XP_001851126.1|CQUI
OG0003021	LOC120451490|XP_039491170.1|DSAN	LOC6047446|XP_038119505.1|CQUI
OG0003022	LOC120450227|XP_039489038.1|DSAN	LOC6039340|XP_038116200.1|CQUI
OG0003023	LOC120456671|XP_039499544.1|DSAN	LOC6041742|XP_038114517.1|CQUI
OG0003024	LOC120448122|XP_039485865.1|DSAN	LOC6034960|XP_038117761.1|CQUI
OG0003026	LOC120453857|XP_039494696.1|DSAN	LOC6039396|XP_038116666.1|CQUI
OG0003027	LOC120453657|XP_039494385.1|DSAN	LOC6039397|XP_038116665.1|CQUI
OG0003028	LOC120449676|XP_039488212.1|DSAN	LOC6039743|XP_038114660.1|CQUI
OG0003029	LOC120449321|XP_039487652.1|DSAN	LOC6041807|XP_001851021.2|CQUI
OG0003030	LOC120454073|XP_039495018.1|DSAN	LOC6051111|XP_001867595.1|CQUI
OG0003031	LOC120455303|XP_039497277.1|DSAN	LOC6035001|XP_038115754.1|CQUI
OG0003032	LOC120452844|XP_039493214.1|DSAN	LOC6051463|XP_001867901.1|CQUI
OG0003033	LOC120449750|XP_039488318.1|DSAN	LOC6038145|XP_001847979.2|CQUI
OG0003034	LOC120451108|XP_039490453.1|DSAN	LOC6049539|XP_038117822.1|CQUI
OG0003035	LOC120453597|XP_039494294.1|DSAN	LOC6041237|XP_001850529.2|CQUI
OG0003036	LOC120458712|XP_039502398.1|DSAN	LOC6041236|XP_001850528.2|CQUI
OG0003037	LOC120448035|XP_039485713.1|DSAN	LOC6050948|XP_001867462.2|CQUI
OG0003038	LOC120445737|XP_039482245.1|DSAN	LOC6047739|XP_001864758.1|CQUI
OG0003039	LOC120455290|XP_039497268.1|DSAN	LOC6048064|XP_038115948.1|CQUI, LOC6036231|XP_001846301.2|CQUI
OG0003040	LOC120447508|XP_039484853.1|DSAN	LOC6050495|XP_038121365.1|CQUI
OG0003041	LOC120447803|XP_039485308.1|DSAN	LOC6052569|XP_038114894.1|CQUI
OG0003042	LOC120450894|XP_039490069.1|DSAN	LOC6039117|XP_038118404.1|CQUI
OG0003043	LOC120451864|XP_039491801.1|DSAN	LOC6039118|XP_001848782.2|CQUI
OG0003044	LOC120443934|XP_039479313.1|DSAN	LOC6039128|XP_038114758.1|CQUI
OG0003045	LOC120451432|XP_039491041.1|DSAN	LOC6039131|XP_001848791.2|CQUI
OG0003046	LOC120451935|XP_039491889.1|DSAN	LOC6054290|XP_038120617.1|CQUI
OG0003047	LOC120451937|XP_039491892.1|DSAN	LOC6054289|XP_001870229.2|CQUI
OG0003048	LOC120445112|XP_039481191.1|DSAN	LOC6049634|XP_001866360.1|CQUI
OG0003049	LOC120453766|XP_039494535.1|DSAN	LOC6049618|XP_038121400.1|CQUI
OG0003050	LOC120452521|XP_039492710.1|DSAN	LOC6053994|XP_038118087.1|CQUI
OG0003051	LOC120450075|XP_039488795.1|DSAN	LOC6046283|XP_001863509.2|CQUI
OG0003052	LOC120454329|XP_039495466.1|DSAN	LOC6048847|XP_038117564.1|CQUI
OG0003053	LOC120453221|XP_039493746.1|DSAN	LOC6046002|XP_001863268.2|CQUI
OG0003054	LOC120452160|XP_039492198.1|DSAN	LOC6046021|XP_038116483.1|CQUI
OG0003055	LOC120451154|XP_039490515.1|DSAN	LOC6049808|XP_038117696.1|CQUI
OG0003056	LOC120455604|XP_039497917.1|DSAN	LOC6039740|XP_038118361.1|CQUI
OG0003057	LOC120445370|XP_039481678.1|DSAN	LOC6039718|XP_001849272.2|CQUI
OG0003058	LOC120444821|XP_039480711.1|DSAN	LOC6039705|XP_038118269.1|CQUI
OG0003059	LOC120455617|XP_039497932.1|DSAN	LOC6039697|XP_001849256.2|CQUI
OG0003060	LOC120444985|XP_039480950.1|DSAN	LOC6054796|XP_001870648.1|CQUI
OG0003061	LOC120455335|XP_039497348.1|DSAN	LOC6050268|XP_001866905.2|CQUI
OG0003062	LOC120454129|XP_039495103.1|DSAN	LOC6050278|XP_038119613.1|CQUI
OG0003063	LOC120447958|XP_039485581.1|DSAN	LOC6048882|XP_038115158.1|CQUI
OG0003064	LOC120451736|XP_039491579.1|DSAN	LOC6047139|XP_038120399.1|CQUI
OG0003065	LOC120457846|XP_039501297.1|DSAN	LOC6039516|XP_038114865.1|CQUI
OG0003066	LOC120452539|XP_039492740.1|DSAN	LOC6039511|XP_001849114.2|CQUI
OG0003067	LOC120452593|XP_039492824.1|DSAN	LOC6039486|XP_001849090.2|CQUI
OG0003068	LOC120453211|XP_039493736.1|DSAN	LOC6043403|XP_038120034.1|CQUI
OG0003069	LOC120444749|XP_039480611.1|DSAN	LOC6044513|XP_038118119.1|CQUI
OG0003070	LOC120457832|XP_039501266.1|DSAN	LOC6045567|XP_038119660.1|CQUI
OG0003071	LOC120447515|XP_039484864.1|DSAN	LOC6042270|XP_001851407.1|CQUI
OG0003072	LOC120453248|XP_039493794.1|DSAN	LOC6042266|XP_038121812.1|CQUI
OG0003073	LOC120453252|XP_039493799.1|DSAN	LOC6042263|XP_038121814.1|CQUI
OG0003074	LOC120453023|XP_039493480.1|DSAN	LOC6046900|XP_038121353.1|CQUI
OG0003075	LOC120450650|XP_039489741.1|DSAN	LOC6046389|XP_038120214.1|CQUI
OG0003076	LOC120448171|XP_039485942.1|DSAN	LOC6037589|XP_038122008.1|CQUI
OG0003077	LOC120454244|XP_039495291.1|DSAN	LOC6050348|XP_038119867.1|CQUI
OG0003078	LOC120454585|XP_039495954.1|DSAN	LOC6032738|XP_038119775.1|CQUI
OG0003079	LOC120452660|XP_039492923.1|DSAN	LOC6032752|XP_038121762.1|CQUI
OG0003080	LOC120451732|XP_039491575.1|DSAN	LOC6033844|XP_038115428.1|CQUI
OG0003081	LOC120454384|XP_039495561.1|DSAN	LOC6033841|XP_001844234.1|CQUI
OG0003082	LOC120454661|XP_039496098.1|DSAN	LOC6033840|XP_038118315.1|CQUI
OG0003083	LOC120452456|XP_039492619.1|DSAN	LOC6033810|XP_038117780.1|CQUI
OG0003084	LOC120453661|XP_039494389.1|DSAN	LOC6037784|XP_038114598.1|CQUI
OG0003085	LOC120454117|XP_039495081.1|DSAN	LOC6037781|XP_038121694.1|CQUI
OG0003086	LOC120454662|XP_039496099.1|DSAN	LOC6037777|XP_038118129.1|CQUI
OG0003087	LOC120449837|XP_039488425.1|DSAN	LOC6037796|XP_038122136.1|CQUI
OG0003088	LOC120452416|XP_039492569.1|DSAN	LOC6035855|XP_038119431.1|CQUI
OG0003089	LOC120454431|XP_039495655.1|DSAN	LOC6042779|XP_038119918.1|CQUI
OG0003090	LOC120453513|XP_039494195.1|DSAN	LOC6042765|XP_038119359.1|CQUI
OG0003091	LOC120453229|XP_039493762.1|DSAN	LOC6038969|XP_001848658.2|CQUI
OG0003092	LOC120452437|XP_039492599.1|DSAN	LOC6038960|XP_038120811.1|CQUI
OG0003093	LOC120447080|XP_039484410.1|DSAN	LOC6033989|XP_001844377.2|CQUI
OG0003094	LOC120455964|XP_039498442.1|DSAN	LOC6034000|XP_001844387.1|CQUI
OG0003095	LOC120456417|XP_039499183.1|DSAN	LOC6039966|XP_001849457.2|CQUI
OG0003096	LOC120451338|XP_039490851.1|DSAN, LOC120446402|XP_039483276.1|DSAN	LOC6034046|XP_001844425.2|CQUI
OG0003097	LOC120452491|XP_039492674.1|DSAN	LOC6034053|XP_038119695.1|CQUI
OG0003098	LOC120455979|XP_039498466.1|DSAN, LOC120456159|XP_039498732.1|DSAN	LOC6047962|XP_001864944.2|CQUI
OG0003099	LOC120450912|XP_039490102.1|DSAN	LOC119770367|XP_038121034.1|CQUI
OG0003100	LOC120456387|XP_039499147.1|DSAN	LOC6046199|XP_038111629.1|CQUI
OG0003101	LOC120454269|XP_039495358.1|DSAN	LOC6039961|XP_038112364.1|CQUI
OG0003102	LOC120451645|XP_039491442.1|DSAN	LOC6039958|XP_001849451.2|CQUI
OG0003103	LOC120451300|XP_039490800.1|DSAN	LOC6039954|XP_038108665.1|CQUI
OG0003104	LOC120448345|XP_039486241.1|DSAN	LOC6046175|XP_001863408.2|CQUI
OG0003105	LOC120455869|XP_039498275.1|DSAN	LOC6046177|XP_001863411.1|CQUI
OG0003106	LOC120444672|XP_039480456.1|DSAN	LOC119767179|XP_038111027.1|CQUI
OG0003107	LOC120456139|XP_039498699.1|DSAN	LOC6033791|XP_038112005.1|CQUI
OG0003108	LOC120455467|XP_039497623.1|DSAN	LOC6033788|XP_038112003.1|CQUI
OG0003109	LOC120456213|XP_039498827.1|DSAN	LOC6033786|XP_001844189.1|CQUI
OG0003110	LOC120444266|XP_039479713.1|DSAN	LOC6034893|XP_038112282.1|CQUI, LOC6031513|XP_038110018.1|CQUI
OG0003111	LOC120457362|XP_039500824.1|DSAN	LOC6041154|XP_038107069.1|CQUI
OG0003112	LOC120452501|XP_039492686.1|DSAN	LOC6041141|XP_001850441.1|CQUI
OG0003114	LOC120447164|XP_039484553.1|DSAN	LOC6054063|XP_001870043.1|CQUI, LOC6054065|XP_038109087.1|CQUI
OG0003115	LOC120446535|XP_039483482.1|DSAN	LOC6051423|XP_038111361.1|CQUI
OG0003116	LOC120445813|XP_039482361.1|DSAN	LOC6054186|XP_038108052.1|CQUI
OG0003117	LOC120449631|XP_039488153.1|DSAN	LOC6036900|XP_001846876.1|CQUI
OG0003118	LOC120448338|XP_039486232.1|DSAN	LOC6040047|XP_038108920.1|CQUI
OG0003119	LOC120449481|XP_039487891.1|DSAN	LOC6040050|XP_038108300.1|CQUI
OG0003120	LOC120445009|XP_039480995.1|DSAN	LOC6033392|XP_038110296.1|CQUI
OG0003121	LOC120456085|XP_039498611.1|DSAN	LOC6046811|XP_038112332.1|CQUI
OG0003122	LOC120445889|XP_039482474.1|DSAN	LOC6041434|XP_001850694.2|CQUI
OG0003123	LOC120448918|XP_039487075.1|DSAN	LOC6050957|XP_001867470.1|CQUI
OG0003124	LOC120444279|XP_039479729.1|DSAN	LOC6043528|XP_001859578.2|CQUI
OG0003125	LOC120447457|XP_039484761.1|DSAN	LOC6048682|XP_038107479.1|CQUI
OG0003126	LOC120445421|XP_039481771.1|DSAN	LOC6032419|XP_038107284.1|CQUI
OG0003127	LOC120445168|XP_039481282.1|DSAN	LOC6052141|XP_001868454.1|CQUI
OG0003128	LOC120448207|XP_039486018.1|DSAN	LOC6032410|XP_038114081.1|CQUI
OG0003129	LOC120445764|XP_039482294.1|DSAN	LOC6032395|XP_038108275.1|CQUI
OG0003130	LOC120445151|XP_039481248.1|DSAN	LOC6032382|XP_038109409.1|CQUI
OG0003131	LOC120444329|XP_039479816.1|DSAN	LOC6035982|XP_001846021.1|CQUI
OG0003132	LOC120453457|XP_039494108.1|DSAN	LOC6044631|XP_038112202.1|CQUI
OG0003133	LOC120446704|XP_039483737.1|DSAN	LOC6051969|XP_038106298.1|CQUI
OG0003134	LOC120444459|XP_039480060.1|DSAN	LOC6053605|XP_038112428.1|CQUI
OG0003135	LOC120448123|XP_039485867.1|DSAN	LOC6037714|XP_001847597.2|CQUI
OG0003136	LOC120449872|XP_039488465.1|DSAN	LOC6049196|XP_038113435.1|CQUI
OG0003137	LOC120444715|XP_039480526.1|DSAN	LOC6038542|XP_001848329.1|CQUI
OG0003138	LOC120447114|XP_039484469.1|DSAN	LOC6038550|XP_038108777.1|CQUI
OG0003139	LOC120449959|XP_039488594.1|DSAN	LOC119767187|XP_038111074.1|CQUI
OG0003140	LOC120444689|XP_039480489.1|DSAN	LOC6050211|XP_001866855.2|CQUI
OG0003141	LOC120446806|XP_039483901.1|DSAN	LOC6043502|XP_038111133.1|CQUI
OG0003142	LOC120447041|XP_039484323.1|DSAN	LOC6043494|XP_038107263.1|CQUI
OG0003143	LOC120450080|XP_039488806.1|DSAN	LOC6034245|XP_001844591.2|CQUI
OG0003144	LOC120444485|XP_039480100.1|DSAN	LOC6042640|XP_038108691.1|CQUI
OG0003145	LOC120446176|XP_039482986.1|DSAN	LOC6054805|XP_038111143.1|CQUI
OG0003146	LOC120446904|XP_039484062.1|DSAN	LOC6049079|XP_038106319.1|CQUI
OG0003147	LOC120448137|XP_039485888.1|DSAN	LOC6043172|XP_038113430.1|CQUI
OG0003148	LOC120447675|XP_039485134.1|DSAN	LOC6043166|XP_001856893.2|CQUI
OG0003149	LOC120456382|XP_039499139.1|DSAN	LOC6043167|XP_038111832.1|CQUI
OG0003150	LOC120446515|XP_039483457.1|DSAN	LOC6047677|XP_038111033.1|CQUI
OG0003151	LOC120457755|XP_039501187.1|DSAN	LOC6044182|XP_001861725.2|CQUI
OG0003152	LOC120446483|XP_039483421.1|DSAN	LOC6036629|XP_001846656.1|CQUI
OG0003153	LOC120446559|XP_039483511.1|DSAN	LOC6053059|XP_001869215.1|CQUI
OG0003154	LOC120454612|XP_039496008.1|DSAN	LOC6051164|XP_038107845.1|CQUI
OG0003155	LOC120444717|XP_039480529.1|DSAN	LOC6045073|XP_001862485.2|CQUI
OG0003156	LOC120445352|XP_039481627.1|DSAN	LOC6038119|XP_001847955.2|CQUI
OG0003157	LOC120458486|XP_039502081.1|DSAN	LOC6038109|XP_038113136.1|CQUI
OG0003158	LOC120444704|XP_039480509.1|DSAN	LOC6047102|XP_038112009.1|CQUI
OG0003159	LOC120444921|XP_039480849.1|DSAN	LOC6051370|XP_038109228.1|CQUI
OG0003160	LOC120446287|XP_039483111.1|DSAN	LOC6047093|XP_038111960.1|CQUI
OG0003161	LOC120446225|XP_039483026.1|DSAN	LOC6040284|XP_001849711.1|CQUI
OG0003162	LOC120458349|XP_039501900.1|DSAN	LOC6042633|XP_001870695.2|CQUI
OG0003163	LOC120449596|XP_039488097.1|DSAN	LOC6037732|XP_038111159.1|CQUI
OG0003164	LOC120458505|XP_039502107.1|DSAN	LOC6037733|XP_001847613.2|CQUI
OG0003165	LOC120444339|XP_039479833.1|DSAN	LOC6042457|XP_038114125.1|CQUI
OG0003166	LOC120446005|XP_039482688.1|DSAN	LOC6042458|XP_001851572.1|CQUI
OG0003167	LOC120445096|XP_039481162.1|DSAN	LOC6036733|XP_038107989.1|CQUI
OG0003168	LOC120453324|XP_039493915.1|DSAN	LOC6036729|XP_038113448.1|CQUI, LOC6036735|XP_038112204.1|CQUI
OG0003169	LOC120447064|XP_039484388.1|DSAN	LOC6035963|XP_001846071.1|CQUI
OG0003170	LOC120445746|XP_039482255.1|DSAN	LOC6052020|XP_038112209.1|CQUI
OG0003171	LOC120447189|XP_039484611.1|DSAN	LOC6035938|XP_001846047.1|CQUI
OG0003172	LOC120451168|XP_039490539.1|DSAN	LOC6035912|XP_038109519.1|CQUI
OG0003173	LOC120453316|XP_039493907.1|DSAN	LOC6034170|XP_001844525.2|CQUI
OG0003174	LOC120454493|XP_039495775.1|DSAN	LOC6051850|XP_038112047.1|CQUI
OG0003175	LOC120445563|XP_039481975.1|DSAN	LOC6048218|XP_038112539.1|CQUI
OG0003176	LOC120456038|XP_039498547.1|DSAN	LOC119768619|XP_038114728.1|CQUI, LOC119768615|XP_038114703.1|CQUI, LOC6049880|XP_001866570.2|CQUI
OG0003177	LOC120445868|XP_039482445.1|DSAN	LOC6042939|XP_001870878.1|CQUI
OG0003178	LOC120444271|XP_039479719.1|DSAN	LOC6042940|XP_038112766.1|CQUI
OG0003179	LOC120445980|XP_039482646.1|DSAN	LOC6040385|XP_038107224.1|CQUI
OG0003180	LOC120445318|XP_039481574.1|DSAN	LOC6042943|XP_001870882.2|CQUI
OG0003181	LOC120445372|XP_039481688.1|DSAN	LOC6042942|XP_038110161.1|CQUI
OG0003182	LOC120446279|XP_039483099.1|DSAN	LOC6052290|XP_038114286.1|CQUI
OG0003183	LOC120444612|XP_039480327.1|DSAN	LOC6031690|XP_038109838.1|CQUI
OG0003184	LOC120449592|XP_039488089.1|DSAN	LOC6044920|XP_038112171.1|CQUI
OG0003185	LOC120447147|XP_039484527.1|DSAN	LOC6049709|XP_038108588.1|CQUI
OG0003186	LOC120446359|XP_039483224.1|DSAN	LOC6042922|XP_038107965.1|CQUI
OG0003187	LOC120454517|XP_039495818.1|DSAN	LOC6042170|XP_038108840.1|CQUI
OG0003188	LOC120454520|XP_039495820.1|DSAN	LOC6034656|XP_038107763.1|CQUI
OG0003189	LOC120447952|XP_039485573.1|DSAN	LOC6048568|XP_001865472.1|CQUI
OG0003190	LOC120447101|XP_039484446.1|DSAN	LOC6032287|XP_001842923.2|CQUI
OG0003191	LOC120448970|XP_039487165.1|DSAN	LOC6038344|XP_001848159.2|CQUI
OG0003192	LOC120449254|XP_039487567.1|DSAN	LOC6054191|XP_038108956.1|CQUI
OG0003193	LOC120450531|XP_039489557.1|DSAN	LOC6042359|XP_001851487.1|CQUI
OG0003194	LOC120448708|XP_039486802.1|DSAN	LOC6044038|XP_038109455.1|CQUI
OG0003195	LOC120454222|XP_039495256.1|DSAN	LOC6052258|XP_001868553.1|CQUI
OG0003196	LOC120448787|XP_039486912.1|DSAN	LOC6052255|XP_001868552.2|CQUI
OG0003197	LOC120450375|XP_039489297.1|DSAN	LOC6045111|XP_038108110.1|CQUI
OG0003198	LOC120444166|XP_039479692.1|DSAN	LOC6051795|XP_038113485.1|CQUI
OG0003199	LOC120449318|XP_039487648.1|DSAN	LOC6040404|XP_038112754.1|CQUI
OG0003200	LOC120458730|XP_039502417.1|DSAN	LOC6046500|XP_038108225.1|CQUI
OG0003201	LOC120447022|XP_039484276.1|DSAN	LOC6042198|XP_038111088.1|CQUI
OG0003202	LOC120448365|XP_039486267.1|DSAN	LOC6043071|XP_038108375.1|CQUI
OG0003203	LOC120446447|XP_039483362.1|DSAN	LOC6054789|XP_038110535.1|CQUI
OG0003204	LOC120454500|XP_039495786.1|DSAN	LOC119767949|XP_038113945.1|CQUI
OG0003205	LOC120444983|XP_039480944.1|DSAN	LOC6052262|XP_001868546.2|CQUI
OG0003206	LOC120445531|XP_039481932.1|DSAN	LOC6049228|XP_001866026.2|CQUI
OG0003207	LOC120454555|XP_039495879.1|DSAN	LOC119768034|XP_038114257.1|CQUI, LOC6037430|XP_038109354.1|CQUI
OG0003208	LOC120448868|XP_039487015.1|DSAN	LOC6037436|XP_001847350.2|CQUI
OG0003209	LOC120445930|XP_039482525.1|DSAN	LOC6053823|XP_001869839.2|CQUI
OG0003210	LOC120450736|XP_039489789.1|DSAN	LOC6049135|XP_038112475.1|CQUI
OG0003211	LOC120446644|XP_039483649.1|DSAN	LOC6045881|XP_001863164.2|CQUI
OG0003212	LOC120452189|XP_039492234.1|DSAN	LOC6036304|XP_038118824.1|CQUI
OG0003213	LOC120446972|XP_039484177.1|DSAN	LOC6052333|XP_001868616.2|CQUI
OG0003214	LOC120444815|XP_039480698.1|DSAN	LOC6037463|XP_038114303.1|CQUI
OG0003215	LOC120444609|XP_039480320.1|DSAN	LOC119767550|XP_038112322.1|CQUI
OG0003216	LOC120444736|XP_039480600.1|DSAN	LOC6051762|XP_038109754.1|CQUI
OG0003217	LOC120457678|XP_039501105.1|DSAN	LOC6037639|XP_038113324.1|CQUI
OG0003218	LOC120448853|XP_039486994.1|DSAN	LOC6053121|XP_038112153.1|CQUI
OG0003219	LOC120449253|XP_039487566.1|DSAN	LOC6037686|XP_038107546.1|CQUI
OG0003220	LOC120444694|XP_039480494.1|DSAN	LOC6034526|XP_038110313.1|CQUI
OG0003221	LOC120456070|XP_039498593.1|DSAN	LOC6034550|XP_001844850.2|CQUI
OG0003222	LOC120458672|XP_039502342.1|DSAN	LOC6034559|XP_001844858.2|CQUI
OG0003223	LOC120445984|XP_039482650.1|DSAN	LOC6037228|XP_038110852.1|CQUI
OG0003224	LOC120445777|XP_039482313.1|DSAN	LOC6040557|XP_038113288.1|CQUI
OG0003225	LOC120452612|XP_039492848.1|DSAN	LOC119766293|XP_038106681.1|CQUI, LOC6032492|XP_038106682.1|CQUI
OG0003229	LOC120447956|XP_039485580.1|DSAN	LOC6034190|XP_001844545.1|CQUI
OG0003250	LOC120454680|XP_039496130.1|DSAN	LOC6038172|XP_038104726.1|CQUI
OG0003251	LOC120452868|XP_039493247.1|DSAN	LOC6038177|XP_038104725.1|CQUI
OG0003252	LOC120451599|XP_039491353.1|DSAN	LOC6048862|XP_001865710.2|CQUI
OG0003253	LOC120450789|XP_039489886.1|DSAN	LOC6044318|XP_001861850.2|CQUI
OG0003254	LOC120453453|XP_039494102.1|DSAN	LOC6035097|XP_001845333.2|CQUI
OG0003255	LOC120451069|XP_039490362.1|DSAN	LOC6035087|XP_001845326.2|CQUI
OG0003256	LOC120452084|XP_039492082.1|DSAN	LOC6042743|XP_001870755.2|CQUI
OG0003257	LOC120456239|XP_039498856.1|DSAN	LOC6041677|XP_038105501.1|CQUI
OG0003258	LOC120455669|XP_039497998.1|DSAN	LOC6038174|XP_001848005.2|CQUI
OG0003259	LOC120457339|XP_039500782.1|DSAN	LOC6038186|XP_038111880.1|CQUI
OG0003260	LOC120456339|XP_039499046.1|DSAN	LOC6044325|XP_038104013.1|CQUI
OG0003261	LOC120452332|XP_039492430.1|DSAN	LOC6046427|XP_038112658.1|CQUI
OG0003262	LOC120451456|XP_039491067.1|DSAN	LOC6051950|XP_038105187.1|CQUI
OG0003263	LOC120456778|XP_039499719.1|DSAN	LOC6041764|XP_038116872.1|CQUI
OG0003264	LOC120457372|XP_039500841.1|DSAN	LOC6035158|XP_038122479.1|CQUI
OG0003265	LOC120458035|XP_039501476.1|DSAN	LOC6053092|XP_038104064.1|CQUI
OG0003266	LOC120449313|XP_039487682.1|DSAN	LOC6048965|XP_038114332.1|CQUI
OG0003267	LOC120456507|XP_039499309.1|DSAN	LOC6045731|XP_038120606.1|CQUI
OG0003268	LOC120454178|XP_039495192.1|DSAN	LOC6042708|XP_038115333.1|CQUI
OG0003269	LOC120451228|XP_039490648.1|DSAN	LOC6042707|XP_001870724.1|CQUI
OG0003270	LOC120449674|XP_039488207.1|DSAN	LOC6042705|XP_038112950.1|CQUI
OG0003271	LOC120454819|XP_039496203.1|DSAN	LOC6048855|XP_038122756.1|CQUI
OG0003272	LOC120456809|XP_039499780.1|DSAN	LOC6045821|XP_038110841.1|CQUI
OG0003273	LOC120447112|XP_039484467.1|DSAN	LOC6042713|XP_001870730.2|CQUI
OG0003274	LOC120456059|XP_039498576.1|DSAN	LOC6037929|XP_038104602.1|CQUI
OG0003275	LOC120455569|XP_039497867.1|DSAN	LOC6047967|XP_038105614.1|CQUI
OG0003276	LOC120453732|XP_039494496.1|DSAN	LOC6044976|XP_001862398.2|CQUI
OG0003277	LOC120445492|XP_039481871.1|DSAN	LOC6047047|XP_038104678.1|CQUI
OG0003278	LOC120454350|XP_039495502.1|DSAN	LOC6043390|XP_038104515.1|CQUI
OG0003279	LOC120455506|XP_039497704.1|DSAN	LOC6043402|XP_038104861.1|CQUI
OG0003281	LOC120452915|XP_039493312.1|DSAN	LOC6051867|XP_038122487.1|CQUI
OG0003282	LOC120456674|XP_039499560.1|DSAN	LOC6046910|XP_038104714.1|CQUI
OG0003283	LOC120445404|XP_039481753.1|DSAN	LOC6049215|XP_038104174.1|CQUI
OG0003284	LOC120455582|XP_039497887.1|DSAN	LOC6045227|XP_001862603.1|CQUI
OG0003285	LOC120452258|XP_039492321.1|DSAN	LOC6040443|XP_001849833.1|CQUI
OG0003286	LOC120454274|XP_039495372.1|DSAN	LOC6040797|XP_038122603.1|CQUI
OG0003287	LOC120447550|XP_039484934.1|DSAN	LOC6034956|XP_001845212.1|CQUI, LOC6037961|XP_038104479.1|CQUI
OG0003289	LOC120445507|XP_039481899.1|DSAN	LOC119765512|XP_038105437.1|CQUI
OG0003290	LOC120451604|XP_039491370.1|DSAN	LOC6051120|XP_001867604.2|CQUI
OG0003291	LOC120450542|XP_039489578.1|DSAN	LOC6041038|XP_001850349.2|CQUI, LOC6052656|XP_001868890.2|CQUI
OG0003292	LOC120455938|XP_039498400.1|DSAN	LOC6052272|XP_038104143.1|CQUI
OG0003293	LOC120455855|XP_039498260.1|DSAN	LOC6044374|XP_038104790.1|CQUI
OG0003294	LOC120445176|XP_039481323.1|DSAN	LOC6045679|XP_038122680.1|CQUI
OG0003295	LOC120457277|XP_039500640.1|DSAN	LOC6047712|XP_038105249.1|CQUI
OG0003296	LOC120450815|XP_039489925.1|DSAN	LOC119769394|XP_038117487.1|CQUI
OG0003297	LOC120451668|XP_039491477.1|DSAN	LOC6053528|XP_038104050.1|CQUI
OG0003298	LOC120456350|XP_039499070.1|DSAN	LOC6044791|XP_038104898.1|CQUI
OG0003299	LOC120451705|XP_039491539.1|DSAN	LOC6051621|XP_038123026.1|CQUI
OG0003300	LOC120451602|XP_039491367.1|DSAN	LOC6052939|XP_038105716.1|CQUI
OG0003301	LOC120444351|XP_039479867.1|DSAN	LOC6034320|XP_001844653.2|CQUI
