Orthogroup	DSAN.longest_only	DALB.longest_only
OG0005498	LOC120444994|XP_039480964.1|DSAN	LOC117564457|XP_034099132.1|DALB
OG0005499	LOC120444986|XP_039480951.1|DSAN	LOC117563717|XP_034098065.1|DALB
OG0005500	LOC120444995|XP_039480965.1|DSAN	LOC117563718|XP_034098066.1|DALB
OG0005501	LOC120446555|XP_039483506.1|DSAN	LOC117578376|XP_034119699.1|DALB
OG0005502	LOC120446556|XP_039483507.1|DSAN	LOC117578377|XP_034119700.1|DALB
OG0005504	LOC120451973|XP_039491972.1|DSAN	LOC117563929|XP_034098392.1|DALB
OG0005506	LOC120444665|XP_039480443.1|DSAN	LOC117564032|XP_034098525.1|DALB
OG0005507	LOC120454234|XP_039495275.1|DSAN	LOC117563337|XP_034097499.1|DALB
OG0005508	LOC120444091|XP_039479552.1|DSAN	LOC117564069|XP_034098586.1|DALB
OG0005509	LOC120443754|XP_039478951.1|DSAN	LOC117564175|XP_034098734.1|DALB
OG0005510	LOC120458061|XP_039501505.1|DSAN	LOC117563409|XP_034097632.1|DALB, LOC117563411|XP_034097635.1|DALB
OG0005511	LOC120455413|XP_039497492.1|DSAN	LOC117578010|XP_034119000.1|DALB
OG0005512	LOC120453098|XP_039493565.1|DSAN	LOC117575483|XP_034115607.1|DALB
OG0005513	LOC120455746|XP_039498102.1|DSAN	LOC117564066|XP_034098582.1|DALB
OG0005514	LOC120452638|XP_039492883.1|DSAN	LOC117575330|XP_034115378.1|DALB
OG0005515	LOC120446634|XP_039483634.1|DSAN	LOC117568202|XP_034104561.1|DALB
OG0005516	LOC120449033|XP_039487254.1|DSAN	LOC117564872|XP_034099710.1|DALB
OG0005517	LOC120443955|XP_039479349.1|DSAN	LOC117564042|XP_034098537.1|DALB
OG0005518	LOC120444846|XP_039480740.1|DSAN	LOC117564091|XP_034098619.1|DALB
OG0005519	LOC120446931|XP_039484115.1|DSAN	LOC117568527|XP_034105121.1|DALB
OG0005520	LOC120457324|XP_039500765.1|DSAN	LOC117564687|XP_034099453.1|DALB, LOC117563878|XP_034098328.1|DALB
OG0005521	LOC120458511|XP_039502116.1|DSAN	LOC117564458|XP_034099133.1|DALB
OG0005522	LOC120447597|XP_039485001.1|DSAN	LOC117566687|XP_034102124.1|DALB
OG0005523	LOC120457748|XP_039501181.1|DSAN	LOC117563543|XP_034097813.1|DALB
OG0005524	LOC120449908|XP_039488537.1|DSAN	LOC117566070|XP_034101421.1|DALB
OG0005525	LOC120451258|XP_039490724.1|DSAN	LOC117565829|XP_034101027.1|DALB
OG0005526	LOC120444118|XP_039479585.1|DSAN	LOC117563461|XP_034097704.1|DALB
OG0005527	LOC120454838|XP_039496251.1|DSAN	LOC117573092|XP_034111887.1|DALB
OG0005528	LOC120458128|XP_039501601.1|DSAN	LOC117564837|XP_034099652.1|DALB
OG0005529	LOC120457792|XP_039501223.1|DSAN	LOC117564543|XP_034099257.1|DALB
OG0005530	LOC120458279|XP_039501808.1|DSAN	LOC117565096|XP_034099944.1|DALB
OG0005531	LOC120449342|XP_039487683.1|DSAN	LOC117567026|XP_034102618.1|DALB
OG0005532	LOC120449522|XP_039487997.1|DSAN	LOC117563680|XP_034097998.1|DALB
OG0005533	LOC120446893|XP_039484048.1|DSAN	LOC117564379|XP_034098990.1|DALB
OG0005534	LOC120448757|XP_039486876.1|DSAN	LOC117566854|XP_034102338.1|DALB
OG0005535	LOC120458925|XP_039502711.1|DSAN	LOC117565789|XP_034100957.1|DALB
OG0005536	LOC120445527|XP_039481923.1|DSAN	LOC117566237|XP_034101676.1|DALB
OG0005537	LOC120458934|XP_039502723.1|DSAN	LOC117564938|XP_034099782.1|DALB
OG0005538	LOC120445298|XP_039481535.1|DSAN	LOC117565998|XP_034101307.1|DALB
OG0005539	LOC120446420|XP_039483313.1|DSAN	LOC117563246|XP_034097349.1|DALB
OG0005540	LOC120455138|XP_039496978.1|DSAN	LOC117565841|XP_034101046.1|DALB
OG0005541	LOC120457061|XP_039500175.1|DSAN	LOC117564752|XP_034099533.1|DALB
OG0005542	LOC120450191|XP_039488990.1|DSAN	LOC117570050|XP_034107368.1|DALB
OG0005543	LOC120446216|XP_039483004.1|DSAN	LOC117563656|XP_034097959.1|DALB
OG0005544	LOC120443866|XP_039479165.1|DSAN	LOC117566112|XP_034101472.1|DALB
OG0005545	LOC120458561|XP_039502180.1|DSAN	LOC117563731|XP_034098101.1|DALB
OG0005546	LOC120457754|XP_039501186.1|DSAN	LOC117563776|XP_034098174.1|DALB
OG0005547	LOC120458002|XP_039501428.1|DSAN	LOC117564441|XP_034099070.1|DALB
OG0005548	LOC120458611|XP_039502253.1|DSAN	LOC117566035|XP_034101375.1|DALB
OG0005549	LOC120458619|XP_039502263.1|DSAN	LOC117566041|XP_034101382.1|DALB
OG0005550	LOC120448515|XP_039486486.1|DSAN	LOC117563920|XP_034098376.1|DALB
OG0005551	LOC120444833|XP_039480723.1|DSAN	LOC117570630|XP_034108289.1|DALB
OG0005552	LOC120444831|XP_039480722.1|DSAN	LOC117570625|XP_034108282.1|DALB
OG0005553	LOC120451879|XP_039491858.1|DSAN	LOC117563928|XP_034098390.1|DALB
OG0005554	LOC120443772|XP_039479010.1|DSAN	LOC117565500|XP_034100510.1|DALB
OG0005555	LOC120458544|XP_039502159.1|DSAN	LOC117565509|XP_034100533.1|DALB
OG0005556	LOC120456172|XP_039498776.1|DSAN	LOC117565503|XP_034100526.1|DALB
OG0005557	LOC120445761|XP_039482291.1|DSAN	LOC117565850|XP_034101059.1|DALB
OG0005558	LOC120455431|XP_039497548.1|DSAN	LOC117565497|XP_034100495.1|DALB
OG0005559	LOC120447060|XP_039484384.1|DSAN	LOC117564033|XP_034098527.1|DALB
OG0005560	LOC120444514|XP_039480166.1|DSAN	LOC117565847|XP_034101052.1|DALB
OG0005561	LOC120456334|XP_039499038.1|DSAN	LOC117564959|XP_034099831.1|DALB
OG0005562	LOC120453755|XP_039494536.1|DSAN	LOC117563524|XP_034097792.1|DALB
OG0005563	LOC120454903|XP_039496509.1|DSAN	LOC117573224|XP_034112148.1|DALB
OG0005564	LOC120443683|XP_039478856.1|DSAN	LOC117565815|XP_034101006.1|DALB
OG0005565	LOC120444619|XP_039480355.1|DSAN	LOC117566029|XP_034101364.1|DALB
OG0005566	LOC120444620|XP_039480356.1|DSAN	LOC117566030|XP_034101365.1|DALB
OG0005567	LOC120453069|XP_039493527.1|DSAN	LOC117575664|XP_034115841.1|DALB
OG0005568	LOC120456873|XP_039499908.1|DSAN	LOC117564074|XP_034098591.1|DALB
OG0005569	LOC120458172|XP_039501664.1|DSAN	LOC117564960|XP_034099806.1|DALB
OG0005570	LOC120447986|XP_039485620.1|DSAN	LOC117563224|XP_034097311.1|DALB
OG0005571	LOC120445396|XP_039481741.1|DSAN	LOC117567710|XP_034103758.1|DALB
OG0005572	LOC120445023|XP_039481028.1|DSAN	LOC117569793|XP_034106991.1|DALB
OG0005573	LOC120451396|XP_039490997.1|DSAN	LOC117576794|XP_034117744.1|DALB
OG0005574	LOC120450660|XP_039489745.1|DSAN	LOC117570284|XP_034107695.1|DALB
OG0005575	LOC120454484|XP_039495758.1|DSAN	LOC117574671|XP_034114467.1|DALB
OG0005576	LOC120447250|XP_039484711.1|DSAN	LOC117571787|XP_034110037.1|DALB
OG0005577	LOC120449212|XP_039487514.1|DSAN	LOC117569943|XP_034107195.1|DALB
OG0005578	LOC120448349|XP_039486247.1|DSAN	LOC117568517|XP_034105109.1|DALB
OG0005579	LOC120448351|XP_039486251.1|DSAN	LOC117568518|XP_034105111.1|DALB
OG0005580	LOC120450294|XP_039489159.1|DSAN	LOC117571840|XP_034110119.1|DALB
OG0005581	LOC120455038|XP_039496808.1|DSAN	LOC117577879|XP_034118731.1|DALB
OG0005582	LOC120448381|XP_039486297.1|DSAN	LOC117567618|XP_034103600.1|DALB
OG0005583	LOC120449177|XP_039487453.1|DSAN	LOC117570993|XP_034108833.1|DALB
OG0005584	LOC120458154|XP_039501638.1|DSAN	LOC117563854|XP_034098273.1|DALB
OG0005585	LOC120453451|XP_039494100.1|DSAN	LOC117576256|XP_034116786.1|DALB
OG0005586	LOC120454072|XP_039495017.1|DSAN	LOC117574058|XP_034113565.1|DALB
OG0005587	LOC120458121|XP_039501589.1|DSAN	LOC117570885|XP_034108674.1|DALB
OG0005588	LOC120450581|XP_039489634.1|DSAN	LOC117566804|XP_034102242.1|DALB
OG0005589	LOC120454220|XP_039495253.1|DSAN	LOC117576386|XP_034116989.1|DALB
OG0005590	LOC120443951|XP_039479334.1|DSAN	LOC117572194|XP_034110741.1|DALB
OG0005591	LOC120456854|XP_039499851.1|DSAN	LOC117578132|XP_034119229.1|DALB
OG0005592	LOC120452265|XP_039492328.1|DSAN	LOC117575345|XP_034115401.1|DALB
OG0005593	LOC120447573|XP_039484970.1|DSAN	LOC117568287|XP_034104695.1|DALB
OG0005594	LOC120447760|XP_039485239.1|DSAN	LOC117567095|XP_034102766.1|DALB
OG0005595	LOC120447759|XP_039485238.1|DSAN	LOC117567093|XP_034102764.1|DALB
OG0005596	LOC120450137|XP_039488898.1|DSAN	LOC117566383|XP_034101777.1|DALB
OG0005597	LOC120454196|XP_039495221.1|DSAN	LOC117574875|XP_034114794.1|DALB
OG0005598	LOC120451817|XP_039491719.1|DSAN	LOC117574063|XP_034113577.1|DALB
OG0005599	LOC120445010|XP_039481007.1|DSAN	LOC117569792|XP_034106984.1|DALB
OG0005600	LOC120453099|XP_039493567.1|DSAN	LOC117576408|XP_034117027.1|DALB
OG0005601	LOC120455806|XP_039498200.1|DSAN	LOC117578322|XP_034119669.1|DALB
OG0005602	LOC120453567|XP_039494259.1|DSAN	LOC117575765|XP_034116021.1|DALB
OG0005603	LOC120446467|XP_039483403.1|DSAN	LOC117572454|XP_034111177.1|DALB
OG0005604	LOC120444582|XP_039480277.1|DSAN	LOC117567098|XP_034102768.1|DALB
OG0005605	LOC120446805|XP_039483899.1|DSAN	LOC117566994|XP_034102559.1|DALB
OG0005606	LOC120443815|XP_039479090.1|DSAN	LOC117563832|XP_034098251.1|DALB
OG0005607	LOC120453425|XP_039494062.1|DSAN	LOC117575780|XP_034116040.1|DALB
OG0005608	LOC120451301|XP_039490801.1|DSAN	LOC117575046|XP_034115020.1|DALB
OG0005609	LOC120449794|XP_039488372.1|DSAN	LOC117567725|XP_034103778.1|DALB
OG0005610	LOC120450079|XP_039488805.1|DSAN	LOC117566973|XP_034102525.1|DALB
OG0005611	LOC120448925|XP_039487090.1|DSAN	LOC117569421|XP_034106466.1|DALB
OG0005612	LOC120451200|XP_039490585.1|DSAN	LOC117575033|XP_034115003.1|DALB
OG0005613	LOC120452309|XP_039492392.1|DSAN	LOC117574918|XP_034114859.1|DALB
OG0005614	LOC120451628|XP_039491417.1|DSAN	LOC117574129|XP_034113677.1|DALB
OG0005616	LOC120452907|XP_039493304.1|DSAN	LOC117573541|XP_034112711.1|DALB
OG0005617	LOC120452108|XP_039492120.1|DSAN	LOC117573995|XP_034113434.1|DALB
OG0005618	LOC120445581|XP_039482006.1|DSAN	LOC117567554|XP_034103504.1|DALB
OG0005619	LOC120453265|XP_039493821.1|DSAN	LOC117574718|XP_034114532.1|DALB
OG0005620	LOC120454979|XP_039496704.1|DSAN	LOC117578058|XP_034119083.1|DALB
OG0005621	LOC120455205|XP_039497095.1|DSAN	LOC117564836|XP_034099655.1|DALB
OG0005622	LOC120455632|XP_039497953.1|DSAN	LOC117577998|XP_034118988.1|DALB
OG0005623	LOC120455338|XP_039497351.1|DSAN	LOC117576793|XP_034117743.1|DALB, LOC117578085|XP_034119141.1|DALB
OG0005624	LOC120451298|XP_039490795.1|DSAN	LOC117576877|XP_034117874.1|DALB
OG0005625	LOC120454611|XP_039496007.1|DSAN	LOC117573429|XP_034112532.1|DALB
OG0005626	LOC120456221|XP_039498838.1|DSAN	LOC117578074|XP_034119110.1|DALB
OG0005627	LOC120454239|XP_039495278.1|DSAN	LOC117576490|XP_034117155.1|DALB
OG0005628	LOC120451253|XP_039490711.1|DSAN	LOC117576265|XP_034116799.1|DALB
OG0005629	LOC120444716|XP_039480527.1|DSAN	LOC117567260|XP_034103001.1|DALB
OG0005630	LOC120444999|XP_039480973.1|DSAN	LOC117571894|XP_034110250.1|DALB
OG0005631	LOC120456592|XP_039499436.1|DSAN	LOC117568732|XP_034105449.1|DALB
OG0005632	LOC120455139|XP_039496977.1|DSAN	LOC117577874|XP_034118723.1|DALB
OG0005633	LOC120452534|XP_039492732.1|DSAN	LOC117576682|XP_034117569.1|DALB
OG0005634	LOC120450742|XP_039489798.1|DSAN	LOC117576854|XP_034117838.1|DALB
OG0005635	LOC120457902|XP_039501346.1|DSAN	LOC117565242|XP_034100144.1|DALB
OG0005636	LOC120452351|XP_039492458.1|DSAN	LOC117573281|XP_034112261.1|DALB
OG0005637	LOC120450922|XP_039490122.1|DSAN	LOC117573989|XP_034113429.1|DALB
OG0005638	LOC120445885|XP_039482468.1|DSAN	LOC117569662|XP_034106799.1|DALB
OG0005639	LOC120445015|XP_039481013.1|DSAN	LOC117572682|XP_034111607.1|DALB
OG0005640	LOC120452795|XP_039493124.1|DSAN	LOC117576507|XP_034117197.1|DALB
OG0005641	LOC120457134|XP_039500310.1|DSAN	LOC117574628|XP_034114413.1|DALB
OG0005642	LOC120450974|XP_039490199.1|DSAN	LOC117574215|XP_034113813.1|DALB
OG0005643	LOC120449850|XP_039488443.1|DSAN	LOC117570201|XP_034107579.1|DALB
OG0005644	LOC120448930|XP_039487101.1|DSAN	LOC117567286|XP_034103047.1|DALB
OG0005645	LOC120455245|XP_039497163.1|DSAN	LOC117566859|XP_034102348.1|DALB
OG0005646	LOC120454956|XP_039496669.1|DSAN	LOC117569214|XP_034106184.1|DALB
OG0005647	LOC120458155|XP_039501639.1|DSAN	LOC117566887|XP_034102390.1|DALB
OG0005648	LOC120448098|XP_039485835.1|DSAN	LOC117567013|XP_034102590.1|DALB
OG0005649	LOC120450902|XP_039490085.1|DSAN	LOC117574110|XP_034113650.1|DALB
OG0005650	LOC120452460|XP_039492624.1|DSAN	LOC117575065|XP_034115045.1|DALB
OG0005651	LOC120456607|XP_039499454.1|DSAN	LOC117574043|XP_034113539.1|DALB
OG0005652	LOC120454283|XP_039495396.1|DSAN	LOC117576582|XP_034117353.1|DALB
OG0005653	LOC120458591|XP_039502227.1|DSAN	LOC117563542|XP_034097812.1|DALB
OG0005654	LOC120451135|XP_039490482.1|DSAN	LOC117576330|XP_034116893.1|DALB
OG0005655	LOC120451482|XP_039491138.1|DSAN	LOC117573557|XP_034112734.1|DALB
OG0005656	LOC120450980|XP_039490211.1|DSAN	LOC117573538|XP_034112705.1|DALB
OG0005657	LOC120453685|XP_039494437.1|DSAN	LOC117576440|XP_034117088.1|DALB
OG0005658	LOC120452517|XP_039492707.1|DSAN	LOC117573981|XP_034113419.1|DALB
OG0005659	LOC120454655|XP_039496091.1|DSAN	LOC117575648|XP_034115822.1|DALB
OG0005660	LOC120450229|XP_039489041.1|DSAN	LOC117570966|XP_034108800.1|DALB
OG0005661	LOC120454490|XP_039495770.1|DSAN	LOC117576919|XP_034117951.1|DALB
OG0005662	LOC120454462|XP_039495710.1|DSAN	LOC117574099|XP_034113630.1|DALB
OG0005663	LOC120455932|XP_039498393.1|DSAN	LOC117577000|XP_034118072.1|DALB
OG0005664	LOC120452470|XP_039492641.1|DSAN	LOC117573330|XP_034112328.1|DALB
OG0005665	LOC120451798|XP_039491687.1|DSAN	LOC117573735|XP_034113002.1|DALB
OG0005666	LOC120455219|XP_039497119.1|DSAN	LOC117574120|XP_034113788.1|DALB
OG0005667	LOC120457021|XP_039500111.1|DSAN	LOC117567406|XP_034103260.1|DALB
OG0005668	LOC120448094|XP_039485828.1|DSAN	LOC117572564|XP_034111333.1|DALB
OG0005669	LOC120445382|XP_039481721.1|DSAN	LOC117564605|XP_034099351.1|DALB
OG0005670	LOC120453528|XP_039494213.1|DSAN	LOC117576795|XP_034117746.1|DALB
OG0005671	LOC120453408|XP_039494036.1|DSAN	LOC117576620|XP_034117428.1|DALB
OG0005672	LOC120447264|XP_039484717.1|DSAN	LOC117566251|XP_034101695.1|DALB
OG0005673	LOC120447571|XP_039484967.1|DSAN	LOC117571713|XP_034109903.1|DALB
OG0005674	LOC120447973|XP_039485599.1|DSAN	LOC117568007|XP_034104221.1|DALB
OG0005675	LOC120452894|XP_039493286.1|DSAN	LOC117575004|XP_034114971.1|DALB
OG0005676	LOC120448175|XP_039485955.1|DSAN	LOC117569534|XP_034106627.1|DALB
OG0005677	LOC120444492|XP_039480134.1|DSAN	LOC117566915|XP_034102426.1|DALB
OG0005678	LOC120453321|XP_039493912.1|DSAN	LOC117573456|XP_034112569.1|DALB
OG0005679	LOC120454312|XP_039495444.1|DSAN	LOC117576875|XP_034117870.1|DALB
OG0005680	LOC120449939|XP_039488576.1|DSAN	LOC117564004|XP_034098485.1|DALB
OG0005681	LOC120452543|XP_039492751.1|DSAN	LOC117575375|XP_034115438.1|DALB
OG0005682	LOC120452542|XP_039492750.1|DSAN	LOC117575372|XP_034115433.1|DALB
OG0005683	LOC120457189|XP_039500468.1|DSAN	LOC117565236|XP_034100140.1|DALB
OG0005684	LOC120449347|XP_039487692.1|DSAN	LOC117566972|XP_034102524.1|DALB
OG0005685	LOC120457160|XP_039500368.1|DSAN	LOC117578284|XP_034119616.1|DALB
OG0005686	LOC120453445|XP_039494087.1|DSAN	LOC117573944|XP_034113363.1|DALB
OG0005687	LOC120449662|XP_039488193.1|DSAN	LOC117570647|XP_034108305.1|DALB
OG0005688	LOC120458397|XP_039501954.1|DSAN	LOC117569085|XP_034105991.1|DALB
OG0005689	LOC120457417|XP_039500949.1|DSAN	LOC117569981|XP_034107293.1|DALB
OG0005690	LOC120451655|XP_039491464.1|DSAN	LOC117576829|XP_034117794.1|DALB
OG0005691	LOC120454299|XP_039495429.1|DSAN	LOC117574566|XP_034114329.1|DALB
OG0005692	LOC120443909|XP_039479270.1|DSAN	LOC117566216|XP_034101651.1|DALB
OG0005693	LOC120449480|XP_039487890.1|DSAN	LOC117569091|XP_034105999.1|DALB
OG0005694	LOC120451813|XP_039491710.1|DSAN	LOC117576857|XP_034117842.1|DALB
OG0005695	LOC120452538|XP_039492738.1|DSAN	LOC117576688|XP_034117574.1|DALB
OG0005696	LOC120452540|XP_039492741.1|DSAN	LOC117576690|XP_034117577.1|DALB
OG0005697	LOC120452533|XP_039492731.1|DSAN	LOC117576678|XP_034117563.1|DALB
OG0005698	LOC120443861|XP_039479160.1|DSAN	LOC117567162|XP_034102866.1|DALB
OG0005699	LOC120452214|XP_039492270.1|DSAN	LOC117576985|XP_034118062.1|DALB
OG0005700	LOC120456840|XP_039499827.1|DSAN	LOC117578237|XP_034119574.1|DALB
OG0005701	LOC120458950|XP_039502750.1|DSAN	LOC117564056|XP_034098568.1|DALB
OG0005702	LOC120455034|XP_039496802.1|DSAN	LOC117574167|XP_034113750.1|DALB
OG0005703	LOC120445024|XP_039481031.1|DSAN	LOC117572683|XP_034111611.1|DALB
OG0005704	LOC120455086|XP_039496893.1|DSAN	LOC117568905|XP_034105703.1|DALB
OG0005705	LOC120450292|XP_039489157.1|DSAN	LOC117570369|XP_034107854.1|DALB
OG0005706	LOC120451251|XP_039490707.1|DSAN	LOC117576264|XP_034116797.1|DALB
OG0005707	LOC120455449|XP_039497589.1|DSAN	LOC117563701|XP_034098041.1|DALB
OG0005708	LOC120455109|XP_039496929.1|DSAN	LOC117567057|XP_034102679.1|DALB
OG0005709	LOC120452389|XP_039492538.1|DSAN	LOC117576824|XP_034117787.1|DALB
OG0005710	LOC120453225|XP_039493754.1|DSAN	LOC117574100|XP_034113631.1|DALB
OG0005711	LOC120450551|XP_039489590.1|DSAN	LOC117567818|XP_034103948.1|DALB
OG0005712	LOC120454257|XP_039495326.1|DSAN	LOC117563252|XP_034097358.1|DALB
OG0005713	LOC120453558|XP_039494245.1|DSAN	LOC117574370|XP_034114095.1|DALB
OG0005714	LOC120451548|XP_039491269.1|DSAN	LOC117574191|XP_034113780.1|DALB
OG0005715	LOC120450741|XP_039489793.1|DSAN	LOC117574068|XP_034113584.1|DALB
OG0005716	LOC120452810|XP_039493147.1|DSAN	LOC117574975|XP_034114930.1|DALB
OG0005717	LOC120451412|XP_039491016.1|DSAN	LOC117575880|XP_034116208.1|DALB
OG0005718	LOC120451555|XP_039491289.1|DSAN	LOC117573939|XP_034113357.1|DALB
OG0005719	LOC120452520|XP_039492709.1|DSAN	LOC117574155|XP_034113727.1|DALB
OG0005720	LOC120453626|XP_039494342.1|DSAN	LOC117574525|XP_034114278.1|DALB
OG0005721	LOC120453210|XP_039493735.1|DSAN	LOC117574720|XP_034114534.1|DALB
OG0005722	LOC120453208|XP_039493732.1|DSAN	LOC117575613|XP_034115777.1|DALB
OG0005723	LOC120453858|XP_039494697.1|DSAN	LOC117574534|XP_034114288.1|DALB
OG0005724	LOC120447209|XP_039484653.1|DSAN	LOC117572744|XP_034111712.1|DALB
OG0005725	LOC120453244|XP_039493780.1|DSAN	LOC117576613|XP_034117408.1|DALB
OG0005726	LOC120457040|XP_039500142.1|DSAN	LOC117577935|XP_034118831.1|DALB
OG0005727	LOC120453448|XP_039494090.1|DSAN	LOC117576254|XP_034116772.1|DALB
OG0005728	LOC120451918|XP_039491864.1|DSAN	LOC117575002|XP_034114968.1|DALB
OG0005729	LOC120451380|XP_039490970.1|DSAN	LOC117576465|XP_034117124.1|DALB
OG0005730	LOC120453339|XP_039493938.1|DSAN	LOC117576468|XP_034117130.1|DALB
OG0005731	LOC120453336|XP_039493936.1|DSAN	LOC117576467|XP_034117129.1|DALB
OG0005732	LOC120454354|XP_039495510.1|DSAN	LOC117576370|XP_034116952.1|DALB
OG0005733	LOC120454352|XP_039495506.1|DSAN	LOC117576369|XP_034116950.1|DALB
OG0005734	LOC120450732|XP_039489785.1|DSAN	LOC117576398|XP_034117004.1|DALB
OG0005735	LOC120454370|XP_039495536.1|DSAN	LOC117576982|XP_034118052.1|DALB
OG0005736	LOC120451997|XP_039491959.1|DSAN	LOC117576980|XP_034118050.1|DALB
OG0005737	LOC120451526|XP_039491230.1|DSAN	LOC117574665|XP_034114461.1|DALB
OG0005738	LOC120451647|XP_039491446.1|DSAN	LOC117575807|XP_034116089.1|DALB
OG0005739	LOC120454474|XP_039495740.1|DSAN	LOC117573969|XP_034113398.1|DALB
OG0005740	LOC120454554|XP_039495878.1|DSAN	LOC117576804|XP_034117755.1|DALB
OG0005741	LOC120451211|XP_039490619.1|DSAN	LOC117575354|XP_034115410.1|DALB
OG0005742	LOC120451632|XP_039491423.1|DSAN	LOC117573338|XP_034112339.1|DALB
OG0005743	LOC120453100|XP_039493568.1|DSAN	LOC117576411|XP_034117030.1|DALB
OG0005744	LOC120452863|XP_039493242.1|DSAN	LOC117576387|XP_034116990.1|DALB
OG0005745	LOC120451040|XP_039490302.1|DSAN	LOC117576569|XP_034117299.1|DALB
OG0005746	LOC120453549|XP_039494235.1|DSAN	LOC117576574|XP_034117335.1|DALB
OG0005747	LOC120454548|XP_039495862.1|DSAN	LOC117575050|XP_034115023.1|DALB
OG0005748	LOC120451533|XP_039491245.1|DSAN	LOC117575466|XP_034115571.1|DALB
OG0005749	LOC120457144|XP_039500346.1|DSAN	LOC117570711|XP_034108415.1|DALB
OG0005750	LOC120450844|XP_039489969.1|DSAN	LOC117573413|XP_034112509.1|DALB
OG0005751	LOC120448281|XP_039486144.1|DSAN	LOC117570767|XP_034108492.1|DALB
OG0005752	LOC120445364|XP_039481671.1|DSAN	LOC117572417|XP_034111094.1|DALB
OG0005753	LOC120458033|XP_039501479.1|DSAN	LOC117565811|XP_034100995.1|DALB
OG0005754	LOC120447136|XP_039484504.1|DSAN	LOC117572080|XP_034110563.1|DALB
OG0005755	LOC120444882|XP_039480798.1|DSAN	LOC117569272|XP_034106262.1|DALB
OG0005756	LOC120454498|XP_039495782.1|DSAN	LOC117576923|XP_034117956.1|DALB
OG0005757	LOC120451857|XP_039491791.1|DSAN	LOC117576412|XP_034117031.1|DALB
OG0005758	LOC120451959|XP_039491916.1|DSAN	LOC117574658|XP_034114453.1|DALB
OG0005759	LOC120454427|XP_039495650.1|DSAN	LOC117573208|XP_034112098.1|DALB
OG0005760	LOC120452021|XP_039492002.1|DSAN	LOC117575063|XP_034115044.1|DALB
OG0005761	LOC120450861|XP_039490009.1|DSAN	LOC117576164|XP_034116629.1|DALB
OG0005762	LOC120450797|XP_039489898.1|DSAN	LOC117574001|XP_034113456.1|DALB
OG0005763	LOC120444822|XP_039480715.1|DSAN	LOC117566906|XP_034102415.1|DALB
OG0005764	LOC120451212|XP_039490620.1|DSAN	LOC117575632|XP_034115803.1|DALB
OG0005765	LOC120451206|XP_039490597.1|DSAN	LOC117573679|XP_034112914.1|DALB
OG0005766	LOC120453840|XP_039494668.1|DSAN	LOC117573983|XP_034113422.1|DALB
OG0005767	LOC120451650|XP_039491451.1|DSAN	LOC117573562|XP_034112739.1|DALB
OG0005768	LOC120455207|XP_039497098.1|DSAN	LOC117576720|XP_034117631.1|DALB, LOC117572211|XP_034110777.1|DALB
OG0005769	LOC120452678|XP_039492962.1|DSAN	LOC117574819|XP_034114678.1|DALB
OG0005770	LOC120450952|XP_039490171.1|DSAN	LOC117573749|XP_034113020.1|DALB
OG0005771	LOC120453122|XP_039493603.1|DSAN	LOC117573901|XP_034113300.1|DALB
OG0005772	LOC120451758|XP_039491620.1|DSAN	LOC117573730|XP_034112992.1|DALB
OG0005773	LOC120452647|XP_039492899.1|DSAN	LOC117574352|XP_034114064.1|DALB
OG0005774	LOC120452595|XP_039492827.1|DSAN	LOC117576959|XP_034118024.1|DALB
OG0005775	LOC120448788|XP_039486913.1|DSAN	LOC117571819|XP_034110081.1|DALB
OG0005776	LOC120449747|XP_039488315.1|DSAN	LOC117567563|XP_034103514.1|DALB
OG0005777	LOC120454422|XP_039495645.1|DSAN	LOC117566157|XP_034101537.1|DALB
OG0005779	LOC120451053|XP_039490342.1|DSAN	LOC117573640|XP_034112841.1|DALB
OG0005780	LOC120448745|XP_039486860.1|DSAN	LOC117568072|XP_034104322.1|DALB
OG0005781	LOC120447942|XP_039485554.1|DSAN	LOC117571655|XP_034109781.1|DALB
OG0005782	LOC120447941|XP_039485553.1|DSAN	LOC117571653|XP_034109777.1|DALB
OG0005783	LOC120446227|XP_039483028.1|DSAN	LOC117567411|XP_034103277.1|DALB
OG0005784	LOC120452680|XP_039492964.1|DSAN	LOC117575459|XP_034115558.1|DALB
OG0005785	LOC120452301|XP_039492370.1|DSAN	LOC117574904|XP_034114833.1|DALB
OG0005786	LOC120451201|XP_039490586.1|DSAN	LOC117575037|XP_034115009.1|DALB
OG0005787	LOC120451136|XP_039490483.1|DSAN	LOC117576329|XP_034116887.1|DALB
OG0005788	LOC120447131|XP_039484498.1|DSAN	LOC117572422|XP_034111117.1|DALB
OG0005789	LOC120451162|XP_039490531.1|DSAN	LOC117575954|XP_034116322.1|DALB
OG0005790	LOC120453119|XP_039493597.1|DSAN	LOC117573581|XP_034112759.1|DALB
OG0005791	LOC120450944|XP_039490149.1|DSAN	LOC117575371|XP_034115431.1|DALB
OG0005792	LOC120450947|XP_039490154.1|DSAN	LOC117575374|XP_034115437.1|DALB
OG0005793	LOC120453241|XP_039493776.1|DSAN	LOC117574890|XP_034114818.1|DALB
OG0005794	LOC120444712|XP_039480524.1|DSAN	LOC117567258|XP_034102999.1|DALB
OG0005795	LOC120453733|XP_039494497.1|DSAN	LOC117576287|XP_034116830.1|DALB
OG0005796	LOC120449018|XP_039487232.1|DSAN	LOC117571800|XP_034110056.1|DALB
