Orthogroup	DSAN.longest_only	AAEG.longest_only
OG0003559	LOC120448050|XP_039485728.1|DSAN	LOC5565095|XP_021696175.1|AAEG
OG0003560	LOC120449485|XP_039487896.1|DSAN	LOC5564907|XP_001649256.2|AAEG
OG0003561	LOC120444409|XP_039479964.1|DSAN	LOC5572885|XP_021696189.1|AAEG
OG0003562	LOC120446918|XP_039484093.1|DSAN	LOC5569889|XP_021696239.1|AAEG
OG0003563	LOC120451836|XP_039491746.1|DSAN	LOC5569898|XP_001658796.1|AAEG
OG0003564	LOC120447563|XP_039484953.1|DSAN	LOC110681383|XP_021712817.1|AAEG, LOC5569901|XP_001658799.2|AAEG
OG0003565	LOC120448945|XP_039487125.1|DSAN	LOC110675493|XP_021696321.1|AAEG
OG0003566	LOC120450851|XP_039489995.1|DSAN	LOC5570462|XP_021696323.1|AAEG
OG0003567	LOC120447248|XP_039484707.1|DSAN	LOC5570461|XP_021696331.1|AAEG
OG0003568	LOC120444124|XP_039479613.1|DSAN	LOC5577064|XP_021696349.1|AAEG
OG0003569	LOC120447833|XP_039485371.1|DSAN	LOC5571867|XP_021696396.1|AAEG, LOC5564708|XP_021712809.1|AAEG
OG0003570	LOC120458769|XP_039502477.1|DSAN	LOC5571874|XP_021696407.1|AAEG
OG0003571	LOC120449371|XP_039487736.1|DSAN	LOC5570525|XP_001659184.2|AAEG
OG0003572	LOC120446905|XP_039484064.1|DSAN	LOC5570536|XP_021696455.1|AAEG
OG0003573	LOC120444344|XP_039479851.1|DSAN	LOC5570522|XP_021696464.1|AAEG
OG0003574	LOC120449229|XP_039487534.1|DSAN	LOC5567621|XP_001657591.2|AAEG
OG0003575	LOC120448245|XP_039486088.1|DSAN	LOC5576612|XP_001662762.1|AAEG
OG0003576	LOC120449044|XP_039487269.1|DSAN	LOC5566268|XP_021696550.1|AAEG
OG0003577	LOC120447923|XP_039485516.1|DSAN	LOC5566289|XP_021696567.1|AAEG, LOC110681021|XP_021712475.1|AAEG
OG0003578	LOC120450273|XP_039489123.1|DSAN	LOC5569215|XP_001658388.1|AAEG
OG0003579	LOC120444614|XP_039480330.1|DSAN	LOC5569212|XP_021696607.1|AAEG
OG0003580	LOC120445180|XP_039481326.1|DSAN	LOC5568100|XP_021696615.1|AAEG
OG0003581	LOC120450410|XP_039489347.1|DSAN	LOC110675582|XP_021696631.1|AAEG
OG0003582	LOC120448482|XP_039486445.1|DSAN	LOC5568120|XP_001652059.2|AAEG
OG0003583	LOC120445678|XP_039482171.1|DSAN	LOC5578232|XP_021696662.1|AAEG
OG0003584	LOC120457510|XP_039500996.1|DSAN	LOC5574286|XP_001661329.1|AAEG
OG0003585	LOC120450063|XP_039488769.1|DSAN	LOC5566329|XP_001650718.1|AAEG
OG0003586	LOC120454918|XP_039496582.1|DSAN	LOC5579064|XP_021696762.1|AAEG
OG0003587	LOC120447703|XP_039485169.1|DSAN	LOC5564624|XP_001648973.2|AAEG
OG0003588	LOC120451691|XP_039491520.1|DSAN	LOC5567128|XP_001651546.2|AAEG
OG0003589	LOC120445942|XP_039482542.1|DSAN	LOC110676989|XP_021702921.1|AAEG
OG0003590	LOC120447572|XP_039484968.1|DSAN	LOC5574420|XP_021696838.1|AAEG
OG0003591	LOC120447908|XP_039485491.1|DSAN	LOC5566232|XP_021696842.1|AAEG
OG0003592	LOC120448320|XP_039486201.1|DSAN	LOC5566211|XP_001650600.1|AAEG
OG0003593	LOC120450512|XP_039489509.1|DSAN	LOC5566219|XP_021696862.1|AAEG
OG0003594	LOC120447605|XP_039485010.1|DSAN	LOC5566962|XP_001651375.2|AAEG
OG0003595	LOC120446082|XP_039482799.1|DSAN	LOC5565647|XP_021696889.1|AAEG
OG0003596	LOC120446060|XP_039482773.1|DSAN	LOC5565652|XP_001650005.1|AAEG
OG0003597	LOC120444848|XP_039480746.1|DSAN	LOC5565650|XP_001650002.2|AAEG
OG0003598	LOC120449224|XP_039487530.1|DSAN	LOC5573763|XP_001654790.1|AAEG
OG0003599	LOC120458025|XP_039501464.1|DSAN	LOC5573779|XP_021696930.1|AAEG
OG0003600	LOC120449363|XP_039487714.1|DSAN	LOC5576770|XP_001662857.2|AAEG
OG0003601	LOC120458175|XP_039501670.1|DSAN	LOC5568893|XP_001658218.2|AAEG
OG0003602	LOC120445080|XP_039481139.1|DSAN	LOC5574799|XP_021697010.1|AAEG
OG0003603	LOC120449574|XP_039488062.1|DSAN	LOC5574896|XP_001655401.2|AAEG
OG0003604	LOC120447096|XP_039484436.1|DSAN	LOC5579976|XP_001658608.1|AAEG
OG0003605	LOC120451523|XP_039491226.1|DSAN	LOC5568318|XP_021697072.1|AAEG
OG0003606	LOC120446947|XP_039484133.1|DSAN	LOC5568317|XP_001652194.1|AAEG
OG0003607	LOC120444756|XP_039480618.1|DSAN	LOC5568314|XP_001652191.1|AAEG
OG0003608	LOC120447966|XP_039485591.1|DSAN	LOC5568308|XP_021697084.1|AAEG
OG0003609	LOC120454847|XP_039496290.1|DSAN	LOC5568291|XP_001652167.1|AAEG
OG0003610	LOC120448940|XP_039487118.1|DSAN	LOC5576961|XP_001663056.2|AAEG
OG0003611	LOC120450295|XP_039489160.1|DSAN	LOC5571818|XP_021697130.1|AAEG
OG0003612	LOC120446739|XP_039483797.1|DSAN	LOC5571827|XP_021697152.1|AAEG
OG0003613	LOC120450696|XP_039489748.1|DSAN	LOC5573466|XP_001660886.2|AAEG
OG0003614	LOC120450712|XP_039489749.1|DSAN	LOC5573465|XP_001660887.1|AAEG
OG0003615	LOC120444549|XP_039480233.1|DSAN	LOC110675782|XP_021697245.1|AAEG
OG0003616	LOC120444541|XP_039480224.1|DSAN	LOC5577568|XP_001663442.1|AAEG
OG0003617	LOC120446865|XP_039484001.1|DSAN	LOC110675790|XP_021697279.1|AAEG
OG0003618	LOC120446861|XP_039483994.1|DSAN	LOC5574903|XP_021697274.1|AAEG
OG0003619	LOC120445367|XP_039481674.1|DSAN	LOC5574912|XP_021697293.1|AAEG
OG0003620	LOC120445756|XP_039482272.1|DSAN	LOC5578898|XP_001664109.2|AAEG
OG0003621	LOC120450291|XP_039489155.1|DSAN	LOC110675810|XP_021697327.1|AAEG, LOC5571598|XP_011493059.2|AAEG
OG0003622	LOC120450288|XP_039489140.1|DSAN	LOC110675811|XP_021697329.1|AAEG, LOC5571597|XP_001653721.2|AAEG
OG0003623	LOC120446495|XP_039483437.1|DSAN	LOC5570735|XP_001659326.1|AAEG
OG0003624	LOC120445432|XP_039481796.1|DSAN	LOC5579975|XP_021697397.1|AAEG
OG0003625	LOC120449178|XP_039487458.1|DSAN	LOC5574421|XP_001661438.1|AAEG
OG0003626	LOC120445925|XP_039482518.1|DSAN	LOC5576843|XP_001662949.1|AAEG
OG0003627	LOC120446955|XP_039484142.1|DSAN	LOC5577050|XP_001663147.2|AAEG
OG0003628	LOC120444053|XP_039479491.1|DSAN	LOC5576845|XP_021697495.1|AAEG
OG0003629	LOC120445339|XP_039481609.1|DSAN	LOC5564960|XP_021697514.1|AAEG
OG0003630	LOC120444528|XP_039480209.1|DSAN	LOC5579516|XP_021697513.1|AAEG
OG0003631	LOC120448265|XP_039486121.1|DSAN	LOC110681439|XP_021712886.1|AAEG, LOC5566249|XP_021697520.1|AAEG
OG0003632	LOC120449894|XP_039488510.1|DSAN	LOC5576854|XP_001656279.1|AAEG
OG0003633	LOC120444467|XP_039480073.1|DSAN	LOC5575244|XP_021697543.1|AAEG
OG0003634	LOC120448450|XP_039486400.1|DSAN	LOC5574066|XP_021697592.1|AAEG
OG0003635	LOC120448531|XP_039486506.1|DSAN	LOC5565621|XP_021697596.1|AAEG
OG0003636	LOC120444164|XP_039479680.1|DSAN	LOC5565623|XP_001649978.2|AAEG
OG0003637	LOC120447110|XP_039484465.1|DSAN	LOC110680630|XP_021712118.1|AAEG, LOC5564737|XP_001649083.3|AAEG
OG0003638	LOC120450547|XP_039489585.1|DSAN	LOC5572754|XP_021697617.1|AAEG
OG0003639	LOC120450022|XP_039488697.1|DSAN	LOC5565412|XP_001649759.1|AAEG
OG0003640	LOC120446290|XP_039483116.1|DSAN	LOC5578399|XP_021697634.1|AAEG
OG0003641	LOC120445058|XP_039481117.1|DSAN	LOC5571951|XP_001660055.1|AAEG, LOC5572768|XP_001660589.1|AAEG
OG0003642	LOC120457373|XP_039500847.1|DSAN	LOC5566366|XP_021697649.1|AAEG
OG0003643	LOC120446890|XP_039484041.1|DSAN	LOC110675919|XP_021697651.1|AAEG
OG0003644	LOC120457493|XP_039500982.1|DSAN	LOC5573545|XP_001654680.1|AAEG
OG0003645	LOC120449758|XP_039488328.1|DSAN	LOC5571703|XP_001659845.2|AAEG
OG0003646	LOC120448368|XP_039486271.1|DSAN	LOC5565875|XP_021697696.1|AAEG
OG0003647	LOC120448233|XP_039486067.1|DSAN	LOC5567984|XP_001657805.2|AAEG
OG0003648	LOC120456884|XP_039499917.1|DSAN	LOC5565748|XP_001650108.2|AAEG
OG0003649	LOC120453680|XP_039494429.1|DSAN	LOC5565555|XP_001649906.1|AAEG
OG0003650	LOC120455961|XP_039498439.1|DSAN	LOC5565559|XP_021697733.1|AAEG
OG0003651	LOC120453595|XP_039494291.1|DSAN	LOC5564456|XP_021697774.1|AAEG
OG0003652	LOC120448268|XP_039486126.1|DSAN	LOC5570336|XP_001653165.1|AAEG
OG0003653	LOC120450550|XP_039489589.1|DSAN	LOC5573421|XP_021697823.1|AAEG
OG0003654	LOC120450350|XP_039489258.1|DSAN	LOC5573417|XP_001654591.1|AAEG
OG0003655	LOC120446251|XP_039483056.1|DSAN	LOC5573416|XP_001654590.2|AAEG
OG0003656	LOC120448003|XP_039485650.1|DSAN	LOC5564145|XP_021697831.1|AAEG
OG0003657	LOC120449090|XP_039487332.1|DSAN	LOC5578038|XP_001663658.2|AAEG
OG0003658	LOC120453977|XP_039494863.1|DSAN, LOC120454491|XP_039495771.1|DSAN	LOC5563748|XP_021697833.1|AAEG
OG0003659	LOC120449619|XP_039488137.1|DSAN	LOC5576553|XP_021697848.1|AAEG
OG0003660	LOC120450303|XP_039489175.1|DSAN	LOC5576547|XP_021697849.1|AAEG
OG0003661	LOC120450094|XP_039488822.1|DSAN	LOC5575117|XP_021697884.1|AAEG
OG0003662	LOC120450636|XP_039489720.1|DSAN	LOC5575143|XP_021697917.1|AAEG
OG0003663	LOC120447926|XP_039485519.1|DSAN	LOC5577083|XP_001656317.1|AAEG
OG0003664	LOC120447917|XP_039485503.1|DSAN	LOC5577077|XP_021697922.1|AAEG
OG0003665	LOC120458635|XP_039502293.1|DSAN	LOC5571197|XP_021697945.1|AAEG
OG0003666	LOC120443950|XP_039479332.1|DSAN	LOC5573986|XP_021697972.1|AAEG
OG0003667	LOC120449898|XP_039488515.1|DSAN	LOC5573995|XP_021697981.1|AAEG
OG0003668	LOC120453669|XP_039494425.1|DSAN	LOC23687412|XP_021698133.1|AAEG
OG0003669	LOC120446229|XP_039483030.1|DSAN	LOC5569166|XP_001658356.1|AAEG
OG0003670	LOC120446224|XP_039483024.1|DSAN	LOC5569167|XP_001658357.1|AAEG
OG0003671	LOC120444586|XP_039480283.1|DSAN	LOC5577718|XP_021698177.1|AAEG
OG0003672	LOC120450740|XP_039489792.1|DSAN	LOC110676045|XP_021698198.1|AAEG
OG0003673	LOC120445104|XP_039481180.1|DSAN	LOC5575822|XP_001662247.2|AAEG
OG0003674	LOC120444892|XP_039480812.1|DSAN	LOC5567851|XP_021698252.1|AAEG
OG0003675	LOC120447588|XP_039484993.1|DSAN	LOC5567856|XP_001651881.1|AAEG
OG0003676	LOC120447560|XP_039484951.1|DSAN	LOC5567854|XP_021698257.1|AAEG
OG0003677	LOC120450271|XP_039489118.1|DSAN, LOC120457500|XP_039500989.1|DSAN	LOC5576040|XP_001662376.1|AAEG
OG0003678	LOC120450234|XP_039489046.1|DSAN	LOC5564253|XP_021712464.1|AAEG, LOC110676109|XP_021698350.1|AAEG
OG0003679	LOC120447772|XP_039485258.1|DSAN	LOC5564308|XP_001648652.1|AAEG
OG0003680	LOC120444754|XP_039480617.1|DSAN	LOC5568838|XP_001658204.2|AAEG
OG0003681	LOC120447186|XP_039484609.1|DSAN	LOC5568875|XP_021698385.1|AAEG
OG0003682	LOC120454059|XP_039494998.1|DSAN	LOC5568874|XP_021698400.1|AAEG
OG0003683	LOC120446990|XP_039484225.1|DSAN	LOC5572106|XP_021698409.1|AAEG
OG0003684	LOC120450222|XP_039489033.1|DSAN	LOC5574160|XP_001655069.1|AAEG
OG0003685	LOC120448920|XP_039487077.1|DSAN	LOC5571938|XP_021698447.1|AAEG
OG0003686	LOC120445791|XP_039482335.1|DSAN	LOC5569619|XP_001652901.1|AAEG
OG0003687	LOC120446921|XP_039484097.1|DSAN	LOC5569616|XP_021698472.1|AAEG
OG0003688	LOC120445622|XP_039482069.1|DSAN	LOC5565346|XP_001649689.1|AAEG
OG0003689	LOC120449042|XP_039487264.1|DSAN	LOC5563919|XP_021698485.1|AAEG
OG0003690	LOC120448373|XP_039486277.1|DSAN	LOC5569604|XP_021698487.1|AAEG
OG0003691	LOC120449991|XP_039488635.1|DSAN	LOC110676131|XP_021698493.1|AAEG, LOC110675143|XP_021695216.1|AAEG
OG0003692	LOC120454858|XP_039496375.1|DSAN	LOC5569591|XP_021698549.1|AAEG
OG0003693	LOC120450365|XP_039489283.1|DSAN	LOC5570788|XP_001653292.1|AAEG
OG0003694	LOC120447891|XP_039485436.1|DSAN	LOC5570794|XP_001653296.1|AAEG
OG0003695	LOC120448791|XP_039486916.1|DSAN	LOC5564902|XP_001649245.2|AAEG
OG0003696	LOC120445549|XP_039481955.1|DSAN	LOC5579150|XP_021698648.1|AAEG
OG0003697	LOC120445075|XP_039481177.1|DSAN	LOC5572295|XP_021698721.1|AAEG
OG0003698	LOC120449518|XP_039487961.1|DSAN	LOC5572284|XP_001653969.1|AAEG
OG0003699	LOC120444650|XP_039480413.1|DSAN	LOC5567317|XP_021698753.1|AAEG
OG0003700	LOC120444761|XP_039480624.1|DSAN	LOC5572272|XP_001653957.2|AAEG
OG0003701	LOC120458351|XP_039501902.1|DSAN	LOC5572269|XP_001653954.1|AAEG
OG0003702	LOC120450643|XP_039489731.1|DSAN	LOC5572266|XP_001653951.1|AAEG
OG0003703	LOC120450081|XP_039488808.1|DSAN	LOC5574042|XP_021698766.1|AAEG
OG0003704	LOC120450257|XP_039489081.1|DSAN	LOC5575360|XP_001661892.2|AAEG
OG0003705	LOC120443904|XP_039479267.1|DSAN	LOC5572191|XP_021698801.1|AAEG
OG0003706	LOC120450036|XP_039488723.1|DSAN	LOC5565819|XP_021698841.1|AAEG
OG0003707	LOC120448568|XP_039486562.1|DSAN	LOC5575064|XP_021698851.1|AAEG
OG0003708	LOC120447879|XP_039485422.1|DSAN	LOC5566015|XP_021698872.1|AAEG
OG0003709	LOC120446459|XP_039483390.1|DSAN	LOC5566018|XP_001650384.2|AAEG
OG0003710	LOC120445103|XP_039481179.1|DSAN	LOC5566025|XP_021698881.1|AAEG
OG0003711	LOC120449358|XP_039487705.1|DSAN	LOC5574346|XP_001661381.1|AAEG
OG0003712	LOC120446266|XP_039483076.1|DSAN	LOC5565753|XP_001650112.2|AAEG
OG0003713	LOC120444897|XP_039480820.1|DSAN	LOC5574343|XP_001661378.2|AAEG
OG0003714	LOC120444896|XP_039480819.1|DSAN	LOC5574341|XP_021698911.1|AAEG
OG0003715	LOC120449575|XP_039488063.1|DSAN	LOC5577796|XP_021698955.1|AAEG
OG0003716	LOC120448481|XP_039486443.1|DSAN	LOC23687946|XP_021698970.1|AAEG
OG0003717	LOC120450505|XP_039489491.1|DSAN	LOC5577272|XP_001656371.1|AAEG
OG0003718	LOC120448523|XP_039486493.1|DSAN	LOC5574567|XP_021699003.1|AAEG
OG0003719	LOC120449257|XP_039487571.1|DSAN	LOC110676244|XP_021699030.1|AAEG
OG0003720	LOC120455184|XP_039497053.1|DSAN	LOC5573291|XP_021699052.1|AAEG
OG0003721	LOC120445975|XP_039482640.1|DSAN	LOC5573292|XP_001654507.1|AAEG
OG0003722	LOC120448092|XP_039485825.1|DSAN	LOC5564044|XP_021699093.1|AAEG
OG0003723	LOC120450226|XP_039489037.1|DSAN	LOC5577458|XP_001663389.1|AAEG
OG0003724	LOC120449059|XP_039487288.1|DSAN	LOC5575702|XP_001662153.1|AAEG
OG0003725	LOC120449404|XP_039487783.1|DSAN	LOC5575495|XP_021699130.1|AAEG
OG0003726	LOC120448294|XP_039486166.1|DSAN	LOC5579263|XP_021699132.1|AAEG
OG0003727	LOC120447916|XP_039485502.1|DSAN	LOC5565706|XP_021699195.1|AAEG
OG0003728	LOC120451936|XP_039491891.1|DSAN	LOC5566098|XP_021699212.1|AAEG
OG0003729	LOC120450133|XP_039488892.1|DSAN	LOC5566099|XP_021699209.1|AAEG
OG0003730	LOC120450305|XP_039489184.1|DSAN	LOC5573007|XP_021699256.1|AAEG
OG0003731	LOC120450171|XP_039488953.1|DSAN	LOC5574538|XP_001655189.2|AAEG
OG0003732	LOC120449545|XP_039488006.1|DSAN	LOC5575610|XP_021699284.1|AAEG
OG0003733	LOC120447901|XP_039485477.1|DSAN	LOC5572983|XP_001654307.2|AAEG
OG0003734	LOC120449642|XP_039488169.1|DSAN	LOC5578843|XP_021699297.1|AAEG
OG0003735	LOC120444797|XP_039480679.1|DSAN	LOC5578853|XP_021699343.1|AAEG
OG0003736	LOC120445799|XP_039482345.1|DSAN	LOC5578854|XP_001664061.1|AAEG
OG0003737	LOC120446952|XP_039484138.1|DSAN	LOC5578877|XP_001664064.2|AAEG
OG0003738	LOC120446352|XP_039483212.1|DSAN	LOC5572868|XP_001660627.2|AAEG
OG0003739	LOC120447180|XP_039484592.1|DSAN	LOC5572863|XP_021699395.1|AAEG
OG0003740	LOC120458770|XP_039502481.1|DSAN	LOC5564603|XP_021699399.1|AAEG
OG0003741	LOC120447903|XP_039485483.1|DSAN	LOC5564600|XP_001648946.1|AAEG
OG0003742	LOC120450283|XP_039489134.1|DSAN	LOC5575203|XP_001661842.1|AAEG
OG0003743	LOC120444131|XP_039479628.1|DSAN	LOC5575925|XP_021699449.1|AAEG
OG0003744	LOC120458772|XP_039502483.1|DSAN	LOC5575924|XP_001655915.2|AAEG
OG0003745	LOC120445128|XP_039481209.1|DSAN	LOC5575920|XP_001655911.1|AAEG
OG0003746	LOC120445011|XP_039481009.1|DSAN	LOC5575915|XP_021699455.1|AAEG
OG0003747	LOC120450093|XP_039488820.1|DSAN	LOC5570352|XP_021699456.1|AAEG
OG0003748	LOC120448597|XP_039486631.1|DSAN	LOC5570351|XP_021699457.1|AAEG
OG0003749	LOC120449144|XP_039487412.1|DSAN	LOC5570349|XP_001653178.1|AAEG
OG0003750	LOC120449145|XP_039487413.1|DSAN	LOC5570348|XP_021699463.1|AAEG
OG0003751	LOC120449143|XP_039487404.1|DSAN	LOC5570347|XP_021699465.1|AAEG
OG0003752	LOC120449690|XP_039488239.1|DSAN	LOC110680767|XP_021712245.1|AAEG, LOC5570328|XP_021699497.1|AAEG
OG0003753	LOC120449039|XP_039487257.1|DSAN	LOC5570324|XP_001653151.2|AAEG
OG0003754	LOC120447826|XP_039485343.1|DSAN	LOC5570322|XP_001653149.2|AAEG
OG0003755	LOC120450345|XP_039489254.1|DSAN	LOC5578490|XP_021699523.1|AAEG
OG0003756	LOC120456410|XP_039499179.1|DSAN	LOC5570727|XP_001659319.2|AAEG
OG0003757	LOC120444568|XP_039480259.1|DSAN	LOC5574455|XP_021699561.1|AAEG
OG0003758	LOC120444592|XP_039480297.1|DSAN	LOC5576991|XP_001663093.2|AAEG
OG0003759	LOC120448217|XP_039486031.1|DSAN	LOC5576979|XP_021699583.1|AAEG
OG0003760	LOC120446946|XP_039484131.1|DSAN	LOC110680436|XP_021711925.1|AAEG, LOC5576976|XP_021699594.1|AAEG
OG0003761	LOC120448446|XP_039486394.1|DSAN	LOC5576975|XP_001663070.2|AAEG
OG0003762	LOC120448448|XP_039486397.1|DSAN	LOC5576974|XP_021699600.1|AAEG
OG0003763	LOC120448949|XP_039487131.1|DSAN	LOC110681304|XP_021712753.1|AAEG, LOC5568335|XP_021699608.1|AAEG
OG0003764	LOC120448140|XP_039485896.1|DSAN	LOC5574473|XP_021699619.1|AAEG
OG0003765	LOC120458701|XP_039502379.1|DSAN	LOC5574474|XP_001655133.2|AAEG
OG0003766	LOC120457095|XP_039500216.1|DSAN	LOC5567477|XP_001657450.1|AAEG
OG0003767	LOC120445150|XP_039481247.1|DSAN	LOC5570866|XP_001659377.1|AAEG
OG0003768	LOC120457760|XP_039501193.1|DSAN	LOC110676375|XP_021699654.1|AAEG
OG0003769	LOC120457782|XP_039501211.1|DSAN	LOC5570876|XP_001659386.1|AAEG
OG0003770	LOC120454868|XP_039496356.1|DSAN	LOC5578270|XP_021699665.1|AAEG
OG0003771	LOC120448145|XP_039485910.1|DSAN	LOC5578261|XP_021699680.1|AAEG
OG0003772	LOC120450293|XP_039489158.1|DSAN	LOC5569280|XP_001652813.2|AAEG
OG0003773	LOC120443777|XP_039479034.1|DSAN	LOC5569281|XP_021699682.1|AAEG
OG0003774	LOC120446338|XP_039483193.1|DSAN	LOC5575621|XP_021699693.1|AAEG
OG0003775	LOC120455497|XP_039497685.1|DSAN	LOC5576380|XP_001662596.2|AAEG
OG0003776	LOC120458525|XP_039502133.1|DSAN	LOC5569572|XP_001658638.2|AAEG
OG0003777	LOC120451397|XP_039491002.1|DSAN	LOC5567697|XP_001651861.1|AAEG
OG0003778	LOC120444625|XP_039480364.1|DSAN	LOC5567695|XP_021699793.1|AAEG
OG0003779	LOC120447174|XP_039484564.1|DSAN	LOC5565718|XP_021699822.1|AAEG
OG0003780	LOC120446183|XP_039482958.1|DSAN	LOC5574832|XP_021699838.1|AAEG
OG0003781	LOC120454926|XP_039496614.1|DSAN	LOC5574828|XP_001661659.2|AAEG
OG0003782	LOC120456578|XP_039499403.1|DSAN	LOC5574827|XP_021699848.1|AAEG
OG0003783	LOC120453361|XP_039493967.1|DSAN	LOC5574637|XP_001661554.1|AAEG
OG0003784	LOC120449656|XP_039488190.1|DSAN	LOC5574642|XP_021699899.1|AAEG
OG0003785	LOC120454822|XP_039496217.1|DSAN, LOC120454803|XP_039496201.1|DSAN	LOC5574646|XP_001661565.1|AAEG
OG0003786	LOC120446998|XP_039484236.1|DSAN	LOC5572038|XP_001660145.2|AAEG
OG0003787	LOC120447003|XP_039484243.1|DSAN	LOC5572039|XP_021699913.1|AAEG
OG0003788	LOC120444664|XP_039480442.1|DSAN	LOC5572041|XP_001660149.2|AAEG
OG0003789	LOC120458749|XP_039502445.1|DSAN	LOC5572048|XP_021699945.1|AAEG, LOC110680878|XP_021712359.1|AAEG
OG0003790	LOC120449327|XP_039487660.1|DSAN	LOC5564189|XP_001648526.1|AAEG
OG0003791	LOC120452193|XP_039492238.1|DSAN	LOC5569986|XP_021700012.1|AAEG
OG0003792	LOC120446499|XP_039483441.1|DSAN	LOC110681220|XP_021712682.1|AAEG, LOC5574372|XP_001661424.1|AAEG
OG0003793	LOC120444569|XP_039480260.1|DSAN	LOC5575905|XP_021700119.1|AAEG
OG0003794	LOC120444488|XP_039480128.1|DSAN	LOC5575899|XP_021700127.1|AAEG
OG0003795	LOC120448346|XP_039486243.1|DSAN	LOC5578895|XP_001664101.2|AAEG
OG0003796	LOC120451226|XP_039490646.1|DSAN	LOC5576279|XP_021700136.1|AAEG
OG0003797	LOC120456847|XP_039499840.1|DSAN	LOC5565480|XP_021700166.1|AAEG
OG0003798	LOC120458822|XP_039502565.1|DSAN	LOC5570378|XP_021700169.1|AAEG
OG0003799	LOC120445612|XP_039482056.1|DSAN	LOC5570383|XP_021700181.1|AAEG
OG0003800	LOC120457605|XP_039501050.1|DSAN	LOC5568035|XP_021700198.1|AAEG
OG0003801	LOC120446540|XP_039483490.1|DSAN	LOC5580248|XP_021700214.1|AAEG
OG0003802	LOC120444991|XP_039480959.1|DSAN	LOC5580249|XP_021700218.1|AAEG
OG0003803	LOC120451797|XP_039491686.1|DSAN	LOC110681064|XP_021712524.1|AAEG, LOC110675168|XP_021695247.1|AAEG
OG0003804	LOC120443998|XP_039479410.1|DSAN	LOC5570937|XP_021700238.1|AAEG
OG0003805	LOC120451238|XP_039490719.1|DSAN	LOC5570930|XP_021700245.1|AAEG
OG0003806	LOC120458789|XP_039502505.1|DSAN	LOC5570932|XP_001659404.1|AAEG
OG0003807	LOC120449331|XP_039487668.1|DSAN	LOC5577719|XP_021700253.1|AAEG
OG0003808	LOC120448009|XP_039485658.1|DSAN	LOC110680907|XP_021712384.1|AAEG, LOC5571158|XP_021700301.1|AAEG
OG0003809	LOC120446418|XP_039483311.1|DSAN	LOC110681459|XP_021712912.1|AAEG, LOC5568632|XP_021700313.1|AAEG, LOC5568637|XP_001652464.1|AAEG
OG0003810	LOC120444496|XP_039480140.1|DSAN	LOC5567649|XP_021700330.1|AAEG
OG0003811	LOC120445754|XP_039482267.1|DSAN	LOC5578151|XP_001663723.2|AAEG
OG0003812	LOC120444616|XP_039480385.1|DSAN	LOC5571946|XP_021700429.1|AAEG
OG0003813	LOC120458893|XP_039502665.1|DSAN	LOC5569380|XP_021700450.1|AAEG
OG0003814	LOC120458501|XP_039502102.1|DSAN	LOC5569498|XP_021700472.1|AAEG
OG0003815	LOC120451651|XP_039491454.1|DSAN	LOC5579340|XP_001647648.2|AAEG
OG0003816	LOC120444333|XP_039479823.1|DSAN	LOC5569510|XP_001658595.1|AAEG
OG0003817	LOC120453559|XP_039494249.1|DSAN	LOC5576950|XP_001663045.1|AAEG
OG0003818	LOC120446262|XP_039483069.1|DSAN	LOC110680414|XP_021711906.1|AAEG, LOC110676540|XP_021700504.1|AAEG
OG0003819	LOC120456627|XP_039499486.1|DSAN	LOC5577422|XP_001656497.1|AAEG
OG0003820	LOC120453323|XP_039493914.1|DSAN	LOC5578366|XP_001656937.1|AAEG
OG0003821	LOC120446254|XP_039483060.1|DSAN	LOC5578355|XP_001656925.1|AAEG
OG0003822	LOC120450730|XP_039489783.1|DSAN	LOC5566424|XP_001650824.1|AAEG
OG0003823	LOC120452171|XP_039492214.1|DSAN	LOC5566438|XP_021700561.1|AAEG
OG0003824	LOC120445827|XP_039482381.1|DSAN	LOC110676558|XP_021700624.1|AAEG
OG0003825	LOC120458120|XP_039501587.1|DSAN	LOC5570915|XP_021700627.1|AAEG
OG0003826	LOC120452927|XP_039493333.1|DSAN	LOC5570911|XP_001653388.1|AAEG
OG0003827	LOC120443792|XP_039479054.1|DSAN	LOC5570902|XP_001653379.1|AAEG
OG0003828	LOC120443791|XP_039479052.1|DSAN	LOC5570900|XP_021700654.1|AAEG
OG0003829	LOC120458663|XP_039502330.1|DSAN	LOC5570899|XP_021700658.1|AAEG
OG0003830	LOC120457807|XP_039501237.1|DSAN	LOC5572922|XP_001654255.1|AAEG
OG0003831	LOC120452207|XP_039492263.1|DSAN	LOC5572925|XP_001654260.2|AAEG
OG0003832	LOC120458450|XP_039502030.1|DSAN	LOC5572928|XP_001654263.2|AAEG
OG0003833	LOC120452695|XP_039492988.1|DSAN	LOC5572931|XP_011493072.1|AAEG
OG0003834	LOC120444040|XP_039479479.1|DSAN	LOC5574737|XP_021700707.1|AAEG
OG0003835	LOC120448769|XP_039486891.1|DSAN	LOC5571425|XP_021700750.1|AAEG
OG0003836	LOC120446557|XP_039483509.1|DSAN	LOC5566327|XP_001650716.1|AAEG
OG0003837	LOC120445875|XP_039482454.1|DSAN	LOC5574285|XP_021700779.1|AAEG, LOC110681472|XP_021712930.1|AAEG
OG0003838	LOC120455870|XP_039498280.1|DSAN	LOC5570424|XP_001659134.1|AAEG
