Orthogroup	DSAN.longest_only	DHYD.longest_only
OG0003614	LOC120450712|XP_039489749.1|DSAN	LOC111604110|XP_023177784.2|DHYD
OG0003615	LOC120444549|XP_039480233.1|DSAN	LOC111603834|XP_023177367.2|DHYD
OG0003616	LOC120444541|XP_039480224.1|DSAN	LOC111593923|XP_023162765.1|DHYD
OG0003617	LOC120446865|XP_039484001.1|DSAN	LOC111593193|XP_023161585.1|DHYD
OG0003618	LOC120446861|XP_039483994.1|DSAN	LOC111593187|XP_023161570.1|DHYD
OG0003619	LOC120445367|XP_039481674.1|DSAN	LOC111593274|XP_023161716.2|DHYD
OG0003620	LOC120445756|XP_039482272.1|DSAN	LOC111600784|XP_023172841.1|DHYD, LOC115482841|XP_030078940.1|DHYD
OG0003621	LOC120450291|XP_039489155.1|DSAN	LOC111592961|XP_023161219.2|DHYD
OG0003622	LOC120450288|XP_039489140.1|DSAN	LOC111592952|XP_030079455.1|DHYD
OG0003623	LOC120446495|XP_039483437.1|DSAN	LOC111599692|XP_023171169.1|DHYD
OG0003624	LOC120445432|XP_039481796.1|DSAN	LOC111593849|XP_023162663.1|DHYD
OG0003625	LOC120449178|XP_039487458.1|DSAN	LOC111593868|XP_023162697.1|DHYD
OG0003626	LOC120445925|XP_039482518.1|DSAN	LOC111597700|XP_023168306.1|DHYD
OG0003627	LOC120446955|XP_039484142.1|DSAN	LOC111604210|XP_023177945.2|DHYD
OG0003628	LOC120444053|XP_039479491.1|DSAN	LOC111604616|XP_023178499.2|DHYD
OG0003629	LOC120445339|XP_039481609.1|DSAN	LOC111595324|XP_023164749.1|DHYD
OG0003630	LOC120444528|XP_039480209.1|DSAN	LOC111600055|XP_023171750.2|DHYD
OG0003631	LOC120448265|XP_039486121.1|DSAN	LOC111605066|XP_023179165.2|DHYD
OG0003632	LOC120449894|XP_039488510.1|DSAN	LOC111601727|XP_023174218.2|DHYD
OG0003633	LOC120444467|XP_039480073.1|DSAN	LOC111593173|XP_023161547.1|DHYD
OG0003634	LOC120448450|XP_039486400.1|DSAN	LOC111605165|XP_023179321.1|DHYD
OG0003635	LOC120448531|XP_039486506.1|DSAN	LOC111603711|XP_023177179.1|DHYD
OG0003636	LOC120444164|XP_039479680.1|DSAN	LOC111593972|XP_023162830.1|DHYD
OG0003637	LOC120447110|XP_039484465.1|DSAN	LOC111605368|XP_023179616.2|DHYD
OG0003638	LOC120450547|XP_039489585.1|DSAN	LOC111604459|XP_023178306.1|DHYD
OG0003639	LOC120450022|XP_039488697.1|DSAN	LOC111594651|XP_023163818.1|DHYD
OG0003640	LOC120446290|XP_039483116.1|DSAN	LOC111597720|XP_023168328.2|DHYD
OG0003641	LOC120445058|XP_039481117.1|DSAN	LOC115483464|XP_030081407.1|DHYD, LOC111593728|XP_023162480.2|DHYD
OG0003642	LOC120457373|XP_039500847.1|DSAN	LOC111600794|XP_023172852.1|DHYD
OG0003643	LOC120446890|XP_039484041.1|DSAN	LOC115483362|XP_030080907.1|DHYD, LOC111600637|XP_023172612.1|DHYD
OG0003644	LOC120457493|XP_039500982.1|DSAN	LOC111593933|XP_023162779.2|DHYD
OG0003645	LOC120449758|XP_039488328.1|DSAN	LOC111597492|XP_023168018.1|DHYD
OG0003646	LOC120448368|XP_039486271.1|DSAN	LOC111601731|XP_023174221.2|DHYD
OG0003647	LOC120448233|XP_039486067.1|DSAN	LOC111597495|XP_023168021.1|DHYD
OG0003648	LOC120456884|XP_039499917.1|DSAN	LOC111601862|XP_023174471.1|DHYD
OG0003649	LOC120453680|XP_039494429.1|DSAN	LOC111598552|XP_023169613.1|DHYD
OG0003650	LOC120455961|XP_039498439.1|DSAN	LOC111593465|XP_023161995.2|DHYD
OG0003651	LOC120453595|XP_039494291.1|DSAN	LOC111594575|XP_030080702.1|DHYD
OG0003652	LOC120448268|XP_039486126.1|DSAN	LOC111595384|XP_023164851.1|DHYD
OG0003653	LOC120450550|XP_039489589.1|DSAN	LOC111604428|XP_023178257.2|DHYD
OG0003654	LOC120450350|XP_039489258.1|DSAN	LOC111595308|XP_023164734.2|DHYD
OG0003655	LOC120446251|XP_039483056.1|DSAN	LOC111594777|XP_023163998.2|DHYD
OG0003656	LOC120448003|XP_039485650.1|DSAN	LOC111595376|XP_023164841.2|DHYD
OG0003657	LOC120449090|XP_039487332.1|DSAN	LOC111603684|XP_023177136.2|DHYD
OG0003658	LOC120453977|XP_039494863.1|DSAN, LOC120454491|XP_039495771.1|DSAN	LOC111603421|XP_023176772.2|DHYD
OG0003659	LOC120449619|XP_039488137.1|DSAN	LOC111604296|XP_023178093.2|DHYD
OG0003660	LOC120450303|XP_039489175.1|DSAN	LOC111598078|XP_030081152.1|DHYD
OG0003661	LOC120450094|XP_039488822.1|DSAN	LOC111602919|XP_023176033.2|DHYD
OG0003662	LOC120450636|XP_039489720.1|DSAN	LOC111594358|XP_023163386.2|DHYD
OG0003663	LOC120447926|XP_039485519.1|DSAN	LOC111594834|XP_023164067.2|DHYD
OG0003664	LOC120447917|XP_039485503.1|DSAN	LOC111594840|XP_023164073.2|DHYD
OG0003665	LOC120458635|XP_039502293.1|DSAN	LOC115483367|XP_030080934.1|DHYD, LOC111604789|XP_023178774.2|DHYD
OG0003666	LOC120443950|XP_039479332.1|DSAN	LOC111598209|XP_023169115.2|DHYD
OG0003667	LOC120449898|XP_039488515.1|DSAN	LOC111604482|XP_023178335.2|DHYD
OG0003668	LOC120453669|XP_039494425.1|DSAN	LOC111600060|XP_023171757.1|DHYD
OG0003669	LOC120446229|XP_039483030.1|DSAN	LOC111604104|XP_023177776.1|DHYD
OG0003670	LOC120446224|XP_039483024.1|DSAN	LOC111604102|XP_023177771.2|DHYD
OG0003671	LOC120444586|XP_039480283.1|DSAN	LOC111603845|XP_023177387.2|DHYD
OG0003672	LOC120450740|XP_039489792.1|DSAN	LOC111604202|XP_023177927.1|DHYD
OG0003673	LOC120445104|XP_039481180.1|DSAN	LOC115482729|XP_023172999.2|DHYD, LOC111600892|XP_023173000.2|DHYD
OG0003674	LOC120444892|XP_039480812.1|DSAN	LOC111594017|XP_023162884.2|DHYD
OG0003675	LOC120447588|XP_039484993.1|DSAN	LOC111604187|XP_023177911.1|DHYD
OG0003676	LOC120447560|XP_039484951.1|DSAN	LOC111604185|XP_023177908.2|DHYD
OG0003677	LOC120450271|XP_039489118.1|DSAN, LOC120457500|XP_039500989.1|DSAN	LOC111598538|XP_023169594.1|DHYD
OG0003678	LOC120450234|XP_039489046.1|DSAN	LOC111597498|XP_023168024.1|DHYD
OG0003679	LOC120447772|XP_039485258.1|DSAN	LOC111597513|XP_023168050.2|DHYD
OG0003680	LOC120444754|XP_039480617.1|DSAN	LOC111605359|XP_023179606.2|DHYD
OG0003681	LOC120447186|XP_039484609.1|DSAN	LOC111593185|XP_023161562.1|DHYD
OG0003682	LOC120454059|XP_039494998.1|DSAN	LOC111601540|XP_023173942.2|DHYD
OG0003683	LOC120446990|XP_039484225.1|DSAN	LOC111595328|XP_023164756.2|DHYD
OG0003684	LOC120450222|XP_039489033.1|DSAN	LOC111605678|XP_023180112.2|DHYD
OG0003685	LOC120448920|XP_039487077.1|DSAN	LOC111592736|XP_023160897.1|DHYD
OG0003686	LOC120445791|XP_039482335.1|DSAN	LOC111594042|XP_030081378.1|DHYD
OG0003687	LOC120446921|XP_039484097.1|DSAN	LOC111597692|XP_023168295.2|DHYD
OG0003688	LOC120445622|XP_039482069.1|DSAN	LOC111593922|XP_023162764.2|DHYD
OG0003689	LOC120449042|XP_039487264.1|DSAN	LOC111597489|XP_023168012.2|DHYD
OG0003690	LOC120448373|XP_039486277.1|DSAN	LOC111593530|XP_023162094.1|DHYD
OG0003691	LOC120449991|XP_039488635.1|DSAN	LOC111593531|XP_023162095.1|DHYD
OG0003692	LOC120454858|XP_039496375.1|DSAN	LOC111599948|XP_023171568.2|DHYD
OG0003693	LOC120450365|XP_039489283.1|DSAN	LOC111600508|XP_023172404.2|DHYD
OG0003694	LOC120447891|XP_039485436.1|DSAN	LOC111604666|XP_023178595.1|DHYD
OG0003695	LOC120448791|XP_039486916.1|DSAN	LOC111594864|XP_023164111.2|DHYD
OG0003696	LOC120445549|XP_039481955.1|DSAN	LOC111600598|XP_023172558.1|DHYD
OG0003697	LOC120445075|XP_039481177.1|DSAN	LOC111604805|XP_023178795.2|DHYD
OG0003698	LOC120449518|XP_039487961.1|DSAN	LOC111595669|XP_023165261.1|DHYD
OG0003699	LOC120444650|XP_039480413.1|DSAN	LOC111604123|XP_023177801.1|DHYD
OG0003700	LOC120444761|XP_039480624.1|DSAN	LOC111593792|XP_023162579.2|DHYD
OG0003701	LOC120458351|XP_039501902.1|DSAN	LOC111594957|XP_023164223.1|DHYD
OG0003702	LOC120450643|XP_039489731.1|DSAN	LOC111600922|XP_023173054.1|DHYD
OG0003703	LOC120450081|XP_039488808.1|DSAN	LOC111597389|XP_023167821.1|DHYD
OG0003704	LOC120450257|XP_039489081.1|DSAN	LOC111594878|XP_023164131.2|DHYD
OG0003705	LOC120443904|XP_039479267.1|DSAN	LOC111593304|XP_023161757.1|DHYD
OG0003706	LOC120450036|XP_039488723.1|DSAN	LOC111605647|XP_023180077.2|DHYD
OG0003707	LOC120448568|XP_039486562.1|DSAN	LOC111595380|XP_023164844.2|DHYD
OG0003708	LOC120447879|XP_039485422.1|DSAN	LOC111600473|XP_023172351.2|DHYD
OG0003709	LOC120446459|XP_039483390.1|DSAN	LOC111603388|XP_023176723.2|DHYD
OG0003710	LOC120445103|XP_039481179.1|DSAN	LOC111603397|XP_023176734.2|DHYD
OG0003711	LOC120449358|XP_039487705.1|DSAN	LOC111605077|XP_023179179.2|DHYD
OG0003712	LOC120446266|XP_039483076.1|DSAN	LOC111600638|XP_023172613.2|DHYD
OG0003713	LOC120444897|XP_039480820.1|DSAN	LOC111600730|XP_023172770.2|DHYD
OG0003714	LOC120444896|XP_039480819.1|DSAN	LOC111600729|XP_023172769.1|DHYD
OG0003715	LOC120449575|XP_039488063.1|DSAN	LOC111601571|XP_023173988.1|DHYD
OG0003716	LOC120448481|XP_039486443.1|DSAN	LOC111594918|XP_023164173.2|DHYD
OG0003717	LOC120450505|XP_039489491.1|DSAN	LOC111605632|XP_023180056.1|DHYD
OG0003718	LOC120448523|XP_039486493.1|DSAN	LOC111592836|XP_023161027.2|DHYD
OG0003719	LOC120449257|XP_039487571.1|DSAN	LOC111600935|XP_023173073.1|DHYD, LOC115483747|XP_030081855.1|DHYD
OG0003720	LOC120455184|XP_039497053.1|DSAN	LOC111598200|XP_023169100.1|DHYD
OG0003721	LOC120445975|XP_039482640.1|DSAN	LOC111593863|XP_023162684.1|DHYD
OG0003722	LOC120448092|XP_039485825.1|DSAN	LOC115482952|XP_030079280.1|DHYD, LOC111593213|XP_023161627.2|DHYD
OG0003723	LOC120450226|XP_039489037.1|DSAN	LOC111605683|XP_023180118.1|DHYD
OG0003724	LOC120449059|XP_039487288.1|DSAN	LOC111593095|XP_023161460.2|DHYD
OG0003725	LOC120449404|XP_039487783.1|DSAN	LOC111595140|XP_023164479.1|DHYD
OG0003726	LOC120448294|XP_039486166.1|DSAN	LOC111601683|XP_023174155.1|DHYD
OG0003727	LOC120447916|XP_039485502.1|DSAN	LOC111594855|XP_023164101.2|DHYD
OG0003728	LOC120451936|XP_039491891.1|DSAN	LOC111604653|XP_023178578.1|DHYD
OG0003729	LOC120450133|XP_039488892.1|DSAN	LOC111596849|XP_023167048.1|DHYD
OG0003730	LOC120450305|XP_039489184.1|DSAN	LOC111597607|XP_030081555.1|DHYD
OG0003731	LOC120450171|XP_039488953.1|DSAN	LOC111597419|XP_023167883.1|DHYD
OG0003732	LOC120449545|XP_039488006.1|DSAN	LOC111597600|XP_023168168.2|DHYD
OG0003733	LOC120447901|XP_039485477.1|DSAN	LOC111594866|XP_023164113.2|DHYD
OG0003734	LOC120449642|XP_039488169.1|DSAN	LOC111601040|XP_030081652.1|DHYD
OG0003735	LOC120444797|XP_039480679.1|DSAN	LOC111600115|XP_023171846.2|DHYD
OG0003736	LOC120445799|XP_039482345.1|DSAN	LOC111603382|XP_023176710.1|DHYD
OG0003737	LOC120446952|XP_039484138.1|DSAN	LOC111593756|XP_023162533.2|DHYD
OG0003738	LOC120446352|XP_039483212.1|DSAN	LOC111604027|XP_030080996.1|DHYD
OG0003739	LOC120447180|XP_039484592.1|DSAN	LOC111595613|XP_023165186.1|DHYD
OG0003740	LOC120458770|XP_039502481.1|DSAN	LOC111594025|XP_023162902.1|DHYD
OG0003741	LOC120447903|XP_039485483.1|DSAN	LOC111594868|XP_023164116.1|DHYD
OG0003742	LOC120450283|XP_039489134.1|DSAN	LOC111592285|XP_023160155.1|DHYD
OG0003743	LOC120444131|XP_039479628.1|DSAN	LOC111595609|XP_023165183.1|DHYD
OG0003744	LOC120458772|XP_039502483.1|DSAN	LOC111604136|XP_023177822.1|DHYD
OG0003745	LOC120445128|XP_039481209.1|DSAN	LOC111604604|XP_023178485.1|DHYD
OG0003746	LOC120445011|XP_039481009.1|DSAN	LOC111592481|XP_023160470.2|DHYD
OG0003747	LOC120450093|XP_039488820.1|DSAN	LOC111598700|XP_030081458.1|DHYD
OG0003748	LOC120448597|XP_039486631.1|DSAN	LOC111598743|XP_023169909.2|DHYD
OG0003749	LOC120449144|XP_039487412.1|DSAN	LOC111598764|XP_023169946.2|DHYD
OG0003750	LOC120449145|XP_039487413.1|DSAN	LOC111598765|XP_023169947.2|DHYD
OG0003751	LOC120449143|XP_039487404.1|DSAN	LOC111597379|XP_030081424.1|DHYD
OG0003752	LOC120449690|XP_039488239.1|DSAN	LOC111603677|XP_023177124.2|DHYD
OG0003753	LOC120449039|XP_039487257.1|DSAN	LOC111601106|XP_023173314.2|DHYD
OG0003754	LOC120447826|XP_039485343.1|DSAN	LOC111601104|XP_030081494.1|DHYD
OG0003755	LOC120450345|XP_039489254.1|DSAN	LOC111603730|XP_023177208.2|DHYD
OG0003756	LOC120456410|XP_039499179.1|DSAN	LOC111600000|XP_023171668.1|DHYD
OG0003757	LOC120444568|XP_039480259.1|DSAN	LOC111593907|XP_023162746.2|DHYD
OG0003758	LOC120444592|XP_039480297.1|DSAN	LOC111603991|XP_030081292.1|DHYD
OG0003759	LOC120448217|XP_039486031.1|DSAN	LOC111605174|XP_023179331.2|DHYD
OG0003760	LOC120446946|XP_039484131.1|DSAN	LOC111601275|XP_023173558.2|DHYD
OG0003761	LOC120448446|XP_039486394.1|DSAN	LOC111601721|XP_023174210.2|DHYD
OG0003762	LOC120448448|XP_039486397.1|DSAN	LOC111601722|XP_023174211.1|DHYD
OG0003763	LOC120448949|XP_039487131.1|DSAN	LOC111600519|XP_023172417.2|DHYD
OG0003764	LOC120448140|XP_039485896.1|DSAN	LOC111600462|XP_023172332.1|DHYD
OG0003765	LOC120458701|XP_039502379.1|DSAN	LOC111594672|XP_023163848.1|DHYD
OG0003766	LOC120457095|XP_039500216.1|DSAN	LOC111605156|XP_023179307.1|DHYD
OG0003767	LOC120445150|XP_039481247.1|DSAN	LOC111593937|XP_023162785.1|DHYD
OG0003768	LOC120457760|XP_039501193.1|DSAN	LOC111604561|XP_023178432.2|DHYD
OG0003769	LOC120457782|XP_039501211.1|DSAN	LOC111604424|XP_023178253.1|DHYD
OG0003770	LOC120454868|XP_039496356.1|DSAN	LOC111594138|XP_023163073.2|DHYD
OG0003771	LOC120448145|XP_039485910.1|DSAN	LOC111592846|XP_023161050.1|DHYD
OG0003772	LOC120450293|XP_039489158.1|DSAN	LOC111596023|XP_023165817.2|DHYD
OG0003773	LOC120443777|XP_039479034.1|DSAN	LOC111597658|XP_023168248.2|DHYD
OG0003774	LOC120446338|XP_039483193.1|DSAN	LOC111594027|XP_023162903.2|DHYD
OG0003775	LOC120455497|XP_039497685.1|DSAN	LOC111593474|XP_023162003.1|DHYD
OG0003776	LOC120458525|XP_039502133.1|DSAN	LOC111599943|XP_023171562.1|DHYD
OG0003777	LOC120451397|XP_039491002.1|DSAN	LOC111593311|XP_023161775.1|DHYD
OG0003778	LOC120444625|XP_039480364.1|DSAN	LOC111605409|XP_023179679.2|DHYD
OG0003779	LOC120447174|XP_039484564.1|DSAN	LOC111602113|XP_023174826.2|DHYD
OG0003780	LOC120446183|XP_039482958.1|DSAN	LOC111600573|XP_023172530.2|DHYD
OG0003781	LOC120454926|XP_039496614.1|DSAN	LOC111598003|XP_023168768.1|DHYD
OG0003782	LOC120456578|XP_039499403.1|DSAN	LOC111592138|XP_030079976.1|DHYD
OG0003783	LOC120453361|XP_039493967.1|DSAN	LOC111593233|XP_023161654.2|DHYD
OG0003784	LOC120449656|XP_039488190.1|DSAN	LOC111593929|XP_023162775.1|DHYD
OG0003785	LOC120454822|XP_039496217.1|DSAN, LOC120454803|XP_039496201.1|DSAN	LOC111600122|XP_023171855.1|DHYD
OG0003786	LOC120446998|XP_039484236.1|DSAN	LOC111605117|XP_023179243.2|DHYD
OG0003787	LOC120447003|XP_039484243.1|DSAN	LOC111605207|XP_023179397.2|DHYD
OG0003788	LOC120444664|XP_039480442.1|DSAN	LOC111600053|XP_023171747.1|DHYD
OG0003789	LOC120458749|XP_039502445.1|DSAN	LOC111604162|XP_023177858.2|DHYD
OG0003790	LOC120449327|XP_039487660.1|DSAN	LOC111592821|XP_023161013.2|DHYD
OG0003791	LOC120452193|XP_039492238.1|DSAN	LOC111599592|XP_030080816.1|DHYD
OG0003792	LOC120446499|XP_039483441.1|DSAN	LOC111597098|XP_023167408.2|DHYD
OG0003793	LOC120444569|XP_039480260.1|DSAN	LOC111593909|XP_023162749.1|DHYD
OG0003794	LOC120444488|XP_039480128.1|DSAN	LOC111599435|XP_023170857.2|DHYD
OG0003795	LOC120448346|XP_039486243.1|DSAN	LOC115482734|XP_030081566.1|DHYD
OG0003796	LOC120451226|XP_039490646.1|DSAN	LOC111592700|XP_023160848.2|DHYD
OG0003797	LOC120456847|XP_039499840.1|DSAN	LOC111600377|XP_023172222.1|DHYD
OG0003798	LOC120458822|XP_039502565.1|DSAN	LOC111604601|XP_023178480.1|DHYD
OG0003799	LOC120445612|XP_039482056.1|DSAN	LOC111600710|XP_023172735.2|DHYD
OG0003800	LOC120457605|XP_039501050.1|DSAN	LOC111603886|XP_023177472.1|DHYD
OG0003801	LOC120446540|XP_039483490.1|DSAN	LOC111596304|XP_030080532.1|DHYD
OG0003802	LOC120444991|XP_039480959.1|DSAN	LOC111600395|XP_023172241.2|DHYD
OG0003803	LOC120451797|XP_039491686.1|DSAN	LOC111592705|XP_023160860.1|DHYD
OG0003804	LOC120443998|XP_039479410.1|DSAN	LOC111603878|XP_023177457.2|DHYD
OG0003805	LOC120451238|XP_039490719.1|DSAN	LOC111596002|XP_023165775.2|DHYD
OG0003806	LOC120458789|XP_039502505.1|DSAN	LOC111594707|XP_023163898.1|DHYD
OG0003807	LOC120449331|XP_039487668.1|DSAN	LOC111602346|XP_023175125.1|DHYD
OG0003808	LOC120448009|XP_039485658.1|DSAN	LOC111601059|XP_023173246.2|DHYD
OG0003809	LOC120446418|XP_039483311.1|DSAN	LOC111595789|XP_023165442.2|DHYD
OG0003810	LOC120444496|XP_039480140.1|DSAN	LOC111604083|XP_023177736.2|DHYD
OG0003811	LOC120445754|XP_039482267.1|DSAN	LOC111600151|XP_023171909.2|DHYD
OG0003812	LOC120444616|XP_039480385.1|DSAN	LOC111602161|XP_030079256.1|DHYD
OG0003813	LOC120458893|XP_039502665.1|DSAN	LOC111603685|XP_023177140.2|DHYD
OG0003814	LOC120458501|XP_039502102.1|DSAN	LOC111591962|XP_023159673.2|DHYD
OG0003815	LOC120451651|XP_039491454.1|DSAN	LOC111595029|XP_023164318.2|DHYD, LOC115483326|XP_030080584.1|DHYD, LOC115483785|XP_030081901.1|DHYD
OG0003816	LOC120444333|XP_039479823.1|DSAN	LOC111594720|XP_023163917.2|DHYD
OG0003817	LOC120453559|XP_039494249.1|DSAN	LOC111603863|XP_023177437.1|DHYD
OG0003818	LOC120446262|XP_039483069.1|DSAN	LOC111602487|XP_023175318.1|DHYD
OG0003819	LOC120456627|XP_039499486.1|DSAN	LOC111602173|XP_023174902.1|DHYD
OG0003820	LOC120453323|XP_039493914.1|DSAN	LOC111604838|XP_023178837.1|DHYD
OG0003821	LOC120446254|XP_039483060.1|DSAN	LOC111600649|XP_023172637.1|DHYD
OG0003822	LOC120450730|XP_039489783.1|DSAN	LOC111592070|XP_023159844.2|DHYD
OG0003823	LOC120452171|XP_039492214.1|DSAN	LOC111596284|XP_023166202.1|DHYD
OG0003824	LOC120445827|XP_039482381.1|DSAN	LOC111594105|XP_023163027.1|DHYD
OG0003825	LOC120458120|XP_039501587.1|DSAN	LOC111603916|XP_023177508.2|DHYD
OG0003826	LOC120452927|XP_039493333.1|DSAN	LOC111603930|XP_023177525.1|DHYD
OG0003827	LOC120443792|XP_039479054.1|DSAN	LOC111603992|XP_030079084.1|DHYD
OG0003828	LOC120443791|XP_039479052.1|DSAN	LOC111603859|XP_023177428.2|DHYD
OG0003829	LOC120458663|XP_039502330.1|DSAN	LOC111600424|XP_023172275.2|DHYD
OG0003830	LOC120457807|XP_039501237.1|DSAN	LOC111596315|XP_023166249.1|DHYD
OG0003831	LOC120452207|XP_039492263.1|DSAN	LOC111594959|XP_023164225.1|DHYD
OG0003832	LOC120458450|XP_039502030.1|DSAN	LOC111596343|XP_023166296.2|DHYD, LOC115482916|XP_030079023.1|DHYD
OG0003833	LOC120452695|XP_039492988.1|DSAN	LOC111596327|XP_023166260.1|DHYD, LOC115482914|XP_030079022.1|DHYD
OG0003834	LOC120444040|XP_039479479.1|DSAN	LOC111605015|XP_023179112.2|DHYD
OG0003835	LOC120448769|XP_039486891.1|DSAN	LOC111596289|XP_023166211.2|DHYD
OG0003836	LOC120446557|XP_039483509.1|DSAN	LOC111598988|XP_023170258.2|DHYD
OG0003837	LOC120445875|XP_039482454.1|DSAN	LOC111598981|XP_023170249.2|DHYD
OG0003838	LOC120455870|XP_039498280.1|DSAN	LOC115483220|XP_030080419.1|DHYD, LOC111602114|XP_023174834.2|DHYD
OG0003839	LOC120458578|XP_039502214.1|DSAN, LOC120453424|XP_039494061.1|DSAN	LOC111594714|XP_023163909.1|DHYD
OG0003840	LOC120447579|XP_039484982.1|DSAN	LOC111604120|XP_023177798.1|DHYD
OG0003841	LOC120446752|XP_039483827.1|DSAN	LOC111599333|XP_023170722.2|DHYD
OG0003842	LOC120450028|XP_039488709.1|DSAN	LOC111592644|XP_023160758.2|DHYD
OG0003843	LOC120444151|XP_039479662.1|DSAN	LOC111600322|XP_023172148.2|DHYD
OG0003844	LOC120458558|XP_039502181.1|DSAN	LOC111592615|XP_023160717.1|DHYD
OG0003845	LOC120443822|XP_039479097.1|DSAN	LOC111598975|XP_023170239.2|DHYD
OG0003846	LOC120447146|XP_039484526.1|DSAN	LOC111603968|XP_023177575.2|DHYD
OG0003847	LOC120453197|XP_039493709.1|DSAN	LOC111593769|XP_023162557.1|DHYD
OG0003848	LOC120452663|XP_039492934.1|DSAN	LOC111596184|XP_023166059.2|DHYD
OG0003849	LOC120443720|XP_039478902.1|DSAN	LOC111599400|XP_023170824.2|DHYD
OG0003850	LOC120458052|XP_039501496.1|DSAN	LOC111600338|XP_030081049.1|DHYD, LOC115483004|XP_030079523.1|DHYD
OG0003851	LOC120447161|XP_039484548.1|DSAN	LOC111602111|XP_023174824.1|DHYD
OG0003852	LOC120454953|XP_039496661.1|DSAN	LOC111594230|XP_023163202.1|DHYD
OG0003853	LOC120446610|XP_039483584.1|DSAN	LOC111594006|XP_023162868.2|DHYD
OG0003854	LOC120446137|XP_039482896.1|DSAN	LOC111602521|XP_023175372.2|DHYD
OG0003855	LOC120447215|XP_039484664.1|DSAN	LOC111602519|XP_023175370.2|DHYD
OG0003856	LOC120454997|XP_039496749.1|DSAN	LOC111595186|XP_023164534.2|DHYD
OG0003857	LOC120444286|XP_039479739.1|DSAN	LOC111595939|XP_030079272.1|DHYD
OG0003858	LOC120455357|XP_039497394.1|DSAN	LOC111604064|XP_023177742.1|DHYD
OG0003859	LOC120445145|XP_039481235.1|DSAN	LOC111601910|XP_030079193.1|DHYD
OG0003860	LOC120446923|XP_039484099.1|DSAN	LOC111603445|XP_023176803.2|DHYD
OG0003861	LOC120447181|XP_039484873.1|DSAN	LOC111596047|XP_023165853.2|DHYD
OG0003862	LOC120446585|XP_039483553.1|DSAN	LOC111596338|XP_023166286.2|DHYD
OG0003863	LOC120458090|XP_039501542.1|DSAN	LOC111593169|XP_023161543.2|DHYD
OG0003864	LOC120458095|XP_039501557.1|DSAN	LOC111593164|XP_023161538.1|DHYD
OG0003865	LOC120453049|XP_039493504.1|DSAN	LOC111604214|XP_023177947.2|DHYD
OG0003866	LOC120457780|XP_039501210.1|DSAN	LOC111600430|XP_023172291.1|DHYD
OG0003867	LOC120445605|XP_039482045.1|DSAN	LOC111594725|XP_023163925.2|DHYD
OG0003868	LOC120450830|XP_039489950.1|DSAN	LOC111596768|XP_023166884.1|DHYD
OG0003869	LOC120453464|XP_039494119.1|DSAN	LOC111599343|XP_023170741.1|DHYD
OG0003870	LOC120444435|XP_039480020.1|DSAN	LOC111595396|XP_023164866.2|DHYD
OG0003871	LOC120458590|XP_039502225.1|DSAN	LOC111599390|XP_023170794.1|DHYD
OG0003872	LOC120446038|XP_039482736.1|DSAN	LOC111601207|XP_023173469.1|DHYD
OG0003873	LOC120457757|XP_039501190.1|DSAN	LOC111595820|XP_023165493.1|DHYD
OG0003874	LOC120457697|XP_039501127.1|DSAN	LOC111594284|XP_023163291.2|DHYD
OG0003875	LOC120458679|XP_039502350.1|DSAN	LOC111603891|XP_023177477.1|DHYD
OG0003876	LOC120454390|XP_039495578.1|DSAN	LOC111595815|XP_023165488.1|DHYD
OG0003877	LOC120458107|XP_039501570.1|DSAN	LOC111600302|XP_023172128.2|DHYD
OG0003878	LOC120445146|XP_039481238.1|DSAN	LOC111601925|XP_023174543.2|DHYD
OG0003879	LOC120448690|XP_039486774.1|DSAN	LOC115482991|XP_030079485.1|DHYD, LOC111596897|XP_023167115.2|DHYD
OG0003880	LOC120449482|XP_039487892.1|DSAN	LOC111597583|XP_023168150.2|DHYD
OG0003881	LOC120444506|XP_039480156.1|DSAN	LOC111595316|XP_023164739.1|DHYD
OG0003882	LOC120455494|XP_039497680.1|DSAN	LOC111600876|XP_023172976.2|DHYD
OG0003883	LOC120456201|XP_039498815.1|DSAN	LOC111595002|XP_023164270.1|DHYD
OG0003884	LOC120443702|XP_039478878.1|DSAN	LOC111594640|XP_023163802.2|DHYD
OG0003885	LOC120454771|XP_039496198.1|DSAN	LOC111592637|XP_023160749.1|DHYD
OG0003886	LOC120454755|XP_039496197.1|DSAN	LOC111592636|XP_023160748.2|DHYD
OG0003887	LOC120446763|XP_039483837.1|DSAN	LOC111599334|XP_023170727.2|DHYD
OG0003888	LOC120454692|XP_039496158.1|DSAN	LOC111595903|XP_023165611.2|DHYD
OG0003889	LOC120447691|XP_039485158.1|DSAN	LOC111599466|XP_023170904.2|DHYD
OG0003890	LOC120448257|XP_039486108.1|DSAN	LOC111601085|XP_023173280.1|DHYD
OG0003891	LOC120458034|XP_039501475.1|DSAN	LOC111594663|XP_023163833.2|DHYD
OG0003892	LOC120450139|XP_039488900.1|DSAN	LOC111596855|XP_023167060.1|DHYD
OG0003893	LOC120446212|XP_039483001.1|DSAN	LOC111594704|XP_023163894.2|DHYD
OG0003894	LOC120458626|XP_039502283.1|DSAN	LOC111592595|XP_023160679.1|DHYD
OG0003895	LOC120445033|XP_039481053.1|DSAN	LOC111603354|XP_023176669.1|DHYD
OG0003896	LOC120446083|XP_039482803.1|DSAN	LOC111592795|XP_023160973.1|DHYD
