Orthogroup	DSAN.longest_only	DBUS.longest_only
OG0004614	LOC120457108|XP_039500251.1|DSAN	LOC108605653|XP_017850928.1|DBUS
OG0004615	LOC120455372|XP_039497418.1|DSAN	LOC108606500|XP_017852154.1|DBUS
OG0004616	LOC120456447|XP_039499218.1|DSAN	LOC108605155|XP_017850222.1|DBUS
OG0004617	LOC120445843|XP_039482406.1|DSAN	LOC108596937|XP_017838662.1|DBUS
OG0004618	LOC120454691|XP_039496157.1|DSAN	LOC108601358|XP_017844746.1|DBUS
OG0004619	LOC120451102|XP_039490442.1|DSAN	LOC108602898|XP_017846694.1|DBUS
OG0004620	LOC120454601|XP_039495992.1|DSAN	LOC108604030|XP_017848770.1|DBUS
OG0004621	LOC120451640|XP_039491434.1|DSAN	LOC108604041|XP_017848792.1|DBUS
OG0004622	LOC120452616|XP_039492852.1|DSAN	LOC108604611|XP_017849639.1|DBUS
OG0004623	LOC120453461|XP_039494112.1|DSAN	LOC108603030|XP_017846934.1|DBUS
OG0004624	LOC120454071|XP_039495016.1|DSAN	LOC108603449|XP_017847768.1|DBUS
OG0004625	LOC120454952|XP_039496654.1|DSAN	LOC108606478|XP_033150266.1|DBUS
OG0004626	LOC120457259|XP_039500597.1|DSAN	LOC108606655|XP_017852461.1|DBUS
OG0004627	LOC120447455|XP_039484745.1|DSAN	LOC108600033|XP_017842850.1|DBUS
OG0004628	LOC120456628|XP_039499483.1|DSAN	LOC108605758|XP_017851049.1|DBUS
OG0004629	LOC120451356|XP_039490926.1|DSAN	LOC108603025|XP_017846922.1|DBUS
OG0004630	LOC120451608|XP_039491375.1|DSAN	LOC108603697|XP_017848212.1|DBUS
OG0004631	LOC120453095|XP_039493560.1|DSAN	LOC108604148|XP_017848952.1|DBUS
OG0004632	LOC120453091|XP_039493554.1|DSAN	LOC108604147|XP_017848950.1|DBUS
OG0004633	LOC120451772|XP_039491636.1|DSAN	LOC108601755|XP_017845167.1|DBUS
OG0004634	LOC120452686|XP_039492971.1|DSAN	LOC108602824|XP_017846547.1|DBUS
OG0004635	LOC120455217|XP_039497116.1|DSAN	LOC108606616|XP_017852377.1|DBUS
OG0004636	LOC120457099|XP_039500221.1|DSAN	LOC108606467|XP_017852079.1|DBUS
OG0004637	LOC120455198|XP_039497076.1|DSAN	LOC108606814|XP_017852777.1|DBUS
OG0004638	LOC120455991|XP_039498482.1|DSAN	LOC108606840|XP_017850777.1|DBUS
OG0004639	LOC120453889|XP_039494739.1|DSAN	LOC108601820|XP_017845246.1|DBUS
OG0004640	LOC120453818|XP_039494634.1|DSAN	LOC108602364|XP_017845955.1|DBUS
OG0004641	LOC120456679|XP_039499570.1|DSAN	LOC108606435|XP_017852036.1|DBUS
OG0004642	LOC120450609|XP_039489678.1|DSAN	LOC108605585|XP_017850845.1|DBUS
OG0004643	LOC120454105|XP_039495065.1|DSAN, LOC120454104|XP_039495061.1|DSAN	LOC108602110|XP_017845624.1|DBUS
OG0004644	LOC120455070|XP_039496856.1|DSAN	LOC108606609|XP_017852367.1|DBUS
OG0004646	LOC120453828|XP_039494656.1|DSAN	LOC108604373|XP_017849311.1|DBUS
OG0004647	LOC120457224|XP_039500532.1|DSAN	LOC108605884|XP_017851185.1|DBUS
OG0004648	LOC120456155|XP_039498726.1|DSAN	LOC108605520|XP_017850759.1|DBUS
OG0004649	LOC120456065|XP_039498589.1|DSAN	LOC108606042|XP_033150457.1|DBUS
OG0004650	LOC120447140|XP_039484512.1|DSAN	LOC108608316|XP_017855133.1|DBUS
OG0004651	LOC120451792|XP_039491679.1|DSAN	LOC108601993|XP_017845481.1|DBUS
OG0004652	LOC120450794|XP_039489889.1|DSAN	LOC108602760|XP_017846420.1|DBUS
OG0004653	LOC120450461|XP_039489415.1|DSAN	LOC108598281|XP_017840386.2|DBUS
OG0004654	LOC120454933|XP_039496627.1|DSAN	LOC108603140|XP_017847170.2|DBUS
OG0004655	LOC120452529|XP_039492727.1|DSAN	LOC108604491|XP_017849472.1|DBUS
OG0004656	LOC120456808|XP_039499779.1|DSAN	LOC108606352|XP_017851889.1|DBUS
OG0004657	LOC120453758|XP_039494525.1|DSAN	LOC108601471|XP_017844859.1|DBUS
OG0004658	LOC120453307|XP_039493896.1|DSAN	LOC108603065|XP_017847000.1|DBUS
OG0004659	LOC120452219|XP_039492279.1|DSAN	LOC108602085|XP_017845597.1|DBUS
OG0004660	LOC120454679|XP_039496128.1|DSAN	LOC108603885|XP_017848547.1|DBUS
OG0004661	LOC120452256|XP_039492319.1|DSAN	LOC108604010|XP_017848742.1|DBUS
OG0004662	LOC120453486|XP_039494154.1|DSAN	LOC108603313|XP_017847511.1|DBUS
OG0004663	LOC120456487|XP_039499285.1|DSAN	LOC108604953|XP_033150160.1|DBUS
OG0004664	LOC120456488|XP_039499286.1|DSAN	LOC108606858|XP_017852847.1|DBUS
OG0004665	LOC120456018|XP_039498516.1|DSAN	LOC108605651|XP_017850924.1|DBUS
OG0004666	LOC120450919|XP_039490117.1|DSAN	LOC108603776|XP_017848357.1|DBUS
OG0004667	LOC120452744|XP_039493053.1|DSAN	LOC108604599|XP_017849624.1|DBUS
OG0004668	LOC120456470|XP_039499253.1|DSAN	LOC108606822|XP_017852794.1|DBUS
OG0004669	LOC120458793|XP_039502521.1|DSAN	LOC108608386|XP_017855228.1|DBUS
OG0004670	LOC120452577|XP_039492794.1|DSAN	LOC108601729|XP_017845138.1|DBUS
OG0004671	LOC120452702|XP_039492992.1|DSAN	LOC108601949|XP_017845422.1|DBUS
OG0004672	LOC120451703|XP_039491534.1|DSAN	LOC108601271|XP_017844659.1|DBUS
OG0004673	LOC120451291|XP_039490776.1|DSAN	LOC108604761|XP_017849840.1|DBUS
OG0004674	LOC120453015|XP_039493465.1|DSAN	LOC108601660|XP_017845049.1|DBUS
OG0004675	LOC120451094|XP_039490433.1|DSAN	LOC108603118|XP_017847116.1|DBUS
OG0004676	LOC120451763|XP_039491625.1|DSAN	LOC108603442|XP_017847755.1|DBUS
OG0004677	LOC120452624|XP_039492864.1|DSAN	LOC108604367|XP_017849297.1|DBUS
OG0004678	LOC120451779|XP_039491656.1|DSAN	LOC108603580|XP_017848005.1|DBUS
OG0004679	LOC120451905|XP_039491848.1|DSAN	LOC108601348|XP_017844734.1|DBUS
OG0004680	LOC120452754|XP_039493066.1|DSAN	LOC108603872|XP_017848532.1|DBUS
OG0004681	LOC120451852|XP_039491777.1|DSAN	LOC108603595|XP_017848025.1|DBUS
OG0004682	LOC120450265|XP_039489097.1|DSAN	LOC108604718|XP_017849788.1|DBUS
OG0004683	LOC120452054|XP_039492052.1|DSAN	LOC108604559|XP_033150016.1|DBUS, LOC108602104|XP_033149777.1|DBUS
OG0004685	LOC120451099|XP_039490437.1|DSAN	LOC108604402|XP_017849351.1|DBUS
OG0004686	LOC120453335|XP_039493935.1|DSAN	LOC108603857|XP_017848503.1|DBUS
OG0004687	LOC120453543|XP_039494229.1|DSAN	LOC108601756|XP_017845168.1|DBUS
OG0004688	LOC120453796|XP_039494604.1|DSAN	LOC108603096|XP_017847081.1|DBUS
OG0004689	LOC120454538|XP_039495849.1|DSAN	LOC108603458|XP_017847778.1|DBUS
OG0004690	LOC120454457|XP_039495703.1|DSAN	LOC108603367|XP_017847614.1|DBUS
OG0004691	LOC120454557|XP_039495882.1|DSAN	LOC108602818|XP_017846538.1|DBUS
OG0004692	LOC120453950|XP_039494829.1|DSAN	LOC108603182|XP_017847229.1|DBUS
OG0004693	LOC120452350|XP_039492456.1|DSAN	LOC108603639|XP_017848089.1|DBUS
OG0004694	LOC120452463|XP_039492628.1|DSAN	LOC108604382|XP_017849326.1|DBUS
OG0004695	LOC120451322|XP_039490828.1|DSAN	LOC108603114|XP_033149998.1|DBUS
OG0004696	LOC120453521|XP_039494202.1|DSAN	LOC108601446|XP_017844833.1|DBUS
OG0004697	LOC120456527|XP_039499331.1|DSAN	LOC108605573|XP_017850830.1|DBUS
OG0004698	LOC120456260|XP_039498917.1|DSAN	LOC108605698|XP_017850978.1|DBUS
OG0004699	LOC120450991|XP_039490228.1|DSAN	LOC108603528|XP_017847911.1|DBUS
OG0004700	LOC120452330|XP_039492423.1|DSAN	LOC108601896|XP_017845359.1|DBUS
OG0004701	LOC120452532|XP_039492730.1|DSAN	LOC108602801|XP_017846513.1|DBUS
OG0004702	LOC120450773|XP_039489863.1|DSAN	LOC108603020|XP_017846906.1|DBUS
OG0004703	LOC120453280|XP_039493840.1|DSAN	LOC108602053|XP_017845555.1|DBUS
OG0004704	LOC120451146|XP_039490507.1|DSAN	LOC108603175|XP_017847224.2|DBUS
OG0004705	LOC120450852|XP_039489998.1|DSAN	LOC108603475|XP_017847805.1|DBUS
OG0004706	LOC120450076|XP_039488796.1|DSAN	LOC108600108|XP_017842967.2|DBUS
OG0004707	LOC120444039|XP_039479478.1|DSAN	LOC108604656|XP_017849694.1|DBUS
OG0004708	LOC120450758|XP_039489830.1|DSAN	LOC108604690|XP_017849735.1|DBUS
OG0004709	LOC120453224|XP_039493752.1|DSAN	LOC108601746|XP_017845155.1|DBUS
OG0004710	LOC120452197|XP_039492249.1|DSAN	LOC108603670|XP_033150148.1|DBUS
OG0004711	LOC120454590|XP_039495975.1|DSAN	LOC108601569|XP_017844956.1|DBUS
OG0004712	LOC120454595|XP_039495981.1|DSAN	LOC108601541|XP_033149875.1|DBUS
OG0004713	LOC120454360|XP_039495516.1|DSAN	LOC108604173|XP_017849000.1|DBUS
OG0004714	LOC120451659|XP_039491468.1|DSAN	LOC108603665|XP_017848147.1|DBUS
OG0004715	LOC120458826|XP_039502580.1|DSAN	LOC108607567|XP_017853947.2|DBUS
OG0004716	LOC120454375|XP_039495545.1|DSAN	LOC108601556|XP_017844944.1|DBUS
OG0004717	LOC120456472|XP_039499264.1|DSAN	LOC108607243|XP_033150182.1|DBUS
OG0004718	LOC120453449|XP_039494099.1|DSAN	LOC108608527|XP_017855429.1|DBUS
OG0004719	LOC120454630|XP_039496040.1|DSAN	LOC108604039|XP_017848787.1|DBUS
OG0004720	LOC120450771|XP_039489861.1|DSAN	LOC108602097|XP_017845609.1|DBUS
OG0004721	LOC120453418|XP_039494051.1|DSAN	LOC108603434|XP_017847743.1|DBUS
OG0004722	LOC120452049|XP_039492046.1|DSAN	LOC108601866|XP_017845313.1|DBUS
OG0004723	LOC120455853|XP_039498258.1|DSAN	LOC108599020|XP_017841290.1|DBUS, LOC108605499|XP_017850734.1|DBUS
OG0004724	LOC120453184|XP_039493681.1|DSAN	LOC108604242|XP_017849105.1|DBUS
OG0004725	LOC120454702|XP_039496172.1|DSAN	LOC108604277|XP_017849168.1|DBUS
OG0004726	LOC120453240|XP_039493775.1|DSAN	LOC108603597|XP_017848028.1|DBUS
OG0004727	LOC120451685|XP_039491502.1|DSAN	LOC108603732|XP_017848269.1|DBUS
OG0004728	LOC120450793|XP_039489888.1|DSAN	LOC108604349|XP_017849268.1|DBUS
OG0004729	LOC120456879|XP_039499911.1|DSAN	LOC108605682|XP_017850963.1|DBUS
OG0004730	LOC120449255|XP_039487572.1|DSAN	LOC108600632|XP_017843813.1|DBUS
OG0004731	LOC120451827|XP_039491735.1|DSAN	LOC108601770|XP_017845184.1|DBUS
OG0004732	LOC120453435|XP_039494076.1|DSAN	LOC108601793|XP_017845218.1|DBUS
OG0004733	LOC120451636|XP_039491428.1|DSAN	LOC108604534|XP_017849538.1|DBUS
OG0004734	LOC120452977|XP_039493407.1|DSAN	LOC108604681|XP_017849726.1|DBUS
OG0004735	LOC120452362|XP_039492474.1|DSAN	LOC108603763|XP_017848334.1|DBUS
OG0004736	LOC120454512|XP_039495803.1|DSAN	LOC108603292|XP_017847452.1|DBUS
OG0004737	LOC120452008|XP_039491979.1|DSAN	LOC108602719|XP_017846363.1|DBUS
OG0004738	LOC120451861|XP_039491794.1|DSAN	LOC108604054|XP_017848805.1|DBUS
OG0004739	LOC120453080|XP_039493541.1|DSAN	LOC108603245|XP_017847363.1|DBUS
OG0004740	LOC120453131|XP_039493614.1|DSAN	LOC108602113|XP_017845627.1|DBUS
OG0004741	LOC120454509|XP_039495796.1|DSAN	LOC108603316|XP_017847517.1|DBUS
OG0004742	LOC120454887|XP_039496418.1|DSAN	LOC108607359|XP_017853542.1|DBUS
OG0004743	LOC120451828|XP_039491737.1|DSAN	LOC108602990|XP_017846873.1|DBUS
OG0004744	LOC120452375|XP_039492504.1|DSAN	LOC108596807|XP_017838409.2|DBUS
OG0004745	LOC120451375|XP_039490960.1|DSAN	LOC108601486|XP_017844873.1|DBUS
OG0004746	LOC120451639|XP_039491433.1|DSAN	LOC108603864|XP_017848520.1|DBUS
OG0004747	LOC120451644|XP_039491439.1|DSAN	LOC108603865|XP_017848521.1|DBUS
OG0004748	LOC120450879|XP_039490039.1|DSAN	LOC108603750|XP_017848313.1|DBUS
OG0004749	LOC120452468|XP_039492638.1|DSAN	LOC108603833|XP_017848461.1|DBUS
OG0004750	LOC120451104|XP_039490445.1|DSAN	LOC108602905|XP_017846702.1|DBUS
OG0004751	LOC120451252|XP_039490708.1|DSAN	LOC108603725|XP_017848255.1|DBUS
OG0004752	LOC120452374|XP_039492500.1|DSAN	LOC108604107|XP_017848877.1|DBUS
OG0004753	LOC120451501|XP_039491187.1|DSAN	LOC108603804|XP_017848391.1|DBUS
OG0004754	LOC120451344|XP_039490860.1|DSAN	LOC108602761|XP_017846422.1|DBUS
OG0004755	LOC120454609|XP_039496005.1|DSAN	LOC108601717|XP_017845124.1|DBUS
OG0004756	LOC120454607|XP_039496002.1|DSAN	LOC108601813|XP_017845239.1|DBUS
OG0004757	LOC120454366|XP_039495524.1|DSAN	LOC108602875|XP_017846653.1|DBUS
OG0004758	LOC120452396|XP_039492545.1|DSAN	LOC108604597|XP_017849619.1|DBUS
OG0004759	LOC120454197|XP_039495225.1|DSAN	LOC108604209|XP_017849059.1|DBUS
OG0004760	LOC120451541|XP_039491257.1|DSAN	LOC108602300|XP_017845869.1|DBUS
OG0004761	LOC120451244|XP_039490690.1|DSAN	LOC108604344|XP_017849261.1|DBUS
OG0004762	LOC120452016|XP_039491996.1|DSAN	LOC108607737|XP_017854250.2|DBUS
OG0004763	LOC120453063|XP_039493522.1|DSAN	LOC108601983|XP_017845467.1|DBUS
OG0004764	LOC120453032|XP_039493486.1|DSAN	LOC108604248|XP_017849118.1|DBUS
OG0004765	LOC120452277|XP_039492342.1|DSAN	LOC108601617|XP_017845005.1|DBUS
OG0004766	LOC120453384|XP_039494000.1|DSAN	LOC108604462|XP_017849431.1|DBUS
OG0004767	LOC120452479|XP_039492655.1|DSAN	LOC108603296|XP_017847457.1|DBUS
OG0004768	LOC120452477|XP_039492651.1|DSAN	LOC108604434|XP_017849397.1|DBUS
OG0004769	LOC120457708|XP_039501138.1|DSAN	LOC108603050|XP_017846968.1|DBUS
OG0004770	LOC120451536|XP_039491248.1|DSAN	LOC108603252|XP_017847380.1|DBUS
OG0004771	LOC120450831|XP_039489947.1|DSAN	LOC108602186|XP_017845720.1|DBUS
OG0004772	LOC120450998|XP_039490241.1|DSAN	LOC108603938|XP_033150008.1|DBUS, LOC108603946|XP_017848627.2|DBUS, LOC108603939|XP_033149855.1|DBUS
OG0004773	LOC120454130|XP_039495105.1|DSAN	LOC108603067|XP_017847001.1|DBUS
OG0004774	LOC120454133|XP_039495119.1|DSAN	LOC108603068|XP_017847011.2|DBUS
OG0004775	LOC120451839|XP_039491750.1|DSAN	LOC108602161|XP_017845683.1|DBUS
OG0004776	LOC120458944|XP_039502737.1|DSAN	LOC108597629|XP_017839761.1|DBUS
OG0004777	LOC120448672|XP_039486744.1|DSAN	LOC117135101|XP_033150992.1|DBUS
OG0004778	LOC120458402|XP_039501961.1|DSAN	LOC108608410|XP_017855258.2|DBUS
OG0004779	LOC120451524|XP_039491227.1|DSAN	LOC108603347|XP_017847568.1|DBUS
OG0004780	LOC120458797|XP_039502524.1|DSAN	LOC108603516|XP_017847900.1|DBUS
OG0004781	LOC120451173|XP_039490543.1|DSAN	LOC108602993|XP_033150133.1|DBUS
OG0004782	LOC120450769|XP_039489855.1|DSAN	LOC108604758|XP_017849836.1|DBUS
OG0004783	LOC120457378|XP_039500850.1|DSAN	LOC108606518|XP_017852180.1|DBUS
OG0004784	LOC120452415|XP_039492568.1|DSAN	LOC108602485|XP_017846097.1|DBUS
OG0004785	LOC120451975|XP_039491935.1|DSAN	LOC108602195|XP_017845733.1|DBUS
OG0004786	LOC120452797|XP_039493127.1|DSAN	LOC108602476|XP_017846089.1|DBUS
OG0004787	LOC120453834|XP_039494661.1|DSAN	LOC108601462|XP_017844849.1|DBUS
OG0004788	LOC120452853|XP_039493227.1|DSAN	LOC108602484|XP_017846096.1|DBUS
OG0004789	LOC120452230|XP_039492289.1|DSAN	LOC108601463|XP_017844851.1|DBUS
OG0004790	LOC120453483|XP_039494151.1|DSAN	LOC108601927|XP_017845392.1|DBUS
OG0004791	LOC120452692|XP_039492979.1|DSAN	LOC108603236|XP_017847345.1|DBUS
OG0004792	LOC120453144|XP_039493634.1|DSAN	LOC108603943|XP_017848625.1|DBUS
OG0004793	LOC120453115|XP_039493587.1|DSAN	LOC108603122|XP_017847130.1|DBUS
OG0004794	LOC120453895|XP_039494746.1|DSAN	LOC108604188|XP_017849027.1|DBUS
OG0004795	LOC120451142|XP_039490500.1|DSAN	LOC108603335|XP_017847549.1|DBUS
OG0004796	LOC120454634|XP_039496057.1|DSAN	LOC108603696|XP_017848211.1|DBUS
OG0004797	LOC120453849|XP_039494684.1|DSAN	LOC108602341|XP_033150027.1|DBUS
OG0004798	LOC120454565|XP_039495893.1|DSAN	LOC108603905|XP_017848575.1|DBUS
OG0004799	LOC120451363|XP_039490933.1|DSAN	LOC108603331|XP_017847544.1|DBUS
OG0004800	LOC120451107|XP_039490451.1|DSAN	LOC108601768|XP_017845181.1|DBUS
OG0004801	LOC120454651|XP_039496087.1|DSAN	LOC108601999|XP_017845488.1|DBUS
OG0004802	LOC120453073|XP_039493533.1|DSAN	LOC108602139|XP_017845656.1|DBUS
OG0004803	LOC120453621|XP_039494337.1|DSAN	LOC108602340|XP_017845921.1|DBUS
OG0004804	LOC120452480|XP_039492657.1|DSAN	LOC108603091|XP_017847077.1|DBUS
OG0004805	LOC120451012|XP_039490270.1|DSAN	LOC108601872|XP_017845321.1|DBUS
OG0004806	LOC120455003|XP_039496755.1|DSAN	LOC108606587|XP_017852306.1|DBUS
OG0004807	LOC120453678|XP_039494427.1|DSAN	LOC117134676|XP_033149013.1|DBUS
OG0004808	LOC120454450|XP_039495693.1|DSAN	LOC108601422|XP_017844809.1|DBUS
OG0004809	LOC120452042|XP_039492028.1|DSAN	LOC108603200|XP_017847271.1|DBUS
OG0004810	LOC120454139|XP_039495130.1|DSAN	LOC108603199|XP_017847270.1|DBUS
OG0004811	LOC120450438|XP_039489381.1|DSAN	LOC108600049|XP_017842883.1|DBUS
OG0004812	LOC120451600|XP_039491366.1|DSAN	LOC108601873|XP_017845322.1|DBUS
OG0004813	LOC120452524|XP_039492721.1|DSAN	LOC108604490|XP_017849471.1|DBUS
OG0004814	LOC120451892|XP_039491834.1|DSAN	LOC108604250|XP_017849121.1|DBUS
OG0004815	LOC120455037|XP_039496806.1|DSAN	LOC108607065|XP_017853170.1|DBUS
OG0004816	LOC120456799|XP_039499767.1|DSAN	LOC108605283|XP_017850420.1|DBUS
OG0004817	LOC120455279|XP_039497236.1|DSAN	LOC108605282|XP_017850419.1|DBUS
OG0004818	LOC120451000|XP_039490246.1|DSAN	LOC108604654|XP_017849692.1|DBUS
OG0004819	LOC120451009|XP_039490259.1|DSAN	LOC108604261|XP_017849144.1|DBUS
OG0004820	LOC120454451|XP_039495694.1|DSAN	LOC108604290|XP_017849191.1|DBUS
OG0004821	LOC120452600|XP_039492832.1|DSAN	LOC108604348|XP_017849267.1|DBUS
OG0004822	LOC120452199|XP_039492251.1|DSAN	LOC108603523|XP_017847906.1|DBUS
OG0004823	LOC120453898|XP_039494749.1|DSAN	LOC108603807|XP_017848395.1|DBUS
OG0004824	LOC120453899|XP_039494756.1|DSAN	LOC108603808|XP_033149831.1|DBUS
OG0004825	LOC120454874|XP_039496373.1|DSAN	LOC108607426|XP_017853721.1|DBUS
OG0004826	LOC120450963|XP_039490185.1|DSAN	LOC108604482|XP_017849460.1|DBUS
OG0004827	LOC120452334|XP_039492431.1|DSAN	LOC108601924|XP_017845390.1|DBUS
OG0004828	LOC120450969|XP_039490194.1|DSAN	LOC108603348|XP_017847570.1|DBUS
OG0004829	LOC120454363|XP_039495522.1|DSAN	LOC108604514|XP_017849507.1|DBUS
OG0004830	LOC120451399|XP_039490999.1|DSAN	LOC108602945|XP_017846782.1|DBUS
OG0004831	LOC120448141|XP_039485899.1|DSAN	LOC108600701|XP_017843911.2|DBUS
OG0004832	LOC120451149|XP_039490510.1|DSAN	LOC108603767|XP_017848343.1|DBUS
OG0004833	LOC120453299|XP_039493865.1|DSAN	LOC108601748|XP_017845160.1|DBUS
OG0004834	LOC120451679|XP_039491494.1|DSAN	LOC108603772|XP_017848348.1|DBUS
OG0004835	LOC120453551|XP_039494237.1|DSAN	LOC108601791|XP_017845216.1|DBUS
OG0004836	LOC120451196|XP_039490581.1|DSAN	LOC108602117|XP_017845631.1|DBUS
OG0004837	LOC120450452|XP_039489406.1|DSAN	LOC108599044|XP_017841313.1|DBUS
OG0004838	LOC120451621|XP_039491406.1|DSAN	LOC108601469|XP_017844857.1|DBUS
OG0004839	LOC120451618|XP_039491398.1|DSAN	LOC108601467|XP_033150138.1|DBUS
OG0004840	LOC120452234|XP_039492294.1|DSAN	LOC108602923|XP_017846754.1|DBUS
OG0004841	LOC120458433|XP_039502010.1|DSAN	LOC108599987|XP_017842754.2|DBUS
OG0004842	LOC120453772|XP_039494547.1|DSAN	LOC108602996|XP_017846879.1|DBUS
OG0004843	LOC120454569|XP_039495901.1|DSAN	LOC108603556|XP_017847965.1|DBUS
OG0004844	LOC120458463|XP_039502049.1|DSAN	LOC108602865|XP_017846642.1|DBUS
OG0004845	LOC120451024|XP_039490282.1|DSAN	LOC108603714|XP_017848243.1|DBUS
OG0004846	LOC120443853|XP_039479149.1|DSAN	LOC108600469|XP_017843566.1|DBUS
OG0004847	LOC120443849|XP_039479144.1|DSAN	LOC108608081|XP_017854765.1|DBUS
OG0004849	LOC120443761|XP_039478986.1|DSAN	LOC108607164|XP_017853308.1|DBUS
OG0004850	LOC120451545|XP_039491261.1|DSAN	LOC108602833|XP_017846563.1|DBUS
OG0004851	LOC120453584|XP_039494278.1|DSAN	LOC108601473|XP_033150134.1|DBUS
OG0004852	LOC120451759|XP_039491621.1|DSAN	LOC108602047|XP_033149812.1|DBUS
OG0004853	LOC120445050|XP_039481100.1|DSAN	LOC108595588|XP_017836339.1|DBUS
OG0004854	LOC120447619|XP_039485045.1|DSAN	LOC108599495|XP_017841830.1|DBUS
OG0004855	LOC120449408|XP_039487798.1|DSAN	LOC108598145|XP_017840252.2|DBUS
OG0004856	LOC120447717|XP_039485185.1|DSAN	LOC108599827|XP_017842421.1|DBUS
OG0004857	LOC120449079|XP_039487317.1|DSAN	LOC108599247|XP_017841533.1|DBUS
OG0004858	LOC120447499|XP_039484829.1|DSAN	LOC108600696|XP_017843903.2|DBUS
OG0004859	LOC120449169|XP_039487445.1|DSAN	LOC108600625|XP_017843798.1|DBUS
OG0004860	LOC120449411|XP_039487801.1|DSAN	LOC108598556|XP_017840731.1|DBUS
OG0004861	LOC120447937|XP_039485536.1|DSAN	LOC108600292|XP_017843253.1|DBUS
OG0004862	LOC120450266|XP_039489095.1|DSAN	LOC108599974|XP_033149713.1|DBUS
OG0004863	LOC120450030|XP_039488714.1|DSAN	LOC108600545|XP_017843692.2|DBUS
OG0004864	LOC120448964|XP_039487157.1|DSAN	LOC108600542|XP_017843687.1|DBUS
OG0004865	LOC120452717|XP_039493017.1|DSAN	LOC108604073|XP_017848831.1|DBUS
OG0004866	LOC120448502|XP_039486470.1|DSAN	LOC108600699|XP_017843909.2|DBUS
OG0004867	LOC120445327|XP_039481585.1|DSAN	LOC108597210|XP_017839137.1|DBUS
OG0004868	LOC120456827|XP_039499812.1|DSAN	LOC108596941|XP_017838668.1|DBUS
OG0004869	LOC120444857|XP_039480757.1|DSAN	LOC108596255|XP_017837298.1|DBUS
OG0004870	LOC120446044|XP_039482755.1|DSAN	LOC108597033|XP_017838815.1|DBUS
OG0004871	LOC120445609|XP_039482051.1|DSAN	LOC108597681|XP_017839844.1|DBUS
OG0004872	LOC120445456|XP_039481835.1|DSAN	LOC108596294|XP_017837374.1|DBUS
OG0004873	LOC120458617|XP_039502260.1|DSAN	LOC108602730|XP_017846373.1|DBUS
OG0004874	LOC120452168|XP_039492206.1|DSAN	LOC108603961|XP_017848651.1|DBUS
OG0004875	LOC120457195|XP_039500481.1|DSAN	LOC108606415|XP_017852000.2|DBUS
OG0004876	LOC120457204|XP_039500504.1|DSAN	LOC108607152|XP_017853286.1|DBUS
OG0004877	LOC120449649|XP_039488175.1|DSAN	LOC108601148|XP_017844566.1|DBUS
OG0004878	LOC120458149|XP_039501629.1|DSAN	LOC108595399|XP_017836114.1|DBUS
OG0004879	LOC120446796|XP_039483886.1|DSAN	LOC117135019|XP_033150709.1|DBUS
OG0004880	LOC120448307|XP_039486185.1|DSAN	LOC108600832|XP_017844116.1|DBUS
OG0004881	LOC120447809|XP_039485319.1|DSAN	LOC108600754|XP_017844000.2|DBUS
OG0004882	LOC120449193|XP_039487480.1|DSAN	LOC108601083|XP_017844473.1|DBUS
OG0004883	LOC120450160|XP_039488938.1|DSAN	LOC108599539|XP_017841913.1|DBUS
OG0004884	LOC120447049|XP_039484352.1|DSAN	LOC108596739|XP_017838290.1|DBUS
OG0004885	LOC120444955|XP_039480899.1|DSAN	LOC108594776|XP_017835403.1|DBUS
OG0004886	LOC120444573|XP_039480267.1|DSAN	LOC108596834|XP_017838446.1|DBUS
OG0004887	LOC120446232|XP_039483036.1|DSAN	LOC108595409|XP_017836124.2|DBUS
OG0004888	LOC120445903|XP_039482489.1|DSAN	LOC108596778|XP_017838366.1|DBUS
OG0004889	LOC120450349|XP_039489279.1|DSAN	LOC108597538|XP_033149031.1|DBUS
OG0004890	LOC120444491|XP_039480131.1|DSAN	LOC108597525|XP_017839611.1|DBUS
OG0004891	LOC120456725|XP_039499642.1|DSAN	LOC108605889|XP_017851193.1|DBUS
OG0004892	LOC120446399|XP_039483268.1|DSAN	LOC108597757|XP_017839955.1|DBUS
OG0004893	LOC120444958|XP_039480907.1|DSAN	LOC108595195|XP_017835868.1|DBUS
OG0004894	LOC120445102|XP_039481178.1|DSAN	LOC108595227|XP_017835911.1|DBUS
OG0004895	LOC120445673|XP_039482158.1|DSAN	LOC108597275|XP_017839228.1|DBUS
OG0004896	LOC120445358|XP_039481637.1|DSAN	LOC108595028|XP_017835652.1|DBUS
OG0004897	LOC120445771|XP_039482303.1|DSAN	LOC108597214|XP_017839143.1|DBUS
OG0004898	LOC120450790|XP_039489927.1|DSAN	LOC108596669|XP_017838164.1|DBUS
OG0004899	LOC120457813|XP_039501244.1|DSAN	LOC108596385|XP_017837545.1|DBUS
OG0004900	LOC120449825|XP_039488410.1|DSAN	LOC108597466|XP_017839528.1|DBUS
OG0004901	LOC120450497|XP_039489520.1|DSAN	LOC108595063|XP_017835697.1|DBUS
OG0004902	LOC120448151|XP_039485919.1|DSAN	LOC108598443|XP_017840565.1|DBUS
OG0004903	LOC120446283|XP_039483105.1|DSAN	LOC108596444|XP_017837677.1|DBUS
OG0004904	LOC120451781|XP_039491664.1|DSAN	LOC108603582|XP_017848011.1|DBUS
