Orthogroup	DSAN.longest_only	DPER.longest_only
OG0004088	LOC120453719|XP_039494480.1|DSAN	LOC6587321|XP_026850706.1|DPER
OG0004089	LOC120455353|XP_039497382.1|DSAN	LOC6597482|XP_026848867.1|DPER
OG0004090	LOC120452232|XP_039492291.1|DSAN	LOC6591656|XP_002016851.1|DPER
OG0004091	LOC120451844|XP_039491753.1|DSAN	LOC6591618|XP_002017120.1|DPER
OG0004092	LOC120455905|XP_039498342.1|DSAN	LOC6600124|XP_002025291.1|DPER
OG0004094	LOC120455572|XP_039497873.1|DSAN	LOC6597596|XP_026848892.1|DPER
OG0004095	LOC120451803|XP_039491690.1|DSAN	LOC6594717|XP_002019402.2|DPER
OG0004096	LOC120454288|XP_039495408.1|DSAN	LOC6587716|XP_002014074.2|DPER
OG0004097	LOC120448863|XP_039487010.1|DSAN	LOC6595775|XP_002021322.1|DPER
OG0004098	LOC120450731|XP_039489782.1|DSAN	LOC6588231|XP_026844913.1|DPER
OG0004099	LOC120450898|XP_039490074.1|DSAN	LOC6591702|XP_026839981.1|DPER
OG0004100	LOC120452231|XP_039492290.1|DSAN	LOC6591804|XP_002017265.1|DPER
OG0004101	LOC120451689|XP_039491516.1|DSAN	LOC6604201|XP_026848364.1|DPER, LOC6591802|XP_026845381.1|DPER
OG0004102	LOC120451688|XP_039491508.1|DSAN	LOC6591800|XP_002017261.2|DPER
OG0004103	LOC120451433|XP_039491042.1|DSAN	LOC6591678|XP_002016893.1|DPER
OG0004104	LOC120453222|XP_039493748.1|DSAN	LOC6595112|XP_026850534.1|DPER
OG0004105	LOC120449050|XP_039487276.1|DSAN	LOC113565964|XP_026845218.1|DPER
OG0004106	LOC120448139|XP_039485890.1|DSAN	LOC6603335|XP_026848202.1|DPER
OG0004107	LOC120449155|XP_039487426.1|DSAN	LOC113566748|XP_026849549.1|DPER
OG0004108	LOC120451481|XP_039491136.1|DSAN	LOC6594501|XP_002019700.1|DPER
OG0004109	LOC120452233|XP_039492293.1|DSAN	LOC6591655|XP_002016850.1|DPER
OG0004110	LOC120449053|XP_039487281.1|DSAN	LOC6602180|XP_026847978.1|DPER
OG0004111	LOC120451729|XP_039491570.1|DSAN	LOC6592005|XP_002017433.1|DPER
OG0004112	LOC120453697|XP_039494452.1|DSAN	LOC6591912|XP_002016869.1|DPER
OG0004113	LOC120456411|XP_039499175.1|DSAN	LOC6602631|XP_002027653.1|DPER
OG0004114	LOC120457022|XP_039500115.1|DSAN	LOC6596878|XP_002022093.2|DPER
OG0004115	LOC120457020|XP_039500109.1|DSAN	LOC6596859|XP_026846028.1|DPER
OG0004116	LOC120452371|XP_039492496.1|DSAN	LOC6592010|XP_026850769.1|DPER
OG0004117	LOC120452729|XP_039493031.1|DSAN	LOC6594534|XP_002019426.2|DPER
OG0004118	LOC120446484|XP_039483422.1|DSAN	LOC6590322|XP_002016211.1|DPER
OG0004119	LOC120451535|XP_039491247.1|DSAN	LOC6594300|XP_002019798.1|DPER
OG0004120	LOC120450979|XP_039490210.1|DSAN	LOC6594462|XP_026850240.1|DPER
OG0004121	LOC120448354|XP_039486255.1|DSAN	LOC6599677|XP_026847340.1|DPER
OG0004122	LOC120454419|XP_039495625.1|DSAN	LOC6594099|XP_002019691.1|DPER
OG0004123	LOC120450986|XP_039490221.1|DSAN	LOC6591452|XP_026851078.1|DPER
OG0004124	LOC120457190|XP_039500474.1|DSAN	LOC6597692|XP_026846419.1|DPER
OG0004125	LOC120453598|XP_039494297.1|DSAN	LOC6594895|XP_002020495.1|DPER
OG0004126	LOC120454409|XP_039495605.1|DSAN	LOC6594969|XP_026841149.1|DPER
OG0004127	LOC120450632|XP_039489718.1|DSAN	LOC6589021|XP_002014440.1|DPER
OG0004128	LOC120453443|XP_039494084.1|DSAN	LOC6591557|XP_002017106.1|DPER
OG0004129	LOC120447051|XP_039484365.1|DSAN	LOC6592300|XP_026842422.1|DPER
OG0004130	LOC120455671|XP_039498002.1|DSAN	LOC6597322|XP_002022510.1|DPER
OG0004131	LOC120452946|XP_039493361.1|DSAN	LOC6594174|XP_002019444.2|DPER
OG0004132	LOC120450161|XP_039488939.1|DSAN	LOC6602843|XP_002027811.2|DPER
OG0004133	LOC120444988|XP_039480958.1|DSAN	LOC6595437|XP_002020858.1|DPER
OG0004134	LOC120450982|XP_039490213.1|DSAN	LOC6591337|XP_026850490.1|DPER
OG0004135	LOC120454282|XP_039495384.1|DSAN	LOC6594649|XP_026850398.1|DPER
OG0004136	LOC120452511|XP_039492699.1|DSAN	LOC6592021|XP_026850917.1|DPER
OG0004137	LOC120452034|XP_039492019.1|DSAN	LOC6592785|XP_002018436.1|DPER
OG0004138	LOC120448109|XP_039485846.1|DSAN	LOC6599765|XP_002024885.1|DPER
OG0004139	LOC120456112|XP_039498673.1|DSAN	LOC6598566|XP_026846360.1|DPER
OG0004140	LOC120456967|XP_039500047.1|DSAN	LOC6599985|XP_026849184.1|DPER
OG0004141	LOC120446064|XP_039482778.1|DSAN	LOC6593115|XP_026841062.1|DPER
OG0004142	LOC120456256|XP_039498909.1|DSAN	LOC6602567|XP_002027601.1|DPER
OG0004143	LOC120454643|XP_039496078.1|DSAN	LOC6598702|XP_002023881.1|DPER
OG0004144	LOC120458894|XP_039502670.1|DSAN	LOC6589710|XP_002014460.1|DPER
OG0004145	LOC120447933|XP_039485532.1|DSAN	LOC6599656|XP_002024583.1|DPER
OG0004146	LOC120452289|XP_039492357.1|DSAN	LOC6592101|XP_026840198.1|DPER
OG0004147	LOC120445079|XP_039481142.1|DSAN	LOC6589220|XP_002014445.1|DPER
OG0004148	LOC120453777|XP_039494552.1|DSAN	LOC113564872|XP_026850982.1|DPER
OG0004149	LOC120453618|XP_039494331.1|DSAN	LOC6591423|XP_026849343.1|DPER
OG0004150	LOC120450946|XP_039490153.1|DSAN	LOC6591773|XP_002017134.1|DPER
OG0004151	LOC120454619|XP_039496017.1|DSAN	LOC6588631|XP_002013180.2|DPER
OG0004152	LOC120452767|XP_039493086.1|DSAN	LOC6591404|XP_026840109.1|DPER
OG0004153	LOC120444714|XP_039480525.1|DSAN	LOC6591038|XP_002016630.1|DPER
OG0004154	LOC120448031|XP_039485706.1|DSAN	LOC6599719|XP_002024904.1|DPER
OG0004155	LOC120454704|XP_039496176.1|DSAN	LOC6591630|XP_002017197.1|DPER
OG0004156	LOC120451793|XP_039491680.1|DSAN	LOC6591622|XP_026847742.1|DPER
OG0004157	LOC120457281|XP_039500655.1|DSAN	LOC6597449|XP_026846452.1|DPER
OG0004158	LOC120447601|XP_039485006.1|DSAN	LOC6603281|XP_002028257.2|DPER
OG0004159	LOC120450739|XP_039489791.1|DSAN	LOC6591883|XP_002017081.1|DPER
OG0004160	LOC120450395|XP_039489325.1|DSAN	LOC6595863|XP_026845233.1|DPER
OG0004161	LOC120454382|XP_039495554.1|DSAN	LOC6594019|XP_026850384.1|DPER
OG0004162	LOC120451472|XP_039491098.1|DSAN	LOC6592149|XP_002017285.1|DPER
OG0004163	LOC120453167|XP_039493661.1|DSAN	LOC6594149|XP_026850658.1|DPER
OG0004164	LOC120451081|XP_039490375.1|DSAN	LOC6591975|XP_026851260.1|DPER
OG0004165	LOC120444810|XP_039480691.1|DSAN	LOC6592726|XP_026842051.1|DPER
OG0004166	LOC120444655|XP_039480429.1|DSAN	LOC6590496|XP_026841692.1|DPER
OG0004167	LOC120452813|XP_039493150.1|DSAN	LOC6588647|XP_002013142.1|DPER
OG0004168	LOC120452303|XP_039492377.1|DSAN	LOC6595194|XP_002020229.1|DPER
OG0004169	LOC120456571|XP_039499393.1|DSAN	LOC6597539|XP_026849298.1|DPER
OG0004170	LOC120455487|XP_039497656.1|DSAN	LOC6599167|XP_026848253.1|DPER
OG0004171	LOC120456565|XP_039499380.1|DSAN	LOC6597505|XP_002022653.1|DPER
OG0004172	LOC120455247|XP_039497172.1|DSAN	LOC6599354|XP_002024477.2|DPER
OG0004173	LOC120444760|XP_039480623.1|DSAN	LOC6590701|XP_002016059.1|DPER
OG0004174	LOC120446489|XP_039483428.1|DSAN	LOC6592759|XP_026841006.1|DPER
OG0004175	LOC120445125|XP_039481207.1|DSAN	LOC6590419|XP_002016432.1|DPER
OG0004176	LOC120448329|XP_039486215.1|DSAN	LOC6601207|XP_002026303.1|DPER
OG0004177	LOC120451537|XP_039491249.1|DSAN	LOC6591620|XP_026840921.1|DPER
OG0004178	LOC120453409|XP_039494037.1|DSAN	LOC6594471|XP_026850691.1|DPER
OG0004179	LOC120456325|XP_039499024.1|DSAN	LOC6596889|XP_002022104.1|DPER
OG0004180	LOC120450862|XP_039490011.1|DSAN	LOC6594644|XP_026850412.1|DPER
OG0004181	LOC120450968|XP_039490193.1|DSAN	LOC6587766|XP_002013686.1|DPER
OG0004182	LOC120448336|XP_039486224.1|DSAN	LOC6596154|XP_026845356.1|DPER
OG0004183	LOC120449188|XP_039487474.1|DSAN	LOC6596153|XP_002021165.1|DPER
OG0004184	LOC120449055|XP_039487283.1|DSAN	LOC6601878|XP_002026927.1|DPER
OG0004185	LOC120448020|XP_039485695.1|DSAN	LOC6602260|XP_026843391.1|DPER
OG0004186	LOC120457073|XP_039500186.1|DSAN	LOC6598375|XP_002023400.1|DPER
OG0004187	LOC120451048|XP_039490338.1|DSAN	LOC6591393|XP_002017363.1|DPER
OG0004188	LOC120451474|XP_039491100.1|DSAN	LOC6594454|XP_002019705.1|DPER
OG0004189	LOC120451478|XP_039491132.1|DSAN	LOC6594456|XP_002019707.1|DPER
OG0004190	LOC120453046|XP_039493500.1|DSAN	LOC6594197|XP_002019505.1|DPER
OG0004191	LOC120453376|XP_039493984.1|DSAN	LOC6594194|XP_002019502.2|DPER
OG0004192	LOC120453016|XP_039493466.1|DSAN	LOC6594046|XP_026850302.1|DPER
OG0004193	LOC120456570|XP_039499390.1|DSAN	LOC6599245|XP_026848309.1|DPER
OG0004194	LOC120451281|XP_039490760.1|DSAN	LOC6594180|XP_002019811.1|DPER
OG0004195	LOC120455452|XP_039497605.1|DSAN	LOC6600207|XP_002025307.1|DPER
OG0004196	LOC120454556|XP_039495881.1|DSAN	LOC6587470|XP_002013655.1|DPER
OG0004197	LOC120452594|XP_039492826.1|DSAN	LOC6594544|XP_002019374.1|DPER
OG0004198	LOC120454632|XP_039496054.1|DSAN	LOC6591627|XP_002017194.1|DPER
OG0004199	LOC120453113|XP_039493583.1|DSAN	LOC6591942|XP_002017309.1|DPER
OG0004200	LOC120444808|XP_039480689.1|DSAN	LOC6592725|XP_002018092.1|DPER
OG0004201	LOC120454559|XP_039495883.1|DSAN	LOC6587431|XP_002013037.1|DPER
OG0004202	LOC120453546|XP_039494233.1|DSAN	LOC6587697|XP_002012755.1|DPER
OG0004203	LOC120452948|XP_039493363.1|DSAN	LOC6594173|XP_002019443.1|DPER
OG0004204	LOC120448300|XP_039486173.1|DSAN	LOC6602357|XP_002027436.1|DPER
OG0004205	LOC120448154|XP_039485925.1|DSAN	LOC6596996|XP_002022243.2|DPER
OG0004206	LOC120454434|XP_039495664.1|DSAN	LOC6594412|XP_002019676.1|DPER
OG0004207	LOC120451387|XP_039490984.1|DSAN	LOC6594413|XP_002019677.1|DPER
OG0004208	LOC120453867|XP_039494706.1|DSAN	LOC6594125|XP_026842880.1|DPER
OG0004209	LOC120452278|XP_039492343.1|DSAN	LOC6595273|XP_026850017.1|DPER
OG0004210	LOC120450970|XP_039490196.1|DSAN	LOC6598798|XP_002023909.1|DPER
OG0004211	LOC120451806|XP_039491736.1|DSAN	LOC6589152|XP_002014759.1|DPER
OG0004212	LOC120453689|XP_039494443.1|DSAN	LOC6592147|XP_002017283.1|DPER
OG0004213	LOC120452068|XP_039492065.1|DSAN	LOC6594283|XP_002019609.2|DPER
OG0004214	LOC120445070|XP_039481130.1|DSAN	LOC6600815|XP_002025882.1|DPER
OG0004215	LOC120445280|XP_039481514.1|DSAN	LOC6601561|XP_026842008.1|DPER
OG0004216	LOC120448283|XP_039486146.1|DSAN	LOC6601974|XP_026849616.1|DPER
OG0004217	LOC120449211|XP_039487512.1|DSAN	LOC6600334|XP_002025343.2|DPER
OG0004218	LOC120455030|XP_039496796.1|DSAN	LOC6597565|XP_002022782.1|DPER
OG0004219	LOC120451699|XP_039491528.1|DSAN	LOC6594559|XP_002019578.1|DPER
OG0004220	LOC120453789|XP_039494576.1|DSAN	LOC6591900|XP_026840390.1|DPER
OG0004221	LOC120454667|XP_039496112.1|DSAN	LOC6594543|XP_002019373.1|DPER
OG0004222	LOC120453237|XP_039493772.1|DSAN	LOC6591871|XP_026851159.1|DPER
OG0004223	LOC120451367|XP_039490948.1|DSAN	LOC6591874|XP_026851151.1|DPER
OG0004224	LOC120451544|XP_039491260.1|DSAN	LOC6592051|XP_002017164.1|DPER
OG0004225	LOC120455156|XP_039497001.1|DSAN	LOC6598570|XP_002023633.2|DPER
OG0004226	LOC120453809|XP_039494617.1|DSAN	LOC6592028|XP_026850988.1|DPER
OG0004227	LOC120452295|XP_039492364.1|DSAN	LOC6594176|XP_026850517.1|DPER
OG0004228	LOC120452297|XP_039492366.1|DSAN	LOC6594175|XP_002019445.1|DPER
OG0004229	LOC120444341|XP_039479845.1|DSAN	LOC6603159|XP_026842545.1|DPER
OG0004230	LOC120456167|XP_039498752.1|DSAN	LOC6599120|XP_026849266.1|DPER
OG0004231	LOC120450206|XP_039489007.1|DSAN	LOC6601887|XP_002026936.2|DPER
OG0004232	LOC120450210|XP_039489013.1|DSAN	LOC6601891|XP_026849388.1|DPER
OG0004233	LOC120450208|XP_039489011.1|DSAN	LOC6601892|XP_026849386.1|DPER
OG0004234	LOC120449653|XP_039488184.1|DSAN	LOC6601900|XP_002026949.2|DPER
OG0004235	LOC120457001|XP_039500089.1|DSAN	LOC6599945|XP_002025135.2|DPER
OG0004236	LOC120453156|XP_039493645.1|DSAN	LOC6594184|XP_002019815.1|DPER
OG0004237	LOC120454386|XP_039495563.1|DSAN	LOC6594119|XP_026851013.1|DPER
OG0004238	LOC120453845|XP_039494676.1|DSAN	LOC6594245|XP_002019775.1|DPER
OG0004239	LOC120452435|XP_039492596.1|DSAN	LOC6594536|XP_026845705.1|DPER
OG0004240	LOC120451022|XP_039490281.1|DSAN	LOC6591814|XP_002017235.1|DPER
OG0004241	LOC120454527|XP_039495831.1|DSAN	LOC6591491|XP_026849970.1|DPER
OG0004242	LOC120454221|XP_039495254.1|DSAN	LOC6594694|XP_002019621.1|DPER
OG0004243	LOC120449228|XP_039487533.1|DSAN	LOC6599499|XP_002024719.1|DPER
OG0004244	LOC120451284|XP_039490764.1|DSAN	LOC6594181|XP_002019812.1|DPER
OG0004245	LOC120450402|XP_039489332.1|DSAN	LOC6601020|XP_002026142.1|DPER
OG0004246	LOC120448626|XP_039486677.1|DSAN	LOC6598859|XP_026847767.1|DPER
OG0004247	LOC120454985|XP_039496710.1|DSAN	LOC6600135|XP_002025252.1|DPER
OG0004248	LOC120446101|XP_039482827.1|DSAN	LOC6593241|XP_002018362.1|DPER
OG0004249	LOC120448689|XP_039486771.1|DSAN	LOC6601053|XP_002026108.1|DPER
OG0004250	LOC120451575|XP_039491321.1|DSAN	LOC6593586|XP_002018877.2|DPER
OG0004251	LOC120455750|XP_039498108.1|DSAN	LOC6602753|XP_026847723.1|DPER
OG0004252	LOC120453686|XP_039494440.1|DSAN	LOC6592144|XP_002017280.2|DPER
OG0004253	LOC120453602|XP_039494302.1|DSAN	LOC6594341|XP_026850566.1|DPER
OG0004254	LOC120455848|XP_039498253.1|DSAN	LOC6602895|XP_002027918.1|DPER
OG0004255	LOC120443969|XP_039479372.1|DSAN	LOC6596367|XP_026843726.1|DPER
OG0004256	LOC120444871|XP_039480778.1|DSAN	LOC6601625|XP_026842585.1|DPER
OG0004257	LOC120452987|XP_039493422.1|DSAN	LOC6595011|XP_002020468.1|DPER
OG0004258	LOC120454646|XP_039496081.1|DSAN	LOC6594672|XP_026850223.1|DPER
OG0004259	LOC120444964|XP_039480915.1|DSAN	LOC6601628|XP_002026631.1|DPER
OG0004260	LOC120454631|XP_039496043.1|DSAN	LOC6591958|XP_026850815.1|DPER
OG0004261	LOC120454256|XP_039495319.1|DSAN	LOC6591341|XP_026842028.1|DPER
OG0004262	LOC120454302|XP_039495434.1|DSAN	LOC6592138|XP_002016819.1|DPER
OG0004263	LOC120451361|XP_039490931.1|DSAN	LOC6594106|XP_026850370.1|DPER
OG0004264	LOC120450763|XP_039489837.1|DSAN	LOC6594159|XP_002019568.2|DPER
OG0004265	LOC120452489|XP_039492672.1|DSAN	LOC6594191|XP_002019499.1|DPER
OG0004266	LOC120454270|XP_039495367.1|DSAN	LOC6594216|XP_002019451.1|DPER
OG0004267	LOC120451166|XP_039490536.1|DSAN	LOC6594317|XP_026851274.1|DPER
OG0004268	LOC120444557|XP_039480240.1|DSAN	LOC6600936|XP_026842226.1|DPER
OG0004269	LOC120444976|XP_039480931.1|DSAN	LOC6593246|XP_002018367.1|DPER
OG0004270	LOC120448618|XP_039486668.1|DSAN	LOC113565124|XP_026841728.1|DPER
OG0004271	LOC120447148|XP_039484528.1|DSAN	LOC6590538|XP_002016407.1|DPER
OG0004272	LOC120452092|XP_039492100.1|DSAN	LOC6594578|XP_002019829.1|DPER
OG0004273	LOC120454062|XP_039495005.1|DSAN	LOC6598729|XP_002023876.1|DPER
OG0004274	LOC120456408|XP_039499173.1|DSAN	LOC6600051|XP_002025066.1|DPER
OG0004275	LOC120456122|XP_039498685.1|DSAN	LOC6599974|XP_002025163.1|DPER
OG0004276	LOC120450487|XP_039489467.1|DSAN	LOC6599853|XP_002025002.2|DPER
OG0004277	LOC120449979|XP_039488622.1|DSAN	LOC6600482|XP_002025673.1|DPER
OG0004278	LOC120456496|XP_039499297.1|DSAN	LOC6599313|XP_002024434.1|DPER
OG0004279	LOC120458081|XP_039501531.1|DSAN	LOC6589105|XP_002015038.1|DPER
OG0004280	LOC120455130|XP_039496956.1|DSAN	LOC6597508|XP_026849287.1|DPER
OG0004281	LOC120458096|XP_039501558.1|DSAN	LOC6591068|XP_002015698.1|DPER
OG0004282	LOC120445544|XP_039481951.1|DSAN	LOC6592700|XP_002018503.1|DPER
OG0004283	LOC120445545|XP_039481952.1|DSAN	LOC6592701|XP_002018504.1|DPER
OG0004284	LOC120450586|XP_039489644.1|DSAN	LOC113565576|XP_026843806.1|DPER
OG0004285	LOC120453649|XP_039494376.1|DSAN	LOC6587371|XP_002013486.1|DPER
OG0004286	LOC120448434|XP_039486375.1|DSAN	LOC6602800|XP_002027851.2|DPER
OG0004287	LOC120449187|XP_039487469.1|DSAN	LOC6602801|XP_026847791.1|DPER
OG0004288	LOC120448339|XP_039486236.1|DSAN	LOC6602826|XP_002027860.1|DPER
OG0004289	LOC120447520|XP_039484883.1|DSAN	LOC6602401|XP_026848518.1|DPER
OG0004290	LOC120447133|XP_039484501.1|DSAN	LOC6600891|XP_002025955.2|DPER
OG0004291	LOC120446613|XP_039483592.1|DSAN	LOC6590941|XP_002016174.1|DPER
OG0004292	LOC120448622|XP_039486672.1|DSAN	LOC113566606|XP_026848806.1|DPER
OG0004293	LOC120449049|XP_039487275.1|DSAN	LOC6596044|XP_002021228.1|DPER
OG0004294	LOC120448153|XP_039485924.1|DSAN	LOC6596997|XP_026845706.1|DPER
OG0004295	LOC120448923|XP_039487087.1|DSAN	LOC6596998|XP_002022245.2|DPER
OG0004296	LOC120448992|XP_039487193.1|DSAN	LOC6597001|XP_002022248.1|DPER
OG0004297	LOC120446539|XP_039483489.1|DSAN	LOC6601318|XP_002026369.1|DPER
OG0004298	LOC120451353|XP_039490917.1|DSAN	LOC6590429|XP_026842444.1|DPER
OG0004299	LOC120445966|XP_039482604.1|DSAN	LOC6592336|XP_026840869.1|DPER
OG0004300	LOC120446104|XP_039482829.1|DSAN	LOC6593243|XP_002018364.1|DPER
OG0004301	LOC120448905|XP_039487062.1|DSAN	LOC6602958|XP_002027969.2|DPER
OG0004302	LOC120445767|XP_039482296.1|DSAN	LOC6590516|XP_002016084.1|DPER
OG0004303	LOC120444965|XP_039480919.1|DSAN	LOC6593089|XP_002017722.2|DPER
OG0004304	LOC120446812|XP_039483908.1|DSAN	LOC6590026|XP_026842043.1|DPER
OG0004305	LOC120446964|XP_039484154.1|DSAN	LOC6590695|XP_026842196.1|DPER
OG0004306	LOC120444944|XP_039480881.1|DSAN	LOC6592774|XP_002018016.2|DPER
OG0004307	LOC120446130|XP_039482889.1|DSAN	LOC6602098|XP_002027143.1|DPER
OG0004308	LOC120445792|XP_039482331.1|DSAN	LOC6590492|XP_026842074.1|DPER
OG0004309	LOC120449927|XP_039488554.1|DSAN	LOC6600582|XP_002025637.1|DPER
OG0004310	LOC120458665|XP_039502333.1|DSAN	LOC6592212|XP_026840772.1|DPER
OG0004311	LOC120448646|XP_039486707.1|DSAN	LOC6596031|XP_002021030.1|DPER
OG0004312	LOC120445861|XP_039482437.1|DSAN	LOC6601338|XP_026842221.1|DPER, LOC113565094|XP_026841456.1|DPER
OG0004313	LOC120458691|XP_039502363.1|DSAN	LOC6601355|XP_026841452.1|DPER
OG0004314	LOC120444829|XP_039480719.1|DSAN	LOC6590459|XP_002015850.2|DPER
OG0004315	LOC120446514|XP_039483456.1|DSAN	LOC6601291|XP_002026363.1|DPER
OG0004316	LOC120458398|XP_039501957.1|DSAN	LOC6600972|XP_002026010.1|DPER
OG0004317	LOC120458404|XP_039501967.1|DSAN	LOC6591067|XP_026841735.1|DPER
OG0004318	LOC120444337|XP_039479829.1|DSAN	LOC6601331|XP_026841384.1|DPER
OG0004319	LOC120446180|XP_039482951.1|DSAN	LOC6590801|XP_002015425.1|DPER
OG0004320	LOC120451468|XP_039491087.1|DSAN	LOC6587370|XP_026850773.1|DPER
OG0004321	LOC120443877|XP_039479194.1|DSAN	LOC6593795|XP_002018715.1|DPER
OG0004322	LOC120453404|XP_039494027.1|DSAN	LOC6588415|XP_002013813.1|DPER
OG0004323	LOC120449738|XP_039488304.1|DSAN	LOC6599519|XP_002024647.1|DPER
OG0004324	LOC120457823|XP_039501257.1|DSAN	LOC6593667|XP_002018614.1|DPER
OG0004325	LOC120445970|XP_039482635.1|DSAN	LOC6603194|XP_002028180.1|DPER
OG0004326	LOC120445969|XP_039482634.1|DSAN	LOC6603195|XP_026842119.1|DPER
OG0004327	LOC120455018|XP_039496776.1|DSAN	LOC6603701|XP_026846747.1|DPER
OG0004328	LOC120446595|XP_039483560.1|DSAN	LOC6592427|XP_002018239.1|DPER
OG0004329	LOC120447115|XP_039484470.1|DSAN	LOC6590407|XP_026841678.1|DPER
OG0004330	LOC120446485|XP_039483423.1|DSAN	LOC6592497|XP_002018399.1|DPER
OG0004331	LOC120458848|XP_039502608.1|DSAN	LOC6600946|XP_002026017.1|DPER
OG0004332	LOC120451189|XP_039490575.1|DSAN	LOC6588671|XP_026844354.1|DPER
OG0004333	LOC120447088|XP_039484426.1|DSAN	LOC6589756|XP_002014729.1|DPER
OG0004334	LOC120457309|XP_039500741.1|DSAN	LOC6588906|XP_002014612.2|DPER
OG0004335	LOC120444799|XP_039480683.1|DSAN	LOC6600807|XP_002025978.1|DPER
OG0004336	LOC120444719|XP_039480531.1|DSAN	LOC6592348|XP_002018295.1|DPER
OG0004337	LOC120445774|XP_039482311.1|DSAN	LOC6588884|XP_002014853.1|DPER
OG0004338	LOC120449970|XP_039488612.1|DSAN	LOC6599634|XP_002024744.1|DPER
OG0004339	LOC120446666|XP_039483671.1|DSAN	LOC6590870|XP_002016162.1|DPER
OG0004340	LOC120446665|XP_039483670.1|DSAN	LOC6590300|XP_002016161.1|DPER
OG0004341	LOC120445464|XP_039481843.1|DSAN	LOC6590461|XP_002015852.1|DPER
OG0004342	LOC120445161|XP_039481270.1|DSAN	LOC6592503|XP_026841924.1|DPER
OG0004343	LOC120445162|XP_039481271.1|DSAN	LOC6592499|XP_026841925.1|DPER
OG0004344	LOC120446205|XP_039482990.1|DSAN	LOC6592538|XP_002018313.1|DPER
OG0004345	LOC120445972|XP_039482638.1|DSAN	LOC6593947|XP_002019011.1|DPER
OG0004346	LOC120446091|XP_039482815.1|DSAN	LOC6601313|XP_026842479.1|DPER
OG0004347	LOC120444936|XP_039480871.1|DSAN	LOC6601315|XP_002026367.1|DPER
OG0004348	LOC120446372|XP_039483237.1|DSAN	LOC113565251|XP_026842852.1|DPER
OG0004349	LOC120445944|XP_039482544.1|DSAN	LOC6589961|XP_026840714.1|DPER
OG0004350	LOC120450060|XP_039488768.1|DSAN	LOC6592747|XP_002017809.1|DPER
OG0004351	LOC120446273|XP_039483085.1|DSAN	LOC6592637|XP_002017858.1|DPER
OG0004352	LOC120451195|XP_039490580.1|DSAN	LOC113567472|XP_026851276.1|DPER
OG0004353	LOC120452586|XP_039492809.1|DSAN	LOC6594923|XP_002020021.1|DPER
OG0004354	LOC120451952|XP_039491909.1|DSAN	LOC6594820|XP_026842299.1|DPER
OG0004355	LOC120454327|XP_039495464.1|DSAN	LOC6591970|XP_026842405.1|DPER
OG0004356	LOC120446994|XP_039484228.1|DSAN	LOC6593255|XP_026841142.1|DPER
OG0004357	LOC120446305|XP_039483188.1|DSAN	LOC6589970|XP_026842515.1|DPER
OG0004358	LOC120445420|XP_039481770.1|DSAN	LOC6590452|XP_002016378.1|DPER
OG0004359	LOC120444639|XP_039480391.1|DSAN	LOC6592454|XP_026840948.1|DPER
OG0004360	LOC120449579|XP_039488067.1|DSAN	LOC6595816|XP_026845518.1|DPER
OG0004361	LOC120453226|XP_039493755.1|DSAN	LOC6594144|XP_002019770.1|DPER
OG0004362	LOC120449020|XP_039487234.1|DSAN	LOC6602794|XP_002027845.1|DPER
OG0004363	LOC120454943|XP_039496645.1|DSAN	LOC6599309|XP_026847162.1|DPER
OG0004364	LOC120447150|XP_039484532.1|DSAN	LOC6590531|XP_026841829.1|DPER
OG0004365	LOC120445047|XP_039481096.1|DSAN	LOC6600864|XP_002025899.1|DPER
OG0004366	LOC120458083|XP_039501534.1|DSAN	LOC6589107|XP_002015040.1|DPER
OG0004367	LOC120450443|XP_039489390.1|DSAN	LOC6603340|XP_026848058.1|DPER
OG0004368	LOC120447636|XP_039485077.1|DSAN	LOC6596169|XP_002021146.1|DPER
OG0004369	LOC120443701|XP_039478876.1|DSAN	LOC6591082|XP_026841910.1|DPER
OG0004370	LOC120446857|XP_039483988.1|DSAN	LOC6592702|XP_026840616.1|DPER
OG0004371	LOC120456971|XP_039500052.1|DSAN	LOC6596897|XP_002021858.1|DPER
OG0004372	LOC120446347|XP_039483207.1|DSAN	LOC6601320|XP_026841642.1|DPER
OG0004373	LOC120454675|XP_039496125.1|DSAN	LOC6590887|XP_002015428.1|DPER
OG0004374	LOC120444720|XP_039480532.1|DSAN	LOC6590637|XP_026841260.1|DPER
OG0004375	LOC120449326|XP_039487659.1|DSAN	LOC6602951|XP_002027962.1|DPER
OG0004376	LOC120449428|XP_039487824.1|DSAN	LOC6595748|XP_002021365.2|DPER
OG0004377	LOC120447963|XP_039485588.1|DSAN	LOC6600243|XP_002025408.1|DPER
OG0004378	LOC120444652|XP_039480421.1|DSAN	LOC6592955|XP_026841480.1|DPER
OG0004379	LOC120445069|XP_039481129.1|DSAN	LOC6600862|XP_002025897.1|DPER
OG0004380	LOC120458405|XP_039501968.1|DSAN	LOC6592213|XP_002017773.1|DPER
OG0004381	LOC120452003|XP_039491969.1|DSAN	LOC6587318|XP_002014189.2|DPER
OG0004382	LOC120446868|XP_039484007.1|DSAN	LOC6590688|XP_002015825.1|DPER
OG0004383	LOC120445371|XP_039481686.1|DSAN	LOC6591247|XP_002015790.1|DPER
OG0004384	LOC120445377|XP_039481693.1|DSAN	LOC6591245|XP_002015788.1|DPER
