Orthogroup	DSAN.longest_only	SLEB.longest_only
OG0004398	LOC120447157|XP_039484543.1|DSAN	LOC115622339|XP_030372110.1|SLEB
OG0004399	LOC120447201|XP_039484627.1|DSAN	LOC115633838|XP_030387189.1|SLEB
OG0004400	LOC120454572|XP_039495905.1|DSAN	LOC115623350|XP_030373494.1|SLEB
OG0004402	LOC120444675|XP_039480469.1|DSAN	LOC115623551|XP_030373802.1|SLEB
OG0004403	LOC120446043|XP_039482750.1|DSAN	LOC115625667|XP_030376666.1|SLEB
OG0004404	LOC120458667|XP_039502338.1|DSAN	LOC115624684|XP_030375346.1|SLEB
OG0004405	LOC120449068|XP_039487300.1|DSAN	LOC115622576|XP_030372414.1|SLEB
OG0004406	LOC120447630|XP_039485063.1|DSAN	LOC115622570|XP_030372405.1|SLEB
OG0004407	LOC120448409|XP_039486343.1|DSAN	LOC115633855|XP_030387207.1|SLEB
OG0004408	LOC120448410|XP_039486340.1|DSAN, LOC120448411|XP_039486341.1|DSAN	LOC115622233|XP_030371990.1|SLEB
OG0004409	LOC120454828|XP_039496227.1|DSAN	LOC115627795|XP_030379481.1|SLEB
OG0004410	LOC120444334|XP_039479824.1|DSAN	LOC115624593|XP_030375191.1|SLEB
OG0004411	LOC120450590|XP_039489645.1|DSAN	LOC115634192|XP_030387640.1|SLEB, LOC115624778|XP_030375470.1|SLEB
OG0004412	LOC120450589|XP_039489643.1|DSAN	LOC115624777|XP_030375469.1|SLEB
OG0004413	LOC120445618|XP_039482064.1|DSAN	LOC115625903|XP_030376996.1|SLEB
OG0004414	LOC120446400|XP_039483274.1|DSAN	LOC115632141|XP_030385021.1|SLEB
OG0004415	LOC120444918|XP_039480846.1|DSAN	LOC115634028|XP_030387424.1|SLEB
OG0004416	LOC120450870|XP_039490031.1|DSAN	LOC115628181|XP_030380028.1|SLEB
OG0004417	LOC120453071|XP_039493531.1|DSAN	LOC115621285|XP_030370748.1|SLEB
OG0004418	LOC120445590|XP_039482016.1|DSAN	LOC115632937|XP_030386095.1|SLEB
OG0004419	LOC120449609|XP_039488134.1|DSAN	LOC115634451|XP_030388023.1|SLEB
OG0004420	LOC120446519|XP_039483464.1|DSAN	LOC115620160|XP_030369149.1|SLEB, LOC115633932|XP_030387308.1|SLEB
OG0004421	LOC120449519|XP_039487962.1|DSAN	LOC115622775|XP_030372692.1|SLEB
OG0004422	LOC120449153|XP_039487423.1|DSAN	LOC115633007|XP_030386193.1|SLEB
OG0004423	LOC120446912|XP_039484082.1|DSAN	LOC115634689|XP_030388420.1|SLEB
OG0004424	LOC120444743|XP_039480602.1|DSAN	LOC115623191|XP_030373277.1|SLEB
OG0004425	LOC120447953|XP_039485574.1|DSAN	LOC115633638|XP_030386936.1|SLEB
OG0004426	LOC120450445|XP_039489393.1|DSAN	LOC115633864|XP_030387219.1|SLEB
OG0004427	LOC120448058|XP_039485742.1|DSAN	LOC115634505|XP_030388131.1|SLEB
OG0004428	LOC120453904|XP_039494765.1|DSAN	LOC115625235|XP_030376080.1|SLEB
OG0004429	LOC120450538|XP_039489571.1|DSAN	LOC115628558|XP_030380579.1|SLEB
OG0004430	LOC120447994|XP_039485625.1|DSAN	LOC115632143|XP_030385019.1|SLEB
OG0004431	LOC120451235|XP_039490663.1|DSAN	LOC115620564|XP_030369713.1|SLEB
OG0004432	LOC120451234|XP_039490662.1|DSAN	LOC115620563|XP_030369711.1|SLEB
OG0004433	LOC120448660|XP_039486729.1|DSAN	LOC115624915|XP_030375624.1|SLEB
OG0004434	LOC120447154|XP_039484540.1|DSAN	LOC115622993|XP_030373014.1|SLEB
OG0004435	LOC120444484|XP_039480098.1|DSAN	LOC115624619|XP_030375229.1|SLEB
OG0004436	LOC120444428|XP_039480001.1|DSAN	LOC115634590|XP_030388279.1|SLEB
OG0004437	LOC120446647|XP_039483652.1|DSAN	LOC115634594|XP_030388287.1|SLEB
OG0004438	LOC120445374|XP_039481690.1|DSAN	LOC115624757|XP_030375449.1|SLEB
OG0004439	LOC120444343|XP_039479850.1|DSAN	LOC115625761|XP_030376784.1|SLEB
OG0004440	LOC120446040|XP_039482737.1|DSAN	LOC115624597|XP_030375197.1|SLEB
OG0004441	LOC120458483|XP_039502078.1|DSAN	LOC115631592|XP_030384253.1|SLEB
OG0004442	LOC120445109|XP_039481187.1|DSAN	LOC115625447|XP_030376358.1|SLEB
OG0004443	LOC120449146|XP_039487415.1|DSAN	LOC115632435|XP_030385438.1|SLEB
OG0004444	LOC120446858|XP_039483991.1|DSAN	LOC115634819|XP_030388597.1|SLEB
OG0004445	LOC120444527|XP_039480208.1|DSAN	LOC115633985|XP_030387368.1|SLEB
OG0004446	LOC120453824|XP_039494643.1|DSAN	LOC115621196|XP_030370635.1|SLEB
OG0004447	LOC120451663|XP_039491472.1|DSAN	LOC115624790|XP_030375493.1|SLEB
OG0004448	LOC120446486|XP_039483425.1|DSAN	LOC115633993|XP_030387375.1|SLEB
OG0004449	LOC120450254|XP_039489075.1|DSAN	LOC115622186|XP_030371936.1|SLEB
OG0004450	LOC120446807|XP_039483903.1|DSAN	LOC115629431|XP_030381750.1|SLEB
OG0004451	LOC120445931|XP_039482526.1|DSAN	LOC115625203|XP_030376034.1|SLEB
OG0004452	LOC120446533|XP_039483480.1|DSAN	LOC115634219|XP_030387669.1|SLEB
OG0004453	LOC120447001|XP_039484239.1|DSAN	LOC115622976|XP_030372991.1|SLEB
OG0004454	LOC120451202|XP_039490588.1|DSAN	LOC115623500|XP_030373737.1|SLEB
OG0004455	LOC120448851|XP_039486992.1|DSAN	LOC115622619|XP_030372480.1|SLEB
OG0004456	LOC120456285|XP_039498960.1|DSAN	LOC115629847|XP_030382287.1|SLEB
OG0004457	LOC120448627|XP_039486678.1|DSAN	LOC115622996|XP_030373015.1|SLEB
OG0004458	LOC120449300|XP_039487625.1|DSAN	LOC115622413|XP_030372207.1|SLEB
OG0004459	LOC120450212|XP_039489017.1|DSAN	LOC115622815|XP_030372742.1|SLEB
OG0004460	LOC120450256|XP_039489080.1|DSAN	LOC115632393|XP_030385383.1|SLEB
OG0004461	LOC120449017|XP_039487228.1|DSAN	LOC115624854|XP_030375559.1|SLEB, LOC115624525|XP_030375104.1|SLEB
OG0004462	LOC120449443|XP_039487850.1|DSAN	LOC115634705|XP_030388445.1|SLEB
OG0004463	LOC120448733|XP_039486842.1|DSAN	LOC115632223|XP_030385141.1|SLEB
OG0004464	LOC120450177|XP_039488969.1|DSAN	LOC115622574|XP_030372412.1|SLEB
OG0004465	LOC120448344|XP_039486240.1|DSAN	LOC115624739|XP_030375426.1|SLEB
OG0004466	LOC120449759|XP_039488329.1|DSAN	LOC115634363|XP_030387885.1|SLEB
OG0004467	LOC120448856|XP_039486997.1|DSAN	LOC115633017|XP_030386200.1|SLEB
OG0004468	LOC120448855|XP_039486996.1|DSAN	LOC115632495|XP_030385532.1|SLEB
OG0004469	LOC120449190|XP_039487478.1|DSAN	LOC115626369|XP_030377584.1|SLEB, LOC115624651|XP_030375287.1|SLEB
OG0004470	LOC120445247|XP_039481455.1|DSAN	LOC115630463|XP_030382891.1|SLEB
OG0004471	LOC120451612|XP_039491386.1|DSAN	LOC115620552|XP_030369696.1|SLEB
OG0004472	LOC120458210|XP_039501721.1|DSAN	LOC115634793|XP_030388560.1|SLEB
OG0004473	LOC120445983|XP_039482649.1|DSAN	LOC115634562|XP_030388246.1|SLEB
OG0004474	LOC120445982|XP_039482648.1|DSAN	LOC115632611|XP_030385702.1|SLEB
OG0004475	LOC120454672|XP_039496122.1|DSAN	LOC115624869|XP_030375573.1|SLEB
OG0004476	LOC120458834|XP_039502591.1|DSAN	LOC115628568|XP_030380591.1|SLEB
OG0004477	LOC120448079|XP_039485789.1|DSAN	LOC115634730|XP_030388474.1|SLEB
OG0004478	LOC120444922|XP_039480853.1|DSAN	LOC115634344|XP_030387863.1|SLEB
OG0004479	LOC120445418|XP_039481768.1|DSAN	LOC115620085|XP_030369127.1|SLEB
OG0004480	LOC120455185|XP_039497057.1|DSAN	LOC115633430|XP_030386750.1|SLEB
OG0004481	LOC120447004|XP_039484244.1|DSAN	LOC115633082|XP_030386321.1|SLEB
OG0004482	LOC120453406|XP_039494030.1|DSAN	LOC115620275|XP_030369308.1|SLEB
OG0004483	LOC120444800|XP_039480681.1|DSAN	LOC115622909|XP_030372895.1|SLEB
OG0004484	LOC120452391|XP_039492540.1|DSAN	LOC115623928|XP_030374347.1|SLEB
OG0004485	LOC120455288|XP_039497261.1|DSAN	LOC115627929|XP_030379682.1|SLEB
OG0004486	LOC120447106|XP_039484451.1|DSAN	LOC115628296|XP_030380204.1|SLEB, LOC115624534|XP_030375118.1|SLEB
OG0004487	LOC120450348|XP_039489257.1|DSAN	LOC115632260|XP_030385192.1|SLEB
OG0004489	LOC120450428|XP_039489372.1|DSAN	LOC115628251|XP_030380127.1|SLEB
OG0004490	LOC120445705|XP_039482199.1|DSAN	LOC115633979|XP_030387360.1|SLEB
OG0004491	LOC120458011|XP_039501443.1|DSAN	LOC115626091|XP_030377204.1|SLEB
OG0004492	LOC120447521|XP_039484886.1|DSAN	LOC115621470|XP_030370993.1|SLEB
OG0004494	LOC120452196|XP_039492245.1|DSAN	LOC115624044|XP_030374482.1|SLEB
OG0004495	LOC120453853|XP_039494690.1|DSAN	LOC115620752|XP_030370006.1|SLEB
OG0004497	LOC120446497|XP_039483439.1|DSAN	LOC115630721|XP_030383238.1|SLEB
OG0004498	LOC120453397|XP_039494019.1|DSAN	LOC115624946|XP_030375657.1|SLEB
OG0004499	LOC120458741|XP_039502438.1|DSAN, LOC120458743|XP_039502441.1|DSAN	LOC115620152|XP_030369142.1|SLEB
OG0004500	LOC120446811|XP_039483906.1|DSAN	LOC115632816|XP_030385928.1|SLEB, LOC115634720|XP_030388464.1|SLEB, LOC115620168|XP_030369157.1|SLEB
OG0004501	LOC120445329|XP_039481588.1|DSAN	LOC115629323|XP_030381635.1|SLEB
OG0004502	LOC120444272|XP_039479720.1|DSAN	LOC115630669|XP_030383172.1|SLEB
OG0004503	LOC120453414|XP_039494046.1|DSAN	LOC115630772|XP_030383286.1|SLEB
OG0004504	LOC120448526|XP_039486498.1|DSAN	LOC115628095|XP_030379932.1|SLEB
OG0004505	LOC120452806|XP_039493140.1|DSAN	LOC115620770|XP_030370035.1|SLEB
OG0004506	LOC120451309|XP_039490812.1|DSAN	LOC115621756|XP_030371350.1|SLEB
OG0004507	LOC120452390|XP_039492539.1|DSAN	LOC115621829|XP_030371497.1|SLEB
OG0004508	LOC120453042|XP_039493496.1|DSAN	LOC115621400|XP_030370904.1|SLEB
OG0004509	LOC120447767|XP_039485248.1|DSAN	LOC115623207|XP_030373291.1|SLEB
OG0004510	LOC120457247|XP_039500570.1|DSAN	LOC115626665|XP_030377944.1|SLEB
OG0004511	LOC120451761|XP_039491623.1|DSAN	LOC115620691|XP_030369921.1|SLEB
OG0004512	LOC120454905|XP_039496515.1|DSAN	LOC115628063|XP_030379887.1|SLEB
OG0004513	LOC120454842|XP_039496268.1|DSAN	LOC115627726|XP_030379338.1|SLEB
OG0004514	LOC120454924|XP_039496611.1|DSAN	LOC115628055|XP_030379872.1|SLEB
OG0004515	LOC120454969|XP_039496684.1|DSAN	LOC115627413|XP_030378934.1|SLEB
OG0004516	LOC120456704|XP_039499609.1|DSAN	LOC115629355|XP_030381666.1|SLEB
OG0004517	LOC120456775|XP_039499707.1|DSAN	LOC115627303|XP_030378798.1|SLEB
OG0004518	LOC120457361|XP_039500818.1|DSAN	LOC115627409|XP_030378924.1|SLEB
OG0004519	LOC120453516|XP_039494198.1|DSAN	LOC115620686|XP_030369914.1|SLEB
OG0004520	LOC120455348|XP_039497375.1|DSAN	LOC115633354|XP_030386651.1|SLEB
OG0004521	LOC120458601|XP_039502239.1|DSAN	LOC115620057|XP_030369056.1|SLEB
OG0004522	LOC120456676|XP_039499567.1|DSAN	LOC115633287|XP_030386556.1|SLEB
OG0004523	LOC120450975|XP_039490201.1|DSAN	LOC115621134|XP_030370546.1|SLEB
OG0004524	LOC120456951|XP_039500028.1|DSAN	LOC115626795|XP_030378122.1|SLEB
OG0004525	LOC120455547|XP_039497820.1|DSAN	LOC115627607|XP_030379193.1|SLEB
OG0004526	LOC120455169|XP_039497030.1|DSAN	LOC115626752|XP_030378067.1|SLEB
OG0004527	LOC120456959|XP_039500038.1|DSAN	LOC115627125|XP_030378556.1|SLEB
OG0004528	LOC120455385|XP_039497446.1|DSAN	LOC115629249|XP_030381526.1|SLEB
OG0004529	LOC120456886|XP_039499916.1|DSAN	LOC115627107|XP_030378529.1|SLEB
OG0004530	LOC120457112|XP_039500258.1|DSAN	LOC115626870|XP_030378237.1|SLEB
OG0004531	LOC120452568|XP_039492784.1|DSAN	LOC115622022|XP_030371741.1|SLEB
OG0004532	LOC120457223|XP_039500529.1|DSAN	LOC115629953|XP_030382424.1|SLEB
OG0004533	LOC120455640|XP_039497964.1|DSAN	LOC115629244|XP_030381521.1|SLEB
OG0004534	LOC120446526|XP_039483472.1|DSAN	LOC115629238|XP_030381513.1|SLEB
OG0004535	LOC120450230|XP_039489042.1|DSAN	LOC115628354|XP_030380289.1|SLEB
OG0004536	LOC120456341|XP_039499049.1|DSAN	LOC115627703|XP_030379306.1|SLEB
OG0004537	LOC120455505|XP_039497702.1|DSAN	LOC115628914|XP_030381037.1|SLEB
OG0004538	LOC120445429|XP_039481790.1|DSAN	LOC115620186|XP_030369180.1|SLEB
OG0004539	LOC120452833|XP_039493192.1|DSAN	LOC115621768|XP_030371367.1|SLEB
OG0004540	LOC120456130|XP_039498693.1|DSAN	LOC115627097|XP_030378512.1|SLEB
OG0004541	LOC120444347|XP_039479858.1|DSAN	LOC115633658|XP_030386964.1|SLEB
OG0004542	LOC120456305|XP_039498987.1|DSAN	LOC115630201|XP_030382629.1|SLEB, LOC115626827|XP_030378168.1|SLEB
OG0004543	LOC120455933|XP_039498394.1|DSAN	LOC115627219|XP_030378701.1|SLEB
OG0004544	LOC120456286|XP_039498961.1|DSAN	LOC115626664|XP_030377941.1|SLEB
OG0004545	LOC120454681|XP_039496131.1|DSAN	LOC115620922|XP_030370282.1|SLEB
OG0004546	LOC120444827|XP_039480717.1|DSAN	LOC115633683|XP_030386997.1|SLEB
OG0004547	LOC120456385|XP_039499144.1|DSAN	LOC115628707|XP_030380761.1|SLEB
OG0004548	LOC120457284|XP_039500659.1|DSAN	LOC115629134|XP_030381336.1|SLEB
OG0004549	LOC120457198|XP_039500486.1|DSAN	LOC115627010|XP_030378390.1|SLEB
OG0004550	LOC120456184|XP_039498792.1|DSAN	LOC115629913|XP_030382379.1|SLEB
OG0004551	LOC120445888|XP_039482472.1|DSAN	LOC115624986|XP_030375708.1|SLEB
OG0004552	LOC120455281|XP_039497238.1|DSAN	LOC115627043|XP_030378436.1|SLEB
OG0004553	LOC120447613|XP_039485021.1|DSAN	LOC115633060|XP_030386263.1|SLEB
OG0004554	LOC120454971|XP_039496687.1|DSAN	LOC115633415|XP_030386721.1|SLEB
OG0004555	LOC120456537|XP_039499349.1|DSAN	LOC115633416|XP_030386722.1|SLEB
OG0004556	LOC120455045|XP_039496827.1|DSAN	LOC115630195|XP_030382622.1|SLEB
OG0004557	LOC120457251|XP_039500578.1|DSAN	LOC115628961|XP_030381097.1|SLEB
OG0004558	LOC120455896|XP_039498327.1|DSAN	LOC115627640|XP_030379234.1|SLEB
OG0004559	LOC120453083|XP_039493544.1|DSAN	LOC115620598|XP_030369772.1|SLEB
OG0004560	LOC120457867|XP_039501325.1|DSAN	LOC115628071|XP_030379904.1|SLEB
OG0004561	LOC120453619|XP_039494332.1|DSAN	LOC115625336|XP_030376221.1|SLEB
OG0004562	LOC120453632|XP_039494357.1|DSAN	LOC115620662|XP_030369875.1|SLEB
OG0004563	LOC120454587|XP_039495969.1|DSAN	LOC115620675|XP_030369899.1|SLEB
OG0004564	LOC120452204|XP_039492258.1|DSAN	LOC115623797|XP_030374198.1|SLEB
OG0004565	LOC120454097|XP_039495041.1|DSAN	LOC115621589|XP_030371139.1|SLEB
OG0004566	LOC120455117|XP_039496943.1|DSAN	LOC115629506|XP_030381847.1|SLEB
OG0004567	LOC120456225|XP_039498843.1|DSAN	LOC115626816|XP_030378152.1|SLEB
OG0004568	LOC120457345|XP_039500788.1|DSAN	LOC115626658|XP_030377929.1|SLEB
OG0004569	LOC120451155|XP_039490520.1|DSAN	LOC115620625|XP_030369814.1|SLEB
OG0004570	LOC120444313|XP_039479790.1|DSAN	LOC115621251|XP_030370709.1|SLEB
OG0004571	LOC120457176|XP_039500405.1|DSAN	LOC115627468|XP_030379000.1|SLEB
OG0004572	LOC120458782|XP_039502497.1|DSAN	LOC115630517|XP_030382979.1|SLEB
OG0004573	LOC120451316|XP_039490819.1|DSAN	LOC115621161|XP_030370581.1|SLEB
OG0004574	LOC120456484|XP_039499282.1|DSAN	LOC115628913|XP_030381036.1|SLEB
OG0004575	LOC120455418|XP_039497500.1|DSAN	LOC115628852|XP_030380962.1|SLEB
OG0004576	LOC120451002|XP_039490248.1|DSAN	LOC115620453|XP_030369544.1|SLEB
OG0004577	LOC120453906|XP_039494771.1|DSAN	LOC115625093|XP_030375852.1|SLEB
OG0004578	LOC120455649|XP_039497974.1|DSAN	LOC115627193|XP_030378658.1|SLEB
OG0004579	LOC120451097|XP_039490470.1|DSAN	LOC115631001|XP_030383456.1|SLEB
OG0004580	LOC120454445|XP_039495681.1|DSAN	LOC115620569|XP_030369723.1|SLEB
OG0004581	LOC120454340|XP_039495485.1|DSAN	LOC115620396|XP_030369468.1|SLEB
OG0004582	LOC120452634|XP_039492878.1|DSAN	LOC115620869|XP_030370202.1|SLEB
OG0004583	LOC120456102|XP_039498641.1|DSAN	LOC115633258|XP_030386522.1|SLEB
OG0004584	LOC120445519|XP_039481912.1|DSAN	LOC115628169|XP_030380010.1|SLEB
OG0004585	LOC120452253|XP_039492315.1|DSAN	LOC115621273|XP_030370735.1|SLEB
OG0004586	LOC120457092|XP_039500212.1|DSAN	LOC115627545|XP_030379120.1|SLEB
OG0004587	LOC120451845|XP_039491755.1|DSAN	LOC115620912|XP_030370266.1|SLEB
OG0004588	LOC120452102|XP_039492112.1|DSAN	LOC115620760|XP_030370020.1|SLEB
OG0004589	LOC120456900|XP_039499936.1|DSAN	LOC115627614|XP_030379205.1|SLEB
OG0004590	LOC120453117|XP_039493590.1|DSAN	LOC115621975|XP_030371685.1|SLEB
OG0004591	LOC120451223|XP_039490640.1|DSAN	LOC115620366|XP_030369431.1|SLEB
OG0004592	LOC120455460|XP_039497616.1|DSAN	LOC115629796|XP_030382218.1|SLEB
OG0004593	LOC120456918|XP_039499986.1|DSAN	LOC115633388|XP_030386691.1|SLEB
OG0004594	LOC120456605|XP_039499449.1|DSAN	LOC115627014|XP_030378396.1|SLEB
OG0004595	LOC120456468|XP_039499250.1|DSAN	LOC115628837|XP_030380938.1|SLEB
OG0004596	LOC120456271|XP_039498933.1|DSAN	LOC115626956|XP_030378331.1|SLEB
OG0004597	LOC120455026|XP_039496791.1|DSAN	LOC115629859|XP_030382306.1|SLEB
OG0004598	LOC120449069|XP_039487301.1|DSAN	LOC115632302|XP_030385264.1|SLEB
OG0004599	LOC120455608|XP_039497926.1|DSAN	LOC115631538|XP_030384170.1|SLEB
OG0004600	LOC120456340|XP_039499048.1|DSAN	LOC115627384|XP_030378897.1|SLEB
OG0004601	LOC120455928|XP_039498388.1|DSAN	LOC115627386|XP_030378899.1|SLEB
OG0004602	LOC120455532|XP_039497755.1|DSAN	LOC115633317|XP_030386607.1|SLEB
OG0004603	LOC120458042|XP_039501485.1|DSAN	LOC115631709|XP_030384396.1|SLEB
OG0004604	LOC120455859|XP_039498264.1|DSAN	LOC115633233|XP_030386487.1|SLEB
OG0004605	LOC120456465|XP_039499245.1|DSAN	LOC115628712|XP_030380765.1|SLEB
OG0004606	LOC120451771|XP_039491635.1|DSAN	LOC115624058|XP_030374500.1|SLEB
OG0004607	LOC120456035|XP_039498539.1|DSAN	LOC115628958|XP_030381093.1|SLEB
OG0004608	LOC120457273|XP_039500631.1|DSAN	LOC115626811|XP_030378143.1|SLEB
OG0004609	LOC120455815|XP_039498210.1|DSAN	LOC115627776|XP_030379444.1|SLEB
OG0004610	LOC120452931|XP_039493336.1|DSAN	LOC115620858|XP_030370176.1|SLEB
OG0004611	LOC120451963|XP_039491921.1|DSAN	LOC115621125|XP_030370531.1|SLEB
OG0004612	LOC120453018|XP_039493469.1|DSAN	LOC115620850|XP_030370154.1|SLEB
OG0004613	LOC120454343|XP_039495489.1|DSAN	LOC115620422|XP_030369506.1|SLEB
OG0004614	LOC120457108|XP_039500251.1|DSAN	LOC115627503|XP_030379052.1|SLEB, LOC115627510|XP_030379064.1|SLEB
OG0004615	LOC120455372|XP_039497418.1|DSAN	LOC115628888|XP_030381005.1|SLEB
OG0004616	LOC120456447|XP_039499218.1|DSAN	LOC115628693|XP_030380730.1|SLEB
OG0004617	LOC120445843|XP_039482406.1|DSAN	LOC115631015|XP_030383485.1|SLEB
OG0004618	LOC120454691|XP_039496157.1|DSAN	LOC115621629|XP_030371189.1|SLEB
OG0004619	LOC120451102|XP_039490442.1|DSAN	LOC115620901|XP_030370249.1|SLEB
OG0004620	LOC120454601|XP_039495992.1|DSAN	LOC115620348|XP_030369408.1|SLEB
OG0004621	LOC120451640|XP_039491434.1|DSAN	LOC115625326|XP_030376209.1|SLEB
OG0004622	LOC120452616|XP_039492852.1|DSAN	LOC115620285|XP_030369319.1|SLEB
OG0004623	LOC120453461|XP_039494112.1|DSAN	LOC115620207|XP_030369202.1|SLEB
OG0004624	LOC120454071|XP_039495016.1|DSAN	LOC115625241|XP_030376093.1|SLEB
OG0004625	LOC120454952|XP_039496654.1|DSAN	LOC115629898|XP_030382359.1|SLEB
OG0004626	LOC120457259|XP_039500597.1|DSAN	LOC115626685|XP_030377973.1|SLEB
OG0004627	LOC120447455|XP_039484745.1|DSAN	LOC115628442|XP_030380411.1|SLEB
OG0004628	LOC120456628|XP_039499483.1|DSAN	LOC115626973|XP_030378348.1|SLEB
OG0004629	LOC120451356|XP_039490926.1|DSAN	LOC115620865|XP_030370193.1|SLEB
OG0004630	LOC120451608|XP_039491375.1|DSAN	LOC115620867|XP_030370196.1|SLEB
OG0004632	LOC120453091|XP_039493554.1|DSAN	LOC115620537|XP_030369675.1|SLEB
OG0004633	LOC120451772|XP_039491636.1|DSAN	LOC115621441|XP_030370955.1|SLEB
OG0004634	LOC120452686|XP_039492971.1|DSAN	LOC115620670|XP_030369890.1|SLEB
OG0004635	LOC120455217|XP_039497116.1|DSAN	LOC115633414|XP_030386718.1|SLEB
OG0004636	LOC120457099|XP_039500221.1|DSAN	LOC115627364|XP_030378874.1|SLEB
OG0004637	LOC120455198|XP_039497076.1|DSAN	LOC115628842|XP_030380943.1|SLEB
OG0004638	LOC120455991|XP_039498482.1|DSAN	LOC115633411|XP_030386715.1|SLEB
OG0004639	LOC120453889|XP_039494739.1|DSAN	LOC115621420|XP_030370931.1|SLEB
OG0004640	LOC120453818|XP_039494634.1|DSAN	LOC115621032|XP_030370411.1|SLEB
OG0004641	LOC120456679|XP_039499570.1|DSAN	LOC115627554|XP_030379132.1|SLEB
OG0004642	LOC120450609|XP_039489678.1|DSAN	LOC115628833|XP_030380932.1|SLEB
OG0004643	LOC120454105|XP_039495065.1|DSAN, LOC120454104|XP_039495061.1|DSAN	LOC115623599|XP_030373872.1|SLEB
OG0004644	LOC120455070|XP_039496856.1|DSAN	LOC115629148|XP_030381369.1|SLEB
OG0004645	LOC120446292|XP_039483123.1|DSAN	LOC115631535|XP_030384168.1|SLEB
OG0004646	LOC120453828|XP_039494656.1|DSAN	LOC115621307|XP_030370779.1|SLEB
OG0004647	LOC120457224|XP_039500532.1|DSAN	LOC115629922|XP_030382387.1|SLEB
OG0004648	LOC120456155|XP_039498726.1|DSAN	LOC115627511|XP_030379065.1|SLEB
OG0004649	LOC120456065|XP_039498589.1|DSAN	LOC115627002|XP_030378377.1|SLEB
OG0004650	LOC120447140|XP_039484512.1|DSAN	LOC115631484|XP_030384099.1|SLEB
OG0004651	LOC120451792|XP_039491679.1|DSAN	LOC115621468|XP_030370988.1|SLEB
OG0004652	LOC120450794|XP_039489889.1|DSAN	LOC115621297|XP_030370764.1|SLEB
OG0004653	LOC120450461|XP_039489415.1|DSAN	LOC115630034|XP_030382531.1|SLEB
OG0004654	LOC120454933|XP_039496627.1|DSAN	LOC115631579|XP_030384235.1|SLEB
OG0004655	LOC120452529|XP_039492727.1|DSAN	LOC115621363|XP_030370847.1|SLEB
OG0004656	LOC120456808|XP_039499779.1|DSAN	LOC115627577|XP_030379160.1|SLEB
OG0004657	LOC120453758|XP_039494525.1|DSAN	LOC115623863|XP_030374268.1|SLEB
OG0004658	LOC120453307|XP_039493896.1|DSAN	LOC115621617|XP_030371171.1|SLEB
OG0004659	LOC120452219|XP_039492279.1|DSAN	LOC115620191|XP_030369182.1|SLEB
OG0004660	LOC120454679|XP_039496128.1|DSAN	LOC115620225|XP_030369226.1|SLEB
OG0004661	LOC120452256|XP_039492319.1|DSAN	LOC115621304|XP_030370777.1|SLEB
OG0004662	LOC120453486|XP_039494154.1|DSAN	LOC115623888|XP_030374300.1|SLEB
OG0004663	LOC120456487|XP_039499285.1|DSAN	LOC115629650|XP_030382020.1|SLEB
OG0004664	LOC120456488|XP_039499286.1|DSAN	LOC115629701|XP_030382079.1|SLEB
OG0004665	LOC120456018|XP_039498516.1|DSAN	LOC115628927|XP_030381049.1|SLEB
OG0004666	LOC120450919|XP_039490117.1|DSAN	LOC115620433|XP_030369521.1|SLEB
OG0004667	LOC120452744|XP_039493053.1|DSAN	LOC115621056|XP_030370437.1|SLEB
OG0004668	LOC120456470|XP_039499253.1|DSAN	LOC115629961|XP_030382434.1|SLEB
OG0004669	LOC120458793|XP_039502521.1|DSAN	LOC115625992|XP_030377096.1|SLEB
OG0004670	LOC120452577|XP_039492794.1|DSAN	LOC115623514|XP_030373754.1|SLEB
OG0004671	LOC120452702|XP_039492992.1|DSAN	LOC115620702|XP_030369935.1|SLEB
OG0004672	LOC120451703|XP_039491534.1|DSAN	LOC115625111|XP_030375877.1|SLEB
OG0004673	LOC120451291|XP_039490776.1|DSAN	LOC115620403|XP_030369482.1|SLEB
OG0004674	LOC120453015|XP_039493465.1|DSAN	LOC115621182|XP_030370616.1|SLEB
OG0004675	LOC120451094|XP_039490433.1|DSAN	LOC115621816|XP_030371463.1|SLEB
OG0004676	LOC120451763|XP_039491625.1|DSAN	LOC115620892|XP_030370235.1|SLEB
OG0004677	LOC120452624|XP_039492864.1|DSAN	LOC115621917|XP_030371618.1|SLEB
OG0004678	LOC120451779|XP_039491656.1|DSAN	LOC115621313|XP_030370787.1|SLEB
OG0004679	LOC120451905|XP_039491848.1|DSAN	LOC115620297|XP_030369339.1|SLEB
OG0004680	LOC120452754|XP_039493066.1|DSAN	LOC115620268|XP_030369287.1|SLEB
OG0004681	LOC120451852|XP_039491777.1|DSAN	LOC115621642|XP_030371200.1|SLEB
OG0004682	LOC120450265|XP_039489097.1|DSAN	LOC115630705|XP_030383218.1|SLEB, LOC115630412|XP_030382808.1|SLEB
OG0004683	LOC120452054|XP_039492052.1|DSAN	LOC115621352|XP_030370835.1|SLEB
OG0004684	LOC120451371|XP_039490955.1|DSAN	LOC115621222|XP_030370668.1|SLEB
OG0004685	LOC120451099|XP_039490437.1|DSAN	LOC115620635|XP_030369827.1|SLEB
OG0004686	LOC120453335|XP_039493935.1|DSAN	LOC115625299|XP_030376174.1|SLEB
OG0004687	LOC120453543|XP_039494229.1|DSAN	LOC115621214|XP_030370656.1|SLEB
