Orthogroup	DSAN.longest_only	DFIC.longest_only
OG0005361	LOC120448375|XP_039486283.1|DSAN	LOC108100060|XP_017059284.1|DFIC
OG0005362	LOC120458504|XP_039502106.1|DSAN	LOC108089240|XP_017042890.1|DFIC
OG0005363	LOC120458261|XP_039501784.1|DSAN	LOC108094556|XP_017050653.1|DFIC
OG0005364	LOC120446084|XP_039482806.1|DSAN	LOC108095199|XP_017051695.1|DFIC
OG0005365	LOC120447119|XP_039484483.1|DSAN	LOC108089883|XP_017043834.1|DFIC
OG0005366	LOC120445283|XP_039481519.1|DSAN	LOC108089950|XP_017043929.1|DFIC
OG0005367	LOC120445688|XP_039482178.1|DSAN	LOC108089939|XP_017043917.1|DFIC
OG0005368	LOC120453770|XP_039494540.1|DSAN	LOC108099268|XP_017058132.1|DFIC
OG0005369	LOC120453358|XP_039494005.1|DSAN	LOC108094141|XP_017050062.1|DFIC
OG0005370	LOC120457185|XP_039500496.1|DSAN	LOC108100037|XP_017059250.1|DFIC
OG0005371	LOC120458499|XP_039502100.1|DSAN	LOC108100107|XP_017059344.1|DFIC
OG0005372	LOC120452743|XP_039493052.1|DSAN	LOC108098967|XP_017057672.1|DFIC
OG0005373	LOC120444064|XP_039479516.1|DSAN	LOC108101742|XP_017061696.1|DFIC
OG0005374	LOC120447217|XP_039484669.1|DSAN	LOC108098202|XP_017056428.1|DFIC
OG0005375	LOC120447216|XP_039484668.1|DSAN	LOC108098191|XP_017056415.1|DFIC
OG0005376	LOC120443835|XP_039479125.1|DSAN	LOC108101267|XP_017061042.1|DFIC
OG0005377	LOC120450412|XP_039489353.1|DSAN	LOC108100478|XP_017059899.1|DFIC
OG0005378	LOC120450419|XP_039489363.1|DSAN	LOC108095179|XP_017051642.1|DFIC
OG0005379	LOC120454942|XP_039496648.1|DSAN	LOC108092582|XP_017047716.1|DFIC
OG0005380	LOC120458282|XP_039501812.1|DSAN	LOC108101312|XP_017061102.1|DFIC
OG0005381	LOC120447047|XP_039484344.1|DSAN	LOC108101560|XP_017061454.1|DFIC, LOC108095077|XP_017051489.1|DFIC
OG0005382	LOC120457689|XP_039501108.1|DSAN	LOC108089823|XP_017043718.1|DFIC
OG0005383	LOC120448876|XP_039487025.1|DSAN	LOC108099842|XP_017058978.1|DFIC
OG0005384	LOC120453369|XP_039493976.1|DSAN	LOC108102240|XP_017062468.1|DFIC
OG0005385	LOC120445228|XP_039481420.1|DSAN	LOC108094899|XP_017051233.1|DFIC
OG0005386	LOC120446353|XP_039483213.1|DSAN	LOC108090533|XP_017044746.1|DFIC
OG0005387	LOC120454707|XP_039496178.1|DSAN	LOC108099394|XP_017058382.1|DFIC
OG0005388	LOC120451897|XP_039491843.1|DSAN	LOC108089854|XP_017043788.1|DFIC
OG0005389	LOC120452555|XP_039492801.1|DSAN	LOC108093490|XP_017049069.1|DFIC
OG0005390	LOC120453405|XP_039494034.1|DSAN	LOC108089864|XP_017043801.1|DFIC
OG0005391	LOC120453428|XP_039494070.1|DSAN	LOC108089866|XP_017043803.1|DFIC
OG0005392	LOC120444621|XP_039480358.1|DSAN	LOC108090609|XP_017044868.1|DFIC
OG0005393	LOC120454367|XP_039495530.1|DSAN	LOC108087194|XP_017039943.1|DFIC
OG0005394	LOC120444950|XP_039480890.1|DSAN	LOC108090613|XP_017044876.1|DFIC
OG0005395	LOC120446063|XP_039482772.1|DSAN	LOC108096054|XP_017052893.1|DFIC
OG0005396	LOC120448693|XP_039486786.1|DSAN	LOC108092654|XP_017047799.1|DFIC
OG0005397	LOC120458003|XP_039501432.1|DSAN	LOC108092655|XP_017047802.1|DFIC
OG0005398	LOC120454545|XP_039495859.1|DSAN	LOC108090153|XP_017044199.1|DFIC
OG0005399	LOC120458367|XP_039501919.1|DSAN	LOC108090568|XP_017044801.1|DFIC
OG0005400	LOC120458472|XP_039502060.1|DSAN	LOC108090551|XP_017044778.1|DFIC
OG0005401	LOC120458675|XP_039502345.1|DSAN	LOC108092767|XP_017047989.1|DFIC
OG0005402	LOC120458618|XP_039502261.1|DSAN	LOC108092737|XP_017047955.1|DFIC
OG0005403	LOC120458614|XP_039502256.1|DSAN	LOC108092749|XP_017047968.1|DFIC
OG0005404	LOC120458615|XP_039502258.1|DSAN	LOC108092750|XP_017047969.1|DFIC
OG0005405	LOC120445973|XP_039482639.1|DSAN	LOC108096822|XP_017054214.1|DFIC
OG0005406	LOC120446261|XP_039483068.1|DSAN	LOC108090498|XP_017044704.1|DFIC
OG0005407	LOC120446172|XP_039482940.1|DSAN	LOC108096819|XP_017054204.1|DFIC
OG0005408	LOC120444510|XP_039480165.1|DSAN	LOC108089833|XP_017043737.1|DFIC
OG0005409	LOC120458767|XP_039502474.1|DSAN	LOC108100825|XP_017060383.1|DFIC
OG0005410	LOC120458001|XP_039501427.1|DSAN	LOC108089840|XP_017043749.1|DFIC
OG0005411	LOC120444837|XP_039480728.1|DSAN	LOC108086663|XP_017039135.1|DFIC
OG0005412	LOC120444768|XP_039480633.1|DSAN	LOC108086746|XP_017039275.1|DFIC
OG0005413	LOC120447074|XP_039484399.1|DSAN	LOC108096639|XP_017053886.1|DFIC
OG0005414	LOC120456831|XP_039499814.1|DSAN	LOC108091119|XP_017045636.1|DFIC
OG0005415	LOC120457389|XP_039500883.1|DSAN	LOC108098025|XP_017056166.1|DFIC
OG0005416	LOC120457003|XP_039500094.1|DSAN	LOC108093834|XP_017049654.1|DFIC
OG0005417	LOC120444474|XP_039480087.1|DSAN	LOC108090593|XP_017044834.1|DFIC, LOC108101838|XP_017061845.1|DFIC
OG0005418	LOC120445003|XP_039480983.1|DSAN	LOC108089876|XP_017043821.1|DFIC
OG0005419	LOC120446984|XP_039484218.1|DSAN	LOC108089234|XP_017042883.1|DFIC
OG0005420	LOC120458526|XP_039502134.1|DSAN	LOC108088202|XP_017041391.1|DFIC
OG0005421	LOC120458225|XP_039501740.1|DSAN	LOC108093473|XP_017049048.1|DFIC
OG0005422	LOC120456740|XP_039499663.1|DSAN	LOC108087592|XP_017040513.1|DFIC
OG0005423	LOC120447618|XP_039485088.1|DSAN	LOC108101005|XP_017060697.1|DFIC, LOC108097850|XP_017055872.1|DFIC
OG0005424	LOC120444440|XP_039480033.1|DSAN	LOC108095162|XP_017051609.1|DFIC
OG0005425	LOC120455321|XP_039497330.1|DSAN	LOC108102146|XP_017062309.1|DFIC
OG0005426	LOC120451170|XP_039490976.1|DSAN	LOC108090399|XP_017044535.1|DFIC
OG0005427	LOC120444444|XP_039480037.1|DSAN	LOC108101159|XP_017060871.1|DFIC
OG0005428	LOC120443833|XP_039479123.1|DSAN	LOC108093002|XP_017048390.1|DFIC
OG0005429	LOC120452410|XP_039492604.1|DSAN	LOC108094383|XP_017050433.1|DFIC
OG0005430	LOC120452222|XP_039492318.1|DSAN	LOC108094384|XP_017050434.1|DFIC
OG0005431	LOC120445726|XP_039482228.1|DSAN	LOC108094388|XP_017050442.1|DFIC
OG0005432	LOC120446099|XP_039482825.1|DSAN	LOC108101724|XP_017061665.1|DFIC
OG0005433	LOC120445312|XP_039481557.1|DSAN	LOC108093641|XP_017049288.1|DFIC
OG0005434	LOC120446003|XP_039482683.1|DSAN	LOC108100814|XP_017060374.1|DFIC
OG0005435	LOC120453814|XP_039494626.1|DSAN	LOC108101725|XP_017061666.1|DFIC
OG0005436	LOC120445707|XP_039482202.1|DSAN	LOC108100876|XP_017060464.1|DFIC
OG0005437	LOC120453287|XP_039493848.1|DSAN	LOC108097939|XP_017056023.1|DFIC
OG0005438	LOC120458598|XP_039502238.1|DSAN	LOC108091486|XP_017046196.1|DFIC
OG0005439	LOC120454446|XP_039495682.1|DSAN	LOC108091648|XP_017046441.1|DFIC
OG0005440	LOC120448029|XP_039485709.1|DSAN	LOC108092451|XP_017047525.1|DFIC
OG0005441	LOC120458099|XP_039501560.1|DSAN	LOC108092275|XP_017047299.1|DFIC
OG0005442	LOC120446438|XP_039483343.1|DSAN	LOC108101155|XP_017060866.1|DFIC
OG0005443	LOC120447280|XP_039484718.1|DSAN	LOC108089232|XP_017042878.1|DFIC
OG0005444	LOC120455451|XP_039497604.1|DSAN	LOC108091468|XP_017046175.1|DFIC
OG0005445	LOC120457019|XP_039500113.1|DSAN	LOC108100015|XP_017059211.1|DFIC
OG0005446	LOC120454159|XP_039495162.1|DSAN	LOC108100841|XP_017060404.1|DFIC
OG0005447	LOC120456867|XP_039499895.1|DSAN	LOC108089786|XP_017043670.1|DFIC
OG0005448	LOC120447006|XP_039484247.1|DSAN	LOC108101836|XP_017061839.1|DFIC
OG0005449	LOC120457234|XP_039500549.1|DSAN	LOC108094657|XP_017050856.1|DFIC
OG0005450	LOC120450881|XP_039490050.1|DSAN	LOC108102289|XP_017062530.1|DFIC
OG0005451	LOC120447228|XP_039484687.1|DSAN	LOC108095087|XP_017051508.1|DFIC
OG0005452	LOC120446170|XP_039482934.1|DSAN	LOC108096818|XP_017054200.1|DFIC
OG0005453	LOC120454215|XP_039495246.1|DSAN	LOC108099506|XP_017058558.1|DFIC
OG0005454	LOC120451023|XP_039490285.1|DSAN	LOC108094507|XP_017050596.1|DFIC
OG0005455	LOC120444505|XP_039480155.1|DSAN	LOC108101789|XP_017061754.1|DFIC
OG0005456	LOC120444301|XP_039479757.1|DSAN	LOC108101170|XP_017060887.1|DFIC
OG0005457	LOC120444302|XP_039479758.1|DSAN	LOC108101244|XP_017060987.1|DFIC
OG0005458	LOC120453987|XP_039494880.1|DSAN	LOC108094167|XP_017050108.1|DFIC
OG0005459	LOC120449999|XP_039488648.1|DSAN	LOC108089917|XP_017043887.1|DFIC
OG0005460	LOC120451876|XP_039491821.1|DSAN	LOC108089847|XP_017043781.1|DFIC
OG0005461	LOC120444581|XP_039480276.1|DSAN	LOC108101206|XP_017060944.1|DFIC
OG0005462	LOC120446076|XP_039482790.1|DSAN	LOC108101213|XP_017060951.1|DFIC
OG0005463	LOC120450381|XP_039489306.1|DSAN	LOC108087456|XP_017040308.1|DFIC
OG0005464	LOC120445598|XP_039482031.1|DSAN	LOC108101157|XP_017060868.1|DFIC
OG0005465	LOC120446825|XP_039483939.1|DSAN	LOC108101176|XP_017060895.1|DFIC
OG0005466	LOC120444299|XP_039479754.1|DSAN	LOC108101167|XP_017060885.1|DFIC
OG0005467	LOC120453177|XP_039493671.1|DSAN	LOC108095976|XP_017052809.1|DFIC
OG0005468	LOC120445740|XP_039482251.1|DSAN	LOC108092690|XP_017047888.1|DFIC
OG0005469	LOC120443782|XP_039479045.1|DSAN	LOC108100995|XP_017060649.1|DFIC
OG0005470	LOC120443781|XP_039479043.1|DSAN	LOC108100966|XP_017060606.1|DFIC
OG0005471	LOC120444509|XP_039480160.1|DSAN	LOC108098256|XP_017056542.1|DFIC
OG0005472	LOC120447091|XP_039484428.1|DSAN	LOC108098249|XP_017056529.1|DFIC
OG0005473	LOC120450560|XP_039489607.1|DSAN	LOC108089965|XP_017043949.1|DFIC
OG0005474	LOC120453725|XP_039494490.1|DSAN	LOC108093506|XP_017049084.1|DFIC
OG0005475	LOC120453717|XP_039494479.1|DSAN	LOC108093505|XP_017049083.1|DFIC
OG0005476	LOC120445939|XP_039482541.1|DSAN	LOC108101509|XP_017061359.1|DFIC
OG0005477	LOC120448100|XP_039485837.1|DSAN	LOC108100533|XP_017059983.1|DFIC
OG0005478	LOC120458778|XP_039502491.1|DSAN	LOC108101275|XP_017061052.1|DFIC
OG0005479	LOC120458777|XP_039502490.1|DSAN	LOC108101274|XP_017061051.1|DFIC
OG0005480	LOC120458779|XP_039502492.1|DSAN	LOC108101276|XP_017061055.1|DFIC
OG0005481	LOC120449001|XP_039487210.1|DSAN	LOC108092502|XP_017047603.1|DFIC
OG0005482	LOC120449314|XP_039487645.1|DSAN	LOC108092495|XP_017047586.1|DFIC
OG0005483	LOC120451262|XP_039490725.1|DSAN	LOC108097561|XP_017055434.1|DFIC
OG0005484	LOC120458262|XP_039501786.1|DSAN	LOC108098428|XP_017056808.1|DFIC, LOC108090722|XP_017045061.1|DFIC
OG0005485	LOC120446139|XP_039482898.1|DSAN	LOC108087859|XP_017040930.1|DFIC
OG0005486	LOC120456593|XP_039499440.1|DSAN	LOC108090537|XP_017044759.1|DFIC
OG0005487	LOC120458160|XP_039501648.1|DSAN	LOC108092546|XP_017047669.1|DFIC
OG0005488	LOC120455480|XP_039497652.1|DSAN	LOC108092525|XP_017047637.1|DFIC
OG0005489	LOC120447996|XP_039485632.1|DSAN	LOC108101314|XP_017061104.1|DFIC
OG0005490	LOC120444143|XP_039479645.1|DSAN	LOC108101328|XP_017061126.1|DFIC
OG0005491	LOC120443874|XP_039479191.1|DSAN	LOC108094137|XP_017050047.1|DFIC
OG0005492	LOC120449698|XP_039488251.1|DSAN	LOC108094154|XP_017050083.1|DFIC
OG0005493	LOC120445701|XP_039482194.1|DSAN	LOC108098307|XP_017056608.1|DFIC
OG0005494	LOC120447038|XP_039484318.1|DSAN	LOC108090784|XP_017045119.1|DFIC
OG0005495	LOC120445457|XP_039481836.1|DSAN	LOC108090789|XP_017045125.1|DFIC
OG0005496	LOC120452505|XP_039492689.1|DSAN	LOC108093321|XP_017048799.1|DFIC
OG0005497	LOC120444990|XP_039480955.1|DSAN	LOC108098376|XP_017056725.1|DFIC
OG0005498	LOC120444994|XP_039480964.1|DSAN	LOC108098377|XP_017056727.1|DFIC
OG0005499	LOC120444986|XP_039480951.1|DSAN	LOC108098333|XP_017056655.1|DFIC
OG0005500	LOC120444995|XP_039480965.1|DSAN	LOC108098335|XP_017056657.1|DFIC
OG0005501	LOC120446555|XP_039483506.1|DSAN	LOC108101224|XP_017060962.1|DFIC
OG0005502	LOC120446556|XP_039483507.1|DSAN	LOC108101226|XP_017060963.1|DFIC
OG0005503	LOC120443870|XP_039479172.1|DSAN	LOC108100032|XP_017059239.1|DFIC
OG0005504	LOC120451973|XP_039491972.1|DSAN	LOC108094164|XP_017050105.1|DFIC
OG0005506	LOC120444665|XP_039480443.1|DSAN	LOC108089875|XP_017043818.1|DFIC
OG0005507	LOC120454234|XP_039495275.1|DSAN	LOC108091424|XP_017046104.1|DFIC
OG0005508	LOC120444091|XP_039479552.1|DSAN	LOC108100093|XP_017059326.1|DFIC
OG0005509	LOC120443754|XP_039478951.1|DSAN	LOC108092381|XP_017047415.1|DFIC
OG0005510	LOC120458061|XP_039501505.1|DSAN	LOC108098338|XP_017056667.1|DFIC
OG0005511	LOC120455413|XP_039497492.1|DSAN	LOC108092842|XP_017048137.1|DFIC
OG0005512	LOC120453098|XP_039493565.1|DSAN	LOC108099603|XP_017058710.1|DFIC
OG0005513	LOC120455746|XP_039498102.1|DSAN	LOC108101677|XP_017061590.1|DFIC
OG0005514	LOC120452638|XP_039492883.1|DSAN	LOC108099369|XP_017058351.1|DFIC
OG0005515	LOC120446634|XP_039483634.1|DSAN	LOC108096775|XP_017054140.1|DFIC
OG0005516	LOC120449033|XP_039487254.1|DSAN	LOC108089279|XP_017042947.1|DFIC
OG0005517	LOC120443955|XP_039479349.1|DSAN	LOC108092698|XP_017047899.1|DFIC, LOC108093678|XP_017049774.1|DFIC
OG0005518	LOC120444846|XP_039480740.1|DSAN	LOC108096090|XP_017052947.1|DFIC
OG0005519	LOC120446931|XP_039484115.1|DSAN	LOC108087721|XP_017040731.1|DFIC
OG0005520	LOC120457324|XP_039500765.1|DSAN	LOC108100066|XP_017059290.1|DFIC
OG0005521	LOC120458511|XP_039502116.1|DSAN	LOC108100051|XP_017059273.1|DFIC
OG0005522	LOC120447597|XP_039485001.1|DSAN	LOC108100146|XP_017059389.1|DFIC
OG0005523	LOC120457748|XP_039501181.1|DSAN	LOC108089977|XP_017043967.1|DFIC
OG0005524	LOC120449908|XP_039488537.1|DSAN	LOC108100073|XP_017059297.1|DFIC
OG0005525	LOC120451258|XP_039490724.1|DSAN	LOC108101182|XP_017060907.1|DFIC
OG0005526	LOC120444118|XP_039479585.1|DSAN	LOC108089272|XP_017042934.1|DFIC
OG0005527	LOC120454838|XP_039496251.1|DSAN	LOC108101975|XP_017062058.1|DFIC
OG0005528	LOC120458128|XP_039501601.1|DSAN	LOC108100899|XP_017060497.1|DFIC
OG0005529	LOC120457792|XP_039501223.1|DSAN	LOC108093415|XP_017048947.1|DFIC
OG0005530	LOC120458279|XP_039501808.1|DSAN	LOC108092575|XP_017047706.1|DFIC
OG0005531	LOC120449342|XP_039487683.1|DSAN	LOC108093121|XP_017048554.1|DFIC
OG0005532	LOC120449522|XP_039487997.1|DSAN	LOC108091509|XP_017046243.1|DFIC
OG0005533	LOC120446893|XP_039484048.1|DSAN	LOC108092466|XP_017047544.1|DFIC
OG0005534	LOC120448757|XP_039486876.1|DSAN	LOC108100615|XP_017060095.1|DFIC
OG0005535	LOC120458925|XP_039502711.1|DSAN	LOC108092404|XP_017047455.1|DFIC
OG0005536	LOC120445527|XP_039481923.1|DSAN	LOC108098266|XP_017056553.1|DFIC
OG0005537	LOC120458934|XP_039502723.1|DSAN	LOC108100890|XP_017060488.1|DFIC
OG0005538	LOC120445298|XP_039481535.1|DSAN	LOC108095916|XP_017052737.1|DFIC, LOC108096085|XP_017052940.1|DFIC
OG0005539	LOC120446420|XP_039483313.1|DSAN	LOC108101240|XP_017060983.1|DFIC
OG0005540	LOC120455138|XP_039496978.1|DSAN	LOC108091533|XP_017046288.1|DFIC
OG0005541	LOC120457061|XP_039500175.1|DSAN	LOC108091546|XP_017046305.1|DFIC
OG0005542	LOC120450191|XP_039488990.1|DSAN	LOC108099126|XP_017057952.1|DFIC
OG0005543	LOC120446216|XP_039483004.1|DSAN	LOC108086323|XP_017038713.1|DFIC, LOC108094461|XP_017050530.1|DFIC
OG0005544	LOC120443866|XP_039479165.1|DSAN	LOC108091494|XP_017046208.1|DFIC
OG0005545	LOC120458561|XP_039502180.1|DSAN	LOC108098708|XP_017057310.1|DFIC
OG0005546	LOC120457754|XP_039501186.1|DSAN	LOC108089931|XP_017043907.1|DFIC
OG0005547	LOC120458002|XP_039501428.1|DSAN	LOC108092769|XP_017047992.1|DFIC
OG0005548	LOC120458611|XP_039502253.1|DSAN	LOC108092696|XP_017047896.1|DFIC
OG0005549	LOC120458619|XP_039502263.1|DSAN	LOC108092738|XP_017047956.1|DFIC
OG0005550	LOC120448515|XP_039486486.1|DSAN	LOC108089922|XP_017043892.1|DFIC
OG0005551	LOC120444833|XP_039480723.1|DSAN	LOC108095235|XP_017051751.1|DFIC
OG0005552	LOC120444831|XP_039480722.1|DSAN	LOC108095218|XP_017051723.1|DFIC
OG0005553	LOC120451879|XP_039491858.1|DSAN	LOC108094111|XP_017050021.1|DFIC
OG0005554	LOC120443772|XP_039479010.1|DSAN	LOC108091500|XP_017046231.1|DFIC
OG0005555	LOC120458544|XP_039502159.1|DSAN	LOC108091523|XP_017046273.1|DFIC
OG0005556	LOC120456172|XP_039498776.1|DSAN	LOC108091522|XP_017046272.1|DFIC
OG0005557	LOC120445761|XP_039482291.1|DSAN	LOC108098198|XP_017056425.1|DFIC
OG0005558	LOC120455431|XP_039497548.1|DSAN	LOC108097662|XP_017055589.1|DFIC
OG0005559	LOC120447060|XP_039484384.1|DSAN	LOC108089898|XP_017043861.1|DFIC
OG0005560	LOC120444514|XP_039480166.1|DSAN	LOC108098193|XP_017056418.1|DFIC
OG0005561	LOC120456334|XP_039499038.1|DSAN	LOC108094639|XP_017050828.1|DFIC
OG0005562	LOC120453755|XP_039494536.1|DSAN	LOC108089901|XP_017043864.1|DFIC
OG0005563	LOC120454903|XP_039496509.1|DSAN	LOC108095013|XP_017051345.1|DFIC
OG0005564	LOC120443683|XP_039478856.1|DSAN	LOC108089158|XP_017042771.1|DFIC
OG0005565	LOC120444619|XP_039480355.1|DSAN	LOC108090604|XP_017044864.1|DFIC
OG0005566	LOC120444620|XP_039480356.1|DSAN	LOC108090605|XP_017044865.1|DFIC
OG0005567	LOC120453069|XP_039493527.1|DSAN	LOC108099618|XP_017058729.1|DFIC
OG0005568	LOC120456873|XP_039499908.1|DSAN	LOC108089825|XP_017043727.1|DFIC
OG0005569	LOC120458172|XP_039501664.1|DSAN	LOC108092541|XP_017047658.1|DFIC
OG0005570	LOC120447986|XP_039485620.1|DSAN	LOC108101313|XP_017061103.1|DFIC
OG0005571	LOC120445396|XP_039481741.1|DSAN	LOC108096708|XP_017054030.1|DFIC
OG0005572	LOC120445023|XP_039481028.1|DSAN	LOC108087812|XP_017040863.1|DFIC
OG0005573	LOC120451396|XP_039490997.1|DSAN	LOC108095850|XP_017052637.1|DFIC
OG0005574	LOC120450660|XP_039489745.1|DSAN	LOC108093763|XP_017049521.1|DFIC
OG0005575	LOC120454484|XP_039495758.1|DSAN	LOC108087186|XP_017039932.1|DFIC
OG0005576	LOC120447250|XP_039484711.1|DSAN	LOC108093748|XP_017049504.1|DFIC
OG0005577	LOC120449212|XP_039487514.1|DSAN	LOC108096440|XP_017053525.1|DFIC
OG0005578	LOC120448349|XP_039486247.1|DSAN	LOC108100487|XP_017059910.1|DFIC
OG0005579	LOC120448351|XP_039486251.1|DSAN	LOC108100488|XP_017059911.1|DFIC
OG0005580	LOC120450294|XP_039489159.1|DSAN	LOC108096248|XP_017053180.1|DFIC
OG0005581	LOC120455038|XP_039496808.1|DSAN	LOC108096997|XP_017054474.1|DFIC
OG0005582	LOC120448381|XP_039486297.1|DSAN	LOC108088886|XP_017042373.1|DFIC
OG0005583	LOC120449177|XP_039487453.1|DSAN	LOC108089063|XP_017042661.1|DFIC
OG0005584	LOC120458154|XP_039501638.1|DSAN	LOC108093437|XP_017048990.1|DFIC
OG0005585	LOC120453451|XP_039494100.1|DSAN	LOC108098546|XP_017057036.1|DFIC
OG0005586	LOC120454072|XP_039495017.1|DSAN	LOC108090233|XP_017044320.1|DFIC
OG0005587	LOC120458121|XP_039501589.1|DSAN	LOC108100027|XP_017059232.1|DFIC
OG0005588	LOC120450581|XP_039489634.1|DSAN	LOC108089517|XP_017043331.1|DFIC
OG0005589	LOC120454220|XP_039495253.1|DSAN	LOC108099523|XP_017058579.1|DFIC
OG0005590	LOC120443951|XP_039479334.1|DSAN	LOC108094329|XP_017050368.1|DFIC
OG0005591	LOC120456854|XP_039499851.1|DSAN	LOC108097709|XP_017055686.1|DFIC
OG0005592	LOC120452265|XP_039492328.1|DSAN	LOC108087024|XP_017039681.1|DFIC
OG0005593	LOC120447573|XP_039484970.1|DSAN	LOC108100613|XP_017060092.1|DFIC
OG0005594	LOC120447760|XP_039485239.1|DSAN	LOC108089509|XP_017043317.1|DFIC
OG0005595	LOC120447759|XP_039485238.1|DSAN	LOC108089508|XP_017043315.1|DFIC
OG0005596	LOC120450137|XP_039488898.1|DSAN	LOC108100279|XP_017059554.1|DFIC
OG0005597	LOC120454196|XP_039495221.1|DSAN	LOC108099471|XP_017058513.1|DFIC
OG0005598	LOC120451817|XP_039491719.1|DSAN	LOC108088494|XP_017041808.1|DFIC
OG0005599	LOC120445010|XP_039481007.1|DSAN	LOC108087811|XP_017040861.1|DFIC
OG0005600	LOC120453099|XP_039493567.1|DSAN	LOC108099550|XP_017058621.1|DFIC
OG0005601	LOC120455806|XP_039498200.1|DSAN	LOC108097540|XP_017055378.1|DFIC
OG0005602	LOC120453567|XP_039494259.1|DSAN	LOC108095663|XP_017052316.1|DFIC
OG0005603	LOC120446467|XP_039483403.1|DSAN	LOC108101800|XP_017061765.1|DFIC
OG0005604	LOC120444582|XP_039480277.1|DSAN	LOC108101891|XP_017061941.1|DFIC
OG0005605	LOC120446805|XP_039483899.1|DSAN	LOC108086717|XP_017039224.1|DFIC
OG0005606	LOC120443815|XP_039479090.1|DSAN	LOC108093486|XP_017049062.1|DFIC
OG0005607	LOC120453425|XP_039494062.1|DSAN	LOC108102047|XP_017062158.1|DFIC
OG0005608	LOC120451301|XP_039490801.1|DSAN	LOC108102084|XP_017062225.1|DFIC
OG0005609	LOC120449794|XP_039488372.1|DSAN	LOC108099012|XP_017057735.1|DFIC
OG0005610	LOC120450079|XP_039488805.1|DSAN	LOC108089046|XP_017042643.1|DFIC
OG0005611	LOC120448925|XP_039487090.1|DSAN	LOC108099074|XP_017057852.1|DFIC
OG0005612	LOC120451200|XP_039490585.1|DSAN	LOC108087968|XP_017041056.1|DFIC
OG0005613	LOC120452309|XP_039492392.1|DSAN	LOC108087037|XP_017039698.1|DFIC
OG0005614	LOC120451628|XP_039491417.1|DSAN	LOC108090118|XP_017044137.1|DFIC
OG0005615	LOC120451426|XP_039491034.1|DSAN	LOC108100777|XP_017060304.1|DFIC
OG0005616	LOC120452907|XP_039493304.1|DSAN	LOC108097411|XP_017055162.1|DFIC
OG0005617	LOC120452108|XP_039492120.1|DSAN	LOC108091804|XP_017046659.1|DFIC
OG0005618	LOC120445581|XP_039482006.1|DSAN	LOC108087724|XP_017040734.1|DFIC
OG0005619	LOC120453265|XP_039493821.1|DSAN	LOC108087345|XP_017040174.1|DFIC
OG0005620	LOC120454979|XP_039496704.1|DSAN	LOC108091189|XP_017045755.1|DFIC
OG0005621	LOC120455205|XP_039497095.1|DSAN	LOC108097352|XP_017055077.1|DFIC
OG0005622	LOC120455632|XP_039497953.1|DSAN	LOC108097089|XP_017054633.1|DFIC
OG0005623	LOC120455338|XP_039497351.1|DSAN	LOC108092821|XP_017048114.1|DFIC
OG0005624	LOC120451298|XP_039490795.1|DSAN	LOC108089082|XP_017042676.1|DFIC
OG0005625	LOC120454611|XP_039496007.1|DSAN	LOC108096429|XP_017053511.1|DFIC
OG0005626	LOC120456221|XP_039498838.1|DSAN	LOC108098140|XP_017056353.1|DFIC
OG0005627	LOC120454239|XP_039495278.1|DSAN	LOC108102058|XP_017062177.1|DFIC
OG0005628	LOC120451253|XP_039490711.1|DSAN	LOC108097570|XP_017055448.1|DFIC
OG0005629	LOC120444716|XP_039480527.1|DSAN	LOC108086419|XP_017038810.1|DFIC
OG0005630	LOC120444999|XP_039480973.1|DSAN	LOC108086722|XP_017039234.1|DFIC
OG0005631	LOC120456592|XP_039499436.1|DSAN	LOC108091252|XP_017045856.1|DFIC
OG0005632	LOC120455139|XP_039496977.1|DSAN	LOC108095520|XP_017052126.1|DFIC
OG0005633	LOC120452534|XP_039492732.1|DSAN	LOC108087225|XP_017039996.1|DFIC
OG0005634	LOC120450742|XP_039489798.1|DSAN	LOC108092023|XP_017046950.1|DFIC
OG0005635	LOC120457902|XP_039501346.1|DSAN	LOC108089235|XP_017042884.1|DFIC
OG0005636	LOC120452351|XP_039492458.1|DSAN	LOC108091814|XP_017046673.1|DFIC
OG0005637	LOC120450922|XP_039490122.1|DSAN	LOC108099556|XP_017058630.1|DFIC
OG0005638	LOC120445885|XP_039482468.1|DSAN	LOC108094937|XP_017051285.1|DFIC
OG0005639	LOC120445015|XP_039481013.1|DSAN	LOC108087830|XP_017040890.1|DFIC
OG0005640	LOC120452795|XP_039493124.1|DSAN	LOC108102019|XP_017062108.1|DFIC
OG0005641	LOC120457134|XP_039500310.1|DSAN	LOC108094307|XP_017050321.1|DFIC
OG0005642	LOC120450974|XP_039490199.1|DSAN	LOC108098551|XP_017057038.1|DFIC
OG0005643	LOC120449850|XP_039488443.1|DSAN	LOC108100449|XP_017059862.1|DFIC
OG0005644	LOC120448930|XP_039487101.1|DSAN	LOC108087576|XP_017040496.1|DFIC
OG0005645	LOC120455245|XP_039497163.1|DSAN	LOC108097231|XP_017054881.1|DFIC
OG0005646	LOC120454956|XP_039496669.1|DSAN	LOC108095352|XP_017051921.1|DFIC
OG0005647	LOC120458155|XP_039501639.1|DSAN	LOC108093438|XP_017048991.1|DFIC
OG0005648	LOC120448098|XP_039485835.1|DSAN	LOC108099831|XP_017058951.1|DFIC
OG0005649	LOC120450902|XP_039490085.1|DSAN	LOC108091383|XP_017046052.1|DFIC
