Orthogroup	DSAN.longest_only	DEUG.longest_only
OG0005615	LOC120451426|XP_039491034.1|DSAN	LOC108109370|XP_017073339.1|DEUG
OG0005616	LOC120452907|XP_039493304.1|DSAN	LOC108105611|XP_017067779.1|DEUG
OG0005617	LOC120452108|XP_039492120.1|DSAN	LOC108116135|XP_017083352.1|DEUG
OG0005618	LOC120445581|XP_039482006.1|DSAN	LOC108106704|XP_017069425.1|DEUG
OG0005619	LOC120453265|XP_039493821.1|DSAN	LOC108117001|XP_017084655.1|DEUG
OG0005620	LOC120454979|XP_039496704.1|DSAN	LOC108117597|XP_017085600.1|DEUG
OG0005621	LOC120455205|XP_039497095.1|DSAN	LOC108103270|XP_017064171.1|DEUG
OG0005622	LOC120455632|XP_039497953.1|DSAN	LOC108109746|XP_017073899.1|DEUG
OG0005623	LOC120455338|XP_039497351.1|DSAN	LOC108105426|XP_017067485.1|DEUG
OG0005624	LOC120451298|XP_039490795.1|DSAN	LOC108116223|XP_017083503.1|DEUG
OG0005625	LOC120454611|XP_039496007.1|DSAN	LOC108116410|XP_017083783.1|DEUG
OG0005626	LOC120456221|XP_039498838.1|DSAN	LOC108117420|XP_017085320.1|DEUG
OG0005627	LOC120454239|XP_039495278.1|DSAN	LOC108116445|XP_017083846.1|DEUG
OG0005628	LOC120451253|XP_039490711.1|DSAN	LOC108105619|XP_017067789.1|DEUG
OG0005629	LOC120444716|XP_039480527.1|DSAN	LOC108106630|XP_017069321.1|DEUG
OG0005630	LOC120444999|XP_039480973.1|DSAN	LOC108106662|XP_017069380.1|DEUG
OG0005631	LOC120456592|XP_039499436.1|DSAN	LOC108117611|XP_017085626.1|DEUG
OG0005632	LOC120455139|XP_039496977.1|DSAN	LOC108103833|XP_017065009.1|DEUG
OG0005633	LOC120452534|XP_039492732.1|DSAN	LOC108105264|XP_017067232.1|DEUG
OG0005634	LOC120450742|XP_039489798.1|DSAN	LOC108111559|XP_017076572.1|DEUG
OG0005635	LOC120457902|XP_039501346.1|DSAN	LOC108111107|XP_017075937.1|DEUG
OG0005636	LOC120452351|XP_039492458.1|DSAN	LOC108109626|XP_017073691.1|DEUG
OG0005637	LOC120450922|XP_039490122.1|DSAN	LOC108109474|XP_017073487.1|DEUG
OG0005638	LOC120445885|XP_039482468.1|DSAN	LOC108109090|XP_017072951.1|DEUG
OG0005639	LOC120445015|XP_039481013.1|DSAN	LOC108109182|XP_017073100.1|DEUG
OG0005640	LOC120452795|XP_039493124.1|DSAN	LOC108116489|XP_017083911.1|DEUG
OG0005641	LOC120457134|XP_039500310.1|DSAN	LOC108118094|XP_017086136.1|DEUG
OG0005642	LOC120450974|XP_039490199.1|DSAN	LOC108110207|XP_017074672.1|DEUG
OG0005643	LOC120449850|XP_039488443.1|DSAN	LOC108107914|XP_017071223.1|DEUG
OG0005644	LOC120448930|XP_039487101.1|DSAN	LOC108114663|XP_017081231.1|DEUG
OG0005645	LOC120455245|XP_039497163.1|DSAN	LOC108118292|XP_017086386.1|DEUG
OG0005646	LOC120454956|XP_039496669.1|DSAN	LOC108104430|XP_017065975.1|DEUG
OG0005647	LOC120458155|XP_039501639.1|DSAN	LOC108113474|XP_017079546.1|DEUG
OG0005648	LOC120448098|XP_039485835.1|DSAN	LOC108114305|XP_017080698.1|DEUG
OG0005649	LOC120450902|XP_039490085.1|DSAN	LOC108115032|XP_017081768.1|DEUG
OG0005650	LOC120452460|XP_039492624.1|DSAN	LOC108115006|XP_017081737.1|DEUG
OG0005651	LOC120456607|XP_039499454.1|DSAN	LOC108118073|XP_017086104.1|DEUG
OG0005652	LOC120454283|XP_039495396.1|DSAN	LOC108115836|XP_017082919.1|DEUG
OG0005653	LOC120458591|XP_039502227.1|DSAN	LOC108110494|XP_017075062.1|DEUG
OG0005654	LOC120451135|XP_039490482.1|DSAN	LOC108114990|XP_017081712.1|DEUG
OG0005655	LOC120451482|XP_039491138.1|DSAN	LOC108105640|XP_017067817.1|DEUG
OG0005656	LOC120450980|XP_039490211.1|DSAN	LOC108105631|XP_017067806.1|DEUG
OG0005657	LOC120453685|XP_039494437.1|DSAN	LOC108109606|XP_017073663.1|DEUG
OG0005658	LOC120452517|XP_039492707.1|DSAN	LOC108117196|XP_017084988.1|DEUG
OG0005659	LOC120454655|XP_039496091.1|DSAN	LOC108113755|XP_017079938.1|DEUG
OG0005660	LOC120450229|XP_039489041.1|DSAN	LOC108114129|XP_017080390.1|DEUG
OG0005661	LOC120454490|XP_039495770.1|DSAN	LOC108109880|XP_017074171.1|DEUG
OG0005662	LOC120454462|XP_039495710.1|DSAN	LOC108116382|XP_017083726.1|DEUG
OG0005663	LOC120455932|XP_039498393.1|DSAN	LOC108104424|XP_017065968.1|DEUG
OG0005664	LOC120452470|XP_039492641.1|DSAN	LOC108115884|XP_017083015.1|DEUG
OG0005665	LOC120451798|XP_039491687.1|DSAN	LOC108113586|XP_017079720.1|DEUG
OG0005666	LOC120455219|XP_039497119.1|DSAN	LOC108103137|XP_017063997.1|DEUG
OG0005667	LOC120457021|XP_039500111.1|DSAN	LOC108103348|XP_017064276.1|DEUG
OG0005668	LOC120448094|XP_039485828.1|DSAN	LOC108114247|XP_017080625.1|DEUG
OG0005669	LOC120445382|XP_039481721.1|DSAN	LOC108107065|XP_017069920.1|DEUG
OG0005670	LOC120453528|XP_039494213.1|DSAN	LOC108113785|XP_017079978.1|DEUG
OG0005671	LOC120453408|XP_039494036.1|DSAN	LOC108108365|XP_017071900.1|DEUG
OG0005672	LOC120447264|XP_039484717.1|DSAN	LOC108110957|XP_017075743.1|DEUG
OG0005673	LOC120447571|XP_039484967.1|DSAN	LOC108113734|XP_017079914.1|DEUG
OG0005674	LOC120447973|XP_039485599.1|DSAN	LOC108106015|XP_017068351.1|DEUG
OG0005675	LOC120452894|XP_039493286.1|DSAN	LOC108116499|XP_017083920.1|DEUG
OG0005676	LOC120448175|XP_039485955.1|DSAN	LOC108108130|XP_017071539.1|DEUG
OG0005677	LOC120444492|XP_039480134.1|DSAN	LOC108112865|XP_017078680.1|DEUG
OG0005678	LOC120453321|XP_039493912.1|DSAN	LOC108108335|XP_017071854.1|DEUG
OG0005679	LOC120454312|XP_039495444.1|DSAN	LOC108103742|XP_017064837.1|DEUG
OG0005680	LOC120449939|XP_039488576.1|DSAN	LOC108110954|XP_017075739.1|DEUG
OG0005681	LOC120452543|XP_039492751.1|DSAN	LOC108103740|XP_017064834.1|DEUG
OG0005682	LOC120452542|XP_039492750.1|DSAN	LOC108103737|XP_017064831.1|DEUG
OG0005683	LOC120457189|XP_039500468.1|DSAN	LOC108103870|XP_017065080.1|DEUG
OG0005684	LOC120449347|XP_039487692.1|DSAN	LOC108109909|XP_017074206.1|DEUG
OG0005685	LOC120457160|XP_039500368.1|DSAN	LOC108118533|XP_017086771.1|DEUG
OG0005686	LOC120453445|XP_039494087.1|DSAN	LOC108111556|XP_017076566.1|DEUG
OG0005687	LOC120449662|XP_039488193.1|DSAN	LOC108108666|XP_017072260.1|DEUG
OG0005688	LOC120458397|XP_039501954.1|DSAN	LOC108104761|XP_017066485.1|DEUG
OG0005689	LOC120457417|XP_039500949.1|DSAN	LOC108103260|XP_017064161.1|DEUG
OG0005690	LOC120451655|XP_039491464.1|DSAN	LOC108116585|XP_017084017.1|DEUG
OG0005691	LOC120454299|XP_039495429.1|DSAN	LOC108117511|XP_017085488.1|DEUG
OG0005692	LOC120443909|XP_039479270.1|DSAN	LOC108111069|XP_017075888.1|DEUG
OG0005693	LOC120449480|XP_039487890.1|DSAN	LOC108108185|XP_017071619.1|DEUG
OG0005694	LOC120451813|XP_039491710.1|DSAN	LOC108117180|XP_017084959.1|DEUG
OG0005695	LOC120452538|XP_039492738.1|DSAN	LOC108105280|XP_017067257.1|DEUG
OG0005696	LOC120452540|XP_039492741.1|DSAN	LOC108105281|XP_017067258.1|DEUG
OG0005697	LOC120452533|XP_039492731.1|DSAN	LOC108105262|XP_017067231.1|DEUG
OG0005698	LOC120443861|XP_039479160.1|DSAN	LOC108104556|XP_017066187.1|DEUG
OG0005699	LOC120452214|XP_039492270.1|DSAN	LOC108113714|XP_017079885.1|DEUG
OG0005700	LOC120456840|XP_039499827.1|DSAN	LOC108103297|XP_017064205.1|DEUG
OG0005701	LOC120458950|XP_039502750.1|DSAN	LOC108102563|XP_017063126.1|DEUG
OG0005702	LOC120455034|XP_039496802.1|DSAN	LOC108110405|XP_017074962.1|DEUG
OG0005703	LOC120445024|XP_039481031.1|DSAN	LOC108109277|XP_017073258.1|DEUG
OG0005704	LOC120455086|XP_039496893.1|DSAN	LOC108105038|XP_017066927.1|DEUG
OG0005705	LOC120450292|XP_039489157.1|DSAN	LOC108108278|XP_017071770.1|DEUG
OG0005706	LOC120451251|XP_039490707.1|DSAN	LOC108105618|XP_017067788.1|DEUG
OG0005707	LOC120455449|XP_039497589.1|DSAN	LOC108110035|XP_017074376.1|DEUG
OG0005708	LOC120455109|XP_039496929.1|DSAN	LOC108118512|XP_017086741.1|DEUG
OG0005709	LOC120452389|XP_039492538.1|DSAN	LOC108115983|XP_017083131.1|DEUG
OG0005710	LOC120453225|XP_039493754.1|DSAN	LOC108116375|XP_017083704.1|DEUG
OG0005711	LOC120450551|XP_039489590.1|DSAN	LOC108107944|XP_017071264.1|DEUG
OG0005712	LOC120454257|XP_039495326.1|DSAN	LOC108111084|XP_017075908.1|DEUG
OG0005713	LOC120453558|XP_039494245.1|DSAN	LOC108113628|XP_017079785.1|DEUG
OG0005714	LOC120451548|XP_039491269.1|DSAN	LOC108117541|XP_017085535.1|DEUG
OG0005715	LOC120450741|XP_039489793.1|DSAN	LOC108111558|XP_017076569.1|DEUG
OG0005716	LOC120452810|XP_039493147.1|DSAN	LOC108109471|XP_017073482.1|DEUG
OG0005717	LOC120451412|XP_039491016.1|DSAN	LOC108115012|XP_017081743.1|DEUG
OG0005718	LOC120451555|XP_039491289.1|DSAN	LOC108116172|XP_017083401.1|DEUG
OG0005719	LOC120452520|XP_039492709.1|DSAN	LOC108113615|XP_017079764.1|DEUG
OG0005720	LOC120453626|XP_039494342.1|DSAN	LOC108105304|XP_017067287.1|DEUG
OG0005721	LOC120453210|XP_039493735.1|DSAN	LOC108113637|XP_017079795.1|DEUG
OG0005722	LOC120453208|XP_039493732.1|DSAN	LOC108116206|XP_017083475.1|DEUG
OG0005723	LOC120453858|XP_039494697.1|DSAN	LOC108115402|XP_017082330.1|DEUG
OG0005724	LOC120447209|XP_039484653.1|DSAN	LOC108109214|XP_017073148.1|DEUG
OG0005725	LOC120453244|XP_039493780.1|DSAN	LOC108107724|XP_017070884.1|DEUG
OG0005726	LOC120457040|XP_039500142.1|DSAN	LOC108102892|XP_017063583.1|DEUG
OG0005727	LOC120453448|XP_039494090.1|DSAN	LOC108116218|XP_017083495.1|DEUG
OG0005728	LOC120451918|XP_039491864.1|DSAN	LOC108110232|XP_017074710.1|DEUG
OG0005729	LOC120451380|XP_039490970.1|DSAN	LOC108109704|XP_017073827.1|DEUG
OG0005730	LOC120453339|XP_039493938.1|DSAN	LOC108108352|XP_017071882.1|DEUG
OG0005731	LOC120453336|XP_039493936.1|DSAN	LOC108108351|XP_017071880.1|DEUG
OG0005732	LOC120454354|XP_039495510.1|DSAN	LOC108111791|XP_017076869.1|DEUG
OG0005733	LOC120454352|XP_039495506.1|DSAN	LOC108111790|XP_017076865.1|DEUG
OG0005734	LOC120450732|XP_039489785.1|DSAN	LOC108113739|XP_017079916.1|DEUG
OG0005735	LOC120454370|XP_039495536.1|DSAN	LOC108115015|XP_017081746.1|DEUG
OG0005736	LOC120451997|XP_039491959.1|DSAN	LOC108115296|XP_017082177.1|DEUG
OG0005737	LOC120451526|XP_039491230.1|DSAN	LOC108109982|XP_017074302.1|DEUG
OG0005738	LOC120451647|XP_039491446.1|DSAN	LOC108116464|XP_017083883.1|DEUG
OG0005739	LOC120454474|XP_039495740.1|DSAN	LOC108116516|XP_017083942.1|DEUG
OG0005740	LOC120454554|XP_039495878.1|DSAN	LOC108115975|XP_017083116.1|DEUG
OG0005741	LOC120451211|XP_039490619.1|DSAN	LOC108115398|XP_017082324.1|DEUG
OG0005742	LOC120451632|XP_039491423.1|DSAN	LOC108105310|XP_017067292.1|DEUG
OG0005743	LOC120453100|XP_039493568.1|DSAN	LOC108109515|XP_017073555.1|DEUG
OG0005744	LOC120452863|XP_039493242.1|DSAN	LOC108108338|XP_017071859.1|DEUG
OG0005745	LOC120451040|XP_039490302.1|DSAN	LOC108115283|XP_017082150.1|DEUG
OG0005746	LOC120453549|XP_039494235.1|DSAN	LOC108115252|XP_017082098.1|DEUG
OG0005747	LOC120454548|XP_039495862.1|DSAN	LOC108115395|XP_017082319.1|DEUG
OG0005748	LOC120451533|XP_039491245.1|DSAN	LOC108105305|XP_017067288.1|DEUG
OG0005749	LOC120457144|XP_039500346.1|DSAN	LOC108103855|XP_017065049.1|DEUG
OG0005750	LOC120450844|XP_039489969.1|DSAN	LOC108115385|XP_017082309.1|DEUG
OG0005751	LOC120448281|XP_039486144.1|DSAN	LOC108114696|XP_017081282.1|DEUG
OG0005752	LOC120445364|XP_039481671.1|DSAN	LOC108112815|XP_017078602.1|DEUG
OG0005753	LOC120458033|XP_039501479.1|DSAN	LOC108102615|XP_017063213.1|DEUG
OG0005754	LOC120447136|XP_039484504.1|DSAN	LOC108112614|XP_017078194.1|DEUG
OG0005755	LOC120444882|XP_039480798.1|DSAN	LOC108107414|XP_017070432.1|DEUG
OG0005756	LOC120454498|XP_039495782.1|DSAN	LOC108109903|XP_017074203.1|DEUG
OG0005757	LOC120451857|XP_039491791.1|DSAN	LOC108110361|XP_017074890.1|DEUG
OG0005758	LOC120451959|XP_039491916.1|DSAN	LOC108115001|XP_017081730.1|DEUG
OG0005759	LOC120454427|XP_039495650.1|DSAN	LOC108109967|XP_017074278.1|DEUG
OG0005760	LOC120452021|XP_039492002.1|DSAN	LOC108116426|XP_017083808.1|DEUG
OG0005761	LOC120450861|XP_039490009.1|DSAN	LOC108117212|XP_017085017.1|DEUG
OG0005762	LOC120450797|XP_039489898.1|DSAN	LOC108110213|XP_017074677.1|DEUG
OG0005763	LOC120444822|XP_039480715.1|DSAN	LOC108106406|XP_017068907.1|DEUG
OG0005764	LOC120451212|XP_039490620.1|DSAN	LOC108115400|XP_017082326.1|DEUG
OG0005765	LOC120451206|XP_039490597.1|DSAN	LOC108115332|XP_017082234.1|DEUG
OG0005766	LOC120453840|XP_039494668.1|DSAN	LOC108105257|XP_017067225.1|DEUG
OG0005767	LOC120451650|XP_039491451.1|DSAN	LOC108117232|XP_017085054.1|DEUG
OG0005768	LOC120455207|XP_039497098.1|DSAN	LOC108109752|XP_017073909.1|DEUG
OG0005769	LOC120452678|XP_039492962.1|DSAN	LOC108115361|XP_017082277.1|DEUG
OG0005770	LOC120450952|XP_039490171.1|DSAN	LOC108105552|XP_017067680.1|DEUG
OG0005771	LOC120453122|XP_039493603.1|DSAN	LOC108111399|XP_017076323.1|DEUG
OG0005772	LOC120451758|XP_039491620.1|DSAN	LOC108109534|XP_017073588.1|DEUG
OG0005773	LOC120452647|XP_039492899.1|DSAN	LOC108116285|XP_017083560.1|DEUG
OG0005774	LOC120452595|XP_039492827.1|DSAN	LOC108116271|XP_017083549.1|DEUG
OG0005775	LOC120448788|XP_039486913.1|DSAN	LOC108107568|XP_017070616.1|DEUG
OG0005776	LOC120449747|XP_039488315.1|DSAN	LOC108106026|XP_017068364.1|DEUG
OG0005777	LOC120454422|XP_039495645.1|DSAN	LOC108111055|XP_017075872.1|DEUG
OG0005778	LOC120453910|XP_039494776.1|DSAN	LOC108109488|XP_017073508.1|DEUG
OG0005779	LOC120451053|XP_039490342.1|DSAN	LOC108105556|XP_017067685.1|DEUG
OG0005780	LOC120448745|XP_039486860.1|DSAN	LOC108108074|XP_017071444.1|DEUG
OG0005781	LOC120447942|XP_039485554.1|DSAN	LOC108113979|XP_017080209.1|DEUG
OG0005782	LOC120447941|XP_039485553.1|DSAN	LOC108114249|XP_017080631.1|DEUG
OG0005783	LOC120446227|XP_039483028.1|DSAN	LOC108112775|XP_017078533.1|DEUG
OG0005784	LOC120452680|XP_039492964.1|DSAN	LOC108113634|XP_017079790.1|DEUG
OG0005785	LOC120452301|XP_039492370.1|DSAN	LOC108113627|XP_017079778.1|DEUG
OG0005786	LOC120451201|XP_039490586.1|DSAN	LOC108111783|XP_017076857.1|DEUG
OG0005787	LOC120451136|XP_039490483.1|DSAN	LOC108114991|XP_017081714.1|DEUG
OG0005788	LOC120447131|XP_039484498.1|DSAN	LOC108106510|XP_017069093.1|DEUG
OG0005789	LOC120451162|XP_039490531.1|DSAN	LOC108113824|XP_017080022.1|DEUG
OG0005790	LOC120453119|XP_039493597.1|DSAN	LOC108111434|XP_017076390.1|DEUG
OG0005791	LOC120450944|XP_039490149.1|DSAN	LOC108103745|XP_017064841.1|DEUG
OG0005792	LOC120450947|XP_039490154.1|DSAN	LOC108103746|XP_017064843.1|DEUG
OG0005793	LOC120453241|XP_039493776.1|DSAN	LOC108116369|XP_017083692.1|DEUG
OG0005794	LOC120444712|XP_039480524.1|DSAN	LOC108106628|XP_017069319.1|DEUG
OG0005795	LOC120453733|XP_039494497.1|DSAN	LOC108111496|XP_017076499.1|DEUG
OG0005796	LOC120449018|XP_039487232.1|DSAN	LOC108108098|XP_017071484.1|DEUG
OG0005797	LOC120447729|XP_039485207.1|DSAN	LOC108114246|XP_017080624.1|DEUG
OG0005798	LOC120453688|XP_039494442.1|DSAN	LOC108109674|XP_017073753.1|DEUG
OG0005799	LOC120452508|XP_039492696.1|DSAN	LOC108115135|XP_017081914.1|DEUG
OG0005800	LOC120453877|XP_039494725.1|DSAN	LOC108115151|XP_017081950.1|DEUG
OG0005801	LOC120453876|XP_039494724.1|DSAN	LOC108115150|XP_017081949.1|DEUG
OG0005802	LOC120453933|XP_039494812.1|DSAN	LOC108116380|XP_017083723.1|DEUG
OG0005803	LOC120454487|XP_039495763.1|DSAN	LOC108109728|XP_017073866.1|DEUG
OG0005804	LOC120453031|XP_039493485.1|DSAN	LOC108105307|XP_017067290.1|DEUG
OG0005805	LOC120446333|XP_039483183.1|DSAN	LOC108107394|XP_017070401.1|DEUG
OG0005806	LOC120454699|XP_039496166.1|DSAN	LOC108116539|XP_017083966.1|DEUG
OG0005807	LOC120453342|XP_039493944.1|DSAN	LOC108116565|XP_017083994.1|DEUG
OG0005808	LOC120455821|XP_039498219.1|DSAN	LOC108104329|XP_017065805.1|DEUG
OG0005809	LOC120450432|XP_039489376.1|DSAN	LOC108102830|XP_017063509.1|DEUG
OG0005810	LOC120452513|XP_039492703.1|DSAN	LOC108115142|XP_017081927.1|DEUG
OG0005811	LOC120452514|XP_039492704.1|DSAN	LOC108115143|XP_017081928.1|DEUG
OG0005812	LOC120453218|XP_039493743.1|DSAN	LOC108110485|XP_017075055.1|DEUG
OG0005813	LOC120452657|XP_039492914.1|DSAN	LOC108108362|XP_017071896.1|DEUG
OG0005814	LOC120452965|XP_039493390.1|DSAN	LOC108115368|XP_017082283.1|DEUG
OG0005815	LOC120444789|XP_039480675.1|DSAN	LOC108106635|XP_017069329.1|DEUG
OG0005816	LOC120454618|XP_039496015.1|DSAN	LOC108109357|XP_017073313.1|DEUG
OG0005817	LOC120451757|XP_039491618.1|DSAN	LOC108109533|XP_017073586.1|DEUG
OG0005818	LOC120452841|XP_039493203.1|DSAN	LOC108113641|XP_017079800.1|DEUG
OG0005819	LOC120451989|XP_039491951.1|DSAN	LOC108116229|XP_017083509.1|DEUG
OG0005820	LOC120451990|XP_039491952.1|DSAN	LOC108116231|XP_017083510.1|DEUG
OG0005821	LOC120454626|XP_039496029.1|DSAN	LOC108116237|XP_017083517.1|DEUG
OG0005822	LOC120458455|XP_039502041.1|DSAN	LOC108106981|XP_017069806.1|DEUG
OG0005823	LOC120456356|XP_039499084.1|DSAN	LOC108105350|XP_017067351.1|DEUG
OG0005824	LOC120454100|XP_039495045.1|DSAN	LOC108116167|XP_017083392.1|DEUG
OG0005825	LOC120450322|XP_039489219.1|DSAN	LOC108113948|XP_017080149.1|DEUG
OG0005827	LOC120452802|XP_039493135.1|DSAN	LOC108113525|XP_017079607.1|DEUG
OG0005828	LOC120450391|XP_039489320.1|DSAN	LOC108107961|XP_017071289.1|DEUG
OG0005829	LOC120451742|XP_039491585.1|DSAN	LOC108109543|XP_017073601.1|DEUG
OG0005830	LOC120447641|XP_039485084.1|DSAN	LOC108108125|XP_017071535.1|DEUG
OG0005831	LOC120448656|XP_039486722.1|DSAN	LOC108108245|XP_017071703.1|DEUG
OG0005832	LOC120449904|XP_039488530.1|DSAN	LOC108108218|XP_017071675.1|DEUG
OG0005833	LOC120449651|XP_039488178.1|DSAN	LOC108107841|XP_017071083.1|DEUG
OG0005834	LOC120449657|XP_039488187.1|DSAN	LOC108107846|XP_017071089.1|DEUG
OG0005835	LOC120449607|XP_039488109.1|DSAN	LOC108107594|XP_017070646.1|DEUG
OG0005836	LOC120449849|XP_039488442.1|DSAN	LOC108108594|XP_017072180.1|DEUG
OG0005837	LOC120454698|XP_039496165.1|DSAN	LOC108116663|XP_017084144.1|DEUG
OG0005838	LOC120452730|XP_039493032.1|DSAN	LOC108111563|XP_017076576.1|DEUG
OG0005839	LOC120446872|XP_039484015.1|DSAN	LOC108110663|XP_017075269.1|DEUG
OG0005840	LOC120451282|XP_039490761.1|DSAN	LOC108105285|XP_017067263.1|DEUG
OG0005841	LOC120454387|XP_039495570.1|DSAN	LOC108115109|XP_017081848.1|DEUG
OG0005842	LOC120455646|XP_039497971.1|DSAN	LOC108104396|XP_017065924.1|DEUG
OG0005843	LOC120450376|XP_039489300.1|DSAN	LOC108105998|XP_017068325.1|DEUG
OG0005844	LOC120449470|XP_039487876.1|DSAN	LOC108108531|XP_017072092.1|DEUG
OG0005845	LOC120451028|XP_039490292.1|DSAN	LOC108115011|XP_017081742.1|DEUG
OG0005846	LOC120454101|XP_039495046.1|DSAN	LOC108109461|XP_017073448.1|DEUG
OG0005847	LOC120454217|XP_039495248.1|DSAN	LOC108108314|XP_017071826.1|DEUG
OG0005848	LOC120455191|XP_039497065.1|DSAN	LOC108104934|XP_017066777.1|DEUG
OG0005849	LOC120455523|XP_039497737.1|DSAN	LOC108104324|XP_017065796.1|DEUG
OG0005850	LOC120456312|XP_039498999.1|DSAN	LOC108103623|XP_017064657.1|DEUG
OG0005851	LOC120444041|XP_039479480.1|DSAN	LOC108107003|XP_017069833.1|DEUG
OG0005852	LOC120452090|XP_039492098.1|DSAN	LOC108116430|XP_017083813.1|DEUG
OG0005853	LOC120455031|XP_039496797.1|DSAN	LOC108117369|XP_017085246.1|DEUG
OG0005854	LOC120452512|XP_039492700.1|DSAN	LOC108115141|XP_017081926.1|DEUG
OG0005855	LOC120455378|XP_039497438.1|DSAN	LOC108110295|XP_017074784.1|DEUG
OG0005856	LOC120457392|XP_039500885.1|DSAN	LOC108115209|XP_017082033.1|DEUG
OG0005857	LOC120454518|XP_039495814.1|DSAN	LOC108109856|XP_017074166.1|DEUG, LOC108117104|XP_017084809.1|DEUG
OG0005858	LOC120453103|XP_039493571.1|DSAN	LOC108111818|XP_017076911.1|DEUG
OG0005859	LOC120458435|XP_039502012.1|DSAN	LOC108102686|XP_017063315.1|DEUG
OG0005860	LOC120450848|XP_039489972.1|DSAN	LOC108116203|XP_017083451.1|DEUG
OG0005861	LOC120452361|XP_039492470.1|DSAN	LOC108109364|XP_017073322.1|DEUG
OG0005862	LOC120458366|XP_039501915.1|DSAN	LOC108104545|XP_017066174.1|DEUG
OG0005863	LOC120447195|XP_039484619.1|DSAN	LOC108109248|XP_017073219.1|DEUG
OG0005864	LOC120454102|XP_039495057.1|DSAN, LOC120454103|XP_039495060.1|DSAN	LOC108109463|XP_017073466.1|DEUG
OG0005865	LOC120453387|XP_039494004.1|DSAN	LOC108117487|XP_017085452.1|DEUG
OG0005866	LOC120446600|XP_039483566.1|DSAN	LOC108106337|XP_017068802.1|DEUG
OG0005867	LOC120445489|XP_039481872.1|DSAN	LOC108106702|XP_017069811.1|DEUG
OG0005868	LOC120446536|XP_039483485.1|DSAN	LOC108106770|XP_017069498.1|DEUG
OG0005869	LOC120455366|XP_039497406.1|DSAN	LOC108110319|XP_017074825.1|DEUG
OG0005870	LOC120456386|XP_039499146.1|DSAN	LOC108104432|XP_017065978.1|DEUG
OG0005871	LOC120456696|XP_039499595.1|DSAN	LOC108118392|XP_017086558.1|DEUG
OG0005872	LOC120451103|XP_039490444.1|DSAN	LOC108109554|XP_017073614.1|DEUG
OG0005873	LOC120450909|XP_039490096.1|DSAN	LOC108108292|XP_017071785.1|DEUG
OG0005874	LOC120455160|XP_039497008.1|DSAN	LOC108110057|XP_017074423.1|DEUG
OG0005875	LOC120457986|XP_039501415.1|DSAN	LOC108109275|XP_017073256.1|DEUG
OG0005876	LOC120455047|XP_039496830.1|DSAN	LOC108110294|XP_017074781.1|DEUG
OG0005877	LOC120455017|XP_039496775.1|DSAN	LOC108104938|XP_017066785.1|DEUG
OG0005878	LOC120457139|XP_039500329.1|DSAN	LOC108103854|XP_017065044.1|DEUG
OG0005879	LOC120456595|XP_039499438.1|DSAN	LOC108117459|XP_017085372.1|DEUG
OG0005880	LOC120449306|XP_039487631.1|DSAN	LOC108108814|XP_017072489.1|DEUG
OG0005881	LOC120448269|XP_039486127.1|DSAN	LOC108106025|XP_017068363.1|DEUG
OG0005882	LOC120455711|XP_039498058.1|DSAN	LOC108102984|XP_017063783.1|DEUG
OG0005883	LOC120449316|XP_039487642.1|DSAN	LOC108104678|XP_017066358.1|DEUG
OG0005884	LOC120448893|XP_039487044.1|DSAN	LOC108114563|XP_017081102.1|DEUG
OG0005885	LOC120447462|XP_039484783.1|DSAN	LOC108105985|XP_017068304.1|DEUG
OG0005886	LOC120450108|XP_039488837.1|DSAN	LOC108107561|XP_017070604.1|DEUG
OG0005887	LOC120450526|XP_039489545.1|DSAN	LOC108105996|XP_017068322.1|DEUG
OG0005888	LOC120450616|XP_039489689.1|DSAN	LOC108116768|XP_017084286.1|DEUG
OG0005889	LOC120448012|XP_039485660.1|DSAN	LOC108108026|XP_017071379.1|DEUG
OG0005890	LOC120457103|XP_039500242.1|DSAN	LOC108103683|XP_017064761.1|DEUG
OG0005891	LOC120447770|XP_039485254.1|DSAN	LOC108114447|XP_017080935.1|DEUG
OG0005892	LOC120449101|XP_039487344.1|DSAN	LOC108114543|XP_017081077.1|DEUG
OG0005893	LOC120448767|XP_039486886.1|DSAN	LOC108104297|XP_017065760.1|DEUG
OG0005894	LOC120448768|XP_039486887.1|DSAN	LOC108104298|XP_017065761.1|DEUG
OG0005895	LOC120448770|XP_039486888.1|DSAN	LOC108104299|XP_017065762.1|DEUG
OG0005896	LOC120448802|XP_039486925.1|DSAN	LOC108114638|XP_017081196.1|DEUG
OG0005897	LOC120448118|XP_039485858.1|DSAN	LOC108113832|XP_017080029.1|DEUG
OG0005898	LOC120455919|XP_039498362.1|DSAN	LOC108110039|XP_017074386.1|DEUG
OG0005899	LOC120448065|XP_039485767.1|DSAN	LOC108113225|XP_017079251.1|DEUG
OG0005900	LOC120443911|XP_039479273.1|DSAN	LOC108110864|XP_017075600.1|DEUG
OG0005901	LOC120444267|XP_039479714.1|DSAN	LOC108112953|XP_017078842.1|DEUG
OG0005902	LOC120446720|XP_039483766.1|DSAN	LOC108106512|XP_017069095.1|DEUG
OG0005903	LOC120453782|XP_039494564.1|DSAN	LOC108116377|XP_017083706.1|DEUG
OG0005904	LOC120451525|XP_039491229.1|DSAN	LOC108116659|XP_017084139.1|DEUG
OG0005905	LOC120449615|XP_039488126.1|DSAN	LOC108107887|XP_017071166.1|DEUG
