Orthogroup	DSAN.longest_only	DSUB.longest_only
OG0004902	LOC120448151|XP_039485919.1|DSAN	LOC117895394|XP_034658911.1|DSUB
OG0004903	LOC120446283|XP_039483105.1|DSAN	LOC117892457|XP_034654596.1|DSUB
OG0004904	LOC120451781|XP_039491664.1|DSAN	LOC117898472|XP_034663794.1|DSUB
OG0004905	LOC120446817|XP_039483924.1|DSAN	LOC117890330|XP_034651011.1|DSUB
OG0004906	LOC120448259|XP_039486110.1|DSAN	LOC117893620|XP_034656188.1|DSUB
OG0004907	LOC120449486|XP_039487897.1|DSAN	LOC117893918|XP_034656591.1|DSUB
OG0004908	LOC120448916|XP_039487073.1|DSAN	LOC117894170|XP_034656963.1|DSUB
OG0004909	LOC120448402|XP_039486326.1|DSAN	LOC117895421|XP_034658948.1|DSUB
OG0004910	LOC120448400|XP_039486324.1|DSAN	LOC117895418|XP_034658942.1|DSUB
OG0004911	LOC120448224|XP_039486053.1|DSAN	LOC117894907|XP_034658093.1|DSUB
OG0004912	LOC120448261|XP_039486113.1|DSAN	LOC117893621|XP_034656189.1|DSUB
OG0004913	LOC120444413|XP_039479972.1|DSAN	LOC117892601|XP_034654832.1|DSUB
OG0004914	LOC120444410|XP_039479966.1|DSAN	LOC117889828|XP_034650200.1|DSUB
OG0004915	LOC120445837|XP_039482392.1|DSAN	LOC117890264|XP_034650912.1|DSUB
OG0004916	LOC120446078|XP_039482792.1|DSAN	LOC117892174|XP_034654144.1|DSUB
OG0004917	LOC120447532|XP_039484903.1|DSAN	LOC117894107|XP_034656873.1|DSUB
OG0004918	LOC120447531|XP_039484900.1|DSAN	LOC117894103|XP_034656869.1|DSUB
OG0004919	LOC120454622|XP_039496024.1|DSAN	LOC117899371|XP_034665242.1|DSUB
OG0004920	LOC120447969|XP_039485594.1|DSAN	LOC117894155|XP_034656943.1|DSUB
OG0004921	LOC120447564|XP_039484954.1|DSAN	LOC117895049|XP_034658318.1|DSUB
OG0004922	LOC120448221|XP_039486045.1|DSAN	LOC117895410|XP_034658933.1|DSUB
OG0004923	LOC120447558|XP_039484946.1|DSAN	LOC117893288|XP_034655746.1|DSUB
OG0004924	LOC120449270|XP_039487587.1|DSAN	LOC117895256|XP_034658667.1|DSUB
OG0004925	LOC120449720|XP_039488280.1|DSAN	LOC117894737|XP_034657827.1|DSUB
OG0004926	LOC120449984|XP_039488626.1|DSAN	LOC117893749|XP_034656376.1|DSUB
OG0004927	LOC120450464|XP_039489423.1|DSAN	LOC117893724|XP_034656316.1|DSUB
OG0004928	LOC120444387|XP_039479929.1|DSAN	LOC117892486|XP_034654643.1|DSUB
OG0004929	LOC120448181|XP_039485965.1|DSAN	LOC117895559|XP_034659159.1|DSUB
OG0004930	LOC120444660|XP_039480436.1|DSAN	LOC117891868|XP_034653521.1|DSUB
OG0004931	LOC120444417|XP_039479978.1|DSAN	LOC117892603|XP_034654834.1|DSUB
OG0004932	LOC120447983|XP_039485612.1|DSAN	LOC117895104|XP_034658396.1|DSUB
OG0004933	LOC120446111|XP_039482839.1|DSAN	LOC117891662|XP_034653109.1|DSUB
OG0004934	LOC120444885|XP_039480802.1|DSAN	LOC117891032|XP_034652089.1|DSUB
OG0004935	LOC120444392|XP_039479948.1|DSAN	LOC117892402|XP_034654519.1|DSUB
OG0004936	LOC120449024|XP_039487239.1|DSAN	LOC117893049|XP_034655317.1|DSUB
OG0004937	LOC120449267|XP_039487583.1|DSAN	LOC117895247|XP_034658649.1|DSUB
OG0004938	LOC120448063|XP_039485762.1|DSAN	LOC117893335|XP_034655816.1|DSUB
OG0004939	LOC120448470|XP_039486428.1|DSAN	LOC117895430|XP_034658970.1|DSUB
OG0004940	LOC120448841|XP_039486976.1|DSAN	LOC117895427|XP_034658956.1|DSUB
OG0004941	LOC120448242|XP_039486081.1|DSAN	LOC117893391|XP_034655879.1|DSUB
OG0004942	LOC120448227|XP_039486057.1|DSAN	LOC117895780|XP_034659569.1|DSUB
OG0004943	LOC120448328|XP_039486214.1|DSAN	LOC117895806|XP_034659621.1|DSUB
OG0004944	LOC120449302|XP_039487628.1|DSAN	LOC117894341|XP_034657219.1|DSUB
OG0004945	LOC120458111|XP_039501575.1|DSAN	LOC117890066|XP_034650596.1|DSUB
OG0004946	LOC120448138|XP_039485889.1|DSAN	LOC117894783|XP_034657900.1|DSUB
OG0004947	LOC120450425|XP_039489367.1|DSAN	LOC117893932|XP_034656606.1|DSUB
OG0004948	LOC120449683|XP_039488233.1|DSAN	LOC117894891|XP_034658065.1|DSUB
OG0004949	LOC120449931|XP_039488562.1|DSAN	LOC117893893|XP_034656561.1|DSUB
OG0004950	LOC120450302|XP_039489174.1|DSAN	LOC117893399|XP_034655889.1|DSUB
OG0004951	LOC120450795|XP_039489894.1|DSAN	LOC117898660|XP_034664126.1|DSUB
OG0004952	LOC120447896|XP_039485472.1|DSAN	LOC117894069|XP_034656813.1|DSUB
OG0004953	LOC120448966|XP_039487159.1|DSAN	LOC117893401|XP_034655891.1|DSUB
OG0004954	LOC120449352|XP_039487696.1|DSAN	LOC117893396|XP_034655885.1|DSUB
OG0004955	LOC120450373|XP_039489295.1|DSAN	LOC117893065|XP_034655363.1|DSUB
OG0004956	LOC120458550|XP_039502165.1|DSAN	LOC117891184|XP_034652401.1|DSUB
OG0004957	LOC120447565|XP_039484957.1|DSAN	LOC117894664|XP_034657731.1|DSUB
OG0004958	LOC120448413|XP_039486344.1|DSAN	LOC117894434|XP_034657388.1|DSUB
OG0004959	LOC120447792|XP_039485286.1|DSAN	LOC117894678|XP_034657746.1|DSUB
OG0004960	LOC120447790|XP_039485282.1|DSAN	LOC117893108|XP_034655432.1|DSUB
OG0004961	LOC120443711|XP_039478890.1|DSAN	LOC117891080|XP_034652151.1|DSUB
OG0004962	LOC120448695|XP_039486783.1|DSAN	LOC117895224|XP_034658610.1|DSUB
OG0004963	LOC120450566|XP_039489610.1|DSAN	LOC117895006|XP_034658244.1|DSUB
OG0004964	LOC120450558|XP_039489600.1|DSAN	LOC117893544|XP_034656085.1|DSUB
OG0004965	LOC120447607|XP_039485014.1|DSAN	LOC117893301|XP_034655768.1|DSUB
OG0004966	LOC120447606|XP_039485011.1|DSAN	LOC117893290|XP_034655750.1|DSUB
OG0004967	LOC120444875|XP_039480794.1|DSAN	LOC117892410|XP_034654531.1|DSUB
OG0004968	LOC120449223|XP_039487529.1|DSAN	LOC117894964|XP_034658188.1|DSUB
OG0004969	LOC120446624|XP_039483618.1|DSAN	LOC117890462|XP_034651201.1|DSUB
OG0004970	LOC120449753|XP_039488321.1|DSAN	LOC117894959|XP_034658180.1|DSUB
OG0004971	LOC120449000|XP_039487202.1|DSAN	LOC117894962|XP_034658184.1|DSUB
OG0004972	LOC120450277|XP_039489127.1|DSAN	LOC117893304|XP_034655772.1|DSUB
OG0004973	LOC120449317|XP_039487647.1|DSAN	LOC117894715|XP_034657788.1|DSUB
OG0004974	LOC120448739|XP_039486853.1|DSAN	LOC117894941|XP_034658154.1|DSUB
OG0004975	LOC120447559|XP_039484947.1|DSAN	LOC117894112|XP_034656883.1|DSUB
OG0004976	LOC120449697|XP_039488247.1|DSAN	LOC117895732|XP_034659478.1|DSUB
OG0004977	LOC120445428|XP_039481789.1|DSAN	LOC117891209|XP_034652439.1|DSUB
OG0004978	LOC120447019|XP_039484272.1|DSAN	LOC117892677|XP_034654966.1|DSUB
OG0004979	LOC120449469|XP_039487875.1|DSAN	LOC117895810|XP_034659627.1|DSUB
OG0004980	LOC120448748|XP_039486862.1|DSAN	LOC117894098|XP_034656861.1|DSUB
OG0004981	LOC120449784|XP_039488359.1|DSAN	LOC117894837|XP_034657976.1|DSUB
OG0004982	LOC120448343|XP_039486239.1|DSAN	LOC117894176|XP_034656972.1|DSUB
OG0004983	LOC120447964|XP_039485589.1|DSAN	LOC117893791|XP_034656425.1|DSUB
OG0004984	LOC120448712|XP_039486808.1|DSAN	LOC117894225|XP_034657032.1|DSUB
OG0004985	LOC120450413|XP_039489354.1|DSAN	LOC117895570|XP_034659181.1|DSUB
OG0004986	LOC120448939|XP_039487117.1|DSAN	LOC117893922|XP_034656595.1|DSUB
OG0004987	LOC120450514|XP_039489521.1|DSAN	LOC117895397|XP_034658916.1|DSUB
OG0004989	LOC120449051|XP_039487277.1|DSAN	LOC117895398|XP_034658917.1|DSUB
OG0004990	LOC120445985|XP_039482652.1|DSAN	LOC117890516|XP_034651311.1|DSUB
OG0004991	LOC120446929|XP_039484114.1|DSAN	LOC117892567|XP_034654780.1|DSUB
OG0004992	LOC120446940|XP_039484124.1|DSAN	LOC117892568|XP_034654781.1|DSUB
OG0004993	LOC120448565|XP_039486556.1|DSAN	LOC117894914|XP_034658100.1|DSUB
OG0004994	LOC120450044|XP_039488731.1|DSAN	LOC117893477|XP_034655991.1|DSUB
OG0004995	LOC120450339|XP_039489242.1|DSAN	LOC117894918|XP_034658108.1|DSUB
OG0004996	LOC120449451|XP_039487857.1|DSAN	LOC117895451|XP_034659014.1|DSUB
OG0004997	LOC120445362|XP_039481667.1|DSAN	LOC117891536|XP_034652938.1|DSUB
OG0004998	LOC120447059|XP_039484382.1|DSAN	LOC117891271|XP_034652537.1|DSUB
OG0004999	LOC120449227|XP_039487532.1|DSAN	LOC117893016|XP_034655263.1|DSUB
OG0005000	LOC120444520|XP_039480197.1|DSAN	LOC117892031|XP_034653846.1|DSUB
OG0005001	LOC120448366|XP_039486268.1|DSAN	LOC117895295|XP_034658740.1|DSUB
OG0005002	LOC120451804|XP_039491691.1|DSAN	LOC117899102|XP_034664773.1|DSUB
OG0005003	LOC120448199|XP_039485999.1|DSAN	LOC117893581|XP_034656145.1|DSUB
OG0005004	LOC120448039|XP_039485716.1|DSAN	LOC117894741|XP_034657831.1|DSUB
OG0005005	LOC120447808|XP_039485318.1|DSAN	LOC117893785|XP_034656420.1|DSUB
OG0005006	LOC120448871|XP_039487017.1|DSAN	LOC117895131|XP_034658436.1|DSUB
OG0005007	LOC120448226|XP_039486055.1|DSAN	LOC117893492|XP_034656017.1|DSUB
OG0005008	LOC120449525|XP_039487971.1|DSAN	LOC117894180|XP_034656977.1|DSUB
OG0005009	LOC120449588|XP_039488085.1|DSAN	LOC117893365|XP_034655847.1|DSUB
OG0005010	LOC120448395|XP_039486317.1|DSAN	LOC117893364|XP_034655846.1|DSUB
OG0005011	LOC120446311|XP_039483160.1|DSAN	LOC117889842|XP_034650225.1|DSUB
OG0005012	LOC120449393|XP_039487770.1|DSAN	LOC117893474|XP_034655987.1|DSUB
OG0005013	LOC120453320|XP_039493911.1|DSAN	LOC117896226|XP_034660252.1|DSUB
OG0005014	LOC120449296|XP_039487620.1|DSAN	LOC117895058|XP_034658329.1|DSUB
OG0005015	LOC120450545|XP_039489582.1|DSAN	LOC117894818|XP_034657951.1|DSUB
OG0005016	LOC120449523|XP_039487969.1|DSAN	LOC117894840|XP_034657979.1|DSUB
OG0005017	LOC120447446|XP_039484737.1|DSAN	LOC117895273|XP_034658689.1|DSUB
OG0005018	LOC120447667|XP_039485118.1|DSAN	LOC117892904|XP_034655100.1|DSUB
OG0005019	LOC120447540|XP_039484920.1|DSAN	LOC117893098|XP_034655421.1|DSUB
OG0005020	LOC120458641|XP_039502303.1|DSAN	LOC117890924|XP_034651946.1|DSUB
OG0005021	LOC120444606|XP_039480319.1|DSAN	LOC117901585|XP_034668285.1|DSUB
OG0005022	LOC120450416|XP_039489359.1|DSAN	LOC117895277|XP_034658702.1|DSUB
OG0005023	LOC120458605|XP_039502244.1|DSAN	LOC117890170|XP_034650760.1|DSUB
OG0005024	LOC120448223|XP_039486052.1|DSAN	LOC117893564|XP_034656124.1|DSUB
OG0005025	LOC120448238|XP_039486076.1|DSAN	LOC117895515|XP_034659111.1|DSUB
OG0005026	LOC120448370|XP_039486273.1|DSAN	LOC117895303|XP_034658753.1|DSUB
OG0005027	LOC120449077|XP_039487313.1|DSAN	LOC117893936|XP_034656611.1|DSUB
OG0005028	LOC120452285|XP_039492351.1|DSAN	LOC117898012|XP_034663032.1|DSUB
OG0005029	LOC120450527|XP_039489548.1|DSAN	LOC117894682|XP_034657751.1|DSUB
OG0005030	LOC120450366|XP_039489284.1|DSAN	LOC117895108|XP_034658402.1|DSUB
OG0005031	LOC120448184|XP_039485973.1|DSAN	LOC117893518|XP_034656048.1|DSUB
OG0005032	LOC120448248|XP_039486092.1|DSAN	LOC117893284|XP_034655741.1|DSUB
OG0005033	LOC120447945|XP_039485557.1|DSAN	LOC117893085|XP_034655397.1|DSUB
OG0005034	LOC120448804|XP_039486929.1|DSAN	LOC117893087|XP_034655401.1|DSUB
OG0005035	LOC120448249|XP_039486093.1|DSAN	LOC117894662|XP_034657728.1|DSUB
OG0005036	LOC120450097|XP_039488825.1|DSAN	LOC117894351|XP_034657231.1|DSUB
OG0005037	LOC120449974|XP_039488615.1|DSAN	LOC117894486|XP_034657484.1|DSUB
OG0005038	LOC120447543|XP_039484923.1|DSAN	LOC117893089|XP_034655405.1|DSUB
OG0005039	LOC120444104|XP_039479566.1|DSAN	LOC117902364|XP_034669570.1|DSUB
OG0005040	LOC120449341|XP_039487681.1|DSAN	LOC117892990|XP_034655233.1|DSUB
OG0005041	LOC120448696|XP_039486784.1|DSAN	LOC117895227|XP_034658614.1|DSUB
OG0005042	LOC120449685|XP_039488235.1|DSAN	LOC117893074|XP_034655383.1|DSUB
OG0005043	LOC120445071|XP_039481132.1|DSAN	LOC117890610|XP_034651440.1|DSUB
OG0005044	LOC120445059|XP_039481118.1|DSAN	LOC117890899|XP_034651885.1|DSUB
OG0005045	LOC120445066|XP_039481126.1|DSAN	LOC117889957|XP_034650406.1|DSUB
OG0005046	LOC120444911|XP_039480837.1|DSAN	LOC117890817|XP_034651778.1|DSUB
OG0005047	LOC120449149|XP_039487418.1|DSAN	LOC117895192|XP_034658565.1|DSUB
OG0005048	LOC120449349|XP_039487694.1|DSAN	LOC117894586|XP_034657622.1|DSUB
OG0005049	LOC120448247|XP_039486090.1|DSAN	LOC117895845|XP_034659691.1|DSUB
OG0005050	LOC120444972|XP_039480926.1|DSAN	LOC117890255|XP_034650895.1|DSUB
OG0005051	LOC120450633|XP_039489716.1|DSAN	LOC117893645|XP_034656222.1|DSUB
OG0005052	LOC120450635|XP_039489719.1|DSAN	LOC117893649|XP_034656229.1|DSUB
OG0005053	LOC120444388|XP_039479941.1|DSAN	LOC117900313|XP_034666534.1|DSUB
OG0005054	LOC120448125|XP_039485870.1|DSAN	LOC117893592|XP_034656157.1|DSUB
OG0005055	LOC120457219|XP_039500523.1|DSAN	LOC117903520|XP_034671525.1|DSUB
OG0005056	LOC120445894|XP_039482483.1|DSAN	LOC117891466|XP_034652840.1|DSUB
OG0005057	LOC120448081|XP_039485790.1|DSAN	LOC117895865|XP_034659722.1|DSUB
OG0005058	LOC120450058|XP_039488762.1|DSAN	LOC117894387|XP_034657284.1|DSUB
OG0005059	LOC120445207|XP_039481390.1|DSAN	LOC117890274|XP_034650924.1|DSUB
OG0005060	LOC120444685|XP_039480482.1|DSAN	LOC117890916|XP_034651929.1|DSUB
OG0005061	LOC120444005|XP_039479419.1|DSAN	LOC117900874|XP_034667290.1|DSUB
OG0005062	LOC120445945|XP_039482556.1|DSAN	LOC117892058|XP_034653878.1|DSUB
OG0005064	LOC120450582|XP_039489635.1|DSAN	LOC117893740|XP_034656360.1|DSUB
OG0005065	LOC120450642|XP_039489730.1|DSAN	LOC117890424|XP_034651135.1|DSUB
OG0005066	LOC120446079|XP_039482793.1|DSAN	LOC117891256|XP_034652516.1|DSUB
OG0005067	LOC120446163|XP_039482928.1|DSAN	LOC117890862|XP_034651840.1|DSUB
OG0005068	LOC120449328|XP_039487661.1|DSAN	LOC117892967|XP_034655191.1|DSUB
OG0005069	LOC120444132|XP_039479630.1|DSAN	LOC117891484|XP_034652855.1|DSUB
OG0005070	LOC120444643|XP_039480402.1|DSAN	LOC117891023|XP_034652076.1|DSUB
OG0005071	LOC120449524|XP_039487970.1|DSAN	LOC117895071|XP_034658346.1|DSUB
OG0005072	LOC120455107|XP_039496927.1|DSAN	LOC117902904|XP_034670355.1|DSUB
OG0005073	LOC120445916|XP_039482508.1|DSAN	LOC117890874|XP_034651857.1|DSUB
OG0005074	LOC120450242|XP_039489057.1|DSAN	LOC117895290|XP_034658726.1|DSUB
OG0005075	LOC120446348|XP_039483209.1|DSAN	LOC117891890|XP_034653582.1|DSUB
OG0005076	LOC120457793|XP_039501224.1|DSAN	LOC117891546|XP_034652953.1|DSUB
OG0005078	LOC120448322|XP_039486204.1|DSAN	LOC117893042|XP_034655308.1|DSUB
OG0005079	LOC120447011|XP_039484260.1|DSAN	LOC117891952|XP_034653702.1|DSUB
OG0005080	LOC120447804|XP_039485309.1|DSAN	LOC117895230|XP_034658618.1|DSUB
OG0005081	LOC120458939|XP_039502728.1|DSAN	LOC117890096|XP_034650650.1|DSUB
OG0005082	LOC120449324|XP_039487655.1|DSAN	LOC117895658|XP_034659366.1|DSUB
OG0005083	LOC120458335|XP_039501886.1|DSAN	LOC117903760|XP_034672060.1|DSUB, LOC117901897|XP_034668752.1|DSUB
OG0005084	LOC120447664|XP_039485115.1|DSAN	LOC117895336|XP_034658804.1|DSUB
OG0005085	LOC120448097|XP_039485834.1|DSAN	LOC117895501|XP_034659089.1|DSUB
OG0005086	LOC120454809|XP_039496239.1|DSAN	LOC117890834|XP_034651808.1|DSUB
OG0005087	LOC120447821|XP_039485332.1|DSAN	LOC117894442|XP_034657409.1|DSUB
OG0005088	LOC120457810|XP_039501241.1|DSAN	LOC117890849|XP_034651825.1|DSUB
OG0005089	LOC120457808|XP_039501238.1|DSAN	LOC117890847|XP_034651822.1|DSUB
OG0005090	LOC120444817|XP_039480707.1|DSAN	LOC117892554|XP_034654756.1|DSUB
OG0005091	LOC120445758|XP_039482273.1|DSAN	LOC117890710|XP_034651630.1|DSUB
OG0005092	LOC120449765|XP_039488337.1|DSAN	LOC117895713|XP_034659456.1|DSUB
OG0005093	LOC120450544|XP_039489580.1|DSAN	LOC117894817|XP_034657949.1|DSUB
OG0005094	LOC120447470|XP_039484791.1|DSAN	LOC117893195|XP_034655596.1|DSUB
OG0005095	LOC120444436|XP_039480024.1|DSAN	LOC117891957|XP_034653711.1|DSUB
OG0005096	LOC120452837|XP_039493201.1|DSAN	LOC117900633|XP_034666953.1|DSUB
OG0005097	LOC120444566|XP_039480256.1|DSAN	LOC117891428|XP_034652790.1|DSUB
OG0005098	LOC120444501|XP_039480147.1|DSAN	LOC117892208|XP_034654199.1|DSUB
OG0005099	LOC120445167|XP_039481280.1|DSAN	LOC117892285|XP_034654296.1|DSUB
OG0005100	LOC120445165|XP_039481277.1|DSAN	LOC117892280|XP_034654291.1|DSUB
OG0005101	LOC120451506|XP_039491194.1|DSAN	LOC117896735|XP_034661092.1|DSUB
OG0005102	LOC120445041|XP_039481065.1|DSAN	LOC117889949|XP_034650379.1|DSUB
OG0005103	LOC120444662|XP_039480438.1|DSAN	LOC117891020|XP_034652073.1|DSUB
OG0005104	LOC120444013|XP_039479430.1|DSAN	LOC117901040|XP_034667540.1|DSUB
OG0005105	LOC120448843|XP_039486982.1|DSAN	LOC117894001|XP_034656715.1|DSUB
OG0005106	LOC120449557|XP_039488022.1|DSAN	LOC117893230|XP_034655673.1|DSUB
OG0005107	LOC120447566|XP_039484958.1|DSAN	LOC117894667|XP_034657735.1|DSUB
OG0005108	LOC120447045|XP_039484342.1|DSAN	LOC117891253|XP_034652514.1|DSUB
OG0005109	LOC120455408|XP_039497483.1|DSAN	LOC117903766|XP_034672070.1|DSUB
OG0005110	LOC120449865|XP_039488459.1|DSAN	LOC117894042|XP_034656782.1|DSUB
OG0005111	LOC120450037|XP_039488724.1|DSAN	LOC117894587|XP_034657623.1|DSUB
OG0005112	LOC120449368|XP_039487734.1|DSAN	LOC117894303|XP_034657160.1|DSUB
OG0005113	LOC120450040|XP_039488729.1|DSAN	LOC117894597|XP_034657638.1|DSUB
OG0005114	LOC120450116|XP_039488872.1|DSAN	LOC117893122|XP_034655462.1|DSUB
OG0005115	LOC120456862|XP_039499881.1|DSAN	LOC117902210|XP_034669320.1|DSUB
OG0005116	LOC120447784|XP_039485272.1|DSAN	LOC117893967|XP_034656658.1|DSUB
OG0005117	LOC120457070|XP_039500183.1|DSAN	LOC117891918|XP_034653636.1|DSUB
OG0005118	LOC120458896|XP_039502673.1|DSAN	LOC117902020|XP_034668968.1|DSUB
OG0005119	LOC120446978|XP_039484183.1|DSAN	LOC117890204|XP_034650803.1|DSUB
OG0005120	LOC120449373|XP_039487738.1|DSAN	LOC117895474|XP_034659043.1|DSUB
OG0005121	LOC120448542|XP_039486523.1|DSAN	LOC117894257|XP_034657102.1|DSUB
OG0005122	LOC120448499|XP_039486465.1|DSAN	LOC117893369|XP_034655853.1|DSUB
OG0005123	LOC120449550|XP_039488012.1|DSAN	LOC117895099|XP_034658387.1|DSUB
OG0005124	LOC120450503|XP_039489489.1|DSAN	LOC117893969|XP_034656661.1|DSUB
OG0005125	LOC120450493|XP_039489474.1|DSAN	LOC117893961|XP_034656648.1|DSUB
OG0005126	LOC120449526|XP_039487973.1|DSAN	LOC117895326|XP_034658787.1|DSUB
OG0005127	LOC120447575|XP_039484972.1|DSAN	LOC117894375|XP_034657270.1|DSUB
OG0005128	LOC120445199|XP_039481357.1|DSAN	LOC117890086|XP_034650635.1|DSUB
OG0005129	LOC120448956|XP_039487142.1|DSAN	LOC117894086|XP_034656845.1|DSUB
OG0005130	LOC120448062|XP_039485761.1|DSAN	LOC117893107|XP_034655431.1|DSUB
OG0005131	LOC120447974|XP_039485601.1|DSAN	LOC117895600|XP_034659239.1|DSUB
OG0005132	LOC120449029|XP_039487247.1|DSAN	LOC117892988|XP_034655231.1|DSUB
OG0005133	LOC120449831|XP_039488414.1|DSAN	LOC117894734|XP_034657823.1|DSUB
OG0005134	LOC120449401|XP_039487780.1|DSAN	LOC117894439|XP_034657396.1|DSUB
OG0005135	LOC120450398|XP_039489327.1|DSAN	LOC117895396|XP_034658915.1|DSUB
OG0005136	LOC120450394|XP_039489323.1|DSAN	LOC117895675|XP_034659388.1|DSUB
OG0005137	LOC120454285|XP_039495402.1|DSAN	LOC117899050|XP_034664701.1|DSUB
OG0005138	LOC120449848|XP_039488440.1|DSAN	LOC117895464|XP_034659030.1|DSUB
OG0005139	LOC120449475|XP_039487884.1|DSAN	LOC117894569|XP_034657595.1|DSUB
OG0005140	LOC120456901|XP_039499943.1|DSAN	LOC117902221|XP_034669345.1|DSUB
OG0005141	LOC120444571|XP_039480265.1|DSAN	LOC117891532|XP_034652924.1|DSUB
OG0005142	LOC120449065|XP_039487295.1|DSAN	LOC117894113|XP_034656884.1|DSUB
OG0005143	LOC120447614|XP_039485022.1|DSAN	LOC117895156|XP_034658485.1|DSUB
OG0005144	LOC120448721|XP_039486825.1|DSAN	LOC117895160|XP_034658506.1|DSUB
OG0005145	LOC120449589|XP_039488086.1|DSAN	LOC117895158|XP_034658504.1|DSUB
OG0005146	LOC120450572|XP_039489621.1|DSAN	LOC117895797|XP_034659605.1|DSUB
OG0005147	LOC120450574|XP_039489626.1|DSAN	LOC117895801|XP_034659613.1|DSUB
OG0005148	LOC120448538|XP_039486517.1|DSAN	LOC117895491|XP_034659078.1|DSUB
OG0005149	LOC120446920|XP_039484096.1|DSAN	LOC117891706|XP_034653190.1|DSUB
OG0005150	LOC120447889|XP_039485433.1|DSAN	LOC117894804|XP_034657929.1|DSUB
OG0005151	LOC120448780|XP_039486903.1|DSAN	LOC117893843|XP_034656500.1|DSUB
OG0005152	LOC120449071|XP_039487303.1|DSAN	LOC117895047|XP_034658316.1|DSUB
OG0005153	LOC120450170|XP_039488952.1|DSAN	LOC117895435|XP_034658980.1|DSUB
OG0005154	LOC120450168|XP_039488950.1|DSAN	LOC117895433|XP_034658974.1|DSUB
OG0005155	LOC120449644|XP_039488171.1|DSAN	LOC117895285|XP_034658714.1|DSUB
OG0005156	LOC120450939|XP_039490140.1|DSAN	LOC117898960|XP_034664589.1|DSUB
OG0005157	LOC120446950|XP_039484136.1|DSAN	LOC117891553|XP_034652963.1|DSUB
OG0005158	LOC120450587|XP_039489641.1|DSAN	LOC117895246|XP_034658648.1|DSUB
OG0005159	LOC120448110|XP_039485847.1|DSAN	LOC117893324|XP_034655804.1|DSUB
OG0005160	LOC120448192|XP_039485991.1|DSAN	LOC117893500|XP_034656029.1|DSUB
OG0005161	LOC120444423|XP_039479988.1|DSAN	LOC117891365|XP_034652691.1|DSUB
OG0005162	LOC120455863|XP_039498268.1|DSAN	LOC117899973|XP_034666027.1|DSUB
OG0005163	LOC120450511|XP_039489508.1|DSAN	LOC117895437|XP_034658982.1|DSUB
OG0005164	LOC120449056|XP_039487285.1|DSAN	LOC117894233|XP_034657041.1|DSUB
OG0005165	LOC120443945|XP_039479327.1|DSAN	LOC117890303|XP_034650968.1|DSUB
OG0005166	LOC120452380|XP_039492507.1|DSAN	LOC117899176|XP_034664928.1|DSUB
OG0005167	LOC120452382|XP_039492509.1|DSAN	LOC117899181|XP_034664932.1|DSUB
OG0005168	LOC120450342|XP_039489251.1|DSAN	LOC117893485|XP_034656008.1|DSUB
OG0005169	LOC120450239|XP_039489054.1|DSAN	LOC117892986|XP_034655229.1|DSUB
OG0005170	LOC120450235|XP_039489048.1|DSAN	LOC117892978|XP_034655211.1|DSUB
OG0005171	LOC120450238|XP_039489053.1|DSAN	LOC117892983|XP_034655224.1|DSUB
OG0005172	LOC120445115|XP_039481196.1|DSAN	LOC117891885|XP_034653573.1|DSUB
OG0005173	LOC120443739|XP_039478929.1|DSAN	LOC117891423|XP_034652784.1|DSUB
OG0005174	LOC120445679|XP_039482168.1|DSAN	LOC117892132|XP_034654059.1|DSUB
OG0005175	LOC120446732|XP_039483783.1|DSAN	LOC117891623|XP_034653050.1|DSUB
OG0005176	LOC120446429|XP_039483326.1|DSAN	LOC117891310|XP_034652611.1|DSUB
OG0005177	LOC120445839|XP_039482398.1|DSAN	LOC117890818|XP_034651779.1|DSUB
OG0005178	LOC120449456|XP_039487861.1|DSAN	LOC117895141|XP_034658456.1|DSUB
OG0005179	LOC120448219|XP_039486044.1|DSAN	LOC117895408|XP_034658931.1|DSUB
OG0005180	LOC120450408|XP_039489337.1|DSAN	LOC117895564|XP_034659171.1|DSUB
OG0005181	LOC120456690|XP_039499588.1|DSAN	LOC117889629|XP_034649973.1|DSUB
OG0005182	LOC120443757|XP_039478956.1|DSAN	LOC117889982|XP_034650454.1|DSUB
OG0005183	LOC120443709|XP_039478883.1|DSAN	LOC117892066|XP_034653943.1|DSUB
OG0005184	LOC120447603|XP_039485012.1|DSAN	LOC117892064|XP_034653940.1|DSUB
OG0005185	LOC120458642|XP_039502305.1|DSAN	LOC117890661|XP_034651525.1|DSUB
OG0005186	LOC120457786|XP_039501215.1|DSAN	LOC117889774|XP_034650126.1|DSUB
OG0005187	LOC120443737|XP_039478926.1|DSAN	LOC117891415|XP_034652773.1|DSUB
OG0005188	LOC120445402|XP_039481751.1|DSAN	LOC117890669|XP_034651536.1|DSUB
OG0005189	LOC120457280|XP_039500653.1|DSAN	LOC117902233|XP_034669365.1|DSUB
OG0005190	LOC120449713|XP_039488266.1|DSAN	LOC117894132|XP_034656917.1|DSUB
OG0005191	LOC120450913|XP_039490103.1|DSAN	LOC117896111|XP_034660056.1|DSUB
OG0005192	LOC120444368|XP_039479905.1|DSAN	LOC117891854|XP_034653499.1|DSUB
OG0005193	LOC120447928|XP_039485525.1|DSAN	LOC117890659|XP_034651522.1|DSUB
OG0005194	LOC120447172|XP_039484562.1|DSAN	LOC117892262|XP_034654268.1|DSUB
