Orthogroup	DEUG.longest_only	AALB.longest_only
OG0005103	LOC108107430|XP_017070448.1|DEUG	LOC118466960|XP_035792754.1|AALB
OG0005104	LOC108106161|XP_017068561.1|DEUG	LOC118466968|XP_035792773.1|AALB
OG0005105	LOC108108434|XP_017071977.1|DEUG	LOC118464596|XP_035787932.1|AALB
OG0005106	LOC108107759|XP_017070921.1|DEUG	LOC118466806|XP_035792457.1|AALB
OG0005107	LOC108107855|XP_017071110.1|DEUG	LOC118466273|XP_035791239.1|AALB
OG0005108	LOC108106462|XP_017069019.1|DEUG	LOC118467375|XP_035793689.1|AALB
OG0005109	LOC108111878|XP_017076997.1|DEUG	LOC118461607|XP_035783026.1|AALB
OG0005110	LOC108114372|XP_017080813.1|DEUG	LOC118467795|XP_035794562.1|AALB
OG0005111	LOC108108116|XP_017071521.1|DEUG	LOC118463404|XP_035785845.1|AALB
OG0005112	LOC108102873|XP_017063570.1|DEUG	LOC118463402|XP_035785843.1|AALB
OG0005113	LOC108108118|XP_017071524.1|DEUG	LOC118463406|XP_035785849.1|AALB
OG0005114	LOC108103588|XP_017064602.1|DEUG	LOC118465088|XP_035788884.1|AALB
OG0005115	LOC108102675|XP_017063304.1|DEUG	LOC118466604|XP_035792074.1|AALB
OG0005116	LOC108114692|XP_017081277.1|DEUG	LOC118466208|XP_035791118.1|AALB
OG0005117	LOC108104391|XP_017065919.1|DEUG	LOC118464369|XP_035787601.1|AALB
OG0005118	LOC108111094|XP_017075922.1|DEUG	LOC118466474|XP_035791750.1|AALB
OG0005119	LOC108112583|XP_017078093.1|DEUG	LOC118466468|XP_035791719.1|AALB
OG0005120	LOC108114149|XP_017080430.1|DEUG	LOC118467857|XP_035794653.1|AALB
OG0005121	LOC108108729|XP_017072355.1|DEUG	LOC118467856|XP_035794652.1|AALB
OG0005122	LOC108114571|XP_017081111.1|DEUG	LOC118464808|XP_035788363.1|AALB
OG0005123	LOC108108631|XP_017072220.1|DEUG	LOC118465371|XP_035789459.1|AALB
OG0005124	LOC108114237|XP_017080599.1|DEUG	LOC118466720|XP_035792277.1|AALB
OG0005125	LOC108114475|XP_017080973.1|DEUG	LOC118466419|XP_035791587.1|AALB
OG0005126	LOC108109823|XP_017074048.1|DEUG	LOC118466420|XP_035791590.1|AALB
OG0005127	LOC108113762|XP_017079951.1|DEUG	LOC118463721|XP_035786407.1|AALB
OG0005128	LOC108113093|XP_017079027.1|DEUG	LOC118463616|XP_035786202.1|AALB
OG0005129	LOC108114528|XP_017081048.1|DEUG	LOC118463135|XP_035785387.1|AALB
OG0005130	LOC108114202|XP_017080509.1|DEUG	LOC118465611|XP_035789880.1|AALB
OG0005131	LOC108102732|XP_017063367.1|DEUG	LOC118463863|XP_035786666.1|AALB
OG0005132	LOC108114160|XP_017080439.1|DEUG	LOC118464089|XP_035787046.1|AALB
OG0005133	LOC108108207|XP_017071655.1|DEUG	LOC118464279|XP_035787435.1|AALB
OG0005134	LOC108107819|XP_017071055.1|DEUG	LOC118466203|XP_035791113.1|AALB
OG0005135	LOC108114091|XP_017080337.1|DEUG	LOC118466218|XP_035791134.1|AALB
OG0005136	LOC108114045|XP_017080285.1|DEUG	LOC118464446|XP_035787721.1|AALB
OG0005137	LOC108115858|XP_017082973.1|DEUG	LOC118466398|XP_035791543.1|AALB
OG0005138	LOC108108235|XP_017071691.1|DEUG	LOC118466412|XP_035791573.1|AALB
OG0005139	LOC108108075|XP_017071445.1|DEUG	LOC118462916|XP_035784914.1|AALB
OG0005140	LOC108102683|XP_017063313.1|DEUG	LOC118463991|XP_035786914.1|AALB
OG0005142	LOC108118099|XP_017086141.1|DEUG	LOC118464391|XP_035787630.1|AALB
OG0005143	LOC108109853|XP_017074103.1|DEUG	LOC118462494|XP_035784100.1|AALB
OG0005144	LOC108109769|XP_017073932.1|DEUG	LOC118462495|XP_035784105.1|AALB
OG0005145	LOC108109901|XP_017074197.1|DEUG	LOC118462822|XP_035784737.1|AALB
OG0005146	LOC108114236|XP_017080597.1|DEUG	LOC118467064|XP_035792982.1|AALB
OG0005147	LOC108114233|XP_017080594.1|DEUG	LOC118467065|XP_035792984.1|AALB
OG0005148	LOC108117376|XP_017085251.1|DEUG	LOC118466265|XP_035791221.1|AALB
OG0005149	LOC108112870|XP_017078689.1|DEUG	LOC118466274|XP_035791240.1|AALB
OG0005150	LOC108114701|XP_017081287.1|DEUG	LOC118464282|XP_035787449.1|AALB
OG0005151	LOC108108120|XP_017071526.1|DEUG	LOC118467072|XP_035793000.1|AALB
OG0005152	LOC108108041|XP_017071404.1|DEUG	LOC118466132|XP_035790975.1|AALB
OG0005153	LOC108108039|XP_017071402.1|DEUG	LOC118467070|XP_035792996.1|AALB
OG0005154	LOC108108044|XP_017071407.1|DEUG	LOC118467068|XP_035792992.1|AALB
OG0005155	LOC108104730|XP_017066456.1|DEUG	LOC118465428|XP_035789550.1|AALB
OG0005156	LOC108110230|XP_017074706.1|DEUG	LOC118465754|XP_035790150.1|AALB
OG0005157	LOC108112962|XP_017078850.1|DEUG	LOC118466305|XP_035791304.1|AALB
OG0005158	LOC108107910|XP_017071215.1|DEUG	LOC118466336|XP_035791348.1|AALB
OG0005159	LOC108114613|XP_017081164.1|DEUG	LOC118466350|XP_035791376.1|AALB
OG0005160	LOC108108514|XP_017072072.1|DEUG	LOC118464302|XP_035787482.1|AALB
OG0005161	LOC108107307|XP_017070265.1|DEUG	LOC118463806|XP_035786569.1|AALB
OG0005163	LOC108108740|XP_017072367.1|DEUG	LOC118467363|XP_035793657.1|AALB
OG0005164	LOC108108158|XP_017071580.1|DEUG	LOC118466243|XP_035791186.1|AALB
OG0005165	LOC108114910|XP_017081578.1|DEUG	LOC118464098|XP_035787060.1|AALB
OG0005166	LOC108115380|XP_017082305.1|DEUG	LOC118463859|XP_035786661.1|AALB
OG0005167	LOC108115384|XP_017082308.1|DEUG	LOC118463861|XP_035786664.1|AALB
OG0005168	LOC108114204|XP_017080512.1|DEUG	LOC118463858|XP_035786660.1|AALB
OG0005169	LOC108108131|XP_017071540.1|DEUG	LOC118464855|XP_035788456.1|AALB
OG0005170	LOC108108081|XP_017071451.1|DEUG	LOC118462857|XP_035784807.1|AALB
OG0005171	LOC108108037|XP_017071399.1|DEUG	LOC118462858|XP_035784808.1|AALB
OG0005172	LOC108109143|XP_017073032.1|DEUG	LOC118463854|XP_035786651.1|AALB
OG0005173	LOC108112607|XP_017078186.1|DEUG	LOC118466141|XP_035790986.1|AALB
OG0005174	LOC108109284|XP_017073265.1|DEUG	LOC118466142|XP_035790987.1|AALB
OG0005175	LOC108109113|XP_017072993.1|DEUG	LOC118463515|XP_035786009.1|AALB
OG0005176	LOC108112037|XP_017077272.1|DEUG	LOC118464425|XP_035787681.1|AALB
OG0005177	LOC108109267|XP_017073244.1|DEUG	LOC118463942|XP_035786803.1|AALB
OG0005178	LOC108109912|XP_017074209.1|DEUG	LOC118463940|XP_035786801.1|AALB
OG0005179	LOC108109832|XP_017074063.1|DEUG	LOC118460785|XP_035781286.1|AALB, LOC118465341|XP_035789391.1|AALB
OG0005180	LOC108102809|XP_017063475.1|DEUG	LOC118466748|XP_035792328.1|AALB
OG0005181	LOC108102922|XP_017063664.1|DEUG	LOC118466753|XP_035792343.1|AALB
OG0005182	LOC108104558|XP_017066189.1|DEUG	LOC118466353|XP_035791378.1|AALB
OG0005183	LOC108112456|XP_017077796.1|DEUG	LOC118466356|XP_035791406.1|AALB
OG0005184	LOC108112452|XP_017077786.1|DEUG	LOC118463185|XP_035785497.1|AALB
OG0005185	LOC108104486|XP_017066086.1|DEUG	LOC118463954|XP_035786829.1|AALB
OG0005186	LOC108106419|XP_017068931.1|DEUG	LOC118465264|XP_035789178.1|AALB
OG0005187	LOC108112604|XP_017078153.1|DEUG	LOC118466361|XP_035791423.1|AALB
OG0005188	LOC108113148|XP_017079146.1|DEUG	LOC118467917|XP_035794750.1|AALB
OG0005189	LOC108103767|XP_017064881.1|DEUG	LOC118458927|XP_035777790.1|AALB
OG0005190	LOC108109768|XP_017073930.1|DEUG	LOC118465381|XP_035789468.1|AALB
OG0005191	LOC108111507|XP_017076511.1|DEUG	LOC118464445|XP_035787717.1|AALB
OG0005192	LOC108112822|XP_017078614.1|DEUG	LOC118464028|XP_035786978.1|AALB
OG0005193	LOC108104494|XP_017066097.1|DEUG	LOC118465742|XP_035790097.1|AALB
OG0005194	LOC108109086|XP_017072941.1|DEUG	LOC118462592|XP_035784299.1|AALB
OG0005195	LOC108112568|XP_017078021.1|DEUG	LOC118465807|XP_035790272.1|AALB
OG0005196	LOC108114581|XP_017081125.1|DEUG	LOC118465801|XP_035790261.1|AALB
OG0005197	LOC108107496|XP_017070533.1|DEUG	LOC118465802|XP_035790262.1|AALB
OG0005198	LOC108108084|XP_017071459.1|DEUG	LOC118465804|XP_035790265.1|AALB
OG0005199	LOC108112863|XP_017078678.1|DEUG	LOC118465901|XP_035790446.1|AALB
OG0005200	LOC108112531|XP_017077945.1|DEUG	LOC118465898|XP_035790444.1|AALB
OG0005201	LOC108107272|XP_017070195.1|DEUG	LOC118464398|XP_035787643.1|AALB
OG0005202	LOC108112690|XP_017078380.1|DEUG	LOC118464395|XP_035787638.1|AALB
OG0005203	LOC108106445|XP_017068967.1|DEUG	LOC118468520|XP_035795270.1|AALB
OG0005204	LOC108107004|XP_017069834.1|DEUG	LOC118460016|XP_035779840.1|AALB
OG0005205	LOC108110926|XP_017075694.1|DEUG	LOC118460012|XP_035779831.1|AALB
OG0005206	LOC108109244|XP_017073211.1|DEUG	LOC118463668|XP_035786318.1|AALB
OG0005207	LOC108104503|XP_017066109.1|DEUG	LOC118458933|XP_035777801.1|AALB
OG0005208	LOC108104767|XP_017066492.1|DEUG	LOC118458936|XP_035777808.1|AALB
OG0005209	LOC108105856|XP_017068119.1|DEUG	LOC118459881|XP_035779571.1|AALB
OG0005210	LOC108105849|XP_017068102.1|DEUG	LOC118459880|XP_035779567.1|AALB
OG0005211	LOC108108773|XP_017072431.1|DEUG	LOC118457298|XP_035774661.1|AALB
OG0005212	LOC108107211|XP_017070116.1|DEUG	LOC118460465|XP_035780677.1|AALB
OG0005213	LOC108109743|XP_017073895.1|DEUG	LOC118457844|XP_035775622.1|AALB
OG0005214	LOC108106101|XP_017068454.1|DEUG	LOC118467923|XP_035794767.1|AALB
OG0005215	LOC108111131|XP_017075982.1|DEUG	LOC118468945|XP_035796186.1|AALB
OG0005216	LOC108106940|XP_017069696.1|DEUG	LOC118468954|XP_035796197.1|AALB
OG0005217	LOC108114840|XP_017081472.1|DEUG	LOC118467148|XP_035793183.1|AALB
OG0005218	LOC108111129|XP_017075977.1|DEUG	LOC118467199|XP_035793309.1|AALB
OG0005219	LOC108104576|XP_017066221.1|DEUG	LOC118467173|XP_035793249.1|AALB
OG0005220	LOC108102842|XP_017063524.1|DEUG	LOC118457039|XP_035774174.1|AALB
OG0005221	LOC108111208|XP_017076094.1|DEUG	LOC118457043|XP_035774184.1|AALB
OG0005222	LOC108118449|XP_017086646.1|DEUG	LOC118457037|XP_035774168.1|AALB
OG0005223	LOC108111200|XP_017076083.1|DEUG	LOC118460857|XP_035781456.1|AALB
OG0005224	LOC108110645|XP_017075236.1|DEUG	LOC118458953|XP_035777828.1|AALB
OG0005225	LOC108111099|XP_017075928.1|DEUG	LOC118468681|XP_035795685.1|AALB
OG0005226	LOC108106145|XP_017068529.1|DEUG	LOC118469006|XP_035796333.1|AALB
OG0005227	LOC108103843|XP_017065068.1|DEUG	LOC118459211|XP_035778284.1|AALB
OG0005228	LOC108115943|XP_017083473.1|DEUG	LOC118457140|XP_035774347.1|AALB
OG0005229	LOC108110918|XP_017075678.1|DEUG	LOC118460387|XP_035780548.1|AALB
OG0005230	LOC108112249|XP_017077563.1|DEUG	LOC118458557|XP_035777092.1|AALB
OG0005231	LOC108104197|XP_017065630.1|DEUG	LOC118457708|XP_035775380.1|AALB
OG0005232	LOC108110839|XP_017075569.1|DEUG	LOC118460842|XP_035781425.1|AALB
OG0005233	LOC108105896|XP_017068168.1|DEUG	LOC118460845|XP_035781440.1|AALB
OG0005234	LOC108106854|XP_017069586.1|DEUG	LOC118468368|XP_035795021.1|AALB
OG0005235	LOC108105707|XP_017067907.1|DEUG	LOC118456440|XP_035773094.1|AALB
OG0005236	LOC108102659|XP_017063287.1|DEUG	LOC118456439|XP_035773093.1|AALB
OG0005237	LOC108102648|XP_017063264.1|DEUG	LOC118456437|XP_035773088.1|AALB
OG0005238	LOC108102649|XP_017063266.1|DEUG	LOC118456199|XP_035772653.1|AALB
OG0005240	LOC108110806|XP_017075525.1|DEUG	LOC118468161|XP_035794879.1|AALB, LOC118456494|XP_035773213.1|AALB
OG0005241	LOC108102639|XP_017063249.1|DEUG	LOC118456495|XP_035773214.1|AALB, LOC118468166|XP_035794884.1|AALB
OG0005242	LOC108111120|XP_017075961.1|DEUG	LOC118468165|XP_035794883.1|AALB, LOC118458585|XP_035777138.1|AALB
OG0005243	LOC108110973|XP_017075764.1|DEUG	LOC118468529|XP_035795292.1|AALB
OG0005244	LOC108117235|XP_017085058.1|DEUG	LOC118461010|XP_035781749.1|AALB
OG0005245	LOC108116224|XP_017083504.1|DEUG	LOC118461009|XP_035781748.1|AALB
OG0005246	LOC108111006|XP_017075806.1|DEUG	LOC118461012|XP_035781754.1|AALB
OG0005247	LOC108109122|XP_017073007.1|DEUG	LOC118459528|XP_035778880.1|AALB
OG0005248	LOC108105636|XP_017067814.1|DEUG, LOC108103733|XP_017064822.1|DEUG	LOC118469057|XP_035796420.1|AALB
OG0005249	LOC108105270|XP_017067239.1|DEUG	LOC118457281|XP_035774633.1|AALB
OG0005250	LOC108103390|XP_017064334.1|DEUG	LOC118457148|XP_035774359.1|AALB
OG0005251	LOC108110956|XP_017075741.1|DEUG	LOC118467796|XP_035794567.1|AALB
OG0005252	LOC108106837|XP_017069563.1|DEUG	LOC118459769|XP_035779357.1|AALB
OG0005253	LOC108115509|XP_017082492.1|DEUG	LOC118458362|XP_035776622.1|AALB
OG0005254	LOC108106875|XP_017069611.1|DEUG	LOC118458821|XP_035777586.1|AALB
OG0005255	LOC108107133|XP_017070023.1|DEUG	LOC118456839|XP_035773828.1|AALB
OG0005256	LOC108105201|XP_017067142.1|DEUG	LOC118458372|XP_035776661.1|AALB
OG0005257	LOC108106142|XP_017068526.1|DEUG	LOC118458367|XP_035776652.1|AALB
OG0005258	LOC108108254|XP_017071708.1|DEUG	LOC118460672|XP_035781042.1|AALB
OG0005259	LOC108105841|XP_017068087.1|DEUG	LOC118458365|XP_035776647.1|AALB
OG0005260	LOC108105843|XP_017068093.1|DEUG	LOC118456964|XP_035774047.1|AALB
OG0005261	LOC108110913|XP_017075669.1|DEUG	LOC118456963|XP_035774046.1|AALB
OG0005262	LOC108102613|XP_017063206.1|DEUG	LOC118456271|XP_035772776.1|AALB
OG0005263	LOC108106956|XP_017069722.1|DEUG	LOC118457069|XP_035774232.1|AALB
OG0005264	LOC108111608|XP_017076626.1|DEUG	LOC118457070|XP_035774233.1|AALB
OG0005265	LOC108106992|XP_017069819.1|DEUG	LOC118459053|XP_035777972.1|AALB
OG0005266	LOC108105158|XP_017067082.1|DEUG	LOC118460968|XP_035781673.1|AALB
OG0005267	LOC108110847|XP_017075580.1|DEUG	LOC118456601|XP_035773394.1|AALB
OG0005268	LOC108110845|XP_017075578.1|DEUG	LOC118456594|XP_035773387.1|AALB
OG0005269	LOC108110977|XP_017075771.1|DEUG	LOC118468128|XP_035794876.1|AALB
OG0005270	LOC108111982|XP_017077196.1|DEUG	LOC118460571|XP_035780872.1|AALB
OG0005271	LOC108107076|XP_017069935.1|DEUG	LOC118460566|XP_035780860.1|AALB
OG0005272	LOC108107118|XP_017069998.1|DEUG	LOC118460569|XP_035780868.1|AALB
OG0005273	LOC108106087|XP_017068436.1|DEUG	LOC118458905|XP_035777756.1|AALB
OG0005274	LOC108112346|XP_017077666.1|DEUG	LOC118459274|XP_035778404.1|AALB
OG0005275	LOC108110920|XP_017075682.1|DEUG	LOC118456369|XP_035772934.1|AALB
OG0005276	LOC108110985|XP_017075783.1|DEUG	LOC118456376|XP_035772953.1|AALB
OG0005277	LOC108110469|XP_017075026.1|DEUG	LOC118458036|XP_035776047.1|AALB
OG0005278	LOC108109227|XP_017073188.1|DEUG	LOC118458037|XP_035776048.1|AALB
OG0005279	LOC108113448|XP_017079510.1|DEUG	LOC118456829|XP_035773817.1|AALB
OG0005280	LOC108102657|XP_017063285.1|DEUG	LOC118460102|XP_035780030.1|AALB
OG0005281	LOC108110910|XP_017075666.1|DEUG	LOC118468718|XP_035795741.1|AALB
OG0005282	LOC108115349|XP_017082260.1|DEUG	LOC118459054|XP_035777973.1|AALB
OG0005283	LOC108116683|XP_017084180.1|DEUG	LOC118459056|XP_035777978.1|AALB
OG0005284	LOC108115488|XP_017082462.1|DEUG	LOC118456980|XP_035774073.1|AALB
OG0005285	LOC108115512|XP_017082498.1|DEUG	LOC118457232|XP_035774503.1|AALB
OG0005286	LOC108102630|XP_017063232.1|DEUG	LOC118460841|XP_035781421.1|AALB
OG0005287	LOC108102652|XP_017063279.1|DEUG	LOC118457438|XP_035774921.1|AALB
OG0005288	LOC108106972|XP_017069775.1|DEUG	LOC118458279|XP_035776494.1|AALB
OG0005289	LOC108114106|XP_017080396.1|DEUG	LOC118460603|XP_035780923.1|AALB
OG0005290	LOC108115370|XP_017082289.1|DEUG	LOC118456688|XP_035773569.1|AALB
OG0005291	LOC108110719|XP_017075380.1|DEUG	LOC118458565|XP_035777102.1|AALB
OG0005292	LOC108110671|XP_017075277.1|DEUG	LOC118458555|XP_035777085.1|AALB
OG0005293	LOC108105117|XP_017067039.1|DEUG	LOC118468423|XP_035795079.1|AALB
OG0005294	LOC108104135|XP_017065526.1|DEUG	LOC118460413|XP_035780593.1|AALB
OG0005295	LOC108110718|XP_017075359.1|DEUG	LOC118460404|XP_035780576.1|AALB
OG0005296	LOC108115295|XP_017082171.1|DEUG	LOC118468598|XP_035795459.1|AALB
OG0005297	LOC108106173|XP_017068583.1|DEUG	LOC118457680|XP_035775332.1|AALB
OG0005298	LOC108110938|XP_017075720.1|DEUG	LOC118458009|XP_035775998.1|AALB
OG0005299	LOC108111420|XP_017076367.1|DEUG	LOC118460998|XP_035781716.1|AALB
OG0005300	LOC108117427|XP_017085329.1|DEUG	LOC118468944|XP_035796185.1|AALB
OG0005301	LOC108110692|XP_017075312.1|DEUG	LOC118461156|XP_035782043.1|AALB
OG0005302	LOC108106335|XP_017068797.1|DEUG	LOC118460437|XP_035780624.1|AALB
OG0005303	LOC108105691|XP_017067890.1|DEUG	LOC118467754|XP_035794477.1|AALB
OG0005304	LOC108107178|XP_017070086.1|DEUG	LOC118467786|XP_035794526.1|AALB
OG0005305	LOC108109226|XP_017073187.1|DEUG	LOC118461162|XP_035782052.1|AALB
OG0005306	LOC108118437|XP_017086631.1|DEUG	LOC118461298|XP_035782372.1|AALB
OG0005307	LOC108111413|XP_017076362.1|DEUG	LOC118458548|XP_035777076.1|AALB
OG0005308	LOC108110702|XP_017075333.1|DEUG	LOC118456914|XP_035773932.1|AALB
OG0005309	LOC108111035|XP_017075850.1|DEUG	LOC118460073|XP_035779978.1|AALB
OG0005310	LOC108106184|XP_017068597.1|DEUG	LOC118461416|XP_035782600.1|AALB
OG0005311	LOC108104103|XP_017065490.1|DEUG	LOC118457854|XP_035775637.1|AALB
OG0005312	LOC108108182|XP_017071620.1|DEUG	LOC118456681|XP_035773550.1|AALB
OG0005313	LOC108111106|XP_017075936.1|DEUG	LOC118461922|XP_035783682.1|AALB
OG0005314	LOC108104129|XP_017065520.1|DEUG	LOC118457588|XP_035775170.1|AALB
OG0005315	LOC108105680|XP_017067873.1|DEUG	LOC118468676|XP_035795669.1|AALB
OG0005316	LOC108109100|XP_017072973.1|DEUG	LOC118457855|XP_035775640.1|AALB
OG0005317	LOC108118438|XP_017086633.1|DEUG	LOC118456968|XP_035774055.1|AALB
OG0005318	LOC108117633|XP_017085652.1|DEUG	LOC118457389|XP_035774817.1|AALB
OG0005319	LOC108105177|XP_017067118.1|DEUG	LOC118468747|XP_035795800.1|AALB
OG0005320	LOC108114853|XP_017081488.1|DEUG	LOC118468750|XP_035795805.1|AALB
OG0005321	LOC108112215|XP_017077524.1|DEUG	LOC118461201|XP_035782146.1|AALB
OG0005322	LOC108112265|XP_017077580.1|DEUG	LOC118468624|XP_035795532.1|AALB
OG0005323	LOC108110733|XP_017075412.1|DEUG	LOC118461662|XP_035783141.1|AALB
OG0005324	LOC108111116|XP_017075955.1|DEUG	LOC118456209|XP_035772671.1|AALB
OG0005325	LOC108111092|XP_017075920.1|DEUG	LOC118456208|XP_035772666.1|AALB
OG0005326	LOC108111222|XP_017076112.1|DEUG	LOC118456210|XP_035772673.1|AALB
OG0005327	LOC108108468|XP_017072018.1|DEUG	LOC118468384|XP_035795037.1|AALB
OG0005328	LOC108111594|XP_017076604.1|DEUG	LOC118468950|XP_035796193.1|AALB
OG0005329	LOC108108307|XP_017071814.1|DEUG	LOC118459537|XP_035778902.1|AALB
OG0005330	LOC108108306|XP_017071813.1|DEUG	LOC118456627|XP_035773440.1|AALB
OG0005331	LOC108110848|XP_017075581.1|DEUG	LOC118457473|XP_035774991.1|AALB
OG0005332	LOC108115483|XP_017082456.1|DEUG	LOC118457464|XP_035774976.1|AALB
OG0005333	LOC108104148|XP_017065537.1|DEUG	LOC118457470|XP_035774989.1|AALB
OG0005334	LOC108110892|XP_017075639.1|DEUG	LOC118456463|XP_035773132.1|AALB
OG0005335	LOC108111947|XP_017077117.1|DEUG	LOC118456460|XP_035773128.1|AALB
OG0005336	LOC108104807|XP_017066579.1|DEUG	LOC118456450|XP_035773118.1|AALB
OG0005337	LOC108112688|XP_017078369.1|DEUG	LOC118456761|XP_035773718.1|AALB
OG0005338	LOC108111073|XP_017075895.1|DEUG	LOC118459683|XP_035779203.1|AALB
OG0005339	LOC108110458|XP_017075015.1|DEUG	LOC118461297|XP_035782370.1|AALB
OG0005340	LOC108110959|XP_017075745.1|DEUG	LOC118461293|XP_035782365.1|AALB
OG0005341	LOC108104589|XP_017066241.1|DEUG	LOC118461120|XP_035781948.1|AALB
OG0005342	LOC108104075|XP_017065449.1|DEUG	LOC118459199|XP_035778253.1|AALB
OG0005343	LOC108113265|XP_017079302.1|DEUG	LOC118459419|XP_035778653.1|AALB
OG0005344	LOC108106316|XP_017068774.1|DEUG	LOC118468480|XP_035795193.1|AALB
OG0005345	LOC108107170|XP_017070074.1|DEUG	LOC118468481|XP_035795194.1|AALB
OG0005346	LOC108107095|XP_017069964.1|DEUG	LOC118456222|XP_035772700.1|AALB
OG0005347	LOC108111022|XP_017075825.1|DEUG	LOC118460742|XP_035781202.1|AALB
OG0005348	LOC108110793|XP_017075504.1|DEUG	LOC118456447|XP_035773105.1|AALB
OG0005349	LOC108110857|XP_017075593.1|DEUG	LOC118456464|XP_035773133.1|AALB
OG0005350	LOC108111328|XP_017076235.1|DEUG	LOC118456452|XP_035773119.1|AALB
OG0005351	LOC108109801|XP_017074009.1|DEUG	LOC118468508|XP_035795236.1|AALB
OG0005352	LOC108110877|XP_017075618.1|DEUG	LOC118468337|XP_035794980.1|AALB
OG0005353	LOC108112665|XP_017078291.1|DEUG	LOC118456218|XP_035772691.1|AALB
OG0005354	LOC108110651|XP_017075244.1|DEUG	LOC118468670|XP_035795624.1|AALB
OG0005355	LOC108111007|XP_017075808.1|DEUG	LOC118459292|XP_035778430.1|AALB
OG0005356	LOC108110744|XP_017075437.1|DEUG	LOC118459305|XP_035778447.1|AALB
OG0005357	LOC108107075|XP_017069934.1|DEUG	LOC118459296|XP_035778434.1|AALB
OG0005358	LOC108107036|XP_017069883.1|DEUG	LOC118461295|XP_035782367.1|AALB
OG0005359	LOC108112659|XP_017078280.1|DEUG	LOC118459197|XP_035778251.1|AALB
OG0005360	LOC108108621|XP_017072209.1|DEUG	LOC118459134|XP_035778103.1|AALB
OG0005361	LOC108111020|XP_017075823.1|DEUG	LOC118458893|XP_035777741.1|AALB
OG0005362	LOC108110969|XP_017075759.1|DEUG	LOC118460633|XP_035780980.1|AALB
OG0005363	LOC108102503|XP_017063015.1|DEUG	LOC118456752|XP_035773705.1|AALB
OG0005364	LOC108109239|XP_017073203.1|DEUG	LOC118461887|XP_035783633.1|AALB
OG0005365	LOC108115460|XP_017082400.1|DEUG	LOC118459225|XP_035778310.1|AALB
OG0005366	LOC108115465|XP_017082408.1|DEUG	LOC118457860|XP_035775646.1|AALB
OG0005367	LOC108115518|XP_017082508.1|DEUG	LOC118457067|XP_035774223.1|AALB
OG0005368	LOC108109359|XP_017073319.1|DEUG	LOC118457068|XP_035774231.1|AALB
OG0005369	LOC108110795|XP_017075513.1|DEUG	LOC118456939|XP_035773988.1|AALB
OG0005370	LOC108112116|XP_017077359.1|DEUG	LOC118456938|XP_035773985.1|AALB
OG0005371	LOC108112467|XP_017077812.1|DEUG	LOC118459772|XP_035779376.1|AALB
OG0005372	LOC108110331|XP_017074854.1|DEUG	LOC118458296|XP_035776513.1|AALB
OG0005373	LOC108115350|XP_017082264.1|DEUG	LOC118468709|XP_035795726.1|AALB
OG0005374	LOC108118447|XP_017086644.1|DEUG	LOC118456246|XP_035772736.1|AALB
OG0005375	LOC108118439|XP_017086634.1|DEUG	LOC118456243|XP_035772731.1|AALB
OG0005376	LOC108102557|XP_017063116.1|DEUG	LOC118458385|XP_035776684.1|AALB
OG0005377	LOC108102815|XP_017063486.1|DEUG	LOC118469036|XP_035796392.1|AALB
OG0005378	LOC108111074|XP_017075898.1|DEUG	LOC118461088|XP_035781878.1|AALB
OG0005379	LOC108111025|XP_017075834.1|DEUG	LOC118461091|XP_035781889.1|AALB
OG0005380	LOC108111082|XP_017075910.1|DEUG	LOC118461086|XP_035781875.1|AALB
OG0005381	LOC108105676|XP_017067867.1|DEUG	LOC118468639|XP_035795548.1|AALB
OG0005382	LOC108115457|XP_017082384.1|DEUG	LOC118461741|XP_035783333.1|AALB
OG0005383	LOC108108499|XP_017072053.1|DEUG	LOC118457571|XP_035775139.1|AALB
OG0005384	LOC108111523|XP_017076533.1|DEUG	LOC118460660|XP_035781019.1|AALB
OG0005385	LOC108109219|XP_017073173.1|DEUG	LOC118457706|XP_035775377.1|AALB
OG0005386	LOC108113325|XP_017079370.1|DEUG	LOC118461746|XP_035783351.1|AALB
OG0005387	LOC108109487|XP_017073506.1|DEUG	LOC118459200|XP_035778257.1|AALB
OG0005388	LOC108115525|XP_017082515.1|DEUG	LOC118461170|XP_035782063.1|AALB
OG0005389	LOC108104086|XP_017065471.1|DEUG	LOC118461473|XP_035782719.1|AALB
OG0005390	LOC108102575|XP_017063145.1|DEUG	LOC118456821|XP_035773807.1|AALB
OG0005391	LOC108102578|XP_017063148.1|DEUG	LOC118456823|XP_035773808.1|AALB
OG0005392	LOC108103066|XP_017063899.1|DEUG	LOC118467711|XP_035794406.1|AALB
OG0005393	LOC108116867|XP_017084434.1|DEUG	LOC118461417|XP_035782601.1|AALB
OG0005394	LOC108118474|XP_017086690.1|DEUG	LOC118461413|XP_035782592.1|AALB
OG0005395	LOC108105665|XP_017067853.1|DEUG	LOC118460670|XP_035781037.1|AALB
OG0005396	LOC108106129|XP_017068497.1|DEUG	LOC118460865|XP_035781481.1|AALB
OG0005397	LOC108106130|XP_017068501.1|DEUG	LOC118457573|XP_035775141.1|AALB
OG0005398	LOC108115250|XP_017082096.1|DEUG	LOC118457302|XP_035774668.1|AALB
OG0005399	LOC108104597|XP_017066254.1|DEUG	LOC118457599|XP_035775191.1|AALB
OG0005400	LOC108104607|XP_017066266.1|DEUG	LOC118457864|XP_035775656.1|AALB
