Orthogroup	DEUG.longest_only	BTRY.longest_only
OG0004806	LOC108103920|XP_017065158.1|DEUG	LOC120775829|XP_039962124.1|BTRY
OG0004807	LOC108113692|XP_017079858.1|DEUG	LOC120782770|XP_039971169.1|BTRY
OG0004808	LOC108108375|XP_017071912.1|DEUG	LOC120781662|XP_039970038.1|BTRY
OG0004809	LOC108110257|XP_017074734.1|DEUG	LOC120766164|XP_039947445.1|BTRY
OG0004810	LOC108110179|XP_017074592.1|DEUG	LOC120770658|XP_039954186.1|BTRY
OG0004811	LOC108114464|XP_017080958.1|DEUG	LOC120777485|XP_039964756.1|BTRY
OG0004812	LOC108109454|XP_017073445.1|DEUG	LOC120771936|XP_039956171.1|BTRY
OG0004813	LOC108116627|XP_017084095.1|DEUG	LOC120766269|XP_039947592.1|BTRY
OG0004814	LOC108110144|XP_017074551.1|DEUG	LOC120779510|XP_039967765.1|BTRY
OG0004815	LOC108103240|XP_017064129.1|DEUG	LOC120773451|XP_039958276.1|BTRY
OG0004816	LOC108118067|XP_017086099.1|DEUG	LOC120776005|XP_039962371.1|BTRY
OG0004817	LOC108118086|XP_017086122.1|DEUG	LOC120774361|XP_039959881.1|BTRY
OG0004818	LOC108109530|XP_017073583.1|DEUG	LOC120782449|XP_039970671.1|BTRY
OG0004819	LOC108115680|XP_017082737.1|DEUG	LOC120782558|XP_039970826.1|BTRY
OG0004820	LOC108108383|XP_017071920.1|DEUG	LOC120775984|XP_039962348.1|BTRY
OG0004821	LOC108111337|XP_017076251.1|DEUG	LOC120766764|XP_039948376.1|BTRY
OG0004822	LOC108111668|XP_017076690.1|DEUG	LOC120770407|XP_039953779.1|BTRY
OG0004823	LOC108116907|XP_017084512.1|DEUG	LOC120766777|XP_039948398.1|BTRY
OG0004824	LOC108116978|XP_017084628.1|DEUG	LOC120766778|XP_039948402.1|BTRY
OG0004825	LOC108102363|XP_017062758.1|DEUG	LOC120780086|XP_039968289.1|BTRY
OG0004826	LOC108115356|XP_017082271.1|DEUG	LOC120775295|XP_039961348.1|BTRY
OG0004827	LOC108115007|XP_017081738.1|DEUG	LOC120782381|XP_039970557.1|BTRY
OG0004828	LOC108116658|XP_017084138.1|DEUG	LOC120770020|XP_039953055.1|BTRY
OG0004829	LOC108116698|XP_017084203.1|DEUG	LOC120766591|XP_039948129.1|BTRY
OG0004830	LOC108111714|XP_017076754.1|DEUG	LOC120779659|XP_039967951.1|BTRY
OG0004831	LOC108107993|XP_017071333.1|DEUG	LOC120771927|XP_039956157.1|BTRY
OG0004832	LOC108111775|XP_017076831.1|DEUG	LOC120782860|XP_039971330.1|BTRY
OG0004833	LOC108115334|XP_017082237.1|DEUG	LOC120782406|XP_039970586.1|BTRY
OG0004834	LOC108116670|XP_017084156.1|DEUG	LOC120771753|XP_039955868.1|BTRY
OG0004835	LOC108116710|XP_017084218.1|DEUG	LOC120766795|XP_039948429.1|BTRY
OG0004836	LOC108108847|XP_017072552.1|DEUG	LOC120770390|XP_039953757.1|BTRY
OG0004837	LOC108114200|XP_017080507.1|DEUG	LOC120777626|XP_039965014.1|BTRY
OG0004838	LOC108116243|XP_017083522.1|DEUG	LOC120780390|XP_039968610.1|BTRY
OG0004839	LOC108116395|XP_017083748.1|DEUG	LOC120780109|XP_039968324.1|BTRY
OG0004840	LOC108116680|XP_017084170.1|DEUG, LOC108104720|XP_017066438.1|DEUG	LOC120780244|XP_039968437.1|BTRY
OG0004841	LOC108105858|XP_017068121.1|DEUG	LOC120773535|XP_039958425.1|BTRY
OG0004842	LOC108115930|XP_017083055.1|DEUG	LOC120772824|XP_039957566.1|BTRY
OG0004843	LOC108116876|XP_017084458.1|DEUG	LOC120780583|XP_039968779.1|BTRY
OG0004844	LOC108108418|XP_017071962.1|DEUG	LOC120769673|XP_039952730.1|BTRY
OG0004845	LOC108114984|XP_017081704.1|DEUG	LOC120769662|XP_039952708.1|BTRY
OG0004846	LOC108110753|XP_017075451.1|DEUG	LOC120767702|XP_039949833.1|BTRY
OG0004847	LOC108110749|XP_017075448.1|DEUG	LOC120768655|XP_039951364.1|BTRY
OG0004848	LOC108117246|XP_017085080.1|DEUG	LOC120782691|XP_039971020.1|BTRY
OG0004849	LOC108106115|XP_017068480.1|DEUG	LOC120775130|XP_039961092.1|BTRY
OG0004850	LOC108117568|XP_017085564.1|DEUG	LOC120777889|XP_039965390.1|BTRY
OG0004851	LOC108117566|XP_017085562.1|DEUG	LOC120782829|XP_039971282.1|BTRY
OG0004852	LOC108116716|XP_017084226.1|DEUG	LOC120779854|XP_039968148.1|BTRY
OG0004853	LOC108109075|XP_017072923.1|DEUG	LOC120772176|XP_039956557.1|BTRY
OG0004854	LOC108107903|XP_017071195.1|DEUG	LOC120776893|XP_039963884.1|BTRY
OG0004855	LOC108114686|XP_017081268.1|DEUG	LOC120778578|XP_039966375.1|BTRY
OG0004856	LOC108109844|XP_017074086.1|DEUG	LOC120776638|XP_039963396.1|BTRY
OG0004857	LOC108114115|XP_017080380.1|DEUG	LOC120777849|XP_039965318.1|BTRY
OG0004858	LOC108109816|XP_017074031.1|DEUG	LOC120777503|XP_039964788.1|BTRY
OG0004859	LOC108109818|XP_017074037.1|DEUG	LOC120777527|XP_039964843.1|BTRY
OG0004860	LOC108108178|XP_017071610.1|DEUG	LOC120778168|XP_039965838.1|BTRY
OG0004861	LOC108114243|XP_017080607.1|DEUG	LOC120777899|XP_039965404.1|BTRY
OG0004863	LOC108107780|XP_017070964.1|DEUG	LOC120776867|XP_039963858.1|BTRY
OG0004864	LOC108108073|XP_017071443.1|DEUG	LOC120778599|XP_039966406.1|BTRY
OG0004865	LOC108116090|XP_017083297.1|DEUG	LOC120769935|XP_039952972.1|BTRY
OG0004866	LOC108102742|XP_017063379.1|DEUG	LOC120777286|XP_039964432.1|BTRY
OG0004867	LOC108106611|XP_017069300.1|DEUG	LOC120772102|XP_039956445.1|BTRY
OG0004868	LOC108110348|XP_017074870.1|DEUG	LOC120772103|XP_039956446.1|BTRY
OG0004869	LOC108106394|XP_017068891.1|DEUG	LOC120770382|XP_039953738.1|BTRY
OG0004870	LOC108106399|XP_017068895.1|DEUG	LOC120770061|XP_039953115.1|BTRY
OG0004871	LOC108107444|XP_017070474.1|DEUG	LOC120770575|XP_039954089.1|BTRY
OG0004872	LOC108107299|XP_017070248.1|DEUG	LOC120772077|XP_039956405.1|BTRY
OG0004873	LOC108106185|XP_017068598.1|DEUG	LOC120769721|XP_039952794.1|BTRY
OG0004874	LOC108113549|XP_017079632.1|DEUG	LOC120777596|XP_039964970.1|BTRY
OG0004875	LOC108106045|XP_017068385.1|DEUG	LOC120774106|XP_039959398.1|BTRY
OG0004876	LOC108105515|XP_017067629.1|DEUG	LOC120773507|XP_039958394.1|BTRY
OG0004877	LOC108113954|XP_017080156.1|DEUG	LOC120776540|XP_039963212.1|BTRY
OG0004878	LOC108112692|XP_017078382.1|DEUG	LOC120772129|XP_039956479.1|BTRY
OG0004879	LOC108107303|XP_017070256.1|DEUG	LOC120770514|XP_039953983.1|BTRY
OG0004880	LOC108108691|XP_017072285.1|DEUG	LOC120777271|XP_039964408.1|BTRY
OG0004881	LOC108114337|XP_017080752.1|DEUG	LOC120776575|XP_039963273.1|BTRY
OG0004882	LOC108102756|XP_017063404.1|DEUG	LOC120777558|XP_039964882.1|BTRY
OG0004883	LOC108107931|XP_017071249.1|DEUG	LOC120778462|XP_039966201.1|BTRY
OG0004884	LOC108112695|XP_017078385.1|DEUG	LOC120771282|XP_039955142.1|BTRY
OG0004885	LOC108112545|XP_017077970.1|DEUG	LOC120771579|XP_039955581.1|BTRY
OG0004886	LOC108112787|XP_017078556.1|DEUG	LOC120771915|XP_039956136.1|BTRY
OG0004888	LOC108111950|XP_017077120.1|DEUG	LOC120773030|XP_039957894.1|BTRY
OG0004889	LOC108104780|XP_017066519.1|DEUG	LOC120767322|XP_039949190.1|BTRY
OG0004890	LOC108112864|XP_017078679.1|DEUG	LOC120771896|XP_039956101.1|BTRY
OG0004891	LOC108103851|XP_017065042.1|DEUG	LOC120773550|XP_039958447.1|BTRY
OG0004892	LOC108113310|XP_017079352.1|DEUG	LOC120770484|XP_039953928.1|BTRY
OG0004893	LOC108112506|XP_017077882.1|DEUG	LOC120772065|XP_039956385.1|BTRY
OG0004894	LOC108113346|XP_017079398.1|DEUG	LOC120772033|XP_039956338.1|BTRY
OG0004895	LOC108109187|XP_017073110.1|DEUG	LOC120772690|XP_039957363.1|BTRY
OG0004896	LOC108111999|XP_017077219.1|DEUG	LOC120771909|XP_039956126.1|BTRY
OG0004897	LOC108112014|XP_017077241.1|DEUG	LOC120770869|XP_039954428.1|BTRY
OG0004898	LOC108104821|XP_017066597.1|DEUG	LOC120772074|XP_039956398.1|BTRY
OG0004899	LOC108106488|XP_017069056.1|DEUG	LOC120770841|XP_039954371.1|BTRY
OG0004900	LOC108104860|XP_017066670.1|DEUG	LOC120781204|XP_039969254.1|BTRY
OG0004901	LOC108104839|XP_017066635.1|DEUG	LOC120781263|XP_039969352.1|BTRY
OG0004902	LOC108113887|XP_017080085.1|DEUG	LOC120778531|XP_039966307.1|BTRY
OG0004903	LOC108112932|XP_017078812.1|DEUG	LOC120771081|XP_039954837.1|BTRY
OG0004904	LOC108116684|XP_017084184.1|DEUG	LOC120771878|XP_039956071.1|BTRY
OG0004905	LOC108113066|XP_017078991.1|DEUG	LOC120772912|XP_039957742.1|BTRY
OG0004906	LOC108117354|XP_017085218.1|DEUG	LOC120779154|XP_039967306.1|BTRY
OG0004907	LOC108102762|XP_017063409.1|DEUG	LOC120778199|XP_039965876.1|BTRY
OG0004908	LOC108114413|XP_017080877.1|DEUG	LOC120778076|XP_039965702.1|BTRY
OG0004909	LOC108114288|XP_017080674.1|DEUG	LOC120778834|XP_039966783.1|BTRY
OG0004910	LOC108114536|XP_017081063.1|DEUG	LOC120776660|XP_039963464.1|BTRY
OG0004911	LOC108108064|XP_017071429.1|DEUG	LOC120776563|XP_039963257.1|BTRY
OG0004912	LOC108117359|XP_017085226.1|DEUG	LOC120779157|XP_039967313.1|BTRY
OG0004913	LOC108108892|XP_017072600.1|DEUG	LOC120772610|XP_039957259.1|BTRY
OG0004914	LOC108109148|XP_017073043.1|DEUG	LOC120770545|XP_039954038.1|BTRY
OG0004915	LOC108107463|XP_017070497.1|DEUG	LOC120770912|XP_039954524.1|BTRY
OG0004916	LOC108113266|XP_017079303.1|DEUG	LOC120771844|XP_039956019.1|BTRY
OG0004917	LOC108117364|XP_017085236.1|DEUG	LOC120776376|XP_039962894.1|BTRY
OG0004918	LOC108117362|XP_017085229.1|DEUG	LOC120776375|XP_039962891.1|BTRY
OG0004919	LOC108109360|XP_017073317.1|DEUG	LOC120782858|XP_039971329.1|BTRY
OG0004920	LOC108107563|XP_017070610.1|DEUG	LOC120777236|XP_039964361.1|BTRY
OG0004921	LOC108102728|XP_017063356.1|DEUG	LOC120779117|XP_039967244.1|BTRY
OG0004922	LOC108109894|XP_017074189.1|DEUG	LOC120777689|XP_039965097.1|BTRY
OG0004923	LOC108107611|XP_017070670.1|DEUG	LOC120778811|XP_039966750.1|BTRY
OG0004924	LOC108107811|XP_017071030.1|DEUG	LOC120776894|XP_039963890.1|BTRY
OG0004925	LOC108102871|XP_017063567.1|DEUG	LOC120778099|XP_039965736.1|BTRY
OG0004926	LOC108114729|XP_017081326.1|DEUG	LOC120777943|XP_039965479.1|BTRY
OG0004927	LOC108108274|XP_017071751.1|DEUG	LOC120776837|XP_039963791.1|BTRY
OG0004928	LOC108111953|XP_017077133.1|DEUG	LOC120770508|XP_039953970.1|BTRY
OG0004929	LOC108104707|XP_017066415.1|DEUG	LOC120779112|XP_039967227.1|BTRY
OG0004930	LOC108106588|XP_017069258.1|DEUG	LOC120769998|XP_039953021.1|BTRY
OG0004931	LOC108109251|XP_017073222.1|DEUG	LOC120781293|XP_039969424.1|BTRY
OG0004932	LOC108104643|XP_017066310.1|DEUG	LOC120777215|XP_039964326.1|BTRY
OG0004933	LOC108113312|XP_017079355.1|DEUG	LOC120772209|XP_039956609.1|BTRY
OG0004934	LOC108107491|XP_017070526.1|DEUG	LOC120772429|XP_039956975.1|BTRY
OG0004935	LOC108112648|XP_017078252.1|DEUG	LOC120770167|XP_039953309.1|BTRY
OG0004936	LOC108108053|XP_017071416.1|DEUG	LOC120776817|XP_039963768.1|BTRY
OG0004937	LOC108107807|XP_017071026.1|DEUG	LOC120771767|XP_039955887.1|BTRY
OG0004938	LOC108109813|XP_017074027.1|DEUG	LOC120777971|XP_039965536.1|BTRY
OG0004940	LOC108108599|XP_017072185.1|DEUG	LOC120777207|XP_039964316.1|BTRY
OG0004941	LOC108114538|XP_017081070.1|DEUG	LOC120776865|XP_039963854.1|BTRY
OG0004942	LOC108107861|XP_017071117.1|DEUG	LOC120779190|XP_039967386.1|BTRY
OG0004943	LOC108109810|XP_017074023.1|DEUG	LOC120776715|XP_039963546.1|BTRY
OG0004944	LOC108107869|XP_017071138.1|DEUG	LOC120779164|XP_039967323.1|BTRY, LOC120779161|XP_039967320.1|BTRY
OG0004945	LOC108113342|XP_017079392.1|DEUG	LOC120775629|XP_039961817.1|BTRY
OG0004946	LOC108108771|XP_017072425.1|DEUG	LOC120777499|XP_039964781.1|BTRY
OG0004947	LOC108102806|XP_017063474.1|DEUG	LOC120778226|XP_039965917.1|BTRY
OG0004948	LOC108102788|XP_017063438.1|DEUG	LOC120777023|XP_039964069.1|BTRY
OG0004949	LOC108113584|XP_017079719.1|DEUG	LOC120777030|XP_039964075.1|BTRY
OG0004950	LOC108104655|XP_017066325.1|DEUG	LOC120778153|XP_039965811.1|BTRY
OG0004951	LOC108116024|XP_017083200.1|DEUG	LOC120766595|XP_039948133.1|BTRY
OG0004952	LOC108107955|XP_017071281.1|DEUG	LOC120776693|XP_039963512.1|BTRY
OG0004953	LOC108114440|XP_017080922.1|DEUG	LOC120777738|XP_039965163.1|BTRY
OG0004954	LOC108114436|XP_017080916.1|DEUG	LOC120778261|XP_039965972.1|BTRY
OG0004955	LOC108114110|XP_017080362.1|DEUG	LOC120778637|XP_039966468.1|BTRY
OG0004956	LOC108104822|XP_017066598.1|DEUG	LOC120772337|XP_039956816.1|BTRY
OG0004957	LOC108107853|XP_017071108.1|DEUG	LOC120778789|XP_039966722.1|BTRY
OG0004958	LOC108108233|XP_017071688.1|DEUG	LOC120777660|XP_039965047.1|BTRY
OG0004959	LOC108107964|XP_017071293.1|DEUG	LOC120779069|XP_039967139.1|BTRY
OG0004960	LOC108107962|XP_017071290.1|DEUG	LOC120776689|XP_039963503.1|BTRY
OG0004961	LOC108112454|XP_017077794.1|DEUG	LOC120770170|XP_039953319.1|BTRY
OG0004962	LOC108114633|XP_017081188.1|DEUG	LOC120778520|XP_039966288.1|BTRY
OG0004963	LOC108108546|XP_017072110.1|DEUG	LOC120776628|XP_039963369.1|BTRY
OG0004964	LOC108114489|XP_017080998.1|DEUG	LOC120776861|XP_039963839.1|BTRY
OG0004965	LOC108102764|XP_017063411.1|DEUG	LOC120777332|XP_039964508.1|BTRY
OG0004966	LOC108102729|XP_017063364.1|DEUG	LOC120777331|XP_039964506.1|BTRY
OG0004967	LOC108106397|XP_017068894.1|DEUG	LOC120770384|XP_039953739.1|BTRY
OG0004968	LOC108108179|XP_017071612.1|DEUG	LOC120778213|XP_039965904.1|BTRY
OG0004969	LOC108112499|XP_017077867.1|DEUG	LOC120773057|XP_039957925.1|BTRY
OG0004970	LOC108108161|XP_017071587.1|DEUG	LOC120778894|XP_039966876.1|BTRY
OG0004971	LOC108107789|XP_017070988.1|DEUG	LOC120776498|XP_039963115.1|BTRY
OG0004972	LOC108102747|XP_017063387.1|DEUG	LOC120778890|XP_039966873.1|BTRY
OG0004973	LOC108104679|XP_017066364.1|DEUG	LOC120779153|XP_039967305.1|BTRY
OG0004974	LOC108107902|XP_017071194.1|DEUG	LOC120778591|XP_039966395.1|BTRY
OG0004975	LOC108107913|XP_017071222.1|DEUG	LOC120778814|XP_039966754.1|BTRY
OG0004976	LOC108107609|XP_017070665.1|DEUG	LOC120777296|XP_039964446.1|BTRY
OG0004977	LOC108109151|XP_017073054.1|DEUG	LOC120773008|XP_039957864.1|BTRY
OG0004978	LOC108112790|XP_017078560.1|DEUG	LOC120771378|XP_039955275.1|BTRY
OG0004979	LOC108109796|XP_017073994.1|DEUG	LOC120777037|XP_039964081.1|BTRY
OG0004980	LOC108118227|XP_017086296.1|DEUG	LOC120776976|XP_039964006.1|BTRY
OG0004981	LOC108108586|XP_017072170.1|DEUG	LOC120777115|XP_039964187.1|BTRY
OG0004982	LOC108108583|XP_017072167.1|DEUG	LOC120777113|XP_039964183.1|BTRY
OG0004983	LOC108114587|XP_017081132.1|DEUG	LOC120778144|XP_039965802.1|BTRY, LOC120778143|XP_039965801.1|BTRY
OG0004984	LOC108114674|XP_017081245.1|DEUG	LOC120778137|XP_039965795.1|BTRY, LOC120778136|XP_039965794.1|BTRY
OG0004985	LOC108102811|XP_017063479.1|DEUG	LOC120776979|XP_039964010.1|BTRY
OG0004986	LOC108108600|XP_017072187.1|DEUG	LOC120777256|XP_039964389.1|BTRY
OG0004987	LOC108114340|XP_017080754.1|DEUG	LOC120778965|XP_039966975.1|BTRY
OG0004988	LOC108102812|XP_017063481.1|DEUG	LOC120776709|XP_039963538.1|BTRY
OG0004989	LOC108114507|XP_017081016.1|DEUG	LOC120778271|XP_039965984.1|BTRY
OG0004990	LOC108108952|XP_017072695.1|DEUG	LOC120772218|XP_039956631.1|BTRY
OG0004991	LOC108106600|XP_017069279.1|DEUG	LOC120771309|XP_039955178.1|BTRY
OG0004992	LOC108106601|XP_017069281.1|DEUG	LOC120770183|XP_039953342.1|BTRY
OG0004993	LOC108107595|XP_017070647.1|DEUG	LOC120777842|XP_039965312.1|BTRY
OG0004994	LOC108108150|XP_017071569.1|DEUG	LOC120777829|XP_039965300.1|BTRY
OG0004995	LOC108107852|XP_017071102.1|DEUG	LOC120776357|XP_039962849.1|BTRY
OG0004996	LOC108108343|XP_017071868.1|DEUG	LOC120778006|XP_039965602.1|BTRY
OG0004997	LOC108112813|XP_017078600.1|DEUG	LOC120771995|XP_039956286.1|BTRY
OG0004998	LOC108112633|XP_017078229.1|DEUG	LOC120771374|XP_039955269.1|BTRY
OG0004999	LOC108107545|XP_017070575.1|DEUG	LOC120776554|XP_039963240.1|BTRY
OG0005000	LOC108112169|XP_017077435.1|DEUG	LOC120771167|XP_039954984.1|BTRY
OG0005001	LOC108109867|XP_017074148.1|DEUG	LOC120777390|XP_039964617.1|BTRY
OG0005002	LOC108111822|XP_017076919.1|DEUG	LOC120766832|XP_039948477.1|BTRY
OG0005003	LOC108109887|XP_017074178.1|DEUG	LOC120776588|XP_039963291.1|BTRY
OG0005004	LOC108114103|XP_017080351.1|DEUG	LOC120779072|XP_039967143.1|BTRY
OG0005005	LOC108108464|XP_017072008.1|DEUG	LOC120778963|XP_039966970.1|BTRY
OG0005006	LOC108102857|XP_017063546.1|DEUG	LOC120776877|XP_039963870.1|BTRY
OG0005007	LOC108108581|XP_017072164.1|DEUG	LOC120776681|XP_039963490.1|BTRY
OG0005008	LOC108104631|XP_017066295.1|DEUG	LOC120777005|XP_039964041.1|BTRY
OG0005009	LOC108108432|XP_017071975.1|DEUG	LOC120777231|XP_039964347.1|BTRY
OG0005010	LOC108114585|XP_017081129.1|DEUG	LOC120772388|XP_039956911.1|BTRY, LOC120772386|XP_039956910.1|BTRY
OG0005011	LOC108107263|XP_017070182.1|DEUG	LOC120771941|XP_039956173.1|BTRY
OG0005012	LOC108114561|XP_017081100.1|DEUG	LOC120778266|XP_039965979.1|BTRY
OG0005013	LOC108108309|XP_017071817.1|DEUG	LOC120771787|XP_039955919.1|BTRY
OG0005014	LOC108114325|XP_017080732.1|DEUG	LOC120778656|XP_039966508.1|BTRY
OG0005015	LOC108108054|XP_017071417.1|DEUG	LOC120777522|XP_039964824.1|BTRY
OG0005016	LOC108117398|XP_017085293.1|DEUG	LOC120777801|XP_039965268.1|BTRY
OG0005017	LOC108109793|XP_017073991.1|DEUG	LOC120777476|XP_039964744.1|BTRY
OG0005018	LOC108104697|XP_017066397.1|DEUG	LOC120777184|XP_039964282.1|BTRY
OG0005019	LOC108114566|XP_017081105.1|DEUG	LOC120776679|XP_039963487.1|BTRY
OG0005020	LOC108104762|XP_017066486.1|DEUG	LOC120770111|XP_039953216.1|BTRY
OG0005021	LOC108110807|XP_017075527.1|DEUG	LOC120767934|XP_039950234.1|BTRY
OG0005022	LOC108102817|XP_017063488.1|DEUG	LOC120776755|XP_039963651.1|BTRY
OG0005023	LOC108104878|XP_017066694.1|DEUG	LOC120772298|XP_039956741.1|BTRY
OG0005024	LOC108113880|XP_017080078.1|DEUG	LOC120778487|XP_039966240.1|BTRY
OG0005025	LOC108117373|XP_017085248.1|DEUG	LOC120776415|XP_039962981.1|BTRY
OG0005026	LOC108109870|XP_017074153.1|DEUG	LOC120777219|XP_039964332.1|BTRY
OG0005027	LOC108108002|XP_017071345.1|DEUG	LOC120778818|XP_039966758.1|BTRY
OG0005028	LOC108111800|XP_017076880.1|DEUG	LOC120782548|XP_039970815.1|BTRY
OG0005029	LOC108108579|XP_017072160.1|DEUG	LOC120776481|XP_039963091.1|BTRY
OG0005030	LOC108104646|XP_017066315.1|DEUG	LOC120779198|XP_039967402.1|BTRY
OG0005031	LOC108114425|XP_017080901.1|DEUG	LOC120777504|XP_039964791.1|BTRY
OG0005032	LOC108114179|XP_017080475.1|DEUG	LOC120777045|XP_039964090.1|BTRY
OG0005033	LOC108107880|XP_017071153.1|DEUG	LOC120777507|XP_039964795.1|BTRY
OG0005034	LOC108107637|XP_017070711.1|DEUG	LOC120777046|XP_039964091.1|BTRY
OG0005035	LOC108114180|XP_017080476.1|DEUG	LOC120778774|XP_039966687.1|BTRY
OG0005036	LOC108107837|XP_017071079.1|DEUG	LOC120777636|XP_039965023.1|BTRY
OG0005037	LOC108117360|XP_017085227.1|DEUG	LOC120776901|XP_039963901.1|BTRY
OG0005038	LOC108108095|XP_017071480.1|DEUG	LOC120777805|XP_039965273.1|BTRY
OG0005039	LOC108102658|XP_017063286.1|DEUG	LOC120769312|XP_039952190.1|BTRY
OG0005040	LOC108114512|XP_017081021.1|DEUG	LOC120776847|XP_039963807.1|BTRY
OG0005041	LOC108114634|XP_017081190.1|DEUG	LOC120778521|XP_039966289.1|BTRY
OG0005042	LOC108107582|XP_017070632.1|DEUG	LOC120778201|XP_039965878.1|BTRY
OG0005043	LOC108108938|XP_017072680.1|DEUG	LOC120770601|XP_039954137.1|BTRY
OG0005044	LOC108109254|XP_017073226.1|DEUG	LOC120770594|XP_039954125.1|BTRY
OG0005045	LOC108108891|XP_017072599.1|DEUG	LOC120781274|XP_039969399.1|BTRY
OG0005046	LOC108113221|XP_017079247.1|DEUG	LOC120771573|XP_039955572.1|BTRY
OG0005047	LOC108107764|XP_017070943.1|DEUG	LOC120779137|XP_039967276.1|BTRY
OG0005048	LOC108107767|XP_017070947.1|DEUG	LOC120776503|XP_039963131.1|BTRY
OG0005049	LOC108114178|XP_017080472.1|DEUG	LOC120777803|XP_039965270.1|BTRY
OG0005050	LOC108106683|XP_017069404.1|DEUG	LOC120770180|XP_039953332.1|BTRY
OG0005051	LOC108114170|XP_017080454.1|DEUG	LOC120777685|XP_039965093.1|BTRY
OG0005052	LOC108113942|XP_017080141.1|DEUG	LOC120778658|XP_039966512.1|BTRY
OG0005053	LOC108110809|XP_017075529.1|DEUG	LOC120781545|XP_039969711.1|BTRY
OG0005054	LOC108114617|XP_017081169.1|DEUG	LOC120777661|XP_039965048.1|BTRY
OG0005055	LOC108105032|XP_017066920.1|DEUG	LOC120774555|XP_039960223.1|BTRY
OG0005056	LOC108113279|XP_017079317.1|DEUG	LOC120773002|XP_039957854.1|BTRY
OG0005057	LOC108104912|XP_017066744.1|DEUG	LOC120776702|XP_039963522.1|BTRY
OG0005058	LOC108107547|XP_017070584.1|DEUG	LOC120777162|XP_039964238.1|BTRY
OG0005059	LOC108107201|XP_017070107.1|DEUG	LOC120771971|XP_039956255.1|BTRY
OG0005060	LOC108107322|XP_017070292.1|DEUG	LOC120771967|XP_039956237.1|BTRY
OG0005061	LOC108107169|XP_017070073.1|DEUG	LOC120767772|XP_039949947.1|BTRY
OG0005062	LOC108107250|XP_017070164.1|DEUG	LOC120772910|XP_039957731.1|BTRY
OG0005063	LOC108113636|XP_017079830.1|DEUG	LOC120772715|XP_039957399.1|BTRY
OG0005064	LOC108114654|XP_017081218.1|DEUG	LOC120776846|XP_039963805.1|BTRY
OG0005065	LOC108112590|XP_017078124.1|DEUG	LOC120771075|XP_039954823.1|BTRY
OG0005066	LOC108113273|XP_017079309.1|DEUG	LOC120772502|XP_039957083.1|BTRY
OG0005067	LOC108113241|XP_017079274.1|DEUG	LOC120772560|XP_039957178.1|BTRY
OG0005068	LOC108108664|XP_017072258.1|DEUG	LOC120778659|XP_039966515.1|BTRY
OG0005069	LOC108109134|XP_017073020.1|DEUG	LOC120772736|XP_039957432.1|BTRY
OG0005070	LOC108107313|XP_017070274.1|DEUG	LOC120771401|XP_039955303.1|BTRY
OG0005071	LOC108114722|XP_017081316.1|DEUG	LOC120777974|XP_039965546.1|BTRY
OG0005072	LOC108118525|XP_017086762.1|DEUG	LOC120775060|XP_039960975.1|BTRY
OG0005073	LOC108113254|XP_017079291.1|DEUG	LOC120770109|XP_039953213.1|BTRY
OG0005074	LOC108109800|XP_017074000.1|DEUG	LOC120776848|XP_039963811.1|BTRY
OG0005075	LOC108108925|XP_017072666.1|DEUG	LOC120772166|XP_039956540.1|BTRY
OG0005076	LOC108106773|XP_017069503.1|DEUG	LOC120770481|XP_039953923.1|BTRY
OG0005078	LOC108107754|XP_017070912.1|DEUG	LOC120778650|XP_039966501.1|BTRY
OG0005079	LOC108107443|XP_017070472.1|DEUG	LOC120772182|XP_039956563.1|BTRY
OG0005080	LOC108107934|XP_017071251.1|DEUG	LOC120777302|XP_039964454.1|BTRY
OG0005081	LOC108112858|XP_017078672.1|DEUG	LOC120770980|XP_039954655.1|BTRY
OG0005082	LOC108118250|XP_017086328.1|DEUG	LOC120777398|XP_039964628.1|BTRY
OG0005083	LOC108102969|XP_017063759.1|DEUG	LOC120775668|XP_039961871.1|BTRY
OG0005084	LOC108105965|XP_017068256.1|DEUG	LOC120778220|XP_039965912.1|BTRY
OG0005085	LOC108114304|XP_017080696.1|DEUG	LOC120778604|XP_039966410.1|BTRY
OG0005086	LOC108113236|XP_017079268.1|DEUG	LOC120771479|XP_039955447.1|BTRY
OG0005087	LOC108114416|XP_017080879.1|DEUG	LOC120778868|XP_039966837.1|BTRY
OG0005088	LOC108106620|XP_017069308.1|DEUG	LOC120771270|XP_039955127.1|BTRY
OG0005089	LOC108106617|XP_017069306.1|DEUG	LOC120771375|XP_039955270.1|BTRY
OG0005090	LOC108109180|XP_017073098.1|DEUG	LOC120770444|XP_039953847.1|BTRY
OG0005091	LOC108113096|XP_017079033.1|DEUG	LOC120771403|XP_039955309.1|BTRY
OG0005092	LOC108104898|XP_017066718.1|DEUG	LOC120777416|XP_039964650.1|BTRY
OG0005093	LOC108107941|XP_017071261.1|DEUG	LOC120778063|XP_039965680.1|BTRY
OG0005094	LOC108107751|XP_017070904.1|DEUG	LOC120776567|XP_039963263.1|BTRY
OG0005095	LOC108107317|XP_017070279.1|DEUG	LOC120773108|XP_039958017.1|BTRY
OG0005096	LOC108111105|XP_017075935.1|DEUG	LOC120769305|XP_039952172.1|BTRY
OG0005097	LOC108108890|XP_017072597.1|DEUG	LOC120771818|XP_039955969.1|BTRY
