Orthogroup	DEUG.longest_only	DERE.longest_only
OG0004559	LOC108116703|XP_017084209.1|DEUG	LOC6554249|XP_001982098.1|DERE
OG0004560	LOC108114871|XP_017081518.1|DEUG	LOC6542498|XP_001970955.2|DERE
OG0004561	LOC108105229|XP_017067185.1|DEUG	LOC6552861|XP_026839766.1|DERE
OG0004562	LOC108115732|XP_017082794.1|DEUG	LOC6554912|XP_001982234.1|DERE
OG0004563	LOC108105558|XP_017067688.1|DEUG	LOC6553001|XP_015010169.1|DERE
OG0004564	LOC108117032|XP_017084690.1|DEUG	LOC6553848|XP_001979480.1|DERE
OG0004565	LOC108116164|XP_017083388.1|DEUG	LOC6552865|XP_026838333.1|DERE
OG0004566	LOC108110123|XP_017074518.1|DEUG	LOC6551404|XP_001977223.1|DERE
OG0004567	LOC108103455|XP_017064436.1|DEUG	LOC6551739|XP_015010580.1|DERE
OG0004568	LOC108102456|XP_017062952.1|DEUG	LOC6555638|XP_001982521.1|DERE
OG0004569	LOC108114994|XP_017081720.1|DEUG	LOC6552149|XP_015009508.1|DERE
OG0004570	LOC108112837|XP_017078633.1|DEUG	LOC6548646|XP_001975386.1|DERE
OG0004571	LOC108109969|XP_017074275.1|DEUG	LOC6550163|XP_001977673.1|DERE
OG0004572	LOC108102679|XP_017063309.1|DEUG	LOC6540656|XP_001968671.1|DERE
OG0004573	LOC108116937|XP_017084572.1|DEUG	LOC6551793|XP_001979618.1|DERE
OG0004574	LOC108103215|XP_017064099.1|DEUG	LOC6551171|XP_001977046.1|DERE
OG0004575	LOC108103210|XP_017064089.1|DEUG	LOC6551172|XP_001977047.1|DERE
OG0004576	LOC108109532|XP_017073585.1|DEUG	LOC6552911|XP_026837155.1|DERE
OG0004577	LOC108116932|XP_017084566.1|DEUG	LOC6553427|XP_001980237.1|DERE
OG0004578	LOC108111872|XP_017076985.1|DEUG	LOC6551695|XP_026838736.1|DERE
OG0004579	LOC108110721|XP_017075382.1|DEUG	LOC6542619|XP_015015157.1|DERE
OG0004580	LOC108116975|XP_017084624.1|DEUG	LOC6553586|XP_001980282.1|DERE
OG0004581	LOC108105597|XP_017067760.1|DEUG	LOC6553035|XP_001980040.3|DERE
OG0004582	LOC108113505|XP_017079583.1|DEUG	LOC6554965|XP_001981137.3|DERE
OG0004583	LOC108103180|XP_017064056.1|DEUG	LOC6549743|XP_001977346.1|DERE
OG0004584	LOC108106260|XP_017068714.1|DEUG	LOC6549107|XP_001975572.1|DERE
OG0004585	LOC108111425|XP_017076373.1|DEUG	LOC6554473|XP_001981286.1|DERE
OG0004586	LOC108110332|XP_017074851.1|DEUG	LOC6551197|XP_001976929.1|DERE
OG0004587	LOC108104207|XP_017065640.1|DEUG	LOC6554809|XP_026839707.1|DERE
OG0004588	LOC108109073|XP_017072926.1|DEUG	LOC6554864|XP_026839724.1|DERE
OG0004589	LOC108112579|XP_017078092.1|DEUG	LOC6549696|XP_026837616.1|DERE
OG0004590	LOC108111387|XP_017076310.1|DEUG	LOC6554552|XP_015009075.1|DERE
OG0004591	LOC108111411|XP_017076355.1|DEUG	LOC6554556|XP_001981316.1|DERE
OG0004592	LOC108102959|XP_017063740.1|DEUG	LOC6550581|XP_001978182.1|DERE
OG0004593	LOC108102950|XP_017063717.1|DEUG	LOC6551356|XP_001977059.1|DERE
OG0004594	LOC108118070|XP_017086100.1|DEUG	LOC6549688|XP_026838242.1|DERE
OG0004595	LOC108110107|XP_017074491.1|DEUG	LOC6550800|XP_026837610.1|DERE
OG0004596	LOC108105494|XP_017067601.1|DEUG	LOC6555672|XP_001982390.1|DERE
OG0004597	LOC108117303|XP_017085155.1|DEUG	LOC6550165|XP_001977603.1|DERE
OG0004598	LOC108114222|XP_017080564.1|DEUG	LOC6544215|XP_001973031.1|DERE
OG0004599	LOC108111086|XP_017075911.1|DEUG	LOC6541806|XP_001968580.2|DERE
OG0004600	LOC108109984|XP_017074304.1|DEUG	LOC6551321|XP_001977086.1|DERE
OG0004601	LOC108104344|XP_017065827.1|DEUG	LOC6551344|XP_001977078.2|DERE
OG0004602	LOC108109692|XP_017073791.1|DEUG	LOC6551593|XP_001977262.2|DERE
OG0004603	LOC108111206|XP_017076093.1|DEUG	LOC6541500|XP_001968192.1|DERE
OG0004604	LOC108103127|XP_017063984.1|DEUG	LOC6549851|XP_001977357.2|DERE
OG0004605	LOC108103100|XP_017063954.1|DEUG	LOC6549804|XP_001977327.2|DERE
OG0004606	LOC108117100|XP_017084800.1|DEUG	LOC6553939|XP_001979490.1|DERE
OG0004607	LOC108118297|XP_017086398.1|DEUG	LOC6550904|XP_026837609.1|DERE
OG0004608	LOC108103873|XP_017065084.1|DEUG	LOC6549992|XP_015011095.1|DERE
OG0004609	LOC108103007|XP_017063816.1|DEUG	LOC6550482|XP_026837403.1|DERE
OG0004610	LOC108111327|XP_017076226.1|DEUG	LOC6555032|XP_001981174.1|DERE
OG0004611	LOC108111428|XP_017076377.1|DEUG	LOC6555349|XP_026839580.1|DERE
OG0004612	LOC108111444|XP_017076402.1|DEUG, LOC108111426|XP_017076414.1|DEUG	LOC6555348|XP_001981198.1|DERE
OG0004613	LOC108105600|XP_017067764.1|DEUG	LOC6553036|XP_026833994.1|DERE
OG0004614	LOC108118352|XP_017086487.1|DEUG	LOC6551029|XP_001978248.1|DERE
OG0004615	LOC108118295|XP_017086394.1|DEUG	LOC6550909|XP_015010975.1|DERE
OG0004616	LOC108103192|XP_017064069.1|DEUG	LOC6549888|XP_001977365.1|DERE
OG0004617	LOC108115492|XP_017082465.1|DEUG	LOC6548265|XP_001974111.1|DERE
OG0004618	LOC108115619|XP_017082653.1|DEUG	LOC6555134|XP_001982249.2|DERE
OG0004619	LOC108109553|XP_017073613.1|DEUG	LOC6555411|XP_001982331.1|DERE
OG0004620	LOC108117215|XP_017085029.1|DEUG	LOC6553803|XP_001979560.2|DERE
OG0004621	LOC108116492|XP_017083915.1|DEUG	LOC6553984|XP_001980499.1|DERE
OG0004622	LOC108116952|XP_017084594.1|DEUG	LOC6551857|XP_015009706.1|DERE
OG0004623	LOC108111376|XP_017076297.1|DEUG	LOC6554540|XP_001981325.1|DERE
OG0004624	LOC108115328|XP_017082226.1|DEUG	LOC6552811|XP_001978942.1|DERE
OG0004625	LOC108110044|XP_017074397.1|DEUG	LOC6550568|XP_026837284.1|DERE
OG0004626	LOC108105452|XP_017067529.1|DEUG	LOC6555726|XP_026838933.1|DERE
OG0004627	LOC108107907|XP_017071201.1|DEUG	LOC6543636|XP_026833988.1|DERE
OG0004628	LOC108102462|XP_017062960.1|DEUG	LOC6555680|XP_001982540.1|DERE
OG0004629	LOC108109241|XP_017073210.1|DEUG	LOC6552774|XP_026835874.1|DERE
OG0004630	LOC108111427|XP_017076375.1|DEUG	LOC6554478|XP_015009077.1|DERE
OG0004631	LOC108116911|XP_017084525.1|DEUG, LOC108116912|XP_017084526.1|DEUG	LOC6551834|XP_001979631.1|DERE
OG0004632	LOC108116910|XP_017084523.1|DEUG	LOC6551835|XP_026834575.1|DERE
OG0004633	LOC108111415|XP_017076361.1|DEUG	LOC6554593|XP_001981328.2|DERE
OG0004634	LOC108116062|XP_017083262.1|DEUG	LOC6554656|XP_026839513.1|DERE
OG0004635	LOC108103143|XP_017064003.1|DEUG	LOC6549777|XP_001977308.2|DERE
OG0004636	LOC108106039|XP_017068378.1|DEUG	LOC6550211|XP_001977722.2|DERE
OG0004637	LOC108105478|XP_017067579.1|DEUG	LOC6555520|XP_026838893.1|DERE
OG0004638	LOC108103558|XP_017064574.1|DEUG	LOC6550466|XP_001977728.3|DERE
OG0004639	LOC108115768|XP_017082826.1|DEUG	LOC6555081|XP_001981597.1|DERE
OG0004640	LOC108115887|XP_017083019.1|DEUG	LOC6555083|XP_001981599.2|DERE
OG0004641	LOC108103815|XP_017064991.1|DEUG	LOC6551071|XP_001978292.1|DERE
OG0004642	LOC108105479|XP_017067584.1|DEUG	LOC6544626|XP_001972201.1|DERE
OG0004643	LOC108109585|XP_017073651.1|DEUG	LOC6552590|XP_015010035.1|DERE
OG0004644	LOC108103760|XP_017064867.1|DEUG	LOC6550389|XP_001977771.1|DERE
OG0004645	LOC108111102|XP_017075933.1|DEUG	LOC6540783|XP_001968186.1|DERE
OG0004646	LOC108104234|XP_017065674.1|DEUG	LOC6554919|XP_026839626.1|DERE
OG0004647	LOC108110096|XP_017074480.1|DEUG	LOC6550719|XP_001978101.1|DERE
OG0004648	LOC108109962|XP_017074267.1|DEUG	LOC6550237|XP_001977688.1|DERE
OG0004649	LOC108110030|XP_017074364.1|DEUG	LOC6550646|XP_001978134.3|DERE
OG0004650	LOC108111388|XP_017076314.1|DEUG	LOC6541148|XP_001969861.1|DERE
OG0004651	LOC108106361|XP_017068874.1|DEUG	LOC6552239|XP_001979751.3|DERE
OG0004652	LOC108116023|XP_017083199.1|DEUG	LOC6554176|XP_026832615.1|DERE
OG0004653	LOC108108792|XP_017072456.1|DEUG	LOC6543692|XP_001973703.1|DERE
OG0004654	LOC108111024|XP_017075833.1|DEUG	LOC6541180|XP_001968370.2|DERE
OG0004655	LOC108116630|XP_017084098.1|DEUG	LOC6555306|XP_026839755.1|DERE
OG0004656	LOC108109947|XP_017074241.1|DEUG	LOC6550119|XP_001977656.1|DERE
OG0004657	LOC108110173|XP_017074585.1|DEUG	LOC6553563|XP_001979343.1|DERE
OG0004658	LOC108117483|XP_017085444.1|DEUG	LOC6552039|XP_001980684.1|DERE
OG0004659	LOC108108841|XP_017072538.1|DEUG	LOC6554241|XP_001982150.1|DERE
OG0004660	LOC108115691|XP_017082749.1|DEUG	LOC6555257|XP_001982298.2|DERE
OG0004661	LOC108107458|XP_017070527.1|DEUG	LOC6552241|XP_001979753.1|DERE
OG0004662	LOC108111511|XP_017076515.1|DEUG	LOC6553242|XP_001980197.1|DERE
OG0004663	LOC108103291|XP_017064193.1|DEUG	LOC6550942|XP_026838135.1|DERE
OG0004664	LOC108103288|XP_017064188.1|DEUG	LOC6550943|XP_026837435.1|DERE
OG0004665	LOC108110392|XP_017074936.1|DEUG	LOC6550882|XP_001976829.1|DERE
OG0004666	LOC108110080|XP_017074462.1|DEUG	LOC6552275|XP_026831921.1|DERE
OG0004667	LOC108110350|XP_017074879.1|DEUG	LOC6552269|XP_001980750.1|DERE
OG0004668	LOC108110041|XP_017074389.1|DEUG	LOC6550714|XP_026837915.1|DERE
OG0004669	LOC108107072|XP_017069930.1|DEUG	LOC6542465|XP_001970090.1|DERE
OG0004670	LOC108113624|XP_017079775.1|DEUG	LOC6554310|XP_001981741.3|DERE
OG0004671	LOC108111761|XP_017076811.1|DEUG	LOC6553729|XP_001980398.1|DERE
OG0004672	LOC108105224|XP_017067176.1|DEUG	LOC6552765|XP_026831790.1|DERE
OG0004673	LOC108109383|XP_017073366.1|DEUG	LOC6555483|XP_026834134.1|DERE
OG0004674	LOC108115805|XP_017082883.1|DEUG	LOC6554452|XP_001981520.1|DERE
OG0004675	LOC108115803|XP_017082877.1|DEUG	LOC6554510|XP_026831586.1|DERE
OG0004676	LOC108115344|XP_017082255.1|DEUG	LOC6552800|XP_001979028.1|DERE
OG0004677	LOC108116619|XP_017084082.1|DEUG	LOC6555001|XP_026839587.1|DERE
OG0004678	LOC108116617|XP_017084079.1|DEUG	LOC6555002|XP_001982057.1|DERE
OG0004679	LOC108117105|XP_017084810.1|DEUG	LOC6553898|XP_026839582.1|DERE
OG0004680	LOC108111603|XP_017076616.1|DEUG	LOC6552353|XP_026839866.1|DERE
OG0004681	LOC108109539|XP_017073593.1|DEUG	LOC6552966|XP_001980967.1|DERE
OG0004682	LOC108102622|XP_017063220.1|DEUG	LOC6543491|XP_001968681.2|DERE
OG0004683	LOC108116956|XP_017084600.1|DEUG	LOC6553634|XP_001980317.1|DERE
OG0004684	LOC108110128|XP_017074526.1|DEUG	LOC6552264|XP_001980745.1|DERE
OG0004685	LOC108116043|XP_017083228.1|DEUG	LOC6554628|XP_001981350.1|DERE
OG0004686	LOC108108342|XP_017071867.1|DEUG	LOC6552466|XP_001980884.1|DERE
OG0004687	LOC108116099|XP_017083309.1|DEUG	LOC6554624|XP_001981346.1|DERE
OG0004688	LOC108116356|XP_017083669.1|DEUG	LOC6551976|XP_001980661.1|DERE
OG0004689	LOC108116660|XP_017084140.1|DEUG	LOC6554174|XP_001982116.1|DERE
OG0004690	LOC108116137|XP_017083353.1|DEUG	LOC6553181|XP_001979100.1|DERE
OG0004691	LOC108115985|XP_017083133.1|DEUG	LOC6555014|XP_001981396.1|DERE
OG0004692	LOC108116616|XP_017084074.1|DEUG	LOC6555376|XP_026836498.1|DERE
OG0004693	LOC108116615|XP_017084072.1|DEUG	LOC6555372|XP_001982087.1|DERE
OG0004694	LOC108113788|XP_017079985.1|DEUG	LOC6555338|XP_001981863.1|DERE
OG0004695	LOC108115797|XP_017082867.1|DEUG	LOC6554512|XP_015009353.1|DERE
OG0004696	LOC108110158|XP_017074569.1|DEUG	LOC6553446|XP_001979373.1|DERE
OG0004697	LOC108103959|XP_017065217.1|DEUG	LOC6550618|XP_001978003.1|DERE
OG0004698	LOC108103483|XP_017064477.1|DEUG	LOC6550028|XP_001977494.1|DERE
OG0004699	LOC108116503|XP_017083927.1|DEUG	LOC6551979|XP_001980664.2|DERE
OG0004700	LOC108114997|XP_017081722.1|DEUG	LOC6552092|XP_001978803.2|DERE
OG0004701	LOC108110240|XP_017074717.1|DEUG	LOC6553557|XP_001979337.1|DERE
OG0004702	LOC108116643|XP_017084114.1|DEUG	LOC6555078|XP_001982069.1|DERE
OG0004703	LOC108116718|XP_017084228.1|DEUG	LOC6554166|XP_015009312.1|DERE
OG0004704	LOC108117517|XP_017085502.1|DEUG	LOC6554544|XP_001981946.1|DERE
OG0004705	LOC108110210|XP_017074678.1|DEUG	LOC6552368|XP_001980776.1|DERE
OG0004706	LOC108109848|XP_017074092.1|DEUG	LOC6543763|XP_026833630.1|DERE
OG0004707	LOC108107063|XP_017069918.1|DEUG	LOC6542584|XP_001970086.1|DERE
OG0004708	LOC108115173|XP_017081981.1|DEUG	LOC6553609|XP_026839311.1|DERE
OG0004709	LOC108109466|XP_017073476.1|DEUG	LOC6552959|XP_001981027.1|DERE
OG0004710	LOC108111673|XP_017076696.1|DEUG	LOC6552525|XP_001979917.2|DERE
OG0004711	LOC108115834|XP_017082917.1|DEUG	LOC6555192|XP_001981628.1|DERE
OG0004712	LOC108116890|XP_017084480.1|DEUG	LOC6553616|XP_001980245.1|DERE
OG0004713	LOC108116666|XP_017084149.1|DEUG	LOC6555022|XP_026839651.1|DERE
OG0004714	LOC108116589|XP_017084022.1|DEUG	LOC26527086|XP_015009421.1|DERE
OG0004715	LOC108105892|XP_017068162.1|DEUG	LOC6540655|XP_026834097.1|DERE
OG0004716	LOC108116639|XP_017084108.1|DEUG	LOC6554979|XP_026834045.1|DERE
OG0004717	LOC108109686|XP_017073773.1|DEUG	LOC6551582|XP_026838481.1|DERE
OG0004718	LOC108110722|XP_017075395.1|DEUG	LOC6542956|XP_001968552.1|DERE
OG0004719	LOC108113503|XP_017079579.1|DEUG	LOC6555131|XP_026832966.1|DERE
OG0004720	LOC108116600|XP_017084045.1|DEUG	LOC6555074|XP_001982065.1|DERE
OG0004721	LOC108115994|XP_017083153.1|DEUG	LOC6554178|XP_001981488.1|DERE
OG0004722	LOC108116089|XP_017083296.1|DEUG	LOC6554867|XP_001981363.1|DERE
OG0004723	LOC108105076|XP_017066989.1|DEUG	LOC6550377|XP_001977858.1|DERE
OG0004724	LOC108117178|XP_017084956.1|DEUG	LOC6553863|XP_001979606.1|DERE
OG0004725	LOC108115833|XP_017082916.1|DEUG	LOC6555190|XP_001981626.1|DERE
OG0004726	LOC108115792|XP_017082858.1|DEUG	LOC6554515|XP_001981529.1|DERE
OG0004727	LOC108116649|XP_017084128.1|DEUG	LOC6554435|XP_015009315.2|DERE
OG0004728	LOC108111813|XP_017076905.1|DEUG	LOC6553726|XP_001980395.1|DERE
OG0004729	LOC108102907|XP_017063619.1|DEUG	LOC6550866|XP_001978226.1|DERE
OG0004730	LOC108107005|XP_017069835.1|DEUG	LOC6542412|XP_001970059.1|DERE
OG0004731	LOC108117248|XP_017085083.1|DEUG	LOC6554073|XP_001979583.1|DERE
OG0004732	LOC108108386|XP_017071924.1|DEUG	LOC6551949|XP_001980703.1|DERE
OG0004733	LOC108117267|XP_017085111.1|DEUG	LOC6552327|XP_001979786.1|DERE
OG0004734	LOC108114225|XP_017080612.1|DEUG, LOC108109563|XP_017073625.1|DEUG	LOC6555392|XP_001982348.2|DERE
OG0004735	LOC108109373|XP_017073345.1|DEUG	LOC6554571|XP_015009131.1|DERE
OG0004736	LOC108115991|XP_017083147.1|DEUG	LOC6555098|XP_015009039.1|DERE
OG0004737	LOC108114937|XP_017081611.1|DEUG	LOC6552114|XP_001978810.1|DERE
OG0004738	LOC108114987|XP_017081708.1|DEUG	LOC6552115|XP_001978811.2|DERE
OG0004739	LOC108116637|XP_017084106.1|DEUG	LOC6554338|XP_001982102.1|DERE
OG0004740	LOC108117557|XP_017085555.1|DEUG	LOC6554483|XP_001981928.1|DERE
OG0004741	LOC108117177|XP_017084950.1|DEUG	LOC6553862|XP_026831807.1|DERE
OG0004742	LOC108102314|XP_017062577.1|DEUG	LOC6555843|XP_026839167.1|DERE
OG0004743	LOC108117118|XP_017084836.1|DEUG	LOC6553902|XP_001979575.1|DERE
OG0004744	LOC108105173|XP_017067110.1|DEUG	LOC6543303|XP_001968952.1|DERE
OG0004745	LOC108114977|XP_017081692.1|DEUG	LOC6552371|XP_001978882.1|DERE
OG0004746	LOC108116346|XP_017083650.1|DEUG	LOC6554056|XP_001980497.1|DERE
OG0004747	LOC108116350|XP_017083653.1|DEUG	LOC6554057|XP_015009895.1|DERE
OG0004748	LOC108116345|XP_017083648.1|DEUG	LOC6554054|XP_026831679.1|DERE
OG0004749	LOC108117162|XP_017084924.1|DEUG	LOC6553599|XP_026835097.1|DERE
OG0004750	LOC108109556|XP_017073617.1|DEUG	LOC6555413|XP_001982333.1|DERE
OG0004751	LOC108105620|XP_017067790.1|DEUG	LOC6553093|XP_015010171.1|DERE
OG0004752	LOC108115782|XP_017082843.1|DEUG	LOC6555045|XP_001981615.1|DERE
OG0004753	LOC108117522|XP_017085509.1|DEUG	LOC6554154|XP_015008959.1|DERE
OG0004754	LOC108116053|XP_017083240.1|DEUG	LOC6554325|XP_001981484.1|DERE
OG0004755	LOC108117174|XP_017084947.1|DEUG	LOC6553757|XP_001979417.1|DERE
OG0004756	LOC108117172|XP_017084945.1|DEUG	LOC6553687|XP_001979418.1|DERE
OG0004757	LOC108116864|XP_017084419.1|DEUG	LOC6552579|XP_026831740.1|DERE
OG0004758	LOC108105289|XP_017067267.1|DEUG	LOC6552001|XP_026839532.1|DERE
OG0004759	LOC108109508|XP_017073545.1|DEUG	LOC6552792|XP_015010047.1|DERE
OG0004760	LOC108111685|XP_017076719.1|DEUG	LOC6552651|XP_001979911.1|DERE
OG0004761	LOC108117138|XP_017084883.1|DEUG	LOC6552237|XP_001979802.1|DERE
OG0004762	LOC108106997|XP_017069826.1|DEUG	LOC6540859|XP_001970035.1|DERE
OG0004763	LOC108116966|XP_017084610.1|DEUG	LOC6551853|XP_001979650.1|DERE
OG0004764	LOC108111694|XP_017076731.1|DEUG	LOC6552606|XP_001979886.1|DERE
OG0004765	LOC108117525|XP_017085512.1|DEUG	LOC6554497|XP_001981942.2|DERE
OG0004766	LOC108117497|XP_017085464.1|DEUG	LOC6554708|XP_001981958.1|DERE
OG0004767	LOC108114953|XP_017081627.1|DEUG	LOC6552154|XP_001978827.1|DERE
OG0004768	LOC108114948|XP_017081622.1|DEUG	LOC6552175|XP_001978829.1|DERE
OG0004769	LOC108115436|XP_017082361.1|DEUG	LOC6548805|XP_001974085.1|DERE
OG0004770	LOC108105301|XP_017067284.1|DEUG	LOC6551742|XP_001979692.1|DERE
OG0004771	LOC108111345|XP_017076264.1|DEUG	LOC6554116|XP_001981271.1|DERE
OG0004772	LOC108109520|XP_017073563.1|DEUG	LOC6552969|XP_001980970.1|DERE
OG0004773	LOC108110180|XP_017074593.1|DEUG	LOC6553437|XP_001979387.1|DERE
OG0004774	LOC108110181|XP_017074594.1|DEUG	LOC6553651|XP_026831708.1|DERE
OG0004775	LOC108117157|XP_017084910.1|DEUG	LOC6553876|XP_026832369.1|DERE
OG0004776	LOC108112723|XP_017078450.1|DEUG	LOC6541396|XP_026835221.1|DERE
OG0004777	LOC108118305|XP_017086403.1|DEUG	LOC6544511|XP_001973795.1|DERE
OG0004778	LOC108105891|XP_017068161.1|DEUG	LOC6540731|XP_001969568.1|DERE
OG0004779	LOC108116656|XP_017084136.1|DEUG	LOC6554247|XP_015008877.1|DERE
OG0004780	LOC108110549|XP_017075128.1|DEUG	LOC6541651|XP_001968526.1|DERE
OG0004781	LOC108111772|XP_017076826.1|DEUG	LOC6553760|XP_015009873.1|DERE
OG0004782	LOC108116597|XP_017084038.1|DEUG	LOC6555072|XP_001982063.3|DERE
OG0004783	LOC108102931|XP_017063680.1|DEUG	LOC6550225|XP_001978193.1|DERE
OG0004784	LOC108113171|XP_017079180.1|DEUG	LOC6552828|XP_001979061.1|DERE
OG0004785	LOC108115251|XP_017082097.1|DEUG	LOC6552717|XP_001979046.1|DERE
OG0004786	LOC108115390|XP_017082315.1|DEUG	LOC6552715|XP_001979044.1|DERE
OG0004787	LOC108115262|XP_017082108.1|DEUG	LOC6552954|XP_001979042.1|DERE
OG0004788	LOC108115279|XP_017082126.1|DEUG	LOC6552953|XP_015009452.1|DERE
OG0004789	LOC108115280|XP_017082129.1|DEUG	LOC6552952|XP_001979040.1|DERE
OG0004790	LOC108113657|XP_017079818.1|DEUG	LOC6554254|XP_001981675.3|DERE
OG0004791	LOC108105207|XP_017067147.1|DEUG	LOC6554722|XP_026831653.1|DERE
OG0004792	LOC108117109|XP_017084820.1|DEUG	LOC6553896|XP_001979569.1|DERE
OG0004793	LOC108111397|XP_017076321.1|DEUG	LOC6554470|XP_001981306.1|DERE
OG0004794	LOC108116929|XP_017084563.1|DEUG	LOC6553425|XP_001980235.1|DERE
OG0004795	LOC108116945|XP_017084582.1|DEUG	LOC6553206|XP_001980299.1|DERE
OG0004796	LOC108117164|XP_017084926.1|DEUG	LOC6553741|XP_026833173.1|DERE
OG0004797	LOC108109410|XP_017073397.1|DEUG	LOC6556111|XP_026832127.1|DERE
OG0004798	LOC108116046|XP_017083233.1|DEUG	LOC6555057|XP_001981385.1|DERE
OG0004799	LOC108109486|XP_017073504.1|DEUG	LOC6552936|XP_001981013.1|DERE
OG0004800	LOC108116984|XP_017084634.1|DEUG	LOC6552844|XP_026839677.1|DERE
OG0004801	LOC108113807|XP_017080005.1|DEUG	LOC6555382|XP_001981844.1|DERE
OG0004802	LOC108110164|XP_017074575.1|DEUG	LOC6553444|XP_026831432.1|DERE
OG0004803	LOC108115986|XP_017083135.1|DEUG	LOC6555365|XP_001981449.1|DERE
OG0004804	LOC108114954|XP_017081634.1|DEUG	LOC6552176|XP_001978830.1|DERE
OG0004805	LOC108109525|XP_017073630.1|DEUG	LOC6551871|XP_026835909.1|DERE
OG0004806	LOC108103920|XP_017065158.1|DEUG	LOC6551069|XP_026837855.1|DERE
OG0004807	LOC108113692|XP_017079858.1|DEUG	LOC6555317|XP_001981878.2|DERE
OG0004808	LOC108108375|XP_017071912.1|DEUG	LOC6552045|XP_001980721.1|DERE
OG0004809	LOC108110257|XP_017074734.1|DEUG	LOC6553451|XP_001979378.1|DERE
OG0004810	LOC108110179|XP_017074592.1|DEUG	LOC6553648|XP_001979382.2|DERE
OG0004811	LOC108114464|XP_017080958.1|DEUG	LOC6545885|XP_015014110.1|DERE
OG0004812	LOC108109454|XP_017073445.1|DEUG	LOC6551874|XP_026839832.1|DERE
OG0004813	LOC108116627|XP_017084095.1|DEUG	LOC6555307|XP_001982080.1|DERE
OG0004814	LOC108110144|XP_017074551.1|DEUG	LOC6552260|XP_001980741.1|DERE
OG0004815	LOC108103240|XP_017064129.1|DEUG	LOC6551330|XP_001978420.2|DERE
OG0004816	LOC108118067|XP_017086099.1|DEUG	LOC6549718|XP_001977409.1|DERE
OG0004817	LOC108118086|XP_017086122.1|DEUG	LOC6549720|XP_001977411.2|DERE
OG0004818	LOC108109530|XP_017073583.1|DEUG	LOC6552910|XP_026837147.1|DERE
OG0004819	LOC108115680|XP_017082737.1|DEUG	LOC6554753|XP_001982189.1|DERE
OG0004820	LOC108108383|XP_017071920.1|DEUG	LOC6552166|XP_001980718.1|DERE
OG0004821	LOC108111337|XP_017076251.1|DEUG	LOC6554118|XP_001981273.1|DERE
OG0004822	LOC108111668|XP_017076690.1|DEUG	LOC6552528|XP_015010205.1|DERE
OG0004823	LOC108116907|XP_017084512.1|DEUG	LOC6553505|XP_026835987.1|DERE
OG0004824	LOC108116978|XP_017084628.1|DEUG	LOC6553504|XP_001980231.1|DERE
OG0004825	LOC108102363|XP_017062758.1|DEUG	LOC6555848|XP_026839086.1|DERE
OG0004826	LOC108115356|XP_017082271.1|DEUG	LOC6552568|XP_001979009.1|DERE
OG0004827	LOC108115007|XP_017081738.1|DEUG	LOC6552112|XP_001978808.1|DERE
OG0004828	LOC108116658|XP_017084138.1|DEUG	LOC6554245|XP_001982094.1|DERE
OG0004829	LOC108116698|XP_017084203.1|DEUG	LOC6554973|XP_001982038.1|DERE
OG0004830	LOC108111714|XP_017076754.1|DEUG	LOC6553674|XP_015010088.1|DERE
OG0004831	LOC108107993|XP_017071333.1|DEUG	LOC6545282|XP_001972071.1|DERE
OG0004832	LOC108111775|XP_017076831.1|DEUG	LOC6553681|XP_001980378.1|DERE
OG0004833	LOC108115334|XP_017082237.1|DEUG	LOC6552725|XP_026839623.1|DERE
OG0004834	LOC108116670|XP_017084156.1|DEUG	LOC6554340|XP_026832038.1|DERE
OG0004835	LOC108116710|XP_017084218.1|DEUG	LOC6554343|XP_001982107.1|DERE
OG0004836	LOC108108847|XP_017072552.1|DEUG	LOC6554558|XP_001982162.1|DERE
OG0004837	LOC108114200|XP_017080507.1|DEUG	LOC6546297|XP_001973529.2|DERE
OG0004838	LOC108116243|XP_017083522.1|DEUG	LOC6551760|XP_001980644.2|DERE
OG0004839	LOC108116395|XP_017083748.1|DEUG	LOC6551762|XP_001980646.2|DERE
OG0004840	LOC108116680|XP_017084170.1|DEUG	LOC6554831|XP_001982004.1|DERE
OG0004841	LOC108105858|XP_017068121.1|DEUG	LOC6541296|XP_001968929.1|DERE
OG0004842	LOC108115930|XP_017083055.1|DEUG	LOC6554769|XP_001981355.1|DERE
OG0004843	LOC108116876|XP_017084458.1|DEUG	LOC6551847|XP_001979644.1|DERE
OG0004844	LOC108108418|XP_017071962.1|DEUG	LOC6541191|XP_001969687.2|DERE
OG0004845	LOC108114984|XP_017081704.1|DEUG	LOC6552379|XP_001978897.1|DERE
OG0004846	LOC108110753|XP_017075451.1|DEUG	LOC6542394|XP_001968564.1|DERE
OG0004847	LOC108110749|XP_017075448.1|DEUG	LOC6542910|XP_001968563.2|DERE
OG0004848	LOC108117246|XP_017085080.1|DEUG	LOC6552506|XP_026839684.1|DERE
OG0004849	LOC108106115|XP_017068480.1|DEUG	LOC6542851|XP_001970244.1|DERE
OG0004850	LOC108117568|XP_017085564.1|DEUG	LOC6553142|XP_026832433.1|DERE
OG0004851	LOC108117566|XP_017085562.1|DEUG	LOC6553141|XP_001979125.1|DERE
OG0004852	LOC108116716|XP_017084226.1|DEUG	LOC6553022|XP_026831929.1|DERE
OG0004853	LOC108109075|XP_017072923.1|DEUG	LOC6547859|XP_001975042.3|DERE
