Orthogroup	DEUG.longest_only	DPSE.longest_only
OG0006576	LOC108117543|XP_017085537.1|DEUG	LOC117183311|XP_033232647.1|DPSE, LOC4800301|XP_001357545.2|DPSE
OG0006577	LOC108109576|XP_017073642.1|DEUG	LOC4801804|XP_001358838.2|DPSE
OG0006578	LOC108117542|XP_017085536.1|DEUG	LOC117183374|XP_033233000.1|DPSE, LOC4800251|XP_033232528.1|DPSE
OG0006579	LOC108111052|XP_017075870.1|DEUG	LOC4817985|XP_001357259.2|DPSE
OG0006580	LOC108117247|XP_017085081.1|DEUG	LOC4801048|XP_001358211.3|DPSE
OG0006581	LOC108114980|XP_017081700.1|DEUG	LOC4802490|XP_033238707.1|DPSE
OG0006582	LOC108111567|XP_017076578.1|DEUG	LOC4802681|XP_001359551.3|DPSE
OG0006583	LOC108111590|XP_017076599.1|DEUG	LOC6897106|XP_033232619.1|DPSE
OG0006584	LOC108111085|XP_017075909.1|DEUG	LOC6902799|XP_002132536.2|DPSE
OG0006585	LOC108106116|XP_017068483.1|DEUG	LOC6902871|XP_015035894.2|DPSE
OG0006586	LOC108111348|XP_017076268.1|DEUG	LOC4800266|XP_001357627.2|DPSE
OG0006587	LOC108111342|XP_017076260.1|DEUG	LOC4800267|XP_001357626.2|DPSE
OG0006588	LOC108117234|XP_017085057.1|DEUG	LOC4802080|XP_033239762.1|DPSE
OG0006589	LOC108117569|XP_017085569.1|DEUG	LOC4802255|XP_015037706.2|DPSE
OG0006590	LOC108117570|XP_017085570.1|DEUG	LOC4802257|XP_001359215.3|DPSE
OG0006591	LOC108114177|XP_017080471.1|DEUG	LOC4814007|XP_001354179.1|DPSE
OG0006592	LOC108108378|XP_017071914.1|DEUG	LOC4800778|XP_001357993.3|DPSE
OG0006593	LOC108108379|XP_017071915.1|DEUG	LOC4800779|XP_001357994.4|DPSE
OG0006594	LOC108114718|XP_017081308.1|DEUG	LOC4812509|XP_001352620.3|DPSE
OG0006595	LOC108113098|XP_017079046.1|DEUG	LOC4805634|XP_033233532.1|DPSE
OG0006596	LOC108111928|XP_017077059.1|DEUG	LOC4804062|XP_033233263.1|DPSE
OG0006597	LOC108107835|XP_017071077.1|DEUG	LOC4814063|XP_001354293.2|DPSE
OG0006598	LOC108110856|XP_017075592.1|DEUG	LOC4817793|XP_001357171.4|DPSE
OG0006599	LOC108114157|XP_017080437.1|DEUG	LOC6900848|XP_002135206.1|DPSE
OG0006600	LOC108104911|XP_017066739.1|DEUG	LOC4813094|XP_015042661.2|DPSE
OG0006601	LOC108107904|XP_017071199.1|DEUG	LOC4813825|XP_001353349.1|DPSE
OG0006602	LOC108107906|XP_017071200.1|DEUG	LOC6900439|XP_002134830.2|DPSE
OG0006603	LOC108107900|XP_017071192.1|DEUG	LOC4813118|XP_001353348.3|DPSE
OG0006604	LOC108113957|XP_017080159.1|DEUG	LOC4813452|XP_001353271.3|DPSE
OG0006605	LOC108103198|XP_017064075.1|DEUG	LOC4814523|XP_001354842.2|DPSE
OG0006606	LOC108114229|XP_017080584.1|DEUG	LOC4812515|XP_001352853.3|DPSE
OG0006607	LOC108114318|XP_017080719.1|DEUG	LOC6900608|XP_002134980.2|DPSE
OG0006608	LOC108115389|XP_017082314.1|DEUG	LOC4802483|XP_001359397.3|DPSE
OG0006609	LOC108109544|XP_017073602.1|DEUG	LOC4801701|XP_001358748.3|DPSE
OG0006610	LOC108114308|XP_017080701.1|DEUG	LOC4812233|XP_001352529.3|DPSE
OG0006611	LOC108113966|XP_017080172.1|DEUG	LOC4813347|XP_033238272.1|DPSE
OG0006612	LOC108113986|XP_017080221.1|DEUG	LOC4813348|XP_033238273.1|DPSE
OG0006613	LOC108114159|XP_017080442.1|DEUG	LOC4813399|XP_001353567.1|DPSE
OG0006614	LOC108114098|XP_017080349.1|DEUG	LOC4813091|XP_015042921.2|DPSE
OG0006615	LOC108114126|XP_017080391.1|DEUG	LOC4812869|XP_001353570.2|DPSE
OG0006616	LOC108108295|XP_017071789.1|DEUG	LOC4812700|XP_001353082.4|DPSE
OG0006617	LOC108108512|XP_017072070.1|DEUG	LOC4812776|XP_001353450.1|DPSE
OG0006618	LOC108114226|XP_017080582.1|DEUG	LOC4813105|XP_001353871.2|DPSE
OG0006619	LOC108103604|XP_017064630.1|DEUG	LOC4812793|XP_001354038.2|DPSE
OG0006620	LOC108103606|XP_017064631.1|DEUG	LOC4812981|XP_001354041.2|DPSE
OG0006621	LOC108102753|XP_017063399.1|DEUG	LOC4811940|XP_001352680.1|DPSE
OG0006622	LOC108104702|XP_017066406.1|DEUG	LOC4812550|XP_001352792.1|DPSE
OG0006623	LOC108104708|XP_017066416.1|DEUG	LOC4812061|XP_001352793.2|DPSE
OG0006624	LOC108106393|XP_017068890.1|DEUG	LOC4803426|XP_001360141.3|DPSE
OG0006625	LOC108106402|XP_017068901.1|DEUG	LOC4803428|XP_001360143.2|DPSE
OG0006626	LOC108113664|XP_017079829.1|DEUG	LOC4804848|XP_033233751.1|DPSE
OG0006627	LOC108108996|XP_017072749.1|DEUG	LOC4804345|XP_033234644.1|DPSE
OG0006628	LOC108108992|XP_017072739.1|DEUG	LOC4804344|XP_001360919.2|DPSE
OG0006629	LOC108109159|XP_017073069.1|DEUG	LOC4805513|XP_001361904.2|DPSE
OG0006630	LOC108106789|XP_017069521.1|DEUG	LOC4805021|XP_004444373.3|DPSE
OG0006631	LOC108109772|XP_017073935.1|DEUG	LOC4812140|XP_001352516.2|DPSE
OG0006632	LOC108112601|XP_017078149.1|DEUG	LOC4804933|XP_001361415.2|DPSE
OG0006633	LOC108102854|XP_017063540.1|DEUG	LOC4813444|XP_033238599.1|DPSE
OG0006634	LOC108110993|XP_017075790.1|DEUG	LOC4817025|XP_001356744.3|DPSE
OG0006635	LOC108111146|XP_017076007.1|DEUG	LOC4817370|XP_001356550.2|DPSE
OG0006636	LOC108110102|XP_017074484.1|DEUG	LOC4816088|XP_001355610.1|DPSE
OG0006637	LOC108114338|XP_017080753.1|DEUG	LOC4814154|XP_001354228.3|DPSE
OG0006638	LOC108104492|XP_017066095.1|DEUG	LOC4804510|XP_033234519.1|DPSE
OG0006639	LOC108104482|XP_017066071.1|DEUG	LOC6898506|XP_033234502.1|DPSE
OG0006640	LOC108109245|XP_017073212.1|DEUG	LOC4804018|XP_001360648.4|DPSE
OG0006641	LOC108104781|XP_017066520.1|DEUG	LOC4804715|XP_033234214.1|DPSE
OG0006642	LOC108112660|XP_017078281.1|DEUG	LOC4804589|XP_001361125.3|DPSE
OG0006643	LOC108107269|XP_017070189.1|DEUG	LOC4804301|XP_033233812.1|DPSE
OG0006644	LOC108114645|XP_017081205.1|DEUG	LOC4813201|XP_001353928.3|DPSE
OG0006645	LOC108106957|XP_017069725.1|DEUG	LOC4816286|XP_001356253.4|DPSE
OG0006646	LOC108106590|XP_017069260.1|DEUG	LOC4805421|XP_001361823.1|DPSE
OG0006647	LOC108111981|XP_017077190.1|DEUG	LOC4803740|XP_015039306.2|DPSE
OG0006648	LOC108113633|XP_017079793.1|DEUG	LOC4813259|XP_015042913.1|DPSE
OG0006649	LOC108112936|XP_017078818.1|DEUG	LOC6898435|XP_002138477.3|DPSE
OG0006650	LOC108106561|XP_017069215.1|DEUG	LOC6898079|XP_015039065.1|DPSE
OG0006651	LOC108114215|XP_017080524.1|DEUG	LOC4813724|XP_033240858.1|DPSE
OG0006652	LOC108114151|XP_017080429.1|DEUG	LOC4813001|XP_001353630.4|DPSE
OG0006653	LOC108107723|XP_017070831.1|DEUG	LOC4813695|XP_015043445.2|DPSE
OG0006654	LOC108104622|XP_017066284.1|DEUG	LOC4812004|XP_001352803.3|DPSE
OG0006655	LOC108107876|XP_017071148.1|DEUG	LOC6900511|XP_002134900.1|DPSE
OG0006656	LOC108107736|XP_017070875.1|DEUG	LOC4812625|XP_033238645.1|DPSE
OG0006657	LOC108108902|XP_017072615.1|DEUG	LOC4804417|XP_001360985.3|DPSE
OG0006658	LOC108108036|XP_017071397.1|DEUG	LOC4813322|XP_001353659.2|DPSE
OG0006659	LOC108108170|XP_017071601.1|DEUG	LOC4813027|XP_001353661.4|DPSE
OG0006660	LOC108108112|XP_017071511.1|DEUG	LOC6900716|XP_033239019.1|DPSE
OG0006661	LOC108107808|XP_017071027.1|DEUG	LOC4813208|XP_033241537.1|DPSE
OG0006662	LOC108102640|XP_017063250.1|DEUG	LOC4817605|XP_001357007.1|DPSE
OG0006663	LOC108114490|XP_017080999.1|DEUG	LOC4811895|XP_001352846.3|DPSE
OG0006664	LOC108115671|XP_017082725.1|DEUG	LOC4801665|XP_001358717.1|DPSE
OG0006665	LOC108104727|XP_017066449.1|DEUG	LOC4814078|XP_001354252.4|DPSE
OG0006666	LOC108109250|XP_017073221.1|DEUG	LOC26533940|XP_015039944.1|DPSE
OG0006667	LOC108114560|XP_017081099.1|DEUG	LOC4813442|XP_001353227.2|DPSE
OG0006668	LOC108109129|XP_017073014.1|DEUG	LOC4804028|XP_033234288.1|DPSE
OG0006669	LOC108107899|XP_017071190.1|DEUG	LOC4812980|XP_033239775.1|DPSE
OG0006670	LOC108107580|XP_017070629.1|DEUG	LOC4813622|XP_001353336.1|DPSE
OG0006671	LOC108107958|XP_017071286.1|DEUG	LOC4813173|XP_015042749.2|DPSE
OG0006672	LOC108109821|XP_017074041.1|DEUG	LOC4814055|XP_001354214.4|DPSE
OG0006673	LOC108108008|XP_017071353.1|DEUG	LOC4814129|XP_001354276.1|DPSE
OG0006674	LOC108104677|XP_017066357.1|DEUG	LOC6900619|XP_002134992.1|DPSE
OG0006675	LOC108107908|XP_017071214.1|DEUG	LOC4812640|XP_001353029.1|DPSE
OG0006676	LOC108107864|XP_017071122.1|DEUG	LOC4813800|XP_001353746.1|DPSE
OG0006677	LOC108109806|XP_017074014.1|DEUG	LOC4813938|XP_001354100.1|DPSE
OG0006678	LOC108114203|XP_017080511.1|DEUG	LOC4812313|XP_001353007.1|DPSE
OG0006679	LOC108107874|XP_017071146.1|DEUG	LOC26532702|XP_015042467.1|DPSE
OG0006680	LOC108111293|XP_017076171.1|DEUG	LOC4800285|XP_001357611.3|DPSE
OG0006681	LOC108107957|XP_017071284.1|DEUG	LOC6900430|XP_015042747.2|DPSE
OG0006682	LOC108108109|XP_017071508.1|DEUG	LOC4812749|XP_001353127.2|DPSE
OG0006683	LOC108107608|XP_017070662.1|DEUG	LOC4811967|XP_001352713.1|DPSE
OG0006684	LOC108109805|XP_017074012.1|DEUG	LOC4813937|XP_001354099.4|DPSE
OG0006685	LOC108104885|XP_017066707.1|DEUG	LOC4804888|XP_001361376.2|DPSE
OG0006686	LOC108114105|XP_017080353.1|DEUG	LOC4812165|XP_033239271.1|DPSE
OG0006687	LOC108106057|XP_017068404.1|DEUG	LOC4814271|XP_001354383.3|DPSE
OG0006688	LOC108107600|XP_017070653.1|DEUG	LOC4812920|XP_001353836.3|DPSE
OG0006689	LOC108102785|XP_017063435.1|DEUG	LOC4813606|XP_001353730.3|DPSE
OG0006690	LOC108117328|XP_017085191.1|DEUG	LOC4802083|XP_033235699.1|DPSE
OG0006691	LOC108107963|XP_017071292.1|DEUG	LOC4813248|XP_003736170.1|DPSE
OG0006692	LOC108102851|XP_017063537.1|DEUG	LOC4813183|XP_001353726.1|DPSE
OG0006694	LOC108103310|XP_017064222.1|DEUG	LOC4815906|XP_001355231.3|DPSE
OG0006695	LOC108109827|XP_017074052.1|DEUG	LOC4813949|XP_001354109.2|DPSE
OG0006696	LOC108113479|XP_017079551.1|DEUG	LOC26533928|XP_015035235.2|DPSE
OG0006697	LOC108117363|XP_017085232.1|DEUG	LOC4812241|XP_015043713.1|DPSE
OG0006698	LOC108114494|XP_017081001.1|DEUG	LOC4811860|XP_001352592.1|DPSE
OG0006699	LOC108108004|XP_017071347.1|DEUG	LOC4812499|XP_001352733.4|DPSE
OG0006700	LOC108117371|XP_017085245.1|DEUG	LOC4813993|XP_001354147.1|DPSE
OG0006701	LOC108113300|XP_017079340.1|DEUG	LOC4805329|XP_001361747.2|DPSE
OG0006702	LOC108104691|XP_017066386.1|DEUG	LOC4812322|XP_015043627.1|DPSE
OG0006703	LOC108114192|XP_017080492.1|DEUG	LOC6900149|XP_033237546.1|DPSE
OG0006704	LOC108114193|XP_017080493.1|DEUG	LOC4812343|XP_001352810.2|DPSE
OG0006705	LOC108104533|XP_017066152.1|DEUG	LOC4804568|XP_001361109.3|DPSE
OG0006706	LOC108107478|XP_017070513.1|DEUG	LOC4804694|XP_001361213.2|DPSE
OG0006707	LOC108109153|XP_017073059.1|DEUG	LOC4804526|XP_001361075.2|DPSE
OG0006708	LOC108105078|XP_017066991.1|DEUG	LOC6902132|XP_002133663.2|DPSE
OG0006709	LOC108103942|XP_017065191.1|DEUG	LOC4815448|XP_001355372.3|DPSE
OG0006710	LOC108114231|XP_017080586.1|DEUG	LOC6900178|XP_015043914.2|DPSE
OG0006711	LOC108114230|XP_017080585.1|DEUG	LOC4812555|XP_001352854.4|DPSE
OG0006712	LOC108107726|XP_017070852.1|DEUG	LOC6900995|XP_033240783.1|DPSE
OG0006713	LOC108114644|XP_017081204.1|DEUG	LOC4813772|XP_033239965.1|DPSE
OG0006714	LOC108114642|XP_017081200.1|DEUG	LOC4813085|XP_001353642.3|DPSE
OG0006715	LOC108114626|XP_017081182.1|DEUG	LOC4812371|XP_001352851.3|DPSE
OG0006716	LOC108110966|XP_017075754.1|DEUG	LOC4816946|XP_001356831.3|DPSE
OG0006717	LOC108108220|XP_017071676.1|DEUG	LOC4812754|XP_001353401.2|DPSE
OG0006718	LOC108107825|XP_017071064.1|DEUG	LOC4813733|XP_001353402.1|DPSE
OG0006719	LOC108113985|XP_017080217.1|DEUG	LOC4812020|XP_001352819.4|DPSE
OG0006720	LOC108108540|XP_017072103.1|DEUG	LOC4813419|XP_033239882.1|DPSE
OG0006721	LOC108107984|XP_017071316.1|DEUG	LOC4813200|XP_001353395.2|DPSE
OG0006722	LOC108114712|XP_017081303.1|DEUG	LOC4811979|XP_001352563.3|DPSE
OG0006723	LOC108106980|XP_017069804.1|DEUG	LOC4816113|XP_001355785.2|DPSE
OG0006724	LOC108117547|XP_017085545.1|DEUG	LOC4800423|XP_001357701.1|DPSE
OG0006725	LOC108117531|XP_017085519.1|DEUG	LOC6896751|XP_033241598.1|DPSE
OG0006726	LOC108111670|XP_017076692.1|DEUG	LOC4801944|XP_001358959.1|DPSE
OG0006727	LOC108117529|XP_017085515.1|DEUG	LOC4800244|XP_033241595.1|DPSE
OG0006728	LOC108108293|XP_017071786.1|DEUG	LOC4802632|XP_001359516.3|DPSE
OG0006729	LOC108112746|XP_017078472.1|DEUG	LOC4805323|XP_004444449.1|DPSE
OG0006730	LOC108112742|XP_017078469.1|DEUG	LOC4805324|XP_001361743.2|DPSE
OG0006731	LOC108107093|XP_017069962.1|DEUG	LOC6902354|XP_002133300.1|DPSE
OG0006732	LOC108109770|XP_017073933.1|DEUG	LOC4814090|XP_033239907.1|DPSE
OG0006733	LOC108113943|XP_017080142.1|DEUG	LOC4813990|XP_001354188.2|DPSE
OG0006734	LOC108114108|XP_017080360.1|DEUG	LOC4814006|XP_001354187.1|DPSE
OG0006735	LOC108109885|XP_017074176.1|DEUG	LOC4814045|XP_001354207.3|DPSE
OG0006736	LOC108108010|XP_017071355.1|DEUG	LOC4814166|XP_001354274.1|DPSE
OG0006737	LOC108108582|XP_017072166.1|DEUG	LOC4813731|XP_001353332.1|DPSE
OG0006738	LOC108106247|XP_017068702.1|DEUG	LOC4805147|XP_001361598.3|DPSE
OG0006739	LOC108107782|XP_017070967.1|DEUG	LOC4813221|XP_001353865.1|DPSE
OG0006740	LOC108109884|XP_017074175.1|DEUG	LOC4814080|XP_001354259.1|DPSE
OG0006741	LOC108109883|XP_017074173.1|DEUG	LOC4814094|XP_001354258.1|DPSE
OG0006742	LOC108116392|XP_017083743.1|DEUG	LOC4802462|XP_033234366.1|DPSE
OG0006743	LOC108110971|XP_017075761.1|DEUG	LOC4817932|XP_001357451.4|DPSE
OG0006744	LOC108114606|XP_017081156.1|DEUG	LOC6900734|XP_002135094.1|DPSE
OG0006745	LOC108111504|XP_017076506.1|DEUG	LOC4802562|XP_001359459.4|DPSE
OG0006746	LOC108109841|XP_017074081.1|DEUG	LOC6900707|XP_002135070.1|DPSE
OG0006747	LOC108109904|XP_017074199.1|DEUG	LOC4814079|XP_015042419.2|DPSE
OG0006748	LOC108105519|XP_017067634.1|DEUG	LOC4814328|XP_001354481.2|DPSE
OG0006749	LOC108113868|XP_017080074.1|DEUG	LOC4812465|XP_033238515.1|DPSE
OG0006750	LOC108103864|XP_017065065.1|DEUG	LOC4814880|XP_001354684.1|DPSE
OG0006752	LOC108107632|XP_017070691.1|DEUG	LOC4812510|XP_001352426.3|DPSE
OG0006753	LOC108107583|XP_017070633.1|DEUG	LOC4811884|XP_001352427.1|DPSE
OG0006754	LOC108104648|XP_017066317.1|DEUG	LOC6899981|XP_033239232.1|DPSE
OG0006755	LOC108104710|XP_017066418.1|DEUG	LOC4812543|XP_001352805.1|DPSE
OG0006756	LOC108108195|XP_017071636.1|DEUG	LOC6900723|XP_002135086.2|DPSE
OG0006757	LOC108107671|XP_017070748.1|DEUG	LOC4813464|XP_001353842.1|DPSE
OG0006758	LOC108107625|XP_017070683.1|DEUG	LOC4814056|XP_001354286.3|DPSE
OG0006759	LOC108108024|XP_017071377.1|DEUG	LOC4814068|XP_033239802.1|DPSE
OG0006760	LOC108114211|XP_017080519.1|DEUG	LOC4811927|XP_033238371.1|DPSE
OG0006761	LOC108115396|XP_017082320.1|DEUG	LOC4802064|XP_001359057.1|DPSE
OG0006762	LOC108117695|XP_017085721.1|DEUG	LOC6902326|XP_015041396.2|DPSE
OG0006763	LOC108113280|XP_017079318.1|DEUG	LOC4804823|XP_001361325.3|DPSE
OG0006764	LOC108106605|XP_017069285.1|DEUG	LOC4803649|XP_001360333.2|DPSE
OG0006765	LOC108113219|XP_017079245.1|DEUG	LOC4804819|XP_001361321.1|DPSE
OG0006766	LOC108102824|XP_017063502.1|DEUG	LOC4813385|XP_015042994.2|DPSE
OG0006767	LOC108114522|XP_017081040.1|DEUG	LOC4813709|XP_001354069.1|DPSE
OG0006768	LOC108114520|XP_017081033.1|DEUG	LOC4813708|XP_001354068.3|DPSE
OG0006769	LOC108114521|XP_017081039.1|DEUG	LOC4813879|XP_001354070.1|DPSE
OG0006770	LOC108107656|XP_017070731.1|DEUG	LOC4812183|XP_033238251.1|DPSE
OG0006771	LOC108105036|XP_017066923.1|DEUG	LOC117184822|XP_033239671.1|DPSE, LOC4815347|XP_002134209.1|DPSE
OG0006772	LOC108112185|XP_017077486.1|DEUG	LOC6898164|XP_002138242.3|DPSE
OG0006773	LOC108107744|XP_017070895.1|DEUG	LOC4812211|XP_001352740.2|DPSE
OG0006774	LOC108108755|XP_017072403.1|DEUG	LOC4812529|XP_001352965.3|DPSE
OG0006775	LOC108114409|XP_017080873.1|DEUG	LOC6899937|XP_002135305.2|DPSE
OG0006776	LOC108108132|XP_017071541.1|DEUG	LOC4812107|XP_001352429.3|DPSE
OG0006777	LOC108114412|XP_017080876.1|DEUG	LOC4811959|XP_001352430.2|DPSE
OG0006779	LOC108102855|XP_017063541.1|DEUG	LOC4814071|XP_001354235.2|DPSE
OG0006780	LOC108104916|XP_017066753.1|DEUG	LOC4813552|XP_001353249.1|DPSE
OG0006781	LOC108108014|XP_017071358.1|DEUG	LOC4812979|XP_015043115.2|DPSE
OG0006782	LOC108102773|XP_017063422.1|DEUG	LOC4812324|XP_015043837.2|DPSE
OG0006783	LOC108112518|XP_017077900.1|DEUG	LOC4805725|XP_001362080.3|DPSE
OG0006784	LOC108107788|XP_017070980.1|DEUG	LOC4812811|XP_015042950.2|DPSE
OG0006785	LOC108113206|XP_017079228.1|DEUG	LOC4805222|XP_033233483.1|DPSE
OG0006786	LOC108113151|XP_017079149.1|DEUG	LOC4804444|XP_001361005.4|DPSE
OG0006787	LOC108114567|XP_017081106.1|DEUG	LOC4813877|XP_001353900.2|DPSE
OG0006788	LOC108114569|XP_017081109.1|DEUG	LOC4812823|XP_001353899.3|DPSE
OG0006789	LOC108103479|XP_017064471.1|DEUG	LOC4814502|XP_001354581.2|DPSE
OG0006790	LOC108110871|XP_017075606.1|DEUG	LOC4816760|XP_001356002.3|DPSE
OG0006791	LOC108107729|XP_017070866.1|DEUG	LOC4812918|XP_033238519.1|DPSE
OG0006792	LOC108114118|XP_017080379.1|DEUG	LOC4812688|XP_033237449.1|DPSE
OG0006793	LOC108114312|XP_017080712.1|DEUG	LOC4812681|XP_001353065.4|DPSE
OG0006794	LOC108106641|XP_017069342.1|DEUG	LOC4803406|XP_033234941.1|DPSE
OG0006795	LOC108108215|XP_017071672.1|DEUG	LOC6900612|XP_002134984.1|DPSE
OG0006796	LOC108108807|XP_017072480.1|DEUG	LOC4813956|XP_001354115.1|DPSE
OG0006797	LOC108110899|XP_017075647.1|DEUG	LOC117184252|XP_033236848.1|DPSE
OG0006799	LOC108114163|XP_017080443.1|DEUG	LOC6900036|XP_002135401.2|DPSE
OG0006800	LOC108105961|XP_017068249.1|DEUG	LOC6900588|XP_002134961.3|DPSE
OG0006801	LOC108103176|XP_017064051.1|DEUG	LOC4814592|XP_001354582.4|DPSE
OG0006802	LOC108113106|XP_017079070.1|DEUG	LOC4805294|XP_001361716.2|DPSE
OG0006803	LOC108106619|XP_017069307.1|DEUG	LOC4805649|XP_001362016.1|DPSE
OG0006804	LOC108114690|XP_017081271.1|DEUG	LOC6900739|XP_015043274.1|DPSE
OG0006805	LOC108113193|XP_017079209.1|DEUG	LOC4804763|XP_001361274.2|DPSE
OG0006806	LOC108114426|XP_017080903.1|DEUG	LOC4812395|XP_001352572.4|DPSE
OG0006807	LOC108108759|XP_017072410.1|DEUG	LOC4812558|XP_033240971.1|DPSE
OG0006808	LOC108104590|XP_017066242.1|DEUG	LOC4804518|XP_001361069.1|DPSE
OG0006809	LOC108107621|XP_017070679.1|DEUG	LOC4812223|XP_001352859.3|DPSE
OG0006810	LOC108114404|XP_017080866.1|DEUG	LOC4813002|XP_001353267.2|DPSE
OG0006811	LOC108113539|XP_017079623.1|DEUG	LOC4801721|XP_001358766.1|DPSE
OG0006812	LOC108109859|XP_017074127.1|DEUG	LOC4814074|XP_001354190.2|DPSE
OG0006813	LOC108116878|XP_017084461.1|DEUG	LOC4801447|XP_001358541.5|DPSE
OG0006814	LOC108107901|XP_017071193.1|DEUG	LOC4813755|XP_001353350.1|DPSE
OG0006815	LOC108107921|XP_017071232.1|DEUG	LOC4811880|XP_001352860.3|DPSE
OG0006816	LOC108107967|XP_017071297.1|DEUG	LOC4812430|XP_001352861.4|DPSE
OG0006817	LOC108103596|XP_017064613.1|DEUG	LOC4813836|XP_033237758.1|DPSE
OG0006818	LOC108104740|XP_017066466.1|DEUG	LOC4813264|XP_001353672.4|DPSE
OG0006819	LOC108108724|XP_017072347.1|DEUG	LOC6900266|XP_002135595.2|DPSE, LOC6897142|XP_002137322.1|DPSE
OG0006820	LOC108108776|XP_017072436.1|DEUG	LOC4812245|XP_001352953.2|DPSE
OG0006821	LOC108112325|XP_017077646.1|DEUG	LOC4817252|XP_001356792.4|DPSE
OG0006822	LOC108109177|XP_017073091.1|DEUG	LOC4804437|XP_015039955.2|DPSE
OG0006823	LOC108114605|XP_017081155.1|DEUG	LOC4812055|XP_001352441.1|DPSE
OG0006824	LOC108108018|XP_017071364.1|DEUG	LOC4812880|XP_001353754.1|DPSE
OG0006825	LOC108114473|XP_017080971.1|DEUG	LOC6900566|XP_002134944.1|DPSE
OG0006826	LOC108114417|XP_017080889.1|DEUG	LOC6900166|XP_015043895.2|DPSE
OG0006827	LOC108116235|XP_017083515.1|DEUG	LOC4802929|XP_001359745.3|DPSE
OG0006828	LOC108110854|XP_017075590.1|DEUG	LOC6899811|XP_033235756.1|DPSE
OG0006829	LOC108108217|XP_017071674.1|DEUG	LOC4812200|XP_001352702.3|DPSE
OG0006830	LOC108113852|XP_017080054.1|DEUG	LOC4812618|XP_001352411.1|DPSE
OG0006831	LOC108109826|XP_017074051.1|DEUG	LOC6900887|XP_002135244.2|DPSE
OG0006832	LOC108109902|XP_017074198.1|DEUG	LOC4812724|XP_001353103.2|DPSE
OG0006833	LOC108114232|XP_017080592.1|DEUG	LOC6900880|XP_015043471.2|DPSE
OG0006834	LOC108109427|XP_017073414.1|DEUG	LOC4801958|XP_033232706.1|DPSE
OG0006835	LOC108109858|XP_017074126.1|DEUG	LOC4814164|XP_001354265.1|DPSE
OG0006836	LOC108108211|XP_017071661.1|DEUG	LOC4812594|XP_001352716.3|DPSE
OG0006837	LOC108108119|XP_017071525.1|DEUG	LOC4812674|XP_001353058.2|DPSE
OG0006838	LOC108114322|XP_017080729.1|DEUG	LOC4813276|XP_001353715.1|DPSE
OG0006839	LOC108108040|XP_017071403.1|DEUG	LOC4812670|XP_001353054.1|DPSE
OG0006840	LOC108107024|XP_017069860.1|DEUG	LOC6903407|XP_033236381.1|DPSE
OG0006841	LOC108107951|XP_017071272.1|DEUG	LOC4812026|XP_001352636.1|DPSE
OG0006842	LOC108108162|XP_017071589.1|DEUG	LOC6900620|XP_033239003.1|DPSE
OG0006843	LOC108104408|XP_017065947.1|DEUG	LOC4815339|XP_001354517.2|DPSE
OG0006844	LOC108117504|XP_017085476.1|DEUG	LOC4801031|XP_033241735.1|DPSE
OG0006845	LOC108114683|XP_017081263.1|DEUG	LOC4812584|XP_015043564.2|DPSE
OG0006846	LOC108114730|XP_017081328.1|DEUG	LOC6900174|XP_002135513.2|DPSE
OG0006847	LOC108114511|XP_017081020.1|DEUG	LOC4812608|XP_001352840.4|DPSE
OG0006848	LOC108108926|XP_017072667.1|DEUG	LOC4805719|XP_033233704.1|DPSE
OG0006849	LOC108109893|XP_017074186.1|DEUG	LOC4812732|XP_001353111.3|DPSE
OG0006850	LOC108109898|XP_017074194.1|DEUG	LOC4812731|XP_033238338.1|DPSE
OG0006851	LOC108109906|XP_017074201.1|DEUG	LOC6900324|XP_033238339.1|DPSE
OG0006852	LOC108112455|XP_017077795.1|DEUG	LOC4805340|XP_001361756.2|DPSE
OG0006853	LOC108109777|XP_017073943.1|DEUG	LOC4814089|XP_001354196.2|DPSE
OG0006854	LOC108104873|XP_017066689.1|DEUG	LOC4804718|XP_001361236.2|DPSE
OG0006855	LOC108107763|XP_017070942.1|DEUG	LOC4813566|XP_001353407.1|DPSE
OG0006856	LOC108112791|XP_017078561.1|DEUG	LOC4804816|XP_033233599.1|DPSE
OG0006857	LOC108110363|XP_017074903.1|DEUG	LOC4804835|XP_033233999.1|DPSE
OG0006858	LOC108109864|XP_017074138.1|DEUG	LOC4812552|XP_001352517.2|DPSE
OG0006859	LOC108112876|XP_017078700.1|DEUG	LOC4803636|XP_015039219.2|DPSE
OG0006860	LOC108112744|XP_017078471.1|DEUG	LOC4805325|XP_001361745.1|DPSE
OG0006861	LOC108112541|XP_017077962.1|DEUG	LOC6898636|XP_002138641.1|DPSE
OG0006862	LOC108108304|XP_017071809.1|DEUG	LOC4814010|XP_015042529.2|DPSE
OG0006863	LOC108109948|XP_017074242.1|DEUG	LOC4814399|XP_001354353.1|DPSE
OG0006864	LOC108112759|XP_017078505.1|DEUG	LOC4805194|XP_001361639.2|DPSE
OG0006865	LOC108111606|XP_017076621.1|DEUG	LOC4801195|XP_033241542.1|DPSE
OG0006866	LOC108113189|XP_017079204.1|DEUG	LOC4804221|XP_001360815.3|DPSE
OG0006867	LOC108112898|XP_017078745.1|DEUG	LOC4805373|XP_001361783.3|DPSE
OG0006868	LOC108112896|XP_017078742.1|DEUG	LOC4805374|XP_001361784.2|DPSE
