Orthogroup	DEUG.longest_only	SLEB.longest_only
OG0004888	LOC108111950|XP_017077120.1|DEUG	LOC115634508|XP_030388134.1|SLEB
OG0004889	LOC108104780|XP_017066519.1|DEUG	LOC115620329|XP_030369397.1|SLEB
OG0004890	LOC108112864|XP_017078679.1|DEUG	LOC115627797|XP_030379488.1|SLEB
OG0004891	LOC108103851|XP_017065042.1|DEUG	LOC115629265|XP_030381549.1|SLEB
OG0004892	LOC108113310|XP_017079352.1|DEUG	LOC115633970|XP_030387351.1|SLEB
OG0004893	LOC108112506|XP_017077882.1|DEUG	LOC115629944|XP_030382452.1|SLEB
OG0004894	LOC108113346|XP_017079398.1|DEUG	LOC115634805|XP_030388577.1|SLEB
OG0004895	LOC108109187|XP_017073110.1|DEUG	LOC115633311|XP_030386604.1|SLEB
OG0004896	LOC108111999|XP_017077219.1|DEUG	LOC115626833|XP_030378177.1|SLEB
OG0004897	LOC108112014|XP_017077241.1|DEUG	LOC115624567|XP_030375159.1|SLEB
OG0004898	LOC108104821|XP_017066597.1|DEUG	LOC115619989|XP_030368922.1|SLEB
OG0004899	LOC108106488|XP_017069056.1|DEUG	LOC115619944|XP_030368831.1|SLEB
OG0004900	LOC108104860|XP_017066670.1|DEUG	LOC115628005|XP_030379787.1|SLEB
OG0004901	LOC108104839|XP_017066635.1|DEUG	LOC115628933|XP_030381069.1|SLEB
OG0004902	LOC108113887|XP_017080085.1|DEUG	LOC115622200|XP_030371954.1|SLEB
OG0004903	LOC108112932|XP_017078812.1|DEUG	LOC115634353|XP_030387871.1|SLEB
OG0004904	LOC108116684|XP_017084184.1|DEUG	LOC115620239|XP_030369246.1|SLEB
OG0004905	LOC108113066|XP_017078991.1|DEUG	LOC115620009|XP_030368968.1|SLEB
OG0004906	LOC108117354|XP_017085218.1|DEUG	LOC115632445|XP_030385451.1|SLEB
OG0004907	LOC108102762|XP_017063409.1|DEUG	LOC115632385|XP_030385374.1|SLEB
OG0004908	LOC108114413|XP_017080877.1|DEUG	LOC115632334|XP_030385299.1|SLEB
OG0004909	LOC108114288|XP_017080674.1|DEUG	LOC115633072|XP_030386303.1|SLEB
OG0004910	LOC108114536|XP_017081063.1|DEUG	LOC115633071|XP_030386301.1|SLEB
OG0004911	LOC108108064|XP_017071429.1|DEUG	LOC115632917|XP_030386068.1|SLEB, LOC115626804|XP_030378134.1|SLEB
OG0004912	LOC108117359|XP_017085226.1|DEUG	LOC115632563|XP_030385641.1|SLEB
OG0004913	LOC108108892|XP_017072600.1|DEUG	LOC115620003|XP_030368951.1|SLEB
OG0004914	LOC108109148|XP_017073043.1|DEUG	LOC115623750|XP_030374148.1|SLEB
OG0004915	LOC108107463|XP_017070497.1|DEUG	LOC115624590|XP_030375192.1|SLEB
OG0004916	LOC108113266|XP_017079303.1|DEUG	LOC115620053|XP_030369046.1|SLEB
OG0004917	LOC108117364|XP_017085236.1|DEUG	LOC115624975|XP_030375687.1|SLEB
OG0004918	LOC108117362|XP_017085229.1|DEUG	LOC115624972|XP_030375683.1|SLEB
OG0004919	LOC108109360|XP_017073317.1|DEUG	LOC115621374|XP_030370861.1|SLEB
OG0004920	LOC108107563|XP_017070610.1|DEUG	LOC115623162|XP_030373237.1|SLEB
OG0004921	LOC108102728|XP_017063356.1|DEUG	LOC115628223|XP_030380079.1|SLEB
OG0004922	LOC108109894|XP_017074189.1|DEUG	LOC115633155|XP_030386425.1|SLEB
OG0004923	LOC108107611|XP_017070670.1|DEUG	LOC115624792|XP_030375495.1|SLEB
OG0004924	LOC108107811|XP_017071030.1|DEUG	LOC115632679|XP_030385772.1|SLEB
OG0004925	LOC108102871|XP_017063567.1|DEUG	LOC115632171|XP_030385060.1|SLEB
OG0004926	LOC108114729|XP_017081326.1|DEUG	LOC115623059|XP_030373098.1|SLEB
OG0004927	LOC108108274|XP_017071751.1|DEUG	LOC115632977|XP_030386148.1|SLEB
OG0004928	LOC108111953|XP_017077133.1|DEUG	LOC115634361|XP_030387940.1|SLEB
OG0004929	LOC108104707|XP_017066415.1|DEUG	LOC115628308|XP_030380218.1|SLEB
OG0004930	LOC108106588|XP_017069258.1|DEUG	LOC115624604|XP_030375213.1|SLEB
OG0004931	LOC108109251|XP_017073222.1|DEUG	LOC115623097|XP_030373166.1|SLEB
OG0004932	LOC108104643|XP_017066310.1|DEUG	LOC115632714|XP_030385816.1|SLEB
OG0004933	LOC108113312|XP_017079355.1|DEUG	LOC115628443|XP_030380421.1|SLEB
OG0004934	LOC108107491|XP_017070526.1|DEUG	LOC115633957|XP_030387335.1|SLEB
OG0004935	LOC108112648|XP_017078252.1|DEUG	LOC115620019|XP_030368983.1|SLEB
OG0004936	LOC108108053|XP_017071416.1|DEUG	LOC115622742|XP_030372649.1|SLEB
OG0004937	LOC108107807|XP_017071026.1|DEUG	LOC115632386|XP_030385375.1|SLEB
OG0004938	LOC108109813|XP_017074027.1|DEUG	LOC115622824|XP_030372759.1|SLEB
OG0004939	LOC108108524|XP_017072085.1|DEUG	LOC115633722|XP_030387048.1|SLEB, LOC115633745|XP_030387078.1|SLEB
OG0004940	LOC108108599|XP_017072185.1|DEUG	LOC115623825|XP_030374233.1|SLEB
OG0004941	LOC108114538|XP_017081070.1|DEUG	LOC115632715|XP_030385818.1|SLEB
OG0004942	LOC108107861|XP_017071117.1|DEUG	LOC115622719|XP_030372619.1|SLEB
OG0004943	LOC108109810|XP_017074023.1|DEUG	LOC115622485|XP_030372291.1|SLEB
OG0004944	LOC108107869|XP_017071138.1|DEUG	LOC115622588|XP_030372443.1|SLEB
OG0004945	LOC108113342|XP_017079392.1|DEUG	LOC115625172|XP_030375991.1|SLEB
OG0004946	LOC108108771|XP_017072425.1|DEUG	LOC115628180|XP_030380027.1|SLEB
OG0004947	LOC108102806|XP_017063474.1|DEUG	LOC115628241|XP_030380114.1|SLEB
OG0004948	LOC108102788|XP_017063438.1|DEUG	LOC115628411|XP_030380359.1|SLEB
OG0004949	LOC108113584|XP_017079719.1|DEUG	LOC115628362|XP_030380299.1|SLEB
OG0004950	LOC108104655|XP_017066325.1|DEUG	LOC115632909|XP_030386059.1|SLEB
OG0004951	LOC108116024|XP_017083200.1|DEUG	LOC115621224|XP_030370670.1|SLEB
OG0004952	LOC108107955|XP_017071281.1|DEUG	LOC115632666|XP_030385760.1|SLEB
OG0004953	LOC108114440|XP_017080922.1|DEUG	LOC115632183|XP_030385077.1|SLEB
OG0004954	LOC108114436|XP_017080916.1|DEUG	LOC115632483|XP_030385518.1|SLEB
OG0004955	LOC108114110|XP_017080362.1|DEUG	LOC115622606|XP_030372464.1|SLEB
OG0004956	LOC108104822|XP_017066598.1|DEUG	LOC115634411|XP_030387967.1|SLEB
OG0004957	LOC108107853|XP_017071108.1|DEUG	LOC115632455|XP_030385471.1|SLEB
OG0004958	LOC108108233|XP_017071688.1|DEUG	LOC115632451|XP_030385462.1|SLEB
OG0004959	LOC108107964|XP_017071293.1|DEUG	LOC115632889|XP_030386030.1|SLEB
OG0004960	LOC108107962|XP_017071290.1|DEUG	LOC115632319|XP_030385282.1|SLEB
OG0004961	LOC108112454|XP_017077794.1|DEUG	LOC115627004|XP_030378384.1|SLEB
OG0004962	LOC108114633|XP_017081188.1|DEUG	LOC115632199|XP_030385105.1|SLEB
OG0004963	LOC108108546|XP_017072110.1|DEUG	LOC115621909|XP_030371604.1|SLEB
OG0004964	LOC108114489|XP_017080998.1|DEUG	LOC115623234|XP_030373343.1|SLEB
OG0004965	LOC108102764|XP_017063411.1|DEUG	LOC115622930|XP_030372918.1|SLEB
OG0004966	LOC108102729|XP_017063364.1|DEUG	LOC115623278|XP_030373420.1|SLEB
OG0004967	LOC108106397|XP_017068894.1|DEUG	LOC115633851|XP_030387202.1|SLEB
OG0004968	LOC108108179|XP_017071612.1|DEUG	LOC115624652|XP_030375292.1|SLEB
OG0004969	LOC108112499|XP_017077867.1|DEUG	LOC115634209|XP_030387661.1|SLEB
OG0004970	LOC108108161|XP_017071587.1|DEUG	LOC115632640|XP_030385730.1|SLEB
OG0004971	LOC108107789|XP_017070988.1|DEUG	LOC115632164|XP_030385051.1|SLEB
OG0004972	LOC108102747|XP_017063387.1|DEUG	LOC115622906|XP_030372889.1|SLEB
OG0004973	LOC108104679|XP_017066364.1|DEUG	LOC115633118|XP_030386367.1|SLEB
OG0004974	LOC108107902|XP_017071194.1|DEUG	LOC115632605|XP_030385692.1|SLEB
OG0004975	LOC108107913|XP_017071222.1|DEUG	LOC115624990|XP_030375718.1|SLEB
OG0004976	LOC108107609|XP_017070665.1|DEUG	LOC115628343|XP_030380267.1|SLEB
OG0004977	LOC108109151|XP_017073054.1|DEUG	LOC115620170|XP_030369161.1|SLEB
OG0004978	LOC108112790|XP_017078560.1|DEUG	LOC115623560|XP_030373820.1|SLEB
OG0004979	LOC108109796|XP_017073994.1|DEUG	LOC115622514|XP_030372328.1|SLEB
OG0004980	LOC108118227|XP_017086296.1|DEUG	LOC115622844|XP_030372785.1|SLEB
OG0004981	LOC108108586|XP_017072170.1|DEUG	LOC115633670|XP_030386975.1|SLEB
OG0004982	LOC108108583|XP_017072167.1|DEUG	LOC115633824|XP_030387171.1|SLEB
OG0004983	LOC108114587|XP_017081132.1|DEUG	LOC115632288|XP_030385241.1|SLEB
OG0004984	LOC108114674|XP_017081245.1|DEUG	LOC115622800|XP_030372725.1|SLEB
OG0004985	LOC108102811|XP_017063479.1|DEUG	LOC115628369|XP_030380305.1|SLEB
OG0004986	LOC108108600|XP_017072187.1|DEUG	LOC115622315|XP_030372081.1|SLEB
OG0004987	LOC108114340|XP_017080754.1|DEUG	LOC115632953|XP_030386110.1|SLEB
OG0004988	LOC108102812|XP_017063481.1|DEUG	LOC115628250|XP_030380126.1|SLEB
OG0004989	LOC108114507|XP_017081016.1|DEUG	LOC115632449|XP_030385459.1|SLEB
OG0004990	LOC108108952|XP_017072695.1|DEUG	LOC115634248|XP_030387702.1|SLEB
OG0004991	LOC108106600|XP_017069279.1|DEUG	LOC115634751|XP_030388501.1|SLEB
OG0004992	LOC108106601|XP_017069281.1|DEUG	LOC115634752|XP_030388503.1|SLEB
OG0004993	LOC108107595|XP_017070647.1|DEUG	LOC115632746|XP_030385854.1|SLEB
OG0004994	LOC108108150|XP_017071569.1|DEUG	LOC115628405|XP_030380354.1|SLEB
OG0004995	LOC108107852|XP_017071102.1|DEUG	LOC115632732|XP_030385838.1|SLEB
OG0004996	LOC108108343|XP_017071868.1|DEUG	LOC115632332|XP_030385297.1|SLEB
OG0004997	LOC108112813|XP_017078600.1|DEUG	LOC115624930|XP_030375644.1|SLEB
OG0004998	LOC108112633|XP_017078229.1|DEUG	LOC115634227|XP_030387678.1|SLEB
OG0004999	LOC108107545|XP_017070575.1|DEUG	LOC115622896|XP_030372872.1|SLEB
OG0005000	LOC108112169|XP_017077435.1|DEUG	LOC115622262|XP_030372027.1|SLEB
OG0005001	LOC108109867|XP_017074148.1|DEUG	LOC115623045|XP_030373081.1|SLEB
OG0005002	LOC108111822|XP_017076919.1|DEUG	LOC115623966|XP_030374394.1|SLEB
OG0005003	LOC108109887|XP_017074178.1|DEUG	LOC115633139|XP_030386406.1|SLEB
OG0005004	LOC108114103|XP_017080351.1|DEUG	LOC115622566|XP_030372398.1|SLEB
OG0005005	LOC108108464|XP_017072008.1|DEUG	LOC115634528|XP_030388194.1|SLEB
OG0005006	LOC108102857|XP_017063546.1|DEUG	LOC115632177|XP_030385069.1|SLEB
OG0005007	LOC108108581|XP_017072164.1|DEUG	LOC115632705|XP_030385803.1|SLEB
OG0005008	LOC108104631|XP_017066295.1|DEUG	LOC115622417|XP_030372210.1|SLEB
OG0005009	LOC108108432|XP_017071975.1|DEUG	LOC115628541|XP_030380562.1|SLEB
OG0005010	LOC108114585|XP_017081129.1|DEUG	LOC115624360|XP_030374927.1|SLEB
OG0005011	LOC108107263|XP_017070182.1|DEUG	LOC115634583|XP_030388276.1|SLEB
OG0005012	LOC108114561|XP_017081100.1|DEUG	LOC115622677|XP_030372554.1|SLEB
OG0005013	LOC108108309|XP_017071817.1|DEUG	LOC115625382|XP_030376278.1|SLEB
OG0005014	LOC108114325|XP_017080732.1|DEUG	LOC115632527|XP_030385584.1|SLEB
OG0005015	LOC108108054|XP_017071417.1|DEUG	LOC115622693|XP_030372579.1|SLEB
OG0005016	LOC108117398|XP_017085293.1|DEUG	LOC115622379|XP_030372162.1|SLEB
OG0005017	LOC108109793|XP_017073991.1|DEUG	LOC115623282|XP_030373424.1|SLEB
OG0005018	LOC108104697|XP_017066397.1|DEUG	LOC115628245|XP_030380121.1|SLEB
OG0005019	LOC108114566|XP_017081105.1|DEUG	LOC115632101|XP_030384942.1|SLEB
OG0005020	LOC108104762|XP_017066486.1|DEUG	LOC115633635|XP_030386933.1|SLEB
OG0005021	LOC108110807|XP_017075527.1|DEUG	LOC115631703|XP_030384389.1|SLEB
OG0005022	LOC108102817|XP_017063488.1|DEUG	LOC115628289|XP_030380196.1|SLEB
OG0005023	LOC108104878|XP_017066694.1|DEUG	LOC115626651|XP_030377919.1|SLEB
OG0005024	LOC108113880|XP_017080078.1|DEUG	LOC115628408|XP_030380357.1|SLEB
OG0005025	LOC108117373|XP_017085248.1|DEUG	LOC115622915|XP_030372899.1|SLEB
OG0005026	LOC108109870|XP_017074153.1|DEUG	LOC115622161|XP_030371890.1|SLEB
OG0005027	LOC108108002|XP_017071345.1|DEUG	LOC115628247|XP_030380122.1|SLEB
OG0005028	LOC108111800|XP_017076880.1|DEUG	LOC115620749|XP_030370004.1|SLEB
OG0005029	LOC108108579|XP_017072160.1|DEUG	LOC115632333|XP_030385298.1|SLEB
OG0005030	LOC108104646|XP_017066315.1|DEUG	LOC115620523|XP_030369649.1|SLEB
OG0005031	LOC108114425|XP_017080901.1|DEUG	LOC115632247|XP_030385168.1|SLEB
OG0005032	LOC108114179|XP_017080475.1|DEUG	LOC115623240|XP_030373358.1|SLEB
OG0005033	LOC108107880|XP_017071153.1|DEUG	LOC115622332|XP_030372102.1|SLEB
OG0005034	LOC108107637|XP_017070711.1|DEUG	LOC115622328|XP_030372097.1|SLEB
OG0005035	LOC108114180|XP_017080476.1|DEUG	LOC115623241|XP_030373359.1|SLEB
OG0005036	LOC108107837|XP_017071079.1|DEUG	LOC115622248|XP_030372006.1|SLEB
OG0005037	LOC108117360|XP_017085227.1|DEUG	LOC115633033|XP_030386237.1|SLEB
OG0005038	LOC108108095|XP_017071480.1|DEUG	LOC115632253|XP_030385181.1|SLEB
OG0005039	LOC108102658|XP_017063286.1|DEUG	LOC115630660|XP_030383162.1|SLEB
OG0005040	LOC108114512|XP_017081021.1|DEUG	LOC115623256|XP_030373386.1|SLEB
OG0005041	LOC108114634|XP_017081190.1|DEUG	LOC115632856|XP_030385976.1|SLEB
OG0005042	LOC108107582|XP_017070632.1|DEUG	LOC115622612|XP_030372473.1|SLEB
OG0005043	LOC108108938|XP_017072680.1|DEUG	LOC115634669|XP_030388389.1|SLEB
OG0005044	LOC108109254|XP_017073226.1|DEUG	LOC115634667|XP_030388386.1|SLEB
OG0005045	LOC108108891|XP_017072599.1|DEUG	LOC115633441|XP_030386759.1|SLEB
OG0005046	LOC108113221|XP_017079247.1|DEUG	LOC115628892|XP_030381014.1|SLEB
OG0005047	LOC108107764|XP_017070943.1|DEUG	LOC115624738|XP_030375424.1|SLEB
OG0005048	LOC108107767|XP_017070947.1|DEUG	LOC115624616|XP_030375227.1|SLEB
OG0005049	LOC108114178|XP_017080472.1|DEUG	LOC115622500|XP_030372307.1|SLEB
OG0005050	LOC108106683|XP_017069404.1|DEUG	LOC115625823|XP_030376877.1|SLEB
OG0005051	LOC108114170|XP_017080454.1|DEUG	LOC115622834|XP_030372773.1|SLEB
OG0005052	LOC108113942|XP_017080141.1|DEUG	LOC115622832|XP_030372771.1|SLEB
OG0005053	LOC108110809|XP_017075529.1|DEUG	LOC115625822|XP_030376873.1|SLEB
OG0005054	LOC108114617|XP_017081169.1|DEUG	LOC115624670|XP_030375323.1|SLEB
OG0005055	LOC108105032|XP_017066920.1|DEUG	LOC115629558|XP_030381909.1|SLEB
OG0005056	LOC108113279|XP_017079317.1|DEUG	LOC115629596|XP_030381985.1|SLEB
OG0005057	LOC108104912|XP_017066744.1|DEUG	LOC115628243|XP_030380116.1|SLEB
OG0005058	LOC108107547|XP_017070584.1|DEUG	LOC115622987|XP_030373002.1|SLEB
OG0005059	LOC108107201|XP_017070107.1|DEUG	LOC115633213|XP_030386498.1|SLEB
OG0005060	LOC108107322|XP_017070292.1|DEUG	LOC115626401|XP_030377627.1|SLEB
OG0005061	LOC108107169|XP_017070073.1|DEUG	LOC115625906|XP_030376997.1|SLEB
OG0005062	LOC108107250|XP_017070164.1|DEUG	LOC115625029|XP_030375737.1|SLEB
OG0005063	LOC108113636|XP_017079830.1|DEUG	LOC115633802|XP_030387144.1|SLEB
OG0005064	LOC108114654|XP_017081218.1|DEUG	LOC115622957|XP_030372956.1|SLEB
OG0005065	LOC108112590|XP_017078124.1|DEUG	LOC115631957|XP_030384679.1|SLEB
OG0005066	LOC108113273|XP_017079309.1|DEUG	LOC115633703|XP_030387023.1|SLEB
OG0005067	LOC108113241|XP_017079274.1|DEUG	LOC115622066|XP_030371789.1|SLEB
OG0005068	LOC108108664|XP_017072258.1|DEUG	LOC115622636|XP_030372504.1|SLEB
OG0005069	LOC108109134|XP_017073020.1|DEUG	LOC115622736|XP_030372640.1|SLEB
OG0005070	LOC108107313|XP_017070274.1|DEUG	LOC115623727|XP_030374084.1|SLEB
OG0005071	LOC108114722|XP_017081316.1|DEUG	LOC115622745|XP_030372653.1|SLEB
OG0005072	LOC108118525|XP_017086762.1|DEUG	LOC115627758|XP_030379403.1|SLEB
OG0005073	LOC108113254|XP_017079291.1|DEUG	LOC115633633|XP_030386931.1|SLEB
OG0005074	LOC108109800|XP_017074000.1|DEUG	LOC115632475|XP_030385507.1|SLEB
OG0005075	LOC108108925|XP_017072666.1|DEUG	LOC115633655|XP_030386960.1|SLEB
OG0005076	LOC108106773|XP_017069503.1|DEUG	LOC115629759|XP_030382168.1|SLEB
OG0005078	LOC108107754|XP_017070912.1|DEUG	LOC115632733|XP_030385839.1|SLEB
OG0005079	LOC108107443|XP_017070472.1|DEUG	LOC115631545|XP_030384194.1|SLEB
OG0005080	LOC108107934|XP_017071251.1|DEUG	LOC115632408|XP_030385403.1|SLEB
OG0005081	LOC108112858|XP_017078672.1|DEUG	LOC115621269|XP_030370733.1|SLEB
OG0005082	LOC108118250|XP_017086328.1|DEUG	LOC115633781|XP_030387118.1|SLEB
OG0005083	LOC108102969|XP_017063759.1|DEUG	LOC115627234|XP_030378716.1|SLEB
OG0005084	LOC108105965|XP_017068256.1|DEUG	LOC115623052|XP_030373091.1|SLEB
OG0005085	LOC108114304|XP_017080696.1|DEUG	LOC115623048|XP_030373087.1|SLEB
OG0005086	LOC108113236|XP_017079268.1|DEUG	LOC115619998|XP_030368947.1|SLEB
OG0005087	LOC108114416|XP_017080879.1|DEUG	LOC115622893|XP_030372864.1|SLEB
OG0005088	LOC108106620|XP_017069308.1|DEUG	LOC115624548|XP_030375135.1|SLEB
OG0005089	LOC108106617|XP_017069306.1|DEUG	LOC115624538|XP_030375125.1|SLEB
OG0005090	LOC108109180|XP_017073098.1|DEUG	LOC115629424|XP_030381739.1|SLEB
OG0005091	LOC108113096|XP_017079033.1|DEUG	LOC115632048|XP_030384885.1|SLEB
OG0005092	LOC108104898|XP_017066718.1|DEUG	LOC115628332|XP_030380253.1|SLEB
OG0005093	LOC108107941|XP_017071261.1|DEUG	LOC115622478|XP_030372282.1|SLEB
OG0005094	LOC108107751|XP_017070904.1|DEUG	LOC115632185|XP_030385080.1|SLEB
OG0005095	LOC108107317|XP_017070279.1|DEUG	LOC115621541|XP_030371070.1|SLEB
OG0005096	LOC108111105|XP_017075935.1|DEUG	LOC115629054|XP_030381224.1|SLEB
OG0005097	LOC108108890|XP_017072597.1|DEUG	LOC115628609|XP_030380656.1|SLEB
OG0005098	LOC108107404|XP_017070415.1|DEUG	LOC115631127|XP_030383665.1|SLEB
OG0005099	LOC108107486|XP_017070521.1|DEUG	LOC115633906|XP_030387275.1|SLEB
OG0005100	LOC108107485|XP_017070520.1|DEUG	LOC115625598|XP_030376583.1|SLEB
OG0005101	LOC108117306|XP_017085154.1|DEUG	LOC115623496|XP_030373733.1|SLEB
OG0005102	LOC108109216|XP_017073150.1|DEUG	LOC115634690|XP_030388415.1|SLEB
OG0005103	LOC108107430|XP_017070448.1|DEUG	LOC115620967|XP_030370351.1|SLEB
OG0005104	LOC108106161|XP_017068561.1|DEUG	LOC115628556|XP_030380578.1|SLEB
OG0005105	LOC108108434|XP_017071977.1|DEUG	LOC115632707|XP_030385808.1|SLEB
OG0005106	LOC108107759|XP_017070921.1|DEUG	LOC115623213|XP_030373312.1|SLEB
OG0005107	LOC108107855|XP_017071110.1|DEUG	LOC115632456|XP_030385472.1|SLEB
OG0005108	LOC108106462|XP_017069019.1|DEUG	LOC115634287|XP_030387801.1|SLEB
OG0005109	LOC108111878|XP_017076997.1|DEUG	LOC115627488|XP_030379031.1|SLEB
OG0005110	LOC108114372|XP_017080813.1|DEUG	LOC115633102|XP_030386343.1|SLEB
OG0005111	LOC108108116|XP_017071521.1|DEUG	LOC115632486|XP_030385523.1|SLEB
OG0005112	LOC108102873|XP_017063570.1|DEUG	LOC115624667|XP_030375320.1|SLEB
OG0005113	LOC108108118|XP_017071524.1|DEUG	LOC115632539|XP_030385606.1|SLEB
OG0005114	LOC108103588|XP_017064602.1|DEUG	LOC115622722|XP_030372623.1|SLEB
OG0005115	LOC108102675|XP_017063304.1|DEUG	LOC115630559|XP_030383032.1|SLEB
OG0005116	LOC108114692|XP_017081277.1|DEUG	LOC115632479|XP_030385513.1|SLEB
OG0005117	LOC108104391|XP_017065919.1|DEUG	LOC115629103|XP_030381284.1|SLEB
OG0005118	LOC108111094|XP_017075922.1|DEUG	LOC115625693|XP_030376693.1|SLEB
OG0005119	LOC108112583|XP_017078093.1|DEUG	LOC115631427|XP_030384109.1|SLEB
OG0005120	LOC108114149|XP_017080430.1|DEUG	LOC115622963|XP_030372971.1|SLEB
OG0005121	LOC108108729|XP_017072355.1|DEUG	LOC115633972|XP_030387356.1|SLEB
OG0005122	LOC108114571|XP_017081111.1|DEUG	LOC115622648|XP_030372519.1|SLEB
OG0005123	LOC108108631|XP_017072220.1|DEUG	LOC115625412|XP_030376315.1|SLEB
OG0005124	LOC108114237|XP_017080599.1|DEUG	LOC115632275|XP_030385218.1|SLEB
OG0005125	LOC108114475|XP_017080973.1|DEUG	LOC115633171|XP_030386443.1|SLEB
OG0005126	LOC108109823|XP_017074048.1|DEUG	LOC115622880|XP_030372833.1|SLEB
OG0005127	LOC108113762|XP_017079951.1|DEUG	LOC115622145|XP_030371869.1|SLEB
OG0005128	LOC108113093|XP_017079027.1|DEUG	LOC115626184|XP_030377360.1|SLEB
OG0005129	LOC108114528|XP_017081048.1|DEUG	LOC115624825|XP_030375535.1|SLEB
OG0005130	LOC108114202|XP_017080509.1|DEUG	LOC115634506|XP_030388132.1|SLEB
OG0005131	LOC108102732|XP_017063367.1|DEUG	LOC115628258|XP_030380136.1|SLEB
OG0005132	LOC108114160|XP_017080439.1|DEUG	LOC115623179|XP_030373259.1|SLEB
OG0005133	LOC108108207|XP_017071655.1|DEUG	LOC115628344|XP_030380269.1|SLEB
OG0005134	LOC108107819|XP_017071055.1|DEUG	LOC115632396|XP_030385386.1|SLEB
OG0005135	LOC108114091|XP_017080337.1|DEUG	LOC115622716|XP_030372614.1|SLEB
OG0005136	LOC108114045|XP_017080285.1|DEUG	LOC115622784|XP_030372701.1|SLEB
OG0005137	LOC108115858|XP_017082973.1|DEUG	LOC115621264|XP_030370723.1|SLEB
OG0005138	LOC108108235|XP_017071691.1|DEUG	LOC115622854|XP_030372797.1|SLEB
OG0005139	LOC108108075|XP_017071445.1|DEUG	LOC115632739|XP_030385846.1|SLEB
OG0005140	LOC108102683|XP_017063313.1|DEUG	LOC115630928|XP_030383354.1|SLEB
OG0005141	LOC108112910|XP_017078766.1|DEUG	LOC115623622|XP_030373916.1|SLEB
OG0005142	LOC108118099|XP_017086141.1|DEUG	LOC115622229|XP_030371986.1|SLEB
OG0005143	LOC108109853|XP_017074103.1|DEUG	LOC115633061|XP_030386275.1|SLEB
OG0005144	LOC108109769|XP_017073932.1|DEUG	LOC115633026|XP_030386209.1|SLEB
OG0005145	LOC108109901|XP_017074197.1|DEUG	LOC115632315|XP_030385276.1|SLEB
OG0005146	LOC108114236|XP_017080597.1|DEUG	LOC115622513|XP_030372327.1|SLEB
OG0005147	LOC108114233|XP_017080594.1|DEUG	LOC115622953|XP_030372953.1|SLEB
OG0005148	LOC108117376|XP_017085251.1|DEUG	LOC115622471|XP_030372275.1|SLEB
OG0005149	LOC108112870|XP_017078689.1|DEUG	LOC115629056|XP_030381233.1|SLEB
OG0005150	LOC108114701|XP_017081287.1|DEUG	LOC115632329|XP_030385292.1|SLEB
OG0005151	LOC108108120|XP_017071526.1|DEUG	LOC115624543|XP_030375129.1|SLEB
OG0005152	LOC108108041|XP_017071404.1|DEUG	LOC115624598|XP_030375198.1|SLEB
OG0005153	LOC108108039|XP_017071402.1|DEUG	LOC115624587|XP_030375185.1|SLEB
OG0005154	LOC108108044|XP_017071407.1|DEUG	LOC115628254|XP_030380133.1|SLEB
OG0005155	LOC108104730|XP_017066456.1|DEUG	LOC115628307|XP_030380217.1|SLEB
OG0005156	LOC108110230|XP_017074706.1|DEUG	LOC115624009|XP_030374442.1|SLEB
OG0005157	LOC108112962|XP_017078850.1|DEUG	LOC115634649|XP_030388365.1|SLEB
OG0005158	LOC108107910|XP_017071215.1|DEUG	LOC115633070|XP_030386300.1|SLEB
OG0005159	LOC108114613|XP_017081164.1|DEUG	LOC115632444|XP_030385450.1|SLEB
OG0005160	LOC108108514|XP_017072072.1|DEUG	LOC115632818|XP_030385930.1|SLEB
OG0005161	LOC108107307|XP_017070265.1|DEUG	LOC115627574|XP_030379159.1|SLEB
OG0005162	LOC108103132|XP_017063988.1|DEUG	LOC115633234|XP_030386488.1|SLEB
OG0005163	LOC108108740|XP_017072367.1|DEUG	LOC115622932|XP_030372920.1|SLEB
OG0005164	LOC108108158|XP_017071580.1|DEUG	LOC115632273|XP_030385213.1|SLEB
OG0005165	LOC108114910|XP_017081578.1|DEUG	LOC115624509|XP_030375081.1|SLEB
OG0005166	LOC108115380|XP_017082305.1|DEUG	LOC115624291|XP_030374776.1|SLEB
OG0005167	LOC108115384|XP_017082308.1|DEUG	LOC115624295|XP_030374779.1|SLEB
OG0005168	LOC108114204|XP_017080512.1|DEUG	LOC115632090|XP_030384925.1|SLEB
OG0005169	LOC108108131|XP_017071540.1|DEUG	LOC115622495|XP_030372301.1|SLEB
OG0005170	LOC108108081|XP_017071451.1|DEUG	LOC115622165|XP_030371896.1|SLEB
OG0005171	LOC108108037|XP_017071399.1|DEUG	LOC115623247|XP_030373370.1|SLEB
OG0005172	LOC108109143|XP_017073032.1|DEUG	LOC115628232|XP_030380100.1|SLEB
OG0005173	LOC108112607|XP_017078186.1|DEUG	LOC115633253|XP_030386518.1|SLEB
OG0005174	LOC108109284|XP_017073265.1|DEUG	LOC115633668|XP_030386972.1|SLEB
OG0005175	LOC108109113|XP_017072993.1|DEUG	LOC115624686|XP_030375353.1|SLEB
OG0005176	LOC108112037|XP_017077272.1|DEUG	LOC115634045|XP_030387448.1|SLEB
OG0005177	LOC108109267|XP_017073244.1|DEUG	LOC115629827|XP_030382266.1|SLEB
OG0005178	LOC108109912|XP_017074209.1|DEUG	LOC115632323|XP_030385288.1|SLEB
