Orthogroup	DEUG.longest_only	ASTE.longest_only
OG0004799	LOC108109486|XP_017073504.1|DEUG	LOC118507901|XP_035903048.1|ASTE
OG0004800	LOC108116984|XP_017084634.1|DEUG	LOC118504402|XP_035894722.1|ASTE
OG0004801	LOC108113807|XP_017080005.1|DEUG	LOC118504831|XP_035895728.1|ASTE
OG0004802	LOC108110164|XP_017074575.1|DEUG	LOC118507495|XP_035901917.1|ASTE
OG0004803	LOC108115986|XP_017083135.1|DEUG	LOC118506358|XP_035899264.1|ASTE
OG0004804	LOC108114954|XP_017081634.1|DEUG	LOC118503122|XP_035891961.1|ASTE
OG0004805	LOC108109525|XP_017073630.1|DEUG	LOC118505542|XP_035897364.1|ASTE
OG0004806	LOC108103920|XP_017065158.1|DEUG	LOC118505238|XP_035896671.1|ASTE
OG0004807	LOC108113692|XP_017079858.1|DEUG	LOC118507518|XP_035901971.1|ASTE
OG0004808	LOC108108375|XP_017071912.1|DEUG	LOC118516455|XP_035918244.1|ASTE, LOC118505108|XP_035896303.1|ASTE
OG0004809	LOC108110257|XP_017074734.1|DEUG	LOC118507817|XP_035902787.1|ASTE
OG0004810	LOC108110179|XP_017074592.1|DEUG	LOC118507816|XP_035902785.1|ASTE
OG0004811	LOC108114464|XP_017080958.1|DEUG	LOC118504489|XP_035894901.1|ASTE
OG0004812	LOC108109454|XP_017073445.1|DEUG	LOC118507691|XP_035902386.1|ASTE
OG0004813	LOC108116627|XP_017084095.1|DEUG	LOC118507474|XP_035901872.1|ASTE
OG0004814	LOC108110144|XP_017074551.1|DEUG	LOC118505038|XP_035896169.1|ASTE
OG0004815	LOC108103240|XP_017064129.1|DEUG	LOC118507731|XP_035902581.1|ASTE
OG0004816	LOC108118067|XP_017086099.1|DEUG	LOC118503574|XP_035892901.1|ASTE
OG0004817	LOC108118086|XP_017086122.1|DEUG	LOC118507964|XP_035903186.1|ASTE
OG0004818	LOC108109530|XP_017073583.1|DEUG	LOC118511920|XP_035911451.1|ASTE
OG0004819	LOC108115680|XP_017082737.1|DEUG	LOC118511918|XP_035911449.1|ASTE
OG0004820	LOC108108383|XP_017071920.1|DEUG	LOC118511917|XP_035911448.1|ASTE
OG0004821	LOC108111337|XP_017076251.1|DEUG	LOC118511914|XP_035911439.1|ASTE
OG0004822	LOC108111668|XP_017076690.1|DEUG	LOC118511928|XP_035911490.1|ASTE
OG0004823	LOC108116907|XP_017084512.1|DEUG	LOC118510414|XP_035908071.1|ASTE
OG0004824	LOC108116978|XP_017084628.1|DEUG	LOC118513706|XP_035915730.1|ASTE
OG0004825	LOC108102363|XP_017062758.1|DEUG	LOC118511986|XP_035911619.1|ASTE
OG0004826	LOC108115356|XP_017082271.1|DEUG	LOC118511970|XP_035911600.1|ASTE
OG0004827	LOC108115007|XP_017081738.1|DEUG	LOC118511972|XP_035911602.1|ASTE
OG0004828	LOC108116658|XP_017084138.1|DEUG	LOC118511979|XP_035911611.1|ASTE
OG0004829	LOC108116698|XP_017084203.1|DEUG	LOC118502960|XP_035891616.1|ASTE
OG0004830	LOC108111714|XP_017076754.1|DEUG	LOC118502992|XP_035891685.1|ASTE
OG0004831	LOC108107993|XP_017071333.1|DEUG	LOC118503119|XP_035891957.1|ASTE
OG0004832	LOC108111775|XP_017076831.1|DEUG	LOC118506820|XP_035900401.1|ASTE
OG0004833	LOC108115334|XP_017082237.1|DEUG	LOC118505425|XP_035897080.1|ASTE
OG0004834	LOC108116670|XP_017084156.1|DEUG	LOC118517170|XP_035918965.1|ASTE, LOC118505223|XP_035896643.1|ASTE
OG0004835	LOC108116710|XP_017084218.1|DEUG	LOC118517168|XP_035918958.1|ASTE, LOC118505214|XP_035896620.1|ASTE
OG0004836	LOC108108847|XP_017072552.1|DEUG	LOC118504295|XP_035894484.1|ASTE
OG0004837	LOC108114200|XP_017080507.1|DEUG	LOC118503765|XP_035893327.1|ASTE
OG0004838	LOC108116243|XP_017083522.1|DEUG	LOC118506919|XP_035900608.1|ASTE
OG0004839	LOC108116395|XP_017083748.1|DEUG	LOC118506907|XP_035900590.1|ASTE
OG0004840	LOC108116680|XP_017084170.1|DEUG	LOC118509343|XP_035905748.1|ASTE
OG0004841	LOC108105858|XP_017068121.1|DEUG	LOC118508582|XP_035904380.1|ASTE
OG0004842	LOC108115930|XP_017083055.1|DEUG	LOC118504662|XP_035895338.1|ASTE
OG0004843	LOC108116876|XP_017084458.1|DEUG	LOC118503118|XP_035891956.1|ASTE
OG0004844	LOC108108418|XP_017071962.1|DEUG	LOC118504427|XP_035894759.1|ASTE
OG0004845	LOC108114984|XP_017081704.1|DEUG	LOC118504426|XP_035894756.1|ASTE
OG0004846	LOC108110753|XP_017075451.1|DEUG	LOC118504685|XP_035895392.1|ASTE
OG0004847	LOC108110749|XP_017075448.1|DEUG	LOC118505042|XP_035896187.1|ASTE
OG0004848	LOC108117246|XP_017085080.1|DEUG	LOC118502863|XP_035891464.1|ASTE
OG0004849	LOC108111827|XP_017076922.1|DEUG	LOC118502834|XP_035891403.1|ASTE
OG0004850	LOC108117568|XP_017085564.1|DEUG	LOC118507772|XP_035902695.1|ASTE
OG0004851	LOC108117566|XP_017085562.1|DEUG	LOC118507770|XP_035902684.1|ASTE
OG0004852	LOC108116716|XP_017084226.1|DEUG	LOC118507778|XP_035902704.1|ASTE
OG0004853	LOC108109075|XP_017072923.1|DEUG	LOC118511467|XP_035910478.1|ASTE
OG0004854	LOC108107903|XP_017071195.1|DEUG	LOC118510172|XP_035907582.1|ASTE
OG0004855	LOC108114686|XP_017081268.1|DEUG	LOC118510182|XP_035907597.1|ASTE
OG0004856	LOC108109844|XP_017074086.1|DEUG	LOC118513116|XP_035914408.1|ASTE
OG0004857	LOC108114115|XP_017080380.1|DEUG	LOC118513137|XP_035914455.1|ASTE
OG0004858	LOC108109816|XP_017074031.1|DEUG	LOC118514418|XP_035917197.1|ASTE
OG0004859	LOC108109818|XP_017074037.1|DEUG	LOC118514419|XP_035917201.1|ASTE
OG0004860	LOC108108178|XP_017071610.1|DEUG	LOC118514426|XP_035917221.1|ASTE
OG0004861	LOC108114243|XP_017080607.1|DEUG	LOC118514421|XP_035917210.1|ASTE
OG0004863	LOC108107780|XP_017070964.1|DEUG	LOC118512171|XP_035912150.1|ASTE
OG0004864	LOC108108073|XP_017071443.1|DEUG	LOC118512178|XP_035912157.1|ASTE
OG0004865	LOC108116090|XP_017083297.1|DEUG	LOC118512177|XP_035912156.1|ASTE
OG0004866	LOC108102742|XP_017063379.1|DEUG	LOC118508915|XP_035904670.1|ASTE
OG0004867	LOC108106611|XP_017069300.1|DEUG	LOC118512966|XP_035914085.1|ASTE
OG0004868	LOC108110348|XP_017074870.1|DEUG	LOC118512954|XP_035914068.1|ASTE
OG0004869	LOC108106394|XP_017068891.1|DEUG	LOC118510596|XP_035908494.1|ASTE
OG0004870	LOC108106399|XP_017068895.1|DEUG	LOC118510600|XP_035908500.1|ASTE
OG0004871	LOC108107444|XP_017070474.1|DEUG	LOC118512068|XP_035911847.1|ASTE
OG0004872	LOC108107299|XP_017070248.1|DEUG	LOC118503195|XP_035892070.1|ASTE
OG0004873	LOC108106185|XP_017068598.1|DEUG	LOC118512194|XP_035912189.1|ASTE
OG0004874	LOC108113549|XP_017079632.1|DEUG	LOC118512195|XP_035912190.1|ASTE
OG0004875	LOC108106045|XP_017068385.1|DEUG	LOC118512180|XP_035912160.1|ASTE
OG0004876	LOC108105515|XP_017067629.1|DEUG	LOC118512182|XP_035912165.1|ASTE
OG0004877	LOC108113954|XP_017080156.1|DEUG	LOC118517007|XP_035918741.1|ASTE, LOC118508918|XP_035904673.1|ASTE
OG0004878	LOC108112692|XP_017078382.1|DEUG	LOC118508896|XP_035904625.1|ASTE
OG0004879	LOC108107303|XP_017070256.1|DEUG	LOC118512041|XP_035911746.1|ASTE
OG0004880	LOC108108691|XP_017072285.1|DEUG	LOC118512113|XP_035911981.1|ASTE
OG0004881	LOC108114337|XP_017080752.1|DEUG	LOC118512054|XP_035911798.1|ASTE
OG0004883	LOC108107931|XP_017071249.1|DEUG	LOC118512082|XP_035911934.1|ASTE
OG0004884	LOC108112695|XP_017078385.1|DEUG	LOC118512044|XP_035911760.1|ASTE
OG0004885	LOC108112545|XP_017077970.1|DEUG	LOC118512091|XP_035911948.1|ASTE
OG0004886	LOC108112787|XP_017078556.1|DEUG	LOC118512089|XP_035911946.1|ASTE
OG0004887	LOC108113336|XP_017079384.1|DEUG	LOC118512122|XP_035911993.1|ASTE
OG0004888	LOC108111950|XP_017077120.1|DEUG	LOC118512043|XP_035911756.1|ASTE
OG0004889	LOC108104780|XP_017066519.1|DEUG	LOC118514168|XP_035916722.1|ASTE
OG0004890	LOC108112864|XP_017078679.1|DEUG	LOC118512098|XP_035911957.1|ASTE
OG0004891	LOC108103851|XP_017065042.1|DEUG	LOC118514247|XP_035916853.1|ASTE
OG0004892	LOC108113310|XP_017079352.1|DEUG	LOC118512079|XP_035911911.1|ASTE
OG0004893	LOC108112506|XP_017077882.1|DEUG	LOC118508873|XP_035904569.1|ASTE
OG0004894	LOC108113346|XP_017079398.1|DEUG	LOC118508880|XP_035904586.1|ASTE
OG0004895	LOC108109187|XP_017073110.1|DEUG	LOC118508874|XP_035904570.1|ASTE
OG0004896	LOC108111999|XP_017077219.1|DEUG	LOC118508877|XP_035904578.1|ASTE
OG0004897	LOC108112014|XP_017077241.1|DEUG	LOC118508871|XP_035904567.1|ASTE
OG0004898	LOC108104821|XP_017066597.1|DEUG	LOC118508867|XP_035904547.1|ASTE
OG0004899	LOC108106488|XP_017069056.1|DEUG	LOC118508863|XP_035904516.1|ASTE
OG0004900	LOC108104860|XP_017066670.1|DEUG	LOC118511450|XP_035910443.1|ASTE
OG0004901	LOC108104839|XP_017066635.1|DEUG	LOC118513313|XP_035914794.1|ASTE
OG0004902	LOC108113887|XP_017080085.1|DEUG	LOC118510474|XP_035908234.1|ASTE
OG0004903	LOC108112932|XP_017078812.1|DEUG	LOC118508904|XP_035904656.1|ASTE
OG0004904	LOC108116684|XP_017084184.1|DEUG	LOC118510147|XP_035907532.1|ASTE
OG0004905	LOC108113066|XP_017078991.1|DEUG	LOC118510149|XP_035907539.1|ASTE
OG0004906	LOC108117354|XP_017085218.1|DEUG	LOC118511513|XP_035910582.1|ASTE
OG0004907	LOC108102762|XP_017063409.1|DEUG	LOC118509029|XP_035904959.1|ASTE
OG0004908	LOC108114413|XP_017080877.1|DEUG	LOC118509600|XP_035906284.1|ASTE
OG0004909	LOC108114288|XP_017080674.1|DEUG	LOC118509605|XP_035906295.1|ASTE
OG0004910	LOC108114536|XP_017081063.1|DEUG	LOC118513076|XP_035914331.1|ASTE
OG0004911	LOC108108064|XP_017071429.1|DEUG	LOC118513085|XP_035914346.1|ASTE
OG0004912	LOC108117359|XP_017085226.1|DEUG	LOC118511512|XP_035910581.1|ASTE
OG0004913	LOC108108892|XP_017072600.1|DEUG	LOC118512958|XP_035914075.1|ASTE
OG0004914	LOC108109148|XP_017073043.1|DEUG	LOC118516917|XP_035918653.1|ASTE, LOC118510130|XP_035907497.1|ASTE
OG0004915	LOC108107463|XP_017070497.1|DEUG	LOC118509107|XP_035905166.1|ASTE
OG0004916	LOC108113266|XP_017079303.1|DEUG	LOC118509101|XP_035905150.1|ASTE
OG0004917	LOC108117364|XP_017085236.1|DEUG	LOC118510133|XP_035907502.1|ASTE, LOC118516923|XP_035918659.1|ASTE
OG0004918	LOC108117362|XP_017085229.1|DEUG	LOC118510129|XP_035907495.1|ASTE, LOC118516916|XP_035918648.1|ASTE
OG0004919	LOC108109360|XP_017073317.1|DEUG	LOC118516925|XP_035918664.1|ASTE, LOC118510135|XP_035907505.1|ASTE
OG0004920	LOC108107563|XP_017070610.1|DEUG	LOC118516921|XP_035918656.1|ASTE, LOC118510131|XP_035907498.1|ASTE
OG0004921	LOC108102728|XP_017063356.1|DEUG	LOC118516896|XP_035918634.1|ASTE, LOC118509104|XP_035905158.1|ASTE
OG0004922	LOC108109894|XP_017074189.1|DEUG	LOC118513034|XP_035914204.1|ASTE
OG0004923	LOC108107611|XP_017070670.1|DEUG	LOC118509423|XP_035905904.1|ASTE
OG0004924	LOC108107811|XP_017071030.1|DEUG	LOC118514460|XP_035917270.1|ASTE
OG0004925	LOC108102871|XP_017063567.1|DEUG	LOC118510078|XP_035907377.1|ASTE
OG0004926	LOC108114729|XP_017081326.1|DEUG	LOC118514281|XP_035916916.1|ASTE
OG0004927	LOC108108274|XP_017071751.1|DEUG	LOC118510532|XP_035908373.1|ASTE
OG0004928	LOC108111953|XP_017077133.1|DEUG	LOC118511367|XP_035910238.1|ASTE
OG0004929	LOC108104707|XP_017066415.1|DEUG	LOC118511371|XP_035910258.1|ASTE
OG0004930	LOC108106588|XP_017069258.1|DEUG	LOC118512943|XP_035914043.1|ASTE
OG0004931	LOC108109251|XP_017073222.1|DEUG	LOC118512961|XP_035914080.1|ASTE
OG0004932	LOC108104643|XP_017066310.1|DEUG	LOC118512951|XP_035914062.1|ASTE
OG0004933	LOC108113312|XP_017079355.1|DEUG	LOC118511494|XP_035910546.1|ASTE
OG0004934	LOC108107491|XP_017070526.1|DEUG	LOC118512179|XP_035912159.1|ASTE
OG0004935	LOC108112648|XP_017078252.1|DEUG	LOC118510564|XP_035908442.1|ASTE
OG0004936	LOC108108053|XP_017071416.1|DEUG	LOC118509631|XP_035906410.1|ASTE
OG0004937	LOC108107807|XP_017071026.1|DEUG	LOC118512438|XP_035912792.1|ASTE
OG0004939	LOC108108524|XP_017072085.1|DEUG	LOC118510502|XP_035908298.1|ASTE
OG0004940	LOC108108599|XP_017072185.1|DEUG	LOC118510496|XP_035908283.1|ASTE
OG0004941	LOC108114538|XP_017081070.1|DEUG	LOC118510493|XP_035908278.1|ASTE
OG0004942	LOC108107861|XP_017071117.1|DEUG	LOC118510490|XP_035908275.1|ASTE
OG0004943	LOC108109810|XP_017074023.1|DEUG	LOC118510491|XP_035908276.1|ASTE
OG0004944	LOC108107869|XP_017071138.1|DEUG	LOC118514264|XP_035916874.1|ASTE
OG0004945	LOC108113342|XP_017079392.1|DEUG	LOC118514488|XP_035917304.1|ASTE
OG0004946	LOC108108771|XP_017072425.1|DEUG	LOC118510516|XP_035908333.1|ASTE
OG0004947	LOC108102806|XP_017063474.1|DEUG	LOC118510526|XP_035908363.1|ASTE
OG0004948	LOC108102788|XP_017063438.1|DEUG	LOC118510527|XP_035908364.1|ASTE
OG0004949	LOC108113584|XP_017079719.1|DEUG	LOC118510529|XP_035908367.1|ASTE
OG0004950	LOC108104655|XP_017066325.1|DEUG	LOC118514456|XP_035917266.1|ASTE
OG0004951	LOC108116024|XP_017083200.1|DEUG	LOC118510534|XP_035908377.1|ASTE
OG0004952	LOC108107955|XP_017071281.1|DEUG	LOC118510557|XP_035908432.1|ASTE
OG0004953	LOC108114440|XP_017080922.1|DEUG	LOC118510561|XP_035908438.1|ASTE
OG0004954	LOC108114436|XP_017080916.1|DEUG	LOC118510464|XP_035908212.1|ASTE
OG0004955	LOC108114110|XP_017080362.1|DEUG	LOC118513608|XP_035915551.1|ASTE
OG0004956	LOC108104822|XP_017066598.1|DEUG	LOC118512074|XP_035911895.1|ASTE
OG0004957	LOC108107853|XP_017071108.1|DEUG	LOC118512133|XP_035912031.1|ASTE
OG0004958	LOC108108233|XP_017071688.1|DEUG	LOC118512138|XP_035912048.1|ASTE
OG0004959	LOC108107964|XP_017071293.1|DEUG	LOC118512154|XP_035912087.1|ASTE
OG0004960	LOC108107962|XP_017071290.1|DEUG	LOC118512145|XP_035912071.1|ASTE
OG0004961	LOC108112454|XP_017077794.1|DEUG	LOC118512148|XP_035912077.1|ASTE
OG0004962	LOC108114633|XP_017081188.1|DEUG	LOC118512147|XP_035912076.1|ASTE
OG0004963	LOC108108546|XP_017072110.1|DEUG	LOC118512155|XP_035912088.1|ASTE
OG0004964	LOC108114489|XP_017080998.1|DEUG	LOC118509534|XP_035906147.1|ASTE
OG0004965	LOC108102764|XP_017063411.1|DEUG	LOC118512681|XP_035913357.1|ASTE
OG0004966	LOC108102729|XP_017063364.1|DEUG	LOC118512687|XP_035913370.1|ASTE
OG0004967	LOC108106397|XP_017068894.1|DEUG	LOC118509432|XP_035905914.1|ASTE
OG0004968	LOC108108179|XP_017071612.1|DEUG	LOC118512742|XP_035913522.1|ASTE
OG0004969	LOC108112499|XP_017077867.1|DEUG	LOC118512739|XP_035913500.1|ASTE
OG0004970	LOC108108161|XP_017071587.1|DEUG	LOC118512740|XP_035913501.1|ASTE
OG0004971	LOC108107789|XP_017070988.1|DEUG	LOC118512741|XP_035913502.1|ASTE
OG0004972	LOC108102747|XP_017063387.1|DEUG	LOC118512747|XP_035913526.1|ASTE
OG0004973	LOC108104679|XP_017066364.1|DEUG	LOC118516366|XP_035918111.1|ASTE, LOC118512749|XP_035913528.1|ASTE
OG0004974	LOC108107902|XP_017071194.1|DEUG	LOC118513094|XP_035914388.1|ASTE
OG0004975	LOC108107913|XP_017071222.1|DEUG	LOC118509426|XP_035905907.1|ASTE
OG0004976	LOC108107609|XP_017070665.1|DEUG	LOC118509425|XP_035905906.1|ASTE
OG0004977	LOC108109151|XP_017073054.1|DEUG	LOC118510274|XP_035907781.1|ASTE
OG0004978	LOC108112790|XP_017078560.1|DEUG	LOC118509481|XP_035906026.1|ASTE
OG0004979	LOC108109796|XP_017073994.1|DEUG	LOC118509497|XP_035906048.1|ASTE
OG0004980	LOC108118227|XP_017086296.1|DEUG	LOC118509932|XP_035907155.1|ASTE
OG0004981	LOC108108586|XP_017072170.1|DEUG	LOC118510069|XP_035907354.1|ASTE
OG0004982	LOC108108583|XP_017072167.1|DEUG	LOC118510068|XP_035907353.1|ASTE
OG0004983	LOC108114587|XP_017081132.1|DEUG	LOC118510070|XP_035907356.1|ASTE
OG0004984	LOC108114674|XP_017081245.1|DEUG	LOC118509939|XP_035907163.1|ASTE
OG0004985	LOC108102811|XP_017063479.1|DEUG	LOC118509528|XP_035906138.1|ASTE
OG0004986	LOC108108600|XP_017072187.1|DEUG	LOC118509525|XP_035906128.1|ASTE
OG0004987	LOC108114340|XP_017080754.1|DEUG	LOC118509523|XP_035906122.1|ASTE
OG0004988	LOC108102812|XP_017063481.1|DEUG	LOC118509529|XP_035906142.1|ASTE
OG0004989	LOC108114507|XP_017081016.1|DEUG	LOC118510323|XP_035907863.1|ASTE
OG0004990	LOC108108952|XP_017072695.1|DEUG	LOC118509787|XP_035906824.1|ASTE
OG0004991	LOC108106600|XP_017069279.1|DEUG	LOC118509894|XP_035907034.1|ASTE
OG0004992	LOC108106601|XP_017069281.1|DEUG	LOC118509898|XP_035907040.1|ASTE
OG0004993	LOC108107595|XP_017070647.1|DEUG	LOC118516421|XP_035918181.1|ASTE, LOC118509549|XP_035906192.1|ASTE
OG0004994	LOC108108150|XP_017071569.1|DEUG	LOC118512831|XP_035913756.1|ASTE
OG0004995	LOC108107852|XP_017071102.1|DEUG	LOC118512826|XP_035913698.1|ASTE
OG0004996	LOC108108343|XP_017071868.1|DEUG	LOC118512801|XP_035913632.1|ASTE
OG0004997	LOC108112813|XP_017078600.1|DEUG	LOC118511548|XP_035910650.1|ASTE
OG0004998	LOC108112633|XP_017078229.1|DEUG	LOC118509666|XP_035906543.1|ASTE
OG0004999	LOC108107545|XP_017070575.1|DEUG	LOC118510409|XP_035908060.1|ASTE
OG0005000	LOC108112169|XP_017077435.1|DEUG	LOC118512887|XP_035913881.1|ASTE
OG0005001	LOC108109867|XP_017074148.1|DEUG	LOC118512213|XP_035912221.1|ASTE
OG0005002	LOC108111822|XP_017076919.1|DEUG	LOC118509593|XP_035906266.1|ASTE
OG0005003	LOC108109887|XP_017074178.1|DEUG	LOC118510389|XP_035908037.1|ASTE
OG0005004	LOC108114103|XP_017080351.1|DEUG	LOC118510346|XP_035907932.1|ASTE
OG0005005	LOC108108464|XP_017072008.1|DEUG	LOC118511388|XP_035910300.1|ASTE
OG0005006	LOC108102857|XP_017063546.1|DEUG	LOC118510408|XP_035908059.1|ASTE
OG0005007	LOC108108581|XP_017072164.1|DEUG	LOC118510410|XP_035908061.1|ASTE
OG0005008	LOC108104631|XP_017066295.1|DEUG	LOC118509624|XP_035906376.1|ASTE
OG0005009	LOC108108432|XP_017071975.1|DEUG	LOC118509781|XP_035906814.1|ASTE
OG0005010	LOC108114585|XP_017081129.1|DEUG	LOC118511436|XP_035910424.1|ASTE
OG0005011	LOC108107263|XP_017070182.1|DEUG	LOC118511435|XP_035910419.1|ASTE
OG0005012	LOC108114561|XP_017081100.1|DEUG	LOC118510364|XP_035907966.1|ASTE
OG0005013	LOC108108309|XP_017071817.1|DEUG	LOC118509807|XP_035906842.1|ASTE
OG0005014	LOC108114325|XP_017080732.1|DEUG	LOC118509446|XP_035905953.1|ASTE
OG0005015	LOC108108054|XP_017071417.1|DEUG	LOC118509436|XP_035905938.1|ASTE
OG0005016	LOC108117398|XP_017085293.1|DEUG	LOC118510481|XP_035908254.1|ASTE
OG0005017	LOC108109793|XP_017073991.1|DEUG	LOC118511868|XP_035911361.1|ASTE
OG0005018	LOC108104697|XP_017066397.1|DEUG	LOC118510553|XP_035908420.1|ASTE
OG0005019	LOC108114566|XP_017081105.1|DEUG	LOC118511443|XP_035910436.1|ASTE
OG0005020	LOC108104762|XP_017066486.1|DEUG	LOC118512898|XP_035913906.1|ASTE
OG0005021	LOC108110807|XP_017075527.1|DEUG	LOC118509461|XP_035905975.1|ASTE
OG0005022	LOC108102817|XP_017063488.1|DEUG	LOC118509519|XP_035906114.1|ASTE
OG0005023	LOC108104878|XP_017066694.1|DEUG	LOC118514203|XP_035916789.1|ASTE
OG0005024	LOC108113880|XP_017080078.1|DEUG	LOC118512791|XP_035913604.1|ASTE
OG0005025	LOC108117373|XP_017085248.1|DEUG	LOC118513490|XP_035915206.1|ASTE
OG0005026	LOC108109870|XP_017074153.1|DEUG	LOC118513491|XP_035915207.1|ASTE
OG0005027	LOC108108002|XP_017071345.1|DEUG	LOC118511240|XP_035909973.1|ASTE
OG0005028	LOC108111800|XP_017076880.1|DEUG	LOC118514448|XP_035917257.1|ASTE
OG0005029	LOC108108579|XP_017072160.1|DEUG	LOC118508851|XP_035904497.1|ASTE
OG0005030	LOC108104646|XP_017066315.1|DEUG	LOC118514447|XP_035917256.1|ASTE
OG0005031	LOC108114425|XP_017080901.1|DEUG	LOC118512806|XP_035913642.1|ASTE
OG0005032	LOC108114179|XP_017080475.1|DEUG	LOC118514388|XP_035917158.1|ASTE
OG0005033	LOC108107880|XP_017071153.1|DEUG	LOC118514366|XP_035917103.1|ASTE
OG0005034	LOC108107637|XP_017070711.1|DEUG	LOC118514402|XP_035917176.1|ASTE
OG0005035	LOC108114180|XP_017080476.1|DEUG	LOC118514385|XP_035917156.1|ASTE
OG0005036	LOC108107837|XP_017071079.1|DEUG	LOC118510221|XP_035907680.1|ASTE
OG0005037	LOC108117360|XP_017085227.1|DEUG	LOC118510220|XP_035907677.1|ASTE
OG0005038	LOC108108095|XP_017071480.1|DEUG	LOC118512882|XP_035913877.1|ASTE
OG0005039	LOC108102658|XP_017063286.1|DEUG	LOC118514348|XP_035917060.1|ASTE
OG0005040	LOC108114512|XP_017081021.1|DEUG	LOC118514258|XP_035916867.1|ASTE
OG0005041	LOC108114634|XP_017081190.1|DEUG	LOC118514343|XP_035917054.1|ASTE
OG0005042	LOC108107582|XP_017070632.1|DEUG	LOC118510547|XP_035908410.1|ASTE
OG0005043	LOC108108938|XP_017072680.1|DEUG	LOC118510549|XP_035908413.1|ASTE
OG0005044	LOC108109254|XP_017073226.1|DEUG	LOC118510299|XP_035907816.1|ASTE
OG0005045	LOC108108891|XP_017072599.1|DEUG	LOC118517269|XP_035919135.1|ASTE, LOC118510241|XP_035907702.1|ASTE
OG0005046	LOC108113221|XP_017079247.1|DEUG	LOC118510239|XP_035907699.1|ASTE
OG0005047	LOC108107764|XP_017070943.1|DEUG	LOC118510231|XP_035907690.1|ASTE
OG0005048	LOC108107767|XP_017070947.1|DEUG	LOC118510236|XP_035907694.1|ASTE
OG0005049	LOC108114178|XP_017080472.1|DEUG	LOC118514378|XP_035917137.1|ASTE
OG0005050	LOC108106683|XP_017069404.1|DEUG	LOC118503738|XP_035893247.1|ASTE
OG0005051	LOC108114170|XP_017080454.1|DEUG	LOC118514376|XP_035917136.1|ASTE
OG0005052	LOC108113942|XP_017080141.1|DEUG	LOC118513271|XP_035914731.1|ASTE
OG0005053	LOC108110809|XP_017075529.1|DEUG	LOC118511389|XP_035910301.1|ASTE
OG0005054	LOC108114617|XP_017081169.1|DEUG	LOC118509665|XP_035906538.1|ASTE
OG0005055	LOC108105032|XP_017066920.1|DEUG	LOC118509769|XP_035906799.1|ASTE
OG0005056	LOC108113279|XP_017079317.1|DEUG	LOC118509633|XP_035906417.1|ASTE
OG0005057	LOC108104912|XP_017066744.1|DEUG	LOC118513054|XP_035914256.1|ASTE
OG0005058	LOC108107547|XP_017070584.1|DEUG	LOC118513057|XP_035914278.1|ASTE
OG0005059	LOC108107201|XP_017070107.1|DEUG	LOC118512674|XP_035913334.1|ASTE
OG0005060	LOC108107322|XP_017070292.1|DEUG	LOC118512669|XP_035913315.1|ASTE
OG0005061	LOC108107169|XP_017070073.1|DEUG	LOC118514344|XP_035917056.1|ASTE
OG0005062	LOC108107250|XP_017070164.1|DEUG	LOC118511320|XP_035910131.1|ASTE
OG0005063	LOC108113636|XP_017079830.1|DEUG	LOC118511542|XP_035910642.1|ASTE
OG0005064	LOC108114654|XP_017081218.1|DEUG	LOC118512917|XP_035913959.1|ASTE
OG0005065	LOC108112590|XP_017078124.1|DEUG	LOC118514339|XP_035917047.1|ASTE
OG0005066	LOC108113273|XP_017079309.1|DEUG	LOC118514338|XP_035917043.1|ASTE
OG0005067	LOC108113241|XP_017079274.1|DEUG	LOC118514329|XP_035917019.1|ASTE
OG0005068	LOC108108664|XP_017072258.1|DEUG	LOC118510100|XP_035907424.1|ASTE
OG0005069	LOC108109134|XP_017073020.1|DEUG	LOC118509876|XP_035907001.1|ASTE
OG0005070	LOC108107313|XP_017070274.1|DEUG	LOC118510168|XP_035907572.1|ASTE
OG0005071	LOC108114722|XP_017081316.1|DEUG	LOC118509518|XP_035906113.1|ASTE
OG0005072	LOC108118525|XP_017086762.1|DEUG	LOC118509449|XP_035905960.1|ASTE
OG0005073	LOC108113254|XP_017079291.1|DEUG	LOC118514349|XP_035917061.1|ASTE
OG0005074	LOC108109800|XP_017074000.1|DEUG	LOC118510338|XP_035907891.1|ASTE
OG0005075	LOC108108925|XP_017072666.1|DEUG	LOC118509450|XP_035905961.1|ASTE
OG0005076	LOC108106773|XP_017069503.1|DEUG	LOC118509451|XP_035905962.1|ASTE
OG0005078	LOC108107754|XP_017070912.1|DEUG	LOC118509802|XP_035906833.1|ASTE, LOC118509801|XP_035906832.1|ASTE
OG0005079	LOC108107443|XP_017070472.1|DEUG	LOC118512227|XP_035912236.1|ASTE
OG0005080	LOC108107934|XP_017071251.1|DEUG	LOC118514353|XP_035917068.1|ASTE
OG0005081	LOC108112858|XP_017078672.1|DEUG	LOC118512018|XP_035911690.1|ASTE
OG0005082	LOC108118250|XP_017086328.1|DEUG	LOC118512821|XP_035913689.1|ASTE
OG0005083	LOC108102969|XP_017063759.1|DEUG	LOC118512822|XP_035913690.1|ASTE
OG0005084	LOC108105965|XP_017068256.1|DEUG	LOC118511857|XP_035911297.1|ASTE
OG0005085	LOC108114304|XP_017080696.1|DEUG	LOC118511856|XP_035911295.1|ASTE
OG0005086	LOC108113236|XP_017079268.1|DEUG	LOC118509708|XP_035906682.1|ASTE
