Orthogroup	DEUG.longest_only	DNOV.longest_only
OG0004210	LOC108110204|XP_017074669.1|DEUG	LOC115764138|XP_030562872.1|DNOV
OG0004211	LOC108111136|XP_017075995.1|DEUG	LOC115758486|XP_030555024.1|DNOV
OG0004212	LOC108109681|XP_017073767.1|DEUG	LOC115770694|XP_030571947.1|DNOV
OG0004213	LOC108109546|XP_017073605.1|DEUG	LOC115770662|XP_030571889.1|DNOV
OG0004214	LOC108109300|XP_017073285.1|DEUG	LOC115765261|XP_030564605.1|DNOV
OG0004215	LOC108113117|XP_017079106.1|DEUG	LOC115757835|XP_030554127.1|DNOV
OG0004216	LOC108106014|XP_017068349.1|DEUG	LOC115770331|XP_030571429.1|DNOV
OG0004217	LOC108108169|XP_017071599.1|DEUG	LOC115769789|XP_030570616.1|DNOV
OG0004218	LOC108117361|XP_017085233.1|DEUG	LOC115770780|XP_030572060.1|DNOV
OG0004219	LOC108109537|XP_017073591.1|DEUG	LOC115759553|XP_030556375.1|DNOV
OG0004220	LOC108116317|XP_017083597.1|DEUG	LOC115770825|XP_030572107.1|DNOV
OG0004221	LOC108110196|XP_017074646.1|DEUG	LOC115770924|XP_030572242.1|DNOV
OG0004222	LOC108111739|XP_017076781.1|DEUG	LOC115770907|XP_030572210.1|DNOV
OG0004223	LOC108111780|XP_017076854.1|DEUG, LOC108112710|XP_017078426.1|DEUG	LOC115761949|XP_030559846.1|DNOV
OG0004224	LOC108115292|XP_017082164.1|DEUG	LOC115759401|XP_030556147.1|DNOV
OG0004225	LOC108103365|XP_017064301.1|DEUG	LOC115767865|XP_030568084.1|DNOV
OG0004226	LOC108111485|XP_017076458.1|DEUG	LOC115770643|XP_030571862.1|DNOV
OG0004227	LOC108116404|XP_017083770.1|DEUG	LOC115770856|XP_030572153.1|DNOV
OG0004228	LOC108116407|XP_017083776.1|DEUG	LOC115770732|XP_030571997.1|DNOV
OG0004229	LOC108112676|XP_017078309.1|DEUG	LOC115767446|XP_030567603.1|DNOV
OG0004230	LOC108103438|XP_017064397.1|DEUG	LOC115766469|XP_030566271.1|DNOV
OG0004231	LOC108107828|XP_017071067.1|DEUG	LOC115762773|XP_030560983.1|DNOV
OG0004232	LOC108107832|XP_017071072.1|DEUG	LOC115762777|XP_030560986.1|DNOV
OG0004233	LOC108107831|XP_017071071.1|DEUG	LOC115762776|XP_030560985.1|DNOV
OG0004234	LOC108107844|XP_017071087.1|DEUG	LOC115762902|XP_030561138.1|DNOV
OG0004235	LOC108102452|XP_017062946.1|DEUG	LOC115764316|XP_030563115.1|DNOV
OG0004236	LOC108105288|XP_017067266.1|DEUG	LOC115764727|XP_030563796.1|DNOV
OG0004237	LOC108115107|XP_017081844.1|DEUG	LOC115761511|XP_030559140.1|DNOV
OG0004238	LOC108111572|XP_017076584.1|DEUG	LOC115765775|XP_030565307.1|DNOV
OG0004239	LOC108110166|XP_017074578.1|DEUG	LOC115770684|XP_030571930.1|DNOV
OG0004240	LOC108115010|XP_017081741.1|DEUG	LOC115763649|XP_030562176.1|DNOV
OG0004241	LOC108108355|XP_017071884.1|DEUG	LOC115770847|XP_030572142.1|DNOV
OG0004242	LOC108108316|XP_017071830.1|DEUG	LOC115766125|XP_030565807.1|DNOV
OG0004243	LOC108107546|XP_017070576.1|DEUG	LOC115771180|XP_030572625.1|DNOV
OG0004244	LOC108105286|XP_017067264.1|DEUG	LOC115765680|XP_030565199.1|DNOV
OG0004245	LOC108102833|XP_017063513.1|DEUG	LOC115769865|XP_030570723.1|DNOV
OG0004246	LOC108114657|XP_017081220.1|DEUG	LOC115766411|XP_030566194.1|DNOV
OG0004247	LOC108103304|XP_017064216.1|DEUG	LOC115767992|XP_030568254.1|DNOV
OG0004248	LOC108108894|XP_017072603.1|DEUG	LOC115757904|XP_030554214.1|DNOV
OG0004249	LOC108104733|XP_017066459.1|DEUG	LOC115768093|XP_030568437.1|DNOV
OG0004250	LOC108110812|XP_017075533.1|DEUG	LOC115763505|XP_030561962.1|DNOV
OG0004251	LOC108105480|XP_017067585.1|DEUG	LOC115766420|XP_030566202.1|DNOV
OG0004252	LOC108109623|XP_017073692.1|DEUG	LOC115766227|XP_030565946.1|DNOV
OG0004253	LOC108109420|XP_017073407.1|DEUG	LOC115759647|XP_030556496.1|DNOV
OG0004254	LOC108105086|XP_017067004.1|DEUG	LOC115768316|XP_030568725.1|DNOV
OG0004256	LOC108112540|XP_017077955.1|DEUG	LOC115766542|XP_030566371.1|DNOV
OG0004257	LOC108111443|XP_017076401.1|DEUG	LOC115761179|XP_030558702.1|DNOV
OG0004258	LOC108113758|XP_017079942.1|DEUG	LOC115766101|XP_030565776.1|DNOV
OG0004259	LOC108113261|XP_017079299.1|DEUG	LOC115766561|XP_030566399.1|DNOV
OG0004260	LOC108114967|XP_017081663.1|DEUG	LOC115765791|XP_030565336.1|DNOV
OG0004261	LOC108115293|XP_017082167.1|DEUG	LOC115759665|XP_030556522.1|DNOV
OG0004262	LOC108117554|XP_017085552.1|DEUG	LOC115770911|XP_030572216.1|DNOV
OG0004263	LOC108117169|XP_017084939.1|DEUG	LOC115759482|XP_030556276.1|DNOV
OG0004264	LOC108115165|XP_017081968.1|DEUG	LOC115764620|XP_030563642.1|DNOV
OG0004265	LOC108116233|XP_017083512.1|DEUG	LOC115761601|XP_030559262.1|DNOV
OG0004266	LOC108116409|XP_017083782.1|DEUG	LOC115770954|XP_030572282.1|DNOV
OG0004267	LOC108110630|XP_017075221.1|DEUG	LOC115770710|XP_030571967.1|DNOV
OG0004268	LOC108106544|XP_017069186.1|DEUG	LOC115758271|XP_030554694.1|DNOV
OG0004269	LOC108113001|XP_017078903.1|DEUG	LOC115757793|XP_030554066.1|DNOV
OG0004270	LOC108112565|XP_017078015.1|DEUG	LOC115764639|XP_030563671.1|DNOV
OG0004271	LOC108111944|XP_017077112.1|DEUG	LOC115761574|XP_030559224.1|DNOV
OG0004272	LOC108116515|XP_017083940.1|DEUG	LOC115770632|XP_030571838.1|DNOV
OG0004273	LOC108111771|XP_017076825.1|DEUG	LOC115771759|XP_030573469.1|DNOV
OG0004275	LOC108109979|XP_017074294.1|DEUG	LOC115765319|XP_030564679.1|DNOV
OG0004276	LOC108109908|XP_017074205.1|DEUG	LOC115769642|XP_030570416.1|DNOV
OG0004277	LOC108113944|XP_017080144.1|DEUG	LOC115769733|XP_030570532.1|DNOV
OG0004278	LOC108103799|XP_017064969.1|DEUG	LOC115767585|XP_030567731.1|DNOV
OG0004279	LOC108111123|XP_017075965.1|DEUG	LOC115765895|XP_030565498.1|DNOV
OG0004280	LOC108104379|XP_017065889.1|DEUG	LOC115768625|XP_030569149.1|DNOV
OG0004281	LOC108109287|XP_017073269.1|DEUG	LOC115757985|XP_030554333.1|DNOV
OG0004282	LOC108112594|XP_017078132.1|DEUG	LOC115760669|XP_030557999.1|DNOV
OG0004283	LOC108112597|XP_017078139.1|DEUG	LOC115760680|XP_030558010.1|DNOV
OG0004284	LOC108115494|XP_017082469.1|DEUG	LOC115765962|XP_030565575.1|DNOV
OG0004285	LOC108116713|XP_017084224.1|DEUG	LOC115761364|XP_030558972.1|DNOV
OG0004286	LOC108114065|XP_017080308.1|DEUG	LOC115765972|XP_030565590.1|DNOV
OG0004287	LOC108114672|XP_017081243.1|DEUG	LOC115767765|XP_030567950.1|DNOV
OG0004288	LOC108114299|XP_017080691.1|DEUG	LOC115765954|XP_030565566.1|DNOV
OG0004289	LOC108108743|XP_017072378.1|DEUG	LOC115770010|XP_030570919.1|DNOV
OG0004290	LOC108106513|XP_017069096.1|DEUG	LOC115760827|XP_030558211.1|DNOV
OG0004291	LOC108106771|XP_017069501.1|DEUG	LOC115757812|XP_030554098.1|DNOV
OG0004292	LOC108102752|XP_017063398.1|DEUG	LOC115770993|XP_030572346.1|DNOV
OG0004293	LOC108118183|XP_017086230.1|DEUG	LOC115771410|XP_030572971.1|DNOV
OG0004294	LOC108104261|XP_017065699.1|DEUG	LOC115770467|XP_030571603.1|DNOV
OG0004295	LOC108104282|XP_017065736.1|DEUG	LOC115770093|XP_030571059.1|DNOV
OG0004296	LOC108104284|XP_017065743.1|DEUG	LOC115770108|XP_030571085.1|DNOV
OG0004297	LOC108107469|XP_017070505.1|DEUG	LOC115758104|XP_030554487.1|DNOV
OG0004298	LOC108104552|XP_017066183.1|DEUG	LOC115771706|XP_030573389.1|DNOV
OG0004299	LOC108106243|XP_017068656.1|DEUG	LOC115758114|XP_030554504.1|DNOV
OG0004300	LOC108109286|XP_017073268.1|DEUG	LOC115757843|XP_030554137.1|DNOV
OG0004301	LOC108102754|XP_017063402.1|DEUG	LOC115770987|XP_030572338.1|DNOV
OG0004302	LOC108112655|XP_017078274.1|DEUG	LOC115767497|XP_030567666.1|DNOV
OG0004303	LOC108104847|XP_017066653.1|DEUG	LOC115758167|XP_030554568.1|DNOV
OG0004304	LOC108112299|XP_017077612.1|DEUG	LOC115767433|XP_030567585.1|DNOV
OG0004305	LOC108111930|XP_017077063.1|DEUG	LOC115764547|XP_030563522.1|DNOV
OG0004306	LOC108106733|XP_017069460.1|DEUG	LOC115757821|XP_030554105.1|DNOV
OG0004307	LOC108106579|XP_017069248.1|DEUG	LOC115758191|XP_030554594.1|DNOV, LOC115758110|XP_030554494.1|DNOV
OG0004308	LOC108107254|XP_017070172.1|DEUG	LOC115764809|XP_030563920.1|DNOV
OG0004309	LOC108108326|XP_017071842.1|DEUG	LOC115770981|XP_030572311.1|DNOV
OG0004310	LOC108104572|XP_017066213.1|DEUG	LOC115764498|XP_030563446.1|DNOV
OG0004311	LOC108114708|XP_017081296.1|DEUG	LOC115770070|XP_030571030.1|DNOV
OG0004312	LOC108107428|XP_017070447.1|DEUG	LOC115757905|XP_030554215.1|DNOV
OG0004313	LOC108111617|XP_017076633.1|DEUG	LOC115767437|XP_030567591.1|DNOV
OG0004314	LOC108112667|XP_017078293.1|DEUG	LOC115766515|XP_030566338.1|DNOV
OG0004315	LOC108107389|XP_017070395.1|DEUG	LOC115758020|XP_030554384.1|DNOV
OG0004316	LOC108104810|XP_017066581.1|DEUG	LOC115763988|XP_030562665.1|DNOV
OG0004317	LOC108109002|XP_017072759.1|DEUG	LOC115757988|XP_030554338.1|DNOV
OG0004318	LOC108107385|XP_017070386.1|DEUG	LOC115757796|XP_030554070.1|DNOV
OG0004319	LOC108113158|XP_017079158.1|DEUG	LOC115764529|XP_030563487.1|DNOV
OG0004320	LOC108115675|XP_017082729.1|DEUG	LOC115761190|XP_030558721.1|DNOV
OG0004321	LOC108106154|XP_017068546.1|DEUG	LOC115763516|XP_030561977.1|DNOV
OG0004322	LOC108116998|XP_017084652.1|DEUG	LOC115761277|XP_030558854.1|DNOV
OG0004323	LOC108102834|XP_017063514.1|DEUG	LOC115765834|XP_030565418.1|DNOV
OG0004324	LOC108115536|XP_017082527.1|DEUG	LOC115765945|XP_030565551.1|DNOV
OG0004325	LOC108113216|XP_017079240.1|DEUG	LOC115758118|XP_030554534.1|DNOV
OG0004326	LOC108113215|XP_017079239.1|DEUG	LOC115758117|XP_030554533.1|DNOV
OG0004327	LOC108104936|XP_017066784.1|DEUG	LOC115767787|XP_030567975.1|DNOV, LOC115768496|XP_030568942.1|DNOV
OG0004328	LOC108109124|XP_017073009.1|DEUG	LOC115760558|XP_030557824.1|DNOV
OG0004329	LOC108107320|XP_017070285.1|DEUG	LOC115761055|XP_030558535.1|DNOV
OG0004330	LOC108113127|XP_017079118.1|DEUG	LOC115765563|XP_030565069.1|DNOV
OG0004331	LOC108104864|XP_017066675.1|DEUG	LOC115763238|XP_030561578.1|DNOV
OG0004332	LOC108110903|XP_017075653.1|DEUG	LOC115759863|XP_030556830.1|DNOV
OG0004333	LOC108118462|XP_017086670.1|DEUG	LOC115760325|XP_030557470.1|DNOV
OG0004334	LOC108107173|XP_017070077.1|DEUG	LOC115759080|XP_030555772.1|DNOV
OG0004335	LOC108106636|XP_017069330.1|DEUG	LOC115760352|XP_030557505.1|DNOV
OG0004336	LOC108109265|XP_017073238.1|DEUG	LOC115761832|XP_030559640.1|DNOV
OG0004337	LOC108106113|XP_017068478.1|DEUG	LOC115758327|XP_030554756.1|DNOV
OG0004338	LOC108117396|XP_017085291.1|DEUG	LOC115769606|XP_030570359.1|DNOV
OG0004339	LOC108106473|XP_017069035.1|DEUG	LOC115757979|XP_030554324.1|DNOV
OG0004340	LOC108106472|XP_017069034.1|DEUG	LOC115757968|XP_030554312.1|DNOV
OG0004341	LOC108112670|XP_017078298.1|DEUG	LOC115766576|XP_030566421.1|DNOV
OG0004342	LOC108107466|XP_017070503.1|DEUG	LOC115764523|XP_030563481.1|DNOV
OG0004343	LOC108107393|XP_017070400.1|DEUG	LOC115764497|XP_030563444.1|DNOV
OG0004344	LOC108107450|XP_017070484.1|DEUG	LOC115764570|XP_030563559.1|DNOV
OG0004345	LOC108114872|XP_017081514.1|DEUG	LOC115758960|XP_030555622.1|DNOV
OG0004346	LOC108107372|XP_017070365.1|DEUG	LOC115758019|XP_030554382.1|DNOV
OG0004347	LOC108107376|XP_017070375.1|DEUG	LOC115758016|XP_030554375.1|DNOV
OG0004348	LOC108107453|XP_017070491.1|DEUG	LOC115758032|XP_030554405.1|DNOV
OG0004349	LOC108107248|XP_017070158.1|DEUG	LOC115771306|XP_030572809.1|DNOV
OG0004350	LOC108112318|XP_017077635.1|DEUG	LOC115764519|XP_030563478.1|DNOV
OG0004351	LOC108106410|XP_017068918.1|DEUG	LOC115757807|XP_030554084.1|DNOV
OG0004352	LOC108117440|XP_017085380.1|DEUG	LOC115764005|XP_030562685.1|DNOV
OG0004353	LOC108116087|XP_017083294.1|DEUG	LOC115765054|XP_030564288.1|DNOV, LOC115765052|XP_030564286.1|DNOV
OG0004354	LOC108105632|XP_017067809.1|DEUG	LOC115765048|XP_030564282.1|DNOV
OG0004355	LOC108109618|XP_017073672.1|DEUG	LOC115764690|XP_030563741.1|DNOV
OG0004356	LOC108112017|XP_017077245.1|DEUG	LOC115758220|XP_030554630.1|DNOV
OG0004357	LOC108113290|XP_017079329.1|DEUG	LOC115759190|XP_030555930.1|DNOV
OG0004358	LOC108106720|XP_017069444.1|DEUG	LOC115758034|XP_030554404.1|DNOV
OG0004359	LOC108111935|XP_017077081.1|DEUG	LOC115764470|XP_030563372.1|DNOV
OG0004360	LOC108108624|XP_017072212.1|DEUG	LOC115771516|XP_030573111.1|DNOV
OG0004361	LOC108116328|XP_017083628.1|DEUG	LOC115765774|XP_030565305.1|DNOV
OG0004362	LOC108104741|XP_017066468.1|DEUG	LOC115769530|XP_030570232.1|DNOV
OG0004363	LOC108103912|XP_017065150.1|DEUG	LOC115767570|XP_030567716.1|DNOV
OG0004364	LOC108112050|XP_017077292.1|DEUG	LOC115758202|XP_030554609.1|DNOV
OG0004365	LOC108109110|XP_017072988.1|DEUG	LOC115762966|XP_030561242.1|DNOV
OG0004366	LOC108111125|XP_017075968.1|DEUG	LOC115765896|XP_030565499.1|DNOV
OG0004367	LOC108114468|XP_017080964.1|DEUG	LOC115771425|XP_030572987.1|DNOV
OG0004368	LOC108116763|XP_017084276.1|DEUG	LOC115771456|XP_030573031.1|DNOV
OG0004369	LOC108105407|XP_017067442.1|DEUG	LOC115757982|XP_030554331.1|DNOV
OG0004370	LOC108112596|XP_017078138.1|DEUG	LOC115759784|XP_030556719.1|DNOV
OG0004371	LOC108117590|XP_017085582.1|DEUG	LOC115771313|XP_030572827.1|DNOV
OG0004372	LOC108107481|XP_017070516.1|DEUG	LOC115758076|XP_030554450.1|DNOV
OG0004373	LOC108116988|XP_017084642.1|DEUG	LOC115767475|XP_030567640.1|DNOV
OG0004374	LOC108112678|XP_017078311.1|DEUG	LOC115760793|XP_030558152.1|DNOV
OG0004375	LOC108102758|XP_017063406.1|DEUG	LOC115762786|XP_030560998.1|DNOV
OG0004376	LOC108114688|XP_017081270.1|DEUG	LOC115770080|XP_030571046.1|DNOV
OG0004377	LOC108114586|XP_017081131.1|DEUG	LOC115769388|XP_030570043.1|DNOV
OG0004378	LOC108106528|XP_017069145.1|DEUG	LOC115762853|XP_030561092.1|DNOV
OG0004379	LOC108109111|XP_017072990.1|DEUG	LOC115770762|XP_030572072.1|DNOV
OG0004380	LOC108104445|XP_017065995.1|DEUG	LOC115764484|XP_030563430.1|DNOV
OG0004381	LOC108117245|XP_017085079.1|DEUG	LOC115764924|XP_030564090.1|DNOV
OG0004382	LOC108106566|XP_017069221.1|DEUG	LOC115757817|XP_030554100.1|DNOV
OG0004383	LOC108106453|XP_017069008.1|DEUG	LOC115764580|XP_030563588.1|DNOV
OG0004384	LOC108106608|XP_017069296.1|DEUG	LOC115764582|XP_030563590.1|DNOV
OG0004385	LOC108106708|XP_017069428.1|DEUG	LOC115758211|XP_030554621.1|DNOV
OG0004386	LOC108106570|XP_017069227.1|DEUG	LOC115757854|XP_030554150.1|DNOV
OG0004387	LOC108113864|XP_017080067.1|DEUG	LOC115771391|XP_030572937.1|DNOV
OG0004388	LOC108106798|XP_017069531.1|DEUG	LOC115757887|XP_030554190.1|DNOV
OG0004389	LOC108108083|XP_017071458.1|DEUG	LOC115769987|XP_030570914.1|DNOV
OG0004390	LOC108118228|XP_017086298.1|DEUG	LOC115769718|XP_030570506.1|DNOV, LOC115771304|XP_030572801.1|DNOV
OG0004391	LOC108108970|XP_017072714.1|DEUG	LOC115767482|XP_030567646.1|DNOV
OG0004392	LOC108117340|XP_017085202.1|DEUG	LOC115771494|XP_030573078.1|DNOV
OG0004393	LOC108111988|XP_017077206.1|DEUG	LOC115758541|XP_030555136.1|DNOV
OG0004394	LOC108113109|XP_017079087.1|DEUG	LOC115760821|XP_030558200.1|DNOV
OG0004395	LOC108106772|XP_017069502.1|DEUG	LOC115757930|XP_030554256.1|DNOV
OG0004396	LOC108110357|XP_017074886.1|DEUG	LOC115758030|XP_030554399.1|DNOV
OG0004397	LOC108111946|XP_017077115.1|DEUG	LOC115758103|XP_030554490.1|DNOV
OG0004398	LOC108111949|XP_017077119.1|DEUG	LOC115758014|XP_030554373.1|DNOV
OG0004399	LOC108112709|XP_017078422.1|DEUG	LOC115761091|XP_030558573.1|DNOV
OG0004400	LOC108109502|XP_017073532.1|DEUG	LOC115759464|XP_030556258.1|DNOV
OG0004401	LOC108107489|XP_017070524.1|DEUG	LOC115758232|XP_030554644.1|DNOV
OG0004402	LOC108107460|XP_017070495.1|DEUG	LOC115758499|XP_030555046.1|DNOV
OG0004403	LOC108106463|XP_017069020.1|DEUG	LOC115769593|XP_030570379.1|DNOV
OG0004404	LOC108110352|XP_017074878.1|DEUG	LOC115767457|XP_030567618.1|DNOV
OG0004405	LOC108114637|XP_017081193.1|DEUG	LOC115770402|XP_030571520.1|DNOV
OG0004406	LOC108104012|XP_017065327.1|DEUG	LOC115770016|XP_030570928.1|DNOV
OG0004407	LOC108104536|XP_017066159.1|DEUG	LOC115764584|XP_030563593.1|DNOV
OG0004408	LOC108113863|XP_017080066.1|DEUG	LOC115771529|XP_030573126.1|DNOV
OG0004409	LOC108102325|XP_017062603.1|DEUG	LOC115766740|XP_030566565.1|DNOV
OG0004410	LOC108112683|XP_017078364.1|DEUG	LOC115767417|XP_030567553.1|DNOV
OG0004411	LOC108108747|XP_017072388.1|DEUG	LOC115771584|XP_030573204.1|DNOV
OG0004412	LOC108108745|XP_017072385.1|DEUG	LOC115771583|XP_030573203.1|DNOV
OG0004413	LOC108107384|XP_017070385.1|DEUG	LOC115760559|XP_030557828.1|DNOV
OG0004414	LOC108107348|XP_017070337.1|DEUG	LOC115758040|XP_030554417.1|DNOV
OG0004415	LOC108106385|XP_017068880.1|DEUG	LOC115767959|XP_030568253.1|DNOV
OG0004416	LOC108113245|XP_017079280.1|DEUG	LOC115760967|XP_030558425.1|DNOV
OG0004417	LOC108117555|XP_017085553.1|DEUG	LOC115761888|XP_030559751.1|DNOV
OG0004418	LOC108113020|XP_017078935.1|DEUG	LOC115758031|XP_030554401.1|DNOV
OG0004419	LOC108104488|XP_017066090.1|DEUG	LOC115764444|XP_030563314.1|DNOV
OG0004420	LOC108113159|XP_017079160.1|DEUG	LOC115764488|XP_030563436.1|DNOV
OG0004421	LOC108108611|XP_017072199.1|DEUG	LOC115769847|XP_030570685.1|DNOV
OG0004422	LOC108108606|XP_017072194.1|DEUG	LOC115769921|XP_030570806.1|DNOV
OG0004423	LOC108112474|XP_017077821.1|DEUG	LOC115758214|XP_030554626.1|DNOV
OG0004424	LOC108107446|XP_017070477.1|DEUG	LOC115757900|XP_030554206.1|DNOV
OG0004425	LOC108114364|XP_017080803.1|DEUG	LOC115770060|XP_030571015.1|DNOV
OG0004426	LOC108114469|XP_017080965.1|DEUG	LOC115770222|XP_030571283.1|DNOV
OG0004427	LOC108117352|XP_017085216.1|DEUG	LOC115770304|XP_030571399.1|DNOV
OG0004428	LOC108116913|XP_017084528.1|DEUG	LOC115761594|XP_030559249.1|DNOV
OG0004429	LOC108115559|XP_017082555.1|DEUG	LOC115765938|XP_030565544.1|DNOV
OG0004430	LOC108106012|XP_017068347.1|DEUG	LOC115771569|XP_030573182.1|DNOV
OG0004431	LOC108109512|XP_017073552.1|DEUG	LOC115761525|XP_030559156.1|DNOV
OG0004432	LOC108109511|XP_017073551.1|DEUG	LOC115761524|XP_030559155.1|DNOV
OG0004433	LOC108108810|XP_017072483.1|DEUG	LOC115769072|XP_030569645.1|DNOV
OG0004434	LOC108111948|XP_017077118.1|DEUG	LOC115758012|XP_030554369.1|DNOV
OG0004435	LOC108109289|XP_017073271.1|DEUG	LOC115767455|XP_030567616.1|DNOV
OG0004436	LOC108106439|XP_017068961.1|DEUG	LOC115764508|XP_030563462.1|DNOV
OG0004437	LOC108107487|XP_017070522.1|DEUG	LOC115764446|XP_030563316.1|DNOV
OG0004438	LOC108106456|XP_017069011.1|DEUG	LOC115757811|XP_030554094.1|DNOV
OG0004439	LOC108106471|XP_017069033.1|DEUG	LOC115758006|XP_030554363.1|DNOV
OG0004440	LOC108112686|XP_017078367.1|DEUG	LOC115767467|XP_030567632.1|DNOV
OG0004441	LOC108112165|XP_017077419.1|DEUG	LOC115760313|XP_030557460.1|DNOV
OG0004442	LOC108112972|XP_017078865.1|DEUG	LOC115757889|XP_030554194.1|DNOV
OG0004443	LOC108107734|XP_017070872.1|DEUG	LOC115771256|XP_030572727.1|DNOV
OG0004444	LOC108112598|XP_017078141.1|DEUG	LOC115764593|XP_030563605.1|DNOV
OG0004445	LOC108107477|XP_017070512.1|DEUG	LOC115760485|XP_030557693.1|DNOV
OG0004446	LOC108104233|XP_017065673.1|DEUG	LOC115765028|XP_030564251.1|DNOV
OG0004447	LOC108116591|XP_017084026.1|DEUG	LOC115764926|XP_030564096.1|DNOV
OG0004448	LOC108112301|XP_017077616.1|DEUG	LOC115768659|XP_030569228.1|DNOV
OG0004449	LOC108118211|XP_017086267.1|DEUG	LOC115767940|XP_030568177.1|DNOV
OG0004450	LOC108106374|XP_017068854.1|DEUG	LOC115757962|XP_030554302.1|DNOV
OG0004451	LOC108106370|XP_017068843.1|DEUG	LOC115757933|XP_030554261.1|DNOV
OG0004452	LOC108109295|XP_017073277.1|DEUG	LOC115767418|XP_030567554.1|DNOV
OG0004453	LOC108113014|XP_017078924.1|DEUG	LOC115757878|XP_030554178.1|DNOV
OG0004454	LOC108111720|XP_017076760.1|DEUG	LOC115761882|XP_030559744.1|DNOV
OG0004455	LOC108118247|XP_017086325.1|DEUG	LOC115766619|XP_030566473.1|DNOV
OG0004456	LOC108105498|XP_017067605.1|DEUG	LOC115768175|XP_030568537.1|DNOV
OG0004457	LOC108114009|XP_017080245.1|DEUG	LOC115768502|XP_030568951.1|DNOV
OG0004458	LOC108114371|XP_017080811.1|DEUG	LOC115768301|XP_030568709.1|DNOV
OG0004459	LOC108107884|XP_017071159.1|DEUG	LOC115770553|XP_030571725.1|DNOV
OG0004460	LOC108108520|XP_017072081.1|DEUG	LOC115771099|XP_030572518.1|DNOV
OG0004461	LOC108118201|XP_017086251.1|DEUG	LOC115770457|XP_030571595.1|DNOV
OG0004462	LOC108108560|XP_017072132.1|DEUG	LOC115771586|XP_030573209.1|DNOV
OG0004463	LOC108116776|XP_017084297.1|DEUG	LOC115771403|XP_030572959.1|DNOV
OG0004464	LOC108104008|XP_017065318.1|DEUG	LOC115770320|XP_030571417.1|DNOV
OG0004465	LOC108108584|XP_017072168.1|DEUG	LOC115760158|XP_030557230.1|DNOV
OG0004466	LOC108108653|XP_017072245.1|DEUG	LOC115771395|XP_030572941.1|DNOV
OG0004467	LOC108114099|XP_017080346.1|DEUG	LOC115770083|XP_030571053.1|DNOV
OG0004468	LOC108113964|XP_017080167.1|DEUG	LOC115770079|XP_030571045.1|DNOV
OG0004469	LOC108118241|XP_017086314.1|DEUG	LOC115769848|XP_030570689.1|DNOV
OG0004470	LOC108105685|XP_017067884.1|DEUG	LOC115758493|XP_030555034.1|DNOV
OG0004471	LOC108115593|XP_017082595.1|DEUG	LOC115761271|XP_030558844.1|DNOV
OG0004472	LOC108104834|XP_017066626.1|DEUG	LOC115758248|XP_030554663.1|DNOV
OG0004473	LOC108106803|XP_017069537.1|DEUG	LOC115758039|XP_030554413.1|DNOV
OG0004474	LOC108106691|XP_017069413.1|DEUG	LOC115758037|XP_030554411.1|DNOV
OG0004475	LOC108116987|XP_017084641.1|DEUG	LOC115767474|XP_030567639.1|DNOV
OG0004476	LOC108103384|XP_017064319.1|DEUG	LOC115759062|XP_030555749.1|DNOV
OG0004477	LOC108108997|XP_017072752.1|DEUG	LOC115757983|XP_030554332.1|DNOV
OG0004478	LOC108106747|XP_017069474.1|DEUG	LOC115757955|XP_030554290.1|DNOV
OG0004479	LOC108107252|XP_017070170.1|DEUG	LOC115762523|XP_030560647.1|DNOV
OG0004480	LOC108117713|XP_017085757.1|DEUG	LOC115765414|XP_030564819.1|DNOV
OG0004481	LOC108113105|XP_017079069.1|DEUG	LOC115766052|XP_030565735.1|DNOV
OG0004482	LOC108113506|XP_017079585.1|DEUG	LOC115771671|XP_030573346.1|DNOV
OG0004483	LOC108107355|XP_017070343.1|DEUG	LOC115771975|XP_030573758.1|DNOV
OG0004484	LOC108109617|XP_017073671.1|DEUG, LOC108113197|XP_017079217.1|DEUG, LOC108103004|XP_017063815.1|DEUG	LOC115764777|XP_030563876.1|DNOV
OG0004485	LOC108118516|XP_017086750.1|DEUG	LOC115767000|XP_030566982.1|DNOV
OG0004486	LOC108112783|XP_017078550.1|DEUG	LOC115767495|XP_030567663.1|DNOV
OG0004487	LOC108114410|XP_017080874.1|DEUG	LOC115769361|XP_030570004.1|DNOV
OG0004489	LOC108102814|XP_017063485.1|DEUG	LOC115771189|XP_030572643.1|DNOV
OG0004490	LOC108112364|XP_017077683.1|DEUG, LOC108113307|XP_017079348.1|DEUG	LOC115762462|XP_030560530.1|DNOV
OG0004491	LOC108113410|XP_017079454.1|DEUG	LOC115759339|XP_030556118.1|DNOV
OG0004492	LOC108108744|XP_017072384.1|DEUG	LOC115767231|XP_030567290.1|DNOV, LOC115770011|XP_030570921.1|DNOV
OG0004493	LOC108114088|XP_017080332.1|DEUG	LOC115768869|XP_030569437.1|DNOV
OG0004494	LOC108109513|XP_017073553.1|DEUG	LOC115763639|XP_030562129.1|DNOV, LOC115763832|XP_030562451.1|DNOV
OG0004495	LOC108109578|XP_017073644.1|DEUG	LOC115771640|XP_030573300.1|DNOV, LOC115771641|XP_030573301.1|DNOV, LOC115771951|XP_030573714.1|DNOV
OG0004496	LOC108106230|XP_017068645.1|DEUG, LOC108106795|XP_017069529.1|DEUG	LOC115771166|XP_030572608.1|DNOV
