Orthogroup	DEUG.longest_only	HILL.longest_only
OG0004999	LOC108107545|XP_017070575.1|DEUG	LOC119649848|XP_037908133.1|HILL
OG0005000	LOC108112169|XP_017077435.1|DEUG	LOC119659051|XP_037922890.1|HILL
OG0005001	LOC108109867|XP_017074148.1|DEUG	LOC119647419|XP_037904237.1|HILL
OG0005002	LOC108111822|XP_017076919.1|DEUG	LOC119660626|XP_037925259.1|HILL
OG0005003	LOC108109887|XP_017074178.1|DEUG	LOC119649529|XP_037907643.1|HILL
OG0005004	LOC108114103|XP_017080351.1|DEUG	LOC119648336|XP_037905958.1|HILL
OG0005005	LOC108108464|XP_017072008.1|DEUG	LOC119647992|XP_037905305.1|HILL
OG0005006	LOC108102857|XP_017063546.1|DEUG	LOC119648819|XP_037906599.1|HILL
OG0005007	LOC108108581|XP_017072164.1|DEUG	LOC119650275|XP_037908828.1|HILL
OG0005008	LOC108104631|XP_017066295.1|DEUG	LOC119650274|XP_037908827.1|HILL
OG0005009	LOC108108432|XP_017071975.1|DEUG	LOC119650277|XP_037908830.1|HILL
OG0005010	LOC108114585|XP_017081129.1|DEUG	LOC119657580|XP_037920488.1|HILL
OG0005011	LOC108107263|XP_017070182.1|DEUG	LOC119661315|XP_037926535.1|HILL
OG0005012	LOC108114561|XP_017081100.1|DEUG	LOC119647456|XP_037904315.1|HILL
OG0005013	LOC108108309|XP_017071817.1|DEUG	LOC119659057|XP_037922894.1|HILL, LOC119660238|XP_037924616.1|HILL
OG0005014	LOC108114325|XP_017080732.1|DEUG	LOC119648903|XP_037906735.1|HILL
OG0005015	LOC108108054|XP_017071417.1|DEUG	LOC119648732|XP_037906477.1|HILL
OG0005016	LOC108117398|XP_017085293.1|DEUG	LOC119650315|XP_037908897.1|HILL
OG0005017	LOC108109793|XP_017073991.1|DEUG	LOC119649027|XP_037906910.1|HILL
OG0005018	LOC108104697|XP_017066397.1|DEUG	LOC119649134|XP_037907067.1|HILL
OG0005019	LOC108114566|XP_017081105.1|DEUG	LOC119649232|XP_037907221.1|HILL
OG0005020	LOC108104762|XP_017066486.1|DEUG	LOC119659468|XP_037923485.1|HILL
OG0005021	LOC108110807|XP_017075527.1|DEUG	LOC119649626|XP_037907789.1|HILL
OG0005022	LOC108102817|XP_017063488.1|DEUG	LOC119649922|XP_037908253.1|HILL
OG0005023	LOC108104878|XP_017066694.1|DEUG	LOC119649623|XP_037907784.1|HILL
OG0005024	LOC108113880|XP_017080078.1|DEUG	LOC119649280|XP_037907297.1|HILL
OG0005025	LOC108117373|XP_017085248.1|DEUG	LOC119649756|XP_037907977.1|HILL
OG0005026	LOC108109870|XP_017074153.1|DEUG	LOC119649673|XP_037907860.1|HILL
OG0005027	LOC108108002|XP_017071345.1|DEUG	LOC119650403|XP_037909114.1|HILL
OG0005028	LOC108111800|XP_017076880.1|DEUG	LOC119660581|XP_037925163.1|HILL
OG0005029	LOC108108579|XP_017072160.1|DEUG	LOC119649887|XP_037908192.1|HILL
OG0005030	LOC108104646|XP_017066315.1|DEUG	LOC119649028|XP_037906913.1|HILL
OG0005031	LOC108114425|XP_017080901.1|DEUG	LOC119647690|XP_037904701.1|HILL
OG0005032	LOC108114179|XP_017080475.1|DEUG	LOC119649323|XP_037907353.1|HILL
OG0005033	LOC108107880|XP_017071153.1|DEUG	LOC119648350|XP_037905975.1|HILL
OG0005034	LOC108107637|XP_017070711.1|DEUG	LOC119649225|XP_037907212.1|HILL
OG0005035	LOC108114180|XP_017080476.1|DEUG	LOC119649773|XP_037908002.1|HILL
OG0005036	LOC108107837|XP_017071079.1|DEUG	LOC119647459|XP_037904319.1|HILL
OG0005037	LOC108117360|XP_017085227.1|DEUG	LOC119647460|XP_037904320.1|HILL
OG0005038	LOC108108095|XP_017071480.1|DEUG	LOC119647927|XP_037905187.1|HILL
OG0005039	LOC108102658|XP_017063286.1|DEUG	LOC119660882|XP_037925725.1|HILL
OG0005040	LOC108114512|XP_017081021.1|DEUG	LOC119648702|XP_037906438.1|HILL
OG0005041	LOC108114634|XP_017081190.1|DEUG	LOC119649706|XP_037907905.1|HILL
OG0005042	LOC108107582|XP_017070632.1|DEUG	LOC119657331|XP_037920133.1|HILL
OG0005043	LOC108108938|XP_017072680.1|DEUG	LOC119647047|XP_037903731.1|HILL
OG0005044	LOC108109254|XP_017073226.1|DEUG	LOC119658945|XP_037922744.1|HILL
OG0005045	LOC108108891|XP_017072599.1|DEUG	LOC119658684|XP_037922195.1|HILL
OG0005046	LOC108113221|XP_017079247.1|DEUG	LOC119659235|XP_037923145.1|HILL
OG0005047	LOC108107764|XP_017070943.1|DEUG	LOC119648288|XP_037905872.1|HILL
OG0005048	LOC108107767|XP_017070947.1|DEUG	LOC119649206|XP_037907189.1|HILL
OG0005049	LOC108114178|XP_017080472.1|DEUG	LOC119650427|XP_037909169.1|HILL
OG0005050	LOC108106683|XP_017069404.1|DEUG	LOC119655933|XP_037918044.1|HILL
OG0005051	LOC108114170|XP_017080454.1|DEUG	LOC119648010|XP_037905338.1|HILL
OG0005052	LOC108113942|XP_017080141.1|DEUG	LOC119649856|XP_037908140.1|HILL
OG0005053	LOC108110809|XP_017075529.1|DEUG	LOC119652227|XP_037912112.1|HILL
OG0005054	LOC108114617|XP_017081169.1|DEUG	LOC119647482|XP_037904359.1|HILL
OG0005055	LOC108105032|XP_017066920.1|DEUG	LOC119661616|XP_037926967.1|HILL
OG0005056	LOC108113279|XP_017079317.1|DEUG	LOC119661715|XP_037927097.1|HILL
OG0005057	LOC108104912|XP_017066744.1|DEUG	LOC119647931|XP_037905194.1|HILL
OG0005058	LOC108107547|XP_017070584.1|DEUG	LOC119650369|XP_037909010.1|HILL
OG0005059	LOC108107201|XP_017070107.1|DEUG	LOC119661184|XP_037926330.1|HILL
OG0005060	LOC108107322|XP_017070292.1|DEUG	LOC119646152|XP_037902449.1|HILL
OG0005061	LOC108107169|XP_017070073.1|DEUG	LOC119660862|XP_037925685.1|HILL
OG0005062	LOC108107250|XP_017070164.1|DEUG	LOC119649808|XP_037908066.1|HILL
OG0005063	LOC108113636|XP_017079830.1|DEUG	LOC119646647|XP_037903091.1|HILL
OG0005064	LOC108114654|XP_017081218.1|DEUG	LOC119648864|XP_037906676.1|HILL
OG0005065	LOC108112590|XP_017078124.1|DEUG	LOC119660458|XP_037924947.1|HILL
OG0005066	LOC108113273|XP_017079309.1|DEUG	LOC119646471|XP_037902848.1|HILL
OG0005067	LOC108113241|XP_017079274.1|DEUG	LOC119659331|XP_037923304.1|HILL
OG0005068	LOC108108664|XP_017072258.1|DEUG	LOC119649990|XP_037908373.1|HILL
OG0005069	LOC108109134|XP_017073020.1|DEUG	LOC119655472|XP_037917304.1|HILL
OG0005070	LOC108107313|XP_017070274.1|DEUG	LOC119650292|XP_037908856.1|HILL
OG0005071	LOC108114722|XP_017081316.1|DEUG	LOC119650195|XP_037908690.1|HILL
OG0005072	LOC108118525|XP_017086762.1|DEUG	LOC119661174|XP_037926319.1|HILL
OG0005073	LOC108113254|XP_017079291.1|DEUG	LOC119659264|XP_037923185.1|HILL
OG0005074	LOC108109800|XP_017074000.1|DEUG	LOC119649008|XP_037906881.1|HILL
OG0005076	LOC108106773|XP_017069503.1|DEUG	LOC119656263|XP_037918615.1|HILL
OG0005079	LOC108107443|XP_017070472.1|DEUG	LOC119657248|XP_037919998.1|HILL
OG0005080	LOC108107934|XP_017071251.1|DEUG	LOC119648729|XP_037906472.1|HILL
OG0005081	LOC108112858|XP_017078672.1|DEUG	LOC119661287|XP_037926491.1|HILL
OG0005082	LOC108118250|XP_017086328.1|DEUG	LOC119647479|XP_037904350.1|HILL
OG0005083	LOC108102969|XP_017063759.1|DEUG	LOC119654996|XP_037916594.1|HILL
OG0005084	LOC108105965|XP_017068256.1|DEUG	LOC119647800|XP_037904938.1|HILL
OG0005085	LOC108114304|XP_017080696.1|DEUG	LOC119649743|XP_037907959.1|HILL
OG0005086	LOC108113236|XP_017079268.1|DEUG	LOC119661739|XP_037927133.1|HILL
OG0005087	LOC108114416|XP_017080879.1|DEUG	LOC119647770|XP_037904869.1|HILL
OG0005089	LOC108106617|XP_017069306.1|DEUG	LOC119659571|XP_037923658.1|HILL
OG0005090	LOC108109180|XP_017073098.1|DEUG	LOC119654687|XP_037916125.1|HILL
OG0005091	LOC108113096|XP_017079033.1|DEUG	LOC119658460|XP_037921797.1|HILL
OG0005092	LOC108104898|XP_017066718.1|DEUG	LOC119650029|XP_037908436.1|HILL
OG0005093	LOC108107941|XP_017071261.1|DEUG	LOC119647914|XP_037905164.1|HILL
OG0005094	LOC108107751|XP_017070904.1|DEUG	LOC119647708|XP_037904723.1|HILL
OG0005095	LOC108107317|XP_017070279.1|DEUG	LOC119661561|XP_037926881.1|HILL
OG0005096	LOC108111105|XP_017075935.1|DEUG	LOC119650708|XP_037909640.1|HILL
OG0005097	LOC108108890|XP_017072597.1|DEUG	LOC119646415|XP_037902788.1|HILL
OG0005098	LOC108107404|XP_017070415.1|DEUG	LOC119650908|XP_037910060.1|HILL
OG0005099	LOC108107486|XP_017070521.1|DEUG	LOC119647282|XP_037904103.1|HILL
OG0005100	LOC108107485|XP_017070520.1|DEUG	LOC119647280|XP_037904101.1|HILL
OG0005101	LOC108117306|XP_017085154.1|DEUG	LOC119646170|XP_037902476.1|HILL
OG0005102	LOC108109216|XP_017073150.1|DEUG	LOC119654204|XP_037915338.1|HILL
OG0005103	LOC108107430|XP_017070448.1|DEUG	LOC119653642|XP_037914385.1|HILL
OG0005104	LOC108106161|XP_017068561.1|DEUG	LOC119653673|XP_037914440.1|HILL
OG0005105	LOC108108434|XP_017071977.1|DEUG	LOC119648525|XP_037906221.1|HILL
OG0005106	LOC108107759|XP_017070921.1|DEUG	LOC119649404|XP_037907462.1|HILL
OG0005107	LOC108107855|XP_017071110.1|DEUG	LOC119649508|XP_037907606.1|HILL
OG0005108	LOC108106462|XP_017069019.1|DEUG	LOC119659400|XP_037923401.1|HILL
OG0005109	LOC108111878|XP_017076997.1|DEUG	LOC119655626|XP_037917524.1|HILL
OG0005110	LOC108114372|XP_017080813.1|DEUG	LOC119649133|XP_037907066.1|HILL
OG0005111	LOC108108116|XP_017071521.1|DEUG	LOC119649343|XP_037907377.1|HILL
OG0005112	LOC108102873|XP_017063570.1|DEUG	LOC119648658|XP_037906364.1|HILL
OG0005113	LOC108108118|XP_017071524.1|DEUG	LOC119648784|XP_037906549.1|HILL
OG0005114	LOC108103588|XP_017064602.1|DEUG	LOC119649347|XP_037907383.1|HILL
OG0005115	LOC108102675|XP_017063304.1|DEUG	LOC119647279|XP_037904104.1|HILL
OG0005116	LOC108114692|XP_017081277.1|DEUG	LOC119649700|XP_037907896.1|HILL
OG0005117	LOC108104391|XP_017065919.1|DEUG	LOC119658916|XP_037922659.1|HILL
OG0005118	LOC108111094|XP_017075922.1|DEUG	LOC119659093|XP_037922941.1|HILL
OG0005119	LOC108112583|XP_017078093.1|DEUG	LOC119658934|XP_037922696.1|HILL
OG0005120	LOC108114149|XP_017080430.1|DEUG	LOC119649432|XP_037907508.1|HILL
OG0005121	LOC108108729|XP_017072355.1|DEUG	LOC119648831|XP_037906621.1|HILL
OG0005122	LOC108114571|XP_017081111.1|DEUG	LOC119649699|XP_037907895.1|HILL
OG0005123	LOC108108631|XP_017072220.1|DEUG	LOC119648238|XP_037905795.1|HILL
OG0005124	LOC108114237|XP_017080599.1|DEUG	LOC119648042|XP_037905405.1|HILL
OG0005125	LOC108114475|XP_017080973.1|DEUG	LOC119647834|XP_037905006.1|HILL
OG0005126	LOC108109823|XP_017074048.1|DEUG	LOC119650423|XP_037909162.1|HILL
OG0005127	LOC108113762|XP_017079951.1|DEUG	LOC119648071|XP_037905473.1|HILL
OG0005128	LOC108113093|XP_017079027.1|DEUG	LOC119661261|XP_037926442.1|HILL
OG0005129	LOC108114528|XP_017081048.1|DEUG	LOC119650465|XP_037909259.1|HILL
OG0005130	LOC108114202|XP_017080509.1|DEUG	LOC119646147|XP_037902432.1|HILL
OG0005131	LOC108102732|XP_017063367.1|DEUG	LOC119650318|XP_037908900.1|HILL
OG0005132	LOC108114160|XP_017080439.1|DEUG	LOC119649444|XP_037907523.1|HILL
OG0005133	LOC108108207|XP_017071655.1|DEUG	LOC119649249|XP_037907244.1|HILL, LOC119649238|XP_037907229.1|HILL
OG0005134	LOC108107819|XP_017071055.1|DEUG	LOC119649769|XP_037907997.1|HILL
OG0005135	LOC108114091|XP_017080337.1|DEUG	LOC119650307|XP_037908880.1|HILL
OG0005136	LOC108114045|XP_017080285.1|DEUG	LOC119648369|XP_037906023.1|HILL
OG0005137	LOC108115858|XP_017082973.1|DEUG	LOC119657487|XP_037920340.1|HILL
OG0005138	LOC108108235|XP_017071691.1|DEUG	LOC119649583|XP_037907715.1|HILL
OG0005139	LOC108108075|XP_017071445.1|DEUG	LOC119649660|XP_037907844.1|HILL
OG0005140	LOC108102683|XP_017063313.1|DEUG	LOC119649396|XP_037907449.1|HILL
OG0005141	LOC108112910|XP_017078766.1|DEUG	LOC119654387|XP_037915689.1|HILL
OG0005142	LOC108118099|XP_017086141.1|DEUG	LOC119648368|XP_037906022.1|HILL
OG0005143	LOC108109853|XP_017074103.1|DEUG	LOC119647941|XP_037905219.1|HILL
OG0005144	LOC108109769|XP_017073932.1|DEUG	LOC119648656|XP_037906360.1|HILL
OG0005145	LOC108109901|XP_017074197.1|DEUG	LOC119649656|XP_037907839.1|HILL
OG0005146	LOC108114236|XP_017080597.1|DEUG	LOC119650300|XP_037908866.1|HILL
OG0005147	LOC108114233|XP_017080594.1|DEUG	LOC119650302|XP_037908870.1|HILL
OG0005148	LOC108117376|XP_017085251.1|DEUG	LOC119647469|XP_037904332.1|HILL
OG0005149	LOC108112870|XP_017078689.1|DEUG	LOC119661400|XP_037926655.1|HILL
OG0005150	LOC108114701|XP_017081287.1|DEUG	LOC119649675|XP_037907862.1|HILL
OG0005151	LOC108108120|XP_017071526.1|DEUG	LOC119648113|XP_037905563.1|HILL
OG0005152	LOC108108041|XP_017071404.1|DEUG	LOC119649984|XP_037908354.1|HILL
OG0005154	LOC108108044|XP_017071407.1|DEUG	LOC119647516|XP_037904406.1|HILL
OG0005155	LOC108104730|XP_017066456.1|DEUG	LOC119650217|XP_037908713.1|HILL
OG0005156	LOC108110230|XP_017074706.1|DEUG	LOC119651825|XP_037911544.1|HILL
OG0005157	LOC108112962|XP_017078850.1|DEUG	LOC119647924|XP_037905185.1|HILL
OG0005158	LOC108107910|XP_017071215.1|DEUG	LOC119649577|XP_037907709.1|HILL
OG0005159	LOC108114613|XP_017081164.1|DEUG	LOC119648345|XP_037905968.1|HILL
OG0005160	LOC108108514|XP_017072072.1|DEUG	LOC119650199|XP_037908694.1|HILL
OG0005161	LOC108107307|XP_017070265.1|DEUG	LOC119646727|XP_037903235.1|HILL
OG0005162	LOC108103132|XP_017063988.1|DEUG	LOC119659250|XP_037923164.1|HILL
OG0005163	LOC108108740|XP_017072367.1|DEUG	LOC119647824|XP_037904990.1|HILL
OG0005164	LOC108108158|XP_017071580.1|DEUG	LOC119649730|XP_037907938.1|HILL
OG0005165	LOC108114910|XP_017081578.1|DEUG	LOC119653067|XP_037913477.1|HILL
OG0005166	LOC108115380|XP_017082305.1|DEUG	LOC119649889|XP_037908207.1|HILL
OG0005167	LOC108115384|XP_017082308.1|DEUG	LOC119648190|XP_037905708.1|HILL
OG0005168	LOC108114204|XP_017080512.1|DEUG	LOC119648188|XP_037905705.1|HILL
OG0005169	LOC108108131|XP_017071540.1|DEUG	LOC119650352|XP_037908962.1|HILL
OG0005170	LOC108108081|XP_017071451.1|DEUG	LOC119650350|XP_037908952.1|HILL
OG0005171	LOC108108037|XP_017071399.1|DEUG	LOC119650351|XP_037908961.1|HILL
OG0005172	LOC108109143|XP_017073032.1|DEUG	LOC119646374|XP_037902738.1|HILL
OG0005173	LOC108112607|XP_017078186.1|DEUG	LOC119653388|XP_037913866.1|HILL
OG0005174	LOC108109284|XP_017073265.1|DEUG	LOC119646194|XP_037902506.1|HILL
OG0005175	LOC108109113|XP_017072993.1|DEUG	LOC119661164|XP_037926308.1|HILL
OG0005176	LOC108112037|XP_017077272.1|DEUG	LOC119646505|XP_037902888.1|HILL
OG0005178	LOC108109912|XP_017074209.1|DEUG	LOC119650206|XP_037908700.1|HILL
OG0005179	LOC108109832|XP_017074063.1|DEUG	LOC119648924|XP_037906758.1|HILL
OG0005180	LOC108102809|XP_017063475.1|DEUG	LOC119650168|XP_037908645.1|HILL
OG0005181	LOC108102922|XP_017063664.1|DEUG	LOC119656687|XP_037919102.1|HILL
OG0005182	LOC108104558|XP_017066189.1|DEUG	LOC119655150|XP_037916820.1|HILL
OG0005183	LOC108112456|XP_017077796.1|DEUG	LOC119646928|XP_037903537.1|HILL
OG0005184	LOC108112452|XP_017077786.1|DEUG	LOC119653678|XP_037914453.1|HILL
OG0005185	LOC108104486|XP_017066086.1|DEUG	LOC119657803|XP_037920830.1|HILL
OG0005186	LOC108106419|XP_017068931.1|DEUG	LOC119646988|XP_037903627.1|HILL
OG0005187	LOC108112604|XP_017078153.1|DEUG	LOC119653915|XP_037915003.1|HILL
OG0005188	LOC108113148|XP_017079146.1|DEUG	LOC119661106|XP_037926230.1|HILL
OG0005189	LOC108103767|XP_017064881.1|DEUG	LOC119655045|XP_037916659.1|HILL
OG0005190	LOC108109768|XP_017073930.1|DEUG	LOC119650183|XP_037908666.1|HILL
OG0005191	LOC108111507|XP_017076511.1|DEUG	LOC119660199|XP_037924553.1|HILL
OG0005192	LOC108112822|XP_017078614.1|DEUG	LOC119646646|XP_037903088.1|HILL
OG0005193	LOC108104494|XP_017066097.1|DEUG	LOC119647004|XP_037903658.1|HILL
OG0005194	LOC108109086|XP_017072941.1|DEUG	LOC119660459|XP_037924948.1|HILL
OG0005195	LOC108112568|XP_017078021.1|DEUG	LOC119660216|XP_037924579.1|HILL
OG0005196	LOC108114581|XP_017081125.1|DEUG	LOC119654299|XP_037915534.1|HILL
OG0005197	LOC108107496|XP_017070533.1|DEUG	LOC119660113|XP_037924431.1|HILL
OG0005198	LOC108108084|XP_017071459.1|DEUG	LOC119649291|XP_037907313.1|HILL
OG0005199	LOC108112863|XP_017078678.1|DEUG	LOC119646818|XP_037903360.1|HILL
OG0005200	LOC108112531|XP_017077945.1|DEUG	LOC119648767|XP_037906527.1|HILL
OG0005201	LOC108107272|XP_017070195.1|DEUG	LOC119647231|XP_037904008.1|HILL
OG0005202	LOC108112690|XP_017078380.1|DEUG	LOC119659373|XP_037923357.1|HILL
OG0005203	LOC108106445|XP_017068967.1|DEUG	LOC119647771|XP_037904877.1|HILL
OG0005204	LOC108107004|XP_017069834.1|DEUG	LOC119652377|XP_037912402.1|HILL
OG0005205	LOC108110926|XP_017075694.1|DEUG	LOC119651667|XP_037911288.1|HILL
OG0005206	LOC108109244|XP_017073211.1|DEUG	LOC119659287|XP_037923228.1|HILL
OG0005207	LOC108104503|XP_017066109.1|DEUG	LOC119659462|XP_037923476.1|HILL
OG0005208	LOC108104767|XP_017066492.1|DEUG	LOC119661158|XP_037926302.1|HILL
OG0005209	LOC108105856|XP_017068119.1|DEUG	LOC119651948|XP_037911730.1|HILL
OG0005210	LOC108105849|XP_017068102.1|DEUG	LOC119651982|XP_037911820.1|HILL
OG0005211	LOC108108773|XP_017072431.1|DEUG	LOC119657737|XP_037920711.1|HILL
OG0005212	LOC108107211|XP_017070116.1|DEUG	LOC119653949|XP_037915041.1|HILL
OG0005213	LOC108109743|XP_017073895.1|DEUG	LOC119652591|XP_037912743.1|HILL
OG0005214	LOC108106101|XP_017068454.1|DEUG	LOC119647681|XP_037904724.1|HILL
OG0005215	LOC108111131|XP_017075982.1|DEUG	LOC119648817|XP_037906602.1|HILL
OG0005216	LOC108106940|XP_017069696.1|DEUG	LOC119651164|XP_037910510.1|HILL
OG0005217	LOC108114840|XP_017081472.1|DEUG	LOC119650644|XP_037909497.1|HILL
OG0005218	LOC108111129|XP_017075977.1|DEUG	LOC119651080|XP_037910348.1|HILL
OG0005219	LOC108104576|XP_017066221.1|DEUG	LOC119652007|XP_037911866.1|HILL
OG0005220	LOC108102842|XP_017063524.1|DEUG	LOC119647508|XP_037904396.1|HILL
OG0005221	LOC108111208|XP_017076094.1|DEUG	LOC119651598|XP_037911176.1|HILL
OG0005222	LOC108118449|XP_017086646.1|DEUG	LOC119653272|XP_037913822.1|HILL
OG0005223	LOC108111200|XP_017076083.1|DEUG	LOC119646923|XP_037903530.1|HILL
OG0005224	LOC108110645|XP_017075236.1|DEUG	LOC119651975|XP_037911809.1|HILL
OG0005225	LOC108111099|XP_017075928.1|DEUG	LOC119652191|XP_037912062.1|HILL
OG0005226	LOC108106145|XP_017068529.1|DEUG	LOC119661440|XP_037926714.1|HILL
OG0005227	LOC108103843|XP_017065068.1|DEUG	LOC119646782|XP_037903294.1|HILL
OG0005228	LOC108115943|XP_017083473.1|DEUG	LOC119646780|XP_037903292.1|HILL
OG0005229	LOC108110918|XP_017075678.1|DEUG	LOC119661611|XP_037926954.1|HILL
OG0005230	LOC108112249|XP_017077563.1|DEUG	LOC119652592|XP_037912744.1|HILL
OG0005231	LOC108104197|XP_017065630.1|DEUG	LOC119646592|XP_037903013.1|HILL
OG0005232	LOC108110839|XP_017075569.1|DEUG	LOC119652329|XP_037912269.1|HILL
OG0005233	LOC108105896|XP_017068168.1|DEUG	LOC119650831|XP_037909900.1|HILL
OG0005234	LOC108106854|XP_017069586.1|DEUG	LOC119653196|XP_037913683.1|HILL
OG0005235	LOC108105707|XP_017067907.1|DEUG	LOC119646624|XP_037903060.1|HILL
OG0005236	LOC108102659|XP_017063287.1|DEUG	LOC119646625|XP_037903061.1|HILL
OG0005237	LOC108102648|XP_017063264.1|DEUG	LOC119661701|XP_037927076.1|HILL
OG0005238	LOC108102649|XP_017063266.1|DEUG	LOC119661751|XP_037927149.1|HILL
OG0005239	LOC108110713|XP_017075346.1|DEUG	LOC119648871|XP_037906690.1|HILL
OG0005240	LOC108110806|XP_017075525.1|DEUG	LOC119651591|XP_037911168.1|HILL
OG0005241	LOC108102639|XP_017063249.1|DEUG	LOC119647642|XP_037904636.1|HILL
OG0005242	LOC108111120|XP_017075961.1|DEUG	LOC119646362|XP_037902727.1|HILL
OG0005243	LOC108110973|XP_017075764.1|DEUG	LOC119650888|XP_037909996.1|HILL
OG0005244	LOC108117235|XP_017085058.1|DEUG	LOC119659971|XP_037924261.1|HILL
OG0005245	LOC108116224|XP_017083504.1|DEUG	LOC119659377|XP_037923365.1|HILL
OG0005246	LOC108111006|XP_017075806.1|DEUG	LOC119654661|XP_037916080.1|HILL
OG0005247	LOC108109122|XP_017073007.1|DEUG	LOC119652677|XP_037912879.1|HILL
OG0005248	LOC108105636|XP_017067814.1|DEUG, LOC108103733|XP_017064822.1|DEUG	LOC119661189|XP_037926338.1|HILL
OG0005249	LOC108105270|XP_017067239.1|DEUG	LOC119659784|XP_037923978.1|HILL
OG0005250	LOC108103390|XP_017064334.1|DEUG	LOC119653244|XP_037913772.1|HILL
OG0005251	LOC108110956|XP_017075741.1|DEUG	LOC119650691|XP_037909591.1|HILL
OG0005252	LOC108106837|XP_017069563.1|DEUG	LOC119652698|XP_037912905.1|HILL
OG0005253	LOC108115509|XP_017082492.1|DEUG	LOC119653918|XP_037915002.1|HILL
OG0005254	LOC108106875|XP_017069611.1|DEUG	LOC119652945|XP_037913264.1|HILL
OG0005255	LOC108107133|XP_017070023.1|DEUG	LOC119652772|XP_037913008.1|HILL
OG0005256	LOC108105201|XP_017067142.1|DEUG	LOC119651464|XP_037910999.1|HILL
OG0005257	LOC108106142|XP_017068526.1|DEUG	LOC119651462|XP_037910996.1|HILL
OG0005258	LOC108108254|XP_017071708.1|DEUG	LOC119650950|XP_037910112.1|HILL
OG0005259	LOC108105841|XP_017068087.1|DEUG	LOC119651157|XP_037910493.1|HILL
OG0005260	LOC108105843|XP_017068093.1|DEUG	LOC119651290|XP_037910735.1|HILL
OG0005261	LOC108110913|XP_017075669.1|DEUG	LOC119652376|XP_037912401.1|HILL
OG0005262	LOC108102613|XP_017063206.1|DEUG	LOC119660828|XP_037925616.1|HILL
OG0005263	LOC108106956|XP_017069722.1|DEUG	LOC119652237|XP_037912138.1|HILL
OG0005264	LOC108111608|XP_017076626.1|DEUG	LOC119652238|XP_037912141.1|HILL
OG0005265	LOC108106992|XP_017069819.1|DEUG	LOC119659362|XP_037923341.1|HILL, LOC119647794|XP_037904924.1|HILL, LOC119647652|XP_037904649.1|HILL
OG0005266	LOC108105158|XP_017067082.1|DEUG	LOC119650604|XP_037909392.1|HILL
OG0005267	LOC108110847|XP_017075580.1|DEUG	LOC119656067|XP_037918276.1|HILL
OG0005268	LOC108110845|XP_017075578.1|DEUG	LOC119653031|XP_037913408.1|HILL
OG0005269	LOC108110977|XP_017075771.1|DEUG	LOC119661467|XP_037926756.1|HILL
OG0005270	LOC108111982|XP_017077196.1|DEUG	LOC119646458|XP_037902836.1|HILL
OG0005271	LOC108107076|XP_017069935.1|DEUG	LOC119647674|XP_037904683.1|HILL
OG0005272	LOC108107118|XP_017069998.1|DEUG	LOC119653757|XP_037914621.1|HILL
OG0005273	LOC108106087|XP_017068436.1|DEUG	LOC119659425|XP_037923437.1|HILL
OG0005274	LOC108112346|XP_017077666.1|DEUG	LOC119661672|XP_037927037.1|HILL
OG0005275	LOC108110920|XP_017075682.1|DEUG	LOC119654665|XP_037916089.1|HILL
OG0005276	LOC108110985|XP_017075783.1|DEUG	LOC119647187|XP_037903927.1|HILL
OG0005277	LOC108110469|XP_017075026.1|DEUG	LOC119647029|XP_037903699.1|HILL
OG0005278	LOC108109227|XP_017073188.1|DEUG	LOC119651932|XP_037911697.1|HILL
OG0005279	LOC108113448|XP_017079510.1|DEUG	LOC119651213|XP_037910592.1|HILL
OG0005280	LOC108102657|XP_017063285.1|DEUG	LOC119661544|XP_037926857.1|HILL
OG0005281	LOC108110910|XP_017075666.1|DEUG	LOC119646951|XP_037903572.1|HILL
OG0005282	LOC108115349|XP_017082260.1|DEUG	LOC119661537|XP_037926844.1|HILL
OG0005283	LOC108116683|XP_017084180.1|DEUG	LOC119650014|XP_037908416.1|HILL
OG0005284	LOC108115488|XP_017082462.1|DEUG	LOC119649421|XP_037907493.1|HILL
OG0005285	LOC108115512|XP_017082498.1|DEUG	LOC119646914|XP_037903888.1|HILL
OG0005286	LOC108102630|XP_017063232.1|DEUG	LOC119646689|XP_037903179.1|HILL
OG0005287	LOC108102652|XP_017063279.1|DEUG	LOC119661172|XP_037926317.1|HILL
OG0005288	LOC108106972|XP_017069775.1|DEUG	LOC119646708|XP_037903214.1|HILL
OG0005289	LOC108114106|XP_017080396.1|DEUG	LOC119658720|XP_037922302.1|HILL
OG0005290	LOC108115370|XP_017082289.1|DEUG	LOC119646721|XP_037903228.1|HILL
OG0005291	LOC108110719|XP_017075380.1|DEUG	LOC119653086|XP_037913508.1|HILL
OG0005292	LOC108110671|XP_017075277.1|DEUG	LOC119653225|XP_037913733.1|HILL
OG0005293	LOC108105117|XP_017067039.1|DEUG	LOC119652192|XP_037912063.1|HILL
OG0005294	LOC108104135|XP_017065526.1|DEUG	LOC119656139|XP_037918400.1|HILL
OG0005295	LOC108110718|XP_017075359.1|DEUG	LOC119652564|XP_037912700.1|HILL
OG0005296	LOC108115295|XP_017082171.1|DEUG	LOC119653099|XP_037913535.1|HILL
OG0005297	LOC108106173|XP_017068583.1|DEUG	LOC119646264|XP_037902595.1|HILL
OG0005298	LOC108110938|XP_017075720.1|DEUG	LOC119650593|XP_037909370.1|HILL
OG0005299	LOC108111420|XP_017076367.1|DEUG	LOC119651761|XP_037911427.1|HILL
