Orthogroup	DEUG.longest_only	DMIR.longest_only
OG0004022	LOC108103227|XP_017064156.1|DEUG	LOC108162972|XP_017153459.1|DMIR
OG0004023	LOC108108973|XP_017072717.1|DEUG	LOC117188506|XP_033248377.1|DMIR, LOC108158212|XP_017145924.2|DMIR
OG0004024	LOC108118486|XP_017086708.1|DEUG	LOC108164170|XP_017155275.1|DMIR
OG0004025	LOC108110905|XP_017075655.1|DEUG	LOC108162965|XP_017153453.1|DMIR
OG0004026	LOC108110737|XP_017075430.1|DEUG	LOC108162321|XP_017152493.1|DMIR
OG0004027	LOC108107219|XP_017070125.1|DEUG	LOC117193531|XP_033254169.1|DMIR, LOC108159450|XP_017148231.1|DMIR
OG0004028	LOC108102491|XP_017062994.1|DEUG	LOC108163210|XP_017153853.1|DMIR
OG0004029	LOC108106163|XP_017068563.1|DEUG	LOC108162718|XP_017153070.1|DMIR
OG0004030	LOC108107427|XP_017070446.1|DEUG	LOC117190731|XP_033251686.1|DMIR, LOC117187718|XP_033246357.1|DMIR
OG0004031	LOC108104139|XP_017065529.1|DEUG	LOC108164032|XP_017155097.1|DMIR
OG0004032	LOC108104159|XP_017065552.1|DEUG	LOC108163668|XP_017154580.1|DMIR
OG0004033	LOC108110775|XP_017075482.1|DEUG	LOC108162599|XP_017152907.1|DMIR
OG0004034	LOC108107017|XP_017069853.1|DEUG	LOC108161701|XP_017151503.1|DMIR
OG0004035	LOC108102552|XP_017063105.1|DEUG	LOC108161900|XP_017151787.2|DMIR
OG0004036	LOC108110734|XP_017075422.1|DEUG	LOC108163833|XP_017154827.1|DMIR
OG0004037	LOC108108281|XP_017071776.1|DEUG	LOC108162417|XP_017152632.2|DMIR
OG0004038	LOC108110471|XP_017075028.1|DEUG	LOC108162680|XP_017153014.1|DMIR
OG0004039	LOC108110658|XP_017075261.1|DEUG	LOC108163344|XP_017154073.1|DMIR
OG0004040	LOC108113120|XP_017079110.1|DEUG	LOC108159808|XP_017148867.1|DMIR, LOC117190091|XP_033251066.1|DMIR
OG0004041	LOC108103175|XP_017064050.1|DEUG	LOC117186928|XP_033244179.1|DMIR, LOC108153892|XP_017139482.2|DMIR, LOC117187987|XP_033246951.1|DMIR
OG0004042	LOC108114387|XP_017080840.1|DEUG	LOC108151924|XP_017136332.1|DMIR
OG0004043	LOC108111122|XP_017075963.1|DEUG	LOC108162929|XP_017153399.1|DMIR, LOC117188978|XP_033249651.1|DMIR, LOC117188977|XP_033249649.1|DMIR
OG0004044	LOC108104973|XP_017066832.1|DEUG	LOC108155627|XP_017142050.1|DMIR
OG0004045	LOC108112035|XP_017077274.1|DEUG	LOC108162891|XP_017153345.2|DMIR
OG0004046	LOC108110728|XP_017075407.1|DEUG	LOC108163987|XP_017155039.1|DMIR
OG0004047	LOC108104081|XP_017065465.1|DEUG	LOC108163383|XP_017154126.1|DMIR
OG0004048	LOC108102596|XP_017063188.1|DEUG	LOC108163077|XP_017153645.1|DMIR
OG0004049	LOC108104196|XP_017065629.1|DEUG	LOC108162693|XP_017153032.1|DMIR
OG0004050	LOC108107068|XP_017069928.1|DEUG	LOC108162903|XP_017153362.1|DMIR
OG0004051	LOC108112042|XP_017077287.1|DEUG	LOC108163139|XP_017153741.1|DMIR
OG0004052	LOC108116551|XP_017083981.1|DEUG	LOC108153722|XP_017139376.1|DMIR
OG0004053	LOC108106429|XP_017068946.1|DEUG	LOC108159835|XP_017148914.2|DMIR, LOC117187932|XP_033246820.1|DMIR
OG0004054	LOC108105652|XP_017067829.1|DEUG	LOC108162696|XP_033250105.1|DMIR
OG0004055	LOC108117494|XP_017085460.1|DEUG	LOC108157535|XP_017145127.2|DMIR
OG0004056	LOC108117639|XP_017085662.1|DEUG	LOC108156940|XP_017144192.1|DMIR
OG0004057	LOC108107560|XP_017070603.1|DEUG	LOC108152648|XP_017137627.1|DMIR
OG0004058	LOC108108092|XP_017071476.1|DEUG	LOC108151817|XP_017136164.1|DMIR
OG0004059	LOC108115174|XP_017081983.1|DEUG	LOC108156408|XP_017143342.1|DMIR
OG0004060	LOC108116330|XP_017083630.1|DEUG	LOC108154211|XP_017139924.1|DMIR
OG0004061	LOC108104355|XP_017065849.1|DEUG	LOC108152890|XP_017138021.1|DMIR
OG0004062	LOC108113910|XP_017080108.1|DEUG	LOC108152172|XP_033242339.1|DMIR
OG0004063	LOC108105534|XP_017067654.1|DEUG	LOC108165477|XP_017157017.1|DMIR
OG0004064	LOC108117337|XP_017085197.1|DEUG	LOC108153176|XP_017138473.1|DMIR
OG0004065	LOC108112849|XP_017078657.1|DEUG	LOC108159519|XP_017148368.2|DMIR
OG0004066	LOC108106660|XP_017069373.1|DEUG	LOC108158546|XP_017146443.1|DMIR
OG0004067	LOC108109975|XP_017074285.1|DEUG	LOC108152975|XP_017138193.1|DMIR
OG0004068	LOC108108312|XP_017071823.1|DEUG	LOC108155722|XP_017142215.1|DMIR
OG0004069	LOC108108290|XP_017071782.1|DEUG	LOC108154942|XP_017140920.1|DMIR
OG0004070	LOC108107979|XP_017071310.1|DEUG	LOC108165300|XP_033242937.1|DMIR
OG0004071	LOC108108349|XP_017071878.1|DEUG	LOC108151570|XP_017135730.1|DMIR
OG0004072	LOC108108350|XP_017071879.1|DEUG	LOC108151573|XP_017135734.1|DMIR
OG0004073	LOC108117491|XP_017085459.1|DEUG	LOC117186028|XP_033241955.1|DMIR, LOC108159545|XP_017148418.2|DMIR
OG0004074	LOC108112816|XP_017078603.1|DEUG	LOC117190696|XP_033251650.1|DMIR, LOC108158829|XP_017147021.1|DMIR
OG0004075	LOC108114894|XP_017081552.1|DEUG	LOC108159429|XP_017148189.1|DMIR, LOC117191023|XP_033251889.1|DMIR
OG0004076	LOC108114893|XP_017081551.1|DEUG	LOC117190093|XP_033251068.1|DMIR, LOC108159428|XP_017148184.1|DMIR
OG0004077	LOC108106100|XP_017068453.1|DEUG	LOC108162059|XP_033248918.1|DMIR
OG0004078	LOC108113609|XP_017079756.1|DEUG	LOC108155066|XP_017141142.1|DMIR
OG0004079	LOC108104950|XP_017066805.1|DEUG	LOC108151281|XP_017135302.1|DMIR
OG0004080	LOC108113111|XP_017079093.1|DEUG	LOC117190993|XP_033251863.1|DMIR, LOC108159073|XP_017147512.1|DMIR
OG0004081	LOC108106576|XP_017069239.1|DEUG	LOC117192475|XP_033253058.1|DMIR, LOC108159343|XP_017148031.1|DMIR
OG0004082	LOC108109185|XP_017073106.1|DEUG	LOC108164424|XP_017155593.1|DMIR
OG0004083	LOC108116602|XP_017084047.1|DEUG	LOC117186911|XP_033244129.1|DMIR, LOC117187093|XP_033244851.1|DMIR, LOC108155646|XP_017142085.1|DMIR
OG0004084	LOC108108768|XP_017072424.1|DEUG	LOC108151207|XP_017135172.1|DMIR
OG0004085	LOC108111497|XP_017076500.1|DEUG	LOC108155137|XP_017141280.1|DMIR
OG0004086	LOC108115771|XP_017082830.1|DEUG	LOC108156650|XP_033245951.1|DMIR
OG0004087	LOC108117610|XP_017085625.1|DEUG	LOC108158387|XP_017146133.1|DMIR
OG0004088	LOC108115868|XP_017082988.1|DEUG	LOC108157628|XP_017145255.1|DMIR
OG0004089	LOC108104964|XP_017066818.1|DEUG	LOC108160754|XP_033252440.1|DMIR
OG0004090	LOC108116646|XP_017084120.1|DEUG	LOC108154843|XP_017140748.1|DMIR
OG0004091	LOC108116159|XP_017083383.1|DEUG	LOC108153887|XP_033244991.1|DMIR
OG0004092	LOC108103693|XP_017064776.1|DEUG	LOC108162469|XP_017152710.1|DMIR
OG0004094	LOC108110388|XP_017074923.1|DEUG	LOC108165000|XP_017156519.1|DMIR
OG0004095	LOC108116389|XP_017083740.1|DEUG	LOC108155468|XP_017141778.2|DMIR
OG0004096	LOC108115889|XP_017083022.1|DEUG	LOC108156651|XP_017143752.1|DMIR
OG0004097	LOC108114472|XP_017080970.1|DEUG	LOC108152572|XP_017137500.1|DMIR
OG0004098	LOC108111467|XP_017076428.1|DEUG	LOC108156305|XP_017143182.1|DMIR
OG0004099	LOC108114965|XP_017081661.1|DEUG	LOC108154092|XP_017139691.1|DMIR
OG0004100	LOC108115044|XP_017081780.1|DEUG	LOC108154101|XP_017139712.1|DMIR
OG0004101	LOC108115020|XP_017081751.1|DEUG	LOC108154712|XP_033246026.1|DMIR
OG0004102	LOC108114970|XP_017081672.1|DEUG	LOC108154710|XP_017140552.1|DMIR
OG0004103	LOC108113638|XP_017079796.1|DEUG	LOC108155063|XP_017141138.1|DMIR
OG0004104	LOC108108837|XP_017072533.1|DEUG	LOC108157266|XP_017144743.1|DMIR
OG0004105	LOC108117395|XP_017085290.1|DEUG	LOC108151988|XP_017136442.1|DMIR
OG0004106	LOC108108772|XP_017072429.1|DEUG	LOC108152255|XP_017136953.1|DMIR
OG0004107	LOC108108202|XP_017071643.1|DEUG	LOC108153316|XP_017138715.1|DMIR
OG0004108	LOC108105606|XP_017067770.1|DEUG	LOC108154813|XP_017140703.1|DMIR
OG0004109	LOC108116647|XP_017084123.1|DEUG	LOC108154844|XP_017140750.1|DMIR
OG0004110	LOC108108716|XP_017072338.1|DEUG	LOC108150996|XP_017134835.1|DMIR
OG0004111	LOC108113601|XP_017079743.1|DEUG	LOC108156347|XP_017143236.1|DMIR
OG0004112	LOC108113650|XP_017079810.1|DEUG	LOC108156485|XP_033244667.1|DMIR
OG0004113	LOC108117706|XP_017085743.1|DEUG	LOC108163438|XP_017154223.1|DMIR
OG0004114	LOC108103351|XP_017064285.1|DEUG	LOC108151487|XP_017135614.1|DMIR
OG0004115	LOC108103347|XP_017064274.1|DEUG	LOC108151481|XP_017135604.1|DMIR
OG0004116	LOC108113588|XP_017079723.1|DEUG	LOC108156725|XP_017143866.1|DMIR
OG0004117	LOC108111561|XP_017076574.1|DEUG	LOC108157035|XP_017144336.1|DMIR
OG0004118	LOC108112782|XP_017078549.1|DEUG	LOC108158395|XP_017146141.1|DMIR, LOC117189515|XP_033250553.1|DMIR
OG0004119	LOC108105300|XP_017067282.1|DEUG	LOC108155799|XP_017142369.1|DMIR
OG0004120	LOC108105629|XP_017067803.1|DEUG	LOC108156071|XP_017142844.1|DMIR
OG0004121	LOC108107581|XP_017070631.1|DEUG	LOC108153606|XP_017139190.1|DMIR
OG0004122	LOC108103732|XP_017064821.1|DEUG	LOC108155156|XP_017141307.1|DMIR
OG0004123	LOC108115144|XP_017081929.1|DEUG	LOC108155659|XP_017142107.1|DMIR
OG0004124	LOC108103903|XP_017065136.1|DEUG	LOC108164891|XP_017156350.1|DMIR
OG0004125	LOC108111385|XP_017076307.1|DEUG	LOC108156419|XP_017143355.1|DMIR
OG0004126	LOC108111403|XP_017076337.1|DEUG	LOC108156381|XP_017143284.1|DMIR
OG0004127	LOC108110996|XP_017075794.1|DEUG	LOC108163179|XP_017153805.1|DMIR
OG0004128	LOC108111555|XP_017076565.1|DEUG	LOC108155980|XP_017142657.1|DMIR
OG0004129	LOC108106609|XP_017069297.1|DEUG	LOC117188426|XP_033248195.1|DMIR, LOC108159284|XP_033253007.1|DMIR
OG0004130	LOC108105013|XP_017066896.1|DEUG	LOC108164954|XP_017156440.1|DMIR
OG0004131	LOC108116405|XP_017083772.1|DEUG	LOC108156964|XP_017144232.1|DMIR
OG0004132	LOC108108106|XP_017071503.1|DEUG	LOC108152925|XP_017138096.1|DMIR
OG0004133	LOC108104114|XP_017065503.1|DEUG	LOC108162726|XP_017153083.1|DMIR
OG0004134	LOC108113730|XP_017079905.1|DEUG	LOC108154074|XP_017139659.1|DMIR
OG0004135	LOC108117097|XP_017084785.1|DEUG	LOC108155751|XP_033245993.1|DMIR
OG0004136	LOC108115138|XP_017081921.1|DEUG	LOC108154654|XP_017140480.1|DMIR
OG0004137	LOC108104784|XP_017066528.1|DEUG	LOC117192688|XP_033253309.1|DMIR, LOC108158964|XP_017147288.1|DMIR
OG0004138	LOC108114698|XP_017081283.1|DEUG	LOC108151669|XP_017135896.1|DMIR
OG0004139	LOC108118131|XP_017086180.1|DEUG	LOC108156817|XP_017144005.1|DMIR
OG0004140	LOC108103703|XP_017064788.1|DEUG	LOC117192116|XP_033252699.1|DMIR, LOC108158086|XP_017145727.1|DMIR
OG0004141	LOC108109202|XP_017073132.1|DEUG	LOC108160840|XP_017150582.1|DMIR
OG0004142	LOC108103835|XP_017065013.1|DEUG	LOC108152879|XP_017137999.1|DMIR
OG0004143	LOC108111787|XP_017076863.1|DEUG	LOC108155626|XP_017142047.1|DMIR
OG0004144	LOC108111138|XP_017075993.1|DEUG	LOC108162051|XP_017152074.1|DMIR
OG0004145	LOC108109861|XP_017074132.1|DEUG	LOC108151499|XP_017135627.1|DMIR
OG0004146	LOC108116487|XP_017083908.1|DEUG	LOC108155189|XP_017141348.1|DMIR
OG0004147	LOC108110773|XP_017075479.1|DEUG	LOC108162592|XP_017152898.1|DMIR
OG0004148	LOC108117310|XP_017085161.1|DEUG	LOC108154525|XP_017140313.1|DMIR
OG0004149	LOC108115155|XP_017081953.1|DEUG	LOC108157428|XP_017144966.1|DMIR
OG0004150	LOC108103744|XP_017064840.1|DEUG	LOC108156110|XP_017142895.1|DMIR
OG0004151	LOC108109395|XP_017073380.1|DEUG	LOC108156950|XP_017144208.1|DMIR
OG0004152	LOC108115378|XP_017082303.1|DEUG	LOC108156120|XP_017142915.1|DMIR
OG0004153	LOC108106629|XP_017069320.1|DEUG	LOC117193215|XP_033253858.1|DMIR, LOC108159513|XP_017148362.1|DMIR
OG0004154	LOC108114558|XP_017081093.1|DEUG	LOC108151153|XP_017135068.1|DMIR
OG0004155	LOC108110684|XP_017075304.1|DEUG, LOC108116391|XP_017083742.1|DEUG	LOC108154121|XP_017139738.1|DMIR
OG0004156	LOC108116152|XP_017083377.1|DEUG	LOC108157700|XP_017145359.1|DMIR
OG0004157	LOC108103766|XP_017064878.1|DEUG	LOC108165090|XP_017156631.1|DMIR
OG0004158	LOC108104744|XP_017066474.1|DEUG	LOC108152186|XP_017136823.1|DMIR
OG0004159	LOC108113754|XP_017079937.1|DEUG	LOC108154699|XP_017140537.1|DMIR
OG0004160	LOC108114142|XP_017080417.1|DEUG	LOC117185868|XP_033242338.1|DMIR
OG0004161	LOC108116416|XP_017083790.1|DEUG	LOC108155611|XP_017142025.1|DMIR
OG0004162	LOC108109668|XP_017073740.1|DEUG	LOC108154110|XP_017139722.1|DMIR
OG0004163	LOC108110408|XP_017074968.1|DEUG	LOC108155523|XP_017141859.1|DMIR
OG0004164	LOC108114957|XP_017081640.1|DEUG	LOC108157621|XP_017145246.1|DMIR
OG0004165	LOC108112833|XP_017078630.1|DEUG	LOC108159908|XP_017149027.1|DMIR, LOC117192337|XP_033252874.1|DMIR, LOC117192343|XP_033252880.1|DMIR
OG0004166	LOC108107426|XP_017070445.1|DEUG	LOC117190627|XP_033251562.1|DMIR, LOC117187716|XP_033246353.1|DMIR
OG0004167	LOC108109473|XP_017073486.1|DEUG	LOC108155716|XP_017142202.1|DMIR
OG0004168	LOC108117545|XP_017085541.1|DEUG	LOC108156420|XP_017143357.1|DMIR
OG0004169	LOC108103282|XP_017064181.1|DEUG	LOC108164555|XP_017155858.1|DMIR
OG0004170	LOC108111879|XP_017076998.1|DEUG	LOC108158504|XP_017146341.1|DMIR
OG0004171	LOC108104434|XP_017065981.1|DEUG	LOC108164551|XP_017155853.1|DMIR
OG0004172	LOC108102915|XP_017063648.1|DEUG	LOC108158126|XP_017145799.1|DMIR
OG0004173	LOC108112279|XP_017077589.1|DEUG	LOC117190593|XP_033251534.1|DMIR, LOC117190592|XP_033251533.1|DMIR, LOC108159565|XP_017148491.1|DMIR
OG0004174	LOC108114900|XP_017081560.1|DEUG	LOC117190875|XP_033251785.1|DMIR, LOC108158947|XP_017147260.1|DMIR
OG0004175	LOC108113175|XP_017079181.1|DEUG	LOC108159191|XP_017147735.1|DMIR, LOC117191292|XP_033252091.1|DMIR
OG0004176	LOC108109809|XP_017074021.1|DEUG	LOC108151357|XP_017135404.1|DMIR
OG0004177	LOC108116168|XP_017083393.1|DEUG	LOC108156877|XP_033244958.1|DMIR
OG0004178	LOC108111552|XP_017076559.1|DEUG	LOC108155637|XP_017142065.1|DMIR
OG0004179	LOC108103637|XP_017064678.1|DEUG	LOC108152379|XP_017137160.1|DMIR
OG0004180	LOC108117213|XP_017085018.1|DEUG	LOC108156611|XP_017143647.1|DMIR
OG0004181	LOC108116654|XP_017084134.1|DEUG	LOC117186992|XP_033244413.1|DMIR, LOC108155970|XP_017142636.1|DMIR
OG0004182	LOC108108019|XP_017071365.1|DEUG	LOC108152995|XP_017138218.1|DMIR
OG0004183	LOC108108108|XP_017071506.1|DEUG	LOC108153502|XP_017139042.1|DMIR
OG0004184	LOC108108101|XP_017071492.1|DEUG	LOC108153159|XP_017138451.1|DMIR
OG0004185	LOC108108291|XP_017071788.1|DEUG	LOC108162418|XP_017152633.2|DMIR
OG0004186	LOC108104392|XP_017065920.1|DEUG	LOC108154538|XP_017140333.1|DMIR
OG0004187	LOC108111735|XP_017076778.1|DEUG	LOC108157851|XP_017145544.1|DMIR
OG0004188	LOC108105613|XP_017067782.1|DEUG	LOC108154806|XP_017140694.1|DMIR
OG0004189	LOC108105614|XP_017067784.1|DEUG	LOC108154811|XP_017140700.1|DMIR
OG0004190	LOC108116232|XP_017083511.1|DEUG	LOC108157019|XP_017144313.1|DMIR
OG0004191	LOC108116209|XP_017083482.1|DEUG	LOC108155764|XP_017142297.1|DMIR
OG0004192	LOC108117287|XP_017085131.1|DEUG	LOC108157000|XP_017144283.1|DMIR
OG0004193	LOC108110116|XP_017074503.1|DEUG, LOC108104985|XP_017066850.1|DEUG	LOC108165082|XP_033248994.1|DMIR
OG0004194	LOC108105283|XP_017067261.1|DEUG	LOC108155837|XP_017142437.1|DMIR
OG0004195	LOC108110062|XP_017074431.1|DEUG	LOC108158648|XP_017146626.2|DMIR, LOC117189442|XP_033250452.1|DMIR
OG0004196	LOC108115977|XP_017083118.1|DEUG	LOC108156312|XP_017143191.1|DMIR
OG0004197	LOC108116486|XP_017083907.1|DEUG	LOC108155497|XP_017141816.1|DMIR
OG0004198	LOC108114992|XP_017081715.1|DEUG	LOC108154120|XP_017139737.1|DMIR
OG0004199	LOC108111521|XP_017076530.1|DEUG	LOC108157630|XP_017145259.1|DMIR
OG0004200	LOC108112832|XP_017078627.1|DEUG	LOC108159763|XP_017148811.1|DMIR, LOC117192342|XP_033252878.1|DMIR
OG0004201	LOC108116049|XP_017083237.1|DEUG	LOC108154731|XP_017140585.1|DMIR
OG0004202	LOC108115571|XP_017082567.1|DEUG	LOC108156448|XP_017143395.2|DMIR
OG0004203	LOC108116406|XP_017083773.1|DEUG	LOC108156965|XP_017144234.1|DMIR
OG0004204	LOC108108762|XP_017072418.1|DEUG	LOC108151211|XP_017135178.1|DMIR
OG0004205	LOC108104262|XP_017065701.1|DEUG	LOC108151227|XP_017135213.1|DMIR
OG0004206	LOC108117218|XP_017085033.1|DEUG	LOC108155532|XP_017141888.1|DMIR
OG0004207	LOC108117244|XP_017085078.1|DEUG	LOC108155534|XP_017141891.1|DMIR
OG0004208	LOC108116428|XP_017083811.1|DEUG	LOC108156378|XP_017143279.1|DMIR
OG0004209	LOC108117524|XP_017085511.1|DEUG	LOC108156991|XP_017144272.1|DMIR
OG0004210	LOC108110204|XP_017074669.1|DEUG	LOC108156085|XP_017142863.1|DMIR
OG0004211	LOC108111136|XP_017075995.1|DEUG	LOC108162672|XP_017153004.1|DMIR
OG0004212	LOC108109681|XP_017073767.1|DEUG	LOC108154114|XP_017139728.1|DMIR
OG0004213	LOC108109546|XP_017073605.1|DEUG	LOC108156009|XP_017142702.1|DMIR
OG0004214	LOC108109300|XP_017073285.1|DEUG	LOC117194916|XP_033255272.1|DMIR, LOC108159875|XP_017148968.1|DMIR, LOC117193467|XP_033254118.1|DMIR, LOC117194055|XP_033254591.1|DMIR
OG0004215	LOC108113117|XP_017079106.1|DEUG	LOC108158087|XP_033248166.1|DMIR, LOC117192525|XP_033253113.1|DMIR
OG0004216	LOC108106014|XP_017068349.1|DEUG	LOC108153350|XP_017138801.1|DMIR
OG0004217	LOC108108169|XP_017071599.1|DEUG	LOC108151475|XP_017135595.1|DMIR
OG0004218	LOC108117361|XP_017085233.1|DEUG	LOC108154890|XP_017140827.1|DMIR
OG0004219	LOC108109537|XP_017073591.1|DEUG	LOC108154856|XP_017140766.1|DMIR
OG0004220	LOC108116317|XP_017083597.1|DEUG	LOC108155554|XP_017141922.1|DMIR
OG0004221	LOC108110196|XP_017074646.1|DEUG	LOC108155499|XP_017141818.1|DMIR
OG0004222	LOC108111739|XP_017076781.1|DEUG	LOC108155425|XP_017141721.1|DMIR
OG0004223	LOC108111780|XP_017076854.1|DEUG, LOC108112710|XP_017078426.1|DEUG	LOC108155420|XP_017141709.1|DMIR
OG0004224	LOC108115292|XP_017082164.1|DEUG	LOC108155502|XP_017141827.1|DMIR
OG0004225	LOC108103365|XP_017064301.1|DEUG	LOC108164781|XP_017156191.1|DMIR
OG0004226	LOC108111485|XP_017076458.1|DEUG	LOC108155097|XP_017141211.1|DMIR
OG0004227	LOC108116404|XP_017083770.1|DEUG	LOC108157127|XP_017144508.1|DMIR
OG0004228	LOC108116407|XP_017083776.1|DEUG	LOC108157128|XP_017144513.1|DMIR
OG0004229	LOC108112676|XP_017078309.1|DEUG	LOC117193781|XP_033254399.1|DMIR, LOC108159366|XP_017148079.1|DMIR
OG0004230	LOC108103438|XP_017064397.1|DEUG	LOC108159168|XP_017147727.1|DMIR
OG0004231	LOC108107828|XP_017071067.1|DEUG	LOC108152229|XP_017136903.1|DMIR
OG0004232	LOC108107832|XP_017071072.1|DEUG	LOC108152232|XP_017136910.1|DMIR
OG0004233	LOC108107831|XP_017071071.1|DEUG	LOC108152231|XP_017136908.1|DMIR
OG0004234	LOC108107844|XP_017071087.1|DEUG	LOC108151535|XP_017135677.1|DMIR
OG0004235	LOC108102452|XP_017062946.1|DEUG	LOC108153536|XP_017139093.1|DMIR
OG0004236	LOC108105288|XP_017067266.1|DEUG	LOC108155836|XP_017142436.1|DMIR
OG0004237	LOC108115107|XP_017081844.1|DEUG	LOC108157261|XP_017144728.1|DMIR
OG0004238	LOC108111572|XP_017076584.1|DEUG	LOC108154210|XP_017139923.1|DMIR
OG0004239	LOC108110166|XP_017074578.1|DEUG	LOC108155111|XP_017141239.1|DMIR
OG0004240	LOC108115010|XP_017081741.1|DEUG	LOC108155255|XP_017141439.1|DMIR
OG0004241	LOC108108355|XP_017071884.1|DEUG	LOC108154596|XP_017140398.1|DMIR
OG0004242	LOC108108316|XP_017071830.1|DEUG	LOC108155210|XP_017141383.1|DMIR
OG0004243	LOC108107546|XP_017070576.1|DEUG	LOC108151060|XP_017134926.1|DMIR
OG0004244	LOC108105286|XP_017067264.1|DEUG	LOC108155839|XP_017142439.1|DMIR
OG0004245	LOC108102833|XP_017063513.1|DEUG	LOC108151205|XP_017135168.1|DMIR
OG0004246	LOC108114657|XP_017081220.1|DEUG	LOC108152986|XP_017138202.1|DMIR
OG0004247	LOC108103304|XP_017064216.1|DEUG	LOC108160206|XP_017149535.1|DMIR
OG0004248	LOC108108894|XP_017072603.1|DEUG	LOC108158427|XP_017146198.1|DMIR
OG0004249	LOC108104733|XP_017066459.1|DEUG	LOC108151928|XP_033242274.1|DMIR
OG0004250	LOC108110812|XP_017075533.1|DEUG	LOC108163368|XP_017154108.1|DMIR
OG0004251	LOC108105480|XP_017067585.1|DEUG	LOC108160382|XP_017149855.2|DMIR
OG0004252	LOC108109623|XP_017073692.1|DEUG	LOC108154097|XP_017139705.1|DMIR
OG0004253	LOC108109420|XP_017073407.1|DEUG	LOC108157674|XP_017145328.1|DMIR
OG0004254	LOC108105086|XP_017067004.1|DEUG	LOC108155292|XP_017141500.1|DMIR
OG0004256	LOC108112540|XP_017077955.1|DEUG	LOC108159654|XP_017148612.1|DMIR, LOC117192624|XP_033253231.1|DMIR
OG0004257	LOC108111443|XP_017076401.1|DEUG	LOC108156522|XP_017143515.1|DMIR
OG0004258	LOC108113758|XP_017079942.1|DEUG	LOC108156256|XP_017143102.1|DMIR
OG0004259	LOC108113261|XP_017079299.1|DEUG	LOC117192883|XP_033253520.1|DMIR, LOC117192625|XP_033253237.1|DMIR, LOC108159656|XP_017148619.1|DMIR
OG0004260	LOC108114967|XP_017081663.1|DEUG	LOC108155882|XP_017142506.2|DMIR
OG0004261	LOC108115293|XP_017082167.1|DEUG	LOC108155503|XP_017141830.1|DMIR
OG0004262	LOC108117554|XP_017085552.1|DEUG	LOC108157140|XP_017144530.1|DMIR
OG0004263	LOC108117169|XP_017084939.1|DEUG	LOC108156309|XP_017143186.1|DMIR
OG0004264	LOC108115165|XP_017081968.1|DEUG	LOC108155828|XP_017142422.1|DMIR
OG0004265	LOC108116233|XP_017083512.1|DEUG	LOC108155757|XP_017142288.1|DMIR
OG0004266	LOC108116409|XP_017083782.1|DEUG	LOC108155512|XP_017141842.2|DMIR
OG0004267	LOC108110630|XP_017075221.1|DEUG	LOC108155117|XP_017141244.1|DMIR
OG0004268	LOC108106544|XP_017069186.1|DEUG	LOC117185809|XP_033253847.1|DMIR, LOC108159826|XP_017148888.1|DMIR
OG0004269	LOC108113001|XP_017078903.1|DEUG	LOC108158424|XP_017146193.1|DMIR
OG0004270	LOC108112565|XP_017078015.1|DEUG	LOC108158114|XP_017145779.2|DMIR, LOC117188339|XP_033247933.1|DMIR
OG0004271	LOC108111944|XP_017077112.1|DEUG	LOC108159039|XP_033248259.1|DMIR
OG0004272	LOC108116515|XP_017083940.1|DEUG	LOC108155410|XP_017141696.1|DMIR
OG0004273	LOC108111771|XP_017076825.1|DEUG	LOC108156848|XP_017144060.1|DMIR
OG0004274	LOC108105049|XP_017066943.1|DEUG	LOC108159769|XP_017148819.1|DMIR
OG0004275	LOC108109979|XP_017074294.1|DEUG	LOC108158786|XP_017146959.1|DMIR
OG0004276	LOC108109908|XP_017074205.1|DEUG	LOC108153310|XP_017138710.1|DMIR, LOC108153092|XP_017138362.1|DMIR
OG0004277	LOC108113944|XP_017080144.1|DEUG	LOC108151958|XP_017136386.1|DMIR
OG0004278	LOC108103799|XP_017064969.1|DEUG	LOC117186433|XP_033243130.1|DMIR, LOC108158442|XP_017146217.1|DMIR
OG0004279	LOC108111123|XP_017075965.1|DEUG	LOC108162774|XP_017153158.1|DMIR
OG0004280	LOC108104379|XP_017065889.1|DEUG	LOC108164597|XP_033243854.1|DMIR
OG0004281	LOC108109287|XP_017073269.1|DEUG	LOC108160008|XP_017149227.1|DMIR
OG0004282	LOC108112594|XP_017078132.1|DEUG	LOC108158779|XP_017146942.1|DMIR, LOC117194023|XP_033254541.1|DMIR
OG0004283	LOC108112597|XP_017078139.1|DEUG	LOC108158782|XP_017146948.1|DMIR, LOC117194025|XP_033254543.1|DMIR
OG0004284	LOC108115494|XP_017082469.1|DEUG	LOC108161826|XP_017151674.2|DMIR
OG0004285	LOC108116713|XP_017084224.1|DEUG	LOC108157308|XP_017144801.1|DMIR
OG0004286	LOC108114065|XP_017080308.1|DEUG	LOC108152503|XP_017137375.1|DMIR
OG0004287	LOC108114672|XP_017081243.1|DEUG	LOC108152505|XP_017137376.1|DMIR
OG0004288	LOC108114299|XP_017080691.1|DEUG	LOC108152517|XP_017137401.1|DMIR
OG0004289	LOC108108743|XP_017072378.1|DEUG	LOC108152023|XP_017136489.1|DMIR
OG0004290	LOC108106513|XP_017069096.1|DEUG	LOC108158591|XP_017146532.1|DMIR
OG0004291	LOC108106771|XP_017069501.1|DEUG	LOC117191040|XP_033251900.1|DMIR, LOC108160740|XP_033247723.1|DMIR
OG0004292	LOC108102752|XP_017063398.1|DEUG	LOC108152066|XP_017136575.1|DMIR
