Orthogroup	DEUG.longest_only	DBUS.longest_only
OG0003873	LOC108115554|XP_017082549.1|DEUG	LOC108601356|XP_017844748.1|DBUS
OG0003874	LOC108103389|XP_017064324.1|DEUG	LOC108607690|XP_017854153.1|DBUS
OG0003875	LOC108110970|XP_017075760.1|DEUG	LOC108594264|XP_017834879.2|DBUS
OG0003876	LOC108111171|XP_017076043.1|DEUG	LOC108596732|XP_017838272.1|DBUS
OG0003877	LOC108105160|XP_017067088.1|DEUG	LOC108599865|XP_017842502.1|DBUS
OG0003878	LOC108107066|XP_017069922.1|DEUG	LOC108608227|XP_017854995.1|DBUS
OG0003879	LOC108104700|XP_017066403.1|DEUG	LOC108598831|XP_017841073.1|DBUS
OG0003880	LOC108114402|XP_017080864.1|DEUG	LOC108601004|XP_017844358.2|DBUS
OG0003881	LOC108107364|XP_017070355.1|DEUG	LOC108596784|XP_017838377.1|DBUS
OG0003882	LOC108105586|XP_017067720.1|DEUG	LOC108596369|XP_017837525.1|DBUS
OG0003883	LOC108103443|XP_017064413.1|DEUG	LOC108606845|XP_017852829.1|DBUS
OG0003884	LOC108105845|XP_017068098.1|DEUG	LOC108608144|XP_017854876.2|DBUS
OG0003885	LOC108107001|XP_017069831.1|DEUG	LOC108607741|XP_017854254.1|DBUS
OG0003886	LOC108106895|XP_017069634.1|DEUG	LOC117135046|XP_033150792.1|DBUS
OG0003887	LOC108111041|XP_017075858.1|DEUG	LOC108594515|XP_017835207.2|DBUS
OG0003888	LOC108115620|XP_017082656.1|DEUG	LOC108603555|XP_017847964.1|DBUS
OG0003890	LOC108107613|XP_017070672.1|DEUG	LOC108595049|XP_017835679.1|DBUS
OG0003891	LOC108105854|XP_017068115.1|DEUG	LOC108608181|XP_017854929.2|DBUS
OG0003892	LOC108113697|XP_017079866.1|DEUG	LOC108599454|XP_017841776.1|DBUS
OG0003893	LOC108106941|XP_017069697.1|DEUG	LOC108608374|XP_017855209.1|DBUS
OG0003894	LOC108110483|XP_017075050.1|DEUG	LOC108597427|XP_017839474.1|DBUS
OG0003895	LOC108108893|XP_017072602.1|DEUG	LOC108605898|XP_017851202.1|DBUS
OG0003896	LOC108109238|XP_017073201.1|DEUG	LOC108597431|XP_017839478.1|DBUS
OG0003897	LOC108112533|XP_017077948.1|DEUG	LOC108596299|XP_017837383.1|DBUS
OG0003898	LOC108106852|XP_017069583.1|DEUG	LOC108601133|XP_017844549.1|DBUS
OG0003899	LOC108110748|XP_017075447.1|DEUG	LOC108607717|XP_017854208.1|DBUS
OG0003900	LOC108102591|XP_017063182.1|DEUG	LOC108598016|XP_017840123.1|DBUS
OG0003901	LOC108111040|XP_017076253.1|DEUG	LOC108600734|XP_017843969.1|DBUS
OG0003902	LOC108107052|XP_017069904.1|DEUG	LOC108594316|XP_017834953.1|DBUS
OG0003903	LOC108110768|XP_017075472.1|DEUG	LOC108608534|XP_017855437.1|DBUS
OG0003904	LOC108108536|XP_017072102.1|DEUG	LOC108608533|XP_017855436.2|DBUS
OG0003905	LOC108117526|XP_017085513.1|DEUG	LOC108601494|XP_033150128.1|DBUS
OG0003906	LOC108111985|XP_017077195.1|DEUG	LOC108595116|XP_017835767.1|DBUS
OG0003907	LOC108111234|XP_017076126.1|DEUG	LOC108598889|XP_017841141.1|DBUS
OG0003908	LOC108110623|XP_017075210.1|DEUG	LOC108598898|XP_033150800.1|DBUS
OG0003909	LOC108106654|XP_017069361.1|DEUG	LOC108597646|XP_017839784.1|DBUS
OG0003910	LOC108115067|XP_017081805.1|DEUG	LOC108596815|XP_017838419.1|DBUS
OG0003911	LOC108102696|XP_017063329.1|DEUG	LOC108600111|XP_017842974.2|DBUS
OG0003912	LOC108105120|XP_017067043.1|DEUG	LOC108599039|XP_017841311.2|DBUS
OG0003913	LOC108105884|XP_017068149.1|DEUG	LOC108599582|XP_017842015.1|DBUS
OG0003914	LOC108112336|XP_017077656.1|DEUG	LOC108608315|XP_017855132.1|DBUS
OG0003915	LOC108103704|XP_017064789.1|DEUG	LOC108607009|XP_017853078.1|DBUS
OG0003916	LOC108103314|XP_017064268.1|DEUG	LOC108598403|XP_017840518.1|DBUS
OG0003917	LOC108115524|XP_017082513.1|DEUG	LOC108607464|XP_017853791.1|DBUS
OG0003918	LOC108104089|XP_017065473.1|DEUG	LOC108601184|XP_017844606.1|DBUS
OG0003919	LOC108111142|XP_017075999.1|DEUG	LOC108597704|XP_033148971.1|DBUS
OG0003920	LOC108112230|XP_017077539.1|DEUG	LOC108596871|XP_017838537.1|DBUS
OG0003921	LOC108115467|XP_017082410.1|DEUG	LOC108607987|XP_017854631.2|DBUS
OG0003922	LOC108112133|XP_017077374.1|DEUG	LOC108594492|XP_017835175.1|DBUS
OG0003923	LOC108102322|XP_017062595.1|DEUG	LOC108607355|XP_017853538.1|DBUS
OG0003924	LOC108112005|XP_017077230.1|DEUG	LOC108595358|XP_017836071.1|DBUS
OG0003925	LOC108102595|XP_017063186.1|DEUG	LOC108608009|XP_033149606.1|DBUS
OG0003926	LOC108102573|XP_017063142.1|DEUG	LOC108607482|XP_017853814.1|DBUS
OG0003927	LOC108111023|XP_017075832.1|DEUG	LOC108597652|XP_017839799.1|DBUS
OG0003928	LOC108111053|XP_017075871.1|DEUG	LOC108598146|XP_033150649.1|DBUS, LOC108597574|XP_017839677.2|DBUS
OG0003929	LOC108112306|XP_017077624.1|DEUG	LOC108608455|XP_017855323.1|DBUS
OG0003930	LOC108106982|XP_017069807.1|DEUG	LOC108594220|XP_017834819.1|DBUS
OG0003931	LOC108106927|XP_017069675.1|DEUG	LOC108606773|XP_017852681.1|DBUS
OG0003932	LOC108104584|XP_017066233.1|DEUG	LOC108594676|XP_017835305.1|DBUS
OG0003933	LOC108102585|XP_017063170.1|DEUG	LOC108598203|XP_017840312.1|DBUS
OG0003934	LOC108110522|XP_017075091.1|DEUG	LOC108603043|XP_017846954.1|DBUS
OG0003935	LOC108112785|XP_017078552.1|DEUG	LOC108597372|XP_017839389.1|DBUS
OG0003936	LOC108112789|XP_017078559.1|DEUG	LOC108596838|XP_017838452.1|DBUS
OG0003937	LOC108113006|XP_017078914.1|DEUG	LOC108596353|XP_017837500.1|DBUS
OG0003938	LOC108102550|XP_017063100.1|DEUG	LOC108607950|XP_017854564.2|DBUS
OG0003939	LOC108102542|XP_017063089.1|DEUG	LOC108606424|XP_017852021.1|DBUS
OG0003940	LOC108102602|XP_017063194.1|DEUG	LOC108608286|XP_017855090.1|DBUS
OG0003941	LOC108102604|XP_017063197.1|DEUG	LOC108607949|XP_017854557.1|DBUS
OG0003942	LOC108107135|XP_017070025.1|DEUG	LOC108594530|XP_033148943.1|DBUS
OG0003943	LOC108102554|XP_017063114.1|DEUG	LOC108607658|XP_017854095.1|DBUS
OG0003945	LOC108109125|XP_017073010.1|DEUG	LOC108595586|XP_017836337.1|DBUS
OG0003946	LOC108107103|XP_017069978.1|DEUG	LOC108596267|XP_017837326.1|DBUS
OG0003947	LOC108107106|XP_017069982.1|DEUG	LOC108594442|XP_017835106.2|DBUS
OG0003948	LOC108103074|XP_017063911.1|DEUG	LOC108600922|XP_017844248.1|DBUS
OG0003949	LOC108103073|XP_017063909.1|DEUG	LOC108607798|XP_017854327.1|DBUS
OG0003950	LOC108113469|XP_017079540.1|DEUG	LOC108597322|XP_017839305.1|DBUS
OG0003951	LOC108113433|XP_017079485.1|DEUG	LOC108600369|XP_017843436.2|DBUS
OG0003952	LOC108112400|XP_017077734.1|DEUG	LOC108607776|XP_017854298.1|DBUS
OG0003953	LOC108107015|XP_017069848.1|DEUG	LOC108608462|XP_017855335.1|DBUS
OG0003954	LOC108108191|XP_017071632.1|DEUG	LOC108599067|XP_017841337.2|DBUS
OG0003955	LOC108110459|XP_017075016.1|DEUG	LOC108601355|XP_033149832.1|DBUS
OG0003956	LOC108105683|XP_017067880.1|DEUG	LOC108607898|XP_033150633.1|DBUS
OG0003957	LOC108109910|XP_017074207.1|DEUG	LOC108600860|XP_017844155.1|DBUS
OG0003958	LOC108102986|XP_017063786.1|DEUG	LOC108607003|XP_017853070.1|DBUS
OG0003959	LOC108109240|XP_017073204.1|DEUG	LOC108597271|XP_017839221.1|DBUS
OG0003960	LOC108112654|XP_017078277.1|DEUG, LOC108109529|XP_017073582.1|DEUG	LOC108606392|XP_017851958.1|DBUS
OG0003961	LOC108107117|XP_017069994.1|DEUG	LOC108608215|XP_017854978.1|DBUS
OG0003962	LOC108102574|XP_017063143.1|DEUG	LOC108607479|XP_017853809.1|DBUS
OG0003963	LOC108107020|XP_017069856.1|DEUG	LOC108594395|XP_017835050.2|DBUS
OG0003965	LOC108106096|XP_017068444.1|DEUG	LOC108605554|XP_017850807.1|DBUS
OG0003966	LOC108109719|XP_017073840.1|DEUG	LOC108594261|XP_017834875.2|DBUS
OG0003967	LOC108109059|XP_017072871.1|DEUG	LOC108596573|XP_017837971.1|DBUS
OG0003968	LOC108109118|XP_017073000.1|DEUG	LOC108595107|XP_017835757.1|DBUS
OG0003969	LOC108112528|XP_017077943.1|DEUG	LOC108597050|XP_017838858.1|DBUS
OG0003970	LOC108110602|XP_017075188.1|DEUG	LOC108602337|XP_017845919.1|DBUS
OG0003971	LOC108111191|XP_017076068.1|DEUG	LOC108607474|XP_017853802.1|DBUS
OG0003972	LOC108104277|XP_017065728.1|DEUG	LOC108599531|XP_017841903.2|DBUS
OG0003973	LOC108107333|XP_017070308.1|DEUG	LOC108595626|XP_017836382.1|DBUS
OG0003974	LOC108106690|XP_017069412.1|DEUG	LOC108597777|XP_017839981.1|DBUS
OG0003975	LOC108110698|XP_017075318.1|DEUG	LOC108607835|XP_033150811.1|DBUS
OG0003976	LOC108107060|XP_017069913.1|DEUG	LOC108604358|XP_017849285.1|DBUS
OG0003978	LOC108108554|XP_017072124.1|DEUG	LOC108598736|XP_017840958.1|DBUS
OG0003979	LOC108110705|XP_017075337.1|DEUG	LOC108607790|XP_017854318.2|DBUS
OG0003980	LOC108105616|XP_017067786.1|DEUG	LOC108601801|XP_017845226.1|DBUS
OG0003981	LOC108104099|XP_017065483.1|DEUG	LOC108608328|XP_017855157.1|DBUS
OG0003982	LOC108106872|XP_017069604.1|DEUG	LOC108599645|XP_017842113.2|DBUS
OG0003983	LOC108105144|XP_017067067.1|DEUG	LOC108606450|XP_017852095.1|DBUS
OG0003984	LOC108106963|XP_017069751.1|DEUG	LOC108607853|XP_017854424.2|DBUS
OG0003985	LOC108106962|XP_017069750.1|DEUG	LOC108594418|XP_033150049.1|DBUS
OG0003986	LOC108107132|XP_017070022.1|DEUG	LOC108606004|XP_017851353.1|DBUS
OG0003987	LOC108107044|XP_017069894.1|DEUG	LOC108608013|XP_033150833.1|DBUS
OG0003989	LOC108104109|XP_017065497.1|DEUG	LOC108594394|XP_017835047.1|DBUS
OG0003990	LOC108105876|XP_017068141.1|DEUG	LOC108594486|XP_017835165.2|DBUS
OG0003991	LOC108102614|XP_017063208.1|DEUG	LOC108608173|XP_017854920.2|DBUS
OG0003992	LOC108102620|XP_017063217.1|DEUG	LOC108597003|XP_017838812.2|DBUS
OG0003993	LOC108102607|XP_017063200.1|DEUG	LOC108607489|XP_017853822.1|DBUS
OG0003994	LOC108115929|XP_017083053.1|DEUG	LOC108602061|XP_017845569.1|DBUS
OG0003995	LOC108112003|XP_017077228.1|DEUG	LOC108595189|XP_017835860.1|DBUS
OG0003996	LOC108104469|XP_017066023.1|DEUG	LOC108595803|XP_017836582.1|DBUS
OG0003997	LOC108106882|XP_017069619.1|DEUG	LOC108603023|XP_017846916.1|DBUS
OG0003998	LOC108113010|XP_017078922.1|DEUG	LOC117134984|XP_033150567.1|DBUS
OG0003999	LOC108113881|XP_017080075.1|DEUG	LOC108600623|XP_017843800.2|DBUS
OG0004000	LOC108117145|XP_017084896.1|DEUG	LOC108605809|XP_017851102.1|DBUS
OG0004001	LOC108107335|XP_017070311.1|DEUG	LOC108597239|XP_017839177.1|DBUS
OG0004002	LOC108114775|XP_017081374.1|DEUG	LOC108596642|XP_017838102.1|DBUS
OG0004003	LOC108111938|XP_017077158.1|DEUG	LOC108607646|XP_017854061.1|DBUS
OG0004004	LOC108106151|XP_017068541.1|DEUG	LOC108607541|XP_017853915.1|DBUS
OG0004005	LOC108115480|XP_017082450.1|DEUG	LOC108596195|XP_017837202.1|DBUS
OG0004006	LOC108115503|XP_017082484.1|DEUG	LOC108607957|XP_017854574.1|DBUS
OG0004007	LOC108110726|XP_017075401.1|DEUG	LOC108608529|XP_017855433.1|DBUS
OG0004008	LOC108106097|XP_017068450.1|DEUG	LOC108606728|XP_017852610.2|DBUS
OG0004009	LOC108111214|XP_017076101.1|DEUG	LOC108599205|XP_017841493.2|DBUS
OG0004010	LOC108105782|XP_017067996.1|DEUG	LOC108608501|XP_033150779.1|DBUS
OG0004011	LOC108105894|XP_017068165.1|DEUG	LOC108600480|XP_017843592.2|DBUS
OG0004012	LOC108115733|XP_017082795.1|DEUG	LOC108602440|XP_017846049.1|DBUS
OG0004013	LOC108105865|XP_017068129.1|DEUG	LOC108607749|XP_017854266.2|DBUS
OG0004014	LOC108104280|XP_017065731.1|DEUG	LOC108601138|XP_017844553.1|DBUS
OG0004015	LOC108110767|XP_017075471.1|DEUG	LOC108608340|XP_017855172.2|DBUS
OG0004016	LOC108111117|XP_017075956.1|DEUG	LOC108608270|XP_017855063.2|DBUS
OG0004017	LOC108102624|XP_017063225.1|DEUG	LOC108608072|XP_017854755.1|DBUS
OG0004018	LOC108113213|XP_017079237.1|DEUG	LOC108597059|XP_017838871.1|DBUS
OG0004019	LOC108115461|XP_017082404.1|DEUG	LOC108607396|XP_033149949.1|DBUS
OG0004020	LOC108110851|XP_017075584.1|DEUG	LOC108608125|XP_017854843.1|DBUS
OG0004021	LOC108110965|XP_017075753.1|DEUG	LOC108607623|XP_017854029.1|DBUS
OG0004022	LOC108103227|XP_017064156.1|DEUG	LOC108597608|XP_033149037.1|DBUS
OG0004023	LOC108108973|XP_017072717.1|DEUG	LOC108594794|XP_017835422.1|DBUS
OG0004024	LOC108118486|XP_017086708.1|DEUG	LOC108598147|XP_017840256.2|DBUS
OG0004025	LOC108110905|XP_017075655.1|DEUG	LOC108597511|XP_017839593.1|DBUS
OG0004026	LOC108110737|XP_017075430.1|DEUG	LOC108607573|XP_017853954.1|DBUS
OG0004027	LOC108107219|XP_017070125.1|DEUG	LOC108595662|XP_017836430.1|DBUS
OG0004028	LOC108102491|XP_017062994.1|DEUG	LOC108596747|XP_017838313.1|DBUS
OG0004029	LOC108106163|XP_017068563.1|DEUG	LOC108598519|XP_017840692.1|DBUS
OG0004030	LOC108107427|XP_017070446.1|DEUG	LOC108596756|XP_017838325.1|DBUS
OG0004031	LOC108104139|XP_017065529.1|DEUG	LOC108601055|XP_033150657.1|DBUS
OG0004032	LOC108104159|XP_017065552.1|DEUG	LOC108596178|XP_017837179.1|DBUS, LOC108605054|XP_033150307.1|DBUS
OG0004033	LOC108110775|XP_017075482.1|DEUG	LOC108608382|XP_017851300.1|DBUS
OG0004034	LOC108107017|XP_017069853.1|DEUG	LOC108608039|XP_017854709.2|DBUS
OG0004035	LOC108102552|XP_017063105.1|DEUG	LOC108607657|XP_017854087.1|DBUS
OG0004036	LOC108110734|XP_017075422.1|DEUG	LOC108608141|XP_017854866.1|DBUS
OG0004037	LOC108108281|XP_017071776.1|DEUG	LOC108608389|XP_017855230.2|DBUS
OG0004038	LOC108110471|XP_017075028.1|DEUG	LOC108602328|XP_017845908.2|DBUS
OG0004039	LOC108110658|XP_017075261.1|DEUG	LOC117135016|XP_033150702.1|DBUS
OG0004040	LOC108113120|XP_017079110.1|DEUG	LOC108596474|XP_017837724.1|DBUS
OG0004042	LOC108114387|XP_017080840.1|DEUG	LOC108601077|XP_017844466.1|DBUS
OG0004043	LOC108111122|XP_017075963.1|DEUG	LOC108594336|XP_017834979.1|DBUS
OG0004044	LOC108104973|XP_017066832.1|DEUG	LOC108605562|XP_017850818.1|DBUS
OG0004045	LOC108112035|XP_017077274.1|DEUG	LOC108608537|XP_017855441.1|DBUS
OG0004046	LOC108110728|XP_017075407.1|DEUG	LOC108608159|XP_017854902.1|DBUS
OG0004047	LOC108104081|XP_017065465.1|DEUG	LOC108596519|XP_017837858.1|DBUS
OG0004048	LOC108102596|XP_017063188.1|DEUG	LOC108594368|XP_017835017.2|DBUS
OG0004049	LOC108104196|XP_017065629.1|DEUG	LOC108608278|XP_017855075.1|DBUS
OG0004050	LOC108107068|XP_017069928.1|DEUG	LOC108607452|XP_017853778.2|DBUS
OG0004051	LOC108112042|XP_017077287.1|DEUG	LOC108606389|XP_017851949.2|DBUS
OG0004052	LOC108116551|XP_017083981.1|DEUG	LOC108607123|XP_017853248.1|DBUS
OG0004053	LOC108106429|XP_017068946.1|DEUG	LOC108595854|XP_017836634.1|DBUS
OG0004054	LOC108105652|XP_017067829.1|DEUG	LOC108608457|XP_017855331.1|DBUS
OG0004055	LOC108117494|XP_017085460.1|DEUG	LOC108602713|XP_017846356.1|DBUS
OG0004056	LOC108117639|XP_017085662.1|DEUG	LOC108604573|XP_017849593.1|DBUS
OG0004057	LOC108107560|XP_017070603.1|DEUG	LOC108599124|XP_017841403.1|DBUS
OG0004058	LOC108108092|XP_017071476.1|DEUG	LOC108599468|XP_017841794.2|DBUS
OG0004059	LOC108115174|XP_017081983.1|DEUG	LOC108604838|XP_017849947.1|DBUS
OG0004060	LOC108116330|XP_017083630.1|DEUG	LOC108603757|XP_017848325.1|DBUS
OG0004061	LOC108104355|XP_017065849.1|DEUG	LOC108606891|XP_017852905.1|DBUS
OG0004062	LOC108113910|XP_017080108.1|DEUG	LOC108598598|XP_017840781.1|DBUS
OG0004063	LOC108105534|XP_017067654.1|DEUG	LOC108605752|XP_017851042.1|DBUS
OG0004064	LOC108117337|XP_017085197.1|DEUG	LOC108598933|XP_017841186.1|DBUS
OG0004065	LOC108112849|XP_017078657.1|DEUG	LOC108596933|XP_017838598.2|DBUS
OG0004066	LOC108106660|XP_017069373.1|DEUG	LOC108596621|XP_017838054.1|DBUS
OG0004067	LOC108109975|XP_017074285.1|DEUG	LOC108605207|XP_017850299.1|DBUS
OG0004068	LOC108108312|XP_017071823.1|DEUG	LOC108602046|XP_017845546.1|DBUS
OG0004069	LOC108108290|XP_017071782.1|DEUG	LOC108603806|XP_017848394.1|DBUS
OG0004070	LOC108107979|XP_017071310.1|DEUG	LOC108599119|XP_017841397.1|DBUS
OG0004071	LOC108108349|XP_017071878.1|DEUG	LOC108600823|XP_017844104.2|DBUS
OG0004072	LOC108108350|XP_017071879.1|DEUG	LOC108600824|XP_017844105.2|DBUS
OG0004073	LOC108117491|XP_017085459.1|DEUG	LOC108605291|XP_017850430.1|DBUS
OG0004074	LOC108112816|XP_017078603.1|DEUG	LOC108597530|XP_017839619.1|DBUS
OG0004075	LOC108114894|XP_017081552.1|DEUG	LOC108596644|XP_017838108.1|DBUS
OG0004076	LOC108114893|XP_017081551.1|DEUG	LOC108596643|XP_017838100.1|DBUS
OG0004077	LOC108106100|XP_017068453.1|DEUG	LOC108605568|XP_017850827.1|DBUS
OG0004078	LOC108113609|XP_017079756.1|DEUG	LOC108604719|XP_017849785.1|DBUS
OG0004079	LOC108104950|XP_017066805.1|DEUG	LOC108605751|XP_017851040.1|DBUS
OG0004080	LOC108113111|XP_017079093.1|DEUG	LOC108597180|XP_017839091.1|DBUS
OG0004081	LOC108106576|XP_017069239.1|DEUG	LOC108596091|XP_017836999.1|DBUS
OG0004082	LOC108109185|XP_017073106.1|DEUG	LOC108607400|XP_017853667.1|DBUS
OG0004083	LOC108116602|XP_017084047.1|DEUG	LOC108603158|XP_017847203.1|DBUS
OG0004084	LOC108108768|XP_017072424.1|DEUG	LOC108599720|XP_033149602.1|DBUS
OG0004085	LOC108111497|XP_017076500.1|DEUG	LOC108601683|XP_017845081.1|DBUS
OG0004086	LOC108115771|XP_017082830.1|DEUG	LOC108601763|XP_017845176.1|DBUS
OG0004087	LOC108117610|XP_017085625.1|DEUG	LOC108606665|XP_017852483.1|DBUS, LOC108595222|XP_033150642.1|DBUS
OG0004088	LOC108115868|XP_017082988.1|DEUG	LOC108601776|XP_017845191.1|DBUS
OG0004089	LOC108104964|XP_017066818.1|DEUG	LOC108606844|XP_017852826.2|DBUS
OG0004090	LOC108116646|XP_017084120.1|DEUG	LOC108602921|XP_017846751.1|DBUS
OG0004091	LOC108116159|XP_017083383.1|DEUG	LOC108601309|XP_017844698.1|DBUS
OG0004092	LOC108103693|XP_017064776.1|DEUG	LOC108606488|XP_017852117.1|DBUS
OG0004095	LOC108116389|XP_017083740.1|DEUG	LOC108604304|XP_017849211.1|DBUS
OG0004096	LOC108115889|XP_017083022.1|DEUG	LOC108602094|XP_017845607.1|DBUS
OG0004097	LOC108114472|XP_017080970.1|DEUG	LOC108598558|XP_017840733.1|DBUS
OG0004098	LOC108111467|XP_017076428.1|DEUG	LOC108599353|XP_017841646.2|DBUS
OG0004099	LOC108114965|XP_017081661.1|DEUG	LOC108603048|XP_017846957.1|DBUS
OG0004100	LOC108115044|XP_017081780.1|DEUG	LOC108602078|XP_017845586.1|DBUS
OG0004101	LOC108115020|XP_017081751.1|DEUG	LOC108604625|XP_017849662.1|DBUS
OG0004102	LOC108114970|XP_017081672.1|DEUG	LOC108603262|XP_017847404.1|DBUS
OG0004103	LOC108113638|XP_017079796.1|DEUG	LOC108604717|XP_017849784.1|DBUS
OG0004104	LOC108108837|XP_017072533.1|DEUG	LOC108602163|XP_017845685.1|DBUS
OG0004105	LOC108117395|XP_017085290.1|DEUG	LOC108599504|XP_017841859.2|DBUS
OG0004106	LOC108108772|XP_017072429.1|DEUG	LOC108598334|XP_017840440.2|DBUS
OG0004107	LOC108108202|XP_017071643.1|DEUG	LOC108600277|XP_017843230.1|DBUS
OG0004108	LOC108105606|XP_017067770.1|DEUG	LOC108604051|XP_017848802.1|DBUS
OG0004109	LOC108116647|XP_017084123.1|DEUG	LOC108602922|XP_017846753.1|DBUS
OG0004110	LOC108108716|XP_017072338.1|DEUG	LOC108598413|XP_017840526.1|DBUS
OG0004111	LOC108113601|XP_017079743.1|DEUG	LOC108603792|XP_017848376.1|DBUS
OG0004112	LOC108113650|XP_017079810.1|DEUG	LOC108601914|XP_017845380.1|DBUS
OG0004113	LOC108117706|XP_017085743.1|DEUG	LOC108606317|XP_017851816.1|DBUS
OG0004114	LOC108103351|XP_017064285.1|DEUG	LOC108607142|XP_017853273.2|DBUS
OG0004115	LOC108103347|XP_017064274.1|DEUG	LOC108606725|XP_017852599.1|DBUS
OG0004116	LOC108113588|XP_017079723.1|DEUG	LOC108601899|XP_017845365.1|DBUS
OG0004117	LOC108111561|XP_017076574.1|DEUG	LOC108601794|XP_017845219.1|DBUS, LOC108604941|XP_033150263.1|DBUS
OG0004118	LOC108112782|XP_017078549.1|DEUG	LOC108595408|XP_017836122.1|DBUS
OG0004119	LOC108105300|XP_017067282.1|DEUG	LOC108603251|XP_017847379.1|DBUS
OG0004120	LOC108105629|XP_017067803.1|DEUG	LOC108604507|XP_017849498.1|DBUS
OG0004121	LOC108107581|XP_017070631.1|DEUG	LOC108599139|XP_017841416.1|DBUS
OG0004122	LOC108103732|XP_017064821.1|DEUG	LOC108601998|XP_017845486.1|DBUS
OG0004123	LOC108115144|XP_017081929.1|DEUG	LOC108604076|XP_017848834.1|DBUS
OG0004124	LOC108103903|XP_017065136.1|DEUG	LOC108606719|XP_017852588.1|DBUS
OG0004125	LOC108111385|XP_017076307.1|DEUG	LOC108604392|XP_017849339.1|DBUS
OG0004126	LOC108111403|XP_017076337.1|DEUG	LOC108604354|XP_017849277.1|DBUS
OG0004127	LOC108110996|XP_017075794.1|DEUG	LOC108599154|XP_017841433.1|DBUS
OG0004128	LOC108111555|XP_017076565.1|DEUG	LOC108602264|XP_017845807.1|DBUS
OG0004129	LOC108106609|XP_017069297.1|DEUG	LOC108596870|XP_017838534.1|DBUS
OG0004130	LOC108105013|XP_017066896.1|DEUG	LOC108607218|XP_017853375.1|DBUS
OG0004131	LOC108116405|XP_017083772.1|DEUG	LOC108602202|XP_017845740.1|DBUS
OG0004132	LOC108108106|XP_017071503.1|DEUG	LOC108601145|XP_017844562.1|DBUS
OG0004133	LOC108104114|XP_017065503.1|DEUG	LOC108594446|XP_017835109.1|DBUS
OG0004134	LOC108113730|XP_017079905.1|DEUG	LOC108603184|XP_017847234.1|DBUS
OG0004135	LOC108117097|XP_017084785.1|DEUG	LOC108603188|XP_033150035.1|DBUS
OG0004136	LOC108115138|XP_017081921.1|DEUG	LOC108602808|XP_017846526.1|DBUS
OG0004137	LOC108104784|XP_017066528.1|DEUG	LOC108595915|XP_017836695.1|DBUS
OG0004138	LOC108114698|XP_017081283.1|DEUG	LOC108599996|XP_017842764.1|DBUS
OG0004139	LOC108118131|XP_017086180.1|DEUG	LOC108606233|XP_017851654.1|DBUS
OG0004140	LOC108103703|XP_017064788.1|DEUG	LOC108605981|XP_017851293.1|DBUS
OG0004141	LOC108109202|XP_017073132.1|DEUG	LOC108597232|XP_033148963.1|DBUS
OG0004142	LOC108103835|XP_017065013.1|DEUG	LOC108605566|XP_017850822.1|DBUS
OG0004143	LOC108111787|XP_017076863.1|DEUG	LOC108603773|XP_017848349.1|DBUS
OG0004144	LOC108111138|XP_017075993.1|DEUG	LOC108608056|XP_017854726.2|DBUS
OG0004145	LOC108109861|XP_017074132.1|DEUG	LOC108598970|XP_017841232.1|DBUS
OG0004146	LOC108116487|XP_017083908.1|DEUG	LOC108602919|XP_017846745.1|DBUS
OG0004147	LOC108110773|XP_017075479.1|DEUG	LOC108599120|XP_017841401.2|DBUS
OG0004148	LOC108117310|XP_017085161.1|DEUG	LOC108601410|XP_033149899.1|DBUS
OG0004149	LOC108115155|XP_017081953.1|DEUG	LOC108602810|XP_017846527.1|DBUS
OG0004150	LOC108103744|XP_017064840.1|DEUG	LOC108603411|XP_017847690.1|DBUS
OG0004151	LOC108109395|XP_017073380.1|DEUG	LOC108601780|XP_017845196.1|DBUS
OG0004152	LOC108115378|XP_017082303.1|DEUG	LOC108601989|XP_017845472.1|DBUS
OG0004153	LOC108106629|XP_017069320.1|DEUG	LOC108597259|XP_017839205.1|DBUS
OG0004154	LOC108114558|XP_017081093.1|DEUG	LOC108600212|XP_017843118.1|DBUS
OG0004155	LOC108110684|XP_017075304.1|DEUG, LOC108116391|XP_017083742.1|DEUG	LOC108604121|XP_017848896.1|DBUS
OG0004156	LOC108116152|XP_017083377.1|DEUG	LOC108602391|XP_017845992.1|DBUS
OG0004157	LOC108103766|XP_017064878.1|DEUG	LOC108605269|XP_017850385.1|DBUS
OG0004158	LOC108104744|XP_017066474.1|DEUG	LOC108598363|XP_017840472.2|DBUS
OG0004159	LOC108113754|XP_017079937.1|DEUG	LOC108602873|XP_017846651.1|DBUS
OG0004160	LOC108114142|XP_017080417.1|DEUG	LOC108598467|XP_017840601.1|DBUS
OG0004161	LOC108116416|XP_017083790.1|DEUG	LOC108604080|XP_017848838.1|DBUS
OG0004162	LOC108109668|XP_017073740.1|DEUG	LOC108604194|XP_017849036.1|DBUS
OG0004163	LOC108110408|XP_017074968.1|DEUG	LOC108603919|XP_017848598.1|DBUS
OG0004164	LOC108114957|XP_017081640.1|DEUG	LOC108601493|XP_033149897.1|DBUS
OG0004165	LOC108112833|XP_017078630.1|DEUG	LOC108596396|XP_017837566.1|DBUS
OG0004166	LOC108107426|XP_017070445.1|DEUG	LOC108596755|XP_017838324.1|DBUS
OG0004167	LOC108109473|XP_017073486.1|DEUG	LOC108601918|XP_017845385.1|DBUS
OG0004168	LOC108117545|XP_017085541.1|DEUG	LOC108604714|XP_017849780.1|DBUS
