Orthogroup	DEUG.longest_only	DGUA.longest_only
OG0004163	LOC108110408|XP_017074968.1|DEUG	LOC117590046|XP_034138255.1|DGUA
OG0004164	LOC108114957|XP_017081640.1|DEUG	LOC117586021|XP_034131745.1|DGUA
OG0004165	LOC108112833|XP_017078630.1|DEUG	LOC117578638|XP_034120135.1|DGUA
OG0004166	LOC108107426|XP_017070445.1|DEUG	LOC117580447|XP_034122941.1|DGUA
OG0004167	LOC108109473|XP_017073486.1|DEUG	LOC117585680|XP_034131172.1|DGUA
OG0004168	LOC108117545|XP_017085541.1|DEUG	LOC117583824|XP_034128299.1|DGUA
OG0004169	LOC108103282|XP_017064181.1|DEUG	LOC117580937|XP_034123609.1|DGUA
OG0004170	LOC108111879|XP_017076998.1|DEUG	LOC117588600|XP_034135899.1|DGUA
OG0004171	LOC108104434|XP_017065981.1|DEUG	LOC117581063|XP_034123826.1|DGUA
OG0004172	LOC108102915|XP_017063648.1|DEUG	LOC117590348|XP_034138767.1|DGUA
OG0004173	LOC108112279|XP_017077589.1|DEUG	LOC117579968|XP_034122036.1|DGUA
OG0004174	LOC108114900|XP_017081560.1|DEUG	LOC117592515|XP_034142254.1|DGUA
OG0004175	LOC108113175|XP_017079181.1|DEUG	LOC117580627|XP_034123105.1|DGUA
OG0004176	LOC108109809|XP_017074021.1|DEUG	LOC117586817|XP_034132986.1|DGUA
OG0004177	LOC108116168|XP_017083393.1|DEUG	LOC117585662|XP_034131145.1|DGUA
OG0004178	LOC108111552|XP_017076559.1|DEUG	LOC117590119|XP_034138361.1|DGUA
OG0004179	LOC108103637|XP_017064678.1|DEUG	LOC117581325|XP_034124324.1|DGUA
OG0004180	LOC108117213|XP_017085018.1|DEUG	LOC117586342|XP_034132235.1|DGUA
OG0004181	LOC108116654|XP_017084134.1|DEUG	LOC117585036|XP_034130179.1|DGUA
OG0004183	LOC108108108|XP_017071506.1|DEUG	LOC117589410|XP_034137232.1|DGUA
OG0004184	LOC108108101|XP_017071492.1|DEUG	LOC117579570|XP_034121385.1|DGUA
OG0004185	LOC108108291|XP_017071788.1|DEUG	LOC117584744|XP_034129719.1|DGUA
OG0004186	LOC108104392|XP_017065920.1|DEUG	LOC117580716|XP_034123270.1|DGUA
OG0004187	LOC108111735|XP_017076778.1|DEUG	LOC117586282|XP_034132127.1|DGUA
OG0004188	LOC108105613|XP_017067782.1|DEUG	LOC117585975|XP_034131679.1|DGUA
OG0004189	LOC108105614|XP_017067784.1|DEUG	LOC117585982|XP_034131690.1|DGUA
OG0004190	LOC108116232|XP_017083511.1|DEUG	LOC117586704|XP_034132865.1|DGUA
OG0004191	LOC108116209|XP_017083482.1|DEUG	LOC117586709|XP_034132870.1|DGUA
OG0004192	LOC108117287|XP_017085131.1|DEUG	LOC117586570|XP_034132622.1|DGUA
OG0004193	LOC108110116|XP_017074503.1|DEUG, LOC108104985|XP_017066850.1|DEUG	LOC117590866|XP_034139777.1|DGUA
OG0004194	LOC108105283|XP_017067261.1|DEUG	LOC117585620|XP_034131075.1|DGUA
OG0004195	LOC108110062|XP_017074431.1|DEUG	LOC117581372|XP_034124399.1|DGUA
OG0004196	LOC108115977|XP_017083118.1|DEUG	LOC117589717|XP_034137773.1|DGUA
OG0004197	LOC108116486|XP_017083907.1|DEUG	LOC117590130|XP_034138394.1|DGUA
OG0004198	LOC108114992|XP_017081715.1|DEUG	LOC117584912|XP_034129950.1|DGUA
OG0004199	LOC108111521|XP_017076530.1|DEUG	LOC117586252|XP_034132084.1|DGUA
OG0004200	LOC108112832|XP_017078627.1|DEUG	LOC117587687|XP_034134475.1|DGUA
OG0004201	LOC108116049|XP_017083237.1|DEUG	LOC117582705|XP_034126512.1|DGUA
OG0004202	LOC108115571|XP_017082567.1|DEUG	LOC117585638|XP_034131114.1|DGUA
OG0004203	LOC108116406|XP_017083773.1|DEUG	LOC117585959|XP_034131653.1|DGUA
OG0004204	LOC108108762|XP_017072418.1|DEUG	LOC117580335|XP_034122728.1|DGUA
OG0004205	LOC108104262|XP_017065701.1|DEUG	LOC117579652|XP_034121527.1|DGUA
OG0004206	LOC108117218|XP_017085033.1|DEUG	LOC117586195|XP_034132013.1|DGUA
OG0004207	LOC108117244|XP_017085078.1|DEUG	LOC117586206|XP_034132035.1|DGUA
OG0004208	LOC108116428|XP_017083811.1|DEUG	LOC117590180|XP_034138469.1|DGUA
OG0004209	LOC108117524|XP_017085511.1|DEUG	LOC117583168|XP_034127253.1|DGUA
OG0004210	LOC108110204|XP_017074669.1|DEUG	LOC117589958|XP_034138147.1|DGUA
OG0004211	LOC108111136|XP_017075995.1|DEUG	LOC117584041|XP_034128670.1|DGUA
OG0004212	LOC108109681|XP_017073767.1|DEUG	LOC117586634|XP_034132746.1|DGUA
OG0004213	LOC108109546|XP_017073605.1|DEUG	LOC117586593|XP_034132661.1|DGUA
OG0004214	LOC108109300|XP_017073285.1|DEUG	LOC117587253|XP_034133757.1|DGUA
OG0004215	LOC108113117|XP_017079106.1|DEUG	LOC117592065|XP_034141454.1|DGUA
OG0004216	LOC108106014|XP_017068349.1|DEUG	LOC117579750|XP_034121658.1|DGUA
OG0004217	LOC108108169|XP_017071599.1|DEUG	LOC117580224|XP_034122529.1|DGUA
OG0004218	LOC108117361|XP_017085233.1|DEUG	LOC117581235|XP_034124112.1|DGUA
OG0004219	LOC108109537|XP_017073591.1|DEUG	LOC117586520|XP_034132543.1|DGUA
OG0004220	LOC108116317|XP_017083597.1|DEUG	LOC117586465|XP_034132422.1|DGUA
OG0004221	LOC108110196|XP_017074646.1|DEUG	LOC117590131|XP_034138395.1|DGUA
OG0004222	LOC108111739|XP_017076781.1|DEUG	LOC117585988|XP_034131699.1|DGUA
OG0004223	LOC108111780|XP_017076854.1|DEUG, LOC108112710|XP_017078426.1|DEUG	LOC117586635|XP_034132747.1|DGUA
OG0004224	LOC108115292|XP_017082164.1|DEUG	LOC117586652|XP_034132779.1|DGUA
OG0004225	LOC108103365|XP_017064301.1|DEUG	LOC117588527|XP_034135776.1|DGUA
OG0004226	LOC108111485|XP_017076458.1|DEUG	LOC117586720|XP_034132904.1|DGUA
OG0004227	LOC108116404|XP_017083770.1|DEUG	LOC117586217|XP_034132046.1|DGUA
OG0004228	LOC108116407|XP_017083776.1|DEUG	LOC117586219|XP_034132047.1|DGUA
OG0004229	LOC108112676|XP_017078309.1|DEUG	LOC117591526|XP_034140745.1|DGUA
OG0004230	LOC108103438|XP_017064397.1|DEUG	LOC117590515|XP_034139098.1|DGUA
OG0004231	LOC108107828|XP_017071067.1|DEUG	LOC117579392|XP_034121156.1|DGUA
OG0004232	LOC108107832|XP_017071072.1|DEUG	LOC117579395|XP_034121163.1|DGUA
OG0004233	LOC108107831|XP_017071071.1|DEUG	LOC117579394|XP_034121162.1|DGUA
OG0004234	LOC108107844|XP_017071087.1|DEUG	LOC117579396|XP_034121165.1|DGUA
OG0004235	LOC108102452|XP_017062946.1|DEUG	LOC117590998|XP_034139969.1|DGUA
OG0004236	LOC108105288|XP_017067266.1|DEUG	LOC117586081|XP_034131828.1|DGUA
OG0004237	LOC108115107|XP_017081844.1|DEUG	LOC117586002|XP_034131721.1|DGUA
OG0004238	LOC108111572|XP_017076584.1|DEUG	LOC117585124|XP_034130338.1|DGUA
OG0004239	LOC108110166|XP_017074578.1|DEUG	LOC117590170|XP_034138456.1|DGUA
OG0004240	LOC108115010|XP_017081741.1|DEUG	LOC117586540|XP_034132588.1|DGUA
OG0004241	LOC108108355|XP_017071884.1|DEUG	LOC117586297|XP_034132144.1|DGUA
OG0004242	LOC108108316|XP_017071830.1|DEUG	LOC117586610|XP_034132690.1|DGUA
OG0004243	LOC108107546|XP_017070576.1|DEUG	LOC117589115|XP_034136684.1|DGUA
OG0004244	LOC108105286|XP_017067264.1|DEUG	LOC117585624|XP_034131080.1|DGUA
OG0004245	LOC108102833|XP_017063513.1|DEUG	LOC117586960|XP_034133223.1|DGUA
OG0004246	LOC108114657|XP_017081220.1|DEUG	LOC117579114|XP_034120732.1|DGUA
OG0004247	LOC108103304|XP_017064216.1|DEUG	LOC117580997|XP_034123694.1|DGUA
OG0004248	LOC108108894|XP_017072603.1|DEUG	LOC117585817|XP_034131441.1|DGUA
OG0004249	LOC108104733|XP_017066459.1|DEUG	LOC117587437|XP_034134009.1|DGUA
OG0004250	LOC108110812|XP_017075533.1|DEUG	LOC117588200|XP_034135224.1|DGUA
OG0004251	LOC108105480|XP_017067585.1|DEUG	LOC117584453|XP_034129262.1|DGUA, LOC117580753|XP_034123337.1|DGUA
OG0004252	LOC108109623|XP_017073692.1|DEUG	LOC117586686|XP_034132834.1|DGUA
OG0004253	LOC108109420|XP_017073407.1|DEUG	LOC117586029|XP_034131756.1|DGUA
OG0004254	LOC108105086|XP_017067004.1|DEUG	LOC117591371|XP_034140501.1|DGUA
OG0004256	LOC108112540|XP_017077955.1|DEUG	LOC117592101|XP_034141509.1|DGUA
OG0004257	LOC108111443|XP_017076401.1|DEUG	LOC117583621|XP_034127960.1|DGUA
OG0004258	LOC108113758|XP_017079942.1|DEUG	LOC117586672|XP_034132813.1|DGUA
OG0004259	LOC108113261|XP_017079299.1|DEUG	LOC117592103|XP_034141512.1|DGUA
OG0004260	LOC108114967|XP_017081663.1|DEUG	LOC117585761|XP_034131308.1|DGUA
OG0004261	LOC108115293|XP_017082167.1|DEUG	LOC117586653|XP_034132782.1|DGUA
OG0004262	LOC108117554|XP_017085552.1|DEUG	LOC117585779|XP_034131356.1|DGUA
OG0004263	LOC108117169|XP_017084939.1|DEUG	LOC117586034|XP_034131770.1|DGUA
OG0004264	LOC108115165|XP_017081968.1|DEUG	LOC117586616|XP_034132711.1|DGUA
OG0004265	LOC108116233|XP_017083512.1|DEUG	LOC117586702|XP_034132860.1|DGUA
OG0004266	LOC108116409|XP_017083782.1|DEUG	LOC117586713|XP_034132880.1|DGUA
OG0004267	LOC108110630|XP_017075221.1|DEUG	LOC117590113|XP_034138354.1|DGUA
OG0004268	LOC108106544|XP_017069186.1|DEUG	LOC117582955|XP_034126960.1|DGUA
OG0004269	LOC108113001|XP_017078903.1|DEUG	LOC117585786|XP_034131371.1|DGUA
OG0004270	LOC108112565|XP_017078015.1|DEUG	LOC117584750|XP_034129737.1|DGUA
OG0004271	LOC108111944|XP_017077112.1|DEUG	LOC117592334|XP_034141918.1|DGUA
OG0004272	LOC108116515|XP_017083940.1|DEUG	LOC117586097|XP_034131845.1|DGUA
OG0004273	LOC108111771|XP_017076825.1|DEUG	LOC117582803|XP_034126724.1|DGUA
OG0004274	LOC108105049|XP_017066943.1|DEUG	LOC117590956|XP_034139896.1|DGUA, LOC117581582|XP_034124824.1|DGUA
OG0004275	LOC108109979|XP_017074294.1|DEUG	LOC117581082|XP_034123857.1|DGUA
OG0004276	LOC108109908|XP_017074205.1|DEUG	LOC117589441|XP_034137271.1|DGUA
OG0004277	LOC108113944|XP_017080144.1|DEUG	LOC117580089|XP_034122233.1|DGUA
OG0004278	LOC108103799|XP_017064969.1|DEUG	LOC117588426|XP_034135597.1|DGUA
OG0004279	LOC108111123|XP_017075965.1|DEUG	LOC117582458|XP_034126075.1|DGUA
OG0004280	LOC108104379|XP_017065889.1|DEUG	LOC117581059|XP_034123795.1|DGUA
OG0004281	LOC108109287|XP_017073269.1|DEUG	LOC117588532|XP_034135784.1|DGUA
OG0004282	LOC108112594|XP_017078132.1|DEUG	LOC117584095|XP_034128737.1|DGUA
OG0004283	LOC108112597|XP_017078139.1|DEUG	LOC117584105|XP_034128749.1|DGUA
OG0004284	LOC108115494|XP_017082469.1|DEUG	LOC117584475|XP_034129290.1|DGUA
OG0004285	LOC108116713|XP_017084224.1|DEUG	LOC117585493|XP_034130881.1|DGUA
OG0004286	LOC108114065|XP_017080308.1|DEUG	LOC117580079|XP_034122216.1|DGUA
OG0004287	LOC108114672|XP_017081243.1|DEUG	LOC117580080|XP_034122219.1|DGUA
OG0004288	LOC108114299|XP_017080691.1|DEUG	LOC117580268|XP_034122599.1|DGUA
OG0004289	LOC108108743|XP_017072378.1|DEUG	LOC117580202|XP_034122482.1|DGUA
OG0004290	LOC108106513|XP_017069096.1|DEUG	LOC117592127|XP_034141562.1|DGUA
OG0004291	LOC108106771|XP_017069501.1|DEUG	LOC117584015|XP_034128641.1|DGUA
OG0004292	LOC108102752|XP_017063398.1|DEUG	LOC117580310|XP_034122694.1|DGUA
OG0004293	LOC108118183|XP_017086230.1|DEUG	LOC117586862|XP_034133048.1|DGUA
OG0004294	LOC108104261|XP_017065699.1|DEUG	LOC117579651|XP_034121523.1|DGUA
OG0004295	LOC108104282|XP_017065736.1|DEUG	LOC117579164|XP_034120815.1|DGUA
OG0004296	LOC108104284|XP_017065743.1|DEUG	LOC117580385|XP_034122812.1|DGUA
OG0004297	LOC108107469|XP_017070505.1|DEUG	LOC117578653|XP_034120162.1|DGUA
OG0004298	LOC108104552|XP_017066183.1|DEUG	LOC117592302|XP_034141862.1|DGUA
OG0004299	LOC108106243|XP_017068656.1|DEUG	LOC117589543|XP_034137442.1|DGUA
OG0004300	LOC108109286|XP_017073268.1|DEUG	LOC117585834|XP_034131466.1|DGUA
OG0004301	LOC108102754|XP_017063402.1|DEUG	LOC117580299|XP_034122676.1|DGUA
OG0004302	LOC108112655|XP_017078274.1|DEUG	LOC117583517|XP_034127756.1|DGUA
OG0004303	LOC108104847|XP_017066653.1|DEUG	LOC117578958|XP_034120597.1|DGUA
OG0004304	LOC108112299|XP_017077612.1|DEUG	LOC117578846|XP_034120522.1|DGUA
OG0004305	LOC108111930|XP_017077063.1|DEUG	LOC117592042|XP_034141405.1|DGUA
OG0004306	LOC108106733|XP_017069460.1|DEUG	LOC117578706|XP_034120245.1|DGUA
OG0004307	LOC108106579|XP_017069248.1|DEUG	LOC117578625|XP_034120122.1|DGUA
OG0004308	LOC108107254|XP_017070172.1|DEUG	LOC117580536|XP_034123059.1|DGUA
OG0004309	LOC108108326|XP_017071842.1|DEUG	LOC117579833|XP_034121818.1|DGUA
OG0004310	LOC108104572|XP_017066213.1|DEUG	LOC117582663|XP_034126472.1|DGUA
OG0004311	LOC108114708|XP_017081296.1|DEUG	LOC117587218|XP_034133670.1|DGUA
OG0004312	LOC108107428|XP_017070447.1|DEUG	LOC117587376|XP_034133920.1|DGUA
OG0004313	LOC108111617|XP_017076633.1|DEUG	LOC117578548|XP_034120011.1|DGUA
OG0004314	LOC108112667|XP_017078293.1|DEUG	LOC117592628|XP_034142455.1|DGUA
OG0004315	LOC108107389|XP_017070395.1|DEUG	LOC117592194|XP_034141695.1|DGUA
OG0004316	LOC108104810|XP_017066581.1|DEUG	LOC117581773|XP_034125083.1|DGUA
OG0004317	LOC108109002|XP_017072759.1|DEUG	LOC117584198|XP_034128862.1|DGUA
OG0004318	LOC108107385|XP_017070386.1|DEUG	LOC117592677|XP_034142525.1|DGUA
OG0004319	LOC108113158|XP_017079158.1|DEUG	LOC117592643|XP_034142481.1|DGUA
OG0004320	LOC108115675|XP_017082729.1|DEUG	LOC117589552|XP_034137454.1|DGUA
OG0004321	LOC108106154|XP_017068546.1|DEUG	LOC117587530|XP_034134223.1|DGUA
OG0004322	LOC108116998|XP_017084652.1|DEUG	LOC117589490|XP_034137346.1|DGUA
OG0004323	LOC108102834|XP_017063514.1|DEUG	LOC117586918|XP_034133159.1|DGUA
OG0004324	LOC108115536|XP_017082527.1|DEUG	LOC117584836|XP_034129858.1|DGUA
OG0004325	LOC108113216|XP_017079240.1|DEUG	LOC117592148|XP_034141607.1|DGUA
OG0004326	LOC108113215|XP_017079239.1|DEUG	LOC117592147|XP_034141606.1|DGUA
OG0004327	LOC108104936|XP_017066784.1|DEUG	LOC117588495|XP_034135696.1|DGUA
OG0004328	LOC108109124|XP_017073009.1|DEUG	LOC117591985|XP_034141318.1|DGUA
OG0004330	LOC108113127|XP_017079118.1|DEUG	LOC117591959|XP_034141284.1|DGUA
OG0004331	LOC108104864|XP_017066675.1|DEUG	LOC117590132|XP_034138399.1|DGUA
OG0004332	LOC108110903|XP_017075653.1|DEUG	LOC117587696|XP_034134483.1|DGUA
OG0004333	LOC108118462|XP_017086670.1|DEUG	LOC117584700|XP_034129627.1|DGUA
OG0004334	LOC108107173|XP_017070077.1|DEUG	LOC117582256|XP_034125761.1|DGUA
OG0004335	LOC108106636|XP_017069330.1|DEUG	LOC117580164|XP_034122378.1|DGUA
OG0004336	LOC108109265|XP_017073238.1|DEUG	LOC117578785|XP_034120387.1|DGUA
OG0004337	LOC108106113|XP_017068478.1|DEUG	LOC117581787|XP_034125107.1|DGUA
OG0004338	LOC108117396|XP_017085291.1|DEUG	LOC117580024|XP_034122139.1|DGUA
OG0004339	LOC108106473|XP_017069035.1|DEUG	LOC117590950|XP_034139893.1|DGUA
OG0004340	LOC108106472|XP_017069034.1|DEUG	LOC117590942|XP_034139881.1|DGUA
OG0004341	LOC108112670|XP_017078298.1|DEUG	LOC117592640|XP_034142474.1|DGUA
OG0004342	LOC108107466|XP_017070503.1|DEUG	LOC117590820|XP_034139683.1|DGUA
OG0004343	LOC108107393|XP_017070400.1|DEUG	LOC117586494|XP_034132484.1|DGUA
OG0004344	LOC108107450|XP_017070484.1|DEUG	LOC117586711|XP_034132876.1|DGUA
OG0004345	LOC108114872|XP_017081514.1|DEUG	LOC117591087|XP_034140079.1|DGUA
OG0004346	LOC108107372|XP_017070365.1|DEUG	LOC117592192|XP_034141691.1|DGUA
OG0004347	LOC108107376|XP_017070375.1|DEUG	LOC117592193|XP_034141693.1|DGUA
OG0004348	LOC108107453|XP_017070491.1|DEUG	LOC117592324|XP_034141894.1|DGUA
OG0004349	LOC108107248|XP_017070158.1|DEUG	LOC117582765|XP_034126624.1|DGUA
OG0004350	LOC108112318|XP_017077635.1|DEUG	LOC117585137|XP_034130360.1|DGUA
OG0004351	LOC108106410|XP_017068918.1|DEUG	LOC117589761|XP_034137843.1|DGUA
OG0004352	LOC108117440|XP_017085380.1|DEUG	LOC117589998|XP_034138171.1|DGUA
OG0004353	LOC108116087|XP_017083294.1|DEUG	LOC117583077|XP_034127144.1|DGUA
OG0004354	LOC108105632|XP_017067809.1|DEUG	LOC117583815|XP_034128290.1|DGUA
OG0004355	LOC108109618|XP_017073672.1|DEUG	LOC117585884|XP_034131526.1|DGUA
OG0004356	LOC108112017|XP_017077245.1|DEUG	LOC117588336|XP_034135439.1|DGUA
OG0004357	LOC108113290|XP_017079329.1|DEUG	LOC117585065|XP_034130222.1|DGUA
OG0004358	LOC108106720|XP_017069444.1|DEUG	LOC117582351|XP_034125898.1|DGUA
OG0004359	LOC108111935|XP_017077081.1|DEUG	LOC117592379|XP_034141975.1|DGUA
OG0004360	LOC108108624|XP_017072212.1|DEUG	LOC117579554|XP_034121364.1|DGUA
OG0004361	LOC108116328|XP_017083628.1|DEUG	LOC117585118|XP_034130332.1|DGUA
OG0004362	LOC108104741|XP_017066468.1|DEUG	LOC117589298|XP_034136982.1|DGUA
OG0004363	LOC108103912|XP_017065150.1|DEUG	LOC117588469|XP_034135651.1|DGUA
OG0004364	LOC108112050|XP_017077292.1|DEUG	LOC117592335|XP_034141919.1|DGUA
OG0004365	LOC108109110|XP_017072988.1|DEUG	LOC117578776|XP_034120373.1|DGUA
OG0004366	LOC108111125|XP_017075968.1|DEUG	LOC117582461|XP_034126078.1|DGUA
OG0004367	LOC108114468|XP_017080964.1|DEUG	LOC117589431|XP_034137259.1|DGUA
OG0004368	LOC108116763|XP_017084276.1|DEUG	LOC117589014|XP_034136528.1|DGUA
OG0004369	LOC108105407|XP_017067442.1|DEUG	LOC117592529|XP_034142278.1|DGUA
OG0004370	LOC108112596|XP_017078138.1|DEUG	LOC117584436|XP_034129242.1|DGUA
OG0004371	LOC108117590|XP_017085582.1|DEUG	LOC117590812|XP_034139669.1|DGUA
OG0004372	LOC108107481|XP_017070516.1|DEUG	LOC117592375|XP_034141965.1|DGUA
OG0004373	LOC108116988|XP_017084642.1|DEUG	LOC117592692|XP_034142551.1|DGUA
OG0004374	LOC108112678|XP_017078311.1|DEUG	LOC117589093|XP_034136625.1|DGUA
OG0004375	LOC108102758|XP_017063406.1|DEUG	LOC117580304|XP_034122685.1|DGUA
OG0004376	LOC108114688|XP_017081270.1|DEUG	LOC117579768|XP_034121713.1|DGUA
OG0004377	LOC108114586|XP_017081131.1|DEUG	LOC117579343|XP_034121060.1|DGUA
OG0004378	LOC108106528|XP_017069145.1|DEUG	LOC117579919|XP_034121952.1|DGUA
OG0004379	LOC108109111|XP_017072990.1|DEUG	LOC117579149|XP_034120801.1|DGUA
OG0004380	LOC108104445|XP_017065995.1|DEUG	LOC117582699|XP_034126499.1|DGUA
OG0004381	LOC108117245|XP_017085079.1|DEUG	LOC117585816|XP_034131436.1|DGUA
OG0004382	LOC108106566|XP_017069221.1|DEUG	LOC117578747|XP_034120321.1|DGUA
OG0004383	LOC108106453|XP_017069008.1|DEUG	LOC117591796|XP_034140994.1|DGUA
OG0004384	LOC108106608|XP_017069296.1|DEUG	LOC117591804|XP_034141004.1|DGUA
OG0004385	LOC108106708|XP_017069428.1|DEUG	LOC117589140|XP_034136762.1|DGUA
OG0004386	LOC108106570|XP_017069227.1|DEUG	LOC117578850|XP_034120528.1|DGUA
OG0004387	LOC108113864|XP_017080067.1|DEUG	LOC117579671|XP_034121546.1|DGUA
OG0004388	LOC108106798|XP_017069531.1|DEUG	LOC117580740|XP_034123312.1|DGUA
OG0004389	LOC108108083|XP_017071458.1|DEUG	LOC117579220|XP_034120884.1|DGUA
OG0004390	LOC108118228|XP_017086298.1|DEUG	LOC117587020|XP_034133323.1|DGUA
OG0004391	LOC108108970|XP_017072714.1|DEUG	LOC117592381|XP_034141986.1|DGUA
OG0004392	LOC108117340|XP_017085202.1|DEUG	LOC117580259|XP_034122583.1|DGUA
OG0004393	LOC108111988|XP_017077206.1|DEUG	LOC117592579|XP_034142366.1|DGUA
OG0004394	LOC108113109|XP_017079087.1|DEUG	LOC117578531|XP_034119983.1|DGUA
OG0004395	LOC108106772|XP_017069502.1|DEUG	LOC117582946|XP_034126949.1|DGUA
OG0004396	LOC108110357|XP_017074886.1|DEUG	LOC117590827|XP_034139696.1|DGUA
OG0004397	LOC108111946|XP_017077115.1|DEUG	LOC117592336|XP_034141921.1|DGUA
OG0004398	LOC108111949|XP_017077119.1|DEUG	LOC117592341|XP_034141925.1|DGUA
OG0004399	LOC108112709|XP_017078422.1|DEUG	LOC117585919|XP_034131616.1|DGUA
OG0004400	LOC108109502|XP_017073532.1|DEUG	LOC117585943|XP_034131607.1|DGUA
OG0004401	LOC108107489|XP_017070524.1|DEUG	LOC117581382|XP_034124415.1|DGUA
OG0004402	LOC108107460|XP_017070495.1|DEUG	LOC117584381|XP_034129126.1|DGUA
OG0004403	LOC108106463|XP_017069020.1|DEUG	LOC117592438|XP_034142082.1|DGUA
OG0004404	LOC108110352|XP_017074878.1|DEUG	LOC117589449|XP_034137289.1|DGUA
OG0004405	LOC108114637|XP_017081193.1|DEUG	LOC117587026|XP_034133338.1|DGUA
OG0004406	LOC108104012|XP_017065327.1|DEUG	LOC117580105|XP_034122261.1|DGUA
OG0004407	LOC108104536|XP_017066159.1|DEUG	LOC117578779|XP_034120378.1|DGUA
OG0004408	LOC108113863|XP_017080066.1|DEUG	LOC117579186|XP_034120846.1|DGUA
OG0004409	LOC108102325|XP_017062603.1|DEUG	LOC117590606|XP_034139279.1|DGUA
OG0004410	LOC108112683|XP_017078364.1|DEUG	LOC117578836|XP_034120501.1|DGUA
OG0004411	LOC108108747|XP_017072388.1|DEUG	LOC117579501|XP_034121294.1|DGUA
OG0004412	LOC108108745|XP_017072385.1|DEUG	LOC117579500|XP_034121293.1|DGUA
OG0004413	LOC108107384|XP_017070385.1|DEUG	LOC117578417|XP_034119770.1|DGUA
OG0004414	LOC108107348|XP_017070337.1|DEUG	LOC117591843|XP_034141100.1|DGUA
OG0004415	LOC108106385|XP_017068880.1|DEUG	LOC117592140|XP_034141586.1|DGUA
OG0004416	LOC108113245|XP_017079280.1|DEUG	LOC117578680|XP_034120198.1|DGUA
OG0004417	LOC108117555|XP_017085553.1|DEUG	LOC117583342|XP_034127495.1|DGUA
OG0004418	LOC108113020|XP_017078935.1|DEUG	LOC117584938|XP_034129992.1|DGUA
OG0004419	LOC108104488|XP_017066090.1|DEUG	LOC117580255|XP_034122597.1|DGUA
OG0004420	LOC108113159|XP_017079160.1|DEUG	LOC117592683|XP_034142539.1|DGUA
OG0004421	LOC108108611|XP_017072199.1|DEUG	LOC117579817|XP_034121799.1|DGUA
OG0004422	LOC108108606|XP_017072194.1|DEUG	LOC117589191|XP_034136808.1|DGUA
OG0004423	LOC108112474|XP_017077821.1|DEUG	LOC117586218|XP_034132049.1|DGUA
OG0004424	LOC108107446|XP_017070477.1|DEUG	LOC117582154|XP_034125640.1|DGUA
OG0004425	LOC108114364|XP_017080803.1|DEUG	LOC117580547|XP_034123035.1|DGUA
OG0004426	LOC108114469|XP_017080965.1|DEUG	LOC117580192|XP_034122444.1|DGUA
OG0004427	LOC108117352|XP_017085216.1|DEUG	LOC117580401|XP_034122837.1|DGUA
OG0004428	LOC108116913|XP_017084528.1|DEUG	LOC117589614|XP_034137582.1|DGUA
OG0004429	LOC108115559|XP_017082555.1|DEUG	LOC117584477|XP_034129292.1|DGUA
OG0004430	LOC108106012|XP_017068347.1|DEUG	LOC117579163|XP_034120813.1|DGUA
OG0004431	LOC108109512|XP_017073552.1|DEUG	LOC117584971|XP_034130060.1|DGUA
OG0004432	LOC108109511|XP_017073551.1|DEUG	LOC117584970|XP_034130059.1|DGUA
OG0004433	LOC108108810|XP_017072483.1|DEUG	LOC117579721|XP_034121605.1|DGUA
OG0004434	LOC108111948|XP_017077118.1|DEUG	LOC117592338|XP_034141923.1|DGUA
OG0004435	LOC108109289|XP_017073271.1|DEUG	LOC117590451|XP_034138967.1|DGUA
OG0004436	LOC108106439|XP_017068961.1|DEUG	LOC117587475|XP_034134143.1|DGUA
OG0004437	LOC108107487|XP_017070522.1|DEUG	LOC117591862|XP_034141122.1|DGUA
OG0004438	LOC108106456|XP_017069011.1|DEUG	LOC117591799|XP_034140999.1|DGUA
OG0004439	LOC108106471|XP_017069033.1|DEUG	LOC117578731|XP_034120285.1|DGUA
OG0004440	LOC108112686|XP_017078367.1|DEUG	LOC117578869|XP_034120554.1|DGUA
OG0004441	LOC108112165|XP_017077419.1|DEUG	LOC117582625|XP_034126391.1|DGUA
OG0004442	LOC108112972|XP_017078865.1|DEUG	LOC117580988|XP_034123679.1|DGUA
OG0004443	LOC108107734|XP_017070872.1|DEUG	LOC117579112|XP_034120730.1|DGUA
OG0004444	LOC108112598|XP_017078141.1|DEUG	LOC117579754|XP_034121718.1|DGUA
OG0004445	LOC108107477|XP_017070512.1|DEUG	LOC117591257|XP_034140338.1|DGUA
OG0004446	LOC108104233|XP_017065673.1|DEUG	LOC117583539|XP_034127786.1|DGUA
OG0004447	LOC108116591|XP_017084026.1|DEUG	LOC117585359|XP_034130697.1|DGUA
OG0004448	LOC108112301|XP_017077616.1|DEUG	LOC117578872|XP_034120557.1|DGUA
OG0004449	LOC108118211|XP_017086267.1|DEUG	LOC117587319|XP_034133841.1|DGUA
OG0004450	LOC108106374|XP_017068854.1|DEUG	LOC117582413|XP_034125997.1|DGUA
OG0004451	LOC108106370|XP_017068843.1|DEUG	LOC117591687|XP_034140905.1|DGUA
OG0004452	LOC108109295|XP_017073277.1|DEUG	LOC117590626|XP_034139331.1|DGUA
OG0004453	LOC108113014|XP_017078924.1|DEUG	LOC117578567|XP_034120034.1|DGUA
OG0004454	LOC108111720|XP_017076760.1|DEUG	LOC117586381|XP_034132302.1|DGUA
