Orthogroup	DEUG.longest_only	DPER.longest_only
OG0003571	LOC108108204|XP_017071648.1|DEUG	LOC6599742|XP_002024812.2|DPER
OG0003572	LOC108106516|XP_017069099.1|DEUG	LOC6600949|XP_026842699.1|DPER
OG0003573	LOC108106632|XP_017069324.1|DEUG	LOC6602094|XP_002027139.1|DPER
OG0003574	LOC108108005|XP_017071348.1|DEUG	LOC6599592|XP_002024712.1|DPER
OG0003575	LOC108114541|XP_017081073.1|DEUG	LOC6599799|XP_002024969.1|DPER
OG0003576	LOC108114594|XP_017081139.1|DEUG	LOC113566499|XP_026848181.1|DPER
OG0003577	LOC108107748|XP_017070900.1|DEUG	LOC6602941|XP_026848798.1|DPER
OG0003578	LOC108102738|XP_017063376.1|DEUG	LOC6602953|XP_026848734.1|DPER
OG0003579	LOC108112973|XP_017078868.1|DEUG	LOC6590805|XP_002016351.2|DPER
OG0003580	LOC108109194|XP_017073116.1|DEUG	LOC6590450|XP_002016376.2|DPER
OG0003581	LOC108102804|XP_017063472.1|DEUG	LOC6600275|XP_026849113.1|DPER
OG0003582	LOC108114350|XP_017080779.1|DEUG	LOC6601382|XP_002026518.1|DPER
OG0003583	LOC108104828|XP_017066613.1|DEUG	LOC6590525|XP_026842572.1|DPER
OG0003584	LOC108104776|XP_017066502.1|DEUG	LOC6590032|XP_002016306.1|DPER
OG0003585	LOC108108544|XP_017072107.1|DEUG	LOC6598941|XP_026849022.1|DPER
OG0003586	LOC108102354|XP_017062730.1|DEUG	LOC6602022|XP_002027030.2|DPER
OG0003587	LOC108102645|XP_017063259.1|DEUG	LOC6595538|XP_026844112.1|DPER
OG0003588	LOC108117025|XP_017084683.1|DEUG	LOC6588558|XP_026843212.1|DPER
OG0003589	LOC108112423|XP_017077754.1|DEUG	LOC6601261|XP_002026390.2|DPER
OG0003590	LOC108113745|XP_017079927.1|DEUG	LOC6599089|XP_002024222.1|DPER
OG0003591	LOC108102835|XP_017063517.1|DEUG	LOC6603311|XP_026849879.1|DPER
OG0003592	LOC108108221|XP_017071677.1|DEUG	LOC6596225|XP_002021185.1|DPER
OG0003593	LOC108109787|XP_017073956.1|DEUG	LOC6599865|XP_026847233.1|DPER
OG0003594	LOC108102763|XP_017063410.1|DEUG	LOC6602961|XP_002027972.1|DPER
OG0003595	LOC108113144|XP_017079141.1|DEUG	LOC6593144|XP_026841244.1|DPER
OG0003596	LOC108106401|XP_017068900.1|DEUG	LOC6590303|XP_002015507.1|DPER
OG0003597	LOC108106392|XP_017068889.1|DEUG	LOC6591115|XP_026841055.1|DPER
OG0003598	LOC108108180|XP_017071613.1|DEUG	LOC6599725|XP_002024830.1|DPER
OG0003599	LOC108111184|XP_017076058.1|DEUG	LOC6596283|XP_002021805.1|DPER
OG0003600	LOC108109791|XP_017073976.1|DEUG	LOC6601410|XP_026847971.1|DPER
OG0003601	LOC108104600|XP_017066258.1|DEUG	LOC6592544|XP_026841596.1|DPER
OG0003602	LOC108109144|XP_017073035.1|DEUG	LOC6593022|XP_002018215.1|DPER
OG0003603	LOC108109774|XP_017073937.1|DEUG	LOC6601241|XP_026848070.1|DPER
OG0003604	LOC108114857|XP_017081491.1|DEUG	LOC6596527|XP_002021724.1|DPER
OG0003605	LOC108116694|XP_017084197.1|DEUG	LOC6587190|XP_026841097.1|DPER
OG0003606	LOC108112576|XP_017078086.1|DEUG	LOC6592662|XP_002018386.1|DPER
OG0003607	LOC108113238|XP_017079271.1|DEUG	LOC6593041|XP_002017597.1|DPER
OG0003608	LOC108114588|XP_017081133.1|DEUG	LOC6600245|XP_002025410.2|DPER
OG0003609	LOC108104578|XP_017066223.1|DEUG	LOC6592846|XP_002018273.2|DPER
OG0003610	LOC108108602|XP_017072188.1|DEUG	LOC6598920|XP_002024107.2|DPER
OG0003611	LOC108108273|XP_017071736.1|DEUG	LOC6603010|XP_026849450.1|DPER
OG0003612	LOC108108940|XP_017072683.1|DEUG	LOC6593106|XP_002017888.1|DPER
OG0003613	LOC108112592|XP_017078129.1|DEUG	LOC6602066|XP_002027172.1|DPER
OG0003614	LOC108112593|XP_017078130.1|DEUG	LOC6602065|XP_002027171.1|DPER
OG0003615	LOC108109038|XP_017072825.1|DEUG	LOC6593143|XP_002018175.1|DPER
OG0003616	LOC108113140|XP_017079137.1|DEUG	LOC6592778|XP_002018020.1|DPER
OG0003617	LOC108106572|XP_017069231.1|DEUG	LOC6600801|XP_026840756.1|DPER
OG0003618	LOC108106571|XP_017069228.1|DEUG	LOC6600802|XP_026840755.1|DPER
OG0003619	LOC108112755|XP_017078497.1|DEUG	LOC6592958|XP_026840738.1|DPER
OG0003620	LOC108107424|XP_017070443.1|DEUG	LOC6590427|XP_002016599.1|DPER
OG0003621	LOC108108320|XP_017071837.1|DEUG	LOC6603016|XP_002028037.1|DPER
OG0003622	LOC108108319|XP_017071833.1|DEUG	LOC6603014|XP_026849507.1|DPER
OG0003623	LOC108114901|XP_017081563.1|DEUG	LOC6592755|XP_002017872.1|DPER
OG0003624	LOC108109138|XP_017073024.1|DEUG	LOC6593030|XP_026840893.1|DPER
OG0003625	LOC108113031|XP_017078951.1|DEUG	LOC6602068|XP_002027174.1|DPER
OG0003626	LOC108112696|XP_017078396.1|DEUG	LOC6602111|XP_002027125.1|DPER
OG0003627	LOC108112024|XP_017077257.1|DEUG	LOC6591190|XP_002015914.1|DPER
OG0003628	LOC108104501|XP_017066106.1|DEUG	LOC6592206|XP_002017766.2|DPER
OG0003629	LOC108112291|XP_017077604.1|DEUG	LOC6590896|XP_002016263.1|DPER
OG0003630	LOC108107349|XP_017070338.1|DEUG	LOC6590404|XP_002016586.1|DPER
OG0003631	LOC108108766|XP_017072422.1|DEUG	LOC6602360|XP_002027439.1|DPER
OG0003632	LOC108107678|XP_017070755.1|DEUG	LOC6599588|XP_002024708.1|DPER
OG0003633	LOC108112542|XP_017077967.1|DEUG	LOC6600805|XP_002025976.1|DPER
OG0003634	LOC108109842|XP_017074084.1|DEUG	LOC6599461|XP_002024610.2|DPER
OG0003635	LOC108108066|XP_017071432.1|DEUG	LOC6601093|XP_002026086.2|DPER
OG0003636	LOC108104569|XP_017066207.1|DEUG	LOC6592548|XP_002018267.1|DPER
OG0003637	LOC108112761|XP_017078509.1|DEUG	LOC6603451|XP_002028443.1|DPER
OG0003638	LOC108107943|XP_017071263.1|DEUG	LOC6602296|XP_002027355.2|DPER
OG0003639	LOC108111060|XP_017075878.1|DEUG	LOC6588920|XP_026844999.1|DPER
OG0003640	LOC108112631|XP_017078226.1|DEUG	LOC6602139|XP_002027110.2|DPER
OG0003641	LOC108108918|XP_017072658.1|DEUG	LOC6590556|XP_026841899.1|DPER
OG0003642	LOC108109008|XP_017072767.1|DEUG	LOC6592762|XP_002017814.1|DPER
OG0003643	LOC108107370|XP_017070364.1|DEUG	LOC6592745|XP_002017807.1|DPER
OG0003644	LOC108104775|XP_017066499.1|DEUG	LOC6590342|XP_026842462.1|DPER
OG0003645	LOC108107997|XP_017071336.1|DEUG	LOC6599653|XP_002024764.1|DPER
OG0003646	LOC108109869|XP_017074152.1|DEUG	LOC6599604|XP_026849539.1|DPER
OG0003647	LOC108117386|XP_017085270.1|DEUG	LOC6599647|XP_002024757.1|DPER
OG0003648	LOC108102601|XP_017063193.1|DEUG	LOC6596352|XP_002021490.1|DPER
OG0003649	LOC108113778|XP_017079968.1|DEUG	LOC6591934|XP_002016774.1|DPER
OG0003650	LOC108110092|XP_017074475.1|DEUG	LOC6597698|XP_002022879.1|DPER
OG0003651	LOC108111384|XP_017076306.1|DEUG	LOC6594897|XP_002020497.1|DPER
OG0003652	LOC108107596|XP_017070648.1|DEUG	LOC6595971|XP_026845355.1|DPER
OG0003653	LOC108107570|XP_017070619.1|DEUG	LOC6602292|XP_026848531.1|DPER
OG0003654	LOC108114411|XP_017080875.1|DEUG	LOC6600982|XP_002026168.1|DPER
OG0003655	LOC108106993|XP_017069822.1|DEUG	LOC6597944|XP_002023179.1|DPER
OG0003656	LOC108108147|XP_017071565.1|DEUG	LOC6595973|XP_002021211.1|DPER
OG0003657	LOC108114676|XP_017081250.1|DEUG	LOC6601486|XP_002026546.1|DPER
OG0003658	LOC108110502|XP_017075074.1|DEUG	LOC6591426|XP_002017484.1|DPER
OG0003659	LOC108108049|XP_017071412.1|DEUG	LOC6603329|XP_002028308.1|DPER
OG0003660	LOC108104654|XP_017066323.1|DEUG	LOC6601091|XP_026847417.1|DPER
OG0003661	LOC108107834|XP_017071076.1|DEUG	LOC6599508|XP_002024728.2|DPER
OG0003662	LOC108114173|XP_017080457.1|DEUG	LOC6601139|XP_002026271.1|DPER
OG0003663	LOC108107749|XP_017070902.1|DEUG	LOC6602939|XP_002027990.2|DPER
OG0003664	LOC108107745|XP_017070896.1|DEUG	LOC6602937|XP_026848788.1|DPER
OG0003665	LOC108106262|XP_017068717.1|DEUG	LOC6591276|XP_002016492.1|DPER
OG0003666	LOC108106731|XP_017069457.1|DEUG	LOC6590275|XP_002015515.1|DPER
OG0003667	LOC108107773|XP_017070953.1|DEUG	LOC113566611|XP_026848816.1|DPER
OG0003668	LOC108113090|XP_017079028.1|DEUG	LOC6590583|XP_026842829.1|DPER
OG0003669	LOC108113251|XP_017079288.1|DEUG	LOC6592518|XP_002017676.1|DPER
OG0003670	LOC108113249|XP_017079285.1|DEUG	LOC6592517|XP_002017675.1|DPER
OG0003671	LOC108109092|XP_017072956.1|DEUG	LOC6592526|XP_026840958.1|DPER
OG0003672	LOC108113813|XP_017080010.1|DEUG	LOC6594620|XP_002019843.1|DPER
OG0003673	LOC108113112|XP_017079094.1|DEUG	LOC6593197|XP_026842772.1|DPER
OG0003674	LOC108113018|XP_017078931.1|DEUG	LOC6592297|XP_026842827.1|DPER
OG0003675	LOC108109036|XP_017072823.1|DEUG	LOC6590555|XP_026842410.1|DPER
OG0003676	LOC108109034|XP_017072818.1|DEUG	LOC6590554|XP_026842407.1|DPER
OG0003677	LOC108117451|XP_017085357.1|DEUG	LOC6592134|XP_026844615.1|DPER
OG0003678	LOC108108034|XP_017071395.1|DEUG	LOC6603298|XP_002028279.1|DPER
OG0003679	LOC108108205|XP_017071651.1|DEUG	LOC6603293|XP_026849855.1|DPER
OG0003680	LOC108113330|XP_017079375.1|DEUG	LOC6592244|XP_002017595.1|DPER
OG0003681	LOC108112713|XP_017078428.1|DEUG	LOC6601577|XP_026841296.1|DPER
OG0003682	LOC108111768|XP_017076822.1|DEUG	LOC6598727|XP_002023874.1|DPER
OG0003683	LOC108112559|XP_017077994.1|DEUG	LOC6590900|XP_026840768.1|DPER
OG0003684	LOC108117390|XP_017085277.1|DEUG	LOC6599839|XP_002024858.1|DPER
OG0003685	LOC108108345|XP_017071871.1|DEUG	LOC6602510|XP_026848764.1|DPER
OG0003686	LOC108104843|XP_017066641.1|DEUG	LOC6592924|XP_002018444.1|DPER
OG0003687	LOC108112871|XP_017078690.1|DEUG	LOC6592936|XP_002018383.1|DPER
OG0003688	LOC108113188|XP_017079203.1|DEUG	LOC6590820|XP_002016474.1|DPER
OG0003689	LOC108116781|XP_017084308.1|DEUG	LOC6603423|XP_026848110.1|DPER
OG0003690	LOC108108598|XP_017072184.1|DEUG	LOC6599014|XP_026847856.1|DPER
OG0003691	LOC108118249|XP_017086326.1|DEUG	LOC6596067|XP_026845544.1|DPER
OG0003692	LOC108113237|XP_017079269.1|DEUG	LOC6602121|XP_002027193.1|DPER
OG0003693	LOC108104645|XP_017066313.1|DEUG	LOC6601130|XP_002026057.1|DPER
OG0003694	LOC108113945|XP_017080145.1|DEUG	LOC6599817|XP_026847293.1|DPER
OG0003695	LOC108108591|XP_017072176.1|DEUG	LOC6601399|XP_002026502.2|DPER
OG0003696	LOC108106342|XP_017068811.1|DEUG	LOC6590170|XP_002016106.1|DPER
OG0003697	LOC108104787|XP_017066535.1|DEUG	LOC6590046|XP_026842121.1|DPER
OG0003698	LOC108114553|XP_017081089.1|DEUG, LOC108114720|XP_017081314.1|DEUG	LOC6599827|XP_002024847.1|DPER, LOC6604088|XP_002029028.1|DPER
OG0003699	LOC108107342|XP_017070328.1|DEUG	LOC6600846|XP_002025983.1|DPER
OG0003700	LOC108107448|XP_017070480.1|DEUG	LOC6592277|XP_002018418.1|DPER
OG0003701	LOC108106146|XP_017068534.1|DEUG	LOC6589597|XP_002014830.1|DPER
OG0003702	LOC108105989|XP_017068312.1|DEUG	LOC6595845|XP_002021375.1|DPER
OG0003703	LOC108107858|XP_017071113.1|DEUG	LOC6601517|XP_002026579.1|DPER
OG0003704	LOC108108592|XP_017072177.1|DEUG	LOC6601397|XP_002026500.1|DPER
OG0003705	LOC108109064|XP_017072886.1|DEUG	LOC6590712|XP_026842236.1|DPER
OG0003706	LOC108108117|XP_017071523.1|DEUG	LOC6602790|XP_002027798.2|DPER
OG0003707	LOC108102858|XP_017063548.1|DEUG	LOC6601045|XP_026849732.1|DPER
OG0003708	LOC108114137|XP_017080408.1|DEUG	LOC6599797|XP_026847362.1|DPER
OG0003709	LOC108112735|XP_017078460.1|DEUG	LOC6592969|XP_002017704.1|DPER
OG0003710	LOC108113278|XP_017079316.1|DEUG	LOC6592968|XP_002017703.1|DPER
OG0003711	LOC108108723|XP_017072346.1|DEUG	LOC6602419|XP_002027424.1|DPER
OG0003712	LOC108106721|XP_017069447.1|DEUG	LOC6590212|XP_002016068.1|DPER
OG0003713	LOC108109229|XP_017073191.1|DEUG	LOC6590506|XP_002016091.1|DPER
OG0003714	LOC108109228|XP_017073189.1|DEUG	LOC6591024|XP_002016643.1|DPER
OG0003715	LOC108109773|XP_017073936.1|DEUG	LOC6601242|XP_002026300.1|DPER
OG0003716	LOC108114552|XP_017081088.1|DEUG	LOC6595898|XP_026845704.1|DPER
OG0003717	LOC108114240|XP_017080605.1|DEUG	LOC6601654|XP_026847548.1|DPER
OG0003718	LOC108109896|XP_017074192.1|DEUG	LOC6599480|XP_002024600.1|DPER
OG0003719	LOC108106010|XP_017068344.1|DEUG	LOC6595753|XP_002021370.1|DPER
OG0003720	LOC108117704|XP_017085738.1|DEUG	LOC6597725|XP_026846996.1|DPER
OG0003721	LOC108113289|XP_017079328.1|DEUG	LOC6590604|XP_002016469.1|DPER
OG0003722	LOC108104909|XP_017066732.1|DEUG	LOC6597181|XP_026845366.1|DPER
OG0003723	LOC108117393|XP_017085281.1|DEUG	LOC113566332|XP_026847343.1|DPER
OG0003724	LOC108108146|XP_017071564.1|DEUG	LOC6600315|XP_026849038.1|DPER
OG0003725	LOC108107822|XP_017071058.1|DEUG	LOC6596230|XP_026845621.1|DPER
OG0003726	LOC108108017|XP_017071363.1|DEUG	LOC6600337|XP_002025346.1|DPER
OG0003727	LOC108114515|XP_017081025.1|DEUG	LOC6601236|XP_002026294.2|DPER
OG0003728	LOC108116399|XP_017083758.1|DEUG	LOC6594134|XP_002019438.1|DPER
OG0003729	LOC108113670|XP_017079838.1|DEUG	LOC6601117|XP_026849695.1|DPER
OG0003730	LOC108107713|XP_017070808.1|DEUG	LOC6599610|XP_026849556.1|DPER
OG0003731	LOC108108043|XP_017071406.1|DEUG	LOC113566710|XP_026849328.1|DPER, LOC6601905|XP_002026954.1|DPER
OG0003732	LOC108114158|XP_017080438.1|DEUG	LOC6602303|XP_002027362.1|DPER
OG0003733	LOC108102856|XP_017063544.1|DEUG	LOC6600549|XP_002025702.1|DPER
OG0003734	LOC108104663|XP_017066338.1|DEUG	LOC6599563|XP_026849393.1|DPER
OG0003735	LOC108107352|XP_017070341.1|DEUG	LOC6591300|XP_002015629.1|DPER
OG0003736	LOC108113152|XP_017079151.1|DEUG	LOC6592681|XP_002017948.1|DPER
OG0003737	LOC108113350|XP_017079401.1|DEUG	LOC6593199|XP_002018122.1|DPER
OG0003738	LOC108113305|XP_017079346.1|DEUG	LOC6590087|XP_002016041.1|DPER
OG0003739	LOC108112765|XP_017078514.1|DEUG	LOC6602049|XP_002027180.2|DPER
OG0003740	LOC108113348|XP_017079399.1|DEUG	LOC6602056|XP_002027187.2|DPER
OG0003741	LOC108102775|XP_017063425.1|DEUG	LOC6600548|XP_026847596.1|DPER
OG0003742	LOC108108535|XP_017072098.1|DEUG	LOC6601515|XP_002026577.1|DPER
OG0003743	LOC108109133|XP_017073019.1|DEUG	LOC6590550|XP_026842490.1|DPER
OG0003744	LOC108112917|XP_017078793.1|DEUG	LOC6602054|XP_002027185.1|DPER
OG0003745	LOC108106285|XP_017068741.1|DEUG	LOC6592192|XP_002017762.1|DPER
OG0003746	LOC108109077|XP_017072927.1|DEUG	LOC6600914|XP_026840599.1|DPER
OG0003747	LOC108107603|XP_017070657.1|DEUG	LOC6596085|XP_026845595.1|DPER
OG0003748	LOC108107610|XP_017070668.1|DEUG	LOC6596083|XP_026845588.1|DPER
OG0003749	LOC108107731|XP_017070869.1|DEUG	LOC6596079|XP_002021110.1|DPER
OG0003750	LOC108107732|XP_017070870.1|DEUG	LOC6596081|XP_026845551.1|DPER
OG0003751	LOC108107728|XP_017070864.1|DEUG	LOC6596077|XP_002021108.2|DPER
OG0003752	LOC108114477|XP_017080979.1|DEUG	LOC6600542|XP_026847689.1|DPER
OG0003753	LOC108114386|XP_017080833.1|DEUG	LOC6601675|XP_026847565.1|DPER
OG0003754	LOC108114385|XP_017080831.1|DEUG	LOC6601672|XP_026847512.1|DPER
OG0003755	LOC108114206|XP_017080514.1|DEUG	LOC6601009|XP_026849710.1|DPER
OG0003756	LOC108110717|XP_017075355.1|DEUG	LOC6590581|XP_002015386.2|DPER
OG0003757	LOC108107331|XP_017070305.1|DEUG	LOC6592286|XP_002018405.2|DPER
OG0003758	LOC108111971|XP_017077167.1|DEUG	LOC6591149|XP_026840965.1|DPER
OG0003759	LOC108109830|XP_017074055.1|DEUG	LOC6602479|XP_026848822.1|DPER
OG0003760	LOC108112575|XP_017078084.1|DEUG	LOC6592665|XP_002018389.1|DPER
OG0003761	LOC108109875|XP_017074159.1|DEUG	LOC113566452|XP_026847877.1|DPER
OG0003762	LOC108109876|XP_017074160.1|DEUG	LOC6601437|XP_026847878.1|DPER
OG0003763	LOC108108114|XP_017071514.1|DEUG	LOC6601474|XP_026847855.1|DPER
OG0003764	LOC108107992|XP_017071330.1|DEUG	LOC6601469|XP_002026436.2|DPER
OG0003765	LOC108105738|XP_017067941.1|DEUG	LOC6598041|XP_002023199.1|DPER
OG0003766	LOC108110299|XP_017074797.1|DEUG	LOC6599099|XP_026849251.1|DPER
OG0003767	LOC108113029|XP_017078949.1|DEUG	LOC6590340|XP_002016297.1|DPER
OG0003768	LOC108106734|XP_017069461.1|DEUG	LOC6592822|XP_026841178.1|DPER
OG0003769	LOC108106422|XP_017068940.1|DEUG	LOC6592827|XP_026840802.1|DPER
OG0003770	LOC108102375|XP_017062782.1|DEUG	LOC6602559|XP_026846792.1|DPER
OG0003771	LOC108109840|XP_017074079.1|DEUG	LOC6599491|XP_026849506.1|DPER
OG0003772	LOC108108271|XP_017071734.1|DEUG	LOC6603002|XP_026849443.1|DPER
OG0003773	LOC108104785|XP_017066529.1|DEUG	LOC6592787|XP_026841540.1|DPER
OG0003774	LOC108104850|XP_017066656.1|DEUG	LOC6592790|XP_026842823.1|DPER
OG0003775	LOC108105005|XP_017066871.1|DEUG	LOC6600738|XP_026848667.1|DPER
OG0003776	LOC108113361|XP_017079415.1|DEUG	LOC6590955|XP_026841809.1|DPER
OG0003777	LOC108109067|XP_017072900.1|DEUG	LOC6590714|XP_002016246.1|DPER
OG0003778	LOC108106719|XP_017069441.1|DEUG	LOC6591052|XP_026841488.1|DPER
OG0003779	LOC108109087|XP_017072944.1|DEUG	LOC6592558|XP_026842885.1|DPER
OG0003780	LOC108112532|XP_017077947.1|DEUG	LOC6590869|XP_002016118.1|DPER
OG0003781	LOC108102368|XP_017062772.1|DEUG	LOC6601985|XP_002027062.1|DPER
OG0003782	LOC108102440|XP_017062923.1|DEUG	LOC6596767|XP_026845898.1|DPER
OG0003783	LOC108115845|XP_017082947.1|DEUG	LOC6598030|XP_026843278.1|DPER, LOC6595184|XP_026840222.1|DPER
OG0003784	LOC108104529|XP_017066150.1|DEUG	LOC6592841|XP_002018269.1|DPER
OG0003785	LOC108104156|XP_017065545.1|DEUG	LOC6590167|XP_026841164.1|DPER
OG0003786	LOC108113103|XP_017079065.1|DEUG	LOC6590113|XP_002016511.2|DPER
OG0003787	LOC108113104|XP_017079068.1|DEUG	LOC6590111|XP_002016509.2|DPER
OG0003788	LOC108107432|XP_017070449.1|DEUG	LOC6590988|XP_002016553.1|DPER
OG0003789	LOC108112689|XP_017078371.1|DEUG	LOC6591016|XP_026842615.1|DPER
OG0003790	LOC108102759|XP_017063407.1|DEUG	LOC6602950|XP_026848851.1|DPER
OG0003791	LOC108109620|XP_017073680.1|DEUG	LOC6592038|XP_026841784.1|DPER
OG0003792	LOC108112188|XP_017077489.1|DEUG	LOC6592661|XP_002018385.1|DPER
OG0003793	LOC108107332|XP_017070306.1|DEUG	LOC6590107|XP_002015663.1|DPER
OG0003794	LOC108113092|XP_017079026.1|DEUG	LOC6591284|XP_002016500.1|DPER
OG0003795	LOC108105935|XP_017068209.1|DEUG	LOC6597118|XP_026845325.1|DPER
OG0003796	LOC108111375|XP_017076296.1|DEUG	LOC6595139|XP_002020305.1|DPER
OG0003797	LOC108105886|XP_017068158.1|DEUG	LOC6598122|XP_026843149.1|DPER
OG0003798	LOC108104599|XP_017066256.1|DEUG	LOC6592209|XP_026841674.1|DPER
OG0003799	LOC108113049|XP_017078968.1|DEUG	LOC6590951|XP_002016021.1|DPER
OG0003800	LOC108105861|XP_017068124.1|DEUG	LOC6593907|XP_002018784.1|DPER
OG0003801	LOC108114874|XP_017081516.1|DEUG	LOC6596563|XP_026843358.1|DPER
OG0003802	LOC108114830|XP_017081457.1|DEUG	LOC6596535|XP_002021732.1|DPER
OG0003803	LOC108111379|XP_017076300.1|DEUG	LOC6595136|XP_002020302.1|DPER
OG0003804	LOC108105777|XP_017067988.1|DEUG	LOC6593283|XP_026843440.1|DPER
OG0003805	LOC108104189|XP_017065619.1|DEUG	LOC6595601|XP_026844390.1|DPER
OG0003806	LOC108113057|XP_017078983.1|DEUG	LOC6597985|XP_002023081.2|DPER
OG0003807	LOC108113429|XP_017079478.1|DEUG	LOC6588731|XP_026844332.1|DPER
OG0003808	LOC108108511|XP_017072069.1|DEUG	LOC6596093|XP_026845434.1|DPER
OG0003809	LOC108106944|XP_017069702.1|DEUG	LOC6589211|XP_026844761.1|DPER
OG0003810	LOC108107368|XP_017070361.1|DEUG	LOC6600852|XP_026841304.1|DPER
OG0003811	LOC108109081|XP_017072934.1|DEUG	LOC6590134|XP_002015611.1|DPER
OG0003812	LOC108104173|XP_017065568.1|DEUG	LOC6593312|XP_026843163.1|DPER
OG0003813	LOC108110691|XP_017075311.1|DEUG	LOC6589793|XP_002014461.1|DPER
OG0003814	LOC108104041|XP_017065364.1|DEUG	LOC6589608|XP_002014772.1|DPER, LOC113565917|XP_026845087.1|DPER
OG0003815	LOC108117233|XP_017085056.1|DEUG	LOC6595072|XP_026841053.1|DPER
OG0003816	LOC108106959|XP_017069729.1|DEUG	LOC6597946|XP_002023181.1|DPER
OG0003817	LOC108108395|XP_017071940.1|DEUG	LOC6593999|XP_002019051.1|DPER
OG0003818	LOC108107176|XP_017070084.1|DEUG	LOC6588925|XP_002014656.1|DPER, LOC6588794|XP_002014671.1|DPER
OG0003819	LOC108110553|XP_017075131.1|DEUG	LOC6589147|XP_002014666.1|DPER
OG0003820	LOC108108310|XP_017071818.1|DEUG	LOC6594691|XP_002019618.1|DPER
OG0003821	LOC108106796|XP_017069530.1|DEUG	LOC6590213|XP_002016069.1|DPER
OG0003822	LOC108115187|XP_017081995.1|DEUG, LOC108111890|XP_017077013.1|DEUG	LOC6593652|XP_002019239.1|DPER
OG0003823	LOC108111759|XP_017076812.1|DEUG	LOC6589784|XP_026844421.1|DPER
OG0003824	LOC108106829|XP_017069555.1|DEUG, LOC108106830|XP_017069556.1|DEUG	LOC6593965|XP_002018950.1|DPER
OG0003825	LOC108111211|XP_017076098.1|DEUG	LOC6593978|XP_002019020.1|DPER
OG0003826	LOC108102588|XP_017063179.1|DEUG	LOC6588818|XP_002015179.1|DPER
OG0003827	LOC108108069|XP_017071442.1|DEUG	LOC6593995|XP_002019047.2|DPER
OG0003828	LOC108108318|XP_017071836.1|DEUG	LOC6593998|XP_002019050.1|DPER
OG0003829	LOC108105873|XP_017068137.1|DEUG	LOC6598085|XP_026843460.1|DPER
OG0003830	LOC108103396|XP_017064343.1|DEUG	LOC113565619|XP_026843881.1|DPER, LOC6596589|XP_002021704.1|DPER
OG0003831	LOC108109455|XP_017073443.1|DEUG	LOC6588076|XP_002012819.1|DPER
OG0003832	LOC108107048|XP_017069899.1|DEUG	LOC6593338|XP_026843456.1|DPER
OG0003833	LOC108107096|XP_017069965.1|DEUG	LOC6593456|XP_002018738.1|DPER
OG0003834	LOC108107064|XP_017069919.1|DEUG	LOC6593426|XP_026843447.1|DPER
OG0003835	LOC108105165|XP_017067093.1|DEUG	LOC6603378|XP_026843859.1|DPER
OG0003836	LOC108107077|XP_017069936.1|DEUG	LOC113565702|XP_026844367.1|DPER, LOC6589653|XP_002014514.2|DPER
OG0003837	LOC108107119|XP_017069999.1|DEUG	LOC6589655|XP_002014516.1|DPER
OG0003838	LOC108110596|XP_017075183.1|DEUG	LOC6588899|XP_002014984.1|DPER
OG0003839	LOC108112488|XP_017077846.1|DEUG	LOC6593714|XP_026842966.1|DPER
OG0003840	LOC108109035|XP_017072822.1|DEUG	LOC6590553|XP_002016233.1|DPER
OG0003841	LOC108111018|XP_017075820.1|DEUG	LOC6596488|XP_002021530.1|DPER
OG0003842	LOC108111788|XP_017076868.1|DEUG	LOC6588998|XP_026844219.1|DPER
OG0003843	LOC108105781|XP_017067994.1|DEUG	LOC6598000|XP_026842942.1|DPER
OG0003844	LOC108111031|XP_017075845.1|DEUG	LOC6593599|XP_026843416.1|DPER
OG0003845	LOC108105851|XP_017068111.1|DEUG	LOC6593751|XP_002018855.2|DPER
OG0003846	LOC108110843|XP_017075576.1|DEUG	LOC6589233|XP_026844880.1|DPER
OG0003847	LOC108111078|XP_017075899.1|DEUG	LOC6593517|XP_026843829.1|DPER
OG0003848	LOC108117272|XP_017085114.1|DEUG	LOC6598758|XP_026850979.1|DPER
OG0003849	LOC108112461|XP_017077803.1|DEUG	LOC6592735|XP_026841440.1|DPER
OG0003850	LOC108105813|XP_017068042.1|DEUG	LOC6598105|XP_026843555.1|DPER
OG0003851	LOC108109099|XP_017072971.1|DEUG	LOC6592556|XP_002017934.1|DPER
OG0003852	LOC108110715|XP_017075349.1|DEUG	LOC6589837|XP_002014887.1|DPER
OG0003853	LOC108112827|XP_017078620.1|DEUG	LOC6601350|XP_026842368.1|DPER
OG0003854	LOC108118435|XP_017086629.1|DEUG	LOC6589462|XP_002014741.1|DPER
OG0003855	LOC108118442|XP_017086638.1|DEUG	LOC6589463|XP_002014742.2|DPER
OG0003856	LOC108111587|XP_017076600.1|DEUG	LOC6589763|XP_002015114.1|DPER
OG0003857	LOC108107556|XP_017071016.1|DEUG	LOC6595468|XP_002020901.2|DPER
OG0003859	LOC108107067|XP_017069927.1|DEUG	LOC6588795|XP_026844249.1|DPER
OG0003860	LOC108113170|XP_017079176.1|DEUG	LOC6593117|XP_002017616.1|DPER
OG0003861	LOC108110664|XP_017075270.1|DEUG	LOC113565440|XP_026843207.1|DPER
OG0003862	LOC108113452|XP_017079517.1|DEUG	LOC6589695|XP_026843985.1|DPER
OG0003863	LOC108110641|XP_017075229.1|DEUG	LOC6593855|XP_026842955.1|DPER
OG0003864	LOC108111209|XP_017076095.1|DEUG	LOC6593854|XP_002019222.1|DPER
