Orthogroup	DEUG.longest_only	DSIM.longest_only
OG0005154	LOC108108044|XP_017071407.1|DEUG	LOC6736751|XP_016030376.1|DSIM
OG0005155	LOC108104730|XP_017066456.1|DEUG	LOC6736220|XP_039149392.1|DSIM
OG0005156	LOC108110230|XP_017074706.1|DEUG	LOC6727239|XP_002102631.1|DSIM
OG0005157	LOC108112962|XP_017078850.1|DEUG	LOC6735686|XP_016029057.1|DSIM
OG0005158	LOC108107910|XP_017071215.1|DEUG	LOC6737002|XP_016030628.1|DSIM
OG0005159	LOC108114613|XP_017081164.1|DEUG	LOC6738345|XP_016032191.2|DSIM
OG0005160	LOC108108514|XP_017072072.1|DEUG	LOC6739659|XP_002076553.1|DSIM
OG0005161	LOC108107307|XP_017070265.1|DEUG	LOC6739516|XP_016029406.1|DSIM
OG0005162	LOC108103132|XP_017063988.1|DEUG	LOC6725514|XP_002106527.1|DSIM
OG0005163	LOC108108740|XP_017072367.1|DEUG	LOC6739106|XP_002085899.1|DSIM
OG0005164	LOC108108158|XP_017071580.1|DEUG	LOC27209466|XP_016031585.1|DSIM
OG0005165	LOC108114910|XP_017081578.1|DEUG	LOC6733237|XP_016026117.1|DSIM
OG0005166	LOC108115380|XP_017082305.1|DEUG	LOC6726803|XP_002102210.1|DSIM
OG0005167	LOC108115384|XP_017082308.1|DEUG	LOC6726802|XP_002102209.2|DSIM
OG0005168	LOC108114204|XP_017080512.1|DEUG	LOC6738414|XP_002085223.2|DSIM
OG0005169	LOC108108131|XP_017071540.1|DEUG	LOC6736717|XP_016030329.1|DSIM
OG0005170	LOC108108081|XP_017071451.1|DEUG	LOC6736716|XP_016030326.1|DSIM
OG0005171	LOC108108037|XP_017071399.1|DEUG	LOC6736715|XP_002083571.1|DSIM
OG0005172	LOC108109143|XP_017073032.1|DEUG	LOC6735560|XP_016028897.1|DSIM
OG0005173	LOC108112607|XP_017078186.1|DEUG	LOC6733289|XP_002080352.3|DSIM
OG0005174	LOC108109284|XP_017073265.1|DEUG	LOC6735889|XP_016029244.1|DSIM
OG0005175	LOC108109113|XP_017072993.1|DEUG	LOC6735870|XP_002082780.2|DSIM
OG0005176	LOC108112037|XP_017077272.1|DEUG	LOC6735158|XP_016028438.1|DSIM
OG0005177	LOC108109267|XP_017073244.1|DEUG	LOC6735872|XP_016029235.1|DSIM
OG0005178	LOC108109912|XP_017074209.1|DEUG	LOC6737290|XP_002084130.1|DSIM
OG0005179	LOC108109832|XP_017074063.1|DEUG	LOC6737307|XP_002084147.2|DSIM
OG0005180	LOC108102809|XP_017063475.1|DEUG	LOC6736364|XP_016029857.1|DSIM
OG0005181	LOC108102922|XP_017063664.1|DEUG	LOC6726132|XP_016039646.1|DSIM
OG0005182	LOC108104558|XP_017066189.1|DEUG	LOC6733679|XP_016026650.1|DSIM
OG0005183	LOC108112456|XP_017077796.1|DEUG	LOC6733870|XP_016026892.1|DSIM
OG0005184	LOC108112452|XP_017077786.1|DEUG	LOC6733867|XP_039147390.1|DSIM
OG0005185	LOC108104486|XP_017066086.1|DEUG	LOC6733694|XP_016026666.1|DSIM
OG0005186	LOC108106419|XP_017068931.1|DEUG	LOC6733982|XP_016027015.1|DSIM
OG0005187	LOC108112604|XP_017078153.1|DEUG	LOC6733290|XP_039147935.1|DSIM
OG0005188	LOC108113148|XP_017079146.1|DEUG	LOC6735118|XP_016028393.1|DSIM
OG0005189	LOC108103767|XP_017064881.1|DEUG	LOC6726438|XP_016039996.1|DSIM
OG0005190	LOC108109768|XP_017073930.1|DEUG	LOC6737191|XP_002084037.2|DSIM
OG0005191	LOC108111507|XP_017076511.1|DEUG	LOC6727837|XP_016034423.1|DSIM
OG0005192	LOC108112822|XP_017078614.1|DEUG	LOC6735026|XP_016028300.1|DSIM
OG0005193	LOC108104494|XP_017066097.1|DEUG	LOC6733698|XP_039147806.1|DSIM
OG0005194	LOC108109086|XP_017072941.1|DEUG	LOC6735409|XP_039147352.1|DSIM
OG0005195	LOC108112568|XP_017078021.1|DEUG	LOC6733405|XP_002080462.2|DSIM
OG0005196	LOC108114581|XP_017081125.1|DEUG	LOC6738839|XP_002085639.1|DSIM
OG0005197	LOC108107496|XP_017070533.1|DEUG	LOC6739518|XP_016029419.1|DSIM
OG0005198	LOC108108084|XP_017071459.1|DEUG	LOC6737854|XP_002084682.3|DSIM
OG0005199	LOC108112863|XP_017078678.1|DEUG	LOC6734631|XP_002081639.1|DSIM
OG0005200	LOC108112531|XP_017077945.1|DEUG	LOC6734898|XP_002081895.1|DSIM
OG0005201	LOC108107272|XP_017070195.1|DEUG	LOC6736166|XP_002083066.1|DSIM
OG0005202	LOC108112690|XP_017078380.1|DEUG	LOC27208914|XP_016026360.1|DSIM
OG0005203	LOC108106445|XP_017068967.1|DEUG	LOC6734461|XP_039147503.1|DSIM
OG0005204	LOC108107004|XP_017069834.1|DEUG	LOC6731258|XP_016023814.1|DSIM
OG0005205	LOC108110926|XP_017075694.1|DEUG	LOC6730860|XP_016023286.1|DSIM
OG0005206	LOC108109244|XP_017073211.1|DEUG	LOC6735895|XP_002082805.1|DSIM
OG0005207	LOC108104503|XP_017066109.1|DEUG	LOC6733714|XP_002080761.2|DSIM
OG0005208	LOC108104767|XP_017066492.1|DEUG	LOC27207579|XP_039147861.1|DSIM
OG0005209	LOC108105856|XP_017068119.1|DEUG	LOC6732387|XP_002079508.3|DSIM
OG0005210	LOC108105849|XP_017068102.1|DEUG	LOC6732386|XP_039151677.1|DSIM
OG0005211	LOC108108773|XP_017072431.1|DEUG	LOC6739101|XP_016032942.1|DSIM
OG0005212	LOC108107211|XP_017070116.1|DEUG	LOC27207041|XP_016029418.1|DSIM
OG0005213	LOC108109743|XP_017073895.1|DEUG	LOC6725301|XP_002106319.1|DSIM
OG0005214	LOC108106101|XP_017068454.1|DEUG	LOC6731431|XP_016024054.1|DSIM
OG0005215	LOC108111131|XP_017075982.1|DEUG	LOC6730909|XP_016023340.1|DSIM
OG0005216	LOC108106940|XP_017069696.1|DEUG	LOC6732811|XP_002079924.1|DSIM
OG0005217	LOC108114840|XP_017081472.1|DEUG	LOC6733089|XP_039146949.1|DSIM
OG0005218	LOC108111129|XP_017075977.1|DEUG	LOC6731582|XP_016024258.1|DSIM
OG0005219	LOC108104576|XP_017066221.1|DEUG	LOC6733663|XP_002080710.1|DSIM
OG0005220	LOC108102842|XP_017063524.1|DEUG	LOC6736358|XP_002083234.1|DSIM
OG0005221	LOC108111208|XP_017076094.1|DEUG	LOC6731607|XP_002078748.2|DSIM
OG0005222	LOC108118449|XP_017086646.1|DEUG	LOC6732580|XP_039154548.1|DSIM
OG0005223	LOC108111200|XP_017076083.1|DEUG	LOC6732200|XP_002079329.1|DSIM
OG0005224	LOC108110645|XP_017075236.1|DEUG	LOC6731542|XP_039154529.1|DSIM
OG0005225	LOC108111099|XP_017075928.1|DEUG	LOC6739181|XP_002076092.2|DSIM
OG0005226	LOC108106145|XP_017068529.1|DEUG	LOC6731428|XP_016024045.1|DSIM
OG0005227	LOC108103843|XP_017065068.1|DEUG	LOC6732502|XP_016025159.1|DSIM
OG0005228	LOC108115943|XP_017083473.1|DEUG	LOC6732503|XP_002079623.2|DSIM
OG0005229	LOC108110918|XP_017075678.1|DEUG	LOC6730502|XP_016022952.1|DSIM
OG0005230	LOC108112249|XP_017077563.1|DEUG	LOC6731943|XP_016024607.1|DSIM
OG0005231	LOC108104197|XP_017065630.1|DEUG	LOC6730399|XP_002077580.1|DSIM
OG0005232	LOC108110839|XP_017075569.1|DEUG	LOC6730775|XP_016023193.1|DSIM
OG0005233	LOC108105896|XP_017068168.1|DEUG	LOC6732381|XP_002079502.1|DSIM
OG0005234	LOC108106854|XP_017069586.1|DEUG	LOC27206202|XP_039150766.1|DSIM
OG0005235	LOC108105707|XP_017067907.1|DEUG	LOC6732707|XP_002079821.1|DSIM
OG0005236	LOC108102659|XP_017063287.1|DEUG	LOC6730953|XP_016023414.1|DSIM
OG0005237	LOC108102648|XP_017063264.1|DEUG	LOC6730950|XP_016023411.1|DSIM
OG0005238	LOC108102649|XP_017063266.1|DEUG	LOC6730949|XP_002078112.1|DSIM
OG0005239	LOC108110713|XP_017075346.1|DEUG	LOC6730669|XP_016023109.1|DSIM
OG0005240	LOC108110806|XP_017075525.1|DEUG	LOC6731802|XP_016024486.1|DSIM
OG0005241	LOC108102639|XP_017063249.1|DEUG	LOC6730539|XP_039150708.1|DSIM
OG0005242	LOC108111120|XP_017075961.1|DEUG	LOC27207753|XP_016024549.1|DSIM
OG0005243	LOC108110973|XP_017075764.1|DEUG	LOC6730503|XP_002077684.1|DSIM
OG0005244	LOC108117235|XP_017085058.1|DEUG	LOC6728320|XP_016034955.1|DSIM
OG0005245	LOC108116224|XP_017083504.1|DEUG	LOC6727032|XP_002102430.1|DSIM
OG0005246	LOC108111006|XP_017075806.1|DEUG	LOC6730455|XP_002077636.1|DSIM
OG0005247	LOC108109122|XP_017073007.1|DEUG	LOC6739497|XP_016029251.1|DSIM
OG0005248	LOC108105636|XP_017067814.1|DEUG, LOC108103733|XP_017064822.1|DEUG	LOC6728007|XP_016034605.1|DSIM
OG0005249	LOC108105270|XP_017067239.1|DEUG	LOC6727613|XP_016034202.1|DSIM
OG0005250	LOC108103390|XP_017064334.1|DEUG	LOC6733065|XP_016025766.1|DSIM
OG0005251	LOC108110956|XP_017075741.1|DEUG	LOC6731783|XP_016024474.1|DSIM
OG0005252	LOC108106837|XP_017069563.1|DEUG	LOC27209277|XP_016025494.1|DSIM
OG0005253	LOC108115509|XP_017082492.1|DEUG	LOC6733039|XP_016025729.1|DSIM
OG0005254	LOC108106875|XP_017069611.1|DEUG	LOC6732836|XP_002079949.2|DSIM
OG0005255	LOC108107133|XP_017070023.1|DEUG	LOC6732835|XP_016025560.1|DSIM
OG0005256	LOC108105201|XP_017067142.1|DEUG	LOC6740415|XP_002077271.1|DSIM
OG0005257	LOC108106142|XP_017068526.1|DEUG	LOC27206517|XP_016024189.1|DSIM
OG0005258	LOC108108254|XP_017071708.1|DEUG	LOC6731629|XP_002078769.2|DSIM
OG0005259	LOC108105841|XP_017068087.1|DEUG	LOC6732315|XP_002079443.2|DSIM
OG0005260	LOC108105843|XP_017068093.1|DEUG	LOC6732317|XP_016024980.1|DSIM
OG0005261	LOC108110913|XP_017075669.1|DEUG	LOC6731840|XP_016024524.1|DSIM
OG0005262	LOC108102613|XP_017063206.1|DEUG	LOC6731065|XP_002078224.1|DSIM
OG0005263	LOC108106956|XP_017069722.1|DEUG	LOC6732828|XP_016025552.1|DSIM
OG0005264	LOC108111608|XP_017076626.1|DEUG	LOC6727702|XP_016034278.1|DSIM
OG0005265	LOC108106992|XP_017069819.1|DEUG	LOC6732824|XP_016025546.1|DSIM
OG0005266	LOC108105158|XP_017067082.1|DEUG	LOC6732452|XP_002079572.1|DSIM
OG0005267	LOC108110847|XP_017075580.1|DEUG	LOC6730735|XP_002077903.1|DSIM
OG0005268	LOC108110845|XP_017075578.1|DEUG	LOC6730736|XP_002077904.1|DSIM
OG0005269	LOC108110977|XP_017075771.1|DEUG	LOC6730753|XP_039150043.1|DSIM
OG0005270	LOC108111982|XP_017077196.1|DEUG	LOC6731957|XP_002079092.1|DSIM
OG0005271	LOC108107076|XP_017069935.1|DEUG	LOC6732757|XP_016025478.1|DSIM
OG0005272	LOC108107118|XP_017069998.1|DEUG	LOC6732755|XP_002079868.1|DSIM
OG0005273	LOC108106087|XP_017068436.1|DEUG	LOC6731491|XP_002078640.1|DSIM
OG0005274	LOC108112346|XP_017077666.1|DEUG	LOC6731953|XP_039154573.1|DSIM
OG0005275	LOC108110920|XP_017075682.1|DEUG	LOC6731760|XP_016024441.1|DSIM
OG0005276	LOC108110985|XP_017075783.1|DEUG	LOC6730896|XP_016023322.1|DSIM
OG0005277	LOC108110469|XP_017075026.1|DEUG	LOC6730907|XP_016023339.1|DSIM
OG0005278	LOC108109227|XP_017073188.1|DEUG	LOC6735415|XP_002082357.1|DSIM
OG0005279	LOC108113448|XP_017079510.1|DEUG	LOC6731170|XP_016023718.1|DSIM
OG0005280	LOC108102657|XP_017063285.1|DEUG	LOC6730527|XP_002077706.2|DSIM
OG0005281	LOC108110910|XP_017075666.1|DEUG	LOC6730708|XP_016023143.1|DSIM
OG0005282	LOC108115349|XP_017082260.1|DEUG	LOC6726874|XP_002102276.1|DSIM
OG0005283	LOC108116683|XP_017084180.1|DEUG	LOC6729328|XP_016035965.1|DSIM
OG0005284	LOC108115488|XP_017082462.1|DEUG	LOC6733055|XP_016025737.2|DSIM
OG0005285	LOC108115512|XP_017082498.1|DEUG	LOC6733056|XP_002080134.1|DSIM
OG0005286	LOC108102630|XP_017063232.1|DEUG	LOC6730530|XP_039147280.1|DSIM
OG0005287	LOC108102652|XP_017063279.1|DEUG	LOC6730531|XP_002077710.1|DSIM
OG0005288	LOC108106972|XP_017069775.1|DEUG	LOC27206544|XP_039147201.1|DSIM
OG0005289	LOC108114106|XP_017080396.1|DEUG	LOC6725079|XP_039147446.1|DSIM
OG0005290	LOC108115370|XP_017082289.1|DEUG	LOC6726829|XP_016033335.1|DSIM
OG0005291	LOC108110719|XP_017075380.1|DEUG	LOC6732184|XP_002079313.1|DSIM
OG0005292	LOC108110671|XP_017075277.1|DEUG	LOC6732186|XP_016024869.1|DSIM
OG0005293	LOC108105117|XP_017067039.1|DEUG	LOC6732397|XP_002079518.2|DSIM
OG0005294	LOC108104135|XP_017065526.1|DEUG	LOC6732058|XP_002079190.1|DSIM
OG0005295	LOC108110718|XP_017075359.1|DEUG	LOC6732183|XP_039154315.1|DSIM
OG0005296	LOC108115295|XP_017082171.1|DEUG	LOC6726862|XP_016033364.1|DSIM
OG0005297	LOC108106173|XP_017068583.1|DEUG	LOC6731528|XP_016024202.1|DSIM
OG0005298	LOC108110938|XP_017075720.1|DEUG	LOC6731669|XP_002078809.1|DSIM
OG0005299	LOC108111420|XP_017076367.1|DEUG	LOC6730093|XP_002105386.1|DSIM
OG0005300	LOC108117427|XP_017085329.1|DEUG	LOC6725387|XP_016038461.1|DSIM
OG0005301	LOC108110692|XP_017075312.1|DEUG	LOC27206512|XP_016024373.1|DSIM
OG0005302	LOC108106335|XP_017068797.1|DEUG	LOC6734021|XP_016027043.2|DSIM
OG0005303	LOC108105691|XP_017067890.1|DEUG	LOC6732709|XP_002079823.1|DSIM
OG0005304	LOC108107178|XP_017070086.1|DEUG	LOC120284730|XP_039149215.1|DSIM, LOC6731215|XP_039149008.1|DSIM
OG0005305	LOC108109226|XP_017073187.1|DEUG	LOC6735414|XP_039147350.1|DSIM
OG0005306	LOC108118437|XP_017086631.1|DEUG	LOC6732555|XP_002079674.1|DSIM
OG0005307	LOC108111413|XP_017076362.1|DEUG	LOC6731938|XP_016024601.1|DSIM
OG0005308	LOC108110702|XP_017075333.1|DEUG	LOC6731843|XP_016024525.1|DSIM
OG0005309	LOC108111035|XP_017075850.1|DEUG	LOC6730845|XP_016023263.1|DSIM
OG0005310	LOC108106184|XP_017068597.1|DEUG	LOC6731474|XP_002078623.1|DSIM
OG0005311	LOC108104103|XP_017065490.1|DEUG	LOC6732119|XP_002079251.2|DSIM
OG0005312	LOC108108182|XP_017071620.1|DEUG	LOC6732156|XP_016024836.1|DSIM
OG0005313	LOC108111106|XP_017075936.1|DEUG	LOC6731765|XP_016024446.1|DSIM
OG0005314	LOC108104129|XP_017065520.1|DEUG	LOC6732041|XP_016024728.1|DSIM
OG0005315	LOC108105680|XP_017067873.1|DEUG	LOC6732692|XP_016025424.1|DSIM
OG0005316	LOC108109100|XP_017072973.1|DEUG	LOC6735413|XP_016028730.1|DSIM
OG0005317	LOC108118438|XP_017086633.1|DEUG	LOC6732550|XP_016025204.1|DSIM
OG0005318	LOC108117633|XP_017085652.1|DEUG	LOC6733134|XP_016025846.1|DSIM
OG0005319	LOC108105177|XP_017067118.1|DEUG	LOC6732399|XP_016025055.1|DSIM
OG0005320	LOC108114853|XP_017081488.1|DEUG	LOC6732894|XP_016025616.1|DSIM
OG0005321	LOC108112215|XP_017077524.1|DEUG	LOC6731910|XP_016024577.1|DSIM
OG0005322	LOC108112265|XP_017077580.1|DEUG	LOC6730624|XP_016023070.1|DSIM
OG0005323	LOC108110733|XP_017075412.1|DEUG	LOC6739228|XP_016024285.1|DSIM
OG0005324	LOC108111116|XP_017075955.1|DEUG	LOC6731676|XP_002078816.1|DSIM
OG0005325	LOC108111092|XP_017075920.1|DEUG	LOC27207633|XP_016023211.1|DSIM
OG0005326	LOC108111222|XP_017076112.1|DEUG	LOC27206834|XP_039154492.1|DSIM
OG0005327	LOC108108468|XP_017072018.1|DEUG	LOC6731589|XP_016024266.1|DSIM
OG0005328	LOC108111594|XP_017076604.1|DEUG	LOC6727717|XP_016034292.1|DSIM
OG0005329	LOC108108307|XP_017071814.1|DEUG	LOC6737371|XP_002084209.1|DSIM
OG0005330	LOC108108306|XP_017071813.1|DEUG	LOC6737370|XP_002084208.2|DSIM
OG0005331	LOC108110848|XP_017075581.1|DEUG	LOC6730734|XP_016023156.1|DSIM
OG0005332	LOC108115483|XP_017082456.1|DEUG	LOC6732969|XP_002080051.1|DSIM
OG0005333	LOC108104148|XP_017065537.1|DEUG	LOC6732075|XP_002079207.1|DSIM
OG0005334	LOC108110892|XP_017075639.1|DEUG	LOC6731807|XP_002078942.1|DSIM
OG0005335	LOC108111947|XP_017077117.1|DEUG	LOC6734278|XP_016027344.1|DSIM
OG0005336	LOC108104807|XP_017066579.1|DEUG	LOC6733777|XP_002080821.1|DSIM
OG0005337	LOC108112688|XP_017078369.1|DEUG	LOC6734932|XP_016028246.1|DSIM
OG0005338	LOC108111073|XP_017075895.1|DEUG	LOC6731743|XP_016024415.1|DSIM
OG0005339	LOC108110458|XP_017075015.1|DEUG	LOC6731832|XP_002078967.1|DSIM
OG0005340	LOC108110959|XP_017075745.1|DEUG	LOC6731721|XP_002078856.2|DSIM
OG0005341	LOC108104589|XP_017066241.1|DEUG	LOC6733572|XP_002080627.2|DSIM
OG0005342	LOC108104075|XP_017065449.1|DEUG	LOC6732010|XP_016024702.1|DSIM
OG0005343	LOC108113265|XP_017079302.1|DEUG	LOC6739289|XP_016026303.1|DSIM
OG0005344	LOC108106316|XP_017068774.1|DEUG	LOC6734087|XP_002081122.1|DSIM
OG0005345	LOC108107170|XP_017070074.1|DEUG	LOC6731222|XP_002078381.1|DSIM
OG0005346	LOC108107095|XP_017069964.1|DEUG	LOC6731293|XP_002078449.1|DSIM
OG0005347	LOC108111022|XP_017075825.1|DEUG	LOC6739201|XP_016023390.1|DSIM
OG0005348	LOC108110793|XP_017075504.1|DEUG	LOC6731773|XP_002078908.1|DSIM
OG0005349	LOC108110857|XP_017075593.1|DEUG	LOC6731764|XP_002078899.1|DSIM
OG0005350	LOC108111328|XP_017076235.1|DEUG	LOC6731954|XP_002079089.1|DSIM
OG0005351	LOC108109801|XP_017074009.1|DEUG	LOC6737208|XP_016030916.1|DSIM
OG0005352	LOC108110877|XP_017075618.1|DEUG	LOC6731811|XP_016024497.1|DSIM
OG0005353	LOC108112665|XP_017078291.1|DEUG	LOC6735058|XP_039148569.1|DSIM
OG0005354	LOC108110651|XP_017075244.1|DEUG	LOC6730794|XP_039150928.1|DSIM
OG0005355	LOC108111007|XP_017075808.1|DEUG	LOC6730434|XP_002077615.1|DSIM
OG0005356	LOC108110744|XP_017075437.1|DEUG	LOC6730436|XP_016022901.1|DSIM
OG0005357	LOC108107075|XP_017069934.1|DEUG	LOC6731393|XP_016024011.1|DSIM
OG0005358	LOC108107036|XP_017069883.1|DEUG	LOC6731305|XP_002078461.1|DSIM
OG0005359	LOC108112659|XP_017078280.1|DEUG	LOC6735788|XP_016029163.1|DSIM
OG0005360	LOC108108621|XP_017072209.1|DEUG	LOC6738617|XP_039149258.1|DSIM
OG0005361	LOC108111020|XP_017075823.1|DEUG	LOC6731892|XP_039154309.1|DSIM
OG0005362	LOC108110969|XP_017075759.1|DEUG	LOC6731747|XP_002078882.1|DSIM
OG0005363	LOC108102503|XP_017063015.1|DEUG	LOC6731108|XP_016023646.1|DSIM
OG0005364	LOC108109239|XP_017073203.1|DEUG	LOC6735465|XP_016028770.1|DSIM
OG0005365	LOC108115460|XP_017082400.1|DEUG	LOC6732992|XP_016025673.1|DSIM
OG0005366	LOC108115465|XP_017082408.1|DEUG	LOC6732993|XP_016025676.1|DSIM
OG0005367	LOC108115518|XP_017082508.1|DEUG	LOC6732995|XP_016025677.1|DSIM
OG0005368	LOC108109359|XP_017073319.1|DEUG	LOC6728808|XP_016035500.1|DSIM
OG0005369	LOC108110795|XP_017075513.1|DEUG	LOC6730597|XP_002077776.1|DSIM
OG0005370	LOC108112116|XP_017077359.1|DEUG	LOC6731942|XP_016024606.1|DSIM
OG0005371	LOC108112467|XP_017077812.1|DEUG	LOC6731940|XP_016024605.1|DSIM
OG0005372	LOC108110331|XP_017074854.1|DEUG	LOC6728723|XP_016035394.1|DSIM
OG0005373	LOC108115350|XP_017082264.1|DEUG	LOC27206749|XP_016025907.1|DSIM
OG0005374	LOC108118447|XP_017086644.1|DEUG	LOC6732552|XP_002079671.1|DSIM
OG0005375	LOC108118439|XP_017086634.1|DEUG	LOC6732551|XP_002079670.1|DSIM
OG0005376	LOC108102557|XP_017063116.1|DEUG	LOC6730520|XP_039147245.1|DSIM
OG0005377	LOC108102815|XP_017063486.1|DEUG	LOC27208052|XP_016029877.1|DSIM
OG0005378	LOC108111074|XP_017075898.1|DEUG	LOC6730574|XP_002077753.3|DSIM
OG0005379	LOC108111025|XP_017075834.1|DEUG	LOC6730664|XP_016023106.1|DSIM
OG0005380	LOC108111082|XP_017075910.1|DEUG	LOC6730562|XP_039148892.1|DSIM
OG0005381	LOC108105676|XP_017067867.1|DEUG	LOC6732652|XP_016025363.1|DSIM
OG0005382	LOC108115457|XP_017082384.1|DEUG	LOC6733017|XP_039154496.1|DSIM
OG0005383	LOC108108499|XP_017072053.1|DEUG	LOC6738473|XP_039149702.1|DSIM
OG0005384	LOC108111523|XP_017076533.1|DEUG	LOC6727836|XP_016034422.1|DSIM
OG0005385	LOC108109219|XP_017073173.1|DEUG	LOC6735363|XP_016028693.1|DSIM
OG0005386	LOC108113325|XP_017079370.1|DEUG	LOC6734737|XP_039147744.1|DSIM
OG0005387	LOC108109487|XP_017073506.1|DEUG	LOC6729048|XP_016035702.1|DSIM
OG0005388	LOC108115525|XP_017082515.1|DEUG	LOC6731081|XP_002078239.1|DSIM
OG0005389	LOC108104086|XP_017065471.1|DEUG	LOC6732031|XP_016024726.1|DSIM
OG0005390	LOC108102575|XP_017063145.1|DEUG	LOC120284189|XP_016023540.1|DSIM
OG0005391	LOC108102578|XP_017063148.1|DEUG	LOC27207560|XP_016023543.1|DSIM
OG0005392	LOC108103066|XP_017063899.1|DEUG	LOC6732603|XP_002079722.1|DSIM
OG0005393	LOC108116867|XP_017084434.1|DEUG	LOC6728278|XP_002103627.1|DSIM
OG0005394	LOC108118474|XP_017086690.1|DEUG	LOC6732601|XP_016025286.1|DSIM
OG0005395	LOC108105665|XP_017067853.1|DEUG	LOC6732681|XP_039147082.1|DSIM
OG0005396	LOC108106129|XP_017068497.1|DEUG	LOC6731469|XP_016024151.1|DSIM
OG0005397	LOC108106130|XP_017068501.1|DEUG	LOC6731471|XP_002078620.1|DSIM
OG0005398	LOC108115250|XP_017082096.1|DEUG	LOC6726805|XP_039151487.1|DSIM
OG0005399	LOC108104597|XP_017066254.1|DEUG	LOC6733558|XP_016026508.1|DSIM
OG0005400	LOC108104607|XP_017066266.1|DEUG	LOC6733635|XP_016026597.1|DSIM
OG0005401	LOC108106202|XP_017068618.1|DEUG	LOC6731481|XP_016024162.1|DSIM
OG0005402	LOC108106178|XP_017068590.1|DEUG	LOC6731480|XP_016024161.1|DSIM
OG0005403	LOC108106197|XP_017068613.1|DEUG	LOC6731475|XP_002078624.1|DSIM
OG0005404	LOC108106198|XP_017068614.1|DEUG	LOC6731476|XP_002078625.1|DSIM
OG0005405	LOC108113288|XP_017079327.1|DEUG	LOC27209071|XP_016029095.1|DSIM
OG0005406	LOC108113205|XP_017079227.1|DEUG	LOC6740743|XP_039147604.1|DSIM
OG0005407	LOC108113060|XP_017078985.1|DEUG	LOC6735783|XP_002082696.1|DSIM
OG0005408	LOC108102603|XP_017063195.1|DEUG	LOC6731031|XP_002078192.1|DSIM
OG0005409	LOC108107089|XP_017069955.1|DEUG	LOC6731404|XP_016024022.1|DSIM
OG0005410	LOC108102555|XP_017063115.1|DEUG	LOC6739211|XP_002076121.1|DSIM
OG0005411	LOC108106323|XP_017068783.1|DEUG	LOC6734148|XP_002081177.1|DSIM
OG0005412	LOC108106666|XP_017069383.1|DEUG	LOC6734158|XP_002081187.1|DSIM
OG0005413	LOC108112737|XP_017078463.1|DEUG	LOC6734240|XP_016027292.1|DSIM
OG0005414	LOC108116706|XP_017084216.1|DEUG	LOC6725686|XP_002106689.1|DSIM
OG0005415	LOC108103909|XP_017065146.1|DEUG	LOC6725750|XP_016039067.1|DSIM
OG0005416	LOC108112768|XP_017078518.1|DEUG	LOC6733388|XP_016026312.1|DSIM
OG0005417	LOC108103048|XP_017063851.1|DEUG	LOC6739246|XP_002076154.1|DSIM
OG0005418	LOC108115528|XP_017082519.1|DEUG	LOC6732979|XP_016025661.1|DSIM
OG0005419	LOC108111064|XP_017075882.1|DEUG	LOC6731826|XP_016024511.1|DSIM
OG0005420	LOC108107150|XP_017070046.1|DEUG	LOC6731276|XP_016023840.2|DSIM
OG0005421	LOC108104036|XP_017065360.1|DEUG	LOC6732046|XP_016024730.2|DSIM
OG0005422	LOC108106047|XP_017068389.1|DEUG	LOC6740213|XP_016039958.1|DSIM
OG0005423	LOC108107994|XP_017071337.1|DEUG	LOC6731638|XP_016024322.1|DSIM
OG0005424	LOC108109119|XP_017073001.1|DEUG	LOC6735442|XP_039147247.1|DSIM
OG0005425	LOC108103619|XP_017064652.1|DEUG	LOC6740535|XP_016039584.1|DSIM
OG0005426	LOC108104504|XP_017066110.1|DEUG	LOC6733689|XP_016026657.1|DSIM
OG0005427	LOC108107022|XP_017069858.1|DEUG	LOC6732769|XP_002079882.2|DSIM
OG0005428	LOC108113443|XP_017079502.1|DEUG	LOC6731194|XP_039146977.1|DSIM
OG0005429	LOC108107083|XP_017069948.1|DEUG	LOC6731213|XP_039148517.1|DSIM
OG0005430	LOC108107084|XP_017069949.1|DEUG	LOC6731214|XP_016023755.1|DSIM
OG0005431	LOC108114866|XP_017081509.1|DEUG	LOC6733110|XP_002080187.1|DSIM
OG0005432	LOC108117582|XP_017085573.1|DEUG	LOC27209015|XP_039149468.1|DSIM
OG0005433	LOC108112234|XP_017077544.1|DEUG	LOC6734896|XP_002081893.1|DSIM
OG0005434	LOC108103091|XP_017063935.1|DEUG	LOC6733124|XP_039154591.1|DSIM
OG0005435	LOC108109613|XP_017073667.1|DEUG	LOC6727091|XP_002102486.1|DSIM
OG0005436	LOC108114789|XP_017081393.1|DEUG	LOC6733131|XP_016025843.1|DSIM
OG0005437	LOC108117321|XP_017085180.1|DEUG	LOC6727763|XP_002103125.1|DSIM
OG0005438	LOC108110837|XP_017075566.1|DEUG	LOC6730510|XP_016022968.1|DSIM
OG0005439	LOC108105949|XP_017068275.1|DEUG, LOC108116935|XP_017084570.1|DEUG	LOC6728225|XP_002103574.1|DSIM
OG0005440	LOC108110799|XP_017075514.1|DEUG	LOC6730918|XP_016023365.1|DSIM
OG0005441	LOC108104079|XP_017065463.1|DEUG	LOC27206506|XP_016024807.1|DSIM
OG0005442	LOC108106868|XP_017069601.1|DEUG	LOC6732743|XP_002079857.1|DSIM
