Orthogroup	DEUG.longest_only	AAEG.longest_only
OG0003876	LOC108111171|XP_017076043.1|DEUG	LOC5578796|XP_001657170.1|AAEG
OG0003877	LOC108105160|XP_017067088.1|DEUG	LOC5578760|XP_001657128.2|AAEG
OG0003878	LOC108107066|XP_017069922.1|DEUG	LOC110680375|XP_021711875.1|AAEG, LOC5578759|XP_021701450.1|AAEG
OG0003879	LOC108104700|XP_017066403.1|DEUG	LOC5578755|XP_001657123.1|AAEG
OG0003880	LOC108114402|XP_017080864.1|DEUG	LOC5578162|XP_021701461.1|AAEG
OG0003881	LOC108107364|XP_017070355.1|DEUG	LOC5574041|XP_021701485.1|AAEG
OG0003882	LOC108105586|XP_017067720.1|DEUG	LOC5574609|XP_021701494.1|AAEG
OG0003883	LOC108103443|XP_017064413.1|DEUG	LOC5570959|XP_001659425.2|AAEG
OG0003884	LOC108105845|XP_017068098.1|DEUG	LOC5577114|XP_021701499.1|AAEG
OG0003885	LOC108107001|XP_017069831.1|DEUG	LOC5577113|XP_001663201.1|AAEG
OG0003886	LOC108106895|XP_017069634.1|DEUG	LOC5577220|XP_001656323.1|AAEG
OG0003887	LOC108111041|XP_017075858.1|DEUG	LOC5564147|XP_021701513.1|AAEG
OG0003888	LOC108115620|XP_017082656.1|DEUG, LOC108106179|XP_017068594.1|DEUG	LOC5578320|XP_021701538.1|AAEG
OG0003889	LOC108102644|XP_017063258.1|DEUG	LOC5568234|XP_001657931.2|AAEG
OG0003890	LOC108107613|XP_017070672.1|DEUG	LOC5579391|XP_001647695.2|AAEG
OG0003891	LOC108105854|XP_017068115.1|DEUG	LOC5569335|XP_001658435.2|AAEG
OG0003892	LOC108113697|XP_017079866.1|DEUG	LOC5569337|XP_001658441.1|AAEG
OG0003893	LOC108106941|XP_017069697.1|DEUG	LOC5580262|XP_001656142.2|AAEG
OG0003894	LOC108110483|XP_017075050.1|DEUG	LOC5580255|XP_001656145.1|AAEG
OG0003895	LOC108108893|XP_017072602.1|DEUG	LOC5564478|XP_021701633.1|AAEG
OG0003896	LOC108109238|XP_017073201.1|DEUG	LOC110675203|XP_021695308.1|AAEG, LOC5574678|XP_021701641.1|AAEG
OG0003897	LOC108112533|XP_017077948.1|DEUG	LOC5574676|XP_001661589.1|AAEG
OG0003898	LOC108106852|XP_017069583.1|DEUG	LOC5565516|XP_001649871.1|AAEG
OG0003899	LOC108110748|XP_017075447.1|DEUG	LOC5572627|XP_001660492.2|AAEG
OG0003900	LOC108102591|XP_017063182.1|DEUG	LOC5566914|XP_021701727.1|AAEG
OG0003901	LOC108111040|XP_017076253.1|DEUG	LOC5566913|XP_001651326.2|AAEG
OG0003902	LOC108107052|XP_017069904.1|DEUG	LOC5566912|XP_021701729.1|AAEG
OG0003903	LOC108110768|XP_017075472.1|DEUG	LOC5566910|XP_021701732.1|AAEG
OG0003904	LOC108108536|XP_017072102.1|DEUG	LOC5566942|XP_021701730.1|AAEG
OG0003905	LOC108117526|XP_017085513.1|DEUG	LOC5566941|XP_001651320.2|AAEG
OG0003906	LOC108111985|XP_017077195.1|DEUG	LOC5577215|XP_001663311.2|AAEG
OG0003907	LOC108111234|XP_017076126.1|DEUG	LOC5577205|XP_001663301.2|AAEG
OG0003908	LOC108110623|XP_017075210.1|DEUG	LOC5578247|XP_001663771.2|AAEG
OG0003909	LOC108106654|XP_017069361.1|DEUG	LOC5573102|XP_021701809.1|AAEG
OG0003910	LOC108115067|XP_017081805.1|DEUG	LOC5573103|XP_001654410.1|AAEG
OG0003911	LOC108102696|XP_017063329.1|DEUG	LOC5571554|XP_001659778.1|AAEG
OG0003912	LOC108105120|XP_017067043.1|DEUG	LOC5571558|XP_001659780.1|AAEG
OG0003913	LOC108105884|XP_017068149.1|DEUG	LOC5579488|XP_021701836.1|AAEG
OG0003914	LOC108112336|XP_017077656.1|DEUG	LOC110676828|XP_021701843.1|AAEG, LOC5569389|XP_001658466.1|AAEG
OG0003915	LOC108103704|XP_017064789.1|DEUG	LOC110680818|XP_021712289.1|AAEG, LOC5569390|XP_001658463.1|AAEG
OG0003916	LOC108103314|XP_017064268.1|DEUG	LOC5578582|XP_001663974.1|AAEG
OG0003917	LOC108115524|XP_017082513.1|DEUG	LOC5574513|XP_001661482.2|AAEG
OG0003918	LOC108104089|XP_017065473.1|DEUG	LOC5564615|XP_001648965.1|AAEG
OG0003919	LOC108111142|XP_017075999.1|DEUG	LOC5565707|XP_021701922.1|AAEG
OG0003920	LOC108112230|XP_017077539.1|DEUG	LOC5577107|XP_021701929.1|AAEG
OG0003921	LOC108115467|XP_017082410.1|DEUG	LOC5577565|XP_021701958.1|AAEG
OG0003922	LOC108112133|XP_017077374.1|DEUG	LOC5564612|XP_021701961.1|AAEG
OG0003923	LOC108102322|XP_017062595.1|DEUG	LOC5569850|XP_001658744.1|AAEG
OG0003924	LOC108112005|XP_017077230.1|DEUG	LOC5569853|XP_001658748.2|AAEG
OG0003925	LOC108102595|XP_017063186.1|DEUG	LOC110676861|XP_021701992.1|AAEG
OG0003926	LOC108102573|XP_017063142.1|DEUG	LOC5569863|XP_001658759.1|AAEG
OG0003927	LOC108111023|XP_017075832.1|DEUG	LOC5579066|XP_001664223.1|AAEG
OG0003928	LOC108111053|XP_017075871.1|DEUG	LOC5563851|XP_001648170.1|AAEG
OG0003929	LOC108112306|XP_017077624.1|DEUG	LOC5573389|XP_001654560.1|AAEG
OG0003930	LOC108106982|XP_017069807.1|DEUG	LOC5573392|XP_001654565.1|AAEG
OG0003931	LOC108106927|XP_017069675.1|DEUG	LOC5573396|XP_021702068.1|AAEG
OG0003932	LOC108104584|XP_017066233.1|DEUG	LOC5573081|XP_021702121.1|AAEG
OG0003933	LOC108102585|XP_017063170.1|DEUG	LOC5567715|XP_021702146.1|AAEG
OG0003934	LOC108110522|XP_017075091.1|DEUG	LOC5568869|XP_021702147.1|AAEG
OG0003935	LOC108112785|XP_017078552.1|DEUG	LOC5567315|XP_001651750.1|AAEG
OG0003936	LOC108112789|XP_017078559.1|DEUG	LOC5567314|XP_001651749.1|AAEG
OG0003937	LOC108113006|XP_017078914.1|DEUG	LOC5570833|XP_021702175.1|AAEG
OG0003938	LOC108102550|XP_017063100.1|DEUG	LOC5570830|XP_021702177.1|AAEG
OG0003939	LOC108102542|XP_017063089.1|DEUG	LOC5570829|XP_021702178.1|AAEG
OG0003940	LOC108102602|XP_017063194.1|DEUG	LOC5570827|XP_001653335.1|AAEG
OG0003941	LOC108102604|XP_017063197.1|DEUG	LOC5570828|XP_001653334.1|AAEG
OG0003942	LOC108107135|XP_017070025.1|DEUG	LOC5565708|XP_021702207.1|AAEG
OG0003943	LOC108102554|XP_017063114.1|DEUG	LOC5580320|XP_021702225.1|AAEG
OG0003944	LOC108104153|XP_017065543.1|DEUG	LOC5573510|XP_001654647.1|AAEG
OG0003945	LOC108109125|XP_017073010.1|DEUG	LOC5577630|XP_001656628.1|AAEG
OG0003946	LOC108107103|XP_017069978.1|DEUG	LOC5575174|XP_021702277.1|AAEG
OG0003947	LOC108107106|XP_017069982.1|DEUG	LOC5575166|XP_021702282.1|AAEG
OG0003948	LOC108103074|XP_017063911.1|DEUG	LOC5575152|XP_001655529.2|AAEG
OG0003949	LOC108103073|XP_017063909.1|DEUG	LOC5575149|XP_021702305.1|AAEG
OG0003950	LOC108113469|XP_017079540.1|DEUG	LOC5566375|XP_021702361.1|AAEG
OG0003951	LOC108113433|XP_017079485.1|DEUG	LOC5566382|XP_021702373.1|AAEG
OG0003952	LOC108112400|XP_017077734.1|DEUG	LOC5569445|XP_001658534.2|AAEG
OG0003953	LOC108107015|XP_017069848.1|DEUG	LOC5569441|XP_021702400.1|AAEG
OG0003954	LOC108108191|XP_017071632.1|DEUG	LOC110675215|XP_021695327.1|AAEG
OG0003955	LOC108110459|XP_017075016.1|DEUG	LOC5577298|XP_021695328.1|AAEG, LOC5577305|XP_021697710.1|AAEG
OG0003956	LOC108105683|XP_017067880.1|DEUG	LOC5572437|XP_021702429.1|AAEG
OG0003957	LOC108109910|XP_017074207.1|DEUG	LOC5572444|XP_021702450.1|AAEG
OG0003958	LOC108102986|XP_017063786.1|DEUG	LOC5572452|XP_001660397.2|AAEG
OG0003959	LOC108109240|XP_017073204.1|DEUG	LOC5565328|XP_021702492.1|AAEG
OG0003960	LOC108112654|XP_017078277.1|DEUG, LOC108109529|XP_017073582.1|DEUG	LOC5565312|XP_001649660.1|AAEG
OG0003961	LOC108107117|XP_017069994.1|DEUG	LOC5565323|XP_001649651.1|AAEG
OG0003962	LOC108102574|XP_017063143.1|DEUG	LOC5565318|XP_001649644.1|AAEG
OG0003963	LOC108107020|XP_017069856.1|DEUG	LOC5566802|XP_001651210.2|AAEG
OG0003964	LOC108111182|XP_017076054.1|DEUG	LOC5566808|XP_001651217.2|AAEG
OG0003965	LOC108106096|XP_017068444.1|DEUG	LOC5576029|XP_021702590.1|AAEG
OG0003966	LOC108109719|XP_017073840.1|DEUG	LOC5576033|XP_001655974.1|AAEG
OG0003967	LOC108109059|XP_017072871.1|DEUG	LOC5564541|XP_021702637.1|AAEG
OG0003968	LOC108109118|XP_017073000.1|DEUG	LOC5564542|XP_021702650.1|AAEG
OG0003969	LOC108112528|XP_017077943.1|DEUG	LOC5579501|XP_021702670.1|AAEG
OG0003970	LOC108110602|XP_017075188.1|DEUG	LOC5566053|XP_001650433.2|AAEG, LOC110680296|XP_021711822.1|AAEG
OG0003971	LOC108111191|XP_017076068.1|DEUG	LOC5577549|XP_021702790.1|AAEG
OG0003972	LOC108104277|XP_017065728.1|DEUG	LOC5577548|XP_001656564.1|AAEG
OG0003973	LOC108107333|XP_017070308.1|DEUG	LOC5577542|XP_001656558.1|AAEG
OG0003974	LOC108106690|XP_017069412.1|DEUG	LOC23687576|XP_011493724.1|AAEG
OG0003975	LOC108110698|XP_017075318.1|DEUG	LOC5577896|XP_021702830.1|AAEG
OG0003976	LOC108107060|XP_017069913.1|DEUG	LOC5580034|XP_001660687.1|AAEG
OG0003977	LOC108110816|XP_017075536.1|DEUG	LOC5580036|XP_001660686.1|AAEG
OG0003978	LOC108108554|XP_017072124.1|DEUG	LOC5573243|XP_001654452.1|AAEG
OG0003979	LOC108110705|XP_017075337.1|DEUG	LOC5573252|XP_001654462.1|AAEG
OG0003980	LOC108105616|XP_017067786.1|DEUG	LOC5573253|XP_001654463.1|AAEG
OG0003981	LOC108104099|XP_017065483.1|DEUG	LOC23687788|XP_011493540.1|AAEG
OG0003982	LOC108106872|XP_017069604.1|DEUG	LOC5573254|XP_021702922.1|AAEG
OG0003983	LOC108105144|XP_017067067.1|DEUG	LOC5573255|XP_001654466.1|AAEG
OG0003984	LOC108106963|XP_017069751.1|DEUG	LOC5579234|XP_021702950.1|AAEG
OG0003985	LOC108106962|XP_017069750.1|DEUG	LOC5579235|XP_021702955.1|AAEG
OG0003986	LOC108107132|XP_017070022.1|DEUG	LOC5564833|XP_021703001.1|AAEG
OG0003987	LOC108107044|XP_017069894.1|DEUG	LOC5564852|XP_021703004.1|AAEG
OG0003988	LOC108102660|XP_017063288.1|DEUG	LOC5569075|XP_001658305.2|AAEG
OG0003989	LOC108104109|XP_017065497.1|DEUG	LOC5569078|XP_021703045.1|AAEG
OG0003990	LOC108105876|XP_017068141.1|DEUG	LOC5567981|XP_001657802.1|AAEG
OG0003991	LOC108102614|XP_017063208.1|DEUG	LOC5567979|XP_021703064.1|AAEG
OG0003992	LOC108102620|XP_017063217.1|DEUG	LOC5567974|XP_001657796.2|AAEG
OG0003993	LOC108102607|XP_017063200.1|DEUG	LOC110675225|XP_021695345.1|AAEG
OG0003994	LOC108115929|XP_017083053.1|DEUG	LOC110677016|XP_021703090.1|AAEG
OG0003995	LOC108112003|XP_017077228.1|DEUG	LOC5572772|XP_001660592.2|AAEG
OG0003996	LOC108104469|XP_017066023.1|DEUG	LOC5573701|XP_001661019.1|AAEG
OG0003997	LOC108106882|XP_017069619.1|DEUG	LOC5573693|XP_001661022.2|AAEG
OG0003998	LOC108113010|XP_017078922.1|DEUG	LOC5568927|XP_021703191.1|AAEG
OG0003999	LOC108113881|XP_017080075.1|DEUG	LOC5568918|XP_001658243.1|AAEG
OG0004000	LOC108117145|XP_017084896.1|DEUG	LOC5573202|XP_001660743.2|AAEG
OG0004001	LOC108107335|XP_017070311.1|DEUG	LOC5573173|XP_021703270.1|AAEG
OG0004002	LOC108114775|XP_017081374.1|DEUG	LOC5573180|XP_001660797.2|AAEG
OG0004003	LOC108111938|XP_017077158.1|DEUG	LOC5578840|XP_021703302.1|AAEG
OG0004004	LOC108106151|XP_017068541.1|DEUG	LOC5578838|XP_001657197.2|AAEG
OG0004005	LOC108115480|XP_017082450.1|DEUG	LOC5578837|XP_021703325.1|AAEG
OG0004006	LOC108115503|XP_017082484.1|DEUG	LOC5573934|XP_001654970.1|AAEG
OG0004007	LOC108110726|XP_017075401.1|DEUG	LOC5573938|XP_001654974.1|AAEG
OG0004008	LOC108106097|XP_017068450.1|DEUG	LOC5573942|XP_021703389.1|AAEG
OG0004009	LOC108111214|XP_017076101.1|DEUG	LOC5569871|XP_001658768.2|AAEG
OG0004010	LOC108105782|XP_017067996.1|DEUG	LOC5575569|XP_021703476.1|AAEG
OG0004011	LOC108105894|XP_017068165.1|DEUG	LOC5575573|XP_001662051.2|AAEG
OG0004012	LOC108115733|XP_017082795.1|DEUG	LOC5575560|XP_021703498.1|AAEG
OG0004013	LOC108105865|XP_017068129.1|DEUG	LOC5566981|XP_021703518.1|AAEG
OG0004014	LOC108104280|XP_017065731.1|DEUG	LOC5566973|XP_001651394.2|AAEG
OG0004015	LOC108110767|XP_017075471.1|DEUG	LOC5566986|XP_001651391.2|AAEG
OG0004016	LOC108111117|XP_017075956.1|DEUG	LOC5568000|XP_021703527.1|AAEG
OG0004017	LOC108102624|XP_017063225.1|DEUG	LOC5568007|XP_001657813.1|AAEG
OG0004018	LOC108113213|XP_017079237.1|DEUG	LOC5568003|XP_001657811.1|AAEG
OG0004019	LOC108115461|XP_017082404.1|DEUG	LOC5572061|XP_001653827.1|AAEG
OG0004020	LOC108110851|XP_017075584.1|DEUG	LOC5565854|XP_001650201.1|AAEG
OG0004021	LOC108110965|XP_017075753.1|DEUG	LOC5565832|XP_001650202.1|AAEG
OG0004022	LOC108103227|XP_017064156.1|DEUG	LOC5565846|XP_001650206.1|AAEG
OG0004023	LOC108108973|XP_017072717.1|DEUG	LOC5565831|XP_021703615.1|AAEG
OG0004024	LOC108118486|XP_017086708.1|DEUG	LOC5565862|XP_021703629.1|AAEG
OG0004025	LOC108110905|XP_017075655.1|DEUG	LOC5573443|XP_001654613.1|AAEG
OG0004026	LOC108110737|XP_017075430.1|DEUG	LOC5573444|XP_021703673.1|AAEG
OG0004027	LOC108107219|XP_017070125.1|DEUG	LOC5569805|XP_001653020.2|AAEG, LOC5569811|XP_001653029.1|AAEG
OG0004028	LOC108102491|XP_017062994.1|DEUG	LOC5575523|XP_001662027.2|AAEG
OG0004029	LOC108106163|XP_017068563.1|DEUG	LOC5575522|XP_021703720.1|AAEG
OG0004030	LOC108107427|XP_017070446.1|DEUG	LOC5564922|XP_001649283.2|AAEG
OG0004031	LOC108104139|XP_017065529.1|DEUG	LOC5564940|XP_021703761.1|AAEG
OG0004032	LOC108104159|XP_017065552.1|DEUG	LOC5570853|XP_021703771.1|AAEG
OG0004033	LOC108110775|XP_017075482.1|DEUG	LOC5570858|XP_001653364.2|AAEG
OG0004034	LOC108107017|XP_017069853.1|DEUG	LOC5565916|XP_001650272.2|AAEG
OG0004035	LOC108102552|XP_017063105.1|DEUG	LOC5565892|XP_001650264.1|AAEG
OG0004036	LOC108110734|XP_017075422.1|DEUG	LOC5565901|XP_001650262.2|AAEG
OG0004037	LOC108108281|XP_017071776.1|DEUG	LOC5565894|XP_021703833.1|AAEG
OG0004038	LOC108110471|XP_017075028.1|DEUG	LOC5565923|XP_001650245.1|AAEG
OG0004039	LOC108110658|XP_017075261.1|DEUG	LOC5569703|XP_001658690.2|AAEG
OG0004040	LOC108113120|XP_017079110.1|DEUG	LOC5569717|XP_021703878.1|AAEG
OG0004041	LOC108103175|XP_017064050.1|DEUG	LOC5569718|XP_001658707.2|AAEG
OG0004042	LOC108114387|XP_017080840.1|DEUG	LOC5568190|XP_001652129.1|AAEG
OG0004043	LOC108111122|XP_017075963.1|DEUG	LOC5568194|XP_001652133.2|AAEG
OG0004044	LOC108104973|XP_017066832.1|DEUG	LOC5568080|XP_021703990.1|AAEG, LOC110680421|XP_021711911.1|AAEG
OG0004045	LOC108112035|XP_017077274.1|DEUG	LOC5568078|XP_001652015.1|AAEG
OG0004046	LOC108110728|XP_017075407.1|DEUG	LOC5568069|XP_001652009.2|AAEG
OG0004047	LOC108104081|XP_017065465.1|DEUG	LOC5568071|XP_001652005.2|AAEG, LOC110680527|XP_021712016.1|AAEG
OG0004048	LOC108102596|XP_017063188.1|DEUG	LOC5568072|XP_021703998.1|AAEG
OG0004049	LOC108104196|XP_017065629.1|DEUG	LOC5567336|XP_001651760.1|AAEG
OG0004050	LOC108107068|XP_017069928.1|DEUG	LOC110677250|XP_021704051.1|AAEG
OG0004051	LOC108112042|XP_017077287.1|DEUG	LOC5569754|XP_021704088.1|AAEG
OG0004052	LOC108116551|XP_017083981.1|DEUG	LOC5568566|XP_021705802.1|AAEG
OG0004053	LOC108106429|XP_017068946.1|DEUG	LOC5568564|XP_001652392.1|AAEG
OG0004054	LOC108105652|XP_017067829.1|DEUG	LOC5568561|XP_001652388.2|AAEG
OG0004055	LOC108117494|XP_017085460.1|DEUG	LOC5563804|XP_001648087.1|AAEG
OG0004056	LOC108117639|XP_017085662.1|DEUG	LOC110678315|XP_021706704.1|AAEG
OG0004057	LOC108107560|XP_017070603.1|DEUG	LOC5567857|XP_001651894.1|AAEG
OG0004058	LOC108108092|XP_017071476.1|DEUG	LOC5570311|XP_001653134.2|AAEG
OG0004059	LOC108115174|XP_017081983.1|DEUG	LOC5570317|XP_001653143.2|AAEG
OG0004060	LOC108116330|XP_017083630.1|DEUG	LOC5571892|XP_001653802.1|AAEG
OG0004061	LOC108104355|XP_017065849.1|DEUG	LOC110680828|XP_021712307.1|AAEG, LOC5571896|XP_021711085.1|AAEG
OG0004062	LOC108113910|XP_017080108.1|DEUG	LOC5571900|XP_021708280.1|AAEG
OG0004063	LOC108105534|XP_017067654.1|DEUG	LOC5570208|XP_001658980.2|AAEG
OG0004064	LOC108117337|XP_017085197.1|DEUG	LOC5570203|XP_021704586.1|AAEG
OG0004065	LOC108112849|XP_017078657.1|DEUG	LOC5570214|XP_021708074.1|AAEG
OG0004066	LOC108106660|XP_017069373.1|DEUG	LOC5570206|XP_001658991.1|AAEG
OG0004067	LOC108109975|XP_017074285.1|DEUG	LOC5570202|XP_001658992.1|AAEG
OG0004068	LOC108108312|XP_017071823.1|DEUG	LOC110678426|XP_021706975.1|AAEG, LOC110680232|XP_021711738.1|AAEG
OG0004069	LOC108108290|XP_017071782.1|DEUG	LOC110680236|XP_021711743.1|AAEG, LOC5570227|XP_021708396.1|AAEG
OG0004070	LOC108107979|XP_017071310.1|DEUG	LOC5572846|XP_001660602.1|AAEG
OG0004071	LOC108108349|XP_017071878.1|DEUG	LOC5572847|XP_001660604.1|AAEG
OG0004072	LOC108108350|XP_017071879.1|DEUG	LOC5572842|XP_021705818.1|AAEG
OG0004073	LOC108117491|XP_017085459.1|DEUG	LOC5564312|XP_001648677.1|AAEG
OG0004074	LOC108112816|XP_017078603.1|DEUG	LOC5564297|XP_001648670.1|AAEG
OG0004075	LOC108114894|XP_017081552.1|DEUG	LOC5564325|XP_021704706.1|AAEG
OG0004076	LOC108114893|XP_017081551.1|DEUG	LOC5570142|XP_021706308.1|AAEG
OG0004077	LOC108106100|XP_017068453.1|DEUG	LOC5570127|XP_021706331.1|AAEG
OG0004078	LOC108113609|XP_017079756.1|DEUG	LOC5568065|XP_001651996.1|AAEG
OG0004079	LOC108104950|XP_017066805.1|DEUG	LOC5568041|XP_001651974.1|AAEG
OG0004080	LOC108113111|XP_017079093.1|DEUG	LOC5575105|XP_001661827.1|AAEG
OG0004081	LOC108106576|XP_017069239.1|DEUG	LOC5575101|XP_021705926.1|AAEG
OG0004082	LOC108109185|XP_017073106.1|DEUG	LOC23687533|XP_011493503.2|AAEG
OG0004083	LOC108116602|XP_017084047.1|DEUG	LOC5572242|XP_001653925.1|AAEG
OG0004084	LOC108108768|XP_017072424.1|DEUG	LOC5572241|XP_021707226.1|AAEG
OG0004085	LOC108111497|XP_017076500.1|DEUG	LOC5576657|XP_001656191.2|AAEG
OG0004086	LOC108115771|XP_017082830.1|DEUG	LOC5578570|XP_021708287.1|AAEG
OG0004087	LOC108117610|XP_017085625.1|DEUG	LOC5577436|XP_001663363.1|AAEG
OG0004088	LOC108115868|XP_017082988.1|DEUG	LOC5571136|XP_001659576.1|AAEG
OG0004089	LOC108104964|XP_017066818.1|DEUG	LOC5571132|XP_001659572.2|AAEG
OG0004090	LOC108116646|XP_017084120.1|DEUG	LOC110681362|XP_021712802.1|AAEG, LOC5567375|XP_021706973.1|AAEG
OG0004091	LOC108116159|XP_017083383.1|DEUG	LOC5574405|XP_001655112.1|AAEG
OG0004092	LOC108103693|XP_017064776.1|DEUG	LOC110680883|XP_021712365.1|AAEG, LOC5580263|XP_021710443.1|AAEG
OG0004094	LOC108110388|XP_017074923.1|DEUG	LOC5576941|XP_001663023.1|AAEG
OG0004095	LOC108116389|XP_017083740.1|DEUG	LOC5568149|XP_001652095.1|AAEG
OG0004096	LOC108115889|XP_017083022.1|DEUG	LOC5568148|XP_021704321.1|AAEG
OG0004097	LOC108114472|XP_017080970.1|DEUG	LOC5575637|XP_021706343.1|AAEG
OG0004098	LOC108111467|XP_017076428.1|DEUG	LOC5575638|XP_001655783.1|AAEG
OG0004099	LOC108114965|XP_017081661.1|DEUG	LOC23687777|XP_021710575.1|AAEG
OG0004100	LOC108115044|XP_017081780.1|DEUG	LOC5570074|XP_001653060.2|AAEG
OG0004101	LOC108115020|XP_017081751.1|DEUG	LOC5570075|XP_021704728.1|AAEG
OG0004102	LOC108114970|XP_017081672.1|DEUG	LOC110677897|XP_021705464.1|AAEG
OG0004103	LOC108113638|XP_017079796.1|DEUG	LOC5570080|XP_001653066.1|AAEG
OG0004104	LOC108108837|XP_017072533.1|DEUG	LOC5570081|XP_021706073.1|AAEG
OG0004105	LOC108117395|XP_017085290.1|DEUG	LOC110680567|XP_021712044.1|AAEG, LOC5574518|XP_021708213.1|AAEG
OG0004106	LOC108108772|XP_017072429.1|DEUG	LOC5573981|XP_001655002.2|AAEG
OG0004107	LOC108108202|XP_017071643.1|DEUG	LOC5573984|XP_001655003.1|AAEG
OG0004108	LOC108105606|XP_017067770.1|DEUG	LOC5573965|XP_001655006.1|AAEG
OG0004109	LOC108116647|XP_017084123.1|DEUG	LOC5573966|XP_001655011.1|AAEG
OG0004110	LOC108108716|XP_017072338.1|DEUG	LOC5573974|XP_001655016.1|AAEG
OG0004111	LOC108113601|XP_017079743.1|DEUG	LOC5573976|XP_001655018.1|AAEG
OG0004112	LOC108113650|XP_017079810.1|DEUG	LOC5566869|XP_001651296.1|AAEG, LOC5566575|XP_021706046.1|AAEG
OG0004113	LOC108117706|XP_017085743.1|DEUG	LOC5566563|XP_021704187.1|AAEG
OG0004114	LOC108103351|XP_017064285.1|DEUG	LOC5566570|XP_001650959.1|AAEG
OG0004115	LOC108103347|XP_017064274.1|DEUG	LOC110681174|XP_021712640.1|AAEG, LOC5566567|XP_021704593.1|AAEG
OG0004116	LOC108113588|XP_017079723.1|DEUG	LOC5564521|XP_021710988.1|AAEG
OG0004117	LOC108111561|XP_017076574.1|DEUG	LOC5578740|XP_021705140.1|AAEG
OG0004118	LOC108112782|XP_017078549.1|DEUG	LOC5573337|XP_001660824.1|AAEG
OG0004119	LOC108105300|XP_017067282.1|DEUG	LOC5567547|XP_001657521.1|AAEG
OG0004120	LOC108105629|XP_017067803.1|DEUG	LOC110679441|XP_021709713.1|AAEG
OG0004121	LOC108107581|XP_017070631.1|DEUG	LOC110680219|XP_021711725.1|AAEG, LOC5568792|XP_001658157.2|AAEG
OG0004122	LOC108103732|XP_017064821.1|DEUG	LOC5567386|XP_021708202.1|AAEG
OG0004123	LOC108115144|XP_017081929.1|DEUG	LOC5576834|XP_021708342.1|AAEG
OG0004124	LOC108103903|XP_017065136.1|DEUG	LOC5578019|XP_021707647.1|AAEG
OG0004125	LOC108111385|XP_017076307.1|DEUG	LOC5577996|XP_001656734.1|AAEG
OG0004126	LOC108111403|XP_017076337.1|DEUG	LOC5577995|XP_021709960.1|AAEG
OG0004127	LOC108110996|XP_017075794.1|DEUG	LOC5565979|XP_021705544.1|AAEG
OG0004128	LOC108111555|XP_017076565.1|DEUG	LOC5577451|XP_001663377.1|AAEG
OG0004129	LOC108106609|XP_017069297.1|DEUG	LOC5579176|XP_021710519.1|AAEG
OG0004130	LOC108105013|XP_017066896.1|DEUG	LOC5564275|XP_021705228.1|AAEG
OG0004131	LOC108116405|XP_017083772.1|DEUG	LOC5566157|XP_001650538.2|AAEG
OG0004132	LOC108108106|XP_017071503.1|DEUG	LOC5566156|XP_021708264.1|AAEG
OG0004133	LOC108104114|XP_017065503.1|DEUG	LOC5566155|XP_021706247.1|AAEG
OG0004134	LOC108113730|XP_017079905.1|DEUG	LOC5566678|XP_021707190.1|AAEG
OG0004135	LOC108117097|XP_017084785.1|DEUG	LOC5579293|XP_021711565.1|AAEG
OG0004136	LOC108115138|XP_017081921.1|DEUG	LOC5568849|XP_021705190.1|AAEG
OG0004137	LOC108104784|XP_017066528.1|DEUG	LOC5575031|XP_021710049.1|AAEG
OG0004138	LOC108114698|XP_017081283.1|DEUG	LOC5570968|XP_001659432.1|AAEG
OG0004139	LOC108118131|XP_017086180.1|DEUG	LOC5570967|XP_001659433.2|AAEG
OG0004140	LOC108103703|XP_017064788.1|DEUG	LOC5573549|XP_001654684.1|AAEG
OG0004141	LOC108109202|XP_017073132.1|DEUG	LOC5576331|XP_021711252.1|AAEG
OG0004142	LOC108103835|XP_017065013.1|DEUG	LOC5563635|XP_021705224.1|AAEG
OG0004143	LOC108111787|XP_017076863.1|DEUG	LOC5563654|XP_001647884.1|AAEG
OG0004144	LOC108111138|XP_017075993.1|DEUG	LOC5575009|XP_001661752.1|AAEG
OG0004145	LOC108109861|XP_017074132.1|DEUG	LOC5575013|XP_021707018.1|AAEG
OG0004146	LOC108116487|XP_017083908.1|DEUG	LOC5570148|XP_001658950.2|AAEG
OG0004147	LOC108110773|XP_017075479.1|DEUG	LOC110678601|XP_021707392.1|AAEG, LOC5564857|XP_001649219.1|AAEG
OG0004148	LOC108117310|XP_017085161.1|DEUG	LOC5576785|XP_021704579.1|AAEG
OG0004149	LOC108115155|XP_017081953.1|DEUG	LOC110678682|XP_021707580.1|AAEG
OG0004150	LOC108103744|XP_017064840.1|DEUG	LOC5575408|XP_001661928.2|AAEG
OG0004151	LOC108109395|XP_017073380.1|DEUG	LOC110681018|XP_021712472.1|AAEG, LOC5574820|XP_021710923.1|AAEG
OG0004152	LOC108105294|XP_017067311.1|DEUG, LOC108115378|XP_017082303.1|DEUG	LOC5567059|XP_021707475.1|AAEG
OG0004153	LOC108106629|XP_017069320.1|DEUG	LOC5566935|XP_001651349.2|AAEG
OG0004154	LOC108114558|XP_017081093.1|DEUG	LOC5566936|XP_001651351.1|AAEG
OG0004155	LOC108110684|XP_017075304.1|DEUG, LOC108116391|XP_017083742.1|DEUG	LOC5564347|XP_021705904.1|AAEG
OG0004156	LOC108116152|XP_017083377.1|DEUG	LOC5564356|XP_001648702.2|AAEG
