Orthogroup	DEUG.longest_only	DSER.longest_only
OG0005785	LOC108113627|XP_017079778.1|DEUG	LOC110176479|XP_020798500.1|DSER
OG0005786	LOC108111783|XP_017076857.1|DEUG	LOC110176603|XP_020798684.1|DSER
OG0005787	LOC108114991|XP_017081714.1|DEUG	LOC110187671|XP_020812751.1|DSER
OG0005788	LOC108106510|XP_017069093.1|DEUG	LOC110189229|XP_020814871.1|DSER
OG0005789	LOC108113824|XP_017080022.1|DEUG	LOC110185347|XP_020809783.1|DSER
OG0005790	LOC108111434|XP_017076390.1|DEUG	LOC110176521|XP_020798557.1|DSER
OG0005791	LOC108103745|XP_017064841.1|DEUG	LOC110188555|XP_020813972.1|DSER
OG0005792	LOC108103746|XP_017064843.1|DEUG	LOC110188556|XP_020813974.1|DSER
OG0005793	LOC108116369|XP_017083692.1|DEUG	LOC110191799|XP_020818408.1|DSER
OG0005794	LOC108106628|XP_017069319.1|DEUG	LOC110179304|XP_020802449.1|DSER
OG0005795	LOC108111496|XP_017076499.1|DEUG	LOC110177415|XP_020799791.1|DSER
OG0005796	LOC108108098|XP_017071484.1|DEUG	LOC110178908|XP_020801843.1|DSER
OG0005797	LOC108114246|XP_017080624.1|DEUG	LOC110190703|XP_020816974.1|DSER
OG0005798	LOC108109674|XP_017073753.1|DEUG	LOC110184577|XP_020808821.1|DSER
OG0005799	LOC108115135|XP_017081914.1|DEUG	LOC110191084|XP_020817482.1|DSER
OG0005800	LOC108115151|XP_017081950.1|DEUG	LOC110191063|XP_020817452.1|DSER
OG0005801	LOC108115150|XP_017081949.1|DEUG	LOC110191062|XP_020817451.1|DSER
OG0005802	LOC108116380|XP_017083723.1|DEUG	LOC110191847|XP_020818481.1|DSER
OG0005803	LOC108109728|XP_017073866.1|DEUG	LOC110186472|XP_020811321.1|DSER
OG0005804	LOC108105307|XP_017067290.1|DEUG	LOC110191209|XP_020817636.1|DSER
OG0005805	LOC108107394|XP_017070401.1|DEUG	LOC110176903|XP_020799053.1|DSER
OG0005806	LOC108116539|XP_017083966.1|DEUG	LOC110186189|XP_020810906.1|DSER
OG0005807	LOC108116565|XP_017083994.1|DEUG	LOC110186149|XP_020810859.1|DSER
OG0005808	LOC108104329|XP_017065805.1|DEUG	LOC110187133|XP_020812206.1|DSER
OG0005809	LOC108102830|XP_017063509.1|DEUG	LOC110191334|XP_020817828.1|DSER
OG0005810	LOC108115142|XP_017081927.1|DEUG	LOC110191088|XP_020817492.1|DSER
OG0005811	LOC108115143|XP_017081928.1|DEUG	LOC110191089|XP_020817493.1|DSER
OG0005812	LOC108110485|XP_017075055.1|DEUG	LOC110184541|XP_020808778.1|DSER
OG0005813	LOC108108362|XP_017071896.1|DEUG	LOC110188755|XP_020814256.1|DSER
OG0005814	LOC108115368|XP_017082283.1|DEUG	LOC110187688|XP_020812779.1|DSER
OG0005815	LOC108106635|XP_017069329.1|DEUG	LOC110189222|XP_020814860.1|DSER
OG0005816	LOC108109357|XP_017073313.1|DEUG	LOC110186250|XP_020810986.1|DSER
OG0005817	LOC108109533|XP_017073586.1|DEUG	LOC110186373|XP_020811182.1|DSER
OG0005818	LOC108113641|XP_017079800.1|DEUG	LOC110176503|XP_020798536.1|DSER
OG0005819	LOC108116229|XP_017083509.1|DEUG	LOC110191850|XP_020818485.1|DSER
OG0005820	LOC108116231|XP_017083510.1|DEUG	LOC110191851|XP_020818486.1|DSER
OG0005821	LOC108116237|XP_017083517.1|DEUG	LOC110177193|XP_020799447.1|DSER
OG0005822	LOC108106981|XP_017069806.1|DEUG	LOC110185699|XP_020810327.1|DSER
OG0005823	LOC108105350|XP_017067351.1|DEUG	LOC110181739|XP_020805258.1|DSER
OG0005824	LOC108116167|XP_017083392.1|DEUG	LOC110188093|XP_020813308.1|DSER
OG0005825	LOC108113948|XP_017080149.1|DEUG	LOC110181270|XP_020804639.1|DSER
OG0005826	LOC108104984|XP_017066849.1|DEUG	LOC110184515|XP_020808742.1|DSER
OG0005827	LOC108113525|XP_017079607.1|DEUG	LOC110187009|XP_020812031.1|DSER
OG0005828	LOC108107961|XP_017071289.1|DEUG	LOC110184682|XP_020808954.1|DSER
OG0005829	LOC108109543|XP_017073601.1|DEUG	LOC110188294|XP_020813655.1|DSER
OG0005830	LOC108108125|XP_017071535.1|DEUG	LOC110183706|XP_020807711.1|DSER
OG0005831	LOC108108245|XP_017071703.1|DEUG	LOC110183701|XP_020807699.1|DSER
OG0005832	LOC108108218|XP_017071675.1|DEUG	LOC110183617|XP_020807594.1|DSER
OG0005833	LOC108107841|XP_017071083.1|DEUG	LOC110183614|XP_020807592.1|DSER
OG0005834	LOC108107846|XP_017071089.1|DEUG	LOC110183720|XP_020807728.1|DSER
OG0005835	LOC108107594|XP_017070646.1|DEUG	LOC110183569|XP_020807535.1|DSER
OG0005836	LOC108108594|XP_017072180.1|DEUG	LOC110190316|XP_020816364.1|DSER
OG0005837	LOC108116663|XP_017084144.1|DEUG	LOC110186138|XP_020810847.1|DSER
OG0005838	LOC108111563|XP_017076576.1|DEUG	LOC110177307|XP_020799631.1|DSER
OG0005839	LOC108110663|XP_017075269.1|DEUG	LOC110182319|XP_020806008.1|DSER
OG0005840	LOC108105285|XP_017067263.1|DEUG	LOC110187678|XP_020812768.1|DSER
OG0005841	LOC108115109|XP_017081848.1|DEUG	LOC110188307|XP_020813674.1|DSER
OG0005842	LOC108104396|XP_017065924.1|DEUG	LOC110182481|XP_020806187.1|DSER
OG0005843	LOC108105998|XP_017068325.1|DEUG	LOC110182787|XP_020806572.1|DSER
OG0005844	LOC108108531|XP_017072092.1|DEUG	LOC110185223|XP_020809613.1|DSER
OG0005845	LOC108115011|XP_017081742.1|DEUG	LOC110188528|XP_020813932.1|DSER
OG0005846	LOC108109461|XP_017073448.1|DEUG	LOC110191808|XP_020818419.1|DSER
OG0005847	LOC108108314|XP_017071826.1|DEUG	LOC110186918|XP_020811899.1|DSER
OG0005848	LOC108104934|XP_017066777.1|DEUG	LOC110179538|XP_020802777.1|DSER
OG0005849	LOC108104324|XP_017065796.1|DEUG	LOC110181498|XP_020804925.1|DSER
OG0005850	LOC108103623|XP_017064657.1|DEUG	LOC110179498|XP_020802732.1|DSER
OG0005851	LOC108107003|XP_017069833.1|DEUG	LOC110185861|XP_020810528.1|DSER
OG0005852	LOC108116430|XP_017083813.1|DEUG	LOC110191027|XP_020817405.1|DSER
OG0005853	LOC108117369|XP_017085246.1|DEUG	LOC110181584|XP_020805036.1|DSER
OG0005854	LOC108115141|XP_017081926.1|DEUG	LOC110191087|XP_020817491.1|DSER
OG0005855	LOC108110295|XP_017074784.1|DEUG	LOC110180619|XP_020803961.1|DSER
OG0005856	LOC108115209|XP_017082033.1|DEUG	LOC110184479|XP_020808682.1|DSER
OG0005857	LOC108109856|XP_017074166.1|DEUG, LOC108117104|XP_017084809.1|DEUG	LOC110188235|XP_020813552.1|DSER
OG0005858	LOC108111818|XP_017076911.1|DEUG	LOC110176600|XP_020798677.1|DSER
OG0005859	LOC108102686|XP_017063315.1|DEUG	LOC110184893|XP_020809199.1|DSER
OG0005860	LOC108116203|XP_017083451.1|DEUG	LOC110188734|XP_020814209.1|DSER
OG0005861	LOC108109364|XP_017073322.1|DEUG	LOC110186384|XP_020811200.1|DSER
OG0005862	LOC108104545|XP_017066174.1|DEUG	LOC110176089|XP_020797992.1|DSER
OG0005863	LOC108109248|XP_017073219.1|DEUG	LOC110181124|XP_020804455.1|DSER
OG0005864	LOC108109463|XP_017073466.1|DEUG	LOC110191735|XP_020818320.1|DSER
OG0005865	LOC108117487|XP_017085452.1|DEUG	LOC110186372|XP_020811185.1|DSER
OG0005866	LOC108106337|XP_017068802.1|DEUG	LOC110180265|XP_020803579.1|DSER
OG0005867	LOC108106702|XP_017069811.1|DEUG	LOC110181198|XP_020804537.1|DSER
OG0005868	LOC108106770|XP_017069498.1|DEUG	LOC110190909|XP_020817232.1|DSER
OG0005869	LOC108110319|XP_017074825.1|DEUG	LOC110183258|XP_020807143.1|DSER
OG0005870	LOC108104432|XP_017065978.1|DEUG	LOC110184173|XP_020808242.1|DSER
OG0005871	LOC108118392|XP_017086558.1|DEUG	LOC110184238|XP_020808353.1|DSER
OG0005872	LOC108109554|XP_017073614.1|DEUG	LOC110190590|XP_020816845.1|DSER
OG0005873	LOC108108292|XP_017071785.1|DEUG	LOC110186569|XP_020811437.1|DSER
OG0005874	LOC108110057|XP_017074423.1|DEUG	LOC110175968|XP_020797822.1|DSER
OG0005875	LOC108109275|XP_017073256.1|DEUG	LOC110178664|XP_020801522.1|DSER
OG0005876	LOC108110294|XP_017074781.1|DEUG	LOC110181659|XP_020805124.1|DSER
OG0005877	LOC108104938|XP_017066785.1|DEUG	LOC110181742|XP_020805260.1|DSER
OG0005878	LOC108103854|XP_017065044.1|DEUG	LOC110180650|XP_020804004.1|DSER
OG0005879	LOC108117459|XP_017085372.1|DEUG	LOC110184321|XP_020808472.1|DSER
OG0005880	LOC108108814|XP_017072489.1|DEUG	LOC110189899|XP_020815818.1|DSER
OG0005881	LOC108106025|XP_017068363.1|DEUG	LOC110176200|XP_020798120.1|DSER
OG0005882	LOC108102984|XP_017063783.1|DEUG	LOC110191982|XP_020818668.1|DSER
OG0005883	LOC108104678|XP_017066358.1|DEUG	LOC110178714|XP_020801577.1|DSER
OG0005884	LOC108114563|XP_017081102.1|DEUG	LOC110189932|XP_020815875.1|DSER
OG0005885	LOC108105985|XP_017068304.1|DEUG	LOC110190883|XP_020817200.1|DSER
OG0005886	LOC108107561|XP_017070604.1|DEUG	LOC110189947|XP_020815893.1|DSER
OG0005887	LOC108105996|XP_017068322.1|DEUG	LOC110176306|XP_020798286.1|DSER
OG0005888	LOC108116768|XP_017084286.1|DEUG	LOC110190389|XP_020816497.1|DSER
OG0005889	LOC108108026|XP_017071379.1|DEUG	LOC110177529|XP_020799947.1|DSER
OG0005890	LOC108103683|XP_017064761.1|DEUG	LOC110187058|XP_020812102.1|DSER
OG0005891	LOC108114447|XP_017080935.1|DEUG	LOC110181226|XP_020804580.1|DSER
OG0005892	LOC108114543|XP_017081077.1|DEUG	LOC110178910|XP_020801848.1|DSER
OG0005893	LOC108104297|XP_017065760.1|DEUG	LOC110176128|XP_020798023.1|DSER
OG0005894	LOC108104298|XP_017065761.1|DEUG	LOC110176129|XP_020798024.1|DSER
OG0005895	LOC108104299|XP_017065762.1|DEUG	LOC110176130|XP_020798025.1|DSER
OG0005896	LOC108114638|XP_017081196.1|DEUG	LOC110184668|XP_020808935.1|DSER
OG0005897	LOC108104016|XP_017065335.1|DEUG, LOC108113832|XP_017080029.1|DEUG	LOC110189965|XP_020815913.1|DSER
OG0005898	LOC108110039|XP_017074386.1|DEUG	LOC110187017|XP_020812038.1|DSER
OG0005899	LOC108113225|XP_017079251.1|DEUG	LOC110189641|XP_020815446.1|DSER
OG0005900	LOC108110864|XP_017075600.1|DEUG	LOC110178181|XP_020800872.1|DSER
OG0005901	LOC108112953|XP_017078842.1|DEUG	LOC110177713|XP_020800212.1|DSER
OG0005902	LOC108106512|XP_017069095.1|DEUG	LOC110176778|XP_020798876.1|DSER, LOC110189606|XP_020815399.1|DSER
OG0005903	LOC108116377|XP_017083706.1|DEUG	LOC110188140|XP_020813395.1|DSER
OG0005904	LOC108116659|XP_017084139.1|DEUG	LOC110186424|XP_020811269.1|DSER
OG0005905	LOC108107887|XP_017071166.1|DEUG	LOC110189922|XP_020815856.1|DSER
OG0005906	LOC108108508|XP_017072065.1|DEUG	LOC110189867|XP_020815747.1|DSER
OG0005907	LOC108114335|XP_017080750.1|DEUG	LOC110190284|XP_020816319.1|DSER
OG0005908	LOC108117348|XP_017085210.1|DEUG	LOC110189863|XP_020815741.1|DSER
OG0005909	LOC108108805|XP_017072477.1|DEUG	LOC110179829|XP_020803094.1|DSER
OG0005910	LOC108113083|XP_017079018.1|DEUG	LOC110176351|XP_020798339.1|DSER
OG0005911	LOC108113084|XP_017079019.1|DEUG	LOC110176342|XP_020798330.1|DSER
OG0005912	LOC108112657|XP_017078276.1|DEUG	LOC110176338|XP_020798319.1|DSER
OG0005913	LOC108115652|XP_017082696.1|DEUG	LOC110177347|XP_020799698.1|DSER
OG0005914	LOC108106264|XP_017068719.1|DEUG	LOC110179279|XP_020802427.1|DSER
OG0005915	LOC108106586|XP_017069257.1|DEUG	LOC110179282|XP_020802429.1|DSER
OG0005916	LOC108109184|XP_017073103.1|DEUG	LOC110179205|XP_020802282.1|DSER
OG0005917	LOC108111909|XP_017077037.1|DEUG	LOC110177852|XP_020800457.1|DSER
OG0005918	LOC108117438|XP_017085347.1|DEUG	LOC110184531|XP_020808766.1|DSER
OG0005919	LOC108104758|XP_017066482.1|DEUG	LOC110191802|XP_020818415.1|DSER
OG0005920	LOC108113067|XP_017078994.1|DEUG	LOC110178361|XP_020801152.1|DSER
OG0005921	LOC108113715|XP_017079889.1|DEUG	LOC110177578|XP_020800016.1|DSER
OG0005922	LOC108104385|XP_017065911.1|DEUG	LOC110179527|XP_020802766.1|DSER
OG0005923	LOC108108224|XP_017071681.1|DEUG	LOC110178999|XP_020801988.1|DSER
OG0005924	LOC108106011|XP_017068346.1|DEUG	LOC110178556|XP_020801385.1|DSER
OG0005925	LOC108108197|XP_017071638.1|DEUG	LOC110177484|XP_020799892.1|DSER
OG0005926	LOC108103432|XP_017064391.1|DEUG	LOC110179715|XP_020802988.1|DSER
OG0005927	LOC108115298|XP_017082182.1|DEUG	LOC110187761|XP_020812884.1|DSER
OG0005928	LOC108109693|XP_017073793.1|DEUG	LOC110179382|XP_020802555.1|DSER
OG0005929	LOC108114195|XP_017080502.1|DEUG	LOC110177553|XP_020799985.1|DSER
OG0005930	LOC108106336|XP_017068800.1|DEUG	LOC110180261|XP_020803576.1|DSER
OG0005931	LOC108114920|XP_017081596.1|DEUG	LOC110189411|XP_020815125.1|DSER
OG0005932	LOC108113122|XP_017079112.1|DEUG	LOC110177752|XP_020800271.1|DSER
OG0005933	LOC108104537|XP_017066160.1|DEUG	LOC110178398|XP_020801195.1|DSER
OG0005934	LOC108106494|XP_017069073.1|DEUG	LOC110178819|XP_020801747.1|DSER
OG0005935	LOC108116771|XP_017084290.1|DEUG	LOC110190240|XP_020816259.1|DSER
OG0005936	LOC108107167|XP_017070069.1|DEUG	LOC110185694|XP_020810320.1|DSER
OG0005937	LOC108116774|XP_017084294.1|DEUG	LOC110190242|XP_020816265.1|DSER
OG0005938	LOC108112944|XP_017078830.1|DEUG	LOC110191511|XP_020818041.1|DSER
OG0005939	LOC108102966|XP_017063756.1|DEUG	LOC110175948|XP_020797795.1|DSER
OG0005940	LOC108112840|XP_017078637.1|DEUG	LOC110177933|XP_020800572.1|DSER
OG0005941	LOC108107436|XP_017070462.1|DEUG	LOC110191469|XP_020817981.1|DSER
OG0005942	LOC108111621|XP_017076642.1|DEUG	LOC110189471|XP_020815208.1|DSER
OG0005943	LOC108114904|XP_017081566.1|DEUG	LOC110189754|XP_020815624.1|DSER
OG0005944	LOC108114919|XP_017081595.1|DEUG	LOC110189283|XP_020814966.1|DSER
OG0005945	LOC108112769|XP_017078521.1|DEUG	LOC110189293|XP_020814983.1|DSER
OG0005946	LOC108112307|XP_017077621.1|DEUG	LOC110177984|XP_020800640.1|DSER
OG0005947	LOC108112538|XP_017077953.1|DEUG	LOC110185803|XP_020810506.1|DSER
OG0005948	LOC108108555|XP_017072125.1|DEUG	LOC110189868|XP_020815748.1|DSER
OG0005949	LOC108108678|XP_017072272.1|DEUG	LOC110179823|XP_020803087.1|DSER
OG0005950	LOC108112296|XP_017077613.1|DEUG	LOC110183163|XP_020807014.1|DSER
OG0005951	LOC108114577|XP_017081118.1|DEUG	LOC110190606|XP_020816858.1|DSER
OG0005952	LOC108112287|XP_017077603.1|DEUG	LOC110183162|XP_020807012.1|DSER
OG0005953	LOC108115547|XP_017082541.1|DEUG	LOC110187423|XP_020812472.1|DSER
OG0005954	LOC108115534|XP_017082525.1|DEUG	LOC110187448|XP_020812496.1|DSER
OG0005955	LOC108109865|XP_017074146.1|DEUG	LOC110184223|XP_020808340.1|DSER
OG0005956	LOC108112879|XP_017078713.1|DEUG	LOC110190976|XP_020817343.1|DSER
OG0005957	LOC108117556|XP_017085554.1|DEUG	LOC110184471|XP_020808679.1|DSER
OG0005958	LOC108113656|XP_017079817.1|DEUG	LOC110176434|XP_020798443.1|DSER
OG0005959	LOC108110907|XP_017075657.1|DEUG	LOC110183445|XP_020807384.1|DSER
OG0005960	LOC108106040|XP_017068380.1|DEUG	LOC110179562|XP_020802802.1|DSER
OG0005961	LOC108112653|XP_017078273.1|DEUG	LOC110176335|XP_020798316.1|DSER
OG0005962	LOC108108872|XP_017072579.1|DEUG	LOC110182872|XP_020806673.1|DSER
OG0005963	LOC108112457|XP_017077802.1|DEUG	LOC110184010|XP_020808035.1|DSER
OG0005964	LOC108113200|XP_017079219.1|DEUG	LOC110177777|XP_020800303.1|DSER
OG0005965	LOC108104811|XP_017066582.1|DEUG	LOC110189451|XP_020815182.1|DSER
OG0005966	LOC108106745|XP_017069472.1|DEUG	LOC110178284|XP_020801015.1|DSER
OG0005967	LOC108109165|XP_017073077.1|DEUG	LOC110181981|XP_020805588.1|DSER
OG0005968	LOC108109280|XP_017073261.1|DEUG	LOC110175933|XP_020797775.1|DSER
OG0005969	LOC108107452|XP_017070490.1|DEUG	LOC110191474|XP_020817993.1|DSER
OG0005970	LOC108114664|XP_017081232.1|DEUG	LOC110178594|XP_020801439.1|DSER
OG0005971	LOC108106416|XP_017068928.1|DEUG	LOC110189723|XP_020815572.1|DSER
OG0005972	LOC108114530|XP_017081054.1|DEUG	LOC110184623|XP_020808875.1|DSER
OG0005973	LOC108107562|XP_017070608.1|DEUG	LOC110178903|XP_020801839.1|DSER
OG0005974	LOC108114328|XP_017080736.1|DEUG	LOC110184618|XP_020808870.1|DSER
OG0005975	LOC108114618|XP_017081174.1|DEUG	LOC110184660|XP_020808922.1|DSER
OG0005976	LOC108105291|XP_017067272.1|DEUG	LOC110187732|XP_020812847.1|DSER
OG0005977	LOC108109252|XP_017073223.1|DEUG	LOC110179084|XP_020802132.1|DSER
OG0005978	LOC108112479|XP_017077827.1|DEUG	LOC110179661|XP_020802931.1|DSER
OG0005979	LOC108112049|XP_017077291.1|DEUG	LOC110179212|XP_020802305.1|DSER
OG0005980	LOC108113360|XP_017079413.1|DEUG	LOC110189429|XP_020815158.1|DSER
OG0005981	LOC108104348|XP_017065842.1|DEUG	LOC110179616|XP_020802877.1|DSER
OG0005982	LOC108113317|XP_017079362.1|DEUG	LOC110189387|XP_020815096.1|DSER
OG0005983	LOC108105029|XP_017066915.1|DEUG	LOC110180149|XP_020803458.1|DSER
OG0005984	LOC108105368|XP_017067390.1|DEUG	LOC110179708|XP_020802977.1|DSER
OG0005985	LOC108111852|XP_017076950.1|DEUG	LOC110181640|XP_020805106.1|DSER
OG0005986	LOC108117621|XP_017085638.1|DEUG	LOC110181504|XP_020804933.1|DSER
OG0005987	LOC108105069|XP_017066978.1|DEUG	LOC110181879|XP_020805465.1|DSER
OG0005988	LOC108106610|XP_017069298.1|DEUG	LOC110178009|XP_020800681.1|DSER
OG0005989	LOC108106520|XP_017069114.1|DEUG	LOC110189488|XP_020815236.1|DSER
OG0005990	LOC108113013|XP_017078923.1|DEUG	LOC110176314|XP_020798289.1|DSER
OG0005991	LOC108104496|XP_017066099.1|DEUG	LOC110178245|XP_020800955.1|DSER
OG0005992	LOC108114573|XP_017081113.1|DEUG	LOC110185150|XP_020809510.1|DSER
OG0005993	LOC108114574|XP_017081114.1|DEUG	LOC110185151|XP_020809511.1|DSER
OG0005994	LOC108108712|XP_017072333.1|DEUG	LOC110190428|XP_020816567.1|DSER
OG0005995	LOC108114714|XP_017081305.1|DEUG	LOC110184641|XP_020808898.1|DSER
OG0005996	LOC108108690|XP_017072284.1|DEUG	LOC110190219|XP_020816235.1|DSER
OG0005997	LOC108113136|XP_017079132.1|DEUG	LOC110189618|XP_020815416.1|DSER
OG0005998	LOC108104253|XP_017065691.1|DEUG	LOC110176188|XP_020798098.1|DSER
OG0005999	LOC108104738|XP_017066464.1|DEUG	LOC110179408|XP_020802593.1|DSER
OG0006000	LOC108112595|XP_017078134.1|DEUG	LOC110182157|XP_020805823.1|DSER
OG0006001	LOC108107624|XP_017070682.1|DEUG	LOC110176179|XP_020798085.1|DSER
OG0006002	LOC108107284|XP_017070227.1|DEUG	LOC110191497|XP_020818022.1|DSER
OG0006003	LOC108104300|XP_017065763.1|DEUG	LOC110176145|XP_020798040.1|DSER
OG0006004	LOC108114966|XP_017081662.1|DEUG	LOC110187881|XP_020813023.1|DSER
OG0006005	LOC108106430|XP_017068947.1|DEUG	LOC110179362|XP_020802534.1|DSER
OG0006006	LOC108109096|XP_017072968.1|DEUG	LOC110179198|XP_020802274.1|DSER
OG0006007	LOC108111618|XP_017076637.1|DEUG	LOC110189257|XP_020814927.1|DSER
OG0006008	LOC108110931|XP_017075701.1|DEUG	LOC110184981|XP_020809290.1|DSER
OG0006009	LOC108114363|XP_017080799.1|DEUG	LOC110184644|XP_020808902.1|DSER
OG0006010	LOC108108727|XP_017072349.1|DEUG	LOC110190386|XP_020816474.1|DSER
OG0006011	LOC108104647|XP_017066316.1|DEUG	LOC110178810|XP_020801729.1|DSER
OG0006012	LOC108114194|XP_017080494.1|DEUG	LOC110181220|XP_020804566.1|DSER
OG0006013	LOC108112121|XP_017077361.1|DEUG	LOC110189353|XP_020815054.1|DSER
OG0006014	LOC108104009|XP_017065322.1|DEUG	LOC110190194|XP_020816203.1|DSER
OG0006015	LOC108106530|XP_017069154.1|DEUG	LOC110177773|XP_020800298.1|DSER
OG0006016	LOC108104535|XP_017066158.1|DEUG	LOC110178396|XP_020801193.1|DSER
OG0006017	LOC108106760|XP_017069489.1|DEUG	LOC110189231|XP_020814873.1|DSER
OG0006018	LOC108111991|XP_017077208.1|DEUG	LOC110184037|XP_020808070.1|DSER
OG0006019	LOC108113296|XP_017079336.1|DEUG	LOC110187700|XP_020812794.1|DSER
OG0006020	LOC108114466|XP_017080963.1|DEUG	LOC110184665|XP_020808932.1|DSER
OG0006022	LOC108111066|XP_017075883.1|DEUG	LOC110185106|XP_020809454.1|DSER
OG0006023	LOC108113603|XP_017079747.1|DEUG	LOC110187011|XP_020812033.1|DSER
OG0006024	LOC108103795|XP_017064915.1|DEUG	LOC110181595|XP_020805048.1|DSER
OG0006025	LOC108106522|XP_017069119.1|DEUG	LOC110178290|XP_020801020.1|DSER
OG0006026	LOC108115645|XP_017082688.1|DEUG	LOC110188643|XP_020814077.1|DSER
OG0006027	LOC108114892|XP_017081539.1|DEUG	LOC110176222|XP_020798168.1|DSER
OG0006028	LOC108106775|XP_017069505.1|DEUG	LOC110189189|XP_020814815.1|DSER
OG0006029	LOC108104548|XP_017066178.1|DEUG	LOC110178404|XP_020801203.1|DSER
OG0006030	LOC108117508|XP_017085485.1|DEUG	LOC110190868|XP_020817178.1|DSER
OG0006031	LOC108106759|XP_017069487.1|DEUG	LOC110176321|XP_020798298.1|DSER
OG0006032	LOC108117710|XP_017085751.1|DEUG	LOC110191979|XP_020818664.1|DSER
OG0006033	LOC108106755|XP_017069484.1|DEUG	LOC110189232|XP_020814874.1|DSER
OG0006034	LOC108110157|XP_017074568.1|DEUG	LOC110177262|XP_020799571.1|DSER
OG0006035	LOC108116413|XP_017083786.1|DEUG	LOC110191865|XP_020818503.1|DSER
OG0006036	LOC108110508|XP_017075077.1|DEUG	LOC110177898|XP_020800526.1|DSER
OG0006037	LOC108106534|XP_017069161.1|DEUG	LOC110191007|XP_020817387.1|DSER
OG0006038	LOC108115397|XP_017082323.1|DEUG	LOC110186506|XP_020811365.1|DSER
OG0006039	LOC108111623|XP_017076646.1|DEUG	LOC110189332|XP_020815034.1|DSER
OG0006040	LOC108106248|XP_017068703.1|DEUG	LOC110189788|XP_020815680.1|DSER
OG0006041	LOC108103702|XP_017064787.1|DEUG	LOC110181702|XP_020805205.1|DSER
OG0006042	LOC108112512|XP_017077889.1|DEUG	LOC110178408|XP_020801209.1|DSER
OG0006043	LOC108108628|XP_017072217.1|DEUG	LOC110178905|XP_020801841.1|DSER
OG0006044	LOC108105462|XP_017067551.1|DEUG	LOC110179483|XP_020802715.1|DSER
OG0006045	LOC108110353|XP_017074881.1|DEUG	LOC110189510|XP_020815277.1|DSER
OG0006046	LOC108112924|XP_017078805.1|DEUG	LOC110176079|XP_020797982.1|DSER
OG0006047	LOC108106023|XP_017068361.1|DEUG	LOC110190282|XP_020816317.1|DSER
OG0006048	LOC108114650|XP_017081211.1|DEUG	LOC110181235|XP_020804597.1|DSER
OG0006049	LOC108102932|XP_017063682.1|DEUG	LOC110180644|XP_020803997.1|DSER
OG0006050	LOC108105208|XP_017067150.1|DEUG	LOC110188087|XP_020813303.1|DSER
OG0006051	LOC108117550|XP_017085551.1|DEUG	LOC110180460|XP_020803795.1|DSER
OG0006052	LOC108107374|XP_017070370.1|DEUG	LOC110180244|XP_020803560.1|DSER
OG0006053	LOC108109900|XP_017074196.1|DEUG	LOC110185275|XP_020809681.1|DSER
OG0006054	LOC108108672|XP_017072269.1|DEUG	LOC110185416|XP_020809888.1|DSER
OG0006055	LOC108111815|XP_017076908.1|DEUG	LOC110191294|XP_020817763.1|DSER
OG0006056	LOC108113228|XP_017079254.1|DEUG	LOC110178296|XP_020801043.1|DSER
OG0006057	LOC108102845|XP_017063526.1|DEUG	LOC110188892|XP_020814470.1|DSER
OG0006058	LOC108117262|XP_017085104.1|DEUG	LOC110186368|XP_020811177.1|DSER
OG0006059	LOC108107969|XP_017071298.1|DEUG	LOC110177466|XP_020799862.1|DSER
OG0006060	LOC108107971|XP_017071302.1|DEUG	LOC110177467|XP_020799864.1|DSER
OG0006061	LOC108117700|XP_017085727.1|DEUG	LOC110182576|XP_020806284.1|DSER
OG0006062	LOC108116342|XP_017083646.1|DEUG	LOC110189959|XP_020815909.1|DSER
OG0006063	LOC108111169|XP_017076037.1|DEUG	LOC110183212|XP_020807084.1|DSER
OG0006064	LOC108106591|XP_017069263.1|DEUG	LOC110184112|XP_020808164.1|DSER
OG0006065	LOC108107687|XP_017070780.1|DEUG	LOC110188842|XP_020814403.1|DSER
OG0006066	LOC108112130|XP_017077369.1|DEUG	LOC110189303|XP_020814994.1|DSER
OG0006067	LOC108104472|XP_017066026.1|DEUG	LOC110189240|XP_020814883.1|DSER
OG0006068	LOC108105010|XP_017066879.1|DEUG	LOC110184419|XP_020808613.1|DSER
OG0006069	LOC108108612|XP_017072200.1|DEUG	LOC110178877|XP_020801809.1|DSER
OG0006070	LOC108108677|XP_017072271.1|DEUG	LOC110190117|XP_020816090.1|DSER
OG0006071	LOC108115863|XP_017082977.1|DEUG	LOC110177304|XP_020799628.1|DSER
OG0006072	LOC108107574|XP_017070624.1|DEUG	LOC110188811|XP_020814348.1|DSER
OG0006073	LOC108104745|XP_017066475.1|DEUG	LOC110178637|XP_020801485.1|DSER
OG0006074	LOC108104352|XP_017065847.1|DEUG	LOC110187141|XP_020812214.1|DSER
OG0006075	LOC108117430|XP_017085332.1|DEUG	LOC110184534|XP_020808770.1|DSER, LOC110184581|XP_020808825.1|DSER
OG0006076	LOC108106800|XP_017069533.1|DEUG	LOC110178482|XP_020801283.1|DSER
OG0006077	LOC108108750|XP_017072397.1|DEUG	LOC110189882|XP_020815785.1|DSER
OG0006078	LOC108108781|XP_017072441.1|DEUG	LOC110189945|XP_020815891.1|DSER
OG0006079	LOC108114197|XP_017080504.1|DEUG	LOC110176716|XP_020798816.1|DSER
OG0006080	LOC108117350|XP_017085214.1|DEUG	LOC110176711|XP_020798810.1|DSER
