Orthogroup	DEUG.longest_only	DVIR.longest_only
OG0005250	LOC108103390|XP_017064334.1|DEUG	LOC6634076|XP_002057897.2|DVIR
OG0005251	LOC108110956|XP_017075741.1|DEUG	LOC6627379|XP_032294058.1|DVIR
OG0005252	LOC108106837|XP_017069563.1|DEUG	LOC6633911|XP_015025311.1|DVIR
OG0005253	LOC108115509|XP_017082492.1|DEUG	LOC6635673|XP_015024545.1|DVIR
OG0005254	LOC108106875|XP_017069611.1|DEUG	LOC6633938|XP_002057608.1|DVIR
OG0005255	LOC108107133|XP_017070023.1|DEUG	LOC6633937|XP_002057607.1|DVIR
OG0005256	LOC108105201|XP_017067142.1|DEUG	LOC6629179|XP_002052374.2|DVIR
OG0005257	LOC108106142|XP_017068526.1|DEUG	LOC6634151|XP_002057628.2|DVIR
OG0005258	LOC108108254|XP_017071708.1|DEUG	LOC6634070|XP_002057872.1|DVIR
OG0005259	LOC108105841|XP_017068087.1|DEUG	LOC6634135|XP_002057523.2|DVIR
OG0005260	LOC108105843|XP_017068093.1|DEUG	LOC6634157|XP_032289010.1|DVIR
OG0005261	LOC108110913|XP_017075669.1|DEUG	LOC6627824|XP_002051137.2|DVIR
OG0005262	LOC108102613|XP_017063206.1|DEUG	LOC6628096|XP_002052420.1|DVIR
OG0005263	LOC108106956|XP_017069722.1|DEUG	LOC6633909|XP_002057602.2|DVIR
OG0005264	LOC108111608|XP_017076626.1|DEUG	LOC6630686|XP_002054409.2|DVIR
OG0005265	LOC108106992|XP_017069819.1|DEUG	LOC6634300|XP_002057452.1|DVIR
OG0005266	LOC108105158|XP_017067082.1|DEUG	LOC6633931|XP_002057620.1|DVIR
OG0005267	LOC108110847|XP_017075580.1|DEUG	LOC6628890|XP_002052091.1|DVIR
OG0005268	LOC108110845|XP_017075578.1|DEUG	LOC6628891|XP_015028761.1|DVIR
OG0005269	LOC108110977|XP_017075771.1|DEUG	LOC6629118|XP_002052110.1|DVIR
OG0005270	LOC108111982|XP_017077196.1|DEUG	LOC6629213|XP_002051263.1|DVIR
OG0005271	LOC108107076|XP_017069935.1|DEUG	LOC6628466|XP_002051541.1|DVIR
OG0005272	LOC108107118|XP_017069998.1|DEUG	LOC6628469|XP_032293802.1|DVIR
OG0005273	LOC108106087|XP_017068436.1|DEUG	LOC6628905|XP_002051549.1|DVIR
OG0005274	LOC108112346|XP_017077666.1|DEUG	LOC6629243|XP_002051267.1|DVIR
OG0005275	LOC108110920|XP_017075682.1|DEUG	LOC6636618|XP_002060084.2|DVIR
OG0005276	LOC108110985|XP_017075783.1|DEUG	LOC6628025|XP_015028648.1|DVIR
OG0005277	LOC108110469|XP_017075026.1|DEUG	LOC6627722|XP_002052515.1|DVIR
OG0005278	LOC108109227|XP_017073188.1|DEUG	LOC6635845|XP_002059457.1|DVIR
OG0005279	LOC108113448|XP_017079510.1|DEUG	LOC6628169|XP_015028192.1|DVIR
OG0005280	LOC108102657|XP_017063285.1|DEUG	LOC6628212|XP_002052941.1|DVIR
OG0005281	LOC108110910|XP_017075666.1|DEUG	LOC6627356|XP_032294194.1|DVIR
OG0005282	LOC108115349|XP_017082260.1|DEUG	LOC6630460|XP_002053457.1|DVIR
OG0005283	LOC108116683|XP_017084180.1|DEUG	LOC6631191|XP_002054836.1|DVIR
OG0005284	LOC108115488|XP_017082462.1|DEUG	LOC6627472|XP_002052903.2|DVIR
OG0005285	LOC108115512|XP_017082498.1|DEUG	LOC6627473|XP_002052904.1|DVIR
OG0005286	LOC108102630|XP_017063232.1|DEUG	LOC6628254|XP_015028557.1|DVIR
OG0005287	LOC108102652|XP_017063279.1|DEUG	LOC6628208|XP_002052937.1|DVIR
OG0005288	LOC108106972|XP_017069775.1|DEUG	LOC6628362|XP_002052551.1|DVIR
OG0005289	LOC108114106|XP_017080396.1|DEUG	LOC6627380|XP_002052400.1|DVIR
OG0005290	LOC108115370|XP_017082289.1|DEUG	LOC6630765|XP_002054624.1|DVIR
OG0005291	LOC108110719|XP_017075380.1|DEUG	LOC6634273|XP_002057690.1|DVIR
OG0005292	LOC108110671|XP_017075277.1|DEUG	LOC6634271|XP_002057688.1|DVIR
OG0005293	LOC108105117|XP_017067039.1|DEUG	LOC6628499|XP_002051494.1|DVIR
OG0005294	LOC108104135|XP_017065526.1|DEUG	LOC6629202|XP_002052621.1|DVIR
OG0005295	LOC108110718|XP_017075359.1|DEUG	LOC6634274|XP_032293647.1|DVIR
OG0005296	LOC108115295|XP_017082171.1|DEUG	LOC6629598|XP_002053551.2|DVIR
OG0005297	LOC108106173|XP_017068583.1|DEUG	LOC6634375|XP_015025240.1|DVIR
OG0005298	LOC108110938|XP_017075720.1|DEUG	LOC6628795|XP_002051218.1|DVIR
OG0005299	LOC108111420|XP_017076367.1|DEUG	LOC6632260|XP_002055895.1|DVIR
OG0005300	LOC108117427|XP_017085329.1|DEUG	LOC116652295|XP_032296494.1|DVIR, LOC6634497|XP_002058235.1|DVIR
OG0005301	LOC108110692|XP_017075312.1|DEUG	LOC6629149|XP_015028671.1|DVIR
OG0005302	LOC108106335|XP_017068797.1|DEUG	LOC6627207|XP_032291849.1|DVIR
OG0005303	LOC108105691|XP_017067890.1|DEUG	LOC6628663|XP_032294534.1|DVIR
OG0005304	LOC108107178|XP_017070086.1|DEUG	LOC6628332|XP_002051204.1|DVIR
OG0005305	LOC108109226|XP_017073187.1|DEUG	LOC6635844|XP_002059456.1|DVIR
OG0005306	LOC108118437|XP_017086631.1|DEUG	LOC6627708|XP_032293911.1|DVIR
OG0005307	LOC108111413|XP_017076362.1|DEUG	LOC6627810|XP_002051772.1|DVIR
OG0005308	LOC108110702|XP_017075333.1|DEUG	LOC6627978|XP_002051784.1|DVIR
OG0005309	LOC108111035|XP_017075850.1|DEUG	LOC6627998|XP_002051787.2|DVIR
OG0005310	LOC108106184|XP_017068597.1|DEUG	LOC6627558|XP_002052642.1|DVIR
OG0005311	LOC108104103|XP_017065490.1|DEUG	LOC6635751|XP_015024520.1|DVIR
OG0005312	LOC108108182|XP_017071620.1|DEUG	LOC6628523|XP_015027981.1|DVIR
OG0005313	LOC108111106|XP_017075936.1|DEUG	LOC6629131|XP_015028442.1|DVIR
OG0005314	LOC108104129|XP_017065520.1|DEUG	LOC6628950|XP_002052353.1|DVIR
OG0005315	LOC108105680|XP_017067873.1|DEUG	LOC6627587|XP_002052818.3|DVIR
OG0005316	LOC108109100|XP_017072973.1|DEUG	LOC6635846|XP_002059458.1|DVIR
OG0005317	LOC108118438|XP_017086633.1|DEUG	LOC6627703|XP_002051987.1|DVIR
OG0005318	LOC108117633|XP_017085652.1|DEUG	LOC6629246|XP_002051270.2|DVIR
OG0005319	LOC108105177|XP_017067118.1|DEUG	LOC6630894|XP_032294520.1|DVIR, LOC6628497|XP_002051492.1|DVIR
OG0005320	LOC108114853|XP_017081488.1|DEUG	LOC6634355|XP_002057819.2|DVIR
OG0005321	LOC108112215|XP_017077524.1|DEUG	LOC6635640|XP_002059186.2|DVIR
OG0005322	LOC108112265|XP_017077580.1|DEUG	LOC6628356|XP_032294497.1|DVIR
OG0005323	LOC108110733|XP_017075412.1|DEUG	LOC6627664|XP_032293438.1|DVIR
OG0005324	LOC108111116|XP_017075955.1|DEUG	LOC6628594|XP_002051209.2|DVIR
OG0005325	LOC108111092|XP_017075920.1|DEUG	LOC26531038|XP_015025381.1|DVIR
OG0005326	LOC108111222|XP_017076112.1|DEUG	LOC6628335|XP_015028057.1|DVIR
OG0005327	LOC108108468|XP_017072018.1|DEUG	LOC6627413|XP_002051086.1|DVIR
OG0005328	LOC108111594|XP_017076604.1|DEUG	LOC6630691|XP_002054398.2|DVIR
OG0005329	LOC108108307|XP_017071814.1|DEUG	LOC6622192|XP_002047866.1|DVIR
OG0005330	LOC108108306|XP_017071813.1|DEUG	LOC6624138|XP_002047867.1|DVIR
OG0005331	LOC108110848|XP_017075581.1|DEUG	LOC6628889|XP_002052090.1|DVIR
OG0005332	LOC108115483|XP_017082456.1|DEUG	LOC6627499|XP_002052207.1|DVIR
OG0005333	LOC108104148|XP_017065537.1|DEUG	LOC6628531|XP_002052727.1|DVIR
OG0005334	LOC108110892|XP_017075639.1|DEUG	LOC6636635|XP_015023805.1|DVIR
OG0005335	LOC108111947|XP_017077117.1|DEUG	LOC6626857|XP_002049228.2|DVIR
OG0005336	LOC108104807|XP_017066579.1|DEUG	LOC6626117|XP_015029859.1|DVIR
OG0005337	LOC108112688|XP_017078369.1|DEUG	LOC6624758|XP_002049752.2|DVIR
OG0005338	LOC108111073|XP_017075895.1|DEUG	LOC6634127|XP_002057728.1|DVIR
OG0005339	LOC108110458|XP_017075015.1|DEUG	LOC6627817|XP_002051142.3|DVIR
OG0005340	LOC108110959|XP_017075745.1|DEUG	LOC6634281|XP_015025187.1|DVIR
OG0005341	LOC108104589|XP_017066241.1|DEUG	LOC6625654|XP_002049871.1|DVIR
OG0005342	LOC108104075|XP_017065449.1|DEUG	LOC6627894|XP_032294203.1|DVIR
OG0005343	LOC108113265|XP_017079302.1|DEUG	LOC6635937|XP_002059376.2|DVIR
OG0005344	LOC108106316|XP_017068774.1|DEUG	LOC6625645|XP_002049560.1|DVIR
OG0005345	LOC108107170|XP_017070074.1|DEUG	LOC6634346|XP_015025174.1|DVIR
OG0005346	LOC108107095|XP_017069964.1|DEUG	LOC6627461|XP_002052483.1|DVIR
OG0005347	LOC108111022|XP_017075825.1|DEUG	LOC6629165|XP_002051904.1|DVIR
OG0005348	LOC108110793|XP_017075504.1|DEUG	LOC6627378|XP_002052398.2|DVIR
OG0005349	LOC108110857|XP_017075593.1|DEUG	LOC6627381|XP_002052401.1|DVIR
OG0005350	LOC108111328|XP_017076235.1|DEUG	LOC6629216|XP_002051266.1|DVIR
OG0005351	LOC108109801|XP_017074009.1|DEUG	LOC6624231|XP_032290345.1|DVIR
OG0005352	LOC108110877|XP_017075618.1|DEUG	LOC6628159|XP_002052414.2|DVIR
OG0005353	LOC108112665|XP_017078291.1|DEUG	LOC6625783|XP_002049581.1|DVIR
OG0005354	LOC108110651|XP_017075244.1|DEUG	LOC6627734|XP_032293588.1|DVIR
OG0005355	LOC108111007|XP_017075808.1|DEUG	LOC6628640|XP_002051884.3|DVIR
OG0005356	LOC108110744|XP_017075437.1|DEUG	LOC6628639|XP_002051883.1|DVIR
OG0005357	LOC108107075|XP_017069934.1|DEUG	LOC6628880|XP_002051660.1|DVIR
OG0005358	LOC108107036|XP_017069883.1|DEUG	LOC6627735|XP_002051119.1|DVIR
OG0005359	LOC108112659|XP_017078280.1|DEUG	LOC6626691|XP_002049416.1|DVIR
OG0005360	LOC108108621|XP_017072209.1|DEUG	LOC6624036|XP_002047591.1|DVIR
OG0005361	LOC108111020|XP_017075823.1|DEUG	LOC6629110|XP_002052604.1|DVIR
OG0005362	LOC108110969|XP_017075759.1|DEUG	LOC6634122|XP_002057723.1|DVIR
OG0005363	LOC108102503|XP_017063015.1|DEUG	LOC6627992|XP_002051429.1|DVIR
OG0005364	LOC108109239|XP_017073203.1|DEUG	LOC6626175|XP_002050160.1|DVIR
OG0005365	LOC108115460|XP_017082400.1|DEUG	LOC6628042|XP_032293909.1|DVIR
OG0005366	LOC108115465|XP_017082408.1|DEUG	LOC6628043|XP_002052691.3|DVIR
OG0005367	LOC108115518|XP_017082508.1|DEUG	LOC6627981|XP_002052693.1|DVIR
OG0005368	LOC108109359|XP_017073319.1|DEUG	LOC6629778|XP_002052992.1|DVIR
OG0005369	LOC108110795|XP_017075513.1|DEUG	LOC6627438|XP_032294444.1|DVIR
OG0005370	LOC108112116|XP_017077359.1|DEUG	LOC6627915|XP_032294485.1|DVIR
OG0005371	LOC108112467|XP_017077812.1|DEUG	LOC6627806|XP_002051768.1|DVIR
OG0005372	LOC108110331|XP_017074854.1|DEUG	LOC6630039|XP_002054558.3|DVIR
OG0005373	LOC108115350|XP_017082264.1|DEUG	LOC6629009|XP_002051278.1|DVIR
OG0005374	LOC108118447|XP_017086644.1|DEUG	LOC6627705|XP_002051989.1|DVIR
OG0005375	LOC108118439|XP_017086634.1|DEUG	LOC6627704|XP_002051988.2|DVIR
OG0005376	LOC108102557|XP_017063116.1|DEUG	LOC6635684|XP_002059279.3|DVIR
OG0005377	LOC108102815|XP_017063486.1|DEUG	LOC6624402|XP_002046370.1|DVIR
OG0005378	LOC108111074|XP_017075898.1|DEUG	LOC6627654|XP_002051718.3|DVIR
OG0005379	LOC108111025|XP_017075834.1|DEUG	LOC6628458|XP_002051830.2|DVIR
OG0005380	LOC108111082|XP_017075910.1|DEUG	LOC6627618|XP_002051709.2|DVIR
OG0005381	LOC108105676|XP_017067867.1|DEUG	LOC6628529|XP_002052725.2|DVIR
OG0005382	LOC108115457|XP_017082384.1|DEUG	LOC6628537|XP_032294468.1|DVIR
OG0005383	LOC108108499|XP_017072053.1|DEUG	LOC6623564|XP_002046881.3|DVIR
OG0005384	LOC108111523|XP_017076533.1|DEUG	LOC6631067|XP_002053212.1|DVIR
OG0005385	LOC108109219|XP_017073173.1|DEUG	LOC6626772|XP_002049836.2|DVIR
OG0005386	LOC108113325|XP_017079370.1|DEUG	LOC6624906|XP_002050219.2|DVIR
OG0005387	LOC108109487|XP_017073506.1|DEUG	LOC6630966|XP_032289666.1|DVIR
OG0005388	LOC108115525|XP_017082515.1|DEUG	LOC6628184|XP_032294387.1|DVIR
OG0005389	LOC108104086|XP_017065471.1|DEUG	LOC6627550|XP_002052285.1|DVIR
OG0005390	LOC108102575|XP_017063145.1|DEUG	LOC6628542|XP_002051854.1|DVIR
OG0005391	LOC108102578|XP_017063148.1|DEUG	LOC6628540|XP_002051852.1|DVIR
OG0005392	LOC108103066|XP_017063899.1|DEUG	LOC6635735|XP_002059150.1|DVIR
OG0005393	LOC108116867|XP_017084434.1|DEUG	LOC6632369|XP_002056199.1|DVIR
OG0005394	LOC108118474|XP_017086690.1|DEUG	LOC6635715|XP_002059152.1|DVIR
OG0005395	LOC108105665|XP_017067853.1|DEUG	LOC6629031|XP_002052808.1|DVIR
OG0005396	LOC108106129|XP_017068497.1|DEUG	LOC6627373|XP_002052638.2|DVIR
OG0005397	LOC108106130|XP_017068501.1|DEUG	LOC6627376|XP_002052639.1|DVIR
OG0005398	LOC108115250|XP_017082096.1|DEUG	LOC6632900|XP_002056751.1|DVIR
OG0005399	LOC108104597|XP_017066254.1|DEUG	LOC6626766|XP_032292089.1|DVIR
OG0005400	LOC108104607|XP_017066266.1|DEUG	LOC6627281|XP_002048700.2|DVIR
OG0005401	LOC108106202|XP_017068618.1|DEUG	LOC6627565|XP_002052649.1|DVIR
OG0005402	LOC108106178|XP_017068590.1|DEUG	LOC6627564|XP_002052648.1|DVIR
OG0005403	LOC108106197|XP_017068613.1|DEUG	LOC6627559|XP_002052643.1|DVIR
OG0005404	LOC108106198|XP_017068614.1|DEUG	LOC6627560|XP_002052644.1|DVIR
OG0005405	LOC108113288|XP_017079327.1|DEUG	LOC6625593|XP_002048831.1|DVIR
OG0005406	LOC108113205|XP_017079227.1|DEUG	LOC6625501|XP_002051007.1|DVIR
OG0005407	LOC108113060|XP_017078985.1|DEUG	LOC6627022|XP_002050582.1|DVIR
OG0005408	LOC108102603|XP_017063195.1|DEUG	LOC6628138|XP_002052306.1|DVIR
OG0005409	LOC108107089|XP_017069955.1|DEUG	LOC6628424|XP_002051863.1|DVIR
OG0005410	LOC108102555|XP_017063115.1|DEUG	LOC6627680|XP_002051737.1|DVIR
OG0005411	LOC108106323|XP_017068783.1|DEUG	LOC6625635|XP_002050760.1|DVIR
OG0005412	LOC108106666|XP_017069383.1|DEUG	LOC6625665|XP_002050786.1|DVIR
OG0005413	LOC108112737|XP_017078463.1|DEUG	LOC6626073|XP_002048760.2|DVIR
OG0005414	LOC108116706|XP_017084216.1|DEUG	LOC6634741|XP_002058189.1|DVIR
OG0005415	LOC108103909|XP_017065146.1|DEUG	LOC6636659|XP_032295791.1|DVIR
OG0005416	LOC108112768|XP_017078518.1|DEUG	LOC6626363|XP_002050692.1|DVIR
OG0005417	LOC108103048|XP_017063851.1|DEUG	LOC6627987|XP_002052699.1|DVIR
OG0005418	LOC108115528|XP_017082519.1|DEUG	LOC6627493|XP_002052201.1|DVIR
OG0005419	LOC108111064|XP_017075882.1|DEUG	LOC6628044|XP_002051155.1|DVIR
OG0005420	LOC108107150|XP_017070046.1|DEUG	LOC6627649|XP_002052500.1|DVIR
OG0005421	LOC108104036|XP_017065360.1|DEUG	LOC6627877|XP_002052001.1|DVIR
OG0005422	LOC108106047|XP_017068389.1|DEUG	LOC6631880|XP_032295371.1|DVIR
OG0005423	LOC108107994|XP_017071337.1|DEUG	LOC6627347|XP_002052458.2|DVIR
OG0005424	LOC108109119|XP_017073001.1|DEUG	LOC6635901|XP_002059426.1|DVIR
OG0005425	LOC108103619|XP_017064652.1|DEUG	LOC6636689|XP_032295771.1|DVIR
OG0005426	LOC108104504|XP_017066110.1|DEUG	LOC6625354|XP_002050321.3|DVIR
OG0005427	LOC108107022|XP_017069858.1|DEUG	LOC6634117|XP_002057718.1|DVIR
OG0005428	LOC108113443|XP_017079502.1|DEUG	LOC6628617|XP_032293719.1|DVIR
OG0005429	LOC108107083|XP_017069948.1|DEUG	LOC6628739|XP_002051555.1|DVIR
OG0005430	LOC108107084|XP_017069949.1|DEUG	LOC6628738|XP_002051554.1|DVIR
OG0005431	LOC108114866|XP_017081509.1|DEUG	LOC6628962|XP_002051567.1|DVIR
OG0005432	LOC108117582|XP_017085573.1|DEUG	LOC6627300|XP_015028163.1|DVIR
OG0005433	LOC108112234|XP_017077544.1|DEUG	LOC6625101|XP_002050120.1|DVIR
OG0005434	LOC108103091|XP_017063935.1|DEUG	LOC6627797|XP_002051307.1|DVIR
OG0005435	LOC108109613|XP_017073667.1|DEUG	LOC6627297|XP_002051282.2|DVIR
OG0005436	LOC108114789|XP_017081393.1|DEUG	LOC6627299|XP_002051283.1|DVIR
OG0005437	LOC108117321|XP_017085180.1|DEUG	LOC6633107|XP_032288756.1|DVIR
OG0005438	LOC108110837|XP_017075566.1|DEUG	LOC6629047|XP_002052885.1|DVIR
OG0005439	LOC108105949|XP_017068275.1|DEUG, LOC108116935|XP_017084570.1|DEUG	LOC6632251|XP_002056080.1|DVIR
OG0005440	LOC108110799|XP_017075514.1|DEUG	LOC6627689|XP_032294473.1|DVIR
OG0005441	LOC108104079|XP_017065463.1|DEUG	LOC6628885|XP_002051665.1|DVIR
OG0005442	LOC108106868|XP_017069601.1|DEUG	LOC6627768|XP_002052657.1|DVIR
OG0005443	LOC108110832|XP_017075558.1|DEUG	LOC6636634|XP_032289180.1|DVIR
OG0005444	LOC108110682|XP_017075299.1|DEUG	LOC6628831|XP_002052072.1|DVIR
OG0005445	LOC108110613|XP_017075202.1|DEUG	LOC6628109|XP_032294347.1|DVIR
OG0005446	LOC108106086|XP_017068434.1|DEUG	LOC6627789|XP_002052677.2|DVIR
OG0005447	LOC108102676|XP_017063305.1|DEUG	LOC6635774|XP_002059170.1|DVIR
OG0005448	LOC108112826|XP_017078619.1|DEUG	LOC6636465|XP_002059914.1|DVIR
OG0005449	LOC108115196|XP_017082006.1|DEUG	LOC6635291|XP_002058801.1|DVIR
OG0005450	LOC108116034|XP_017083213.1|DEUG	LOC6630302|XP_002054187.1|DVIR
OG0005451	LOC108103507|XP_017064508.1|DEUG, LOC108105713|XP_017067917.1|DEUG	LOC6628401|XP_015028524.1|DVIR
OG0005452	LOC108113059|XP_017078980.1|DEUG	LOC6625124|XP_032292327.1|DVIR
OG0005453	LOC108108313|XP_017071825.1|DEUG	LOC6632456|XP_002056302.1|DVIR
OG0005454	LOC108104100|XP_017065485.1|DEUG	LOC6635667|XP_002059202.1|DVIR
OG0005455	LOC108107205|XP_017070110.1|DEUG	LOC6625888|XP_002050359.1|DVIR
OG0005456	LOC108106847|XP_017069578.1|DEUG	LOC6634254|XP_002057640.1|DVIR
OG0005457	LOC108106848|XP_017069579.1|DEUG	LOC6634252|XP_015025221.1|DVIR
OG0005458	LOC108111119|XP_017075964.1|DEUG	LOC6628508|XP_015028273.1|DVIR
OG0005459	LOC108102665|XP_017063292.1|DEUG	LOC6628826|XP_002052591.2|DVIR
OG0005460	LOC108115522|XP_017082512.1|DEUG	LOC6628182|XP_032294385.1|DVIR
OG0005461	LOC108106965|XP_017069753.1|DEUG	LOC6628066|XP_002051535.1|DVIR
OG0005462	LOC108106966|XP_017069754.1|DEUG	LOC6628068|XP_002051537.1|DVIR
OG0005463	LOC108105942|XP_017068226.1|DEUG	LOC6624328|XP_002047891.1|DVIR
OG0005464	LOC108107019|XP_017069855.1|DEUG	LOC6628065|XP_002051534.2|DVIR
OG0005465	LOC108106844|XP_017069573.1|DEUG	LOC6634251|XP_002057637.2|DVIR
OG0005466	LOC108106838|XP_017069565.1|DEUG	LOC6634253|XP_002057639.1|DVIR
OG0005467	LOC108115690|XP_017082748.1|DEUG	LOC116651868|XP_032295002.1|DVIR, LOC6630064|XP_032295266.1|DVIR
OG0005468	LOC108106148|XP_017068536.1|DEUG	LOC6627673|XP_002051949.1|DVIR
OG0005469	LOC108106187|XP_017068600.1|DEUG	LOC6628909|XP_002051553.1|DVIR
OG0005470	LOC108106136|XP_017068517.1|DEUG	LOC6634370|XP_002057564.1|DVIR
OG0005471	LOC108118480|XP_017086699.1|DEUG	LOC6629159|XP_002052362.1|DVIR
OG0005472	LOC108118465|XP_017086673.1|DEUG	LOC6628957|XP_002052360.1|DVIR
OG0005473	LOC108115479|XP_017082447.1|DEUG	LOC6628034|XP_002052911.1|DVIR
OG0005474	LOC108104131|XP_017065522.1|DEUG	LOC6629206|XP_002052625.2|DVIR
OG0005475	LOC108104130|XP_017065521.1|DEUG	LOC6629205|XP_002052624.1|DVIR
OG0005476	LOC108112629|XP_017078224.1|DEUG	LOC6635879|XP_002059352.2|DVIR
OG0005477	LOC108114250|XP_017080634.1|DEUG	LOC6622934|XP_002048540.2|DVIR
OG0005478	LOC108102678|XP_017063308.1|DEUG	LOC6629014|XP_002052756.1|DVIR
OG0005479	LOC108102655|XP_017063282.1|DEUG	LOC6629013|XP_002052755.1|DVIR
OG0005480	LOC108102656|XP_017063284.1|DEUG	LOC6628113|XP_002052309.1|DVIR
OG0005481	LOC108111029|XP_017075837.1|DEUG	LOC6628263|XP_002052543.1|DVIR
OG0005482	LOC108110922|XP_017075686.1|DEUG	LOC6628265|XP_002052545.2|DVIR
OG0005483	LOC108105596|XP_017067759.1|DEUG	LOC6630294|XP_032295294.1|DVIR
OG0005484	LOC108105126|XP_017067048.1|DEUG	LOC6627435|XP_002052161.1|DVIR
OG0005485	LOC108112033|XP_017077269.1|DEUG	LOC6627148|XP_032292141.1|DVIR
OG0005486	LOC108104592|XP_017066244.1|DEUG	LOC6626614|XP_002048708.1|DVIR
OG0005487	LOC108111147|XP_017076004.1|DEUG	LOC6627859|XP_002052278.3|DVIR
OG0005488	LOC108111140|XP_017075996.1|DEUG	LOC6627860|XP_002052279.3|DVIR
OG0005489	LOC108102605|XP_017063198.1|DEUG	LOC6635688|XP_002059283.1|DVIR
OG0005490	LOC108102700|XP_017063335.1|DEUG	LOC6635687|XP_002059282.2|DVIR
OG0005491	LOC108111665|XP_017076689.1|DEUG	LOC6628440|XP_032294566.1|DVIR
OG0005492	LOC108112276|XP_017077590.1|DEUG	LOC6628357|XP_002052223.1|DVIR
OG0005493	LOC108114783|XP_017081384.1|DEUG	LOC6628320|XP_032293737.1|DVIR
OG0005494	LOC108107295|XP_017070240.1|DEUG	LOC6626235|XP_002048859.1|DVIR
OG0005495	LOC108107300|XP_017070249.1|DEUG	LOC6625265|XP_002050628.1|DVIR
OG0005496	LOC108110236|XP_017074711.1|DEUG	LOC6629739|XP_002054143.1|DVIR
OG0005497	LOC108114829|XP_017081456.1|DEUG	LOC6634006|XP_002057827.1|DVIR
OG0005498	LOC108114832|XP_017081458.1|DEUG	LOC6634005|XP_002057826.1|DVIR
OG0005499	LOC108114828|XP_017081455.1|DEUG	LOC6634000|XP_002057821.3|DVIR
OG0005500	LOC108114833|XP_017081459.1|DEUG	LOC6634001|XP_002057822.1|DVIR
OG0005501	LOC108107099|XP_017069972.1|DEUG	LOC6628465|XP_002051540.1|DVIR
OG0005502	LOC108107100|XP_017069974.1|DEUG	LOC6628464|XP_002051539.1|DVIR
OG0005503	LOC108111869|XP_017076987.1|DEUG	LOC6629231|XP_032293393.1|DVIR
OG0005504	LOC108110980|XP_017075780.1|DEUG	LOC6627678|XP_002051735.1|DVIR
OG0005506	LOC108115502|XP_017082482.1|DEUG	LOC6627494|XP_015028378.1|DVIR
OG0005507	LOC108106126|XP_017068495.1|DEUG	LOC6628719|XP_002051892.1|DVIR
OG0005508	LOC108111068|XP_017075886.1|DEUG	LOC6628765|XP_032294264.1|DVIR
OG0005509	LOC108110883|XP_017075630.1|DEUG	LOC6628558|XP_015028288.1|DVIR
OG0005510	LOC108105831|XP_017068065.1|DEUG	LOC6634023|XP_002057487.2|DVIR
OG0005511	LOC108105437|XP_017067511.1|DEUG	LOC6636082|XP_002059613.3|DVIR
OG0005512	LOC108115570|XP_017082565.1|DEUG	LOC6631212|XP_002053955.1|DVIR
OG0005513	LOC108104362|XP_017065861.1|DEUG	LOC6628157|XP_002052412.2|DVIR
OG0005514	LOC108109561|XP_017073623.1|DEUG	LOC6630967|XP_002053801.1|DVIR
OG0005515	LOC108112845|XP_017078647.1|DEUG	LOC6626219|XP_002050747.1|DVIR
OG0005516	LOC108110890|XP_017075637.1|DEUG	LOC6636642|XP_002060109.1|DVIR
OG0005517	LOC108106134|XP_017068512.1|DEUG	LOC6627350|XP_032294276.1|DVIR
OG0005518	LOC108107079|XP_017069940.1|DEUG	LOC6629257|XP_002052781.2|DVIR
OG0005519	LOC108106717|XP_017069439.1|DEUG	LOC6626902|XP_002050964.1|DVIR
OG0005520	LOC108111016|XP_017075818.1|DEUG	LOC6629113|XP_015028499.1|DVIR
OG0005521	LOC108110873|XP_017075609.1|DEUG	LOC6629233|XP_002052609.1|DVIR
OG0005522	LOC108114054|XP_017080296.1|DEUG	LOC6623353|XP_032289988.1|DVIR
OG0005523	LOC108115545|XP_017082537.1|DEUG	LOC6628436|XP_002052044.2|DVIR
OG0005524	LOC108106925|XP_017069671.1|DEUG	LOC6633904|XP_002057597.1|DVIR
OG0005525	LOC108110906|XP_017075656.1|DEUG	LOC6629091|XP_002052438.1|DVIR
OG0005526	LOC108110468|XP_017075024.1|DEUG	LOC6629127|XP_002052393.1|DVIR
OG0005527	LOC108102331|XP_017062618.1|DEUG	LOC6636182|XP_032290054.1|DVIR
OG0005528	LOC108107111|XP_017069989.1|DEUG	LOC6628474|XP_002052557.2|DVIR
OG0005529	LOC108103391|XP_017064335.1|DEUG	LOC6634238|XP_032293765.1|DVIR
OG0005530	LOC108111179|XP_017076048.1|DEUG	LOC6628806|XP_032293558.1|DVIR
OG0005531	LOC108114513|XP_017081023.1|DEUG	LOC6624409|XP_002047169.1|DVIR
OG0005532	LOC108104182|XP_017065602.1|DEUG	LOC6635625|XP_002059117.1|DVIR
OG0005533	LOC108110667|XP_017075273.1|DEUG	LOC6628985|XP_002052116.1|DVIR
OG0005534	LOC108102779|XP_017063428.1|DEUG	LOC6636840|XP_002060312.1|DVIR
OG0005535	LOC108110739|XP_017075433.1|DEUG	LOC6627684|XP_002051741.1|DVIR
OG0005536	LOC108118489|XP_017086710.1|DEUG	LOC6629040|XP_002052186.1|DVIR
OG0005537	LOC108108438|XP_017071984.1|DEUG	LOC6628520|XP_002051678.1|DVIR
OG0005538	LOC108105700|XP_017067898.1|DEUG	LOC6627926|XP_002052801.1|DVIR
