Orthogroup	DEUG.longest_only	CPIP.longest_only
OG0004473	LOC108106803|XP_017069537.1|DEUG	LOC120423904|XP_039443818.1|CPIP
OG0004474	LOC108106691|XP_017069413.1|DEUG	LOC120423908|XP_039443822.1|CPIP
OG0004475	LOC108116987|XP_017084641.1|DEUG	LOC120428253|XP_039449177.1|CPIP
OG0004476	LOC108103384|XP_017064319.1|DEUG	LOC120428263|XP_039449188.1|CPIP
OG0004477	LOC108108997|XP_017072752.1|DEUG	LOC120428256|XP_039449180.1|CPIP
OG0004478	LOC108106747|XP_017069474.1|DEUG	LOC120428250|XP_039449172.1|CPIP
OG0004479	LOC108107252|XP_017070170.1|DEUG	LOC120414535|XP_039431712.1|CPIP, LOC120412607|XP_039429094.1|CPIP
OG0004480	LOC108117713|XP_017085757.1|DEUG	LOC120427979|XP_039448870.1|CPIP
OG0004481	LOC108113105|XP_017079069.1|DEUG	LOC120416241|XP_039433877.1|CPIP
OG0004482	LOC108113506|XP_017079585.1|DEUG	LOC120423048|XP_039442654.1|CPIP
OG0004483	LOC108107355|XP_017070343.1|DEUG	LOC120429513|XP_039450517.1|CPIP
OG0004484	LOC108109617|XP_017073671.1|DEUG, LOC108113197|XP_017079217.1|DEUG, LOC108103004|XP_017063815.1|DEUG	LOC120413804|XP_039430695.1|CPIP
OG0004486	LOC108112783|XP_017078550.1|DEUG	LOC120418473|XP_039436841.1|CPIP, LOC120416755|XP_039434522.1|CPIP
OG0004487	LOC108114410|XP_017080874.1|DEUG	LOC120429277|XP_039450435.1|CPIP
OG0004488	LOC108112606|XP_017078185.1|DEUG, LOC108112605|XP_017078184.1|DEUG	LOC120418845|XP_039437302.1|CPIP
OG0004489	LOC108102814|XP_017063485.1|DEUG	LOC120432093|XP_039453164.1|CPIP
OG0004490	LOC108112364|XP_017077683.1|DEUG, LOC108113307|XP_017079348.1|DEUG	LOC120412407|XP_039428803.1|CPIP
OG0004504	LOC108118279|XP_017086364.1|DEUG	LOC120415043|XP_039432350.1|CPIP
OG0004505	LOC108111686|XP_017076720.1|DEUG	LOC120413299|XP_039429991.1|CPIP
OG0004506	LOC108116008|XP_017083175.1|DEUG	LOC120415060|XP_039432381.1|CPIP
OG0004507	LOC108113161|XP_017079168.1|DEUG	LOC120421077|XP_039440156.1|CPIP
OG0004508	LOC108113622|XP_017079773.1|DEUG	LOC120415046|XP_039432354.1|CPIP
OG0004509	LOC108114444|XP_017080929.1|DEUG	LOC120415084|XP_039432434.1|CPIP
OG0004510	LOC108103893|XP_017065123.1|DEUG	LOC120415024|XP_039432323.1|CPIP
OG0004511	LOC108113738|XP_017079915.1|DEUG	LOC120430611|XP_039451644.1|CPIP
OG0004512	LOC108102341|XP_017062666.1|DEUG	LOC120413310|XP_039430006.1|CPIP
OG0004513	LOC108102364|XP_017062759.1|DEUG	LOC120413293|XP_039429982.1|CPIP
OG0004514	LOC108102355|XP_017062733.1|DEUG	LOC120413285|XP_039429956.1|CPIP
OG0004515	LOC108102923|XP_017063666.1|DEUG	LOC120420237|XP_039439159.1|CPIP
OG0004516	LOC108103878|XP_017065095.1|DEUG	LOC120420249|XP_039439172.1|CPIP
OG0004517	LOC108111856|XP_017076955.1|DEUG	LOC120432221|XP_039453329.1|CPIP
OG0004518	LOC108115212|XP_017082042.1|DEUG	LOC120431219|XP_039452296.1|CPIP, LOC120428466|XP_039449413.1|CPIP
OG0004519	LOC108116038|XP_017083224.1|DEUG	LOC120412670|XP_039429170.1|CPIP
OG0004520	LOC108115213|XP_017082046.1|DEUG	LOC120413708|XP_039430562.1|CPIP
OG0004521	LOC108110351|XP_017074876.1|DEUG	LOC120413437|XP_039430184.1|CPIP
OG0004522	LOC108117631|XP_017085648.1|DEUG	LOC120432170|XP_039453244.1|CPIP
OG0004523	LOC108109041|XP_017072831.1|DEUG	LOC120424291|XP_039444304.1|CPIP
OG0004524	LOC108103674|XP_017064723.1|DEUG	LOC120432269|XP_039453383.1|CPIP, LOC120423093|XP_039442703.1|CPIP
OG0004525	LOC108118344|XP_017086476.1|DEUG	LOC120417486|XP_039435607.1|CPIP
OG0004526	LOC108110290|XP_017074775.1|DEUG	LOC120420014|XP_039438885.1|CPIP
OG0004527	LOC108103345|XP_017064272.1|DEUG	LOC120418123|XP_039436335.1|CPIP
OG0004528	LOC108109679|XP_017073761.1|DEUG	LOC120432235|XP_039453381.1|CPIP
OG0004529	LOC108103338|XP_017064262.1|DEUG	LOC120432309|XP_039453427.1|CPIP
OG0004530	LOC108103865|XP_017065066.1|DEUG	LOC120416126|XP_039433768.1|CPIP
OG0004531	LOC108115717|XP_017082778.1|DEUG	LOC120422317|XP_039441669.1|CPIP
OG0004532	LOC108110073|XP_017074443.1|DEUG	LOC120429205|XP_039450349.1|CPIP
OG0004533	LOC108103901|XP_017065133.1|DEUG	LOC120412926|XP_039429495.1|CPIP
OG0004534	LOC108113223|XP_017079250.1|DEUG	LOC120432237|XP_039453345.1|CPIP
OG0004535	LOC108114130|XP_017080392.1|DEUG	LOC120432491|XP_039453639.1|CPIP
OG0004536	LOC108109673|XP_017073745.1|DEUG	LOC120430783|XP_039451834.1|CPIP
OG0004537	LOC108103680|XP_017064747.1|DEUG	LOC120414955|XP_039432221.1|CPIP
OG0004538	LOC108109152|XP_017073055.1|DEUG	LOC120426001|XP_039446603.1|CPIP
OG0004539	LOC108117135|XP_017084879.1|DEUG	LOC120432297|XP_039453417.1|CPIP
OG0004540	LOC108110145|XP_017074548.1|DEUG	LOC120422049|XP_039441309.1|CPIP
OG0004541	LOC108112663|XP_017078286.1|DEUG	LOC120414161|XP_039431145.1|CPIP
OG0004542	LOC108103126|XP_017063983.1|DEUG	LOC120414164|XP_039431150.1|CPIP
OG0004543	LOC108104425|XP_017065969.1|DEUG	LOC120417693|XP_039435767.1|CPIP
OG0004544	LOC108105514|XP_017067627.1|DEUG	LOC120431148|XP_039452221.1|CPIP
OG0004545	LOC108115693|XP_017082751.1|DEUG	LOC120422452|XP_039441829.1|CPIP
OG0004546	LOC108111945|XP_017077114.1|DEUG	LOC120422474|XP_039441863.1|CPIP
OG0004547	LOC108104405|XP_017065941.1|DEUG	LOC120424305|XP_039444324.1|CPIP
OG0004548	LOC108103770|XP_017064884.1|DEUG	LOC120431128|XP_039452214.1|CPIP
OG0004549	LOC108105483|XP_017067589.1|DEUG	LOC120422523|XP_039441911.1|CPIP
OG0004550	LOC108117436|XP_017085343.1|DEUG	LOC120420172|XP_039439071.1|CPIP
OG0004551	LOC108109091|XP_017072955.1|DEUG	LOC120420173|XP_039439072.1|CPIP
OG0004552	LOC108117166|XP_017084934.1|DEUG	LOC120420188|XP_039439106.1|CPIP
OG0004553	LOC108109852|XP_017074102.1|DEUG	LOC120422303|XP_039441629.1|CPIP
OG0004554	LOC108103354|XP_017064288.1|DEUG	LOC120430545|XP_039451594.1|CPIP
OG0004555	LOC108103327|XP_017064249.1|DEUG	LOC120422445|XP_039441823.1|CPIP
OG0004556	LOC108106042|XP_017068383.1|DEUG	LOC120422447|XP_039441825.1|CPIP
OG0004557	LOC108110389|XP_017074924.1|DEUG	LOC120420223|XP_039439145.1|CPIP
OG0004558	LOC108102401|XP_017062836.1|DEUG	LOC120416891|XP_039434723.1|CPIP
OG0004559	LOC108116703|XP_017084209.1|DEUG	LOC120422094|XP_039441375.1|CPIP
OG0004560	LOC108114871|XP_017081518.1|DEUG	LOC120419263|XP_039437852.1|CPIP
OG0004561	LOC108105229|XP_017067185.1|DEUG	LOC120419286|XP_039437887.1|CPIP
OG0004562	LOC108115732|XP_017082794.1|DEUG	LOC120419260|XP_039437848.1|CPIP
OG0004563	LOC108105558|XP_017067688.1|DEUG	LOC120419297|XP_039437896.1|CPIP
OG0004564	LOC108117032|XP_017084690.1|DEUG	LOC120429179|XP_039450326.1|CPIP
OG0004565	LOC108116164|XP_017083388.1|DEUG	LOC120429172|XP_039450318.1|CPIP
OG0004566	LOC108110123|XP_017074518.1|DEUG	LOC120413705|XP_039430559.1|CPIP
OG0004567	LOC108103455|XP_017064436.1|DEUG	LOC120417712|XP_039435795.1|CPIP
OG0004568	LOC108102456|XP_017062952.1|DEUG	LOC120413334|XP_039430044.1|CPIP
OG0004569	LOC108114994|XP_017081720.1|DEUG	LOC120428269|XP_039449197.1|CPIP, LOC120413316|XP_039430018.1|CPIP
OG0004570	LOC108112837|XP_017078633.1|DEUG	LOC120427674|XP_039448488.1|CPIP
OG0004571	LOC108109969|XP_017074275.1|DEUG	LOC120412330|XP_039428668.1|CPIP
OG0004572	LOC108102679|XP_017063309.1|DEUG	LOC120412596|XP_039429068.1|CPIP
OG0004573	LOC108116937|XP_017084572.1|DEUG	LOC120413351|XP_039430067.1|CPIP
OG0004574	LOC108103215|XP_017064099.1|DEUG	LOC120413171|XP_039429818.1|CPIP
OG0004575	LOC108103210|XP_017064089.1|DEUG	LOC120432239|XP_039453350.1|CPIP
OG0004576	LOC108109532|XP_017073585.1|DEUG	LOC120412599|XP_039429082.1|CPIP
OG0004577	LOC108116932|XP_017084566.1|DEUG	LOC120414152|XP_039431125.1|CPIP
OG0004578	LOC108111872|XP_017076985.1|DEUG	LOC120414948|XP_039432247.1|CPIP
OG0004579	LOC108110721|XP_017075382.1|DEUG	LOC120432564|XP_039453761.1|CPIP
OG0004580	LOC108116975|XP_017084624.1|DEUG	LOC120415606|XP_039433133.1|CPIP
OG0004581	LOC108105597|XP_017067760.1|DEUG	LOC120415612|XP_039433140.1|CPIP
OG0004582	LOC108113505|XP_017079583.1|DEUG	LOC120415621|XP_039433152.1|CPIP
OG0004583	LOC108103180|XP_017064056.1|DEUG	LOC120431695|XP_039452743.1|CPIP, LOC120421430|XP_039440574.1|CPIP
OG0004584	LOC108106260|XP_017068714.1|DEUG	LOC120431694|XP_039452742.1|CPIP, LOC120421418|XP_039440559.1|CPIP
OG0004585	LOC108111425|XP_017076373.1|DEUG	LOC120417040|XP_039434921.1|CPIP
OG0004586	LOC108110332|XP_017074851.1|DEUG	LOC120417033|XP_039434911.1|CPIP
OG0004587	LOC108108999|XP_017072758.1|DEUG, LOC108104207|XP_017065640.1|DEUG	LOC120417017|XP_039434887.1|CPIP
OG0004588	LOC108109073|XP_017072926.1|DEUG	LOC120417018|XP_039434890.1|CPIP
OG0004589	LOC108112579|XP_017078092.1|DEUG	LOC120423035|XP_039442611.1|CPIP
OG0004590	LOC108111387|XP_017076310.1|DEUG	LOC120422058|XP_039441325.1|CPIP
OG0004591	LOC108111411|XP_017076355.1|DEUG	LOC120422080|XP_039441359.1|CPIP
OG0004592	LOC108102959|XP_017063740.1|DEUG	LOC120422078|XP_039441357.1|CPIP
OG0004593	LOC108102950|XP_017063717.1|DEUG	LOC120422075|XP_039441352.1|CPIP
OG0004594	LOC108118070|XP_017086100.1|DEUG	LOC120423487|XP_039443289.1|CPIP
OG0004595	LOC108110107|XP_017074491.1|DEUG	LOC120425894|XP_039446474.1|CPIP
OG0004596	LOC108105494|XP_017067601.1|DEUG	LOC120428194|XP_039449139.1|CPIP
OG0004597	LOC108117303|XP_017085155.1|DEUG	LOC120428507|XP_039449453.1|CPIP, LOC120430549|XP_039451597.1|CPIP
OG0004598	LOC108114222|XP_017080564.1|DEUG	LOC120413356|XP_039430073.1|CPIP
OG0004599	LOC108111086|XP_017075911.1|DEUG	LOC120430494|XP_039451524.1|CPIP
OG0004600	LOC108109984|XP_017074304.1|DEUG	LOC120417702|XP_039435781.1|CPIP
OG0004601	LOC108104344|XP_017065827.1|DEUG	LOC120424696|XP_039444809.1|CPIP
OG0004602	LOC108109692|XP_017073791.1|DEUG	LOC120424533|XP_039444631.1|CPIP
OG0004603	LOC108111206|XP_017076093.1|DEUG	LOC120416908|XP_039434741.1|CPIP
OG0004604	LOC108103127|XP_017063984.1|DEUG	LOC120416899|XP_039434731.1|CPIP
OG0004605	LOC108103100|XP_017063954.1|DEUG	LOC120430744|XP_039451787.1|CPIP
OG0004606	LOC108117100|XP_017084800.1|DEUG	LOC120427968|XP_039448858.1|CPIP
OG0004607	LOC108118297|XP_017086398.1|DEUG	LOC120412940|XP_039429515.1|CPIP
OG0004608	LOC108103873|XP_017065084.1|DEUG	LOC120413576|XP_039430401.1|CPIP
OG0004609	LOC108103007|XP_017063816.1|DEUG	LOC120426601|XP_039447326.1|CPIP
OG0004610	LOC108111327|XP_017076226.1|DEUG	LOC120416425|XP_039434110.1|CPIP
OG0004611	LOC108111428|XP_017076377.1|DEUG	LOC120416401|XP_039434081.1|CPIP
OG0004612	LOC108111444|XP_017076402.1|DEUG, LOC108111426|XP_017076414.1|DEUG	LOC120416435|XP_039434123.1|CPIP
OG0004613	LOC108105600|XP_017067764.1|DEUG	LOC120429015|XP_039450086.1|CPIP
OG0004614	LOC108118352|XP_017086487.1|DEUG	LOC120429018|XP_039450093.1|CPIP
OG0004615	LOC108118295|XP_017086394.1|DEUG	LOC120414518|XP_039431661.1|CPIP
OG0004616	LOC108103192|XP_017064069.1|DEUG	LOC120414526|XP_039431669.1|CPIP
OG0004617	LOC108115492|XP_017082465.1|DEUG	LOC120414512|XP_039431652.1|CPIP
OG0004618	LOC108115619|XP_017082653.1|DEUG	LOC120414525|XP_039431668.1|CPIP
OG0004619	LOC108109553|XP_017073613.1|DEUG	LOC120417687|XP_039435758.1|CPIP
OG0004620	LOC108117215|XP_017085029.1|DEUG	LOC120413719|XP_039430580.1|CPIP
OG0004621	LOC108116492|XP_017083915.1|DEUG	LOC120414162|XP_039431146.1|CPIP
OG0004622	LOC108116952|XP_017084594.1|DEUG	LOC120416255|XP_039433891.1|CPIP
OG0004623	LOC108111376|XP_017076297.1|DEUG	LOC120416251|XP_039433888.1|CPIP
OG0004624	LOC108115328|XP_017082226.1|DEUG	LOC120430970|XP_039452038.1|CPIP
OG0004625	LOC108110044|XP_017074397.1|DEUG	LOC120419625|XP_039438304.1|CPIP
OG0004626	LOC108105452|XP_017067529.1|DEUG	LOC120425317|XP_039445723.1|CPIP
OG0004627	LOC108107907|XP_017071201.1|DEUG	LOC120413036|XP_039429643.1|CPIP
OG0004628	LOC108102462|XP_017062960.1|DEUG	LOC120428374|XP_039449309.1|CPIP
OG0004629	LOC108109241|XP_017073210.1|DEUG	LOC120415613|XP_039433142.1|CPIP
OG0004630	LOC108111427|XP_017076375.1|DEUG	LOC120415608|XP_039433136.1|CPIP
OG0004631	LOC108116911|XP_017084525.1|DEUG, LOC108116912|XP_017084526.1|DEUG	LOC120415601|XP_039433128.1|CPIP
OG0004632	LOC108116910|XP_017084523.1|DEUG	LOC120415600|XP_039433127.1|CPIP
OG0004633	LOC108111415|XP_017076361.1|DEUG	LOC120424519|XP_039444609.1|CPIP
OG0004634	LOC108116062|XP_017083262.1|DEUG	LOC120429008|XP_039450080.1|CPIP
OG0004635	LOC108103143|XP_017064003.1|DEUG	LOC120429063|XP_039450135.1|CPIP
OG0004636	LOC108106039|XP_017068378.1|DEUG	LOC120426453|XP_039447149.1|CPIP
OG0004637	LOC108105478|XP_017067579.1|DEUG	LOC120429940|XP_039450971.1|CPIP
OG0004638	LOC108103558|XP_017064574.1|DEUG	LOC120424323|XP_039444352.1|CPIP
OG0004639	LOC108115768|XP_017082826.1|DEUG	LOC120423052|XP_039442658.1|CPIP
OG0004640	LOC108115887|XP_017083019.1|DEUG	LOC120423051|XP_039442657.1|CPIP
OG0004641	LOC108103815|XP_017064991.1|DEUG	LOC120428791|XP_039449822.1|CPIP
OG0004642	LOC108105479|XP_017067584.1|DEUG	LOC120425020|XP_039445324.1|CPIP
OG0004643	LOC108109585|XP_017073651.1|DEUG	LOC120425030|XP_039445335.1|CPIP
OG0004644	LOC108103760|XP_017064867.1|DEUG	LOC120425019|XP_039445322.1|CPIP
OG0004645	LOC108111102|XP_017075933.1|DEUG	LOC120425026|XP_039445330.1|CPIP, LOC120425024|XP_039445329.1|CPIP
OG0004646	LOC108104234|XP_017065674.1|DEUG	LOC120430120|XP_039451138.1|CPIP
OG0004647	LOC108110096|XP_017074480.1|DEUG	LOC120429248|XP_039450393.1|CPIP
OG0004648	LOC108109962|XP_017074267.1|DEUG	LOC120430117|XP_039451136.1|CPIP
OG0004649	LOC108110030|XP_017074364.1|DEUG	LOC120419870|XP_039438664.1|CPIP, LOC120418077|XP_039436268.1|CPIP
OG0004650	LOC108111388|XP_017076314.1|DEUG	LOC120418091|XP_039436293.1|CPIP, LOC120419874|XP_039438669.1|CPIP
OG0004651	LOC108106361|XP_017068874.1|DEUG	LOC120425022|XP_039445325.1|CPIP
OG0004652	LOC108116023|XP_017083199.1|DEUG	LOC120425463|XP_039445929.1|CPIP
OG0004653	LOC108108792|XP_017072456.1|DEUG	LOC120425465|XP_039445931.1|CPIP
OG0004654	LOC108111024|XP_017075833.1|DEUG	LOC120425487|XP_039445965.1|CPIP
OG0004655	LOC108116630|XP_017084098.1|DEUG	LOC120428782|XP_039449803.1|CPIP
OG0004656	LOC108109947|XP_017074241.1|DEUG	LOC120428781|XP_039449802.1|CPIP
OG0004657	LOC108110173|XP_017074585.1|DEUG	LOC120428787|XP_039449808.1|CPIP
OG0004658	LOC108117483|XP_017085444.1|DEUG	LOC120423153|XP_039442770.1|CPIP, LOC120431375|XP_039452440.1|CPIP
OG0004659	LOC108108841|XP_017072538.1|DEUG	LOC120431381|XP_039452444.1|CPIP
OG0004660	LOC108115691|XP_017082749.1|DEUG	LOC120429233|XP_039450378.1|CPIP
OG0004661	LOC108107458|XP_017070527.1|DEUG	LOC120429247|XP_039450392.1|CPIP
OG0004662	LOC108111511|XP_017076515.1|DEUG	LOC120424934|XP_039445166.1|CPIP
OG0004663	LOC108103291|XP_017064193.1|DEUG	LOC120424932|XP_039445160.1|CPIP
OG0004664	LOC108103288|XP_017064188.1|DEUG	LOC120424930|XP_039445155.1|CPIP
OG0004665	LOC108110392|XP_017074936.1|DEUG	LOC120424935|XP_039445169.1|CPIP
OG0004666	LOC108110080|XP_017074462.1|DEUG	LOC120419338|XP_039437944.1|CPIP
OG0004667	LOC108110350|XP_017074879.1|DEUG	LOC120431439|XP_039452492.1|CPIP
OG0004668	LOC108110041|XP_017074389.1|DEUG	LOC120431799|XP_039452851.1|CPIP
OG0004669	LOC108107072|XP_017069930.1|DEUG	LOC120428947|XP_039450021.1|CPIP
OG0004670	LOC108113624|XP_017079775.1|DEUG	LOC120427924|XP_039448799.1|CPIP
OG0004671	LOC108111761|XP_017076811.1|DEUG	LOC120424813|XP_039444965.1|CPIP
OG0004672	LOC108105224|XP_017067176.1|DEUG	LOC120429289|XP_039450451.1|CPIP
OG0004673	LOC108109383|XP_017073366.1|DEUG	LOC120430803|XP_039451857.1|CPIP
OG0004674	LOC108115805|XP_017082883.1|DEUG	LOC120425115|XP_039445454.1|CPIP
OG0004675	LOC108115803|XP_017082877.1|DEUG	LOC120425113|XP_039445448.1|CPIP
OG0004676	LOC108115344|XP_017082255.1|DEUG	LOC120430535|XP_039451582.1|CPIP
OG0004677	LOC108116619|XP_017084082.1|DEUG	LOC120425998|XP_039446590.1|CPIP
OG0004678	LOC108116617|XP_017084079.1|DEUG	LOC120426016|XP_039446624.1|CPIP
OG0004679	LOC108117105|XP_017084810.1|DEUG	LOC120417858|XP_039436012.1|CPIP
OG0004680	LOC108111603|XP_017076616.1|DEUG	LOC120421773|XP_039440974.1|CPIP
OG0004681	LOC108109539|XP_017073593.1|DEUG	LOC120423834|XP_039443711.1|CPIP
OG0004682	LOC108102622|XP_017063220.1|DEUG	LOC120423841|XP_039443723.1|CPIP
OG0004683	LOC108116956|XP_017084600.1|DEUG	LOC120423826|XP_039443689.1|CPIP
OG0004684	LOC108110128|XP_017074526.1|DEUG	LOC120426227|XP_039446897.1|CPIP
OG0004685	LOC108116043|XP_017083228.1|DEUG	LOC120431668|XP_039452711.1|CPIP
OG0004686	LOC108108342|XP_017071867.1|DEUG	LOC120418742|XP_039437152.1|CPIP
OG0004687	LOC108116099|XP_017083309.1|DEUG	LOC120417201|XP_039435101.1|CPIP
OG0004689	LOC108116660|XP_017084140.1|DEUG	LOC120417191|XP_039435092.1|CPIP
OG0004690	LOC108116137|XP_017083353.1|DEUG	LOC120420743|XP_039439770.1|CPIP
OG0004691	LOC108115985|XP_017083133.1|DEUG	LOC120420766|XP_039439806.1|CPIP
OG0004692	LOC108116616|XP_017084074.1|DEUG	LOC120420781|XP_039439828.1|CPIP
OG0004693	LOC108116615|XP_017084072.1|DEUG	LOC120420745|XP_039439775.1|CPIP
OG0004694	LOC108113788|XP_017079985.1|DEUG	LOC120425563|XP_039446061.1|CPIP, LOC120423722|XP_039443559.1|CPIP
OG0004695	LOC108115797|XP_017082867.1|DEUG	LOC120428741|XP_039449751.1|CPIP
OG0004696	LOC108110158|XP_017074569.1|DEUG	LOC120427185|XP_039447983.1|CPIP
OG0004697	LOC108103959|XP_017065217.1|DEUG	LOC120430501|XP_039451532.1|CPIP
OG0004698	LOC108103483|XP_017064477.1|DEUG	LOC120421821|XP_039441033.1|CPIP
OG0004699	LOC108116503|XP_017083927.1|DEUG	LOC120422152|XP_039441459.1|CPIP
OG0004700	LOC108114997|XP_017081722.1|DEUG	LOC120416607|XP_039434342.1|CPIP
OG0004701	LOC108110240|XP_017074717.1|DEUG	LOC120415975|XP_039433563.1|CPIP
OG0004702	LOC108116643|XP_017084114.1|DEUG	LOC120429000|XP_039450074.1|CPIP
OG0004703	LOC108116718|XP_017084228.1|DEUG	LOC120428668|XP_039449652.1|CPIP
OG0004704	LOC108117517|XP_017085502.1|DEUG	LOC120428661|XP_039449642.1|CPIP, LOC120427073|XP_039447845.1|CPIP
OG0004705	LOC108110210|XP_017074678.1|DEUG	LOC120427079|XP_039447855.1|CPIP
OG0004706	LOC108109848|XP_017074092.1|DEUG	LOC120431454|XP_039452504.1|CPIP
OG0004707	LOC108107063|XP_017069918.1|DEUG	LOC120424033|XP_039443990.1|CPIP
OG0004708	LOC108115173|XP_017081981.1|DEUG	LOC120424034|XP_039443991.1|CPIP
OG0004709	LOC108109466|XP_017073476.1|DEUG	LOC120426007|XP_039446608.1|CPIP
OG0004710	LOC108111673|XP_017076696.1|DEUG	LOC120426006|XP_039446605.1|CPIP
OG0004711	LOC108115834|XP_017082917.1|DEUG	LOC120422583|XP_039442005.1|CPIP
OG0004712	LOC108116890|XP_017084480.1|DEUG	LOC120422565|XP_039441985.1|CPIP
OG0004713	LOC108116666|XP_017084149.1|DEUG	LOC120431802|XP_039452858.1|CPIP
OG0004714	LOC108116589|XP_017084022.1|DEUG	LOC120431729|XP_039452791.1|CPIP
OG0004715	LOC108105892|XP_017068162.1|DEUG	LOC120430219|XP_039451231.1|CPIP
OG0004716	LOC108116639|XP_017084108.1|DEUG	LOC120425736|XP_039446274.1|CPIP
OG0004717	LOC108109686|XP_017073773.1|DEUG	LOC120418347|XP_039436632.1|CPIP
OG0004718	LOC108110722|XP_017075395.1|DEUG	LOC120418330|XP_039436598.1|CPIP
OG0004719	LOC108113503|XP_017079579.1|DEUG	LOC120427265|XP_039448060.1|CPIP
OG0004720	LOC108116600|XP_017084045.1|DEUG	LOC120427677|XP_039448492.1|CPIP
OG0004721	LOC108115994|XP_017083153.1|DEUG	LOC120418332|XP_039436601.1|CPIP
OG0004722	LOC108116089|XP_017083296.1|DEUG	LOC120418323|XP_039436588.1|CPIP
OG0004723	LOC108105076|XP_017066989.1|DEUG	LOC120428289|XP_039449218.1|CPIP
OG0004724	LOC108117178|XP_017084956.1|DEUG	LOC120418368|XP_039436661.1|CPIP
OG0004725	LOC108115833|XP_017082916.1|DEUG	LOC120418369|XP_039436664.1|CPIP
OG0004726	LOC108115792|XP_017082858.1|DEUG	LOC120418386|XP_039436694.1|CPIP
OG0004727	LOC108108578|XP_017072163.1|DEUG, LOC108116649|XP_017084128.1|DEUG	LOC120426000|XP_039446593.1|CPIP
OG0004728	LOC108111813|XP_017076905.1|DEUG	LOC120426246|XP_039446918.1|CPIP
OG0004729	LOC108102907|XP_017063619.1|DEUG	LOC120431093|XP_039452185.1|CPIP
OG0004730	LOC108107005|XP_017069835.1|DEUG	LOC120431092|XP_039452183.1|CPIP, LOC120430924|XP_039451979.1|CPIP
OG0004731	LOC108117248|XP_017085083.1|DEUG	LOC120427158|XP_039447951.1|CPIP
OG0004732	LOC108108386|XP_017071924.1|DEUG	LOC120427902|XP_039448776.1|CPIP
OG0004733	LOC108117267|XP_017085111.1|DEUG	LOC120427892|XP_039448760.1|CPIP
OG0004734	LOC108114225|XP_017080612.1|DEUG, LOC108109563|XP_017073625.1|DEUG	LOC120427896|XP_039448765.1|CPIP
OG0004735	LOC108109373|XP_017073345.1|DEUG	LOC120416050|XP_039433648.1|CPIP
OG0004736	LOC108115991|XP_017083147.1|DEUG	LOC120414262|XP_039431306.1|CPIP
OG0004737	LOC108114937|XP_017081611.1|DEUG	LOC120424265|XP_039444261.1|CPIP
OG0004738	LOC108114987|XP_017081708.1|DEUG	LOC120424237|XP_039444234.1|CPIP
OG0004739	LOC108116637|XP_017084106.1|DEUG	LOC120424264|XP_039444260.1|CPIP
OG0004740	LOC108117557|XP_017085555.1|DEUG, LOC108104136|XP_017065559.1|DEUG	LOC120428911|XP_039449987.1|CPIP
OG0004741	LOC108117177|XP_017084950.1|DEUG	LOC120428910|XP_039449986.1|CPIP
OG0004742	LOC108102314|XP_017062577.1|DEUG	LOC120425700|XP_039446222.1|CPIP
OG0004744	LOC108105173|XP_017067110.1|DEUG	LOC120423421|XP_039443158.1|CPIP
OG0004745	LOC108114977|XP_017081692.1|DEUG	LOC120428366|XP_039449302.1|CPIP
OG0004746	LOC108116346|XP_017083650.1|DEUG	LOC120429644|XP_039450604.1|CPIP
OG0004747	LOC108116350|XP_017083653.1|DEUG	LOC120432113|XP_039453182.1|CPIP
OG0004748	LOC108116345|XP_017083648.1|DEUG	LOC120427858|XP_039448710.1|CPIP
OG0004749	LOC108117162|XP_017084924.1|DEUG	LOC120414297|XP_039431366.1|CPIP
OG0004750	LOC108109556|XP_017073617.1|DEUG	LOC120426701|XP_039447415.1|CPIP
OG0004751	LOC108105620|XP_017067790.1|DEUG	LOC120426693|XP_039447404.1|CPIP
OG0004752	LOC108115782|XP_017082843.1|DEUG	LOC120426689|XP_039447399.1|CPIP
OG0004753	LOC108117522|XP_017085509.1|DEUG	LOC120426694|XP_039447405.1|CPIP
OG0004754	LOC108116053|XP_017083240.1|DEUG	LOC120426686|XP_039447396.1|CPIP
OG0004755	LOC108117174|XP_017084947.1|DEUG	LOC120426692|XP_039447402.1|CPIP
OG0004756	LOC108117172|XP_017084945.1|DEUG	LOC120426691|XP_039447401.1|CPIP
OG0004757	LOC108116864|XP_017084419.1|DEUG	LOC120430172|XP_039451186.1|CPIP
OG0004758	LOC108105289|XP_017067267.1|DEUG	LOC120427254|XP_039448045.1|CPIP
OG0004759	LOC108109508|XP_017073545.1|DEUG	LOC120427256|XP_039448049.1|CPIP
OG0004760	LOC108111685|XP_017076719.1|DEUG	LOC120427250|XP_039448040.1|CPIP
OG0004761	LOC108117138|XP_017084883.1|DEUG	LOC120428725|XP_039449733.1|CPIP
OG0004762	LOC108106997|XP_017069826.1|DEUG	LOC120421015|XP_039440071.1|CPIP
OG0004763	LOC108116966|XP_017084610.1|DEUG	LOC120421032|XP_039440103.1|CPIP
OG0004766	LOC108117497|XP_017085464.1|DEUG	LOC120425415|XP_039445878.1|CPIP
OG0004767	LOC108114953|XP_017081627.1|DEUG	LOC120421189|XP_039440327.1|CPIP
OG0004768	LOC108114948|XP_017081622.1|DEUG	LOC120425737|XP_039446276.1|CPIP
OG0004769	LOC108115436|XP_017082361.1|DEUG	LOC120423967|XP_039443893.1|CPIP
OG0004770	LOC108105301|XP_017067284.1|DEUG	LOC120423968|XP_039443894.1|CPIP
