Orthogroup	DEUG.longest_only	DSUB.longest_only
OG0004120	LOC108105629|XP_017067803.1|DEUG	LOC117899773|XP_034665935.1|DSUB
OG0004121	LOC108107581|XP_017070631.1|DEUG	LOC117892957|XP_034655181.1|DSUB
OG0004122	LOC108103732|XP_017064821.1|DEUG	LOC117899222|XP_034664986.1|DSUB
OG0004123	LOC108115144|XP_017081929.1|DEUG	LOC117896066|XP_034659976.1|DSUB
OG0004124	LOC108103903|XP_017065136.1|DEUG	LOC117892104|XP_034654416.1|DSUB
OG0004125	LOC108111385|XP_017076307.1|DEUG	LOC117898854|XP_034664421.1|DSUB
OG0004126	LOC108111403|XP_017076337.1|DEUG	LOC117898843|XP_034664409.1|DSUB
OG0004127	LOC108110996|XP_017075794.1|DEUG	LOC117901999|XP_034668905.1|DSUB
OG0004128	LOC108111555|XP_017076565.1|DEUG	LOC117899790|XP_034665956.1|DSUB
OG0004129	LOC108106609|XP_017069297.1|DEUG	LOC117890690|XP_034651570.1|DSUB
OG0004130	LOC108105013|XP_017066896.1|DEUG	LOC117903210|XP_034670988.1|DSUB
OG0004131	LOC108116405|XP_017083772.1|DEUG	LOC117899799|XP_034665972.1|DSUB
OG0004132	LOC108108106|XP_017071503.1|DEUG	LOC117894449|XP_034657437.1|DSUB
OG0004133	LOC108104114|XP_017065503.1|DEUG	LOC117900953|XP_034667417.1|DSUB
OG0004134	LOC108113730|XP_017079905.1|DEUG	LOC117899759|XP_034665902.1|DSUB
OG0004135	LOC108117097|XP_017084785.1|DEUG	LOC117899294|XP_034665097.1|DSUB
OG0004136	LOC108115138|XP_017081921.1|DEUG	LOC117897754|XP_034662686.1|DSUB
OG0004137	LOC108104784|XP_017066528.1|DEUG	LOC117891904|XP_034653618.1|DSUB
OG0004138	LOC108114698|XP_017081283.1|DEUG	LOC117893416|XP_034655919.1|DSUB
OG0004139	LOC108118131|XP_017086180.1|DEUG	LOC117903414|XP_034671320.1|DSUB
OG0004140	LOC108103703|XP_017064788.1|DEUG	LOC117903689|XP_034671922.1|DSUB
OG0004141	LOC108109202|XP_017073132.1|DEUG	LOC117890622|XP_034651461.1|DSUB
OG0004142	LOC108103835|XP_017065013.1|DEUG	LOC117903586|XP_034671697.1|DSUB
OG0004143	LOC108111787|XP_017076863.1|DEUG	LOC117899363|XP_034665233.1|DSUB
OG0004144	LOC108111138|XP_017075993.1|DEUG	LOC117902018|XP_034668959.1|DSUB
OG0004145	LOC108109861|XP_017074132.1|DEUG	LOC117894622|XP_034657678.1|DSUB
OG0004146	LOC108116487|XP_017083908.1|DEUG	LOC117898974|XP_034664606.1|DSUB
OG0004147	LOC108110773|XP_017075479.1|DEUG	LOC117901996|XP_034668901.1|DSUB
OG0004148	LOC108117310|XP_017085161.1|DEUG	LOC117899666|XP_034665745.1|DSUB
OG0004149	LOC108115155|XP_017081953.1|DEUG	LOC117897825|XP_034662768.1|DSUB
OG0004150	LOC108103744|XP_017064840.1|DEUG	LOC117898855|XP_034664422.1|DSUB
OG0004151	LOC108109395|XP_017073380.1|DEUG	LOC117897545|XP_034662362.1|DSUB
OG0004152	LOC108115378|XP_017082303.1|DEUG	LOC117895958|XP_034659801.1|DSUB
OG0004153	LOC108106629|XP_017069320.1|DEUG	LOC117891120|XP_034652216.1|DSUB
OG0004154	LOC108114558|XP_017081093.1|DEUG	LOC117894016|XP_034656739.1|DSUB
OG0004155	LOC108110684|XP_017075304.1|DEUG, LOC108116391|XP_017083742.1|DEUG	LOC117899413|XP_034665294.1|DSUB
OG0004156	LOC108116152|XP_017083377.1|DEUG	LOC117897738|XP_034662665.1|DSUB
OG0004157	LOC108103766|XP_017064878.1|DEUG	LOC117902256|XP_034669409.1|DSUB
OG0004158	LOC108104744|XP_017066474.1|DEUG	LOC117894190|XP_034656996.1|DSUB
OG0004159	LOC108113754|XP_017079937.1|DEUG	LOC117896011|XP_034659899.1|DSUB
OG0004160	LOC108114142|XP_017080417.1|DEUG	LOC117895393|XP_034658908.1|DSUB
OG0004161	LOC108116416|XP_017083790.1|DEUG	LOC117899791|XP_034665957.1|DSUB
OG0004162	LOC108109668|XP_017073740.1|DEUG	LOC117896507|XP_034660750.1|DSUB
OG0004163	LOC108110408|XP_017074968.1|DEUG	LOC117898062|XP_034663120.1|DSUB
OG0004164	LOC108114957|XP_017081640.1|DEUG	LOC117896477|XP_034660706.1|DSUB
OG0004165	LOC108112833|XP_017078630.1|DEUG	LOC117892010|XP_034653792.1|DSUB
OG0004166	LOC108107426|XP_017070445.1|DEUG	LOC117890853|XP_034651831.1|DSUB
OG0004167	LOC108109473|XP_017073486.1|DEUG	LOC117897092|XP_034661627.1|DSUB
OG0004168	LOC108117545|XP_017085541.1|DEUG	LOC117896422|XP_034660630.1|DSUB
OG0004169	LOC108103282|XP_017064181.1|DEUG	LOC117893471|XP_034655988.1|DSUB
OG0004170	LOC108111879|XP_017076998.1|DEUG	LOC117903084|XP_034670775.1|DSUB
OG0004171	LOC108104434|XP_017065981.1|DEUG	LOC117894943|XP_034658161.1|DSUB
OG0004172	LOC108102915|XP_017063648.1|DEUG	LOC117889628|XP_034649967.1|DSUB
OG0004173	LOC108112279|XP_017077589.1|DEUG	LOC117890193|XP_034650790.1|DSUB
OG0004174	LOC108114900|XP_017081560.1|DEUG	LOC117890824|XP_034651789.1|DSUB
OG0004175	LOC108113175|XP_017079181.1|DEUG	LOC117890521|XP_034651318.1|DSUB
OG0004176	LOC108109809|XP_017074021.1|DEUG	LOC117895807|XP_034659623.1|DSUB
OG0004177	LOC108116168|XP_017083393.1|DEUG	LOC117898554|XP_034663929.1|DSUB
OG0004178	LOC108111552|XP_017076559.1|DEUG	LOC117896582|XP_034660880.1|DSUB
OG0004179	LOC108103637|XP_017064678.1|DEUG	LOC117903540|XP_034671618.1|DSUB
OG0004180	LOC108117213|XP_017085018.1|DEUG	LOC117898503|XP_034663835.1|DSUB
OG0004181	LOC108116654|XP_017084134.1|DEUG	LOC117898564|XP_034663942.1|DSUB
OG0004182	LOC108108019|XP_017071365.1|DEUG	LOC117893822|XP_034656464.1|DSUB
OG0004183	LOC108108108|XP_017071506.1|DEUG	LOC117895543|XP_034659137.1|DSUB
OG0004184	LOC108108101|XP_017071492.1|DEUG	LOC117893167|XP_034655535.1|DSUB
OG0004185	LOC108108291|XP_017071788.1|DEUG	LOC117900663|XP_034666995.1|DSUB
OG0004186	LOC108104392|XP_017065920.1|DEUG	LOC117903249|XP_034671043.1|DSUB, LOC117891953|XP_034653707.1|DSUB
OG0004187	LOC108111735|XP_017076778.1|DEUG	LOC117898262|XP_034663406.1|DSUB
OG0004188	LOC108105613|XP_017067782.1|DEUG	LOC117896514|XP_034660771.1|DSUB
OG0004189	LOC108105614|XP_017067784.1|DEUG	LOC117896522|XP_034660782.1|DSUB
OG0004190	LOC108116232|XP_017083511.1|DEUG	LOC117898893|XP_034664467.1|DSUB
OG0004191	LOC108116209|XP_017083482.1|DEUG	LOC117898899|XP_034664472.1|DSUB
OG0004192	LOC108117287|XP_017085131.1|DEUG	LOC117899287|XP_034665087.1|DSUB
OG0004193	LOC108110116|XP_017074503.1|DEUG, LOC108104985|XP_017066850.1|DEUG	LOC117902576|XP_034669938.1|DSUB
OG0004194	LOC108105283|XP_017067261.1|DEUG	LOC117896689|XP_034661031.1|DSUB
OG0004195	LOC108110062|XP_017074431.1|DEUG	LOC117903319|XP_034671152.1|DSUB
OG0004196	LOC108115977|XP_017083118.1|DEUG	LOC117896887|XP_034661307.1|DSUB
OG0004197	LOC108116486|XP_017083907.1|DEUG	LOC117897078|XP_034661604.1|DSUB
OG0004198	LOC108114992|XP_017081715.1|DEUG	LOC117896074|XP_034659994.1|DSUB
OG0004199	LOC108111521|XP_017076530.1|DEUG	LOC117896087|XP_034660017.1|DSUB
OG0004200	LOC108112832|XP_017078627.1|DEUG	LOC117891056|XP_034652120.1|DSUB
OG0004201	LOC108116049|XP_017083237.1|DEUG	LOC117896289|XP_034660397.1|DSUB
OG0004202	LOC108115571|XP_017082567.1|DEUG	LOC117897523|XP_034662332.1|DSUB
OG0004203	LOC108116406|XP_017083773.1|DEUG	LOC117899800|XP_034665974.1|DSUB
OG0004204	LOC108108762|XP_017072418.1|DEUG	LOC117893836|XP_034656491.1|DSUB
OG0004205	LOC108104262|XP_017065701.1|DEUG	LOC117894552|XP_034657566.1|DSUB
OG0004206	LOC108117218|XP_017085033.1|DEUG	LOC117896722|XP_034661074.1|DSUB
OG0004207	LOC108117244|XP_017085078.1|DEUG	LOC117896734|XP_034661090.1|DSUB
OG0004208	LOC108116428|XP_017083811.1|DEUG	LOC117898416|XP_034663677.1|DSUB
OG0004209	LOC108117524|XP_017085511.1|DEUG	LOC117897333|XP_034661993.1|DSUB
OG0004210	LOC108110204|XP_017074669.1|DEUG	LOC117899505|XP_034665446.1|DSUB
OG0004211	LOC108111136|XP_017075995.1|DEUG	LOC117901563|XP_034668251.1|DSUB
OG0004212	LOC108109681|XP_017073767.1|DEUG	LOC117897549|XP_034662367.1|DSUB
OG0004213	LOC108109546|XP_017073605.1|DEUG	LOC117899491|XP_034665430.1|DSUB
OG0004214	LOC108109300|XP_017073285.1|DEUG	LOC117891789|XP_034653351.1|DSUB
OG0004215	LOC108113117|XP_017079106.1|DEUG	LOC117891750|XP_034653246.1|DSUB
OG0004216	LOC108106014|XP_017068349.1|DEUG	LOC117894358|XP_034657240.1|DSUB
OG0004217	LOC108108169|XP_017071599.1|DEUG	LOC117895367|XP_034658845.1|DSUB
OG0004218	LOC108117361|XP_017085233.1|DEUG	LOC117903870|XP_034672251.1|DSUB
OG0004219	LOC108109537|XP_017073591.1|DEUG	LOC117897199|XP_034661792.1|DSUB
OG0004220	LOC108116317|XP_017083597.1|DEUG	LOC117895980|XP_034659833.1|DSUB
OG0004221	LOC108110196|XP_017074646.1|DEUG	LOC117897884|XP_034662851.1|DSUB
OG0004222	LOC108111739|XP_017076781.1|DEUG	LOC117899273|XP_034665062.1|DSUB
OG0004223	LOC108111780|XP_017076854.1|DEUG, LOC108112710|XP_017078426.1|DEUG	LOC117898405|XP_034663659.1|DSUB
OG0004224	LOC108115292|XP_017082164.1|DEUG	LOC117898215|XP_034663332.1|DSUB
OG0004225	LOC108103365|XP_017064301.1|DEUG	LOC117894847|XP_034658405.1|DSUB, LOC117897140|XP_034662114.1|DSUB, LOC117897945|XP_034663343.1|DSUB
OG0004226	LOC108111485|XP_017076458.1|DEUG	LOC117896081|XP_034660008.1|DSUB
OG0004227	LOC108116404|XP_017083770.1|DEUG	LOC117897223|XP_034661830.1|DSUB
OG0004228	LOC108116407|XP_017083776.1|DEUG	LOC117897224|XP_034661832.1|DSUB
OG0004229	LOC108112676|XP_017078309.1|DEUG	LOC117890454|XP_034651182.1|DSUB
OG0004230	LOC108103438|XP_017064397.1|DEUG	LOC117892081|XP_034653963.1|DSUB
OG0004231	LOC108107828|XP_017071067.1|DEUG	LOC117895321|XP_034658779.1|DSUB
OG0004232	LOC108107832|XP_017071072.1|DEUG	LOC117895324|XP_034658783.1|DSUB
OG0004233	LOC108107831|XP_017071071.1|DEUG	LOC117895323|XP_034658782.1|DSUB
OG0004234	LOC108107844|XP_017071087.1|DEUG	LOC117895167|XP_034658519.1|DSUB
OG0004235	LOC108102452|XP_017062946.1|DEUG	LOC117903126|XP_034670846.1|DSUB
OG0004236	LOC108105288|XP_017067266.1|DEUG	LOC117898347|XP_034663569.1|DSUB
OG0004237	LOC108115107|XP_017081844.1|DEUG	LOC117896146|XP_034660110.1|DSUB
OG0004238	LOC108111572|XP_017076584.1|DEUG	LOC117897604|XP_034662452.1|DSUB
OG0004239	LOC108110166|XP_017074578.1|DEUG	LOC117898080|XP_034663149.1|DSUB
OG0004240	LOC108115010|XP_017081741.1|DEUG	LOC117897145|XP_034661705.1|DSUB
OG0004241	LOC108108355|XP_017071884.1|DEUG	LOC117897623|XP_034662482.1|DSUB
OG0004242	LOC108108316|XP_017071830.1|DEUG	LOC117898910|XP_034664489.1|DSUB
OG0004243	LOC108107546|XP_017070576.1|DEUG	LOC117893017|XP_034655264.1|DSUB
OG0004244	LOC108105286|XP_017067264.1|DEUG	LOC117896692|XP_034661033.1|DSUB
OG0004245	LOC108102833|XP_017063513.1|DEUG	LOC117894699|XP_034657770.1|DSUB
OG0004246	LOC108114657|XP_017081220.1|DEUG	LOC117893238|XP_034655686.1|DSUB
OG0004247	LOC108103304|XP_017064216.1|DEUG	LOC117897789|XP_034662731.1|DSUB
OG0004248	LOC108108894|XP_017072603.1|DEUG	LOC117892307|XP_034654344.1|DSUB
OG0004249	LOC108104733|XP_017066459.1|DEUG	LOC117892911|XP_034655115.1|DSUB
OG0004250	LOC108110812|XP_017075533.1|DEUG	LOC117902239|XP_034669375.1|DSUB
OG0004251	LOC108105480|XP_017067585.1|DEUG	LOC117902205|XP_034669316.1|DSUB, LOC117895598|XP_034659249.1|DSUB
OG0004252	LOC108109623|XP_017073692.1|DEUG	LOC117896130|XP_034660082.1|DSUB
OG0004253	LOC108109420|XP_017073407.1|DEUG	LOC117899494|XP_034665434.1|DSUB
OG0004254	LOC108105086|XP_017067004.1|DEUG	LOC117898541|XP_034663913.1|DSUB
OG0004256	LOC108112540|XP_017077955.1|DEUG	LOC117892005|XP_034653782.1|DSUB
OG0004257	LOC108111443|XP_017076401.1|DEUG	LOC117898610|XP_034664054.1|DSUB
OG0004258	LOC108113758|XP_017079942.1|DEUG	LOC117899580|XP_034665585.1|DSUB
OG0004259	LOC108113261|XP_017079299.1|DEUG	LOC117892259|XP_034654266.1|DSUB
OG0004260	LOC108114967|XP_017081663.1|DEUG	LOC117898646|XP_034664098.1|DSUB
OG0004261	LOC108115293|XP_017082167.1|DEUG	LOC117898216|XP_034663335.1|DSUB
OG0004262	LOC108117554|XP_017085552.1|DEUG	LOC117896846|XP_034661262.1|DSUB
OG0004263	LOC108117169|XP_017084939.1|DEUG	LOC117896659|XP_034660997.1|DSUB
OG0004264	LOC108115165|XP_017081968.1|DEUG	LOC117898955|XP_034664584.1|DSUB
OG0004265	LOC108116233|XP_017083512.1|DEUG	LOC117898890|XP_034664463.1|DSUB
OG0004266	LOC108116409|XP_017083782.1|DEUG	LOC117898511|XP_034663860.1|DSUB
OG0004267	LOC108110630|XP_017075221.1|DEUG	LOC117897846|XP_034662802.1|DSUB
OG0004268	LOC108106544|XP_017069186.1|DEUG	LOC117892192|XP_034654172.1|DSUB
OG0004269	LOC108113001|XP_017078903.1|DEUG	LOC117892302|XP_034654339.1|DSUB
OG0004270	LOC108112565|XP_017078015.1|DEUG	LOC117892530|XP_034654725.1|DSUB
OG0004271	LOC108111944|XP_017077112.1|DEUG	LOC117891795|XP_034653360.1|DSUB
OG0004272	LOC108116515|XP_017083940.1|DEUG	LOC117898359|XP_034663585.1|DSUB
OG0004273	LOC108111771|XP_017076825.1|DEUG	LOC117898602|XP_034664042.1|DSUB
OG0004274	LOC108105049|XP_017066943.1|DEUG	LOC117903435|XP_034671350.1|DSUB, LOC117903402|XP_034671288.1|DSUB
OG0004275	LOC108109979|XP_017074294.1|DEUG	LOC117898863|XP_034664436.1|DSUB
OG0004276	LOC108109908|XP_017074205.1|DEUG	LOC117894142|XP_034656927.1|DSUB
OG0004277	LOC108113944|XP_017080144.1|DEUG	LOC117895078|XP_034658357.1|DSUB
OG0004278	LOC108103799|XP_017064969.1|DEUG	LOC117892959|XP_034655186.1|DSUB
OG0004279	LOC108111123|XP_017075965.1|DEUG	LOC117900730|XP_034667095.1|DSUB
OG0004280	LOC108104379|XP_017065889.1|DEUG	LOC117889618|XP_034649934.1|DSUB
OG0004281	LOC108109287|XP_017073269.1|DEUG	LOC117891132|XP_034652231.1|DSUB
OG0004282	LOC108112594|XP_017078132.1|DEUG	LOC117890700|XP_034651601.1|DSUB
OG0004283	LOC108112597|XP_017078139.1|DEUG	LOC117890752|XP_034651702.1|DSUB
OG0004284	LOC108115494|XP_017082469.1|DEUG	LOC117900100|XP_034666211.1|DSUB
OG0004285	LOC108116713|XP_017084224.1|DEUG	LOC117898032|XP_034663062.1|DSUB
OG0004286	LOC108114065|XP_017080308.1|DEUG	LOC117895068|XP_034658342.1|DSUB
OG0004287	LOC108114672|XP_017081243.1|DEUG	LOC117895070|XP_034658344.1|DSUB
OG0004288	LOC108114299|XP_017080691.1|DEUG	LOC117895480|XP_034659050.1|DSUB
OG0004289	LOC108108743|XP_017072378.1|DEUG	LOC117895402|XP_034658922.1|DSUB
OG0004290	LOC108106513|XP_017069096.1|DEUG	LOC117890740|XP_034651682.1|DSUB
OG0004291	LOC108106771|XP_017069501.1|DEUG	LOC117891042|XP_034652102.1|DSUB
OG0004292	LOC108102752|XP_017063398.1|DEUG	LOC117893299|XP_034655766.1|DSUB
OG0004293	LOC108118183|XP_017086230.1|DEUG	LOC117893814|XP_034656455.1|DSUB
OG0004294	LOC108104261|XP_017065699.1|DEUG	LOC117894550|XP_034657562.1|DSUB
OG0004295	LOC108104282|XP_017065736.1|DEUG	LOC117893438|XP_034655946.1|DSUB
OG0004296	LOC108104284|XP_017065743.1|DEUG	LOC117895742|XP_034659499.1|DSUB
OG0004297	LOC108107469|XP_017070505.1|DEUG	LOC117891445|XP_034652815.1|DSUB
OG0004298	LOC108104552|XP_017066183.1|DEUG	LOC117890377|XP_034651065.1|DSUB
OG0004299	LOC108106243|XP_017068656.1|DEUG	LOC117891140|XP_034652240.1|DSUB
OG0004300	LOC108109286|XP_017073268.1|DEUG	LOC117892314|XP_034654356.1|DSUB
OG0004301	LOC108102754|XP_017063402.1|DEUG	LOC117893293|XP_034655755.1|DSUB
OG0004302	LOC108112655|XP_017078274.1|DEUG	LOC117891573|XP_034652988.1|DSUB
OG0004303	LOC108104847|XP_017066653.1|DEUG	LOC117890069|XP_034650599.1|DSUB
OG0004304	LOC108112299|XP_017077612.1|DEUG	LOC117891405|XP_034652742.1|DSUB
OG0004305	LOC108111930|XP_017077063.1|DEUG	LOC117891112|XP_034652197.1|DSUB
OG0004306	LOC108106733|XP_017069460.1|DEUG	LOC117891507|XP_034652889.1|DSUB
OG0004307	LOC108106579|XP_017069248.1|DEUG	LOC117890127|XP_034650705.1|DSUB
OG0004308	LOC108107254|XP_017070172.1|DEUG	LOC117890927|XP_034651948.1|DSUB
OG0004309	LOC108108326|XP_017071842.1|DEUG	LOC117894643|XP_034657706.1|DSUB
OG0004310	LOC108104572|XP_017066213.1|DEUG	LOC117889804|XP_034650172.1|DSUB
OG0004311	LOC108114708|XP_017081296.1|DEUG	LOC117894750|XP_034657852.1|DSUB
OG0004312	LOC108107428|XP_017070447.1|DEUG	LOC117890946|XP_034651972.1|DSUB
OG0004313	LOC108111617|XP_017076633.1|DEUG	LOC117891756|XP_034653258.1|DSUB
OG0004314	LOC108112667|XP_017078293.1|DEUG	LOC117892082|XP_034653959.1|DSUB
OG0004315	LOC108107389|XP_017070395.1|DEUG	LOC117891749|XP_034653245.1|DSUB
OG0004316	LOC108104810|XP_017066581.1|DEUG	LOC117890357|XP_034651042.1|DSUB
OG0004317	LOC108109002|XP_017072759.1|DEUG	LOC117890584|XP_034651413.1|DSUB
OG0004318	LOC108107385|XP_017070386.1|DEUG	LOC117889735|XP_034650049.1|DSUB
OG0004319	LOC108113158|XP_017079158.1|DEUG	LOC117892589|XP_034654819.1|DSUB
OG0004320	LOC108115675|XP_017082729.1|DEUG	LOC117896413|XP_034660620.1|DSUB
OG0004321	LOC108106154|XP_017068546.1|DEUG	LOC117901036|XP_034667532.1|DSUB
OG0004322	LOC108116998|XP_017084652.1|DEUG	LOC117897056|XP_034661541.1|DSUB
OG0004323	LOC108102834|XP_017063514.1|DEUG	LOC117895696|XP_034659434.1|DSUB
OG0004324	LOC108115536|XP_017082527.1|DEUG	LOC117902668|XP_034670089.1|DSUB
OG0004325	LOC108113216|XP_017079240.1|DEUG	LOC117891298|XP_034652596.1|DSUB
OG0004326	LOC108113215|XP_017079239.1|DEUG	LOC117891294|XP_034652590.1|DSUB
OG0004327	LOC108104936|XP_017066784.1|DEUG	LOC117903450|XP_034671374.1|DSUB
OG0004328	LOC108109124|XP_017073009.1|DEUG	LOC117891460|XP_034652834.1|DSUB
OG0004330	LOC108113127|XP_017079118.1|DEUG	LOC117891335|XP_034652646.1|DSUB
OG0004331	LOC108104864|XP_017066675.1|DEUG	LOC117890037|XP_034650546.1|DSUB
OG0004332	LOC108110903|XP_017075653.1|DEUG	LOC117900036|XP_034666116.1|DSUB
OG0004333	LOC108118462|XP_017086670.1|DEUG	LOC117902578|XP_034669963.1|DSUB
OG0004334	LOC108107173|XP_017070077.1|DEUG	LOC117901750|XP_034668527.1|DSUB
OG0004335	LOC108106636|XP_017069330.1|DEUG	LOC117892332|XP_034654376.1|DSUB
OG0004336	LOC108109265|XP_017073238.1|DEUG	LOC117891980|XP_034653746.1|DSUB
OG0004337	LOC108106113|XP_017068478.1|DEUG	LOC117902818|XP_034670335.1|DSUB
OG0004338	LOC108117396|XP_017085291.1|DEUG	LOC117894482|XP_034657476.1|DSUB
OG0004339	LOC108106473|XP_017069035.1|DEUG	LOC117891054|XP_034652117.1|DSUB
OG0004340	LOC108106472|XP_017069034.1|DEUG	LOC117891053|XP_034652116.1|DSUB
OG0004341	LOC108112670|XP_017078298.1|DEUG	LOC117892093|XP_034653978.1|DSUB
OG0004342	LOC108107466|XP_017070503.1|DEUG	LOC117891314|XP_034652617.1|DSUB
OG0004343	LOC108107393|XP_017070400.1|DEUG	LOC117890573|XP_034651400.1|DSUB
OG0004344	LOC108107450|XP_017070484.1|DEUG	LOC117892649|XP_034654897.1|DSUB
OG0004345	LOC108114872|XP_017081514.1|DEUG	LOC117901509|XP_034668170.1|DSUB
OG0004346	LOC108107372|XP_017070365.1|DEUG	LOC117891317|XP_034652622.1|DSUB
OG0004347	LOC108107376|XP_017070375.1|DEUG	LOC117890518|XP_034651313.1|DSUB
OG0004348	LOC108107453|XP_017070491.1|DEUG	LOC117889726|XP_034650039.1|DSUB
OG0004349	LOC108107248|XP_017070158.1|DEUG	LOC117892387|XP_034654488.1|DSUB
OG0004350	LOC108112318|XP_017077635.1|DEUG	LOC117891928|XP_034653653.1|DSUB
OG0004351	LOC108106410|XP_017068918.1|DEUG	LOC117891146|XP_034652284.1|DSUB
OG0004352	LOC108117440|XP_017085380.1|DEUG	LOC117896059|XP_034659963.1|DSUB
OG0004353	LOC108116087|XP_017083294.1|DEUG	LOC117898779|XP_034664306.1|DSUB
OG0004354	LOC108105632|XP_017067809.1|DEUG	LOC117898780|XP_034664307.1|DSUB
OG0004355	LOC108109618|XP_017073672.1|DEUG	LOC117897418|XP_034662137.1|DSUB
OG0004356	LOC108112017|XP_017077245.1|DEUG	LOC117892147|XP_034654084.1|DSUB
OG0004357	LOC108113290|XP_017079329.1|DEUG	LOC117891925|XP_034653647.1|DSUB
OG0004358	LOC108106720|XP_017069444.1|DEUG	LOC117890431|XP_034651151.1|DSUB
OG0004359	LOC108111935|XP_017077081.1|DEUG	LOC117891821|XP_034653444.1|DSUB
OG0004360	LOC108108624|XP_017072212.1|DEUG	LOC117894063|XP_034656807.1|DSUB
OG0004361	LOC108116328|XP_017083628.1|DEUG	LOC117897602|XP_034662451.1|DSUB
OG0004362	LOC108104741|XP_017066468.1|DEUG	LOC117895363|XP_034658837.1|DSUB
OG0004363	LOC108103912|XP_017065150.1|DEUG	LOC117897666|XP_034662558.1|DSUB
OG0004364	LOC108112050|XP_017077292.1|DEUG	LOC117891796|XP_034653361.1|DSUB
OG0004365	LOC108109110|XP_017072988.1|DEUG	LOC117891702|XP_034653185.1|DSUB
OG0004366	LOC108111125|XP_017075968.1|DEUG	LOC117900733|XP_034667099.1|DSUB
OG0004367	LOC108114468|XP_017080964.1|DEUG	LOC117895777|XP_034659564.1|DSUB
OG0004368	LOC108116763|XP_017084276.1|DEUG	LOC117895353|XP_034658828.1|DSUB
OG0004369	LOC108105407|XP_017067442.1|DEUG	LOC117892042|XP_034653858.1|DSUB
OG0004370	LOC108112596|XP_017078138.1|DEUG	LOC117890722|XP_034651656.1|DSUB
OG0004371	LOC108117590|XP_017085582.1|DEUG	LOC117903300|XP_034671123.1|DSUB
OG0004372	LOC108107481|XP_017070516.1|DEUG	LOC117891360|XP_034652686.1|DSUB
OG0004373	LOC108116988|XP_017084642.1|DEUG	LOC117892593|XP_034654823.1|DSUB
OG0004374	LOC108112678|XP_017078311.1|DEUG	LOC117891158|XP_034652306.1|DSUB
OG0004375	LOC108102758|XP_017063406.1|DEUG	LOC117893295|XP_034655759.1|DSUB
OG0004376	LOC108114688|XP_017081270.1|DEUG	LOC117894338|XP_034657214.1|DSUB
OG0004377	LOC108114586|XP_017081131.1|DEUG	LOC117893790|XP_034656424.1|DSUB
OG0004378	LOC108106528|XP_017069145.1|DEUG	LOC117890093|XP_034650644.1|DSUB
OG0004379	LOC108109111|XP_017072990.1|DEUG	LOC117891718|XP_034653202.1|DSUB
OG0004380	LOC108104445|XP_017065995.1|DEUG	LOC117891186|XP_034652409.1|DSUB
OG0004381	LOC108117245|XP_017085079.1|DEUG	LOC117898202|XP_034663314.1|DSUB
OG0004382	LOC108106566|XP_017069221.1|DEUG	LOC117892505|XP_034654672.1|DSUB
OG0004383	LOC108106453|XP_017069008.1|DEUG	LOC117891347|XP_034652668.1|DSUB
OG0004384	LOC108106608|XP_017069296.1|DEUG	LOC117891354|XP_034652677.1|DSUB
OG0004385	LOC108106708|XP_017069428.1|DEUG	LOC117892194|XP_034654176.1|DSUB
OG0004386	LOC108106570|XP_017069227.1|DEUG	LOC117890410|XP_034651113.1|DSUB
OG0004387	LOC108113864|XP_017080067.1|DEUG	LOC117895743|XP_034659500.1|DSUB
OG0004388	LOC108106798|XP_017069531.1|DEUG	LOC117890218|XP_034650847.1|DSUB
OG0004389	LOC108108083|XP_017071458.1|DEUG	LOC117895824|XP_034659652.1|DSUB
OG0004390	LOC108118228|XP_017086298.1|DEUG	LOC117893813|XP_034656452.1|DSUB
OG0004391	LOC108108970|XP_017072714.1|DEUG	LOC117890415|XP_034651119.1|DSUB
OG0004392	LOC108117340|XP_017085202.1|DEUG	LOC117895820|XP_034659644.1|DSUB
OG0004393	LOC108111988|XP_017077206.1|DEUG	LOC117890048|XP_034650560.1|DSUB
OG0004394	LOC108113109|XP_017079087.1|DEUG	LOC117892176|XP_034654147.1|DSUB
OG0004395	LOC108106772|XP_017069502.1|DEUG	LOC117890390|XP_034651085.1|DSUB
OG0004396	LOC108110357|XP_017074886.1|DEUG	LOC117890477|XP_034651233.1|DSUB
OG0004397	LOC108111946|XP_017077115.1|DEUG	LOC117891798|XP_034653363.1|DSUB
OG0004398	LOC108111949|XP_017077119.1|DEUG	LOC117891802|XP_034653368.1|DSUB
OG0004399	LOC108112709|XP_017078422.1|DEUG	LOC117891765|XP_034653296.1|DSUB
OG0004400	LOC108109502|XP_017073532.1|DEUG	LOC117898370|XP_034663599.1|DSUB
OG0004401	LOC108107489|XP_017070524.1|DEUG	LOC117891170|XP_034652383.1|DSUB
OG0004402	LOC108107460|XP_017070495.1|DEUG	LOC117890579|XP_034651407.1|DSUB
OG0004403	LOC108106463|XP_017069020.1|DEUG	LOC117889768|XP_034650121.1|DSUB
OG0004404	LOC108110352|XP_017074878.1|DEUG	LOC117891454|XP_034652826.1|DSUB
OG0004405	LOC108114637|XP_017081193.1|DEUG	LOC117894751|XP_034657853.1|DSUB
OG0004406	LOC108104012|XP_017065327.1|DEUG	LOC117894321|XP_034657189.1|DSUB
OG0004407	LOC108104536|XP_017066159.1|DEUG	LOC117892292|XP_034654325.1|DSUB
OG0004408	LOC108113863|XP_017080066.1|DEUG	LOC117894984|XP_034658220.1|DSUB
