Orthogroup	DEUG.longest_only	DANA.longest_only
OG0004985	LOC108102811|XP_017063479.1|DEUG	LOC6493297|XP_032310723.1|DANA
OG0004986	LOC108108600|XP_017072187.1|DEUG	LOC6507849|XP_001956466.1|DANA
OG0004987	LOC108114340|XP_017080754.1|DEUG	LOC6493372|XP_014764352.1|DANA
OG0004988	LOC108102812|XP_017063481.1|DEUG	LOC6506657|XP_032310725.1|DANA
OG0004989	LOC108114507|XP_017081016.1|DEUG	LOC6506569|XP_001957624.1|DANA
OG0004990	LOC108108952|XP_017072695.1|DEUG	LOC6495065|XP_001959140.2|DANA
OG0004991	LOC108106600|XP_017069279.1|DEUG	LOC6495490|XP_032306839.1|DANA
OG0004992	LOC108106601|XP_017069281.1|DEUG	LOC6495146|XP_001958962.1|DANA
OG0004993	LOC108107595|XP_017070647.1|DEUG	LOC6507442|XP_001956014.1|DANA
OG0004994	LOC108108150|XP_017071569.1|DEUG	LOC6493003|XP_001956835.1|DANA
OG0004995	LOC108107852|XP_017071102.1|DEUG	LOC6506860|XP_014764928.1|DANA
OG0004996	LOC108108343|XP_017071868.1|DEUG	LOC6506150|XP_001958456.1|DANA
OG0004997	LOC108112813|XP_017078600.1|DEUG	LOC6496409|XP_001960856.1|DANA
OG0004998	LOC108112633|XP_017078229.1|DEUG	LOC6494732|XP_001959766.1|DANA
OG0004999	LOC108107545|XP_017070575.1|DEUG	LOC6506607|XP_001957556.1|DANA
OG0005000	LOC108112169|XP_017077435.1|DEUG	LOC6493970|XP_001961233.1|DANA
OG0005001	LOC108109867|XP_017074148.1|DEUG	LOC6493349|XP_001957572.1|DANA
OG0005002	LOC108111822|XP_017076919.1|DEUG	LOC6500027|XP_001953368.1|DANA
OG0005003	LOC108109887|XP_017074178.1|DEUG	LOC6507331|XP_032309620.1|DANA
OG0005004	LOC108114103|XP_017080351.1|DEUG	LOC6493748|XP_001958362.1|DANA
OG0005005	LOC108108464|XP_017072008.1|DEUG	LOC6506308|XP_001958145.1|DANA
OG0005006	LOC108102857|XP_017063546.1|DEUG	LOC6507085|XP_032310270.1|DANA
OG0005007	LOC108108581|XP_017072164.1|DEUG	LOC6493410|XP_001957694.1|DANA
OG0005008	LOC108104631|XP_017066295.1|DEUG	LOC6507046|XP_001956752.1|DANA
OG0005009	LOC108108432|XP_017071975.1|DEUG	LOC6506837|XP_001957142.1|DANA
OG0005010	LOC108114585|XP_017081129.1|DEUG	LOC6507143|XP_001956593.2|DANA
OG0005011	LOC108107263|XP_017070182.1|DEUG	LOC6494899|XP_001959465.1|DANA
OG0005012	LOC108114561|XP_017081100.1|DEUG	LOC6506926|XP_001956977.1|DANA
OG0005013	LOC108108309|XP_017071817.1|DEUG	LOC6501204|XP_001954760.1|DANA
OG0005014	LOC108114325|XP_017080732.1|DEUG	LOC6506492|XP_001957775.1|DANA
OG0005015	LOC108108054|XP_017071417.1|DEUG	LOC6506235|XP_032310204.1|DANA
OG0005016	LOC108117398|XP_017085293.1|DEUG	LOC6506397|XP_001957945.2|DANA
OG0005017	LOC108109793|XP_017073991.1|DEUG	LOC6492982|XP_014764161.1|DANA
OG0005018	LOC108104697|XP_017066397.1|DEUG	LOC6507663|XP_001956104.1|DANA
OG0005019	LOC108114566|XP_017081105.1|DEUG	LOC6493193|XP_001957236.1|DANA
OG0005020	LOC108104762|XP_017066486.1|DEUG	LOC6496406|XP_001960846.1|DANA
OG0005021	LOC108110807|XP_017075527.1|DEUG	LOC6498579|XP_001963104.1|DANA
OG0005022	LOC108102817|XP_017063488.1|DEUG	LOC6507604|XP_001955988.1|DANA
OG0005023	LOC108104878|XP_017066694.1|DEUG	LOC6494342|XP_001960500.1|DANA
OG0005024	LOC108113880|XP_017080078.1|DEUG	LOC6507593|XP_032309496.1|DANA
OG0005025	LOC108117373|XP_017085248.1|DEUG	LOC6493554|XP_001957986.1|DANA
OG0005026	LOC108109870|XP_017074153.1|DEUG	LOC6493353|XP_001957578.1|DANA
OG0005027	LOC108108002|XP_017071345.1|DEUG	LOC6507411|XP_001956067.1|DANA
OG0005028	LOC108111800|XP_017076880.1|DEUG	LOC6499828|XP_001953831.1|DANA
OG0005029	LOC108108579|XP_017072160.1|DEUG	LOC6506538|XP_001957691.1|DANA
OG0005030	LOC108104646|XP_017066315.1|DEUG	LOC6493439|XP_001957751.1|DANA
OG0005031	LOC108114425|XP_017080901.1|DEUG	LOC6493476|XP_032309625.1|DANA
OG0005032	LOC108114179|XP_017080475.1|DEUG	LOC6493055|XP_001956960.1|DANA
OG0005033	LOC108107880|XP_017071153.1|DEUG	LOC6506621|XP_014764844.1|DANA
OG0005034	LOC108107637|XP_017070711.1|DEUG	LOC26515054|XP_014765694.2|DANA
OG0005035	LOC108114180|XP_017080476.1|DEUG	LOC6493058|XP_001956965.2|DANA
OG0005036	LOC108107837|XP_017071079.1|DEUG	LOC6506869|XP_001957089.1|DANA
OG0005037	LOC108117360|XP_017085227.1|DEUG	LOC6493562|XP_014764444.1|DANA
OG0005038	LOC108108095|XP_017071480.1|DEUG	LOC6493139|XP_001957129.1|DANA
OG0005039	LOC108102658|XP_017063286.1|DEUG	LOC6506754|XP_001965241.1|DANA
OG0005040	LOC108114512|XP_017081021.1|DEUG	LOC6506832|XP_001957153.1|DANA
OG0005041	LOC108114634|XP_017081190.1|DEUG	LOC6506928|XP_001956972.1|DANA
OG0005042	LOC108107582|XP_017070632.1|DEUG	LOC6493112|XP_001957069.1|DANA
OG0005043	LOC108108938|XP_017072680.1|DEUG	LOC6494787|XP_001959670.1|DANA
OG0005044	LOC108109254|XP_017073226.1|DEUG	LOC6494786|XP_001959672.1|DANA
OG0005045	LOC108108891|XP_017072599.1|DEUG	LOC6494785|XP_001959674.1|DANA
OG0005046	LOC108113221|XP_017079247.1|DEUG	LOC6494824|XP_001959593.1|DANA
OG0005047	LOC108107764|XP_017070943.1|DEUG	LOC6506642|XP_001957485.1|DANA
OG0005048	LOC108107767|XP_017070947.1|DEUG	LOC6506643|XP_001957484.1|DANA
OG0005049	LOC108114178|XP_017080472.1|DEUG	LOC6493060|XP_001956967.2|DANA
OG0005050	LOC108106683|XP_017069404.1|DEUG	LOC6495491|XP_001958964.1|DANA
OG0005051	LOC108114170|XP_017080454.1|DEUG	LOC6493049|XP_001956951.1|DANA
OG0005052	LOC108113942|XP_017080141.1|DEUG	LOC6493047|XP_001956949.1|DANA
OG0005053	LOC108110809|XP_017075529.1|DEUG	LOC6504559|XP_001964910.1|DANA
OG0005054	LOC108114617|XP_017081169.1|DEUG	LOC6493207|XP_001957262.3|DANA
OG0005055	LOC108105032|XP_017066920.1|DEUG	LOC6502930|XP_001963570.2|DANA
OG0005056	LOC108113279|XP_017079317.1|DEUG	LOC6494728|XP_032306982.1|DANA
OG0005057	LOC108104912|XP_017066744.1|DEUG	LOC6493518|XP_014764421.1|DANA
OG0005058	LOC108107547|XP_017070584.1|DEUG	LOC6493340|XP_032309952.1|DANA
OG0005059	LOC108107201|XP_017070107.1|DEUG	LOC6507957|XP_032307107.1|DANA
OG0005060	LOC108107322|XP_017070292.1|DEUG	LOC6494770|XP_001959700.2|DANA
OG0005061	LOC108107169|XP_017070073.1|DEUG	LOC6496994|XP_001962970.1|DANA
OG0005062	LOC108107250|XP_017070164.1|DEUG	LOC6494911|XP_014763069.1|DANA
OG0005063	LOC108113636|XP_017079830.1|DEUG	LOC6493891|XP_001961385.2|DANA
OG0005064	LOC108114654|XP_017081218.1|DEUG	LOC6493526|XP_001957933.2|DANA
OG0005065	LOC108112590|XP_017078124.1|DEUG	LOC6496027|XP_001960073.2|DANA
OG0005066	LOC108113273|XP_017079309.1|DEUG	LOC6496444|XP_032306493.1|DANA
OG0005067	LOC108113241|XP_017079274.1|DEUG	LOC6495469|XP_001958916.1|DANA
OG0005068	LOC108108664|XP_017072258.1|DEUG	LOC6506257|XP_001958252.1|DANA
OG0005069	LOC108109134|XP_017073020.1|DEUG	LOC6494088|XP_001961003.1|DANA
OG0005070	LOC108107313|XP_017070274.1|DEUG	LOC6495733|XP_001959457.2|DANA
OG0005071	LOC108114722|XP_017081316.1|DEUG	LOC6507905|XP_001956570.1|DANA
OG0005072	LOC108118525|XP_017086762.1|DEUG	LOC6503949|XP_001963902.1|DANA
OG0005073	LOC108113254|XP_017079291.1|DEUG	LOC6495622|XP_001959241.1|DANA
OG0005074	LOC108109800|XP_017074000.1|DEUG	LOC6506590|XP_014764836.1|DANA
OG0005075	LOC108108925|XP_017072666.1|DEUG	LOC6494954|XP_001959331.2|DANA
OG0005076	LOC108106773|XP_017069503.1|DEUG	LOC6495377|XP_001958701.1|DANA
OG0005078	LOC108107754|XP_017070912.1|DEUG	LOC6506849|XP_032310632.1|DANA
OG0005079	LOC108107443|XP_017070472.1|DEUG	LOC6496197|XP_032306823.1|DANA
OG0005080	LOC108107934|XP_017071251.1|DEUG	LOC6506899|XP_001957040.1|DANA
OG0005081	LOC108112858|XP_017078672.1|DEUG	LOC6494616|XP_001960004.2|DANA
OG0005082	LOC108118250|XP_017086328.1|DEUG	LOC6506730|XP_001957342.1|DANA
OG0005083	LOC108102969|XP_017063759.1|DEUG	LOC6505259|XP_001965641.3|DANA
OG0005084	LOC108105965|XP_017068256.1|DEUG	LOC6493271|XP_032309807.1|DANA
OG0005085	LOC108114304|XP_017080696.1|DEUG	LOC6507868|XP_001956493.1|DANA
OG0005086	LOC108113236|XP_017079268.1|DEUG	LOC6494064|XP_001961055.1|DANA
OG0005087	LOC108114416|XP_017080879.1|DEUG	LOC6507306|XP_014765142.1|DANA
OG0005088	LOC108106620|XP_017069308.1|DEUG	LOC6495289|XP_001958694.1|DANA
OG0005089	LOC108106617|XP_017069306.1|DEUG	LOC6495287|XP_001958697.1|DANA
OG0005090	LOC108109180|XP_017073098.1|DEUG	LOC6495190|XP_001958890.1|DANA
OG0005091	LOC108113096|XP_017079033.1|DEUG	LOC6494326|XP_014762748.2|DANA
OG0005092	LOC108104898|XP_017066718.1|DEUG	LOC6506412|XP_001957923.1|DANA
OG0005093	LOC108107941|XP_017071261.1|DEUG	LOC6506236|XP_014764686.1|DANA
OG0005094	LOC108107751|XP_017070904.1|DEUG	LOC6506847|XP_032310676.1|DANA
OG0005095	LOC108107317|XP_017070279.1|DEUG	LOC6496189|XP_032305935.1|DANA
OG0005096	LOC108111105|XP_017075935.1|DEUG	LOC6497725|XP_001961481.1|DANA
OG0005097	LOC108108890|XP_017072597.1|DEUG	LOC6494946|XP_001959348.1|DANA
OG0005098	LOC108107404|XP_017070415.1|DEUG	LOC6496471|XP_032306525.1|DANA
OG0005099	LOC108107486|XP_017070521.1|DEUG	LOC6494403|XP_001960394.1|DANA
OG0005100	LOC108107485|XP_017070520.1|DEUG	LOC6494402|XP_001960395.1|DANA
OG0005101	LOC108117306|XP_017085154.1|DEUG	LOC6500420|XP_001953182.1|DANA
OG0005102	LOC108109216|XP_017073150.1|DEUG	LOC6494784|XP_014762967.1|DANA
OG0005103	LOC108107430|XP_017070448.1|DEUG	LOC6495732|XP_001959455.1|DANA
OG0005104	LOC108106161|XP_017068561.1|DEUG	LOC6498333|XP_001962568.3|DANA
OG0005105	LOC108108434|XP_017071977.1|DEUG	LOC6493043|XP_001956933.1|DANA
OG0005106	LOC108107759|XP_017070921.1|DEUG	LOC6506886|XP_032310291.1|DANA
OG0005107	LOC108107855|XP_017071110.1|DEUG	LOC6502795|XP_001957023.2|DANA
OG0005108	LOC108106462|XP_017069019.1|DEUG	LOC6495746|XP_032307262.1|DANA
OG0005109	LOC108111878|XP_017076997.1|DEUG	LOC6504435|XP_001966983.1|DANA
OG0005110	LOC108114372|XP_017080813.1|DEUG	LOC6493387|XP_001957651.1|DANA
OG0005111	LOC108108116|XP_017071521.1|DEUG	LOC6506630|XP_032309505.1|DANA
OG0005112	LOC108102873|XP_017063570.1|DEUG	LOC6507080|XP_001956703.1|DANA
OG0005113	LOC108108118|XP_017071524.1|DEUG	LOC6506629|XP_001957510.1|DANA
OG0005114	LOC108103588|XP_017064602.1|DEUG	LOC6507556|XP_001955909.1|DANA
OG0005115	LOC108102675|XP_017063304.1|DEUG	LOC6506254|XP_001965142.1|DANA
OG0005116	LOC108114692|XP_017081277.1|DEUG	LOC6493375|XP_001957633.1|DANA
OG0005117	LOC108104391|XP_017065919.1|DEUG	LOC6503764|XP_001963784.1|DANA
OG0005118	LOC108111094|XP_017075922.1|DEUG	LOC6498529|XP_001963004.1|DANA
OG0005119	LOC108112583|XP_017078093.1|DEUG	LOC6494738|XP_032306703.1|DANA
OG0005120	LOC108114149|XP_017080430.1|DEUG	LOC6507470|XP_001955952.2|DANA
OG0005121	LOC108108729|XP_017072355.1|DEUG	LOC6492928|XP_032310442.1|DANA
OG0005122	LOC108114571|XP_017081111.1|DEUG	LOC6506663|XP_014764862.1|DANA
OG0005123	LOC108108631|XP_017072220.1|DEUG	LOC6493676|XP_001958212.1|DANA
OG0005124	LOC108114237|XP_017080599.1|DEUG	LOC6493378|XP_001957639.2|DANA
OG0005125	LOC108114475|XP_017080973.1|DEUG	LOC6506561|XP_032309544.1|DANA
OG0005126	LOC108109823|XP_017074048.1|DEUG	LOC6492984|XP_001956791.1|DANA
OG0005127	LOC108113762|XP_017079951.1|DEUG	LOC6507570|XP_032309702.1|DANA
OG0005128	LOC108113093|XP_017079027.1|DEUG	LOC6494850|XP_001959555.3|DANA
OG0005129	LOC108114528|XP_017081048.1|DEUG	LOC6506764|XP_032309819.1|DANA
OG0005130	LOC108114202|XP_017080509.1|DEUG	LOC6493230|XP_001957314.1|DANA
OG0005131	LOC108102732|XP_017063367.1|DEUG	LOC6493512|XP_032309751.1|DANA
OG0005132	LOC108114160|XP_017080439.1|DEUG	LOC6506587|XP_001957593.1|DANA
OG0005133	LOC108108207|XP_017071655.1|DEUG	LOC6507009|XP_032310289.1|DANA
OG0005134	LOC108107819|XP_017071055.1|DEUG	LOC6506645|XP_032310103.1|DANA
OG0005135	LOC108114091|XP_017080337.1|DEUG	LOC6507472|XP_001955944.1|DANA
OG0005136	LOC108114045|XP_017080285.1|DEUG	LOC6507579|XP_001955942.1|DANA
OG0005137	LOC108115858|XP_017082973.1|DEUG	LOC6501486|XP_001955350.1|DANA
OG0005138	LOC108108235|XP_017071691.1|DEUG	LOC6493322|XP_001957524.1|DANA
OG0005139	LOC108108075|XP_017071445.1|DEUG	LOC6493540|XP_014764434.1|DANA
OG0005140	LOC108102683|XP_017063313.1|DEUG	LOC6506287|XP_001965147.2|DANA
OG0005141	LOC108112910|XP_017078766.1|DEUG	LOC6496411|XP_001960860.1|DANA
OG0005142	LOC108118099|XP_017086141.1|DEUG	LOC6506978|XP_001956888.1|DANA
OG0005143	LOC108109853|XP_017074103.1|DEUG	LOC6506975|XP_014765015.1|DANA
OG0005144	LOC108109769|XP_017073932.1|DEUG	LOC6506976|XP_032310765.1|DANA
OG0005145	LOC108109901|XP_017074197.1|DEUG	LOC6493026|XP_001956890.1|DANA
OG0005146	LOC108114236|XP_017080597.1|DEUG	LOC6493155|XP_001957163.1|DANA
OG0005147	LOC108114233|XP_017080594.1|DEUG	LOC6506826|XP_001957162.3|DANA
OG0005148	LOC108117376|XP_017085251.1|DEUG	LOC6506376|XP_001957998.1|DANA
OG0005149	LOC108112870|XP_017078689.1|DEUG	LOC6496074|XP_001960165.1|DANA
OG0005150	LOC108114701|XP_017081287.1|DEUG	LOC6492990|XP_001956805.1|DANA
OG0005151	LOC108108120|XP_017071526.1|DEUG	LOC6507372|XP_001956144.1|DANA
OG0005152	LOC108108041|XP_017071404.1|DEUG	LOC6507374|XP_001956139.1|DANA
OG0005153	LOC108108039|XP_017071402.1|DEUG	LOC6507375|XP_001956137.1|DANA
OG0005154	LOC108108044|XP_017071407.1|DEUG	LOC6506508|XP_032310834.1|DANA
OG0005155	LOC108104730|XP_017066456.1|DEUG	LOC6507664|XP_014765396.1|DANA
OG0005156	LOC108110230|XP_017074706.1|DEUG	LOC6501289|XP_001954931.1|DANA
OG0005157	LOC108112962|XP_017078850.1|DEUG	LOC6494742|XP_032307138.1|DANA
OG0005158	LOC108107910|XP_017071215.1|DEUG	LOC6493776|XP_001958412.1|DANA
OG0005159	LOC108114613|XP_017081164.1|DEUG	LOC6506554|XP_001957659.2|DANA
OG0005160	LOC108108514|XP_017072072.1|DEUG	LOC6496737|XP_001967813.1|DANA
OG0005161	LOC108107307|XP_017070265.1|DEUG	LOC6494238|XP_001960683.1|DANA
OG0005162	LOC108103132|XP_017063988.1|DEUG	LOC6504982|XP_001965692.1|DANA
OG0005163	LOC108108740|XP_017072367.1|DEUG	LOC6506107|XP_001958538.1|DANA
OG0005164	LOC108108158|XP_017071580.1|DEUG	LOC26514359|XP_014765607.1|DANA
OG0005165	LOC108114910|XP_017081578.1|DEUG	LOC6493922|XP_001961319.1|DANA
OG0005166	LOC108115380|XP_017082305.1|DEUG	LOC6500500|XP_001953351.1|DANA
OG0005167	LOC108115384|XP_017082308.1|DEUG	LOC6500033|XP_001953352.1|DANA
OG0005168	LOC108114204|XP_017080512.1|DEUG	LOC6506586|XP_001957595.1|DANA
OG0005169	LOC108108131|XP_017071540.1|DEUG	LOC6492972|XP_032310192.1|DANA
OG0005170	LOC108108081|XP_017071451.1|DEUG	LOC6507040|XP_032310188.1|DANA
OG0005171	LOC108108037|XP_017071399.1|DEUG	LOC6507041|XP_001956769.1|DANA
OG0005172	LOC108109143|XP_017073032.1|DEUG	LOC6494956|XP_032306334.1|DANA
OG0005173	LOC108112607|XP_017078186.1|DEUG	LOC6495992|XP_001959995.2|DANA
OG0005174	LOC108109284|XP_017073265.1|DEUG	LOC6494704|XP_001959824.1|DANA
OG0005175	LOC108109113|XP_017072993.1|DEUG	LOC6494715|XP_001959805.1|DANA
OG0005176	LOC108112037|XP_017077272.1|DEUG	LOC6495643|XP_001959291.1|DANA
OG0005177	LOC108109267|XP_017073244.1|DEUG	LOC6494713|XP_001959807.2|DANA
OG0005178	LOC108109912|XP_017074209.1|DEUG	LOC6493037|XP_001956917.1|DANA
OG0005179	LOC108109832|XP_017074063.1|DEUG	LOC6493031|XP_001956902.1|DANA
OG0005180	LOC108102809|XP_017063475.1|DEUG	LOC6493291|XP_014764311.1|DANA
OG0005181	LOC108102922|XP_017063664.1|DEUG	LOC6502327|XP_001967156.1|DANA
OG0005182	LOC108104558|XP_017066189.1|DEUG	LOC6494002|XP_032306118.1|DANA
OG0005183	LOC108112456|XP_017077796.1|DEUG	LOC6496601|XP_032311620.1|DANA
OG0005184	LOC108112452|XP_017077786.1|DEUG	LOC6496598|XP_001961223.3|DANA
OG0005185	LOC108104486|XP_017066086.1|DEUG	LOC6501726|XP_001967687.1|DANA
OG0005186	LOC108106419|XP_017068931.1|DEUG	LOC6495259|XP_032306169.1|DANA
OG0005187	LOC108112604|XP_017078153.1|DEUG	LOC6494621|XP_032307020.1|DANA
OG0005188	LOC108113148|XP_017079146.1|DEUG	LOC6494823|XP_001959594.2|DANA
OG0005189	LOC108103767|XP_017064881.1|DEUG	LOC6498795|XP_014759295.1|DANA
OG0005190	LOC108109768|XP_017073930.1|DEUG	LOC6506441|XP_001957875.1|DANA
OG0005191	LOC108111507|XP_017076511.1|DEUG	LOC6499319|XP_001954880.1|DANA
OG0005192	LOC108112822|XP_017078614.1|DEUG	LOC6494548|XP_001960128.2|DANA
OG0005193	LOC108104494|XP_017066097.1|DEUG	LOC6494681|XP_032306156.1|DANA
OG0005194	LOC108109086|XP_017072941.1|DEUG	LOC6495603|XP_032307263.1|DANA
OG0005195	LOC108112568|XP_017078021.1|DEUG	LOC6494569|XP_001960083.1|DANA
OG0005196	LOC108114581|XP_017081125.1|DEUG	LOC6493205|XP_001957259.1|DANA
OG0005197	LOC108107496|XP_017070533.1|DEUG	LOC6494242|XP_001960675.1|DANA
OG0005198	LOC108108084|XP_017071459.1|DEUG	LOC6507323|XP_001956249.3|DANA
OG0005199	LOC108112863|XP_017078678.1|DEUG	LOC6494008|XP_001961155.1|DANA
OG0005200	LOC108112531|XP_017077945.1|DEUG	LOC6495961|XP_001959937.1|DANA
OG0005201	LOC108107272|XP_017070195.1|DEUG	LOC6494378|XP_001960432.1|DANA
OG0005202	LOC108112690|XP_017078380.1|DEUG	LOC6496038|XP_001960097.2|DANA
OG0005203	LOC108106445|XP_017068967.1|DEUG	LOC6496331|XP_014763763.1|DANA
OG0005204	LOC108107004|XP_017069834.1|DEUG	LOC6497765|XP_001961400.2|DANA
OG0005205	LOC108110926|XP_017075694.1|DEUG	LOC6498486|XP_001962927.1|DANA
OG0005206	LOC108109244|XP_017073211.1|DEUG	LOC6495905|XP_001959830.1|DANA
OG0005207	LOC108104503|XP_017066109.1|DEUG	LOC6495314|XP_001958645.1|DANA
OG0005208	LOC108104767|XP_017066492.1|DEUG	LOC6494161|XP_001960847.1|DANA
OG0005209	LOC108105856|XP_017068119.1|DEUG	LOC6497719|XP_001961494.1|DANA
OG0005210	LOC108105849|XP_017068102.1|DEUG	LOC6497718|XP_032307452.1|DANA
OG0005211	LOC108108773|XP_017072431.1|DEUG	LOC6506130|XP_001958491.1|DANA
OG0005212	LOC108107211|XP_017070116.1|DEUG	LOC6496311|XP_001960676.1|DANA
OG0005213	LOC108109743|XP_017073895.1|DEUG	LOC6504104|XP_001964187.1|DANA
OG0005214	LOC108106101|XP_017068454.1|DEUG	LOC6497576|XP_001961780.2|DANA
OG0005215	LOC108111131|XP_017075982.1|DEUG	LOC6498062|XP_001962008.1|DANA
OG0005216	LOC108106940|XP_017069696.1|DEUG	LOC6496871|XP_001963237.1|DANA
OG0005217	LOC108114840|XP_017081472.1|DEUG	LOC6497248|XP_032307559.1|DANA
OG0005218	LOC108111129|XP_017075977.1|DEUG	LOC6504826|XP_014760469.1|DANA
OG0005219	LOC108104576|XP_017066221.1|DEUG	LOC6495797|XP_001959608.1|DANA
OG0005220	LOC108102842|XP_017063524.1|DEUG	LOC6507653|XP_001956081.1|DANA
OG0005221	LOC108111208|XP_017076094.1|DEUG	LOC6505365|XP_001964857.1|DANA
OG0005222	LOC108118449|XP_017086646.1|DEUG	LOC6497598|XP_032307783.1|DANA
OG0005223	LOC108111200|XP_017076083.1|DEUG	LOC6504338|XP_001965023.1|DANA
OG0005224	LOC108110645|XP_017075236.1|DEUG	LOC6498344|XP_032307791.1|DANA
OG0005225	LOC108111099|XP_017075928.1|DEUG	LOC6497163|XP_001962644.1|DANA
OG0005226	LOC108106145|XP_017068529.1|DEUG	LOC6497396|XP_032307331.1|DANA
OG0005227	LOC108103843|XP_017065068.1|DEUG	LOC6498139|XP_001962158.1|DANA
OG0005228	LOC108115943|XP_017083473.1|DEUG	LOC6497402|XP_032307620.1|DANA
OG0005229	LOC108110918|XP_017075678.1|DEUG	LOC6497891|XP_001961657.1|DANA
OG0005230	LOC108112249|XP_017077563.1|DEUG	LOC6497058|XP_001962836.1|DANA
OG0005231	LOC108104197|XP_017065630.1|DEUG	LOC6497676|XP_001961595.2|DANA
OG0005232	LOC108110839|XP_017075569.1|DEUG	LOC6497732|XP_032307377.1|DANA
OG0005233	LOC108105896|XP_017068168.1|DEUG	LOC6497714|XP_001961501.1|DANA
OG0005234	LOC108106854|XP_017069586.1|DEUG	LOC6497065|XP_001962820.3|DANA
OG0005235	LOC108105707|XP_017067907.1|DEUG	LOC6497883|XP_001961642.1|DANA
OG0005236	LOC108102659|XP_017063287.1|DEUG	LOC6506743|XP_001965240.1|DANA
OG0005237	LOC108102648|XP_017063264.1|DEUG	LOC6503824|XP_032311166.1|DANA
OG0005238	LOC108102649|XP_017063266.1|DEUG	LOC6503816|XP_001965244.1|DANA
OG0005239	LOC108110713|XP_017075346.1|DEUG	LOC6497432|XP_001962095.1|DANA
OG0005240	LOC108110806|XP_017075525.1|DEUG	LOC6496932|XP_032311045.1|DANA
OG0005241	LOC108102639|XP_017063249.1|DEUG	LOC6497553|XP_001961835.1|DANA
OG0005242	LOC108111120|XP_017075961.1|DEUG	LOC6498626|XP_001963182.1|DANA
OG0005243	LOC108110973|XP_017075764.1|DEUG	LOC6497639|XP_001961658.2|DANA
OG0005244	LOC108117235|XP_017085058.1|DEUG	LOC6500658|XP_001953665.1|DANA
OG0005245	LOC108116224|XP_017083504.1|DEUG	LOC6500112|XP_032305902.1|DANA
OG0005246	LOC108111006|XP_017075806.1|DEUG	LOC6507425|XP_001965374.1|DANA
OG0005247	LOC108109122|XP_017073007.1|DEUG	LOC6494699|XP_001959833.1|DANA
OG0005248	LOC108105636|XP_017067814.1|DEUG, LOC108103733|XP_017064822.1|DEUG	LOC6494653|XP_001965951.3|DANA
OG0005249	LOC108105270|XP_017067239.1|DEUG	LOC6501021|XP_001954390.2|DANA
OG0005250	LOC108103390|XP_017064334.1|DEUG	LOC6497149|XP_032311015.1|DANA
OG0005251	LOC108110956|XP_017075741.1|DEUG	LOC6496940|XP_032311418.1|DANA
OG0005252	LOC108106837|XP_017069563.1|DEUG	LOC6497527|XP_032307425.1|DANA
OG0005253	LOC108115509|XP_017082492.1|DEUG	LOC6506776|XP_032311245.1|DANA
OG0005254	LOC108106875|XP_017069611.1|DEUG	LOC6497074|XP_001962804.1|DANA
OG0005255	LOC108107133|XP_017070023.1|DEUG	LOC6497073|XP_001962805.2|DANA
OG0005256	LOC108105201|XP_017067142.1|DEUG	LOC26514584|XP_014760154.1|DANA
OG0005257	LOC108106142|XP_017068526.1|DEUG	LOC6497497|XP_001961961.1|DANA
OG0005258	LOC108108254|XP_017071708.1|DEUG	LOC6505387|XP_001964874.1|DANA
OG0005259	LOC108105841|XP_017068087.1|DEUG	LOC6498224|XP_001962332.2|DANA
OG0005260	LOC108105843|XP_017068093.1|DEUG	LOC6497318|XP_001962333.1|DANA
OG0005261	LOC108110913|XP_017075669.1|DEUG	LOC6496920|XP_001963140.1|DANA
OG0005262	LOC108102613|XP_017063206.1|DEUG	LOC6497213|XP_001962547.1|DANA
OG0005263	LOC108106956|XP_017069722.1|DEUG	LOC6498433|XP_001962810.1|DANA
OG0005264	LOC108111608|XP_017076626.1|DEUG	LOC6501383|XP_001955121.2|DANA
OG0005265	LOC108106992|XP_017069819.1|DEUG	LOC6497069|XP_032310880.1|DANA
OG0005266	LOC108105158|XP_017067082.1|DEUG	LOC6497735|XP_001961458.1|DANA
OG0005267	LOC108110847|XP_017075580.1|DEUG	LOC6503293|XP_001967566.1|DANA
OG0005268	LOC108110845|XP_017075578.1|DEUG	LOC6503297|XP_001967565.1|DANA
OG0005269	LOC108110977|XP_017075771.1|DEUG	LOC6496722|XP_032309171.1|DANA
OG0005270	LOC108111982|XP_017077196.1|DEUG	LOC6497943|XP_001961767.1|DANA
OG0005271	LOC108107076|XP_017069935.1|DEUG	LOC6497512|XP_001961930.1|DANA
OG0005272	LOC108107118|XP_017069998.1|DEUG	LOC6498032|XP_001961932.1|DANA
OG0005273	LOC108106087|XP_017068436.1|DEUG	LOC6498033|XP_001961939.1|DANA
OG0005274	LOC108112346|XP_017077666.1|DEUG	LOC6497582|XP_001961770.1|DANA
OG0005275	LOC108110920|XP_017075682.1|DEUG	LOC6496955|XP_032310987.1|DANA
OG0005276	LOC108110985|XP_017075783.1|DEUG	LOC6498059|XP_001961992.1|DANA
OG0005277	LOC108110469|XP_017075026.1|DEUG	LOC6497471|XP_001962006.2|DANA
OG0005278	LOC108109227|XP_017073188.1|DEUG	LOC6495042|XP_001959181.1|DANA
OG0005279	LOC108113448|XP_017079510.1|DEUG	LOC6497327|XP_032307553.1|DANA
OG0005280	LOC108102657|XP_017063285.1|DEUG	LOC6497557|XP_001961823.1|DANA
OG0005281	LOC108110910|XP_017075666.1|DEUG	LOC6498316|XP_001962520.1|DANA
