Orthogroup	DEUG.longest_only	DKIK.longest_only
OG0005816	LOC108109357|XP_017073313.1|DEUG	LOC108084973|XP_017036882.1|DKIK
OG0005817	LOC108109533|XP_017073586.1|DEUG	LOC108084941|XP_017036828.1|DKIK
OG0005818	LOC108113641|XP_017079800.1|DEUG	LOC108077629|XP_017026530.1|DKIK
OG0005819	LOC108116229|XP_017083509.1|DEUG	LOC108081196|XP_017031751.1|DKIK
OG0005820	LOC108116231|XP_017083510.1|DEUG	LOC108081197|XP_017031752.1|DKIK
OG0005821	LOC108116237|XP_017083517.1|DEUG	LOC108081232|XP_017031800.1|DKIK
OG0005822	LOC108106981|XP_017069806.1|DEUG	LOC108077386|XP_017026168.1|DKIK
OG0005823	LOC108105350|XP_017067351.1|DEUG	LOC108079959|XP_017030009.1|DKIK
OG0005824	LOC108116167|XP_017083392.1|DEUG	LOC108075537|XP_017023523.1|DKIK
OG0005825	LOC108113948|XP_017080149.1|DEUG	LOC108074020|XP_017021376.1|DKIK
OG0005826	LOC108104984|XP_017066849.1|DEUG	LOC108074062|XP_017021426.1|DKIK
OG0005827	LOC108113525|XP_017079607.1|DEUG	LOC108082666|XP_017033656.1|DKIK
OG0005828	LOC108107961|XP_017071289.1|DEUG	LOC108071645|XP_017017925.1|DKIK
OG0005829	LOC108109543|XP_017073601.1|DEUG	LOC108085454|XP_017037556.1|DKIK
OG0005830	LOC108108125|XP_017071535.1|DEUG	LOC108072712|XP_017019449.1|DKIK
OG0005831	LOC108108245|XP_017071703.1|DEUG	LOC108072654|XP_017019376.1|DKIK
OG0005832	LOC108108218|XP_017071675.1|DEUG	LOC108072784|XP_017019554.1|DKIK
OG0005833	LOC108107841|XP_017071083.1|DEUG	LOC108072722|XP_017019470.1|DKIK
OG0005834	LOC108107846|XP_017071089.1|DEUG	LOC108072634|XP_017019354.1|DKIK
OG0005835	LOC108107594|XP_017070646.1|DEUG	LOC108072819|XP_017019602.1|DKIK
OG0005836	LOC108108594|XP_017072180.1|DEUG	LOC108077535|XP_017026410.1|DKIK
OG0005837	LOC108116663|XP_017084144.1|DEUG	LOC108073238|XP_017020279.1|DKIK
OG0005838	LOC108111563|XP_017076576.1|DEUG	LOC108070717|XP_017016799.1|DKIK
OG0005839	LOC108110663|XP_017075269.1|DEUG	LOC108086251|XP_017038623.1|DKIK
OG0005840	LOC108105285|XP_017067263.1|DEUG	LOC108083211|XP_017034409.1|DKIK
OG0005841	LOC108115109|XP_017081848.1|DEUG	LOC108084049|XP_017035555.1|DKIK
OG0005842	LOC108104396|XP_017065924.1|DEUG	LOC108076011|XP_017024156.1|DKIK
OG0005843	LOC108105998|XP_017068325.1|DEUG	LOC108072742|XP_017019499.1|DKIK
OG0005844	LOC108108531|XP_017072092.1|DEUG	LOC108085520|XP_017037639.1|DKIK
OG0005845	LOC108115011|XP_017081742.1|DEUG	LOC108084346|XP_017035997.1|DKIK
OG0005846	LOC108109461|XP_017073448.1|DEUG	LOC108080971|XP_017031374.1|DKIK
OG0005847	LOC108108314|XP_017071826.1|DEUG	LOC108072135|XP_017018662.1|DKIK
OG0005848	LOC108104934|XP_017066777.1|DEUG	LOC108080525|XP_017030807.1|DKIK
OG0005849	LOC108104324|XP_017065796.1|DEUG	LOC108084441|XP_017036138.1|DKIK
OG0005850	LOC108103623|XP_017064657.1|DEUG	LOC108079144|XP_017028881.1|DKIK
OG0005851	LOC108107003|XP_017069833.1|DEUG	LOC108075921|XP_017024045.1|DKIK
OG0005852	LOC108116430|XP_017083813.1|DEUG	LOC108077725|XP_017026669.1|DKIK
OG0005853	LOC108117369|XP_017085246.1|DEUG	LOC108083472|XP_017034749.1|DKIK
OG0005854	LOC108115141|XP_017081926.1|DEUG	LOC108077700|XP_017026627.1|DKIK
OG0005855	LOC108110295|XP_017074784.1|DEUG	LOC108076115|XP_017024332.1|DKIK
OG0005856	LOC108115209|XP_017082033.1|DEUG	LOC108084465|XP_017036169.1|DKIK
OG0005857	LOC108109856|XP_017074166.1|DEUG, LOC108117104|XP_017084809.1|DEUG	LOC108078246|XP_017027504.1|DKIK
OG0005858	LOC108111818|XP_017076911.1|DEUG	LOC108085652|XP_017037831.1|DKIK
OG0005859	LOC108102686|XP_017063315.1|DEUG	LOC108077458|XP_017026271.1|DKIK
OG0005860	LOC108116203|XP_017083451.1|DEUG	LOC108085438|XP_017037523.1|DKIK
OG0005861	LOC108109364|XP_017073322.1|DEUG	LOC108077655|XP_017026563.1|DKIK
OG0005862	LOC108104545|XP_017066174.1|DEUG	LOC108070780|XP_017016868.1|DKIK
OG0005863	LOC108109248|XP_017073219.1|DEUG	LOC108076301|XP_017024561.1|DKIK
OG0005864	LOC108109463|XP_017073466.1|DEUG	LOC108080973|XP_017031384.1|DKIK
OG0005865	LOC108117487|XP_017085452.1|DEUG	LOC108073221|XP_017020244.1|DKIK
OG0005866	LOC108106337|XP_017068802.1|DEUG	LOC108073149|XP_017020146.1|DKIK
OG0005867	LOC108106702|XP_017069811.1|DEUG	LOC108072586|XP_017019283.1|DKIK
OG0005868	LOC108106770|XP_017069498.1|DEUG	LOC108076316|XP_017024585.1|DKIK
OG0005869	LOC108110319|XP_017074825.1|DEUG	LOC108071236|XP_017017408.1|DKIK
OG0005870	LOC108104432|XP_017065978.1|DEUG	LOC108084595|XP_017036363.1|DKIK
OG0005871	LOC108118392|XP_017086558.1|DEUG	LOC108083474|XP_017034752.1|DKIK
OG0005872	LOC108109554|XP_017073614.1|DEUG	LOC108073551|XP_017020724.1|DKIK
OG0005873	LOC108108292|XP_017071785.1|DEUG	LOC108072076|XP_017018570.1|DKIK
OG0005874	LOC108110057|XP_017074423.1|DEUG	LOC108071474|XP_017017721.1|DKIK
OG0005875	LOC108109275|XP_017073256.1|DEUG	LOC108078358|XP_017027664.1|DKIK
OG0005876	LOC108110294|XP_017074781.1|DEUG	LOC108080329|XP_017030518.1|DKIK
OG0005877	LOC108104938|XP_017066785.1|DEUG	LOC108084845|XP_017036711.1|DKIK
OG0005878	LOC108103854|XP_017065044.1|DEUG	LOC108083512|XP_017034811.1|DKIK
OG0005879	LOC108117459|XP_017085372.1|DEUG	LOC108083498|XP_017034792.1|DKIK
OG0005880	LOC108108814|XP_017072489.1|DEUG	LOC108084765|XP_017036572.1|DKIK
OG0005881	LOC108106025|XP_017068363.1|DEUG	LOC108072721|XP_017019469.1|DKIK
OG0005882	LOC108102984|XP_017063783.1|DEUG	LOC108083504|XP_017034801.1|DKIK
OG0005883	LOC108104678|XP_017066358.1|DEUG	LOC108079082|XP_017028795.1|DKIK
OG0005884	LOC108114563|XP_017081102.1|DEUG	LOC108080205|XP_017030350.1|DKIK
OG0005885	LOC108105985|XP_017068304.1|DEUG	LOC108075214|XP_017023042.1|DKIK
OG0005886	LOC108107561|XP_017070604.1|DEUG	LOC108083058|XP_017034178.1|DKIK
OG0005887	LOC108105996|XP_017068322.1|DEUG	LOC108072719|XP_017019465.1|DKIK
OG0005888	LOC108116768|XP_017084286.1|DEUG	LOC108083324|XP_017034556.1|DKIK
OG0005889	LOC108108026|XP_017071379.1|DEUG	LOC108070423|XP_017016365.1|DKIK
OG0005890	LOC108103683|XP_017064761.1|DEUG	LOC108083829|XP_017035289.1|DKIK
OG0005891	LOC108114447|XP_017080935.1|DEUG	LOC108073964|XP_017021290.1|DKIK
OG0005892	LOC108114543|XP_017081077.1|DEUG	LOC108073972|XP_017021304.1|DKIK
OG0005893	LOC108104297|XP_017065760.1|DEUG	LOC108072781|XP_017019550.1|DKIK
OG0005894	LOC108104298|XP_017065761.1|DEUG	LOC108072782|XP_017019552.1|DKIK
OG0005895	LOC108104299|XP_017065762.1|DEUG	LOC108072783|XP_017019553.1|DKIK
OG0005896	LOC108114638|XP_017081196.1|DEUG	LOC108075291|XP_017023173.1|DKIK
OG0005897	LOC108104016|XP_017065335.1|DEUG, LOC108113832|XP_017080029.1|DEUG	LOC108084784|XP_017036600.1|DKIK
OG0005898	LOC108110039|XP_017074386.1|DEUG	LOC108085071|XP_017037030.1|DKIK
OG0005899	LOC108113225|XP_017079251.1|DEUG	LOC108081822|XP_017032552.1|DKIK
OG0005900	LOC108110864|XP_017075600.1|DEUG	LOC108074265|XP_017021725.1|DKIK
OG0005901	LOC108112953|XP_017078842.1|DEUG	LOC108072314|XP_017018877.1|DKIK
OG0005902	LOC108106512|XP_017069095.1|DEUG	LOC108074755|XP_017022420.1|DKIK
OG0005903	LOC108116377|XP_017083706.1|DEUG	LOC108084861|XP_017036735.1|DKIK
OG0005904	LOC108116659|XP_017084139.1|DEUG	LOC108081113|XP_017031603.1|DKIK
OG0005905	LOC108107887|XP_017071166.1|DEUG	LOC108083110|XP_017034261.1|DKIK
OG0005906	LOC108108508|XP_017072065.1|DEUG	LOC108083046|XP_017034164.1|DKIK
OG0005907	LOC108114335|XP_017080750.1|DEUG	LOC108082996|XP_017034107.1|DKIK
OG0005908	LOC108117348|XP_017085210.1|DEUG	LOC108083665|XP_017035026.1|DKIK
OG0005909	LOC108108805|XP_017072477.1|DEUG	LOC108070470|XP_017016440.1|DKIK
OG0005910	LOC108113083|XP_017079018.1|DEUG	LOC108082414|XP_017033252.1|DKIK
OG0005911	LOC108113084|XP_017079019.1|DEUG	LOC108082416|XP_017033255.1|DKIK
OG0005912	LOC108112657|XP_017078276.1|DEUG	LOC108082417|XP_017033256.1|DKIK
OG0005913	LOC108115652|XP_017082696.1|DEUG	LOC108083704|XP_017035090.1|DKIK
OG0005914	LOC108106264|XP_017068719.1|DEUG	LOC108072891|XP_017019703.1|DKIK
OG0005915	LOC108106586|XP_017069257.1|DEUG	LOC108073058|XP_017020014.1|DKIK
OG0005916	LOC108109184|XP_017073103.1|DEUG	LOC108078437|XP_017027807.1|DKIK
OG0005917	LOC108111909|XP_017077037.1|DEUG	LOC108082328|XP_017033147.1|DKIK
OG0005918	LOC108117438|XP_017085347.1|DEUG	LOC108071855|XP_017018261.1|DKIK
OG0005919	LOC108104758|XP_017066482.1|DEUG	LOC108077927|XP_017026956.1|DKIK
OG0005920	LOC108113067|XP_017078994.1|DEUG	LOC108082425|XP_017033280.1|DKIK
OG0005921	LOC108113715|XP_017079889.1|DEUG	LOC108079880|XP_017029886.1|DKIK
OG0005922	LOC108104385|XP_017065911.1|DEUG	LOC108083525|XP_017034846.1|DKIK
OG0005923	LOC108108224|XP_017071681.1|DEUG	LOC108074019|XP_017021375.1|DKIK
OG0005924	LOC108106011|XP_017068346.1|DEUG	LOC108075326|XP_017023220.1|DKIK
OG0005925	LOC108108197|XP_017071638.1|DEUG	LOC108070498|XP_017016482.1|DKIK
OG0005926	LOC108103432|XP_017064391.1|DEUG	LOC108083911|XP_017035396.1|DKIK
OG0005927	LOC108115298|XP_017082182.1|DEUG	LOC108085419|XP_017037479.1|DKIK
OG0005928	LOC108109693|XP_017073793.1|DEUG	LOC108080145|XP_017030267.1|DKIK
OG0005929	LOC108114195|XP_017080502.1|DEUG	LOC108079890|XP_017029904.1|DKIK
OG0005930	LOC108106336|XP_017068800.1|DEUG	LOC108073079|XP_017020034.1|DKIK
OG0005931	LOC108114920|XP_017081596.1|DEUG	LOC108076536|XP_017024938.1|DKIK
OG0005932	LOC108113122|XP_017079112.1|DEUG	LOC108085204|XP_017037210.1|DKIK
OG0005933	LOC108104537|XP_017066160.1|DEUG	LOC108082440|XP_017033299.1|DKIK
OG0005934	LOC108106494|XP_017069073.1|DEUG	LOC108078353|XP_017027656.1|DKIK
OG0005935	LOC108116771|XP_017084290.1|DEUG	LOC108081869|XP_017032597.1|DKIK
OG0005936	LOC108107167|XP_017070069.1|DEUG	LOC108075962|XP_017024100.1|DKIK
OG0005937	LOC108116774|XP_017084294.1|DEUG	LOC108081867|XP_017032596.1|DKIK
OG0005938	LOC108112944|XP_017078830.1|DEUG	LOC108076211|XP_017024439.1|DKIK
OG0005939	LOC108102966|XP_017063756.1|DEUG	LOC108074142|XP_017021531.1|DKIK
OG0005940	LOC108112840|XP_017078637.1|DEUG	LOC108072306|XP_017018864.1|DKIK
OG0005941	LOC108107436|XP_017070462.1|DEUG	LOC108071984|XP_017018446.1|DKIK
OG0005942	LOC108111621|XP_017076642.1|DEUG	LOC108085153|XP_017037168.1|DKIK
OG0005943	LOC108114904|XP_017081566.1|DEUG	LOC108076363|XP_017024651.1|DKIK
OG0005944	LOC108114919|XP_017081595.1|DEUG	LOC108076506|XP_017024895.1|DKIK
OG0005945	LOC108112769|XP_017078521.1|DEUG	LOC108078544|XP_017027947.1|DKIK
OG0005946	LOC108112307|XP_017077621.1|DEUG	LOC108078381|XP_017027706.1|DKIK
OG0005947	LOC108112538|XP_017077953.1|DEUG	LOC108076382|XP_017024693.1|DKIK
OG0005948	LOC108108555|XP_017072125.1|DEUG	LOC108083047|XP_017034165.1|DKIK
OG0005949	LOC108108678|XP_017072272.1|DEUG	LOC108070497|XP_017016481.1|DKIK
OG0005950	LOC108112296|XP_017077613.1|DEUG	LOC108082067|XP_017032839.1|DKIK
OG0005951	LOC108114577|XP_017081118.1|DEUG	LOC108078591|XP_017028000.1|DKIK
OG0005952	LOC108112287|XP_017077603.1|DEUG	LOC108082066|XP_017032837.1|DKIK
OG0005953	LOC108115547|XP_017082541.1|DEUG	LOC108081449|XP_017032127.1|DKIK
OG0005954	LOC108115534|XP_017082525.1|DEUG	LOC108081400|XP_017032049.1|DKIK
OG0005955	LOC108109865|XP_017074146.1|DEUG	LOC108073252|XP_017020298.1|DKIK
OG0005956	LOC108112879|XP_017078713.1|DEUG	LOC108070855|XP_017016974.1|DKIK
OG0005957	LOC108117556|XP_017085554.1|DEUG	LOC108073263|XP_017020310.1|DKIK
OG0005958	LOC108113656|XP_017079817.1|DEUG	LOC108077898|XP_017026926.1|DKIK
OG0005959	LOC108110907|XP_017075657.1|DEUG	LOC108077310|XP_017026087.1|DKIK
OG0005960	LOC108106040|XP_017068380.1|DEUG	LOC108079210|XP_017028967.1|DKIK
OG0005961	LOC108112653|XP_017078273.1|DEUG	LOC108082412|XP_017033249.1|DKIK
OG0005962	LOC108108872|XP_017072579.1|DEUG	LOC108076715|XP_017025166.1|DKIK
OG0005963	LOC108112457|XP_017077802.1|DEUG	LOC108082086|XP_017032870.1|DKIK
OG0005964	LOC108113200|XP_017079219.1|DEUG	LOC108072377|XP_017018966.1|DKIK
OG0005965	LOC108104811|XP_017066582.1|DEUG	LOC108078534|XP_017027935.1|DKIK
OG0005966	LOC108106745|XP_017069472.1|DEUG	LOC108082429|XP_017033288.1|DKIK
OG0005967	LOC108109165|XP_017073077.1|DEUG	LOC108084145|XP_017035684.1|DKIK
OG0005968	LOC108109280|XP_017073261.1|DEUG	LOC108084159|XP_017035710.1|DKIK
OG0005969	LOC108107452|XP_017070490.1|DEUG	LOC108071996|XP_017018460.1|DKIK
OG0005970	LOC108114664|XP_017081232.1|DEUG	LOC108080668|XP_017030993.1|DKIK
OG0005971	LOC108106416|XP_017068928.1|DEUG	LOC108085122|XP_017037111.1|DKIK
OG0005972	LOC108114530|XP_017081054.1|DEUG	LOC108075008|XP_017022742.1|DKIK
OG0005973	LOC108107562|XP_017070608.1|DEUG	LOC108073904|XP_017021188.1|DKIK
OG0005974	LOC108114328|XP_017080736.1|DEUG	LOC108075015|XP_017022753.1|DKIK
OG0005975	LOC108114618|XP_017081174.1|DEUG	LOC108075013|XP_017022749.1|DKIK
OG0005976	LOC108105291|XP_017067272.1|DEUG	LOC108083213|XP_017034412.1|DKIK
OG0005977	LOC108109252|XP_017073223.1|DEUG	LOC108076773|XP_017025266.1|DKIK
OG0005978	LOC108112479|XP_017077827.1|DEUG	LOC108076483|XP_017024861.1|DKIK
OG0005979	LOC108112049|XP_017077291.1|DEUG	LOC108078458|XP_017027839.1|DKIK
OG0005980	LOC108113360|XP_017079413.1|DEUG	LOC108081829|XP_017032559.1|DKIK
OG0005981	LOC108104348|XP_017065842.1|DEUG	LOC108079336|XP_017029128.1|DKIK
OG0005982	LOC108113317|XP_017079362.1|DEUG	LOC108081828|XP_017032557.1|DKIK
OG0005983	LOC108105029|XP_017066915.1|DEUG	LOC108083378|XP_017034614.1|DKIK
OG0005984	LOC108105368|XP_017067390.1|DEUG	LOC108080354|XP_017030547.1|DKIK
OG0005985	LOC108111852|XP_017076950.1|DEUG	LOC108084468|XP_017036170.1|DKIK
OG0005986	LOC108117621|XP_017085638.1|DEUG	LOC108084676|XP_017036494.1|DKIK
OG0005987	LOC108105069|XP_017066978.1|DEUG	LOC108083879|XP_017035358.1|DKIK
OG0005988	LOC108106610|XP_017069298.1|DEUG	LOC108073082|XP_017020039.1|DKIK
OG0005989	LOC108106520|XP_017069114.1|DEUG	LOC108079788|XP_017029739.1|DKIK
OG0005990	LOC108113013|XP_017078923.1|DEUG	LOC108082483|XP_017033386.1|DKIK
OG0005991	LOC108104496|XP_017066099.1|DEUG	LOC108082450|XP_017033310.1|DKIK
OG0005992	LOC108114573|XP_017081113.1|DEUG	LOC108071947|XP_017018401.1|DKIK
OG0005993	LOC108114574|XP_017081114.1|DEUG	LOC108071948|XP_017018402.1|DKIK
OG0005994	LOC108108712|XP_017072333.1|DEUG	LOC108083291|XP_017034511.1|DKIK
OG0005995	LOC108114714|XP_017081305.1|DEUG	LOC108075004|XP_017022738.1|DKIK
OG0005996	LOC108108690|XP_017072284.1|DEUG	LOC108084777|XP_017036586.1|DKIK
OG0005997	LOC108113136|XP_017079132.1|DEUG	LOC108078528|XP_017027926.1|DKIK
OG0005998	LOC108104253|XP_017065691.1|DEUG	LOC108072685|XP_017019412.1|DKIK
OG0005999	LOC108104738|XP_017066464.1|DEUG	LOC108078575|XP_017027987.1|DKIK
OG0006000	LOC108112595|XP_017078134.1|DEUG	LOC108076278|XP_017024515.1|DKIK
OG0006001	LOC108107624|XP_017070682.1|DEUG	LOC108085990|XP_017038281.1|DKIK
OG0006002	LOC108107284|XP_017070227.1|DEUG	LOC108072139|XP_017018667.1|DKIK
OG0006003	LOC108104300|XP_017065763.1|DEUG	LOC108072759|XP_017019521.1|DKIK
OG0006004	LOC108114966|XP_017081662.1|DEUG	LOC108080798|XP_017031179.1|DKIK
OG0006005	LOC108106430|XP_017068947.1|DEUG	LOC108078221|XP_017027402.1|DKIK
OG0006006	LOC108109096|XP_017072968.1|DEUG	LOC108078459|XP_017027840.1|DKIK
OG0006007	LOC108111618|XP_017076637.1|DEUG	LOC108085113|XP_017037081.1|DKIK
OG0006008	LOC108110931|XP_017075701.1|DEUG	LOC108082199|XP_017033016.1|DKIK
OG0006009	LOC108114363|XP_017080799.1|DEUG	LOC108075249|XP_017023096.1|DKIK
OG0006010	LOC108108727|XP_017072349.1|DEUG	LOC108083266|XP_017034464.1|DKIK
OG0006011	LOC108104647|XP_017066316.1|DEUG	LOC108079100|XP_017028817.1|DKIK
OG0006012	LOC108114194|XP_017080494.1|DEUG	LOC108073929|XP_017021218.1|DKIK
OG0006013	LOC108112121|XP_017077361.1|DEUG	LOC108081789|XP_017032495.1|DKIK
OG0006014	LOC108104009|XP_017065322.1|DEUG	LOC108084806|XP_017036654.1|DKIK
OG0006015	LOC108106530|XP_017069154.1|DEUG	LOC108072427|XP_017019034.1|DKIK
OG0006016	LOC108104535|XP_017066158.1|DEUG	LOC108082438|XP_017033296.1|DKIK
OG0006017	LOC108106760|XP_017069489.1|DEUG	LOC108074699|XP_017022329.1|DKIK
OG0006018	LOC108111991|XP_017077208.1|DEUG	LOC108082522|XP_017033439.1|DKIK
OG0006019	LOC108113296|XP_017079336.1|DEUG	LOC108084323|XP_017035974.1|DKIK
OG0006020	LOC108114466|XP_017080963.1|DEUG	LOC108075237|XP_017023082.1|DKIK
OG0006021	LOC108107966|XP_017071295.1|DEUG	LOC108070428|XP_017016380.1|DKIK
OG0006022	LOC108111066|XP_017075883.1|DEUG	LOC108079974|XP_017030026.1|DKIK
OG0006023	LOC108113603|XP_017079747.1|DEUG	LOC108083147|XP_017034321.1|DKIK
OG0006024	LOC108103795|XP_017064915.1|DEUG	LOC108079940|XP_017029973.1|DKIK
OG0006025	LOC108106522|XP_017069119.1|DEUG	LOC108082531|XP_017033455.1|DKIK
OG0006026	LOC108115645|XP_017082688.1|DEUG	LOC108084048|XP_017035554.1|DKIK
OG0006027	LOC108114892|XP_017081539.1|DEUG	LOC108070837|XP_017016948.1|DKIK
OG0006028	LOC108106775|XP_017069505.1|DEUG	LOC108074753|XP_017022417.1|DKIK
OG0006029	LOC108104548|XP_017066178.1|DEUG	LOC108082496|XP_017033406.1|DKIK
OG0006030	LOC108117508|XP_017085485.1|DEUG	LOC108073589|XP_017020771.1|DKIK
OG0006031	LOC108106759|XP_017069487.1|DEUG	LOC108082610|XP_017033578.1|DKIK
OG0006032	LOC108117710|XP_017085751.1|DEUG	LOC108074172|XP_017021593.1|DKIK
OG0006033	LOC108106755|XP_017069484.1|DEUG	LOC108074701|XP_017022330.1|DKIK
OG0006034	LOC108110157|XP_017074568.1|DEUG	LOC108071247|XP_017017421.1|DKIK
OG0006035	LOC108116413|XP_017083786.1|DEUG	LOC108081073|XP_017031543.1|DKIK
OG0006036	LOC108110508|XP_017075077.1|DEUG	LOC108076870|XP_017025388.1|DKIK
OG0006037	LOC108106534|XP_017069161.1|DEUG	LOC108076468|XP_017024843.1|DKIK
OG0006038	LOC108115397|XP_017082323.1|DEUG	LOC108073225|XP_017020251.1|DKIK
OG0006039	LOC108111623|XP_017076646.1|DEUG	LOC108085150|XP_017037162.1|DKIK
OG0006040	LOC108106248|XP_017068703.1|DEUG	LOC108079824|XP_017029809.1|DKIK
OG0006041	LOC108103702|XP_017064787.1|DEUG	LOC108074946|XP_017022668.1|DKIK
OG0006042	LOC108112512|XP_017077889.1|DEUG	LOC108082480|XP_017033378.1|DKIK
OG0006043	LOC108108628|XP_017072217.1|DEUG	LOC108080678|XP_017031000.1|DKIK
OG0006044	LOC108105462|XP_017067551.1|DEUG	LOC108080332|XP_017030521.1|DKIK
OG0006045	LOC108110353|XP_017074881.1|DEUG	LOC108085108|XP_017037075.1|DKIK
OG0006046	LOC108112924|XP_017078805.1|DEUG	LOC108076286|XP_017024531.1|DKIK
OG0006047	LOC108106023|XP_017068361.1|DEUG	LOC108083083|XP_017034216.1|DKIK
OG0006048	LOC108114650|XP_017081211.1|DEUG	LOC108074016|XP_017021372.1|DKIK
OG0006049	LOC108102932|XP_017063682.1|DEUG	LOC108076734|XP_017025206.1|DKIK
OG0006050	LOC108105208|XP_017067150.1|DEUG	LOC108080423|XP_017030645.1|DKIK, LOC108086032|XP_017038339.1|DKIK
OG0006051	LOC108117550|XP_017085551.1|DEUG	LOC108080383|XP_017030593.1|DKIK
OG0006052	LOC108107374|XP_017070370.1|DEUG	LOC108072362|XP_017018943.1|DKIK
OG0006053	LOC108109900|XP_017074196.1|DEUG	LOC108071969|XP_017018434.1|DKIK
OG0006054	LOC108108672|XP_017072269.1|DEUG	LOC108083269|XP_017034480.1|DKIK
OG0006055	LOC108111815|XP_017076908.1|DEUG	LOC108077810|XP_017026817.1|DKIK
OG0006056	LOC108113228|XP_017079254.1|DEUG	LOC108082327|XP_017033146.1|DKIK
OG0006057	LOC108102845|XP_017063526.1|DEUG	LOC108075260|XP_017023112.1|DKIK
OG0006058	LOC108117262|XP_017085104.1|DEUG	LOC108085705|XP_017037909.1|DKIK
OG0006059	LOC108107969|XP_017071298.1|DEUG	LOC108070429|XP_017016381.1|DKIK
OG0006060	LOC108107971|XP_017071302.1|DEUG	LOC108070430|XP_017016384.1|DKIK
OG0006061	LOC108117700|XP_017085727.1|DEUG	LOC108071744|XP_017018056.1|DKIK
OG0006062	LOC108116342|XP_017083646.1|DEUG	LOC108084880|XP_017036764.1|DKIK
OG0006063	LOC108111169|XP_017076037.1|DEUG	LOC108082019|XP_017032773.1|DKIK
OG0006064	LOC108106591|XP_017069263.1|DEUG	LOC108072328|XP_017018897.1|DKIK
OG0006065	LOC108107687|XP_017070780.1|DEUG	LOC108075050|XP_017022817.1|DKIK
OG0006066	LOC108112130|XP_017077369.1|DEUG	LOC108081821|XP_017032549.1|DKIK
OG0006067	LOC108104472|XP_017066026.1|DEUG	LOC108078495|XP_017027867.1|DKIK
OG0006068	LOC108105010|XP_017066879.1|DEUG	LOC108082918|XP_017033995.1|DKIK
OG0006069	LOC108108612|XP_017072200.1|DEUG	LOC108080563|XP_017030857.1|DKIK
OG0006070	LOC108108677|XP_017072271.1|DEUG	LOC108083242|XP_017034437.1|DKIK
OG0006071	LOC108115863|XP_017082977.1|DEUG	LOC108083763|XP_017035175.1|DKIK
OG0006072	LOC108107574|XP_017070624.1|DEUG	LOC108075057|XP_017022827.1|DKIK
OG0006073	LOC108104745|XP_017066475.1|DEUG	LOC108073453|XP_017020574.1|DKIK
OG0006074	LOC108104352|XP_017065847.1|DEUG	LOC108079254|XP_017029032.1|DKIK
OG0006075	LOC108117430|XP_017085332.1|DEUG	LOC108071811|XP_017018201.1|DKIK
OG0006076	LOC108106800|XP_017069533.1|DEUG	LOC108074217|XP_017021650.1|DKIK
OG0006077	LOC108108750|XP_017072397.1|DEUG	LOC108083286|XP_017034505.1|DKIK
OG0006078	LOC108108781|XP_017072441.1|DEUG	LOC108083263|XP_017034461.1|DKIK
OG0006079	LOC108114197|XP_017080504.1|DEUG	LOC108075229|XP_017023064.1|DKIK
OG0006080	LOC108117350|XP_017085214.1|DEUG	LOC108078270|XP_017027512.1|DKIK
OG0006081	LOC108104797|XP_017066555.1|DEUG	LOC108078091|XP_017027172.1|DKIK
OG0006082	LOC108104818|XP_017066591.1|DEUG	LOC108078097|XP_017027180.1|DKIK
OG0006083	LOC108108532|XP_017072093.1|DEUG	LOC108085521|XP_017037640.1|DKIK
OG0006084	LOC108118229|XP_017086300.1|DEUG	LOC108083109|XP_017034259.1|DKIK
OG0006085	LOC108108813|XP_017072488.1|DEUG	LOC108083301|XP_017034528.1|DKIK
OG0006086	LOC108108816|XP_017072496.1|DEUG	LOC108084770|XP_017036577.1|DKIK
OG0006087	LOC108112925|XP_017078806.1|DEUG	LOC108076455|XP_017024821.1|DKIK
OG0006088	LOC108108652|XP_017072244.1|DEUG	LOC108080666|XP_017030987.1|DKIK
OG0006089	LOC108104439|XP_017065987.1|DEUG	LOC108080236|XP_017030381.1|DKIK
OG0006090	LOC108114253|XP_017080636.1|DEUG	LOC108071499|XP_017017749.1|DKIK
OG0006091	LOC108114595|XP_017081140.1|DEUG	LOC108078698|XP_017028140.1|DKIK
OG0006092	LOC108103874|XP_017065089.1|DEUG	LOC108085952|XP_017038228.1|DKIK
OG0006093	LOC108104809|XP_017066580.1|DEUG	LOC108078527|XP_017027925.1|DKIK
OG0006094	LOC108114584|XP_017081127.1|DEUG	LOC108073798|XP_017021059.1|DKIK
OG0006095	LOC108104528|XP_017066149.1|DEUG	LOC108078125|XP_017027237.1|DKIK
OG0006096	LOC108106658|XP_017069368.1|DEUG	LOC108076430|XP_017024773.1|DKIK
OG0006097	LOC108108504|XP_017072059.1|DEUG	LOC108080656|XP_017030969.1|DKIK
OG0006098	LOC108104186|XP_017065615.1|DEUG	LOC108086126|XP_017038465.1|DKIK
OG0006099	LOC108106389|XP_017068884.1|DEUG	LOC108072431|XP_017019041.1|DKIK
OG0006100	LOC108113286|XP_017079325.1|DEUG	LOC108086147|XP_017038498.1|DKIK
OG0006101	LOC108110889|XP_017075636.1|DEUG	LOC108077202|XP_017025938.1|DKIK
OG0006102	LOC108109235|XP_017073196.1|DEUG	LOC108076619|XP_017025035.1|DKIK
OG0006103	LOC108117596|XP_017085599.1|DEUG	LOC108084475|XP_017036184.1|DKIK
OG0006104	LOC108104931|XP_017066773.1|DEUG	LOC108079464|XP_017029295.1|DKIK
