Orthogroup	DEUG.longest_only	AEAL.longest_only
OG0003919	LOC108111142|XP_017075999.1|DEUG	LOC109417552|XP_029709331.1|AEAL, LOC109622156|XP_029709321.1|AEAL
OG0003920	LOC108112230|XP_017077539.1|DEUG	LOC109622778|XP_019932769.1|AEAL, LOC109417667|XP_019547262.1|AEAL
OG0003921	LOC108115467|XP_017082410.1|DEUG	LOC109417683|XP_029709282.1|AEAL, LOC109622172|XP_029709292.1|AEAL, LOC115255395|XP_029709319.1|AEAL
OG0003922	LOC108112133|XP_017077374.1|DEUG	LOC115255381|XP_029709289.1|AEAL, LOC109417684|XP_019547290.2|AEAL, LOC115255376|XP_029709278.1|AEAL
OG0003923	LOC108102322|XP_017062595.1|DEUG	LOC109416842|XP_029709256.1|AEAL, LOC109417690|XP_029709238.1|AEAL, LOC115253945|XP_029709236.1|AEAL
OG0003924	LOC108112005|XP_017077230.1|DEUG	LOC115255371|XP_029709252.1|AEAL, LOC109417692|XP_029709234.1|AEAL, LOC115255370|XP_029709251.1|AEAL
OG0003925	LOC108102595|XP_017063186.1|DEUG	LOC115253783|XP_029709222.1|AEAL, LOC115253661|XP_029709195.1|AEAL, LOC109417703|XP_019547331.2|AEAL
OG0003926	LOC108102573|XP_017063142.1|DEUG	LOC115255337|XP_029709214.1|AEAL, LOC109417708|XP_019547338.1|AEAL, LOC115253943|XP_029709207.1|AEAL
OG0003927	LOC108111023|XP_017075832.1|DEUG	LOC109417719|XP_029709183.1|AEAL
OG0003928	LOC108111053|XP_017075871.1|DEUG	LOC109420032|XP_019549889.2|AEAL
OG0003929	LOC108112306|XP_017077624.1|DEUG	LOC109417750|XP_019547423.2|AEAL, LOC109420019|XP_029709139.1|AEAL, LOC115255486|XP_029709471.1|AEAL
OG0003930	LOC108106982|XP_017069807.1|DEUG	LOC109417755|XP_029709134.1|AEAL, LOC115255270|XP_029709092.1|AEAL, LOC109420015|XP_029709122.1|AEAL
OG0003931	LOC108106927|XP_017069675.1|DEUG	LOC109420008|XP_029709083.1|AEAL, LOC115253941|XP_029709125.1|AEAL, LOC109417759|XP_029709111.1|AEAL
OG0003932	LOC108104584|XP_017066233.1|DEUG	LOC109419403|XP_029709065.1|AEAL
OG0003933	LOC108102585|XP_017063170.1|DEUG	LOC115255210|XP_029709013.1|AEAL, LOC109397495|XP_029709001.1|AEAL, LOC115255185|XP_029708979.1|AEAL
OG0003934	LOC108110522|XP_017075091.1|DEUG	LOC115254897|XP_029708439.1|AEAL, LOC109397497|XP_029708435.1|AEAL, LOC115254896|XP_029708438.1|AEAL
OG0003935	LOC108112785|XP_017078552.1|DEUG	LOC109419966|XP_019549800.2|AEAL, LOC115255188|XP_029708989.1|AEAL
OG0003936	LOC108112789|XP_017078559.1|DEUG	LOC115254894|XP_029708437.1|AEAL, LOC109419967|XP_019549802.1|AEAL
OG0003937	LOC108113006|XP_017078914.1|DEUG	LOC109419957|XP_029708955.1|AEAL
OG0003938	LOC108102550|XP_017063100.1|DEUG	LOC109419953|XP_029708954.1|AEAL, LOC109417546|XP_029715584.1|AEAL, LOC115255463|XP_029709447.1|AEAL
OG0003939	LOC108102542|XP_017063089.1|DEUG	LOC109417517|XP_019547143.2|AEAL, LOC115255169|XP_029708950.1|AEAL, LOC109419951|XP_029708931.1|AEAL
OG0003940	LOC108102602|XP_017063194.1|DEUG	LOC109417493|XP_019547118.2|AEAL, LOC109419950|XP_029708930.1|AEAL, LOC115253435|XP_029715583.1|AEAL
OG0003941	LOC108102604|XP_017063197.1|DEUG	LOC109417504|XP_029708929.1|AEAL, LOC109419921|XP_019549744.2|AEAL
OG0003942	LOC108107135|XP_017070025.1|DEUG	LOC109419928|XP_029708934.1|AEAL, LOC109420729|XP_029708907.1|AEAL
OG0003943	LOC108102554|XP_017063114.1|DEUG	LOC109420722|XP_029708888.1|AEAL, LOC109419889|XP_029715704.1|AEAL, LOC109419887|XP_019549721.1|AEAL
OG0003944	LOC108104153|XP_017065543.1|DEUG	LOC109420700|XP_019550697.1|AEAL, LOC115255131|XP_029708864.1|AEAL, LOC115255129|XP_029708862.1|AEAL, LOC109414276|XP_019543644.1|AEAL
OG0003945	LOC108109125|XP_017073010.1|DEUG	LOC109420692|XP_019550676.2|AEAL
OG0003946	LOC108107103|XP_017069978.1|DEUG	LOC115264418|XP_029723946.1|AEAL
OG0003947	LOC108107106|XP_017069982.1|DEUG	LOC109420675|XP_029708744.1|AEAL
OG0003948	LOC108103074|XP_017063911.1|DEUG	LOC115255104|XP_029708759.1|AEAL, LOC109420665|XP_019550630.1|AEAL
OG0003949	LOC108103073|XP_017063909.1|DEUG	LOC109420662|XP_029708760.1|AEAL
OG0003950	LOC108113469|XP_017079540.1|DEUG	LOC109420653|XP_019550566.2|AEAL, LOC115268896|XP_029732957.1|AEAL
OG0003951	LOC108113433|XP_017079485.1|DEUG	LOC109429459|XP_029708734.1|AEAL, LOC109420651|XP_029708811.1|AEAL
OG0003952	LOC108112400|XP_017077734.1|DEUG	LOC109420642|XP_029708741.1|AEAL
OG0003953	LOC108107015|XP_017069848.1|DEUG	LOC115255088|XP_029708733.1|AEAL, LOC109407734|XP_029708721.1|AEAL
OG0003954	LOC108108191|XP_017071632.1|DEUG	LOC109420549|XP_029718263.1|AEAL, LOC115255079|XP_029708713.1|AEAL, LOC115261045|XP_029718265.1|AEAL
OG0003956	LOC108105683|XP_017067880.1|DEUG	LOC109417064|XP_029708693.1|AEAL
OG0003957	LOC108109910|XP_017074207.1|DEUG	LOC109407366|XP_029709427.1|AEAL
OG0003958	LOC108102986|XP_017063786.1|DEUG	LOC115255429|XP_029709420.1|AEAL, LOC109407439|XP_019536033.1|AEAL, LOC115255067|XP_029708689.1|AEAL, LOC109420522|XP_019550436.2|AEAL
OG0003959	LOC108109240|XP_017073204.1|DEUG	LOC109419740|XP_029708595.1|AEAL
OG0003960	LOC108112654|XP_017078277.1|DEUG, LOC108109529|XP_017073582.1|DEUG	LOC115255041|XP_029708627.1|AEAL, LOC109419761|XP_019549584.2|AEAL
OG0003961	LOC108107117|XP_017069994.1|DEUG	LOC109419770|XP_029732975.1|AEAL, LOC109398247|XP_029708618.1|AEAL
OG0003962	LOC108102574|XP_017063143.1|DEUG	LOC109419773|XP_029708623.1|AEAL, LOC109398260|XP_029708577.1|AEAL
OG0003963	LOC108107020|XP_017069856.1|DEUG	LOC109402097|XP_029708554.1|AEAL, LOC115254980|XP_029708532.1|AEAL
OG0003964	LOC108111182|XP_017076054.1|DEUG	LOC115254972|XP_029708523.1|AEAL, LOC115254988|XP_029708538.1|AEAL, LOC109402112|XP_019530281.2|AEAL
OG0003965	LOC108106096|XP_017068444.1|DEUG	LOC109431811|XP_029708486.1|AEAL
OG0003966	LOC108109719|XP_017073840.1|DEUG	LOC109431818|XP_029722655.1|AEAL, LOC109431824|XP_029708481.1|AEAL
OG0003967	LOC108109059|XP_017072871.1|DEUG	LOC115253821|XP_029708456.1|AEAL, LOC109427547|XP_019558664.1|AEAL
OG0003968	LOC108109118|XP_017073000.1|DEUG	LOC115254943|XP_029708461.1|AEAL, LOC109427597|XP_019558734.1|AEAL
OG0003969	LOC108112528|XP_017077943.1|DEUG	LOC115262467|XP_029720735.1|AEAL, LOC109427761|XP_029732789.1|AEAL
OG0003970	LOC108110602|XP_017075188.1|DEUG	LOC115266821|XP_029729280.1|AEAL, LOC109430180|XP_019561779.2|AEAL
OG0003971	LOC108111191|XP_017076068.1|DEUG	LOC109430170|XP_029727435.1|AEAL, LOC115264870|XP_029724762.1|AEAL
OG0003972	LOC108104277|XP_017065728.1|DEUG	LOC109430172|XP_029724763.1|AEAL
OG0003973	LOC108107333|XP_017070308.1|DEUG	LOC109432568|XP_019564457.2|AEAL
OG0003974	LOC108106690|XP_017069412.1|DEUG	LOC109427579|XP_019558702.2|AEAL, LOC109432750|XP_029727426.1|AEAL
OG0003975	LOC108110698|XP_017075318.1|DEUG	LOC109621234|XP_029715767.1|AEAL, LOC109427584|XP_019558713.3|AEAL
OG0003976	LOC108107060|XP_017069913.1|DEUG	LOC109416254|XP_019545817.2|AEAL
OG0003977	LOC108110816|XP_017075536.1|DEUG	LOC109423962|XP_019554577.2|AEAL
OG0003978	LOC108108554|XP_017072124.1|DEUG	LOC109416259|XP_029727378.1|AEAL
OG0003979	LOC108110705|XP_017075337.1|DEUG	LOC109430997|XP_029727668.1|AEAL, LOC115265622|XP_029727339.1|AEAL, LOC109423947|XP_019554557.2|AEAL
OG0003980	LOC108105616|XP_017067786.1|DEUG	LOC109423944|XP_029727337.1|AEAL, LOC115265635|XP_029727366.1|AEAL, LOC109430987|XP_029727350.1|AEAL
OG0003981	LOC108104099|XP_017065483.1|DEUG	LOC109423943|XP_019554553.1|AEAL, LOC115265634|XP_029727364.1|AEAL, LOC109430988|XP_029727334.1|AEAL
OG0003982	LOC108106872|XP_017069604.1|DEUG	LOC109423941|XP_019554552.2|AEAL, LOC115265626|XP_029727351.1|AEAL, LOC109431003|XP_019562672.2|AEAL
OG0003983	LOC108105144|XP_017067067.1|DEUG	LOC109430999|XP_029727330.1|AEAL, LOC109423940|XP_019554551.2|AEAL, LOC115265632|XP_029727361.1|AEAL
OG0003984	LOC108106963|XP_017069751.1|DEUG	LOC109404786|XP_029727252.1|AEAL, LOC109423912|XP_029727289.1|AEAL
OG0003985	LOC108106962|XP_017069750.1|DEUG	LOC109404787|XP_029727285.1|AEAL, LOC109423910|XP_029727246.1|AEAL
OG0003986	LOC108107132|XP_017070022.1|DEUG	LOC109621623|XP_029727210.1|AEAL, LOC115265605|XP_029727223.1|AEAL
OG0003987	LOC108107044|XP_017069894.1|DEUG	LOC109621667|XP_029727222.1|AEAL
OG0003988	LOC108102660|XP_017063288.1|DEUG	LOC115268897|XP_029732958.1|AEAL, LOC109421661|XP_029727198.1|AEAL
OG0003989	LOC108104109|XP_017065497.1|DEUG	LOC109421657|XP_019551725.2|AEAL
OG0003990	LOC108105876|XP_017068141.1|DEUG	LOC109407327|XP_019535865.1|AEAL
OG0003991	LOC108102614|XP_017063208.1|DEUG	LOC109421643|XP_029727141.1|AEAL
OG0003992	LOC108102620|XP_017063217.1|DEUG	LOC109407320|XP_019535859.2|AEAL
OG0003993	LOC108102607|XP_017063200.1|DEUG	LOC109407357|XP_029727136.1|AEAL
OG0003994	LOC108115929|XP_017083053.1|DEUG	LOC109407309|XP_019535844.2|AEAL, LOC109421627|XP_029727164.1|AEAL
OG0003995	LOC108112003|XP_017077228.1|DEUG	LOC109409185|XP_019538155.2|AEAL, LOC115265574|XP_029727068.1|AEAL
OG0003996	LOC108104469|XP_017066023.1|DEUG	LOC109421490|XP_019551529.2|AEAL
OG0003997	LOC108106882|XP_017069619.1|DEUG	LOC109409178|XP_019538144.1|AEAL
OG0003998	LOC108113010|XP_017078922.1|DEUG	LOC109409124|XP_029727084.1|AEAL
OG0003999	LOC108113881|XP_017080075.1|DEUG	LOC109421519|XP_019551574.2|AEAL
OG0004000	LOC108117145|XP_017084896.1|DEUG	LOC109622955|XP_029717234.1|AEAL, LOC109421499|XP_019551536.3|AEAL
OG0004001	LOC108107335|XP_017070311.1|DEUG	LOC109421448|XP_019551486.2|AEAL, LOC109432535|XP_019564410.2|AEAL
OG0004002	LOC108114775|XP_017081374.1|DEUG	LOC109432548|XP_019564435.1|AEAL, LOC115265515|XP_029726863.1|AEAL
OG0004003	LOC108111938|XP_017077158.1|DEUG	LOC109432543|XP_029726887.1|AEAL, LOC109421420|XP_029727031.1|AEAL
OG0004004	LOC108106151|XP_017068541.1|DEUG	LOC115265568|XP_029727045.1|AEAL, LOC109432566|XP_029726900.1|AEAL
OG0004005	LOC108115480|XP_017082450.1|DEUG	LOC109432539|XP_029726902.1|AEAL, LOC109421413|XP_029727046.1|AEAL
OG0004006	LOC108115503|XP_017082484.1|DEUG	LOC109427815|XP_029727057.1|AEAL, LOC109421321|XP_019551373.2|AEAL
OG0004007	LOC108110726|XP_017075401.1|DEUG	LOC109421317|XP_019551369.2|AEAL, LOC109621801|XP_019931479.1|AEAL
OG0004008	LOC108106097|XP_017068450.1|DEUG	LOC115265537|XP_029726947.1|AEAL, LOC109421313|XP_029708025.1|AEAL
OG0004009	LOC108111214|XP_017076101.1|DEUG	LOC115264471|XP_029724053.1|AEAL, LOC109621840|XP_019931574.2|AEAL, LOC115265544|XP_029726975.1|AEAL
OG0004010	LOC108105782|XP_017067996.1|DEUG	LOC109410812|XP_019539888.2|AEAL, LOC115253743|XP_029710357.1|AEAL, LOC109421249|XP_029710385.1|AEAL
OG0004011	LOC108105894|XP_017068165.1|DEUG	LOC109421243|XP_029710363.1|AEAL, LOC109410818|XP_019539898.2|AEAL
OG0004012	LOC108115733|XP_017082795.1|DEUG	LOC109622323|XP_019932140.1|AEAL, LOC115265028|XP_029725095.1|AEAL, LOC109621394|XP_019930988.1|AEAL
OG0004013	LOC108105865|XP_017068129.1|DEUG	LOC109402501|XP_029732569.1|AEAL, LOC115268605|XP_029732591.1|AEAL
OG0004014	LOC108104280|XP_017065731.1|DEUG	LOC109402499|XP_019530728.2|AEAL
OG0004015	LOC108110767|XP_017075471.1|DEUG	LOC109402493|XP_029732602.1|AEAL, LOC115268609|XP_029732597.1|AEAL
OG0004016	LOC108111117|XP_017075956.1|DEUG	LOC115268611|XP_029732598.1|AEAL, LOC115268619|XP_029732612.1|AEAL, LOC109621731|XP_029732603.1|AEAL
OG0004017	LOC108102624|XP_017063225.1|DEUG	LOC109402496|XP_019530725.2|AEAL
OG0004018	LOC108113213|XP_017079237.1|DEUG	LOC109402524|XP_019530766.2|AEAL
OG0004019	LOC108115461|XP_017082404.1|DEUG	LOC109402297|XP_019530500.2|AEAL
OG0004020	LOC108110851|XP_017075584.1|DEUG	LOC109402598|XP_019530846.2|AEAL
OG0004021	LOC108110965|XP_017075753.1|DEUG	LOC109402578|XP_019530809.2|AEAL
OG0004022	LOC108103227|XP_017064156.1|DEUG	LOC109429705|XP_029719869.1|AEAL, LOC109416782|XP_029720032.1|AEAL
OG0004023	LOC108108973|XP_017072717.1|DEUG	LOC109429736|XP_029719875.1|AEAL, LOC109416804|XP_019546415.2|AEAL
OG0004024	LOC108118486|XP_017086708.1|DEUG	LOC109407024|XP_029720015.1|AEAL, LOC115262060|XP_029719859.1|AEAL
OG0004025	LOC108110905|XP_017075655.1|DEUG	LOC109429674|XP_019561226.2|AEAL, LOC115262055|XP_029719852.1|AEAL
OG0004026	LOC108110737|XP_017075430.1|DEUG	LOC109406541|XP_029719839.1|AEAL, LOC109429655|XP_019561201.2|AEAL, LOC115262110|XP_029719989.1|AEAL
OG0004027	LOC108107219|XP_017070125.1|DEUG	LOC109622647|XP_029719977.1|AEAL, LOC109429639|XP_019561185.2|AEAL
OG0004028	LOC108102491|XP_017062994.1|DEUG	LOC109429621|XP_019561163.2|AEAL
OG0004029	LOC108106163|XP_017068563.1|DEUG	LOC109429613|XP_019561152.2|AEAL, LOC115254170|XP_029728575.1|AEAL
OG0004030	LOC108107427|XP_017070446.1|DEUG	LOC109408552|XP_029719950.1|AEAL, LOC109429589|XP_029724785.1|AEAL
OG0004031	LOC108104139|XP_017065529.1|DEUG	LOC109429575|XP_029719928.1|AEAL, LOC109426476|XP_029708022.1|AEAL
OG0004032	LOC108104159|XP_017065552.1|DEUG	LOC115262090|XP_029719924.1|AEAL, LOC109429571|XP_019561096.1|AEAL, LOC115262082|XP_029719895.1|AEAL
OG0004033	LOC108110775|XP_017075482.1|DEUG	LOC109429981|XP_029719907.1|AEAL, LOC109429564|XP_019561090.2|AEAL
OG0004034	LOC108107017|XP_017069853.1|DEUG	LOC109429914|XP_029720090.1|AEAL, LOC115254173|XP_029728606.1|AEAL, LOC115266498|XP_029728607.1|AEAL
OG0004035	LOC108102552|XP_017063105.1|DEUG	LOC109429541|XP_029720095.1|AEAL
OG0004036	LOC108110734|XP_017075422.1|DEUG	LOC109429539|XP_019561055.1|AEAL
OG0004037	LOC108108281|XP_017071776.1|DEUG	LOC109429896|XP_029720102.1|AEAL
OG0004038	LOC108110471|XP_017075028.1|DEUG	LOC109429888|XP_019561425.2|AEAL, LOC109415440|XP_019544854.2|AEAL
OG0004039	LOC108110658|XP_017075261.1|DEUG	LOC109415447|XP_019544869.2|AEAL
OG0004040	LOC108113120|XP_017079110.1|DEUG	LOC115262139|XP_029720124.1|AEAL, LOC109398300|XP_029736062.1|AEAL
OG0004041	LOC108103175|XP_017064050.1|DEUG	LOC109429949|XP_029720126.1|AEAL, LOC109398316|XP_019526208.2|AEAL
OG0004042	LOC108114387|XP_017080840.1|DEUG	LOC109429814|XP_019561343.1|AEAL, LOC109398330|XP_019526229.1|AEAL
OG0004043	LOC108111122|XP_017075963.1|DEUG	LOC109429811|XP_019561340.2|AEAL, LOC109398305|XP_019526197.2|AEAL
OG0004044	LOC108104973|XP_017066832.1|DEUG	LOC115262165|XP_029720254.1|AEAL, LOC109411680|XP_029720320.1|AEAL
OG0004045	LOC108112035|XP_017077274.1|DEUG	LOC109404613|XP_019533062.1|AEAL, LOC109411685|XP_019540799.1|AEAL
OG0004046	LOC108110728|XP_017075407.1|DEUG	LOC109404616|XP_029720329.1|AEAL, LOC109411682|XP_029720256.1|AEAL
OG0004047	LOC108104081|XP_017065465.1|DEUG	LOC109411692|XP_029720332.1|AEAL, LOC115262164|XP_029720247.1|AEAL
OG0004048	LOC108102596|XP_017063188.1|DEUG	LOC109404624|XP_029720335.1|AEAL, LOC109411693|XP_029720245.1|AEAL
OG0004049	LOC108104196|XP_017065629.1|DEUG	LOC109420649|XP_019550607.2|AEAL
OG0004050	LOC108107068|XP_017069928.1|DEUG	LOC109411730|XP_019540859.2|AEAL
OG0004051	LOC108112042|XP_017077287.1|DEUG	LOC109411839|XP_019540995.2|AEAL
OG0004052	LOC108116551|XP_017083981.1|DEUG	LOC115262003|XP_029719803.1|AEAL, LOC109411216|XP_029720390.1|AEAL
OG0004053	LOC108106429|XP_017068946.1|DEUG	LOC115262192|XP_029720394.1|AEAL, LOC109411218|XP_019540261.2|AEAL
OG0004054	LOC108105652|XP_017067829.1|DEUG	LOC109411221|XP_019540272.2|AEAL, LOC115262196|XP_029720400.1|AEAL
OG0004055	LOC108117494|XP_017085460.1|DEUG	LOC109411233|XP_019540289.2|AEAL
OG0004056	LOC108117639|XP_017085662.1|DEUG	LOC115262209|XP_029720409.1|AEAL, LOC109411235|XP_019540292.2|AEAL
OG0004058	LOC108108092|XP_017071476.1|DEUG	LOC115257194|XP_029712484.1|AEAL, LOC109414156|XP_029707881.1|AEAL
OG0004059	LOC108115174|XP_017081983.1|DEUG	LOC109426369|XP_019557387.2|AEAL, LOC109414149|XP_019543468.2|AEAL
OG0004060	LOC108116330|XP_017083630.1|DEUG	LOC109432359|XP_019564282.2|AEAL, LOC109426363|XP_019557374.2|AEAL
OG0004061	LOC108104355|XP_017065849.1|DEUG	LOC115266292|XP_029728133.1|AEAL, LOC115258087|XP_029713952.1|AEAL, LOC109426358|XP_029707851.1|AEAL
OG0004062	LOC108113910|XP_017080108.1|DEUG	LOC109623216|XP_029707850.1|AEAL, LOC115258105|XP_029713987.1|AEAL
OG0004063	LOC108105534|XP_017067654.1|DEUG	LOC115254458|XP_029707845.1|AEAL, LOC109405004|XP_029713999.1|AEAL, LOC115262404|XP_029720645.1|AEAL
OG0004064	LOC108117337|XP_017085197.1|DEUG	LOC109426347|XP_029732921.1|AEAL, LOC109404856|XP_029707844.1|AEAL, LOC115254001|XP_029713998.1|AEAL
OG0004065	LOC108112849|XP_017078657.1|DEUG	LOC109405867|XP_019534504.2|AEAL, LOC109426339|XP_029714006.1|AEAL, LOC115268883|XP_029732930.1|AEAL
OG0004066	LOC108106660|XP_017069373.1|DEUG	LOC109426338|XP_029707834.1|AEAL, LOC109406105|XP_029714011.1|AEAL, LOC115268878|XP_029732917.1|AEAL
OG0004067	LOC108109975|XP_017074285.1|DEUG	LOC109426335|XP_029707832.1|AEAL, LOC115253517|XP_029713977.1|AEAL
OG0004068	LOC108108312|XP_017071823.1|DEUG	LOC109426326|XP_019557327.2|AEAL, LOC109406988|XP_019535584.2|AEAL, LOC115254448|XP_029707822.1|AEAL
OG0004069	LOC108108290|XP_017071782.1|DEUG	LOC115268888|XP_029732938.1|AEAL, LOC109426325|XP_029707821.1|AEAL, LOC109407084|XP_029714013.1|AEAL
OG0004070	LOC108107979|XP_017071310.1|DEUG	LOC109425458|XP_019556273.1|AEAL, LOC115254441|XP_029707802.1|AEAL
OG0004071	LOC108108349|XP_017071878.1|DEUG	LOC115254440|XP_029707801.1|AEAL, LOC109425461|XP_019556275.2|AEAL
OG0004072	LOC108108350|XP_017071879.1|DEUG	LOC109421739|XP_019551814.2|AEAL, LOC109425465|XP_019556279.2|AEAL
OG0004073	LOC108117491|XP_017085459.1|DEUG	LOC115253926|XP_029707795.1|AEAL, LOC109421742|XP_019551818.2|AEAL
OG0004074	LOC108112816|XP_017078603.1|DEUG	LOC115255671|XP_029709634.1|AEAL, LOC109421749|XP_019551830.2|AEAL
OG0004075	LOC108114894|XP_017081552.1|DEUG	LOC115268726|XP_029732728.1|AEAL, LOC109421757|XP_029707768.1|AEAL
OG0004077	LOC108106100|XP_017068453.1|DEUG	LOC109423086|XP_019553574.2|AEAL
OG0004078	LOC108113609|XP_017079756.1|DEUG	LOC109421797|XP_019551891.1|AEAL
OG0004079	LOC108104950|XP_017066805.1|DEUG	LOC109422010|XP_029732697.1|AEAL
OG0004080	LOC108113111|XP_017079093.1|DEUG	LOC115254093|XP_029720722.1|AEAL, LOC109418249|XP_019547952.1|AEAL
OG0004081	LOC108106576|XP_017069239.1|DEUG	LOC109418256|XP_029720668.1|AEAL
OG0004082	LOC108109185|XP_017073106.1|DEUG	LOC109418264|XP_019547971.2|AEAL
OG0004083	LOC108116602|XP_017084047.1|DEUG	LOC109418266|XP_019547973.1|AEAL
OG0004084	LOC108108768|XP_017072424.1|DEUG	LOC109428051|XP_029720543.1|AEAL, LOC109418273|XP_029720505.1|AEAL
OG0004085	LOC108111497|XP_017076500.1|DEUG	LOC115269019|XP_029733152.1|AEAL, LOC109428072|XP_029719870.1|AEAL, LOC109418294|XP_029720364.1|AEAL
OG0004086	LOC108115771|XP_017082830.1|DEUG	LOC109427272|XP_029721173.1|AEAL, LOC115262638|XP_029720945.1|AEAL, LOC109418335|XP_029721184.1|AEAL
OG0004087	LOC108117610|XP_017085625.1|DEUG	LOC109418408|XP_019548139.2|AEAL, LOC109426123|XP_019557102.2|AEAL, LOC115263945|XP_029723112.1|AEAL
OG0004088	LOC108115868|XP_017082988.1|DEUG	LOC115270953|XP_029736166.1|AEAL, LOC109426164|XP_019557143.2|AEAL, LOC109418435|XP_029708057.1|AEAL
OG0004089	LOC108104964|XP_017066818.1|DEUG	LOC109418441|XP_029722640.1|AEAL, LOC109426169|XP_029722111.1|AEAL, LOC115263243|XP_029722142.1|AEAL
OG0004090	LOC108116646|XP_017084120.1|DEUG	LOC115263195|XP_029722015.1|AEAL, LOC109418452|XP_029722575.1|AEAL
OG0004091	LOC108116159|XP_017083383.1|DEUG	LOC109419214|XP_019548966.2|AEAL
OG0004092	LOC108103693|XP_017064776.1|DEUG	LOC109419225|XP_029723312.1|AEAL, LOC115261847|XP_029719620.1|AEAL, LOC115261846|XP_029719619.1|AEAL
OG0004094	LOC108110388|XP_017074923.1|DEUG	LOC115264368|XP_029723886.1|AEAL, LOC109419295|XP_029723980.1|AEAL, LOC109426108|XP_019557077.2|AEAL
OG0004095	LOC108116389|XP_017083740.1|DEUG	LOC115264542|XP_029724154.1|AEAL, LOC109415474|XP_019544896.2|AEAL, LOC109429477|XP_029724528.1|AEAL
OG0004096	LOC108115889|XP_017083022.1|DEUG	LOC115264543|XP_029724161.1|AEAL, LOC115264679|XP_029724520.1|AEAL, LOC109415475|XP_019544898.2|AEAL
OG0004097	LOC108114472|XP_017080970.1|DEUG	LOC109429495|XP_029724775.1|AEAL, LOC109415717|XP_029724375.1|AEAL
OG0004098	LOC108111467|XP_017076428.1|DEUG	LOC109415716|XP_029724372.1|AEAL, LOC109429496|XP_019561001.1|AEAL
OG0004099	LOC108114965|XP_017081661.1|DEUG	LOC109429511|XP_029724640.1|AEAL
OG0004100	LOC108115044|XP_017081780.1|DEUG	LOC115260571|XP_029717369.1|AEAL, LOC115264901|XP_029724797.1|AEAL, LOC115264726|XP_029724614.1|AEAL, LOC109431768|XP_029724811.1|AEAL
OG0004101	LOC108115020|XP_017081751.1|DEUG	LOC109402951|XP_029724840.1|AEAL, LOC109431763|XP_019563579.2|AEAL
OG0004102	LOC108114970|XP_017081672.1|DEUG	LOC109402890|XP_029724817.1|AEAL, LOC109431761|XP_029724819.1|AEAL, LOC115264930|XP_029724912.1|AEAL
OG0004103	LOC108113638|XP_017079796.1|DEUG	LOC109431766|XP_019563581.1|AEAL, LOC109402854|XP_019531143.1|AEAL, LOC115254142|XP_029724930.1|AEAL
OG0004104	LOC108108837|XP_017072533.1|DEUG	LOC109431755|XP_029724853.1|AEAL, LOC109431757|XP_029724899.1|AEAL
OG0004105	LOC108117395|XP_017085290.1|DEUG	LOC109410438|XP_029725942.1|AEAL, LOC115265216|XP_029725356.1|AEAL
OG0004106	LOC108108772|XP_017072429.1|DEUG	LOC109410447|XP_029725829.1|AEAL, LOC115253963|XP_029710422.1|AEAL
OG0004107	LOC108108202|XP_017071643.1|DEUG	LOC109401476|XP_019529591.2|AEAL, LOC109410444|XP_019539545.2|AEAL
OG0004108	LOC108105606|XP_017067770.1|DEUG	LOC109410451|XP_019539552.2|AEAL, LOC115254151|XP_029725774.1|AEAL
OG0004109	LOC108116647|XP_017084123.1|DEUG	LOC109410458|XP_029726025.1|AEAL, LOC109401464|XP_019529573.2|AEAL
OG0004110	LOC108108716|XP_017072338.1|DEUG	LOC109401487|XP_019529605.1|AEAL, LOC109410461|XP_019539565.1|AEAL
OG0004111	LOC108113601|XP_017079743.1|DEUG	LOC109401488|XP_019529606.1|AEAL, LOC109410418|XP_019539512.2|AEAL
OG0004112	LOC108113650|XP_017079810.1|DEUG	LOC109411327|XP_029726479.1|AEAL
OG0004113	LOC108117706|XP_017085743.1|DEUG	LOC109427073|XP_029726701.1|AEAL, LOC109411330|XP_019540401.1|AEAL, LOC115254152|XP_029726542.1|AEAL, LOC115266496|XP_029728600.1|AEAL
OG0004114	LOC108103351|XP_017064285.1|DEUG	LOC115253766|XP_029726751.1|AEAL, LOC109411332|XP_029726563.1|AEAL, LOC115254171|XP_029728598.1|AEAL, LOC109427070|XP_029726694.1|AEAL
OG0004115	LOC108103347|XP_017064274.1|DEUG	LOC115265500|XP_029726775.1|AEAL, LOC109427067|XP_029728593.1|AEAL, LOC109411336|XP_029726860.1|AEAL
OG0004116	LOC108113588|XP_017079723.1|DEUG	LOC109399736|XP_029727138.1|AEAL, LOC115265547|XP_029726997.1|AEAL
OG0004117	LOC108111561|XP_017076574.1|DEUG	LOC109399745|XP_019527808.2|AEAL
OG0004118	LOC108112782|XP_017078549.1|DEUG	LOC109413689|XP_019542954.1|AEAL
OG0004119	LOC108105300|XP_017067282.1|DEUG	LOC109413671|XP_019542925.1|AEAL
OG0004120	LOC108105629|XP_017067803.1|DEUG	LOC109413666|XP_019542916.2|AEAL
OG0004121	LOC108107581|XP_017070631.1|DEUG	LOC109415651|XP_029727703.1|AEAL
OG0004122	LOC108103732|XP_017064821.1|DEUG	LOC115266789|XP_029729244.1|AEAL, LOC109427018|XP_019558113.2|AEAL
OG0004123	LOC108115144|XP_017081929.1|DEUG	LOC109400190|XP_029728421.1|AEAL, LOC109427092|XP_029728413.1|AEAL
