Orthogroup	DEUG.longest_only	DALB.longest_only
OG0005000	LOC108112169|XP_017077435.1|DEUG	LOC117569150|XP_034106101.1|DALB
OG0005001	LOC108109867|XP_017074148.1|DEUG	LOC117567955|XP_034104145.1|DALB
OG0005002	LOC108111822|XP_017076919.1|DEUG	LOC117574551|XP_034114313.1|DALB
OG0005003	LOC108109887|XP_017074178.1|DEUG	LOC117572560|XP_034111327.1|DALB
OG0005004	LOC108114103|XP_017080351.1|DEUG	LOC117571382|XP_034109392.1|DALB
OG0005005	LOC108108464|XP_017072008.1|DEUG	LOC117569828|XP_034107044.1|DALB
OG0005006	LOC108102857|XP_017063546.1|DEUG	LOC117569821|XP_034107035.1|DALB
OG0005007	LOC108108581|XP_017072164.1|DEUG	LOC117568565|XP_034105183.1|DALB
OG0005008	LOC108104631|XP_017066295.1|DEUG	LOC117566387|XP_034101783.1|DALB
OG0005009	LOC108108432|XP_017071975.1|DEUG	LOC117572511|XP_034111255.1|DALB
OG0005010	LOC108114585|XP_017081129.1|DEUG	LOC117568892|XP_034105684.1|DALB
OG0005011	LOC108107263|XP_017070182.1|DEUG	LOC117567295|XP_034103063.1|DALB
OG0005012	LOC108114561|XP_017081100.1|DEUG	LOC117570806|XP_034108552.1|DALB
OG0005013	LOC108108309|XP_017071817.1|DEUG	LOC117576335|XP_034116900.1|DALB
OG0005014	LOC108114325|XP_017080732.1|DEUG	LOC117569322|XP_034106340.1|DALB
OG0005015	LOC108108054|XP_017071417.1|DEUG	LOC117569469|XP_034106528.1|DALB
OG0005016	LOC108117398|XP_017085293.1|DEUG	LOC117571436|XP_034109471.1|DALB
OG0005017	LOC108109793|XP_017073991.1|DEUG	LOC117567730|XP_034103785.1|DALB
OG0005018	LOC108104697|XP_017066397.1|DEUG	LOC117567073|XP_034102709.1|DALB
OG0005019	LOC108114566|XP_017081105.1|DEUG	LOC117569296|XP_034106294.1|DALB
OG0005020	LOC108104762|XP_017066486.1|DEUG	LOC117568861|XP_034105639.1|DALB
OG0005021	LOC108110807|XP_017075527.1|DEUG	LOC117565376|XP_034100341.1|DALB
OG0005022	LOC108102817|XP_017063488.1|DEUG	LOC117572500|XP_034111242.1|DALB
OG0005023	LOC108104878|XP_017066694.1|DEUG	LOC117566547|XP_034101980.1|DALB
OG0005024	LOC108113880|XP_017080078.1|DEUG	LOC117570525|XP_034108119.1|DALB
OG0005025	LOC108117373|XP_017085248.1|DEUG	LOC117568216|XP_034104581.1|DALB
OG0005026	LOC108109870|XP_017074153.1|DEUG	LOC117570396|XP_034107906.1|DALB
OG0005027	LOC108108002|XP_017071345.1|DEUG	LOC117569291|XP_034106287.1|DALB
OG0005028	LOC108111800|XP_017076880.1|DEUG	LOC117575240|XP_034115263.1|DALB
OG0005029	LOC108108579|XP_017072160.1|DEUG	LOC117567560|XP_034103511.1|DALB
OG0005030	LOC108104646|XP_017066315.1|DEUG	LOC117569748|XP_034106927.1|DALB, LOC117571932|XP_034110312.1|DALB
OG0005031	LOC108114425|XP_017080901.1|DEUG	LOC117567929|XP_034104105.1|DALB
OG0005032	LOC108114179|XP_017080475.1|DEUG	LOC117571013|XP_034108862.1|DALB
OG0005033	LOC108107880|XP_017071153.1|DEUG	LOC117567920|XP_034104092.1|DALB
OG0005034	LOC108107637|XP_017070711.1|DEUG	LOC117570333|XP_034107775.1|DALB
OG0005035	LOC108114180|XP_017080476.1|DEUG	LOC117566826|XP_034102282.1|DALB
OG0005036	LOC108107837|XP_017071079.1|DEUG	LOC117566550|XP_034101983.1|DALB
OG0005037	LOC108117360|XP_017085227.1|DEUG	LOC117567585|XP_034103557.1|DALB
OG0005038	LOC108108095|XP_017071480.1|DEUG	LOC117568721|XP_034105430.1|DALB
OG0005039	LOC108102658|XP_017063286.1|DEUG	LOC117564151|XP_034098708.1|DALB
OG0005040	LOC108114512|XP_017081021.1|DEUG	LOC117567025|XP_034102615.1|DALB
OG0005041	LOC108114634|XP_017081190.1|DEUG	LOC117570963|XP_034108796.1|DALB
OG0005042	LOC108107582|XP_017070632.1|DEUG	LOC117572280|XP_034110878.1|DALB
OG0005043	LOC108108938|XP_017072680.1|DEUG	LOC117571591|XP_034109698.1|DALB
OG0005044	LOC108109254|XP_017073226.1|DEUG	LOC117571589|XP_034109696.1|DALB
OG0005045	LOC108108891|XP_017072599.1|DEUG	LOC117568279|XP_034104681.1|DALB
OG0005046	LOC108113221|XP_017079247.1|DEUG	LOC117572719|XP_034111672.1|DALB
OG0005047	LOC108107764|XP_017070943.1|DEUG	LOC117567398|XP_034103246.1|DALB
OG0005048	LOC108107767|XP_017070947.1|DEUG	LOC117567401|XP_034103251.1|DALB
OG0005049	LOC108114178|XP_017080472.1|DEUG	LOC117570205|XP_034107584.1|DALB
OG0005050	LOC108106683|XP_017069404.1|DEUG	LOC117571158|XP_034109057.1|DALB
OG0005051	LOC108114170|XP_017080454.1|DEUG	LOC117571553|XP_034109647.1|DALB
OG0005052	LOC108113942|XP_017080141.1|DEUG	LOC117567582|XP_034103554.1|DALB
OG0005053	LOC108110809|XP_017075529.1|DEUG	LOC117566062|XP_034101410.1|DALB
OG0005054	LOC108114617|XP_017081169.1|DEUG	LOC117572631|XP_034111481.1|DALB
OG0005055	LOC108105032|XP_017066920.1|DEUG	LOC117573975|XP_034113414.1|DALB
OG0005056	LOC108113279|XP_017079317.1|DEUG	LOC117571715|XP_034109905.1|DALB
OG0005057	LOC108104912|XP_017066744.1|DEUG	LOC117567432|XP_034103323.1|DALB
OG0005058	LOC108107547|XP_017070584.1|DEUG	LOC117572600|XP_034111404.1|DALB
OG0005059	LOC108107201|XP_017070107.1|DEUG	LOC117571639|XP_034109756.1|DALB
OG0005060	LOC108107322|XP_017070292.1|DEUG	LOC117571720|XP_034109912.1|DALB
OG0005061	LOC108107169|XP_017070073.1|DEUG	LOC117563366|XP_034097556.1|DALB
OG0005062	LOC108107250|XP_017070164.1|DEUG	LOC117572031|XP_034110473.1|DALB
OG0005063	LOC108113636|XP_017079830.1|DEUG	LOC117571888|XP_034110243.1|DALB
OG0005064	LOC108114654|XP_017081218.1|DEUG	LOC117566805|XP_034102244.1|DALB
OG0005065	LOC108112590|XP_017078124.1|DEUG	LOC117568813|XP_034105568.1|DALB
OG0005066	LOC108113273|XP_017079309.1|DEUG	LOC117569797|XP_034106997.1|DALB
OG0005067	LOC108113241|XP_017079274.1|DEUG	LOC117566672|XP_034102109.1|DALB
OG0005068	LOC108108664|XP_017072258.1|DEUG	LOC117570679|XP_034108369.1|DALB
OG0005069	LOC108109134|XP_017073020.1|DEUG	LOC117568640|XP_034105320.1|DALB
OG0005070	LOC108107313|XP_017070274.1|DEUG	LOC117569513|XP_034106592.1|DALB
OG0005071	LOC108114722|XP_017081316.1|DEUG	LOC117567590|XP_034103563.1|DALB
OG0005072	LOC108118525|XP_017086762.1|DEUG	LOC117574357|XP_034114119.1|DALB
OG0005073	LOC108113254|XP_017079291.1|DEUG	LOC117572756|XP_034111731.1|DALB
OG0005074	LOC108109800|XP_017074000.1|DEUG	LOC117569297|XP_034106296.1|DALB
OG0005075	LOC108108925|XP_017072666.1|DEUG	LOC117570517|XP_034108109.1|DALB
OG0005076	LOC108106773|XP_017069503.1|DEUG	LOC117572435|XP_034111154.1|DALB
OG0005078	LOC108107754|XP_017070912.1|DEUG	LOC117570699|XP_034108393.1|DALB
OG0005079	LOC108107443|XP_017070472.1|DEUG	LOC117570428|XP_034107973.1|DALB
OG0005080	LOC108107934|XP_017071251.1|DEUG	LOC117568242|XP_034104610.1|DALB
OG0005081	LOC108112858|XP_017078672.1|DEUG	LOC117566817|XP_034102269.1|DALB
OG0005082	LOC108118250|XP_017086328.1|DEUG	LOC117571930|XP_034110309.1|DALB
OG0005083	LOC108102969|XP_017063759.1|DEUG	LOC117568185|XP_034104532.1|DALB
OG0005084	LOC108105965|XP_017068256.1|DEUG	LOC117567978|XP_034104187.1|DALB
OG0005085	LOC108114304|XP_017080696.1|DEUG	LOC117572173|XP_034110714.1|DALB
OG0005086	LOC108113236|XP_017079268.1|DEUG	LOC117569893|XP_034107126.1|DALB
OG0005087	LOC108114416|XP_017080879.1|DEUG	LOC117567405|XP_034103255.1|DALB
OG0005088	LOC108106620|XP_017069308.1|DEUG	LOC117572434|XP_034111152.1|DALB
OG0005089	LOC108106617|XP_017069306.1|DEUG	LOC117572429|XP_034111145.1|DALB
OG0005090	LOC108109180|XP_017073098.1|DEUG	LOC117572274|XP_034110868.1|DALB
OG0005091	LOC108113096|XP_017079033.1|DEUG	LOC117572690|XP_034111625.1|DALB
OG0005092	LOC108104898|XP_017066718.1|DEUG	LOC117568154|XP_034104463.1|DALB
OG0005093	LOC108107941|XP_017071261.1|DEUG	LOC117567816|XP_034103942.1|DALB
OG0005094	LOC108107751|XP_017070904.1|DEUG	LOC117572006|XP_034110413.1|DALB
OG0005095	LOC108107317|XP_017070279.1|DEUG	LOC117569851|XP_034107074.1|DALB
OG0005096	LOC108111105|XP_017075935.1|DEUG	LOC117564106|XP_034098647.1|DALB
OG0005097	LOC108108890|XP_017072597.1|DEUG	LOC117570524|XP_034108117.1|DALB
OG0005098	LOC108107404|XP_017070415.1|DEUG	LOC117571474|XP_034109523.1|DALB
OG0005099	LOC108107486|XP_017070521.1|DEUG	LOC117570802|XP_034108549.1|DALB
OG0005100	LOC108107485|XP_017070520.1|DEUG	LOC117570801|XP_034108548.1|DALB
OG0005101	LOC108117306|XP_017085154.1|DEUG	LOC117575287|XP_034115322.1|DALB
OG0005102	LOC108109216|XP_017073150.1|DEUG	LOC117568278|XP_034104662.1|DALB
OG0005103	LOC108107430|XP_017070448.1|DEUG	LOC117571444|XP_034109479.1|DALB
OG0005104	LOC108106161|XP_017068561.1|DEUG	LOC117563447|XP_034097677.1|DALB
OG0005105	LOC108108434|XP_017071977.1|DEUG	LOC117572482|XP_034111222.1|DALB
OG0005106	LOC108107759|XP_017070921.1|DEUG	LOC117572593|XP_034111376.1|DALB
OG0005107	LOC108107855|XP_017071110.1|DEUG	LOC117567082|XP_034102727.1|DALB
OG0005108	LOC108106462|XP_017069019.1|DEUG	LOC117572441|XP_034111163.1|DALB
OG0005109	LOC108111878|XP_017076997.1|DEUG	LOC117565062|XP_034099938.1|DALB
OG0005110	LOC108114372|XP_017080813.1|DEUG	LOC117572582|XP_034111357.1|DALB
OG0005111	LOC108108116|XP_017071521.1|DEUG	LOC117567378|XP_034103212.1|DALB
OG0005112	LOC108102873|XP_017063570.1|DEUG	LOC117566955|XP_034102488.1|DALB
OG0005113	LOC108108118|XP_017071524.1|DEUG	LOC117567379|XP_034103214.1|DALB
OG0005114	LOC108103588|XP_017064602.1|DEUG	LOC117569881|XP_034107111.1|DALB
OG0005115	LOC108102675|XP_017063304.1|DEUG	LOC117564073|XP_034098589.1|DALB
OG0005116	LOC108114692|XP_017081277.1|DEUG	LOC117570381|XP_034107867.1|DALB
OG0005117	LOC108104391|XP_017065919.1|DEUG	LOC117564118|XP_034098670.1|DALB
OG0005118	LOC108111094|XP_017075922.1|DEUG	LOC117565897|XP_034101134.1|DALB
OG0005119	LOC108112583|XP_017078093.1|DEUG	LOC117570385|XP_034107873.1|DALB
OG0005120	LOC108114149|XP_017080430.1|DEUG	LOC117570347|XP_034107795.1|DALB
OG0005121	LOC108108729|XP_017072355.1|DEUG	LOC117570081|XP_034107412.1|DALB
OG0005122	LOC108114571|XP_017081111.1|DEUG	LOC117567441|XP_034103340.1|DALB
OG0005123	LOC108108631|XP_017072220.1|DEUG	LOC117572623|XP_034111470.1|DALB
OG0005124	LOC108114237|XP_017080599.1|DEUG	LOC117566359|XP_034101738.1|DALB
OG0005125	LOC108114475|XP_017080973.1|DEUG	LOC117567637|XP_034103633.1|DALB
OG0005126	LOC108109823|XP_017074048.1|DEUG	LOC117571505|XP_034109565.1|DALB
OG0005127	LOC108113762|XP_017079951.1|DEUG	LOC117569101|XP_034106010.1|DALB
OG0005128	LOC108113093|XP_017079027.1|DEUG	LOC117568669|XP_034105364.1|DALB
OG0005129	LOC108114528|XP_017081048.1|DEUG	LOC117570488|XP_034108070.1|DALB
OG0005130	LOC108114202|XP_017080509.1|DEUG	LOC117571813|XP_034110074.1|DALB
OG0005131	LOC108102732|XP_017063367.1|DEUG	LOC117571407|XP_034109435.1|DALB
OG0005132	LOC108114160|XP_017080439.1|DEUG	LOC117566852|XP_034102335.1|DALB
OG0005133	LOC108108207|XP_017071655.1|DEUG	LOC117570965|XP_034108798.1|DALB
OG0005134	LOC108107819|XP_017071055.1|DEUG	LOC117567570|XP_034103531.1|DALB
OG0005135	LOC108114091|XP_017080337.1|DEUG	LOC117567887|XP_034104049.1|DALB
OG0005136	LOC108114045|XP_017080285.1|DEUG	LOC117568250|XP_034104620.1|DALB
OG0005137	LOC108115858|XP_017082973.1|DEUG	LOC117576708|XP_034117614.1|DALB
OG0005138	LOC108108235|XP_017071691.1|DEUG	LOC117568783|XP_034105511.1|DALB
OG0005139	LOC108108075|XP_017071445.1|DEUG	LOC117570158|XP_034107515.1|DALB
OG0005140	LOC108102683|XP_017063313.1|DEUG	LOC117566127|XP_034101496.1|DALB
OG0005141	LOC108112910|XP_017078766.1|DEUG	LOC117572415|XP_034111088.1|DALB
OG0005142	LOC108118099|XP_017086141.1|DEUG	LOC117569408|XP_034106436.1|DALB
OG0005143	LOC108109853|XP_017074103.1|DEUG	LOC117572013|XP_034110425.1|DALB
OG0005144	LOC108109769|XP_017073932.1|DEUG	LOC117569335|XP_034106356.1|DALB
OG0005145	LOC108109901|XP_017074197.1|DEUG	LOC117569918|XP_034107154.1|DALB
OG0005146	LOC108114236|XP_017080597.1|DEUG	LOC117570476|XP_034108051.1|DALB
OG0005147	LOC108114233|XP_017080594.1|DEUG	LOC117570478|XP_034108054.1|DALB
OG0005148	LOC108117376|XP_017085251.1|DEUG	LOC117568453|XP_034105019.1|DALB
OG0005149	LOC108112870|XP_017078689.1|DEUG	LOC117570690|XP_034108383.1|DALB
OG0005150	LOC108114701|XP_017081287.1|DEUG	LOC117567935|XP_034104116.1|DALB
OG0005151	LOC108108120|XP_017071526.1|DEUG	LOC117567600|XP_034103578.1|DALB
OG0005152	LOC108108041|XP_017071404.1|DEUG	LOC117571620|XP_034109733.1|DALB
OG0005153	LOC108108039|XP_017071402.1|DEUG	LOC117571613|XP_034109724.1|DALB
OG0005154	LOC108108044|XP_017071407.1|DEUG	LOC117571611|XP_034109721.1|DALB
OG0005155	LOC108104730|XP_017066456.1|DEUG	LOC117570038|XP_034107353.1|DALB
OG0005156	LOC108110230|XP_017074706.1|DEUG	LOC117574076|XP_034113601.1|DALB
OG0005157	LOC108112962|XP_017078850.1|DEUG	LOC117568619|XP_034105289.1|DALB
OG0005158	LOC108107910|XP_017071215.1|DEUG	LOC117567830|XP_034103965.1|DALB
OG0005159	LOC108114613|XP_017081164.1|DEUG	LOC117569525|XP_034106615.1|DALB
OG0005160	LOC108108514|XP_017072072.1|DEUG	LOC117572038|XP_034110492.1|DALB
OG0005161	LOC108107307|XP_017070265.1|DEUG	LOC117570832|XP_034108595.1|DALB
OG0005162	LOC108103132|XP_017063988.1|DEUG	LOC117578223|XP_034119487.1|DALB
OG0005163	LOC108108740|XP_017072367.1|DEUG	LOC117566950|XP_034102473.1|DALB
OG0005164	LOC108108158|XP_017071580.1|DEUG	LOC117567856|XP_034104006.1|DALB
OG0005165	LOC108114910|XP_017081578.1|DEUG	LOC117572765|XP_034111741.1|DALB
OG0005166	LOC108115380|XP_017082305.1|DEUG	LOC117576049|XP_034116471.1|DALB
OG0005167	LOC108115384|XP_017082308.1|DEUG	LOC117576053|XP_034116476.1|DALB
OG0005168	LOC108114204|XP_017080512.1|DEUG	LOC117567486|XP_034103406.1|DALB
OG0005169	LOC108108131|XP_017071540.1|DEUG	LOC117572667|XP_034111563.1|DALB
OG0005170	LOC108108081|XP_017071451.1|DEUG	LOC117572664|XP_034111552.1|DALB
OG0005171	LOC108108037|XP_017071399.1|DEUG	LOC117572666|XP_034111562.1|DALB
OG0005172	LOC108109143|XP_017073032.1|DEUG	LOC117569529|XP_034106623.1|DALB
OG0005173	LOC108112607|XP_017078186.1|DEUG	LOC117571678|XP_034109810.1|DALB
OG0005174	LOC108109284|XP_017073265.1|DEUG	LOC117570310|XP_034107743.1|DALB
OG0005175	LOC108109113|XP_017072993.1|DEUG	LOC117570295|XP_034107707.1|DALB
OG0005176	LOC108112037|XP_017077272.1|DEUG	LOC117570227|XP_034107620.1|DALB
OG0005177	LOC108109267|XP_017073244.1|DEUG	LOC117569878|XP_034107108.1|DALB
OG0005178	LOC108109912|XP_017074209.1|DEUG	LOC117567123|XP_034102821.1|DALB
OG0005179	LOC108109832|XP_017074063.1|DEUG	LOC117572019|XP_034110458.1|DALB
OG0005180	LOC108102809|XP_017063475.1|DEUG	LOC117572399|XP_034111070.1|DALB
OG0005181	LOC108102922|XP_017063664.1|DEUG	LOC117563453|XP_034097695.1|DALB
OG0005182	LOC108104558|XP_017066189.1|DEUG	LOC117567339|XP_034103151.1|DALB
OG0005183	LOC108112456|XP_017077796.1|DEUG	LOC117567629|XP_034103614.1|DALB
OG0005184	LOC108112452|XP_017077786.1|DEUG	LOC117567967|XP_034104167.1|DALB
OG0005185	LOC108104486|XP_017066086.1|DEUG	LOC117567702|XP_034103724.1|DALB
OG0005186	LOC108106419|XP_017068931.1|DEUG	LOC117566570|XP_034102003.1|DALB
OG0005187	LOC108112604|XP_017078153.1|DEUG	LOC117571680|XP_034109812.1|DALB
OG0005188	LOC108113148|XP_017079146.1|DEUG	LOC117572714|XP_034111668.1|DALB
OG0005189	LOC108103767|XP_017064881.1|DEUG	LOC117565514|XP_034100558.1|DALB
OG0005190	LOC108109768|XP_017073930.1|DEUG	LOC117571026|XP_034108876.1|DALB
OG0005191	LOC108111507|XP_017076511.1|DEUG	LOC117575886|XP_034116217.1|DALB, LOC117575887|XP_034116219.1|DALB
OG0005192	LOC108112822|XP_017078614.1|DEUG	LOC117567443|XP_034103342.1|DALB
OG0005193	LOC108104494|XP_017066097.1|DEUG	LOC117569385|XP_034106406.1|DALB
OG0005194	LOC108109086|XP_017072941.1|DEUG	LOC117570568|XP_034108191.1|DALB
OG0005195	LOC108112568|XP_017078021.1|DEUG	LOC117570377|XP_034107862.1|DALB
OG0005196	LOC108114581|XP_017081125.1|DEUG	LOC117567738|XP_034103814.1|DALB
OG0005197	LOC108107496|XP_017070533.1|DEUG	LOC117570831|XP_034108594.1|DALB
OG0005198	LOC108108084|XP_017071459.1|DEUG	LOC117569624|XP_034106752.1|DALB
OG0005199	LOC108112863|XP_017078678.1|DEUG	LOC117566911|XP_034102422.1|DALB
OG0005200	LOC108112531|XP_017077945.1|DEUG	LOC117566888|XP_034102391.1|DALB
OG0005201	LOC108107272|XP_017070195.1|DEUG	LOC117570433|XP_034107980.1|DALB
OG0005202	LOC108112690|XP_017078380.1|DEUG	LOC117571188|XP_034109116.1|DALB
OG0005203	LOC108106445|XP_017068967.1|DEUG	LOC117568615|XP_034105267.1|DALB
OG0005204	LOC108107004|XP_017069834.1|DEUG	LOC117564885|XP_034099724.1|DALB
OG0005205	LOC108110926|XP_017075694.1|DEUG	LOC117564344|XP_034098945.1|DALB
OG0005206	LOC108109244|XP_017073211.1|DEUG	LOC117569435|XP_034106488.1|DALB
OG0005207	LOC108104503|XP_017066109.1|DEUG	LOC117566378|XP_034101772.1|DALB
OG0005208	LOC108104767|XP_017066492.1|DEUG	LOC117569667|XP_034106804.1|DALB
OG0005209	LOC108105856|XP_017068119.1|DEUG	LOC117563291|XP_034097425.1|DALB
OG0005210	LOC108105849|XP_017068102.1|DEUG	LOC117563289|XP_034097422.1|DALB
OG0005211	LOC108108773|XP_017072431.1|DEUG	LOC117570602|XP_034108237.1|DALB
OG0005212	LOC108107211|XP_017070116.1|DEUG	LOC117570840|XP_034108611.1|DALB
OG0005213	LOC108109743|XP_017073895.1|DEUG	LOC117577994|XP_034118983.1|DALB
OG0005214	LOC108106101|XP_017068454.1|DEUG	LOC117565882|XP_034101112.1|DALB
OG0005215	LOC108111131|XP_017075982.1|DEUG	LOC117566013|XP_034101324.1|DALB
OG0005216	LOC108106940|XP_017069696.1|DEUG	LOC117563658|XP_034097964.1|DALB
OG0005217	LOC108114840|XP_017081472.1|DEUG	LOC117577417|XP_034118215.1|DALB
OG0005218	LOC108111129|XP_017075977.1|DEUG	LOC117564768|XP_034099556.1|DALB
OG0005219	LOC108104576|XP_017066221.1|DEUG	LOC117569889|XP_034107120.1|DALB
OG0005220	LOC108102842|XP_017063524.1|DEUG	LOC117569357|XP_034106381.1|DALB
OG0005221	LOC108111208|XP_017076094.1|DEUG	LOC117565713|XP_034100852.1|DALB
OG0005222	LOC108118449|XP_017086646.1|DEUG	LOC117565326|XP_034100255.1|DALB
OG0005223	LOC108111200|XP_017076083.1|DEUG	LOC117565150|XP_034100020.1|DALB
OG0005224	LOC108110645|XP_017075236.1|DEUG	LOC117563887|XP_034098336.1|DALB
OG0005226	LOC108106145|XP_017068529.1|DEUG	LOC117563382|XP_034097580.1|DALB
OG0005227	LOC108103843|XP_017065068.1|DEUG	LOC117565876|XP_034101107.1|DALB
OG0005228	LOC108115943|XP_017083473.1|DEUG	LOC117565873|XP_034101104.1|DALB
OG0005229	LOC108110918|XP_017075678.1|DEUG	LOC117566050|XP_034101392.1|DALB
OG0005230	LOC108112249|XP_017077563.1|DEUG	LOC117566183|XP_034101579.1|DALB
OG0005231	LOC108104197|XP_017065630.1|DEUG	LOC117565352|XP_034100301.1|DALB
OG0005232	LOC108110839|XP_017075569.1|DEUG	LOC117564756|XP_034099540.1|DALB
OG0005233	LOC108105896|XP_017068168.1|DEUG	LOC117564159|XP_034098717.1|DALB
OG0005234	LOC108106854|XP_017069586.1|DEUG	LOC117565136|XP_034099997.1|DALB
OG0005235	LOC108105707|XP_017067907.1|DEUG	LOC117563245|XP_034097347.1|DALB
OG0005236	LOC108102659|XP_017063287.1|DEUG	LOC117565588|XP_034100678.1|DALB
OG0005237	LOC108102648|XP_017063264.1|DEUG	LOC117564152|XP_034098709.1|DALB
OG0005238	LOC108102649|XP_017063266.1|DEUG	LOC117564153|XP_034098710.1|DALB
OG0005239	LOC108110713|XP_017075346.1|DEUG	LOC117566077|XP_034101446.1|DALB
OG0005240	LOC108110806|XP_017075525.1|DEUG	LOC117565241|XP_034100143.1|DALB
OG0005241	LOC108102639|XP_017063249.1|DEUG	LOC117563502|XP_034097765.1|DALB
OG0005243	LOC108110973|XP_017075764.1|DEUG	LOC117566203|XP_034101620.1|DALB
OG0005244	LOC108117235|XP_017085058.1|DEUG	LOC117574239|XP_034113843.1|DALB
OG0005245	LOC108116224|XP_017083504.1|DEUG	LOC117576878|XP_034117878.1|DALB
OG0005246	LOC108111006|XP_017075806.1|DEUG	LOC117563568|XP_034097841.1|DALB
OG0005247	LOC108109122|XP_017073007.1|DEUG	LOC117566918|XP_034102430.1|DALB
OG0005248	LOC108105636|XP_017067814.1|DEUG, LOC108103733|XP_017064822.1|DEUG	LOC117571544|XP_034109631.1|DALB
OG0005249	LOC108105270|XP_017067239.1|DEUG	LOC117573323|XP_034112322.1|DALB
OG0005250	LOC108103390|XP_017064334.1|DEUG	LOC117577400|XP_034118198.1|DALB
OG0005251	LOC108110956|XP_017075741.1|DEUG	LOC117564481|XP_034099173.1|DALB
OG0005252	LOC108106837|XP_017069563.1|DEUG	LOC117565662|XP_034100775.1|DALB
OG0005253	LOC108115509|XP_017082492.1|DEUG	LOC117563782|XP_034098179.1|DALB
OG0005254	LOC108106875|XP_017069611.1|DEUG	LOC117563444|XP_034097672.1|DALB
OG0005255	LOC108107133|XP_017070023.1|DEUG	LOC117563443|XP_034097671.1|DALB
OG0005256	LOC108105201|XP_017067142.1|DEUG	LOC117564112|XP_034098656.1|DALB
OG0005257	LOC108106142|XP_017068526.1|DEUG	LOC117565373|XP_034100332.1|DALB
OG0005258	LOC108108254|XP_017071708.1|DEUG	LOC117564546|XP_034099260.1|DALB
OG0005259	LOC108105841|XP_017068087.1|DEUG	LOC117563470|XP_034097716.1|DALB
OG0005260	LOC108105843|XP_017068093.1|DEUG	LOC117563472|XP_034097719.1|DALB
OG0005261	LOC108110913|XP_017075669.1|DEUG	LOC117566197|XP_034101605.1|DALB
OG0005262	LOC108102613|XP_017063206.1|DEUG	LOC117563741|XP_034098112.1|DALB
OG0005263	LOC108106956|XP_017069722.1|DEUG	LOC117563640|XP_034097940.1|DALB
OG0005264	LOC108111608|XP_017076626.1|DEUG	LOC117576183|XP_034116664.1|DALB
OG0005265	LOC108106992|XP_017069819.1|DEUG	LOC117564643|XP_034099394.1|DALB
OG0005266	LOC108105158|XP_017067082.1|DEUG	LOC117563492|XP_034097745.1|DALB
OG0005267	LOC108110847|XP_017075580.1|DEUG	LOC117563651|XP_034097952.1|DALB
OG0005268	LOC108110845|XP_017075578.1|DEUG	LOC117563650|XP_034097951.1|DALB
OG0005269	LOC108110977|XP_017075771.1|DEUG	LOC117563711|XP_034098049.1|DALB
OG0005270	LOC108111982|XP_017077196.1|DEUG	LOC117564628|XP_034099375.1|DALB
OG0005271	LOC108107076|XP_017069935.1|DEUG	LOC117578375|XP_034119696.1|DALB
OG0005272	LOC108107118|XP_017069998.1|DEUG	LOC117565603|XP_034100695.1|DALB
OG0005273	LOC108106087|XP_017068436.1|DEUG	LOC117563457|XP_034097701.1|DALB
OG0005274	LOC108112346|XP_017077666.1|DEUG	LOC117564140|XP_034098694.1|DALB
OG0005275	LOC108110920|XP_017075682.1|DEUG	LOC117564472|XP_034099161.1|DALB
OG0005276	LOC108110985|XP_017075783.1|DEUG	LOC117564747|XP_034099528.1|DALB
OG0005277	LOC108110469|XP_017075026.1|DEUG	LOC117566010|XP_034101322.1|DALB
OG0005278	LOC108109227|XP_017073188.1|DEUG	LOC117571250|XP_034109194.1|DALB
OG0005279	LOC108113448|XP_017079510.1|DEUG	LOC117564397|XP_034099009.1|DALB
OG0005280	LOC108102657|XP_017063285.1|DEUG	LOC117565868|XP_034101096.1|DALB
OG0005281	LOC108110910|XP_017075666.1|DEUG	LOC117564898|XP_034099739.1|DALB
OG0005282	LOC108115349|XP_017082260.1|DEUG	LOC117573414|XP_034112510.1|DALB
OG0005283	LOC108116683|XP_017084180.1|DEUG	LOC117574169|XP_034113751.1|DALB
OG0005284	LOC108115488|XP_017082462.1|DEUG	LOC117566008|XP_034101320.1|DALB
OG0005285	LOC108115512|XP_017082498.1|DEUG	LOC117566007|XP_034101319.1|DALB
OG0005286	LOC108102630|XP_017063232.1|DEUG	LOC117565872|XP_034101099.1|DALB
OG0005287	LOC108102652|XP_017063279.1|DEUG	LOC117564668|XP_034099423.1|DALB
OG0005288	LOC108106972|XP_017069775.1|DEUG	LOC117564536|XP_034099249.1|DALB
OG0005289	LOC108114106|XP_017080396.1|DEUG	LOC117564482|XP_034099177.1|DALB
OG0005290	LOC108115370|XP_017082289.1|DEUG	LOC117574057|XP_034113564.1|DALB
OG0005293	LOC108105117|XP_017067039.1|DEUG	LOC117563508|XP_034097774.1|DALB
OG0005294	LOC108104135|XP_017065526.1|DEUG	LOC117563404|XP_034097628.1|DALB
OG0005296	LOC108115295|XP_017082171.1|DEUG	LOC117573775|XP_034113065.1|DALB
OG0005297	LOC108106173|XP_017068583.1|DEUG	LOC117565077|XP_034099918.1|DALB
OG0005298	LOC108110938|XP_017075720.1|DEUG	LOC117565411|XP_034100388.1|DALB
OG0005299	LOC108111420|XP_017076367.1|DEUG	LOC117575128|XP_034115122.1|DALB
OG0005300	LOC108117427|XP_017085329.1|DEUG	LOC117577769|XP_034118573.1|DALB
OG0005301	LOC108110692|XP_017075312.1|DEUG	LOC117565824|XP_034101019.1|DALB
