Orthogroup	DEUG.longest_only	BCOP.longest_only
OG0003394	LOC108115070|XP_017081808.1|DEUG	LOC119069111|XP_037028898.1|BCOP
OG0003395	LOC108115071|XP_017081809.1|DEUG	LOC119069108|XP_037028894.1|BCOP
OG0003396	LOC108116020|XP_017083196.1|DEUG	LOC119069094|XP_037028880.1|BCOP
OG0003397	LOC108115727|XP_017082790.1|DEUG	LOC119068657|XP_037028229.1|BCOP
OG0003398	LOC108109426|XP_017073413.1|DEUG	LOC119071075|XP_037031608.1|BCOP
OG0003399	LOC108113767|XP_017079954.1|DEUG	LOC119067781|XP_037026814.1|BCOP
OG0003400	LOC108113744|XP_017079926.1|DEUG	LOC119070122|XP_037030331.1|BCOP
OG0003401	LOC108115595|XP_017082598.1|DEUG	LOC119069955|XP_037030079.1|BCOP
OG0003402	LOC108115560|XP_017082556.1|DEUG	LOC119069975|XP_037030113.1|BCOP
OG0003403	LOC108107341|XP_017070322.1|DEUG	LOC119067717|XP_037026729.1|BCOP
OG0003404	LOC108116908|XP_017084522.1|DEUG	LOC119067251|XP_037026022.1|BCOP
OG0003405	LOC108113248|XP_017079284.1|DEUG	LOC119085716|XP_037052060.1|BCOP
OG0003406	LOC108115995|XP_017083155.1|DEUG	LOC119067976|XP_037027217.1|BCOP
OG0003407	LOC108115936|XP_017083061.1|DEUG	LOC119067980|XP_037027222.1|BCOP
OG0003408	LOC108116161|XP_017083385.1|DEUG	LOC119085715|XP_037052059.1|BCOP
OG0003409	LOC108109510|XP_017073548.1|DEUG	LOC119069423|XP_037029368.1|BCOP
OG0003410	LOC108115678|XP_017082732.1|DEUG	LOC119069980|XP_037030117.1|BCOP
OG0003411	LOC108116402|XP_017083762.1|DEUG	LOC119067118|XP_037025788.1|BCOP, LOC119080946|XP_037045472.1|BCOP
OG0003412	LOC108116069|XP_017083273.1|DEUG	LOC119072869|XP_037034069.1|BCOP
OG0003413	LOC108114961|XP_017081650.1|DEUG	LOC119068535|XP_037028043.1|BCOP
OG0003414	LOC108105937|XP_017068221.1|DEUG	LOC119067166|XP_037025864.1|BCOP
OG0003415	LOC108103014|XP_017063826.1|DEUG	LOC119081754|XP_037046829.1|BCOP, LOC119077306|XP_037040366.1|BCOP
OG0003416	LOC108110248|XP_017074725.1|DEUG	LOC119079886|XP_037043867.1|BCOP
OG0003417	LOC108116635|XP_017084104.1|DEUG	LOC119069314|XP_037029260.1|BCOP
OG0003418	LOC108111774|XP_017076830.1|DEUG	LOC119072327|XP_037033414.1|BCOP
OG0003419	LOC108110238|XP_017074715.1|DEUG	LOC119067325|XP_037026126.1|BCOP
OG0003420	LOC108110209|XP_017074673.1|DEUG	LOC119066683|XP_037025171.1|BCOP
OG0003421	LOC108116064|XP_017083264.1|DEUG	LOC119067517|XP_037026429.1|BCOP
OG0003422	LOC108116037|XP_017083223.1|DEUG	LOC119067547|XP_037026507.1|BCOP
OG0003423	LOC108112869|XP_017078688.1|DEUG	LOC119079671|XP_037043618.1|BCOP
OG0003425	LOC108109467|XP_017073478.1|DEUG	LOC119066440|XP_037024830.1|BCOP
OG0003426	LOC108117240|XP_017085065.1|DEUG	LOC119070406|XP_037030626.1|BCOP
OG0003427	LOC108117163|XP_017084925.1|DEUG	LOC119085288|XP_037051544.1|BCOP
OG0003428	LOC108108428|XP_017071969.1|DEUG	LOC119072812|XP_037034001.1|BCOP
OG0003429	LOC108109247|XP_017073217.1|DEUG	LOC119066893|XP_037025476.1|BCOP
OG0003430	LOC108108906|XP_017072648.1|DEUG	LOC119083559|XP_037049173.1|BCOP
OG0003431	LOC108114978|XP_017081693.1|DEUG	LOC119077658|XP_037040774.1|BCOP, LOC119077666|XP_037040799.1|BCOP
OG0003432	LOC108116700|XP_017084206.1|DEUG	LOC119068918|XP_037028675.1|BCOP
OG0003433	LOC108111412|XP_017076357.1|DEUG	LOC119067890|XP_037027067.1|BCOP
OG0003434	LOC108110084|XP_017074463.1|DEUG	LOC119066579|XP_037025029.1|BCOP, LOC119074946|XP_037037230.1|BCOP
OG0003435	LOC108115832|XP_017082913.1|DEUG	LOC119083417|XP_037049031.1|BCOP, LOC119072132|XP_037033169.1|BCOP
OG0003436	LOC108115343|XP_017082254.1|DEUG	LOC119082822|XP_037048372.1|BCOP
OG0003437	LOC108115342|XP_017082250.1|DEUG	LOC119069483|XP_037029445.1|BCOP
OG0003438	LOC108115358|XP_017082273.1|DEUG	LOC119082649|XP_037048127.1|BCOP
OG0003439	LOC108116537|XP_017083964.1|DEUG	LOC119082643|XP_037048115.1|BCOP
OG0003440	LOC108109355|XP_017073306.1|DEUG	LOC119069202|XP_037029058.1|BCOP
OG0003441	LOC108105771|XP_017067983.1|DEUG	LOC119079548|XP_037043431.1|BCOP
OG0003442	LOC108112902|XP_017078752.1|DEUG	LOC119076448|XP_037039110.1|BCOP
OG0003443	LOC108108063|XP_017071428.1|DEUG	LOC119069398|XP_037029340.1|BCOP
OG0003444	LOC108108247|XP_017071707.1|DEUG	LOC119074977|XP_037037274.1|BCOP
OG0003446	LOC108103961|XP_017065219.1|DEUG	LOC119085575|XP_037051893.1|BCOP
OG0003447	LOC108102306|XP_017062554.1|DEUG	LOC119081057|XP_037045667.1|BCOP
OG0003448	LOC108117587|XP_017085624.1|DEUG	LOC119077113|XP_037040176.1|BCOP
OG0003449	LOC108117139|XP_017084887.1|DEUG	LOC119068121|XP_037027471.1|BCOP
OG0003450	LOC108105627|XP_017067800.1|DEUG	LOC119077408|XP_037040514.1|BCOP
OG0003451	LOC108110231|XP_017074707.1|DEUG	LOC119067973|XP_037027213.1|BCOP
OG0003452	LOC108110239|XP_017074716.1|DEUG	LOC119067972|XP_037027211.1|BCOP
OG0003453	LOC108102740|XP_017063378.1|DEUG	LOC119067114|XP_037025783.1|BCOP
OG0003454	LOC108111103|XP_017075934.1|DEUG	LOC119074759|XP_037036921.1|BCOP, LOC119084978|XP_037051026.1|BCOP
OG0003455	LOC108113723|XP_017079895.1|DEUG	LOC119068035|XP_037027293.1|BCOP
OG0003456	LOC108109116|XP_017072998.1|DEUG	LOC119083563|XP_037049182.1|BCOP
OG0003457	LOC108115028|XP_017081762.1|DEUG	LOC119067593|XP_037026586.1|BCOP
OG0003458	LOC108111571|XP_017076583.1|DEUG	LOC119068041|XP_037027301.1|BCOP
OG0003459	LOC108116347|XP_017083651.1|DEUG	LOC119077664|XP_037040794.1|BCOP, LOC119085284|XP_037051534.1|BCOP
OG0003460	LOC108108848|XP_017072553.1|DEUG	LOC119084684|XP_037050663.1|BCOP, LOC119085399|XP_037051698.1|BCOP
OG0003461	LOC108115323|XP_017082219.1|DEUG	LOC119069192|XP_037029033.1|BCOP
OG0003462	LOC108107862|XP_017071119.1|DEUG	LOC119081260|XP_037045896.1|BCOP
OG0003463	LOC108111683|XP_017076712.1|DEUG	LOC119069974|XP_037030112.1|BCOP
OG0003464	LOC108117022|XP_017084679.1|DEUG	LOC119069476|XP_037029424.1|BCOP
OG0003465	LOC108117141|XP_017084889.1|DEUG	LOC119068064|XP_037027360.1|BCOP
OG0003466	LOC108117546|XP_017085544.1|DEUG	LOC119067823|XP_037026882.1|BCOP
OG0003467	LOC108111669|XP_017076691.1|DEUG	LOC119069558|XP_037029534.1|BCOP
OG0003468	LOC108109400|XP_017073387.1|DEUG	LOC119069557|XP_037029533.1|BCOP
OG0003469	LOC108111350|XP_017076271.1|DEUG	LOC119086043|XP_037052512.1|BCOP, LOC119068132|XP_037027489.1|BCOP
OG0003470	LOC108111696|XP_017076734.1|DEUG	LOC119068044|XP_037027305.1|BCOP
OG0003471	LOC108105674|XP_017067862.1|DEUG	LOC119071503|XP_037032256.1|BCOP
OG0003472	LOC108110771|XP_017075474.1|DEUG	LOC119084606|XP_037050563.1|BCOP
OG0003473	LOC108110881|XP_017075628.1|DEUG	LOC119067458|XP_037026335.1|BCOP
OG0003474	LOC108117152|XP_017084901.1|DEUG	LOC119067967|XP_037027194.1|BCOP
OG0003475	LOC108110185|XP_017074621.1|DEUG	LOC119085343|XP_037051621.1|BCOP
OG0003476	LOC108102329|XP_017062610.1|DEUG	LOC119083864|XP_037049563.1|BCOP
OG0003477	LOC108116930|XP_017084564.1|DEUG	LOC119070537|XP_037030805.1|BCOP
OG0003478	LOC108111752|XP_017076796.1|DEUG	LOC119069825|XP_037029882.1|BCOP
OG0003479	LOC108109802|XP_017074013.1|DEUG	LOC119066442|XP_037024832.1|BCOP
OG0003480	LOC108113153|XP_017079155.1|DEUG, LOC108105543|XP_017067663.1|DEUG	LOC119068809|XP_037028477.1|BCOP
OG0003481	LOC108115876|XP_017083031.1|DEUG, LOC108105544|XP_017067666.1|DEUG	LOC119068810|XP_037028478.1|BCOP
OG0003482	LOC108105545|XP_017067667.1|DEUG	LOC119068811|XP_037028479.1|BCOP
OG0003483	LOC108115281|XP_017082130.1|DEUG	LOC119075581|XP_037037943.1|BCOP, LOC119069262|XP_037029215.1|BCOP
OG0003484	LOC108109484|XP_017073502.1|DEUG	LOC119067366|XP_037026176.1|BCOP
OG0003485	LOC108116857|XP_017084408.1|DEUG	LOC119070448|XP_037030694.1|BCOP
OG0003486	LOC108116855|XP_017084399.1|DEUG	LOC119070445|XP_037030691.1|BCOP
OG0003487	LOC108115933|XP_017083058.1|DEUG	LOC119084942|XP_037050983.1|BCOP, LOC119067837|XP_037026906.1|BCOP
OG0003488	LOC108115850|XP_017082953.1|DEUG	LOC119069939|XP_037030058.1|BCOP
OG0003489	LOC108109936|XP_017074230.1|DEUG	LOC119067860|XP_037026996.1|BCOP
OG0003490	LOC108117113|XP_017084824.1|DEUG	LOC119067862|XP_037027009.1|BCOP
OG0003491	LOC108115745|XP_017082804.1|DEUG	LOC119069686|XP_037029704.1|BCOP
OG0003492	LOC108116017|XP_017083192.1|DEUG	LOC119068193|XP_037027586.1|BCOP
OG0003493	LOC108109566|XP_017073629.1|DEUG	LOC119070308|XP_037030470.1|BCOP
OG0003494	LOC108114955|XP_017081635.1|DEUG	LOC119070547|XP_037030836.1|BCOP
OG0003495	LOC108103083|XP_017063923.1|DEUG	LOC119069212|XP_037029082.1|BCOP
OG0003496	LOC108116971|XP_017084619.1|DEUG	LOC119080616|XP_037044913.1|BCOP
OG0003497	LOC108110254|XP_017074730.1|DEUG	LOC119083966|XP_037049668.1|BCOP
OG0003498	LOC108117671|XP_017085692.1|DEUG	LOC119084005|XP_037049715.1|BCOP
OG0003499	LOC108110400|XP_017074956.1|DEUG	LOC119070080|XP_037030282.1|BCOP
OG0003500	LOC108106874|XP_017069609.1|DEUG	LOC119070049|XP_037030235.1|BCOP
OG0003501	LOC108116960|XP_017084605.1|DEUG	LOC119067349|XP_037026155.1|BCOP
OG0003502	LOC108109575|XP_017073641.1|DEUG	LOC119069072|XP_037028845.1|BCOP
OG0003503	LOC108116029|XP_017083205.1|DEUG	LOC119067577|XP_037026559.1|BCOP
OG0003504	LOC108105634|XP_017067812.1|DEUG	LOC119081030|XP_037045622.1|BCOP, LOC119076149|XP_037038727.1|BCOP
OG0003505	LOC108116872|XP_017084451.1|DEUG	LOC119068791|XP_037028447.1|BCOP
OG0003506	LOC108115355|XP_017082268.1|DEUG	LOC119074762|XP_037036927.1|BCOP
OG0003507	LOC108108831|XP_017072517.1|DEUG	LOC119084138|XP_037049884.1|BCOP
OG0003508	LOC108113725|XP_017079902.1|DEUG	LOC119082715|XP_037048185.1|BCOP, LOC119075310|XP_037037620.1|BCOP, LOC119082707|XP_037048179.1|BCOP
OG0003509	LOC108115672|XP_017082726.1|DEUG	LOC119069251|XP_037029200.1|BCOP
OG0003510	LOC108116653|XP_017084133.1|DEUG	LOC119069891|XP_037029979.1|BCOP
OG0003511	LOC108116614|XP_017084070.1|DEUG	LOC119069889|XP_037029960.1|BCOP
OG0003512	LOC108116709|XP_017084217.1|DEUG	LOC119077490|XP_037040600.1|BCOP, LOC119070461|XP_037030709.1|BCOP
OG0003513	LOC108108850|XP_017072555.1|DEUG	LOC119069007|XP_037028777.1|BCOP
OG0003514	LOC108116507|XP_017083931.1|DEUG, LOC108116508|XP_017083932.1|DEUG	LOC119070512|XP_037030769.1|BCOP
OG0003515	LOC108106703|XP_017069424.1|DEUG	LOC119078316|XP_037041716.1|BCOP
OG0003516	LOC108116881|XP_017084465.1|DEUG	LOC119069121|XP_037028913.1|BCOP
OG0003517	LOC108109604|XP_017073659.1|DEUG, LOC108113820|XP_017080017.1|DEUG	LOC119085747|XP_037052122.1|BCOP
OG0003518	LOC108116145|XP_017083370.1|DEUG	LOC119085769|XP_037052154.1|BCOP
OG0003519	LOC108114388|XP_017080841.1|DEUG	LOC119084841|XP_037050833.1|BCOP
OG0003520	LOC108114533|XP_017081059.1|DEUG	LOC119084831|XP_037050809.1|BCOP
OG0003521	LOC108114603|XP_017081153.1|DEUG	LOC119084866|XP_037050896.1|BCOP
OG0003522	LOC108104881|XP_017066698.1|DEUG	LOC119080974|XP_037045516.1|BCOP
OG0003523	LOC108103086|XP_017063928.1|DEUG	LOC119070577|XP_037030879.1|BCOP
OG0003524	LOC108116650|XP_017084130.1|DEUG	LOC119073381|XP_037034701.1|BCOP, LOC119083673|XP_037049355.1|BCOP
OG0003525	LOC108112637|XP_017078235.1|DEUG	LOC119081773|XP_037046869.1|BCOP
OG0003526	LOC108111551|XP_017076558.1|DEUG	LOC119081505|XP_037046408.1|BCOP
OG0003527	LOC108112818|XP_017078606.1|DEUG	LOC119081769|XP_037046859.1|BCOP
OG0003529	LOC108110794|XP_017075509.1|DEUG	LOC119084508|XP_037050418.1|BCOP, LOC119083063|XP_037048581.1|BCOP
OG0003530	LOC108104906|XP_017066728.1|DEUG	LOC119083064|XP_037048582.1|BCOP, LOC119084509|XP_037050419.1|BCOP
OG0003531	LOC108111554|XP_017076564.1|DEUG	LOC119077621|XP_037040735.1|BCOP
OG0003532	LOC108109868|XP_017074151.1|DEUG	LOC119083650|XP_037049320.1|BCOP
OG0003533	LOC108108346|XP_017071876.1|DEUG	LOC119081289|XP_037045946.1|BCOP
OG0003534	LOC108114479|XP_017080986.1|DEUG	LOC119081108|XP_037045744.1|BCOP, LOC119074307|XP_037036230.1|BCOP
OG0003535	LOC108103603|XP_017064629.1|DEUG	LOC119080677|XP_037045005.1|BCOP
OG0003536	LOC108106400|XP_017068897.1|DEUG	LOC119081360|XP_037046105.1|BCOP
OG0003537	LOC108108914|XP_017072653.1|DEUG	LOC119073710|XP_037035230.1|BCOP
OG0003538	LOC108112018|XP_017077247.1|DEUG	LOC119068239|XP_037027659.1|BCOP, LOC119081741|XP_037046806.1|BCOP
OG0003539	LOC108113027|XP_017078945.1|DEUG	LOC119081775|XP_037046874.1|BCOP
OG0003540	LOC108104686|XP_017066380.1|DEUG	LOC119075872|XP_037038329.1|BCOP
OG0003541	LOC108116609|XP_017084062.1|DEUG	LOC119081802|XP_037046916.1|BCOP
OG0003542	LOC108109005|XP_017072763.1|DEUG	LOC119081795|XP_037046902.1|BCOP
OG0003543	LOC108118529|XP_017086766.1|DEUG	LOC119080502|XP_037044796.1|BCOP, LOC119081578|XP_037046507.1|BCOP
OG0003544	LOC108102755|XP_017063403.1|DEUG	LOC119081282|XP_037045938.1|BCOP
OG0003545	LOC108108746|XP_017072386.1|DEUG	LOC119073168|XP_037034369.1|BCOP, LOC119073167|XP_037034365.1|BCOP
OG0003546	LOC108108799|XP_017072469.1|DEUG	LOC119071182|XP_037031847.1|BCOP
OG0003547	LOC108109211|XP_017073142.1|DEUG	LOC119074098|XP_037035954.1|BCOP
OG0003548	LOC108104579|XP_017066224.1|DEUG	LOC119074082|XP_037035930.1|BCOP
OG0003549	LOC108104582|XP_017066232.1|DEUG	LOC119074100|XP_037035959.1|BCOP
OG0003550	LOC108104820|XP_017066593.1|DEUG	LOC119073888|XP_037035670.1|BCOP
OG0003551	LOC108113046|XP_017078965.1|DEUG	LOC119079722|XP_037043681.1|BCOP, LOC119083464|XP_037049079.1|BCOP
OG0003552	LOC108106489|XP_017069059.1|DEUG	LOC119084965|XP_037051014.1|BCOP
OG0003553	LOC108104836|XP_017066629.1|DEUG	LOC119079330|XP_037043022.1|BCOP
OG0003554	LOC108114374|XP_017080815.1|DEUG	LOC119080510|XP_037044814.1|BCOP
OG0003555	LOC108107875|XP_017071147.1|DEUG	LOC119080375|XP_037044572.1|BCOP
OG0003556	LOC108114346|XP_017080773.1|DEUG	LOC119080330|XP_037044521.1|BCOP
OG0003557	LOC108114289|XP_017080680.1|DEUG	LOC119071897|XP_037032899.1|BCOP
OG0003558	LOC108107986|XP_017071319.1|DEUG	LOC119083349|XP_037048937.1|BCOP
OG0003559	LOC108107916|XP_017071225.1|DEUG	LOC119073704|XP_037035199.1|BCOP
OG0003560	LOC108102761|XP_017063408.1|DEUG	LOC119079752|XP_037043725.1|BCOP
OG0003561	LOC108109207|XP_017073138.1|DEUG	LOC119075692|XP_037038114.1|BCOP
OG0003562	LOC108113169|XP_017079175.1|DEUG	LOC119076504|XP_037039191.1|BCOP
OG0003563	LOC108117124|XP_017084844.1|DEUG	LOC119078053|XP_037041373.1|BCOP
OG0003564	LOC108102724|XP_017063353.1|DEUG	LOC119075981|XP_037038459.1|BCOP
OG0003565	LOC108107776|XP_017070960.1|DEUG	LOC119081224|XP_037045844.1|BCOP
OG0003566	LOC108110186|XP_017074629.1|DEUG	LOC119068237|XP_037027655.1|BCOP
OG0003567	LOC108112914|XP_017078785.1|DEUG	LOC119078005|XP_037041288.1|BCOP
OG0003568	LOC108104515|XP_017066126.1|DEUG	LOC119073792|XP_037035419.1|BCOP
OG0003569	LOC108108085|XP_017071461.1|DEUG	LOC119079994|XP_037044055.1|BCOP
OG0003570	LOC108112915|XP_017078789.1|DEUG	LOC119081684|XP_037046669.1|BCOP, LOC119076359|XP_037038953.1|BCOP
OG0003571	LOC108108204|XP_017071648.1|DEUG	LOC119083888|XP_037049592.1|BCOP
OG0003572	LOC108106516|XP_017069099.1|DEUG	LOC119073854|XP_037035606.1|BCOP, LOC119073859|XP_037035619.1|BCOP
OG0003573	LOC108106632|XP_017069324.1|DEUG	LOC119079235|XP_037042922.1|BCOP
OG0003574	LOC108108005|XP_017071348.1|DEUG	LOC119079895|XP_037043878.1|BCOP, LOC119079623|XP_037043514.1|BCOP
OG0003575	LOC108114541|XP_017081073.1|DEUG	LOC119070233|XP_037030399.1|BCOP, LOC119081332|XP_037046017.1|BCOP
OG0003576	LOC108114594|XP_017081139.1|DEUG	LOC119081237|XP_037045859.1|BCOP
OG0003577	LOC108107748|XP_017070900.1|DEUG	LOC119081605|XP_037046534.1|BCOP
OG0003578	LOC108102738|XP_017063376.1|DEUG	LOC119073468|XP_037034867.1|BCOP
OG0003579	LOC108112973|XP_017078868.1|DEUG	LOC119073452|XP_037034840.1|BCOP
OG0003580	LOC108109194|XP_017073116.1|DEUG	LOC119081389|XP_037046171.1|BCOP
OG0003581	LOC108102804|XP_017063472.1|DEUG	LOC119080962|XP_037045489.1|BCOP
OG0003582	LOC108114350|XP_017080779.1|DEUG	LOC119084885|XP_037050926.1|BCOP
OG0003583	LOC108104828|XP_017066613.1|DEUG	LOC119083657|XP_037049327.1|BCOP
OG0003584	LOC108104776|XP_017066502.1|DEUG	LOC119079798|XP_037043754.1|BCOP
OG0003585	LOC108108544|XP_017072107.1|DEUG	LOC119084241|XP_037050036.1|BCOP
OG0003586	LOC108102354|XP_017062730.1|DEUG	LOC119078508|XP_037042000.1|BCOP
OG0003587	LOC108102645|XP_017063259.1|DEUG	LOC119073266|XP_037034538.1|BCOP
OG0003588	LOC108117025|XP_017084683.1|DEUG	LOC119082342|XP_037047749.1|BCOP
OG0003589	LOC108112423|XP_017077754.1|DEUG	LOC119067387|XP_037026206.1|BCOP
OG0003590	LOC108113745|XP_017079927.1|DEUG	LOC119080605|XP_037044900.1|BCOP
OG0003591	LOC108102835|XP_017063517.1|DEUG	LOC119082185|XP_037047502.1|BCOP, LOC119083219|XP_037048781.1|BCOP
OG0003592	LOC108108221|XP_017071677.1|DEUG	LOC119080284|XP_037044449.1|BCOP
OG0003593	LOC108109787|XP_017073956.1|DEUG	LOC119073708|XP_037035210.1|BCOP
OG0003594	LOC108102763|XP_017063410.1|DEUG	LOC119080446|XP_037044706.1|BCOP
OG0003595	LOC108113144|XP_017079141.1|DEUG	LOC119079575|XP_037043457.1|BCOP
OG0003596	LOC108106401|XP_017068900.1|DEUG	LOC119079762|XP_037043737.1|BCOP
OG0003597	LOC108106392|XP_017068889.1|DEUG	LOC119081361|XP_037046107.1|BCOP
OG0003598	LOC108108180|XP_017071613.1|DEUG	LOC119080919|XP_037045430.1|BCOP
OG0003599	LOC108111184|XP_017076058.1|DEUG	LOC119073782|XP_037035354.1|BCOP
OG0003600	LOC108109791|XP_017073976.1|DEUG	LOC119074333|XP_037036319.1|BCOP
OG0003601	LOC108104600|XP_017066258.1|DEUG	LOC119075453|XP_037037785.1|BCOP
OG0003602	LOC108109144|XP_017073035.1|DEUG	LOC119081770|XP_037046862.1|BCOP
OG0003603	LOC108109774|XP_017073937.1|DEUG	LOC119080638|XP_037044946.1|BCOP
OG0003604	LOC108114857|XP_017081491.1|DEUG	LOC119080138|XP_037044249.1|BCOP
OG0003605	LOC108116694|XP_017084197.1|DEUG	LOC119078861|XP_037042472.1|BCOP
OG0003606	LOC108112576|XP_017078086.1|DEUG	LOC119085209|XP_037051416.1|BCOP
OG0003607	LOC108113238|XP_017079271.1|DEUG	LOC119079247|XP_037042923.1|BCOP, LOC119076033|XP_037038546.1|BCOP, LOC119074277|XP_037036192.1|BCOP
OG0003608	LOC108114588|XP_017081133.1|DEUG	LOC119073314|XP_037034597.1|BCOP
OG0003609	LOC108104578|XP_017066223.1|DEUG	LOC119067661|XP_037026658.1|BCOP
OG0003610	LOC108108602|XP_017072188.1|DEUG	LOC119083696|XP_037049376.1|BCOP, LOC119083697|XP_037049378.1|BCOP
OG0003611	LOC108108273|XP_017071736.1|DEUG	LOC119077922|XP_037041208.1|BCOP
OG0003612	LOC108108940|XP_017072683.1|DEUG	LOC119073622|XP_037035101.1|BCOP
OG0003613	LOC108112592|XP_017078129.1|DEUG	LOC119079392|XP_037043174.1|BCOP
OG0003614	LOC108112593|XP_017078130.1|DEUG	LOC119079393|XP_037043176.1|BCOP
OG0003615	LOC108109038|XP_017072825.1|DEUG	LOC119080387|XP_037044592.1|BCOP
OG0003616	LOC108113140|XP_017079137.1|DEUG	LOC119074483|XP_037036525.1|BCOP
OG0003617	LOC108106572|XP_017069231.1|DEUG	LOC119084168|XP_037049920.1|BCOP
OG0003618	LOC108106571|XP_017069228.1|DEUG	LOC119084167|XP_037049918.1|BCOP
OG0003619	LOC108112755|XP_017078497.1|DEUG	LOC119081327|XP_037046010.1|BCOP
OG0003620	LOC108107424|XP_017070443.1|DEUG	LOC119080238|XP_037044383.1|BCOP
OG0003621	LOC108108320|XP_017071837.1|DEUG	LOC119085425|XP_037051734.1|BCOP
OG0003622	LOC108108319|XP_017071833.1|DEUG	LOC119079364|XP_037043110.1|BCOP
OG0003623	LOC108114901|XP_017081563.1|DEUG	LOC119074015|XP_037035845.1|BCOP
OG0003624	LOC108109138|XP_017073024.1|DEUG	LOC119083604|XP_037049235.1|BCOP
OG0003625	LOC108113031|XP_017078951.1|DEUG	LOC119071262|XP_037032011.1|BCOP
OG0003626	LOC108112696|XP_017078396.1|DEUG	LOC119080699|XP_037045049.1|BCOP
OG0003627	LOC108112024|XP_017077257.1|DEUG	LOC119082094|XP_037047356.1|BCOP
OG0003628	LOC108104501|XP_017066106.1|DEUG	LOC119080691|XP_037045025.1|BCOP
OG0003629	LOC108112291|XP_017077604.1|DEUG	LOC119077475|XP_037040578.1|BCOP
OG0003630	LOC108107349|XP_017070338.1|DEUG	LOC119080696|XP_037045040.1|BCOP
OG0003631	LOC108108766|XP_017072422.1|DEUG	LOC119079986|XP_037044038.1|BCOP
OG0003632	LOC108107678|XP_017070755.1|DEUG	LOC119080114|XP_037044240.1|BCOP
OG0003633	LOC108112542|XP_017077967.1|DEUG	LOC119066827|XP_037025385.1|BCOP
OG0003634	LOC108109842|XP_017074084.1|DEUG	LOC119073510|XP_037034923.1|BCOP
OG0003635	LOC108108066|XP_017071432.1|DEUG	LOC119081774|XP_037046870.1|BCOP
OG0003636	LOC108104569|XP_017066207.1|DEUG	LOC119080845|XP_037045302.1|BCOP
OG0003637	LOC108112761|XP_017078509.1|DEUG	LOC119073405|XP_037034733.1|BCOP
OG0003638	LOC108107943|XP_017071263.1|DEUG	LOC119067865|XP_037027016.1|BCOP
OG0003639	LOC108111060|XP_017075878.1|DEUG	LOC119068610|XP_037028167.1|BCOP
OG0003640	LOC108112631|XP_017078226.1|DEUG	LOC119066939|XP_037025552.1|BCOP
OG0003641	LOC108108918|XP_017072658.1|DEUG	LOC119073599|XP_037035067.1|BCOP
OG0003642	LOC108109008|XP_017072767.1|DEUG	LOC119081071|XP_037045688.1|BCOP
OG0003643	LOC108107370|XP_017070364.1|DEUG	LOC119081149|XP_037045792.1|BCOP
OG0003644	LOC108104775|XP_017066499.1|DEUG	LOC119073996|XP_037035818.1|BCOP
OG0003645	LOC108107997|XP_017071336.1|DEUG	LOC119079305|XP_037042990.1|BCOP
OG0003646	LOC108109869|XP_017074152.1|DEUG	LOC119075190|XP_037037477.1|BCOP, LOC119084040|XP_037049769.1|BCOP, LOC119069102|XP_037028889.1|BCOP
OG0003647	LOC108117386|XP_017085270.1|DEUG	LOC119073352|XP_037034645.1|BCOP
OG0003648	LOC108102601|XP_017063193.1|DEUG	LOC119073743|XP_037035296.1|BCOP
OG0003649	LOC108113778|XP_017079968.1|DEUG	LOC119080788|XP_037045253.1|BCOP
OG0003650	LOC108110092|XP_017074475.1|DEUG	LOC119083466|XP_037049083.1|BCOP, LOC119079713|XP_037043665.1|BCOP
OG0003651	LOC108111384|XP_017076306.1|DEUG	LOC119081815|XP_037046945.1|BCOP
OG0003652	LOC108107596|XP_017070648.1|DEUG	LOC119073669|XP_037035169.1|BCOP
OG0003653	LOC108107570|XP_017070619.1|DEUG	LOC119080413|XP_037044647.1|BCOP
OG0003654	LOC108114411|XP_017080875.1|DEUG	LOC119076601|XP_037039351.1|BCOP
OG0003655	LOC108106993|XP_017069822.1|DEUG	LOC119079516|XP_037043373.1|BCOP
OG0003656	LOC108108147|XP_017071565.1|DEUG	LOC119076597|XP_037039345.1|BCOP
OG0003657	LOC108114676|XP_017081250.1|DEUG	LOC119081395|XP_037046176.1|BCOP
OG0003658	LOC108110502|XP_017075074.1|DEUG	LOC119079349|XP_037043073.1|BCOP
OG0003659	LOC108108049|XP_017071412.1|DEUG	LOC119073810|XP_037035478.1|BCOP
OG0003660	LOC108104654|XP_017066323.1|DEUG	LOC119081333|XP_037046018.1|BCOP
OG0003661	LOC108107834|XP_017071076.1|DEUG	LOC119074159|XP_037036058.1|BCOP
OG0003662	LOC108114173|XP_017080457.1|DEUG	LOC119080799|XP_037045265.1|BCOP
OG0003663	LOC108107749|XP_017070902.1|DEUG	LOC119077997|XP_037041272.1|BCOP
OG0003664	LOC108107745|XP_017070896.1|DEUG	LOC119080423|XP_037044665.1|BCOP
OG0003665	LOC108106262|XP_017068717.1|DEUG	LOC119073363|XP_037034665.1|BCOP
OG0003666	LOC108106731|XP_017069457.1|DEUG	LOC119079414|XP_037043211.1|BCOP
OG0003667	LOC108107773|XP_017070953.1|DEUG	LOC119081606|XP_037046537.1|BCOP
OG0003668	LOC108113090|XP_017079028.1|DEUG	LOC119073256|XP_037034525.1|BCOP
OG0003669	LOC108113251|XP_017079288.1|DEUG	LOC119067289|XP_037026073.1|BCOP
OG0003670	LOC108113249|XP_017079285.1|DEUG	LOC119079273|XP_037042950.1|BCOP
