Orthogroup	DEUG.longest_only	DMEL.longest_only
OG0005850	LOC108103623|XP_017064657.1|DEUG	dpr18|NP_573102.1|DMEL
OG0005851	LOC108107003|XP_017069833.1|DEUG	CG13773|NP_609081.1|DMEL
OG0005852	LOC108116430|XP_017083813.1|DEUG	Irbp|NP_536773.1|DMEL
OG0005853	LOC108117369|XP_017085246.1|DEUG	CG32554|NP_728102.1|DMEL
OG0005854	LOC108115141|XP_017081926.1|DEUG	ImpE3|NP_524908.1|DMEL
OG0005855	LOC108110295|XP_017074784.1|DEUG	CG42594|NP_001162668.2|DMEL
OG0005856	LOC108115209|XP_017082033.1|DEUG	shi|NP_001259588.1|DMEL
OG0005857	LOC108109856|XP_017074166.1|DEUG, LOC108117104|XP_017084809.1|DEUG	Surf6|NP_524408.1|DMEL
OG0005858	LOC108111818|XP_017076911.1|DEUG	KLHL18|NP_650143.1|DMEL
OG0005859	LOC108102686|XP_017063315.1|DEUG	CG5828|NP_608907.1|DMEL
OG0005860	LOC108116203|XP_017083451.1|DEUG	lap|NP_001163538.1|DMEL
OG0005861	LOC108109364|XP_017073322.1|DEUG	faf|NP_524612.2|DMEL
OG0005862	LOC108104545|XP_017066174.1|DEUG	mtt|NP_001260806.1|DMEL
OG0005863	LOC108109248|XP_017073219.1|DEUG	Pi3K59F|NP_477133.1|DMEL
OG0005864	LOC108109463|XP_017073466.1|DEUG	CG8379|NP_996185.1|DMEL
OG0005865	LOC108117487|XP_017085452.1|DEUG	Syx18|NP_524485.1|DMEL
OG0005866	LOC108106337|XP_017068802.1|DEUG	CG13197|NP_610696.1|DMEL
OG0005867	LOC108106702|XP_017069811.1|DEUG	CG13258|NP_001246041.1|DMEL
OG0005868	LOC108106770|XP_017069498.1|DEUG	CG12863|NP_610973.3|DMEL
OG0005869	LOC108110319|XP_017074825.1|DEUG	mRpL30|NP_525073.1|DMEL
OG0005870	LOC108104432|XP_017065978.1|DEUG	CG3857|NP_996330.1|DMEL
OG0005871	LOC108118392|XP_017086558.1|DEUG	CG15747|NP_727694.1|DMEL
OG0005872	LOC108109554|XP_017073614.1|DEUG	ND-42|NP_524445.1|DMEL
OG0005873	LOC108108292|XP_017071785.1|DEUG	beag|NP_649865.1|DMEL
OG0005874	LOC108110057|XP_017074423.1|DEUG	Graf|NP_996441.2|DMEL
OG0005875	LOC108109275|XP_017073256.1|DEUG	sand|NP_610349.1|DMEL
OG0005876	LOC108110294|XP_017074781.1|DEUG	bi|NP_001259238.1|DMEL
OG0005877	LOC108104938|XP_017066785.1|DEUG	eIF5|NP_573098.1|DMEL
OG0005878	LOC108103854|XP_017065044.1|DEUG	hwt|NP_001259484.1|DMEL
OG0005879	LOC108117459|XP_017085372.1|DEUG	Mvb12|NP_573268.1|DMEL
OG0005880	LOC108108814|XP_017072489.1|DEUG	S1P|NP_649337.2|DMEL
OG0005881	LOC108106025|XP_017068363.1|DEUG	NHP2|NP_651965.1|DMEL
OG0005882	LOC108102984|XP_017063783.1|DEUG	CalpC|NP_573118.2|DMEL
OG0005883	LOC108104678|XP_017066358.1|DEUG	DIP2|NP_612019.2|DMEL
OG0005884	LOC108114563|XP_017081102.1|DEUG	CG10584|NP_649278.1|DMEL
OG0005885	LOC108105985|XP_017068304.1|DEUG	CG8833|NP_648669.1|DMEL
OG0005886	LOC108107561|XP_017070604.1|DEUG	Su_z_12|NP_730465.1|DMEL
OG0005887	LOC108105996|XP_017068322.1|DEUG	Helz|NP_001261848.1|DMEL
OG0005888	LOC108116768|XP_017084286.1|DEUG	jim|NP_001262221.1|DMEL
OG0005889	LOC108108026|XP_017071379.1|DEUG	CG10948|NP_729844.1|DMEL
OG0005890	LOC108103683|XP_017064761.1|DEUG	Pop1|NP_572236.3|DMEL
OG0005891	LOC108114447|XP_017080935.1|DEUG	CG18815|NP_001261719.1|DMEL
OG0005892	LOC108114543|XP_017081077.1|DEUG	mtTFB1|NP_648499.1|DMEL
OG0005893	LOC108104297|XP_017065760.1|DEUG	Prp31|NP_648756.1|DMEL
OG0005894	LOC108104298|XP_017065761.1|DEUG	CG7011|NP_648758.1|DMEL
OG0005895	LOC108104299|XP_017065762.1|DEUG	CG6878|NP_648757.1|DMEL
OG0005896	LOC108114638|XP_017081196.1|DEUG	l_3_77CDf|NP_649242.1|DMEL
OG0005897	LOC108113832|XP_017080029.1|DEUG	CG10738|NP_729905.2|DMEL
OG0005898	LOC108110039|XP_017074386.1|DEUG	CG6227|NP_573020.2|DMEL
OG0005899	LOC108113225|XP_017079251.1|DEUG	Inos|NP_477405.1|DMEL
OG0005900	LOC108110864|XP_017075600.1|DEUG	Ipk2|NP_608535.1|DMEL
OG0005901	LOC108112953|XP_017078842.1|DEUG	PIG-M|NP_611600.1|DMEL
OG0005902	LOC108106512|XP_017069095.1|DEUG	CG8531|NP_610945.1|DMEL
OG0005903	LOC108116377|XP_017083706.1|DEUG	SdhC|NP_001262472.1|DMEL
OG0005904	LOC108116659|XP_017084139.1|DEUG	CG10214|NP_651184.1|DMEL
OG0005905	LOC108107887|XP_017071166.1|DEUG	Ac76E|NP_001246838.1|DMEL
OG0005906	LOC108108508|XP_017072065.1|DEUG	fz2|NP_001262037.1|DMEL
OG0005907	LOC108114335|XP_017080750.1|DEUG	CG14183|NP_649172.3|DMEL
OG0005908	LOC108117348|XP_017085210.1|DEUG	Arl1|NP_524098.2|DMEL
OG0005909	LOC108108805|XP_017072477.1|DEUG	CG43980|NP_001262185.1|DMEL
OG0005910	LOC108113083|XP_017079018.1|DEUG	Lis-1|NP_477160.1|DMEL
OG0005911	LOC108113084|XP_017079019.1|DEUG	CG8441|NP_611094.1|DMEL
OG0005912	LOC108112657|XP_017078276.1|DEUG	CG44242|NP_001188957.1|DMEL
OG0005913	LOC108115652|XP_017082696.1|DEUG	Gclm|NP_732780.1|DMEL
OG0005914	LOC108106264|XP_017068719.1|DEUG	Sox15|NP_523739.2|DMEL
OG0005915	LOC108106586|XP_017069257.1|DEUG	VGAT|NP_610938.1|DMEL
OG0005916	LOC108109184|XP_017073103.1|DEUG	CG34396|NP_611547.2|DMEL
OG0005917	LOC108111909|XP_017077037.1|DEUG	CG7137|NP_611400.1|DMEL
OG0005918	LOC108117438|XP_017085347.1|DEUG	CG10932|NP_572414.1|DMEL
OG0005919	LOC108104758|XP_017066482.1|DEUG	CG30340|NP_724812.2|DMEL
OG0005920	LOC108113067|XP_017078994.1|DEUG	Mlf|NP_995847.1|DMEL
OG0005921	LOC108113715|XP_017079889.1|DEUG	CG2021|NP_647660.1|DMEL
OG0005922	LOC108104385|XP_017065911.1|DEUG	CG14803|NP_569950.1|DMEL
OG0005923	LOC108108224|XP_017071681.1|DEUG	viaf|NP_524032.2|DMEL
OG0005924	LOC108106011|XP_017068346.1|DEUG	endos|NP_648684.1|DMEL
OG0005925	LOC108108197|XP_017071638.1|DEUG	Ent3|NP_648608.2|DMEL
OG0005926	LOC108103432|XP_017064391.1|DEUG	GIIIspla2|NP_572454.2|DMEL
OG0005927	LOC108115298|XP_017082182.1|DEUG	Rab23|NP_649574.1|DMEL
OG0005928	LOC108109693|XP_017073793.1|DEUG	CG15309|NP_001096936.1|DMEL
OG0005929	LOC108114195|XP_017080502.1|DEUG	Oseg4|NP_647653.1|DMEL
OG0005930	LOC108106336|XP_017068800.1|DEUG	CG13196|NP_610695.1|DMEL
OG0005931	LOC108114920|XP_017081596.1|DEUG	Debcl|NP_788278.1|DMEL
OG0005932	LOC108113122|XP_017079112.1|DEUG	Synj|NP_569729.1|DMEL
OG0005933	LOC108104537|XP_017066160.1|DEUG	CG8243|NP_610424.1|DMEL
OG0005934	LOC108106494|XP_017069073.1|DEUG	Spred|NP_001260979.1|DMEL
OG0005935	LOC108116771|XP_017084290.1|DEUG	SPoCk|NP_001262220.1|DMEL
OG0005936	LOC108107167|XP_017070069.1|DEUG	Fgop2|NP_609084.1|DMEL
OG0005937	LOC108116774|XP_017084294.1|DEUG	l_3_04053|NP_649414.1|DMEL
OG0005938	LOC108112944|XP_017078830.1|DEUG	CG8910|NP_611167.2|DMEL
OG0005939	LOC108102966|XP_017063756.1|DEUG	mRpS25|NP_511153.1|DMEL
OG0005940	LOC108112840|XP_017078637.1|DEUG	CG10082|NP_726095.2|DMEL
OG0005941	LOC108107436|XP_017070462.1|DEUG	GlyT|NP_611836.2|DMEL
OG0005942	LOC108111621|XP_017076642.1|DEUG	Pld|NP_001137610.1|DMEL
OG0005943	LOC108114904|XP_017081566.1|DEUG	jing|NP_001097200.1|DMEL
OG0005944	LOC108114919|XP_017081595.1|DEUG	Trap1|NP_477439.2|DMEL
OG0005945	LOC108112769|XP_017078521.1|DEUG	CG12325|NP_610618.1|DMEL
OG0005946	LOC108112307|XP_017077621.1|DEUG	CG8646|NP_610807.3|DMEL
OG0005947	LOC108112538|XP_017077953.1|DEUG	Alk|NP_652600.1|DMEL
OG0005948	LOC108108555|XP_017072125.1|DEUG	mRpL21|NP_649095.2|DMEL
OG0005949	LOC108108678|XP_017072272.1|DEUG	Atox1|NP_001262184.1|DMEL
OG0005950	LOC108112296|XP_017077613.1|DEUG	CG6201|NP_609489.1|DMEL
OG0005951	LOC108114577|XP_017081118.1|DEUG	dpr6|NP_001287018.1|DMEL
OG0005952	LOC108112287|XP_017077603.1|DEUG	l_2_gd1|NP_001245976.1|DMEL
OG0005953	LOC108115547|XP_017082541.1|DEUG	Mpp6|NP_523609.3|DMEL
OG0005954	LOC108115534|XP_017082525.1|DEUG	CG9246|NP_610095.1|DMEL
OG0005955	LOC108109865|XP_017074146.1|DEUG	Son|NP_649914.1|DMEL
OG0005956	LOC108112879|XP_017078713.1|DEUG	Smurf|NP_523779.1|DMEL
OG0005957	LOC108117556|XP_017085554.1|DEUG	CG13625|NP_651272.1|DMEL
OG0005958	LOC108113656|XP_017079817.1|DEUG	CG5913|NP_651439.2|DMEL
OG0005959	LOC108110907|XP_017075657.1|DEUG	CG4537|NP_001097135.1|DMEL
OG0005960	LOC108106040|XP_017068380.1|DEUG	CG7326|NP_573335.1|DMEL
OG0005961	LOC108112653|XP_017078273.1|DEUG	Shark|NP_524743.2|DMEL
OG0005962	LOC108108872|XP_017072579.1|DEUG	CG34199|NP_001097380.1|DMEL
OG0005963	LOC108112457|XP_017077802.1|DEUG	Cog8|NP_609503.2|DMEL
OG0005964	LOC108113200|XP_017079219.1|DEUG	CngB|NP_611607.2|DMEL
OG0005965	LOC108104811|XP_017066582.1|DEUG	CG30010|NP_724847.2|DMEL
OG0005966	LOC108106745|XP_017069472.1|DEUG	ana3|NP_610765.1|DMEL
OG0005967	LOC108109165|XP_017073077.1|DEUG	RpS18|NP_476964.1|DMEL
OG0005968	LOC108109280|XP_017073261.1|DEUG	Ate1|NP_001261101.1|DMEL
OG0005969	LOC108107452|XP_017070490.1|DEUG	alpha-Catr|NP_726389.4|DMEL
OG0005970	LOC108114664|XP_017081232.1|DEUG	CG11811|NP_648408.1|DMEL
OG0005971	LOC108106416|XP_017068928.1|DEUG	mRpL53|NP_725343.1|DMEL
OG0005972	LOC108114530|XP_017081054.1|DEUG	fbl|NP_524870.1|DMEL
OG0005973	LOC108107562|XP_017070608.1|DEUG	Prp3|NP_649156.1|DMEL
OG0005974	LOC108114328|XP_017080736.1|DEUG	eRF1|NP_001262105.1|DMEL
OG0005975	LOC108114618|XP_017081174.1|DEUG	CG5498|NP_730525.2|DMEL
OG0005976	LOC108105291|XP_017067272.1|DEUG	Tgs1|NP_732316.2|DMEL
OG0005977	LOC108109252|XP_017073223.1|DEUG	maf-S|NP_001286639.1|DMEL
OG0005978	LOC108112479|XP_017077827.1|DEUG	CG6984|NP_611187.1|DMEL
OG0005979	LOC108112049|XP_017077291.1|DEUG	Spt-I|NP_610842.1|DMEL
OG0005980	LOC108113360|XP_017079413.1|DEUG	CG11123|NP_610276.1|DMEL
OG0005981	LOC108104348|XP_017065842.1|DEUG	CkIIbeta|NP_996415.1|DMEL
OG0005982	LOC108113317|XP_017079362.1|DEUG	CG11141|NP_610282.1|DMEL
OG0005983	LOC108105029|XP_017066915.1|DEUG	CG14234|NP_001356951.1|DMEL
OG0005984	LOC108105368|XP_017067390.1|DEUG	wcy|NP_001259636.1|DMEL
OG0005985	LOC108111852|XP_017076950.1|DEUG	CG11122|NP_572685.2|DMEL
OG0005986	LOC108117621|XP_017085638.1|DEUG	Arp8|NP_573251.1|DMEL
OG0005987	LOC108105069|XP_017066978.1|DEUG	l_1_G0289|NP_572621.1|DMEL
OG0005988	LOC108106610|XP_017069298.1|DEUG	Sln|NP_610706.1|DMEL
OG0005989	LOC108106520|XP_017069114.1|DEUG	fl_2_d|NP_523732.2|DMEL
OG0005990	LOC108113013|XP_017078923.1|DEUG	Nup75|NP_611300.2|DMEL
OG0005991	LOC108104496|XP_017066099.1|DEUG	Pgi|NP_523663.1|DMEL
OG0005992	LOC108114573|XP_017081113.1|DEUG	hay|NP_001137931.1|DMEL
OG0005993	LOC108114574|XP_017081114.1|DEUG	E_z_|NP_001261682.1|DMEL
OG0005994	LOC108108712|XP_017072333.1|DEUG	M6|NP_001262166.1|DMEL
OG0005995	LOC108114714|XP_017081305.1|DEUG	CG13248|NP_649219.1|DMEL
OG0005996	LOC108108690|XP_017072284.1|DEUG	ORMDL|NP_730669.1|DMEL
OG0005997	LOC108113136|XP_017079132.1|DEUG	Taf5|NP_476957.1|DMEL
OG0005998	LOC108104253|XP_017065691.1|DEUG	CG13458|NP_648748.1|DMEL
OG0005999	LOC108104738|XP_017066464.1|DEUG	Cypl|NP_523874.1|DMEL
OG0006000	LOC108112595|XP_017078134.1|DEUG	Psi|NP_995862.1|DMEL
OG0006001	LOC108107624|XP_017070682.1|DEUG	CG34342|NP_001097509.3|DMEL
OG0006002	LOC108107284|XP_017070227.1|DEUG	Cpes|NP_477376.1|DMEL
OG0006003	LOC108104300|XP_017065763.1|DEUG	mnd|NP_524074.1|DMEL
OG0006004	LOC108114966|XP_017081662.1|DEUG	Hus1-like|NP_477426.1|DMEL
OG0006005	LOC108106430|XP_017068947.1|DEUG	CG13220|NP_610664.1|DMEL
OG0006006	LOC108109096|XP_017072968.1|DEUG	Hmg-2|NP_611553.1|DMEL
OG0006007	LOC108111618|XP_017076637.1|DEUG	Ttc7|NP_652063.1|DMEL
OG0006008	LOC108110931|XP_017075701.1|DEUG	CG3558|NP_001137777.1|DMEL
OG0006009	LOC108114363|XP_017080799.1|DEUG	ZnT77C|NP_649233.2|DMEL
OG0006010	LOC108108727|XP_017072349.1|DEUG	Wnk|NP_001262171.2|DMEL
OG0006011	LOC108104647|XP_017066316.1|DEUG	NitFhit|NP_525122.1|DMEL
OG0006012	LOC108114194|XP_017080494.1|DEUG	Mob2|NP_729715.2|DMEL
OG0006013	LOC108112121|XP_017077361.1|DEUG	NAT1|NP_001033943.2|DMEL
OG0006014	LOC108104009|XP_017065322.1|DEUG	Vps36|NP_648660.1|DMEL
OG0006015	LOC108106530|XP_017069154.1|DEUG	Rpb12|NP_001097319.1|DMEL
OG0006016	LOC108104535|XP_017066158.1|DEUG	lin|NP_524815.1|DMEL
OG0006017	LOC108106760|XP_017069489.1|DEUG	wash|NP_610739.1|DMEL
OG0006018	LOC108111991|XP_017077208.1|DEUG	CG15118|NP_611396.1|DMEL
OG0006019	LOC108113296|XP_017079336.1|DEUG	CG42497|NP_001163242.1|DMEL
OG0006020	LOC108114466|XP_017080963.1|DEUG	Hpd|NP_730536.1|DMEL
OG0006021	LOC108107966|XP_017071295.1|DEUG	Hip1|NP_648597.2|DMEL
OG0006022	LOC108111066|XP_017075883.1|DEUG	beta'COP|NP_524836.2|DMEL
OG0006023	LOC108113603|XP_017079747.1|DEUG	RpL27|NP_651417.1|DMEL
OG0006024	LOC108103795|XP_017064915.1|DEUG	para|NP_001259619.1|DMEL
OG0006025	LOC108106522|XP_017069119.1|DEUG	Cam|NP_523710.1|DMEL
OG0006026	LOC108115645|XP_017082688.1|DEUG	CG5326|NP_651060.1|DMEL
OG0006027	LOC108114892|XP_017081539.1|DEUG	arr|NP_524737.2|DMEL
OG0006028	LOC108106775|XP_017069505.1|DEUG	Tfb1|NP_610957.1|DMEL
OG0006029	LOC108104548|XP_017066178.1|DEUG	CCT8|NP_610418.1|DMEL
OG0006030	LOC108117508|XP_017085485.1|DEUG	Rpb10|NP_651280.1|DMEL
OG0006031	LOC108106759|XP_017069487.1|DEUG	Drep1|NP_001260909.1|DMEL
OG0006032	LOC108117710|XP_017085751.1|DEUG	CG34120|NP_001285513.1|DMEL
OG0006033	LOC108106755|XP_017069484.1|DEUG	CG33964|NP_001033941.1|DMEL
OG0006034	LOC108110157|XP_017074568.1|DEUG	Ir93a|NP_650924.3|DMEL
OG0006035	LOC108116413|XP_017083786.1|DEUG	Pbp45|NP_650499.1|DMEL
OG0006036	LOC108110508|XP_017075077.1|DEUG	CG4382|NP_609301.2|DMEL
OG0006037	LOC108106534|XP_017069161.1|DEUG	mspo|NP_725407.1|DMEL
OG0006038	LOC108115397|XP_017082323.1|DEUG	CG1218|NP_649589.1|DMEL
OG0006039	LOC108111623|XP_017076646.1|DEUG	Ptr|NP_001246145.1|DMEL
OG0006040	LOC108106248|XP_017068703.1|DEUG	CG13344|NP_610915.2|DMEL
OG0006041	LOC108103702|XP_017064787.1|DEUG	cm|NP_788873.1|DMEL
OG0006042	LOC108112512|XP_017077889.1|DEUG	fus|NP_524691.1|DMEL
OG0006043	LOC108108628|XP_017072217.1|DEUG	Prestin|NP_649024.1|DMEL
OG0006044	LOC108105462|XP_017067551.1|DEUG	TRAM|NP_726710.1|DMEL
OG0006045	LOC108110353|XP_017074881.1|DEUG	SmydA-5|NP_610202.3|DMEL
OG0006046	LOC108112924|XP_017078805.1|DEUG	Dark|NP_725637.1|DMEL
OG0006047	LOC108106023|XP_017068361.1|DEUG	Pex1|NP_652016.1|DMEL
OG0006048	LOC108114650|XP_017081211.1|DEUG	rt|NP_524025.2|DMEL
OG0006049	LOC108102932|XP_017063682.1|DEUG	CG11674|NP_572948.1|DMEL
OG0006050	LOC108105208|XP_017067150.1|DEUG	Gcn2|NP_001263142.1|DMEL
OG0006051	LOC108117550|XP_017085551.1|DEUG	e_y_2|NP_524846.1|DMEL
OG0006052	LOC108107374|XP_017070370.1|DEUG	uzip|NP_523861.1|DMEL
OG0006053	LOC108109900|XP_017074196.1|DEUG	Arl5|NP_648201.1|DMEL
OG0006054	LOC108108672|XP_017072269.1|DEUG	CG31998|NP_726548.1|DMEL
OG0006055	LOC108111815|XP_017076908.1|DEUG	Dip-C|NP_650192.1|DMEL
OG0006056	LOC108113228|XP_017079254.1|DEUG	CG8207|NP_611051.2|DMEL
OG0006057	LOC108102845|XP_017063526.1|DEUG	Myo61F|NP_476934.2|DMEL
OG0006058	LOC108117262|XP_017085104.1|DEUG	EndoA|NP_732383.1|DMEL
OG0006059	LOC108107969|XP_017071298.1|DEUG	Atg1|NP_001163433.1|DMEL
OG0006060	LOC108107971|XP_017071302.1|DEUG	CG42709|NP_648600.1|DMEL
OG0006061	LOC108117700|XP_017085727.1|DEUG	fliI|NP_525097.1|DMEL
OG0006062	LOC108116342|XP_017083646.1|DEUG	CG14701|NP_650057.1|DMEL
OG0006063	LOC108111169|XP_017076037.1|DEUG	CG13126|NP_609330.1|DMEL
OG0006064	LOC108106591|XP_017069263.1|DEUG	Opa1|NP_725369.1|DMEL
OG0006065	LOC108107687|XP_017070780.1|DEUG	CG9004|NP_647717.1|DMEL
OG0006066	LOC108112130|XP_017077369.1|DEUG	fa2h|NP_610279.3|DMEL
OG0006067	LOC108104472|XP_017066026.1|DEUG	RyR|NP_001246211.1|DMEL
OG0006068	LOC108105010|XP_017066879.1|DEUG	Zw|NP_523411.1|DMEL
OG0006069	LOC108108612|XP_017072200.1|DEUG	Grd|NP_524131.1|DMEL
OG0006070	LOC108108677|XP_017072271.1|DEUG	EMC10|NP_730662.2|DMEL
OG0006071	LOC108115863|XP_017082977.1|DEUG	Ets98B|NP_524535.2|DMEL
OG0006072	LOC108107574|XP_017070624.1|DEUG	mRpL23|NP_523889.1|DMEL
OG0006073	LOC108104745|XP_017066475.1|DEUG	dpr20|NP_612066.1|DMEL
OG0006074	LOC108104352|XP_017065847.1|DEUG	ATP7|NP_572756.3|DMEL
OG0006075	LOC108117430|XP_017085332.1|DEUG	ND-MNLL|NP_572416.1|DMEL
OG0006076	LOC108106800|XP_017069533.1|DEUG	NaPi-T|NP_525116.2|DMEL
OG0006077	LOC108108750|XP_017072397.1|DEUG	verm|NP_001163469.1|DMEL
OG0006078	LOC108108781|XP_017072441.1|DEUG	serp|NP_730444.1|DMEL
OG0006079	LOC108114197|XP_017080504.1|DEUG	CG11399|NP_649254.2|DMEL
OG0006080	LOC108117350|XP_017085214.1|DEUG	mib1|NP_648826.2|DMEL
OG0006081	LOC108104797|XP_017066555.1|DEUG	Urod|NP_610501.1|DMEL
OG0006082	LOC108104818|XP_017066591.1|DEUG	RpL31|NP_610503.1|DMEL
OG0006083	LOC108108532|XP_017072093.1|DEUG	CG3961|NP_730369.1|DMEL
OG0006084	LOC108118229|XP_017086300.1|DEUG	dbo|NP_524989.2|DMEL
OG0006085	LOC108108813|XP_017072488.1|DEUG	SMC5|NP_996141.2|DMEL
OG0006086	LOC108108816|XP_017072496.1|DEUG	TfAP-2|NP_001262178.1|DMEL
OG0006087	LOC108112925|XP_017078806.1|DEUG	CG8963|NP_611180.1|DMEL
OG0006088	LOC108108652|XP_017072244.1|DEUG	MED19|NP_649016.1|DMEL
OG0006089	LOC108104439|XP_017065987.1|DEUG	snf|NP_511045.1|DMEL
OG0006090	LOC108114253|XP_017080636.1|DEUG	RAF2|NP_730163.1|DMEL
OG0006091	LOC108114595|XP_017081140.1|DEUG	CG16711|NP_648347.2|DMEL
OG0006092	LOC108103874|XP_017065089.1|DEUG	CG9784|NP_001259623.1|DMEL
OG0006093	LOC108104809|XP_017066580.1|DEUG	Ntmt|NP_001350855.1|DMEL
OG0006094	LOC108114584|XP_017081127.1|DEUG	Klp68D|NP_524029.2|DMEL
OG0006095	LOC108104528|XP_017066149.1|DEUG	Vang|NP_001260819.1|DMEL
OG0006096	LOC108106658|XP_017069368.1|DEUG	RpI1|NP_523743.1|DMEL
OG0006097	LOC108108504|XP_017072059.1|DEUG	MYPT-75D|NP_649049.1|DMEL
OG0006098	LOC108104186|XP_017065615.1|DEUG	CG3709|NP_608500.1|DMEL
OG0006099	LOC108106389|XP_017068884.1|DEUG	CG10257|NP_611008.2|DMEL
OG0006100	LOC108113286|XP_017079325.1|DEUG	twi|NP_523816.2|DMEL
OG0006101	LOC108110889|XP_017075636.1|DEUG	CG5096|NP_723576.1|DMEL
OG0006102	LOC108109235|XP_017073196.1|DEUG	Arl6|NP_611421.1|DMEL
OG0006103	LOC108117596|XP_017085599.1|DEUG	C901|NP_572673.1|DMEL
OG0006104	LOC108104931|XP_017066773.1|DEUG	Atg5|NP_572390.1|DMEL
OG0006105	LOC108104932|XP_017066774.1|DEUG	brk|NP_511069.3|DMEL
OG0006106	LOC108108788|XP_017072451.1|DEUG	Syn1|NP_524205.2|DMEL
OG0006107	LOC108109107|XP_017072984.1|DEUG	Tmtc3|NP_477246.2|DMEL
OG0006108	LOC108118530|XP_017086768.1|DEUG	Tsp2A|NP_525037.1|DMEL
OG0006109	LOC108116766|XP_017084281.1|DEUG	EMC4|NP_649424.1|DMEL
OG0006110	LOC108108493|XP_017072036.1|DEUG	Atg3|NP_649059.1|DMEL
OG0006111	LOC108109161|XP_017073073.1|DEUG	CG3295|NP_611536.1|DMEL
OG0006112	LOC108107346|XP_017070334.1|DEUG	RpL39|NP_477314.1|DMEL
OG0006113	LOC108114175|XP_017080469.1|DEUG	CG9951|NP_648929.1|DMEL
OG0006114	LOC108116044|XP_017083232.1|DEUG	eIF2D|NP_477481.1|DMEL
OG0006115	LOC108106364|XP_017068833.1|DEUG	CG17739|NP_610757.1|DMEL
OG0006116	LOC108106748|XP_017069476.1|DEUG	otk|NP_523705.2|DMEL
OG0006117	LOC108112656|XP_017078275.1|DEUG	CG44243|NP_611097.2|DMEL
OG0006118	LOC108112616|XP_017078196.1|DEUG	Cbp53E|NP_476838.1|DMEL
OG0006119	LOC108106687|XP_017069409.1|DEUG	Syngr|NP_610908.1|DMEL
OG0006120	LOC108112187|XP_017077488.1|DEUG, LOC108118268|XP_017086355.1|DEUG	PIG-A|NP_611257.1|DMEL
OG0006121	LOC108108754|XP_017072402.1|DEUG	Alg11|NP_649340.1|DMEL
OG0006122	LOC108108884|XP_017072601.1|DEUG	CG31999|NP_726551.2|DMEL
OG0006123	LOC108107472|XP_017070508.1|DEUG	CG13579|NP_001261169.1|DMEL
OG0006124	LOC108116571|XP_017084001.1|DEUG, LOC108116529|XP_017083957.1|DEUG	shps|NP_651239.1|DMEL
OG0006125	LOC108108058|XP_017071422.1|DEUG	Sap130|NP_729834.1|DMEL
OG0006126	LOC108102751|XP_017063392.1|DEUG	Cln7|NP_001261508.1|DMEL
OG0006127	LOC108104291|XP_017065754.1|DEUG	Tollo|NP_524757.1|DMEL
OG0006128	LOC108118244|XP_017086322.1|DEUG	gdl|NP_001261877.1|DMEL
OG0006129	LOC108104296|XP_017065759.1|DEUG	Pdi|NP_524079.1|DMEL
OG0006130	LOC108118214|XP_017086273.1|DEUG	CG16979|NP_648779.1|DMEL
OG0006131	LOC108118219|XP_017086284.1|DEUG	CG7739|NP_648776.1|DMEL
OG0006132	LOC108118238|XP_017086312.1|DEUG	yellow-k|NP_648772.1|DMEL
OG0006133	LOC108118215|XP_017086274.1|DEUG	mrn|NP_648780.1|DMEL
OG0006134	LOC108104287|XP_017065746.1|DEUG	Cep135|NP_001189108.1|DMEL
OG0006135	LOC108118213|XP_017086271.1|DEUG	dop|NP_648778.1|DMEL
OG0006136	LOC108108060|XP_017071426.1|DEUG	Sf3a2|NP_648603.1|DMEL
OG0006137	LOC108104258|XP_017065695.1|DEUG	Ocho|NP_536775.2|DMEL
OG0006138	LOC108105396|XP_017067430.1|DEUG	dpn|NP_476923.1|DMEL
OG0006139	LOC108104561|XP_017066193.1|DEUG	PAN2|NP_610427.2|DMEL
OG0006140	LOC108107388|XP_017070394.1|DEUG	SerT|NP_001369117.1|DMEL
OG0006141	LOC108112905|XP_017078761.1|DEUG	gprs|NP_725599.2|DMEL
OG0006142	LOC108108516|XP_017072075.1|DEUG	Mkp3|NP_001262031.1|DMEL
OG0006143	LOC108114471|XP_017080968.1|DEUG	AdenoK|NP_648624.1|DMEL
OG0006144	LOC108105992|XP_017068315.1|DEUG	Nprl3|NP_648680.2|DMEL
OG0006145	LOC108107569|XP_017070617.1|DEUG	Pfdn6|NP_649159.1|DMEL
OG0006146	LOC108106137|XP_017068518.1|DEUG	CG17294|NP_609219.1|DMEL
OG0006147	LOC108110253|XP_017074733.1|DEUG	CG18473|NP_731339.1|DMEL
OG0006148	LOC108114421|XP_017080897.1|DEUG	CG32225|NP_730511.1|DMEL
OG0006149	LOC108114474|XP_017080972.1|DEUG	RpS12|NP_729866.1|DMEL
OG0006150	LOC108114470|XP_017080966.1|DEUG	Zmynd10|NP_648625.1|DMEL
OG0006151	LOC108110772|XP_017075478.1|DEUG	CG4658|NP_788020.1|DMEL
OG0006152	LOC108113761|XP_017079946.1|DEUG	Mocs2B|NP_651340.1|DMEL
OG0006153	LOC108113337|XP_017079385.1|DEUG	PIG-V|NP_001286508.1|DMEL
OG0006154	LOC108113696|XP_017079862.1|DEUG	CG11852|NP_651357.1|DMEL
OG0006155	LOC108109845|XP_017074090.1|DEUG	CG34117|NP_001036690.1|DMEL
OG0006156	LOC108109493|XP_017073519.1|DEUG	CG32797|NP_726810.1|DMEL, aqz|NP_788602.1|DMEL
