Orthogroup	DPSE.longest_only	DVIR.longest_only
OG0004154	LOC6900027|XP_033240339.1|DPSE	LOC6624017|XP_002046247.1|DVIR
OG0004155	LOC4802461|XP_001359378.2|DPSE	LOC116652173|XP_032296076.1|DVIR, LOC6633137|XP_002056376.1|DVIR
OG0004156	LOC4802400|XP_001359325.4|DPSE	LOC116649754|XP_032293732.1|DVIR, LOC26531786|XP_015027943.1|DVIR, LOC6629538|XP_002053666.2|DVIR
OG0004157	LOC4814704|XP_001355008.3|DPSE	LOC6631980|XP_002055605.2|DVIR
OG0004158	LOC4813450|XP_001353676.2|DPSE	LOC6623224|XP_002047786.1|DVIR
OG0004159	LOC4802365|XP_001359294.2|DPSE	LOC6630677|XP_002054610.1|DVIR
OG0004160	LOC6900553|XP_015042916.2|DPSE	LOC6623519|XP_002046543.1|DVIR
OG0004161	LOC4803112|XP_001359909.5|DPSE	LOC6630132|XP_015027518.1|DVIR
OG0004162	LOC4802537|XP_001359438.2|DPSE	LOC6629802|XP_002053378.1|DVIR
OG0004163	LOC6897821|XP_002137926.2|DPSE	LOC6632837|XP_002056345.1|DVIR
OG0004164	LOC4802304|XP_015037730.2|DPSE	LOC6629998|XP_032294799.1|DVIR
OG0004165	LOC4805239|XP_015040507.2|DPSE	LOC6625904|XP_015029395.1|DVIR
OG0004166	LOC4803530|XP_001360241.3|DPSE	LOC6625439|XP_002049975.1|DVIR
OG0004167	LOC4802021|XP_001359023.2|DPSE	LOC6633152|XP_002056601.2|DVIR
OG0004168	LOC4800448|XP_001357723.3|DPSE	LOC6630341|XP_002053016.1|DVIR
OG0004169	LOC26533794|XP_015042104.2|DPSE	LOC6636095|XP_002059584.3|DVIR
OG0004170	LOC6901499|XP_002134185.4|DPSE	LOC6628154|XP_002051645.2|DVIR, LOC6635576|XP_002058990.1|DVIR
OG0004171	LOC4814748|XP_001355133.3|DPSE	LOC6636056|XP_002059520.1|DVIR
OG0004172	LOC4815117|XP_015042008.2|DPSE	LOC6631484|XP_032296108.1|DVIR
OG0004173	LOC6898270|XP_002138336.2|DPSE	LOC6626457|XP_002049146.2|DVIR
OG0004174	LOC6898468|XP_015039912.2|DPSE	LOC6635328|XP_015024693.1|DVIR
OG0004175	LOC4804188|XP_001360790.2|DPSE	LOC6624967|XP_032293009.1|DVIR
OG0004176	LOC4813934|XP_001354096.1|DPSE	LOC6624647|XP_002046591.1|DVIR
OG0004177	LOC4802398|XP_001359323.4|DPSE	LOC6629537|XP_002053665.2|DVIR
OG0004178	LOC6897828|XP_033232846.1|DPSE	LOC6633056|XP_032289840.1|DVIR
OG0004179	LOC4814420|XP_001354447.1|DPSE	LOC6633266|XP_002057147.1|DVIR
OG0004180	LOC4803286|XP_001360051.4|DPSE	LOC6632453|XP_015026160.1|DVIR
OG0004181	LOC4801569|XP_001358640.2|DPSE	LOC6630775|XP_015027765.1|DVIR
OG0004182	LOC4812996|XP_015042805.2|DPSE	LOC6622220|XP_015030826.1|DVIR
OG0004183	LOC4813469|XP_033241356.1|DPSE	LOC6623237|XP_032290616.1|DVIR
OG0004184	LOC4812638|XP_001353028.2|DPSE	LOC6624161|XP_002046305.1|DVIR
OG0004185	LOC4816545|XP_001355904.3|DPSE	LOC6627366|XP_002051673.2|DVIR
OG0004186	LOC4815173|XP_001354743.1|DPSE	LOC6633492|XP_002057351.1|DVIR
OG0004187	LOC4802607|XP_001359496.2|DPSE	LOC6632350|XP_032289839.1|DVIR
OG0004188	LOC4803100|XP_001359898.3|DPSE	LOC6630268|XP_002053697.1|DVIR
OG0004189	LOC4803102|XP_001359900.3|DPSE	LOC116649719|XP_032293908.1|DVIR
OG0004190	LOC6897853|XP_002137956.3|DPSE	LOC6632343|XP_032289789.1|DVIR
OG0004191	LOC4802939|XP_001359754.3|DPSE	LOC6632340|XP_002056408.1|DVIR
OG0004192	LOC4803237|XP_033233128.1|DPSE	LOC6630137|XP_002053620.1|DVIR
OG0004193	LOC4814725|XP_015041734.2|DPSE	LOC6636004|XP_002059504.2|DVIR
OG0004194	LOC4803184|XP_001359967.2|DPSE	LOC6629653|XP_002053563.1|DVIR
OG0004195	LOC6901874|XP_033239490.1|DPSE	LOC6633847|XP_002057199.1|DVIR
OG0004196	LOC4801594|XP_001358663.3|DPSE	LOC6632950|XP_002055859.2|DVIR
OG0004197	LOC4802814|XP_001359657.3|DPSE	LOC6632365|XP_002056726.1|DVIR
OG0004198	LOC4802458|XP_001359375.1|DPSE	LOC6629379|XP_002053543.1|DVIR
OG0004199	LOC4802557|XP_001359455.3|DPSE	LOC6629504|XP_002053166.1|DVIR
OG0004200	LOC4805241|XP_001361674.2|DPSE	LOC6626881|XP_002049718.1|DVIR
OG0004201	LOC4801160|XP_001358295.3|DPSE	LOC6630482|XP_002053758.1|DVIR
OG0004202	LOC4800938|XP_001358124.2|DPSE	LOC6630060|XP_002054282.1|DVIR
OG0004203	LOC4802878|XP_015038157.1|DPSE	LOC6630329|XP_032290362.1|DVIR
OG0004204	LOC4812396|XP_001352960.2|DPSE	LOC6624540|XP_032290933.1|DVIR
OG0004205	LOC6900361|XP_002134756.3|DPSE	LOC6622588|XP_002047973.1|DVIR
OG0004206	LOC4803072|XP_001359872.2|DPSE	LOC6632557|XP_002056540.1|DVIR
OG0004207	LOC4803073|XP_001359873.2|DPSE	LOC6632556|XP_015025812.1|DVIR
OG0004208	LOC6899287|XP_002136239.3|DPSE	LOC6632576|XP_002056741.1|DVIR
OG0004209	LOC4800432|XP_033241540.1|DPSE	LOC6629406|XP_002053063.1|DVIR
OG0004210	LOC4800859|XP_001358059.1|DPSE	LOC6635195|XP_002058470.1|DVIR
OG0004211	LOC4816975|XP_001356549.2|DPSE	LOC6628670|XP_002051844.1|DVIR
OG0004212	LOC4802534|XP_001359435.1|DPSE	LOC6629799|XP_032290634.1|DVIR
OG0004213	LOC4803021|XP_001359823.2|DPSE	LOC6629441|XP_002053158.1|DVIR
OG0004214	LOC4805542|XP_001361929.1|DPSE	LOC6626448|XP_032292926.1|DVIR
OG0004215	LOC4805736|XP_001362084.2|DPSE	LOC6624924|XP_002049349.2|DVIR
OG0004216	LOC4813495|XP_033238849.1|DPSE	LOC6624357|XP_032290851.1|DVIR
OG0004217	LOC4813478|XP_001353758.2|DPSE	LOC6623508|XP_002046948.1|DVIR
OG0004218	LOC6901805|XP_002134473.1|DPSE	LOC6629871|XP_002053380.1|DVIR
OG0004219	LOC4803002|XP_001359807.1|DPSE	LOC6629277|XP_002054685.1|DVIR
OG0004220	LOC4802333|XP_015037753.2|DPSE	LOC6630982|XP_032293793.1|DVIR
OG0004221	LOC4802813|XP_001359656.3|DPSE	LOC6629905|XP_002053403.1|DVIR
OG0004222	LOC4802581|XP_001359475.1|DPSE	LOC6630897|XP_002053126.1|DVIR, LOC116651719|XP_032294577.1|DVIR
OG0004223	LOC4802585|XP_015037926.2|DPSE	LOC6630076|XP_002053086.1|DVIR
OG0004224	LOC4802431|XP_001359353.2|DPSE	LOC6630670|XP_032295218.1|DVIR
OG0004225	LOC4814712|XP_001354635.1|DPSE	LOC6632028|XP_002055018.1|DVIR
OG0004226	LOC4802550|XP_003736757.3|DPSE	LOC6629851|XP_015027242.2|DVIR
OG0004227	LOC4802881|XP_033236310.1|DPSE	LOC6630332|XP_032290369.1|DVIR
OG0004228	LOC4802880|XP_001359709.1|DPSE	LOC6630331|XP_002053352.2|DVIR
OG0004229	LOC4805561|XP_004444546.2|DPSE	LOC6627153|XP_032293028.1|DVIR
OG0004230	LOC6901541|XP_033238139.1|DPSE	LOC6633883|XP_032296051.1|DVIR
OG0004231	LOC6900301|XP_002135623.1|DPSE	LOC6623588|XP_002046314.1|DVIR
OG0004232	LOC4812652|XP_015044098.1|DPSE	LOC6624234|XP_015030975.1|DVIR
OG0004233	LOC4812651|XP_015044101.1|DPSE	LOC6623562|XP_032291178.1|DVIR
OG0004234	LOC4812663|XP_015044106.1|DPSE	LOC6624112|XP_015030972.1|DVIR
OG0004235	LOC4815925|XP_001355569.2|DPSE	LOC6631495|XP_002055129.1|DVIR
OG0004236	LOC4803188|XP_001359971.3|DPSE	LOC6630366|XP_002054902.3|DVIR
OG0004237	LOC4802968|XP_033241809.1|DPSE	LOC6632672|XP_032289525.1|DVIR
OG0004238	LOC6897950|XP_002138049.1|DPSE	LOC6629657|XP_002053596.1|DVIR
OG0004239	LOC4802808|XP_001359652.3|DPSE	LOC6630126|XP_002053397.1|DVIR
OG0004240	LOC6897625|XP_002137769.2|DPSE	LOC6633098|XP_002056578.1|DVIR
OG0004241	LOC4802624|XP_001359508.2|DPSE	LOC6629353|XP_002053269.1|DVIR
OG0004242	LOC4803033|XP_033232624.1|DPSE	LOC6632458|XP_032289657.1|DVIR
OG0004243	LOC4814122|XP_001354281.2|DPSE	LOC6622251|XP_002046942.1|DVIR
OG0004244	LOC4803185|XP_001359968.3|DPSE	LOC6629652|XP_002053562.1|DVIR
OG0004245	LOC4812436|XP_001352453.2|DPSE	LOC6622739|XP_002047038.1|DVIR
OG0004246	LOC4812914|XP_033239744.1|DPSE	LOC6622848|XP_002048592.1|DVIR
OG0004247	LOC4815830|XP_001355238.2|DPSE	LOC6633427|XP_002057220.1|DVIR
OG0004248	LOC4804644|XP_001361173.2|DPSE	LOC6625571|XP_002049596.1|DVIR
OG0004249	LOC4812596|XP_033237569.1|DPSE	LOC6636832|XP_002060305.1|DVIR
OG0004250	LOC4817862|XP_001357340.3|DPSE	LOC6634327|XP_002057680.2|DVIR
OG0004251	LOC4814812|XP_033237984.1|DPSE	LOC6632183|XP_002055638.3|DVIR
OG0004252	LOC4802531|XP_001359433.3|DPSE	LOC6633093|XP_002056276.1|DVIR
OG0004253	LOC4803015|XP_001359817.4|DPSE	LOC6629602|XP_002054667.1|DVIR
OG0004254	LOC4815527|XP_001355497.2|DPSE	LOC6634543|XP_002058287.1|DVIR
OG0004255	LOC4816461|XP_015036619.2|DPSE	LOC6629002|XP_002052105.2|DVIR
OG0004256	LOC4805690|XP_001362049.2|DPSE	LOC6625725|XP_032293111.1|DVIR
OG0004257	LOC4800274|XP_001357618.2|DPSE	LOC6635210|XP_002058398.1|DVIR
OG0004258	LOC4803220|XP_015038350.1|DPSE	LOC6629675|XP_032290814.1|DVIR
OG0004259	LOC6899104|XP_002139021.2|DPSE	LOC6626084|XP_002049022.1|DVIR
OG0004260	LOC6897751|XP_003736791.3|DPSE	LOC6629382|XP_032293000.1|DVIR
OG0004261	LOC4802433|XP_001359355.2|DPSE	LOC6630672|XP_002054630.1|DVIR
OG0004262	LOC4802138|XP_001359117.2|DPSE	LOC6629526|XP_002053328.1|DVIR
OG0004263	LOC4803249|XP_001360022.4|DPSE	LOC6630536|XP_032294916.1|DVIR
OG0004264	LOC4802990|XP_001359797.3|DPSE	LOC6630278|XP_002054889.2|DVIR
OG0004265	LOC4802936|XP_001359751.1|DPSE	LOC6632337|XP_002056405.1|DVIR
OG0004266	LOC4802886|XP_001359714.3|DPSE	LOC6630815|XP_002053360.1|DVIR
OG0004267	LOC4802802|XP_015038099.1|DPSE	LOC6630120|XP_002053391.1|DVIR
OG0004268	LOC4805408|XP_033233709.1|DPSE	LOC6624859|XP_032293108.1|DVIR
OG0004269	LOC4804648|XP_001361176.3|DPSE	LOC6625960|XP_015029423.1|DVIR
OG0004270	LOC4804886|XP_003736959.1|DPSE	LOC26530602|XP_015030226.1|DVIR
OG0004271	LOC4804170|XP_033234805.1|DPSE	LOC6626223|XP_002049799.1|DVIR
OG0004272	LOC4803201|XP_001359983.1|DPSE	LOC6630591|XP_002053282.1|DVIR
OG0004273	LOC4800830|XP_001358034.2|DPSE	LOC6629846|XP_002054467.2|DVIR
OG0004274	LOC4815423|XP_001355612.2|DPSE	LOC6636002|XP_002059502.2|DVIR
OG0004275	LOC4816030|XP_001355552.1|DPSE	LOC6632098|XP_002055513.2|DVIR
OG0004276	LOC4812451|XP_033240182.1|DPSE	LOC6623810|XP_002048310.1|DVIR
OG0004277	LOC4812122|XP_001352791.2|DPSE	LOC6623706|XP_002048615.1|DVIR
OG0004278	LOC4814546|XP_001355085.2|DPSE	LOC6633645|XP_002056839.1|DVIR
OG0004279	LOC117184548|XP_033238630.1|DPSE, LOC4817333|XP_001356739.1|DPSE, LOC6903707|XP_002136767.2|DPSE	LOC6628371|XP_015028550.1|DVIR
OG0004280	LOC6901746|XP_033237735.1|DPSE	LOC6636053|XP_032296062.1|DVIR
OG0004281	LOC4803575|XP_001360282.2|DPSE	LOC6627009|XP_002049619.1|DVIR
OG0004282	LOC6903887|XP_002136634.1|DPSE	LOC6625291|XP_002049776.1|DVIR
OG0004283	LOC6903886|XP_002136633.1|DPSE	LOC6625290|XP_032292907.1|DVIR
OG0004284	LOC4818107|XP_003736142.2|DPSE	LOC26530847|XP_015028866.2|DVIR
OG0004285	LOC4801739|XP_001358782.2|DPSE	LOC6630255|XP_002053769.1|DVIR
OG0004286	LOC4813119|XP_015043280.1|DPSE	LOC6623554|XP_002048609.1|DVIR
OG0004287	LOC4812993|XP_001353897.1|DPSE	LOC6623641|XP_002048610.1|DVIR
OG0004288	LOC4813619|XP_001353902.1|DPSE	LOC6623478|XP_002048603.1|DVIR
OG0004289	LOC6900273|XP_033237790.1|DPSE	LOC6624464|XP_032291165.1|DVIR
OG0004290	LOC6898978|XP_002138938.2|DPSE	LOC6626364|XP_002050693.1|DVIR
OG0004291	LOC4803971|XP_001360608.2|DPSE	LOC6625278|XP_002049863.1|DVIR
OG0004292	LOC4812437|XP_001352689.1|DPSE	LOC26530770|XP_015031649.1|DVIR
OG0004293	LOC4813354|XP_001353431.2|DPSE	LOC6622119|XP_002047687.1|DVIR
OG0004294	LOC4813079|XP_015042601.1|DPSE	LOC6622596|XP_032290705.1|DVIR
OG0004295	LOC4812926|XP_001353185.3|DPSE	LOC6622115|XP_002047988.1|DVIR
OG0004296	LOC4812790|XP_001353187.3|DPSE	LOC6622642|XP_002047990.1|DVIR
OG0004297	LOC4805618|XP_001361992.2|DPSE	LOC6624993|XP_002049451.1|DVIR
OG0004298	LOC117183509|XP_033233300.1|DPSE, LOC4805055|XP_001361519.1|DPSE	LOC6625655|XP_002049872.1|DVIR
OG0004299	LOC6898462|XP_033233330.1|DPSE	LOC6624791|XP_032293228.1|DVIR
OG0004300	LOC6898581|XP_002138601.1|DPSE	LOC6625569|XP_002049594.1|DVIR
OG0004301	LOC4811960|XP_001352688.3|DPSE	LOC6624093|XP_002046875.1|DVIR
OG0004302	LOC4803898|XP_001360543.2|DPSE	LOC6626878|XP_002049154.1|DVIR
OG0004303	LOC4805127|XP_001361582.2|DPSE	LOC6625416|XP_002049292.1|DVIR
OG0004304	LOC6898330|XP_002138385.2|DPSE	LOC6627242|XP_032293168.1|DVIR
OG0004305	LOC6898763|XP_015040375.2|DPSE	LOC6625169|XP_032293369.1|DVIR
OG0004306	LOC4805145|XP_001361597.3|DPSE	LOC6625146|XP_002049555.1|DVIR
OG0004307	LOC4804881|XP_001361369.2|DPSE	LOC6625885|XP_002049335.1|DVIR
OG0004308	LOC4803526|XP_033233853.1|DPSE	LOC6625437|XP_002049973.1|DVIR
OG0004309	LOC4812008|XP_001352770.2|DPSE	LOC6623657|XP_002046797.1|DVIR
OG0004310	LOC4805080|XP_001361542.2|DPSE	LOC6626438|XP_032293043.1|DVIR
OG0004311	LOC117185142|XP_033241067.1|DPSE, LOC4812867|XP_001353306.3|DPSE	LOC6624613|XP_002048064.1|DVIR
OG0004312	LOC6899078|XP_033233555.1|DPSE	LOC6624774|XP_002049435.1|DVIR
OG0004313	LOC4818206|XP_001357512.3|DPSE	LOC6625245|XP_002049198.2|DVIR
OG0004314	LOC4803705|XP_015039289.1|DPSE	LOC6625625|XP_032293344.1|DVIR
OG0004315	LOC4805613|XP_001361987.3|DPSE	LOC6625918|XP_002049457.3|DVIR
OG0004316	LOC4805431|XP_001361832.1|DPSE	LOC6627189|XP_002049931.1|DVIR
OG0004317	LOC4803574|XP_001360281.2|DPSE	LOC6627008|XP_002049618.1|DVIR
OG0004318	LOC4805630|XP_001362002.3|DPSE	LOC6624783|XP_015029765.1|DVIR
OG0004319	LOC4803381|XP_001360090.3|DPSE	LOC6625550|XP_002049000.1|DVIR
OG0004320	LOC4801669|XP_001358721.3|DPSE	LOC6635209|XP_002058397.1|DVIR
OG0004321	LOC4818063|XP_001357424.3|DPSE	LOC6634150|XP_002057627.1|DVIR
OG0004322	LOC4801451|XP_033241855.1|DPSE	LOC6632849|XP_032289634.1|DVIR
OG0004323	LOC4814174|XP_001354234.2|DPSE	LOC6622894|XP_002046492.2|DVIR
OG0004324	LOC6903583|XP_002132451.1|DPSE	LOC6627468|XP_002052899.1|DVIR
OG0004325	LOC4805556|XP_001361941.1|DPSE	LOC6626694|XP_002049419.1|DVIR
OG0004326	LOC4805555|XP_033233379.1|DPSE	LOC6626695|XP_015029460.1|DVIR
OG0004327	LOC4811784|XP_033237602.1|DPSE	LOC6634831|XP_032296345.1|DVIR, LOC6634793|XP_002058129.1|DVIR
OG0004328	LOC4804548|XP_001361091.1|DPSE	LOC6626078|XP_002050794.1|DVIR
OG0004329	LOC4804321|XP_015039811.2|DPSE	LOC6626405|XP_002050013.1|DVIR
OG0004330	LOC4804679|XP_001361201.3|DPSE	LOC6627225|XP_002049854.1|DVIR
OG0004331	LOC6898957|XP_002138917.1|DPSE	LOC6626115|XP_002049922.1|DVIR
OG0004332	LOC4817443|XP_001356345.3|DPSE	LOC6629093|XP_002052440.2|DVIR
OG0004333	LOC4817461|XP_001356530.3|DPSE	LOC6629158|XP_002052361.1|DVIR
OG0004334	LOC4816904|XP_001356455.4|DPSE	LOC6628866|XP_002052085.1|DVIR
OG0004335	LOC6898974|XP_002138934.2|DPSE	LOC6625405|XP_002049840.1|DVIR
OG0004336	LOC4804597|XP_001361131.3|DPSE	LOC6626775|XP_002049839.2|DVIR
OG0004337	LOC4817062|XP_001356612.3|DPSE	LOC6627671|XP_002051947.3|DVIR
OG0004338	LOC4814147|XP_001354301.2|DPSE	LOC6623182|XP_002047263.1|DVIR
OG0004339	LOC4803960|XP_001360598.2|DPSE	LOC6625898|XP_002049710.2|DVIR
OG0004340	LOC4803959|XP_001360597.1|DPSE	LOC6624749|XP_002049709.1|DVIR
OG0004341	LOC6898192|XP_002138261.2|DPSE	LOC6625371|XP_002049067.2|DVIR
OG0004342	LOC4804618|XP_004444261.2|DPSE	LOC6627114|XP_032293165.1|DVIR
OG0004343	LOC4804617|XP_033234560.1|DPSE	LOC6625249|XP_002048972.2|DVIR
OG0004344	LOC4804614|XP_001361147.3|DPSE	LOC6625256|XP_002048976.1|DVIR
OG0004345	LOC4818064|XP_033235791.1|DPSE	LOC6629193|XP_002051595.1|DVIR
OG0004346	LOC4805615|XP_004444560.2|DPSE	LOC6624998|XP_032292965.1|DVIR
OG0004347	LOC4805617|XP_001361991.3|DPSE	LOC6624995|XP_002049453.1|DVIR
OG0004348	LOC26532480|XP_015035068.1|DPSE	LOC6625544|XP_002049979.2|DVIR
OG0004349	LOC4803522|XP_015039144.1|DPSE	LOC6625306|XP_032292586.1|DVIR
OG0004350	LOC6898453|XP_002138496.1|DPSE	LOC6625699|XP_002049785.1|DVIR
OG0004351	LOC4804375|XP_001360946.1|DPSE	LOC6624789|XP_002049340.1|DVIR
OG0004352	LOC4802769|XP_001359629.2|DPSE	LOC26530421|XP_015024969.1|DVIR, LOC116651910|XP_032295257.1|DVIR
OG0004353	LOC4800686|XP_001357912.5|DPSE	LOC6633179|XP_002055967.1|DVIR
OG0004354	LOC4800690|XP_001357916.3|DPSE	LOC6633085|XP_002055963.2|DVIR
OG0004355	LOC6897557|XP_033241816.1|DPSE	LOC6630002|XP_002054715.1|DVIR
OG0004356	LOC4804656|XP_001361183.3|DPSE	LOC6626931|XP_002049238.1|DVIR
OG0004357	LOC4803497|XP_015039127.2|DPSE	LOC6625702|XP_002049788.1|DVIR
OG0004358	LOC4804143|XP_001360749.1|DPSE	LOC6624830|XP_002049569.1|DVIR
OG0004359	LOC4804605|XP_033235113.1|DPSE	LOC6635371|XP_032293016.1|DVIR
OG0004360	LOC4813559|XP_001353482.3|DPSE	LOC6622310|XP_002047595.1|DVIR
OG0004361	LOC4803150|XP_001359940.2|DPSE	LOC6629662|XP_032292535.1|DVIR
OG0004362	LOC4813916|XP_001353891.1|DPSE	LOC6622929|XP_002047084.1|DVIR
OG0004363	LOC6901715|XP_002134383.2|DPSE	LOC6633650|XP_002056844.1|DVIR
OG0004364	LOC4804163|XP_001360767.2|DPSE	LOC6626858|XP_002049229.1|DVIR
OG0004365	LOC4805531|XP_033233259.1|DPSE	LOC6625691|XP_002049817.2|DVIR
OG0004366	LOC4817248|XP_001356741.2|DPSE	LOC6628373|XP_002052873.1|DVIR
OG0004367	LOC4813963|XP_001354122.1|DPSE	LOC6624616|XP_002047613.2|DVIR
OG0004368	LOC4812910|XP_015042798.1|DPSE	LOC6622844|XP_002047663.1|DVIR
OG0004369	LOC6898133|XP_002138212.3|DPSE	LOC6627012|XP_002049622.2|DVIR
OG0004370	LOC6903885|XP_015035086.2|DPSE	LOC6627076|XP_002049774.2|DVIR
OG0004371	LOC4815515|XP_001355400.2|DPSE	LOC6631438|XP_002055676.1|DVIR
OG0004372	LOC6899068|XP_002138992.3|DPSE	LOC6626004|XP_032292964.1|DVIR
OG0004373	LOC6898039|XP_002138127.1|DPSE	LOC6624950|XP_002049174.2|DVIR
OG0004374	LOC6898302|XP_033234382.1|DPSE	LOC6626853|XP_015029897.1|DVIR
OG0004375	LOC4812588|XP_001352683.1|DPSE	LOC116650699|XP_032291025.1|DVIR, LOC6624323|XP_002046396.1|DVIR
OG0004376	LOC4812785|XP_001353530.4|DPSE	LOC6622943|XP_002048039.1|DVIR
OG0004377	LOC4812801|XP_001353710.1|DPSE	LOC6623362|XP_002047120.1|DVIR
OG0004378	LOC4804456|XP_015039967.2|DPSE	LOC6626488|XP_002049687.3|DVIR
OG0004379	LOC4805533|XP_001361921.1|DPSE	LOC6625689|XP_032292867.1|DVIR
OG0004380	LOC4805079|XP_001361541.2|DPSE	LOC6626437|XP_002048905.1|DVIR
OG0004381	LOC6897452|XP_002137600.3|DPSE	LOC6633131|XP_002055812.2|DVIR
OG0004382	LOC4803682|XP_001360359.3|DPSE	LOC6625953|XP_032292971.1|DVIR
OG0004383	LOC4803652|XP_001360335.3|DPSE	LOC6626253|XP_015029646.1|DVIR
OG0004384	LOC6898168|XP_002138246.1|DPSE	LOC6626255|XP_002048939.1|DVIR
OG0004385	LOC4805409|XP_001361814.1|DPSE	LOC6624858|XP_002049206.1|DVIR
OG0004386	LOC4804352|XP_001360926.4|DPSE	LOC6625644|XP_032292881.1|DVIR
OG0004387	LOC4812345|XP_001352895.3|DPSE	LOC6622093|XP_032290766.1|DVIR
OG0004388	LOC6898184|XP_002138255.2|DPSE	LOC6625949|XP_002049386.1|DVIR
OG0004389	LOC4812637|XP_001353027.3|DPSE	LOC6623753|XP_002047363.3|DVIR
OG0004390	LOC6900498|XP_015042850.2|DPSE	LOC6637046|XP_032289950.1|DVIR
OG0004391	LOC4804950|XP_033234305.1|DPSE	LOC6626135|XP_002049129.2|DVIR
OG0004392	LOC6900296|XP_015044093.2|DPSE	LOC6622068|XP_032290842.1|DVIR
OG0004393	LOC4803758|XP_001360422.3|DPSE	LOC6625385|XP_002050302.1|DVIR
OG0004394	LOC4803782|XP_033234787.1|DPSE	LOC6625862|XP_002050855.2|DVIR
OG0004395	LOC4805160|XP_033234484.1|DPSE	LOC6626925|XP_002049539.1|DVIR
OG0004396	LOC4804825|XP_001361327.2|DPSE	LOC6625091|XP_002049358.1|DVIR
OG0004397	LOC4804168|XP_001360772.1|DPSE	LOC6626225|XP_002049801.1|DVIR
OG0004398	LOC4804167|XP_033234806.1|DPSE	LOC6625088|XP_002049355.1|DVIR
OG0004399	LOC4804590|XP_001361126.1|DPSE	LOC6627026|XP_002050586.1|DVIR
OG0004400	LOC4803005|XP_001359810.2|DPSE	LOC6629264|XP_002054681.1|DVIR
OG0004401	LOC6903654|XP_002136817.3|DPSE	LOC6626861|XP_002049252.1|DVIR
OG0004402	LOC4803391|XP_001357531.2|DPSE	LOC6626589|XP_002049768.1|DVIR
OG0004403	LOC4803961|XP_001360599.3|DPSE	LOC6624746|XP_002049706.1|DVIR
OG0004404	LOC4805668|XP_001362029.3|DPSE	LOC6624841|XP_032293091.1|DVIR
OG0004405	LOC6900425|XP_002134816.2|DPSE	LOC6623070|XP_032290664.1|DVIR
OG0004406	LOC6900111|XP_015043797.2|DPSE	LOC6622551|XP_015031422.1|DVIR
OG0004407	LOC4805040|XP_001361505.2|DPSE	LOC6624986|XP_002048917.1|DVIR
OG0004408	LOC4813544|XP_001353602.2|DPSE	LOC6623665|XP_002047633.2|DVIR
OG0004409	LOC4811843|XP_001382223.3|DPSE	LOC6636243|XP_002059756.2|DVIR
OG0004410	LOC4803996|XP_001360627.3|DPSE	LOC6627241|XP_032293222.1|DVIR
OG0004411	LOC4812403|XP_001352893.3|DPSE	LOC6622142|XP_002047712.1|DVIR
OG0004412	LOC4812030|XP_001352892.3|DPSE	LOC6622457|XP_002047710.2|DVIR
OG0004413	LOC4803509|XP_001360222.3|DPSE	LOC116649783|XP_032288768.1|DVIR, LOC6625017|XP_002049954.1|DVIR
OG0004414	LOC6898447|XP_002138490.1|DPSE	LOC6625547|XP_002049982.1|DVIR
OG0004415	LOC4804016|XP_001360646.3|DPSE	LOC6626452|XP_002049682.1|DVIR
OG0004416	LOC6903879|XP_002136630.1|DPSE	LOC6626208|XP_002049794.1|DVIR
OG0004417	LOC4800429|XP_001357707.2|DPSE	LOC116649794|XP_032288814.1|DVIR, LOC6629327|XP_002053060.2|DVIR
OG0004418	LOC4804372|XP_001360945.4|DPSE	LOC6624793|XP_002049344.2|DVIR
OG0004419	LOC4805074|XP_004444386.2|DPSE	LOC6635375|XP_032293163.1|DVIR
OG0004420	LOC4803382|XP_001360089.3|DPSE	LOC6625523|XP_032293087.1|DVIR
OG0004421	LOC4813743|XP_001353962.1|DPSE	LOC116650434|XP_032289981.1|DVIR
OG0004422	LOC4813793|XP_001353790.1|DPSE	LOC6622286|XP_002046953.1|DVIR
OG0004423	LOC4804093|XP_001360711.2|DPSE	LOC6627064|XP_002049315.1|DVIR
OG0004424	LOC4805609|XP_004444553.3|DPSE	LOC6625923|XP_032292953.1|DVIR
OG0004425	LOC4812230|XP_001352985.2|DPSE	LOC6623183|XP_002048112.1|DVIR
OG0004426	LOC4812275|XP_001352978.1|DPSE	LOC6624498|XP_002048119.1|DVIR
OG0004427	LOC4812597|XP_001353018.2|DPSE	LOC6624631|XP_002048088.1|DVIR
OG0004428	LOC4802009|XP_015037539.1|DPSE	LOC6630588|XP_015027063.1|DVIR
OG0004429	LOC4818078|XP_033236275.1|DPSE	LOC6628035|XP_002052912.1|DVIR
OG0004430	LOC6900366|XP_033238229.1|DPSE	LOC6624398|XP_002047649.1|DVIR
OG0004431	LOC4800992|XP_001358167.3|DPSE	LOC6631081|XP_002053807.1|DVIR
OG0004432	LOC4800993|XP_001358168.4|DPSE	LOC6630972|XP_002053806.2|DVIR
OG0004433	LOC4813685|XP_001353520.3|DPSE	LOC6623802|XP_015031578.1|DVIR
OG0004434	LOC4804166|XP_001360770.2|DPSE	LOC6625089|XP_002049356.1|DVIR
OG0004435	LOC4804139|XP_001360745.2|DPSE	LOC6626047|XP_002049145.2|DVIR
OG0004436	LOC6898642|XP_033234001.1|DPSE	LOC6626331|XP_032293374.1|DVIR
OG0004437	LOC4804623|XP_001361156.2|DPSE	LOC6627142|XP_002048954.1|DVIR
