Orthogroup	DPSE.longest_only	BTRY.longest_only
OG0005167	LOC4802479|XP_001359394.2|DPSE	LOC120775005|XP_039960876.1|BTRY
OG0005168	LOC4812479|XP_001352438.2|DPSE	LOC120777248|XP_039964376.1|BTRY
OG0005169	LOC4812912|XP_001353655.3|DPSE	LOC120776935|XP_039963946.1|BTRY
OG0005170	LOC4813307|XP_001353656.1|DPSE	LOC120776934|XP_039963941.1|BTRY
OG0005171	LOC4813252|XP_001353657.2|DPSE	LOC120777415|XP_039964649.1|BTRY
OG0005172	LOC4805716|XP_033233667.1|DPSE	LOC120770032|XP_039953076.1|BTRY
OG0005173	LOC4803443|XP_001360168.3|DPSE	LOC120771014|XP_039954723.1|BTRY
OG0005174	LOC4804470|XP_001361028.1|DPSE	LOC120771872|XP_039956058.1|BTRY
OG0005175	LOC4804487|XP_001361043.2|DPSE	LOC120770536|XP_039954024.1|BTRY
OG0005176	LOC4803756|XP_001360420.2|DPSE	LOC120781273|XP_039969398.1|BTRY
OG0005177	LOC4804484|XP_001361040.3|DPSE	LOC120770538|XP_039954027.1|BTRY
OG0005178	LOC4813556|XP_001353814.1|DPSE	LOC120777878|XP_039965371.1|BTRY
OG0005179	LOC4812734|XP_015044162.1|DPSE	LOC120777295|XP_039964445.1|BTRY
OG0005180	LOC4812135|XP_015043824.2|DPSE	LOC120778097|XP_039965733.1|BTRY
OG0005181	LOC4815265|XP_001355066.1|DPSE	LOC120773957|XP_039959120.1|BTRY
OG0005182	LOC4805182|XP_015040475.2|DPSE	LOC120770177|XP_039953325.1|BTRY
OG0005183	LOC4805339|XP_001361755.1|DPSE	LOC120771313|XP_039955184.1|BTRY
OG0005184	LOC4805342|XP_033233867.1|DPSE	LOC120770422|XP_039953801.1|BTRY
OG0005185	LOC4804509|XP_001361061.3|DPSE	LOC120771079|XP_039954833.1|BTRY
OG0005186	LOC6898783|XP_033233562.1|DPSE	LOC120781276|XP_039969403.1|BTRY
OG0005187	LOC6898088|XP_033234963.1|DPSE	LOC120772320|XP_039956772.1|BTRY
OG0005188	LOC4804817|XP_001361319.3|DPSE	LOC120771476|XP_039955445.1|BTRY
OG0005189	LOC4814935|XP_015041903.1|DPSE	LOC120773964|XP_039959134.1|BTRY
OG0005190	LOC4812123|XP_001352515.3|DPSE	LOC120778978|XP_039967004.1|BTRY
OG0005191	LOC4802559|XP_001359456.1|DPSE	LOC120782537|XP_039970801.1|BTRY
OG0005192	LOC4804102|XP_033234650.1|DPSE	LOC120770299|XP_039953598.1|BTRY
OG0005193	LOC4804512|XP_033233569.1|DPSE	LOC120772501|XP_039957080.1|BTRY
OG0005194	LOC4804434|XP_001360998.1|DPSE	LOC120771600|XP_039955610.1|BTRY
OG0005195	LOC4804899|XP_001361385.2|DPSE	LOC120781290|XP_039969420.1|BTRY
OG0005196	LOC4813426|XP_001353327.4|DPSE	LOC120778987|XP_039967020.1|BTRY
OG0005197	LOC4804332|XP_001360908.3|DPSE	LOC120772215|XP_039956629.1|BTRY
OG0005198	LOC4813917|XP_001353414.3|DPSE	LOC120778502|XP_039966264.1|BTRY
OG0005199	LOC4804870|XP_001361359.2|DPSE	LOC120771895|XP_039956100.1|BTRY
OG0005200	LOC6898295|XP_002138357.1|DPSE	LOC120770864|XP_039954414.1|BTRY
OG0005201	LOC4803567|XP_033234437.1|DPSE	LOC120772802|XP_039957519.1|BTRY
OG0005202	LOC4804133|XP_001360739.3|DPSE	LOC120771192|XP_039955022.1|BTRY
OG0005203	LOC4805489|XP_001361884.4|DPSE, LOC6898403|XP_002138449.3|DPSE	LOC120772069|XP_039956388.1|BTRY
OG0005204	LOC4818011|XP_001357405.4|DPSE	LOC120767662|XP_039949769.1|BTRY
OG0005205	LOC4817480|XP_015036151.2|DPSE	LOC120768034|XP_039950460.1|BTRY
OG0005206	LOC4804553|XP_001361096.1|DPSE	LOC120771102|XP_039954878.1|BTRY
OG0005207	LOC6898780|XP_004444392.3|DPSE	LOC120770281|XP_039953534.1|BTRY
OG0005208	LOC4804709|XP_001361227.2|DPSE	LOC120772743|XP_039957437.1|BTRY
OG0005209	LOC4818137|XP_001357355.3|DPSE	LOC120768373|XP_039950972.1|BTRY
OG0005210	LOC4817839|XP_001357356.3|DPSE	LOC120768864|XP_039951553.1|BTRY
OG0005211	LOC4811905|XP_015043954.2|DPSE	LOC120777241|XP_039964368.1|BTRY
OG0005212	LOC6903448|XP_015035393.2|DPSE	LOC120771377|XP_039955272.1|BTRY
OG0005213	LOC4816084|XP_001355255.1|DPSE	LOC120780161|XP_039968374.1|BTRY
OG0005214	LOC4816559|XP_001355927.4|DPSE	LOC120768971|XP_039951701.1|BTRY
OG0005215	LOC4817318|XP_033235178.1|DPSE	LOC120769788|XP_039952908.1|BTRY
OG0005216	LOC4816347|XP_001356266.1|DPSE	LOC120769528|XP_039952501.1|BTRY
OG0005217	LOC4817959|XP_001357420.3|DPSE	LOC120767834|XP_039950056.1|BTRY
OG0005218	LOC4816174|XP_015036963.2|DPSE	LOC120768453|XP_039951085.1|BTRY
OG0005219	LOC4804582|XP_001361120.2|DPSE	LOC120771288|XP_039955153.1|BTRY
OG0005220	LOC4813309|XP_001353576.3|DPSE	LOC120776360|XP_039962869.1|BTRY
OG0005221	LOC4816215|XP_001355840.4|DPSE	LOC120775267|XP_039961297.1|BTRY
OG0005222	LOC4817704|XP_033235806.1|DPSE	LOC120768049|XP_039950492.1|BTRY
OG0005223	LOC4818046|XP_001357336.2|DPSE	LOC120768039|XP_039950473.1|BTRY
OG0005224	LOC4816208|XP_033236630.1|DPSE	LOC120768110|XP_039950591.1|BTRY
OG0005225	LOC4816519|XP_001356143.3|DPSE	LOC120769026|XP_039951801.1|BTRY
OG0005226	LOC4817083|XP_033235356.1|DPSE	LOC120768017|XP_039950407.1|BTRY
OG0005227	LOC4817782|XP_001357129.1|DPSE	LOC120767882|XP_039950142.1|BTRY
OG0005228	LOC4817715|XP_001357128.1|DPSE	LOC120768054|XP_039950505.1|BTRY
OG0005229	LOC4817026|XP_015036129.2|DPSE	LOC120767400|XP_039949372.1|BTRY
OG0005230	LOC4817011|XP_001356786.3|DPSE	LOC120768343|XP_039950930.1|BTRY
OG0005231	LOC4817791|XP_001357094.2|DPSE	LOC120768370|XP_039950970.1|BTRY
OG0005232	LOC4816533|XP_033236853.1|DPSE	LOC120768445|XP_039951072.1|BTRY
OG0005233	LOC4818155|XP_001357361.2|DPSE	LOC120767987|XP_039950339.1|BTRY
OG0005234	LOC4816276|XP_001356260.4|DPSE	LOC120781664|XP_039969819.1|BTRY
OG0005235	LOC4817293|XP_001356904.3|DPSE	LOC120768615|XP_039951317.1|BTRY
OG0005236	LOC6903169|XP_002132869.3|DPSE	LOC120769313|XP_039952192.1|BTRY
OG0005237	LOC6903170|XP_015036360.2|DPSE	LOC120769022|XP_039951798.1|BTRY
OG0005238	LOC4817588|XP_001356991.2|DPSE	LOC120769023|XP_039951799.1|BTRY
OG0005239	LOC4817052|XP_015036051.2|DPSE	LOC120769508|XP_039952475.1|BTRY
OG0005240	LOC117184007|XP_033235773.1|DPSE	LOC120769168|XP_039951987.1|BTRY
OG0005241	LOC6903177|XP_002132877.2|DPSE	LOC120767305|XP_039949145.1|BTRY
OG0005242	LOC4816694|XP_001356057.1|DPSE	LOC120769271|XP_039952116.1|BTRY
OG0005243	LOC4816860|XP_001356746.4|DPSE	LOC120768507|XP_039951165.1|BTRY
OG0005244	LOC4801354|XP_015037203.2|DPSE	LOC120780974|XP_039969145.1|BTRY
OG0005245	LOC4802251|XP_001359210.2|DPSE	LOC120782425|XP_039970610.1|BTRY
OG0005246	LOC4816796|XP_001356439.4|DPSE	LOC120769978|XP_039952988.1|BTRY
OG0005247	LOC4804549|XP_001361092.3|DPSE	LOC120770419|XP_039953796.1|BTRY
OG0005248	LOC4803091|XP_001359890.5|DPSE	LOC120774044|XP_039959278.1|BTRY
OG0005249	LOC4803175|XP_001359959.2|DPSE	LOC120781270|XP_039969393.1|BTRY
OG0005250	LOC4816424|XP_001356091.4|DPSE	LOC120769762|XP_039952868.1|BTRY
OG0005251	LOC4811839|XP_015044387.2|DPSE	LOC120767997|XP_039950350.1|BTRY
OG0005252	LOC26531963|XP_033235525.1|DPSE	LOC120768481|XP_039951129.1|BTRY
OG0005253	LOC4818191|XP_015035588.1|DPSE	LOC120768029|XP_039950437.1|BTRY
OG0005254	LOC117184208|XP_033236658.1|DPSE	LOC120769394|XP_039952299.1|BTRY
OG0005255	LOC4818055|XP_001357303.2|DPSE	LOC120768379|XP_039950979.1|BTRY
OG0005256	LOC6899356|XP_002136173.1|DPSE	LOC120768632|XP_039951331.1|BTRY
OG0005257	LOC4818062|XP_001357423.2|DPSE	LOC120768894|XP_039951581.1|BTRY
OG0005258	LOC4817815|XP_001357247.2|DPSE	LOC120768232|XP_039950752.1|BTRY
OG0005259	LOC6902690|XP_002133205.3|DPSE	LOC120767798|XP_039949997.1|BTRY
OG0005260	LOC4816298|XP_001356200.2|DPSE	LOC120769287|XP_039952141.1|BTRY
OG0005261	LOC4811707|XP_015044399.2|DPSE	LOC120782569|XP_039970841.1|BTRY
OG0005262	LOC4817419|XP_001356816.3|DPSE	LOC120768940|XP_039951657.1|BTRY
OG0005263	LOC4817874|XP_001357308.2|DPSE	LOC120767799|XP_039949999.1|BTRY
OG0005264	LOC4801199|XP_001358328.3|DPSE	LOC120778235|XP_039965930.1|BTRY
OG0005265	LOC4816440|XP_033237024.1|DPSE	LOC120781403|XP_039969549.1|BTRY
OG0005267	LOC4816299|XP_001355985.1|DPSE	LOC120767357|XP_039949257.1|BTRY
OG0005268	LOC4816592|XP_001355986.3|DPSE	LOC120767355|XP_039949255.1|BTRY
OG0005269	LOC4816302|XP_015036625.2|DPSE	LOC120767680|XP_039949792.1|BTRY
OG0005270	LOC4817059|XP_001356797.1|DPSE	LOC120776131|XP_039962595.1|BTRY
OG0005271	LOC4817064|XP_001356385.2|DPSE	LOC120767745|XP_039949890.1|BTRY
OG0005272	LOC117183994|XP_033235700.1|DPSE, LOC4817456|XP_001356387.1|DPSE	LOC120768592|XP_039951287.1|BTRY
OG0005273	LOC6902792|XP_002132529.2|DPSE	LOC120769162|XP_039951978.1|BTRY
OG0005274	LOC4817300|XP_001356794.3|DPSE	LOC120781859|XP_039970012.1|BTRY
OG0005275	LOC4811653|XP_033235751.1|DPSE	LOC120781590|XP_039969759.1|BTRY
OG0005276	LOC6902968|XP_002132694.3|DPSE	LOC120769791|XP_039952910.1|BTRY
OG0005277	LOC4817074|XP_001356680.3|DPSE	LOC120769787|XP_039952907.1|BTRY
OG0005278	LOC4804429|XP_001360994.2|DPSE	LOC120770897|XP_039954497.1|BTRY
OG0005279	LOC4817910|XP_001357181.2|DPSE	LOC120768309|XP_039950880.1|BTRY
OG0005280	LOC4817595|XP_001356998.3|DPSE	LOC120768484|XP_039951133.1|BTRY, LOC120769777|XP_039952891.1|BTRY
OG0005281	LOC4816663|XP_001355973.3|DPSE	LOC120769621|XP_039952659.1|BTRY
OG0005282	LOC4802057|XP_001359050.3|DPSE	LOC120779061|XP_039967133.1|BTRY
OG0005283	LOC4801756|XP_001358797.2|DPSE	LOC120770473|XP_039953904.1|BTRY
OG0005284	LOC4818100|XP_001357491.4|DPSE	LOC120781078|XP_039969155.1|BTRY, LOC120781086|XP_039969164.1|BTRY
OG0005285	LOC4817997|XP_001357490.1|DPSE	LOC120768060|XP_039950513.1|BTRY
OG0005286	LOC6903175|XP_002132875.2|DPSE	LOC120768015|XP_039950392.1|BTRY
OG0005287	LOC4817599|XP_001357001.3|DPSE	LOC120768605|XP_039951301.1|BTRY
OG0005288	LOC4818130|XP_001357447.1|DPSE	LOC120769593|XP_039952586.1|BTRY, LOC120768205|XP_039950711.1|BTRY
OG0005289	LOC6899551|XP_002135981.1|DPSE	LOC120781460|XP_039969611.1|BTRY
OG0005290	LOC4802425|XP_001359347.2|DPSE	LOC120770247|XP_039953482.1|BTRY
OG0005291	LOC4816714|XP_033235250.1|DPSE	LOC120769483|XP_039952440.1|BTRY
OG0005292	LOC4816194|XP_001355754.2|DPSE	LOC120767454|XP_039949455.1|BTRY
OG0005293	LOC4817854|XP_033235837.1|DPSE	LOC120768742|XP_039951448.1|BTRY
OG0005294	LOC4817788|XP_001357147.1|DPSE	LOC120768442|XP_039951064.1|BTRY
OG0005295	LOC6902632|XP_033235235.1|DPSE	LOC120767315|XP_039949175.1|BTRY
OG0005296	LOC4802047|XP_015037564.2|DPSE	LOC120768908|XP_039951609.1|BTRY
OG0005297	LOC6903380|XP_015035324.2|DPSE	LOC120769582|XP_039952575.1|BTRY
OG0005298	LOC4817076|XP_001356358.2|DPSE	LOC120768311|XP_039950882.1|BTRY
OG0005299	LOC4801000|XP_001358175.1|DPSE	LOC120782752|XP_039971136.1|BTRY
OG0005300	LOC4814440|XP_001354532.2|DPSE	LOC120774129|XP_039959439.1|BTRY
OG0005301	LOC4817258|XP_001356341.3|DPSE	LOC120767205|XP_039948947.1|BTRY, LOC120767204|XP_039948945.1|BTRY
OG0005302	LOC4803912|XP_001360556.4|DPSE	LOC120771509|XP_039955499.1|BTRY
OG0005303	LOC4817647|XP_001357039.1|DPSE	LOC120768390|XP_039950996.1|BTRY
OG0005304	LOC4818166|XP_001357283.2|DPSE	LOC120769472|XP_039952425.1|BTRY
OG0005305	LOC6898487|XP_002138529.2|DPSE	LOC120770896|XP_039954496.1|BTRY
OG0005306	LOC4816846|XP_033235463.1|DPSE	LOC120768451|XP_039951082.1|BTRY
OG0005307	LOC4816978|XP_015036187.1|DPSE	LOC120768293|XP_039950854.1|BTRY
OG0005308	LOC6903022|XP_033235332.1|DPSE	LOC120769758|XP_039952854.1|BTRY
OG0005309	LOC4817169|XP_001356773.4|DPSE	LOC120775077|XP_039961002.1|BTRY
OG0005310	LOC4816963|XP_001356598.1|DPSE	LOC120769720|XP_039952792.1|BTRY
OG0005311	LOC4816420|XP_001355887.3|DPSE	LOC120769100|XP_039951894.1|BTRY
OG0005312	LOC4816464|XP_001355915.4|DPSE	LOC120769233|XP_039952066.1|BTRY
OG0005313	LOC4811838|XP_015044392.2|DPSE	LOC120767253|XP_039949042.1|BTRY
OG0005314	LOC4817776|XP_001357161.3|DPSE	LOC120769724|XP_039952800.1|BTRY
OG0005315	LOC4816888|XP_033235300.1|DPSE	LOC120768136|XP_039950628.1|BTRY
OG0005316	LOC4804430|XP_033234114.1|DPSE	LOC120772949|XP_039957785.1|BTRY
OG0005317	LOC6902881|XP_002132615.4|DPSE	LOC120770975|XP_039954643.1|BTRY, LOC120768014|XP_039950390.1|BTRY
OG0005318	LOC4816434|XP_001356295.4|DPSE	LOC120768351|XP_039950940.1|BTRY
OG0005319	LOC4817902|XP_001357347.2|DPSE	LOC120767390|XP_039949336.1|BTRY
OG0005320	LOC4816272|XP_001356108.3|DPSE	LOC120769390|XP_039952294.1|BTRY
OG0005321	LOC4811736|XP_001352308.3|DPSE	LOC120768080|XP_039950544.1|BTRY
OG0005322	LOC4817527|XP_001356942.3|DPSE	LOC120767983|XP_039950334.1|BTRY
OG0005323	LOC4816150|XP_033235308.1|DPSE	LOC120767673|XP_039949780.1|BTRY
OG0005324	LOC4817373|XP_001356352.3|DPSE	LOC120768338|XP_039950924.1|BTRY
OG0005325	LOC4816636|XP_003736152.2|DPSE	LOC120772944|XP_039957781.1|BTRY
OG0005326	LOC4816986|XP_033235224.1|DPSE	LOC120768397|XP_039951004.1|BTRY
OG0005327	LOC4816125|XP_001355829.3|DPSE	LOC120769074|XP_039951867.1|BTRY
OG0005328	LOC4801207|XP_001358334.3|DPSE	LOC120778448|XP_039966175.1|BTRY
OG0005329	LOC4814037|XP_001354155.1|DPSE	LOC120778777|XP_039966694.1|BTRY
OG0005330	LOC4814002|XP_001354154.2|DPSE	LOC120778776|XP_039966693.1|BTRY
OG0005331	LOC4816548|XP_001355984.1|DPSE	LOC120767358|XP_039949259.1|BTRY
OG0005332	LOC4817210|XP_015036266.2|DPSE	LOC120769748|XP_039952841.1|BTRY
OG0005333	LOC4817276|XP_001356757.1|DPSE	LOC120768619|XP_039951320.1|BTRY
OG0005334	LOC26533670|XP_015044386.2|DPSE	LOC120768113|XP_039950594.1|BTRY
OG0005335	LOC4804164|XP_001360768.4|DPSE	LOC120771424|XP_039955346.1|BTRY
OG0005336	LOC4805428|XP_001361829.2|DPSE	LOC120772057|XP_039956374.1|BTRY
OG0005337	LOC4803992|XP_001360624.3|DPSE	LOC120770358|XP_039953701.1|BTRY
OG0005338	LOC6902767|XP_002132511.3|DPSE	LOC120768875|XP_039951564.1|BTRY
OG0005339	LOC26532118|XP_033236350.1|DPSE	LOC120768884|XP_039951572.1|BTRY
OG0005340	LOC4817131|XP_001356317.3|DPSE	LOC120768874|XP_039951563.1|BTRY
OG0005341	LOC4805054|XP_001361518.1|DPSE	LOC120770572|XP_039954086.1|BTRY
OG0005342	LOC4817551|XP_001356958.1|DPSE	LOC120767217|XP_039948963.1|BTRY
OG0005343	LOC6898693|XP_002138698.2|DPSE	LOC120771812|XP_039955954.1|BTRY
OG0005344	LOC4804353|XP_001360927.4|DPSE	LOC120774749|XP_039960441.1|BTRY
OG0005345	LOC4818118|XP_001357289.3|DPSE	LOC120767773|XP_039949948.1|BTRY
OG0005346	LOC4816142|XP_001355777.2|DPSE	LOC120776549|XP_039963233.1|BTRY
OG0005347	LOC4816776|XP_033235817.1|DPSE	LOC120767760|XP_039949924.1|BTRY
OG0005348	LOC6903319|XP_033235492.1|DPSE	LOC120767291|XP_039949101.1|BTRY
OG0005349	LOC4811825|XP_001382220.3|DPSE	LOC120768025|XP_039950431.1|BTRY
OG0005350	LOC4816909|XP_001356795.3|DPSE	LOC120781430|XP_039969585.1|BTRY
OG0005351	LOC4812454|XP_001352876.3|DPSE	LOC120768121|XP_039950607.1|BTRY
OG0005352	LOC6899888|XP_033235749.1|DPSE	LOC120776559|XP_039963248.1|BTRY
OG0005353	LOC4804153|XP_001360759.4|DPSE	LOC120771445|XP_039955384.1|BTRY
OG0005354	LOC4816631|XP_033236780.1|DPSE	LOC120767236|XP_039949004.1|BTRY
OG0005355	LOC4817833|XP_001357458.2|DPSE	LOC120769531|XP_039952504.1|BTRY
OG0005356	LOC4817848|XP_001357456.3|DPSE	LOC120769535|XP_039952510.1|BTRY
OG0005357	LOC4817278|XP_001356474.3|DPSE	LOC120767714|XP_039949844.1|BTRY
OG0005358	LOC4817832|XP_001357394.1|DPSE	LOC120769742|XP_039952833.1|BTRY
OG0005359	LOC4805560|XP_001361945.3|DPSE	LOC120770559|XP_039954071.1|BTRY
OG0005360	LOC4812765|XP_001353478.3|DPSE	LOC120778024|XP_039965631.1|BTRY
OG0005361	LOC6902583|XP_002133111.2|DPSE	LOC120767824|XP_039950043.1|BTRY
OG0005362	LOC6903280|XP_002132510.1|DPSE	LOC120768066|XP_039950520.1|BTRY
OG0005363	LOC4816650|XP_001356074.2|DPSE	LOC120768672|XP_039951383.1|BTRY
OG0005364	LOC4805506|XP_001361898.2|DPSE	LOC120772565|XP_039957186.1|BTRY
OG0005365	LOC4817104|XP_001356857.3|DPSE	LOC120781425|XP_039969579.1|BTRY
OG0005366	LOC4817103|XP_001356856.3|DPSE	LOC120768125|XP_039950612.1|BTRY
OG0005367	LOC4816936|XP_033235838.1|DPSE	LOC120768706|XP_039951412.1|BTRY
OG0005368	LOC4800606|XP_033241688.1|DPSE	LOC120782721|XP_039971078.1|BTRY
OG0005369	LOC4817510|XP_001356928.2|DPSE	LOC120768613|XP_039951314.1|BTRY
OG0005370	LOC4817260|XP_033235270.1|DPSE	LOC120767968|XP_039950308.1|BTRY
OG0005371	LOC4817230|XP_001356783.4|DPSE	LOC120769330|XP_039952220.1|BTRY
OG0005372	LOC4801505|XP_015037283.2|DPSE	LOC120766872|XP_039948537.1|BTRY
OG0005373	LOC6902753|XP_002133265.3|DPSE	LOC120769128|XP_039951928.1|BTRY
OG0005374	LOC4817392|XP_001356539.1|DPSE	LOC120768477|XP_039951125.1|BTRY
OG0005375	LOC4817129|XP_001356540.2|DPSE	LOC120767618|XP_039949709.1|BTRY
OG0005376	LOC4817589|XP_001356992.4|DPSE	LOC120769264|XP_039952102.1|BTRY
OG0005377	LOC4812184|XP_001352767.2|DPSE	LOC120777105|XP_039964175.1|BTRY
OG0005378	LOC4817632|XP_033235599.1|DPSE	LOC120769547|XP_039952526.1|BTRY
OG0005379	LOC6902938|XP_002132664.2|DPSE	LOC120769515|XP_039952486.1|BTRY
OG0005380	LOC4817623|XP_033236015.1|DPSE	LOC120767848|XP_039950081.1|BTRY
OG0005381	LOC4817652|XP_001357044.1|DPSE	LOC120767721|XP_039949853.1|BTRY
OG0005382	LOC6903078|XP_015036245.1|DPSE	LOC120767222|XP_039948982.1|BTRY
OG0005383	LOC4813980|XP_001354136.2|DPSE	LOC120778251|XP_039965951.1|BTRY
OG0005384	LOC6897650|XP_002137791.1|DPSE	LOC120766271|XP_039947594.1|BTRY
OG0005385	LOC4804594|XP_001361129.2|DPSE	LOC120770527|XP_039954008.1|BTRY
OG0005386	LOC4803823|XP_015039373.2|DPSE	LOC120771825|XP_039955988.1|BTRY
OG0005387	LOC4801956|XP_015037500.2|DPSE	LOC120766519|XP_039948021.1|BTRY
OG0005388	LOC4818012|XP_001357473.2|DPSE	LOC120769329|XP_039952219.1|BTRY
OG0005389	LOC4817013|XP_001356840.3|DPSE	LOC120767918|XP_039950211.1|BTRY
OG0005390	LOC4816531|XP_001355960.3|DPSE	LOC120768438|XP_039951058.1|BTRY
OG0005391	LOC6902519|XP_033236249.1|DPSE	LOC120768440|XP_039951060.1|BTRY
OG0005392	LOC4817442|XP_001356566.1|DPSE	LOC120769607|XP_039952622.1|BTRY
OG0005393	LOC4801407|XP_033233160.1|DPSE	LOC120773134|XP_039958067.1|BTRY
OG0005394	LOC4816789|XP_033235267.1|DPSE	LOC120767819|XP_039950034.1|BTRY
OG0005395	LOC4817056|XP_001356583.3|DPSE	LOC120768623|XP_039951324.1|BTRY
OG0005396	LOC4817015|XP_001356602.4|DPSE	LOC120769686|XP_039952742.1|BTRY
OG0005397	LOC4817412|XP_001356601.3|DPSE	LOC120769691|XP_039952752.1|BTRY
OG0005398	LOC6897612|XP_002137756.2|DPSE	LOC120775001|XP_039960862.1|BTRY
OG0005399	LOC4803371|XP_033234136.1|DPSE	LOC120772085|XP_039956417.1|BTRY
OG0005400	LOC4804771|XP_001361281.3|DPSE	LOC120770264|XP_039953507.1|BTRY
OG0005401	LOC6903106|XP_033235736.1|DPSE	LOC120768161|XP_039950656.1|BTRY
OG0005402	LOC4817404|XP_001356881.1|DPSE	LOC120768297|XP_039950859.1|BTRY
OG0005403	LOC4816808|XP_001356597.3|DPSE	LOC120768473|XP_039951114.1|BTRY
OG0005404	LOC4816839|XP_001356596.4|DPSE	LOC120768472|XP_039951113.1|BTRY
OG0005405	LOC4804216|XP_001360811.2|DPSE	LOC120772871|XP_039957641.1|BTRY
OG0005406	LOC4804788|XP_001361296.3|DPSE	LOC120770395|XP_039953760.1|BTRY
OG0005407	LOC4805500|XP_001361894.2|DPSE	LOC120771049|XP_039954786.1|BTRY
OG0005408	LOC4816553|XP_001355949.2|DPSE	LOC120769122|XP_039951918.1|BTRY
OG0005409	LOC4817387|XP_001356717.3|DPSE	LOC120768548|XP_039951224.1|BTRY
OG0005410	LOC6902517|XP_002133059.1|DPSE	LOC120771047|XP_039954782.1|BTRY
OG0005411	LOC4804278|XP_001360859.2|DPSE	LOC120773056|XP_039957924.1|BTRY
OG0005412	LOC4803533|XP_001360243.2|DPSE	LOC120772206|XP_039956606.1|BTRY
OG0005413	LOC4805138|XP_033234866.1|DPSE	LOC120771400|XP_039955302.1|BTRY
OG0005414	LOC4815649|XP_001355557.1|DPSE	LOC120774480|XP_039960074.1|BTRY
OG0005415	LOC4815118|XP_033239438.1|DPSE	LOC120775956|XP_039962302.1|BTRY
OG0005416	LOC4804913|XP_001361398.2|DPSE	LOC120770480|XP_039953920.1|BTRY
OG0005417	LOC4817679|XP_033236047.1|DPSE	LOC120768073|XP_039950533.1|BTRY
OG0005418	LOC4816995|XP_001356867.2|DPSE	LOC120768626|XP_039951326.1|BTRY
OG0005419	LOC6903311|XP_002132499.2|DPSE	LOC120781455|XP_039969603.1|BTRY
OG0005420	LOC4816197|XP_001355763.3|DPSE	LOC120769678|XP_039952732.1|BTRY
OG0005421	LOC4817799|XP_001357157.3|DPSE	LOC120768665|XP_039951377.1|BTRY
OG0005422	LOC6901724|XP_002134392.1|DPSE	LOC120774055|XP_039959294.1|BTRY
OG0005423	LOC4818174|XP_015035302.2|DPSE	LOC120767279|XP_039949087.1|BTRY
OG0005424	LOC4804410|XP_001360979.3|DPSE	LOC120771793|XP_039955924.1|BTRY
OG0005425	LOC4815072|XP_033240294.1|DPSE	LOC120774084|XP_039959346.1|BTRY
OG0005426	LOC4804503|XP_001361057.3|DPSE	LOC120772901|XP_039957714.1|BTRY
OG0005427	LOC6902740|XP_002133254.3|DPSE, LOC4816574|XP_001356287.1|DPSE	LOC120769056|XP_039951840.1|BTRY
OG0005428	LOC4816249|XP_001355868.3|DPSE	LOC120767781|XP_039949960.1|BTRY
OG0005429	LOC6903404|XP_015035343.1|DPSE	LOC120769360|XP_039952255.1|BTRY
OG0005430	LOC4818099|XP_015035346.2|DPSE	LOC120768651|XP_039951356.1|BTRY
OG0005431	LOC6903395|XP_002132274.2|DPSE	LOC120769333|XP_039952222.1|BTRY
OG0005432	LOC6902749|XP_002133263.1|DPSE	LOC120768408|XP_039951023.1|BTRY
OG0005433	LOC4803917|XP_001360560.3|DPSE	LOC120772860|XP_039957613.1|BTRY
OG0005434	LOC4816201|XP_015036897.1|DPSE	LOC120768218|XP_039950722.1|BTRY
OG0005435	LOC6902751|XP_002133264.1|DPSE	LOC120769617|XP_039952654.1|BTRY
OG0005436	LOC4816430|XP_001356292.3|DPSE	LOC120769618|XP_039952655.1|BTRY
OG0005437	LOC4802089|XP_033241775.1|DPSE	LOC120772047|XP_039956358.1|BTRY
OG0005438	LOC6903291|XP_015035663.2|DPSE	LOC120767242|XP_039949016.1|BTRY
OG0005439	LOC6897129|XP_002137310.1|DPSE	LOC120769301|XP_039952169.1|BTRY
OG0005440	LOC4816857|XP_001356673.4|DPSE	LOC120767735|XP_039949878.1|BTRY
OG0005441	LOC4816359|XP_001355897.3|DPSE	LOC120767805|XP_039950009.1|BTRY
OG0005442	LOC4816966|XP_001356886.2|DPSE	LOC120769815|XP_039952956.1|BTRY
OG0005443	LOC26534138|XP_033235227.1|DPSE	LOC120780016|XP_039968235.1|BTRY
OG0005444	LOC4817328|XP_001356445.2|DPSE	LOC120768207|XP_039950713.1|BTRY
OG0005445	LOC4816664|XP_001356056.3|DPSE	LOC120769460|XP_039952405.1|BTRY, LOC120772962|XP_039957800.1|BTRY
OG0005446	LOC6903104|XP_015036278.1|DPSE	LOC120775135|XP_039961100.1|BTRY
OG0005447	LOC4816716|XP_001355940.2|DPSE	LOC120769211|XP_039952037.1|BTRY
OG0005448	LOC4803355|XP_001360111.2|DPSE	LOC120771681|XP_039955744.1|BTRY
OG0005449	LOC4811815|XP_033238270.1|DPSE	LOC120773912|XP_039959036.1|BTRY
OG0005450	LOC4801870|XP_001358896.2|DPSE	LOC120769183|XP_039952003.1|BTRY
OG0005451	LOC4817659|XP_033236643.1|DPSE	LOC120769169|XP_039951988.1|BTRY
OG0005452	LOC4805498|XP_001361892.4|DPSE	LOC120770252|XP_039953488.1|BTRY
OG0005453	LOC4803031|XP_001359833.1|DPSE	LOC120775422|XP_039961541.1|BTRY
OG0005454	LOC4816924|XP_001356555.2|DPSE	LOC120769783|XP_039952901.1|BTRY
