Orthogroup	DPSE.longest_only	AAEG.longest_only
OG0003279	LOC4815956|XP_033238736.1|DPSE	LOC110674834|XP_021695001.1|AAEG
OG0003280	LOC4801814|XP_001358848.5|DPSE	LOC110674838|XP_021695023.1|AAEG
OG0003281	LOC4800887|XP_001358081.2|DPSE	LOC5566264|XP_021695062.1|AAEG, LOC110680628|XP_021712116.1|AAEG
OG0003282	LOC4815484|XP_015041271.2|DPSE	LOC5571722|XP_021695075.1|AAEG
OG0003283	LOC4818141|XP_001357256.3|DPSE	LOC5578708|XP_001664007.2|AAEG
OG0003284	LOC4814840|XP_001355156.2|DPSE	LOC5565191|XP_021712934.1|AAEG, LOC110673982|XP_021695115.1|AAEG
OG0003285	LOC4800349|XP_003736193.1|DPSE	LOC5567660|XP_021695120.1|AAEG
OG0003286	LOC4800748|XP_015038623.2|DPSE	LOC5566555|XP_021710117.1|AAEG
OG0003287	LOC4813066|XP_001353276.1|DPSE	LOC5573040|XP_001654352.2|AAEG
OG0003288	LOC4802403|XP_003736725.3|DPSE	LOC5573031|XP_021694308.1|AAEG
OG0003289	LOC4805497|XP_001361891.1|DPSE	LOC5579012|XP_001664192.2|AAEG
OG0003290	LOC4802743|XP_001359606.3|DPSE	LOC5578997|XP_001664176.2|AAEG
OG0003291	LOC4813380|XP_033240327.1|DPSE	LOC5573523|XP_001660916.2|AAEG
OG0003292	LOC4815935|XP_001355314.3|DPSE	LOC5568403|XP_001658058.1|AAEG
OG0003293	LOC4816076|XP_033237582.1|DPSE	LOC5570652|XP_021706741.1|AAEG
OG0003294	LOC4805363|XP_001361775.3|DPSE	LOC5574017|XP_021707599.1|AAEG
OG0003295	LOC4816061|XP_015040949.2|DPSE	LOC5574012|XP_021708368.1|AAEG
OG0003296	LOC26533060|XP_015037231.1|DPSE	LOC110674420|XP_021694351.1|AAEG
OG0003297	LOC4800769|XP_015038682.2|DPSE	LOC5571798|XP_021709701.1|AAEG
OG0003298	LOC4815161|XP_001354620.4|DPSE	LOC5576074|XP_021713331.1|AAEG
OG0003299	LOC4801367|XP_001358474.3|DPSE	LOC5569128|XP_021692944.1|AAEG
OG0003300	LOC6897018|XP_002137203.2|DPSE	LOC5568968|XP_021692995.1|AAEG
OG0003301	LOC4804156|XP_001360762.2|DPSE	LOC5570119|XP_021693122.1|AAEG
OG0003302	LOC4814512|XP_001354865.3|DPSE	LOC5570118|XP_001653099.1|AAEG
OG0003303	LOC4803655|XP_001360338.2|DPSE	LOC5570104|XP_021693415.1|AAEG
OG0003304	LOC4801561|XP_001358633.3|DPSE	LOC5570771|XP_021693931.1|AAEG
OG0003305	LOC4814966|XP_033239939.1|DPSE	LOC5577441|XP_021694384.1|AAEG
OG0003306	LOC4805457|XP_001361854.2|DPSE	LOC5572387|XP_001654036.2|AAEG
OG0003307	LOC26534020|XP_033238064.1|DPSE	LOC5578290|XP_021694598.1|AAEG
OG0003308	LOC6902804|XP_002132541.1|DPSE	LOC5578620|XP_001657046.1|AAEG
OG0003309	LOC6901081|XP_033240393.1|DPSE	LOC5569552|XP_021695172.1|AAEG
OG0003310	LOC4814648|XP_001354898.3|DPSE	LOC5569563|XP_001658626.2|AAEG
OG0003311	LOC4803202|XP_033239747.1|DPSE	LOC110681241|XP_021712702.1|AAEG, LOC5569568|XP_001658631.2|AAEG
OG0003312	LOC4801050|XP_001358213.4|DPSE	LOC5563944|XP_001648266.1|AAEG
OG0003313	LOC4815643|XP_001355266.2|DPSE	LOC5574249|XP_001661303.2|AAEG
OG0003314	LOC4803515|XP_001360228.2|DPSE	LOC23687986|XP_021695617.1|AAEG
OG0003315	LOC4815009|XP_033238596.1|DPSE	LOC5579485|XP_021695637.1|AAEG
OG0003316	LOC4800336|XP_001357576.1|DPSE	LOC110675390|XP_021695976.1|AAEG
OG0003317	LOC4801072|XP_001358233.2|DPSE	LOC5566507|XP_001650896.2|AAEG
OG0003318	LOC4800781|XP_033232872.1|DPSE	LOC5568484|XP_021696073.1|AAEG
OG0003319	LOC4802753|XP_015038057.2|DPSE	LOC5566499|XP_021696131.1|AAEG
OG0003320	LOC4800344|XP_033232518.1|DPSE	LOC5567617|XP_021696188.1|AAEG, LOC110680343|XP_021711854.1|AAEG
OG0003321	LOC4800345|XP_001357568.4|DPSE	LOC5566495|XP_001650884.2|AAEG
OG0003322	LOC4800347|XP_001357566.4|DPSE	LOC110675460|XP_021696255.1|AAEG, LOC5566509|XP_001650883.1|AAEG, LOC110674015|XP_021712153.1|AAEG
OG0003323	LOC4815371|XP_001354783.2|DPSE	LOC5568414|XP_001658066.2|AAEG, LOC5568630|XP_001652469.2|AAEG
OG0003324	LOC4815776|XP_015041122.1|DPSE	LOC5574970|XP_021697905.1|AAEG
OG0003325	LOC4802016|XP_015037543.2|DPSE	LOC5574966|XP_021697959.1|AAEG
OG0003326	LOC4815043|XP_001355082.2|DPSE	LOC5577023|XP_001656310.2|AAEG
OG0003327	LOC4811686|XP_033237321.1|DPSE	LOC5576689|XP_001662827.2|AAEG
OG0003328	LOC4814747|XP_001354535.1|DPSE	LOC5570591|XP_001653258.1|AAEG
OG0003329	LOC4800883|XP_015038660.2|DPSE	LOC5570593|XP_021698550.1|AAEG
OG0003330	LOC4812246|XP_001352613.3|DPSE	LOC5574728|XP_001661616.2|AAEG
OG0003331	LOC4814908|XP_001354577.3|DPSE	LOC23687535|XP_011492966.2|AAEG
OG0003332	LOC4814833|XP_001355068.1|DPSE	LOC5580120|XP_021711923.1|AAEG, LOC110676273|XP_021699204.1|AAEG
OG0003333	LOC4800313|XP_001357596.4|DPSE	LOC5580130|XP_021699347.1|AAEG
OG0003334	LOC4801480|XP_001358565.1|DPSE	LOC5567931|XP_001651963.2|AAEG
OG0003335	LOC4801955|XP_001358970.2|DPSE	LOC5567933|XP_001651967.2|AAEG
OG0003336	LOC4801960|XP_001358973.2|DPSE	LOC5564393|XP_021700110.1|AAEG
OG0003337	LOC6896824|XP_002137027.3|DPSE	LOC5576478|XP_001662672.2|AAEG
OG0003338	LOC4801458|XP_001358552.3|DPSE	LOC5576481|XP_001662674.2|AAEG
OG0003339	LOC4800498|XP_001357765.1|DPSE	LOC5570698|XP_001659294.2|AAEG
OG0003340	LOC4800497|XP_001357764.4|DPSE	LOC5570699|XP_021701068.1|AAEG
OG0003341	LOC4814741|XP_001354799.3|DPSE	LOC5571561|XP_001653698.2|AAEG, LOC110676681|XP_021701199.1|AAEG
OG0003342	LOC4815777|XP_001355720.4|DPSE	LOC5571567|XP_001653705.2|AAEG
OG0003343	LOC6899781|XP_033239024.1|DPSE	LOC5569251|XP_021701437.1|AAEG
OG0003344	LOC4816480|XP_001356248.2|DPSE	LOC23687992|XP_011493304.2|AAEG, LOC5565019|XP_021708709.1|AAEG
OG0003345	LOC4814454|XP_001355117.2|DPSE	LOC5565271|XP_021701757.1|AAEG
OG0003346	LOC4801432|XP_001358527.2|DPSE	LOC5578827|XP_001664044.1|AAEG
OG0003347	LOC4801446|XP_001358540.1|DPSE	LOC5567723|XP_001657630.2|AAEG
OG0003348	LOC4801427|XP_001358522.2|DPSE	LOC5567052|XP_021702364.1|AAEG
OG0003349	LOC6901500|XP_002134186.2|DPSE	LOC5576312|XP_001656046.1|AAEG
OG0003350	LOC4801170|XP_015037062.2|DPSE	LOC5576307|XP_021702688.1|AAEG
OG0003351	LOC4815781|XP_001355389.3|DPSE	LOC5566959|XP_021702823.1|AAEG
OG0003352	LOC4800374|XP_001357662.1|DPSE	LOC23687944|XP_011493297.2|AAEG, LOC5568675|XP_001658091.2|AAEG
OG0003353	LOC4801486|XP_033232981.1|DPSE	LOC5576900|XP_021703214.1|AAEG
OG0003354	LOC4800324|XP_033232874.1|DPSE	LOC5576894|XP_021703285.1|AAEG
OG0003355	LOC6901037|XP_033238636.1|DPSE	LOC5576890|XP_001662990.2|AAEG
OG0003356	LOC4815672|XP_015041312.2|DPSE	LOC5576880|XP_001662980.2|AAEG
OG0003357	LOC4815269|XP_001354754.2|DPSE	LOC5576878|XP_001662978.1|AAEG
OG0003358	LOC4817681|XP_001357067.2|DPSE	LOC5564062|XP_001648368.1|AAEG
OG0003359	LOC4814190|XP_001354332.1|DPSE	LOC5564054|XP_001648381.1|AAEG
OG0003360	LOC4816080|XP_001355609.4|DPSE	LOC5564066|XP_021704044.1|AAEG
OG0003361	LOC6898377|XP_002138430.1|DPSE	LOC5578497|XP_021704289.1|AAEG
OG0003362	LOC4801941|XP_001358956.3|DPSE	LOC110680210|XP_021711717.1|AAEG, LOC5579200|XP_021705129.1|AAEG
OG0003363	LOC4801217|XP_001358342.5|DPSE	LOC5579202|XP_021705141.1|AAEG
OG0003364	LOC4801043|XP_001358207.3|DPSE	LOC5578139|XP_001663710.1|AAEG
OG0003365	LOC4802481|XP_001359395.2|DPSE	LOC5579301|XP_021705291.1|AAEG
OG0003366	LOC4813284|XP_001353994.3|DPSE	LOC5565040|XP_001649382.2|AAEG
OG0003367	LOC4812242|XP_033241391.1|DPSE	LOC5576008|XP_001662341.2|AAEG
OG0003368	LOC4811866|XP_001352938.1|DPSE	LOC110678056|XP_021706274.1|AAEG, LOC5575285|XP_021712728.1|AAEG
OG0003369	LOC6897849|XP_002137952.2|DPSE	LOC110678069|XP_021706303.1|AAEG
OG0003370	LOC4801507|XP_001358586.2|DPSE	LOC5565330|XP_001649677.1|AAEG
OG0003371	LOC4815510|XP_001355627.1|DPSE	LOC5575427|XP_021706990.1|AAEG, LOC110680456|XP_021711952.1|AAEG
OG0003372	LOC4804880|XP_001361368.2|DPSE	LOC5579482|XP_001647780.1|AAEG
OG0003373	LOC4802798|XP_001359643.3|DPSE	LOC5575470|XP_001661987.3|AAEG
OG0003374	LOC6902025|XP_033237910.1|DPSE	LOC110680932|XP_021712405.1|AAEG, LOC5568540|XP_021707619.1|AAEG
OG0003375	LOC4801731|XP_033236607.1|DPSE	LOC110678773|XP_021707804.1|AAEG
OG0003376	LOC4801035|XP_001358203.1|DPSE	LOC5565268|XP_001649604.1|AAEG
OG0003377	LOC13036450|XP_033233764.1|DPSE	LOC5564417|XP_021708027.1|AAEG
OG0003378	LOC4801527|XP_001358603.2|DPSE	LOC110680511|XP_021711999.1|AAEG, LOC5572774|XP_001654172.1|AAEG
OG0003379	LOC4801666|XP_001358718.1|DPSE	LOC110678859|XP_021708087.1|AAEG, LOC5572778|XP_001654173.2|AAEG
OG0003380	LOC4801679|XP_001358729.3|DPSE	LOC5572781|XP_001654180.1|AAEG
OG0003381	LOC6896866|XP_002137057.2|DPSE	LOC5580227|XP_001655934.2|AAEG
OG0003382	LOC4800660|XP_015038621.2|DPSE	LOC5580230|XP_021708254.1|AAEG
OG0003383	LOC4800354|XP_001357560.1|DPSE	LOC5578695|XP_001657094.2|AAEG
OG0003384	LOC4817834|XP_033235275.1|DPSE	LOC5568279|XP_001657976.1|AAEG
OG0003385	LOC4801585|XP_015037323.2|DPSE	LOC5568276|XP_001657975.2|AAEG
OG0003386	LOC4800247|XP_001357543.1|DPSE	LOC5566095|XP_001650454.1|AAEG
OG0003387	LOC4800672|XP_001357904.2|DPSE	LOC5566097|XP_001650455.1|AAEG
OG0003388	LOC4814199|XP_033239012.1|DPSE	LOC110679207|XP_021709028.1|AAEG
OG0003389	LOC4803401|XP_001360132.1|DPSE	LOC110679265|XP_021709200.1|AAEG, LOC5570643|XP_001653279.1|AAEG
OG0003390	LOC4801001|XP_001358176.1|DPSE	LOC5570608|XP_001653272.1|AAEG, LOC110679312|XP_021709361.1|AAEG
OG0003391	LOC4801208|XP_001358335.3|DPSE	LOC110680569|XP_021712045.1|AAEG, LOC5574582|XP_001655206.2|AAEG
OG0003392	LOC6896919|XP_002137103.2|DPSE	LOC5572715|XP_001660532.2|AAEG
OG0003393	LOC4800482|XP_015038603.2|DPSE	LOC5568155|XP_021710093.1|AAEG
OG0003394	LOC4800867|XP_033232469.1|DPSE	LOC5568159|XP_001657903.2|AAEG
OG0003395	LOC6897156|XP_002137336.1|DPSE	LOC5566198|XP_021710187.1|AAEG
OG0003396	LOC6896837|XP_002137040.3|DPSE	LOC5566195|XP_001650574.2|AAEG
OG0003397	LOC4800912|XP_001358101.4|DPSE	LOC5567411|XP_001657413.2|AAEG
OG0003399	LOC6904084|XP_002136433.1|DPSE	LOC110680483|XP_021711980.1|AAEG, LOC5567405|XP_001657418.1|AAEG
OG0003400	LOC4802117|XP_033233405.1|DPSE	LOC5568338|XP_021710740.1|AAEG
OG0003401	LOC6897224|XP_003736523.3|DPSE	LOC5577501|XP_021711436.1|AAEG
OG0003402	LOC4801461|XP_001358553.3|DPSE	LOC110679871|XP_021711570.1|AAEG
OG0003403	LOC6898971|XP_002138931.3|DPSE	LOC5577499|XP_001656515.2|AAEG
OG0003404	LOC4801295|XP_001358415.3|DPSE	LOC5577699|XP_021711667.1|AAEG
OG0003405	LOC4805317|XP_001361737.2|DPSE	LOC5572734|XP_001660546.2|AAEG
OG0003406	LOC4801109|XP_001358257.2|DPSE	LOC5572725|XP_001660544.1|AAEG
OG0003407	LOC4801110|XP_001358258.3|DPSE	LOC5572724|XP_001660542.1|AAEG
OG0003408	LOC4801068|XP_033232593.1|DPSE	LOC5572733|XP_001660547.2|AAEG
OG0003409	LOC6896986|XP_015038786.2|DPSE	LOC5572730|XP_021711963.1|AAEG
OG0003410	LOC4801732|XP_001358775.1|DPSE	LOC5572735|XP_001660557.1|AAEG
OG0003411	LOC4802870|XP_001359701.2|DPSE	LOC5567789|XP_001657692.1|AAEG
OG0003412	LOC6897270|XP_033241874.1|DPSE	LOC5567787|XP_021712246.1|AAEG
OG0003413	LOC4802760|XP_015038068.2|DPSE	LOC5567767|XP_001657667.2|AAEG
OG0003414	LOC4813339|XP_001353208.3|DPSE	LOC5569265|XP_021712555.1|AAEG
OG0003415	LOC4815019|XP_001354812.3|DPSE	LOC5571786|XP_001659917.1|AAEG, LOC110681191|XP_021712663.1|AAEG
OG0003416	LOC4802246|XP_001359205.2|DPSE	LOC5571793|XP_001659919.1|AAEG, LOC110680319|XP_021711839.1|AAEG
OG0003417	LOC4801558|XP_001358630.2|DPSE	LOC5571790|XP_001659923.1|AAEG
OG0003418	LOC4800524|XP_015038571.1|DPSE	LOC110680553|XP_021712037.1|AAEG, LOC5567068|XP_001651458.1|AAEG
OG0003419	LOC4800853|XP_001358054.2|DPSE	LOC5567063|XP_001651463.2|AAEG
OG0003420	LOC4800852|XP_001358053.4|DPSE	LOC5567062|XP_021712857.1|AAEG
OG0003421	LOC6897084|XP_002137268.2|DPSE	LOC5567085|XP_021712943.1|AAEG
OG0003422	LOC4801162|XP_001358297.3|DPSE	LOC5577530|XP_021712944.1|AAEG
OG0003423	LOC4804660|XP_001361187.4|DPSE	LOC5573383|XP_001660867.2|AAEG
OG0003424	LOC4801741|XP_001358784.1|DPSE	LOC5573375|XP_001660864.2|AAEG
OG0003425	LOC4800964|XP_001358146.1|DPSE	LOC5573371|XP_001660857.1|AAEG
OG0003426	LOC4801337|XP_001358448.3|DPSE	LOC110681358|XP_021712799.1|AAEG, LOC110681360|XP_021712800.1|AAEG, LOC5573381|XP_021712999.1|AAEG
OG0003427	LOC4801346|XP_001358455.3|DPSE	LOC5570624|XP_001659227.2|AAEG
OG0003428	LOC4813185|XP_015043341.1|DPSE	LOC5572584|XP_001654088.2|AAEG
OG0003429	LOC4804530|XP_033233830.1|DPSE	LOC5580284|XP_001662911.1|AAEG, LOC110681506|XP_021713094.1|AAEG
OG0003430	LOC6899806|XP_002135730.1|DPSE	LOC5575731|XP_021713117.1|AAEG
OG0003431	LOC4802714|XP_033233389.1|DPSE	LOC23687402|XP_021713130.1|AAEG
OG0003432	LOC4801786|XP_001358823.2|DPSE	LOC110681519|XP_021713159.1|AAEG, LOC5568725|XP_001658106.1|AAEG
OG0003433	LOC4800300|XP_001357652.1|DPSE	LOC5565237|XP_021713167.1|AAEG
OG0003434	LOC4815328|XP_001355203.4|DPSE	LOC5576286|XP_001662576.2|AAEG
OG0003435	LOC4800738|XP_001357956.3|DPSE	LOC5572168|XP_021713207.1|AAEG
OG0003436	LOC6897171|XP_002137351.1|DPSE	LOC5569222|XP_001652782.1|AAEG
OG0003437	LOC6897172|XP_003736491.1|DPSE	LOC5569219|XP_001652784.1|AAEG
OG0003438	LOC6897170|XP_002137350.1|DPSE	LOC5569226|XP_001652785.1|AAEG
OG0003439	LOC4801781|XP_001358818.1|DPSE	LOC5569232|XP_021712263.1|AAEG, LOC110681536|XP_021713262.1|AAEG
OG0003440	LOC4801843|XP_033239572.1|DPSE	LOC5578520|XP_021713299.1|AAEG
OG0003441	LOC4817852|XP_001357380.1|DPSE	LOC5578519|XP_001663910.1|AAEG
OG0003442	LOC4800360|XP_001357554.3|DPSE, LOC117183373|XP_033232999.1|DPSE	LOC5565034|XP_021694403.1|AAEG
OG0003443	LOC4814041|XP_001354143.1|DPSE	LOC5576914|XP_001663011.1|AAEG
OG0003444	LOC6900890|XP_033241461.1|DPSE	LOC5576920|XP_001663017.1|AAEG
OG0003445	LOC6901613|XP_015041892.2|DPSE	LOC5580013|XP_021713335.1|AAEG
OG0003446	LOC6899649|XP_033239473.1|DPSE	LOC5580009|XP_021713348.1|AAEG
OG0003447	LOC6899880|XP_033237125.1|DPSE	LOC5580014|XP_021694307.1|AAEG
OG0003448	LOC4802770|XP_001359630.1|DPSE	LOC5574616|XP_001661533.1|AAEG
OG0003449	LOC6897454|XP_002137602.2|DPSE	LOC5574612|XP_001661529.1|AAEG
OG0003450	LOC4800698|XP_001357924.3|DPSE	LOC5574618|XP_021713371.1|AAEG
OG0003451	LOC4802250|XP_001359209.2|DPSE	LOC5574690|XP_021713381.1|AAEG
OG0003452	LOC4803292|XP_001360057.2|DPSE	LOC5574692|XP_021713383.1|AAEG
OG0003453	LOC4812946|XP_001353464.1|DPSE	LOC5567595|XP_021713391.1|AAEG
OG0003454	LOC4816354|XP_015036741.2|DPSE	LOC5567614|XP_001657570.1|AAEG
OG0003455	LOC117185660|XP_033241813.1|DPSE, LOC4801023|XP_001358193.2|DPSE	LOC5567615|XP_021713393.1|AAEG
OG0003456	LOC4805280|XP_015040525.2|DPSE	LOC5571512|XP_021692970.1|AAEG
OG0003457	LOC4802503|XP_001359412.2|DPSE	LOC5571516|XP_021692972.1|AAEG
OG0003458	LOC4802860|XP_033241756.1|DPSE	LOC5564696|XP_021692997.1|AAEG
OG0003459	LOC4802794|XP_001359639.1|DPSE	LOC110674037|XP_021693012.1|AAEG
OG0003460	LOC4801227|XP_001358350.3|DPSE	LOC5573797|XP_021693033.1|AAEG
OG0003461	LOC6897173|XP_002137353.3|DPSE	LOC5570837|XP_021693037.1|AAEG
OG0003462	LOC4813460|XP_001353748.1|DPSE	LOC23687506|XP_021695309.1|AAEG, LOC5566668|XP_011493288.2|AAEG
OG0003463	LOC4801577|XP_001358647.3|DPSE	LOC5580098|XP_001654849.2|AAEG
OG0003464	LOC6897111|XP_033241807.1|DPSE	LOC110674054|XP_021693086.1|AAEG
OG0003465	LOC4802101|XP_001359085.2|DPSE	LOC5566483|XP_001650870.1|AAEG
OG0003466	LOC4800422|XP_001357700.3|DPSE	LOC5566477|XP_001650864.1|AAEG, LOC110680597|XP_021712082.1|AAEG
OG0003467	LOC4801945|XP_033232575.1|DPSE	LOC110674064|XP_021693130.1|AAEG, LOC5566466|XP_001650848.1|AAEG
OG0003468	LOC4801935|XP_001358953.2|DPSE	LOC5566464|XP_001650846.1|AAEG, LOC110681427|XP_021712861.1|AAEG
OG0003469	LOC4800237|XP_001357630.2|DPSE	LOC5578927|XP_001657213.1|AAEG
OG0003470	LOC4801622|XP_003736555.3|DPSE	LOC5563724|XP_021693210.1|AAEG
OG0003471	LOC4817340|XP_001356896.2|DPSE	LOC5563704|XP_001647991.1|AAEG
OG0003472	LOC4817345|XP_033235204.1|DPSE	LOC5573172|XP_001660788.2|AAEG, LOC110674073|XP_021693214.1|AAEG
OG0003473	LOC4816699|XP_001356061.2|DPSE	LOC110681091|XP_021712553.1|AAEG, LOC5563712|XP_001648004.2|AAEG
OG0003474	LOC4801835|XP_033233018.1|DPSE	LOC5576365|XP_021693250.1|AAEG
OG0003475	LOC4800895|XP_033239890.1|DPSE	LOC5576358|XP_021693297.1|AAEG, LOC110674087|XP_021693301.1|AAEG
OG0003476	LOC6904061|XP_033237168.1|DPSE	LOC5576352|XP_021693305.1|AAEG
OG0003477	LOC4802011|XP_033235926.1|DPSE	LOC5567293|XP_021693314.1|AAEG
OG0003478	LOC6896785|XP_003736256.3|DPSE	LOC5567283|XP_021693342.1|AAEG
OG0003479	LOC4800595|XP_001357841.3|DPSE	LOC5569127|XP_001652733.2|AAEG
OG0003480	LOC4801885|XP_001358908.3|DPSE	LOC5576718|XP_001656224.1|AAEG
OG0003481	LOC4801886|XP_001358909.3|DPSE	LOC5576717|XP_001656223.1|AAEG
OG0003482	LOC6897376|XP_002137528.4|DPSE	LOC5576735|XP_021693381.1|AAEG
OG0003483	LOC4801909|XP_001358928.5|DPSE	LOC5566413|XP_001650805.1|AAEG
OG0003484	LOC4801589|XP_001358658.1|DPSE	LOC5568914|XP_001658238.1|AAEG
OG0003485	LOC4801280|XP_001358400.2|DPSE	LOC5568905|XP_001658228.2|AAEG
OG0003486	LOC4801282|XP_001358402.2|DPSE	LOC110674672|XP_021694418.1|AAEG
OG0003487	LOC4801168|XP_001358302.2|DPSE	LOC5573324|XP_001654544.1|AAEG
OG0003488	LOC4800655|XP_001357888.3|DPSE	LOC5569057|XP_021693516.1|AAEG
OG0003489	LOC4800602|XP_001357847.3|DPSE	LOC5564565|XP_021693531.1|AAEG
OG0003490	LOC4801007|XP_001358180.3|DPSE	LOC5566454|XP_021693543.1|AAEG
OG0003491	LOC4801178|XP_001358312.4|DPSE	LOC5578805|XP_021693546.1|AAEG
OG0003492	LOC4801312|XP_033241772.1|DPSE	LOC5578571|XP_001663962.2|AAEG
OG0003493	LOC4800973|XP_033232809.1|DPSE	LOC5577195|XP_021693675.1|AAEG
OG0003494	LOC4802729|XP_001359592.1|DPSE	LOC5572161|XP_021693685.1|AAEG
OG0003495	LOC4817680|XP_001357066.3|DPSE	LOC5576201|XP_001662536.1|AAEG
OG0003496	LOC4801642|XP_001358696.1|DPSE	LOC110674163|XP_021693719.1|AAEG
OG0003497	LOC6896958|XP_002137143.3|DPSE	LOC23687673|XP_011493646.2|AAEG
OG0003498	LOC26532404|XP_033238921.1|DPSE	LOC5575648|XP_021693759.1|AAEG
OG0003499	LOC4800594|XP_001357840.3|DPSE	LOC5575653|XP_021693763.1|AAEG
OG0003500	LOC4816593|XP_001356276.2|DPSE	LOC5565614|XP_021693783.1|AAEG
OG0003501	LOC4801264|XP_001358385.1|DPSE	LOC5565612|XP_001649949.1|AAEG
OG0003502	LOC4800948|XP_001358132.4|DPSE	LOC5565991|XP_021693812.1|AAEG, LOC5569690|XP_021712502.1|AAEG
OG0003503	LOC4800622|XP_001357864.2|DPSE	LOC5577655|XP_001656653.3|AAEG
OG0003504	LOC13036356|XP_003736284.3|DPSE	LOC5577651|XP_021693826.1|AAEG
OG0003505	LOC13036380|XP_033232634.1|DPSE	LOC5577636|XP_021693854.1|AAEG
OG0003506	LOC4801926|XP_001358944.1|DPSE	LOC5565953|XP_021693896.1|AAEG
OG0003507	LOC4801232|XP_033232939.1|DPSE	LOC110680489|XP_021711984.1|AAEG, LOC5565942|XP_021693903.1|AAEG
OG0003508	LOC4813320|XP_001353574.3|DPSE	LOC5568525|XP_021693918.1|AAEG
OG0003509	LOC4801662|XP_001358714.2|DPSE	LOC5573535|XP_021693961.1|AAEG
OG0003510	LOC4801570|XP_001358641.3|DPSE	LOC5579966|XP_001658483.2|AAEG
OG0003511	LOC4801571|XP_033233136.1|DPSE	LOC5579960|XP_021694041.1|AAEG
OG0003512	LOC6896819|XP_002137022.1|DPSE	LOC5578914|XP_001657204.2|AAEG
OG0003513	LOC4801223|XP_001358346.2|DPSE	LOC5578915|XP_021694075.1|AAEG
OG0003514	LOC13036512|XP_033241832.1|DPSE	LOC5576115|XP_021694090.1|AAEG
OG0003515	LOC4804147|XP_001360753.2|DPSE	LOC5575229|XP_001655635.2|AAEG
OG0003516	LOC4801994|XP_001359005.3|DPSE	LOC5565161|XP_021694131.1|AAEG
OG0003517	LOC4802074|XP_015037595.1|DPSE	LOC5579159|XP_021694193.1|AAEG
OG0003518	LOC4802272|XP_002137686.2|DPSE	LOC5566105|XP_001650511.2|AAEG
OG0003519	LOC4812742|XP_015044174.2|DPSE	LOC5566136|XP_021695359.1|AAEG
OG0003520	LOC4812747|XP_001353125.1|DPSE	LOC5566123|XP_001650503.2|AAEG
OG0003521	LOC4812542|XP_001352619.1|DPSE	LOC5566143|XP_021695372.1|AAEG
OG0003522	LOC4804088|XP_001360706.4|DPSE	LOC5566137|XP_001650495.1|AAEG
OG0003523	LOC4817682|XP_001357068.2|DPSE	LOC5566133|XP_001650494.1|AAEG
OG0003524	LOC4814733|XP_015041703.2|DPSE	LOC5566132|XP_001650493.2|AAEG
OG0003525	LOC4803801|XP_015039367.2|DPSE	LOC5566126|XP_001650491.1|AAEG
OG0003526	LOC6899120|XP_033233744.1|DPSE	LOC5566124|XP_001650486.2|AAEG
OG0003527	LOC4804902|XP_033234173.1|DPSE	LOC5566111|XP_001650482.1|AAEG
OG0003529	LOC4811834|XP_033236159.1|DPSE	LOC5570950|XP_001653417.2|AAEG
OG0003530	LOC6900402|XP_002134794.1|DPSE	LOC5570952|XP_021695452.1|AAEG
OG0003531	LOC4802384|XP_001359313.2|DPSE	LOC5571445|XP_001659696.2|AAEG
OG0003532	LOC4814054|XP_001354260.1|DPSE	LOC5571444|XP_021695478.1|AAEG
OG0003533	LOC4812699|XP_001353081.1|DPSE	LOC5567850|XP_001657714.1|AAEG
OG0003534	LOC4812906|XP_001353873.3|DPSE	LOC5569149|XP_021695598.1|AAEG
OG0003535	LOC4813803|XP_001354039.1|DPSE	LOC5569146|XP_021695603.1|AAEG
OG0003536	LOC4803421|XP_001360136.1|DPSE	LOC110680371|XP_021711869.1|AAEG, LOC5578204|XP_001656848.2|AAEG
OG0003537	LOC4805715|XP_001362070.2|DPSE	LOC5575741|XP_001655841.2|AAEG
OG0003538	LOC4803540|XP_001360250.1|DPSE	LOC5575733|XP_021695723.1|AAEG, LOC110675350|XP_021695724.1|AAEG
OG0003539	LOC4804077|XP_001360695.2|DPSE	LOC5566722|XP_021695725.1|AAEG
OG0003540	LOC4812193|XP_001352498.3|DPSE	LOC5571766|XP_001659898.2|AAEG
OG0003541	LOC4801766|XP_001358807.3|DPSE	LOC5576630|XP_021695759.1|AAEG
OG0003542	LOC4804336|XP_001360911.2|DPSE	LOC5576629|XP_021695763.1|AAEG
OG0003543	LOC4815832|XP_001355449.2|DPSE	LOC5576633|XP_001662790.1|AAEG
OG0003544	LOC4813717|XP_033238537.1|DPSE, LOC117184393|XP_033237381.1|DPSE	LOC5570665|XP_001659266.1|AAEG
OG0003545	LOC4811934|XP_015043806.2|DPSE	LOC5571262|XP_021695920.1|AAEG
OG0003546	LOC4812311|XP_001352972.2|DPSE	LOC5571248|XP_021695946.1|AAEG
OG0003547	LOC4804545|XP_015040007.2|DPSE	LOC5568483|XP_021695974.1|AAEG
OG0003548	LOC4805183|XP_001361630.4|DPSE	LOC5568482|XP_011493357.2|AAEG
OG0003549	LOC4805184|XP_001361631.5|DPSE	LOC5568481|XP_021695981.1|AAEG
OG0003550	LOC4804560|XP_001361102.2|DPSE	LOC5568468|XP_001652303.1|AAEG
OG0003551	LOC6898901|XP_002138871.2|DPSE	LOC5579328|XP_021696014.1|AAEG
OG0003552	LOC4805643|XP_001362011.2|DPSE	LOC110675403|XP_021696024.1|AAEG
