Orthogroup	DPSE.longest_only	AALB.longest_only
OG0004748	LOC6897810|XP_002137915.2|DPSE	LOC118461723|XP_035783277.1|AALB
OG0004749	LOC4800881|XP_033233183.1|DPSE	LOC118459488|XP_035778793.1|AALB
OG0004750	LOC4801962|XP_001358976.2|DPSE	LOC118460423|XP_035780607.1|AALB
OG0004751	LOC4800695|XP_001357920.5|DPSE	LOC118460420|XP_035780603.1|AALB
OG0004752	LOC6897054|XP_002137238.2|DPSE	LOC118459625|XP_035779095.1|AALB
OG0004753	LOC4801289|XP_001358409.2|DPSE	LOC118459621|XP_035779089.1|AALB
OG0004754	LOC4801103|XP_001358252.1|DPSE	LOC118459618|XP_035779084.1|AALB
OG0004755	LOC6896790|XP_002136995.1|DPSE	LOC118468324|XP_035794961.1|AALB
OG0004756	LOC4800535|XP_001357799.2|DPSE	LOC118468320|XP_035794958.1|AALB
OG0004758	LOC6897957|XP_002138056.3|DPSE	LOC118457339|XP_035774729.1|AALB
OG0004759	LOC4801584|XP_001358654.3|DPSE	LOC118457288|XP_035774641.1|AALB
OG0004760	LOC4801578|XP_001358648.3|DPSE	LOC118459619|XP_035779086.1|AALB
OG0004761	LOC4802102|XP_001359086.4|DPSE	LOC118461333|XP_035782431.1|AALB
OG0004763	LOC4801453|XP_001358547.4|DPSE	LOC118457651|XP_035775285.1|AALB
OG0004764	LOC4801632|XP_001358688.2|DPSE	LOC118459957|XP_035779738.1|AALB
OG0004765	LOC4800433|XP_033232361.1|DPSE	LOC118459953|XP_035779732.1|AALB
OG0004766	LOC6896754|XP_002136961.1|DPSE	LOC118468646|XP_035795563.1|AALB
OG0004767	LOC4802733|XP_001359596.4|DPSE	LOC118457954|XP_035775870.1|AALB
OG0004768	LOC4802731|XP_001359594.4|DPSE	LOC118457947|XP_035775854.1|AALB
OG0004769	LOC6903074|XP_002132792.2|DPSE	LOC118457953|XP_035775869.1|AALB
OG0004770	LOC4803173|XP_001359957.1|DPSE	LOC118457959|XP_035775878.1|AALB
OG0004771	LOC6896712|XP_033235161.1|DPSE	LOC118457957|XP_035775874.1|AALB
OG0004772	LOC4801704|XP_001358750.3|DPSE	LOC118457920|XP_035775814.1|AALB
OG0004773	LOC4800897|XP_001358091.1|DPSE	LOC118458170|XP_035776268.1|AALB
OG0004774	LOC6896955|XP_015038883.2|DPSE	LOC118459616|XP_035779078.1|AALB
OG0004775	LOC4801833|XP_033232807.1|DPSE	LOC118458313|XP_035776548.1|AALB
OG0004776	LOC4803451|XP_001360172.1|DPSE	LOC118462061|XP_035783942.1|AALB
OG0004777	LOC4811790|XP_001352358.1|DPSE	LOC118459590|XP_035779011.1|AALB
OG0004778	LOC4816411|XP_001356236.2|DPSE	LOC118460142|XP_035780123.1|AALB
OG0004779	LOC4801568|XP_001358636.3|DPSE	LOC118460138|XP_035780117.1|AALB
OG0004780	LOC4816701|XP_001355937.2|DPSE	LOC118460143|XP_035780125.1|AALB
OG0004782	LOC4801750|XP_001358792.3|DPSE	LOC118461374|XP_035782515.1|AALB
OG0004783	LOC6901628|XP_002134298.2|DPSE	LOC118460480|XP_035780714.1|AALB
OG0004784	LOC4801884|XP_033239120.1|DPSE	LOC118456618|XP_035773420.1|AALB
OG0004785	LOC4801896|XP_001358917.2|DPSE	LOC118458406|XP_035776714.1|AALB
OG0004786	LOC4801899|XP_001358921.2|DPSE	LOC118456144|XP_035772551.1|AALB
OG0004787	LOC4801902|XP_001358922.2|DPSE	LOC118457487|XP_035775011.1|AALB
OG0004788	LOC4801903|XP_015037449.1|DPSE	LOC118459288|XP_035778426.1|AALB
OG0004789	LOC4801904|XP_001358924.1|DPSE	LOC118459289|XP_035778427.1|AALB
OG0004790	LOC4801720|XP_033241738.1|DPSE	LOC118468835|XP_035795969.1|AALB
OG0004791	LOC4800727|XP_033233192.1|DPSE	LOC118459971|XP_035779754.1|AALB
OG0004792	LOC6899370|XP_002136159.1|DPSE	LOC118461728|XP_035783308.1|AALB
OG0004793	LOC6897401|XP_002137553.3|DPSE	LOC118458971|XP_035777852.1|AALB
OG0004794	LOC4802012|XP_015037540.2|DPSE	LOC118457385|XP_035774814.1|AALB
OG0004795	LOC4801384|XP_001358486.3|DPSE	LOC118457817|XP_035775583.1|AALB
OG0004796	LOC4801349|XP_001358458.4|DPSE	LOC118458837|XP_035777630.1|AALB
OG0004797	LOC4800961|XP_015038722.2|DPSE	LOC118458834|XP_035777624.1|AALB
OG0004798	LOC4801165|XP_001358299.2|DPSE	LOC118462029|XP_035783895.1|AALB
OG0004799	LOC4801592|XP_001358661.2|DPSE	LOC118461479|XP_035782729.1|AALB
OG0004800	LOC4801640|XP_001358694.2|DPSE	LOC118458437|XP_035776789.1|AALB
OG0004802	LOC4800891|XP_001358085.1|DPSE	LOC118456303|XP_035772834.1|AALB
OG0004803	LOC4800636|XP_001357873.3|DPSE	LOC118459899|XP_035779608.1|AALB
OG0004804	LOC4802730|XP_001359593.2|DPSE	LOC118458164|XP_035776259.1|AALB
OG0004805	LOC6896758|XP_033232346.1|DPSE	LOC118461345|XP_035782451.1|AALB
OG0004806	LOC4814824|XP_001354533.2|DPSE	LOC118468775|XP_035795858.1|AALB
OG0004807	LOC4802123|XP_001359104.6|DPSE	LOC118461364|XP_035782498.1|AALB
OG0004808	LOC4800777|XP_001357992.3|DPSE	LOC118460733|XP_035781184.1|AALB
OG0004809	LOC4801556|XP_001358628.3|DPSE	LOC118461626|XP_035783068.1|AALB
OG0004810	LOC4800902|XP_003736349.2|DPSE	LOC118461625|XP_035783067.1|AALB
OG0004811	LOC4811921|XP_015044057.2|DPSE	LOC118460421|XP_035780604.1|AALB
OG0004812	LOC4800592|XP_003736272.3|DPSE	LOC118457120|XP_035774319.1|AALB
OG0004813	LOC4801689|XP_001358737.1|DPSE	LOC118458098|XP_035776161.1|AALB
OG0004814	LOC4801495|XP_001358574.2|DPSE	LOC118458288|XP_035776504.1|AALB
OG0004815	LOC4815235|XP_001355093.4|DPSE	LOC118461002|XP_035781721.1|AALB
OG0004816	LOC4815010|XP_001354978.2|DPSE	LOC118458919|XP_035777779.1|AALB
OG0004817	LOC4815256|XP_001354977.1|DPSE	LOC118457333|XP_035774720.1|AALB
OG0004818	LOC4801817|XP_001358850.1|DPSE	LOC118463260|XP_035785623.1|AALB
OG0004819	LOC4800577|XP_001357828.2|DPSE	LOC118463253|XP_035785616.1|AALB
OG0004820	LOC4800774|XP_033233983.1|DPSE	LOC118463252|XP_035785615.1|AALB
OG0004821	LOC4800305|XP_015038741.2|DPSE	LOC118462567|XP_035784258.1|AALB
OG0004822	LOC4801946|XP_015037488.2|DPSE	LOC118462571|XP_035784266.1|AALB
OG0004823	LOC6897136|XP_015037137.2|DPSE	LOC118464105|XP_035787083.1|AALB
OG0004824	LOC4801297|XP_001358416.3|DPSE	LOC118461940|XP_035783715.1|AALB
OG0004825	LOC4811807|XP_033237323.1|DPSE	LOC118464523|XP_035787853.1|AALB
OG0004826	LOC4801927|XP_001358945.3|DPSE	LOC118465924|XP_035790516.1|AALB
OG0004827	LOC4802750|XP_001359611.1|DPSE	LOC118465925|XP_035790517.1|AALB
OG0004828	LOC4801566|XP_001358638.1|DPSE	LOC118465926|XP_035790519.1|AALB
OG0004829	LOC4801776|XP_001358815.3|DPSE	LOC118460916|XP_035781562.1|AALB
OG0004830	LOC4800825|XP_015038653.2|DPSE	LOC118457016|XP_035774139.1|AALB
OG0004831	LOC4813658|XP_001353837.2|DPSE	LOC118456848|XP_035773837.1|AALB
OG0004832	LOC4800525|XP_001357790.1|DPSE	LOC118458545|XP_035777073.1|AALB
OG0004833	LOC4802678|XP_001359548.1|DPSE	LOC118460554|XP_035780842.1|AALB
OG0004834	LOC4800576|XP_001357827.1|DPSE	LOC118461654|XP_035783125.1|AALB
OG0004835	LOC4800574|XP_001357825.2|DPSE	LOC118460452|XP_035780663.1|AALB
OG0004836	LOC4801226|XP_001358349.3|DPSE	LOC118456263|XP_035772757.1|AALB
OG0004837	LOC4812243|XP_001353006.3|DPSE	LOC118466978|XP_035792785.1|AALB
OG0004838	LOC13036329|XP_003736664.2|DPSE	LOC118457550|XP_035775110.1|AALB
OG0004839	LOC4802114|XP_003736665.2|DPSE	LOC118457546|XP_035775101.1|AALB
OG0004840	LOC4802166|XP_001359139.3|DPSE	LOC118463418|XP_035785865.1|AALB
OG0004841	LOC4817840|XP_001357357.3|DPSE	LOC118456585|XP_035773375.1|AALB
OG0004842	LOC6896774|XP_002136980.2|DPSE	LOC118459381|XP_035778575.1|AALB
OG0004843	LOC117183243|XP_033232377.1|DPSE, LOC4801448|XP_001358542.2|DPSE	LOC118458790|XP_035777524.1|AALB
OG0004844	LOC4816426|XP_033236434.1|DPSE	LOC118459556|XP_035778941.1|AALB
OG0004845	LOC6897624|XP_002137768.2|DPSE	LOC118459553|XP_035778927.1|AALB
OG0004846	LOC4817343|XP_015035800.2|DPSE	LOC118468549|XP_035795337.1|AALB
OG0004847	LOC4817143|XP_001356410.1|DPSE	LOC118456715|XP_035773644.1|AALB
OG0004848	LOC4802091|XP_033240046.1|DPSE	LOC118457955|XP_035775872.1|AALB
OG0004850	LOC4802254|XP_033232718.1|DPSE	LOC118460356|XP_035780491.1|AALB
OG0004851	LOC4802256|XP_033232698.1|DPSE	LOC118461212|XP_035782166.1|AALB
OG0004852	LOC4802258|XP_002137681.2|DPSE	LOC118458280|XP_035776496.1|AALB
OG0004853	LOC4803774|XP_015039343.2|DPSE	LOC118466452|XP_035791684.1|AALB
OG0004854	LOC6900440|XP_015042767.2|DPSE	LOC118463320|XP_035785699.1|AALB
OG0004855	LOC6900755|XP_002135114.3|DPSE	LOC118463322|XP_035785706.1|AALB
OG0004856	LOC4812248|XP_033238732.1|DPSE	LOC118466455|XP_035791688.1|AALB
OG0004857	LOC4813081|XP_001353569.3|DPSE	LOC118464546|XP_035787877.1|AALB
OG0004858	LOC4812378|XP_033237976.1|DPSE	LOC118464450|XP_035787726.1|AALB
OG0004859	LOC4812062|XP_001352518.2|DPSE	LOC118465591|XP_035789850.1|AALB
OG0004860	LOC4814151|XP_001354294.1|DPSE	LOC118466396|XP_035791541.1|AALB
OG0004861	LOC4813529|XP_033237632.1|DPSE	LOC118466393|XP_035791529.1|AALB
OG0004862	LOC6900735|XP_033241263.1|DPSE	LOC118466084|XP_035790871.1|AALB
OG0004863	LOC4813226|XP_001353862.4|DPSE	LOC118463782|XP_035786500.1|AALB
OG0004864	LOC4813213|XP_001353887.3|DPSE	LOC118463789|XP_035786515.1|AALB
OG0004865	LOC4800687|XP_001357913.2|DPSE	LOC118463788|XP_035786513.1|AALB
OG0004866	LOC4812988|XP_001353463.2|DPSE	LOC118465299|XP_035789275.1|AALB
OG0004867	LOC6898950|XP_002138911.3|DPSE	LOC118464911|XP_035788570.1|AALB
OG0004868	LOC4804828|XP_033234156.1|DPSE	LOC118464914|XP_035788576.1|AALB
OG0004869	LOC4803425|XP_001360140.2|DPSE	LOC118463318|XP_035785697.1|AALB
OG0004870	LOC4803430|XP_001360145.1|DPSE	LOC118463328|XP_035785718.1|AALB
OG0004871	LOC4805452|XP_001361851.2|DPSE	LOC118465099|XP_035788924.1|AALB
OG0004872	LOC4803563|XP_001360270.2|DPSE	LOC118466121|XP_035790960.1|AALB
OG0004873	LOC4817473|XP_001356599.3|DPSE	LOC118464320|XP_035787511.1|AALB
OG0004874	LOC4802230|XP_001359193.3|DPSE	LOC118463778|XP_035786485.1|AALB
OG0004875	LOC6901726|XP_002134394.3|DPSE	LOC118456349|XP_035772905.1|AALB, LOC118466681|XP_035792193.1|AALB
OG0004876	LOC117184453|XP_033237998.1|DPSE, LOC4814242|XP_001354480.3|DPSE	LOC118466685|XP_035792206.1|AALB
OG0004877	LOC4812225|XP_001352783.3|DPSE	LOC118462985|XP_035785087.1|AALB
OG0004878	LOC4804135|XP_001360741.1|DPSE	LOC118462961|XP_035785007.1|AALB
OG0004879	LOC6898449|XP_015039816.2|DPSE	LOC118463145|XP_035785404.1|AALB
OG0004880	LOC4812278|XP_001352974.1|DPSE	LOC118463161|XP_035785440.1|AALB
OG0004881	LOC4814098|XP_001354229.3|DPSE	LOC118463148|XP_035785417.1|AALB
OG0004883	LOC4812186|XP_001352729.4|DPSE	LOC118463158|XP_035785436.1|AALB
OG0004884	LOC4804863|XP_033234796.1|DPSE	LOC118466650|XP_035792113.1|AALB
OG0004885	LOC4804754|XP_001361266.5|DPSE	LOC118466660|XP_035792151.1|AALB
OG0004886	LOC4805473|XP_001361868.2|DPSE	LOC118466659|XP_035792150.1|AALB
OG0004887	LOC4804789|XP_001361297.2|DPSE	LOC118466658|XP_035792149.1|AALB
OG0004888	LOC4803627|XP_001360315.3|DPSE	LOC118467708|XP_035794385.1|AALB
OG0004889	LOC4804713|XP_015040133.2|DPSE	LOC118467716|XP_035794411.1|AALB
OG0004890	LOC4804871|XP_033233447.1|DPSE	LOC118465205|XP_035789083.1|AALB
OG0004891	LOC4814299|XP_001354437.2|DPSE	LOC118464284|XP_035787453.1|AALB
OG0004892	LOC4804368|XP_033233267.1|DPSE	LOC118465944|XP_035790561.1|AALB
OG0004893	LOC4804239|XP_001360830.1|DPSE	LOC118463189|XP_035785510.1|AALB
OG0004894	LOC4805141|XP_001361593.3|DPSE	LOC118464462|XP_035787756.1|AALB
OG0004895	LOC6898495|XP_002138536.1|DPSE	LOC118465102|XP_035788929.1|AALB
OG0004896	LOC4803744|XP_015039308.2|DPSE	LOC118465308|XP_035789306.1|AALB
OG0004897	LOC4803742|XP_033234352.1|DPSE	LOC118465301|XP_035789288.1|AALB
OG0004898	LOC6898522|XP_002138563.1|DPSE	LOC118465316|XP_035789326.1|AALB
OG0004899	LOC6899084|XP_033234682.1|DPSE	LOC118465292|XP_035789233.1|AALB
OG0004900	LOC4804091|XP_001360709.3|DPSE	LOC118463454|XP_035785933.1|AALB
OG0004901	LOC6898519|XP_002138560.2|DPSE	LOC118464634|XP_035787973.1|AALB
OG0004902	LOC4813582|XP_001353561.3|DPSE	LOC118464650|XP_035788008.1|AALB
OG0004903	LOC6898822|XP_002138795.1|DPSE	LOC118467050|XP_035792938.1|AALB
OG0004904	LOC4801755|XP_001358796.2|DPSE	LOC118462972|XP_035785032.1|AALB
OG0004905	LOC4803635|XP_015039218.1|DPSE	LOC118463651|XP_035786288.1|AALB
OG0004906	LOC4814144|XP_001354296.2|DPSE	LOC118463075|XP_035785229.1|AALB
OG0004907	LOC4812821|XP_001353460.1|DPSE	LOC118464668|XP_035788073.1|AALB
OG0004909	LOC4812930|XP_001353223.3|DPSE	LOC118466839|XP_035792543.1|AALB
OG0004910	LOC4812769|XP_001353225.3|DPSE	LOC118467079|XP_035793009.1|AALB
OG0004911	LOC6900181|XP_002135520.1|DPSE	LOC118466089|XP_035790890.1|AALB
OG0004912	LOC4814058|XP_001354295.1|DPSE	LOC118465441|XP_035789584.1|AALB
OG0004913	LOC4804424|XP_001360990.2|DPSE	LOC118464916|XP_035788579.1|AALB
OG0004914	LOC6898485|XP_002138527.2|DPSE	LOC118466983|XP_035792793.1|AALB
OG0004915	LOC4805587|XP_001361968.1|DPSE	LOC118466990|XP_035792801.1|AALB
OG0004916	LOC4803781|XP_001360444.3|DPSE	LOC118464065|XP_035787006.1|AALB
OG0004917	LOC4812495|XP_001352607.3|DPSE	LOC118466300|XP_035791291.1|AALB
OG0004918	LOC4812409|XP_001352606.2|DPSE	LOC118466295|XP_035791276.1|AALB
OG0004919	LOC4801114|XP_001358261.3|DPSE	LOC118466303|XP_035791300.1|AALB
OG0004920	LOC4813046|XP_001354013.3|DPSE	LOC118466298|XP_035791288.1|AALB
OG0004921	LOC4813191|XP_033240186.1|DPSE	LOC118466297|XP_035791280.1|AALB
OG0004922	LOC4812733|XP_033238673.1|DPSE	LOC118463169|XP_035785456.1|AALB
OG0004923	LOC4812485|XP_001352599.1|DPSE	LOC118464292|XP_035787467.1|AALB
OG0004924	LOC4813748|XP_001353825.2|DPSE	LOC118464728|XP_035788202.1|AALB
OG0004925	LOC4812462|XP_001352872.2|DPSE	LOC118465569|XP_035789824.1|AALB
OG0004926	LOC4812258|XP_001352847.1|DPSE	LOC118465042|XP_035788801.1|AALB
OG0004927	LOC6900907|XP_033241330.1|DPSE	LOC118466145|XP_035790998.1|AALB
OG0004928	LOC4804067|XP_015039581.2|DPSE	LOC118462530|XP_035784176.1|AALB
OG0004929	LOC4811974|XP_033240584.1|DPSE	LOC118464253|XP_035787382.1|AALB
OG0004930	LOC6898955|XP_033235089.1|DPSE	LOC118467879|XP_035794683.1|AALB
OG0004931	LOC4804426|XP_001360992.2|DPSE	LOC118465409|XP_035789524.1|AALB
OG0004932	LOC4812292|XP_001352503.4|DPSE	LOC118465399|XP_035789492.1|AALB
OG0004933	LOC4803571|XP_001360278.1|DPSE	LOC118464842|XP_035788431.1|AALB
OG0004934	LOC4804283|XP_001360864.1|DPSE	LOC118463790|XP_035786516.1|AALB
OG0004935	LOC4804813|XP_001361315.2|DPSE	LOC118464660|XP_035788054.1|AALB
OG0004936	LOC4812491|XP_001352645.4|DPSE	LOC118463469|XP_035785952.1|AALB
OG0004937	LOC4812909|XP_015043201.2|DPSE	LOC118464623|XP_035787962.1|AALB
OG0004938	LOC4813433|XP_001353259.2|DPSE	LOC118462804|XP_035784700.1|AALB
OG0004939	LOC4812365|XP_001352941.3|DPSE	LOC118462815|XP_035784727.1|AALB
OG0004940	LOC4812408|XP_001352943.4|DPSE	LOC118462806|XP_035784702.1|AALB
OG0004941	LOC6899995|XP_015043675.2|DPSE	LOC118463711|XP_035786397.1|AALB
OG0004942	LOC4813799|XP_001353745.3|DPSE	LOC118467458|XP_035793862.1|AALB
OG0004943	LOC4813935|XP_033239659.1|DPSE	LOC118467459|XP_035793863.1|AALB
OG0004944	LOC4814124|XP_033238397.1|DPSE	LOC118465738|XP_035790093.1|AALB
OG0004945	LOC4803412|XP_001360159.2|DPSE	LOC118463010|XP_035785135.1|AALB
OG0004946	LOC4813959|XP_001354118.1|DPSE	LOC118467415|XP_035793791.1|AALB
OG0004947	LOC4813605|XP_001353729.2|DPSE	LOC118463506|XP_035785998.1|AALB
OG0004948	LOC4813751|XP_001353731.3|DPSE	LOC118465785|XP_035790212.1|AALB
OG0004949	LOC4813165|XP_001353734.4|DPSE	LOC118462459|XP_035784023.1|AALB
OG0004950	LOC6899977|XP_015043636.2|DPSE	LOC118462464|XP_035784040.1|AALB
OG0004951	LOC4801104|XP_015038651.2|DPSE	LOC118462461|XP_035784027.1|AALB
OG0004952	LOC4813132|XP_001353355.3|DPSE	LOC118466778|XP_035792397.1|AALB
OG0004953	LOC4812253|XP_001352538.1|DPSE	LOC118466785|XP_035792414.1|AALB
OG0004954	LOC4812164|XP_001352536.2|DPSE	LOC118466775|XP_035792394.1|AALB
OG0004955	LOC4814014|XP_001354181.1|DPSE	LOC118462999|XP_035785120.1|AALB
OG0004956	LOC4804082|XP_001360700.3|DPSE	LOC118463150|XP_035785421.1|AALB
OG0004957	LOC4813673|XP_001353475.4|DPSE	LOC118465297|XP_035789269.1|AALB
OG0004958	LOC6900442|XP_033239503.1|DPSE	LOC118462984|XP_035785083.1|AALB
OG0004959	LOC4813153|XP_033241415.1|DPSE	LOC118462996|XP_035785115.1|AALB
OG0004960	LOC4813184|XP_015042771.2|DPSE	LOC118462979|XP_035785068.1|AALB
OG0004961	LOC4805338|XP_001361754.3|DPSE	LOC118467108|XP_035793061.1|AALB
OG0004962	LOC4812195|XP_001352726.3|DPSE	LOC118467107|XP_035793060.1|AALB
OG0004963	LOC6900521|XP_002134909.2|DPSE	LOC118466833|XP_035792523.1|AALB
OG0004964	LOC4813008|XP_033238271.1|DPSE	LOC118463842|XP_035786639.1|AALB
OG0004965	LOC4812254|XP_001352691.2|DPSE	LOC118462864|XP_035784816.1|AALB
OG0004966	LOC4812535|XP_001352692.1|DPSE	LOC118462863|XP_035784815.1|AALB
OG0004967	LOC4803423|XP_033234252.1|DPSE	LOC118462706|XP_035784538.1|AALB
OG0004968	LOC4812339|XP_001352634.2|DPSE	LOC118465767|XP_035790175.1|AALB
OG0004969	LOC4805665|XP_001362026.1|DPSE	LOC118465761|XP_035790158.1|AALB
OG0004970	LOC4812628|XP_001352633.3|DPSE	LOC118465762|XP_035790159.1|AALB
OG0004971	LOC4812262|XP_001352631.1|DPSE	LOC118465765|XP_035790169.1|AALB
OG0004972	LOC26532415|XP_015043765.1|DPSE	LOC118462927|XP_035784929.1|AALB
OG0004973	LOC4812421|XP_001352493.2|DPSE	LOC118462488|XP_035784093.1|AALB
OG0004974	LOC6900438|XP_002134829.2|DPSE	LOC118467473|XP_035793904.1|AALB
OG0004975	LOC4811985|XP_001352601.1|DPSE	LOC118465041|XP_035788800.1|AALB
OG0004976	LOC4812227|XP_033239295.1|DPSE	LOC118464293|XP_035787468.1|AALB
OG0004977	LOC4804528|XP_001361076.2|DPSE	LOC118463963|XP_035786857.1|AALB
OG0004978	LOC4804815|XP_001361317.3|DPSE	LOC118466476|XP_035791752.1|AALB
OG0004979	LOC4813930|XP_001354092.2|DPSE	LOC118463992|XP_035786916.1|AALB
OG0004980	LOC4813624|XP_033239975.1|DPSE	LOC118463035|XP_035785171.1|AALB
OG0004981	LOC4811877|XP_001352926.2|DPSE	LOC118463037|XP_035785175.1|AALB
OG0004982	LOC4812423|XP_001352929.3|DPSE	LOC118463031|XP_035785166.1|AALB
OG0004983	LOC4812800|XP_033240781.1|DPSE	LOC118463039|XP_035785176.1|AALB
OG0004984	LOC4811898|XP_001352850.4|DPSE	LOC118463032|XP_035785167.1|AALB
OG0004985	LOC6900117|XP_015043830.2|DPSE	LOC118467471|XP_035793899.1|AALB
OG0004986	LOC4813864|XP_001353965.3|DPSE	LOC118463290|XP_035785665.1|AALB
OG0004987	LOC4812304|XP_033240842.1|DPSE	LOC118465043|XP_035788804.1|AALB
OG0004988	LOC4812497|XP_015043833.2|DPSE	LOC118467472|XP_035793903.1|AALB
OG0004989	LOC4812021|XP_033238674.1|DPSE	LOC118463053|XP_035785197.1|AALB
OG0004990	LOC6898473|XP_002138515.1|DPSE	LOC118467122|XP_035793086.1|AALB
OG0004991	LOC4803376|XP_001360095.2|DPSE	LOC118465525|XP_035789742.1|AALB
OG0004992	LOC4803377|XP_001360094.1|DPSE	LOC118465534|XP_035789753.1|AALB
OG0004993	LOC4813794|XP_001353356.3|DPSE	LOC118464492|XP_035787813.1|AALB
OG0004994	LOC4812583|XP_033237413.1|DPSE	LOC118465518|XP_035789730.1|AALB
OG0004995	LOC4812757|XP_033237527.1|DPSE	LOC118467752|XP_035794458.1|AALB
OG0004996	LOC4814039|XP_001354163.3|DPSE	LOC118466429|XP_035791618.1|AALB
OG0004997	LOC4805633|XP_001362003.1|DPSE	LOC118467242|XP_035793402.1|AALB
OG0004998	LOC4804851|XP_001361344.3|DPSE	LOC118467114|XP_035793070.1|AALB
OG0004999	LOC4814121|XP_001354280.2|DPSE	LOC118464102|XP_035787072.1|AALB
OG0005000	LOC4805335|XP_033233870.1|DPSE	LOC118466517|XP_035791903.1|AALB
OG0005001	LOC4814077|XP_033237853.1|DPSE	LOC118463120|XP_035785347.1|AALB
OG0005002	LOC4802621|XP_001359506.1|DPSE	LOC118467636|XP_035794253.1|AALB
OG0005003	LOC4814171|XP_001354206.1|DPSE	LOC118463224|XP_035785566.1|AALB
OG0005004	LOC4813995|XP_001354184.2|DPSE	LOC118463218|XP_035785555.1|AALB
OG0005005	LOC6900243|XP_002135572.1|DPSE	LOC118467058|XP_035792952.1|AALB
OG0005006	LOC6899939|XP_015043574.1|DPSE, LOC6899586|XP_033239509.1|DPSE	LOC118464101|XP_035787071.1|AALB
OG0005007	LOC6900507|XP_002134896.3|DPSE	LOC118464103|XP_035787073.1|AALB
OG0005008	LOC4813311|XP_033241079.1|DPSE	LOC118464069|XP_035787011.1|AALB
OG0005009	LOC4812916|XP_001353791.1|DPSE	LOC118466294|XP_035791275.1|AALB
OG0005010	LOC4812179|XP_001352781.3|DPSE	LOC118462920|XP_035784920.1|AALB
OG0005011	LOC4804297|XP_001360877.4|DPSE	LOC118462918|XP_035784916.1|AALB
OG0005012	LOC4813584|XP_001353211.3|DPSE	LOC118464834|XP_035788403.1|AALB
OG0005013	LOC4803027|XP_001359829.2|DPSE	LOC118467712|XP_035794402.1|AALB
OG0005014	LOC4813140|XP_001353716.1|DPSE	LOC118464009|XP_035786950.1|AALB
OG0005015	LOC4813403|XP_033240328.1|DPSE	LOC118462705|XP_035784537.1|AALB
OG0005016	LOC6900119|XP_015043844.2|DPSE	LOC118464762|XP_035788274.1|AALB
OG0005017	LOC6900888|XP_033239298.1|DPSE	LOC118467233|XP_035793384.1|AALB
OG0005018	LOC4814138|XP_001354244.2|DPSE	LOC118464312|XP_035787496.1|AALB
OG0005019	LOC4812413|XP_001352531.1|DPSE	LOC118467080|XP_035793012.1|AALB
OG0005020	LOC4804710|XP_001361228.2|DPSE	LOC118467154|XP_035793188.1|AALB
OG0005021	LOC6903321|XP_002132509.2|DPSE	LOC118466127|XP_035790969.1|AALB
OG0005022	LOC4813511|XP_001353724.2|DPSE	LOC118463296|XP_035785675.1|AALB
OG0005023	LOC4804367|XP_033234428.1|DPSE	LOC118466230|XP_035791163.1|AALB
OG0005024	LOC4812464|XP_033238518.1|DPSE	LOC118466228|XP_035791160.1|AALB, LOC118466229|XP_035791161.1|AALB
OG0005025	LOC4814188|XP_001354314.4|DPSE	LOC118466411|XP_035791572.1|AALB
OG0005026	LOC4814168|XP_001354262.1|DPSE	LOC118466409|XP_035791570.1|AALB
OG0005027	LOC4812011|XP_015043557.2|DPSE	LOC118463644|XP_035786277.1|AALB
OG0005028	LOC4800841|XP_001358044.3|DPSE	LOC118463545|XP_035786060.1|AALB
OG0005029	LOC4813330|XP_033237987.1|DPSE	LOC118464307|XP_035787491.1|AALB
OG0005030	LOC4812494|XP_001352507.2|DPSE	LOC118463543|XP_035786057.1|AALB
OG0005031	LOC4812933|XP_033238287.1|DPSE	LOC118466428|XP_035791604.1|AALB
OG0005032	LOC4813786|XP_001354067.2|DPSE	LOC118465815|XP_035790279.1|AALB
OG0005033	LOC6900658|XP_033239599.1|DPSE	LOC118463101|XP_035785290.1|AALB
OG0005034	LOC4812852|XP_001353738.3|DPSE	LOC118463582|XP_035786115.1|AALB
OG0005035	LOC4812935|XP_001354063.4|DPSE	LOC118466914|XP_035792676.1|AALB
OG0005036	LOC4814062|XP_001354292.1|DPSE	LOC118463079|XP_035785235.1|AALB
OG0005037	LOC4814145|XP_015042474.1|DPSE	LOC118464212|XP_035787276.1|AALB
OG0005038	LOC4812076|XP_015043924.2|DPSE	LOC118466514|XP_035791897.1|AALB
OG0005039	LOC4817586|XP_001356989.2|DPSE	LOC118463243|XP_035785603.1|AALB
OG0005040	LOC6900879|XP_033239651.1|DPSE	LOC118463124|XP_035785373.1|AALB
OG0005041	LOC4812419|XP_001352725.2|DPSE	LOC118463246|XP_035785606.1|AALB
OG0005042	LOC4814043|XP_001354144.2|DPSE	LOC118467593|XP_035794157.1|AALB
OG0005043	LOC4805520|XP_001361910.3|DPSE	LOC118464551|XP_035787882.1|AALB
OG0005044	LOC4805518|XP_001361908.2|DPSE	LOC118467135|XP_035793142.1|AALB
OG0005045	LOC4805516|XP_033233790.1|DPSE	LOC118464474|XP_035787776.1|AALB
OG0005046	LOC4804818|XP_001361320.3|DPSE	LOC118463397|XP_035785835.1|AALB
OG0005047	LOC4813603|XP_001353406.1|DPSE	LOC118463393|XP_035785831.1|AALB
OG0005048	LOC6900483|XP_002134873.1|DPSE	LOC118463966|XP_035786861.1|AALB
OG0005049	LOC4813086|XP_015043459.2|DPSE	LOC118464456|XP_035787736.1|AALB
