Orthogroup	DPSE.longest_only	DMEL.longest_only
OG0006022	LOC4817970|XP_001357332.2|DPSE	beta'COP|NP_524836.2|DMEL
OG0006023	LOC4802667|XP_001359539.1|DPSE	RpL27|NP_651417.1|DMEL
OG0006024	LOC4814623|XP_033241007.1|DPSE	para|NP_001259619.1|DMEL
OG0006025	LOC6898181|XP_033233571.1|DPSE	Cam|NP_523710.1|DMEL
OG0006026	LOC4800614|XP_001357859.1|DPSE	CG5326|NP_651060.1|DMEL
OG0006027	LOC4804381|XP_001360952.2|DPSE	arr|NP_524737.2|DMEL
OG0006028	LOC4803891|XP_033233842.1|DPSE	Tfb1|NP_610957.1|DMEL
OG0006029	LOC4805046|XP_001361511.1|DPSE	CCT8|NP_610418.1|DMEL
OG0006030	LOC4800441|XP_001357717.1|DPSE	Rpb10|NP_651280.1|DMEL
OG0006031	LOC4804356|XP_001360930.3|DPSE	Drep1|NP_001260909.1|DMEL
OG0006032	LOC4814395|XP_015042271.2|DPSE	CG34120|NP_001285513.1|DMEL
OG0006033	LOC4803686|XP_001360363.3|DPSE	CG33964|NP_001033941.1|DMEL
OG0006034	LOC4801548|XP_003736546.3|DPSE	Ir93a|NP_650924.3|DMEL
OG0006035	LOC4802319|XP_001359259.2|DPSE	Pbp45|NP_650499.1|DMEL
OG0006036	LOC4817085|XP_001356373.3|DPSE	CG4382|NP_609301.2|DMEL
OG0006037	LOC4803977|XP_033233699.1|DPSE	mspo|NP_725407.1|DMEL
OG0006038	LOC4802065|XP_001359058.2|DPSE	CG1218|NP_649589.1|DMEL
OG0006039	LOC6899047|XP_002138974.2|DPSE	Ptr|NP_001246145.1|DMEL
OG0006040	LOC6898461|XP_002138504.2|DPSE	CG13344|NP_610915.2|DMEL
OG0006041	LOC4814604|XP_001354916.1|DPSE	cm|NP_788873.1|DMEL
OG0006042	LOC4805739|XP_004444595.2|DPSE	fus|NP_524691.1|DMEL
OG0006043	LOC4813671|XP_001353963.4|DPSE	Prestin|NP_649024.1|DMEL
OG0006044	LOC4814360|XP_001354492.1|DPSE	TRAM|NP_726710.1|DMEL
OG0006045	LOC4805669|XP_001362030.3|DPSE	SmydA-5|NP_610202.3|DMEL
OG0006046	LOC4804243|XP_001360832.3|DPSE	Dark|NP_725637.1|DMEL
OG0006047	LOC6900545|XP_002134929.3|DPSE	Pex1|NP_652016.1|DMEL
OG0006048	LOC4813592|XP_001353911.3|DPSE	rt|NP_524025.2|DMEL
OG0006049	LOC4815099|XP_001355018.4|DPSE	CG11674|NP_572948.1|DMEL
OG0006050	LOC4800725|XP_001357945.3|DPSE	Gcn2|NP_001263142.1|DMEL
OG0006051	LOC4815862|XP_001355561.3|DPSE	e_y_2|NP_524846.1|DMEL
OG0006052	LOC4804613|XP_001361146.4|DPSE	uzip|NP_523861.1|DMEL
OG0006053	LOC4814175|XP_001354194.1|DPSE	Arl5|NP_648201.1|DMEL
OG0006054	LOC4811716|XP_033237289.1|DPSE	CG31998|NP_726548.1|DMEL
OG0006055	LOC4800827|XP_001358031.3|DPSE	Dip-C|NP_650192.1|DMEL
OG0006056	LOC4805738|XP_001362086.1|DPSE	CG8207|NP_611051.2|DMEL
OG0006057	LOC4812524|XP_001352451.4|DPSE	Myo61F|NP_476934.2|DMEL
OG0006058	LOC4801830|XP_001358863.1|DPSE	EndoA|NP_732383.1|DMEL
OG0006059	LOC4813558|XP_001354005.1|DPSE	Atg1|NP_001163433.1|DMEL
OG0006060	LOC4813782|XP_001354006.2|DPSE	CG42709|NP_648600.1|DMEL
OG0006061	LOC6901250|XP_002133951.2|DPSE	fliI|NP_525097.1|DMEL
OG0006062	LOC4803152|XP_001359942.2|DPSE	CG14701|NP_650057.1|DMEL
OG0006063	LOC4817371|XP_001356327.3|DPSE	CG13126|NP_609330.1|DMEL
OG0006064	LOC4805478|XP_033234495.1|DPSE	Opa1|NP_725369.1|DMEL
OG0006065	LOC4813826|XP_001354051.3|DPSE	CG9004|NP_647717.1|DMEL
OG0006066	LOC6898392|XP_015039657.2|DPSE	fa2h|NP_610279.3|DMEL
OG0006067	LOC4805077|XP_033234310.1|DPSE	RyR|NP_001246211.1|DMEL
OG0006068	LOC4815169|XP_001354565.2|DPSE	Zw|NP_523411.1|DMEL
OG0006069	LOC4813718|XP_033239117.1|DPSE	Grd|NP_524131.1|DMEL
OG0006070	LOC4812458|XP_001352402.2|DPSE	EMC10|NP_730662.2|DMEL
OG0006071	LOC6896869|XP_002137059.2|DPSE	Ets98B|NP_524535.2|DMEL
OG0006072	LOC4812771|XP_001354050.1|DPSE	mRpL23|NP_523889.1|DMEL
OG0006073	LOC4813263|XP_001353671.3|DPSE	dpr20|NP_612066.1|DMEL
OG0006074	LOC6902221|XP_002133748.2|DPSE	ATP7|NP_572756.3|DMEL
OG0006075	LOC117183168|XP_033237426.1|DPSE	ND-MNLL|NP_572416.1|DMEL
OG0006076	LOC4803948|XP_001360586.3|DPSE	NaPi-T|NP_525116.2|DMEL
OG0006077	LOC4811862|XP_033241478.1|DPSE	verm|NP_001163469.1|DMEL
OG0006078	LOC4811936|XP_001352971.1|DPSE	serp|NP_730444.1|DMEL
OG0006079	LOC4811991|XP_001353012.1|DPSE	CG11399|NP_649254.2|DMEL
OG0006080	LOC4812194|XP_001353017.1|DPSE	mib1|NP_648826.2|DMEL
OG0006081	LOC4805111|XP_001361569.2|DPSE	Urod|NP_610501.1|DMEL
OG0006082	LOC4805113|XP_001361571.1|DPSE	RpL31|NP_610503.1|DMEL
OG0006083	LOC4813535|XP_001353480.1|DPSE	CG3961|NP_730369.1|DMEL
OG0006084	LOC4813272|XP_015042832.1|DPSE	dbo|NP_524989.2|DMEL
OG0006085	LOC6896688|XP_002136902.2|DPSE	SMC5|NP_996141.2|DMEL
OG0006086	LOC4812507|XP_015043540.1|DPSE	TfAP-2|NP_001262178.1|DMEL
OG0006087	LOC6898432|XP_002138474.3|DPSE	CG8963|NP_611180.1|DMEL
OG0006088	LOC4813107|XP_001353956.2|DPSE	MED19|NP_649016.1|DMEL
OG0006089	LOC4815870|XP_001355411.1|DPSE	snf|NP_511045.1|DMEL
OG0006090	LOC6900026|XP_002135390.3|DPSE	RAF2|NP_730163.1|DMEL
OG0006091	LOC4812367|XP_001352605.4|DPSE	CG16711|NP_648347.2|DMEL
OG0006092	LOC4814499|XP_033240178.1|DPSE	CG9784|NP_001259623.1|DMEL
OG0006093	LOC4803875|XP_001360524.4|DPSE	Ntmt|NP_001350855.1|DMEL
OG0006094	LOC4812180|XP_001352782.1|DPSE	Klp68D|NP_524029.2|DMEL
OG0006095	LOC6898532|XP_004444241.2|DPSE	Vang|NP_001260819.1|DMEL
OG0006096	LOC4803965|XP_001360603.2|DPSE	RpI1|NP_523743.1|DMEL
OG0006097	LOC4813040|XP_033238464.1|DPSE	MYPT-75D|NP_649049.1|DMEL
OG0006098	LOC4817266|XP_001356481.3|DPSE	CG3709|NP_608500.1|DMEL
OG0006099	LOC4804989|XP_001361461.2|DPSE	CG10257|NP_611008.2|DMEL
OG0006100	LOC4803617|XP_001360307.3|DPSE	twi|NP_523816.2|DMEL
OG0006101	LOC117184171|XP_033236552.1|DPSE	CG5096|NP_723576.1|DMEL
OG0006102	LOC6903884|XP_002136628.2|DPSE	Arl6|NP_611421.1|DMEL
OG0006103	LOC4814697|XP_001354553.3|DPSE	C901|NP_572673.1|DMEL
OG0006104	LOC4814480|XP_001355145.1|DPSE	Atg5|NP_572390.1|DMEL
OG0006105	LOC4814479|XP_033238809.1|DPSE	brk|NP_511069.3|DMEL
OG0006106	LOC4813760|XP_015042881.2|DPSE	Syn1|NP_524205.2|DMEL
OG0006107	LOC4805532|XP_001361920.3|DPSE	Tmtc3|NP_477246.2|DMEL
OG0006108	LOC4815655|XP_001355452.1|DPSE	Tsp2A|NP_525037.1|DMEL
OG0006109	LOC4813482|XP_001353379.1|DPSE	EMC4|NP_649424.1|DMEL
OG0006110	LOC4813707|XP_001353489.1|DPSE	Atg3|NP_649059.1|DMEL
OG0006111	LOC4805514|XP_001361905.1|DPSE	CG3295|NP_611536.1|DMEL
OG0006112	LOC4804312|XP_001360892.4|DPSE	RpL39|NP_477314.1|DMEL
OG0006113	LOC4812189|XP_001352814.2|DPSE	CG9951|NP_648929.1|DMEL
OG0006114	LOC4801167|XP_001358301.2|DPSE	eIF2D|NP_477481.1|DMEL
OG0006115	LOC6898178|XP_002138249.2|DPSE	CG17739|NP_610757.1|DMEL
OG0006116	LOC4804146|XP_001360752.3|DPSE	otk|NP_523705.2|DMEL
OG0006117	LOC4803899|XP_001360544.1|DPSE	CG44243|NP_611097.2|DMEL
OG0006119	LOC4805152|XP_001361603.1|DPSE	Syngr|NP_610908.1|DMEL
OG0006120	LOC4805361|XP_033233899.1|DPSE	PIG-A|NP_611257.1|DMEL
OG0006121	LOC4811926|XP_001352407.3|DPSE	Alg11|NP_649340.1|DMEL
OG0006122	LOC6899872|XP_002135665.2|DPSE	CG31999|NP_726551.2|DMEL
OG0006123	LOC4805599|XP_033233813.1|DPSE	CG13579|NP_001261169.1|DMEL
OG0006124	LOC4801719|XP_001358764.3|DPSE	shps|NP_651239.1|DMEL
OG0006125	LOC4813189|XP_015043388.2|DPSE	Sap130|NP_729834.1|DMEL
OG0006126	LOC6900083|XP_015043768.2|DPSE	Cln7|NP_001261508.1|DMEL
OG0006127	LOC4812856|XP_001353163.3|DPSE	Tollo|NP_524757.1|DMEL
OG0006128	LOC4813035|XP_001353153.2|DPSE	gdl|NP_001261877.1|DMEL
OG0006129	LOC4813455|XP_001353171.1|DPSE	Pdi|NP_524079.1|DMEL
OG0006130	LOC4812951|XP_001353142.1|DPSE	CG16979|NP_648779.1|DMEL
OG0006131	LOC4813388|XP_001353145.3|DPSE	CG7739|NP_648776.1|DMEL
OG0006132	LOC4812819|XP_001353149.3|DPSE	yellow-k|NP_648772.1|DMEL
OG0006133	LOC4812973|XP_001353141.4|DPSE	mrn|NP_648780.1|DMEL
OG0006134	LOC4813677|XP_033237839.1|DPSE	Cep135|NP_001189108.1|DMEL
OG0006135	LOC4813604|XP_033239970.1|DPSE	dop|NP_648778.1|DMEL
OG0006136	LOC4813188|XP_001354003.1|DPSE	Sf3a2|NP_648603.1|DMEL
OG0006137	LOC4812818|XP_001353191.1|DPSE	Ocho|NP_536775.2|DMEL
OG0006138	LOC4803579|XP_001360283.1|DPSE	dpn|NP_476923.1|DMEL
OG0006139	LOC4805038|XP_001361501.2|DPSE	PAN2|NP_610427.2|DMEL
OG0006140	LOC6899063|XP_033234906.1|DPSE	SerT|NP_001369117.1|DMEL
OG0006141	LOC4805688|XP_033233925.1|DPSE	gprs|NP_725599.2|DMEL
OG0006142	LOC4812295|XP_001352925.4|DPSE	Mkp3|NP_001262031.1|DMEL
OG0006143	LOC6900528|XP_033241006.1|DPSE	AdenoK|NP_648624.1|DMEL
OG0006144	LOC4812312|XP_001352625.2|DPSE	Nprl3|NP_648680.2|DMEL
OG0006145	LOC4813047|XP_001354014.2|DPSE	Pfdn6|NP_649159.1|DMEL
OG0006146	LOC4818134|XP_001357434.3|DPSE	CG17294|NP_609219.1|DMEL
OG0006147	LOC4800604|XP_001357849.1|DPSE	CG18473|NP_731339.1|DMEL
OG0006148	LOC4813291|XP_001353317.2|DPSE	CG32225|NP_730511.1|DMEL
OG0006149	LOC4812782|XP_001353503.2|DPSE	RpS12|NP_729866.1|DMEL
OG0006150	LOC4812783|XP_001353504.3|DPSE	Zmynd10|NP_648625.1|DMEL
OG0006151	LOC4816851|XP_001356324.1|DPSE	CG4658|NP_788020.1|DMEL
OG0006152	LOC4802118|XP_001359099.2|DPSE	Mocs2B|NP_651340.1|DMEL
OG0006153	LOC4804187|XP_001360789.2|DPSE	PIG-V|NP_001286508.1|DMEL
OG0006154	LOC4803216|XP_001359992.1|DPSE	CG11852|NP_651357.1|DMEL
OG0006155	LOC6896827|XP_002137030.3|DPSE	CG34117|NP_001036690.1|DMEL
OG0006156	LOC4803025|XP_001359827.2|DPSE	CG32797|NP_726810.1|DMEL, aqz|NP_788602.1|DMEL
OG0006157	LOC4804284|XP_001360865.3|DPSE	CG10904|NP_611860.1|DMEL
OG0006158	LOC4813057|XP_001353357.4|DPSE	Adk1|NP_729792.1|DMEL
OG0006159	LOC4803879|XP_033234043.1|DPSE	phyl|NP_725394.1|DMEL
OG0006160	LOC4804285|XP_001360866.2|DPSE	CG3065|NP_611861.1|DMEL
OG0006161	LOC4804516|XP_001361067.4|DPSE	CG13954|NP_001260822.1|DMEL
OG0006162	LOC26534304|XP_015044230.2|DPSE	CG33978|NP_001245407.1|DMEL
OG0006163	LOC4803885|XP_002138338.3|DPSE	Obp50e|NP_610959.2|DMEL
OG0006165	LOC4812854|XP_001353514.3|DPSE	CG14567|NP_649357.1|DMEL
OG0006166	LOC4816939|XP_001356379.3|DPSE	CG13114|NP_609297.2|DMEL
OG0006167	LOC5495513|XP_001362068.2|DPSE	Acox57D-p|NP_523802.1|DMEL
OG0006168	LOC4815031|XP_001354852.3|DPSE	CG6048|NP_572282.1|DMEL
OG0006169	LOC4815421|XP_001355409.1|DPSE	dhd|NP_511046.1|DMEL
OG0006170	LOC4803777|XP_001360439.2|DPSE	Panx|NP_611576.1|DMEL
OG0006171	LOC6902476|XP_002133021.2|DPSE	CG7707|NP_648962.1|DMEL
OG0006172	LOC4813051|XP_001353252.3|DPSE	CG32374|NP_729270.1|DMEL, CG32376|NP_729271.1|DMEL
OG0006173	LOC6903189|XP_002132888.2|DPSE	CG5561|NP_608596.1|DMEL, CG5556|NP_608595.2|DMEL
OG0006174	LOC4813126|XP_001353985.3|DPSE	CG7271|NP_649041.1|DMEL, term|NP_524882.2|DMEL
OG0006175	LOC117183602|XP_033233953.1|DPSE, LOC6898990|XP_002138950.1|DPSE, LOC6898991|XP_002138951.2|DPSE, LOC6898989|XP_002138949.1|DPSE	Cht12|NP_726022.1|DMEL
OG0006176	LOC6902625|XP_002133151.1|DPSE, LOC6903539|XP_002132414.1|DPSE	CG31226|NP_732378.1|DMEL
OG0006177	LOC26532987|XP_015037664.2|DPSE, LOC6902948|XP_002132674.2|DPSE	CG43880|NP_001261554.1|DMEL
OG0006178	LOC6899012|XP_002138967.2|DPSE	CG9897|NP_001286753.2|DMEL, CG32834|NP_001188996.1|DMEL
OG0006179	LOC6900459|XP_002134852.2|DPSE	CG11459|NP_649608.1|DMEL
OG0006181	LOC4801010|XP_003736358.3|DPSE	nos|NP_476658.1|DMEL
OG0006182	LOC4800608|XP_001357853.3|DPSE	CG6937|NP_651066.2|DMEL
OG0006183	LOC4801649|XP_001358702.3|DPSE	Ipp|NP_731872.1|DMEL
OG0006184	LOC4800972|XP_001358153.3|DPSE	lsn|NP_650987.1|DMEL
OG0006185	LOC4801522|XP_001358599.2|DPSE	mRpL9|NP_524363.3|DMEL
OG0006186	LOC6896977|XP_002137163.1|DPSE	CG34148|NP_788708.2|DMEL
OG0006187	LOC4800407|XP_001357689.1|DPSE	Bet5|NP_651778.1|DMEL
OG0006188	LOC4816081|XP_015041256.2|DPSE	shf|NP_001284963.1|DMEL
OG0006189	LOC4815772|XP_001355575.2|DPSE	Coq7|NP_651967.2|DMEL
OG0006190	LOC4801290|XP_001358410.3|DPSE	CG31381|NP_733057.1|DMEL
OG0006191	LOC4801171|XP_001358305.3|DPSE	CG3368|NP_651555.1|DMEL
OG0006192	LOC4815505|XP_001355218.4|DPSE	CG14434|NP_001284969.1|DMEL
OG0006193	LOC4815081|XP_001355019.1|DPSE	mRpL38|NP_511152.2|DMEL
OG0006194	LOC4815030|XP_015042079.2|DPSE	eas|NP_523364.2|DMEL
OG0006195	LOC4815955|XP_001355312.2|DPSE	CG5599|NP_573000.1|DMEL
OG0006196	LOC6897474|XP_033241607.1|DPSE	FoxP|NP_001247011.1|DMEL
OG0006197	LOC6899784|XP_033237056.1|DPSE	NfI|NP_995592.2|DMEL
OG0006198	LOC6901448|XP_033240276.1|DPSE	Sh|NP_728123.1|DMEL
OG0006199	LOC4801380|XP_001358483.2|DPSE	CG11771|NP_651314.1|DMEL
OG0006200	LOC4801198|XP_001358327.4|DPSE	cysu|NP_650627.1|DMEL
OG0006201	LOC6901018|XP_015042192.2|DPSE	CrebB|NP_001334685.1|DMEL
OG0006202	LOC4814264|XP_001354352.1|DPSE	CG6106|NP_573287.1|DMEL
OG0006203	LOC4814543|XP_015041509.2|DPSE	baz|NP_001036283.1|DMEL
OG0006204	LOC6896742|XP_002136949.4|DPSE	Rad17|NP_650382.3|DMEL
OG0006205	LOC4815540|XP_001355666.2|DPSE	c12.2|NP_001259381.1|DMEL
OG0006206	LOC4811754|XP_033240086.1|DPSE	MSBP|NP_573087.1|DMEL
OG0006207	LOC4818009|XP_001357480.2|DPSE	Coq6|NP_608934.1|DMEL
OG0006208	LOC4812573|XP_001352500.3|DPSE	pyx|NP_612015.1|DMEL
OG0006209	LOC4816012|XP_001355730.3|DPSE	PIG-T|NP_572475.1|DMEL
OG0006210	LOC6901607|XP_015041870.2|DPSE	rdgA|NP_001259366.1|DMEL
OG0006211	LOC4817139|XP_001356518.2|DPSE	Acbp1|NP_609187.1|DMEL
OG0006212	LOC4816881|XP_015035891.2|DPSE	Rbsn-5|NP_609186.1|DMEL
OG0006213	LOC4802773|XP_001359633.3|DPSE	CG31516|NP_730784.1|DMEL
OG0006214	LOC4815329|XP_033239283.1|DPSE	CG9921|NP_001259608.1|DMEL
OG0006215	LOC6901969|XP_033240845.1|DPSE	Ubr3|NP_001259317.1|DMEL
OG0006216	LOC4800733|XP_001357951.3|DPSE	Tsp97E|NP_524524.1|DMEL
OG0006217	LOC4815135|XP_001354800.2|DPSE	stas|NP_573225.1|DMEL
OG0006218	LOC4816541|XP_001356241.4|DPSE	tam|NP_476821.1|DMEL
OG0006219	LOC4815430|XP_015041140.1|DPSE	hfw|NP_569933.2|DMEL
OG0006220	LOC6900789|XP_002135148.1|DPSE	CG5589|NP_649009.1|DMEL
OG0006221	LOC4800714|XP_001357938.3|DPSE	spn-F|NP_001263138.1|DMEL
OG0006222	LOC4800712|XP_001357937.2|DPSE	mRpL32|NP_524606.1|DMEL
OG0006223	LOC4814859|XP_001355031.2|DPSE	CG11710|NP_608393.1|DMEL
OG0006224	LOC6902245|XP_033241388.1|DPSE	Zdhhc8|NP_001259382.1|DMEL
OG0006225	LOC4815390|XP_001354850.3|DPSE	Grip|NP_572285.2|DMEL
OG0006226	LOC6898687|XP_002138692.2|DPSE	CG18004|NP_610625.1|DMEL
OG0006227	LOC6901211|XP_002133912.2|DPSE	Kap3|NP_727512.3|DMEL
OG0006228	LOC4804127|XP_001360735.1|DPSE	TBCB|NP_611425.1|DMEL
OG0006229	LOC26532627|XP_033237074.1|DPSE	CaMKII|NP_001162833.1|DMEL
OG0006230	LOC4815765|XP_015041281.2|DPSE	if|NP_523378.2|DMEL
OG0006231	LOC4814684|XP_015041498.2|DPSE	rdgB|NP_001259535.1|DMEL
OG0006232	LOC6899744|XP_033237988.1|DPSE	Lrp4|NP_727914.1|DMEL
OG0006233	LOC6899177|XP_033239056.1|DPSE	Lcch3|NP_996469.1|DMEL
OG0006234	LOC4815928|XP_001355590.2|DPSE	mRpL22|NP_523379.2|DMEL
OG0006235	LOC6901618|XP_002134288.2|DPSE	CG7990|NP_573361.1|DMEL
OG0006236	LOC6904037|XP_002136481.1|DPSE, LOC6901927|XP_033241305.1|DPSE	CG9065|NP_572998.1|DMEL
OG0006237	LOC4815541|XP_001355667.1|DPSE	c12.1|NP_652605.1|DMEL
OG0006238	LOC4814974|XP_015042013.2|DPSE	Traf-like|NP_727976.1|DMEL
OG0006239	LOC6901176|XP_002133877.2|DPSE	CG17168|NP_001015254.1|DMEL
OG0006240	LOC4800995|XP_033233145.1|DPSE	sro|NP_651725.1|DMEL
OG0006241	LOC4815927|XP_001355589.3|DPSE	CG9609|NP_573161.1|DMEL
OG0006242	LOC117184488|XP_033238219.1|DPSE	inaF-D|NP_001096958.1|DMEL
OG0006243	LOC4801513|XP_001358592.3|DPSE	CG8412|NP_649939.1|DMEL
OG0006244	LOC4800706|XP_001357931.1|DPSE	Aduk|NP_731331.1|DMEL
OG0006245	LOC4801668|XP_001358720.3|DPSE	CG34376|NP_732741.1|DMEL
OG0006246	LOC4814985|XP_001354662.2|DPSE	CG18508|NP_652721.1|DMEL
OG0006247	LOC4805012|XP_033235070.1|DPSE	Atg10|NP_001097215.1|DMEL
OG0006248	LOC6896949|XP_002137134.2|DPSE	CG5466|NP_650901.2|DMEL
OG0006249	LOC4817582|XP_001356986.3|DPSE	l_2_k05819|NP_722974.1|DMEL
OG0006250	LOC6902298|XP_015041368.1|DPSE	CG9220|NP_996440.2|DMEL
OG0006251	LOC4800745|XP_001357962.2|DPSE	His2Av|NP_524519.1|DMEL
OG0006252	LOC4800744|XP_001357961.1|DPSE	SPARC|NP_651509.2|DMEL
OG0006253	LOC6901287|XP_002133988.2|DPSE	N|NP_476859.2|DMEL
OG0006254	LOC26533661|XP_033238615.1|DPSE	Cen|NP_610049.1|DMEL
OG0006255	LOC4800930|XP_001358117.3|DPSE	CG17141|NP_651094.2|DMEL
OG0006256	LOC6902191|XP_002133718.1|DPSE	CG9132|NP_996490.1|DMEL
OG0006257	LOC4814405|XP_015042211.2|DPSE	LysRS|NP_727353.1|DMEL
OG0006258	LOC6902319|XP_033239609.1|DPSE	CG10555|NP_572474.2|DMEL
OG0006259	LOC4801647|XP_001358700.2|DPSE	Orc2|NP_731873.1|DMEL
OG0006260	LOC4815233|XP_001354734.2|DPSE	Lst8|NP_572572.1|DMEL
OG0006261	LOC4817796|XP_033235975.1|DPSE	RpL7-like|NP_001097151.1|DMEL
OG0006262	LOC4814394|XP_001354420.3|DPSE	CG2972|NP_572603.1|DMEL
OG0006263	LOC4814726|XP_001354541.1|DPSE	RpL35|NP_572243.1|DMEL
OG0006264	LOC6901162|XP_015041432.2|DPSE	mip130|NP_569958.2|DMEL
OG0006265	LOC4803873|XP_001360522.2|DPSE	sotv|NP_725536.1|DMEL
OG0006266	LOC4814608|XP_033240728.1|DPSE	Edem1|NP_001259152.1|DMEL
OG0006267	LOC4814838|XP_015041610.2|DPSE	Neto|NP_001285211.1|DMEL
OG0006268	LOC4804458|XP_001361017.3|DPSE	mRpS29|NP_523811.1|DMEL
OG0006269	LOC4800352|XP_001357562.2|DPSE	Vps16A|NP_649877.1|DMEL
OG0006270	LOC6901072|XP_002134551.1|DPSE	CG33557|NP_001014730.1|DMEL
OG0006271	LOC4801021|XP_001358191.2|DPSE	Rrp46|NP_650001.2|DMEL
OG0006272	LOC4814676|XP_015041493.2|DPSE	g|NP_524785.2|DMEL
OG0006273	LOC4803413|XP_001360160.1|DPSE	ubl|NP_610239.1|DMEL
OG0006274	LOC4815724|XP_001355531.4|DPSE	Syt12|NP_572878.1|DMEL
OG0006275	LOC4815090|XP_001354643.3|DPSE	CG2701|NP_570025.1|DMEL
OG0006276	LOC4814136|XP_033238481.1|DPSE	Cdc5|NP_612033.1|DMEL
OG0006277	LOC6897155|XP_015037205.2|DPSE	Fancm|NP_650971.2|DMEL
OG0006278	LOC4816093|XP_001355726.4|DPSE	ppk23|NP_001097011.1|DMEL
OG0006279	LOC4814444|XP_033238032.1|DPSE	CG10353|NP_727578.3|DMEL
OG0006280	LOC6901882|XP_015040930.2|DPSE	CG17600|NP_001259778.1|DMEL
OG0006281	LOC4815455|XP_033237587.1|DPSE	CG17598|NP_608468.1|DMEL
OG0006282	LOC4814597|XP_001354955.4|DPSE	Nup205|NP_728308.1|DMEL
OG0006283	LOC4801562|XP_001358634.3|DPSE	PTPMT1|NP_651180.3|DMEL
OG0006284	LOC4812239|XP_001352539.2|DPSE	MED10|NP_648849.3|DMEL
OG0006285	LOC4802732|XP_001359595.3|DPSE	CG9804|NP_649472.1|DMEL
OG0006286	LOC4801455|XP_001358549.4|DPSE	WRNexo|NP_001163646.1|DMEL
OG0006287	LOC4815165|XP_001354808.1|DPSE	BORCS5|NP_572759.1|DMEL
OG0006288	LOC6896687|XP_002136901.2|DPSE	CG15546|NP_651831.1|DMEL
OG0006289	LOC4801431|XP_001358526.2|DPSE	Cpsf73|NP_650738.1|DMEL
OG0006290	LOC4815377|XP_001354985.2|DPSE	Moe|NP_727290.1|DMEL
OG0006291	LOC4816569|XP_001355916.1|DPSE	CG5439|NP_609607.1|DMEL
OG0006292	LOC4815462|XP_033237570.1|DPSE	CG42258|NP_572801.2|DMEL
OG0006293	LOC4813625|XP_001353650.3|DPSE	Pex10|NP_647624.1|DMEL
OG0006294	LOC6901629|XP_015041906.2|DPSE	CG42271|NP_996434.2|DMEL
OG0006295	LOC4816023|XP_001355717.2|DPSE	Cht11|NP_572361.1|DMEL
OG0006296	LOC4814634|XP_001355013.2|DPSE	rictor|NP_573371.1|DMEL
OG0006297	LOC6901911|XP_015040996.2|DPSE	chas|NP_001285381.1|DMEL
OG0006298	LOC4815050|XP_001355020.3|DPSE	Fbxl4|NP_572951.1|DMEL
OG0006299	LOC6901632|XP_015041908.2|DPSE	Tlk|NP_001138153.1|DMEL
OG0006300	LOC4815007|XP_001354637.3|DPSE	Ugalt|NP_001138149.1|DMEL
OG0006301	LOC4814681|XP_001354943.3|DPSE	CG9581|NP_608376.1|DMEL
OG0006302	LOC4814692|XP_033237999.1|DPSE	sev|NP_511114.2|DMEL
OG0006303	LOC6898043|XP_002138131.2|DPSE	Oda|NP_725104.1|DMEL
OG0006304	LOC6896832|XP_002137035.3|DPSE	CG1646|NP_733256.2|DMEL
OG0006305	LOC4800621|XP_033240324.1|DPSE	WASp|NP_651637.1|DMEL
OG0006306	LOC4802125|XP_033233101.1|DPSE	5PtaseI|NP_001138108.1|DMEL
OG0006307	LOC4801938|XP_001358955.5|DPSE	CG42233|NP_651899.2|DMEL
OG0006308	LOC4814215|XP_001354335.2|DPSE	Rcp|NP_996493.1|DMEL
OG0006309	LOC4815902|XP_001355597.3|DPSE	CG4678|NP_001138211.1|DMEL
OG0006310	LOC4801485|XP_001358568.4|DPSE	CG10979|NP_649591.1|DMEL
OG0006311	LOC4815710|XP_001355550.4|DPSE	CG2256|NP_572437.2|DMEL
OG0006312	LOC4815761|XP_001355549.3|DPSE	Ldsdh1|NP_572436.1|DMEL
OG0006313	LOC4815277|XP_001354527.3|DPSE	snz|NP_572421.1|DMEL
OG0006314	LOC4811743|XP_001352315.2|DPSE	Paf-AHalpha|NP_727895.1|DMEL
OG0006315	LOC4800343|XP_003736198.2|DPSE	mesh|NP_001163782.1|DMEL
OG0006316	LOC4816017|XP_001355289.1|DPSE	CG14618|NP_608464.1|DMEL
OG0006317	LOC4814813|XP_001355157.1|DPSE	Rab39|NP_572405.2|DMEL
OG0006318	LOC4814938|XP_033238185.1|DPSE	CG8034|NP_573376.2|DMEL
OG0006319	LOC4804890|XP_001361378.2|DPSE	Vamp7|NP_610524.1|DMEL
OG0006320	LOC6901062|XP_002134541.1|DPSE	CARPB|NP_572581.1|DMEL
OG0006321	LOC4815334|XP_001354927.3|DPSE	fh|NP_511094.1|DMEL
OG0006322	LOC6901209|XP_002133910.2|DPSE	Ir8a|NP_727328.1|DMEL
OG0006323	LOC6899672|XP_033238030.1|DPSE, LOC117185137|XP_033240975.1|DPSE	AlkB|NP_001334682.1|DMEL
OG0006324	LOC6901954|XP_002133488.2|DPSE	wapl|NP_525042.2|DMEL
OG0006325	LOC4801547|XP_001358619.3|DPSE	KaiR1D|NP_650925.1|DMEL
OG0006326	LOC4813844|XP_001353156.3|DPSE	CG7857|NP_648769.2|DMEL
OG0006327	LOC4801142|XP_001358281.3|DPSE	gb|NP_651536.1|DMEL
OG0006328	LOC6896965|XP_033232750.1|DPSE	CG7029|NP_788719.1|DMEL
