Orthogroup	DPSE.longest_only	DEUG.longest_only
OG0004434	LOC4804166|XP_001360770.2|DPSE	LOC108111948|XP_017077118.1|DEUG
OG0004435	LOC4804139|XP_001360745.2|DPSE	LOC108109289|XP_017073271.1|DEUG
OG0004436	LOC6898642|XP_033234001.1|DPSE	LOC108106439|XP_017068961.1|DEUG
OG0004437	LOC4804623|XP_001361156.2|DPSE	LOC108107487|XP_017070522.1|DEUG
OG0004438	LOC4803654|XP_001360337.1|DPSE	LOC108106456|XP_017069011.1|DEUG
OG0004439	LOC4803956|XP_001360594.2|DPSE	LOC108106471|XP_017069033.1|DEUG
OG0004440	LOC4803995|XP_001360626.1|DPSE	LOC108112686|XP_017078367.1|DEUG
OG0004441	LOC4817531|XP_001356946.1|DPSE	LOC108112165|XP_017077419.1|DEUG
OG0004442	LOC4805398|XP_001361803.2|DPSE	LOC108112972|XP_017078865.1|DEUG
OG0004443	LOC4813288|XP_001353362.2|DPSE	LOC108107734|XP_017070872.1|DEUG
OG0004444	LOC6898393|XP_002138440.1|DPSE	LOC108112598|XP_017078141.1|DEUG
OG0004445	LOC4804320|XP_015039809.2|DPSE	LOC108107477|XP_017070512.1|DEUG
OG0004446	LOC4800332|XP_001357580.2|DPSE	LOC108104233|XP_017065673.1|DEUG
OG0004447	LOC4801793|XP_001358830.1|DPSE	LOC108116591|XP_017084026.1|DEUG
OG0004448	LOC4804682|XP_001361203.1|DPSE	LOC108112301|XP_017077616.1|DEUG
OG0004449	LOC4813142|XP_015042830.1|DPSE	LOC108118211|XP_017086267.1|DEUG
OG0004450	LOC4803667|XP_001360350.3|DPSE	LOC108106374|XP_017068854.1|DEUG
OG0004451	LOC4803662|XP_001360345.2|DPSE	LOC108106370|XP_017068843.1|DEUG
OG0004452	LOC4804939|XP_001361421.1|DPSE	LOC108109295|XP_017073277.1|DEUG
OG0004453	LOC4804157|XP_001360763.4|DPSE	LOC108113014|XP_017078924.1|DEUG
OG0004454	LOC4802591|XP_001359484.2|DPSE	LOC108111720|XP_017076760.1|DEUG
OG0004455	LOC4813918|XP_001353129.2|DPSE	LOC108118247|XP_017086325.1|DEUG
OG0004456	LOC6901406|XP_002134092.2|DPSE	LOC108105498|XP_017067605.1|DEUG
OG0004457	LOC4813501|XP_015043308.2|DPSE	LOC108114009|XP_017080245.1|DEUG
OG0004458	LOC4812059|XP_033241150.1|DPSE	LOC108114371|XP_017080811.1|DEUG
OG0004459	LOC6900833|XP_015043386.2|DPSE	LOC108107884|XP_017071159.1|DEUG
OG0004460	LOC4813487|XP_001353799.1|DPSE	LOC108108520|XP_017072081.1|DEUG
OG0004461	LOC4813832|XP_001353159.3|DPSE	LOC108118201|XP_017086251.1|DEUG
OG0004462	LOC4811859|XP_001352920.2|DPSE	LOC108108560|XP_017072132.1|DEUG
OG0004463	LOC4812476|XP_015043538.2|DPSE	LOC108116776|XP_017084297.1|DEUG
OG0004464	LOC6900231|XP_015043996.2|DPSE	LOC108104008|XP_017065318.1|DEUG
OG0004465	LOC6903406|XP_002132285.3|DPSE	LOC108108584|XP_017072168.1|DEUG
OG0004466	LOC4812299|XP_001352915.4|DPSE	LOC108108653|XP_017072245.1|DEUG
OG0004467	LOC4812888|XP_001353532.2|DPSE	LOC108114099|XP_017080346.1|DEUG
OG0004468	LOC4813828|XP_001353533.1|DPSE	LOC108113964|XP_017080167.1|DEUG
OG0004469	LOC4813341|XP_001353148.4|DPSE	LOC108118241|XP_017086314.1|DEUG
OG0004470	LOC4817650|XP_033236239.1|DPSE	LOC108105685|XP_017067884.1|DEUG
OG0004471	LOC6897221|XP_002137393.2|DPSE	LOC108115593|XP_017082595.1|DEUG
OG0004472	LOC4805129|XP_001361583.1|DPSE	LOC108104834|XP_017066626.1|DEUG
OG0004473	LOC26533012|XP_015039837.2|DPSE	LOC108106803|XP_017069537.1|DEUG
OG0004474	LOC4804358|XP_001360932.1|DPSE	LOC108106691|XP_017069413.1|DEUG
OG0004475	LOC6898040|XP_002138128.2|DPSE	LOC108116987|XP_017084641.1|DEUG
OG0004476	LOC6901451|XP_002134137.3|DPSE, LOC6902592|XP_002133120.2|DPSE	LOC108103384|XP_017064319.1|DEUG
OG0004477	LOC4803573|XP_001360280.2|DPSE	LOC108108997|XP_017072752.1|DEUG
OG0004478	LOC4803876|XP_033234240.1|DPSE	LOC108106747|XP_017069474.1|DEUG
OG0004479	LOC117183718|XP_033234498.1|DPSE	LOC108107252|XP_017070170.1|DEUG
OG0004480	LOC4815780|XP_001355732.1|DPSE	LOC108117713|XP_017085757.1|DEUG
OG0004481	LOC6898433|XP_002138475.1|DPSE	LOC108113105|XP_017079069.1|DEUG
OG0004482	LOC4800315|XP_001357593.3|DPSE	LOC108113506|XP_017079585.1|DEUG
OG0004483	LOC4803518|XP_001360231.3|DPSE	LOC108107355|XP_017070343.1|DEUG
OG0004484	LOC4802303|XP_001359246.2|DPSE	LOC108109617|XP_017073671.1|DEUG, LOC108113197|XP_017079217.1|DEUG, LOC108103004|XP_017063815.1|DEUG
OG0004485	LOC4815702|XP_033240746.1|DPSE	LOC108118516|XP_017086750.1|DEUG
OG0004486	LOC4804001|XP_001360632.1|DPSE	LOC108112783|XP_017078550.1|DEUG
OG0004487	LOC4811890|XP_015043560.1|DPSE	LOC108114410|XP_017080874.1|DEUG
OG0004488	LOC6898094|XP_002138176.2|DPSE	LOC108112606|XP_017078185.1|DEUG, LOC108112605|XP_017078184.1|DEUG
OG0004489	LOC4812498|XP_001352764.2|DPSE	LOC108102814|XP_017063485.1|DEUG
OG0004490	LOC6898639|XP_002138644.2|DPSE	LOC108112364|XP_017077683.1|DEUG, LOC108113307|XP_017079348.1|DEUG
OG0004491	LOC4816244|XP_001355863.2|DPSE	LOC108113410|XP_017079454.1|DEUG
OG0004492	LOC4812277|XP_001352973.2|DPSE	LOC108108744|XP_017072384.1|DEUG
OG0004493	LOC6900536|XP_015042884.1|DPSE	LOC108114088|XP_017080332.1|DEUG
OG0004494	LOC4802033|XP_015037553.2|DPSE	LOC108109513|XP_017073553.1|DEUG
OG0004495	LOC6896975|XP_002137160.2|DPSE	LOC108109578|XP_017073644.1|DEUG
OG0004496	LOC4805650|XP_001362017.3|DPSE	LOC108106230|XP_017068645.1|DEUG, LOC108106795|XP_017069529.1|DEUG
OG0004497	LOC4803859|XP_001360510.3|DPSE	LOC108112252|XP_017077562.1|DEUG, LOC108112280|XP_017077591.1|DEUG
OG0004498	LOC26533297|XP_015037127.1|DPSE	LOC108116849|XP_017084393.1|DEUG
OG0004499	LOC26532756|XP_015039715.1|DPSE	LOC108106485|XP_017069053.1|DEUG, LOC108106484|XP_017069050.1|DEUG
OG0004500	LOC4804066|XP_015039577.2|DPSE	LOC108111921|XP_017077051.1|DEUG
OG0004501	LOC6898951|XP_002138912.3|DPSE, LOC6902005|XP_002133539.2|DPSE	LOC108106723|XP_017069449.1|DEUG
OG0004502	LOC117184869|XP_033239853.1|DPSE	LOC108112955|XP_017078844.1|DEUG, LOC108112956|XP_017078845.1|DEUG
OG0004503	LOC13036429|XP_003736383.3|DPSE	LOC108105217|XP_017067169.1|DEUG, LOC108105218|XP_017067170.1|DEUG, LOC108109794|XP_017074035.1|DEUG, LOC108113097|XP_017079044.1|DEUG, LOC108105238|XP_017067198.1|DEUG
OG0004504	LOC6899762|XP_033241751.1|DPSE	LOC108118279|XP_017086364.1|DEUG
OG0004505	LOC4801633|XP_015037330.1|DPSE	LOC108111686|XP_017076720.1|DEUG
OG0004506	LOC4801096|XP_001358247.2|DPSE	LOC108116008|XP_017083175.1|DEUG
OG0004507	LOC4801879|XP_001358902.2|DPSE	LOC108113161|XP_017079168.1|DEUG
OG0004508	LOC6897149|XP_002137329.3|DPSE	LOC108113622|XP_017079773.1|DEUG
OG0004509	LOC4813813|XP_001353906.2|DPSE	LOC108114444|XP_017080929.1|DEUG
OG0004510	LOC4815877|XP_033238737.1|DPSE	LOC108103893|XP_017065123.1|DEUG
OG0004511	LOC6897159|XP_002137339.3|DPSE	LOC108113738|XP_017079915.1|DEUG
OG0004512	LOC4811803|XP_001352367.4|DPSE	LOC108102341|XP_017062666.1|DEUG
OG0004513	LOC4811847|XP_033237202.1|DPSE	LOC108102364|XP_017062759.1|DEUG
OG0004514	LOC4811775|XP_015044540.2|DPSE	LOC108102355|XP_017062733.1|DEUG
OG0004515	LOC4814705|XP_001354886.3|DPSE	LOC108102923|XP_017063666.1|DEUG
OG0004516	LOC4816007|XP_001355366.3|DPSE	LOC108103878|XP_017065095.1|DEUG
OG0004517	LOC4815147|XP_015041801.2|DPSE	LOC108111856|XP_017076955.1|DEUG
OG0004518	LOC6899742|XP_033239916.1|DPSE	LOC108115212|XP_017082042.1|DEUG
OG0004519	LOC4800464|XP_001357735.1|DPSE	LOC108116038|XP_017083224.1|DEUG
OG0004520	LOC4811677|XP_033240401.1|DPSE	LOC108115213|XP_017082046.1|DEUG
OG0004521	LOC4804832|XP_001361331.3|DPSE	LOC108110351|XP_017074876.1|DEUG
OG0004522	LOC4814882|XP_001354987.3|DPSE	LOC108117631|XP_017085648.1|DEUG
OG0004523	LOC4800351|XP_001357563.3|DPSE	LOC108109041|XP_017072831.1|DEUG
OG0004524	LOC4815346|XP_001354546.2|DPSE	LOC108103674|XP_017064723.1|DEUG
OG0004525	LOC4815021|XP_001354593.1|DPSE	LOC108118344|XP_017086476.1|DEUG
OG0004526	LOC6901544|XP_033238110.1|DPSE	LOC108110290|XP_017074775.1|DEUG
OG0004527	LOC4815120|XP_001354638.1|DPSE	LOC108103345|XP_017064272.1|DEUG
OG0004528	LOC4814470|XP_001355032.1|DPSE	LOC108109679|XP_017073761.1|DEUG
OG0004529	LOC4816068|XP_015041015.1|DPSE	LOC108103338|XP_017064262.1|DEUG
OG0004530	LOC4815058|XP_015041561.1|DPSE	LOC108103865|XP_017065066.1|DEUG
OG0004531	LOC4801670|XP_001358722.5|DPSE	LOC108115717|XP_017082778.1|DEUG
OG0004532	LOC4814791|XP_033240376.1|DPSE	LOC108110073|XP_017074443.1|DEUG
OG0004533	LOC4815749|XP_001355678.4|DPSE	LOC108103901|XP_017065133.1|DEUG
OG0004534	LOC6899833|XP_033239229.1|DPSE	LOC108113223|XP_017079250.1|DEUG
OG0004535	LOC4812029|XP_001352584.3|DPSE	LOC108114130|XP_017080392.1|DEUG
OG0004536	LOC6901646|XP_015041931.2|DPSE	LOC108109673|XP_017073745.1|DEUG
OG0004537	LOC4815485|XP_001355578.2|DPSE	LOC108103680|XP_017064747.1|DEUG
OG0004538	LOC6898514|XP_002138555.2|DPSE	LOC108109152|XP_017073055.1|DEUG
OG0004539	LOC4800298|XP_015038647.1|DPSE	LOC108117135|XP_017084879.1|DEUG
OG0004540	LOC4815156|XP_015041749.2|DPSE	LOC108110145|XP_017074548.1|DEUG
OG0004541	LOC4804150|XP_015039642.2|DPSE	LOC108112663|XP_017078286.1|DEUG
OG0004542	LOC4815980|XP_015041308.1|DPSE	LOC108103126|XP_017063983.1|DEUG
OG0004543	LOC4815610|XP_033240636.1|DPSE	LOC108104425|XP_017065969.1|DEUG
OG0004544	LOC6901405|XP_033237733.1|DPSE	LOC108105514|XP_017067627.1|DEUG
OG0004545	LOC4801736|XP_001358779.1|DPSE	LOC108115693|XP_017082751.1|DEUG
OG0004546	LOC4803539|XP_001360249.2|DPSE	LOC108111945|XP_017077114.1|DEUG
OG0004547	LOC4814587|XP_001354523.3|DPSE	LOC108104405|XP_017065941.1|DEUG
OG0004548	LOC4815305|XP_001355011.2|DPSE	LOC108103770|XP_017064884.1|DEUG
OG0004549	LOC6901853|XP_033239805.1|DPSE	LOC108105483|XP_017067589.1|DEUG
OG0004550	LOC6901962|XP_015041029.2|DPSE	LOC108117436|XP_017085343.1|DEUG
OG0004551	LOC4804625|XP_001361157.1|DPSE	LOC108109091|XP_017072955.1|DEUG
OG0004552	LOC6901115|XP_033238589.1|DPSE	LOC108117166|XP_017084934.1|DEUG
OG0004553	LOC4812729|XP_001353108.2|DPSE	LOC108109852|XP_017074102.1|DEUG
OG0004554	LOC4815353|XP_001354647.4|DPSE	LOC108103354|XP_017064288.1|DEUG
OG0004555	LOC4815316|XP_001354648.3|DPSE	LOC108103327|XP_017064249.1|DEUG
OG0004556	LOC4814453|XP_001355116.3|DPSE	LOC108106042|XP_017068383.1|DEUG
OG0004557	LOC6901796|XP_033240123.1|DPSE	LOC108110389|XP_017074924.1|DEUG
OG0004558	LOC4815864|XP_033237589.1|DPSE	LOC108102401|XP_017062836.1|DEUG
OG0004559	LOC4801563|XP_001358635.2|DPSE	LOC108116703|XP_017084209.1|DEUG
OG0004560	LOC26532752|XP_033238945.1|DPSE	LOC108114871|XP_017081518.1|DEUG
OG0004561	LOC4801368|XP_001358475.3|DPSE	LOC108105229|XP_017067185.1|DEUG
OG0004562	LOC4800943|XP_001358127.2|DPSE	LOC108115732|XP_017082794.1|DEUG
OG0004563	LOC4801257|XP_001358380.3|DPSE	LOC108105558|XP_017067688.1|DEUG
OG0004564	LOC4803083|XP_001359882.2|DPSE	LOC108117032|XP_017084690.1|DEUG
OG0004565	LOC4801067|XP_001358229.2|DPSE	LOC108116164|XP_017083388.1|DEUG
OG0004566	LOC4814695|XP_001354864.2|DPSE	LOC108110123|XP_017074518.1|DEUG
OG0004567	LOC4815711|XP_001355551.1|DPSE	LOC108103455|XP_017064436.1|DEUG
OG0004568	LOC4815534|XP_001355429.4|DPSE	LOC108102456|XP_017062952.1|DEUG
OG0004569	LOC4802738|XP_001359601.3|DPSE	LOC108114994|XP_017081720.1|DEUG
OG0004570	LOC4803819|XP_001360474.3|DPSE	LOC108112837|XP_017078633.1|DEUG
OG0004571	LOC4814237|XP_001354365.1|DPSE	LOC108109969|XP_017074275.1|DEUG
OG0004572	LOC4817577|XP_001356982.2|DPSE	LOC108102679|XP_017063309.1|DEUG
OG0004573	LOC4801428|XP_015037248.2|DPSE	LOC108116937|XP_017084572.1|DEUG
OG0004574	LOC6901462|XP_015041718.2|DPSE	LOC108103215|XP_017064099.1|DEUG
OG0004575	LOC4814746|XP_001354844.3|DPSE	LOC108103210|XP_017064089.1|DEUG
OG0004576	LOC4801816|XP_001358849.1|DPSE	LOC108109532|XP_017073585.1|DEUG
OG0004577	LOC4802010|XP_001359015.1|DPSE	LOC108116932|XP_017084566.1|DEUG
OG0004578	LOC4814894|XP_001354708.2|DPSE	LOC108111872|XP_017076985.1|DEUG
OG0004579	LOC6903014|XP_033236468.1|DPSE	LOC108110721|XP_017075382.1|DEUG
OG0004580	LOC6897130|XP_002137311.1|DPSE	LOC108116975|XP_017084624.1|DEUG
OG0004581	LOC4801524|XP_001358600.1|DPSE	LOC108105597|XP_017067760.1|DEUG
OG0004582	LOC4800323|XP_001357586.4|DPSE	LOC108113505|XP_017079583.1|DEUG
OG0004583	LOC6901210|XP_033240662.1|DPSE	LOC108103180|XP_017064056.1|DEUG
OG0004584	LOC4805232|XP_001361669.3|DPSE	LOC108106260|XP_017068714.1|DEUG
OG0004585	LOC4800261|XP_015038545.1|DPSE	LOC108111425|XP_017076373.1|DEUG
OG0004586	LOC4814562|XP_001354908.3|DPSE	LOC108110332|XP_017074851.1|DEUG
OG0004587	LOC4800346|XP_001357567.3|DPSE	LOC108108999|XP_017072758.1|DEUG, LOC108104207|XP_017065640.1|DEUG
OG0004588	LOC4800348|XP_001357565.1|DPSE	LOC108109073|XP_017072926.1|DEUG
OG0004589	LOC4815852|XP_033240883.1|DPSE	LOC108112579|XP_017078092.1|DEUG
OG0004590	LOC4800996|XP_033233142.1|DPSE	LOC108111387|XP_017076310.1|DEUG
OG0004591	LOC4800998|XP_001358173.3|DPSE	LOC108111411|XP_017076355.1|DEUG
OG0004592	LOC4814877|XP_001354823.2|DPSE	LOC108102959|XP_017063740.1|DEUG
OG0004593	LOC4815024|XP_001354805.2|DPSE	LOC108102950|XP_017063717.1|DEUG
OG0004594	LOC4814196|XP_015042390.2|DPSE	LOC108118070|XP_017086100.1|DEUG
OG0004595	LOC4814720|XP_001355202.1|DPSE	LOC108110107|XP_017074491.1|DEUG
OG0004596	LOC4814683|XP_001354786.3|DPSE	LOC108105494|XP_017067601.1|DEUG
OG0004597	LOC4815221|XP_001355183.2|DPSE	LOC108117303|XP_017085155.1|DEUG
OG0004598	LOC4812678|XP_001353062.1|DPSE	LOC108114222|XP_017080564.1|DEUG
OG0004599	LOC4816829|XP_001356697.2|DPSE	LOC108111086|XP_017075911.1|DEUG
OG0004600	LOC4815575|XP_001355335.1|DPSE	LOC108109984|XP_017074304.1|DEUG
OG0004601	LOC4815816|XP_033239164.1|DPSE	LOC108104344|XP_017065827.1|DEUG
OG0004602	LOC6903640|XP_033238826.1|DPSE	LOC108109692|XP_017073791.1|DEUG
OG0004603	LOC4817414|XP_001356420.1|DPSE	LOC108111206|XP_017076093.1|DEUG
OG0004604	LOC4814739|XP_001354752.2|DPSE	LOC108103127|XP_017063984.1|DEUG
OG0004605	LOC4816002|XP_001355664.4|DPSE	LOC108103100|XP_017063954.1|DEUG
OG0004606	LOC4802903|XP_001359730.3|DPSE	LOC108117100|XP_017084800.1|DEUG
OG0004607	LOC6902173|XP_033238484.1|DPSE	LOC108118297|XP_017086398.1|DEUG
OG0004608	LOC6901538|XP_033238137.1|DPSE	LOC108103873|XP_017065084.1|DEUG
OG0004609	LOC4815197|XP_001355067.1|DPSE	LOC108103007|XP_017063816.1|DEUG
OG0004610	LOC6896706|XP_033236082.1|DPSE	LOC108111327|XP_017076226.1|DEUG
OG0004611	LOC4800386|XP_001357671.2|DPSE	LOC108111428|XP_017076377.1|DEUG
OG0004612	LOC4800385|XP_001357670.2|DPSE	LOC108111444|XP_017076402.1|DEUG, LOC108111426|XP_017076414.1|DEUG
OG0004613	LOC4801525|XP_001358601.3|DPSE	LOC108105600|XP_017067764.1|DEUG
OG0004614	LOC4814214|XP_001354322.3|DPSE	LOC108118352|XP_017086487.1|DEUG
OG0004615	LOC6901553|XP_033238223.1|DPSE	LOC108118295|XP_017086394.1|DEUG
OG0004616	LOC4814927|XP_001354926.2|DPSE	LOC108103192|XP_017064069.1|DEUG
OG0004617	LOC4816935|XP_001356853.1|DPSE	LOC108115492|XP_017082465.1|DEUG
OG0004618	LOC4800703|XP_001357928.3|DPSE	LOC108115619|XP_017082653.1|DEUG
OG0004619	LOC4801959|XP_001358974.1|DPSE	LOC108109553|XP_017073613.1|DEUG
OG0004620	LOC4801011|XP_001358184.2|DPSE	LOC108117215|XP_017085029.1|DEUG
OG0004621	LOC4802797|XP_001359642.3|DPSE	LOC108116492|XP_017083915.1|DEUG
OG0004622	LOC4801457|XP_015037259.2|DPSE	LOC108116952|XP_017084594.1|DEUG
OG0004623	LOC4800505|XP_001357770.3|DPSE	LOC108111376|XP_017076297.1|DEUG
OG0004624	LOC4802428|XP_001359352.1|DPSE	LOC108115328|XP_017082226.1|DEUG
OG0004625	LOC6899785|XP_033241290.1|DPSE	LOC108110044|XP_017074397.1|DEUG
OG0004626	LOC6901154|XP_015041398.2|DPSE	LOC108105452|XP_017067529.1|DEUG
OG0004627	LOC6900299|XP_033240304.1|DPSE	LOC108107907|XP_017071201.1|DEUG
OG0004628	LOC4816000|XP_001355420.3|DPSE	LOC108102462|XP_017062960.1|DEUG
OG0004629	LOC26534253|XP_015038977.1|DPSE	LOC108109241|XP_017073210.1|DEUG
OG0004630	LOC4800238|XP_003736225.2|DPSE	LOC108111427|XP_017076375.1|DEUG
OG0004631	LOC4801440|XP_001358534.1|DPSE	LOC108116911|XP_017084525.1|DEUG, LOC108116912|XP_017084526.1|DEUG
OG0004632	LOC4801437|XP_001358532.5|DPSE	LOC108116910|XP_017084523.1|DEUG
OG0004633	LOC4800503|XP_001357769.4|DPSE	LOC108111415|XP_017076361.1|DEUG
OG0004634	LOC4800495|XP_001357762.1|DPSE	LOC108116062|XP_017083262.1|DEUG
OG0004635	LOC6901052|XP_015042232.2|DPSE	LOC108103143|XP_017064003.1|DEUG
OG0004636	LOC4815035|XP_001354697.4|DPSE	LOC108106039|XP_017068378.1|DEUG
OG0004637	LOC6901857|XP_033240545.1|DPSE	LOC108105478|XP_017067579.1|DEUG
OG0004638	LOC4814891|XP_033237585.1|DPSE	LOC108103558|XP_017064574.1|DEUG
OG0004639	LOC6897067|XP_002137251.2|DPSE	LOC108115768|XP_017082826.1|DEUG
OG0004640	LOC6897066|XP_033232440.1|DPSE	LOC108115887|XP_017083019.1|DEUG
OG0004641	LOC4815471|XP_001355274.4|DPSE	LOC108103815|XP_017064991.1|DEUG
OG0004642	LOC6901858|XP_002133396.2|DPSE	LOC108105479|XP_017067584.1|DEUG
OG0004643	LOC4802628|XP_001359512.1|DPSE	LOC108109585|XP_017073651.1|DEUG
OG0004644	LOC6902118|XP_002133649.1|DPSE	LOC108103760|XP_017064867.1|DEUG
OG0004645	LOC4817263|XP_001356423.3|DPSE	LOC108111102|XP_017075933.1|DEUG
OG0004646	LOC4800334|XP_001357579.3|DPSE	LOC108104234|XP_017065674.1|DEUG
OG0004647	LOC4815230|XP_001355193.4|DPSE	LOC108110096|XP_017074480.1|DEUG
OG0004648	LOC4814331|XP_001354391.2|DPSE	LOC108109962|XP_017074267.1|DEUG
OG0004649	LOC6902205|XP_002133732.2|DPSE	LOC108110030|XP_017074364.1|DEUG
OG0004650	LOC4817428|XP_001356791.3|DPSE	LOC108111388|XP_017076314.1|DEUG
OG0004651	LOC13036333|XP_003736279.3|DPSE	LOC108106361|XP_017068874.1|DEUG
OG0004652	LOC6897046|XP_002137231.2|DPSE	LOC108116023|XP_017083199.1|DEUG
OG0004653	LOC4812902|XP_001353578.3|DPSE	LOC108108792|XP_017072456.1|DEUG
OG0004654	LOC4816917|XP_001356638.2|DPSE	LOC108111024|XP_017075833.1|DEUG
OG0004655	LOC4801687|XP_033239968.1|DPSE	LOC108116630|XP_017084098.1|DEUG
OG0004656	LOC4814235|XP_001354355.2|DPSE	LOC108109947|XP_017074241.1|DEUG
OG0004657	LOC4803294|XP_001360058.3|DPSE	LOC108110173|XP_017074585.1|DEUG
OG0004658	LOC4801033|XP_001358201.4|DPSE	LOC108117483|XP_017085444.1|DEUG
OG0004659	LOC4800642|XP_001357877.2|DPSE	LOC108108841|XP_017072538.1|DEUG
OG0004660	LOC4801734|XP_001358777.2|DPSE	LOC108115691|XP_017082749.1|DEUG
OG0004661	LOC4801192|XP_001358321.2|DPSE	LOC108107458|XP_017070527.1|DEUG
OG0004662	LOC6897609|XP_002137754.1|DPSE	LOC108111511|XP_017076515.1|DEUG
OG0004663	LOC4815002|XP_001355135.1|DPSE	LOC108103291|XP_017064193.1|DEUG
OG0004664	LOC6901749|XP_033241106.1|DPSE	LOC108103288|XP_017064188.1|DEUG
OG0004665	LOC4815227|XP_001355167.3|DPSE	LOC108110392|XP_017074936.1|DEUG
OG0004666	LOC4801509|XP_001358588.3|DPSE	LOC108110080|XP_017074462.1|DEUG
OG0004667	LOC4801504|XP_001358583.2|DPSE	LOC108110350|XP_017074879.1|DEUG
OG0004668	LOC6901810|XP_033237829.1|DPSE	LOC108110041|XP_017074389.1|DEUG
OG0004669	LOC6902353|XP_002133299.1|DPSE	LOC108107072|XP_017069930.1|DEUG
OG0004670	LOC4802649|XP_001359530.4|DPSE	LOC108113624|XP_017079775.1|DEUG
OG0004671	LOC6896926|XP_033238154.1|DPSE	LOC108111761|XP_017076811.1|DEUG
OG0004672	LOC4801364|XP_033232779.1|DPSE	LOC108105224|XP_017067176.1|DEUG
OG0004673	LOC4801703|XP_001358751.3|DPSE	LOC108109383|XP_017073366.1|DEUG
OG0004674	LOC4800662|XP_003736281.1|DPSE	LOC108115805|XP_017082883.1|DEUG
OG0004675	LOC4800657|XP_001357892.1|DPSE	LOC108115803|XP_017082877.1|DEUG
OG0004676	LOC4801916|XP_001358934.2|DPSE	LOC108115344|XP_017082255.1|DEUG
OG0004677	LOC4801758|XP_033232479.1|DPSE	LOC108116619|XP_017084082.1|DEUG
OG0004678	LOC4801757|XP_001358798.2|DPSE	LOC108116617|XP_017084079.1|DEUG
OG0004679	LOC6896990|XP_033232470.1|DPSE	LOC108117105|XP_017084810.1|DEUG
OG0004680	LOC4801210|XP_033232617.1|DPSE	LOC108111603|XP_017076616.1|DEUG
OG0004681	LOC4801700|XP_001358747.2|DPSE	LOC108109539|XP_017073593.1|DEUG
OG0004682	LOC4817568|XP_001356973.4|DPSE	LOC108102622|XP_017063220.1|DEUG
OG0004683	LOC4801396|XP_001358496.1|DPSE	LOC108116956|XP_017084600.1|DEUG
OG0004684	LOC4801500|XP_033236716.1|DPSE	LOC108110128|XP_017074526.1|DEUG
OG0004685	LOC4800480|XP_003736251.1|DPSE	LOC108116043|XP_017083228.1|DEUG
OG0004686	LOC4803040|XP_001359841.1|DPSE	LOC108108342|XP_017071867.1|DEUG
OG0004687	LOC4800483|XP_001357750.4|DPSE	LOC108116099|XP_017083309.1|DEUG
OG0004688	LOC4803236|XP_001360009.3|DPSE	LOC108116356|XP_017083669.1|DEUG
OG0004689	LOC6896816|XP_002137019.3|DPSE	LOC108116660|XP_017084140.1|DEUG
OG0004690	LOC4802276|XP_001359228.4|DPSE	LOC108116137|XP_017083353.1|DEUG
OG0004691	LOC4801253|XP_001358376.1|DPSE	LOC108115985|XP_017083133.1|DEUG
OG0004692	LOC4801572|XP_001358643.3|DPSE	LOC108116616|XP_017084074.1|DEUG
OG0004693	LOC4801574|XP_015037315.2|DPSE	LOC108116615|XP_017084072.1|DEUG
OG0004694	LOC117183982|XP_033235645.1|DPSE	LOC108113788|XP_017079985.1|DEUG
OG0004695	LOC4800659|XP_015038664.2|DPSE	LOC108115797|XP_017082867.1|DEUG
OG0004696	LOC4801551|XP_001358623.2|DPSE	LOC108110158|XP_017074569.1|DEUG
OG0004697	LOC26533845|XP_033237481.1|DPSE	LOC108103959|XP_017065217.1|DEUG
OG0004698	LOC4815625|XP_015041275.1|DPSE	LOC108103483|XP_017064477.1|DEUG
OG0004699	LOC4801013|XP_002137183.2|DPSE	LOC108116503|XP_017083927.1|DEUG
OG0004700	LOC4802755|XP_001359616.3|DPSE	LOC108114997|XP_017081722.1|DEUG
OG0004701	LOC4802247|XP_001359206.1|DPSE	LOC108110240|XP_017074717.1|DEUG
OG0004702	LOC4801744|XP_001358787.2|DPSE	LOC108116643|XP_017084114.1|DEUG
OG0004703	LOC4800558|XP_001357814.3|DPSE	LOC108116718|XP_017084228.1|DEUG
OG0004704	LOC6896752|XP_002136959.2|DPSE	LOC108117517|XP_017085502.1|DEUG
OG0004705	LOC4800849|XP_001358050.2|DPSE	LOC108110210|XP_017074678.1|DEUG
OG0004706	LOC4814087|XP_001354210.4|DPSE	LOC108109848|XP_017074092.1|DEUG
OG0004707	LOC4816261|XP_001355769.3|DPSE	LOC108107063|XP_017069918.1|DEUG
OG0004708	LOC4802991|XP_001359799.2|DPSE	LOC108115173|XP_017081981.1|DEUG
OG0004709	LOC4800965|XP_015038715.1|DPSE	LOC108109466|XP_017073476.1|DEUG
OG0004710	LOC4801943|XP_015037486.2|DPSE	LOC108111673|XP_017076696.1|DEUG
OG0004711	LOC4800741|XP_033232680.1|DPSE	LOC108115834|XP_017082917.1|DEUG
OG0004712	LOC4802003|XP_001359011.2|DPSE	LOC108116890|XP_017084480.1|DEUG
OG0004713	LOC6897340|XP_003736597.3|DPSE	LOC108116666|XP_017084149.1|DEUG
OG0004714	LOC4801790|XP_033240367.1|DPSE	LOC108116589|XP_017084022.1|DEUG
OG0004715	LOC4816547|XP_001356198.2|DPSE	LOC108105892|XP_017068162.1|DEUG
OG0004716	LOC4801765|XP_001358805.2|DPSE	LOC108116639|XP_017084108.1|DEUG
