Orthogroup	DPSE.longest_only	DSUZ.longest_only
OG0006193	LOC4815081|XP_001355019.1|DPSE	LOC108006562|XP_016925583.1|DSUZ
OG0006194	LOC4815030|XP_015042079.2|DPSE	LOC108006326|XP_016925315.1|DSUZ
OG0006195	LOC4815955|XP_001355312.2|DPSE	LOC108005476|XP_016924266.1|DSUZ
OG0006196	LOC6897474|XP_033241607.1|DPSE	LOC108010605|XP_016930987.1|DSUZ
OG0006197	LOC6899784|XP_033237056.1|DPSE	LOC108020340|XP_036669789.1|DSUZ
OG0006198	LOC6901448|XP_033240276.1|DPSE	LOC108016735|XP_036676694.1|DSUZ
OG0006199	LOC4801380|XP_001358483.2|DPSE	LOC108014565|XP_016936205.2|DSUZ
OG0006200	LOC4801198|XP_001358327.4|DPSE	LOC108020789|XP_036674597.1|DSUZ
OG0006201	LOC6901018|XP_015042192.2|DPSE	LOC108010452|XP_016930804.1|DSUZ
OG0006202	LOC4814264|XP_001354352.1|DPSE	LOC108010414|XP_036675997.1|DSUZ
OG0006203	LOC4814543|XP_015041509.2|DPSE	LOC108011139|XP_016931707.1|DSUZ
OG0006204	LOC6896742|XP_002136949.4|DPSE	LOC108014625|XP_016936277.2|DSUZ, LOC108006781|XP_016925821.1|DSUZ
OG0006205	LOC4815540|XP_001355666.2|DPSE	LOC108015317|XP_016937195.1|DSUZ
OG0006206	LOC4811754|XP_033240086.1|DPSE	LOC108018914|XP_016941994.1|DSUZ
OG0006207	LOC4818009|XP_001357480.2|DPSE	LOC108015420|XP_016937342.1|DSUZ
OG0006208	LOC4812573|XP_001352500.3|DPSE	LOC108013047|XP_016934147.1|DSUZ
OG0006209	LOC4816012|XP_001355730.3|DPSE	LOC108005435|XP_016924210.1|DSUZ
OG0006210	LOC6901607|XP_015041870.2|DPSE	LOC108014920|XP_036676604.1|DSUZ
OG0006211	LOC4817139|XP_001356518.2|DPSE	LOC108021324|XP_036678352.1|DSUZ
OG0006212	LOC4816881|XP_015035891.2|DPSE	LOC108021312|XP_016945459.1|DSUZ
OG0006213	LOC4802773|XP_001359633.3|DPSE	LOC118877828|XP_036673896.1|DSUZ, LOC108011605|XP_016932264.1|DSUZ
OG0006214	LOC4815329|XP_033239283.1|DPSE	LOC108006289|XP_016925238.1|DSUZ
OG0006215	LOC6901969|XP_033240845.1|DPSE	LOC108004652|XP_016923094.1|DSUZ
OG0006216	LOC4800733|XP_001357951.3|DPSE	LOC108016166|XP_016938276.1|DSUZ
OG0006217	LOC4815135|XP_001354800.2|DPSE	LOC108016974|XP_016939405.1|DSUZ
OG0006218	LOC4816541|XP_001356241.4|DPSE	LOC108021025|XP_016944995.1|DSUZ
OG0006219	LOC4815430|XP_015041140.1|DPSE	LOC108016765|XP_016939019.1|DSUZ
OG0006220	LOC6900789|XP_002135148.1|DPSE	LOC118877370|XP_036671794.1|DSUZ
OG0006221	LOC4800714|XP_001357938.3|DPSE	LOC108010778|XP_016931194.2|DSUZ
OG0006222	LOC4800712|XP_001357937.2|DPSE	LOC108010855|XP_016931319.2|DSUZ
OG0006223	LOC4814859|XP_001355031.2|DPSE	LOC108015329|XP_016937219.1|DSUZ
OG0006224	LOC6902245|XP_033241388.1|DPSE	LOC108014964|XP_036676861.1|DSUZ
OG0006225	LOC4815390|XP_001354850.3|DPSE	LOC108011171|XP_016931749.1|DSUZ
OG0006226	LOC6898687|XP_002138692.2|DPSE	LOC108008559|XP_016927919.1|DSUZ
OG0006227	LOC6901211|XP_002133912.2|DPSE	LOC108004742|XP_016923259.1|DSUZ
OG0006228	LOC4804127|XP_001360735.1|DPSE	LOC108008967|XP_016928391.1|DSUZ
OG0006229	LOC26532627|XP_033237074.1|DPSE	LOC108020375|XP_016944101.1|DSUZ
OG0006230	LOC4815765|XP_015041281.2|DPSE	LOC108005360|XP_016924096.1|DSUZ
OG0006231	LOC4814684|XP_015041498.2|DPSE	LOC108013708|XP_016935118.1|DSUZ
OG0006232	LOC6899744|XP_033237988.1|DPSE	LOC108019130|XP_016942359.1|DSUZ
OG0006233	LOC6899177|XP_033239056.1|DPSE	LOC108018926|XP_016942007.1|DSUZ
OG0006234	LOC4815928|XP_001355590.2|DPSE	LOC108005163|XP_016923826.1|DSUZ
OG0006235	LOC6901618|XP_002134288.2|DPSE	LOC108015311|XP_016937180.1|DSUZ
OG0006236	LOC6904037|XP_002136481.1|DPSE, LOC6901927|XP_033241305.1|DPSE	LOC108005474|XP_016924262.1|DSUZ
OG0006237	LOC4815541|XP_001355667.1|DPSE	LOC108015037|XP_016936758.1|DSUZ
OG0006238	LOC4814974|XP_015042013.2|DPSE	LOC108006333|XP_016925327.2|DSUZ
OG0006239	LOC6901176|XP_002133877.2|DPSE	LOC108005653|XP_016924457.1|DSUZ
OG0006240	LOC4800995|XP_033233145.1|DPSE	LOC108015521|XP_016937478.2|DSUZ
OG0006241	LOC4815927|XP_001355589.3|DPSE	LOC108005162|XP_016923825.1|DSUZ
OG0006242	LOC117184488|XP_033238219.1|DPSE	LOC108005420|XP_016924187.2|DSUZ
OG0006243	LOC4801513|XP_001358592.3|DPSE	LOC108010557|XP_016930925.2|DSUZ
OG0006244	LOC4800706|XP_001357931.1|DPSE	LOC108006975|XP_016926071.2|DSUZ
OG0006245	LOC4801668|XP_001358720.3|DPSE	LOC118879360|XP_036678108.1|DSUZ, LOC108020484|XP_036672970.1|DSUZ
OG0006246	LOC4814985|XP_001354662.2|DPSE	LOC108018991|XP_016942088.1|DSUZ
OG0006247	LOC4805012|XP_033235070.1|DPSE	LOC108009540|XP_016929469.1|DSUZ
OG0006248	LOC6896949|XP_002137134.2|DPSE	LOC108011991|XP_016932746.2|DSUZ
OG0006249	LOC4817582|XP_001356986.3|DPSE	LOC108020937|XP_016944858.1|DSUZ
OG0006250	LOC6902298|XP_015041368.1|DPSE	LOC108019151|XP_016942390.1|DSUZ
OG0006251	LOC4800745|XP_001357962.2|DPSE	LOC108018758|XP_036675528.1|DSUZ
OG0006252	LOC4800744|XP_001357961.1|DPSE	LOC108011278|XP_016931875.1|DSUZ
OG0006253	LOC6901287|XP_002133988.2|DPSE	LOC108018886|XP_036675871.1|DSUZ
OG0006254	LOC26533661|XP_033238615.1|DPSE	LOC108021036|XP_016945016.1|DSUZ
OG0006255	LOC4800930|XP_001358117.3|DPSE	LOC108005969|XP_016924893.2|DSUZ
OG0006256	LOC6902191|XP_002133718.1|DPSE	LOC108005311|XP_036677202.1|DSUZ
OG0006257	LOC4814405|XP_015042211.2|DPSE	LOC108015173|XP_016936945.1|DSUZ
OG0006258	LOC6902319|XP_033239609.1|DPSE	LOC108018852|XP_036676305.1|DSUZ
OG0006259	LOC4801647|XP_001358700.2|DPSE	LOC108020862|XP_036672862.1|DSUZ, LOC118876768|XP_036674567.1|DSUZ
OG0006260	LOC4815233|XP_001354734.2|DPSE	LOC108015175|XP_016936947.1|DSUZ
OG0006261	LOC4817796|XP_033235975.1|DPSE	LOC108006597|XP_016925611.1|DSUZ
OG0006262	LOC4814394|XP_001354420.3|DPSE	LOC108015382|XP_016937290.1|DSUZ
OG0006263	LOC4814726|XP_001354541.1|DPSE	LOC108015378|XP_016937286.1|DSUZ
OG0006264	LOC6901162|XP_015041432.2|DPSE	LOC108016533|XP_036676227.1|DSUZ
OG0006265	LOC4803873|XP_001360522.2|DPSE	LOC108009375|XP_016929168.1|DSUZ
OG0006266	LOC4814608|XP_033240728.1|DPSE	LOC108016948|XP_036676522.1|DSUZ
OG0006267	LOC4814838|XP_015041610.2|DPSE	LOC108004748|XP_016923272.1|DSUZ
OG0006268	LOC4804458|XP_001361017.3|DPSE	LOC108009668|XP_016929687.1|DSUZ
OG0006269	LOC4800352|XP_001357562.2|DPSE	LOC108006983|XP_036672955.1|DSUZ
OG0006270	LOC6901072|XP_002134551.1|DPSE	LOC108015107|XP_016936841.1|DSUZ
OG0006271	LOC4801021|XP_001358191.2|DPSE	LOC108020564|XP_036673071.1|DSUZ
OG0006272	LOC4814676|XP_015041493.2|DPSE	LOC108013724|XP_016935153.1|DSUZ
OG0006273	LOC4803413|XP_001360160.1|DPSE	LOC108017899|XP_016940558.1|DSUZ
OG0006274	LOC4815724|XP_001355531.4|DPSE	LOC108005352|XP_016924083.1|DSUZ
OG0006275	LOC4815090|XP_001354643.3|DPSE	LOC108019149|XP_016942387.1|DSUZ
OG0006276	LOC4814136|XP_033238481.1|DPSE	LOC108012803|XP_016933731.1|DSUZ
OG0006277	LOC6897155|XP_015037205.2|DPSE	LOC108018326|XP_036672701.1|DSUZ, LOC108017037|XP_036674951.1|DSUZ
OG0006278	LOC4816093|XP_001355726.4|DPSE	LOC108016698|XP_016938912.1|DSUZ
OG0006279	LOC4814444|XP_033238032.1|DPSE	LOC108006312|XP_016925299.1|DSUZ
OG0006280	LOC6901882|XP_015040930.2|DPSE	LOC108005084|XP_016923740.1|DSUZ
OG0006281	LOC4815455|XP_033237587.1|DPSE	LOC108005083|XP_016923739.1|DSUZ
OG0006282	LOC4814597|XP_001354955.4|DPSE	LOC108019132|XP_016942363.2|DSUZ
OG0006283	LOC4801562|XP_001358634.3|DPSE	LOC108007840|XP_016927093.2|DSUZ
OG0006284	LOC4812239|XP_001352539.2|DPSE	LOC108007505|XP_016926677.1|DSUZ
OG0006285	LOC4802732|XP_001359595.3|DPSE	LOC108011623|XP_016932297.1|DSUZ
OG0006286	LOC4801455|XP_001358549.4|DPSE	LOC108020285|XP_036677907.1|DSUZ, LOC108017519|XP_036673571.1|DSUZ
OG0006287	LOC4815165|XP_001354808.1|DPSE	LOC108006261|XP_016925197.2|DSUZ
OG0006288	LOC6896687|XP_002136901.2|DPSE	LOC108012150|XP_016932931.2|DSUZ
OG0006289	LOC4801431|XP_001358526.2|DPSE	LOC108014694|XP_016936358.1|DSUZ
OG0006290	LOC4815377|XP_001354985.2|DPSE	LOC108015316|XP_016937186.1|DSUZ
OG0006291	LOC4816569|XP_001355916.1|DPSE	LOC108011932|XP_016932669.1|DSUZ
OG0006292	LOC4815462|XP_033237570.1|DPSE	LOC108005452|XP_036677261.1|DSUZ
OG0006293	LOC4813625|XP_001353650.3|DPSE	LOC108012541|XP_016933444.2|DSUZ
OG0006294	LOC6901629|XP_015041906.2|DPSE	LOC108006523|XP_036676317.1|DSUZ
OG0006295	LOC4816023|XP_001355717.2|DPSE	LOC108016893|XP_016939288.1|DSUZ
OG0006296	LOC4814634|XP_001355013.2|DPSE	LOC108015192|XP_016937001.2|DSUZ
OG0006297	LOC6901911|XP_015040996.2|DPSE	LOC108016870|XP_016939238.1|DSUZ
OG0006298	LOC4815050|XP_001355020.3|DPSE	LOC108006530|XP_016925543.1|DSUZ
OG0006299	LOC6901632|XP_015041908.2|DPSE	LOC108019092|XP_036675771.1|DSUZ
OG0006300	LOC4815007|XP_001354637.3|DPSE	LOC108018933|XP_016942015.1|DSUZ
OG0006301	LOC4814681|XP_001354943.3|DPSE	LOC108019189|XP_016942451.1|DSUZ
OG0006302	LOC4814692|XP_033237999.1|DPSE	LOC108004681|XP_016923157.1|DSUZ
OG0006303	LOC6898043|XP_002138131.2|DPSE	LOC108009647|XP_016929641.1|DSUZ
OG0006304	LOC6896832|XP_002137035.3|DPSE	LOC108007625|XP_036673617.1|DSUZ
OG0006305	LOC4800621|XP_033240324.1|DPSE	LOC108007628|XP_036673493.1|DSUZ
OG0006306	LOC4802125|XP_033233101.1|DPSE	LOC108006632|XP_016925657.2|DSUZ
OG0006307	LOC4801938|XP_001358955.5|DPSE	LOC108010817|XP_036675623.1|DSUZ
OG0006308	LOC4814215|XP_001354335.2|DPSE	LOC108005127|XP_016923790.2|DSUZ
OG0006309	LOC4815902|XP_001355597.3|DPSE	LOC108005341|XP_036676955.1|DSUZ
OG0006310	LOC4801485|XP_001358568.4|DPSE	LOC108014381|XP_016935972.2|DSUZ
OG0006311	LOC4815710|XP_001355550.4|DPSE	LOC108019061|XP_036675704.1|DSUZ
OG0006312	LOC4815761|XP_001355549.3|DPSE	LOC108018940|XP_036675706.1|DSUZ
OG0006313	LOC4815277|XP_001354527.3|DPSE	LOC108004692|XP_016923191.1|DSUZ
OG0006314	LOC4811743|XP_001352315.2|DPSE	LOC108019226|XP_016942511.1|DSUZ
OG0006315	LOC4800343|XP_003736198.2|DPSE	LOC108010865|XP_016931331.2|DSUZ
OG0006316	LOC4816017|XP_001355289.1|DPSE	LOC108005086|XP_016923746.1|DSUZ
OG0006317	LOC4814813|XP_001355157.1|DPSE	LOC108021823|XP_016946115.1|DSUZ
OG0006318	LOC4814938|XP_033238185.1|DPSE	LOC108015287|XP_036676128.1|DSUZ
OG0006319	LOC4804890|XP_001361378.2|DPSE	LOC108009947|XP_016930182.1|DSUZ
OG0006320	LOC6901062|XP_002134541.1|DPSE	LOC108015276|XP_016937132.1|DSUZ
OG0006321	LOC4815334|XP_001354927.3|DPSE	LOC108016761|XP_016939004.1|DSUZ
OG0006322	LOC6901209|XP_002133910.2|DPSE	LOC108015295|XP_016937160.1|DSUZ
OG0006323	LOC6899672|XP_033238030.1|DPSE, LOC117185137|XP_033240975.1|DPSE	LOC108018978|XP_016942070.1|DSUZ
OG0006324	LOC6901954|XP_002133488.2|DPSE	LOC108016857|XP_016939211.1|DSUZ
OG0006325	LOC4801547|XP_001358619.3|DPSE	LOC118877805|XP_036673838.1|DSUZ, LOC108019422|XP_036674054.1|DSUZ
OG0006326	LOC4813844|XP_001353156.3|DPSE	LOC108019359|XP_016942671.1|DSUZ
OG0006327	LOC4801142|XP_001358281.3|DPSE	LOC108016152|XP_036675511.1|DSUZ
OG0006328	LOC6896965|XP_033232750.1|DPSE	LOC108005960|XP_036672988.1|DSUZ
OG0006329	LOC4815727|XP_001355273.3|DPSE	LOC108005313|XP_016924011.1|DSUZ
OG0006330	LOC4801378|XP_015037212.2|DPSE	LOC118877684|XP_036673299.1|DSUZ
OG0006331	LOC4814930|XP_001355081.4|DPSE	LOC108005399|XP_016924150.1|DSUZ
OG0006332	LOC4814442|XP_001354836.3|DPSE	LOC108005479|XP_016924269.1|DSUZ
OG0006333	LOC4815225|XP_001354726.4|DPSE	LOC108004687|XP_016923179.1|DSUZ
OG0006334	LOC6902307|XP_002133834.1|DPSE	LOC108016775|XP_016939029.1|DSUZ
OG0006335	LOC6896823|XP_002137026.2|DPSE	LOC108011018|XP_016931532.2|DSUZ
OG0006336	LOC4815285|XP_001354868.1|DPSE	LOC108004666|XP_016923131.1|DSUZ
OG0006337	LOC4815247|XP_033238222.1|DPSE	LOC108004604|XP_016923032.1|DSUZ
OG0006338	LOC4802740|XP_001359603.1|DPSE	LOC108011665|XP_016932353.1|DSUZ
OG0006339	LOC6899606|XP_033237613.1|DPSE	LOC108019201|XP_016942480.1|DSUZ
OG0006340	LOC6901573|XP_002134246.1|DPSE	LOC108019156|XP_016942396.1|DSUZ
OG0006341	LOC4814317|XP_001354398.2|DPSE	LOC108015279|XP_036676354.1|DSUZ
OG0006342	LOC4814256|XP_033239329.1|DPSE	LOC108014957|XP_036676409.1|DSUZ
OG0006343	LOC6901056|XP_002134535.2|DPSE	LOC108014958|XP_036676663.1|DSUZ
OG0006344	LOC4815499|XP_033239482.1|DPSE	LOC108005310|XP_016924009.1|DSUZ
OG0006345	LOC4800705|XP_033232584.1|DPSE	LOC108016071|XP_036673171.1|DSUZ
OG0006346	LOC4800463|XP_001357734.2|DPSE	LOC108014787|XP_016936468.2|DSUZ
OG0006347	LOC6897317|XP_003736581.3|DPSE	LOC108020607|XP_036673276.1|DSUZ
OG0006348	LOC6901267|XP_015041538.2|DPSE	LOC108019209|XP_016942494.1|DSUZ
OG0006349	LOC6901160|XP_033240730.1|DPSE	LOC108016895|XP_036676523.1|DSUZ
OG0006350	LOC6896781|XP_002136987.1|DPSE	LOC108007562|XP_016926744.1|DSUZ
OG0006351	LOC4815284|XP_033241494.1|DPSE	LOC108013728|XP_036676316.1|DSUZ
OG0006352	LOC4803656|XP_001360339.2|DPSE	LOC108008333|XP_016927648.1|DSUZ
OG0006353	LOC4800415|XP_015038765.2|DPSE	LOC108016484|XP_016938637.2|DSUZ
OG0006354	LOC4800936|XP_001358123.3|DPSE	LOC108005971|XP_016924896.2|DSUZ
OG0006355	LOC4816052|XP_002133751.2|DPSE	LOC108014961|XP_016936670.2|DSUZ
OG0006356	LOC4814934|XP_001354537.2|DPSE	LOC108016754|XP_016938990.1|DSUZ
OG0006357	LOC6901910|XP_015040983.2|DPSE	LOC108016839|XP_016939155.1|DSUZ
OG0006358	LOC4811942|XP_001352766.1|DPSE	LOC108012907|XP_016933913.1|DSUZ
OG0006359	LOC4801526|XP_001358602.2|DPSE	LOC108006417|XP_036673224.1|DSUZ
OG0006360	LOC4815063|XP_015042062.1|DPSE	LOC108004574|XP_016922999.1|DSUZ
OG0006361	LOC4802277|XP_001359229.3|DPSE	LOC108015983|XP_036675137.1|DSUZ
OG0006362	LOC4814539|XP_001354967.1|DPSE	LOC108016921|XP_016939336.1|DSUZ
OG0006363	LOC6901742|XP_015042095.2|DPSE	LOC108014942|XP_036676115.1|DSUZ
OG0006364	LOC4817726|XP_033235972.1|DPSE	LOC108009558|XP_016929512.1|DSUZ
OG0006365	LOC4815174|XP_001355043.3|DPSE	LOC108014951|XP_036676692.1|DSUZ
OG0006366	LOC6901652|XP_033239800.1|DPSE	LOC108014952|XP_036676762.1|DSUZ
OG0006367	LOC6902248|XP_002133775.2|DPSE	LOC108014965|XP_036676674.1|DSUZ
OG0006368	LOC4800371|XP_015038600.2|DPSE	LOC118876789|XP_036675428.1|DSUZ
OG0006369	LOC4800370|XP_015038540.2|DPSE	LOC108017244|XP_036675670.1|DSUZ
OG0006370	LOC4814345|XP_001354378.1|DPSE	LOC108004854|XP_016923424.1|DSUZ
OG0006371	LOC4800317|XP_001357591.2|DPSE	LOC108012164|XP_016932947.2|DSUZ
OG0006372	LOC6899810|XP_002135725.1|DPSE	LOC108016169|XP_036675624.1|DSUZ
OG0006373	LOC6901594|XP_015041850.2|DPSE	LOC108015426|XP_036676533.1|DSUZ
OG0006374	LOC4815449|XP_001355547.2|DPSE	LOC108019070|XP_016942200.1|DSUZ
OG0006375	LOC4815122|XP_001355204.3|DPSE	LOC108005356|XP_016924091.1|DSUZ
OG0006376	LOC4815543|XP_001355668.3|DPSE	LOC108015242|XP_016937077.1|DSUZ
OG0006377	LOC4814418|XP_001354390.1|DPSE	LOC108004846|XP_016923417.1|DSUZ
OG0006378	LOC4800510|XP_001357775.3|DPSE	LOC108015520|XP_016937475.1|DSUZ
OG0006379	LOC6902206|XP_002133733.2|DPSE	LOC108005290|XP_016923977.1|DSUZ
OG0006380	LOC4815125|XP_001354687.2|DPSE	LOC108016990|XP_016939427.1|DSUZ
OG0006381	LOC4815098|XP_001355017.2|DPSE	LOC108006559|XP_016925578.2|DSUZ
OG0006382	LOC4815748|XP_001355677.3|DPSE	LOC108005159|XP_016923823.1|DSUZ
OG0006383	LOC4815762|XP_033239006.1|DPSE	LOC108005353|XP_016924086.1|DSUZ
OG0006384	LOC4815668|XP_001355270.2|DPSE	LOC108005170|XP_016923834.1|DSUZ
OG0006385	LOC4800934|XP_001358121.2|DPSE	LOC108005959|XP_036672987.1|DSUZ
OG0006386	LOC4816204|XP_001355786.1|DPSE	LOC108017367|XP_016939880.1|DSUZ
OG0006387	LOC4800393|XP_001357678.4|DPSE	LOC108017269|XP_016939773.2|DSUZ
OG0006388	LOC4815991|XP_001355714.4|DPSE	LOC108016773|XP_016939027.1|DSUZ
OG0006389	LOC4815820|XP_001355715.4|DPSE	LOC108016774|XP_016939028.1|DSUZ
OG0006390	LOC4802239|XP_015037691.1|DPSE	LOC108018595|XP_016941644.2|DSUZ
OG0006391	LOC4801389|XP_001358490.3|DPSE	LOC108018770|XP_016941839.1|DSUZ, LOC118877806|XP_036673840.1|DSUZ
OG0006392	LOC4814487|XP_001354544.4|DPSE	LOC108015305|XP_016937172.1|DSUZ
OG0006393	LOC4817722|XP_001357124.4|DPSE	LOC108006999|XP_036676983.1|DSUZ
OG0006394	LOC4800651|XP_001357884.1|DPSE	LOC108017339|XP_016939860.1|DSUZ
OG0006395	LOC4800353|XP_001357561.1|DPSE	LOC108006984|XP_036672956.1|DSUZ
OG0006396	LOC4814731|XP_001354571.3|DPSE	LOC108013684|XP_016935092.1|DSUZ
OG0006397	LOC4815267|XP_001355164.3|DPSE	LOC108019042|XP_016942155.1|DSUZ
OG0006398	LOC6901319|XP_002134020.2|DPSE	LOC108015376|XP_016937283.1|DSUZ
OG0006399	LOC4815650|XP_033239496.1|DPSE	LOC108005445|XP_016924224.1|DSUZ
OG0006400	LOC4815795|XP_001355275.3|DPSE	LOC108005444|XP_016924223.1|DSUZ
OG0006401	LOC4813657|XP_001353486.3|DPSE	LOC108020700|XP_036671680.1|DSUZ
OG0006402	LOC4802248|XP_001359207.2|DPSE	LOC108014404|XP_036672770.1|DSUZ
OG0006403	LOC4803295|XP_001360059.2|DPSE	LOC108006136|XP_036672900.1|DSUZ
OG0006404	LOC4802837|XP_001359673.4|DPSE	LOC108014722|XP_016936380.2|DSUZ
OG0006405	LOC4813302|XP_001353593.3|DPSE	LOC108005535|XP_036670979.1|DSUZ
OG0006406	LOC4801604|XP_001358671.2|DPSE	LOC108011724|XP_016932435.2|DSUZ
OG0006407	LOC4815331|XP_001354981.3|DPSE	LOC108015313|XP_016937182.1|DSUZ
OG0006408	LOC4815176|XP_001354938.1|DPSE	LOC108018981|XP_016942076.1|DSUZ
OG0006409	LOC4815254|XP_001354755.2|DPSE	LOC108005175|XP_016923840.1|DSUZ
OG0006410	LOC4815320|XP_001354512.2|DPSE	LOC108011151|XP_016931726.1|DSUZ
OG0006411	LOC6901317|XP_033239448.1|DPSE	LOC108005185|XP_016923858.1|DSUZ
OG0006412	LOC4801332|XP_001358444.2|DPSE	LOC108006364|XP_036675446.1|DSUZ
OG0006413	LOC4801334|XP_015037190.2|DPSE	LOC108006373|XP_016925383.2|DSUZ
OG0006414	LOC4801970|XP_001358983.2|DPSE	LOC108007049|XP_016926145.2|DSUZ
OG0006415	LOC4814248|XP_001354419.3|DPSE	LOC108014956|XP_016936666.2|DSUZ
OG0006416	LOC4814814|XP_001355146.2|DPSE	LOC108004695|XP_016923195.1|DSUZ
OG0006417	LOC4816462|XP_001356150.2|DPSE	LOC108021463|XP_016945682.1|DSUZ
OG0006418	LOC6901013|XP_033238151.1|DPSE	LOC108005385|XP_036677224.1|DSUZ
OG0006419	LOC4800729|XP_001357949.2|DPSE	LOC108010837|XP_016931294.1|DSUZ
OG0006420	LOC4801565|XP_001358639.2|DPSE	LOC108011901|XP_016932640.2|DSUZ
OG0006421	LOC4816417|XP_001356077.3|DPSE	LOC108009705|XP_016929753.1|DSUZ
OG0006422	LOC4818105|XP_001357229.1|DPSE	LOC108020358|XP_016944055.1|DSUZ
OG0006423	LOC4801674|XP_001358724.3|DPSE	LOC108020511|XP_016944334.1|DSUZ
OG0006424	LOC6897297|XP_002137456.2|DPSE	LOC108020513|XP_016944336.1|DSUZ
OG0006425	LOC4801676|XP_001358726.3|DPSE	LOC108020520|XP_036672911.1|DSUZ
OG0006426	LOC4801677|XP_001358727.2|DPSE	LOC108020518|XP_016944346.1|DSUZ
OG0006427	LOC4800666|XP_001357898.2|DPSE	LOC108006659|XP_036673354.1|DSUZ
OG0006428	LOC4801540|XP_015037306.2|DPSE	LOC108017422|XP_036674063.1|DSUZ, LOC118877787|XP_036673753.1|DSUZ
OG0006429	LOC4801754|XP_001358795.2|DPSE	LOC108007459|XP_036673433.1|DSUZ
OG0006430	LOC4812475|XP_001352992.1|DPSE	LOC108013467|XP_016934832.1|DSUZ
OG0006431	LOC4800299|XP_001357648.2|DPSE	LOC108015501|XP_036675296.1|DSUZ
OG0006432	LOC4801003|XP_001358177.3|DPSE	LOC108014149|XP_036672557.1|DSUZ
OG0006433	LOC4801575|XP_001358645.3|DPSE	LOC108011892|XP_036674331.1|DSUZ
OG0006434	LOC4811836|XP_001382214.2|DPSE	LOC108021644|XP_016945942.1|DSUZ
OG0006435	LOC6897117|XP_015037111.2|DPSE	LOC108011700|XP_036675346.1|DSUZ
OG0006436	LOC4816058|XP_001355587.2|DPSE	LOC108005465|XP_016924249.1|DSUZ
OG0006437	LOC6901341|XP_015041591.1|DPSE	LOC108004684|XP_016923163.1|DSUZ
OG0006438	LOC4817274|XP_001356436.2|DPSE	LOC108020997|XP_016944957.1|DSUZ
OG0006439	LOC4800797|XP_001358008.1|DPSE	LOC108015672|XP_036673729.1|DSUZ, LOC118879355|XP_036678099.1|DSUZ
OG0006440	LOC4800798|XP_001358009.3|DPSE	LOC108015656|XP_036673734.1|DSUZ, LOC108015655|XP_036678102.1|DSUZ
OG0006441	LOC4801919|XP_001358937.3|DPSE	LOC108014344|XP_036675187.1|DSUZ
OG0006442	LOC4800431|XP_001357709.3|DPSE	LOC108011509|XP_016932152.2|DSUZ
OG0006443	LOC4802275|XP_001359227.1|DPSE	LOC108015984|XP_016938060.1|DSUZ
OG0006444	LOC4800253|XP_001357643.1|DPSE	LOC108019454|XP_036675390.1|DSUZ
OG0006445	LOC4815847|XP_001355582.2|DPSE	LOC108015533|XP_036671591.1|DSUZ
OG0006446	LOC4811823|XP_001352378.4|DPSE	LOC108005008|XP_036673406.1|DSUZ
OG0006447	LOC4811824|XP_001382205.4|DPSE	LOC108005014|XP_036673362.1|DSUZ
OG0006448	LOC4801787|XP_001358824.1|DPSE	LOC108004861|XP_016923433.2|DSUZ
OG0006449	LOC4801785|XP_001358822.4|DPSE	LOC108020640|XP_036673272.1|DSUZ
OG0006450	LOC4817683|XP_001357069.2|DPSE	LOC108005891|XP_016924774.1|DSUZ
OG0006451	LOC4815027|XP_033240930.1|DPSE	LOC108014969|XP_036676665.1|DSUZ
OG0006452	LOC4802128|XP_033241712.1|DPSE	LOC108006628|XP_036673277.1|DSUZ
OG0006453	LOC4813741|XP_001353786.2|DPSE	LOC108004807|XP_016923363.2|DSUZ
OG0006454	LOC4814334|XP_001354494.3|DPSE	LOC108015367|XP_036676092.1|DSUZ
OG0006455	LOC4802758|XP_033241148.1|DPSE	LOC108011619|XP_016932280.1|DSUZ
OG0006456	LOC4802756|XP_001359617.2|DPSE	LOC108011659|XP_016932344.1|DSUZ
OG0006457	LOC4801266|XP_001358387.3|DPSE	LOC108018312|XP_036674403.1|DSUZ
OG0006458	LOC6899499|XP_002136033.3|DPSE, LOC4811722|XP_033235777.1|DPSE	LOC108018095|XP_016940992.1|DSUZ
OG0006459	LOC4800617|XP_001357861.1|DPSE	LOC108012191|XP_016932975.2|DSUZ
OG0006460	LOC4801763|XP_001358804.2|DPSE	LOC108015749|XP_036673331.1|DSUZ
OG0006461	LOC4800851|XP_001358052.2|DPSE	LOC108004816|XP_016923375.2|DSUZ
OG0006462	LOC4800569|XP_033232363.1|DPSE	LOC108007411|XP_036674699.1|DSUZ
OG0006463	LOC4801255|XP_001358378.4|DPSE	LOC108011694|XP_036673207.1|DSUZ
OG0006464	LOC4812261|XP_015044060.2|DPSE	LOC108013379|XP_016934687.1|DSUZ
OG0006465	LOC4815521|XP_001355349.1|DPSE	LOC108016645|XP_016938840.1|DSUZ
OG0006466	LOC4815793|XP_001355555.2|DPSE	LOC108015130|XP_016936881.1|DSUZ
OG0006467	LOC4801345|XP_001358454.2|DPSE	LOC108014883|XP_036672595.1|DSUZ
OG0006468	LOC4801782|XP_001358819.3|DPSE	LOC108020635|XP_016944476.1|DSUZ
OG0006469	LOC6901537|XP_002134212.1|DPSE	LOC108013737|XP_016935177.1|DSUZ
OG0006470	LOC4813194|XP_001353264.5|DPSE	LOC108007506|XP_016926678.2|DSUZ
