Orthogroup	DPSE.longest_only	ASTE.longest_only
OG0004395	LOC4805160|XP_033234484.1|DPSE	LOC118517696|XP_035920012.1|ASTE
OG0004396	LOC4804825|XP_001361327.2|DPSE	LOC118517689|XP_035919993.1|ASTE
OG0004397	LOC4804168|XP_001360772.1|DPSE	LOC118517691|XP_035920003.1|ASTE
OG0004398	LOC4804167|XP_033234806.1|DPSE	LOC118517698|XP_035920015.1|ASTE
OG0004399	LOC4804590|XP_001361126.1|DPSE	LOC118506350|XP_035899232.1|ASTE
OG0004400	LOC4803005|XP_001359810.2|DPSE	LOC118506231|XP_035898970.1|ASTE, LOC118506233|XP_035898975.1|ASTE
OG0004401	LOC6903654|XP_002136817.3|DPSE	LOC118506232|XP_035898973.1|ASTE
OG0004402	LOC4803391|XP_001357531.2|DPSE	LOC118508394|XP_035904039.1|ASTE
OG0004403	LOC4803961|XP_001360599.3|DPSE	LOC118503312|XP_035892329.1|ASTE
OG0004404	LOC4805668|XP_001362029.3|DPSE	LOC118506213|XP_035898924.1|ASTE
OG0004405	LOC6900425|XP_002134816.2|DPSE	LOC118507243|XP_035901389.1|ASTE
OG0004406	LOC6900111|XP_015043797.2|DPSE	LOC118505992|XP_035898458.1|ASTE
OG0004407	LOC4805040|XP_001361505.2|DPSE	LOC118504726|XP_035895460.1|ASTE
OG0004408	LOC4813544|XP_001353602.2|DPSE	LOC118507332|XP_035901614.1|ASTE
OG0004409	LOC4811843|XP_001382223.3|DPSE	LOC118512349|XP_035912536.1|ASTE
OG0004410	LOC4803996|XP_001360627.3|DPSE	LOC118504747|XP_035895529.1|ASTE
OG0004411	LOC4812403|XP_001352893.3|DPSE	LOC118512393|XP_035912663.1|ASTE
OG0004412	LOC4812030|XP_001352892.3|DPSE	LOC118512373|XP_035912616.1|ASTE
OG0004413	LOC4803509|XP_001360222.3|DPSE	LOC118512374|XP_035912618.1|ASTE
OG0004414	LOC6898447|XP_002138490.1|DPSE	LOC118512365|XP_035912583.1|ASTE
OG0004415	LOC4804016|XP_001360646.3|DPSE	LOC118504844|XP_035895745.1|ASTE
OG0004416	LOC6903879|XP_002136630.1|DPSE	LOC118507759|XP_035902669.1|ASTE
OG0004417	LOC4800429|XP_001357707.2|DPSE	LOC118503200|XP_035892078.1|ASTE
OG0004418	LOC4804372|XP_001360945.4|DPSE	LOC118506196|XP_035898885.1|ASTE
OG0004419	LOC4805074|XP_004444386.2|DPSE	LOC118506209|XP_035898910.1|ASTE, LOC118506270|XP_035899065.1|ASTE
OG0004420	LOC4803382|XP_001360089.3|DPSE	LOC118504158|XP_035894184.1|ASTE
OG0004421	LOC4813743|XP_001353962.1|DPSE	LOC118504171|XP_035894207.1|ASTE
OG0004422	LOC4813793|XP_001353790.1|DPSE	LOC118517666|XP_035919938.1|ASTE
OG0004423	LOC4804093|XP_001360711.2|DPSE	LOC118505989|XP_035898448.1|ASTE
OG0004424	LOC4805609|XP_004444553.3|DPSE	LOC118503230|XP_035892122.1|ASTE, LOC118516557|XP_035918398.1|ASTE
OG0004425	LOC4812230|XP_001352985.2|DPSE	LOC118516559|XP_035918410.1|ASTE, LOC118503236|XP_035892138.1|ASTE
OG0004426	LOC4812275|XP_001352978.1|DPSE	LOC118503239|XP_035892141.1|ASTE
OG0004427	LOC4812597|XP_001353018.2|DPSE	LOC118503166|XP_035892023.1|ASTE
OG0004428	LOC4802009|XP_015037539.1|DPSE	LOC118503172|XP_035892036.1|ASTE
OG0004429	LOC4818078|XP_033236275.1|DPSE	LOC118517294|XP_035919173.1|ASTE, LOC118506280|XP_035899090.1|ASTE
OG0004430	LOC6900366|XP_033238229.1|DPSE	LOC118503695|XP_035893138.1|ASTE
OG0004431	LOC4800992|XP_001358167.3|DPSE	LOC118506204|XP_035898905.1|ASTE
OG0004432	LOC4800993|XP_001358168.4|DPSE	LOC118506202|XP_035898903.1|ASTE
OG0004433	LOC4813685|XP_001353520.3|DPSE	LOC118505880|XP_035898210.1|ASTE
OG0004434	LOC4804166|XP_001360770.2|DPSE	LOC118502742|XP_035891200.1|ASTE
OG0004435	LOC4804139|XP_001360745.2|DPSE	LOC118507377|XP_035901715.1|ASTE
OG0004436	LOC6898642|XP_033234001.1|DPSE	LOC118504221|XP_035894321.1|ASTE
OG0004437	LOC4804623|XP_001361156.2|DPSE	LOC118516473|XP_035918284.1|ASTE, LOC118505886|XP_035898224.1|ASTE
OG0004438	LOC4803654|XP_001360337.1|DPSE	LOC118503075|XP_035891845.1|ASTE
OG0004439	LOC4803956|XP_001360594.2|DPSE	LOC118503074|XP_035891844.1|ASTE
OG0004440	LOC4803995|XP_001360626.1|DPSE	LOC118503071|XP_035891838.1|ASTE
OG0004441	LOC4817531|XP_001356946.1|DPSE	LOC118503906|XP_035893591.1|ASTE
OG0004442	LOC4805398|XP_001361803.2|DPSE	LOC118503880|XP_035893526.1|ASTE
OG0004443	LOC4813288|XP_001353362.2|DPSE	LOC118507204|XP_035901180.1|ASTE
OG0004444	LOC6898393|XP_002138440.1|DPSE	LOC118506122|XP_035898741.1|ASTE
OG0004445	LOC4804320|XP_015039809.2|DPSE	LOC118506108|XP_035898687.1|ASTE
OG0004446	LOC4800332|XP_001357580.2|DPSE	LOC118506107|XP_035898686.1|ASTE
OG0004447	LOC4801793|XP_001358830.1|DPSE	LOC118504160|XP_035894186.1|ASTE
OG0004448	LOC4804682|XP_001361203.1|DPSE	LOC118516524|XP_035918352.1|ASTE, LOC118506085|XP_035898657.1|ASTE
OG0004449	LOC4813142|XP_015042830.1|DPSE	LOC118503493|XP_035892707.1|ASTE
OG0004450	LOC4803667|XP_001360350.3|DPSE	LOC118503046|XP_035891773.1|ASTE
OG0004451	LOC4803662|XP_001360345.2|DPSE	LOC118504205|XP_035894283.1|ASTE
OG0004452	LOC4804939|XP_001361421.1|DPSE	LOC118504206|XP_035894288.1|ASTE
OG0004453	LOC4804157|XP_001360763.4|DPSE	LOC118504209|XP_035894290.1|ASTE
OG0004454	LOC4802591|XP_001359484.2|DPSE	LOC118505896|XP_035898244.1|ASTE
OG0004455	LOC4813918|XP_001353129.2|DPSE	LOC118503495|XP_035892713.1|ASTE
OG0004456	LOC6901406|XP_002134092.2|DPSE	LOC118503496|XP_035892714.1|ASTE
OG0004457	LOC4813501|XP_015043308.2|DPSE	LOC118503497|XP_035892715.1|ASTE
OG0004458	LOC4812059|XP_033241150.1|DPSE	LOC118503076|XP_035891846.1|ASTE
OG0004459	LOC6900833|XP_015043386.2|DPSE	LOC118503079|XP_035891851.1|ASTE
OG0004460	LOC4813487|XP_001353799.1|DPSE	LOC118508046|XP_035903391.1|ASTE
OG0004461	LOC4813832|XP_001353159.3|DPSE	LOC118503336|XP_035892393.1|ASTE
OG0004462	LOC4811859|XP_001352920.2|DPSE	LOC118503343|XP_035892405.1|ASTE
OG0004463	LOC4812476|XP_015043538.2|DPSE	LOC118503350|XP_035892423.1|ASTE
OG0004464	LOC6900231|XP_015043996.2|DPSE	LOC118503335|XP_035892392.1|ASTE
OG0004465	LOC6903406|XP_002132285.3|DPSE	LOC118503854|XP_035893461.1|ASTE
OG0004466	LOC4812299|XP_001352915.4|DPSE	LOC118503847|XP_035893449.1|ASTE
OG0004467	LOC4812888|XP_001353532.2|DPSE	LOC118503839|XP_035893440.1|ASTE
OG0004468	LOC4813828|XP_001353533.1|DPSE	LOC118503835|XP_035893437.1|ASTE
OG0004469	LOC4813341|XP_001353148.4|DPSE	LOC118503828|XP_035893424.1|ASTE
OG0004470	LOC4817650|XP_033236239.1|DPSE	LOC118503781|XP_035893349.1|ASTE
OG0004471	LOC6897221|XP_002137393.2|DPSE	LOC118503773|XP_035893336.1|ASTE
OG0004472	LOC4805129|XP_001361583.1|DPSE	LOC118506136|XP_035898765.1|ASTE
OG0004473	LOC26533012|XP_015039837.2|DPSE	LOC118506130|XP_035898757.1|ASTE
OG0004474	LOC4804358|XP_001360932.1|DPSE	LOC118506127|XP_035898754.1|ASTE
OG0004475	LOC6898040|XP_002138128.2|DPSE	LOC118506126|XP_035898753.1|ASTE
OG0004476	LOC6901451|XP_002134137.3|DPSE, LOC6902592|XP_002133120.2|DPSE	LOC118508881|XP_035904587.1|ASTE
OG0004477	LOC4803573|XP_001360280.2|DPSE	LOC118503739|XP_035893259.1|ASTE
OG0004478	LOC4803876|XP_033234240.1|DPSE	LOC118503734|XP_035893243.1|ASTE
OG0004479	LOC117183718|XP_033234498.1|DPSE	LOC118505293|XP_035896786.1|ASTE
OG0004480	LOC4815780|XP_001355732.1|DPSE	LOC118517488|XP_035919577.1|ASTE
OG0004481	LOC6898433|XP_002138475.1|DPSE	LOC118511988|XP_035911621.1|ASTE
OG0004482	LOC4800315|XP_001357593.3|DPSE	LOC118517372|XP_035919284.1|ASTE
OG0004483	LOC4803518|XP_001360231.3|DPSE	LOC118507439|XP_035901810.1|ASTE
OG0004484	LOC4802303|XP_001359246.2|DPSE	LOC118502435|XP_035890556.1|ASTE
OG0004485	LOC4815702|XP_033240746.1|DPSE	LOC118513932|XP_035916196.1|ASTE
OG0004486	LOC4804001|XP_001360632.1|DPSE	LOC118503530|XP_035892809.1|ASTE
OG0004487	LOC4811890|XP_015043560.1|DPSE	LOC118509838|XP_035906923.1|ASTE
OG0004488	LOC6898094|XP_002138176.2|DPSE	LOC118512905|XP_035913923.1|ASTE
OG0004504	LOC6899762|XP_033241751.1|DPSE	LOC118512851|XP_035913814.1|ASTE
OG0004505	LOC4801633|XP_015037330.1|DPSE	LOC118504954|XP_035895970.1|ASTE
OG0004506	LOC4801096|XP_001358247.2|DPSE	LOC118505903|XP_035898253.1|ASTE
OG0004507	LOC4801879|XP_001358902.2|DPSE	LOC118507824|XP_035902819.1|ASTE
OG0004508	LOC6897149|XP_002137329.3|DPSE	LOC118505151|XP_035896426.1|ASTE
OG0004509	LOC4813813|XP_001353906.2|DPSE	LOC118509882|XP_035907014.1|ASTE
OG0004510	LOC4815877|XP_033238737.1|DPSE	LOC118510438|XP_035908116.1|ASTE
OG0004511	LOC6897159|XP_002137339.3|DPSE	LOC118503740|XP_035893265.1|ASTE
OG0004512	LOC4811803|XP_001352367.4|DPSE	LOC118509647|XP_035906461.1|ASTE
OG0004513	LOC4811847|XP_033237202.1|DPSE	LOC118509547|XP_035906194.1|ASTE
OG0004514	LOC4811775|XP_015044540.2|DPSE	LOC118509504|XP_035906059.1|ASTE
OG0004515	LOC4814705|XP_001354886.3|DPSE	LOC118505960|XP_035898391.1|ASTE, LOC118505966|XP_035898405.1|ASTE
OG0004516	LOC4816007|XP_001355366.3|DPSE	LOC118506369|XP_035899289.1|ASTE
OG0004517	LOC4815147|XP_015041801.2|DPSE	LOC118516111|XP_035917992.1|ASTE
OG0004518	LOC6899742|XP_033239916.1|DPSE	LOC118511362|XP_035910221.1|ASTE
OG0004519	LOC4800464|XP_001357735.1|DPSE	LOC118503877|XP_035893523.1|ASTE
OG0004520	LOC4811677|XP_033240401.1|DPSE	LOC118506911|XP_035900602.1|ASTE
OG0004521	LOC4804832|XP_001361331.3|DPSE	LOC118514364|XP_035917098.1|ASTE
OG0004522	LOC4814882|XP_001354987.3|DPSE	LOC118505531|XP_035897338.1|ASTE, LOC118507443|XP_035901821.1|ASTE
OG0004523	LOC4800351|XP_001357563.3|DPSE	LOC118517498|XP_035919598.1|ASTE
OG0004524	LOC4815346|XP_001354546.2|DPSE	LOC118517453|XP_035919503.1|ASTE
OG0004525	LOC4815021|XP_001354593.1|DPSE	LOC118505287|XP_035896765.1|ASTE
OG0004526	LOC6901544|XP_033238110.1|DPSE	LOC118505219|XP_035896634.1|ASTE
OG0004527	LOC4815120|XP_001354638.1|DPSE	LOC118511411|XP_035910361.1|ASTE
OG0004528	LOC4814470|XP_001355032.1|DPSE	LOC118517511|XP_035919629.1|ASTE
OG0004529	LOC4816068|XP_015041015.1|DPSE	LOC118505741|XP_035897831.1|ASTE
OG0004530	LOC4815058|XP_015041561.1|DPSE	LOC118509983|XP_035907257.1|ASTE, LOC118516190|XP_035918001.1|ASTE
OG0004531	LOC4801670|XP_001358722.5|DPSE	LOC118515705|XP_035917943.1|ASTE
OG0004532	LOC4814791|XP_033240376.1|DPSE	LOC118511449|XP_035910453.1|ASTE
OG0004533	LOC4815749|XP_001355678.4|DPSE	LOC118505536|XP_035897354.1|ASTE
OG0004534	LOC6899833|XP_033239229.1|DPSE	LOC118506860|XP_035900483.1|ASTE
OG0004535	LOC4812029|XP_001352584.3|DPSE	LOC118502977|XP_035891687.1|ASTE
OG0004536	LOC6901646|XP_015041931.2|DPSE	LOC118505862|XP_035898142.1|ASTE
OG0004537	LOC4815485|XP_001355578.2|DPSE	LOC118510444|XP_035908136.1|ASTE
OG0004538	LOC6898514|XP_002138555.2|DPSE	LOC118512077|XP_035911908.1|ASTE
OG0004539	LOC4800298|XP_015038647.1|DPSE	LOC118510196|XP_035907616.1|ASTE
OG0004540	LOC4815156|XP_015041749.2|DPSE	LOC118510111|XP_035907467.1|ASTE
OG0004541	LOC4804150|XP_015039642.2|DPSE	LOC118503260|XP_035892197.1|ASTE
OG0004542	LOC4815980|XP_015041308.1|DPSE	LOC118503252|XP_035892187.1|ASTE
OG0004543	LOC4815610|XP_033240636.1|DPSE	LOC118510647|XP_035908651.1|ASTE
OG0004544	LOC6901405|XP_033237733.1|DPSE	LOC118510456|XP_035908184.1|ASTE
OG0004545	LOC4801736|XP_001358779.1|DPSE	LOC118503842|XP_035893444.1|ASTE
OG0004546	LOC4803539|XP_001360249.2|DPSE	LOC118502909|XP_035891525.1|ASTE
OG0004547	LOC4814587|XP_001354523.3|DPSE	LOC118509602|XP_035906290.1|ASTE, LOC118516338|XP_035918042.1|ASTE, LOC118509917|XP_035907121.1|ASTE
OG0004548	LOC4815305|XP_001355011.2|DPSE	LOC118517711|XP_035920053.1|ASTE
OG0004549	LOC6901853|XP_033239805.1|DPSE	LOC118509186|XP_035905351.1|ASTE
OG0004550	LOC6901962|XP_015041029.2|DPSE	LOC118512559|XP_035913045.1|ASTE
OG0004551	LOC4804625|XP_001361157.1|DPSE	LOC118510381|XP_035908020.1|ASTE
OG0004552	LOC6901115|XP_033238589.1|DPSE	LOC118512793|XP_035913610.1|ASTE
OG0004553	LOC4812729|XP_001353108.2|DPSE	LOC118512729|XP_035913482.1|ASTE
OG0004554	LOC4815353|XP_001354647.4|DPSE	LOC118503097|XP_035891892.1|ASTE
OG0004555	LOC4815316|XP_001354648.3|DPSE	LOC118503082|XP_035891861.1|ASTE
OG0004556	LOC4814453|XP_001355116.3|DPSE	LOC118510616|XP_035908535.1|ASTE
OG0004558	LOC4815864|XP_033237589.1|DPSE	LOC118507057|XP_035900916.1|ASTE
OG0004559	LOC4801563|XP_001358635.2|DPSE	LOC118505786|XP_035897994.1|ASTE
OG0004560	LOC26532752|XP_033238945.1|DPSE	LOC118511620|XP_035910815.1|ASTE
OG0004561	LOC4801368|XP_001358475.3|DPSE	LOC118508577|XP_035904378.1|ASTE
OG0004562	LOC4800943|XP_001358127.2|DPSE	LOC118517460|XP_035919515.1|ASTE
OG0004563	LOC4801257|XP_001358380.3|DPSE	LOC118517454|XP_035919505.1|ASTE
OG0004564	LOC4803083|XP_001359882.2|DPSE	LOC118517455|XP_035919506.1|ASTE
OG0004565	LOC4801067|XP_001358229.2|DPSE	LOC118512656|XP_035913272.1|ASTE
OG0004566	LOC4814695|XP_001354864.2|DPSE	LOC118517468|XP_035919534.1|ASTE
OG0004567	LOC4815711|XP_001355551.1|DPSE	LOC118512884|XP_035913882.1|ASTE
OG0004568	LOC4815534|XP_001355429.4|DPSE	LOC118512263|XP_035912332.1|ASTE
OG0004569	LOC4802738|XP_001359601.3|DPSE	LOC118502844|XP_035891433.1|ASTE
OG0004570	LOC4803819|XP_001360474.3|DPSE	LOC118517452|XP_035919499.1|ASTE
OG0004571	LOC4814237|XP_001354365.1|DPSE	LOC118505158|XP_035896449.1|ASTE
OG0004572	LOC4817577|XP_001356982.2|DPSE	LOC118510341|XP_035907909.1|ASTE
OG0004573	LOC4801428|XP_015037248.2|DPSE	LOC118517366|XP_035919277.1|ASTE
OG0004574	LOC6901462|XP_015041718.2|DPSE	LOC118502582|XP_035890817.1|ASTE
OG0004575	LOC4814746|XP_001354844.3|DPSE	LOC118510256|XP_035907737.1|ASTE
OG0004576	LOC4801816|XP_001358849.1|DPSE	LOC118505368|XP_035896966.1|ASTE
OG0004577	LOC4802010|XP_001359015.1|DPSE	LOC118503476|XP_035892672.1|ASTE
OG0004578	LOC4814894|XP_001354708.2|DPSE	LOC118517508|XP_035919623.1|ASTE
OG0004580	LOC6897130|XP_002137311.1|DPSE	LOC118506950|XP_035900661.1|ASTE
OG0004581	LOC4801524|XP_001358600.1|DPSE	LOC118511142|XP_035909804.1|ASTE
OG0004582	LOC4800323|XP_001357586.4|DPSE	LOC118512391|XP_035912703.1|ASTE
OG0004583	LOC6901210|XP_033240662.1|DPSE	LOC118504324|XP_035894549.1|ASTE
OG0004584	LOC4805232|XP_001361669.3|DPSE	LOC118509702|XP_035906672.1|ASTE
OG0004585	LOC4800261|XP_015038545.1|DPSE	LOC118517378|XP_035919294.1|ASTE
OG0004586	LOC4814562|XP_001354908.3|DPSE	LOC118517502|XP_035919608.1|ASTE
OG0004587	LOC4800346|XP_001357567.3|DPSE	LOC118508911|XP_035904668.1|ASTE
OG0004588	LOC4800348|XP_001357565.1|DPSE	LOC118504096|XP_035894072.1|ASTE
OG0004589	LOC4815852|XP_033240883.1|DPSE	LOC118510994|XP_035909405.1|ASTE
OG0004590	LOC4800996|XP_033233142.1|DPSE	LOC118504772|XP_035895598.1|ASTE
OG0004591	LOC4800998|XP_001358173.3|DPSE	LOC118504725|XP_035895463.1|ASTE
OG0004592	LOC4814877|XP_001354823.2|DPSE	LOC118517305|XP_035919186.1|ASTE
OG0004593	LOC4815024|XP_001354805.2|DPSE	LOC118517316|XP_035919192.1|ASTE
OG0004594	LOC4814196|XP_015042390.2|DPSE	LOC118507656|XP_035902366.1|ASTE
OG0004595	LOC4814720|XP_001355202.1|DPSE	LOC118508283|XP_035903861.1|ASTE
OG0004596	LOC4814683|XP_001354786.3|DPSE	LOC118507892|XP_035903027.1|ASTE
OG0004597	LOC4815221|XP_001355183.2|DPSE	LOC118507125|XP_035901029.1|ASTE
OG0004598	LOC4812678|XP_001353062.1|DPSE	LOC118507880|XP_035902984.1|ASTE, LOC118504638|XP_035895259.1|ASTE
OG0004599	LOC4816829|XP_001356697.2|DPSE	LOC118513893|XP_035916100.1|ASTE
OG0004600	LOC4815575|XP_001355335.1|DPSE	LOC118507283|XP_035901510.1|ASTE
OG0004601	LOC4815816|XP_033239164.1|DPSE	LOC118507350|XP_035901654.1|ASTE
OG0004602	LOC6903640|XP_033238826.1|DPSE	LOC118511311|XP_035910117.1|ASTE
OG0004603	LOC4817414|XP_001356420.1|DPSE	LOC118508968|XP_035904816.1|ASTE
OG0004604	LOC4814739|XP_001354752.2|DPSE	LOC118504793|XP_035895665.1|ASTE
OG0004605	LOC4816002|XP_001355664.4|DPSE	LOC118517359|XP_035919266.1|ASTE
OG0004606	LOC4802903|XP_001359730.3|DPSE	LOC118517445|XP_035919472.1|ASTE
OG0004607	LOC6902173|XP_033238484.1|DPSE	LOC118511252|XP_035909997.1|ASTE
OG0004608	LOC6901538|XP_033238137.1|DPSE	LOC118508972|XP_035904846.1|ASTE, LOC118506529|XP_035899682.1|ASTE
OG0004609	LOC4815197|XP_001355067.1|DPSE	LOC118504417|XP_035894748.1|ASTE
OG0004610	LOC6896706|XP_033236082.1|DPSE	LOC118517483|XP_035919571.1|ASTE
OG0004611	LOC4800386|XP_001357671.2|DPSE	LOC118517622|XP_035919821.1|ASTE
OG0004612	LOC4800385|XP_001357670.2|DPSE	LOC118517659|XP_035919917.1|ASTE
OG0004613	LOC4801525|XP_001358601.3|DPSE	LOC118506999|XP_035900781.1|ASTE
OG0004614	LOC4814214|XP_001354322.3|DPSE	LOC118502805|XP_035891329.1|ASTE
OG0004615	LOC6901553|XP_033238223.1|DPSE	LOC118507366|XP_035901683.1|ASTE
OG0004616	LOC4814927|XP_001354926.2|DPSE	LOC118516420|XP_035918180.1|ASTE, LOC118509548|XP_035906191.1|ASTE
OG0004617	LOC4816935|XP_001356853.1|DPSE	LOC118508112|XP_035903501.1|ASTE
OG0004619	LOC4801959|XP_001358974.1|DPSE	LOC118517451|XP_035919498.1|ASTE
OG0004620	LOC4801011|XP_001358184.2|DPSE	LOC118516429|XP_035918198.1|ASTE
OG0004621	LOC4802797|XP_001359642.3|DPSE	LOC118510544|XP_035908406.1|ASTE
OG0004622	LOC4801457|XP_015037259.2|DPSE	LOC118511488|XP_035910535.1|ASTE
OG0004623	LOC4800505|XP_001357770.3|DPSE	LOC118512617|XP_035913191.1|ASTE
OG0004624	LOC4802428|XP_001359352.1|DPSE	LOC118517474|XP_035919546.1|ASTE
OG0004625	LOC6899785|XP_033241290.1|DPSE	LOC118505940|XP_035898359.1|ASTE
OG0004626	LOC6901154|XP_015041398.2|DPSE	LOC118504916|XP_035895884.1|ASTE
OG0004627	LOC6900299|XP_033240304.1|DPSE	LOC118507611|XP_035902181.1|ASTE
OG0004628	LOC4816000|XP_001355420.3|DPSE	LOC118509744|XP_035906771.1|ASTE
OG0004629	LOC26534253|XP_015038977.1|DPSE	LOC118502814|XP_035891357.1|ASTE
OG0004630	LOC4800238|XP_003736225.2|DPSE	LOC118502796|XP_035891300.1|ASTE
OG0004631	LOC6897205|XP_002137377.2|DPSE	LOC118505381|XP_035896976.1|ASTE
OG0004632	LOC4801437|XP_001358532.5|DPSE	LOC118510112|XP_035907469.1|ASTE
OG0004634	LOC4800495|XP_001357762.1|DPSE	LOC118504570|XP_035895083.1|ASTE
OG0004635	LOC6901052|XP_015042232.2|DPSE	LOC118517407|XP_035919374.1|ASTE
OG0004636	LOC4815035|XP_001354697.4|DPSE	LOC118503995|XP_035893840.1|ASTE
OG0004637	LOC6901857|XP_033240545.1|DPSE	LOC118508235|XP_035903740.1|ASTE
OG0004639	LOC6897067|XP_002137251.2|DPSE	LOC118517374|XP_035919286.1|ASTE
OG0004640	LOC6897066|XP_033232440.1|DPSE	LOC118517376|XP_035919288.1|ASTE
OG0004641	LOC4815471|XP_001355274.4|DPSE	LOC118506482|XP_035899557.1|ASTE
OG0004642	LOC6901858|XP_002133396.2|DPSE	LOC118511999|XP_035911634.1|ASTE
OG0004644	LOC6902118|XP_002133649.1|DPSE	LOC118513350|XP_035914875.1|ASTE
OG0004645	LOC4817263|XP_001356423.3|DPSE	LOC118510337|XP_035907895.1|ASTE
OG0004646	LOC4800334|XP_001357579.3|DPSE	LOC118510689|XP_035908758.1|ASTE
OG0004647	LOC4815230|XP_001355193.4|DPSE	LOC118503353|XP_035892438.1|ASTE
OG0004648	LOC4814331|XP_001354391.2|DPSE	LOC118512472|XP_035912853.1|ASTE
OG0004649	LOC6902205|XP_002133732.2|DPSE	LOC118503454|XP_035892622.1|ASTE
OG0004650	LOC4817428|XP_001356791.3|DPSE	LOC118517116|XP_035918873.1|ASTE, LOC118513792|XP_035915871.1|ASTE
OG0004651	LOC13036333|XP_003736279.3|DPSE	LOC118517480|XP_035919554.1|ASTE
OG0004652	LOC6897046|XP_002137231.2|DPSE	LOC118505560|XP_035897404.1|ASTE
OG0004653	LOC4812902|XP_001353578.3|DPSE	LOC118506470|XP_035899540.1|ASTE
OG0004654	LOC4816917|XP_001356638.2|DPSE	LOC118505567|XP_035897417.1|ASTE
OG0004655	LOC4801687|XP_033239968.1|DPSE	LOC118506486|XP_035899559.1|ASTE
OG0004656	LOC4814235|XP_001354355.2|DPSE	LOC118506479|XP_035899552.1|ASTE
OG0004657	LOC4803294|XP_001360058.3|DPSE	LOC118506494|XP_035899581.1|ASTE
OG0004658	LOC4801033|XP_001358201.4|DPSE	LOC118508281|XP_035903815.1|ASTE
OG0004659	LOC4800642|XP_001357877.2|DPSE	LOC118508291|XP_035903829.1|ASTE
OG0004660	LOC4801734|XP_001358777.2|DPSE	LOC118505236|XP_035896668.1|ASTE
OG0004661	LOC4801192|XP_001358321.2|DPSE	LOC118504446|XP_035894831.1|ASTE
OG0004662	LOC6897609|XP_002137754.1|DPSE	LOC118506392|XP_035899332.1|ASTE
OG0004664	LOC6901749|XP_033241106.1|DPSE	LOC118504548|XP_035895043.1|ASTE
OG0004665	LOC4815227|XP_001355167.3|DPSE	LOC118504552|XP_035895053.1|ASTE
OG0004666	LOC4801509|XP_001358588.3|DPSE	LOC118512031|XP_035911716.1|ASTE
OG0004667	LOC4801504|XP_001358583.2|DPSE	LOC118505608|XP_035897533.1|ASTE
OG0004668	LOC6901810|XP_033237829.1|DPSE	LOC118504550|XP_035895046.1|ASTE
OG0004669	LOC6902353|XP_002133299.1|DPSE	LOC118504549|XP_035895045.1|ASTE
OG0004670	LOC4802649|XP_001359530.4|DPSE	LOC118506364|XP_035899276.1|ASTE
OG0004671	LOC6896926|XP_033238154.1|DPSE	LOC118504138|XP_035894128.1|ASTE
OG0004672	LOC4801364|XP_033232779.1|DPSE	LOC118505603|XP_035897524.1|ASTE
OG0004673	LOC4801703|XP_001358751.3|DPSE	LOC118508285|XP_035903818.1|ASTE
OG0004674	LOC4800662|XP_003736281.1|DPSE	LOC118505590|XP_035897460.1|ASTE
OG0004675	LOC4800657|XP_001357892.1|DPSE	LOC118505589|XP_035897459.1|ASTE
OG0004676	LOC4801916|XP_001358934.2|DPSE	LOC118502734|XP_035891189.1|ASTE
OG0004677	LOC4801758|XP_033232479.1|DPSE	LOC118508492|XP_035904212.1|ASTE
OG0004678	LOC4801757|XP_001358798.2|DPSE	LOC118508482|XP_035904191.1|ASTE
OG0004679	LOC6896990|XP_033232470.1|DPSE	LOC118502920|XP_035891548.1|ASTE
OG0004680	LOC4801210|XP_033232617.1|DPSE	LOC118506377|XP_035899300.1|ASTE
OG0004681	LOC4801700|XP_001358747.2|DPSE	LOC118506806|XP_035900350.1|ASTE
OG0004682	LOC4817568|XP_001356973.4|DPSE	LOC118508306|XP_035903857.1|ASTE
OG0004683	LOC4801396|XP_001358496.1|DPSE	LOC118508296|XP_035903838.1|ASTE
OG0004684	LOC4801500|XP_033236716.1|DPSE	LOC118504302|XP_035894492.1|ASTE
OG0004685	LOC4800480|XP_003736251.1|DPSE	LOC118507554|XP_035902035.1|ASTE
OG0004686	LOC4803040|XP_001359841.1|DPSE	LOC118502964|XP_035891621.1|ASTE
OG0004687	LOC4800483|XP_001357750.4|DPSE	LOC118507546|XP_035902019.1|ASTE
OG0004688	LOC4803236|XP_001360009.3|DPSE	LOC118504372|XP_035894671.1|ASTE
OG0004689	LOC6896816|XP_002137019.3|DPSE	LOC118505417|XP_035897064.1|ASTE
OG0004690	LOC4802276|XP_001359228.4|DPSE	LOC118502542|XP_035890708.1|ASTE
OG0004691	LOC4801253|XP_001358376.1|DPSE	LOC118502543|XP_035890711.1|ASTE
OG0004692	LOC4801572|XP_001358643.3|DPSE	LOC118502546|XP_035890715.1|ASTE
OG0004693	LOC4801574|XP_015037315.2|DPSE	LOC118502547|XP_035890716.1|ASTE
OG0004694	LOC117183982|XP_033235645.1|DPSE	LOC118504987|XP_035896047.1|ASTE
OG0004695	LOC4800659|XP_015038664.2|DPSE	LOC118505113|XP_035896308.1|ASTE
OG0004696	LOC4801551|XP_001358623.2|DPSE	LOC118506783|XP_035900289.1|ASTE
OG0004697	LOC26533845|XP_033237481.1|DPSE	LOC118508448|XP_035904137.1|ASTE
OG0004698	LOC4815625|XP_015041275.1|DPSE	LOC118517174|XP_035918975.1|ASTE, LOC118505254|XP_035896703.1|ASTE
OG0004699	LOC4801013|XP_002137183.2|DPSE	LOC118503593|XP_035892939.1|ASTE
