Orthogroup	DPSE.longest_only	CCAP.longest_only
OG0005251	LOC4811839|XP_015044387.2|DPSE	CCAP1982_LOCUS5703|CAD6997049.1|CCAP
OG0005252	LOC26531963|XP_033235525.1|DPSE	CCAP1982_LOCUS5823|CAD6997182.1|CCAP
OG0005253	LOC4818191|XP_015035588.1|DPSE	CCAP1982_LOCUS8329|CAD6999815.1|CCAP
OG0005254	LOC117184208|XP_033236658.1|DPSE	CCAP1982_LOCUS6112|CAD6997470.1|CCAP
OG0005255	LOC4818055|XP_001357303.2|DPSE	CCAP1982_LOCUS6111|CAD6997469.1|CCAP
OG0005256	LOC6899356|XP_002136173.1|DPSE	CCAP1982_LOCUS5887|CAD6997254.1|CCAP
OG0005257	LOC4818062|XP_001357423.2|DPSE	CCAP1982_LOCUS5518|CAD6996842.1|CCAP
OG0005259	LOC6902690|XP_002133205.3|DPSE	CCAP1982_LOCUS6562|CAD6997945.1|CCAP
OG0005260	LOC4816298|XP_001356200.2|DPSE	CCAP1982_LOCUS6561|CAD6997944.1|CCAP
OG0005261	LOC4811707|XP_015044399.2|DPSE	CCAP1982_LOCUS3341|CAD6994603.1|CCAP
OG0005262	LOC4817419|XP_001356816.3|DPSE	CCAP1982_LOCUS7352|CAD6998798.1|CCAP
OG0005263	LOC4817874|XP_001357308.2|DPSE	CCAP1982_LOCUS5535|CAD6996859.1|CCAP
OG0005264	LOC4801199|XP_001358328.3|DPSE	CCAP1982_LOCUS3028|CAD6994267.1|CCAP
OG0005265	LOC4816440|XP_033237024.1|DPSE	CCAP1982_LOCUS7862|CAD6999335.1|CCAP
OG0005266	LOC4816314|XP_001356169.3|DPSE	CCAP1982_LOCUS6217|CAD6997578.1|CCAP
OG0005267	LOC4816299|XP_001355985.1|DPSE	CCAP1982_LOCUS8499|CAD6999993.1|CCAP
OG0005268	LOC4816592|XP_001355986.3|DPSE	CCAP1982_LOCUS8498|CAD6999992.1|CCAP
OG0005269	LOC4816302|XP_015036625.2|DPSE	CCAP1982_LOCUS8496|CAD6999990.1|CCAP
OG0005271	LOC4817064|XP_001356385.2|DPSE	CCAP1982_LOCUS5805|CAD6997162.1|CCAP
OG0005272	LOC117183994|XP_033235700.1|DPSE, LOC4817456|XP_001356387.1|DPSE	CCAP1982_LOCUS5806|CAD6997163.1|CCAP
OG0005273	LOC6902792|XP_002132529.2|DPSE	CCAP1982_LOCUS5812|CAD6997169.1|CCAP
OG0005274	LOC4817300|XP_001356794.3|DPSE	CCAP1982_LOCUS5648|CAD6996986.1|CCAP
OG0005275	LOC4811653|XP_033235751.1|DPSE	CCAP1982_LOCUS5621|CAD6996953.1|CCAP
OG0005276	LOC6902968|XP_002132694.3|DPSE	CCAP1982_LOCUS8750|CAD7000260.1|CCAP
OG0005277	LOC4817074|XP_001356680.3|DPSE	CCAP1982_LOCUS8739|CAD7000247.1|CCAP
OG0005279	LOC4817910|XP_001357181.2|DPSE	CCAP1982_LOCUS6232|CAD6997593.1|CCAP
OG0005280	LOC4817595|XP_001356998.3|DPSE	CCAP1982_LOCUS7879|CAD6999352.1|CCAP
OG0005281	LOC4816663|XP_001355973.3|DPSE	CCAP1982_LOCUS8936|CAD7000459.1|CCAP
OG0005282	LOC4802057|XP_001359050.3|DPSE	CCAP1982_LOCUS573|CAD6991659.1|CCAP
OG0005283	LOC4801756|XP_001358797.2|DPSE	CCAP1982_LOCUS21460|CAD7013395.1|CCAP
OG0005284	LOC4818100|XP_001357491.4|DPSE	CCAP1982_LOCUS5666|CAD6997005.1|CCAP
OG0005285	LOC4817997|XP_001357490.1|DPSE	CCAP1982_LOCUS7866|CAD6999339.1|CCAP
OG0005286	LOC6903175|XP_002132875.2|DPSE	CCAP1982_LOCUS7035|CAD6998435.1|CCAP
OG0005287	LOC4817599|XP_001357001.3|DPSE	CCAP1982_LOCUS7037|CAD6998437.1|CCAP
OG0005288	LOC4818130|XP_001357447.1|DPSE	CCAP1982_LOCUS8851|CAD7000371.1|CCAP
OG0005289	LOC6899551|XP_002135981.1|DPSE	CCAP1982_LOCUS5620|CAD6996952.1|CCAP
OG0005290	LOC4802425|XP_001359347.2|DPSE	CCAP1982_LOCUS651|CAD6991739.1|CCAP
OG0005291	LOC4816714|XP_033235250.1|DPSE	CCAP1982_LOCUS6537|CAD6997919.1|CCAP
OG0005292	LOC4816194|XP_001355754.2|DPSE	CCAP1982_LOCUS6539|CAD6997921.1|CCAP
OG0005293	LOC4817854|XP_033235837.1|DPSE	CCAP1982_LOCUS5353|CAD6996669.1|CCAP
OG0005294	LOC4817788|XP_001357147.1|DPSE	CCAP1982_LOCUS7803|CAD6999274.1|CCAP
OG0005295	LOC6902632|XP_033235235.1|DPSE	CCAP1982_LOCUS6535|CAD6997917.1|CCAP, CCAP1982_LOCUS6536|CAD6997918.1|CCAP
OG0005296	LOC4802047|XP_015037564.2|DPSE	CCAP1982_LOCUS4538|CAD6995836.1|CCAP, CCAP1982_LOCUS4537|CAD6995835.1|CCAP
OG0005297	LOC6903380|XP_015035324.2|DPSE	CCAP1982_LOCUS9120|CAD7000646.1|CCAP
OG0005298	LOC4817076|XP_001356358.2|DPSE	CCAP1982_LOCUS7722|CAD6999186.1|CCAP
OG0005299	LOC4801000|XP_001358175.1|DPSE	CCAP1982_LOCUS2494|CAD6993688.1|CCAP
OG0005301	LOC4817258|XP_001356341.3|DPSE	CCAP1982_LOCUS5707|CAD6997053.1|CCAP
OG0005302	LOC4803912|XP_001360556.4|DPSE	CCAP1982_LOCUS21449|CAD7013384.1|CCAP
OG0005303	LOC4817647|XP_001357039.1|DPSE	CCAP1982_LOCUS8117|CAD6999594.1|CCAP
OG0005304	LOC4818166|XP_001357283.2|DPSE	CCAP1982_LOCUS9053|CAD7000579.1|CCAP
OG0005305	LOC6898487|XP_002138529.2|DPSE	CCAP1982_LOCUS21720|CAD7013678.1|CCAP
OG0005306	LOC4816846|XP_033235463.1|DPSE	CCAP1982_LOCUS7897|CAD6999370.1|CCAP
OG0005307	LOC4816978|XP_015036187.1|DPSE	CCAP1982_LOCUS7074|CAD6998480.1|CCAP
OG0005308	LOC6903022|XP_033235332.1|DPSE	CCAP1982_LOCUS7069|CAD6998474.1|CCAP
OG0005310	LOC4816963|XP_001356598.1|DPSE	CCAP1982_LOCUS8824|CAD7000341.1|CCAP
OG0005311	LOC4816420|XP_001355887.3|DPSE	CCAP1982_LOCUS8254|CAD6999728.1|CCAP
OG0005312	LOC4816464|XP_001355915.4|DPSE	CCAP1982_LOCUS8445|CAD6999934.1|CCAP
OG0005313	LOC4811838|XP_015044392.2|DPSE	CCAP1982_LOCUS5701|CAD6997044.1|CCAP
OG0005314	LOC4817776|XP_001357161.3|DPSE	CCAP1982_LOCUS8033|CAD6999508.1|CCAP
OG0005315	LOC4816888|XP_033235300.1|DPSE	CCAP1982_LOCUS8014|CAD6999490.1|CCAP
OG0005316	LOC4804430|XP_033234114.1|DPSE	CCAP1982_LOCUS21719|CAD7013677.1|CCAP
OG0005317	LOC6902881|XP_002132615.4|DPSE	CCAP1982_LOCUS7888|CAD6999361.1|CCAP
OG0005318	LOC4816434|XP_001356295.4|DPSE	CCAP1982_LOCUS5575|CAD6996902.1|CCAP
OG0005319	LOC4817902|XP_001357347.2|DPSE	CCAP1982_LOCUS5351|CAD6996667.1|CCAP
OG0005321	LOC4811736|XP_001352308.3|DPSE	CCAP1982_LOCUS7428|CAD6998881.1|CCAP
OG0005322	LOC4817527|XP_001356942.3|DPSE	CCAP1982_LOCUS7811|CAD6999282.1|CCAP
OG0005324	LOC4817373|XP_001356352.3|DPSE	CCAP1982_LOCUS7732|CAD6999196.1|CCAP
OG0005325	LOC4816636|XP_003736152.2|DPSE	CCAP1982_LOCUS20862|CAD7012758.1|CCAP
OG0005326	LOC4816986|XP_033235224.1|DPSE	CCAP1982_LOCUS7735|CAD6999201.1|CCAP
OG0005327	LOC4816125|XP_001355829.3|DPSE	CCAP1982_LOCUS5383|CAD6996699.1|CCAP
OG0005328	LOC4801207|XP_001358334.3|DPSE	CCAP1982_LOCUS13036|CAD7004641.1|CCAP
OG0005329	LOC4814037|XP_001354155.1|DPSE	CCAP1982_LOCUS13268|CAD7004884.1|CCAP, CCAP1982_LOCUS13258|CAD7004873.1|CCAP
OG0005330	LOC4814002|XP_001354154.2|DPSE	CCAP1982_LOCUS13269|CAD7004885.1|CCAP, CCAP1982_LOCUS13259|CAD7004874.1|CCAP
OG0005331	LOC4816548|XP_001355984.1|DPSE	CCAP1982_LOCUS8500|CAD6999994.1|CCAP
OG0005332	LOC4817210|XP_015036266.2|DPSE	CCAP1982_LOCUS8582|CAD7000084.1|CCAP
OG0005333	LOC4817276|XP_001356757.1|DPSE	CCAP1982_LOCUS7307|CAD6998753.1|CCAP
OG0005334	LOC26533670|XP_015044386.2|DPSE	CCAP1982_LOCUS6473|CAD6997849.1|CCAP
OG0005335	LOC4804164|XP_001360768.4|DPSE	CCAP1982_LOCUS19438|CAD7011333.1|CCAP
OG0005336	LOC4805428|XP_001361829.2|DPSE	CCAP1982_LOCUS20286|CAD7012185.1|CCAP
OG0005337	LOC4803992|XP_001360624.3|DPSE	CCAP1982_LOCUS20639|CAD7012554.1|CCAP
OG0005338	LOC6902767|XP_002132511.3|DPSE	CCAP1982_LOCUS5404|CAD6996724.1|CCAP
OG0005339	LOC26532118|XP_033236350.1|DPSE	CCAP1982_LOCUS6086|CAD6997440.1|CCAP
OG0005341	LOC4805054|XP_001361518.1|DPSE	CCAP1982_LOCUS19989|CAD7011877.1|CCAP
OG0005342	LOC4817551|XP_001356958.1|DPSE	CCAP1982_LOCUS6782|CAD6998166.1|CCAP
OG0005343	LOC6898693|XP_002138698.2|DPSE	CCAP1982_LOCUS21680|CAD7013632.1|CCAP
OG0005345	LOC4818118|XP_001357289.3|DPSE	CCAP1982_LOCUS5454|CAD6996779.1|CCAP
OG0005346	LOC4816142|XP_001355777.2|DPSE	CCAP1982_LOCUS14963|CAD7006660.1|CCAP
OG0005347	LOC4816776|XP_033235817.1|DPSE	CCAP1982_LOCUS7002|CAD6998402.1|CCAP
OG0005348	LOC6903319|XP_033235492.1|DPSE	CCAP1982_LOCUS6474|CAD6997850.1|CCAP
OG0005349	LOC4811825|XP_001382220.3|DPSE	CCAP1982_LOCUS6478|CAD6997854.1|CCAP
OG0005350	LOC4816909|XP_001356795.3|DPSE	CCAP1982_LOCUS5657|CAD6996996.1|CCAP
OG0005351	LOC4812454|XP_001352876.3|DPSE	CCAP1982_LOCUS8070|CAD6999550.1|CCAP
OG0005352	LOC6899888|XP_033235749.1|DPSE	CCAP1982_LOCUS11665|CAD7003205.1|CCAP
OG0005353	LOC4804153|XP_001360759.4|DPSE	CCAP1982_LOCUS21018|CAD7012919.1|CCAP
OG0005354	LOC4816631|XP_033236780.1|DPSE	CCAP1982_LOCUS5973|CAD6997340.1|CCAP
OG0005355	LOC4817833|XP_001357458.2|DPSE	CCAP1982_LOCUS8020|CAD6999496.1|CCAP
OG0005356	LOC4817848|XP_001357456.3|DPSE	CCAP1982_LOCUS8022|CAD6999498.1|CCAP
OG0005357	LOC4817278|XP_001356474.3|DPSE	CCAP1982_LOCUS6775|CAD6998159.1|CCAP
OG0005359	LOC4805560|XP_001361945.3|DPSE	CCAP1982_LOCUS20507|CAD7012423.1|CCAP
OG0005360	LOC4812765|XP_001353478.3|DPSE	CCAP1982_LOCUS13493|CAD7005131.1|CCAP
OG0005361	LOC6902583|XP_002133111.2|DPSE	CCAP1982_LOCUS7909|CAD6999383.1|CCAP
OG0005362	LOC6903280|XP_002132510.1|DPSE	CCAP1982_LOCUS5553|CAD6996880.1|CCAP
OG0005363	LOC4816650|XP_001356074.2|DPSE	CCAP1982_LOCUS7758|CAD6999224.1|CCAP
OG0005364	LOC4805506|XP_001361898.2|DPSE	CCAP1982_LOCUS23330|CAD7015386.1|CCAP
OG0005365	LOC4817104|XP_001356857.3|DPSE	CCAP1982_LOCUS5659|CAD6996998.1|CCAP
OG0005366	LOC4817103|XP_001356856.3|DPSE	CCAP1982_LOCUS5661|CAD6997000.1|CCAP
OG0005367	LOC4816936|XP_033235838.1|DPSE	CCAP1982_LOCUS5642|CAD6996977.1|CCAP
OG0005368	LOC4800606|XP_033241688.1|DPSE	CCAP1982_LOCUS1327|CAD6992473.1|CCAP
OG0005369	LOC4817510|XP_001356928.2|DPSE	CCAP1982_LOCUS7027|CAD6998427.1|CCAP
OG0005370	LOC4817260|XP_033235270.1|DPSE	CCAP1982_LOCUS7078|CAD6998485.1|CCAP
OG0005371	LOC4817230|XP_001356783.4|DPSE	CCAP1982_LOCUS7077|CAD6998483.1|CCAP
OG0005372	LOC4801505|XP_015037283.2|DPSE	CCAP1982_LOCUS1733|CAD6992898.1|CCAP
OG0005373	LOC6902753|XP_002133265.3|DPSE	CCAP1982_LOCUS5567|CAD6996894.1|CCAP
OG0005374	LOC4817392|XP_001356539.1|DPSE	CCAP1982_LOCUS7901|CAD6999374.1|CCAP
OG0005375	LOC4817129|XP_001356540.2|DPSE	CCAP1982_LOCUS7900|CAD6999373.1|CCAP
OG0005376	LOC4817589|XP_001356992.4|DPSE	CCAP1982_LOCUS8162|CAD6999630.1|CCAP
OG0005377	LOC4812184|XP_001352767.2|DPSE	CCAP1982_LOCUS14730|CAD7006410.1|CCAP
OG0005378	LOC4817632|XP_033235599.1|DPSE	CCAP1982_LOCUS8905|CAD7000429.1|CCAP
OG0005379	LOC6902938|XP_002132664.2|DPSE	CCAP1982_LOCUS6978|CAD6998378.1|CCAP
OG0005380	LOC4817623|XP_033236015.1|DPSE	CCAP1982_LOCUS8888|CAD7000412.1|CCAP
OG0005381	LOC4817652|XP_001357044.1|DPSE	CCAP1982_LOCUS7611|CAD6999065.1|CCAP
OG0005382	LOC6903078|XP_015036245.1|DPSE	CCAP1982_LOCUS7990|CAD6999466.1|CCAP, CCAP1982_LOCUS7993|CAD6999469.1|CCAP
OG0005383	LOC4813980|XP_001354136.2|DPSE	CCAP1982_LOCUS12896|CAD7004496.1|CCAP
OG0005385	LOC4804594|XP_001361129.2|DPSE	CCAP1982_LOCUS20897|CAD7012796.1|CCAP
OG0005386	LOC4803823|XP_015039373.2|DPSE	CCAP1982_LOCUS21548|CAD7013486.1|CCAP
OG0005387	LOC4801956|XP_015037500.2|DPSE	CCAP1982_LOCUS3748|CAD6995017.1|CCAP
OG0005388	LOC4818012|XP_001357473.2|DPSE	CCAP1982_LOCUS6864|CAD6998255.1|CCAP
OG0005389	LOC4817013|XP_001356840.3|DPSE	CCAP1982_LOCUS6809|CAD6998193.1|CCAP
OG0005390	LOC4816531|XP_001355960.3|DPSE	CCAP1982_LOCUS8462|CAD6999955.1|CCAP
OG0005391	LOC6902519|XP_033236249.1|DPSE	CCAP1982_LOCUS8464|CAD6999957.1|CCAP
OG0005392	LOC4817442|XP_001356566.1|DPSE	CCAP1982_LOCUS7046|CAD6998448.1|CCAP
OG0005393	LOC4801407|XP_033233160.1|DPSE	CCAP1982_LOCUS3990|CAD6995269.1|CCAP
OG0005394	LOC4816789|XP_033235267.1|DPSE	CCAP1982_LOCUS9164|CAD7000690.1|CCAP
OG0005395	LOC4817056|XP_001356583.3|DPSE	CCAP1982_LOCUS8678|CAD7000185.1|CCAP
OG0005396	LOC4817015|XP_001356602.4|DPSE	CCAP1982_LOCUS6950|CAD6998349.1|CCAP
OG0005397	LOC4817412|XP_001356601.3|DPSE	CCAP1982_LOCUS6952|CAD6998351.1|CCAP
OG0005398	LOC6897612|XP_002137756.2|DPSE	CCAP1982_LOCUS5046|CAD6996367.1|CCAP
OG0005399	LOC4803371|XP_033234136.1|DPSE	CCAP1982_LOCUS22132|CAD7014126.1|CCAP
OG0005401	LOC6903106|XP_033235736.1|DPSE	CCAP1982_LOCUS8819|CAD7000336.1|CCAP
OG0005402	LOC4817404|XP_001356881.1|DPSE	CCAP1982_LOCUS8820|CAD7000337.1|CCAP
OG0005403	LOC4816808|XP_001356597.3|DPSE	CCAP1982_LOCUS8823|CAD7000340.1|CCAP
OG0005404	LOC4816839|XP_001356596.4|DPSE	CCAP1982_LOCUS8822|CAD7000339.1|CCAP
OG0005405	LOC4804216|XP_001360811.2|DPSE	CCAP1982_LOCUS23138|CAD7015187.1|CCAP
OG0005406	LOC4804788|XP_001361296.3|DPSE	CCAP1982_LOCUS22365|CAD7014368.1|CCAP
OG0005407	LOC4805500|XP_001361894.2|DPSE	CCAP1982_LOCUS22687|CAD7014705.1|CCAP
OG0005408	LOC4816553|XP_001355949.2|DPSE	CCAP1982_LOCUS8272|CAD6999749.1|CCAP
OG0005409	LOC4817387|XP_001356717.3|DPSE	CCAP1982_LOCUS8121|CAD6999598.1|CCAP
OG0005411	LOC4804278|XP_001360859.2|DPSE	CCAP1982_LOCUS21262|CAD7013191.1|CCAP
OG0005412	LOC4803533|XP_001360243.2|DPSE	CCAP1982_LOCUS21257|CAD7013186.1|CCAP
OG0005413	LOC4805138|XP_033234866.1|DPSE	CCAP1982_LOCUS23120|CAD7015167.1|CCAP
OG0005416	LOC4804913|XP_001361398.2|DPSE	CCAP1982_LOCUS21690|CAD7013646.1|CCAP
OG0005417	LOC4817679|XP_033236047.1|DPSE	CCAP1982_LOCUS7662|CAD6999118.1|CCAP
OG0005418	LOC4816995|XP_001356867.2|DPSE	CCAP1982_LOCUS7668|CAD6999124.1|CCAP
OG0005419	LOC6903311|XP_002132499.2|DPSE	CCAP1982_LOCUS5649|CAD6996987.1|CCAP
OG0005420	LOC4816197|XP_001355763.3|DPSE	CCAP1982_LOCUS6503|CAD6997884.1|CCAP
OG0005421	LOC4817799|XP_001357157.3|DPSE	CCAP1982_LOCUS8431|CAD6999920.1|CCAP
OG0005423	LOC4818174|XP_015035302.2|DPSE	CCAP1982_LOCUS5752|CAD6997100.1|CCAP
OG0005424	LOC4804410|XP_001360979.3|DPSE	CCAP1982_LOCUS22079|CAD7014071.1|CCAP
OG0005426	LOC4804503|XP_001361057.3|DPSE	CCAP1982_LOCUS7102|CAD6998514.1|CCAP
OG0005428	LOC4816249|XP_001355868.3|DPSE	CCAP1982_LOCUS8973|CAD7000495.1|CCAP
OG0005429	LOC6903404|XP_015035343.1|DPSE	CCAP1982_LOCUS6509|CAD6997890.1|CCAP
OG0005430	LOC4818099|XP_015035346.2|DPSE	CCAP1982_LOCUS6508|CAD6997889.1|CCAP
OG0005431	LOC6903395|XP_002132274.2|DPSE	CCAP1982_LOCUS9057|CAD7000583.1|CCAP
OG0005432	LOC6902749|XP_002133263.1|DPSE	CCAP1982_LOCUS5447|CAD6996771.1|CCAP
OG0005433	LOC4803917|XP_001360560.3|DPSE	CCAP1982_LOCUS23193|CAD7015243.1|CCAP
OG0005434	LOC4816201|XP_015036897.1|DPSE	CCAP1982_LOCUS6158|CAD6997519.1|CCAP
OG0005435	LOC6902751|XP_002133264.1|DPSE	CCAP1982_LOCUS5442|CAD6996764.1|CCAP
OG0005436	LOC4816430|XP_001356292.3|DPSE	CCAP1982_LOCUS5443|CAD6996765.1|CCAP
OG0005437	LOC4802089|XP_033241775.1|DPSE	CCAP1982_LOCUS4214|CAD6995501.1|CCAP
OG0005438	LOC6903291|XP_015035663.2|DPSE	CCAP1982_LOCUS8683|CAD7000190.1|CCAP
OG0005440	LOC4816857|XP_001356673.4|DPSE	CCAP1982_LOCUS8728|CAD7000236.1|CCAP
OG0005441	LOC4816359|XP_001355897.3|DPSE	CCAP1982_LOCUS6754|CAD6998143.1|CCAP
OG0005442	LOC4816966|XP_001356886.2|DPSE	CCAP1982_LOCUS8810|CAD7000327.1|CCAP
OG0005443	LOC26534138|XP_033235227.1|DPSE	CCAP1982_LOCUS5728|CAD6997076.1|CCAP
OG0005444	LOC4817328|XP_001356445.2|DPSE	CCAP1982_LOCUS7383|CAD6998834.1|CCAP
OG0005445	LOC4816664|XP_001356056.3|DPSE	CCAP1982_LOCUS7933|CAD6999407.1|CCAP
OG0005447	LOC4816716|XP_001355940.2|DPSE	CCAP1982_LOCUS7846|CAD6999319.1|CCAP
OG0005448	LOC4803355|XP_001360111.2|DPSE	CCAP1982_LOCUS21365|CAD7013294.1|CCAP
OG0005450	LOC4801870|XP_001358896.2|DPSE	CCAP1982_LOCUS7008|CAD6998408.1|CCAP
OG0005451	LOC4817659|XP_033236643.1|DPSE	CCAP1982_LOCUS7620|CAD6999074.1|CCAP
OG0005452	LOC4805498|XP_001361892.4|DPSE	CCAP1982_LOCUS7156|CAD6998577.1|CCAP
OG0005453	LOC4803031|XP_001359833.1|DPSE	CCAP1982_LOCUS250|CAD6991321.1|CCAP
OG0005454	LOC4816924|XP_001356555.2|DPSE	CCAP1982_LOCUS8338|CAD6999827.1|CCAP
OG0005455	LOC4805445|XP_001361846.3|DPSE	CCAP1982_LOCUS22813|CAD7014846.1|CCAP
OG0005456	LOC4811695|XP_001352278.1|DPSE	CCAP1982_LOCUS5827|CAD6997187.1|CCAP, CCAP1982_LOCUS5826|CAD6997186.1|CCAP
OG0005457	LOC4811693|XP_001352276.1|DPSE	CCAP1982_LOCUS5832|CAD6997192.1|CCAP
OG0005458	LOC6902885|XP_015035956.1|DPSE	CCAP1982_LOCUS8565|CAD7000062.1|CCAP
OG0005459	LOC4817436|XP_001356722.2|DPSE	CCAP1982_LOCUS7844|CAD6999317.1|CCAP, CCAP1982_LOCUS7845|CAD6999318.1|CCAP
OG0005460	LOC4818019|XP_001357475.3|DPSE	CCAP1982_LOCUS8484|CAD6999979.1|CCAP
OG0005461	LOC4817964|XP_001357240.1|DPSE	CCAP1982_LOCUS5846|CAD6997208.1|CCAP
OG0005462	LOC4817931|XP_001357242.1|DPSE	CCAP1982_LOCUS5848|CAD6997210.1|CCAP
OG0005463	LOC6900374|XP_002134769.1|DPSE	CCAP1982_LOCUS13791|CAD7005430.1|CCAP
OG0005464	LOC4817886|XP_033236759.1|DPSE	CCAP1982_LOCUS5843|CAD6997205.1|CCAP
OG0005465	LOC4811696|XP_001352275.2|DPSE	CCAP1982_LOCUS5833|CAD6997193.1|CCAP
OG0005466	LOC4811694|XP_001352277.1|DPSE	CCAP1982_LOCUS5831|CAD6997191.1|CCAP
OG0005467	LOC4800944|XP_033234807.1|DPSE	CCAP1982_LOCUS775|CAD6991884.1|CCAP
OG0005468	LOC4817149|XP_001356614.3|DPSE	CCAP1982_LOCUS8598|CAD7000100.1|CCAP, CCAP1982_LOCUS8602|CAD7000104.1|CCAP
OG0005469	LOC4818135|XP_001357435.2|DPSE	CCAP1982_LOCUS5526|CAD6996850.1|CCAP
OG0005470	LOC4818093|XP_015035521.2|DPSE	CCAP1982_LOCUS5524|CAD6996848.1|CCAP
OG0005471	LOC4816837|XP_015035907.2|DPSE	CCAP1982_LOCUS8604|CAD7000106.1|CCAP
OG0005472	LOC4817308|XP_033236672.1|DPSE	CCAP1982_LOCUS8605|CAD7000110.1|CCAP
OG0005473	LOC4817943|XP_001357483.2|DPSE	CCAP1982_LOCUS8028|CAD6999504.1|CCAP
OG0005474	LOC6902797|XP_002132534.2|DPSE	CCAP1982_LOCUS8512|CAD7000007.1|CCAP
OG0005475	LOC4817126|XP_001356404.1|DPSE	CCAP1982_LOCUS8513|CAD7000008.1|CCAP
OG0005476	LOC4805003|XP_001361473.3|DPSE	CCAP1982_LOCUS22700|CAD7014721.1|CCAP
OG0005477	LOC4812850|XP_001353939.2|DPSE	CCAP1982_LOCUS11778|CAD7003317.1|CCAP
OG0005478	LOC4817576|XP_001356981.1|DPSE	CCAP1982_LOCUS9156|CAD7000682.1|CCAP
OG0005479	LOC4817575|XP_001356980.2|DPSE	CCAP1982_LOCUS9157|CAD7000683.1|CCAP
OG0005480	LOC4817574|XP_001356979.1|DPSE	CCAP1982_LOCUS9158|CAD7000684.1|CCAP
OG0005481	LOC4816912|XP_001356702.3|DPSE	CCAP1982_LOCUS9152|CAD7000678.1|CCAP
OG0005482	LOC4816795|XP_033236373.1|DPSE	CCAP1982_LOCUS9150|CAD7000676.1|CCAP
OG0005483	LOC4801261|XP_001358383.1|DPSE	CCAP1982_LOCUS4912|CAD6996225.1|CCAP
OG0005485	LOC4803341|XP_033234087.1|DPSE	CCAP1982_LOCUS22512|CAD7014511.1|CCAP
OG0005486	LOC4803351|XP_001360115.1|DPSE	CCAP1982_LOCUS22543|CAD7014542.1|CCAP
OG0005487	LOC4816806|XP_001356834.2|DPSE	CCAP1982_LOCUS20898|CAD7012798.1|CCAP
OG0005488	LOC6903068|XP_015036237.2|DPSE	CCAP1982_LOCUS23408|CAD7015468.1|CCAP
OG0005490	LOC4817592|XP_001356995.2|DPSE	CCAP1982_LOCUS8150|CAD6999618.1|CCAP
OG0005491	LOC5495506|XP_033236897.1|DPSE	CCAP1982_LOCUS7825|CAD6999296.1|CCAP
OG0005492	LOC4817526|XP_001356941.1|DPSE	CCAP1982_LOCUS7814|CAD6999286.1|CCAP
OG0005493	LOC4816146|XP_033236509.1|DPSE	CCAP1982_LOCUS5481|CAD6996808.1|CCAP
OG0005494	LOC4804705|XP_001361223.1|DPSE	CCAP1982_LOCUS7091|CAD6998500.1|CCAP
OG0005495	LOC4803565|XP_001360272.2|DPSE	CCAP1982_LOCUS7250|CAD6998692.1|CCAP
OG0005496	LOC4801553|XP_001358625.3|DPSE	CCAP1982_LOCUS13482|CAD7005120.1|CCAP
OG0005497	LOC4816473|XP_001356103.2|DPSE	CCAP1982_LOCUS5795|CAD6997150.1|CCAP
OG0005498	LOC4816349|XP_001356104.1|DPSE	CCAP1982_LOCUS5796|CAD6997152.1|CCAP
OG0005499	LOC4816653|XP_001356107.2|DPSE	CCAP1982_LOCUS5799|CAD6997155.1|CCAP
OG0005500	LOC6902610|XP_002133136.1|DPSE	CCAP1982_LOCUS5800|CAD6997157.1|CCAP
OG0005501	LOC4816961|XP_001356384.3|DPSE	CCAP1982_LOCUS5803|CAD6997160.1|CCAP
OG0005502	LOC4817055|XP_001356383.2|DPSE	CCAP1982_LOCUS5804|CAD6997161.1|CCAP
OG0005504	LOC4816782|XP_001356552.2|DPSE	CCAP1982_LOCUS8561|CAD7000057.1|CCAP
OG0005506	LOC6903087|XP_015036265.2|DPSE	CCAP1982_LOCUS8577|CAD7000079.1|CCAP, CCAP1982_LOCUS8576|CAD7000078.1|CCAP
OG0005507	LOC4818121|XP_001357464.2|DPSE	CCAP1982_LOCUS7443|CAD6998896.1|CCAP
OG0005508	LOC4818085|XP_001357233.1|DPSE	CCAP1982_LOCUS7439|CAD6998892.1|CCAP
OG0005509	LOC4817191|XP_001356619.2|DPSE	CCAP1982_LOCUS8612|CAD7000117.1|CCAP
OG0005510	LOC6902706|XP_015036806.1|DPSE	CCAP1982_LOCUS6032|CAD6997391.1|CCAP
OG0005512	LOC4800612|XP_001357857.1|DPSE	CCAP1982_LOCUS2277|CAD6993464.1|CCAP
OG0005513	LOC6903309|XP_033236852.1|DPSE	CCAP1982_LOCUS6472|CAD6997848.1|CCAP
OG0005514	LOC6897400|XP_002137552.2|DPSE	CCAP1982_LOCUS3752|CAD6995022.1|CCAP
OG0005516	LOC4817751|XP_001357163.3|DPSE	CCAP1982_LOCUS6462|CAD6997838.1|CCAP
OG0005517	LOC4816333|XP_015036606.2|DPSE	CCAP1982_LOCUS8925|CAD7000448.1|CCAP
OG0005518	LOC4817069|XP_001356661.4|DPSE	CCAP1982_LOCUS7680|CAD6999137.1|CCAP, CCAP1982_LOCUS7689|CAD6999146.1|CCAP
OG0005519	LOC4803373|XP_001360097.1|DPSE	CCAP1982_LOCUS22134|CAD7014129.1|CCAP
OG0005520	LOC4816678|XP_001356067.3|DPSE	CCAP1982_LOCUS7919|CAD6999393.1|CCAP
OG0005521	LOC4816649|XP_001356065.2|DPSE	CCAP1982_LOCUS7921|CAD6999395.1|CCAP
