Orthogroup	DPSE.longest_only	DALB.longest_only
OG0004621	LOC4802797|XP_001359642.3|DPSE	LOC117574795|XP_034114645.1|DALB
OG0004622	LOC4801457|XP_015037259.2|DPSE	LOC117575836|XP_034116133.1|DALB
OG0004623	LOC4800505|XP_001357770.3|DPSE	LOC117575135|XP_034115132.1|DALB
OG0004624	LOC4802428|XP_001359352.1|DPSE	LOC117576687|XP_034117573.1|DALB
OG0004625	LOC6899785|XP_033241290.1|DPSE	LOC117577847|XP_034118683.1|DALB
OG0004626	LOC6901154|XP_015041398.2|DPSE	LOC117564871|XP_034099713.1|DALB
OG0004627	LOC6900299|XP_033240304.1|DPSE	LOC117571835|XP_034110106.1|DALB
OG0004628	LOC4816000|XP_001355420.3|DPSE	LOC117577100|XP_034118096.1|DALB
OG0004629	LOC26534253|XP_015038977.1|DPSE	LOC117575327|XP_034115373.1|DALB
OG0004630	LOC4800238|XP_003736225.2|DPSE	LOC117575415|XP_034115487.1|DALB
OG0004631	LOC4801440|XP_001358534.1|DPSE	LOC117573770|XP_034113058.1|DALB
OG0004632	LOC4801437|XP_001358532.5|DPSE	LOC117573769|XP_034113055.1|DALB
OG0004633	LOC4800503|XP_001357769.4|DPSE	LOC117576134|XP_034116586.1|DALB
OG0004634	LOC4800495|XP_001357762.1|DPSE	LOC117575339|XP_034115388.1|DALB
OG0004635	LOC6901052|XP_015042232.2|DPSE	LOC117569262|XP_034106257.1|DALB
OG0004636	LOC4815035|XP_001354697.4|DPSE	LOC117576670|XP_034117584.1|DALB
OG0004637	LOC6901857|XP_033240545.1|DPSE	LOC117568524|XP_034105122.1|DALB
OG0004638	LOC4814891|XP_033237585.1|DPSE	LOC117567051|XP_034102669.1|DALB
OG0004641	LOC4815471|XP_001355274.4|DPSE	LOC117577579|XP_034118313.1|DALB
OG0004642	LOC6901858|XP_002133396.2|DPSE	LOC117568623|XP_034105307.1|DALB
OG0004643	LOC4802628|XP_001359512.1|DPSE	LOC117575583|XP_034115740.1|DALB
OG0004644	LOC6902118|XP_002133649.1|DPSE	LOC117578316|XP_034119662.1|DALB
OG0004645	LOC4817263|XP_001356423.3|DPSE	LOC117566224|XP_034101661.1|DALB
OG0004646	LOC4800334|XP_001357579.3|DPSE	LOC117574564|XP_034114326.1|DALB
OG0004647	LOC4815230|XP_001355193.4|DPSE	LOC117577849|XP_034118681.1|DALB
OG0004648	LOC4814331|XP_001354391.2|DPSE	LOC117575996|XP_034116390.1|DALB
OG0004649	LOC6902205|XP_002133732.2|DPSE	LOC117575387|XP_034115457.1|DALB
OG0004650	LOC4817428|XP_001356791.3|DPSE	LOC117565230|XP_034100127.1|DALB
OG0004651	LOC13036333|XP_003736279.3|DPSE	LOC117576119|XP_034116568.1|DALB
OG0004652	LOC6897046|XP_002137231.2|DPSE	LOC117574035|XP_034113522.1|DALB
OG0004653	LOC4812902|XP_001353578.3|DPSE	LOC117567070|XP_034102703.1|DALB
OG0004654	LOC4816917|XP_001356638.2|DPSE	LOC117564730|XP_034099508.1|DALB
OG0004655	LOC4801687|XP_033239968.1|DPSE	LOC117575977|XP_034116350.1|DALB
OG0004656	LOC4814235|XP_001354355.2|DPSE	LOC117564172|XP_034098730.1|DALB, LOC117565591|XP_034100682.1|DALB
OG0004657	LOC4803294|XP_001360058.3|DPSE	LOC117575717|XP_034115946.1|DALB
OG0004658	LOC4801033|XP_001358201.4|DPSE	LOC117576509|XP_034117207.1|DALB
OG0004659	LOC4800642|XP_001357877.2|DPSE	LOC117575949|XP_034116303.1|DALB
OG0004660	LOC4801734|XP_001358777.2|DPSE	LOC117575086|XP_034115074.1|DALB
OG0004661	LOC4801192|XP_001358321.2|DPSE	LOC117573976|XP_034113410.1|DALB
OG0004662	LOC6897609|XP_002137754.1|DPSE	LOC117576665|XP_034117527.1|DALB
OG0004663	LOC4815002|XP_001355135.1|DPSE	LOC117572594|XP_034111381.1|DALB
OG0004664	LOC6901749|XP_033241106.1|DPSE	LOC117571790|XP_034110044.1|DALB
OG0004665	LOC4815227|XP_001355167.3|DPSE	LOC117573613|XP_034112805.1|DALB
OG0004666	LOC4801509|XP_001358588.3|DPSE	LOC117575222|XP_034115240.1|DALB
OG0004667	LOC4801504|XP_001358583.2|DPSE	LOC117574343|XP_034114055.1|DALB
OG0004668	LOC6901810|XP_033237829.1|DPSE	LOC117575282|XP_034115320.1|DALB
OG0004669	LOC6902353|XP_002133299.1|DPSE	LOC117564267|XP_034098860.1|DALB
OG0004670	LOC4802649|XP_001359530.4|DPSE	LOC117575122|XP_034115112.1|DALB
OG0004671	LOC6896926|XP_033238154.1|DPSE	LOC117575505|XP_034115639.1|DALB
OG0004673	LOC4801703|XP_001358751.3|DPSE	LOC117574666|XP_034114462.1|DALB
OG0004674	LOC4800662|XP_003736281.1|DPSE	LOC117575796|XP_034116064.1|DALB
OG0004675	LOC4800657|XP_001357892.1|DPSE	LOC117575990|XP_034116378.1|DALB
OG0004676	LOC4801916|XP_001358934.2|DPSE	LOC117574514|XP_034114264.1|DALB
OG0004677	LOC4801758|XP_033232479.1|DPSE	LOC117574177|XP_034113756.1|DALB
OG0004678	LOC4801757|XP_001358798.2|DPSE	LOC117574168|XP_034113747.1|DALB
OG0004679	LOC6896990|XP_033232470.1|DPSE	LOC117574465|XP_034114192.1|DALB
OG0004680	LOC4801210|XP_033232617.1|DPSE	LOC117576024|XP_034116421.1|DALB
OG0004682	LOC4817568|XP_001356973.4|DPSE	LOC117565361|XP_034100315.1|DALB
OG0004683	LOC4801396|XP_001358496.1|DPSE	LOC117573600|XP_034112786.1|DALB
OG0004684	LOC4801500|XP_033236716.1|DPSE	LOC117575715|XP_034115943.1|DALB
OG0004685	LOC4800480|XP_003736251.1|DPSE	LOC117573810|XP_034113113.1|DALB
OG0004686	LOC4803040|XP_001359841.1|DPSE	LOC117576786|XP_034117728.1|DALB
OG0004687	LOC4800483|XP_001357750.4|DPSE	LOC117575388|XP_034115454.1|DALB
OG0004688	LOC4803236|XP_001360009.3|DPSE	LOC117576493|XP_034117162.1|DALB
OG0004689	LOC6896816|XP_002137019.3|DPSE	LOC117576607|XP_034117397.1|DALB
OG0004690	LOC4802276|XP_001359228.4|DPSE	LOC117575089|XP_034115076.1|DALB
OG0004691	LOC4801253|XP_001358376.1|DPSE	LOC117576800|XP_034117750.1|DALB
OG0004692	LOC4801572|XP_001358643.3|DPSE	LOC117574780|XP_034114622.1|DALB
OG0004693	LOC4801574|XP_015037315.2|DPSE	LOC117574779|XP_034114620.1|DALB
OG0004694	LOC117183982|XP_033235645.1|DPSE	LOC117575484|XP_034115608.1|DALB
OG0004695	LOC4800659|XP_015038664.2|DPSE	LOC117575986|XP_034116372.1|DALB
OG0004697	LOC26533845|XP_033237481.1|DPSE	LOC117577738|XP_034118537.1|DALB
OG0004698	LOC4815625|XP_015041275.1|DPSE	LOC117572726|XP_034111688.1|DALB
OG0004699	LOC4801013|XP_002137183.2|DPSE	LOC117575427|XP_034115522.1|DALB
OG0004700	LOC4802755|XP_001359616.3|DPSE	LOC117575234|XP_034115257.1|DALB
OG0004701	LOC4802247|XP_001359206.1|DPSE	LOC117574084|XP_034113610.1|DALB
OG0004702	LOC4801744|XP_001358787.2|DPSE	LOC117574007|XP_034113474.1|DALB
OG0004703	LOC4800558|XP_001357814.3|DPSE	LOC117575701|XP_034115905.1|DALB
OG0004704	LOC6896752|XP_002136959.2|DPSE	LOC117576221|XP_034116721.1|DALB
OG0004705	LOC4800849|XP_001358050.2|DPSE	LOC117573833|XP_034113156.1|DALB
OG0004706	LOC4814087|XP_001354210.4|DPSE	LOC117566971|XP_034102522.1|DALB
OG0004707	LOC4816261|XP_001355769.3|DPSE	LOC117575094|XP_034115085.1|DALB
OG0004708	LOC4802991|XP_001359799.2|DPSE	LOC117576742|XP_034117665.1|DALB
OG0004709	LOC4800965|XP_015038715.1|DPSE	LOC117576322|XP_034116879.1|DALB
OG0004710	LOC4801943|XP_015037486.2|DPSE	LOC117574331|XP_034114033.1|DALB
OG0004711	LOC4800741|XP_033232680.1|DPSE	LOC117574459|XP_034114188.1|DALB
OG0004712	LOC4802003|XP_001359011.2|DPSE	LOC117575365|XP_034115420.1|DALB
OG0004713	LOC6897340|XP_003736597.3|DPSE	LOC117574070|XP_034113587.1|DALB
OG0004714	LOC4801790|XP_033240367.1|DPSE	LOC117576811|XP_034117769.1|DALB
OG0004715	LOC4816547|XP_001356198.2|DPSE	LOC117563547|XP_034097816.1|DALB
OG0004716	LOC4801765|XP_001358805.2|DPSE	LOC117576510|XP_034117208.1|DALB
OG0004717	LOC6901086|XP_015042276.2|DPSE	LOC117571874|XP_034110225.1|DALB
OG0004718	LOC4817427|XP_001356766.1|DPSE	LOC117564185|XP_034098749.1|DALB
OG0004719	LOC6896689|XP_015038829.2|DPSE	LOC117573882|XP_034113251.1|DALB
OG0004720	LOC4801748|XP_001358790.1|DPSE	LOC117574009|XP_034113481.1|DALB
OG0004721	LOC4801106|XP_001358255.4|DPSE	LOC117574028|XP_034113510.1|DALB
OG0004722	LOC4800469|XP_001357739.1|DPSE	LOC117574038|XP_034113529.1|DALB
OG0004723	LOC4814680|XP_001354942.3|DPSE	LOC117573936|XP_034113353.1|DALB
OG0004724	LOC4801336|XP_001358447.2|DPSE	LOC117576548|XP_034117276.1|DALB
OG0004725	LOC4800739|XP_001357957.2|DPSE	LOC117573286|XP_034112281.1|DALB
OG0004726	LOC4800654|XP_001357887.3|DPSE	LOC117575966|XP_034116336.1|DALB
OG0004727	LOC4800550|XP_015038457.2|DPSE	LOC117574276|XP_034113915.1|DALB
OG0004728	LOC4800842|XP_001358045.2|DPSE	LOC117575238|XP_034115260.1|DALB
OG0004729	LOC4814929|XP_001354606.2|DPSE	LOC117577926|XP_034118819.1|DALB
OG0004730	LOC6903530|XP_002132406.2|DPSE	LOC117565284|XP_034100203.1|DALB
OG0004731	LOC4801837|XP_001358870.1|DPSE	LOC117575153|XP_034115147.1|DALB
OG0004732	LOC13036441|XP_033233938.1|DPSE	LOC117575098|XP_034115090.1|DALB
OG0004733	LOC4801051|XP_001358214.3|DPSE	LOC117575099|XP_034115091.1|DALB
OG0004734	LOC4800983|XP_001358164.3|DPSE	LOC117574983|XP_034114940.1|DALB
OG0004735	LOC4801934|XP_015037479.2|DPSE	LOC117575682|XP_034115862.1|DALB
OG0004736	LOC4801697|XP_033233264.1|DPSE	LOC117576627|XP_034117443.1|DALB
OG0004737	LOC4802748|XP_001359609.2|DPSE	LOC117575431|XP_034115526.1|DALB
OG0004738	LOC6897778|XP_002137883.3|DPSE	LOC117574958|XP_034114910.1|DALB
OG0004739	LOC4801559|XP_001358631.1|DPSE	LOC117575172|XP_034115174.1|DALB
OG0004740	LOC6896858|XP_002137049.1|DPSE	LOC117575952|XP_034116315.1|DALB
OG0004741	LOC4801974|XP_015037515.2|DPSE	LOC117573359|XP_034112377.1|DALB
OG0004742	LOC6899878|XP_033237181.1|DPSE	LOC117573196|XP_034112080.1|DALB
OG0004743	LOC4800514|XP_001357779.3|DPSE	LOC117575294|XP_034115332.1|DALB
OG0004744	LOC4816603|XP_001356028.3|DPSE	LOC117564433|XP_034099060.1|DALB
OG0004745	LOC6897635|XP_033236590.1|DPSE	LOC117575022|XP_034114991.1|DALB
OG0004746	LOC4802795|XP_001359640.3|DPSE	LOC117574793|XP_034114642.1|DALB
OG0004747	LOC4802796|XP_015038094.2|DPSE	LOC117574796|XP_034114646.1|DALB
OG0004748	LOC6897810|XP_002137915.2|DPSE	LOC117574792|XP_034114639.1|DALB
OG0004750	LOC4801962|XP_001358976.2|DPSE	LOC117575694|XP_034115897.1|DALB
OG0004751	LOC4800695|XP_001357920.5|DPSE	LOC117576266|XP_034116800.1|DALB
OG0004753	LOC4801289|XP_001358409.2|DPSE	LOC117574134|XP_034113690.1|DALB
OG0004754	LOC4801103|XP_001358252.1|DPSE	LOC117573292|XP_034112286.1|DALB
OG0004755	LOC6896790|XP_002136995.1|DPSE	LOC117575165|XP_034115159.1|DALB
OG0004756	LOC4800535|XP_001357799.2|DPSE	LOC117574162|XP_034113740.1|DALB
OG0004757	LOC4801409|XP_003736503.3|DPSE	LOC117576640|XP_034117456.1|DALB
OG0004758	LOC6897957|XP_002138056.3|DPSE	LOC117575255|XP_034115280.1|DALB
OG0004759	LOC4801584|XP_001358654.3|DPSE	LOC117574164|XP_034113743.1|DALB
OG0004760	LOC4801578|XP_001358648.3|DPSE	LOC117576910|XP_034117940.1|DALB
OG0004761	LOC4802102|XP_001359086.4|DPSE	LOC117576643|XP_034117463.1|DALB
OG0004763	LOC4801453|XP_001358547.4|DPSE	LOC117575777|XP_034116035.1|DALB
OG0004764	LOC4801632|XP_001358688.2|DPSE	LOC117576674|XP_034117560.1|DALB
OG0004765	LOC4800433|XP_033232361.1|DPSE	LOC117576021|XP_034116419.1|DALB
OG0004766	LOC6896754|XP_002136961.1|DPSE	LOC117574295|XP_034113988.1|DALB
OG0004767	LOC4802733|XP_001359596.4|DPSE	LOC117576109|XP_034116558.1|DALB
OG0004768	LOC4802731|XP_001359594.4|DPSE	LOC117574549|XP_034114312.1|DALB
OG0004769	LOC6903074|XP_002132792.2|DPSE	LOC117565486|XP_034100479.1|DALB
OG0004770	LOC4803173|XP_001359957.1|DPSE	LOC117576841|XP_034117814.1|DALB
OG0004771	LOC6896712|XP_033235161.1|DPSE	LOC117576594|XP_034117374.1|DALB
OG0004772	LOC4801704|XP_001358750.3|DPSE	LOC117576601|XP_034117386.1|DALB
OG0004775	LOC4801833|XP_033232807.1|DPSE	LOC117576067|XP_034116492.1|DALB
OG0004776	LOC4803451|XP_001360172.1|DPSE	LOC117572692|XP_034111634.1|DALB
OG0004777	LOC4811790|XP_001352358.1|DPSE	LOC117573159|XP_034112012.1|DALB, LOC117573154|XP_034112003.1|DALB
OG0004778	LOC4816411|XP_001356236.2|DPSE	LOC117565838|XP_034101040.1|DALB
OG0004779	LOC4801568|XP_001358636.3|DPSE	LOC117573644|XP_034112850.1|DALB
OG0004780	LOC4816701|XP_001355937.2|DPSE	LOC117564072|XP_034098588.1|DALB
OG0004781	LOC6896783|XP_002136989.2|DPSE	LOC117576352|XP_034116927.1|DALB
OG0004782	LOC4801750|XP_001358792.3|DPSE	LOC117574104|XP_034113638.1|DALB
OG0004783	LOC6901628|XP_002134298.2|DPSE	LOC117577619|XP_034118363.1|DALB
OG0004784	LOC4801884|XP_033239120.1|DPSE	LOC117575242|XP_034115266.1|DALB
OG0004785	LOC4801896|XP_001358917.2|DPSE	LOC117574806|XP_034114662.1|DALB
OG0004786	LOC4801899|XP_001358921.2|DPSE	LOC117574719|XP_034114533.1|DALB
OG0004787	LOC4801902|XP_001358922.2|DPSE	LOC117573443|XP_034112555.1|DALB
OG0004788	LOC4801903|XP_015037449.1|DPSE	LOC117575292|XP_034115330.1|DALB
OG0004789	LOC4801904|XP_001358924.1|DPSE	LOC117575283|XP_034115317.1|DALB
OG0004790	LOC4801720|XP_033241738.1|DPSE	LOC117575333|XP_034115380.1|DALB
OG0004791	LOC4800727|XP_033233192.1|DPSE	LOC117573663|XP_034112882.1|DALB
OG0004792	LOC6899370|XP_002136159.1|DPSE	LOC117576725|XP_034117638.1|DALB
OG0004793	LOC6897401|XP_002137553.3|DPSE	LOC117573896|XP_034113295.1|DALB
OG0004794	LOC4802012|XP_015037540.2|DPSE	LOC117575200|XP_034115208.1|DALB
OG0004795	LOC4801384|XP_001358486.3|DPSE	LOC117576587|XP_034117365.1|DALB
OG0004796	LOC4801349|XP_001358458.4|DPSE	LOC117574340|XP_034114051.1|DALB
OG0004797	LOC4800961|XP_015038722.2|DPSE	LOC117575281|XP_034115314.1|DALB
OG0004798	LOC4801165|XP_001358299.2|DPSE	LOC117574066|XP_034113580.1|DALB
OG0004799	LOC4801592|XP_001358661.2|DPSE	LOC117576866|XP_034117859.1|DALB
OG0004800	LOC4801640|XP_001358694.2|DPSE	LOC117573650|XP_034112862.1|DALB
OG0004803	LOC4800636|XP_001357873.3|DPSE	LOC117573304|XP_034112300.1|DALB
OG0004804	LOC4802730|XP_001359593.2|DPSE	LOC117576076|XP_034116511.1|DALB
OG0004805	LOC6896758|XP_033232346.1|DPSE	LOC117574288|XP_034113933.1|DALB
OG0004806	LOC4814824|XP_001354533.2|DPSE	LOC117577683|XP_034118469.1|DALB
OG0004807	LOC4802123|XP_001359104.6|DPSE	LOC117575440|XP_034115535.1|DALB
OG0004808	LOC4800777|XP_001357992.3|DPSE	LOC117573915|XP_034113317.1|DALB
OG0004811	LOC4811921|XP_015044057.2|DPSE	LOC117570486|XP_034108063.1|DALB
OG0004812	LOC4800592|XP_003736272.3|DPSE	LOC117576669|XP_034117541.1|DALB
OG0004813	LOC4801689|XP_001358737.1|DPSE	LOC117575975|XP_034116346.1|DALB
OG0004814	LOC4801495|XP_001358574.2|DPSE	LOC117573926|XP_034113334.1|DALB
OG0004815	LOC4815235|XP_001355093.4|DPSE	LOC117563780|XP_034098182.1|DALB
OG0004816	LOC4815010|XP_001354978.2|DPSE	LOC117578043|XP_034119052.1|DALB
OG0004817	LOC4815256|XP_001354977.1|DPSE	LOC117569026|XP_034105911.1|DALB
OG0004818	LOC4801817|XP_001358850.1|DPSE	LOC117574989|XP_034114950.1|DALB
OG0004819	LOC4800577|XP_001357828.2|DPSE	LOC117573874|XP_034113242.1|DALB
OG0004820	LOC4800774|XP_033233983.1|DPSE	LOC117573916|XP_034113319.1|DALB
OG0004821	LOC4800305|XP_015038741.2|DPSE	LOC117576588|XP_034117366.1|DALB
OG0004822	LOC4801946|XP_015037488.2|DPSE	LOC117574334|XP_034114041.1|DALB
OG0004823	LOC6897136|XP_015037137.2|DPSE	LOC117574013|XP_034113488.1|DALB
OG0004824	LOC4801297|XP_001358416.3|DPSE	LOC117574015|XP_034113493.1|DALB
OG0004825	LOC4811807|XP_033237323.1|DPSE	LOC117573189|XP_034112068.1|DALB
OG0004826	LOC4801927|XP_001358945.3|DPSE	LOC117576662|XP_034117510.1|DALB
OG0004827	LOC4802750|XP_001359611.1|DPSE	LOC117576064|XP_034116490.1|DALB
OG0004828	LOC4801566|XP_001358638.1|DPSE	LOC117573645|XP_034112852.1|DALB
OG0004829	LOC4801776|XP_001358815.3|DPSE	LOC117573483|XP_034112601.1|DALB
OG0004830	LOC4800825|XP_015038653.2|DPSE	LOC117573739|XP_034113008.1|DALB
OG0004831	LOC4813658|XP_001353837.2|DPSE	LOC117569754|XP_034106938.1|DALB
OG0004832	LOC4800525|XP_001357790.1|DPSE	LOC117576568|XP_034117298.1|DALB
OG0004833	LOC4802678|XP_001359548.1|DPSE	LOC117576704|XP_034117610.1|DALB
OG0004834	LOC4800576|XP_001357827.1|DPSE	LOC117575076|XP_034115061.1|DALB
OG0004835	LOC4800574|XP_001357825.2|DPSE	LOC117576086|XP_034116525.1|DALB
OG0004836	LOC4801226|XP_001358349.3|DPSE	LOC117573416|XP_034112513.1|DALB
OG0004837	LOC4812243|XP_001353006.3|DPSE	LOC117571768|XP_034110017.1|DALB, LOC117571767|XP_034110016.1|DALB, LOC117571770|XP_034110018.1|DALB
OG0004838	LOC13036329|XP_003736664.2|DPSE	LOC117574805|XP_034114661.1|DALB
OG0004839	LOC4802114|XP_003736665.2|DPSE	LOC117573804|XP_034113104.1|DALB
OG0004840	LOC4802166|XP_001359139.3|DPSE	LOC117576760|XP_034117696.1|DALB
OG0004841	LOC4817840|XP_001357357.3|DPSE	LOC117564155|XP_034098712.1|DALB
OG0004842	LOC6896774|XP_002136980.2|DPSE	LOC117575979|XP_034116353.1|DALB
OG0004843	LOC117183243|XP_033232377.1|DPSE, LOC4801448|XP_001358542.2|DPSE	LOC117576272|XP_034116808.1|DALB
OG0004844	LOC4816426|XP_033236434.1|DPSE	LOC117576241|XP_034116750.1|DALB
OG0004845	LOC6897624|XP_002137768.2|DPSE	LOC117573862|XP_034113224.1|DALB
OG0004846	LOC4817343|XP_015035800.2|DPSE	LOC117563253|XP_034097359.1|DALB
OG0004847	LOC4817143|XP_001356410.1|DPSE	LOC117563251|XP_034097355.1|DALB
OG0004848	LOC4802091|XP_033240046.1|DPSE	LOC117567503|XP_034103425.1|DALB
OG0004849	LOC4817010|XP_001356520.3|DPSE	LOC117578389|XP_034119721.1|DALB
OG0004850	LOC4802254|XP_033232718.1|DPSE	LOC117576893|XP_034117921.1|DALB
OG0004851	LOC4802256|XP_033232698.1|DPSE	LOC117576890|XP_034117915.1|DALB
OG0004852	LOC4802258|XP_002137681.2|DPSE	LOC117574111|XP_034113653.1|DALB
OG0004853	LOC4803774|XP_015039343.2|DPSE	LOC117568372|XP_034104866.1|DALB
OG0004854	LOC6900440|XP_015042767.2|DPSE	LOC117571573|XP_034109675.1|DALB
OG0004855	LOC6900755|XP_002135114.3|DPSE	LOC117571000|XP_034108839.1|DALB
OG0004856	LOC4812248|XP_033238732.1|DPSE	LOC117568747|XP_034105462.1|DALB
OG0004857	LOC4813081|XP_001353569.3|DPSE	LOC117568283|XP_034104688.1|DALB
OG0004858	LOC4812378|XP_033237976.1|DPSE	LOC117570350|XP_034107797.1|DALB
OG0004859	LOC4812062|XP_001352518.2|DPSE	LOC117570353|XP_034107814.1|DALB
OG0004860	LOC4814151|XP_001354294.1|DPSE	LOC117567852|XP_034103997.1|DALB
OG0004861	LOC4813529|XP_033237632.1|DPSE	LOC117571873|XP_034110210.1|DALB
OG0004862	LOC6900735|XP_033241263.1|DPSE	LOC117572306|XP_034110917.1|DALB
OG0004863	LOC4813226|XP_001353862.4|DPSE	LOC117567793|XP_034103908.1|DALB
OG0004864	LOC4813213|XP_001353887.3|DPSE	LOC117570032|XP_034107346.1|DALB
OG0004865	LOC4800687|XP_001357913.2|DPSE	LOC117575358|XP_034115414.1|DALB
OG0004866	LOC4812988|XP_001353463.2|DPSE	LOC117571498|XP_034109556.1|DALB
OG0004867	LOC6898950|XP_002138911.3|DPSE	LOC117571918|XP_034110286.1|DALB
OG0004868	LOC4804828|XP_033234156.1|DPSE	LOC117571919|XP_034110287.1|DALB
OG0004869	LOC4803425|XP_001360140.2|DPSE	LOC117566894|XP_034102400.1|DALB
OG0004870	LOC4803430|XP_001360145.1|DPSE	LOC117566901|XP_034102410.1|DALB
OG0004871	LOC4805452|XP_001361851.2|DPSE	LOC117569168|XP_034106125.1|DALB
OG0004872	LOC4803563|XP_001360270.2|DPSE	LOC117570447|XP_034107996.1|DALB
OG0004873	LOC4817473|XP_001356599.3|DPSE	LOC117564443|XP_034099073.1|DALB
OG0004874	LOC4802230|XP_001359193.3|DPSE	LOC117574808|XP_034114663.1|DALB
OG0004875	LOC6901726|XP_002134394.3|DPSE	LOC117578166|XP_034119335.1|DALB
OG0004876	LOC117184453|XP_033237998.1|DPSE, LOC4814242|XP_001354480.3|DPSE	LOC117571569|XP_034109672.1|DALB
OG0004877	LOC4812225|XP_001352783.3|DPSE	LOC117570825|XP_034108580.1|DALB
OG0004878	LOC4804135|XP_001360741.1|DPSE	LOC117569673|XP_034106811.1|DALB
OG0004879	LOC6898449|XP_015039816.2|DPSE	LOC117568190|XP_034104539.1|DALB
OG0004880	LOC4812278|XP_001352974.1|DPSE	LOC117568393|XP_034104897.1|DALB
OG0004881	LOC4814098|XP_001354229.3|DPSE	LOC117568049|XP_034104284.1|DALB
OG0004882	LOC4813449|XP_001353459.4|DPSE	LOC117572764|XP_034111740.1|DALB
OG0004883	LOC4812186|XP_001352729.4|DPSE	LOC117570676|XP_034108366.1|DALB
OG0004884	LOC4804863|XP_033234796.1|DPSE	LOC117572713|XP_034111664.1|DALB
OG0004885	LOC4804754|XP_001361266.5|DPSE	LOC117571077|XP_034108943.1|DALB
OG0004886	LOC4805473|XP_001361868.2|DPSE	LOC117571984|XP_034110381.1|DALB
OG0004887	LOC4804789|XP_001361297.2|DPSE	LOC117570765|XP_034108490.1|DALB
OG0004888	LOC4803627|XP_001360315.3|DPSE	LOC117570398|XP_034107908.1|DALB
OG0004889	LOC4804713|XP_015040133.2|DPSE	LOC117568167|XP_034104489.1|DALB
OG0004890	LOC4804871|XP_033233447.1|DPSE	LOC117566913|XP_034102423.1|DALB
OG0004891	LOC4814299|XP_001354437.2|DPSE	LOC117565952|XP_034101236.1|DALB
OG0004892	LOC4804368|XP_033233267.1|DPSE	LOC117569999|XP_034107277.1|DALB
OG0004893	LOC4804239|XP_001360830.1|DPSE	LOC117568012|XP_034104226.1|DALB
OG0004894	LOC4805141|XP_001361593.3|DPSE	LOC117570760|XP_034108480.1|DALB
OG0004895	LOC6898495|XP_002138536.1|DPSE	LOC117572170|XP_034110711.1|DALB
OG0004896	LOC4803744|XP_015039308.2|DPSE	LOC117568664|XP_034105357.1|DALB
OG0004897	LOC4803742|XP_033234352.1|DPSE	LOC117568388|XP_034104889.1|DALB
OG0004898	LOC6898522|XP_002138563.1|DPSE	LOC117567150|XP_034102855.1|DALB
OG0004899	LOC6899084|XP_033234682.1|DPSE	LOC117572444|XP_034111165.1|DALB
OG0004900	LOC4804091|XP_001360709.3|DPSE	LOC117568207|XP_034104568.1|DALB
OG0004901	LOC6898519|XP_002138560.2|DPSE	LOC117569886|XP_034107116.1|DALB
OG0004902	LOC4813582|XP_001353561.3|DPSE	LOC117569996|XP_034107274.1|DALB
OG0004903	LOC6898822|XP_002138795.1|DPSE	LOC117566963|XP_034102505.1|DALB
OG0004904	LOC4801755|XP_001358796.2|DPSE	LOC117576631|XP_034117449.1|DALB
OG0004905	LOC4803635|XP_015039218.1|DPSE	LOC117572374|XP_034111031.1|DALB
OG0004906	LOC4814144|XP_001354296.2|DPSE	LOC117567578|XP_034103546.1|DALB
OG0004907	LOC4812821|XP_001353460.1|DPSE	LOC117572763|XP_034111739.1|DALB
OG0004908	LOC4813082|XP_001353217.1|DPSE	LOC117569009|XP_034105887.1|DALB
OG0004909	LOC4812930|XP_001353223.3|DPSE	LOC117572303|XP_034110908.1|DALB
OG0004910	LOC4812769|XP_001353225.3|DPSE	LOC117572302|XP_034110906.1|DALB
OG0004911	LOC6900181|XP_002135520.1|DPSE	LOC117568259|XP_034104636.1|DALB
OG0004912	LOC4814058|XP_001354295.1|DPSE	LOC117571191|XP_034109121.1|DALB
OG0004913	LOC4804424|XP_001360990.2|DPSE	LOC117568329|XP_034104803.1|DALB
OG0004914	LOC6898485|XP_002138527.2|DPSE	LOC117569583|XP_034106702.1|DALB
OG0004915	LOC4805587|XP_001361968.1|DPSE	LOC117567635|XP_034103625.1|DALB
OG0004916	LOC4803781|XP_001360444.3|DPSE	LOC117569795|XP_034106996.1|DALB
OG0004917	LOC4812495|XP_001352607.3|DPSE	LOC117567194|XP_034102914.1|DALB
OG0004918	LOC4812409|XP_001352606.2|DPSE	LOC117567188|XP_034102904.1|DALB
OG0004920	LOC4813046|XP_001354013.3|DPSE	LOC117572379|XP_034111039.1|DALB
OG0004921	LOC4813191|XP_033240186.1|DPSE	LOC117567288|XP_034103049.1|DALB
OG0004922	LOC4812733|XP_033238673.1|DPSE	LOC117572513|XP_034111258.1|DALB
OG0004923	LOC4812485|XP_001352599.1|DPSE	LOC117568091|XP_034104362.1|DALB
OG0004924	LOC4813748|XP_001353825.2|DPSE	LOC117571908|XP_034110276.1|DALB
OG0004925	LOC4812462|XP_001352872.2|DPSE	LOC117570781|XP_034108513.1|DALB
OG0004926	LOC4812258|XP_001352847.1|DPSE	LOC117568662|XP_034105355.1|DALB
OG0004927	LOC6900907|XP_033241330.1|DPSE	LOC117567321|XP_034103111.1|DALB
OG0004928	LOC4804067|XP_015039581.2|DPSE	LOC117567331|XP_034103143.1|DALB
OG0004929	LOC4811974|XP_033240584.1|DPSE	LOC117567049|XP_034102662.1|DALB
