Orthogroup	DPSE.longest_only	DSIM.longest_only
OG0005536	LOC4817708|XP_001357087.1|DPSE	LOC27206560|XP_016025252.1|DSIM
OG0005537	LOC4816438|XP_001355912.2|DPSE	LOC6732153|XP_002079285.1|DSIM
OG0005538	LOC6902940|XP_033235331.1|DPSE	LOC6732671|XP_002079788.1|DSIM
OG0005539	LOC4817338|XP_001356894.2|DPSE	LOC6732734|XP_016025466.1|DSIM
OG0005540	LOC4817549|XP_001356957.2|DPSE	LOC6730489|XP_002077670.2|DSIM
OG0005541	LOC4817827|XP_001357467.2|DPSE	LOC6730423|XP_002077604.2|DSIM
OG0005542	LOC4812603|XP_015043611.2|DPSE	LOC6736630|XP_016030214.1|DSIM
OG0005543	LOC4816363|XP_001356265.2|DPSE	LOC6732812|XP_002079925.1|DSIM
OG0005544	LOC4817316|XP_033235426.1|DPSE	LOC6730468|XP_039146927.1|DSIM
OG0005545	LOC6903042|XP_002132766.3|DPSE	LOC6731968|XP_002079102.1|DSIM
OG0005546	LOC4818194|XP_001357505.3|DPSE	LOC6733035|XP_016025722.1|DSIM
OG0005547	LOC4817411|XP_001356600.3|DPSE	LOC6731472|XP_016024155.1|DSIM
OG0005548	LOC4816838|XP_001356595.3|DPSE	LOC6731477|XP_016024158.1|DSIM
OG0005549	LOC4817403|XP_001356880.1|DPSE	LOC6731479|XP_002078628.1|DSIM
OG0005550	LOC4817332|XP_015036224.2|DPSE	LOC6731063|XP_016023582.1|DSIM
OG0005551	LOC4804054|XP_001360675.2|DPSE	LOC6735189|XP_016028474.1|DSIM
OG0005552	LOC4803628|XP_001360316.2|DPSE	LOC6735188|XP_002082162.2|DSIM
OG0005553	LOC4816781|XP_001356551.1|DPSE	LOC6730600|XP_002077779.1|DSIM
OG0005554	LOC4817750|XP_015035645.2|DPSE	LOC6730945|XP_016023405.2|DSIM
OG0005555	LOC4817721|XP_001357111.1|DPSE	LOC6739202|XP_016023400.1|DSIM
OG0005556	LOC4817795|XP_001357110.1|DPSE	LOC6739204|XP_002076116.1|DSIM
OG0005557	LOC4816882|XP_001356545.2|DPSE	LOC6732546|XP_002079665.2|DSIM
OG0005558	LOC6903642|XP_015034986.2|DPSE	LOC6739874|XP_016038769.1|DSIM
OG0005559	LOC4816931|XP_001356869.2|DPSE	LOC6732976|XP_016025658.1|DSIM
OG0005560	LOC4816883|XP_001356546.2|DPSE	LOC6732544|XP_002079663.1|DSIM
OG0005561	LOC4814192|XP_001354316.1|DPSE	LOC27207672|XP_016038573.1|DSIM
OG0005562	LOC4817349|XP_015036004.2|DPSE	LOC6731005|XP_016023471.1|DSIM
OG0005563	LOC4811703|XP_033237068.1|DPSE	LOC6724739|XP_016037422.1|DSIM
OG0005564	LOC117184105|XP_033236189.1|DPSE	LOC6731770|XP_039154334.1|DSIM
OG0005565	LOC4817112|XP_001356567.1|DPSE	LOC6732604|XP_016025309.1|DSIM
OG0005566	LOC4817113|XP_001356568.1|DPSE	LOC6732605|XP_002079724.1|DSIM
OG0005567	LOC4800430|XP_001357708.4|DPSE	LOC6729464|XP_016036137.1|DSIM
OG0005568	LOC4816514|XP_001355942.2|DPSE	LOC6731028|XP_002078189.2|DSIM
OG0005569	LOC4817359|XP_015036054.1|DPSE	LOC6730658|XP_016023096.1|DSIM
OG0005570	LOC4817594|XP_001356997.4|DPSE	LOC6730526|XP_016022981.1|DSIM
OG0005571	LOC6898201|XP_033233201.1|DPSE	LOC6735830|XP_039148836.1|DSIM
OG0005572	LOC4803779|XP_015039358.2|DPSE	LOC6735536|XP_002082472.2|DSIM
OG0005573	LOC4803043|XP_015038255.2|DPSE	LOC6729622|XP_016036258.1|DSIM
OG0005574	LOC4804905|XP_001361390.4|DPSE	LOC6733398|XP_016026319.1|DSIM
OG0005575	LOC6897013|XP_002137198.1|DPSE	LOC27207042|XP_016035324.1|DSIM
OG0005576	LOC6898960|XP_002138920.2|DPSE	LOC6734711|XP_002081718.1|DSIM
OG0005577	LOC4813526|XP_001353169.2|DPSE	LOC6738121|XP_016031958.1|DSIM
OG0005578	LOC4813827|XP_033240142.1|DPSE	LOC6738821|XP_016032636.1|DSIM
OG0005579	LOC26532629|XP_015042737.1|DPSE	LOC27207176|XP_016032637.1|DSIM
OG0005580	LOC4814035|XP_001354169.1|DPSE	LOC6737384|XP_002084222.2|DSIM
OG0005581	LOC6901716|XP_033238115.1|DPSE	LOC6725257|XP_039153443.1|DSIM
OG0005582	LOC4813343|XP_001353584.3|DPSE	LOC6739074|XP_016032900.1|DSIM
OG0005583	LOC4813136|XP_001353811.2|DPSE	LOC6737282|XP_002084122.1|DSIM
OG0005584	LOC4818151|XP_033235880.1|DPSE	LOC6731176|XP_039148766.1|DSIM
OG0005585	LOC6897850|XP_002137953.2|DPSE	LOC6727053|XP_002102450.1|DSIM
OG0005586	LOC4802424|XP_001359346.2|DPSE	LOC6726830|XP_002102237.1|DSIM
OG0005587	LOC4811738|XP_001352310.3|DPSE	LOC6731914|XP_002079049.2|DSIM
OG0005588	LOC4813764|XP_001353262.1|DPSE	LOC6738246|XP_016032115.1|DSIM
OG0005589	LOC4803035|XP_001359837.1|DPSE	LOC6728849|XP_002104183.1|DSIM
OG0005590	LOC4803404|XP_001360151.2|DPSE	LOC6733263|XP_002080326.1|DSIM
OG0005591	LOC4815220|XP_001354596.3|DPSE	LOC27208834|XP_039152432.1|DSIM
OG0005592	LOC4802069|XP_001359062.1|DPSE	LOC6727787|XP_016034358.1|DSIM
OG0005593	LOC4813679|XP_001353571.2|DPSE	LOC6736436|XP_002083307.1|DSIM
OG0005594	LOC4813765|XP_001353340.1|DPSE	LOC6737084|XP_002083931.1|DSIM
OG0005595	LOC6900433|XP_002134824.2|DPSE	LOC6737083|XP_039148942.1|DSIM
OG0005596	LOC4813053|XP_001353552.1|DPSE	LOC6736410|XP_002083282.1|DSIM
OG0005597	LOC4801710|XP_001358757.4|DPSE	LOC6728964|XP_039151468.1|DSIM
OG0005598	LOC4800240|XP_015038735.2|DPSE	LOC6730121|XP_002105414.1|DSIM
OG0005599	LOC4803778|XP_001360440.3|DPSE	LOC6735533|XP_016028885.1|DSIM
OG0005600	LOC4802644|XP_001359525.3|DPSE	LOC6728923|XP_002104251.1|DSIM
OG0005601	LOC4814861|XP_015041760.2|DPSE	LOC27207490|XP_016040083.1|DSIM
OG0005602	LOC4802194|XP_001359162.4|DPSE	LOC6729719|XP_039151692.1|DSIM
OG0005603	LOC4804007|XP_001360638.2|DPSE	LOC6734591|XP_002081599.1|DSIM
OG0005604	LOC4804009|XP_001360640.3|DPSE	LOC6734588|XP_039148631.1|DSIM
OG0005605	LOC4803665|XP_001360348.2|DPSE	LOC6734120|XP_039147856.1|DSIM
OG0005606	LOC4817738|XP_001357151.3|DPSE	LOC6732053|XP_002079185.2|DSIM
OG0005607	LOC4803195|XP_001359978.1|DPSE	LOC6728521|XP_002103866.1|DSIM
OG0005608	LOC4803197|XP_001359980.4|DPSE	LOC27206719|XP_016035182.1|DSIM
OG0005609	LOC4813006|XP_001353469.1|DPSE	LOC6736593|XP_016030188.1|DSIM
OG0005610	LOC4814160|XP_001354211.3|DPSE	LOC6737227|XP_002084067.1|DSIM
OG0005611	LOC4812160|XP_001352855.4|DPSE	LOC6736632|XP_016030228.1|DSIM
OG0005612	LOC4802589|XP_001359482.3|DPSE	LOC6728437|XP_002103782.1|DSIM
OG0005613	LOC4802551|XP_001359449.1|DPSE	LOC6727824|XP_002103185.1|DSIM
OG0005614	LOC4802443|XP_001359362.3|DPSE	LOC6726809|XP_016033312.1|DSIM
OG0005615	LOC4801122|XP_001358266.3|DPSE	LOC6730346|XP_039150495.1|DSIM
OG0005616	LOC4803106|XP_001359904.3|DPSE	LOC6727991|XP_002103343.1|DSIM
OG0005617	LOC4802291|XP_001359237.4|DPSE	LOC6726971|XP_016033470.2|DSIM
OG0005618	LOC4804896|XP_001361382.2|DPSE	LOC6734072|XP_002081107.1|DSIM
OG0005619	LOC4801430|XP_001358525.2|DPSE	LOC6727544|XP_002102924.1|DSIM
OG0005620	LOC4815800|XP_033240634.1|DPSE	LOC6725625|XP_016038834.1|DSIM
OG0005621	LOC6902202|XP_002133729.3|DPSE	LOC6739992|XP_039152275.1|DSIM
OG0005622	LOC4816029|XP_001355256.1|DPSE	LOC6725302|XP_002106320.1|DSIM
OG0005623	LOC6901117|XP_033239183.1|DPSE	LOC6724961|XP_016037829.1|DSIM
OG0005624	LOC4802252|XP_001359211.2|DPSE	LOC6727030|XP_016033521.1|DSIM
OG0005625	LOC4802320|XP_001359260.2|DPSE	LOC6727903|XP_016034522.1|DSIM
OG0005626	LOC4815413|XP_001355345.1|DPSE	LOC6725401|XP_016038465.1|DSIM
OG0005627	LOC4802833|XP_001359669.2|DPSE	LOC6728467|XP_016035109.1|DSIM
OG0005628	LOC4800693|XP_001357919.3|DPSE	LOC6727975|XP_002103327.1|DSIM
OG0005629	LOC4805022|XP_001361492.2|DPSE	LOC6733993|XP_002081037.1|DSIM
OG0005630	LOC4805091|XP_015040445.2|DPSE	LOC6734164|XP_016027166.1|DSIM
OG0005631	LOC4815018|XP_001354551.4|DPSE	LOC6725633|XP_002106640.1|DSIM
OG0005632	LOC4814257|XP_001354444.4|DPSE	LOC6725898|XP_039152904.1|DSIM
OG0005633	LOC4802854|XP_015038138.2|DPSE	LOC6727582|XP_016034175.1|DSIM
OG0005634	LOC4802680|XP_001359550.3|DPSE	LOC6727657|XP_016034254.1|DSIM
OG0005635	LOC4817725|XP_033236563.1|DPSE	LOC6731754|XP_016024430.1|DSIM
OG0005636	LOC4802294|XP_001359240.5|DPSE	LOC6726967|XP_016033459.1|DSIM
OG0005637	LOC4802028|XP_001359028.1|DPSE	LOC6728911|XP_002104241.1|DSIM
OG0005638	LOC4804626|XP_033235004.1|DPSE	LOC6735374|XP_016028702.1|DSIM
OG0005639	LOC4805540|XP_001361927.3|DPSE	LOC6735499|XP_016028836.2|DSIM
OG0005640	LOC4802379|XP_001359308.2|DPSE	LOC6728490|XP_002103835.1|DSIM
OG0005641	LOC4815084|XP_001354974.3|DPSE	LOC6740033|XP_016038576.1|DSIM
OG0005642	LOC4800857|XP_001358057.2|DPSE	LOC6727214|XP_002102606.1|DSIM
OG0005643	LOC4813905|XP_001353885.2|DPSE	LOC6736765|XP_002083621.2|DSIM
OG0005644	LOC4812957|XP_001353884.3|DPSE	LOC6737478|XP_002084314.1|DSIM
OG0005645	LOC4814819|XP_033241168.1|DPSE	LOC6739966|XP_016037989.1|DSIM
OG0005646	LOC4815542|XP_001355406.3|DPSE	LOC27207696|XP_039153917.1|DSIM
OG0005647	LOC4818119|XP_001357176.1|DPSE	LOC6731175|XP_016023728.1|DSIM
OG0005648	LOC4813640|XP_001353943.1|DPSE	LOC6737628|XP_002084460.1|DSIM
OG0005649	LOC4802517|XP_001359425.1|DPSE	LOC6726738|XP_016033232.1|DSIM
OG0005650	LOC4802524|XP_001359429.2|DPSE	LOC6726732|XP_002102143.1|DSIM
OG0005651	LOC4814202|XP_001354327.1|DPSE	LOC6740573|XP_016038557.1|DSIM
OG0005652	LOC4801244|XP_001358367.4|DPSE	LOC6729839|XP_016036562.1|DSIM
OG0005653	LOC4816486|XP_001356045.3|DPSE	LOC6731847|XP_002078982.2|DSIM
OG0005654	LOC4802460|XP_001359377.3|DPSE	LOC6726718|XP_002102129.1|DSIM
OG0005655	LOC4803097|XP_001359895.3|DPSE	LOC6727999|XP_016034598.1|DSIM
OG0005656	LOC4803109|XP_001359906.2|DPSE	LOC6727986|XP_016034574.1|DSIM
OG0005657	LOC4802530|XP_015037887.2|DPSE	LOC6728779|XP_016035460.1|DSIM
OG0005658	LOC4803275|XP_001360043.1|DPSE	LOC6727433|XP_002102814.1|DSIM
OG0005659	LOC4802414|XP_001359337.4|DPSE	LOC6729625|XP_039151926.1|DSIM
OG0005660	LOC117185017|XP_033240337.1|DPSE	LOC6738335|XP_002085145.1|DSIM
OG0005661	LOC4802704|XP_001359571.2|DPSE	LOC6728770|XP_002104105.2|DSIM
OG0005662	LOC4802373|XP_033239231.1|DPSE	LOC6728496|XP_039151212.1|DSIM
OG0005663	LOC4815656|XP_001355412.2|DPSE	LOC6739984|XP_002076872.1|DSIM
OG0005664	LOC13036398|XP_015038941.2|DPSE	LOC6729881|XP_016036647.1|DSIM
OG0005665	LOC6897496|XP_002137646.2|DPSE	LOC6729732|XP_016036393.1|DSIM
OG0005666	LOC6901054|XP_002134533.3|DPSE	LOC6725561|XP_039153255.1|DSIM
OG0005667	LOC4814402|XP_033239307.1|DPSE	LOC6725193|XP_016038218.1|DSIM
OG0005668	LOC4813143|XP_015043335.2|DPSE	LOC6737633|XP_016031402.1|DSIM
OG0005669	LOC6903564|XP_015035554.2|DPSE	LOC6731398|XP_016024017.1|DSIM
OG0005670	LOC4803046|XP_001359847.4|DPSE	LOC6729618|XP_002104926.1|DSIM
OG0005671	LOC6896914|XP_033241795.1|DPSE	LOC6728703|XP_016035372.1|DSIM
OG0005672	LOC4811828|XP_001382206.3|DPSE	LOC6731782|XP_002078917.2|DSIM
OG0005673	LOC4812929|XP_001353573.1|DPSE	LOC6736438|XP_016029951.1|DSIM
OG0005674	LOC6900039|XP_033240827.1|DPSE	LOC6738003|XP_039149272.1|DSIM
OG0005675	LOC4802317|XP_001359257.1|DPSE	LOC6727908|XP_002103263.1|DSIM
OG0005676	LOC4811887|XP_001352664.4|DPSE	LOC6736825|XP_002083681.1|DSIM
OG0005677	LOC4804868|XP_001361357.3|DPSE	LOC6734629|XP_016027790.1|DSIM
OG0005678	LOC4803030|XP_001359832.3|DPSE	LOC6728843|XP_016035526.1|DSIM
OG0005679	LOC6897592|XP_033232930.1|DPSE	LOC6728023|XP_016034617.1|DSIM
OG0005680	LOC4817803|XP_033235481.1|DPSE	LOC6730948|XP_016023408.1|DSIM
OG0005681	LOC4802898|XP_001359725.1|DPSE	LOC6728013|XP_002103365.1|DSIM
OG0005682	LOC4802897|XP_015038177.1|DPSE	LOC6728014|XP_002103366.1|DSIM
OG0005683	LOC6901093|XP_033238187.1|DPSE	LOC6725817|XP_039153751.1|DSIM
OG0005684	LOC4814095|XP_001354212.2|DPSE	LOC6737225|XP_002084065.1|DSIM
OG0005685	LOC4815429|XP_001355471.3|DPSE	LOC6724841|XP_016037623.2|DSIM
OG0005686	LOC4802386|XP_001359314.1|DPSE	LOC6739743|XP_002076634.1|DSIM
OG0005687	LOC4812626|XP_001352916.1|DPSE	LOC6738631|XP_016032470.1|DSIM
OG0005688	LOC6898958|XP_002138918.1|DPSE	LOC6733776|XP_002080820.1|DSIM
OG0005689	LOC4814238|XP_015042353.2|DPSE	LOC6725274|XP_039154047.1|DSIM
OG0005690	LOC4801794|XP_001358829.4|DPSE	LOC6729370|XP_002104686.1|DSIM
OG0005691	LOC4802137|XP_001359116.4|DPSE	LOC6729422|XP_016036062.1|DSIM
OG0005692	LOC4816923|XP_001356422.1|DPSE	LOC6730475|XP_002077656.2|DSIM
OG0005693	LOC4813461|XP_001353749.2|DPSE	LOC6736885|XP_016030534.1|DSIM
OG0005694	LOC6897904|XP_033241118.1|DPSE	LOC6727365|XP_039150381.1|DSIM
OG0005695	LOC4802382|XP_015037768.1|DPSE	LOC6727585|XP_016034179.1|DSIM
OG0005696	LOC4802381|XP_001359310.2|DPSE	LOC27208791|XP_016034178.1|DSIM
OG0005697	LOC4802380|XP_001359309.2|DPSE	LOC6727584|XP_016034177.1|DSIM
OG0005698	LOC4805175|XP_001361622.3|DPSE	LOC6733672|XP_002080719.1|DSIM
OG0005699	LOC4803052|XP_001359853.3|DPSE	LOC6729610|XP_016036248.1|DSIM
OG0005700	LOC6902155|XP_033238415.1|DPSE	LOC6724957|XP_039152517.1|DSIM
OG0005701	LOC4817617|XP_001357017.2|DPSE	LOC6730551|XP_016023004.1|DSIM
OG0005702	LOC4815306|XP_001354509.2|DPSE	LOC6725062|XP_002106090.2|DSIM
OG0005703	LOC6899003|XP_002138963.1|DPSE	LOC6735502|XP_002082441.1|DSIM
OG0005704	LOC4815769|XP_001355495.3|DPSE	LOC27207129|XP_039152625.1|DSIM
OG0005705	LOC4814044|XP_001354166.1|DPSE	LOC6737382|XP_002084220.1|DSIM
OG0005706	LOC4800696|XP_001357922.3|DPSE	LOC6727972|XP_016034562.1|DSIM
OG0005707	LOC6901814|XP_015042152.2|DPSE	LOC6726019|XP_039152246.1|DSIM
OG0005708	LOC4815831|XP_001355448.2|DPSE	LOC6724858|XP_002105897.1|DSIM
OG0005709	LOC4801598|XP_001358667.2|DPSE	LOC6729997|XP_002105291.1|DSIM
OG0005710	LOC6897939|XP_002138042.1|DPSE	LOC6728558|XP_002103899.1|DSIM
OG0005711	LOC6900603|XP_002134975.2|DPSE	LOC6738744|XP_002085544.3|DSIM
OG0005712	LOC4817142|XP_001356409.2|DPSE	LOC6730866|XP_016023291.1|DSIM
OG0005713	LOC4802193|XP_033232293.1|DPSE	LOC6729720|XP_016036374.1|DSIM
OG0005714	LOC4800428|XP_001357706.2|DPSE	LOC6729466|XP_016036141.1|DSIM
OG0005715	LOC4802679|XP_033232684.1|DPSE	LOC6727656|XP_016034248.1|DSIM
OG0005716	LOC6897432|XP_033232467.1|DPSE	LOC6728906|XP_016035597.1|DSIM
OG0005717	LOC4802496|XP_033238750.1|DPSE	LOC6726770|XP_016033254.1|DSIM
OG0005718	LOC4802388|XP_001359316.2|DPSE	LOC6728041|XP_002103393.1|DSIM
OG0005719	LOC4802187|XP_001359155.1|DPSE	LOC6729727|XP_002105033.2|DSIM
OG0005720	LOC4803163|XP_001359949.3|DPSE	LOC6727629|XP_002103006.2|DSIM
OG0005721	LOC4802191|XP_015037673.2|DPSE	LOC6729723|XP_016036377.1|DSIM
OG0005722	LOC4802941|XP_015038202.2|DPSE	LOC6727070|XP_016033564.2|DSIM
OG0005723	LOC4802447|XP_001359365.1|DPSE	LOC6726806|XP_016033306.1|DSIM
OG0005724	LOC4804498|XP_001361054.3|DPSE	LOC6735352|XP_016028686.1|DSIM
OG0005725	LOC4802689|XP_001359557.3|DPSE	LOC6727684|XP_016034258.1|DSIM
OG0005726	LOC4814849|XP_001355079.4|DPSE	LOC6725736|XP_002106737.1|DSIM
OG0005727	LOC6897851|XP_015038186.2|DPSE	LOC6727055|XP_016033539.1|DSIM
OG0005728	LOC4802456|XP_001359373.1|DPSE	LOC6728760|XP_002104095.2|DSIM
OG0005729	LOC4802454|XP_003736739.3|DPSE	LOC6728758|XP_016035436.1|DSIM
OG0005730	LOC4802450|XP_001359368.1|DPSE	LOC6728859|XP_002104193.1|DSIM
OG0005731	LOC4802451|XP_001359369.2|DPSE	LOC6728858|XP_002104192.1|DSIM
OG0005732	LOC4802576|XP_001359471.3|DPSE	LOC6728449|XP_002103794.1|DSIM
OG0005733	LOC4802577|XP_001359472.4|DPSE	LOC6728448|XP_016035062.1|DSIM
OG0005734	LOC6897972|XP_002138071.2|DPSE	LOC6729571|XP_016036231.1|DSIM
OG0005735	LOC4802713|XP_015038020.2|DPSE	LOC6726725|XP_016033212.1|DSIM
OG0005736	LOC4802045|XP_001359038.2|DPSE	LOC6726860|XP_016033362.1|DSIM
OG0005737	LOC6897820|XP_002137925.2|DPSE	LOC6728753|XP_016035427.1|DSIM
OG0005738	LOC4802799|XP_033241828.1|DPSE	LOC6728461|XP_016035078.1|DSIM
OG0005739	LOC4802823|XP_001359665.1|DPSE	LOC6728510|XP_016035153.1|DSIM
OG0005740	LOC4801593|XP_001358662.2|DPSE	LOC6730002|XP_016036768.1|DSIM
OG0005741	LOC4802066|XP_001359059.1|DPSE	LOC6726885|XP_002102287.1|DSIM
OG0005742	LOC4803190|XP_015038339.1|DPSE	LOC6727596|XP_016034193.1|DSIM
OG0005743	LOC4802645|XP_001359526.2|DPSE	LOC6728922|XP_002104250.1|DSIM
OG0005744	LOC4803037|XP_001359839.4|DPSE	LOC6728851|XP_039151285.1|DSIM
OG0005745	LOC6897619|XP_015037844.2|DPSE	LOC6726786|XP_016033268.1|DSIM
OG0005746	LOC4802484|XP_001359398.1|DPSE	LOC6726793|XP_002102201.1|DSIM
OG0005747	LOC4802449|XP_001359367.2|DPSE	LOC6726800|XP_016033304.1|DSIM
OG0005748	LOC4803171|XP_001359955.2|DPSE	LOC27207843|XP_016034213.2|DSIM
OG0005749	LOC6902019|XP_002133553.1|DPSE	LOC27206671|XP_039153764.1|DSIM
OG0005750	LOC4802056|XP_001359049.2|DPSE	LOC6726873|XP_016033379.2|DSIM
OG0005751	LOC4812627|XP_001352591.2|DPSE	LOC6738348|XP_002085158.1|DSIM
OG0005752	LOC6898894|XP_002138864.2|DPSE	LOC27207224|XP_016027900.1|DSIM
OG0005753	LOC4817700|XP_001357080.1|DPSE	LOC6730976|XP_016023442.1|DSIM
OG0005754	LOC4804193|XP_001360795.1|DPSE	LOC6734848|XP_002081849.1|DSIM
OG0005755	LOC4804282|XP_001360863.2|DPSE	LOC6735979|XP_016029343.1|DSIM
OG0005756	LOC4802702|XP_001359569.2|DPSE	LOC6728768|XP_002104103.1|DSIM
OG0005757	LOC4802646|XP_001359527.2|DPSE	LOC6728921|XP_016035604.1|DSIM
OG0005758	LOC4802494|XP_001359405.3|DPSE	LOC6726774|XP_016033257.1|DSIM
OG0005759	LOC6897462|XP_033232899.1|DPSE	LOC6728741|XP_016035409.1|DSIM
OG0005760	LOC4802836|XP_001359672.4|DPSE	LOC6728471|XP_016035114.1|DSIM
OG0005761	LOC4803287|XP_001360052.3|DPSE	LOC6727411|XP_016033956.1|DSIM
OG0005762	LOC4803296|XP_001360060.1|DPSE	LOC6727245|XP_002102637.1|DSIM
OG0005763	LOC4803420|XP_001360135.1|DPSE	LOC6733246|XP_002080309.1|DSIM
OG0005764	LOC4802061|XP_001359054.2|DPSE	LOC6726879|XP_002102281.1|DSIM
OG0005765	LOC4802059|XP_033238388.1|DPSE	LOC6726876|XP_016033381.1|DSIM
OG0005766	LOC6904012|XP_033236939.1|DPSE	LOC6727635|XP_016034234.1|DSIM
OG0005767	LOC6898018|XP_033232650.1|DPSE	LOC6727330|XP_016033858.1|DSIM
OG0005768	LOC4815498|XP_001355572.1|DPSE	LOC27208723|XP_016038363.1|DSIM
OG0005769	LOC6897435|XP_015037556.2|DPSE	LOC27208306|XP_016033348.1|DSIM
OG0005770	LOC4800946|XP_001358130.3|DPSE	LOC6727947|XP_039151245.1|DSIM
OG0005771	LOC4801968|XP_001358981.2|DPSE	LOC6730109|XP_002105402.1|DSIM
OG0005772	LOC4801714|XP_001358760.3|DPSE	LOC6728959|XP_016035638.1|DSIM
OG0005773	LOC4802888|XP_001359716.3|DPSE	LOC6727876|XP_002103231.1|DSIM
OG0005774	LOC4802816|XP_001359659.1|DPSE	LOC6728518|XP_016035175.1|DSIM
OG0005775	LOC6900604|XP_015042979.1|DPSE	LOC6738750|XP_002085550.1|DSIM
OG0005776	LOC6900632|XP_002135005.2|DPSE	LOC6738043|XP_016031867.1|DSIM
OG0005777	LOC6899798|XP_002135738.2|DPSE	LOC6731535|XP_002078682.1|DSIM
OG0005779	LOC4801256|XP_001358379.3|DPSE	LOC6727961|XP_039151247.1|DSIM
OG0005780	LOC6900594|XP_015042962.2|DPSE	LOC6737765|XP_002084593.1|DSIM
OG0005781	LOC4813145|XP_001353934.3|DPSE	LOC6737637|XP_016031407.1|DSIM
OG0005782	LOC4813740|XP_033239124.1|DPSE	LOC6737634|XP_002084466.1|DSIM
OG0005783	LOC4805312|XP_001361732.3|DPSE	LOC6733913|XP_016026953.2|DSIM
OG0005784	LOC4802233|XP_015037688.2|DPSE	LOC6729676|XP_016036340.1|DSIM
OG0005785	LOC4802232|XP_015037685.2|DPSE	LOC6729677|XP_016036343.1|DSIM
OG0005786	LOC4802590|XP_001359483.1|DPSE	LOC6728436|XP_016035037.1|DSIM
OG0005787	LOC6897559|XP_033238312.1|DPSE	LOC6726716|XP_016033195.1|DSIM
OG0005788	LOC6898977|XP_002138937.2|DPSE	LOC27208267|XP_016027577.1|DSIM
OG0005789	LOC6897796|XP_002137901.1|DPSE	LOC27208155|XP_016033084.1|DSIM
OG0005790	LOC4801966|XP_001358980.3|DPSE	LOC6730107|XP_039150391.1|DSIM
OG0005791	LOC4802896|XP_015038176.2|DPSE	LOC6728015|XP_016034608.1|DSIM
OG0005792	LOC4802895|XP_001359722.2|DPSE	LOC6728016|XP_002103368.2|DSIM
OG0005793	LOC4802892|XP_033232431.1|DPSE	LOC27206939|XP_039150701.1|DSIM
OG0005794	LOC4805026|XP_001361494.1|DPSE	LOC6739384|XP_002076293.1|DSIM
OG0005795	LOC4802465|XP_033234706.1|DPSE	LOC6727818|XP_016034402.1|DSIM
OG0005796	LOC4813425|XP_015042976.1|DPSE	LOC6738749|XP_039149152.1|DSIM
OG0005797	LOC4813471|XP_001353882.1|DPSE	LOC6737482|XP_002084318.1|DSIM
OG0005798	LOC6897645|XP_002137788.2|DPSE	LOC6728781|XP_002104116.1|DSIM
OG0005799	LOC4802720|XP_015038031.2|DPSE	LOC6727162|XP_016033649.1|DSIM
OG0005800	LOC4802723|XP_001359588.2|DPSE	LOC6727158|XP_016033646.1|DSIM
OG0005801	LOC4802722|XP_001359587.3|DPSE	LOC6727159|XP_016033647.1|DSIM
OG0005802	LOC117183339|XP_033232826.1|DPSE	LOC6727914|XP_016034532.1|DSIM
OG0005803	LOC6897760|XP_015038026.2|DPSE	LOC6728776|XP_016035454.1|DSIM
OG0005804	LOC4803164|XP_001359950.1|DPSE	LOC6727628|XP_002103005.1|DSIM
OG0005805	LOC4805592|XP_033234360.1|DPSE	LOC6736075|XP_016029467.1|DSIM
OG0005806	LOC6897486|XP_033232649.1|DPSE	LOC6729398|XP_002104713.1|DSIM
OG0005807	LOC4802151|XP_033232616.1|DPSE	LOC120285044|XP_039151384.1|DSIM
OG0005808	LOC4815676|XP_001355520.2|DPSE	LOC6731836|XP_002078971.1|DSIM
OG0005809	LOC4812041|XP_001352762.2|DPSE	LOC6736367|XP_016029863.1|DSIM
OG0005810	LOC4802719|XP_001359583.2|DPSE	LOC6727164|XP_002102557.1|DSIM
OG0005811	LOC4802716|XP_001359582.3|DPSE	LOC6727165|XP_002102558.1|DSIM
OG0005812	LOC4802535|XP_001359436.1|DPSE	LOC6728785|XP_039150571.1|DSIM
OG0005813	LOC4800786|XP_001357999.1|DPSE	LOC6728707|XP_002104043.1|DSIM
OG0005814	LOC4802053|XP_033232830.1|DPSE	LOC6726870|XP_016033377.1|DSIM
OG0005815	LOC6898973|XP_002138933.2|DPSE	LOC6733243|XP_002080306.1|DSIM
OG0005816	LOC4801115|XP_033233707.1|DPSE	LOC6730353|XP_039150497.1|DSIM
OG0005817	LOC4801713|XP_001358759.2|DPSE	LOC6728960|XP_002104288.2|DSIM
OG0005818	LOC6897512|XP_002137661.3|DPSE	LOC27207059|XP_016036359.1|DSIM
OG0005819	LOC4802917|XP_001359739.3|DPSE	LOC6727045|XP_039150515.1|DSIM
OG0005820	LOC4802918|XP_001359740.2|DPSE	LOC6727046|XP_002102444.1|DSIM
OG0005821	LOC4803289|XP_001360054.3|DPSE	LOC6727035|XP_002102433.1|DSIM
OG0005822	LOC4816119|XP_001355783.1|DPSE	LOC6731297|XP_002078453.1|DSIM
OG0005823	LOC4815957|XP_001355301.2|DPSE	LOC6726276|XP_002107237.3|DSIM
OG0005824	LOC4801070|XP_001358231.1|DPSE	LOC6728046|XP_002103398.2|DSIM
OG0005825	LOC4813271|XP_001353912.2|DPSE	LOC6737671|XP_002084503.1|DSIM
OG0005827	LOC4802669|XP_001359541.2|DPSE	LOC6729650|XP_002104956.1|DSIM
OG0005828	LOC4814173|XP_001354217.1|DPSE	LOC6737000|XP_002083847.1|DSIM
