Orthogroup	DPSE.longest_only	DKIK.longest_only
OG0004423	LOC4804093|XP_001360711.2|DPSE	LOC108076356|XP_017024642.1|DKIK
OG0004424	LOC4805609|XP_004444553.3|DPSE	LOC108070861|XP_017016983.1|DKIK
OG0004425	LOC4812230|XP_001352985.2|DPSE	LOC108075124|XP_017022896.1|DKIK
OG0004426	LOC4812275|XP_001352978.1|DPSE	LOC108075238|XP_017023083.1|DKIK
OG0004427	LOC4812597|XP_001353018.2|DPSE	LOC108078279|XP_017027525.1|DKIK
OG0004428	LOC4802009|XP_015037539.1|DPSE	LOC108074044|XP_017021400.1|DKIK
OG0004429	LOC4818078|XP_033236275.1|DPSE	LOC108081388|XP_017032034.1|DKIK
OG0004430	LOC6900366|XP_033238229.1|DPSE	LOC108072762|XP_017019523.1|DKIK
OG0004431	LOC4800992|XP_001358167.3|DPSE	LOC108073471|XP_017020604.1|DKIK
OG0004432	LOC4800993|XP_001358168.4|DPSE	LOC108073470|XP_017020602.1|DKIK
OG0004433	LOC4813685|XP_001353520.3|DPSE	LOC108070480|XP_017016455.1|DKIK
OG0004434	LOC4804166|XP_001360770.2|DPSE	LOC108081824|XP_017032554.1|DKIK
OG0004435	LOC4804139|XP_001360745.2|DPSE	LOC108076808|XP_017025324.1|DKIK
OG0004436	LOC6898642|XP_033234001.1|DPSE	LOC108072907|XP_017019720.1|DKIK
OG0004437	LOC4804623|XP_001361156.2|DPSE	LOC108072391|XP_017018988.1|DKIK
OG0004438	LOC4803654|XP_001360337.1|DPSE	LOC108072991|XP_017019928.1|DKIK
OG0004439	LOC4803956|XP_001360594.2|DPSE	LOC108076454|XP_017024819.1|DKIK
OG0004440	LOC4803995|XP_001360626.1|DPSE	LOC108078164|XP_017027306.1|DKIK
OG0004441	LOC4817531|XP_001356946.1|DPSE	LOC108074505|XP_017022072.1|DKIK
OG0004442	LOC4805398|XP_001361803.2|DPSE	LOC108078372|XP_017027689.1|DKIK
OG0004443	LOC4813288|XP_001353362.2|DPSE	LOC108073987|XP_017021328.1|DKIK
OG0004444	LOC6898393|XP_002138440.1|DPSE	LOC108076283|XP_017024521.1|DKIK
OG0004445	LOC4804320|XP_015039809.2|DPSE	LOC108071999|XP_017018463.1|DKIK
OG0004446	LOC4800332|XP_001357580.2|DPSE	LOC108085320|XP_017037365.1|DKIK
OG0004447	LOC4801793|XP_001358830.1|DPSE	LOC108084530|XP_017036256.1|DKIK
OG0004448	LOC4804682|XP_001361203.1|DPSE	LOC108078028|XP_017027078.1|DKIK
OG0004449	LOC4813142|XP_015042830.1|DPSE	LOC108083134|XP_017034300.1|DKIK
OG0004450	LOC4803667|XP_001360350.3|DPSE	LOC108082512|XP_017033429.1|DKIK
OG0004451	LOC4803662|XP_001360345.2|DPSE	LOC108082431|XP_017033290.1|DKIK
OG0004452	LOC4804939|XP_001361421.1|DPSE	LOC108076577|XP_017024975.1|DKIK
OG0004453	LOC4804157|XP_001360763.4|DPSE	LOC108082484|XP_017033387.1|DKIK
OG0004454	LOC4802591|XP_001359484.2|DPSE	LOC108085593|XP_017037748.1|DKIK
OG0004455	LOC4813918|XP_001353129.2|DPSE	LOC108082994|XP_017034106.1|DKIK
OG0004456	LOC6901406|XP_002134092.2|DPSE	LOC108082922|XP_017034000.1|DKIK
OG0004457	LOC4813501|XP_015043308.2|DPSE	LOC108073913|XP_017021198.1|DKIK
OG0004458	LOC4812059|XP_033241150.1|DPSE	LOC108073999|XP_017021341.1|DKIK
OG0004459	LOC6900833|XP_015043386.2|DPSE	LOC108070459|XP_017016428.1|DKIK
OG0004460	LOC4813487|XP_001353799.1|DPSE	LOC108077552|XP_017026432.1|DKIK
OG0004461	LOC4813832|XP_001353159.3|DPSE	LOC108083105|XP_017034252.1|DKIK
OG0004462	LOC4811859|XP_001352920.2|DPSE	LOC108085543|XP_017037668.1|DKIK
OG0004463	LOC4812476|XP_015043538.2|DPSE	LOC108072778|XP_017019551.1|DKIK
OG0004464	LOC6900231|XP_015043996.2|DPSE	LOC108084797|XP_017036634.1|DKIK
OG0004465	LOC6903406|XP_002132285.3|DPSE	LOC108083307|XP_017034532.1|DKIK
OG0004466	LOC4812299|XP_001352915.4|DPSE	LOC108085498|XP_017037608.1|DKIK
OG0004467	LOC4812888|XP_001353532.2|DPSE	LOC108083149|XP_017034319.1|DKIK
OG0004468	LOC4813828|XP_001353533.1|DPSE	LOC108083027|XP_017034148.1|DKIK
OG0004469	LOC4813341|XP_001353148.4|DPSE	LOC108083155|XP_017034328.1|DKIK
OG0004470	LOC4817650|XP_033236239.1|DPSE	LOC108082743|XP_017033742.1|DKIK
OG0004471	LOC6897221|XP_002137393.2|DPSE	LOC108075637|XP_017023670.1|DKIK
OG0004472	LOC4805129|XP_001361583.1|DPSE	LOC108078268|XP_017027506.1|DKIK
OG0004473	LOC26533012|XP_015039837.2|DPSE	LOC108082509|XP_017033426.1|DKIK
OG0004474	LOC4804358|XP_001360932.1|DPSE	LOC108082505|XP_017033423.1|DKIK
OG0004475	LOC6898040|XP_002138128.2|DPSE	LOC108071385|XP_017017618.1|DKIK
OG0004476	LOC6901451|XP_002134137.3|DPSE, LOC6902592|XP_002133120.2|DPSE	LOC108073625|XP_017020813.1|DKIK
OG0004477	LOC4803573|XP_001360280.2|DPSE	LOC108078409|XP_017027754.1|DKIK
OG0004478	LOC4803876|XP_033234240.1|DPSE	LOC108074764|XP_017022431.1|DKIK
OG0004479	LOC117183718|XP_033234498.1|DPSE	LOC108072212|XP_017018762.1|DKIK
OG0004480	LOC4815780|XP_001355732.1|DPSE	LOC108074178|XP_017021603.1|DKIK
OG0004481	LOC6898433|XP_002138475.1|DPSE	LOC108076763|XP_017025252.1|DKIK
OG0004482	LOC4800315|XP_001357593.3|DPSE	LOC108073716|XP_017020951.1|DKIK
OG0004483	LOC4803518|XP_001360231.3|DPSE	LOC108072098|XP_017018600.1|DKIK
OG0004484	LOC4802303|XP_001359246.2|DPSE	LOC108084003|XP_017035505.1|DKIK
OG0004485	LOC4815702|XP_033240746.1|DPSE	LOC108076041|XP_017024188.1|DKIK
OG0004486	LOC4804001|XP_001360632.1|DPSE	LOC108078203|XP_017027376.1|DKIK
OG0004487	LOC4811890|XP_015043560.1|DPSE	LOC108078693|XP_017028133.1|DKIK, LOC108078797|XP_017028351.1|DKIK
OG0004488	LOC6898094|XP_002138176.2|DPSE	LOC108080714|XP_017031054.1|DKIK
OG0004489	LOC4812498|XP_001352764.2|DPSE	LOC108079756|XP_017029666.1|DKIK
OG0004490	LOC6898639|XP_002138644.2|DPSE	LOC108078035|XP_017027085.1|DKIK
OG0004491	LOC4816244|XP_001355863.2|DPSE	LOC108082671|XP_017033658.1|DKIK
OG0004492	LOC4812277|XP_001352973.2|DPSE	LOC108083270|XP_017034477.1|DKIK
OG0004493	LOC6900536|XP_015042884.1|DPSE	LOC108086282|XP_017016312.1|DKIK
OG0004494	LOC4802033|XP_015037553.2|DPSE	LOC108085475|XP_017037581.1|DKIK
OG0004495	LOC6896975|XP_002137160.2|DPSE	LOC108073552|XP_017020725.1|DKIK
OG0004496	LOC4805650|XP_001362017.3|DPSE	LOC108072011|XP_017018478.1|DKIK, LOC108072209|XP_017018759.1|DKIK
OG0004497	LOC4803859|XP_001360510.3|DPSE	LOC108076543|XP_017024944.1|DKIK
OG0004498	LOC26533297|XP_015037127.1|DPSE	LOC108074060|XP_017021421.1|DKIK
OG0004499	LOC26532756|XP_015039715.1|DPSE	LOC108085158|XP_017037182.1|DKIK
OG0004500	LOC4804066|XP_015039577.2|DPSE	LOC108082358|XP_017033187.1|DKIK
OG0004501	LOC6898951|XP_002138912.3|DPSE, LOC6902005|XP_002133539.2|DPSE	LOC108082575|XP_017033521.1|DKIK
OG0004502	LOC117184869|XP_033239853.1|DPSE	LOC108072318|XP_017018881.1|DKIK, LOC108072317|XP_017018880.1|DKIK, LOC108072322|XP_017018886.1|DKIK
OG0004503	LOC13036429|XP_003736383.3|DPSE	LOC108085833|XP_017038080.1|DKIK, LOC108085834|XP_017038081.1|DKIK
OG0004504	LOC6899762|XP_033241751.1|DPSE	LOC108077168|XP_017025896.1|DKIK
OG0004505	LOC4801633|XP_015037330.1|DPSE	LOC108073925|XP_017021253.1|DKIK
OG0004506	LOC4801096|XP_001358247.2|DPSE	LOC108077757|XP_017026726.1|DKIK
OG0004507	LOC4801879|XP_001358902.2|DPSE	LOC108085659|XP_017037839.1|DKIK
OG0004508	LOC6897149|XP_002137329.3|DPSE	LOC108085557|XP_017037684.1|DKIK
OG0004509	LOC4813813|XP_001353906.2|DPSE	LOC108073836|XP_017021106.1|DKIK
OG0004510	LOC4815877|XP_033238737.1|DPSE	LOC108084480|XP_017036191.1|DKIK
OG0004511	LOC6897159|XP_002137339.3|DPSE	LOC108073402|XP_017020483.1|DKIK
OG0004512	LOC4811803|XP_001352367.4|DPSE	LOC108074893|XP_017022603.1|DKIK
OG0004513	LOC4811847|XP_033237202.1|DPSE	LOC108071861|XP_017018276.1|DKIK
OG0004514	LOC4811775|XP_015044540.2|DPSE	LOC108082648|XP_017033620.1|DKIK
OG0004515	LOC4814705|XP_001354886.3|DPSE	LOC108079249|XP_017029026.1|DKIK
OG0004516	LOC4816007|XP_001355366.3|DPSE	LOC108076075|XP_017024273.1|DKIK
OG0004517	LOC4815147|XP_015041801.2|DPSE	LOC108076778|XP_017025275.1|DKIK
OG0004518	LOC6899742|XP_033239916.1|DPSE	LOC108084203|XP_017035807.1|DKIK
OG0004519	LOC4800464|XP_001357735.1|DPSE	LOC108075747|XP_017023791.1|DKIK
OG0004520	LOC4811677|XP_033240401.1|DPSE	LOC108071857|XP_017018263.1|DKIK
OG0004521	LOC4804832|XP_001361331.3|DPSE	LOC108071381|XP_017017608.1|DKIK
OG0004522	LOC4814882|XP_001354987.3|DPSE	LOC108083780|XP_017035195.1|DKIK
OG0004523	LOC4800351|XP_001357563.3|DPSE	LOC108082824|XP_017033876.1|DKIK
OG0004524	LOC4815346|XP_001354546.2|DPSE	LOC108071840|XP_017018241.1|DKIK
OG0004525	LOC4815021|XP_001354593.1|DPSE	LOC108084444|XP_017036145.1|DKIK
OG0004526	LOC6901544|XP_033238110.1|DPSE	LOC108076049|XP_017024212.1|DKIK
OG0004527	LOC4815120|XP_001354638.1|DPSE	LOC108078220|XP_017027401.1|DKIK
OG0004528	LOC4814470|XP_001355032.1|DPSE	LOC108080133|XP_017030256.1|DKIK
OG0004529	LOC4816068|XP_015041015.1|DPSE	LOC108070926|XP_017017070.1|DKIK
OG0004530	LOC4815058|XP_015041561.1|DPSE	LOC108079967|XP_017030018.1|DKIK
OG0004531	LOC4801670|XP_001358722.5|DPSE	LOC108084045|XP_017035552.1|DKIK
OG0004532	LOC4814791|XP_033240376.1|DPSE	LOC108085065|XP_017037016.1|DKIK
OG0004533	LOC4815749|XP_001355678.4|DPSE	LOC108079420|XP_017029236.1|DKIK
OG0004534	LOC6899833|XP_033239229.1|DPSE	LOC108076471|XP_017024847.1|DKIK
OG0004535	LOC4812029|XP_001352584.3|DPSE	LOC108071535|XP_017017796.1|DKIK
OG0004536	LOC6901646|XP_015041931.2|DPSE	LOC108080087|XP_017030173.1|DKIK
OG0004537	LOC4815485|XP_001355578.2|DPSE	LOC108080375|XP_017030585.1|DKIK
OG0004538	LOC6898514|XP_002138555.2|DPSE	LOC108076369|XP_017024660.1|DKIK
OG0004539	LOC4800298|XP_015038647.1|DPSE	LOC108073216|XP_017020236.1|DKIK
OG0004540	LOC4815156|XP_015041749.2|DPSE	LOC108079273|XP_017029056.1|DKIK
OG0004541	LOC4804150|XP_015039642.2|DPSE	LOC108082404|XP_017033238.1|DKIK
OG0004542	LOC4815980|XP_015041308.1|DPSE	LOC108071828|XP_017018225.1|DKIK
OG0004543	LOC4815610|XP_033240636.1|DPSE	LOC108083896|XP_017035380.1|DKIK
OG0004544	LOC6901405|XP_033237733.1|DPSE	LOC108082923|XP_017034001.1|DKIK
OG0004545	LOC4801736|XP_001358779.1|DPSE	LOC108075595|XP_017023605.1|DKIK
OG0004546	LOC4803539|XP_001360249.2|DPSE	LOC108073019|XP_017019966.1|DKIK
OG0004547	LOC4814587|XP_001354523.3|DPSE	LOC108079206|XP_017028958.1|DKIK
OG0004548	LOC4815305|XP_001355011.2|DPSE	LOC108083566|XP_017034913.1|DKIK
OG0004549	LOC6901853|XP_033239805.1|DPSE	LOC108076062|XP_017024245.1|DKIK
OG0004550	LOC6901962|XP_015041029.2|DPSE	LOC108079463|XP_017029293.1|DKIK
OG0004551	LOC4804625|XP_001361157.1|DPSE	LOC108076719|XP_017025175.1|DKIK
OG0004552	LOC6901115|XP_033238589.1|DPSE	LOC108083517|XP_017034827.1|DKIK
OG0004553	LOC4812729|XP_001353108.2|DPSE	LOC108077529|XP_017026385.1|DKIK
OG0004554	LOC4815353|XP_001354647.4|DPSE	LOC108080142|XP_017030265.1|DKIK
OG0004555	LOC4815316|XP_001354648.3|DPSE	LOC108080018|XP_017030074.1|DKIK
OG0004556	LOC4814453|XP_001355116.3|DPSE	LOC108079004|XP_017028670.1|DKIK
OG0004557	LOC6901796|XP_033240123.1|DPSE	LOC108079314|XP_017029096.1|DKIK
OG0004558	LOC4815864|XP_033237589.1|DPSE	LOC108079734|XP_017029634.1|DKIK
OG0004559	LOC4801563|XP_001358635.2|DPSE	LOC108081035|XP_017031486.1|DKIK
OG0004560	LOC26532752|XP_033238945.1|DPSE	LOC108083735|XP_017035135.1|DKIK
OG0004561	LOC4801368|XP_001358475.3|DPSE	LOC108077630|XP_017026531.1|DKIK
OG0004562	LOC4800943|XP_001358127.2|DPSE	LOC108083755|XP_017035161.1|DKIK
OG0004563	LOC4801257|XP_001358380.3|DPSE	LOC108081124|XP_017031630.1|DKIK
OG0004564	LOC4803083|XP_001359882.2|DPSE	LOC108075820|XP_017023922.1|DKIK
OG0004565	LOC4801067|XP_001358229.2|DPSE	LOC108075533|XP_017023519.1|DKIK
OG0004566	LOC4814695|XP_001354864.2|DPSE	LOC108083868|XP_017035346.1|DKIK
OG0004567	LOC4815711|XP_001355551.1|DPSE	LOC108074253|XP_017021711.1|DKIK
OG0004568	LOC4815534|XP_001355429.4|DPSE	LOC108079345|XP_017029139.1|DKIK
OG0004569	LOC4802738|XP_001359601.3|DPSE	LOC108077733|XP_017026684.1|DKIK
OG0004570	LOC4803819|XP_001360474.3|DPSE	LOC108076371|XP_017024665.1|DKIK
OG0004571	LOC4814237|XP_001354365.1|DPSE	LOC108083547|XP_017034881.1|DKIK
OG0004572	LOC4817577|XP_001356982.2|DPSE	LOC108077420|XP_017026211.1|DKIK
OG0004573	LOC4801428|XP_015037248.2|DPSE	LOC108083933|XP_017035423.1|DKIK
OG0004574	LOC6901462|XP_015041718.2|DPSE	LOC108080242|XP_017030389.1|DKIK
OG0004575	LOC4814746|XP_001354844.3|DPSE	LOC108080227|XP_017030371.1|DKIK
OG0004576	LOC4801816|XP_001358849.1|DPSE	LOC108084908|XP_017036793.1|DKIK
OG0004577	LOC4802010|XP_001359015.1|DPSE	LOC108074081|XP_017021449.1|DKIK
OG0004578	LOC4814894|XP_001354708.2|DPSE	LOC108074127|XP_017021515.1|DKIK
OG0004579	LOC6903014|XP_033236468.1|DPSE	LOC108082175|XP_017032971.1|DKIK
OG0004580	LOC6897130|XP_002137311.1|DPSE	LOC108074115|XP_017021503.1|DKIK
OG0004581	LOC4801524|XP_001358600.1|DPSE	LOC108081036|XP_017031487.1|DKIK
OG0004582	LOC4800323|XP_001357586.4|DPSE	LOC108073728|XP_017020975.1|DKIK
OG0004583	LOC6901210|XP_033240662.1|DPSE	LOC108071839|XP_017018240.1|DKIK
OG0004584	LOC4805232|XP_001361669.3|DPSE	LOC108074650|XP_017022254.1|DKIK
OG0004585	LOC4800261|XP_015038545.1|DPSE	LOC108077671|XP_017026581.1|DKIK
OG0004586	LOC4814562|XP_001354908.3|DPSE	LOC108076051|XP_017024219.1|DKIK
OG0004587	LOC4800346|XP_001357567.3|DPSE	LOC108083188|XP_017034380.1|DKIK
OG0004588	LOC4800348|XP_001357565.1|DPSE	LOC108083214|XP_017034416.1|DKIK
OG0004589	LOC4815852|XP_033240883.1|DPSE	LOC108079786|XP_017029730.1|DKIK
OG0004590	LOC4800996|XP_033233142.1|DPSE	LOC108073384|XP_017020454.1|DKIK
OG0004591	LOC4800998|XP_001358173.3|DPSE	LOC108073489|XP_017020637.1|DKIK
OG0004592	LOC4814877|XP_001354823.2|DPSE	LOC108076994|XP_017025552.1|DKIK
OG0004593	LOC4815024|XP_001354805.2|DPSE	LOC108071710|XP_017018020.1|DKIK
OG0004594	LOC4814196|XP_015042390.2|DPSE	LOC108078983|XP_017028643.1|DKIK
OG0004595	LOC4814720|XP_001355202.1|DPSE	LOC108071747|XP_017018060.1|DKIK
OG0004596	LOC4814683|XP_001354786.3|DPSE	LOC108082951|XP_017034056.1|DKIK
OG0004597	LOC4815221|XP_001355183.2|DPSE	LOC108083469|XP_017034745.1|DKIK
OG0004598	LOC4812678|XP_001353062.1|DPSE	LOC108079885|XP_017029894.1|DKIK
OG0004599	LOC4816829|XP_001356697.2|DPSE	LOC108086174|XP_017038524.1|DKIK
OG0004600	LOC4815575|XP_001355335.1|DPSE	LOC108079328|XP_017029118.1|DKIK
OG0004601	LOC4815816|XP_033239164.1|DPSE	LOC108079342|XP_017029137.1|DKIK
OG0004602	LOC6903640|XP_033238826.1|DPSE	LOC108080182|XP_017030319.1|DKIK
OG0004603	LOC4817414|XP_001356420.1|DPSE	LOC108074331|XP_017021830.1|DKIK
OG0004604	LOC4814739|XP_001354752.2|DPSE	LOC108071825|XP_017018221.1|DKIK
OG0004605	LOC4816002|XP_001355664.4|DPSE	LOC108085762|XP_017037992.1|DKIK
OG0004606	LOC4802903|XP_001359730.3|DPSE	LOC108076982|XP_017025565.1|DKIK
OG0004607	LOC6902173|XP_033238484.1|DPSE	LOC108074914|XP_017022631.1|DKIK
OG0004608	LOC6901538|XP_033238137.1|DPSE	LOC108084473|XP_017036176.1|DKIK
OG0004609	LOC4815197|XP_001355067.1|DPSE	LOC108083852|XP_017035324.1|DKIK
OG0004610	LOC6896706|XP_033236082.1|DPSE	LOC108073724|XP_017020959.1|DKIK
OG0004611	LOC4800386|XP_001357671.2|DPSE	LOC108073726|XP_017020970.1|DKIK
OG0004612	LOC4800385|XP_001357670.2|DPSE	LOC108073750|XP_017021007.1|DKIK
OG0004613	LOC4801525|XP_001358601.3|DPSE	LOC108081039|XP_017031492.1|DKIK
OG0004614	LOC4814214|XP_001354322.3|DPSE	LOC108083902|XP_017035387.1|DKIK
OG0004615	LOC6901553|XP_033238223.1|DPSE	LOC108079229|XP_017029001.1|DKIK
OG0004616	LOC4814927|XP_001354926.2|DPSE	LOC108071770|XP_017018103.1|DKIK
OG0004617	LOC4816935|XP_001356853.1|DPSE	LOC108074848|XP_017022546.1|DKIK
OG0004618	LOC4800703|XP_001357928.3|DPSE	LOC108084195|XP_017035787.1|DKIK
OG0004619	LOC4801959|XP_001358974.1|DPSE	LOC108073550|XP_017020723.1|DKIK
OG0004620	LOC4801011|XP_001358184.2|DPSE	LOC108073096|XP_017020076.1|DKIK
OG0004621	LOC4802797|XP_001359642.3|DPSE	LOC108075624|XP_017023647.1|DKIK
OG0004622	LOC4801457|XP_015037259.2|DPSE	LOC108084294|XP_017035946.1|DKIK
OG0004623	LOC4800505|XP_001357770.3|DPSE	LOC108077582|XP_017026468.1|DKIK
OG0004624	LOC4802428|XP_001359352.1|DPSE	LOC108075527|XP_017023513.1|DKIK
OG0004625	LOC6899785|XP_033241290.1|DPSE	LOC108071046|XP_017017235.1|DKIK
OG0004626	LOC6901154|XP_015041398.2|DPSE	LOC108076000|XP_017024143.1|DKIK
OG0004627	LOC6900299|XP_033240304.1|DPSE	LOC108072708|XP_017019447.1|DKIK
OG0004628	LOC4816000|XP_001355420.3|DPSE	LOC108079354|XP_017029150.1|DKIK
OG0004629	LOC26534253|XP_015038977.1|DPSE	LOC108075490|XP_017023437.1|DKIK
OG0004630	LOC4800238|XP_003736225.2|DPSE	LOC108073407|XP_017020492.1|DKIK
OG0004631	LOC4801440|XP_001358534.1|DPSE	LOC108083936|XP_017035431.1|DKIK
OG0004632	LOC4801437|XP_001358532.5|DPSE	LOC108083935|XP_017035429.1|DKIK
OG0004633	LOC4800503|XP_001357769.4|DPSE	LOC108077602|XP_017026491.1|DKIK
OG0004634	LOC4800495|XP_001357762.1|DPSE	LOC108074379|XP_017021893.1|DKIK, LOC108074377|XP_017021892.1|DKIK
OG0004635	LOC6901052|XP_015042232.2|DPSE	LOC108074154|XP_017021546.1|DKIK
OG0004636	LOC4815035|XP_001354697.4|DPSE	LOC108079209|XP_017028965.1|DKIK
OG0004637	LOC6901857|XP_033240545.1|DPSE	LOC108080327|XP_017030513.1|DKIK
OG0004638	LOC4814891|XP_033237585.1|DPSE	LOC108082920|XP_017033999.1|DKIK
OG0004639	LOC6897067|XP_002137251.2|DPSE	LOC108084927|XP_017036813.1|DKIK
OG0004640	LOC6897066|XP_033232440.1|DPSE	LOC108084912|XP_017036796.1|DKIK
OG0004641	LOC4815471|XP_001355274.4|DPSE	LOC108085036|XP_017036976.1|DKIK
OG0004642	LOC6901858|XP_002133396.2|DPSE	LOC108080379|XP_017030590.1|DKIK
OG0004643	LOC4802628|XP_001359512.1|DPSE	LOC108080975|XP_017031391.1|DKIK
OG0004644	LOC6902118|XP_002133649.1|DPSE	LOC108079400|XP_017029215.1|DKIK
OG0004645	LOC4817263|XP_001356423.3|DPSE	LOC108074346|XP_017021859.1|DKIK
OG0004646	LOC4800334|XP_001357579.3|DPSE	LOC108085323|XP_017037368.1|DKIK
OG0004647	LOC4815230|XP_001355193.4|DPSE	LOC108085063|XP_017037014.1|DKIK
OG0004648	LOC4814331|XP_001354391.2|DPSE	LOC108082956|XP_017034061.1|DKIK
OG0004649	LOC6902205|XP_002133732.2|DPSE	LOC108084463|XP_017036163.1|DKIK
OG0004650	LOC4817428|XP_001356791.3|DPSE	LOC108082053|XP_017032818.1|DKIK
OG0004651	LOC13036333|XP_003736279.3|DPSE	LOC108075422|XP_017023335.1|DKIK
OG0004652	LOC6897046|XP_002137231.2|DPSE	LOC108084220|XP_017035831.1|DKIK
OG0004653	LOC4812902|XP_001353578.3|DPSE	LOC108075255|XP_017023105.1|DKIK
OG0004654	LOC4816917|XP_001356638.2|DPSE	LOC108074565|XP_017022156.1|DKIK
OG0004655	LOC4801687|XP_033239968.1|DPSE	LOC108084581|XP_017036344.1|DKIK
OG0004656	LOC4814235|XP_001354355.2|DPSE	LOC108083555|XP_017034894.1|DKIK
OG0004657	LOC4803294|XP_001360058.3|DPSE	LOC108084855|XP_017036724.1|DKIK
OG0004658	LOC4801033|XP_001358201.4|DPSE	LOC108084958|XP_017036859.1|DKIK
OG0004659	LOC4800642|XP_001357877.2|DPSE	LOC108081253|XP_017031836.1|DKIK
OG0004660	LOC4801734|XP_001358777.2|DPSE	LOC108075592|XP_017023603.1|DKIK
OG0004661	LOC4801192|XP_001358321.2|DPSE	LOC108075621|XP_017023644.1|DKIK
OG0004662	LOC6897609|XP_002137754.1|DPSE	LOC108070639|XP_017016695.1|DKIK
OG0004663	LOC4815002|XP_001355135.1|DPSE	LOC108079347|XP_017029143.1|DKIK
OG0004664	LOC6901749|XP_033241106.1|DPSE	LOC108079416|XP_017029232.1|DKIK
OG0004665	LOC4815227|XP_001355167.3|DPSE	LOC108079453|XP_017029277.1|DKIK
OG0004666	LOC4801509|XP_001358588.3|DPSE	LOC108084202|XP_017035803.1|DKIK
OG0004667	LOC4801504|XP_001358583.2|DPSE	LOC108084292|XP_017035944.1|DKIK
OG0004668	LOC6901810|XP_033237829.1|DPSE	LOC108085058|XP_017037007.1|DKIK
OG0004669	LOC6902353|XP_002133299.1|DPSE	LOC108075841|XP_017023905.1|DKIK
OG0004670	LOC4802649|XP_001359530.4|DPSE	LOC108077807|XP_017026814.1|DKIK
OG0004671	LOC6896926|XP_033238154.1|DPSE	LOC108077688|XP_017026609.1|DKIK
OG0004672	LOC4801364|XP_033232779.1|DPSE	LOC108077592|XP_017026475.1|DKIK
OG0004673	LOC4801703|XP_001358751.3|DPSE	LOC108077740|XP_017026697.1|DKIK
OG0004674	LOC4800662|XP_003736281.1|DPSE	LOC108083714|XP_017035105.1|DKIK
OG0004675	LOC4800657|XP_001357892.1|DPSE	LOC108083713|XP_017035104.1|DKIK
OG0004676	LOC4801916|XP_001358934.2|DPSE	LOC108070692|XP_017016763.1|DKIK
OG0004677	LOC4801758|XP_033232479.1|DPSE	LOC108084552|XP_017036291.1|DKIK
OG0004678	LOC4801757|XP_001358798.2|DPSE	LOC108084610|XP_017036382.1|DKIK
OG0004679	LOC6896990|XP_033232470.1|DPSE	LOC108084629|XP_017036407.1|DKIK
OG0004680	LOC4801210|XP_033232617.1|DPSE	LOC108075572|XP_017023577.1|DKIK
OG0004681	LOC4801700|XP_001358747.2|DPSE	LOC108085039|XP_017036978.1|DKIK, LOC108077721|XP_017026668.1|DKIK
OG0004682	LOC4817568|XP_001356973.4|DPSE	LOC108075794|XP_017023855.1|DKIK
OG0004683	LOC4801396|XP_001358496.1|DPSE	LOC108081208|XP_017031771.1|DKIK
OG0004684	LOC4801500|XP_033236716.1|DPSE	LOC108084046|XP_017035553.1|DKIK
OG0004685	LOC4800480|XP_003736251.1|DPSE	LOC108075702|XP_017023715.1|DKIK
OG0004686	LOC4803040|XP_001359841.1|DPSE	LOC108072081|XP_017018581.1|DKIK
OG0004687	LOC4800483|XP_001357750.4|DPSE	LOC108075756|XP_017023803.1|DKIK
OG0004688	LOC4803236|XP_001360009.3|DPSE	LOC108077723|XP_017026666.1|DKIK
OG0004689	LOC6896816|XP_002137019.3|DPSE	LOC108081085|XP_017031563.1|DKIK
OG0004690	LOC4802276|XP_001359228.4|DPSE	LOC108080471|XP_017030697.1|DKIK
OG0004691	LOC4801253|XP_001358376.1|DPSE	LOC108083984|XP_017035485.1|DKIK
OG0004692	LOC4801572|XP_001358643.3|DPSE	LOC108075539|XP_017023525.1|DKIK
OG0004693	LOC4801574|XP_015037315.2|DPSE	LOC108075603|XP_017023623.1|DKIK
OG0004694	LOC117183982|XP_033235645.1|DPSE	LOC108073539|XP_017020712.1|DKIK
OG0004695	LOC4800659|XP_015038664.2|DPSE	LOC108083730|XP_017035126.1|DKIK
OG0004696	LOC4801551|XP_001358623.2|DPSE	LOC108071284|XP_017017463.1|DKIK
OG0004697	LOC26533845|XP_033237481.1|DPSE	LOC108084820|XP_017036674.1|DKIK
OG0004698	LOC4815625|XP_015041275.1|DPSE	LOC108085951|XP_017038226.1|DKIK
OG0004699	LOC4801013|XP_002137183.2|DPSE	LOC108077831|XP_017026846.1|DKIK
OG0004700	LOC4802755|XP_001359616.3|DPSE	LOC108084611|XP_017036385.1|DKIK
OG0004701	LOC4802247|XP_001359206.1|DPSE	LOC108084867|XP_017036747.1|DKIK
OG0004702	LOC4801744|XP_001358787.2|DPSE	LOC108084562|XP_017036306.1|DKIK
OG0004703	LOC4800558|XP_001357814.3|DPSE	LOC108080925|XP_017031318.1|DKIK
OG0004704	LOC6896752|XP_002136959.2|DPSE	LOC108073437|XP_017020547.1|DKIK
OG0004705	LOC4800849|XP_001358050.2|DPSE	LOC108075519|XP_017023501.1|DKIK
OG0004706	LOC4814087|XP_001354210.4|DPSE	LOC108071955|XP_017018410.1|DKIK
OG0004707	LOC4816261|XP_001355769.3|DPSE	LOC108075884|XP_017023979.1|DKIK
OG0004708	LOC4802991|XP_001359799.2|DPSE	LOC108074101|XP_017021485.1|DKIK
OG0004709	LOC4800965|XP_015038715.1|DPSE	LOC108073560|XP_017020735.1|DKIK
