Orthogroup	DPSE.longest_only	CPIP.longest_only
OG0003043	LOC4802850|XP_001359685.3|DPSE	LOC120431345|XP_039452411.1|CPIP, LOC120420937|XP_039440004.1|CPIP
OG0003044	LOC4803544|XP_001360253.4|DPSE	LOC120420931|XP_039439996.1|CPIP
OG0003045	LOC6901634|XP_002134304.3|DPSE, LOC4802200|XP_001359167.2|DPSE	LOC120420944|XP_039440013.1|CPIP
OG0003046	LOC4802875|XP_001359706.3|DPSE	LOC120417538|XP_039435554.1|CPIP
OG0003047	LOC4802874|XP_001359705.2|DPSE	LOC120417539|XP_039435555.1|CPIP
OG0003048	LOC6898325|XP_002138380.1|DPSE	LOC120417524|XP_039435541.1|CPIP
OG0003049	LOC4800872|XP_001358069.1|DPSE	LOC120417520|XP_039435537.1|CPIP
OG0003050	LOC4802189|XP_001359157.1|DPSE	LOC120421251|XP_039440386.1|CPIP
OG0003051	LOC4812440|XP_001352742.3|DPSE	LOC120413788|XP_039430671.1|CPIP
OG0003052	LOC4802301|XP_001359245.3|DPSE	LOC120413774|XP_039430645.1|CPIP
OG0003053	LOC6897878|XP_002137980.3|DPSE	LOC120422104|XP_039441390.1|CPIP
OG0003054	LOC6897879|XP_003736881.3|DPSE	LOC120422099|XP_039441385.1|CPIP
OG0003055	LOC6896811|XP_003736267.3|DPSE	LOC120420876|XP_039439930.1|CPIP, LOC120417430|XP_039435406.1|CPIP
OG0003056	LOC4814434|XP_033237565.1|DPSE	LOC120431718|XP_039452776.1|CPIP, LOC120430876|XP_039451938.1|CPIP
OG0003057	LOC4803648|XP_015039242.2|DPSE	LOC120414811|XP_039432066.1|CPIP
OG0003058	LOC6898398|XP_002138445.3|DPSE	LOC120414809|XP_039432062.1|CPIP
OG0003059	LOC4815797|XP_033238500.1|DPSE	LOC120414807|XP_039432059.1|CPIP
OG0003060	LOC4803507|XP_001360220.1|DPSE	LOC120414805|XP_039432058.1|CPIP
OG0003061	LOC4815811|XP_001355658.2|DPSE	LOC120413049|XP_039429678.1|CPIP
OG0003062	LOC6896956|XP_002137141.2|DPSE	LOC120413033|XP_039429639.1|CPIP
OG0003063	LOC6900275|XP_015044054.2|DPSE	LOC120413045|XP_039429670.1|CPIP
OG0003064	LOC4800800|XP_001358011.2|DPSE	LOC120423273|XP_039442947.1|CPIP
OG0003065	LOC117184107|XP_033236194.1|DPSE	LOC120412931|XP_039429497.1|CPIP
OG0003066	LOC6897031|XP_033240820.1|DPSE	LOC120412965|XP_039429547.1|CPIP
OG0003067	LOC6904114|XP_002136405.2|DPSE	LOC120413019|XP_039429616.1|CPIP
OG0003069	LOC4804676|XP_015040109.2|DPSE	LOC120414393|XP_039431503.1|CPIP
OG0003070	LOC4817978|XP_001357249.3|DPSE	LOC120414402|XP_039431513.1|CPIP
OG0003071	LOC4813654|XP_001353451.1|DPSE	LOC120414409|XP_039431524.1|CPIP
OG0003072	LOC4803241|XP_001360014.2|DPSE	LOC120414392|XP_039431501.1|CPIP
OG0003073	LOC4803242|XP_015038359.1|DPSE	LOC120414427|XP_039431541.1|CPIP
OG0003074	LOC4817418|XP_001356815.3|DPSE	LOC120424401|XP_039444435.1|CPIP
OG0003075	LOC6897800|XP_015038087.2|DPSE	LOC120417894|XP_039436051.1|CPIP
OG0003076	LOC4812866|XP_001353701.3|DPSE	LOC120419324|XP_039437930.1|CPIP
OG0003077	LOC4803157|XP_033236947.1|DPSE	LOC120414001|XP_039430944.1|CPIP
OG0003078	LOC6897125|XP_033234358.1|DPSE	LOC120426310|XP_039446993.1|CPIP
OG0003079	LOC4803323|XP_033233032.1|DPSE	LOC120422354|XP_039441685.1|CPIP
OG0003080	LOC4802330|XP_001359268.3|DPSE	LOC120427440|XP_039448231.1|CPIP, LOC120429954|XP_039450981.1|CPIP
OG0003081	LOC4803115|XP_001359912.1|DPSE, LOC117184266|XP_033236930.1|DPSE	LOC120427441|XP_039448237.1|CPIP
OG0003082	LOC4803194|XP_001359977.2|DPSE	LOC120427437|XP_039448227.1|CPIP
OG0003083	LOC4802218|XP_015037679.2|DPSE	LOC120423432|XP_039443176.1|CPIP
OG0003084	LOC6897843|XP_033232885.1|DPSE	LOC120421487|XP_039440639.1|CPIP
OG0003085	LOC6897848|XP_033232351.1|DPSE	LOC120421518|XP_039440670.1|CPIP
OG0003086	LOC26534216|XP_033232754.1|DPSE	LOC120421495|XP_039440647.1|CPIP
OG0003087	LOC4812739|XP_033238450.1|DPSE	LOC120430438|XP_039451484.1|CPIP
OG0003088	LOC4802508|XP_001359417.1|DPSE	LOC120421266|XP_039440398.1|CPIP
OG0003089	LOC4800846|XP_015038761.2|DPSE	LOC120421162|XP_039440293.1|CPIP
OG0003090	LOC4800462|XP_001357733.3|DPSE	LOC120421858|XP_039441092.1|CPIP
OG0003091	LOC4803147|XP_001359937.4|DPSE	LOC120426530|XP_039447233.1|CPIP, LOC120427950|XP_039448834.1|CPIP
OG0003092	LOC4802807|XP_001359651.1|DPSE	LOC120427947|XP_039448829.1|CPIP
OG0003093	LOC4805477|XP_033234497.1|DPSE	LOC120418255|XP_039436504.1|CPIP, LOC120422713|XP_039442171.1|CPIP
OG0003094	LOC4815801|XP_033239871.1|DPSE	LOC120422745|XP_039442222.1|CPIP, LOC120418262|XP_039436513.1|CPIP
OG0003095	LOC4814197|XP_001354338.3|DPSE	LOC120424114|XP_039444088.1|CPIP
OG0003100	LOC4816063|XP_015041042.1|DPSE	LOC120419413|XP_039438025.1|CPIP
OG0003101	LOC4802887|XP_015038171.2|DPSE	LOC120429724|XP_039450704.1|CPIP, LOC120423171|XP_039442787.1|CPIP
OG0003102	LOC4802800|XP_001359645.3|DPSE	LOC120423163|XP_039442778.1|CPIP, LOC120429727|XP_039450710.1|CPIP
OG0003103	LOC4803199|XP_001359981.2|DPSE	LOC120423159|XP_039442774.1|CPIP, LOC120429726|XP_039450706.1|CPIP
OG0003104	LOC4812284|XP_001352928.2|DPSE	LOC120419398|XP_039438008.1|CPIP
OG0003105	LOC4814396|XP_015042351.2|DPSE	LOC120419455|XP_039438070.1|CPIP
OG0003106	LOC117183507|XP_033233287.1|DPSE	LOC120419443|XP_039438059.1|CPIP
OG0003107	LOC4815616|XP_001355509.3|DPSE	LOC120431822|XP_039452876.1|CPIP
OG0003108	LOC6901445|XP_002134131.3|DPSE	LOC120421345|XP_039440458.1|CPIP
OG0003109	LOC4815274|XP_001354771.1|DPSE	LOC120421375|XP_039440502.1|CPIP
OG0003110	LOC4803703|XP_033233271.1|DPSE	LOC120423114|XP_039442726.1|CPIP, LOC120419558|XP_039438216.1|CPIP
OG0003111	LOC4815726|XP_001355553.4|DPSE	LOC120416667|XP_039434413.1|CPIP
OG0003112	LOC4802563|XP_001359460.2|DPSE	LOC120416638|XP_039434383.1|CPIP
OG0003114	LOC4805170|XP_001361617.4|DPSE	LOC120419931|XP_039438730.1|CPIP
OG0003115	LOC4804673|XP_015040100.2|DPSE	LOC120419951|XP_039438745.1|CPIP
OG0003116	LOC6898850|XP_015040512.2|DPSE	LOC120419928|XP_039438727.1|CPIP
OG0003117	LOC4813655|XP_001354010.1|DPSE	LOC120412521|XP_039428949.1|CPIP
OG0003118	LOC26532051|XP_002135104.3|DPSE	LOC120417971|XP_039436144.1|CPIP
OG0003119	LOC4813241|XP_001353903.2|DPSE	LOC120418007|XP_039436185.1|CPIP
OG0003120	LOC4803775|XP_033234793.1|DPSE	LOC120417548|XP_039435564.1|CPIP
OG0003121	LOC4815001|XP_001354556.2|DPSE	LOC120424716|XP_039444836.1|CPIP
OG0003122	LOC4804601|XP_001361135.4|DPSE	LOC120420836|XP_039439891.1|CPIP
OG0003123	LOC4813615|XP_001353612.1|DPSE	LOC120420843|XP_039439894.1|CPIP
OG0003124	LOC26534282|XP_015039282.1|DPSE	LOC120425268|XP_039445646.1|CPIP
OG0003125	LOC6900625|XP_015043020.2|DPSE	LOC120430004|XP_039451037.1|CPIP
OG0003126	LOC6898036|XP_002138124.4|DPSE	LOC120422180|XP_039441489.1|CPIP
OG0003127	LOC6898037|XP_002138125.1|DPSE	LOC120422170|XP_039441481.1|CPIP
OG0003128	LOC4812404|XP_015043693.2|DPSE	LOC120420417|XP_039439370.1|CPIP
OG0003129	LOC4803897|XP_015039416.2|DPSE	LOC120420423|XP_039439377.1|CPIP
OG0003130	LOC4805741|XP_033233649.1|DPSE	LOC120420436|XP_039439397.1|CPIP
OG0003131	LOC4803799|XP_001360457.2|DPSE	LOC120427544|XP_039448353.1|CPIP
OG0003132	LOC4801659|XP_001358711.3|DPSE	LOC120414233|XP_039431277.1|CPIP, LOC120424576|XP_039444676.1|CPIP
OG0003133	LOC4804325|XP_033233449.1|DPSE	LOC120414232|XP_039431276.1|CPIP, LOC120432001|XP_039453067.1|CPIP
OG0003134	LOC4805563|XP_001361948.2|DPSE	LOC120421687|XP_039440858.1|CPIP
OG0003135	LOC4813975|XP_001354132.2|DPSE	LOC120424413|XP_039444458.1|CPIP
OG0003139	LOC4813843|XP_001353505.2|DPSE	LOC120415252|XP_039432652.1|CPIP, LOC120415231|XP_039432622.1|CPIP
OG0003140	LOC4804967|XP_001361443.3|DPSE	LOC120415224|XP_039432613.1|CPIP
OG0003141	LOC4803666|XP_015039259.2|DPSE	LOC120419609|XP_039438283.1|CPIP
OG0003142	LOC4805345|XP_015040574.1|DPSE	LOC120419588|XP_039438250.1|CPIP
OG0003143	LOC4812441|XP_001352743.4|DPSE	LOC120415310|XP_039432724.1|CPIP
OG0003144	LOC6898374|XP_033234048.1|DPSE	LOC120418433|XP_039436750.1|CPIP
OG0003145	LOC6898111|XP_015039121.2|DPSE	LOC120418454|XP_039436813.1|CPIP
OG0003146	LOC4804891|XP_001361379.2|DPSE	LOC120426475|XP_039447172.1|CPIP
OG0003147	LOC4813049|XP_015042610.2|DPSE	LOC120428762|XP_039449778.1|CPIP
OG0003148	LOC4813483|XP_001353320.2|DPSE	LOC120428599|XP_039449556.1|CPIP
OG0003149	LOC4814443|XP_001354524.2|DPSE	LOC120428595|XP_039449552.1|CPIP
OG0003150	LOC4805614|XP_033234899.1|DPSE	LOC120420377|XP_039439315.1|CPIP
OG0003151	LOC4818186|XP_001357498.4|DPSE	LOC120416201|XP_039433821.1|CPIP
OG0003152	LOC4804680|XP_001361202.2|DPSE	LOC120414890|XP_039432147.1|CPIP
OG0003153	LOC4804013|XP_001360643.3|DPSE	LOC120414918|XP_039432184.1|CPIP
OG0003154	LOC4802318|XP_001359258.3|DPSE	LOC120414861|XP_039432114.1|CPIP
OG0003155	LOC6898553|XP_002138576.2|DPSE	LOC120414903|XP_039432166.1|CPIP
OG0003156	LOC4803736|XP_001360404.3|DPSE	LOC120418435|XP_039436774.1|CPIP
OG0003157	LOC4816322|XP_001355935.2|DPSE	LOC120418450|XP_039436807.1|CPIP
OG0003158	LOC4805546|XP_001361932.2|DPSE	LOC120417246|XP_039435139.1|CPIP
OG0003159	LOC4805695|XP_001362053.2|DPSE	LOC120427766|XP_039448612.1|CPIP
OG0003160	LOC4805697|XP_015040820.2|DPSE	LOC120427762|XP_039448606.1|CPIP
OG0003161	LOC4805311|XP_001361731.1|DPSE	LOC120427043|XP_039447808.1|CPIP
OG0003162	LOC4803543|XP_001360252.2|DPSE	LOC120428139|XP_039449058.1|CPIP, LOC120424446|XP_039444511.1|CPIP, LOC120424443|XP_039444510.1|CPIP
OG0003163	LOC4812288|XP_001352450.2|DPSE	LOC120425296|XP_039445698.1|CPIP
OG0003164	LOC4805671|XP_001362031.2|DPSE	LOC120424378|XP_039444414.1|CPIP
OG0003165	LOC4804245|XP_003736956.3|DPSE	LOC120417981|XP_039436155.1|CPIP
OG0003166	LOC6898847|XP_002138818.1|DPSE	LOC120417994|XP_039436172.1|CPIP
OG0003167	LOC6898556|XP_033233595.1|DPSE	LOC120428521|XP_039449478.1|CPIP
OG0003168	LOC4803028|XP_015038244.1|DPSE	LOC120428517|XP_039449472.1|CPIP, LOC120428518|XP_039449473.1|CPIP
OG0003169	LOC4817297|XP_001356871.3|DPSE	LOC120421474|XP_039440625.1|CPIP
OG0003170	LOC6898428|XP_015039757.2|DPSE	LOC120421455|XP_039440600.1|CPIP
OG0003171	LOC4805274|XP_001361699.3|DPSE	LOC120421460|XP_039440605.1|CPIP
OG0003172	LOC6897593|XP_015037782.2|DPSE	LOC120427531|XP_039448331.1|CPIP
OG0003173	LOC4802482|XP_001359396.2|DPSE	LOC120415152|XP_039432521.1|CPIP
OG0003174	LOC4802699|XP_001359566.1|DPSE	LOC120426100|XP_039446737.1|CPIP
OG0003175	LOC4803901|XP_015039420.2|DPSE	LOC120425519|XP_039446002.1|CPIP
OG0003176	LOC4817031|XP_001356639.3|DPSE	LOC120429990|XP_039451017.1|CPIP
OG0003177	LOC4803689|XP_001360366.1|DPSE	LOC120425538|XP_039446033.1|CPIP
OG0003178	LOC4803695|XP_001360372.1|DPSE	LOC120419168|XP_039437754.1|CPIP, LOC120425536|XP_039446030.1|CPIP
OG0003179	LOC4803693|XP_001360369.1|DPSE	LOC120419164|XP_039437748.1|CPIP
OG0003180	LOC4805411|XP_001361816.2|DPSE	LOC120425526|XP_039446014.1|CPIP, LOC120419159|XP_039437742.1|CPIP
OG0003181	LOC4803651|XP_001360334.2|DPSE	LOC120419158|XP_039437741.1|CPIP, LOC120425527|XP_039446015.1|CPIP
OG0003183	LOC4804385|XP_001360956.1|DPSE	LOC120430841|XP_039451902.1|CPIP
OG0003184	LOC4812571|XP_001352790.1|DPSE	LOC120415861|XP_039433432.1|CPIP
OG0003185	LOC4804169|XP_001360773.2|DPSE	LOC120431569|XP_039452610.1|CPIP, LOC120429995|XP_039451026.1|CPIP
OG0003186	LOC4803840|XP_001360493.4|DPSE	LOC120425514|XP_039445996.1|CPIP
OG0003187	LOC4817567|XP_001356972.3|DPSE	LOC120417933|XP_039436104.1|CPIP, LOC120429068|XP_039450150.1|CPIP
OG0003188	LOC4803181|XP_001359964.3|DPSE	LOC120428789|XP_039449823.1|CPIP
OG0003189	LOC4812025|XP_001352990.1|DPSE	LOC120415869|XP_039433439.1|CPIP
OG0003190	LOC4803999|XP_001360630.3|DPSE	LOC120428798|XP_039449831.1|CPIP
OG0003191	LOC4813373|XP_001353408.1|DPSE	LOC120412332|XP_039428666.1|CPIP
OG0003192	LOC4813662|XP_015042899.2|DPSE	LOC120425958|XP_039446537.1|CPIP
OG0003193	LOC4818104|XP_015035575.2|DPSE	LOC120416817|XP_039434631.1|CPIP
OG0003194	LOC4813519|XP_015042611.1|DPSE	LOC120428645|XP_039449621.1|CPIP
OG0003195	LOC6903160|XP_002132861.1|DPSE	LOC120430999|XP_039452093.1|CPIP
OG0003196	LOC4813014|XP_001354017.4|DPSE	LOC120430998|XP_039452092.1|CPIP
OG0003197	LOC4813899|XP_033238233.1|DPSE	LOC120418193|XP_039436429.1|CPIP
OG0003198	LOC4816193|XP_001355788.2|DPSE	LOC120418205|XP_039436446.1|CPIP
OG0003199	LOC4812560|XP_001352496.3|DPSE	LOC120416999|XP_039434875.1|CPIP
OG0003200	LOC4804826|XP_001361328.2|DPSE	LOC120421851|XP_039441073.1|CPIP, LOC120426229|XP_039446902.1|CPIP
OG0003201	LOC4803646|XP_033234333.1|DPSE	LOC120426621|XP_039447347.1|CPIP, LOC120426615|XP_039447341.1|CPIP
OG0003202	LOC4814117|XP_015042463.2|DPSE	LOC120414934|XP_039432199.1|CPIP, LOC120414936|XP_039432201.1|CPIP
OG0003203	LOC4804990|XP_015040348.1|DPSE	LOC120424708|XP_039444821.1|CPIP
OG0003204	LOC6897736|XP_002137842.4|DPSE	LOC120422667|XP_039442106.1|CPIP
OG0003205	LOC4803508|XP_001360221.1|DPSE	LOC120422673|XP_039442115.1|CPIP
OG0003206	LOC4804519|XP_001361070.4|DPSE	LOC120418595|XP_039436975.1|CPIP
OG0003207	LOC4801159|XP_033232600.1|DPSE	LOC120430866|XP_039451924.1|CPIP, LOC120429776|XP_039450768.1|CPIP
OG0003208	LOC4812342|XP_033241464.1|DPSE	LOC120429780|XP_039450773.1|CPIP, LOC120431050|XP_039452138.1|CPIP
OG0003209	LOC4805307|XP_001361728.3|DPSE	LOC120430279|XP_039451305.1|CPIP, LOC120416350|XP_039434015.1|CPIP
OG0003210	LOC4803213|XP_001359989.3|DPSE	LOC120420337|XP_039439266.1|CPIP
OG0003211	LOC4804015|XP_001360645.3|DPSE	LOC120420336|XP_039439265.1|CPIP
OG0003212	LOC6897671|XP_002137807.2|DPSE	LOC120420082|XP_039438945.1|CPIP
OG0003213	LOC4803871|XP_001360520.3|DPSE	LOC120414940|XP_039432204.1|CPIP
OG0003214	LOC4804607|XP_033233523.1|DPSE	LOC120427505|XP_039448293.1|CPIP, LOC120425105|XP_039445433.1|CPIP
OG0003215	LOC4804611|XP_001361144.1|DPSE	LOC120427511|XP_039448307.1|CPIP
OG0003216	LOC4805072|XP_001361534.5|DPSE	LOC120427502|XP_039448290.1|CPIP
OG0003217	LOC4803599|XP_001360295.2|DPSE	LOC120422236|XP_039441557.1|CPIP
OG0003218	LOC4812887|XP_001353531.4|DPSE	LOC120416337|XP_039433998.1|CPIP
OG0003219	LOC4812986|XP_001353538.4|DPSE	LOC120416341|XP_039434002.1|CPIP
OG0003220	LOC4817326|XP_001356900.2|DPSE	LOC120428929|XP_039450005.1|CPIP
OG0003221	LOC4814507|XP_001354612.4|DPSE	LOC120423798|XP_039443651.1|CPIP
OG0003222	LOC4803598|XP_015039199.1|DPSE	LOC120423810|XP_039443664.1|CPIP
OG0003223	LOC4804142|XP_001360748.2|DPSE	LOC120423905|XP_039443819.1|CPIP
OG0003224	LOC4804149|XP_015039637.1|DPSE	LOC120428247|XP_039449163.1|CPIP
OG0003225	LOC4817292|XP_033236218.1|DPSE	LOC120426352|XP_039447047.1|CPIP
OG0003226	LOC6898874|XP_002138848.2|DPSE	LOC120429225|XP_039450373.1|CPIP
OG0003229	LOC6901743|XP_002134412.3|DPSE, LOC6898304|XP_002138366.2|DPSE, LOC117183720|XP_033234500.1|DPSE, LOC4812078|XP_001352987.2|DPSE	LOC120415109|XP_039432462.1|CPIP
OG0003233	LOC6898754|XP_015038981.2|DPSE, LOC6898755|XP_002138737.2|DPSE	LOC120416441|XP_039434128.1|CPIP
OG0003237	LOC6900956|XP_002134657.3|DPSE	LOC120413246|XP_039429909.1|CPIP
OG0003250	LOC4801735|XP_001358778.2|DPSE	LOC120432230|XP_039453341.1|CPIP
OG0003251	LOC4800735|XP_001357953.3|DPSE	LOC120432228|XP_039453338.1|CPIP
OG0003252	LOC4800607|XP_001357852.3|DPSE	LOC120432315|XP_039453433.1|CPIP
OG0003253	LOC4800843|XP_001358046.1|DPSE	LOC120415061|XP_039432382.1|CPIP
OG0003254	LOC4802927|XP_015038185.2|DPSE	LOC120422088|XP_039441370.1|CPIP
OG0003255	LOC6896881|XP_002137071.2|DPSE	LOC120422081|XP_039441361.1|CPIP
OG0003256	LOC4801172|XP_001358306.1|DPSE	LOC120421080|XP_039440161.1|CPIP
OG0003257	LOC4814536|XP_033241179.1|DPSE	LOC120415082|XP_039432418.1|CPIP
OG0003258	LOC6903210|XP_002132911.2|DPSE, LOC6901666|XP_002134335.1|DPSE	LOC120432232|XP_039453342.1|CPIP
OG0003259	LOC6902283|XP_033241502.1|DPSE	LOC120432223|XP_039453332.1|CPIP
OG0003260	LOC4814897|XP_001355109.2|DPSE	LOC120415048|XP_039432356.1|CPIP
OG0003261	LOC4802754|XP_001359615.4|DPSE	LOC120431253|XP_039452325.1|CPIP
OG0003262	LOC4800652|XP_001357885.2|DPSE	LOC120424013|XP_039443961.1|CPIP
OG0003263	LOC4814653|XP_001354933.2|DPSE	LOC120432245|XP_039453353.1|CPIP
OG0003264	LOC4815926|XP_001355293.2|DPSE	LOC120430288|XP_039451315.1|CPIP, LOC120430287|XP_039451314.1|CPIP
OG0003265	LOC4816621|XP_001356239.2|DPSE	LOC120418100|XP_039436305.1|CPIP
OG0003266	LOC4816247|XP_001355866.2|DPSE	LOC120412639|XP_039429132.1|CPIP
OG0003267	LOC4815199|XP_001355114.3|DPSE	LOC120424303|XP_039444321.1|CPIP
OG0003268	LOC6897312|XP_003736574.3|DPSE	LOC120415881|XP_039433491.1|CPIP
OG0003269	LOC4800509|XP_001357774.3|DPSE	LOC120420955|XP_039440046.1|CPIP
OG0003270	LOC4813631|XP_001353194.3|DPSE	LOC120421546|XP_039440743.1|CPIP
OG0003271	LOC6899822|XP_033237097.1|DPSE	LOC120422529|XP_039442285.1|CPIP
OG0003272	LOC6901020|XP_033240802.1|DPSE	LOC120418115|XP_039436324.1|CPIP, LOC120428871|XP_039449931.1|CPIP
OG0003273	LOC4804935|XP_001361417.1|DPSE	LOC120415792|XP_039433384.1|CPIP
OG0003274	LOC4814381|XP_033239317.1|DPSE	LOC120414169|XP_039431159.1|CPIP
OG0003275	LOC6898539|XP_002138574.2|DPSE	LOC120424026|XP_039443980.1|CPIP
OG0003276	LOC4802468|XP_001359383.1|DPSE	LOC120429211|XP_039450365.1|CPIP
OG0003277	LOC4804883|XP_033233240.1|DPSE	LOC120432268|XP_039453382.1|CPIP
OG0003278	LOC4801600|XP_001358669.3|DPSE	LOC120431241|XP_039452315.1|CPIP
OG0003279	LOC4815956|XP_033238736.1|DPSE	LOC120431434|XP_039452489.1|CPIP
OG0003280	LOC4801814|XP_001358848.5|DPSE	LOC120432244|XP_039453351.1|CPIP
OG0003281	LOC4800887|XP_001358081.2|DPSE	LOC120432304|XP_039453424.1|CPIP
OG0003282	LOC4815484|XP_015041271.2|DPSE	LOC120430542|XP_039451588.1|CPIP, LOC120428503|XP_039449447.1|CPIP
OG0003283	LOC4818141|XP_001357256.3|DPSE	LOC120413357|XP_039430074.1|CPIP
OG0003284	LOC4814840|XP_001355156.2|DPSE	LOC120418129|XP_039436341.1|CPIP
OG0003285	LOC4800349|XP_003736193.1|DPSE	LOC120417923|XP_039436117.1|CPIP
OG0003286	LOC4800748|XP_015038623.2|DPSE	LOC120432354|XP_039453481.1|CPIP
OG0003287	LOC4813066|XP_001353276.1|DPSE	LOC120429641|XP_039450602.1|CPIP, LOC120414182|XP_039431194.1|CPIP
OG0003288	LOC4802403|XP_003736725.3|DPSE	LOC120414171|XP_039431163.1|CPIP
OG0003289	LOC4805497|XP_001361891.1|DPSE	LOC120414191|XP_039431206.1|CPIP
OG0003290	LOC4802743|XP_001359606.3|DPSE	LOC120422451|XP_039441828.1|CPIP
OG0003291	LOC4813380|XP_033240327.1|DPSE	LOC120424177|XP_039444165.1|CPIP, LOC120422531|XP_039441926.1|CPIP
OG0003292	LOC4815935|XP_001355314.3|DPSE	LOC120424292|XP_039444308.1|CPIP
OG0003293	LOC4816076|XP_033237582.1|DPSE	LOC120420200|XP_039439118.1|CPIP, LOC120414536|XP_039431680.1|CPIP
OG0003294	LOC4805363|XP_001361775.3|DPSE	LOC120420183|XP_039439093.1|CPIP
OG0003295	LOC4816061|XP_015040949.2|DPSE	LOC120420185|XP_039439097.1|CPIP
OG0003296	LOC26533060|XP_015037231.1|DPSE	LOC120420203|XP_039439125.1|CPIP
OG0003297	LOC4800769|XP_015038682.2|DPSE	LOC120420176|XP_039439076.1|CPIP
OG0003298	LOC4815161|XP_001354620.4|DPSE	LOC120416888|XP_039434715.1|CPIP
OG0003299	LOC4801367|XP_001358474.3|DPSE	LOC120419281|XP_039437880.1|CPIP
OG0003300	LOC6897018|XP_002137203.2|DPSE	LOC120419269|XP_039437861.1|CPIP
OG0003301	LOC4804156|XP_001360762.2|DPSE	LOC120416436|XP_039434124.1|CPIP
OG0003302	LOC4814512|XP_001354865.3|DPSE	LOC120413707|XP_039430561.1|CPIP
OG0003303	LOC4803655|XP_001360338.2|DPSE	LOC120413335|XP_039430045.1|CPIP
OG0003304	LOC4801561|XP_001358633.3|DPSE	LOC120430281|XP_039451307.1|CPIP
OG0003305	LOC4814966|XP_033239939.1|DPSE	LOC120432624|XP_039453811.1|CPIP
OG0003306	LOC4805457|XP_001361854.2|DPSE	LOC120427215|XP_039448009.1|CPIP
OG0003307	LOC26534020|XP_033238064.1|DPSE	LOC120413320|XP_039430019.1|CPIP
OG0003308	LOC6902804|XP_002132541.1|DPSE	LOC120413349|XP_039430061.1|CPIP
OG0003309	LOC6901081|XP_033240393.1|DPSE	LOC120412379|XP_039428742.1|CPIP
OG0003310	LOC4814648|XP_001354898.3|DPSE	LOC120412340|XP_039428678.1|CPIP
OG0003311	LOC4803202|XP_033239747.1|DPSE	LOC120432550|XP_039453715.1|CPIP
OG0003312	LOC4801050|XP_001358213.4|DPSE	LOC120427671|XP_039448485.1|CPIP
OG0003313	LOC4815643|XP_001355266.2|DPSE	LOC120419021|XP_039437552.1|CPIP
OG0003314	LOC4803515|XP_001360228.2|DPSE	LOC120418871|XP_039437371.1|CPIP
OG0003315	LOC4815009|XP_033238596.1|DPSE	LOC120415624|XP_039433157.1|CPIP
OG0003316	LOC4800336|XP_001357576.1|DPSE	LOC120428512|XP_039449457.1|CPIP, LOC120421419|XP_039440560.1|CPIP
OG0003317	LOC4801072|XP_001358233.2|DPSE	LOC120426069|XP_039446686.1|CPIP, LOC120431099|XP_039452188.1|CPIP
OG0003318	LOC4800781|XP_033232872.1|DPSE	LOC120426071|XP_039446689.1|CPIP
OG0003319	LOC4802753|XP_015038057.2|DPSE	LOC120417039|XP_039434919.1|CPIP
OG0003320	LOC4800344|XP_033232518.1|DPSE	LOC120417021|XP_039434894.1|CPIP
OG0003321	LOC4800345|XP_001357568.4|DPSE	LOC120417032|XP_039434909.1|CPIP
OG0003322	LOC4800347|XP_001357566.4|DPSE	LOC120417041|XP_039434924.1|CPIP
OG0003323	LOC4815371|XP_001354783.2|DPSE	LOC120423062|XP_039442701.1|CPIP
OG0003324	LOC4815776|XP_015041122.1|DPSE	LOC120416935|XP_039434783.1|CPIP
OG0003325	LOC4802016|XP_015037543.2|DPSE	LOC120416916|XP_039434756.1|CPIP
OG0003326	LOC4815043|XP_001355082.2|DPSE	LOC120431413|XP_039452472.1|CPIP
OG0003327	LOC4811686|XP_033237321.1|DPSE	LOC120413713|XP_039430568.1|CPIP
OG0003328	LOC4814747|XP_001354535.1|DPSE	LOC120426032|XP_039446643.1|CPIP
OG0003329	LOC4800883|XP_015038660.2|DPSE	LOC120426024|XP_039446632.1|CPIP, LOC120432109|XP_039453175.1|CPIP
OG0003330	LOC4812246|XP_001352613.3|DPSE	LOC120421215|XP_039440352.1|CPIP
OG0003331	LOC4814908|XP_001354577.3|DPSE	LOC120412470|XP_039428891.1|CPIP
OG0003332	LOC4814833|XP_001355068.1|DPSE	LOC120426599|XP_039447324.1|CPIP
OG0003333	LOC4800313|XP_001357596.4|DPSE	LOC120423490|XP_039443261.1|CPIP, LOC120431336|XP_039452401.1|CPIP
OG0003334	LOC4801480|XP_001358565.1|DPSE	LOC120427228|XP_039448026.1|CPIP, LOC120429019|XP_039450094.1|CPIP
OG0003336	LOC4801960|XP_001358973.2|DPSE	LOC120417690|XP_039435760.1|CPIP
OG0003337	LOC6896824|XP_002137027.3|DPSE	LOC120416233|XP_039433862.1|CPIP, LOC120430052|XP_039451080.1|CPIP
OG0003338	LOC4801458|XP_001358552.3|DPSE	LOC120416252|XP_039433889.1|CPIP
OG0003339	LOC4800498|XP_001357765.1|DPSE	LOC120419623|XP_039438298.1|CPIP
OG0003340	LOC4800497|XP_001357764.4|DPSE	LOC120419624|XP_039438301.1|CPIP
OG0003341	LOC4814741|XP_001354799.3|DPSE	LOC120417758|XP_039435853.1|CPIP
OG0003342	LOC4815777|XP_001355720.4|DPSE	LOC120417757|XP_039435850.1|CPIP
