Orthogroup	DPSE.longest_only	DNOV.longest_only
OG0005754	LOC4804193|XP_001360795.1|DPSE	LOC115757801|XP_030554079.1|DNOV, LOC115758164|XP_030554565.1|DNOV
OG0005755	LOC4804282|XP_001360863.2|DPSE	LOC115760431|XP_030557602.1|DNOV
OG0005756	LOC4802702|XP_001359569.2|DPSE	LOC115761581|XP_030559230.1|DNOV
OG0005757	LOC4802646|XP_001359527.2|DPSE	LOC115766225|XP_030565941.1|DNOV
OG0005758	LOC4802494|XP_001359405.3|DPSE	LOC115763653|XP_030562181.1|DNOV
OG0005759	LOC6897462|XP_033232899.1|DPSE	LOC115760420|XP_030557586.1|DNOV
OG0005760	LOC4802836|XP_001359672.4|DPSE	LOC115763823|XP_030562434.1|DNOV
OG0005761	LOC4803287|XP_001360052.3|DPSE	LOC115763685|XP_030562225.1|DNOV
OG0005762	LOC4803296|XP_001360060.1|DPSE	LOC115763626|XP_030562108.1|DNOV
OG0005763	LOC4803420|XP_001360135.1|DPSE	LOC115761610|XP_030559275.1|DNOV
OG0005764	LOC4802061|XP_001359054.2|DPSE	LOC115765786|XP_030565326.1|DNOV
OG0005765	LOC4802059|XP_033238388.1|DPSE	LOC115765785|XP_030565319.1|DNOV
OG0005766	LOC6904012|XP_033236939.1|DPSE	LOC115765621|XP_030565131.1|DNOV
OG0005767	LOC6898018|XP_033232650.1|DPSE	LOC115771922|XP_030573678.1|DNOV
OG0005768	LOC4815498|XP_001355572.1|DPSE	LOC115768828|XP_030569388.1|DNOV
OG0005769	LOC6897435|XP_015037556.2|DPSE	LOC115763640|XP_030562133.1|DNOV
OG0005770	LOC4800946|XP_001358130.3|DPSE	LOC115771871|XP_030573613.1|DNOV
OG0005771	LOC4801968|XP_001358981.2|DPSE	LOC115761684|XP_030559399.1|DNOV
OG0005772	LOC4801714|XP_001358760.3|DPSE	LOC115757707|XP_030553921.1|DNOV
OG0005773	LOC4802888|XP_001359716.3|DPSE	LOC115770715|XP_030571975.1|DNOV
OG0005774	LOC4802816|XP_001359659.1|DPSE	LOC115767904|XP_030568137.1|DNOV
OG0005775	LOC6900604|XP_015042979.1|DPSE	LOC115770127|XP_030571124.1|DNOV
OG0005776	LOC6900632|XP_002135005.2|DPSE	LOC115770117|XP_030571099.1|DNOV
OG0005777	LOC6899798|XP_002135738.2|DPSE	LOC115759861|XP_030556825.1|DNOV
OG0005779	LOC4801256|XP_001358379.3|DPSE	LOC115772113|XP_030573944.1|DNOV
OG0005780	LOC6900594|XP_015042962.2|DPSE	LOC115769159|XP_030569720.1|DNOV
OG0005781	LOC4813145|XP_001353934.3|DPSE	LOC115769933|XP_030570838.1|DNOV
OG0005782	LOC4813740|XP_033239124.1|DPSE	LOC115769925|XP_030570826.1|DNOV
OG0005783	LOC4805312|XP_001361732.3|DPSE	LOC115759740|XP_030556636.1|DNOV
OG0005784	LOC4802233|XP_015037688.2|DPSE	LOC115759427|XP_030556187.1|DNOV
OG0005785	LOC4802232|XP_015037685.2|DPSE	LOC115759425|XP_030556182.1|DNOV
OG0005786	LOC4802590|XP_001359483.1|DPSE	LOC115761860|XP_030559713.1|DNOV
OG0005787	LOC6897559|XP_033238312.1|DPSE	LOC115765768|XP_030565296.1|DNOV
OG0005788	LOC6898977|XP_002138937.2|DPSE	LOC115760876|XP_030558298.1|DNOV
OG0005789	LOC6897796|XP_002137901.1|DPSE	LOC115761906|XP_030559784.1|DNOV
OG0005790	LOC4801966|XP_001358980.3|DPSE	LOC115761682|XP_030559398.1|DNOV
OG0005791	LOC4802896|XP_015038176.2|DPSE	LOC115770676|XP_030571918.1|DNOV
OG0005792	LOC4802895|XP_001359722.2|DPSE	LOC115770677|XP_030571920.1|DNOV
OG0005793	LOC4802892|XP_033232431.1|DPSE	LOC115770770|XP_030572043.1|DNOV
OG0005794	LOC4805026|XP_001361494.1|DPSE	LOC115764367|XP_030563233.1|DNOV
OG0005795	LOC4802465|XP_033234706.1|DPSE	LOC115761714|XP_030559451.1|DNOV
OG0005796	LOC4813425|XP_015042976.1|DPSE	LOC115766509|XP_030566330.1|DNOV
OG0005797	LOC4813471|XP_001353882.1|DPSE	LOC115769675|XP_030570449.1|DNOV
OG0005798	LOC6897645|XP_002137788.2|DPSE	LOC115766230|XP_030565948.1|DNOV
OG0005799	LOC4802720|XP_015038031.2|DPSE	LOC115763853|XP_030562482.1|DNOV
OG0005800	LOC4802723|XP_001359588.2|DPSE	LOC115763859|XP_030562493.1|DNOV
OG0005801	LOC4802722|XP_001359587.3|DPSE	LOC115763857|XP_030562492.1|DNOV
OG0005802	LOC117183339|XP_033232826.1|DPSE	LOC115770937|XP_030572255.1|DNOV
OG0005803	LOC6897760|XP_015038026.2|DPSE	LOC115766172|XP_030565874.1|DNOV
OG0005804	LOC4803164|XP_001359950.1|DPSE	LOC115765659|XP_030565178.1|DNOV
OG0005805	LOC4805592|XP_033234360.1|DPSE	LOC115757798|XP_030554075.1|DNOV
OG0005806	LOC6897486|XP_033232649.1|DPSE	LOC115770787|XP_030572067.1|DNOV
OG0005807	LOC4802151|XP_033232616.1|DPSE	LOC115770862|XP_030572159.1|DNOV
OG0005808	LOC4815676|XP_001355520.2|DPSE	LOC115766814|XP_030566709.1|DNOV
OG0005809	LOC4812041|XP_001352762.2|DPSE	LOC115771196|XP_030572654.1|DNOV
OG0005810	LOC4802719|XP_001359583.2|DPSE	LOC115763861|XP_030562495.1|DNOV
OG0005811	LOC4802716|XP_001359582.3|DPSE	LOC115763862|XP_030562497.1|DNOV
OG0005812	LOC4802535|XP_001359436.1|DPSE	LOC115770781|XP_030572061.1|DNOV
OG0005813	LOC4800786|XP_001357999.1|DPSE	LOC115757740|XP_030553984.1|DNOV
OG0005814	LOC4802053|XP_033232830.1|DPSE	LOC115765737|XP_030565262.1|DNOV
OG0005815	LOC6898973|XP_002138933.2|DPSE	LOC115760344|XP_030557486.1|DNOV
OG0005816	LOC4801115|XP_033233707.1|DPSE	LOC115771624|XP_030573266.1|DNOV
OG0005817	LOC4801713|XP_001358759.2|DPSE	LOC115771856|XP_030573596.1|DNOV
OG0005818	LOC6897512|XP_002137661.3|DPSE	LOC115765769|XP_030565301.1|DNOV
OG0005819	LOC4802917|XP_001359739.3|DPSE	LOC115759436|XP_030556211.1|DNOV
OG0005820	LOC4802918|XP_001359740.2|DPSE	LOC115759437|XP_030556212.1|DNOV
OG0005821	LOC4803289|XP_001360054.3|DPSE	LOC115759582|XP_030556410.1|DNOV
OG0005822	LOC4816119|XP_001355783.1|DPSE	LOC115760121|XP_030557177.1|DNOV
OG0005823	LOC4815957|XP_001355301.2|DPSE	LOC115768319|XP_030568728.1|DNOV
OG0005824	LOC4801070|XP_001358231.1|DPSE	LOC115761634|XP_030559324.1|DNOV
OG0005825	LOC4813271|XP_001353912.2|DPSE	LOC115767224|XP_030567292.1|DNOV
OG0005826	LOC13036425|XP_033237986.1|DPSE	LOC115760365|XP_030557513.1|DNOV
OG0005827	LOC4802669|XP_001359541.2|DPSE	LOC115763902|XP_030562547.1|DNOV
OG0005828	LOC4814173|XP_001354217.1|DPSE	LOC115769583|XP_030570319.1|DNOV
OG0005829	LOC4803012|XP_001359814.4|DPSE	LOC115759561|XP_030556387.1|DNOV
OG0005830	LOC4812641|XP_001353030.1|DPSE	LOC115762839|XP_030561073.1|DNOV
OG0005831	LOC6900300|XP_033239833.1|DPSE	LOC115762893|XP_030561128.1|DNOV
OG0005832	LOC4812647|XP_001353036.4|DPSE	LOC115762894|XP_030561129.1|DNOV
OG0005833	LOC4812655|XP_015044104.2|DPSE	LOC115762904|XP_030561141.1|DNOV
OG0005834	LOC6900303|XP_002135625.2|DPSE	LOC115762866|XP_030561100.1|DNOV
OG0005835	LOC4812665|XP_001353049.2|DPSE	LOC115762602|XP_030560753.1|DNOV
OG0005836	LOC4812917|XP_033240805.1|DPSE	LOC115771211|XP_030572670.1|DNOV
OG0005837	LOC4802161|XP_001359134.2|DPSE	LOC115770850|XP_030572147.1|DNOV
OG0005838	LOC4802863|XP_001359697.1|DPSE	LOC115758871|XP_030555523.1|DNOV
OG0005839	LOC4816317|XP_001355998.2|DPSE	LOC115763423|XP_030561842.1|DNOV
OG0005840	LOC4803192|XP_001359975.2|DPSE	LOC115764739|XP_030563815.1|DNOV
OG0005841	LOC6897868|XP_033241812.1|DPSE	LOC115761259|XP_030558832.1|DNOV
OG0005842	LOC4815624|XP_001355585.2|DPSE	LOC115765124|XP_030564380.1|DNOV
OG0005843	LOC4813260|XP_033238364.1|DPSE	LOC115770044|XP_030570985.1|DNOV
OG0005844	LOC4813540|XP_001353481.3|DPSE	LOC115771558|XP_030573163.1|DNOV
OG0005845	LOC4802492|XP_001359404.3|DPSE	LOC115763667|XP_030562198.1|DNOV
OG0005846	LOC4802625|XP_015037955.2|DPSE	LOC115770671|XP_030571899.1|DNOV
OG0005847	LOC4803032|XP_015038248.1|DPSE	LOC115766122|XP_030565803.1|DNOV
OG0005848	LOC26534030|XP_033240031.1|DPSE	LOC115767771|XP_030567954.1|DNOV
OG0005849	LOC6902148|XP_033238747.1|DPSE	LOC115766821|XP_030566717.1|DNOV
OG0005850	LOC4814662|XP_033237896.1|DPSE	LOC115766297|XP_030566031.1|DNOV
OG0005851	LOC4816145|XP_001355768.1|DPSE	LOC115759891|XP_030556866.1|DNOV
OG0005852	LOC4803200|XP_033239690.1|DPSE	LOC115761680|XP_030559396.1|DNOV
OG0005853	LOC6901804|XP_002134472.2|DPSE	LOC115768898|XP_030569474.1|DNOV
OG0005854	LOC4802718|XP_001359584.3|DPSE	LOC115763860|XP_030562494.1|DNOV
OG0005855	LOC4815882|XP_033238128.1|DPSE	LOC115764253|XP_030563031.1|DNOV
OG0005856	LOC6899661|XP_033239209.1|DPSE	LOC115768332|XP_030568750.1|DNOV
OG0005857	LOC6903964|XP_002136554.2|DPSE	LOC115763869|XP_030562507.1|DNOV
OG0005858	LOC4802588|XP_001359481.1|DPSE	LOC115761972|XP_030559875.1|DNOV
OG0005859	LOC4816897|XP_001356515.4|DPSE	LOC115758533|XP_030555085.1|DNOV
OG0005860	LOC4802930|XP_033232661.1|DPSE	LOC115761766|XP_030559539.1|DNOV
OG0005861	LOC4801706|XP_033233568.1|DPSE	LOC115757749|XP_030554006.1|DNOV
OG0005862	LOC6898155|XP_015039202.2|DPSE	LOC115762134|XP_030560104.1|DNOV
OG0005863	LOC4804547|XP_001361090.2|DPSE	LOC115760556|XP_030557821.1|DNOV
OG0005864	LOC4802627|XP_001359511.3|DPSE	LOC115770672|XP_030571915.1|DNOV
OG0005865	LOC4802538|XP_001359439.3|DPSE	LOC115770778|XP_030572058.1|DNOV
OG0005866	LOC4805403|XP_001361808.3|DPSE	LOC115758177|XP_030554578.1|DNOV
OG0005867	LOC4817736|XP_033235393.1|DPSE	LOC115758796|XP_030555430.1|DNOV
OG0005868	LOC26534363|XP_015039515.2|DPSE	LOC115762726|XP_030560920.1|DNOV
OG0005869	LOC4814558|XP_001355174.1|DPSE	LOC115767785|XP_030567973.1|DNOV
OG0005870	LOC6901974|XP_002133508.2|DPSE	LOC115767735|XP_030567907.1|DNOV
OG0005871	LOC6902154|XP_002133685.2|DPSE	LOC115768788|XP_030569345.1|DNOV
OG0005872	LOC4801961|XP_001358975.1|DPSE	LOC115761286|XP_030558870.1|DNOV
OG0005873	LOC4802631|XP_001359515.2|DPSE	LOC115770936|XP_030572253.1|DNOV
OG0005874	LOC6899357|XP_033239551.1|DPSE	LOC115769158|XP_030569716.1|DNOV
OG0005875	LOC4804348|XP_001360922.2|DPSE	LOC115764353|XP_030563175.1|DNOV
OG0005876	LOC6902035|XP_033237923.1|DPSE	LOC115767982|XP_030568240.1|DNOV
OG0005877	LOC6897805|XP_002137910.1|DPSE	LOC115768328|XP_030568745.1|DNOV
OG0005878	LOC6902018|XP_002133552.3|DPSE	LOC115768587|XP_030569093.1|DNOV
OG0005879	LOC4815087|XP_015041711.2|DPSE	LOC115766458|XP_030566250.1|DNOV
OG0005880	LOC117185167|XP_033241224.1|DPSE	LOC115770148|XP_030571160.1|DNOV
OG0005881	LOC4813771|XP_001353199.1|DPSE	LOC115770161|XP_030571180.1|DNOV
OG0005882	LOC4815308|XP_001355059.3|DPSE	LOC115766387|XP_030566152.1|DNOV
OG0005883	LOC4812044|XP_001352495.1|DPSE	LOC115768068|XP_030568380.1|DNOV
OG0005884	LOC4812845|XP_001353212.1|DPSE	LOC115762716|XP_030560903.1|DNOV
OG0005885	LOC4813037|XP_001353607.3|DPSE	LOC115766892|XP_030566828.1|DNOV
OG0005886	LOC4813336|XP_033237389.1|DPSE	LOC115770186|XP_030571211.1|DNOV
OG0005887	LOC4813020|XP_033241101.1|DPSE	LOC115770062|XP_030571018.1|DNOV
OG0005888	LOC4813776|XP_033241351.1|DPSE	LOC115771488|XP_030573073.1|DNOV
OG0005889	LOC4812898|XP_015043383.2|DPSE	LOC115765760|XP_030565286.1|DNOV
OG0005890	LOC6902271|XP_002133798.2|DPSE	LOC115764415|XP_030563272.1|DNOV
OG0005891	LOC4812911|XP_015043298.1|DPSE	LOC115767383|XP_030567507.1|DNOV
OG0005892	LOC117183166|XP_033239911.1|DPSE	LOC115766289|XP_030566021.1|DNOV
OG0005893	LOC4812838|XP_001353166.2|DPSE	LOC115770529|XP_030571688.1|DNOV
OG0005894	LOC4813045|XP_001353164.1|DPSE	LOC115770530|XP_030571689.1|DNOV
OG0005895	LOC4813527|XP_001353165.1|DPSE	LOC115770531|XP_030571691.1|DNOV
OG0005896	LOC4812084|XP_033240839.1|DPSE	LOC115770228|XP_030571295.1|DNOV
OG0005897	LOC4812032|XP_015043804.2|DPSE	LOC115770270|XP_030571351.1|DNOV
OG0005898	LOC4814431|XP_001355197.3|DPSE	LOC115766439|XP_030566228.1|DNOV
OG0005899	LOC4804173|XP_001360777.1|DPSE	LOC115759142|XP_030555854.1|DNOV
OG0005900	LOC4817122|XP_001356421.2|DPSE	LOC115765934|XP_030565540.1|DNOV
OG0005901	LOC4803696|XP_001360373.1|DPSE	LOC115760477|XP_030557672.1|DNOV
OG0005902	LOC4805484|XP_001361879.3|DPSE	LOC115761022|XP_030558496.1|DNOV
OG0005903	LOC4803140|XP_003736918.1|DPSE	LOC115770558|XP_030571731.1|DNOV
OG0005904	LOC4801567|XP_001358637.4|DPSE	LOC115764798|XP_030563905.1|DNOV
OG0005905	LOC4813656|XP_015043393.2|DPSE	LOC115768157|XP_030568515.1|DNOV
OG0005906	LOC4812483|XP_033237974.1|DPSE	LOC115771436|XP_030573001.1|DNOV
OG0005907	LOC4812330|XP_001352405.4|DPSE	LOC115770195|XP_030571217.1|DNOV
OG0005908	LOC4812206|XP_001353022.1|DPSE	LOC115771501|XP_030573087.1|DNOV
OG0005909	LOC6900539|XP_002134923.3|DPSE	LOC115768285|XP_030568687.1|DNOV, LOC115769777|XP_030570602.1|DNOV
OG0005910	LOC4803869|XP_001360518.1|DPSE	LOC115767502|XP_030567673.1|DNOV
OG0005911	LOC4803868|XP_001360517.3|DPSE	LOC115767499|XP_030567668.1|DNOV
OG0005912	LOC6898276|XP_033234145.1|DPSE	LOC115767500|XP_030567669.1|DNOV
OG0005913	LOC4801531|XP_001358607.2|DPSE	LOC115761622|XP_030559311.1|DNOV
OG0005914	LOC4805348|XP_001361762.2|DPSE	LOC115760791|XP_030558147.1|DNOV
OG0005915	LOC4805347|XP_001361761.1|DPSE	LOC115761052|XP_030558527.1|DNOV
OG0005916	LOC6898994|XP_004444535.2|DPSE	LOC115761178|XP_030558704.1|DNOV
OG0005917	LOC4804606|XP_001361139.3|DPSE	LOC115764491|XP_030563438.1|DNOV
OG0005918	LOC4814560|XP_001355207.2|DPSE	LOC115766425|XP_030566209.1|DNOV
OG0005919	LOC6898789|XP_002138765.3|DPSE	LOC115758185|XP_030554585.1|DNOV
OG0005920	LOC4805565|XP_004444548.3|DPSE	LOC115758157|XP_030554554.1|DNOV
OG0005922	LOC4814962|XP_001354742.4|DPSE	LOC115768862|XP_030569425.1|DNOV
OG0005923	LOC4812843|XP_001353290.2|DPSE	LOC115768427|XP_030568852.1|DNOV
OG0005924	LOC4813387|XP_001353292.1|DPSE	LOC115771426|XP_030572989.1|DNOV
OG0005925	LOC4812764|XP_001353999.1|DPSE	LOC115769799|XP_030570630.1|DNOV
OG0005926	LOC4815231|XP_001354773.2|DPSE	LOC115765281|XP_030564631.1|DNOV
OG0005927	LOC4802048|XP_033241612.1|DPSE	LOC115765665|XP_030565182.1|DNOV
OG0005928	LOC6901004|XP_002134630.1|DPSE	LOC115764304|XP_030563099.1|DNOV
OG0005929	LOC4812094|XP_033238988.1|DPSE	LOC115768077|XP_030568401.1|DNOV
OG0005930	LOC4805400|XP_001361805.3|DPSE	LOC115757862|XP_030554157.1|DNOV
OG0005931	LOC4805585|XP_001361966.2|DPSE	LOC115758023|XP_030554387.1|DNOV
OG0005932	LOC4805277|XP_015040517.2|DPSE	LOC115771725|XP_030573413.1|DNOV
OG0005933	LOC4805039|XP_001361504.3|DPSE	LOC115764585|XP_030563595.1|DNOV
OG0005934	LOC4803990|XP_001360623.4|DPSE	LOC115761995|XP_030559926.1|DNOV
OG0005935	LOC4813494|XP_001353367.4|DPSE	LOC115771400|XP_030572950.1|DNOV
OG0005936	LOC4816213|XP_001355775.3|DPSE	LOC115760181|XP_030557269.1|DNOV
OG0005937	LOC4812473|XP_001352401.2|DPSE	LOC115771402|XP_030572958.1|DNOV
OG0005938	LOC4804180|XP_033233979.1|DPSE	LOC115764466|XP_030563367.1|DNOV
OG0005939	LOC4814945|XP_001354816.1|DPSE	LOC115765184|XP_030564473.1|DNOV
OG0005940	LOC6898191|XP_015039287.2|DPSE	LOC115766516|XP_030566340.1|DNOV
OG0005941	LOC4803395|XP_033233928.1|DPSE	LOC115758178|XP_030554579.1|DNOV
OG0005942	LOC4805577|XP_033234620.1|DPSE	LOC115758169|XP_030554570.1|DNOV
OG0005943	LOC6899052|XP_033234615.1|DPSE	LOC115758170|XP_030554571.1|DNOV
OG0005944	LOC4805582|XP_001361963.1|DPSE	LOC115758291|XP_030554717.1|DNOV
OG0005945	LOC4805310|XP_001361730.2|DPSE	LOC115761896|XP_030559766.1|DNOV
OG0005946	LOC4803380|XP_033233891.1|DPSE	LOC115764507|XP_030563458.1|DNOV
OG0005947	LOC4805689|XP_001362048.3|DPSE	LOC115766586|XP_030566432.1|DNOV
OG0005948	LOC4812484|XP_001352932.1|DPSE	LOC115771471|XP_030573054.1|DNOV
OG0005949	LOC4813676|XP_001353525.3|DPSE	LOC115769553|XP_030570257.1|DNOV
OG0005950	LOC4817324|XP_001356788.3|DPSE	LOC115759262|XP_030556024.1|DNOV
OG0005951	LOC6900643|XP_033240780.1|DPSE	LOC115769880|XP_030570744.1|DNOV
OG0005952	LOC4817348|XP_015036193.2|DPSE	LOC115758721|XP_030555332.1|DNOV
OG0005953	LOC4818187|XP_001357499.2|DPSE	LOC115768563|XP_030569038.1|DNOV
OG0005954	LOC4818183|XP_001357495.1|DPSE	LOC115765943|XP_030565549.1|DNOV
OG0005955	LOC4802708|XP_001359575.2|DPSE	LOC115761697|XP_030559427.1|DNOV
OG0005956	LOC4804677|XP_001361200.4|DPSE	LOC115765539|XP_030565026.1|DNOV
OG0005957	LOC4803321|XP_001360084.3|DPSE	LOC115770777|XP_030572057.1|DNOV
OG0005958	LOC6897518|XP_002137667.2|DPSE	LOC115764638|XP_030563667.1|DNOV
OG0005959	LOC4817406|XP_001356346.4|DPSE	LOC115759864|XP_030556831.1|DNOV
OG0005960	LOC4814564|XP_001355101.3|DPSE	LOC115765192|XP_030564479.1|DNOV
OG0005961	LOC4803900|XP_001360545.3|DPSE	LOC115757976|XP_030554317.1|DNOV
OG0005962	LOC6898554|XP_033234239.1|DPSE	LOC115762106|XP_030560071.1|DNOV
OG0005963	LOC4817243|XP_033235982.1|DPSE	LOC115759016|XP_030555688.1|DNOV
OG0005964	LOC6898825|XP_015040505.2|DPSE	LOC115761718|XP_030559460.1|DNOV
OG0005965	LOC6898961|XP_002138921.3|DPSE	LOC115764001|XP_030562684.1|DNOV
OG0005966	LOC4804262|XP_001360846.3|DPSE	LOC115759377|XP_030556145.1|DNOV
OG0005967	LOC4804495|XP_001361051.1|DPSE	LOC115766540|XP_030566369.1|DNOV
OG0005968	LOC6898501|XP_002138542.2|DPSE	LOC115766510|XP_030566328.1|DNOV
OG0005969	LOC117183615|XP_033234032.1|DPSE	LOC115757943|XP_030554278.1|DNOV
OG0005970	LOC4812488|XP_001352756.2|DPSE	LOC115762914|XP_030561155.1|DNOV
OG0005971	LOC4804376|XP_001360947.1|DPSE	LOC115757808|XP_030554090.1|DNOV
OG0005972	LOC4813971|XP_015043502.1|DPSE	LOC115771509|XP_030573100.1|DNOV
OG0005973	LOC4813766|XP_001354018.1|DPSE	LOC115769129|XP_030569698.1|DNOV
OG0005974	LOC4813018|XP_015042743.2|DPSE	LOC115770527|XP_030571686.1|DNOV
OG0005975	LOC4813973|XP_001354130.3|DPSE	LOC115771511|XP_030573106.1|DNOV
OG0005976	LOC4802236|XP_001359198.3|DPSE	LOC115764686|XP_030563735.1|DNOV
OG0005977	LOC4804427|XP_001360993.1|DPSE	LOC115762111|XP_030560075.1|DNOV
OG0005978	LOC4805387|XP_001361796.4|DPSE	LOC115757790|XP_030554063.1|DNOV
OG0005979	LOC4804658|XP_001361185.1|DPSE	LOC115761621|XP_030559314.1|DNOV
OG0005980	LOC4803498|XP_001360213.1|DPSE	LOC115760331|XP_030557479.1|DNOV
OG0005981	LOC6901386|XP_033238800.1|DPSE	LOC115766809|XP_030566694.1|DNOV
OG0005982	LOC4804171|XP_001360775.2|DPSE	LOC115761930|XP_030559825.1|DNOV
OG0005983	LOC4814862|XP_001354900.1|DPSE	LOC115768775|XP_030569327.1|DNOV
OG0005984	LOC6901206|XP_033238133.1|DPSE	LOC115766397|XP_030566174.1|DNOV
OG0005985	LOC6902136|XP_033239858.1|DPSE	LOC115768300|XP_030568705.1|DNOV
OG0005986	LOC4814636|XP_033241001.1|DPSE	LOC115768885|XP_030569457.1|DNOV
OG0005987	LOC4815824|XP_015041302.2|DPSE	LOC115769097|XP_030569667.1|DNOV
OG0005988	LOC4805412|XP_015040638.2|DPSE	LOC115758228|XP_030554639.1|DNOV
OG0005989	LOC4805158|XP_001361607.3|DPSE	LOC115757837|XP_030554129.1|DNOV
OG0005990	LOC4804158|XP_015039650.2|DPSE	LOC115757875|XP_030554174.1|DNOV
OG0005991	LOC4805043|XP_001361508.1|DPSE	LOC115764511|XP_030563467.1|DNOV
OG0005992	LOC4813754|XP_001353779.2|DPSE	LOC115770500|XP_030571654.1|DNOV
OG0005993	LOC4813247|XP_015043165.1|DPSE	LOC115770501|XP_030571655.1|DNOV
OG0005994	LOC4813962|XP_001354121.2|DPSE	LOC115771526|XP_030573123.1|DNOV
OG0005995	LOC4813968|XP_033240272.1|DPSE	LOC115771534|XP_030573132.1|DNOV
OG0005996	LOC4812827|XP_033238668.1|DPSE	LOC115769387|XP_030570042.1|DNOV
OG0005997	LOC4804885|XP_001361373.4|DPSE	LOC115772025|XP_030573819.1|DNOV
OG0005998	LOC4812833|XP_001353175.4|DPSE	LOC115770035|XP_030570961.1|DNOV
OG0005999	LOC4814104|XP_001354248.2|DPSE	LOC115770839|XP_030572133.1|DNOV
OG0006000	LOC6903880|XP_002136631.1|DPSE	LOC115763100|XP_030561435.1|DNOV
OG0006001	LOC4813293|XP_015043113.2|DPSE	LOC115769456|XP_030570128.1|DNOV
OG0006002	LOC26534028|XP_033234083.1|DPSE	LOC115761537|XP_030559174.1|DNOV
OG0006003	LOC6900362|XP_033241439.1|DPSE	LOC115770104|XP_030571080.1|DNOV
OG0006004	LOC4802518|XP_015037883.2|DPSE	LOC115763750|XP_030562315.1|DNOV
OG0006005	LOC4804744|XP_001361256.2|DPSE	LOC115762186|XP_030560168.1|DNOV
OG0006006	LOC4805537|XP_001361924.4|DPSE	LOC115762265|XP_030560289.1|DNOV
OG0006007	LOC4805575|XP_001361958.2|DPSE	LOC115767454|XP_030567615.1|DNOV
OG0006008	LOC26532143|XP_033241563.1|DPSE, LOC6902872|XP_033235370.1|DPSE	LOC115760295|XP_030557438.1|DNOV
OG0006009	LOC4812024|XP_033237505.1|DPSE	LOC115770505|XP_030571660.1|DNOV
OG0006010	LOC4813953|XP_033241454.1|DPSE	LOC115771382|XP_030572926.1|DNOV
OG0006011	LOC6899980|XP_002135347.2|DPSE	LOC115762549|XP_030560683.1|DNOV
OG0006012	LOC4813912|XP_033239743.1|DPSE	LOC115768994|XP_030569566.1|DNOV
OG0006013	LOC6898803|XP_033234864.1|DPSE	LOC115760729|XP_030558063.1|DNOV
OG0006014	LOC4812531|XP_001352903.1|DPSE	LOC115770468|XP_030571606.1|DNOV
OG0006015	LOC6898494|XP_002138535.1|DPSE	LOC115759093|XP_030555790.1|DNOV
OG0006016	LOC4805042|XP_001361507.3|DPSE	LOC115764583|XP_030563592.1|DNOV
OG0006017	LOC4803688|XP_001360365.3|DPSE	LOC115757995|XP_030554348.1|DNOV
OG0006018	LOC4805744|XP_001362091.2|DPSE	LOC115764441|XP_030563309.1|DNOV
OG0006019	LOC26533621|XP_015039274.1|DPSE	LOC115764464|XP_030563365.1|DNOV
OG0006020	LOC4812282|XP_001352980.4|DPSE	LOC115770221|XP_030571281.1|DNOV
OG0006021	LOC6900490|XP_033238214.1|DPSE	LOC115770287|XP_030571382.1|DNOV
OG0006022	LOC4817970|XP_001357332.2|DPSE	LOC115763364|XP_030561752.1|DNOV
OG0006023	LOC4802667|XP_001359539.1|DPSE	LOC115763903|XP_030562548.1|DNOV
OG0006024	LOC4814623|XP_033241007.1|DPSE	LOC115765171|XP_030564451.1|DNOV
OG0006025	LOC6898181|XP_033233571.1|DPSE	LOC115757957|XP_030554292.1|DNOV
OG0006026	LOC4800614|XP_001357859.1|DPSE	LOC115764654|XP_030563696.1|DNOV
OG0006027	LOC4804381|XP_001360952.2|DPSE	LOC115760456|XP_030557633.1|DNOV
OG0006028	LOC4803891|XP_033233842.1|DPSE	LOC115760567|XP_030557841.1|DNOV
OG0006029	LOC4805046|XP_001361511.1|DPSE	LOC115764499|XP_030563448.1|DNOV
OG0006030	LOC4800441|XP_001357717.1|DPSE	LOC115761964|XP_030559865.1|DNOV
OG0006031	LOC4804356|XP_001360930.3|DPSE	LOC115757846|XP_030554140.1|DNOV
OG0006032	LOC4814395|XP_015042271.2|DPSE	LOC115765254|XP_030564591.1|DNOV
OG0006033	LOC4803686|XP_001360363.3|DPSE	LOC115758003|XP_030554360.1|DNOV
OG0006034	LOC4801548|XP_003736546.3|DPSE	LOC115771678|XP_030573353.1|DNOV
OG0006035	LOC4802319|XP_001359259.2|DPSE	LOC115770834|XP_030572129.1|DNOV
OG0006036	LOC4817085|XP_001356373.3|DPSE	LOC115763554|XP_030562032.1|DNOV
OG0006037	LOC4803977|XP_033233699.1|DPSE	LOC115758257|XP_030554672.1|DNOV
OG0006038	LOC4802065|XP_001359058.2|DPSE	LOC115765704|XP_030565226.1|DNOV
OG0006039	LOC6899047|XP_002138974.2|DPSE	LOC115767432|XP_030567584.1|DNOV
OG0006040	LOC6898461|XP_002138504.2|DPSE	LOC115758021|XP_030554385.1|DNOV
OG0006041	LOC4814604|XP_001354916.1|DPSE	LOC115768979|XP_030569555.1|DNOV
OG0006042	LOC4805739|XP_004444595.2|DPSE	LOC115758026|XP_030554390.1|DNOV
OG0006043	LOC4813671|XP_001353963.4|DPSE	LOC115769738|XP_030570537.1|DNOV
OG0006044	LOC4814360|XP_001354492.1|DPSE	LOC115767039|XP_030567028.1|DNOV
