Orthogroup	DPSE.longest_only	CQUI.longest_only
OG0004125	LOC4800249|XP_003736222.1|DPSE	LOC6032252|XP_001842889.1|CQUI
OG0004126	LOC4800260|XP_015038744.2|DPSE	LOC6032253|XP_038121019.1|CQUI
OG0004127	LOC4816884|XP_001356321.1|DPSE	LOC119769827|XP_038119446.1|CQUI
OG0004128	LOC4802387|XP_001359315.2|DPSE	LOC6035003|XP_001845248.2|CQUI
OG0004129	LOC6898892|XP_033235064.1|DPSE	LOC6035017|XP_038119404.1|CQUI
OG0004130	LOC4815096|XP_015041824.2|DPSE	LOC6048694|XP_038118319.1|CQUI
OG0004131	LOC4802879|XP_001359708.1|DPSE	LOC6038151|XP_001847985.2|CQUI
OG0004132	LOC4813370|XP_001353867.1|DPSE	LOC6038147|XP_038116639.1|CQUI
OG0004133	LOC4817711|XP_001357089.3|DPSE	LOC6043883|XP_001861472.1|CQUI
OG0004134	LOC4802127|XP_033233092.1|DPSE	LOC6043890|XP_038116402.1|CQUI
OG0004135	LOC4803056|XP_033232971.1|DPSE	LOC6049547|XP_038120776.1|CQUI
OG0004136	LOC4802721|XP_001359586.3|DPSE	LOC6041234|XP_038116026.1|CQUI
OG0004137	LOC4804714|XP_001361232.2|DPSE	LOC6041206|XP_001850500.2|CQUI
OG0004138	LOC4812177|XP_001352590.1|DPSE	LOC6041198|XP_001850492.1|CQUI
OG0004139	LOC4815206|XP_001354666.4|DPSE	LOC6041197|XP_001850491.2|CQUI
OG0004140	LOC4815883|XP_001355564.2|DPSE	LOC6049603|XP_038121325.1|CQUI
OG0004141	LOC4804630|XP_033233841.1|DPSE	LOC6050607|XP_038121998.1|CQUI
OG0004142	LOC4814246|XP_001354442.1|DPSE	LOC119769965|XP_038119821.1|CQUI
OG0004143	LOC4800835|XP_001358039.3|DPSE	LOC6047728|XP_001864747.2|CQUI
OG0004144	LOC4816916|XP_001356339.1|DPSE	LOC6052571|XP_038119946.1|CQUI
OG0004145	LOC4814135|XP_001354192.3|DPSE	LOC6052241|XP_001868539.2|CQUI
OG0004146	LOC4802322|XP_001359262.3|DPSE	LOC6052243|XP_038116152.1|CQUI
OG0004147	LOC4816976|XP_001356326.2|DPSE	LOC119769801|XP_038119380.1|CQUI
OG0004148	LOC4800873|XP_015038519.2|DPSE	LOC6049617|XP_038115589.1|CQUI
OG0004149	LOC4802695|XP_033241781.1|DPSE	LOC119768692|XP_038115202.1|CQUI
OG0004150	LOC4802411|XP_001359334.2|DPSE	LOC6045145|XP_001862545.1|CQUI
OG0004151	LOC4801988|XP_001358999.4|DPSE	LOC6050764|XP_038117838.1|CQUI
OG0004152	LOC4802444|XP_033241753.1|DPSE	LOC6042039|XP_038119959.1|CQUI
OG0004153	LOC4805025|XP_001361493.3|DPSE	LOC6049383|XP_001866158.2|CQUI
OG0004154	LOC6900027|XP_033240339.1|DPSE	LOC6049389|XP_038116134.1|CQUI
OG0004155	LOC4802461|XP_001359378.2|DPSE	LOC6036924|XP_001846901.2|CQUI
OG0004156	LOC4802400|XP_001359325.4|DPSE	LOC6036926|XP_001846898.2|CQUI
OG0004157	LOC4814704|XP_001355008.3|DPSE	LOC6053540|XP_001869607.2|CQUI
OG0004158	LOC4813450|XP_001353676.2|DPSE	LOC6046282|XP_038121893.1|CQUI
OG0004159	LOC4802365|XP_001359294.2|DPSE	LOC6046284|XP_001863510.2|CQUI
OG0004160	LOC6900553|XP_015042916.2|DPSE	LOC6046285|XP_001863511.2|CQUI
OG0004161	LOC4803112|XP_001359909.5|DPSE	LOC6039822|XP_038117664.1|CQUI
OG0004162	LOC4802537|XP_001359438.2|DPSE	LOC6039811|XP_038121742.1|CQUI
OG0004163	LOC6897821|XP_002137926.2|DPSE	LOC119770783|XP_038122198.1|CQUI
OG0004164	LOC4802304|XP_015037730.2|DPSE	LOC6049252|XP_038116717.1|CQUI
OG0004165	LOC4805239|XP_015040507.2|DPSE	LOC6050142|XP_038120929.1|CQUI
OG0004166	LOC4803530|XP_001360241.3|DPSE	LOC6051606|XP_001868025.2|CQUI
OG0004167	LOC4802021|XP_001359023.2|DPSE	LOC6051959|XP_001868300.2|CQUI
OG0004168	LOC4800448|XP_001357723.3|DPSE	LOC6043764|XP_038116584.1|CQUI
OG0004169	LOC26533794|XP_015042104.2|DPSE	LOC6043781|XP_001861382.2|CQUI
OG0004171	LOC4814748|XP_001355133.3|DPSE	LOC6045790|XP_038118640.1|CQUI
OG0004172	LOC4815117|XP_015042008.2|DPSE	LOC6048628|XP_038116374.1|CQUI
OG0004173	LOC6898270|XP_002138336.2|DPSE	LOC6039717|XP_001849271.2|CQUI
OG0004174	LOC6898468|XP_015039912.2|DPSE	LOC6039714|XP_038118028.1|CQUI
OG0004175	LOC4804188|XP_001360790.2|DPSE	LOC6039706|XP_001849262.2|CQUI
OG0004176	LOC4813934|XP_001354096.1|DPSE	LOC6039685|XP_001849250.2|CQUI
OG0004177	LOC4802398|XP_001359323.4|DPSE	LOC6042974|XP_038122228.1|CQUI
OG0004178	LOC6897828|XP_033232846.1|DPSE	LOC6042957|XP_038115866.1|CQUI
OG0004179	LOC4814420|XP_001354447.1|DPSE	LOC119770456|XP_038121340.1|CQUI, LOC6032506|XP_038116206.1|CQUI
OG0004180	LOC4803286|XP_001360051.4|DPSE	LOC6032526|XP_038116286.1|CQUI
OG0004181	LOC4801569|XP_001358640.2|DPSE	LOC6032550|XP_001843129.2|CQUI
OG0004182	LOC4812996|XP_015042805.2|DPSE	LOC119768655|XP_038114975.1|CQUI, LOC6053956|XP_038115731.1|CQUI
OG0004183	LOC4813469|XP_033241356.1|DPSE	LOC6050274|XP_038118401.1|CQUI
OG0004184	LOC4812638|XP_001353028.2|DPSE	LOC6042562|XP_038118462.1|CQUI
OG0004185	LOC4816545|XP_001355904.3|DPSE	LOC6042561|XP_038116122.1|CQUI
OG0004186	LOC4815173|XP_001354743.1|DPSE	LOC6042560|XP_038118730.1|CQUI, LOC119768977|XP_038116769.1|CQUI
OG0004187	LOC4802607|XP_001359496.2|DPSE	LOC6042546|XP_001852007.2|CQUI
OG0004188	LOC4803100|XP_001359898.3|DPSE	LOC6047146|XP_038116604.1|CQUI
OG0004189	LOC4803102|XP_001359900.3|DPSE	LOC6047145|XP_001864241.2|CQUI
OG0004190	LOC6897853|XP_002137956.3|DPSE	LOC6047140|XP_038117805.1|CQUI
OG0004191	LOC4802939|XP_001359754.3|DPSE	LOC6054662|XP_038120423.1|CQUI
OG0004192	LOC4803237|XP_033233128.1|DPSE	LOC6046833|XP_038115947.1|CQUI
OG0004193	LOC4814725|XP_015041734.2|DPSE	LOC6046831|XP_038118385.1|CQUI
OG0004194	LOC4803184|XP_001359967.2|DPSE	LOC6039515|XP_038118045.1|CQUI
OG0004195	LOC6901874|XP_033239490.1|DPSE	LOC6039504|XP_038114738.1|CQUI
OG0004196	LOC4801594|XP_001358663.3|DPSE	LOC6039502|XP_038114594.1|CQUI
OG0004197	LOC4802814|XP_001359657.3|DPSE	LOC6039495|XP_038120453.1|CQUI
OG0004198	LOC4802458|XP_001359375.1|DPSE	LOC6043432|XP_001859032.1|CQUI
OG0004199	LOC4802557|XP_001359455.3|DPSE	LOC6044522|XP_038118488.1|CQUI
OG0004200	LOC4805241|XP_001361674.2|DPSE	LOC6044504|XP_038119127.1|CQUI
OG0004201	LOC4801160|XP_001358295.3|DPSE	LOC6044505|XP_001862015.2|CQUI
OG0004202	LOC4800938|XP_001358124.2|DPSE	LOC6045560|XP_001862905.2|CQUI
OG0004203	LOC4802878|XP_015038157.1|DPSE	LOC6045565|XP_038122062.1|CQUI
OG0004204	LOC4812396|XP_001352960.2|DPSE	LOC6042292|XP_001851428.2|CQUI
OG0004205	LOC6900361|XP_002134756.3|DPSE	LOC6042269|XP_001851406.2|CQUI
OG0004206	LOC4803072|XP_001359872.2|DPSE	LOC6042264|XP_038118456.1|CQUI
OG0004207	LOC4803073|XP_001359873.2|DPSE	LOC6048488|XP_038119424.1|CQUI
OG0004208	LOC6899287|XP_002136239.3|DPSE	LOC6044293|XP_001861824.2|CQUI
OG0004209	LOC4800432|XP_033241540.1|DPSE	LOC6046906|XP_038121587.1|CQUI
OG0004210	LOC4800859|XP_001358059.1|DPSE	LOC6050401|XP_038114801.1|CQUI
OG0004211	LOC4816975|XP_001356549.2|DPSE	LOC6046398|XP_038114799.1|CQUI
OG0004212	LOC4802534|XP_001359435.1|DPSE	LOC6037572|XP_038118010.1|CQUI
OG0004213	LOC4803021|XP_001359823.2|DPSE	LOC6037556|XP_001847454.1|CQUI
OG0004214	LOC4805542|XP_001361929.1|DPSE	LOC6042261|XP_001851399.1|CQUI
OG0004215	LOC4805736|XP_001362084.2|DPSE	LOC6039223|XP_038118519.1|CQUI
OG0004216	LOC4813495|XP_033238849.1|DPSE	LOC6032731|XP_038119817.1|CQUI
OG0004217	LOC4813478|XP_001353758.2|DPSE	LOC6032732|XP_038116049.1|CQUI
OG0004218	LOC6901805|XP_002134473.1|DPSE	LOC6032753|XP_001843296.2|CQUI
OG0004219	LOC4803002|XP_001359807.1|DPSE	LOC6033837|XP_001844230.1|CQUI
OG0004220	LOC4802333|XP_015037753.2|DPSE	LOC6033834|XP_038116220.1|CQUI
OG0004221	LOC4802813|XP_001359656.3|DPSE	LOC6037780|XP_001847658.2|CQUI
OG0004222	LOC4802581|XP_001359475.1|DPSE	LOC6037772|XP_001847651.2|CQUI
OG0004223	LOC4802585|XP_015037926.2|DPSE	LOC6037769|XP_038115679.1|CQUI
OG0004224	LOC4802431|XP_001359353.2|DPSE	LOC119770415|XP_038121192.1|CQUI, LOC6037763|XP_038121191.1|CQUI
OG0004225	LOC4814712|XP_001354635.1|DPSE	LOC6037761|XP_001847641.1|CQUI
OG0004226	LOC4802550|XP_003736757.3|DPSE	LOC6040838|XP_038122184.1|CQUI
OG0004227	LOC4802881|XP_033236310.1|DPSE	LOC6040828|XP_038115079.1|CQUI
OG0004228	LOC4802880|XP_001359709.1|DPSE	LOC6040819|XP_001850159.1|CQUI
OG0004230	LOC6901541|XP_033238139.1|DPSE	LOC6035833|XP_038117826.1|CQUI
OG0004231	LOC6900301|XP_002135623.1|DPSE	LOC6035821|XP_038115161.1|CQUI
OG0004232	LOC4812652|XP_015044098.1|DPSE	LOC6035819|XP_038115166.1|CQUI
OG0004233	LOC4812651|XP_015044101.1|DPSE	LOC6035818|XP_001845940.1|CQUI
OG0004234	LOC4812663|XP_015044106.1|DPSE	LOC6035805|XP_038120038.1|CQUI
OG0004235	LOC4815925|XP_001355569.2|DPSE	LOC6035802|XP_001845925.2|CQUI
OG0004236	LOC4803188|XP_001359971.3|DPSE	LOC6042760|XP_038118906.1|CQUI
OG0004237	LOC4802968|XP_033241809.1|DPSE	LOC6038979|XP_038118373.1|CQUI
OG0004238	LOC6897950|XP_002138049.1|DPSE	LOC6038963|XP_038120804.1|CQUI
OG0004239	LOC4802808|XP_001359652.3|DPSE	LOC6038962|XP_001848651.2|CQUI
OG0004240	LOC6897625|XP_002137769.2|DPSE	LOC6038956|XP_038120799.1|CQUI
OG0004241	LOC4802624|XP_001359508.2|DPSE	LOC6038950|XP_001848641.1|CQUI
OG0004242	LOC4803033|XP_033232624.1|DPSE	LOC6038947|XP_001848639.2|CQUI
OG0004243	LOC4814122|XP_001354281.2|DPSE	LOC6038944|XP_001848636.2|CQUI
OG0004244	LOC4803185|XP_001359968.3|DPSE	LOC6038941|XP_038120810.1|CQUI
OG0004245	LOC4812436|XP_001352453.2|DPSE	LOC6038940|XP_001848634.1|CQUI
OG0004246	LOC4812914|XP_033239744.1|DPSE	LOC6033996|XP_038119643.1|CQUI
OG0004247	LOC4815830|XP_001355238.2|DPSE	LOC6034001|XP_001844388.2|CQUI
OG0004248	LOC4804644|XP_001361173.2|DPSE	LOC6034005|XP_038118714.1|CQUI
OG0004249	LOC4812596|XP_033237569.1|DPSE	LOC6034043|XP_001844423.1|CQUI
OG0004250	LOC4817862|XP_001357340.3|DPSE	LOC6034047|XP_038117613.1|CQUI
OG0004251	LOC4814812|XP_033237984.1|DPSE	LOC6034054|XP_038119694.1|CQUI
OG0004252	LOC4802531|XP_001359433.3|DPSE	LOC6034055|XP_038119691.1|CQUI
OG0004253	LOC4803015|XP_001359817.4|DPSE	LOC6049657|XP_038122114.1|CQUI
OG0004254	LOC4815527|XP_001355497.2|DPSE	LOC6041879|XP_038122123.1|CQUI
OG0004257	LOC4800274|XP_001357618.2|DPSE	LOC6034657|XP_038112506.1|CQUI
OG0004258	LOC4803220|XP_015038350.1|DPSE	LOC6035077|XP_038105124.1|CQUI
OG0004260	LOC6897751|XP_003736791.3|DPSE	LOC119770635|XP_038121822.1|CQUI, LOC6048841|XP_038121821.1|CQUI
OG0004261	LOC4802433|XP_001359355.2|DPSE	LOC6052411|XP_038122255.1|CQUI
OG0004262	LOC4802138|XP_001359117.2|DPSE	LOC6054737|XP_001870603.2|CQUI
OG0004263	LOC4803249|XP_001360022.4|DPSE	LOC6053525|XP_038108845.1|CQUI
OG0004264	LOC4802990|XP_001359797.3|DPSE	LOC6042811|XP_001870809.1|CQUI
OG0004265	LOC4802936|XP_001359751.1|DPSE	LOC6047603|XP_038111767.1|CQUI
OG0004266	LOC4802886|XP_001359714.3|DPSE	LOC6039962|XP_038111686.1|CQUI
OG0004267	LOC4802802|XP_015038099.1|DPSE	LOC6039956|XP_001849449.1|CQUI
OG0004268	LOC4805408|XP_033233709.1|DPSE	LOC119767183|XP_038111051.1|CQUI
OG0004269	LOC4804648|XP_001361176.3|DPSE	LOC6046180|XP_038110057.1|CQUI
OG0004270	LOC4804886|XP_003736959.1|DPSE	LOC6046185|XP_001863417.1|CQUI
OG0004271	LOC4804170|XP_033234805.1|DPSE	LOC6031648|XP_038104709.1|CQUI
OG0004272	LOC4803201|XP_001359983.1|DPSE	LOC6046194|XP_001863425.2|CQUI
OG0004273	LOC4800830|XP_001358034.2|DPSE	LOC6046192|XP_001863423.1|CQUI
OG0004275	LOC4816030|XP_001355552.1|DPSE	LOC6033773|XP_038111200.1|CQUI
OG0004276	LOC4812451|XP_033240182.1|DPSE	LOC6031502|XP_038110587.1|CQUI
OG0004278	LOC4814546|XP_001355085.2|DPSE	LOC6031454|XP_001842258.2|CQUI
OG0004279	LOC117184548|XP_033238630.1|DPSE, LOC4817333|XP_001356739.1|DPSE, LOC6903707|XP_002136767.2|DPSE	LOC6041139|XP_001850439.2|CQUI
OG0004280	LOC6901746|XP_033237735.1|DPSE	LOC6041134|XP_038108407.1|CQUI
OG0004281	LOC4803575|XP_001360282.2|DPSE	LOC119766819|XP_038108710.1|CQUI, LOC6054066|XP_038109046.1|CQUI
OG0004282	LOC6903887|XP_002136634.1|DPSE	LOC119766970|XP_038109666.1|CQUI
OG0004283	LOC6903886|XP_002136633.1|DPSE	LOC119766971|XP_038109667.1|CQUI
OG0004284	LOC4818107|XP_003736142.2|DPSE	LOC6036903|XP_038110574.1|CQUI
OG0004285	LOC4801739|XP_001358782.2|DPSE	LOC6036911|XP_001846886.2|CQUI
OG0004286	LOC4813119|XP_015043280.1|DPSE	LOC6040037|XP_001849511.1|CQUI
OG0004287	LOC4812993|XP_001353897.1|DPSE	LOC6040039|XP_001849514.2|CQUI
OG0004288	LOC4813619|XP_001353902.1|DPSE	LOC6040049|XP_001849521.1|CQUI
OG0004289	LOC6900273|XP_033237790.1|DPSE	LOC6042529|XP_038114228.1|CQUI
OG0004290	LOC6898978|XP_002138938.2|DPSE	LOC119767857|XP_038113479.1|CQUI
OG0004291	LOC4803971|XP_001360608.2|DPSE	LOC6041433|XP_001850693.1|CQUI
OG0004292	LOC4812437|XP_001352689.1|DPSE	LOC6041436|XP_001850696.1|CQUI
OG0004293	LOC4813354|XP_001353431.2|DPSE	LOC6041439|XP_001850699.2|CQUI
OG0004294	LOC4813079|XP_015042601.1|DPSE	LOC6041444|XP_038112293.1|CQUI
OG0004295	LOC4812926|XP_001353185.3|DPSE	LOC6050956|XP_038108488.1|CQUI
OG0004296	LOC4812790|XP_001353187.3|DPSE	LOC6050959|XP_001867472.2|CQUI
OG0004297	LOC4805618|XP_001361992.2|DPSE	LOC6034299|XP_038111442.1|CQUI
OG0004298	LOC117183509|XP_033233300.1|DPSE, LOC4805055|XP_001361519.1|DPSE	LOC6034273|XP_038109984.1|CQUI
OG0004299	LOC6898462|XP_033233330.1|DPSE	LOC6034268|XP_038113143.1|CQUI
OG0004300	LOC6898581|XP_002138601.1|DPSE	LOC6048678|XP_038112011.1|CQUI
OG0004301	LOC4811960|XP_001352688.3|DPSE	LOC6048679|XP_038112012.1|CQUI
OG0004302	LOC4803898|XP_001360543.2|DPSE	LOC6032393|XP_038112956.1|CQUI
OG0004303	LOC4805127|XP_001361582.2|DPSE	LOC6032357|XP_001842982.1|CQUI
OG0004304	LOC6898330|XP_002138385.2|DPSE	LOC6050648|XP_038113985.1|CQUI
OG0004305	LOC6898763|XP_015040375.2|DPSE	LOC6038130|XP_038106517.1|CQUI
OG0004306	LOC4805145|XP_001361597.3|DPSE	LOC6038536|XP_001848323.2|CQUI
OG0004307	LOC4804881|XP_001361369.2|DPSE	LOC6038543|XP_001848330.1|CQUI
OG0004308	LOC4803526|XP_033233853.1|DPSE	LOC6038544|XP_038107952.1|CQUI
OG0004309	LOC4812008|XP_001352770.2|DPSE	LOC6051562|XP_001867980.2|CQUI
OG0004310	LOC4805080|XP_001361542.2|DPSE	LOC6033415|XP_038108124.1|CQUI
OG0004311	LOC117185142|XP_033241067.1|DPSE, LOC4812867|XP_001353306.3|DPSE	LOC6033413|XP_038109843.1|CQUI
OG0004312	LOC6899078|XP_033233555.1|DPSE	LOC6031912|XP_001842601.2|CQUI
OG0004313	LOC4818206|XP_001357512.3|DPSE	LOC6038554|XP_038110989.1|CQUI
OG0004314	LOC4803705|XP_015039289.1|DPSE	LOC6048271|XP_038107879.1|CQUI
OG0004315	LOC4805613|XP_001361987.3|DPSE	LOC6048277|XP_001865219.1|CQUI
OG0004316	LOC4805431|XP_001361832.1|DPSE	LOC6048278|XP_001865220.2|CQUI
OG0004317	LOC4803574|XP_001360281.2|DPSE	LOC6048290|XP_038110950.1|CQUI
OG0004318	LOC4805630|XP_001362002.3|DPSE	LOC6045989|XP_038107409.1|CQUI
OG0004319	LOC4803381|XP_001360090.3|DPSE	LOC119767283|XP_038111483.1|CQUI
OG0004320	LOC4801669|XP_001358721.3|DPSE	LOC6038101|XP_038109205.1|CQUI
OG0004321	LOC4818063|XP_001357424.3|DPSE	LOC6049073|XP_001865888.2|CQUI
OG0004322	LOC4801451|XP_033241855.1|DPSE	LOC6054529|XP_038112520.1|CQUI
OG0004323	LOC4814174|XP_001354234.2|DPSE	LOC6047680|XP_038106637.1|CQUI
OG0004324	LOC6903583|XP_002132451.1|DPSE	LOC6047679|XP_001864709.2|CQUI
OG0004325	LOC4805556|XP_001361941.1|DPSE	LOC6047673|XP_001864704.1|CQUI
OG0004326	LOC4805555|XP_033233379.1|DPSE	LOC6044177|XP_038110207.1|CQUI
OG0004327	LOC4811784|XP_033237602.1|DPSE	LOC6040765|XP_038112124.1|CQUI
OG0004328	LOC4804548|XP_001361091.1|DPSE	LOC6040780|XP_001850125.2|CQUI, LOC6051636|XP_001868042.1|CQUI
OG0004329	LOC4804321|XP_015039811.2|DPSE	LOC6040781|XP_038111202.1|CQUI
OG0004330	LOC4804679|XP_001361201.3|DPSE	LOC6036622|XP_038111446.1|CQUI
OG0004331	LOC6898957|XP_002138917.1|DPSE	LOC6036630|XP_001846657.1|CQUI
OG0004332	LOC4817443|XP_001356345.3|DPSE	LOC6051515|XP_001867950.2|CQUI
OG0004333	LOC4817461|XP_001356530.3|DPSE	LOC6044815|XP_001862266.2|CQUI
OG0004334	LOC4816904|XP_001356455.4|DPSE	LOC6044817|XP_038109304.1|CQUI
OG0004335	LOC6898974|XP_002138934.2|DPSE	LOC6045076|XP_001862488.1|CQUI
OG0004336	LOC4804597|XP_001361131.3|DPSE	LOC6045072|XP_001862484.1|CQUI
OG0004337	LOC4817062|XP_001356612.3|DPSE	LOC6045069|XP_001862481.1|CQUI
OG0004338	LOC4814147|XP_001354301.2|DPSE	LOC6038117|XP_038111473.1|CQUI
OG0004339	LOC4803960|XP_001360598.2|DPSE	LOC6054142|XP_001870105.1|CQUI
OG0004340	LOC4803959|XP_001360597.1|DPSE	LOC6038113|XP_001847950.2|CQUI
OG0004341	LOC6898192|XP_002138261.2|DPSE	LOC6035706|XP_001845838.2|CQUI
OG0004342	LOC4804618|XP_004444261.2|DPSE	LOC6038374|XP_038112331.1|CQUI
OG0004343	LOC4804617|XP_033234560.1|DPSE	LOC6054184|XP_038108105.1|CQUI
OG0004344	LOC4804614|XP_001361147.3|DPSE	LOC6047105|XP_038111836.1|CQUI
OG0004345	LOC4818064|XP_033235791.1|DPSE	LOC119767536|XP_038112283.1|CQUI
OG0004346	LOC4805615|XP_004444560.2|DPSE	LOC6040287|XP_038111916.1|CQUI
OG0004347	LOC4805617|XP_001361991.3|DPSE	LOC6050443|XP_038107507.1|CQUI
OG0004348	LOC26532480|XP_015035068.1|DPSE	LOC6039651|XP_038113920.1|CQUI
OG0004349	LOC4803522|XP_015039144.1|DPSE	LOC6052069|XP_038109511.1|CQUI
OG0004350	LOC6898453|XP_002138496.1|DPSE	LOC6054402|XP_038108548.1|CQUI
OG0004351	LOC4804375|XP_001360946.1|DPSE	LOC6037695|XP_038114443.1|CQUI
OG0004352	LOC4802769|XP_001359629.2|DPSE	LOC6048300|XP_001865238.1|CQUI
OG0004353	LOC4800686|XP_001357912.5|DPSE	LOC6037703|XP_038114452.1|CQUI
OG0004354	LOC4800690|XP_001357916.3|DPSE	LOC6037704|XP_001847589.2|CQUI
OG0004355	LOC6897557|XP_033241816.1|DPSE	LOC6037719|XP_001847600.2|CQUI
OG0004356	LOC4804656|XP_001361183.3|DPSE	LOC6037729|XP_001847610.2|CQUI
OG0004357	LOC4803497|XP_015039127.2|DPSE	LOC6042464|XP_038112637.1|CQUI
OG0004358	LOC4804143|XP_001360749.1|DPSE	LOC6040550|XP_038108102.1|CQUI
OG0004359	LOC4804605|XP_033235113.1|DPSE	LOC6042450|XP_038107722.1|CQUI
OG0004360	LOC4813559|XP_001353482.3|DPSE	LOC6046092|XP_038121012.1|CQUI
OG0004361	LOC4803150|XP_001359940.2|DPSE	LOC6035961|XP_001846069.1|CQUI
OG0004362	LOC4813916|XP_001353891.1|DPSE	LOC6035958|XP_038113879.1|CQUI
OG0004363	LOC6901715|XP_002134383.2|DPSE	LOC6035948|XP_001846058.1|CQUI
OG0004364	LOC4804163|XP_001360767.2|DPSE	LOC6035932|XP_001846042.1|CQUI
OG0004365	LOC4805531|XP_033233259.1|DPSE	LOC6052171|XP_038112431.1|CQUI
OG0004366	LOC4817248|XP_001356741.2|DPSE	LOC6035703|XP_038113431.1|CQUI
OG0004367	LOC4813963|XP_001354122.1|DPSE	LOC6035696|XP_038109842.1|CQUI
OG0004368	LOC4812910|XP_015042798.1|DPSE	LOC6035688|XP_001845822.1|CQUI
OG0004369	LOC6898133|XP_002138212.3|DPSE	LOC6035666|XP_038111304.1|CQUI
OG0004370	LOC6903885|XP_015035086.2|DPSE	LOC6034169|XP_038109336.1|CQUI
OG0004371	LOC4815515|XP_001355400.2|DPSE	LOC119766864|XP_038109015.1|CQUI
OG0004372	LOC6899068|XP_002138992.3|DPSE	LOC119767097|XP_038110647.1|CQUI
OG0004373	LOC6898039|XP_002138127.1|DPSE	LOC6051247|XP_001867716.1|CQUI
OG0004374	LOC6898302|XP_033234382.1|DPSE	LOC6037820|XP_038110849.1|CQUI
OG0004375	LOC4812588|XP_001352683.1|DPSE	LOC6048572|XP_001865475.2|CQUI
OG0004376	LOC4812785|XP_001353530.4|DPSE	LOC6045914|XP_038110130.1|CQUI
OG0004377	LOC4812801|XP_001353710.1|DPSE	LOC6034186|XP_038109179.1|CQUI
OG0004378	LOC4804456|XP_015039967.2|DPSE	LOC6034196|XP_038108793.1|CQUI
OG0004379	LOC4805533|XP_001361921.1|DPSE	LOC6034214|XP_001844567.1|CQUI
OG0004380	LOC4805079|XP_001361541.2|DPSE	LOC6037825|XP_001847700.2|CQUI
OG0004381	LOC6897452|XP_002137600.3|DPSE	LOC6040362|XP_038112194.1|CQUI
OG0004382	LOC4803682|XP_001360359.3|DPSE	LOC6042953|XP_038108762.1|CQUI
OG0004383	LOC4803652|XP_001360335.3|DPSE	LOC6042951|XP_001870889.2|CQUI
OG0004384	LOC6898168|XP_002138246.1|DPSE	LOC6042950|XP_001870888.2|CQUI
OG0004385	LOC4805409|XP_001361814.1|DPSE	LOC6035908|XP_001846020.1|CQUI
OG0004386	LOC4804352|XP_001360926.4|DPSE	LOC6046619|XP_038108624.1|CQUI
OG0004387	LOC4812345|XP_001352895.3|DPSE	LOC6031716|XP_038113535.1|CQUI, LOC6031718|XP_038106145.1|CQUI
OG0004388	LOC6898184|XP_002138255.2|DPSE	LOC6031710|XP_038111077.1|CQUI
OG0004389	LOC4812637|XP_001353027.3|DPSE	LOC6031709|XP_038109086.1|CQUI
OG0004390	LOC6900498|XP_015042850.2|DPSE	LOC6031680|XP_038109090.1|CQUI
OG0004391	LOC4804950|XP_033234305.1|DPSE	LOC6049844|XP_038111031.1|CQUI
OG0004392	LOC6900296|XP_015044093.2|DPSE	LOC119768106|XP_038114469.1|CQUI
OG0004393	LOC4803758|XP_001360422.3|DPSE	LOC6049953|XP_038110103.1|CQUI
OG0004394	LOC4803782|XP_033234787.1|DPSE	LOC6041658|XP_038110140.1|CQUI
OG0004395	LOC4805160|XP_033234484.1|DPSE	LOC6051875|XP_038112934.1|CQUI
OG0004396	LOC4804825|XP_001361327.2|DPSE	LOC6049708|XP_038107810.1|CQUI
OG0004397	LOC4804168|XP_001360772.1|DPSE	LOC6049704|XP_001866423.1|CQUI
OG0004398	LOC4804167|XP_033234806.1|DPSE	LOC6049712|XP_001866421.1|CQUI
OG0004399	LOC4804590|XP_001361126.1|DPSE	LOC6054519|XP_038108347.1|CQUI
OG0004400	LOC4803005|XP_001359810.2|DPSE	LOC6034224|XP_001844577.2|CQUI
OG0004401	LOC6903654|XP_002136817.3|DPSE	LOC6034222|XP_038108982.1|CQUI
OG0004402	LOC4803391|XP_001357531.2|DPSE	LOC6034218|XP_001844571.1|CQUI
OG0004403	LOC4803961|XP_001360599.3|DPSE	LOC6052726|XP_038110924.1|CQUI
OG0004404	LOC4805668|XP_001362029.3|DPSE	LOC6034705|XP_038109552.1|CQUI
OG0004405	LOC6900425|XP_002134816.2|DPSE	LOC6034691|XP_038109486.1|CQUI
OG0004406	LOC6900111|XP_015043797.2|DPSE	LOC6034677|XP_001844965.2|CQUI
OG0004407	LOC4805040|XP_001361505.2|DPSE	LOC6034674|XP_038113331.1|CQUI
OG0004408	LOC4813544|XP_001353602.2|DPSE	LOC6045957|XP_001863235.2|CQUI
OG0004409	LOC4811843|XP_001382223.3|DPSE	LOC6047645|XP_038106383.1|CQUI
OG0004410	LOC4803996|XP_001360627.3|DPSE	LOC6049876|XP_038112260.1|CQUI
OG0004411	LOC4812403|XP_001352893.3|DPSE	LOC6049874|XP_038112256.1|CQUI
OG0004412	LOC4812030|XP_001352892.3|DPSE	LOC6049132|XP_038111131.1|CQUI
OG0004413	LOC4803509|XP_001360222.3|DPSE	LOC6049568|XP_038110876.1|CQUI
OG0004414	LOC6898447|XP_002138490.1|DPSE	LOC6047652|XP_038106139.1|CQUI
OG0004415	LOC4804016|XP_001360646.3|DPSE	LOC6032315|XP_038109935.1|CQUI
OG0004416	LOC6903879|XP_002136630.1|DPSE	LOC6032329|XP_001842959.1|CQUI
