Orthogroup	DPSE.longest_only	HILL.longest_only
OG0003287	LOC4813066|XP_001353276.1|DPSE	LOC119657719|XP_037920690.1|HILL
OG0003288	LOC4802403|XP_003736725.3|DPSE	LOC119660112|XP_037924430.1|HILL
OG0003289	LOC4805497|XP_001361891.1|DPSE	LOC119648274|XP_037905857.1|HILL
OG0003290	LOC4802743|XP_001359606.3|DPSE	LOC119652523|XP_037912648.1|HILL
OG0003291	LOC4813380|XP_033240327.1|DPSE	LOC119656613|XP_037918979.1|HILL
OG0003292	LOC4815935|XP_001355314.3|DPSE	LOC119656595|XP_037918949.1|HILL
OG0003293	LOC4816076|XP_033237582.1|DPSE	LOC119657026|XP_037919704.1|HILL
OG0003294	LOC4805363|XP_001361775.3|DPSE	LOC119650312|XP_037908898.1|HILL
OG0003295	LOC4816061|XP_015040949.2|DPSE	LOC119657187|XP_037919904.1|HILL
OG0003296	LOC26533060|XP_015037231.1|DPSE	LOC119646265|XP_037902597.1|HILL
OG0003297	LOC4800769|XP_015038682.2|DPSE	LOC119652832|XP_037913089.1|HILL
OG0003298	LOC4815161|XP_001354620.4|DPSE	LOC119658138|XP_037921335.1|HILL, LOC119656883|XP_037919477.1|HILL
OG0003299	LOC4801367|XP_001358474.3|DPSE	LOC119659050|XP_037922886.1|HILL
OG0003300	LOC6897018|XP_002137203.2|DPSE	LOC119650657|XP_037909525.1|HILL
OG0003301	LOC4804156|XP_001360762.2|DPSE	LOC119658640|XP_037922101.1|HILL
OG0003302	LOC4814512|XP_001354865.3|DPSE	LOC119658024|XP_037921183.1|HILL
OG0003303	LOC4803655|XP_001360338.2|DPSE	LOC119657279|XP_037920051.1|HILL
OG0003304	LOC4801561|XP_001358633.3|DPSE	LOC119651486|XP_037911027.1|HILL
OG0003305	LOC4814966|XP_033239939.1|DPSE	LOC119657320|XP_037920108.1|HILL
OG0003306	LOC4805457|XP_001361854.2|DPSE	LOC119657181|XP_037919898.1|HILL
OG0003307	LOC26534020|XP_033238064.1|DPSE	LOC119656751|XP_037919237.1|HILL
OG0003308	LOC6902804|XP_002132541.1|DPSE	LOC119656738|XP_037919212.1|HILL
OG0003309	LOC6901081|XP_033240393.1|DPSE	LOC119657763|XP_037920755.1|HILL
OG0003310	LOC4814648|XP_001354898.3|DPSE	LOC119656976|XP_037919638.1|HILL
OG0003311	LOC4803202|XP_033239747.1|DPSE	LOC119651467|XP_037911003.1|HILL
OG0003312	LOC4801050|XP_001358213.4|DPSE	LOC119651752|XP_037911417.1|HILL
OG0003313	LOC4815643|XP_001355266.2|DPSE	LOC119656716|XP_037919166.1|HILL
OG0003314	LOC4803515|XP_001360228.2|DPSE	LOC119657883|XP_037920944.1|HILL
OG0003315	LOC4815009|XP_033238596.1|DPSE	LOC119657510|XP_037920376.1|HILL
OG0003317	LOC4801072|XP_001358233.2|DPSE	LOC119652528|XP_037912657.1|HILL
OG0003318	LOC4800781|XP_033232872.1|DPSE	LOC119650882|XP_037909976.1|HILL
OG0003319	LOC4802753|XP_015038057.2|DPSE	LOC119659131|XP_037922984.1|HILL
OG0003320	LOC4800344|XP_033232518.1|DPSE	LOC119658598|XP_037921994.1|HILL
OG0003321	LOC4800345|XP_001357568.4|DPSE	LOC119658597|XP_037921992.1|HILL
OG0003322	LOC4800347|XP_001357566.4|DPSE	LOC119658599|XP_037921996.1|HILL
OG0003323	LOC4815371|XP_001354783.2|DPSE	LOC119658279|XP_037921499.1|HILL
OG0003324	LOC4815776|XP_015041122.1|DPSE	LOC119658349|XP_037921632.1|HILL
OG0003325	LOC4802016|XP_015037543.2|DPSE	LOC119650738|XP_037909730.1|HILL
OG0003326	LOC4815043|XP_001355082.2|DPSE	LOC119657900|XP_037920983.1|HILL
OG0003327	LOC4811686|XP_033237321.1|DPSE	LOC119660994|XP_037926010.1|HILL
OG0003328	LOC4814747|XP_001354535.1|DPSE	LOC119657964|XP_037921096.1|HILL
OG0003329	LOC4800883|XP_015038660.2|DPSE	LOC119658969|XP_037922776.1|HILL
OG0003330	LOC4812246|XP_001352613.3|DPSE	LOC119656124|XP_037918723.1|HILL, LOC119654373|XP_037916052.1|HILL
OG0003331	LOC4814908|XP_001354577.3|DPSE	LOC119656585|XP_037918910.1|HILL
OG0003332	LOC4814833|XP_001355068.1|DPSE	LOC119656522|XP_037918798.1|HILL
OG0003333	LOC4800313|XP_001357596.4|DPSE	LOC119651209|XP_037910586.1|HILL
OG0003334	LOC4801480|XP_001358565.1|DPSE	LOC119650853|XP_037909931.1|HILL
OG0003335	LOC4801955|XP_001358970.2|DPSE	LOC119650665|XP_037909541.1|HILL
OG0003336	LOC4801960|XP_001358973.2|DPSE	LOC119652670|XP_037912864.1|HILL
OG0003337	LOC6896824|XP_002137027.3|DPSE	LOC119651152|XP_037910486.1|HILL
OG0003338	LOC4801458|XP_001358552.3|DPSE	LOC119651610|XP_037911191.1|HILL
OG0003339	LOC4800498|XP_001357765.1|DPSE	LOC119652864|XP_037913148.1|HILL
OG0003340	LOC4800497|XP_001357764.4|DPSE	LOC119651949|XP_037911731.1|HILL
OG0003341	LOC4814741|XP_001354799.3|DPSE	LOC119657366|XP_037920177.1|HILL
OG0003342	LOC4815777|XP_001355720.4|DPSE	LOC119657481|XP_037920330.1|HILL
OG0003343	LOC6899781|XP_033239024.1|DPSE	LOC119656644|XP_037919020.1|HILL
OG0003344	LOC4816480|XP_001356248.2|DPSE	LOC119647687|XP_037904698.1|HILL
OG0003345	LOC4814454|XP_001355117.2|DPSE	LOC119658506|XP_037921897.1|HILL
OG0003346	LOC4801432|XP_001358527.2|DPSE	LOC119651302|XP_037910756.1|HILL
OG0003347	LOC4801446|XP_001358540.1|DPSE	LOC119652773|XP_037913009.1|HILL
OG0003348	LOC4801427|XP_001358522.2|DPSE	LOC119652248|XP_037912156.1|HILL
OG0003349	LOC6901500|XP_002134186.2|DPSE	LOC119657200|XP_037919934.1|HILL
OG0003350	LOC4801170|XP_015037062.2|DPSE	LOC119656548|XP_037918839.1|HILL
OG0003351	LOC4815781|XP_001355389.3|DPSE	LOC119657669|XP_037920621.1|HILL
OG0003352	LOC4800374|XP_001357662.1|DPSE	LOC119657207|XP_037919943.1|HILL
OG0003353	LOC4801486|XP_033232981.1|DPSE	LOC119658317|XP_037921570.1|HILL
OG0003354	LOC4800324|XP_033232874.1|DPSE	LOC119649100|XP_037907032.1|HILL
OG0003355	LOC6901037|XP_033238636.1|DPSE	LOC119657579|XP_037920475.1|HILL
OG0003356	LOC4815672|XP_015041312.2|DPSE	LOC119657183|XP_037919901.1|HILL
OG0003357	LOC4815269|XP_001354754.2|DPSE	LOC119657184|XP_037919902.1|HILL
OG0003358	LOC4817681|XP_001357067.2|DPSE	LOC119647008|XP_037903674.1|HILL
OG0003359	LOC4814190|XP_001354332.1|DPSE	LOC119656568|XP_037918879.1|HILL
OG0003360	LOC4816080|XP_001355609.4|DPSE	LOC119658384|XP_037921678.1|HILL
OG0003361	LOC6898377|XP_002138430.1|DPSE	LOC119652255|XP_037912164.1|HILL
OG0003362	LOC4801941|XP_001358956.3|DPSE	LOC119651942|XP_037911723.1|HILL
OG0003363	LOC4801217|XP_001358342.5|DPSE	LOC119651358|XP_037910850.1|HILL
OG0003364	LOC4801043|XP_001358207.3|DPSE	LOC119660623|XP_037925254.1|HILL
OG0003365	LOC4802481|XP_001359395.2|DPSE	LOC119661043|XP_037926162.1|HILL
OG0003366	LOC4813284|XP_001353994.3|DPSE	LOC119646543|XP_037902943.1|HILL, LOC119651461|XP_037910995.1|HILL
OG0003367	LOC4812242|XP_033241391.1|DPSE	LOC119660346|XP_037924766.1|HILL
OG0003368	LOC4811866|XP_001352938.1|DPSE	LOC119657503|XP_037920366.1|HILL
OG0003369	LOC6897849|XP_002137952.2|DPSE	LOC119652625|XP_037912798.1|HILL
OG0003370	LOC4801507|XP_001358586.2|DPSE	LOC119652638|XP_037912814.1|HILL
OG0003371	LOC4815510|XP_001355627.1|DPSE	LOC119658511|XP_037921910.1|HILL
OG0003372	LOC4804880|XP_001361368.2|DPSE	LOC119658323|XP_037921589.1|HILL
OG0003373	LOC4802798|XP_001359643.3|DPSE	LOC119659873|XP_037924119.1|HILL
OG0003374	LOC6902025|XP_033237910.1|DPSE	LOC119656582|XP_037918902.1|HILL
OG0003375	LOC4801731|XP_033236607.1|DPSE	LOC119651770|XP_037911439.1|HILL
OG0003376	LOC4801035|XP_001358203.1|DPSE	LOC119660122|XP_037924443.1|HILL
OG0003377	LOC13036450|XP_033233764.1|DPSE	LOC119658944|XP_037922739.1|HILL
OG0003378	LOC4801527|XP_001358603.2|DPSE	LOC119650673|XP_037909553.1|HILL
OG0003379	LOC4801666|XP_001358718.1|DPSE	LOC119650672|XP_037909552.1|HILL
OG0003380	LOC4801679|XP_001358729.3|DPSE	LOC119657438|XP_037920272.1|HILL, LOC119657336|XP_037920137.1|HILL
OG0003381	LOC6896866|XP_002137057.2|DPSE	LOC119657936|XP_037921053.1|HILL
OG0003382	LOC4800660|XP_015038621.2|DPSE	LOC119658471|XP_037921821.1|HILL
OG0003383	LOC4800354|XP_001357560.1|DPSE	LOC119657626|XP_037920557.1|HILL
OG0003384	LOC4817834|XP_033235275.1|DPSE	LOC119655074|XP_037916701.1|HILL
OG0003385	LOC4801585|XP_015037323.2|DPSE	LOC119651337|XP_037910818.1|HILL
OG0003386	LOC4800247|XP_001357543.1|DPSE	LOC119651489|XP_037911031.1|HILL
OG0003387	LOC4800672|XP_001357904.2|DPSE	LOC119651018|XP_037910249.1|HILL, LOC119651017|XP_037910245.1|HILL
OG0003388	LOC4814199|XP_033239012.1|DPSE	LOC119652841|XP_037913106.1|HILL
OG0003389	LOC4803401|XP_001360132.1|DPSE	LOC119652216|XP_037912086.1|HILL
OG0003390	LOC4801001|XP_001358176.1|DPSE	LOC119652241|XP_037912143.1|HILL
OG0003391	LOC4801208|XP_001358335.3|DPSE	LOC119653221|XP_037913725.1|HILL
OG0003392	LOC6896919|XP_002137103.2|DPSE	LOC119651536|XP_037911096.1|HILL
OG0003393	LOC4800482|XP_015038603.2|DPSE	LOC119657035|XP_037919716.1|HILL
OG0003394	LOC4800867|XP_033232469.1|DPSE	LOC119657515|XP_037920384.1|HILL
OG0003395	LOC6897156|XP_002137336.1|DPSE	LOC119658247|XP_037921450.1|HILL
OG0003396	LOC6896837|XP_002137040.3|DPSE	LOC119656733|XP_037919202.1|HILL
OG0003397	LOC4800912|XP_001358101.4|DPSE	LOC119651005|XP_037910221.1|HILL
OG0003398	LOC4801807|XP_001358841.1|DPSE	LOC119651471|XP_037911007.1|HILL
OG0003399	LOC6904084|XP_002136433.1|DPSE	LOC119651472|XP_037911008.1|HILL
OG0003400	LOC4802117|XP_033233405.1|DPSE	LOC119651045|XP_037910295.1|HILL
OG0003401	LOC6897224|XP_003736523.3|DPSE	LOC119652386|XP_037912414.1|HILL
OG0003402	LOC4801461|XP_001358553.3|DPSE	LOC119652290|XP_037912215.1|HILL
OG0003403	LOC6898971|XP_002138931.3|DPSE	LOC119651554|XP_037911115.1|HILL
OG0003404	LOC4801295|XP_001358415.3|DPSE	LOC119657504|XP_037920367.1|HILL
OG0003405	LOC4805317|XP_001361737.2|DPSE	LOC119651967|XP_037911783.1|HILL
OG0003406	LOC4801109|XP_001358257.2|DPSE	LOC119651036|XP_037910281.1|HILL
OG0003407	LOC4801110|XP_001358258.3|DPSE	LOC119651037|XP_037910282.1|HILL
OG0003408	LOC4801068|XP_033232593.1|DPSE	LOC119651966|XP_037911781.1|HILL
OG0003409	LOC6896986|XP_015038786.2|DPSE	LOC119650597|XP_037909380.1|HILL
OG0003410	LOC4801732|XP_001358775.1|DPSE	LOC119651270|XP_037910698.1|HILL
OG0003411	LOC4802870|XP_001359701.2|DPSE	LOC119660553|XP_037925122.1|HILL
OG0003412	LOC6897270|XP_033241874.1|DPSE	LOC119659878|XP_037924125.1|HILL
OG0003413	LOC4802760|XP_015038068.2|DPSE	LOC119652962|XP_037913286.1|HILL
OG0003414	LOC4813339|XP_001353208.3|DPSE	LOC119650764|XP_037909792.1|HILL
OG0003415	LOC4815019|XP_001354812.3|DPSE	LOC119652479|XP_037912580.1|HILL
OG0003416	LOC4802246|XP_001359205.2|DPSE	LOC119652004|XP_037911862.1|HILL
OG0003417	LOC4801558|XP_001358630.2|DPSE	LOC119652831|XP_037913088.1|HILL
OG0003418	LOC4800524|XP_015038571.1|DPSE	LOC119650799|XP_037909865.1|HILL
OG0003419	LOC4800853|XP_001358054.2|DPSE	LOC119652533|XP_037912663.1|HILL
OG0003420	LOC4800852|XP_001358053.4|DPSE	LOC119651963|XP_037911753.1|HILL
OG0003421	LOC6897084|XP_002137268.2|DPSE	LOC119650601|XP_037909386.1|HILL
OG0003422	LOC4801162|XP_001358297.3|DPSE	LOC119651549|XP_037911110.1|HILL
OG0003423	LOC4804660|XP_001361187.4|DPSE	LOC119646828|XP_037903375.1|HILL
OG0003424	LOC4801741|XP_001358784.1|DPSE	LOC119657716|XP_037920687.1|HILL
OG0003425	LOC4800964|XP_001358146.1|DPSE	LOC119657583|XP_037920490.1|HILL
OG0003426	LOC4801337|XP_001358448.3|DPSE	LOC119657285|XP_037920058.1|HILL
OG0003427	LOC4801346|XP_001358455.3|DPSE	LOC119658063|XP_037921244.1|HILL
OG0003428	LOC4813185|XP_015043341.1|DPSE	LOC119648404|XP_037906074.1|HILL
OG0003429	LOC4804530|XP_033233830.1|DPSE	LOC119655193|XP_037916890.1|HILL
OG0003430	LOC6899806|XP_002135730.1|DPSE	LOC119660898|XP_037925762.1|HILL
OG0003431	LOC4802714|XP_033233389.1|DPSE	LOC119659016|XP_037922831.1|HILL
OG0003432	LOC4801786|XP_001358823.2|DPSE	LOC119651868|XP_037911603.1|HILL
OG0003433	LOC4800300|XP_001357652.1|DPSE	LOC119651061|XP_037910321.1|HILL
OG0003434	LOC4815328|XP_001355203.4|DPSE	LOC119658515|XP_037921916.1|HILL
OG0003435	LOC4800738|XP_001357956.3|DPSE	LOC119652916|XP_037913226.1|HILL
OG0003436	LOC6897171|XP_002137351.1|DPSE	LOC119660214|XP_037924578.1|HILL
OG0003437	LOC6897172|XP_003736491.1|DPSE	LOC119659014|XP_037922826.1|HILL
OG0003438	LOC6897170|XP_002137350.1|DPSE	LOC119659337|XP_037923307.1|HILL
OG0003439	LOC4801781|XP_001358818.1|DPSE	LOC119650889|XP_037909992.1|HILL
OG0003440	LOC4801843|XP_033239572.1|DPSE	LOC119651223|XP_037910606.1|HILL
OG0003441	LOC4817852|XP_001357380.1|DPSE	LOC119652208|XP_037912076.1|HILL
OG0003442	LOC4800360|XP_001357554.3|DPSE, LOC117183373|XP_033232999.1|DPSE	LOC119657660|XP_037920615.1|HILL
OG0003443	LOC4814041|XP_001354143.1|DPSE	LOC119652006|XP_037911864.1|HILL
OG0003444	LOC6900890|XP_033241461.1|DPSE	LOC119649316|XP_037907346.1|HILL
OG0003445	LOC6901613|XP_015041892.2|DPSE	LOC119657969|XP_037921107.1|HILL
OG0003446	LOC6899649|XP_033239473.1|DPSE	LOC119657721|XP_037920692.1|HILL
OG0003447	LOC6899880|XP_033237125.1|DPSE	LOC119660861|XP_037925684.1|HILL
OG0003448	LOC4802770|XP_001359630.1|DPSE	LOC119659842|XP_037924068.1|HILL
OG0003449	LOC6897454|XP_002137602.2|DPSE	LOC119660233|XP_037924607.1|HILL
OG0003451	LOC4802250|XP_001359209.2|DPSE	LOC119657862|XP_037920915.1|HILL
OG0003452	LOC4803292|XP_001360057.2|DPSE	LOC119651808|XP_037911524.1|HILL
OG0003453	LOC4812946|XP_001353464.1|DPSE	LOC119659361|XP_037923340.1|HILL
OG0003454	LOC4816354|XP_015036741.2|DPSE	LOC119650117|XP_037908570.1|HILL
OG0003455	LOC117185660|XP_033241813.1|DPSE, LOC4801023|XP_001358193.2|DPSE	LOC119652490|XP_037912600.1|HILL
OG0003456	LOC4805280|XP_015040525.2|DPSE	LOC119660738|XP_037925366.1|HILL
OG0003457	LOC4802503|XP_001359412.2|DPSE	LOC119660350|XP_037924774.1|HILL
OG0003458	LOC4802860|XP_033241756.1|DPSE	LOC119659037|XP_037922860.1|HILL
OG0003459	LOC4802794|XP_001359639.1|DPSE	LOC119659655|XP_037923791.1|HILL
OG0003460	LOC4801227|XP_001358350.3|DPSE	LOC119647801|XP_037904945.1|HILL
OG0003461	LOC6897173|XP_002137353.3|DPSE	LOC119659646|XP_037923776.1|HILL
OG0003462	LOC4813460|XP_001353748.1|DPSE	LOC119653233|XP_037913750.1|HILL
OG0003463	LOC4801577|XP_001358647.3|DPSE	LOC119657457|XP_037920300.1|HILL
OG0003464	LOC6897111|XP_033241807.1|DPSE	LOC119657069|XP_037919751.1|HILL
OG0003465	LOC4802101|XP_001359085.2|DPSE	LOC119659382|XP_037923370.1|HILL
OG0003466	LOC4800422|XP_001357700.3|DPSE	LOC119652806|XP_037913058.1|HILL
OG0003467	LOC4801945|XP_033232575.1|DPSE	LOC119650628|XP_037909462.1|HILL
OG0003468	LOC4801935|XP_001358953.2|DPSE	LOC119653241|XP_037913768.1|HILL
OG0003469	LOC4800237|XP_001357630.2|DPSE	LOC119650622|XP_037909440.1|HILL
OG0003470	LOC4801622|XP_003736555.3|DPSE	LOC119652260|XP_037912169.1|HILL
OG0003471	LOC4817340|XP_001356896.2|DPSE	LOC119661386|XP_037926636.1|HILL
OG0003472	LOC4817345|XP_033235204.1|DPSE	LOC119654164|XP_037915258.1|HILL
OG0003473	LOC4816699|XP_001356061.2|DPSE	LOC119653239|XP_037913766.1|HILL
OG0003474	LOC4801835|XP_033233018.1|DPSE	LOC119651139|XP_037910462.1|HILL
OG0003475	LOC4800895|XP_033239890.1|DPSE	LOC119651746|XP_037911404.1|HILL
OG0003476	LOC6904061|XP_033237168.1|DPSE	LOC119661006|XP_037926063.1|HILL
OG0003477	LOC4802011|XP_033235926.1|DPSE	LOC119651004|XP_037910218.1|HILL
OG0003478	LOC6896785|XP_003736256.3|DPSE	LOC119651335|XP_037910809.1|HILL
OG0003479	LOC4800595|XP_001357841.3|DPSE	LOC119651586|XP_037911154.1|HILL
OG0003480	LOC4801885|XP_001358908.3|DPSE	LOC119651680|XP_037911307.1|HILL
OG0003481	LOC4801886|XP_001358909.3|DPSE	LOC119651469|XP_037911005.1|HILL
OG0003482	LOC6897376|XP_002137528.4|DPSE	LOC119652965|XP_037913291.1|HILL
OG0003484	LOC4801589|XP_001358658.1|DPSE	LOC119659443|XP_037923456.1|HILL
OG0003485	LOC4801280|XP_001358400.2|DPSE	LOC119652408|XP_037912449.1|HILL
OG0003486	LOC4801282|XP_001358402.2|DPSE	LOC119652568|XP_037912709.1|HILL
OG0003487	LOC4801168|XP_001358302.2|DPSE	LOC119653066|XP_037913472.1|HILL
OG0003488	LOC4800655|XP_001357888.3|DPSE	LOC119653262|XP_037913797.1|HILL
OG0003489	LOC4800602|XP_001357847.3|DPSE	LOC119650702|XP_037909618.1|HILL
OG0003490	LOC4801007|XP_001358180.3|DPSE	LOC119653039|XP_037913423.1|HILL
OG0003491	LOC4801178|XP_001358312.4|DPSE	LOC119652845|XP_037913110.1|HILL
OG0003492	LOC4801312|XP_033241772.1|DPSE	LOC119651678|XP_037911303.1|HILL
OG0003493	LOC4800973|XP_033232809.1|DPSE	LOC119652709|XP_037912918.1|HILL
OG0003494	LOC4802729|XP_001359592.1|DPSE	LOC119652966|XP_037913292.1|HILL
OG0003495	LOC4817680|XP_001357066.3|DPSE	LOC119652243|XP_037912145.1|HILL
OG0003496	LOC4801642|XP_001358696.1|DPSE	LOC119652477|XP_037912574.1|HILL
OG0003497	LOC6896958|XP_002137143.3|DPSE	LOC119647806|XP_037904953.1|HILL
OG0003498	LOC26532404|XP_033238921.1|DPSE	LOC119658034|XP_037921194.1|HILL
OG0003499	LOC4800594|XP_001357840.3|DPSE	LOC119652370|XP_037912395.1|HILL, LOC119651272|XP_037910704.1|HILL
OG0003500	LOC4816593|XP_001356276.2|DPSE	LOC119650922|XP_037910076.1|HILL
OG0003501	LOC4801264|XP_001358385.1|DPSE	LOC119657030|XP_037919711.1|HILL
OG0003502	LOC4800948|XP_001358132.4|DPSE	LOC119657606|XP_037920531.1|HILL
OG0003503	LOC4800622|XP_001357864.2|DPSE	LOC119657362|XP_037920168.1|HILL
OG0003504	LOC13036356|XP_003736284.3|DPSE	LOC119652624|XP_037912796.1|HILL
OG0003506	LOC4801926|XP_001358944.1|DPSE	LOC119651895|XP_037911645.1|HILL
OG0003507	LOC4801232|XP_033232939.1|DPSE	LOC119646429|XP_037902805.1|HILL
OG0003508	LOC4813320|XP_001353574.3|DPSE	LOC119650892|XP_037909997.1|HILL
OG0003509	LOC4801662|XP_001358714.2|DPSE	LOC119651951|XP_037911733.1|HILL
OG0003510	LOC4801570|XP_001358641.3|DPSE	LOC119652949|XP_037913268.1|HILL
OG0003511	LOC4801571|XP_033233136.1|DPSE	LOC119652234|XP_037912126.1|HILL
OG0003512	LOC6896819|XP_002137022.1|DPSE	LOC119651376|XP_037910879.1|HILL
OG0003513	LOC4801223|XP_001358346.2|DPSE	LOC119646670|XP_037903128.1|HILL
OG0003514	LOC13036512|XP_033241832.1|DPSE	LOC119651700|XP_037911340.1|HILL
OG0003515	LOC4804147|XP_001360753.2|DPSE	LOC119655893|XP_037917967.1|HILL
OG0003516	LOC4801994|XP_001359005.3|DPSE	LOC119656754|XP_037919245.1|HILL
OG0003517	LOC4802074|XP_015037595.1|DPSE	LOC119651306|XP_037910761.1|HILL
OG0003518	LOC4802272|XP_002137686.2|DPSE	LOC119652613|XP_037912778.1|HILL
OG0003519	LOC4812742|XP_015044174.2|DPSE	LOC119647418|XP_037904232.1|HILL
OG0003520	LOC4812747|XP_001353125.1|DPSE	LOC119648033|XP_037905386.1|HILL
OG0003521	LOC4812542|XP_001352619.1|DPSE	LOC119647846|XP_037905031.1|HILL
OG0003522	LOC4804088|XP_001360706.4|DPSE	LOC119658674|XP_037922164.1|HILL
OG0003523	LOC4817682|XP_001357068.2|DPSE	LOC119658885|XP_037922600.1|HILL
OG0003524	LOC4814733|XP_015041703.2|DPSE	LOC119658669|XP_037922150.1|HILL
OG0003525	LOC4803801|XP_015039367.2|DPSE	LOC119659028|XP_037922851.1|HILL
OG0003526	LOC6899120|XP_033233744.1|DPSE	LOC119650225|XP_037908730.1|HILL
OG0003527	LOC4804902|XP_033234173.1|DPSE	LOC119659063|XP_037922901.1|HILL
OG0003529	LOC4811834|XP_033236159.1|DPSE	LOC119649979|XP_037908349.1|HILL
OG0003530	LOC6900402|XP_002134794.1|DPSE	LOC119650030|XP_037908438.1|HILL
OG0003531	LOC4802384|XP_001359313.2|DPSE	LOC119647868|XP_037905066.1|HILL
OG0003532	LOC4814054|XP_001354260.1|DPSE	LOC119648107|XP_037905550.1|HILL
OG0003533	LOC4812699|XP_001353081.1|DPSE	LOC119649893|XP_037908211.1|HILL
OG0003534	LOC4812906|XP_001353873.3|DPSE	LOC119648666|XP_037906376.1|HILL
OG0003535	LOC4813803|XP_001354039.1|DPSE	LOC119650201|XP_037908695.1|HILL, LOC119648159|XP_037905662.1|HILL
OG0003536	LOC4803421|XP_001360136.1|DPSE	LOC119661484|XP_037926776.1|HILL
OG0003537	LOC4805715|XP_001362070.2|DPSE	LOC119646897|XP_037903483.1|HILL
OG0003538	LOC4803540|XP_001360250.1|DPSE	LOC119652914|XP_037913229.1|HILL
OG0003539	LOC4804077|XP_001360695.2|DPSE	LOC119648706|XP_037906445.1|HILL
OG0003540	LOC4812193|XP_001352498.3|DPSE	LOC119649320|XP_037907350.1|HILL
OG0003541	LOC4801766|XP_001358807.3|DPSE	LOC119647207|XP_037903957.1|HILL
OG0003542	LOC4804336|XP_001360911.2|DPSE	LOC119652240|XP_037912146.1|HILL
OG0003543	LOC4815832|XP_001355449.2|DPSE	LOC119646542|XP_037902942.1|HILL
OG0003544	LOC4813717|XP_033238537.1|DPSE, LOC117184393|XP_033237381.1|DPSE	LOC119648222|XP_037905762.1|HILL
OG0003545	LOC4811934|XP_015043806.2|DPSE	LOC119651882|XP_037911633.1|HILL, LOC119650413|XP_037909126.1|HILL
OG0003546	LOC4812311|XP_001352972.2|DPSE	LOC119647861|XP_037905058.1|HILL
OG0003548	LOC4805183|XP_001361630.4|DPSE	LOC119650945|XP_037910107.1|HILL
OG0003549	LOC4805184|XP_001361631.5|DPSE	LOC119651463|XP_037911002.1|HILL
OG0003550	LOC4804560|XP_001361102.2|DPSE	LOC119660126|XP_037924449.1|HILL
OG0003551	LOC6898901|XP_002138871.2|DPSE	LOC119659303|XP_037923244.1|HILL
OG0003552	LOC4805643|XP_001362011.2|DPSE	LOC119660322|XP_037924726.1|HILL
OG0003553	LOC4804558|XP_001361100.3|DPSE	LOC119659538|XP_037923607.1|HILL
OG0003554	LOC4812545|XP_001352595.1|DPSE	LOC119648300|XP_037905887.1|HILL
OG0003555	LOC6900510|XP_033241057.1|DPSE	LOC119647756|XP_037904802.1|HILL
OG0003556	LOC6900385|XP_033240183.1|DPSE	LOC119649946|XP_037908292.1|HILL
OG0003557	LOC4812948|XP_015042639.2|DPSE	LOC119649667|XP_037907855.1|HILL
OG0003558	LOC4812589|XP_033237642.1|DPSE	LOC119647574|XP_037904502.1|HILL
OG0003559	LOC4813177|XP_033240608.1|DPSE	LOC119647454|XP_037904314.1|HILL
OG0003560	LOC4813421|XP_001353461.3|DPSE	LOC119650162|XP_037908637.1|HILL
OG0003561	LOC4804421|XP_015039938.2|DPSE	LOC119650440|XP_037909199.1|HILL
OG0003562	LOC4805362|XP_001361773.1|DPSE	LOC119654114|XP_037915214.1|HILL
OG0003563	LOC4800515|XP_001357780.1|DPSE	LOC119654144|XP_037915237.1|HILL
OG0003564	LOC4812904|XP_001353229.1|DPSE	LOC119648194|XP_037905713.1|HILL
OG0003565	LOC4812331|XP_001352678.1|DPSE	LOC119650148|XP_037908613.1|HILL
OG0003566	LOC6896930|XP_015038868.1|DPSE	LOC119653051|XP_037913448.1|HILL
OG0003567	LOC4805638|XP_033233714.1|DPSE	LOC119651795|XP_037911506.1|HILL
OG0003568	LOC6898777|XP_004444391.2|DPSE	LOC119661554|XP_037926873.1|HILL
OG0003569	LOC4813545|XP_001354048.3|DPSE	LOC119650442|XP_037909213.1|HILL
OG0003570	LOC4804920|XP_015040284.2|DPSE	LOC119648738|XP_037906488.1|HILL
OG0003571	LOC4812273|XP_033238639.1|DPSE	LOC119650251|XP_037908769.1|HILL
OG0003572	LOC6898956|XP_033234025.1|DPSE	LOC119661342|XP_037926571.1|HILL
OG0003573	LOC4804877|XP_001361366.2|DPSE	LOC119647162|XP_037903894.1|HILL
OG0003574	LOC4814073|XP_001354275.2|DPSE	LOC119650001|XP_037908391.1|HILL
OG0003575	LOC4812173|XP_001352534.1|DPSE	LOC119649147|XP_037907087.1|HILL
OG0003576	LOC6900899|XP_033240767.1|DPSE	LOC119649285|XP_037907305.1|HILL
OG0003578	LOC4812604|XP_001352684.3|DPSE	LOC119661777|XP_037927182.1|HILL
OG0003579	LOC4804120|XP_001360731.3|DPSE	LOC119647093|XP_037903791.1|HILL
OG0003580	LOC4804141|XP_001360747.3|DPSE	LOC119646297|XP_037902639.1|HILL
OG0003581	LOC6900648|XP_015043095.2|DPSE	LOC119650358|XP_037908969.1|HILL
OG0003582	LOC4813151|XP_001353781.2|DPSE	LOC119647617|XP_037904584.1|HILL
OG0003583	LOC4804207|XP_001360804.3|DPSE	LOC119646653|XP_037903099.1|HILL
OG0003584	LOC4804080|XP_001360698.2|DPSE	LOC119655981|XP_037918148.1|HILL
OG0003585	LOC4812820|XP_001353972.1|DPSE	LOC119650093|XP_037908538.1|HILL
