Orthogroup	DPSE.longest_only	DSUP.longest_only
OG0004953	LOC4812253|XP_001352538.1|DPSE	LOC119552956|XP_037718867.1|DSUP
OG0004954	LOC4812164|XP_001352536.2|DPSE	LOC119554754|XP_037721710.1|DSUP
OG0004955	LOC4814014|XP_001354181.1|DPSE	LOC119555062|XP_037722193.1|DSUP
OG0004956	LOC4804082|XP_001360700.3|DPSE	LOC119550542|XP_037715199.1|DSUP
OG0004957	LOC4813673|XP_001353475.4|DPSE	LOC119553065|XP_037719119.1|DSUP
OG0004958	LOC6900442|XP_033239503.1|DPSE	LOC119555442|XP_037722744.1|DSUP
OG0004959	LOC4813153|XP_033241415.1|DPSE	LOC119555444|XP_037722746.1|DSUP
OG0004960	LOC4813184|XP_015042771.2|DPSE	LOC119555441|XP_037722740.1|DSUP
OG0004961	LOC4805338|XP_001361754.3|DPSE	LOC119549277|XP_037713139.1|DSUP
OG0004962	LOC4812195|XP_001352726.3|DPSE	LOC119555693|XP_037723275.1|DSUP
OG0004963	LOC6900521|XP_002134909.2|DPSE	LOC119552639|XP_037718258.1|DSUP
OG0004964	LOC4813008|XP_033238271.1|DPSE	LOC119553120|XP_037719235.1|DSUP
OG0004965	LOC4812254|XP_001352691.2|DPSE	LOC119555011|XP_037722082.1|DSUP
OG0004966	LOC4812535|XP_001352692.1|DPSE	LOC119553039|XP_037719030.1|DSUP
OG0004967	LOC4803423|XP_033234252.1|DPSE	LOC119551633|XP_037716986.1|DSUP
OG0004968	LOC4812339|XP_001352634.2|DPSE	LOC119554698|XP_037721629.1|DSUP
OG0004969	LOC4805665|XP_001362026.1|DPSE	LOC119550042|XP_037714423.1|DSUP
OG0004970	LOC4812628|XP_001352633.3|DPSE	LOC119554993|XP_037722059.1|DSUP
OG0004971	LOC4812262|XP_001352631.1|DPSE	LOC119552800|XP_037718561.1|DSUP
OG0004972	LOC26532415|XP_015043765.1|DPSE	LOC119553278|XP_037719499.1|DSUP
OG0004973	LOC4812421|XP_001352493.2|DPSE	LOC119553066|XP_037719120.1|DSUP
OG0004974	LOC6900438|XP_002134829.2|DPSE	LOC119555329|XP_037722588.1|DSUP
OG0004975	LOC4811985|XP_001352601.1|DPSE	LOC119552990|XP_037718937.1|DSUP
OG0004976	LOC4812227|XP_033239295.1|DPSE	LOC119553027|XP_037719011.1|DSUP
OG0004977	LOC4804528|XP_001361076.2|DPSE	LOC119549309|XP_037713197.1|DSUP
OG0004978	LOC4804815|XP_001361317.3|DPSE	LOC119552065|XP_037717757.1|DSUP
OG0004979	LOC4813930|XP_001354092.2|DPSE	LOC119553776|XP_037720311.1|DSUP
OG0004980	LOC4813624|XP_033239975.1|DPSE	LOC119553248|XP_037719452.1|DSUP
OG0004981	LOC4811877|XP_001352926.2|DPSE	LOC119553053|XP_037719093.1|DSUP
OG0004982	LOC4812423|XP_001352929.3|DPSE	LOC119554405|XP_037721223.1|DSUP
OG0004983	LOC4812800|XP_033240781.1|DPSE	LOC119554339|XP_037721132.1|DSUP
OG0004984	LOC4811898|XP_001352850.4|DPSE	LOC119554528|XP_037721402.1|DSUP
OG0004985	LOC6900117|XP_015043830.2|DPSE	LOC119555700|XP_037723282.1|DSUP
OG0004986	LOC4813864|XP_001353965.3|DPSE	LOC119553662|XP_037720100.1|DSUP
OG0004987	LOC4812304|XP_033240842.1|DPSE	LOC119554531|XP_037721409.1|DSUP
OG0004988	LOC4812497|XP_015043833.2|DPSE	LOC119555703|XP_037723284.1|DSUP
OG0004989	LOC4812021|XP_033238674.1|DPSE	LOC119554533|XP_037721412.1|DSUP
OG0004990	LOC6898473|XP_002138515.1|DPSE	LOC119551388|XP_037716641.1|DSUP
OG0004991	LOC4803376|XP_001360095.2|DPSE	LOC119549069|XP_037712703.1|DSUP
OG0004992	LOC4803377|XP_001360094.1|DPSE	LOC119549070|XP_037712704.1|DSUP
OG0004993	LOC4813794|XP_001353356.3|DPSE	LOC119554482|XP_037721335.1|DSUP
OG0004994	LOC4812583|XP_033237413.1|DPSE	LOC119554506|XP_037721371.1|DSUP
OG0004995	LOC4812757|XP_033237527.1|DPSE	LOC119555416|XP_037722701.1|DSUP
OG0004996	LOC4814039|XP_001354163.3|DPSE	LOC119553097|XP_037719181.1|DSUP
OG0004997	LOC4805633|XP_001362003.1|DPSE	LOC119552057|XP_037717746.1|DSUP
OG0004998	LOC4804851|XP_001361344.3|DPSE	LOC119552104|XP_037717817.1|DSUP
OG0004999	LOC4814121|XP_001354280.2|DPSE	LOC119555559|XP_037722932.1|DSUP
OG0005000	LOC4805335|XP_033233870.1|DPSE	LOC119549278|XP_037713140.1|DSUP
OG0005001	LOC4814077|XP_033237853.1|DPSE	LOC119552895|XP_037718741.1|DSUP
OG0005002	LOC4802621|XP_001359506.1|DPSE	LOC119554907|XP_037721938.1|DSUP
OG0005003	LOC4814171|XP_001354206.1|DPSE	LOC119553241|XP_037719439.1|DSUP
OG0005004	LOC4813995|XP_001354184.2|DPSE	LOC119555087|XP_037722232.1|DSUP
OG0005005	LOC6900243|XP_002135572.1|DPSE	LOC119553481|XP_037719818.1|DSUP
OG0005006	LOC6899939|XP_015043574.1|DPSE, LOC6899586|XP_033239509.1|DPSE	LOC119553698|XP_037720182.1|DSUP
OG0005007	LOC6900507|XP_002134896.3|DPSE	LOC119554547|XP_037721436.1|DSUP
OG0005008	LOC4813311|XP_033241079.1|DPSE	LOC119553140|XP_037719265.1|DSUP
OG0005009	LOC4812916|XP_001353791.1|DPSE	LOC119554735|XP_037721684.1|DSUP
OG0005010	LOC4812179|XP_001352781.3|DPSE	LOC119553666|XP_037720106.1|DSUP
OG0005011	LOC4804297|XP_001360877.4|DPSE	LOC119549379|XP_037713344.1|DSUP
OG0005012	LOC4813584|XP_001353211.3|DPSE	LOC119554899|XP_037721928.1|DSUP
OG0005013	LOC4803027|XP_001359829.2|DPSE	LOC119563481|XP_037732834.1|DSUP
OG0005014	LOC4813140|XP_001353716.1|DPSE	LOC119555398|XP_037722676.1|DSUP
OG0005015	LOC4813403|XP_033240328.1|DPSE	LOC119553326|XP_037719585.1|DSUP
OG0005016	LOC6900119|XP_015043844.2|DPSE	LOC119554931|XP_037721968.1|DSUP
OG0005017	LOC6900888|XP_033239298.1|DPSE	LOC119553346|XP_037719611.1|DSUP
OG0005018	LOC4814138|XP_001354244.2|DPSE	LOC119552662|XP_037718296.1|DSUP
OG0005019	LOC4812413|XP_001352531.1|DPSE	LOC119554848|XP_037721855.1|DSUP
OG0005020	LOC4804710|XP_001361228.2|DPSE	LOC119550065|XP_037714456.1|DSUP
OG0005021	LOC6903321|XP_002132509.2|DPSE	LOC119546651|XP_037709033.1|DSUP
OG0005022	LOC4813511|XP_001353724.2|DPSE	LOC119554233|XP_037720992.1|DSUP
OG0005023	LOC4804367|XP_033234428.1|DPSE	LOC119550495|XP_037715114.1|DSUP
OG0005024	LOC4812464|XP_033238518.1|DPSE	LOC119555243|XP_037722456.1|DSUP
OG0005025	LOC4814188|XP_001354314.4|DPSE	LOC119554288|XP_037721073.1|DSUP
OG0005026	LOC4814168|XP_001354262.1|DPSE	LOC119554853|XP_037721861.1|DSUP
OG0005027	LOC4812011|XP_015043557.2|DPSE	LOC119553154|XP_037719303.1|DSUP
OG0005028	LOC4800841|XP_001358044.3|DPSE	LOC119560524|XP_037729928.1|DSUP
OG0005029	LOC4813330|XP_033237987.1|DPSE	LOC119552856|XP_037718660.1|DSUP
OG0005030	LOC4812494|XP_001352507.2|DPSE	LOC119555274|XP_037722505.1|DSUP
OG0005031	LOC4812933|XP_033238287.1|DPSE	LOC119553336|XP_037719599.1|DSUP
OG0005032	LOC4813786|XP_001354067.2|DPSE	LOC119553810|XP_037720359.1|DSUP
OG0005033	LOC6900658|XP_033239599.1|DPSE	LOC119552507|XP_037718045.1|DSUP
OG0005034	LOC4812852|XP_001353738.3|DPSE	LOC119554223|XP_037720979.1|DSUP
OG0005035	LOC4812935|XP_001354063.4|DPSE	LOC119552577|XP_037718135.1|DSUP
OG0005036	LOC4814062|XP_001354292.1|DPSE	LOC119552632|XP_037718239.1|DSUP
OG0005037	LOC4814145|XP_015042474.1|DPSE	LOC119555392|XP_037722666.1|DSUP
OG0005038	LOC4812076|XP_015043924.2|DPSE	LOC119553953|XP_037720575.1|DSUP
OG0005039	LOC4817586|XP_001356989.2|DPSE	LOC119547279|XP_037709990.1|DSUP
OG0005040	LOC6900879|XP_033239651.1|DPSE	LOC119552771|XP_037718506.1|DSUP
OG0005041	LOC4812419|XP_001352725.2|DPSE	LOC119555694|XP_037723277.1|DSUP
OG0005042	LOC4814043|XP_001354144.2|DPSE	LOC119555102|XP_037722248.1|DSUP
OG0005043	LOC4805520|XP_001361910.3|DPSE	LOC119551350|XP_037716597.1|DSUP
OG0005044	LOC4805518|XP_001361908.2|DPSE	LOC119551251|XP_037716424.1|DSUP
OG0005045	LOC4805516|XP_033233790.1|DPSE	LOC119550154|XP_037714593.1|DSUP
OG0005046	LOC4804818|XP_001361320.3|DPSE	LOC119550605|XP_037715351.1|DSUP
OG0005047	LOC4813603|XP_001353406.1|DPSE	LOC119554639|XP_037721563.1|DSUP
OG0005048	LOC6900483|XP_002134873.1|DPSE	LOC119554824|XP_037721826.1|DSUP
OG0005049	LOC4813086|XP_015043459.2|DPSE	LOC119552576|XP_037718130.1|DSUP
OG0005050	LOC4803378|XP_033233889.1|DPSE	LOC119550437|XP_037715036.1|DSUP
OG0005051	LOC4813796|XP_001354073.2|DPSE	LOC119555667|XP_037723202.1|DSUP
OG0005052	LOC4813802|XP_001354075.2|DPSE	LOC119553529|XP_037719883.1|DSUP
OG0005053	LOC4817364|XP_001356365.2|DPSE	LOC119546118|XP_037708137.1|DSUP
OG0005054	LOC4813974|XP_001354131.4|DPSE	LOC119554268|XP_037721043.1|DSUP
OG0005055	LOC4815040|XP_001354903.4|DPSE	LOC119558045|XP_037727121.1|DSUP
OG0005056	LOC4804861|XP_033234381.1|DPSE	LOC119550140|XP_037714572.1|DSUP
OG0005057	LOC4812896|XP_015042655.2|DPSE	LOC119553007|XP_037718958.1|DSUP
OG0005058	LOC4813588|XP_033239753.1|DPSE	LOC119553279|XP_037719512.1|DSUP
OG0005059	LOC4805298|XP_001361720.3|DPSE	LOC119549904|XP_037714144.1|DSUP
OG0005060	LOC4805299|XP_033233556.1|DPSE	LOC119549231|XP_037713044.1|DSUP
OG0005061	LOC4817836|XP_001357288.2|DPSE	LOC119548462|XP_037711658.1|DSUP
OG0005062	LOC4803524|XP_015039145.1|DPSE	LOC119550836|XP_037715724.1|DSUP
OG0005063	LOC6898025|XP_002138114.1|DPSE	LOC119561988|XP_037731308.1|DSUP
OG0005064	LOC4813543|XP_001353263.1|DPSE	LOC119554095|XP_037720772.1|DSUP
OG0005065	LOC4804909|XP_001361394.4|DPSE	LOC119549159|XP_037712874.1|DSUP
OG0005066	LOC4803783|XP_015039361.1|DPSE	LOC119551472|XP_037716755.1|DSUP
OG0005067	LOC4805215|XP_033234098.1|DPSE	LOC119551299|XP_037716507.1|DSUP
OG0005068	LOC4813448|XP_001353971.1|DPSE	LOC119554748|XP_037721701.1|DSUP
OG0005069	LOC4804023|XP_001360653.2|DPSE	LOC119549013|XP_037712582.1|DSUP
OG0005070	LOC4804288|XP_001360869.4|DPSE	LOC119549044|XP_037712666.1|DSUP
OG0005071	LOC4812780|XP_001353901.1|DPSE	LOC119552824|XP_037718605.1|DSUP
OG0005072	LOC4815419|XP_001355450.1|DPSE	LOC119558122|XP_037727281.1|DSUP
OG0005073	LOC4804782|XP_001361291.2|DPSE	LOC119551170|XP_037716296.1|DSUP
OG0005074	LOC6900206|XP_015043940.2|DPSE	LOC119553302|XP_037719551.1|DSUP
OG0005075	LOC4805714|XP_001362069.1|DPSE	LOC119550474|XP_037715091.1|DSUP
OG0005076	LOC6899083|XP_002139000.1|DPSE	LOC119551515|XP_037716826.1|DSUP
OG0005078	LOC4812147|XP_001352869.3|DPSE	LOC119553355|XP_037719625.1|DSUP
OG0005079	LOC4803560|XP_033234187.1|DPSE	LOC119549097|XP_037712759.1|DSUP
OG0005080	LOC4811973|XP_001352730.3|DPSE	LOC119552485|XP_037718012.1|DSUP
OG0005081	LOC6898096|XP_002138178.2|DPSE	LOC119549133|XP_037712831.1|DSUP
OG0005082	LOC6900494|XP_002134884.1|DPSE	LOC119555464|XP_037722797.1|DSUP
OG0005083	LOC6901215|XP_002133916.1|DPSE	LOC119558409|XP_037727869.1|DSUP
OG0005084	LOC4813614|XP_033240614.1|DPSE	LOC119555400|XP_037722679.1|DSUP
OG0005085	LOC4813851|XP_001353945.1|DPSE	LOC119553526|XP_037719879.1|DSUP
OG0005086	LOC4804927|XP_001361410.2|DPSE	LOC119549058|XP_037712690.1|DSUP
OG0005087	LOC4813147|XP_015043252.2|DPSE	LOC119552760|XP_037718485.1|DSUP
OG0005088	LOC4805648|XP_033234683.1|DPSE	LOC119550963|XP_037715921.1|DSUP
OG0005089	LOC4805646|XP_001362013.2|DPSE	LOC119550961|XP_037715919.1|DSUP
OG0005090	LOC4803661|XP_001360344.1|DPSE	LOC119549726|XP_037713895.1|DSUP
OG0005091	LOC4804764|XP_033233241.1|DPSE	LOC119549931|XP_037714223.1|DSUP
OG0005092	LOC4813575|XP_001353256.2|DPSE	LOC119555111|XP_037722262.1|DSUP
OG0005093	LOC4813411|XP_015042974.2|DPSE	LOC119553325|XP_037719582.1|DSUP
OG0005094	LOC4812116|XP_033241394.1|DPSE	LOC119552843|XP_037718634.1|DSUP
OG0005095	LOC4803545|XP_001360254.3|DPSE	LOC119549007|XP_037712568.1|DSUP
OG0005096	LOC4816353|XP_001356155.4|DPSE	LOC119545957|XP_037707848.1|DSUP
OG0005097	LOC4805288|XP_001361710.1|DPSE	LOC119551600|XP_037716932.1|DSUP
OG0005098	LOC6898968|XP_033235080.1|DPSE	LOC119550278|XP_037714792.1|DSUP
OG0005099	LOC4804693|XP_001361212.2|DPSE	LOC119551853|XP_037717357.1|DSUP
OG0005100	LOC4804692|XP_001361211.2|DPSE	LOC119551852|XP_037717356.1|DSUP
OG0005101	LOC4803063|XP_001359864.2|DPSE	LOC119560181|XP_037729468.1|DSUP
OG0005102	LOC4805515|XP_033233770.1|DPSE	LOC119549930|XP_037714200.1|DSUP
OG0005103	LOC4804286|XP_001360867.2|DPSE	LOC119550748|XP_037715596.1|DSUP
OG0005104	LOC4818065|XP_001357421.2|DPSE	LOC119547936|XP_037710911.1|DSUP
OG0005105	LOC4813439|XP_001353803.2|DPSE	LOC119554969|XP_037722026.1|DSUP
OG0005106	LOC6900092|XP_033238033.1|DPSE	LOC119552743|XP_037718436.1|DSUP
OG0005107	LOC6900514|XP_002134903.3|DPSE	LOC119554671|XP_037721601.1|DSUP
OG0005108	LOC4805344|XP_001361759.2|DPSE	LOC119551514|XP_037716825.1|DSUP
OG0005109	LOC4814210|XP_001354318.3|DPSE	LOC119556347|XP_037724377.1|DSUP
OG0005110	LOC4812353|XP_001352594.4|DPSE	LOC119555680|XP_037723231.1|DSUP
OG0005111	LOC6900729|XP_015043224.2|DPSE	LOC119553752|XP_037720281.1|DSUP
OG0005112	LOC4812549|XP_001352459.3|DPSE	LOC119552497|XP_037718028.1|DSUP
OG0005113	LOC4813484|XP_001353859.2|DPSE	LOC119553754|XP_037720285.1|DSUP
OG0005114	LOC4813837|XP_001354034.3|DPSE	LOC119554706|XP_037721638.1|DSUP
OG0005115	LOC4816458|XP_001355941.3|DPSE	LOC119547748|XP_037710672.1|DSUP
OG0005116	LOC4812162|XP_001352828.3|DPSE	LOC119552585|XP_037718147.1|DSUP
OG0005117	LOC4815260|XP_001354741.2|DPSE	LOC119556022|XP_037723730.1|DSUP
OG0005118	LOC4816893|XP_001356338.1|DPSE	LOC119546581|XP_037708915.1|DSUP
OG0005119	LOC4803359|XP_033235006.1|DPSE	LOC119551717|XP_037717118.1|DSUP
OG0005120	LOC4813593|XP_001353556.2|DPSE	LOC119553317|XP_037719573.1|DSUP
OG0005121	LOC4812153|XP_033239701.1|DPSE	LOC119555083|XP_037722227.1|DSUP
OG0005122	LOC4813070|XP_001353585.1|DPSE	LOC119554868|XP_037721878.1|DSUP
OG0005123	LOC4813704|XP_001353996.1|DPSE	LOC119554922|XP_037721955.1|DSUP
OG0005124	LOC4812252|XP_033238424.1|DPSE	LOC119552766|XP_037718499.1|DSUP
OG0005125	LOC4812251|XP_033238077.1|DPSE	LOC119555670|XP_037723205.1|DSUP
OG0005126	LOC4813946|XP_001354106.1|DPSE	LOC119553134|XP_037719254.1|DSUP
OG0005127	LOC4813701|XP_033237365.1|DPSE	LOC119553947|XP_037720567.1|DSUP
OG0005128	LOC4804043|XP_033233794.1|DPSE	LOC119550664|XP_037715438.1|DSUP
OG0005129	LOC4812443|XP_015044062.1|DPSE	LOC119553412|XP_037719715.1|DSUP
OG0005130	LOC4811990|XP_001353011.2|DPSE	LOC119554058|XP_037720728.1|DSUP
OG0005131	LOC6900390|XP_033238574.1|DPSE	LOC119552916|XP_037718781.1|DSUP
OG0005132	LOC4813062|XP_001353652.1|DPSE	LOC119552670|XP_037718307.1|DSUP
OG0005133	LOC4812478|XP_033239821.1|DPSE	LOC119553370|XP_037719644.1|DSUP
OG0005134	LOC4813883|XP_033239844.1|DPSE	LOC119554888|XP_037721906.1|DSUP
OG0005135	LOC4813721|XP_001353563.1|DPSE	LOC119552908|XP_037718762.1|DSUP
OG0005136	LOC6900554|XP_002134937.2|DPSE	LOC119553805|XP_037720351.1|DSUP
OG0005137	LOC4801241|XP_001358364.3|DPSE	LOC119550494|XP_037715117.1|DSUP
OG0005138	LOC4812974|XP_001353739.1|DPSE	LOC119554802|XP_037721780.1|DSUP
OG0005139	LOC4812864|XP_015043213.2|DPSE	LOC119555623|XP_037723071.1|DSUP
OG0005140	LOC4816344|XP_001355946.2|DPSE	LOC119548198|XP_037711255.1|DSUP
OG0005141	LOC4805356|XP_004444478.3|DPSE	LOC119549235|XP_037713053.1|DSUP
OG0005142	LOC4812723|XP_001353102.3|DPSE	LOC119554269|XP_037721048.1|DSUP
OG0005143	LOC4812728|XP_033238399.1|DPSE	LOC119555665|XP_037723179.1|DSUP
OG0005144	LOC4812727|XP_001353106.3|DPSE	LOC119553479|XP_037719816.1|DSUP
OG0005145	LOC4812725|XP_001353104.1|DPSE	LOC119554009|XP_037720649.1|DSUP
OG0005146	LOC6900881|XP_002135238.3|DPSE	LOC119552487|XP_037718013.1|DSUP
OG0005147	LOC4813927|XP_001354089.3|DPSE	LOC119552489|XP_037718017.1|DSUP
OG0005148	LOC4814157|XP_001354303.1|DPSE	LOC119553649|XP_037720062.1|DSUP
OG0005149	LOC15382871|XP_004444269.3|DPSE	LOC119549397|XP_037713380.1|DSUP
OG0005150	LOC4812455|XP_001352566.2|DPSE	LOC119552681|XP_037718327.1|DSUP
OG0005151	LOC4812675|XP_001353059.1|DPSE	LOC119554033|XP_037720679.1|DSUP
OG0005152	LOC4812671|XP_001353055.1|DPSE	LOC119554502|XP_037721363.1|DSUP
OG0005153	LOC4812669|XP_001353053.3|DPSE	LOC119554485|XP_037721342.1|DSUP
OG0005154	LOC4812667|XP_001353051.4|DPSE	LOC119552906|XP_037718760.1|DSUP
OG0005155	LOC4814113|XP_001354246.3|DPSE	LOC119554893|XP_037721923.1|DSUP
OG0005156	LOC4802249|XP_001359208.2|DPSE	LOC119560259|XP_037729552.1|DSUP
OG0005157	LOC4805214|XP_033234665.1|DPSE	LOC119552151|XP_037717884.1|DSUP
OG0005158	LOC4814167|XP_001354219.3|DPSE	LOC119554870|XP_037721881.1|DSUP
OG0005159	LOC4812080|XP_001352589.2|DPSE	LOC119553837|XP_037720399.1|DSUP
OG0005160	LOC4813719|XP_001353448.1|DPSE	LOC119554651|XP_037721580.1|DSUP
OG0005161	LOC4804326|XP_001360903.4|DPSE	LOC119552084|XP_037717788.1|DSUP
OG0005162	LOC4815250|XP_001354751.3|DPSE	LOC119558140|XP_037727300.1|DSUP
OG0005163	LOC4811988|XP_001352750.1|DPSE	LOC119554044|XP_037720702.1|DSUP
OG0005164	LOC4812985|XP_001353364.2|DPSE	LOC119552663|XP_037718297.1|DSUP
OG0005165	LOC4805583|XP_001361964.3|DPSE	LOC119549186|XP_037712943.1|DSUP
OG0005166	LOC4802478|XP_001359393.2|DPSE	LOC119560934|XP_037730597.1|DSUP
OG0005167	LOC4802479|XP_001359394.2|DPSE	LOC119560318|XP_037729624.1|DSUP
OG0005168	LOC4812479|XP_001352438.2|DPSE	LOC119553642|XP_037720048.1|DSUP
OG0005169	LOC4812912|XP_001353655.3|DPSE	LOC119554330|XP_037721122.1|DSUP
OG0005170	LOC4813307|XP_001353656.1|DPSE	LOC119553727|XP_037720242.1|DSUP
OG0005171	LOC4813252|XP_001353657.2|DPSE	LOC119555115|XP_037722267.1|DSUP
OG0005172	LOC4805716|XP_033233667.1|DPSE	LOC119550650|XP_037715417.1|DSUP
OG0005173	LOC4803443|XP_001360168.3|DPSE	LOC119551203|XP_037716365.1|DSUP
OG0005174	LOC4804470|XP_001361028.1|DPSE	LOC119551599|XP_037716929.1|DSUP
OG0005175	LOC4804487|XP_001361043.2|DPSE	LOC119549037|XP_037712649.1|DSUP
OG0005176	LOC4803756|XP_001360420.2|DPSE	LOC119551650|XP_037717013.1|DSUP
OG0005177	LOC4804484|XP_001361040.3|DPSE	LOC119558634|XP_037727967.1|DSUP, LOC119550466|XP_037715082.1|DSUP
OG0005178	LOC4813556|XP_001353814.1|DPSE	LOC119554924|XP_037721957.1|DSUP
OG0005179	LOC4812734|XP_015044162.1|DPSE	LOC119555593|XP_037723012.1|DSUP
OG0005180	LOC4812135|XP_015043824.2|DPSE	LOC119555183|XP_037722363.1|DSUP
OG0005181	LOC4815265|XP_001355066.1|DPSE	LOC119555831|XP_037723385.1|DSUP
OG0005182	LOC4805182|XP_015040475.2|DPSE	LOC119549450|XP_037713474.1|DSUP
OG0005183	LOC4805339|XP_001361755.1|DPSE	LOC119552127|XP_037717844.1|DSUP
OG0005184	LOC4805342|XP_033233867.1|DPSE	LOC119549461|XP_037713488.1|DSUP
OG0005185	LOC4804509|XP_001361061.3|DPSE	LOC119550009|XP_037714360.1|DSUP
OG0005186	LOC6898783|XP_033233562.1|DPSE	LOC119551696|XP_037717093.1|DSUP
OG0005187	LOC6898088|XP_033234963.1|DPSE	LOC119551201|XP_037716331.1|DSUP
OG0005188	LOC4804817|XP_001361319.3|DPSE	LOC119550411|XP_037714997.1|DSUP
OG0005189	LOC4814935|XP_015041903.1|DPSE	LOC119556161|XP_037723993.1|DSUP
OG0005190	LOC4812123|XP_001352515.3|DPSE	LOC119553499|XP_037719838.1|DSUP
OG0005191	LOC4802559|XP_001359456.1|DPSE	LOC119545770|XP_037707545.1|DSUP
OG0005192	LOC4804102|XP_033234650.1|DPSE	LOC119549162|XP_037712877.1|DSUP
OG0005193	LOC4804512|XP_033233569.1|DPSE	LOC119552080|XP_037717784.1|DSUP
OG0005194	LOC4804434|XP_001360998.1|DPSE	LOC119550806|XP_037715670.1|DSUP
OG0005195	LOC4804899|XP_001361385.2|DPSE	LOC119549286|XP_037713163.1|DSUP
OG0005196	LOC4813426|XP_001353327.4|DPSE	LOC119555180|XP_037722358.1|DSUP
OG0005197	LOC4804332|XP_001360908.3|DPSE	LOC119551854|XP_037717359.1|DSUP
OG0005198	LOC4813917|XP_001353414.3|DPSE	LOC119554279|XP_037721060.1|DSUP
OG0005199	LOC4804870|XP_001361359.2|DPSE	LOC119550016|XP_037714367.1|DSUP
OG0005200	LOC6898295|XP_002138357.1|DPSE	LOC119549917|XP_037714167.1|DSUP
OG0005201	LOC4803567|XP_033234437.1|DPSE	LOC119551452|XP_037716726.1|DSUP
OG0005202	LOC4804133|XP_001360739.3|DPSE	LOC119550785|XP_037715645.1|DSUP
OG0005203	LOC4805489|XP_001361884.4|DPSE	LOC119550672|XP_037715454.1|DSUP
OG0005204	LOC4818011|XP_001357405.4|DPSE	LOC119546655|XP_037709038.1|DSUP
OG0005205	LOC4817480|XP_015036151.2|DPSE	LOC119547366|XP_037710113.1|DSUP
OG0005206	LOC4804553|XP_001361096.1|DPSE	LOC119550826|XP_037715698.1|DSUP
OG0005207	LOC6898780|XP_004444392.3|DPSE	LOC119552162|XP_037717910.1|DSUP
OG0005208	LOC4804709|XP_001361227.2|DPSE	LOC119550870|XP_037715778.1|DSUP
OG0005209	LOC4818137|XP_001357355.3|DPSE	LOC119545982|XP_037707889.1|DSUP
OG0005210	LOC4817839|XP_001357356.3|DPSE	LOC119545981|XP_037707886.1|DSUP
OG0005211	LOC4811905|XP_015043954.2|DPSE	LOC119553130|XP_037719251.1|DSUP
OG0005212	LOC6903448|XP_015035393.2|DPSE	LOC119549697|XP_037713848.1|DSUP
OG0005213	LOC4816084|XP_001355255.1|DPSE	LOC119557952|XP_037726915.1|DSUP
OG0005214	LOC4816559|XP_001355927.4|DPSE	LOC119548581|XP_037711827.1|DSUP
OG0005215	LOC4817318|XP_033235178.1|DPSE	LOC119547234|XP_037709933.1|DSUP
OG0005216	LOC4816347|XP_001356266.1|DPSE	LOC119545974|XP_037707873.1|DSUP
OG0005217	LOC4817959|XP_001357420.3|DPSE	LOC119548881|XP_037712440.1|DSUP
OG0005218	LOC4816174|XP_015036963.2|DPSE	LOC119547199|XP_037709867.1|DSUP
OG0005219	LOC4804582|XP_001361120.2|DPSE	LOC119550843|XP_037715738.1|DSUP
OG0005220	LOC4813309|XP_001353576.3|DPSE	LOC119553359|XP_037719632.1|DSUP
OG0005221	LOC4816215|XP_001355840.4|DPSE	LOC119548398|XP_037711554.1|DSUP
OG0005222	LOC4817704|XP_033235806.1|DPSE	LOC119546342|XP_037708477.1|DSUP
OG0005223	LOC4818046|XP_001357336.2|DPSE	LOC119546249|XP_037708330.1|DSUP
OG0005224	LOC4816208|XP_033236630.1|DPSE	LOC119548602|XP_037711887.1|DSUP
OG0005225	LOC4816519|XP_001356143.3|DPSE	LOC119547637|XP_037710505.1|DSUP
OG0005226	LOC4817083|XP_033235356.1|DPSE	LOC119545975|XP_037707874.1|DSUP
OG0005227	LOC4817782|XP_001357129.1|DPSE	LOC119547108|XP_037709746.1|DSUP
OG0005228	LOC4817715|XP_001357128.1|DPSE	LOC119548802|XP_037712307.1|DSUP
OG0005229	LOC4817026|XP_015036129.2|DPSE	LOC119546919|XP_037709477.1|DSUP
OG0005230	LOC4817011|XP_001356786.3|DPSE	LOC119546876|XP_037709411.1|DSUP
OG0005231	LOC4817791|XP_001357094.2|DPSE	LOC119546731|XP_037709149.1|DSUP
OG0005232	LOC4816533|XP_033236853.1|DPSE	LOC119546424|XP_037708619.1|DSUP
OG0005233	LOC4818155|XP_001357361.2|DPSE	LOC119546964|XP_037709538.1|DSUP
OG0005234	LOC4816276|XP_001356260.4|DPSE	LOC119547771|XP_037710711.1|DSUP
OG0005235	LOC4817293|XP_001356904.3|DPSE	LOC119546616|XP_037708981.1|DSUP
OG0005236	LOC6903169|XP_002132869.3|DPSE	LOC119547282|XP_037709993.1|DSUP
OG0005237	LOC6903170|XP_015036360.2|DPSE	LOC119547281|XP_037709992.1|DSUP
OG0005238	LOC4817588|XP_001356991.2|DPSE	LOC119547863|XP_037710823.1|DSUP
OG0005239	LOC4817052|XP_015036051.2|DPSE	LOC119548763|XP_037712232.1|DSUP
OG0005240	LOC117184007|XP_033235773.1|DPSE	LOC119548298|XP_037711393.1|DSUP
OG0005241	LOC6903177|XP_002132877.2|DPSE	LOC119546846|XP_037709369.1|DSUP
OG0005242	LOC4816694|XP_001356057.1|DPSE	LOC119547981|XP_037710964.1|DSUP
OG0005243	LOC4816860|XP_001356746.4|DPSE	LOC119546579|XP_037708911.1|DSUP
