Orthogroup	DPSE.longest_only	DERE.longest_only
OG0004364	LOC4804163|XP_001360767.2|DPSE	LOC6549352|XP_015012478.1|DERE
OG0004365	LOC4805531|XP_033233259.1|DPSE	LOC6547821|XP_026836641.1|DERE
OG0004366	LOC4817248|XP_001356741.2|DPSE	LOC6542624|XP_001968217.1|DERE
OG0004367	LOC4813963|XP_001354122.1|DPSE	LOC6545884|XP_001973489.1|DERE
OG0004368	LOC4812910|XP_015042798.1|DPSE	LOC6544264|XP_001973778.1|DERE
OG0004369	LOC6898133|XP_002138212.3|DPSE	LOC6540892|XP_026835354.1|DERE
OG0004370	LOC6903885|XP_015035086.2|DPSE	LOC6548485|XP_026836020.1|DERE
OG0004371	LOC4815515|XP_001355400.2|DPSE	LOC6551414|XP_001977200.1|DERE
OG0004372	LOC6899068|XP_002138992.3|DPSE	LOC6548294|XP_026836642.1|DERE
OG0004373	LOC6898039|XP_002138127.1|DPSE	LOC26526506|XP_015010493.1|DERE
OG0004374	LOC6898302|XP_033234382.1|DPSE	LOC6546707|XP_026836697.1|DERE
OG0004375	LOC4812588|XP_001352683.1|DPSE	LOC6544491|XP_001971474.1|DERE
OG0004376	LOC4812785|XP_001353530.4|DPSE	LOC6545798|XP_001973426.1|DERE
OG0004377	LOC4812801|XP_001353710.1|DPSE	LOC6546095|XP_026832635.1|DERE
OG0004378	LOC4804456|XP_015039967.2|DPSE	LOC6548997|XP_026837037.1|DERE
OG0004379	LOC4805533|XP_001361921.1|DPSE	LOC6547721|XP_001975010.1|DERE
OG0004380	LOC4805079|XP_001361541.2|DPSE	LOC6541895|XP_001970410.1|DERE
OG0004381	LOC6897452|XP_002137600.3|DPSE	LOC6552505|XP_001979813.1|DERE
OG0004382	LOC4803682|XP_001360359.3|DPSE	LOC6546884|XP_001975965.1|DERE
OG0004383	LOC4803652|XP_001360335.3|DPSE	LOC6549370|XP_026836949.1|DERE
OG0004384	LOC6898168|XP_002138246.1|DPSE	LOC6549372|XP_026836950.1|DERE
OG0004385	LOC4805409|XP_001361814.1|DPSE	LOC6546988|XP_001976030.1|DERE
OG0004386	LOC4804352|XP_001360926.4|DPSE	LOC6546909|XP_001975988.1|DERE
OG0004387	LOC4812345|XP_001352895.3|DPSE	LOC6544822|XP_001972658.1|DERE
OG0004388	LOC6898184|XP_002138255.2|DPSE	LOC6546877|XP_026836852.1|DERE
OG0004389	LOC4812637|XP_001353027.3|DPSE	LOC6543634|XP_001971838.1|DERE
OG0004390	LOC6900498|XP_015042850.2|DPSE	LOC6543799|XP_001973146.1|DERE
OG0004391	LOC4804950|XP_033234305.1|DPSE	LOC6547496|XP_026836305.1|DERE
OG0004392	LOC6900296|XP_015044093.2|DPSE	LOC6544888|XP_026833435.1|DERE
OG0004393	LOC4803758|XP_001360422.3|DPSE	LOC6547216|XP_001974714.1|DERE
OG0004394	LOC4803782|XP_033234787.1|DPSE	LOC6548429|XP_015011723.1|DERE
OG0004395	LOC4805160|XP_033234484.1|DPSE	LOC6549505|XP_001975727.1|DERE
OG0004396	LOC4804825|XP_001361327.2|DPSE	LOC6542898|XP_026834241.1|DERE
OG0004397	LOC4804168|XP_001360772.1|DPSE	LOC6549364|XP_015012475.2|DERE
OG0004398	LOC4804167|XP_033234806.1|DPSE	LOC6549348|XP_001975794.1|DERE
OG0004399	LOC4804590|XP_001361126.1|DPSE	LOC6548845|XP_001975459.1|DERE
OG0004400	LOC4803005|XP_001359810.2|DPSE	LOC6552441|XP_001980930.1|DERE
OG0004401	LOC6903654|XP_002136817.3|DPSE	LOC6548387|XP_001976468.1|DERE
OG0004402	LOC4803391|XP_001357531.2|DPSE	LOC6548384|XP_001976465.1|DERE
OG0004403	LOC4803961|XP_001360599.3|DPSE	LOC6549168|XP_001975618.1|DERE
OG0004404	LOC4805668|XP_001362029.3|DPSE	LOC6541642|XP_001970780.1|DERE
OG0004405	LOC6900425|XP_002134816.2|DPSE	LOC6544734|XP_026833099.1|DERE
OG0004406	LOC6900111|XP_015043797.2|DPSE	LOC6545442|XP_015013947.1|DERE
OG0004407	LOC4805040|XP_001361505.2|DPSE	LOC6540724|XP_001970397.1|DERE
OG0004408	LOC4813544|XP_001353602.2|DPSE	LOC6544814|XP_001972652.1|DERE
OG0004409	LOC4811843|XP_001382223.3|DPSE	LOC6555815|XP_026839149.1|DERE
OG0004410	LOC4803996|XP_001360627.3|DPSE	LOC6546737|XP_026836417.1|DERE
OG0004411	LOC4812403|XP_001352893.3|DPSE	LOC6543983|XP_001973724.1|DERE
OG0004412	LOC4812030|XP_001352892.3|DPSE	LOC6543982|XP_001973723.1|DERE
OG0004413	LOC4803509|XP_001360222.3|DPSE	LOC6548204|XP_001976483.1|DERE
OG0004414	LOC6898447|XP_002138490.1|DPSE	LOC6548113|XP_001976543.1|DERE
OG0004415	LOC4804016|XP_001360646.3|DPSE	LOC6548970|XP_001975554.1|DERE
OG0004416	LOC6903879|XP_002136630.1|DPSE	LOC6542967|XP_001970631.1|DERE
OG0004417	LOC4800429|XP_001357707.2|DPSE	LOC6554493|XP_001981938.1|DERE
OG0004418	LOC4804372|XP_001360945.4|DPSE	LOC6546934|XP_015012133.1|DERE
OG0004419	LOC4805074|XP_004444386.2|DPSE	LOC6542389|XP_015014768.1|DERE
OG0004420	LOC4803382|XP_001360089.3|DPSE	LOC6546713|XP_001975874.1|DERE
OG0004421	LOC4813743|XP_001353962.1|DPSE	LOC6546391|XP_026833028.1|DERE
OG0004422	LOC4813793|XP_001353790.1|DPSE	LOC6546325|XP_026833393.1|DERE
OG0004423	LOC4804093|XP_001360711.2|DPSE	LOC6548232|XP_001975264.1|DERE
OG0004424	LOC4805609|XP_004444553.3|DPSE	LOC6547906|XP_015011517.1|DERE
OG0004425	LOC4812230|XP_001352985.2|DPSE	LOC6545984|XP_001973498.1|DERE
OG0004426	LOC4812275|XP_001352978.1|DPSE	LOC6545886|XP_001973491.1|DERE
OG0004427	LOC4812597|XP_001353018.2|DPSE	LOC6544416|XP_001973160.2|DERE
OG0004428	LOC4802009|XP_015037539.1|DPSE	LOC6553428|XP_001980238.1|DERE
OG0004429	LOC4818078|XP_033236275.1|DPSE	LOC6542293|XP_001968814.2|DERE
OG0004430	LOC6900366|XP_033238229.1|DPSE	LOC6544750|XP_001972755.1|DERE
OG0004431	LOC4800992|XP_001358167.3|DPSE	LOC6555416|XP_001982335.1|DERE
OG0004432	LOC4800993|XP_001358168.4|DPSE	LOC6555414|XP_001982334.2|DERE
OG0004433	LOC4813685|XP_001353520.3|DPSE	LOC6543993|XP_001973672.2|DERE
OG0004434	LOC4804166|XP_001360770.2|DPSE	LOC6549349|XP_001975795.1|DERE
OG0004435	LOC4804139|XP_001360745.2|DPSE	LOC6547564|XP_015011837.1|DERE
OG0004436	LOC6898642|XP_033234001.1|DPSE	LOC6549627|XP_026837014.1|DERE
OG0004437	LOC4804623|XP_001361156.2|DPSE	LOC6548422|XP_001976730.1|DERE
OG0004438	LOC4803654|XP_001360337.1|DPSE	LOC6549368|XP_001975678.1|DERE
OG0004439	LOC4803956|XP_001360594.2|DPSE	LOC6549537|XP_001975625.1|DERE
OG0004440	LOC4803995|XP_001360626.1|DPSE	LOC6546736|XP_001974529.1|DERE
OG0004441	LOC4817531|XP_001356946.1|DPSE	LOC6542017|XP_001968340.1|DERE
OG0004442	LOC4805398|XP_001361803.2|DPSE	LOC6548140|XP_001975232.1|DERE
OG0004443	LOC4813288|XP_001353362.2|DPSE	LOC6545023|XP_001972519.1|DERE
OG0004444	LOC6898393|XP_002138440.1|DPSE	LOC6548341|XP_001975297.1|DERE
OG0004445	LOC4804320|XP_015039809.2|DPSE	LOC6547949|XP_026836892.1|DERE
OG0004446	LOC4800332|XP_001357580.2|DPSE	LOC6554920|XP_001981125.1|DERE
OG0004447	LOC4801793|XP_001358830.1|DPSE	LOC6555104|XP_001982020.1|DERE
OG0004448	LOC4804682|XP_001361203.1|DPSE	LOC6546747|XP_001974540.1|DERE
OG0004449	LOC4813142|XP_015042830.1|DPSE	LOC6544295|XP_001973134.1|DERE
OG0004450	LOC4803667|XP_001360350.3|DPSE	LOC6546843|XP_001975945.1|DERE
OG0004451	LOC4803662|XP_001360345.2|DPSE	LOC6546832|XP_026836309.1|DERE
OG0004452	LOC4804939|XP_001361421.1|DPSE	LOC6547407|XP_001974824.1|DERE
OG0004453	LOC4804157|XP_001360763.4|DPSE	LOC6547039|XP_001974628.1|DERE
OG0004454	LOC4802591|XP_001359484.2|DPSE	LOC6553836|XP_001980475.1|DERE
OG0004455	LOC4813918|XP_001353129.2|DPSE	LOC6544323|XP_001973128.1|DERE
OG0004456	LOC6901406|XP_002134092.2|DPSE	LOC6555508|XP_001982396.1|DERE
OG0004457	LOC4813501|XP_015043308.2|DPSE	LOC6544545|XP_026833522.1|DERE
OG0004458	LOC4812059|XP_033241150.1|DPSE	LOC6544444|XP_026833026.1|DERE
OG0004459	LOC6900833|XP_015043386.2|DPSE	LOC6545378|XP_026832604.1|DERE
OG0004460	LOC4813487|XP_001353799.1|DPSE	LOC6543617|XP_001972948.1|DERE
OG0004461	LOC4813832|XP_001353159.3|DPSE	LOC6544311|XP_001973073.1|DERE
OG0004462	LOC4811859|XP_001352920.2|DPSE	LOC6545354|XP_001973294.1|DERE
OG0004463	LOC4812476|XP_015043538.2|DPSE	LOC6544107|XP_026832495.1|DERE
OG0004464	LOC6900231|XP_015043996.2|DPSE	LOC6545563|XP_001972667.1|DERE
OG0004465	LOC6903406|XP_002132285.3|DPSE	LOC6545338|XP_001973303.1|DERE
OG0004466	LOC4812299|XP_001352915.4|DPSE	LOC6545348|XP_001973288.2|DERE
OG0004467	LOC4812888|XP_001353532.2|DPSE	LOC6545800|XP_001973428.1|DERE
OG0004468	LOC4813828|XP_001353533.1|DPSE	LOC6545887|XP_001973429.1|DERE
OG0004469	LOC4813341|XP_001353148.4|DPSE	LOC6544558|XP_026833356.1|DERE
OG0004470	LOC4817650|XP_033236239.1|DPSE	LOC6549430|XP_001974401.3|DERE
OG0004471	LOC6897221|XP_002137393.2|DPSE	LOC6555299|XP_001982320.1|DERE
OG0004472	LOC4805129|XP_001361583.1|DPSE	LOC6542594|XP_001969162.1|DERE
OG0004473	LOC26533012|XP_015039837.2|DPSE	LOC26526369|XP_015012791.1|DERE
OG0004474	LOC4804358|XP_001360932.1|DPSE	LOC6546925|XP_001975996.1|DERE
OG0004475	LOC6898040|XP_002138128.2|DPSE	LOC6552581|XP_001980332.1|DERE
OG0004476	LOC6901451|XP_002134137.3|DPSE, LOC6902592|XP_002133120.2|DPSE	LOC6540901|XP_026834731.1|DERE
OG0004477	LOC4803573|XP_001360280.2|DPSE	LOC6541995|XP_001970500.1|DERE
OG0004478	LOC4803876|XP_033234240.1|DPSE	LOC6549538|XP_026836863.1|DERE
OG0004479	LOC117183718|XP_033234498.1|DPSE	LOC6548004|XP_001976499.2|DERE
OG0004480	LOC4815780|XP_001355732.1|DPSE	LOC6549932|XP_001978680.1|DERE
OG0004481	LOC6898433|XP_002138475.1|DPSE	LOC6547041|XP_026835683.1|DERE
OG0004482	LOC4800315|XP_001357593.3|DPSE	LOC6555130|XP_026831577.1|DERE
OG0004483	LOC4803518|XP_001360231.3|DPSE	LOC6547990|XP_001976492.1|DERE
OG0004484	LOC4802303|XP_001359246.2|DPSE	LOC6553247|XP_001979067.1|DERE
OG0004485	LOC4815702|XP_033240746.1|DPSE	LOC6555737|XP_001982506.3|DERE
OG0004486	LOC4804001|XP_001360632.1|DPSE	LOC6546743|XP_001974536.1|DERE
OG0004487	LOC4811890|XP_015043560.1|DPSE	LOC6543698|XP_001972972.2|DERE
OG0004488	LOC6898094|XP_002138176.2|DPSE	LOC6542194|XP_001970701.1|DERE
OG0004489	LOC4812498|XP_001352764.2|DPSE	LOC6545422|XP_001971166.1|DERE
OG0004490	LOC6898639|XP_002138644.2|DPSE	LOC6546673|XP_001975866.2|DERE
OG0004491	LOC4816244|XP_001355863.2|DPSE	LOC6542416|XP_001970003.1|DERE
OG0004492	LOC4812277|XP_001352973.2|DPSE	LOC6545484|XP_001973380.1|DERE
OG0004493	LOC6900536|XP_015042884.1|DPSE	LOC6545357|XP_001972592.2|DERE
OG0004494	LOC4802033|XP_015037553.2|DPSE	LOC6552760|XP_026839530.1|DERE
OG0004495	LOC6896975|XP_002137160.2|DPSE	LOC6552945|XP_001981022.1|DERE
OG0004496	LOC4805650|XP_001362017.3|DPSE	LOC6547255|XP_001976141.2|DERE, LOC6547256|XP_001976142.3|DERE
OG0004497	LOC4803859|XP_001360510.3|DPSE	LOC6547534|XP_001976300.1|DERE
OG0004498	LOC26533297|XP_015037127.1|DPSE	LOC113564121|XP_026835067.1|DERE, LOC6552752|XP_001980290.1|DERE
OG0004499	LOC26532756|XP_015039715.1|DPSE	LOC6541845|XP_026834123.1|DERE, LOC26526628|XP_015015540.1|DERE
OG0004500	LOC4804066|XP_015039577.2|DPSE	LOC6547129|XP_001974763.1|DERE
OG0004501	LOC6898951|XP_002138912.3|DPSE, LOC6902005|XP_002133539.2|DPSE	LOC6547059|XP_001976017.1|DERE
OG0004502	LOC117184869|XP_033239853.1|DPSE	LOC6548178|XP_001975087.1|DERE
OG0004503	LOC13036429|XP_003736383.3|DPSE	LOC26526536|XP_015010495.1|DERE, LOC26526802|XP_015010527.1|DERE
OG0004504	LOC6899762|XP_033241751.1|DPSE	LOC6544655|XP_026833048.1|DERE
OG0004505	LOC4801633|XP_015037330.1|DPSE	LOC6552697|XP_026839673.1|DERE
OG0004506	LOC4801096|XP_001358247.2|DPSE	LOC6554319|XP_026832122.1|DERE
OG0004507	LOC4801879|XP_001358902.2|DPSE	LOC6553246|XP_001979066.2|DERE
OG0004508	LOC6897149|XP_002137329.3|DPSE	LOC6555401|XP_001981651.2|DERE
OG0004509	LOC4813813|XP_001353906.2|DPSE	LOC6544728|XP_001972412.1|DERE
OG0004510	LOC4815877|XP_033238737.1|DPSE	LOC6549996|XP_001977462.2|DERE
OG0004511	LOC6897159|XP_002137339.3|DPSE	LOC6554265|XP_026833443.1|DERE
OG0004512	LOC4811803|XP_001352367.4|DPSE	LOC6555831|XP_026839184.1|DERE
OG0004513	LOC4811847|XP_033237202.1|DPSE	LOC6555856|XP_026838998.1|DERE
OG0004514	LOC4811775|XP_015044540.2|DPSE	LOC6555809|XP_001982726.2|DERE
OG0004515	LOC4814705|XP_001354886.3|DPSE	LOC6550227|XP_001978195.1|DERE
OG0004516	LOC4816007|XP_001355366.3|DPSE	LOC6551358|XP_001978371.2|DERE
OG0004517	LOC4815147|XP_015041801.2|DPSE	LOC6549897|XP_026838464.1|DERE
OG0004518	LOC6899742|XP_033239916.1|DPSE	LOC6550713|XP_026838403.1|DERE
OG0004519	LOC4800464|XP_001357735.1|DPSE	LOC6554951|XP_001981372.1|DERE
OG0004520	LOC4811677|XP_033240401.1|DPSE	LOC6550673|XP_026838154.1|DERE
OG0004521	LOC4804832|XP_001361331.3|DPSE	LOC6542908|XP_001970794.1|DERE
OG0004522	LOC4814882|XP_001354987.3|DPSE	LOC6549939|XP_001977397.1|DERE
OG0004523	LOC4800351|XP_001357563.3|DPSE	LOC6554860|XP_001981104.2|DERE
OG0004524	LOC4815346|XP_001354546.2|DPSE	LOC6551235|XP_001976737.1|DERE
OG0004525	LOC4815021|XP_001354593.1|DPSE	LOC6551128|XP_026838350.1|DERE
OG0004526	LOC6901544|XP_033238110.1|DPSE	LOC6551204|XP_015010991.1|DERE
OG0004527	LOC4815120|XP_001354638.1|DPSE	LOC6551224|XP_001976740.1|DERE
OG0004528	LOC4814470|XP_001355032.1|DPSE	LOC6550332|XP_001977890.1|DERE
OG0004529	LOC4816068|XP_015041015.1|DPSE	LOC6551206|XP_001977013.2|DERE
OG0004530	LOC4815058|XP_015041561.1|DPSE	LOC6550561|XP_001977939.1|DERE
OG0004531	LOC4801670|XP_001358722.5|DPSE	LOC6555181|XP_015009351.1|DERE
OG0004532	LOC4814791|XP_033240376.1|DPSE	LOC6550717|XP_001978099.3|DERE
OG0004533	LOC4815749|XP_001355678.4|DPSE	LOC6551000|XP_001978316.1|DERE
OG0004534	LOC6899833|XP_033239229.1|DPSE	LOC6548424|XP_001975335.1|DERE
OG0004535	LOC4812029|XP_001352584.3|DPSE	LOC6544527|XP_001973053.1|DERE
OG0004536	LOC6901646|XP_015041931.2|DPSE	LOC6549756|XP_026838369.1|DERE
OG0004537	LOC4815485|XP_001355578.2|DPSE	LOC6551690|XP_001978486.1|DERE
OG0004538	LOC6898514|XP_002138555.2|DPSE	LOC6547894|XP_015012655.1|DERE
OG0004539	LOC4800298|XP_015038647.1|DPSE	LOC6553694|XP_026831642.1|DERE
OG0004540	LOC4815156|XP_015041749.2|DPSE	LOC6551397|XP_001977209.1|DERE
OG0004541	LOC4804150|XP_015039642.2|DPSE	LOC6546998|XP_026836889.1|DERE
OG0004542	LOC4815980|XP_015041308.1|DPSE	LOC6549848|XP_001977354.1|DERE
OG0004543	LOC4815610|XP_033240636.1|DPSE	LOC6551119|XP_015010999.1|DERE
OG0004544	LOC6901405|XP_033237733.1|DPSE	LOC6555675|XP_001982392.1|DERE
OG0004545	LOC4801736|XP_001358779.1|DPSE	LOC6555200|XP_026831997.1|DERE
OG0004546	LOC4803539|XP_001360249.2|DPSE	LOC6549361|XP_001975790.1|DERE
OG0004547	LOC4814587|XP_001354523.3|DPSE	LOC6555658|XP_026837590.1|DERE
OG0004548	LOC4815305|XP_001355011.2|DPSE	LOC6550357|XP_015010764.1|DERE
OG0004549	LOC6901853|XP_033239805.1|DPSE	LOC6555511|XP_026838954.1|DERE
OG0004550	LOC6901962|XP_015041029.2|DPSE	LOC6551562|XP_001978601.1|DERE
OG0004551	LOC4804625|XP_001361157.1|DPSE	LOC6547600|XP_001974899.1|DERE
OG0004552	LOC6901115|XP_033238589.1|DPSE	LOC6550283|XP_015010778.1|DERE
OG0004553	LOC4812729|XP_001353108.2|DPSE	LOC6545731|XP_001971625.1|DERE
OG0004554	LOC4815353|XP_001354647.4|DPSE	LOC6550770|XP_001976752.1|DERE
OG0004555	LOC4815316|XP_001354648.3|DPSE	LOC6550771|XP_001976753.1|DERE
OG0004556	LOC4814453|XP_001355116.3|DPSE	LOC6550213|XP_001977724.1|DERE
OG0004557	LOC6901796|XP_033240123.1|DPSE	LOC6550883|XP_001976830.2|DERE
OG0004558	LOC4815864|XP_033237589.1|DPSE	LOC6549838|XP_001978735.1|DERE
OG0004559	LOC4801563|XP_001358635.2|DPSE	LOC6554249|XP_001982098.1|DERE
OG0004560	LOC26532752|XP_033238945.1|DPSE	LOC6542498|XP_001970955.2|DERE
OG0004561	LOC4801368|XP_001358475.3|DPSE	LOC6552861|XP_026839766.1|DERE
OG0004562	LOC4800943|XP_001358127.2|DPSE	LOC6554912|XP_001982234.1|DERE
OG0004563	LOC4801257|XP_001358380.3|DPSE	LOC6553001|XP_015010169.1|DERE
OG0004564	LOC4803083|XP_001359882.2|DPSE	LOC6553848|XP_001979480.1|DERE
OG0004565	LOC4801067|XP_001358229.2|DPSE	LOC6552865|XP_026838333.1|DERE
OG0004566	LOC4814695|XP_001354864.2|DPSE	LOC6551404|XP_001977223.1|DERE
OG0004567	LOC4815711|XP_001355551.1|DPSE	LOC6551739|XP_015010580.1|DERE
OG0004568	LOC4815534|XP_001355429.4|DPSE	LOC6555638|XP_001982521.1|DERE
OG0004569	LOC4802738|XP_001359601.3|DPSE	LOC6552149|XP_015009508.1|DERE
OG0004570	LOC4803819|XP_001360474.3|DPSE	LOC6548646|XP_001975386.1|DERE
OG0004571	LOC4814237|XP_001354365.1|DPSE	LOC6550163|XP_001977673.1|DERE
OG0004572	LOC4817577|XP_001356982.2|DPSE	LOC6540656|XP_001968671.1|DERE
OG0004573	LOC4801428|XP_015037248.2|DPSE	LOC6551793|XP_001979618.1|DERE
OG0004574	LOC6901462|XP_015041718.2|DPSE	LOC6551171|XP_001977046.1|DERE
OG0004575	LOC4814746|XP_001354844.3|DPSE	LOC6551172|XP_001977047.1|DERE
OG0004576	LOC4801816|XP_001358849.1|DPSE	LOC6552911|XP_026837155.1|DERE
OG0004577	LOC4802010|XP_001359015.1|DPSE	LOC6553427|XP_001980237.1|DERE
OG0004578	LOC4814894|XP_001354708.2|DPSE	LOC6551695|XP_026838736.1|DERE
OG0004579	LOC6903014|XP_033236468.1|DPSE	LOC6542619|XP_015015157.1|DERE
OG0004580	LOC6897130|XP_002137311.1|DPSE	LOC6553586|XP_001980282.1|DERE
OG0004581	LOC4801524|XP_001358600.1|DPSE	LOC6553035|XP_001980040.3|DERE
OG0004582	LOC4800323|XP_001357586.4|DPSE	LOC6554965|XP_001981137.3|DERE
OG0004583	LOC6901210|XP_033240662.1|DPSE	LOC6549743|XP_001977346.1|DERE
OG0004584	LOC4805232|XP_001361669.3|DPSE	LOC6549107|XP_001975572.1|DERE
OG0004585	LOC4800261|XP_015038545.1|DPSE	LOC6554473|XP_001981286.1|DERE
OG0004586	LOC4814562|XP_001354908.3|DPSE	LOC6551197|XP_001976929.1|DERE
OG0004587	LOC4800346|XP_001357567.3|DPSE	LOC6554809|XP_026839707.1|DERE
OG0004588	LOC4800348|XP_001357565.1|DPSE	LOC6554864|XP_026839724.1|DERE
OG0004589	LOC4815852|XP_033240883.1|DPSE	LOC6549696|XP_026837616.1|DERE
OG0004590	LOC4800996|XP_033233142.1|DPSE	LOC6554552|XP_015009075.1|DERE
OG0004591	LOC4800998|XP_001358173.3|DPSE	LOC6554556|XP_001981316.1|DERE
OG0004592	LOC4814877|XP_001354823.2|DPSE	LOC6550581|XP_001978182.1|DERE
OG0004593	LOC4815024|XP_001354805.2|DPSE	LOC6551356|XP_001977059.1|DERE
OG0004594	LOC4814196|XP_015042390.2|DPSE	LOC6549688|XP_026838242.1|DERE
OG0004595	LOC4814720|XP_001355202.1|DPSE	LOC6550800|XP_026837610.1|DERE
OG0004596	LOC4814683|XP_001354786.3|DPSE	LOC6555672|XP_001982390.1|DERE
OG0004597	LOC4815221|XP_001355183.2|DPSE	LOC6550165|XP_001977603.1|DERE
OG0004598	LOC4812678|XP_001353062.1|DPSE	LOC6544215|XP_001973031.1|DERE
OG0004599	LOC4816829|XP_001356697.2|DPSE	LOC6541806|XP_001968580.2|DERE
OG0004600	LOC4815575|XP_001355335.1|DPSE	LOC6551321|XP_001977086.1|DERE
OG0004601	LOC4815816|XP_033239164.1|DPSE	LOC6551344|XP_001977078.2|DERE
OG0004602	LOC6903640|XP_033238826.1|DPSE	LOC6551593|XP_001977262.2|DERE
OG0004603	LOC4817414|XP_001356420.1|DPSE	LOC6541500|XP_001968192.1|DERE
OG0004604	LOC4814739|XP_001354752.2|DPSE	LOC6549851|XP_001977357.2|DERE
OG0004605	LOC4816002|XP_001355664.4|DPSE	LOC6549804|XP_001977327.2|DERE
OG0004606	LOC4802903|XP_001359730.3|DPSE	LOC6553939|XP_001979490.1|DERE
OG0004607	LOC6902173|XP_033238484.1|DPSE	LOC6550904|XP_026837609.1|DERE
OG0004608	LOC6901538|XP_033238137.1|DPSE	LOC6549992|XP_015011095.1|DERE
OG0004609	LOC4815197|XP_001355067.1|DPSE	LOC6550482|XP_026837403.1|DERE
OG0004610	LOC6896706|XP_033236082.1|DPSE	LOC6555032|XP_001981174.1|DERE
OG0004611	LOC4800386|XP_001357671.2|DPSE	LOC6555349|XP_026839580.1|DERE
OG0004612	LOC4800385|XP_001357670.2|DPSE	LOC6555348|XP_001981198.1|DERE
OG0004613	LOC4801525|XP_001358601.3|DPSE	LOC6553036|XP_026833994.1|DERE
OG0004614	LOC4814214|XP_001354322.3|DPSE	LOC6551029|XP_001978248.1|DERE
OG0004615	LOC6901553|XP_033238223.1|DPSE	LOC6550909|XP_015010975.1|DERE
OG0004616	LOC4814927|XP_001354926.2|DPSE	LOC6549888|XP_001977365.1|DERE
OG0004617	LOC4816935|XP_001356853.1|DPSE	LOC6548265|XP_001974111.1|DERE
OG0004618	LOC4800703|XP_001357928.3|DPSE	LOC6555134|XP_001982249.2|DERE
OG0004619	LOC4801959|XP_001358974.1|DPSE	LOC6555411|XP_001982331.1|DERE
OG0004620	LOC4801011|XP_001358184.2|DPSE	LOC6553803|XP_001979560.2|DERE
OG0004621	LOC4802797|XP_001359642.3|DPSE	LOC6553984|XP_001980499.1|DERE
OG0004622	LOC4801457|XP_015037259.2|DPSE	LOC6551857|XP_015009706.1|DERE
OG0004623	LOC4800505|XP_001357770.3|DPSE	LOC6554540|XP_001981325.1|DERE
OG0004624	LOC4802428|XP_001359352.1|DPSE	LOC6552811|XP_001978942.1|DERE
OG0004625	LOC6899785|XP_033241290.1|DPSE	LOC6550568|XP_026837284.1|DERE
OG0004626	LOC6901154|XP_015041398.2|DPSE	LOC6555726|XP_026838933.1|DERE
OG0004627	LOC6900299|XP_033240304.1|DPSE	LOC6543636|XP_026833988.1|DERE
OG0004628	LOC4816000|XP_001355420.3|DPSE	LOC6555680|XP_001982540.1|DERE
OG0004629	LOC26534253|XP_015038977.1|DPSE	LOC6552774|XP_026835874.1|DERE
OG0004630	LOC4800238|XP_003736225.2|DPSE	LOC6554478|XP_015009077.1|DERE
OG0004631	LOC4801440|XP_001358534.1|DPSE	LOC6551834|XP_001979631.1|DERE
OG0004632	LOC4801437|XP_001358532.5|DPSE	LOC6551835|XP_026834575.1|DERE
OG0004633	LOC4800503|XP_001357769.4|DPSE	LOC6554593|XP_001981328.2|DERE
OG0004634	LOC4800495|XP_001357762.1|DPSE	LOC6554656|XP_026839513.1|DERE
OG0004635	LOC6901052|XP_015042232.2|DPSE	LOC6549777|XP_001977308.2|DERE
OG0004636	LOC4815035|XP_001354697.4|DPSE	LOC6550211|XP_001977722.2|DERE
OG0004637	LOC6901857|XP_033240545.1|DPSE	LOC6555520|XP_026838893.1|DERE
OG0004638	LOC4814891|XP_033237585.1|DPSE	LOC6550466|XP_001977728.3|DERE
OG0004639	LOC6897067|XP_002137251.2|DPSE	LOC6555081|XP_001981597.1|DERE
OG0004640	LOC6897066|XP_033232440.1|DPSE	LOC6555083|XP_001981599.2|DERE
OG0004641	LOC4815471|XP_001355274.4|DPSE	LOC6551071|XP_001978292.1|DERE
OG0004642	LOC6901858|XP_002133396.2|DPSE	LOC6544626|XP_001972201.1|DERE
OG0004643	LOC4802628|XP_001359512.1|DPSE	LOC6552590|XP_015010035.1|DERE
OG0004644	LOC6902118|XP_002133649.1|DPSE	LOC6550389|XP_001977771.1|DERE
OG0004645	LOC4817263|XP_001356423.3|DPSE	LOC6540783|XP_001968186.1|DERE
OG0004646	LOC4800334|XP_001357579.3|DPSE	LOC6554919|XP_026839626.1|DERE
OG0004647	LOC4815230|XP_001355193.4|DPSE	LOC6550719|XP_001978101.1|DERE
OG0004648	LOC4814331|XP_001354391.2|DPSE	LOC6550237|XP_001977688.1|DERE
OG0004649	LOC6902205|XP_002133732.2|DPSE	LOC6550646|XP_001978134.3|DERE
OG0004650	LOC4817428|XP_001356791.3|DPSE	LOC6541148|XP_001969861.1|DERE
OG0004651	LOC13036333|XP_003736279.3|DPSE	LOC6552239|XP_001979751.3|DERE
OG0004652	LOC6897046|XP_002137231.2|DPSE	LOC6554176|XP_026832615.1|DERE
OG0004653	LOC4812902|XP_001353578.3|DPSE	LOC6543692|XP_001973703.1|DERE
OG0004654	LOC4816917|XP_001356638.2|DPSE	LOC6541180|XP_001968370.2|DERE
OG0004655	LOC4801687|XP_033239968.1|DPSE	LOC6555306|XP_026839755.1|DERE
OG0004656	LOC4814235|XP_001354355.2|DPSE	LOC6550119|XP_001977656.1|DERE
OG0004657	LOC4803294|XP_001360058.3|DPSE	LOC6553563|XP_001979343.1|DERE
