Orthogroup	DPSE.longest_only	SLEB.longest_only
OG0004964	LOC4813008|XP_033238271.1|DPSE	LOC115623234|XP_030373343.1|SLEB
OG0004965	LOC4812254|XP_001352691.2|DPSE	LOC115622930|XP_030372918.1|SLEB
OG0004966	LOC4812535|XP_001352692.1|DPSE	LOC115623278|XP_030373420.1|SLEB
OG0004967	LOC4803423|XP_033234252.1|DPSE	LOC115633851|XP_030387202.1|SLEB
OG0004968	LOC4812339|XP_001352634.2|DPSE	LOC115624652|XP_030375292.1|SLEB
OG0004969	LOC4805665|XP_001362026.1|DPSE	LOC115634209|XP_030387661.1|SLEB
OG0004970	LOC4812628|XP_001352633.3|DPSE	LOC115632640|XP_030385730.1|SLEB
OG0004971	LOC4812262|XP_001352631.1|DPSE	LOC115632164|XP_030385051.1|SLEB
OG0004972	LOC26532415|XP_015043765.1|DPSE	LOC115622906|XP_030372889.1|SLEB
OG0004973	LOC4812421|XP_001352493.2|DPSE	LOC115633118|XP_030386367.1|SLEB
OG0004974	LOC6900438|XP_002134829.2|DPSE	LOC115632605|XP_030385692.1|SLEB
OG0004975	LOC4811985|XP_001352601.1|DPSE	LOC115624990|XP_030375718.1|SLEB
OG0004976	LOC4812227|XP_033239295.1|DPSE	LOC115628343|XP_030380267.1|SLEB
OG0004977	LOC4804528|XP_001361076.2|DPSE	LOC115620170|XP_030369161.1|SLEB
OG0004978	LOC4804815|XP_001361317.3|DPSE	LOC115623560|XP_030373820.1|SLEB
OG0004979	LOC4813930|XP_001354092.2|DPSE	LOC115622514|XP_030372328.1|SLEB
OG0004980	LOC4813624|XP_033239975.1|DPSE	LOC115622844|XP_030372785.1|SLEB
OG0004981	LOC4811877|XP_001352926.2|DPSE	LOC115633670|XP_030386975.1|SLEB
OG0004982	LOC4812423|XP_001352929.3|DPSE	LOC115633824|XP_030387171.1|SLEB
OG0004983	LOC4812800|XP_033240781.1|DPSE	LOC115632288|XP_030385241.1|SLEB
OG0004984	LOC4811898|XP_001352850.4|DPSE	LOC115622800|XP_030372725.1|SLEB
OG0004985	LOC6900117|XP_015043830.2|DPSE	LOC115628369|XP_030380305.1|SLEB
OG0004986	LOC4813864|XP_001353965.3|DPSE	LOC115622315|XP_030372081.1|SLEB
OG0004987	LOC4812304|XP_033240842.1|DPSE	LOC115632953|XP_030386110.1|SLEB
OG0004988	LOC4812497|XP_015043833.2|DPSE	LOC115628250|XP_030380126.1|SLEB
OG0004989	LOC4812021|XP_033238674.1|DPSE	LOC115632449|XP_030385459.1|SLEB
OG0004990	LOC6898473|XP_002138515.1|DPSE	LOC115634248|XP_030387702.1|SLEB
OG0004991	LOC4803376|XP_001360095.2|DPSE	LOC115634751|XP_030388501.1|SLEB
OG0004992	LOC4803377|XP_001360094.1|DPSE	LOC115634752|XP_030388503.1|SLEB
OG0004993	LOC4813794|XP_001353356.3|DPSE	LOC115632746|XP_030385854.1|SLEB
OG0004994	LOC4812583|XP_033237413.1|DPSE	LOC115628405|XP_030380354.1|SLEB
OG0004995	LOC4812757|XP_033237527.1|DPSE	LOC115632732|XP_030385838.1|SLEB
OG0004996	LOC4814039|XP_001354163.3|DPSE	LOC115632332|XP_030385297.1|SLEB
OG0004997	LOC4805633|XP_001362003.1|DPSE	LOC115624930|XP_030375644.1|SLEB
OG0004998	LOC4804851|XP_001361344.3|DPSE	LOC115634227|XP_030387678.1|SLEB
OG0004999	LOC4814121|XP_001354280.2|DPSE	LOC115622896|XP_030372872.1|SLEB
OG0005000	LOC4805335|XP_033233870.1|DPSE	LOC115622262|XP_030372027.1|SLEB
OG0005001	LOC4814077|XP_033237853.1|DPSE	LOC115623045|XP_030373081.1|SLEB
OG0005002	LOC4802621|XP_001359506.1|DPSE	LOC115623966|XP_030374394.1|SLEB
OG0005003	LOC4814171|XP_001354206.1|DPSE	LOC115633139|XP_030386406.1|SLEB
OG0005004	LOC4813995|XP_001354184.2|DPSE	LOC115622566|XP_030372398.1|SLEB
OG0005005	LOC6900243|XP_002135572.1|DPSE	LOC115634528|XP_030388194.1|SLEB
OG0005006	LOC6899939|XP_015043574.1|DPSE, LOC6899586|XP_033239509.1|DPSE	LOC115632177|XP_030385069.1|SLEB
OG0005007	LOC6900507|XP_002134896.3|DPSE	LOC115632705|XP_030385803.1|SLEB
OG0005008	LOC4813311|XP_033241079.1|DPSE	LOC115622417|XP_030372210.1|SLEB
OG0005009	LOC4812916|XP_001353791.1|DPSE	LOC115628541|XP_030380562.1|SLEB
OG0005010	LOC4812179|XP_001352781.3|DPSE	LOC115624360|XP_030374927.1|SLEB
OG0005011	LOC4804297|XP_001360877.4|DPSE	LOC115634583|XP_030388276.1|SLEB
OG0005012	LOC4813584|XP_001353211.3|DPSE	LOC115622677|XP_030372554.1|SLEB
OG0005013	LOC4803027|XP_001359829.2|DPSE	LOC115625382|XP_030376278.1|SLEB
OG0005014	LOC4813140|XP_001353716.1|DPSE	LOC115632527|XP_030385584.1|SLEB
OG0005015	LOC4813403|XP_033240328.1|DPSE	LOC115622693|XP_030372579.1|SLEB
OG0005016	LOC6900119|XP_015043844.2|DPSE	LOC115622379|XP_030372162.1|SLEB
OG0005017	LOC6900888|XP_033239298.1|DPSE	LOC115623282|XP_030373424.1|SLEB
OG0005018	LOC4814138|XP_001354244.2|DPSE	LOC115628245|XP_030380121.1|SLEB
OG0005019	LOC4812413|XP_001352531.1|DPSE	LOC115632101|XP_030384942.1|SLEB
OG0005020	LOC4804710|XP_001361228.2|DPSE	LOC115633635|XP_030386933.1|SLEB
OG0005021	LOC6903321|XP_002132509.2|DPSE	LOC115631703|XP_030384389.1|SLEB
OG0005022	LOC4813511|XP_001353724.2|DPSE	LOC115628289|XP_030380196.1|SLEB
OG0005023	LOC4804367|XP_033234428.1|DPSE	LOC115626651|XP_030377919.1|SLEB
OG0005024	LOC4812464|XP_033238518.1|DPSE	LOC115628408|XP_030380357.1|SLEB
OG0005025	LOC4814188|XP_001354314.4|DPSE	LOC115622915|XP_030372899.1|SLEB
OG0005026	LOC4814168|XP_001354262.1|DPSE	LOC115622161|XP_030371890.1|SLEB
OG0005027	LOC4812011|XP_015043557.2|DPSE	LOC115628247|XP_030380122.1|SLEB
OG0005028	LOC4800841|XP_001358044.3|DPSE	LOC115620749|XP_030370004.1|SLEB
OG0005029	LOC4813330|XP_033237987.1|DPSE	LOC115632333|XP_030385298.1|SLEB
OG0005030	LOC4812494|XP_001352507.2|DPSE	LOC115620523|XP_030369649.1|SLEB
OG0005031	LOC4812933|XP_033238287.1|DPSE	LOC115632247|XP_030385168.1|SLEB
OG0005032	LOC4813786|XP_001354067.2|DPSE	LOC115623240|XP_030373358.1|SLEB
OG0005033	LOC6900658|XP_033239599.1|DPSE	LOC115622332|XP_030372102.1|SLEB
OG0005034	LOC4812852|XP_001353738.3|DPSE	LOC115622328|XP_030372097.1|SLEB
OG0005035	LOC4812935|XP_001354063.4|DPSE	LOC115623241|XP_030373359.1|SLEB
OG0005036	LOC4814062|XP_001354292.1|DPSE	LOC115622248|XP_030372006.1|SLEB
OG0005037	LOC4814145|XP_015042474.1|DPSE	LOC115633033|XP_030386237.1|SLEB
OG0005038	LOC4812076|XP_015043924.2|DPSE	LOC115632253|XP_030385181.1|SLEB
OG0005039	LOC4817586|XP_001356989.2|DPSE	LOC115630660|XP_030383162.1|SLEB
OG0005040	LOC6900879|XP_033239651.1|DPSE	LOC115623256|XP_030373386.1|SLEB
OG0005041	LOC4812419|XP_001352725.2|DPSE	LOC115632856|XP_030385976.1|SLEB
OG0005042	LOC4814043|XP_001354144.2|DPSE	LOC115622612|XP_030372473.1|SLEB
OG0005043	LOC4805520|XP_001361910.3|DPSE	LOC115634669|XP_030388389.1|SLEB
OG0005044	LOC4805518|XP_001361908.2|DPSE	LOC115634667|XP_030388386.1|SLEB
OG0005045	LOC4805516|XP_033233790.1|DPSE	LOC115633441|XP_030386759.1|SLEB
OG0005046	LOC4804818|XP_001361320.3|DPSE	LOC115628892|XP_030381014.1|SLEB
OG0005047	LOC4813603|XP_001353406.1|DPSE	LOC115624738|XP_030375424.1|SLEB
OG0005048	LOC6900483|XP_002134873.1|DPSE	LOC115624616|XP_030375227.1|SLEB
OG0005049	LOC4813086|XP_015043459.2|DPSE	LOC115622500|XP_030372307.1|SLEB
OG0005050	LOC4803378|XP_033233889.1|DPSE	LOC115625823|XP_030376877.1|SLEB
OG0005051	LOC4813796|XP_001354073.2|DPSE	LOC115622834|XP_030372773.1|SLEB
OG0005052	LOC4813802|XP_001354075.2|DPSE	LOC115622832|XP_030372771.1|SLEB
OG0005053	LOC4817364|XP_001356365.2|DPSE	LOC115625822|XP_030376873.1|SLEB
OG0005054	LOC4813974|XP_001354131.4|DPSE	LOC115624670|XP_030375323.1|SLEB
OG0005055	LOC4815040|XP_001354903.4|DPSE	LOC115629558|XP_030381909.1|SLEB
OG0005056	LOC4804861|XP_033234381.1|DPSE	LOC115629596|XP_030381985.1|SLEB
OG0005057	LOC4812896|XP_015042655.2|DPSE	LOC115628243|XP_030380116.1|SLEB
OG0005058	LOC4813588|XP_033239753.1|DPSE	LOC115622987|XP_030373002.1|SLEB
OG0005059	LOC4805298|XP_001361720.3|DPSE	LOC115633213|XP_030386498.1|SLEB
OG0005060	LOC4805299|XP_033233556.1|DPSE	LOC115626401|XP_030377627.1|SLEB
OG0005061	LOC4817836|XP_001357288.2|DPSE	LOC115625906|XP_030376997.1|SLEB
OG0005062	LOC4803524|XP_015039145.1|DPSE	LOC115625029|XP_030375737.1|SLEB
OG0005063	LOC6898025|XP_002138114.1|DPSE	LOC115633802|XP_030387144.1|SLEB
OG0005064	LOC4813543|XP_001353263.1|DPSE	LOC115622957|XP_030372956.1|SLEB
OG0005065	LOC4804909|XP_001361394.4|DPSE	LOC115631957|XP_030384679.1|SLEB
OG0005066	LOC4803783|XP_015039361.1|DPSE	LOC115633703|XP_030387023.1|SLEB
OG0005067	LOC4805215|XP_033234098.1|DPSE	LOC115622066|XP_030371789.1|SLEB
OG0005068	LOC4813448|XP_001353971.1|DPSE	LOC115622636|XP_030372504.1|SLEB
OG0005069	LOC4804023|XP_001360653.2|DPSE	LOC115622736|XP_030372640.1|SLEB
OG0005070	LOC4804288|XP_001360869.4|DPSE	LOC115623727|XP_030374084.1|SLEB
OG0005071	LOC4812780|XP_001353901.1|DPSE	LOC115622745|XP_030372653.1|SLEB
OG0005072	LOC4815419|XP_001355450.1|DPSE	LOC115627758|XP_030379403.1|SLEB
OG0005073	LOC4804782|XP_001361291.2|DPSE	LOC115633633|XP_030386931.1|SLEB
OG0005074	LOC6900206|XP_015043940.2|DPSE	LOC115632475|XP_030385507.1|SLEB
OG0005075	LOC4805714|XP_001362069.1|DPSE	LOC115633655|XP_030386960.1|SLEB
OG0005076	LOC6899083|XP_002139000.1|DPSE	LOC115629759|XP_030382168.1|SLEB
OG0005078	LOC4812147|XP_001352869.3|DPSE	LOC115632733|XP_030385839.1|SLEB
OG0005079	LOC4803560|XP_033234187.1|DPSE	LOC115631545|XP_030384194.1|SLEB
OG0005080	LOC4811973|XP_001352730.3|DPSE	LOC115632408|XP_030385403.1|SLEB
OG0005081	LOC6898096|XP_002138178.2|DPSE	LOC115621269|XP_030370733.1|SLEB
OG0005082	LOC6900494|XP_002134884.1|DPSE	LOC115633781|XP_030387118.1|SLEB
OG0005083	LOC6901215|XP_002133916.1|DPSE	LOC115627234|XP_030378716.1|SLEB
OG0005084	LOC4813614|XP_033240614.1|DPSE	LOC115623052|XP_030373091.1|SLEB
OG0005085	LOC4813851|XP_001353945.1|DPSE	LOC115623048|XP_030373087.1|SLEB
OG0005086	LOC4804927|XP_001361410.2|DPSE	LOC115619998|XP_030368947.1|SLEB
OG0005087	LOC4813147|XP_015043252.2|DPSE	LOC115622893|XP_030372864.1|SLEB
OG0005088	LOC4805648|XP_033234683.1|DPSE	LOC115624548|XP_030375135.1|SLEB
OG0005089	LOC4805646|XP_001362013.2|DPSE	LOC115624538|XP_030375125.1|SLEB
OG0005090	LOC4803661|XP_001360344.1|DPSE	LOC115629424|XP_030381739.1|SLEB
OG0005091	LOC4804764|XP_033233241.1|DPSE	LOC115632048|XP_030384885.1|SLEB
OG0005092	LOC4813575|XP_001353256.2|DPSE	LOC115628332|XP_030380253.1|SLEB
OG0005093	LOC4813411|XP_015042974.2|DPSE	LOC115622478|XP_030372282.1|SLEB
OG0005094	LOC4812116|XP_033241394.1|DPSE	LOC115632185|XP_030385080.1|SLEB
OG0005095	LOC4803545|XP_001360254.3|DPSE	LOC115621541|XP_030371070.1|SLEB
OG0005096	LOC4816353|XP_001356155.4|DPSE	LOC115629054|XP_030381224.1|SLEB
OG0005097	LOC4805288|XP_001361710.1|DPSE	LOC115628609|XP_030380656.1|SLEB
OG0005098	LOC6898968|XP_033235080.1|DPSE	LOC115631127|XP_030383665.1|SLEB
OG0005099	LOC4804693|XP_001361212.2|DPSE	LOC115633906|XP_030387275.1|SLEB
OG0005100	LOC4804692|XP_001361211.2|DPSE	LOC115625598|XP_030376583.1|SLEB
OG0005101	LOC4803063|XP_001359864.2|DPSE	LOC115623496|XP_030373733.1|SLEB
OG0005102	LOC4805515|XP_033233770.1|DPSE	LOC115634690|XP_030388415.1|SLEB
OG0005103	LOC4804286|XP_001360867.2|DPSE	LOC115620967|XP_030370351.1|SLEB
OG0005104	LOC4818065|XP_001357421.2|DPSE	LOC115628556|XP_030380578.1|SLEB
OG0005105	LOC4813439|XP_001353803.2|DPSE	LOC115632707|XP_030385808.1|SLEB
OG0005106	LOC6900092|XP_033238033.1|DPSE	LOC115623213|XP_030373312.1|SLEB
OG0005107	LOC6900514|XP_002134903.3|DPSE	LOC115632456|XP_030385472.1|SLEB
OG0005108	LOC4805344|XP_001361759.2|DPSE	LOC115634287|XP_030387801.1|SLEB
OG0005109	LOC4814210|XP_001354318.3|DPSE	LOC115627488|XP_030379031.1|SLEB
OG0005110	LOC4812353|XP_001352594.4|DPSE	LOC115633102|XP_030386343.1|SLEB
OG0005111	LOC6900729|XP_015043224.2|DPSE	LOC115632486|XP_030385523.1|SLEB
OG0005112	LOC4812549|XP_001352459.3|DPSE	LOC115624667|XP_030375320.1|SLEB
OG0005113	LOC4813484|XP_001353859.2|DPSE	LOC115632539|XP_030385606.1|SLEB
OG0005114	LOC4813837|XP_001354034.3|DPSE	LOC115622722|XP_030372623.1|SLEB
OG0005115	LOC4816458|XP_001355941.3|DPSE	LOC115630559|XP_030383032.1|SLEB
OG0005116	LOC4812162|XP_001352828.3|DPSE	LOC115632479|XP_030385513.1|SLEB
OG0005117	LOC4815260|XP_001354741.2|DPSE	LOC115629103|XP_030381284.1|SLEB
OG0005118	LOC4816893|XP_001356338.1|DPSE	LOC115625693|XP_030376693.1|SLEB
OG0005119	LOC4803359|XP_033235006.1|DPSE	LOC115631427|XP_030384109.1|SLEB
OG0005120	LOC4813593|XP_001353556.2|DPSE	LOC115622963|XP_030372971.1|SLEB
OG0005121	LOC4812153|XP_033239701.1|DPSE	LOC115633972|XP_030387356.1|SLEB
OG0005122	LOC4813070|XP_001353585.1|DPSE	LOC115622648|XP_030372519.1|SLEB
OG0005123	LOC4813704|XP_001353996.1|DPSE	LOC115625412|XP_030376315.1|SLEB
OG0005124	LOC4812252|XP_033238424.1|DPSE	LOC115632275|XP_030385218.1|SLEB
OG0005125	LOC4812251|XP_033238077.1|DPSE	LOC115633171|XP_030386443.1|SLEB
OG0005126	LOC4813946|XP_001354106.1|DPSE	LOC115622880|XP_030372833.1|SLEB
OG0005127	LOC4813701|XP_033237365.1|DPSE	LOC115622145|XP_030371869.1|SLEB
OG0005128	LOC4804043|XP_033233794.1|DPSE	LOC115626184|XP_030377360.1|SLEB
OG0005129	LOC4812443|XP_015044062.1|DPSE	LOC115624825|XP_030375535.1|SLEB
OG0005130	LOC4811990|XP_001353011.2|DPSE	LOC115634506|XP_030388132.1|SLEB
OG0005131	LOC6900390|XP_033238574.1|DPSE	LOC115628258|XP_030380136.1|SLEB
OG0005132	LOC4813062|XP_001353652.1|DPSE	LOC115623179|XP_030373259.1|SLEB
OG0005133	LOC4812478|XP_033239821.1|DPSE	LOC115628344|XP_030380269.1|SLEB
OG0005134	LOC4813883|XP_033239844.1|DPSE	LOC115632396|XP_030385386.1|SLEB
OG0005135	LOC4813721|XP_001353563.1|DPSE	LOC115622716|XP_030372614.1|SLEB
OG0005136	LOC6900554|XP_002134937.2|DPSE	LOC115622784|XP_030372701.1|SLEB
OG0005137	LOC4801241|XP_001358364.3|DPSE	LOC115621264|XP_030370723.1|SLEB
OG0005138	LOC4812974|XP_001353739.1|DPSE	LOC115622854|XP_030372797.1|SLEB
OG0005139	LOC4812864|XP_015043213.2|DPSE	LOC115632739|XP_030385846.1|SLEB
OG0005140	LOC4816344|XP_001355946.2|DPSE	LOC115630928|XP_030383354.1|SLEB
OG0005141	LOC4805356|XP_004444478.3|DPSE	LOC115623622|XP_030373916.1|SLEB
OG0005142	LOC4812723|XP_001353102.3|DPSE	LOC115622229|XP_030371986.1|SLEB
OG0005143	LOC4812728|XP_033238399.1|DPSE	LOC115633061|XP_030386275.1|SLEB
OG0005144	LOC4812727|XP_001353106.3|DPSE	LOC115633026|XP_030386209.1|SLEB
OG0005145	LOC4812725|XP_001353104.1|DPSE	LOC115632315|XP_030385276.1|SLEB
OG0005146	LOC6900881|XP_002135238.3|DPSE	LOC115622513|XP_030372327.1|SLEB
OG0005147	LOC4813927|XP_001354089.3|DPSE	LOC115622953|XP_030372953.1|SLEB
OG0005148	LOC4814157|XP_001354303.1|DPSE	LOC115622471|XP_030372275.1|SLEB
OG0005149	LOC15382871|XP_004444269.3|DPSE	LOC115629056|XP_030381233.1|SLEB
OG0005150	LOC4812455|XP_001352566.2|DPSE	LOC115632329|XP_030385292.1|SLEB
OG0005151	LOC4812675|XP_001353059.1|DPSE	LOC115624543|XP_030375129.1|SLEB
OG0005152	LOC4812671|XP_001353055.1|DPSE	LOC115624598|XP_030375198.1|SLEB
OG0005153	LOC4812669|XP_001353053.3|DPSE	LOC115624587|XP_030375185.1|SLEB
OG0005154	LOC4812667|XP_001353051.4|DPSE	LOC115628254|XP_030380133.1|SLEB
OG0005155	LOC4814113|XP_001354246.3|DPSE	LOC115628307|XP_030380217.1|SLEB
OG0005156	LOC4802249|XP_001359208.2|DPSE	LOC115624009|XP_030374442.1|SLEB
OG0005157	LOC4805214|XP_033234665.1|DPSE	LOC115634649|XP_030388365.1|SLEB
OG0005158	LOC4814167|XP_001354219.3|DPSE	LOC115633070|XP_030386300.1|SLEB
OG0005159	LOC4812080|XP_001352589.2|DPSE	LOC115632444|XP_030385450.1|SLEB
OG0005160	LOC4813719|XP_001353448.1|DPSE	LOC115632818|XP_030385930.1|SLEB
OG0005161	LOC4804326|XP_001360903.4|DPSE	LOC115627574|XP_030379159.1|SLEB
OG0005162	LOC4815250|XP_001354751.3|DPSE	LOC115633234|XP_030386488.1|SLEB
OG0005163	LOC4811988|XP_001352750.1|DPSE	LOC115622932|XP_030372920.1|SLEB
OG0005164	LOC4812985|XP_001353364.2|DPSE	LOC115632273|XP_030385213.1|SLEB
OG0005165	LOC4805583|XP_001361964.3|DPSE	LOC115624509|XP_030375081.1|SLEB
OG0005166	LOC4802478|XP_001359393.2|DPSE	LOC115624291|XP_030374776.1|SLEB
OG0005167	LOC4802479|XP_001359394.2|DPSE	LOC115624295|XP_030374779.1|SLEB
OG0005168	LOC4812479|XP_001352438.2|DPSE	LOC115632090|XP_030384925.1|SLEB
OG0005169	LOC4812912|XP_001353655.3|DPSE	LOC115622495|XP_030372301.1|SLEB
OG0005170	LOC4813307|XP_001353656.1|DPSE	LOC115622165|XP_030371896.1|SLEB
OG0005171	LOC4813252|XP_001353657.2|DPSE	LOC115623247|XP_030373370.1|SLEB
OG0005172	LOC4805716|XP_033233667.1|DPSE	LOC115628232|XP_030380100.1|SLEB
OG0005173	LOC4803443|XP_001360168.3|DPSE	LOC115633253|XP_030386518.1|SLEB
OG0005174	LOC4804470|XP_001361028.1|DPSE	LOC115633668|XP_030386972.1|SLEB
OG0005175	LOC4804487|XP_001361043.2|DPSE	LOC115624686|XP_030375353.1|SLEB
OG0005176	LOC4803756|XP_001360420.2|DPSE	LOC115634045|XP_030387448.1|SLEB
OG0005177	LOC4804484|XP_001361040.3|DPSE	LOC115629827|XP_030382266.1|SLEB
OG0005178	LOC4813556|XP_001353814.1|DPSE	LOC115632323|XP_030385288.1|SLEB
OG0005179	LOC4812734|XP_015044162.1|DPSE	LOC115632413|XP_030385412.1|SLEB
OG0005180	LOC4812135|XP_015043824.2|DPSE	LOC115628396|XP_030380344.1|SLEB
OG0005181	LOC4815265|XP_001355066.1|DPSE	LOC115627775|XP_030379441.1|SLEB
OG0005182	LOC4805182|XP_015040475.2|DPSE	LOC115634306|XP_030387821.1|SLEB
OG0005183	LOC4805339|XP_001361755.1|DPSE	LOC115634779|XP_030388534.1|SLEB
OG0005184	LOC4805342|XP_033233867.1|DPSE	LOC115624993|XP_030375729.1|SLEB
OG0005185	LOC4804509|XP_001361061.3|DPSE	LOC115633894|XP_030387259.1|SLEB
OG0005186	LOC6898783|XP_033233562.1|DPSE	LOC115634834|XP_030388615.1|SLEB
OG0005187	LOC6898088|XP_033234963.1|DPSE	LOC115634370|XP_030387894.1|SLEB
OG0005188	LOC4804817|XP_001361319.3|DPSE	LOC115633552|XP_030386869.1|SLEB
OG0005189	LOC4814935|XP_015041903.1|DPSE	LOC115627519|XP_030379079.1|SLEB
OG0005190	LOC4812123|XP_001352515.3|DPSE	LOC115632360|XP_030385337.1|SLEB
OG0005191	LOC4802559|XP_001359456.1|DPSE	LOC115623611|XP_030373888.1|SLEB
OG0005192	LOC4804102|XP_033234650.1|DPSE	LOC115632258|XP_030385195.1|SLEB
OG0005193	LOC4804512|XP_033233569.1|DPSE	LOC115633740|XP_030387073.1|SLEB
OG0005194	LOC4804434|XP_001360998.1|DPSE	LOC115628088|XP_030379928.1|SLEB
OG0005195	LOC4804899|XP_001361385.2|DPSE	LOC115620893|XP_030370240.1|SLEB
OG0005196	LOC4813426|XP_001353327.4|DPSE	LOC115632795|XP_030385907.1|SLEB
OG0005197	LOC4804332|XP_001360908.3|DPSE	LOC115633672|XP_030386978.1|SLEB
OG0005198	LOC4813917|XP_001353414.3|DPSE	LOC115624636|XP_030375257.1|SLEB
OG0005199	LOC4804870|XP_001361359.2|DPSE	LOC115627790|XP_030379474.1|SLEB
OG0005200	LOC6898295|XP_002138357.1|DPSE	LOC115630337|XP_030382734.1|SLEB
OG0005201	LOC4803567|XP_033234437.1|DPSE	LOC115634786|XP_030388553.1|SLEB
OG0005202	LOC4804133|XP_001360739.3|DPSE	LOC115632876|XP_030386014.1|SLEB
OG0005203	LOC4805489|XP_001361884.4|DPSE, LOC6898403|XP_002138449.3|DPSE	LOC115634622|XP_030388333.1|SLEB
OG0005204	LOC4818011|XP_001357405.4|DPSE	LOC115628989|XP_030381130.1|SLEB
OG0005205	LOC4817480|XP_015036151.2|DPSE	LOC115631034|XP_030383517.1|SLEB
OG0005206	LOC4804553|XP_001361096.1|DPSE	LOC115634727|XP_030388471.1|SLEB
OG0005207	LOC6898780|XP_004444392.3|DPSE	LOC115633790|XP_030387127.1|SLEB
OG0005208	LOC4804709|XP_001361227.2|DPSE	LOC115633827|XP_030387175.1|SLEB
OG0005209	LOC4818137|XP_001357355.3|DPSE	LOC115626637|XP_030377907.1|SLEB
OG0005210	LOC4817839|XP_001357356.3|DPSE	LOC115626356|XP_030377567.1|SLEB
OG0005211	LOC4811905|XP_015043954.2|DPSE	LOC115624687|XP_030375349.1|SLEB
OG0005212	LOC6903448|XP_015035393.2|DPSE	LOC115633797|XP_030387136.1|SLEB
OG0005213	LOC4816084|XP_001355255.1|DPSE	LOC115633361|XP_030386662.1|SLEB
OG0005214	LOC4816559|XP_001355927.4|DPSE	LOC115631978|XP_030384738.1|SLEB
OG0005215	LOC4817318|XP_033235178.1|DPSE	LOC115631005|XP_030383464.1|SLEB
OG0005216	LOC4816347|XP_001356266.1|DPSE	LOC115625762|XP_030376783.1|SLEB
OG0005217	LOC4817959|XP_001357420.3|DPSE	LOC115629078|XP_030381253.1|SLEB
OG0005218	LOC4816174|XP_015036963.2|DPSE	LOC115626257|XP_030377422.1|SLEB
OG0005219	LOC4804582|XP_001361120.2|DPSE	LOC115622318|XP_030372088.1|SLEB
OG0005220	LOC4813309|XP_001353576.3|DPSE	LOC115632376|XP_030385357.1|SLEB
OG0005221	LOC4816215|XP_001355840.4|DPSE	LOC115626397|XP_030377620.1|SLEB
OG0005222	LOC4817704|XP_033235806.1|DPSE	LOC115630505|XP_030382956.1|SLEB
OG0005223	LOC4818046|XP_001357336.2|DPSE	LOC115625803|XP_030376841.1|SLEB
OG0005224	LOC4816208|XP_033236630.1|DPSE	LOC115628457|XP_030380435.1|SLEB
OG0005225	LOC4816519|XP_001356143.3|DPSE	LOC115626158|XP_030377292.1|SLEB
OG0005226	LOC4817083|XP_033235356.1|DPSE	LOC115631202|XP_030383756.1|SLEB
OG0005227	LOC4817782|XP_001357129.1|DPSE	LOC115631599|XP_030384261.1|SLEB
OG0005228	LOC4817715|XP_001357128.1|DPSE	LOC115631654|XP_030384326.1|SLEB
OG0005229	LOC4817026|XP_015036129.2|DPSE	LOC115631557|XP_030384204.1|SLEB
OG0005230	LOC4817011|XP_001356786.3|DPSE	LOC115631109|XP_030383628.1|SLEB
OG0005231	LOC4817791|XP_001357094.2|DPSE	LOC115628552|XP_030380574.1|SLEB
OG0005232	LOC4816533|XP_033236853.1|DPSE	LOC115626339|XP_030377545.1|SLEB
OG0005233	LOC4818155|XP_001357361.2|DPSE	LOC115626384|XP_030377603.1|SLEB
OG0005234	LOC4816276|XP_001356260.4|DPSE	LOC115625746|XP_030376761.1|SLEB
OG0005235	LOC4817293|XP_001356904.3|DPSE	LOC115631204|XP_030383768.1|SLEB
OG0005236	LOC6903169|XP_002132869.3|DPSE	LOC115630664|XP_030383166.1|SLEB
OG0005237	LOC6903170|XP_015036360.2|DPSE	LOC115630662|XP_030383164.1|SLEB
OG0005238	LOC4817588|XP_001356991.2|DPSE	LOC115630709|XP_030383222.1|SLEB
OG0005239	LOC4817052|XP_015036051.2|DPSE	LOC115630995|XP_030383446.1|SLEB
OG0005240	LOC117184007|XP_033235773.1|DPSE	LOC115632014|XP_030384806.1|SLEB
OG0005241	LOC6903177|XP_002132877.2|DPSE	LOC115630568|XP_030383044.1|SLEB
OG0005242	LOC4816694|XP_001356057.1|DPSE	LOC115630406|XP_030382797.1|SLEB
OG0005243	LOC4816860|XP_001356746.4|DPSE	LOC115631959|XP_030384682.1|SLEB
OG0005244	LOC4801354|XP_015037203.2|DPSE	LOC115621377|XP_030370863.1|SLEB
OG0005245	LOC4802251|XP_001359210.2|DPSE	LOC115625262|XP_030376123.1|SLEB
OG0005246	LOC4816796|XP_001356439.4|DPSE	LOC115631245|XP_030383814.1|SLEB
OG0005247	LOC4804549|XP_001361092.3|DPSE	LOC115634723|XP_030388466.1|SLEB
OG0005248	LOC4803091|XP_001359890.5|DPSE	LOC115629644|XP_030382015.1|SLEB
OG0005249	LOC4803175|XP_001359959.2|DPSE	LOC115623544|XP_030373790.1|SLEB
OG0005250	LOC4816424|XP_001356091.4|DPSE	LOC115625764|XP_030376792.1|SLEB
OG0005251	LOC4811839|XP_015044387.2|DPSE	LOC115631422|XP_030384008.1|SLEB
OG0005252	LOC26531963|XP_033235525.1|DPSE	LOC115626150|XP_030377274.1|SLEB
OG0005253	LOC4818191|XP_015035588.1|DPSE	LOC115628492|XP_030380481.1|SLEB
OG0005254	LOC117184208|XP_033236658.1|DPSE	LOC115626078|XP_030377191.1|SLEB
