Orthogroup	DPSE.longest_only	DSUB.longest_only
OG0003589	LOC4805637|XP_001362006.2|DPSE	LOC117890664|XP_034651528.1|DSUB
OG0003590	LOC4813052|XP_001354022.2|DPSE	LOC117894365|XP_034657254.1|DSUB
OG0003591	LOC4813064|XP_015042992.2|DPSE	LOC117892982|XP_034655222.1|DSUB
OG0003592	LOC4813195|XP_001353400.2|DPSE	LOC117894463|XP_034657454.1|DSUB
OG0003593	LOC4812101|XP_033240483.1|DPSE	LOC117894128|XP_034656909.1|DSUB
OG0003594	LOC4811950|XP_001352690.2|DPSE	LOC117893298|XP_034655764.1|DSUB
OG0003595	LOC4804777|XP_001361286.1|DPSE	LOC117890212|XP_034650835.1|DSUB
OG0003596	LOC4803431|XP_001360146.1|DPSE	LOC117891066|XP_034652130.1|DSUB
OG0003597	LOC4803422|XP_001360137.1|DPSE	LOC117892408|XP_034654529.1|DSUB
OG0003598	LOC6900042|XP_002135406.1|DPSE	LOC117894968|XP_034658193.1|DSUB
OG0003599	LOC4816560|XP_001356146.1|DPSE	LOC117902695|XP_034670127.1|DSUB
OG0003600	LOC4813137|XP_015043190.2|DPSE	LOC117895640|XP_034659295.1|DSUB
OG0003601	LOC4804570|XP_015040023.2|DPSE	LOC117891312|XP_034652614.1|DSUB
OG0003602	LOC4804524|XP_033235130.1|DPSE	LOC117891210|XP_034652440.1|DSUB
OG0003603	LOC6900884|XP_002135241.3|DPSE	LOC117895808|XP_034659625.1|DSUB
OG0003604	LOC6902606|XP_002133132.2|DPSE	LOC117900310|XP_034666521.1|DSUB
OG0003605	LOC6897255|XP_002137422.3|DPSE	LOC117898493|XP_034663824.1|DSUB
OG0003606	LOC4804665|XP_001361190.4|DPSE	LOC117890367|XP_034651053.1|DSUB
OG0003607	LOC4805375|XP_001361785.2|DPSE	LOC117890589|XP_034651416.1|DSUB
OG0003608	LOC26534411|XP_015043068.1|DPSE	LOC117893792|XP_034656426.1|DSUB
OG0003609	LOC4804581|XP_001361119.1|DPSE	LOC117891784|XP_034653345.1|DSUB
OG0003610	LOC4813303|XP_001353964.2|DPSE	LOC117893924|XP_034656596.1|DSUB
OG0003611	LOC4814025|XP_033240434.1|DPSE	LOC117893726|XP_034656332.1|DSUB
OG0003612	LOC4804399|XP_001360969.3|DPSE	LOC117891526|XP_034652917.1|DSUB
OG0003613	LOC4804908|XP_001361393.1|DPSE	LOC117890425|XP_034651136.1|DSUB
OG0003614	LOC4804907|XP_001361392.3|DPSE	LOC117890101|XP_034650656.1|DSUB
OG0003615	LOC4804491|XP_001361047.3|DPSE	LOC117891620|XP_034653047.1|DSUB
OG0003616	LOC4805293|XP_001361715.4|DPSE	LOC117891839|XP_034653480.1|DSUB
OG0003617	LOC4805466|XP_004444516.2|DPSE	LOC117890019|XP_034650515.1|DSUB
OG0003618	LOC4805465|XP_033234228.1|DPSE	LOC117890018|XP_034650512.1|DSUB
OG0003619	LOC4805197|XP_001361642.2|DPSE	LOC117891010|XP_034652057.1|DSUB
OG0003620	LOC4804329|XP_001360905.3|DPSE	LOC117892718|XP_034655029.1|DSUB
OG0003621	LOC4814008|XP_001354164.2|DPSE	LOC117895452|XP_034659015.1|DSUB
OG0003622	LOC6900929|XP_015042526.2|DPSE	LOC117895450|XP_034659010.1|DSUB
OG0003623	LOC4804387|XP_001360958.1|DPSE	LOC117890826|XP_034651794.1|DSUB
OG0003624	LOC4804533|XP_001361081.1|DPSE	LOC117891213|XP_034652446.1|DSUB
OG0003625	LOC4804910|XP_001361395.1|DPSE	LOC117890334|XP_034651017.1|DSUB
OG0003626	LOC4804864|XP_001361353.1|DPSE	LOC117891666|XP_034653122.1|DSUB
OG0003627	LOC4803750|XP_001360415.2|DPSE	LOC117892464|XP_034654605.1|DSUB
OG0003628	LOC4805087|XP_015040440.2|DPSE	LOC117892152|XP_034654091.1|DSUB
OG0003629	LOC26532346|XP_033233266.1|DPSE	LOC117891103|XP_034652181.1|DSUB
OG0003630	LOC4804318|XP_001360896.2|DPSE	LOC117892159|XP_034654110.1|DSUB
OG0003631	LOC4812508|XP_001352963.2|DPSE	LOC117893829|XP_034656477.1|DSUB
OG0003632	LOC4814053|XP_001354271.2|DPSE	LOC117894936|XP_034658130.1|DSUB
OG0003633	LOC4805461|XP_001361856.2|DPSE	LOC117892331|XP_034654375.1|DSUB
OG0003634	LOC6900947|XP_033238769.1|DPSE	LOC117894864|XP_034658015.1|DSUB
OG0003635	LOC4812212|XP_001352485.2|DPSE	LOC117893039|XP_034655298.1|DSUB
OG0003636	LOC4804574|XP_001361114.4|DPSE	LOC117889968|XP_034650422.1|DSUB
OG0003637	LOC4804936|XP_001361418.2|DPSE	LOC117889905|XP_034650317.1|DSUB
OG0003638	LOC4813412|XP_001353626.3|DPSE	LOC117894404|XP_034657307.1|DSUB
OG0003639	LOC4817400|XP_001356359.1|DPSE	LOC117900320|XP_034666543.1|DSUB
OG0003640	LOC4804850|XP_015040235.2|DPSE	LOC117889893|XP_034650294.1|DSUB
OG0003641	LOC4803772|XP_001360434.1|DPSE	LOC117892182|XP_034654159.1|DSUB
OG0003642	LOC4804339|XP_033234648.1|DPSE	LOC117892723|XP_034655035.1|DSUB
OG0003643	LOC4804334|XP_001360909.1|DPSE	LOC117892725|XP_034655039.1|DSUB
OG0003644	LOC4804078|XP_015039591.2|DPSE	LOC117891276|XP_034652544.1|DSUB
OG0003645	LOC4812214|XP_001352714.3|DPSE	LOC117893251|XP_034655708.1|DSUB
OG0003646	LOC4814115|XP_001354261.3|DPSE	LOC117895298|XP_034658747.1|DSUB
OG0003647	LOC4814185|XP_001354311.1|DPSE	LOC117895526|XP_034659123.1|DSUB
OG0003648	LOC4816352|XP_001355948.3|DPSE	LOC117902219|XP_034669343.1|DSUB
OG0003649	LOC4802121|XP_033241762.1|DPSE	LOC117898623|XP_034664070.1|DSUB
OG0003650	LOC4816025|XP_001355682.1|DPSE	LOC117902703|XP_034670140.1|DSUB, LOC117897959|XP_034662956.1|DSUB
OG0003651	LOC4800289|XP_001357641.3|DPSE	LOC117898850|XP_034664418.1|DSUB
OG0003652	LOC4812824|XP_001353417.2|DPSE	LOC117894605|XP_034657647.1|DSUB
OG0003653	LOC4813542|XP_015042973.1|DPSE	LOC117894823|XP_034657960.1|DSUB
OG0003654	LOC4811948|XP_001352434.2|DPSE	LOC117893943|XP_034656624.1|DSUB
OG0003655	LOC4816297|XP_001356256.3|DPSE	LOC117900758|XP_034667131.1|DSUB
OG0003656	LOC4813620|XP_001353419.2|DPSE	LOC117893886|XP_034656549.1|DSUB
OG0003657	LOC4813687|XP_001353645.3|DPSE	LOC117893046|XP_034655314.1|DSUB
OG0003658	LOC4802697|XP_001359564.3|DPSE	LOC117897303|XP_034661941.1|DSUB
OG0003659	LOC117184693|XP_033239235.1|DPSE	LOC117894330|XP_034657205.1|DSUB
OG0003660	LOC4812096|XP_033239526.1|DPSE	LOC117893705|XP_034656283.1|DSUB, LOC117895103|XP_034658390.1|DSUB
OG0003661	LOC4814069|XP_001354288.3|DPSE	LOC117894346|XP_034657226.1|DSUB
OG0003662	LOC4813801|XP_001354074.1|DPSE	LOC117893656|XP_034656238.1|DSUB
OG0003663	LOC4812128|XP_033241477.1|DPSE	LOC117895519|XP_034659114.1|DSUB
OG0003664	LOC4812532|XP_033238242.1|DPSE	LOC117895489|XP_034659072.1|DSUB
OG0003665	LOC4804235|XP_001360826.2|DPSE	LOC117892353|XP_034654448.1|DSUB
OG0003666	LOC4803403|XP_015039057.2|DPSE	LOC117890873|XP_034651854.1|DSUB
OG0003667	LOC4812197|XP_015043760.2|DPSE	LOC117895707|XP_034659446.1|DSUB
OG0003668	LOC4811747|XP_033235117.1|DPSE	LOC117890413|XP_034651115.1|DSUB
OG0003669	LOC4805318|XP_001361738.1|DPSE	LOC117891950|XP_034653697.1|DSUB
OG0003670	LOC4805319|XP_001361739.2|DPSE	LOC117891948|XP_034653693.1|DSUB
OG0003671	LOC4804538|XP_033233822.1|DPSE	LOC117889747|XP_034650077.1|DSUB
OG0003672	LOC6897973|XP_002138072.1|DPSE	LOC117899595|XP_034665605.1|DSUB
OG0003673	LOC26532659|XP_033233766.1|DPSE	LOC117890114|XP_034650676.1|DSUB
OG0003674	LOC4805351|XP_001361765.4|DPSE	LOC117890061|XP_034650590.1|DSUB
OG0003675	LOC4804026|XP_001360656.2|DPSE	LOC117891611|XP_034653038.1|DSUB
OG0003676	LOC4804025|XP_015039536.2|DPSE	LOC117891610|XP_034653035.1|DSUB
OG0003677	LOC6897477|XP_015037635.2|DPSE	LOC117898141|XP_034663228.1|DSUB
OG0003678	LOC4813253|XP_033237531.1|DPSE	LOC117892972|XP_034655201.1|DSUB
OG0003679	LOC4813638|XP_001353663.4|DPSE	LOC117894289|XP_034657140.1|DSUB
OG0003680	LOC4805377|XP_001361787.2|DPSE	LOC117890976|XP_034652005.1|DSUB
OG0003681	LOC117183176|XP_001362077.1|DPSE	LOC117891895|XP_034653589.1|DSUB
OG0003682	LOC4800828|XP_001358032.3|DPSE	LOC117898576|XP_034663986.1|DSUB
OG0003683	LOC4804053|XP_015039570.2|DPSE	LOC117891097|XP_034652172.1|DSUB
OG0003684	LOC4812554|XP_001352614.1|DPSE	LOC117895210|XP_034658592.1|DSUB
OG0003685	LOC6900309|XP_033241470.1|DPSE	LOC117895674|XP_034659387.1|DSUB
OG0003686	LOC6898622|XP_002138627.2|DPSE	LOC117890244|XP_034650881.1|DSUB
OG0003687	LOC6898589|XP_002138609.1|DPSE	LOC117891707|XP_034653191.1|DSUB
OG0003688	LOC4804220|XP_001360814.1|DPSE	LOC117891838|XP_034653479.1|DSUB
OG0003689	LOC4812310|XP_001352396.3|DPSE	LOC117895613|XP_034659253.1|DSUB
OG0003690	LOC6900788|XP_002135147.2|DPSE	LOC117895497|XP_034659083.1|DSUB
OG0003691	LOC4813158|XP_033239636.1|DPSE	LOC117895656|XP_034659362.1|DSUB
OG0003692	LOC4804926|XP_001361409.1|DPSE	LOC117890836|XP_034651810.1|DSUB
OG0003693	LOC4812562|XP_001352505.2|DPSE	LOC117895106|XP_034658398.1|DSUB
OG0003694	LOC4812374|XP_015043690.1|DPSE	LOC117894811|XP_034657937.1|DSUB
OG0003695	LOC4813855|XP_001353795.1|DPSE	LOC117893512|XP_034656042.1|DSUB
OG0003696	LOC6898287|XP_002138352.2|DPSE	LOC117890802|XP_034651767.1|DSUB
OG0003697	LOC6898404|XP_015039675.2|DPSE	LOC117890485|XP_034651261.1|DSUB
OG0003698	LOC4812530|XP_001352621.1|DPSE	LOC117895666|XP_034659380.1|DSUB
OG0003699	LOC4805454|XP_015040660.1|DPSE	LOC117890489|XP_034651268.1|DSUB
OG0003700	LOC4804696|XP_001361215.2|DPSE	LOC117892278|XP_034654289.1|DSUB
OG0003701	LOC4816876|XP_001356592.2|DPSE	LOC117902814|XP_034670330.1|DSUB
OG0003702	LOC4813179|XP_001353539.3|DPSE	LOC117894873|XP_034658031.1|DSUB
OG0003703	LOC4812167|XP_033240949.1|DPSE	LOC117894061|XP_034656805.1|DSUB
OG0003704	LOC4813869|XP_001353797.2|DPSE	LOC117894002|XP_034656716.1|DSUB
OG0003705	LOC4804036|XP_001360664.4|DPSE	LOC117892608|XP_034654840.1|DSUB
OG0003706	LOC4813524|XP_033238370.1|DPSE	LOC117894581|XP_034657614.1|DSUB
OG0003707	LOC6899941|XP_033240736.1|DPSE	LOC117893889|XP_034656552.1|DSUB
OG0003708	LOC6899996|XP_033240096.1|DPSE	LOC117893394|XP_034655884.1|DSUB
OG0003709	LOC4805139|XP_001361591.1|DPSE	LOC117891505|XP_034652887.1|DSUB
OG0003710	LOC4805140|XP_001361592.2|DPSE	LOC117891495|XP_034652874.1|DSUB
OG0003711	LOC4812219|XP_001352951.1|DPSE	LOC117894256|XP_034657101.1|DSUB
OG0003712	LOC4803880|XP_001360528.2|DPSE	LOC117891566|XP_034652979.1|DSUB
OG0003713	LOC4803902|XP_001360547.2|DPSE	LOC117892706|XP_034655011.1|DSUB
OG0003714	LOC4805014|XP_001361484.1|DPSE	LOC117889794|XP_034650158.1|DSUB
OG0003715	LOC4813932|XP_001354094.1|DPSE	LOC117895811|XP_034659628.1|DSUB
OG0003716	LOC6900567|XP_002134945.2|DPSE	LOC117893786|XP_034656421.1|DSUB
OG0003717	LOC6900165|XP_002135504.2|DPSE	LOC117893984|XP_034656689.1|DSUB
OG0003718	LOC6900945|XP_015042412.1|DPSE	LOC117893314|XP_034655793.1|DSUB
OG0003719	LOC4813661|XP_001353536.2|DPSE	LOC117894120|XP_034656893.1|DSUB
OG0003720	LOC4815779|XP_001355731.1|DPSE	LOC117903138|XP_034670866.1|DSUB
OG0003721	LOC4804215|XP_001360810.3|DPSE	LOC117890911|XP_034651917.1|DSUB
OG0003722	LOC6900400|XP_033237377.1|DPSE	LOC117895708|XP_034659447.1|DSUB
OG0003723	LOC4812159|XP_001352610.2|DPSE	LOC117895222|XP_034658608.1|DSUB
OG0003724	LOC4812975|XP_001353740.2|DPSE	LOC117895460|XP_034659024.1|DSUB
OG0003725	LOC6900482|XP_015042819.1|DPSE	LOC117894448|XP_034657432.1|DSUB
OG0003726	LOC4813345|XP_001353756.2|DPSE	LOC117895371|XP_034658848.1|DSUB
OG0003727	LOC4813928|XP_033239657.1|DPSE	LOC117895803|XP_034659616.1|DSUB
OG0003728	LOC4802873|XP_033232644.1|DPSE	LOC117896244|XP_034660292.1|DSUB
OG0003729	LOC4812090|XP_033239292.1|DPSE	LOC117893552|XP_034656093.1|DSUB
OG0003730	LOC6900088|XP_033240094.1|DPSE	LOC117893271|XP_034655730.1|DSUB
OG0003731	LOC4812668|XP_001353052.2|DPSE	LOC117895436|XP_034658981.1|DSUB
OG0003732	LOC4813816|XP_001353632.2|DPSE	LOC117894378|XP_034657274.1|DSUB
OG0003733	LOC4812118|XP_001352809.2|DPSE	LOC117893761|XP_034656390.1|DSUB
OG0003734	LOC4814103|XP_001354247.4|DPSE	LOC117895284|XP_034658711.1|DSUB
OG0003735	LOC4803516|XP_001360229.3|DPSE	LOC117892620|XP_034654862.1|DSUB
OG0003736	LOC4804447|XP_001361008.2|DPSE	LOC117891635|XP_034653072.1|DSUB
OG0003737	LOC4805213|XP_001361654.3|DPSE	LOC117891555|XP_034652967.1|DSUB
OG0003738	LOC4803854|XP_015039397.2|DPSE	LOC117890670|XP_034651537.1|DSUB
OG0003739	LOC4804915|XP_001361400.3|DPSE	LOC117890950|XP_034651982.1|DSUB
OG0003740	LOC4804921|XP_001361406.2|DPSE	LOC117890951|XP_034651983.1|DSUB
OG0003741	LOC4812209|XP_001352808.2|DPSE	LOC117893771|XP_034656401.1|DSUB
OG0003742	LOC4811854|XP_001352908.2|DPSE	LOC117894054|XP_034656798.1|DSUB
OG0003743	LOC4804021|XP_001360651.3|DPSE	LOC117891483|XP_034652854.1|DSUB
OG0003744	LOC4804919|XP_001361404.3|DPSE	LOC117890957|XP_034651989.1|DSUB
OG0003745	LOC4805090|XP_001361551.2|DPSE	LOC117890283|XP_034650936.1|DSUB
OG0003746	LOC6898985|XP_002138945.3|DPSE	LOC117889944|XP_034650372.1|DSUB
OG0003747	LOC4813031|XP_001353366.3|DPSE	LOC117893521|XP_034656052.1|DSUB
OG0003748	LOC4813440|XP_001353365.4|DPSE	LOC117894954|XP_034658175.1|DSUB
OG0003749	LOC4813488|XP_001353361.4|DPSE	LOC117893102|XP_034655424.1|DSUB
OG0003750	LOC4813516|XP_003736171.1|DPSE	LOC117893103|XP_034655425.1|DSUB
OG0003751	LOC4813857|XP_033237611.1|DPSE	LOC117895635|XP_034659281.1|DSUB
OG0003752	LOC4811955|XP_001352823.5|DPSE	LOC117894073|XP_034656818.1|DSUB
OG0003753	LOC4812017|XP_001352842.2|DPSE	LOC117893977|XP_034656675.1|DSUB
OG0003754	LOC4811969|XP_033238950.1|DPSE	LOC117893963|XP_034656653.1|DSUB
OG0003755	LOC4812053|XP_001352437.4|DPSE	LOC117893486|XP_034656009.1|DSUB
OG0003756	LOC6899342|XP_002136187.1|DPSE	LOC117892268|XP_034654281.1|DSUB
OG0003757	LOC4804685|XP_001361205.4|DPSE	LOC117891954|XP_034653704.1|DSUB
OG0003758	LOC6898226|XP_015039326.2|DPSE	LOC117892575|XP_034654794.1|DSUB
OG0003759	LOC4812736|XP_033241250.1|DPSE	LOC117895401|XP_034658920.1|DSUB
OG0003760	LOC4804668|XP_001361193.3|DPSE	LOC117890117|XP_034650679.1|DSUB
OG0003761	LOC4813576|XP_001353815.3|DPSE	LOC117895136|XP_034658447.1|DSUB
OG0003762	LOC6900704|XP_015043195.2|DPSE	LOC117895139|XP_034658454.1|DSUB
OG0003763	LOC6900719|XP_033239020.1|DPSE	LOC117895255|XP_034658663.1|DSUB
OG0003764	LOC6900722|XP_033238682.1|DPSE	LOC117894570|XP_034657596.1|DSUB
OG0003765	LOC4816579|XP_001356243.1|DPSE	LOC117902457|XP_034669745.1|DSUB
OG0003766	LOC4814666|XP_001354909.2|DPSE	LOC117903819|XP_034672190.1|DSUB
OG0003767	LOC4804076|XP_001360694.1|DPSE	LOC117891283|XP_034652565.1|DSUB
OG0003768	LOC4805100|XP_033234238.1|DPSE	LOC117889810|XP_034650180.1|DSUB
OG0003769	LOC6898782|XP_015040448.2|DPSE	LOC117889775|XP_034650131.1|DSUB
OG0003770	LOC26532766|XP_033237159.1|DPSE	LOC117902912|XP_034670362.1|DSUB
OG0003771	LOC4814051|XP_001354197.3|DPSE	LOC117894619|XP_034657674.1|DSUB
OG0003772	LOC4814000|XP_033240449.1|DPSE	LOC117893727|XP_034656339.1|DSUB
OG0003773	LOC4804716|XP_001361234.1|DPSE	LOC117891899|XP_034653594.1|DSUB
OG0003774	LOC4804719|XP_001361237.5|DPSE	LOC117890030|XP_034650537.1|DSUB
OG0003775	LOC4814949|XP_001354567.3|DPSE	LOC117897701|XP_034662617.1|DSUB
OG0003776	LOC4803442|XP_001360167.2|DPSE	LOC117891424|XP_034652785.1|DSUB
OG0003777	LOC4804038|XP_001360666.2|DPSE	LOC117891451|XP_034652823.1|DSUB
OG0003778	LOC4805018|XP_033233548.1|DPSE	LOC117890001|XP_034650479.1|DSUB
OG0003779	LOC6898489|XP_015039951.1|DPSE	LOC117892266|XP_034654276.1|DSUB
OG0003780	LOC4803921|XP_001360562.2|DPSE	LOC117890735|XP_034651678.1|DSUB
OG0003781	LOC4811749|XP_033237112.1|DPSE	LOC117902955|XP_034670481.1|DSUB
OG0003782	LOC6902076|XP_033240219.1|DPSE	LOC117889630|XP_034649975.1|DSUB
OG0003783	LOC4800669|XP_001357901.2|DPSE	LOC117898738|XP_034664248.1|DSUB
OG0003784	LOC4804577|XP_001361116.2|DPSE	LOC117890317|XP_034650994.1|DSUB
OG0003785	LOC4803327|XP_001357517.2|DPSE	LOC117890678|XP_034651550.1|DSUB
OG0003786	LOC4804250|XP_015039766.2|DPSE	LOC117890486|XP_034651264.1|DSUB
OG0003787	LOC4804249|XP_001360837.3|DPSE	LOC117890493|XP_034651274.1|DSUB
OG0003788	LOC4804287|XP_001360868.2|DPSE	LOC117891029|XP_034652083.1|DSUB
OG0003789	LOC6898380|XP_015039627.2|DPSE	LOC117892654|XP_034654902.1|DSUB
OG0003790	LOC4812287|XP_001352682.2|DPSE	LOC117893300|XP_034655767.1|DSUB
OG0003791	LOC4802293|XP_003736707.2|DPSE	LOC117897422|XP_034662148.1|DSUB
OG0003792	LOC4804664|XP_001361189.2|DPSE	LOC117891401|XP_034652736.1|DSUB
OG0003793	LOC6898120|XP_002138200.2|DPSE	LOC117891960|XP_034653723.1|DSUB
OG0003794	LOC4804240|XP_001360831.2|DPSE	LOC117889752|XP_034650089.1|DSUB
OG0003795	LOC26533744|XP_015042613.2|DPSE	LOC117894025|XP_034656753.1|DSUB
OG0003796	LOC4800508|XP_001357773.2|DPSE	LOC117897718|XP_034662634.1|DSUB
OG0003797	LOC4816708|XP_001356195.2|DPSE	LOC117902048|XP_034669005.1|DSUB
OG0003798	LOC4805084|XP_001361546.1|DPSE	LOC117889806|XP_034650174.1|DSUB
OG0003799	LOC4803838|XP_001360491.3|DPSE	LOC117892440|XP_034654572.1|DSUB
OG0003800	LOC4817885|XP_001357377.1|DPSE	LOC117901244|XP_034667810.1|DSUB
OG0003801	LOC4816366|XP_033235301.1|DPSE	LOC117901866|XP_034668712.1|DSUB
OG0003802	LOC4816704|XP_001356106.3|DPSE	LOC117902617|XP_034670019.1|DSUB
OG0003803	LOC4800506|XP_001357771.3|DPSE	LOC117897728|XP_034662646.1|DSUB
OG0003804	LOC4818069|XP_015035450.2|DPSE	LOC117901965|XP_034668837.1|DSUB
OG0003805	LOC4817740|XP_001357101.2|DPSE	LOC117901211|XP_034667765.1|DSUB
OG0003806	LOC4811689|XP_001352272.3|DPSE	LOC117901475|XP_034668130.1|DSUB
OG0003807	LOC4818147|XP_001357205.1|DPSE	LOC117902639|XP_034670053.1|DSUB
OG0003808	LOC4813854|XP_001353447.4|DPSE	LOC117893493|XP_034656018.1|DSUB
OG0003809	LOC4817220|XP_033236534.1|DPSE	LOC117902234|XP_034669363.1|DSUB
OG0003810	LOC4805449|XP_015040656.1|DPSE	LOC117890045|XP_034650555.1|DSUB
OG0003811	LOC4803501|XP_001360216.1|DPSE	LOC117889985|XP_034650459.1|DSUB
OG0003812	LOC6903561|XP_033235994.1|DPSE	LOC117902007|XP_034668945.1|DSUB
OG0003813	LOC4817424|XP_001356340.2|DPSE	LOC117902015|XP_034668953.1|DSUB
OG0003814	LOC4817467|XP_001356557.3|DPSE	LOC117901400|XP_034668025.1|DSUB
OG0003815	LOC4800239|XP_001357536.1|DPSE	LOC117899657|XP_034665731.1|DSUB
OG0003816	LOC4816283|XP_001356254.4|DPSE	LOC117902098|XP_034669091.1|DSUB
OG0003817	LOC4818091|XP_001357244.1|DPSE	LOC117902035|XP_034668989.1|DSUB
OG0003818	LOC6902842|XP_033235702.1|DPSE, LOC4817231|XP_001356491.3|DPSE	LOC117900211|XP_034666382.1|DSUB
OG0003819	LOC4817283|XP_001356489.2|DPSE	LOC117901089|XP_034667607.1|DSUB
OG0003820	LOC4803029|XP_001359831.1|DPSE	LOC117897626|XP_034662486.1|DSUB
OG0003821	LOC4803881|XP_001360529.3|DPSE	LOC117891569|XP_034652983.1|DSUB
OG0003822	LOC4816233|XP_001355854.3|DPSE	LOC117902447|XP_034669733.1|DSUB
OG0003823	LOC4817521|XP_033235523.1|DPSE	LOC117900808|XP_034667187.1|DSUB
OG0003824	LOC4817845|XP_001357301.3|DPSE	LOC117901172|XP_034667717.1|DSUB
OG0003825	LOC6899795|XP_002135739.2|DPSE	LOC117900410|XP_034666658.1|DSUB
OG0003826	LOC4817162|XP_001356819.2|DPSE	LOC117901785|XP_034668585.1|DSUB
OG0003827	LOC4817923|XP_001357246.3|DPSE	LOC117902036|XP_034668990.1|DSUB
OG0003828	LOC4817901|XP_001357245.4|DPSE	LOC117902034|XP_034668985.1|DSUB
OG0003829	LOC4816476|XP_001356206.3|DPSE	LOC117902714|XP_034670167.1|DSUB
OG0003830	LOC4816658|XP_001356090.2|DPSE	LOC117900201|XP_034666354.1|DSUB
OG0003831	LOC4800990|XP_001358166.2|DPSE	LOC117899141|XP_034664839.1|DSUB
OG0003832	LOC4817891|XP_015035499.2|DPSE	LOC117901850|XP_034668690.1|DSUB
OG0003833	LOC4817984|XP_001357414.1|DPSE	LOC117900683|XP_034667020.1|DSUB
OG0003834	LOC4816185|XP_001355770.1|DPSE	LOC117899967|XP_034666013.1|DSUB
OG0003835	LOC4816419|XP_015036749.1|DPSE	LOC117902773|XP_034670257.1|DSUB
OG0003836	LOC117184263|XP_033236913.1|DPSE, LOC4817150|XP_001356386.3|DPSE	LOC117901240|XP_034667807.1|DSUB
OG0003837	LOC4817192|XP_015035770.2|DPSE	LOC117901237|XP_034667802.1|DSUB
OG0003838	LOC4817189|XP_001356696.2|DPSE	LOC117900515|XP_034666802.1|DSUB
OG0003839	LOC4817905|XP_001357328.2|DPSE	LOC117900237|XP_034666417.1|DSUB
OG0003840	LOC4804024|XP_001360654.2|DPSE	LOC117891613|XP_034653041.1|DSUB
OG0003841	LOC6902529|XP_002133069.1|DPSE	LOC117901357|XP_034667958.1|DSUB
OG0003842	LOC4811709|XP_033237029.1|DPSE	LOC117902161|XP_034669191.1|DSUB
OG0003843	LOC4816442|XP_015036809.2|DPSE	LOC117902125|XP_034669142.1|DSUB
OG0003844	LOC4818142|XP_015035389.1|DPSE	LOC117900047|XP_034666130.1|DSUB
OG0003845	LOC4817920|XP_015035413.2|DPSE	LOC117901079|XP_034667583.1|DSUB
OG0003846	LOC4816984|XP_015035752.1|DPSE	LOC117900450|XP_034666711.1|DSUB
OG0003847	LOC4816263|XP_015036973.2|DPSE	LOC117901506|XP_034668167.1|DSUB
OG0003848	LOC4800755|XP_001357971.3|DPSE	LOC117896559|XP_034660852.1|DSUB
OG0003849	LOC4805337|XP_001361753.3|DPSE	LOC117892033|XP_034653848.1|DSUB
OG0003850	LOC4816677|XP_015036798.2|DPSE	LOC117901661|XP_034668391.1|DSUB
OG0003851	LOC4804433|XP_001360997.2|DPSE	LOC117892265|XP_034654275.1|DSUB
OG0003852	LOC4817051|XP_033236636.1|DPSE	LOC117900235|XP_034666415.1|DSUB
OG0003853	LOC4805659|XP_015040766.1|DPSE	LOC117890457|XP_034651191.1|DSUB
OG0003854	LOC4817073|XP_015035949.2|DPSE	LOC117901514|XP_034668176.1|DSUB
OG0003855	LOC4816878|XP_033235462.1|DPSE	LOC117902767|XP_034670251.1|DSUB
OG0003856	LOC4817282|XP_015036189.2|DPSE	LOC117900713|XP_034667065.1|DSUB
OG0003857	LOC4817775|XP_001357136.1|DPSE	LOC117900336|XP_034666565.1|DSUB
OG0003858	LOC4815678|XP_015041172.2|DPSE	LOC117903561|XP_034671655.1|DSUB
OG0003859	LOC4817012|XP_001356492.2|DPSE	LOC117900214|XP_034666387.1|DSUB
OG0003860	LOC6898897|XP_033233900.1|DPSE	LOC117891711|XP_034653196.1|DSUB
OG0003861	LOC4816691|XP_001355996.3|DPSE	LOC117902654|XP_034670073.1|DSUB
OG0003862	LOC4818153|XP_033235582.1|DPSE	LOC117901714|XP_034668482.1|DSUB
OG0003863	LOC4816259|XP_001355842.4|DPSE	LOC117902417|XP_034669659.1|DSUB
OG0003864	LOC4816258|XP_001355841.3|DPSE	LOC117901687|XP_034668420.1|DSUB
OG0003865	LOC4802651|XP_001359532.2|DPSE	LOC117899467|XP_034665374.1|DSUB
OG0003866	LOC4816568|XP_001356099.2|DPSE	LOC117902027|XP_034668977.1|DSUB
OG0003867	LOC26532749|XP_015044417.1|DPSE	LOC117900530|XP_034666820.1|DSUB
OG0003868	LOC26533591|XP_033236164.1|DPSE	LOC117902381|XP_034669591.1|DSUB
OG0003869	LOC4817481|XP_001356765.3|DPSE	LOC117900715|XP_034667070.1|DSUB
OG0003870	LOC6902916|XP_015036014.2|DPSE	LOC117902698|XP_034670133.1|DSUB
OG0003871	LOC4817277|XP_001356758.3|DPSE	LOC117901542|XP_034668224.1|DSUB
OG0003872	LOC4803994|XP_001360625.1|DPSE	LOC117891406|XP_034652743.1|DSUB
OG0003873	LOC4818188|XP_001357500.1|DPSE	LOC117899959|XP_034666005.1|DSUB
OG0003874	LOC4816305|XP_033235386.1|DPSE	LOC117901434|XP_034668068.1|DSUB
OG0003875	LOC4817483|XP_001356300.2|DPSE	LOC117901889|XP_034668742.1|DSUB
OG0003876	LOC6903212|XP_002132913.1|DPSE	LOC117900179|XP_034666315.1|DSUB
OG0003877	LOC4816448|XP_001356172.2|DPSE	LOC117900190|XP_034666330.1|DSUB
