Orthogroup	DPSE.longest_only	DBIA.longest_only
OG0003540	LOC4812193|XP_001352498.3|DPSE	LOC108030795|XP_016959368.1|DBIA
OG0003541	LOC4801766|XP_001358807.3|DPSE	LOC108026178|XP_016952441.1|DBIA
OG0003542	LOC4804336|XP_001360911.2|DPSE	LOC108029557|XP_016957378.1|DBIA
OG0003543	LOC4815832|XP_001355449.2|DPSE	LOC108023489|XP_016948502.1|DBIA
OG0003544	LOC4813717|XP_033238537.1|DPSE, LOC117184393|XP_033237381.1|DPSE	LOC108028725|XP_016956175.1|DBIA
OG0003545	LOC4811934|XP_015043806.2|DPSE	LOC108030906|XP_016959575.1|DBIA
OG0003546	LOC4812311|XP_001352972.2|DPSE	LOC108030896|XP_016959560.1|DBIA
OG0003547	LOC4804545|XP_015040007.2|DPSE	LOC108022749|XP_016947333.1|DBIA
OG0003548	LOC4805183|XP_001361630.4|DPSE	LOC108036556|XP_016968283.1|DBIA
OG0003549	LOC4805184|XP_001361631.5|DPSE	LOC108036588|XP_016968333.1|DBIA
OG0003550	LOC4804560|XP_001361102.2|DPSE	LOC108022525|XP_016946991.1|DBIA
OG0003551	LOC6898901|XP_002138871.2|DPSE	LOC108022812|XP_016947438.1|DBIA
OG0003552	LOC4805643|XP_001362011.2|DPSE	LOC108022499|XP_016946946.1|DBIA
OG0003553	LOC4804558|XP_001361100.3|DPSE	LOC108022828|XP_016947459.1|DBIA
OG0003554	LOC4812545|XP_001352595.1|DPSE	LOC108035008|XP_016965840.1|DBIA
OG0003555	LOC6900510|XP_033241057.1|DPSE	LOC108034898|XP_016965601.1|DBIA
OG0003556	LOC6900385|XP_033240183.1|DPSE	LOC108028465|XP_016955812.1|DBIA
OG0003557	LOC4812948|XP_015042639.2|DPSE	LOC108028285|XP_016955483.1|DBIA
OG0003558	LOC4812589|XP_033237642.1|DPSE	LOC108035043|XP_016965901.1|DBIA
OG0003559	LOC4813177|XP_033240608.1|DPSE	LOC108035221|XP_016966235.1|DBIA
OG0003560	LOC4813421|XP_001353461.3|DPSE	LOC108028776|XP_016956244.1|DBIA
OG0003561	LOC4804421|XP_015039938.2|DPSE	LOC108022845|XP_016947506.1|DBIA
OG0003562	LOC4805362|XP_001361773.1|DPSE	LOC108022894|XP_016947581.1|DBIA
OG0003563	LOC4800515|XP_001357780.1|DPSE	LOC108031978|XP_016961261.1|DBIA
OG0003564	LOC4812904|XP_001353229.1|DPSE	LOC108028443|XP_016955766.1|DBIA
OG0003565	LOC4812331|XP_001352678.1|DPSE	LOC108035681|XP_016966880.1|DBIA
OG0003566	LOC6896930|XP_015038868.1|DPSE	LOC108031637|XP_016960735.1|DBIA
OG0003567	LOC4805638|XP_033233714.1|DPSE	LOC108036505|XP_016968198.1|DBIA
OG0003568	LOC6898777|XP_004444391.2|DPSE	LOC108036429|XP_016968050.1|DBIA
OG0003569	LOC4813545|XP_001354048.3|DPSE	LOC108035343|XP_016966417.1|DBIA
OG0003570	LOC4804920|XP_015040284.2|DPSE	LOC108030106|XP_016958284.1|DBIA
OG0003571	LOC4812273|XP_033238639.1|DPSE	LOC108035600|XP_016966767.1|DBIA
OG0003572	LOC6898956|XP_033234025.1|DPSE	LOC108030190|XP_016958429.1|DBIA
OG0003573	LOC4804877|XP_001361366.2|DPSE	LOC108030426|XP_016958802.1|DBIA
OG0003574	LOC4814073|XP_001354275.2|DPSE	LOC108035331|XP_016966398.1|DBIA
OG0003575	LOC4812173|XP_001352534.1|DPSE	LOC108035329|XP_016966396.1|DBIA
OG0003576	LOC6900899|XP_033240767.1|DPSE	LOC108035481|XP_016966620.1|DBIA
OG0003577	LOC4812129|XP_001352711.1|DPSE	LOC108028339|XP_016955579.1|DBIA
OG0003578	LOC4812604|XP_001352684.3|DPSE	LOC108028533|XP_016955918.1|DBIA
OG0003579	LOC4804120|XP_001360731.3|DPSE	LOC108022618|XP_016947147.1|DBIA
OG0003580	LOC4804141|XP_001360747.3|DPSE	LOC108026791|XP_016953441.1|DBIA
OG0003581	LOC6900648|XP_015043095.2|DPSE	LOC108030026|XP_016958124.1|DBIA
OG0003582	LOC4813151|XP_001353781.2|DPSE	LOC108035238|XP_016966258.1|DBIA
OG0003583	LOC4804207|XP_001360804.3|DPSE	LOC108022896|XP_016947584.1|DBIA
OG0003584	LOC4804080|XP_001360698.2|DPSE	LOC108036530|XP_016968237.1|DBIA
OG0003585	LOC4812820|XP_001353972.1|DPSE	LOC108028078|XP_016955210.1|DBIA
OG0003586	LOC6899869|XP_002135666.2|DPSE	LOC108024917|XP_016950605.1|DBIA
OG0003587	LOC4817610|XP_001357012.1|DPSE	LOC108027938|XP_016955056.1|DBIA
OG0003588	LOC4801347|XP_015037196.2|DPSE	LOC108032032|XP_016961333.1|DBIA
OG0003589	LOC4805637|XP_001362006.2|DPSE	LOC108036313|XP_016967812.1|DBIA
OG0003590	LOC4813052|XP_001354022.2|DPSE	LOC108034878|XP_016965572.1|DBIA
OG0003591	LOC4813064|XP_015042992.2|DPSE	LOC108030379|XP_016958741.1|DBIA
OG0003592	LOC4813195|XP_001353400.2|DPSE	LOC108030688|XP_016959211.1|DBIA
OG0003593	LOC4812101|XP_033240483.1|DPSE	LOC108034775|XP_016965211.1|DBIA
OG0003594	LOC4811950|XP_001352690.2|DPSE	LOC108028038|XP_016955165.1|DBIA
OG0003595	LOC4804777|XP_001361286.1|DPSE	LOC108026887|XP_016953578.1|DBIA
OG0003596	LOC4803431|XP_001360146.1|DPSE	LOC108030073|XP_016958163.1|DBIA
OG0003597	LOC4803422|XP_001360137.1|DPSE	LOC108030050|XP_016958114.1|DBIA
OG0003598	LOC6900042|XP_002135406.1|DPSE	LOC108035576|XP_016966736.1|DBIA
OG0003599	LOC4816560|XP_001356146.1|DPSE	LOC108027764|XP_016954811.1|DBIA
OG0003600	LOC4813137|XP_015043190.2|DPSE	LOC108034861|XP_016965503.1|DBIA
OG0003601	LOC4804570|XP_015040023.2|DPSE	LOC108036648|XP_016968412.1|DBIA
OG0003602	LOC4804524|XP_033235130.1|DPSE	LOC108026762|XP_016953391.1|DBIA
OG0003603	LOC6900884|XP_002135241.3|DPSE	LOC108034475|XP_016964848.1|DBIA
OG0003604	LOC6902606|XP_002133132.2|DPSE	LOC108034023|XP_016964251.1|DBIA
OG0003605	LOC6897255|XP_002137422.3|DPSE	LOC108024807|XP_016950418.1|DBIA
OG0003606	LOC4804665|XP_001361190.4|DPSE	LOC108022633|XP_016947177.1|DBIA
OG0003607	LOC4805375|XP_001361785.2|DPSE	LOC108022921|XP_016947621.1|DBIA
OG0003608	LOC26534411|XP_015043068.1|DPSE	LOC108035645|XP_016966839.1|DBIA
OG0003609	LOC4804581|XP_001361119.1|DPSE	LOC108036604|XP_016968355.1|DBIA
OG0003610	LOC4813303|XP_001353964.2|DPSE	LOC108028640|XP_016956054.1|DBIA
OG0003611	LOC4814025|XP_033240434.1|DPSE	LOC108028832|XP_016956313.1|DBIA
OG0003612	LOC4804399|XP_001360969.3|DPSE	LOC108022232|XP_016946579.1|DBIA
OG0003613	LOC4804908|XP_001361393.1|DPSE	LOC108030168|XP_016958394.1|DBIA
OG0003614	LOC4804907|XP_001361392.3|DPSE	LOC108030077|XP_016958179.1|DBIA
OG0003615	LOC4804491|XP_001361047.3|DPSE	LOC108022476|XP_016946916.1|DBIA
OG0003616	LOC4805293|XP_001361715.4|DPSE	LOC108026919|XP_016953619.1|DBIA
OG0003617	LOC4805466|XP_004444516.2|DPSE	LOC108022621|XP_016947152.1|DBIA
OG0003618	LOC4805465|XP_033234228.1|DPSE	LOC108022620|XP_016947150.1|DBIA
OG0003619	LOC4805197|XP_001361642.2|DPSE	LOC108030263|XP_016958575.1|DBIA
OG0003620	LOC4804329|XP_001360905.3|DPSE	LOC108026850|XP_016953518.1|DBIA
OG0003621	LOC4814008|XP_001354164.2|DPSE	LOC108029553|XP_016957366.1|DBIA
OG0003622	LOC6900929|XP_015042526.2|DPSE	LOC108029525|XP_016957344.1|DBIA
OG0003623	LOC4804387|XP_001360958.1|DPSE	LOC108029471|XP_016957214.1|DBIA
OG0003624	LOC4804533|XP_001361081.1|DPSE	LOC108022602|XP_016947126.1|DBIA
OG0003625	LOC4804910|XP_001361395.1|DPSE	LOC108030218|XP_016958482.1|DBIA
OG0003626	LOC4804864|XP_001361353.1|DPSE	LOC108030067|XP_016958154.1|DBIA
OG0003627	LOC4803750|XP_001360415.2|DPSE	LOC108029486|XP_016957243.1|DBIA
OG0003628	LOC4805087|XP_015040440.2|DPSE	LOC108036398|XP_016968004.1|DBIA
OG0003629	LOC26532346|XP_033233266.1|DPSE	LOC108029947|XP_016957939.1|DBIA
OG0003630	LOC4804318|XP_001360896.2|DPSE	LOC108026788|XP_016953437.1|DBIA
OG0003631	LOC4812508|XP_001352963.2|DPSE	LOC108030855|XP_016959486.1|DBIA
OG0003632	LOC4814053|XP_001354271.2|DPSE	LOC108034675|XP_016965106.1|DBIA
OG0003633	LOC4805461|XP_001361856.2|DPSE	LOC108029634|XP_016957522.1|DBIA
OG0003634	LOC6900947|XP_033238769.1|DPSE	LOC108035526|XP_016966684.1|DBIA
OG0003635	LOC4812212|XP_001352485.2|DPSE	LOC108035450|XP_016966577.1|DBIA
OG0003636	LOC4804574|XP_001361114.4|DPSE	LOC108036543|XP_016968256.1|DBIA
OG0003637	LOC4804936|XP_001361418.2|DPSE	LOC108029573|XP_016957423.1|DBIA
OG0003638	LOC4813412|XP_001353626.3|DPSE	LOC108028469|XP_016955819.1|DBIA
OG0003639	LOC4817400|XP_001356359.1|DPSE	LOC108032739|XP_016962213.1|DBIA
OG0003640	LOC4804850|XP_015040235.2|DPSE	LOC108026742|XP_016953351.1|DBIA
OG0003641	LOC4803772|XP_001360434.1|DPSE	LOC108026552|XP_016952991.1|DBIA
OG0003642	LOC4804339|XP_033234648.1|DPSE	LOC108029706|XP_016957665.1|DBIA
OG0003643	LOC4804334|XP_001360909.1|DPSE	LOC108026748|XP_016953363.1|DBIA
OG0003644	LOC4804078|XP_015039591.2|DPSE	LOC108036589|XP_016968334.1|DBIA
OG0003645	LOC4812214|XP_001352714.3|DPSE	LOC108034530|XP_016964945.1|DBIA
OG0003646	LOC4814115|XP_001354261.3|DPSE	LOC108035305|XP_016966364.1|DBIA
OG0003647	LOC4814185|XP_001354311.1|DPSE	LOC108029705|XP_016957668.1|DBIA
OG0003648	LOC4816352|XP_001355948.3|DPSE	LOC108029112|XP_016956714.1|DBIA
OG0003649	LOC4802121|XP_033241762.1|DPSE	LOC108026229|XP_016952552.1|DBIA
OG0003650	LOC4816025|XP_001355682.1|DPSE	LOC108033204|XP_016962940.1|DBIA
OG0003651	LOC4800289|XP_001357641.3|DPSE	LOC108025464|XP_016951455.1|DBIA
OG0003652	LOC4812824|XP_001353417.2|DPSE	LOC108035877|XP_016967116.1|DBIA
OG0003653	LOC4813542|XP_015042973.1|DPSE	LOC108028804|XP_016956277.1|DBIA
OG0003654	LOC4811948|XP_001352434.2|DPSE	LOC108035234|XP_016966255.1|DBIA
OG0003655	LOC4816297|XP_001356256.3|DPSE	LOC108032782|XP_016962272.1|DBIA
OG0003656	LOC4813620|XP_001353419.2|DPSE	LOC108035894|XP_016967138.1|DBIA
OG0003657	LOC4813687|XP_001353645.3|DPSE	LOC108034643|XP_016965070.1|DBIA
OG0003658	LOC4802697|XP_001359564.3|DPSE	LOC108024548|XP_016950015.1|DBIA
OG0003659	LOC117184693|XP_033239235.1|DPSE	LOC108028671|XP_016956092.1|DBIA
OG0003660	LOC4812096|XP_033239526.1|DPSE	LOC108029559|XP_016957392.1|DBIA
OG0003661	LOC4814069|XP_001354288.3|DPSE	LOC108035311|XP_016966373.1|DBIA
OG0003662	LOC4813801|XP_001354074.1|DPSE	LOC108028522|XP_016955894.1|DBIA
OG0003663	LOC4812128|XP_033241477.1|DPSE	LOC108028340|XP_016955580.1|DBIA
OG0003664	LOC4812532|XP_033238242.1|DPSE	LOC108028585|XP_016955985.1|DBIA
OG0003665	LOC4804235|XP_001360826.2|DPSE	LOC108022191|XP_016946532.1|DBIA
OG0003666	LOC4803403|XP_015039057.2|DPSE	LOC108030329|XP_016958676.1|DBIA
OG0003667	LOC4812197|XP_015043760.2|DPSE	LOC108034975|XP_016965778.1|DBIA
OG0003668	LOC4811747|XP_033235117.1|DPSE	LOC108034376|XP_016964748.1|DBIA
OG0003669	LOC4805318|XP_001361738.1|DPSE	LOC108036660|XP_016968431.1|DBIA
OG0003670	LOC4805319|XP_001361739.2|DPSE	LOC108036659|XP_016968429.1|DBIA
OG0003671	LOC4804538|XP_033233822.1|DPSE	LOC108022630|XP_016947173.1|DBIA
OG0003672	LOC6897973|XP_002138072.1|DPSE	LOC108026452|XP_016952881.1|DBIA
OG0003673	LOC26532659|XP_033233766.1|DPSE	LOC108026752|XP_016953367.1|DBIA
OG0003674	LOC4805351|XP_001361765.4|DPSE	LOC108036521|XP_016968220.1|DBIA
OG0003675	LOC4804026|XP_001360656.2|DPSE	LOC108029483|XP_016957235.1|DBIA
OG0003676	LOC4804025|XP_015039536.2|DPSE	LOC108029484|XP_016957236.1|DBIA
OG0003677	LOC6897477|XP_015037635.2|DPSE	LOC108031494|XP_016960480.1|DBIA
OG0003678	LOC4813253|XP_033237531.1|DPSE	LOC108035340|XP_016966414.1|DBIA
OG0003679	LOC4813638|XP_001353663.4|DPSE	LOC108035616|XP_016966792.1|DBIA
OG0003680	LOC4805377|XP_001361787.2|DPSE	LOC108023036|XP_016947766.1|DBIA
OG0003681	LOC117183176|XP_001362077.1|DPSE	LOC108030260|XP_016958571.1|DBIA
OG0003682	LOC4800828|XP_001358032.3|DPSE	LOC108027270|XP_016954134.1|DBIA
OG0003683	LOC4804053|XP_015039570.2|DPSE	LOC108030018|XP_016958021.1|DBIA
OG0003684	LOC4812554|XP_001352614.1|DPSE	LOC108034921|XP_016965666.1|DBIA
OG0003685	LOC6900309|XP_033241470.1|DPSE	LOC108030722|XP_016959256.1|DBIA
OG0003686	LOC6898622|XP_002138627.2|DPSE	LOC108036486|XP_016968161.1|DBIA
OG0003687	LOC6898589|XP_002138609.1|DPSE	LOC108022673|XP_016947232.1|DBIA
OG0003688	LOC4804220|XP_001360814.1|DPSE	LOC108026848|XP_016953515.1|DBIA
OG0003689	LOC4812310|XP_001352396.3|DPSE	LOC108030870|XP_016959509.1|DBIA
OG0003690	LOC6900788|XP_002135147.2|DPSE	LOC108028773|XP_016956240.1|DBIA
OG0003691	LOC4813158|XP_033239636.1|DPSE	LOC108030710|XP_016959240.1|DBIA
OG0003692	LOC4804926|XP_001361409.1|DPSE	LOC108030351|XP_016958705.1|DBIA
OG0003693	LOC4812562|XP_001352505.2|DPSE	LOC108029481|XP_016957237.1|DBIA
OG0003694	LOC4812374|XP_015043690.1|DPSE	LOC108035640|XP_016966834.1|DBIA
OG0003695	LOC4813855|XP_001353795.1|DPSE	LOC108035443|XP_016966567.1|DBIA
OG0003696	LOC6898287|XP_002138352.2|DPSE	LOC108029995|XP_016957998.1|DBIA
OG0003697	LOC6898404|XP_015039675.2|DPSE	LOC108022658|XP_016947213.1|DBIA
OG0003698	LOC4812530|XP_001352621.1|DPSE	LOC108035661|XP_016966858.1|DBIA
OG0003699	LOC4805454|XP_015040660.1|DPSE	LOC108022763|XP_016947357.1|DBIA
OG0003700	LOC4804696|XP_001361215.2|DPSE	LOC108022980|XP_016947694.1|DBIA
OG0003701	LOC4816876|XP_001356592.2|DPSE	LOC108036805|XP_016968641.1|DBIA
OG0003702	LOC4813179|XP_001353539.3|DPSE	LOC108035649|XP_016966844.1|DBIA
OG0003703	LOC4812167|XP_033240949.1|DPSE	LOC108035625|XP_016966806.1|DBIA
OG0003704	LOC4813869|XP_001353797.2|DPSE	LOC108034537|XP_016964951.1|DBIA
OG0003705	LOC4804036|XP_001360664.4|DPSE	LOC108029552|XP_016957359.1|DBIA
OG0003706	LOC4813524|XP_033238370.1|DPSE	LOC108028632|XP_016956044.1|DBIA
OG0003707	LOC6899941|XP_033240736.1|DPSE	LOC108030744|XP_016959283.1|DBIA
OG0003708	LOC6899996|XP_033240096.1|DPSE	LOC108034973|XP_016965776.1|DBIA
OG0003709	LOC4805139|XP_001361591.1|DPSE	LOC108030319|XP_016958651.1|DBIA
OG0003710	LOC4805140|XP_001361592.2|DPSE	LOC108030363|XP_016958721.1|DBIA
OG0003711	LOC4812219|XP_001352951.1|DPSE	LOC108030916|XP_016959599.1|DBIA
OG0003712	LOC4803880|XP_001360528.2|DPSE	LOC108022893|XP_016947580.1|DBIA
OG0003713	LOC4803902|XP_001360547.2|DPSE	LOC108029701|XP_016957657.1|DBIA
OG0003714	LOC4805014|XP_001361484.1|DPSE	LOC108029700|XP_016957655.1|DBIA
OG0003715	LOC4813932|XP_001354094.1|DPSE	LOC108034753|XP_016965191.1|DBIA
OG0003716	LOC6900567|XP_002134945.2|DPSE	LOC108028623|XP_016956032.1|DBIA
OG0003717	LOC6900165|XP_002135504.2|DPSE	LOC108034542|XP_016964957.1|DBIA
OG0003718	LOC6900945|XP_015042412.1|DPSE	LOC108034524|XP_016964937.1|DBIA
OG0003719	LOC4813661|XP_001353536.2|DPSE	LOC108035401|XP_016966509.1|DBIA
OG0003720	LOC4815779|XP_001355731.1|DPSE	LOC108027545|XP_016954486.1|DBIA
OG0003721	LOC4804215|XP_001360810.3|DPSE	LOC108026901|XP_016953599.1|DBIA
OG0003722	LOC6900400|XP_033237377.1|DPSE	LOC108028373|XP_016955654.1|DBIA
OG0003723	LOC4812159|XP_001352610.2|DPSE	LOC108035288|XP_016966344.1|DBIA
OG0003724	LOC4812975|XP_001353740.2|DPSE	LOC108028700|XP_016956136.1|DBIA
OG0003725	LOC6900482|XP_015042819.1|DPSE	LOC108030570|XP_016958961.1|DBIA
OG0003726	LOC4813345|XP_001353756.2|DPSE	LOC108035382|XP_016966477.1|DBIA
OG0003727	LOC4813928|XP_033239657.1|DPSE	LOC108028582|XP_016955979.1|DBIA
OG0003728	LOC4802873|XP_033232644.1|DPSE	LOC108024811|XP_016950423.1|DBIA
OG0003729	LOC4812090|XP_033239292.1|DPSE	LOC108034797|XP_016965282.1|DBIA
OG0003730	LOC6900088|XP_033240094.1|DPSE	LOC108034792|XP_016965265.1|DBIA
OG0003731	LOC4812668|XP_001353052.2|DPSE	LOC108035557|XP_016966714.1|DBIA
OG0003732	LOC4813816|XP_001353632.2|DPSE	LOC108028747|XP_016956205.1|DBIA
OG0003733	LOC4812118|XP_001352809.2|DPSE	LOC108030115|XP_016958304.1|DBIA
OG0003734	LOC4814103|XP_001354247.4|DPSE	LOC108028802|XP_016956278.1|DBIA
OG0003735	LOC4803516|XP_001360229.3|DPSE	LOC108026872|XP_016953549.1|DBIA
OG0003736	LOC4804447|XP_001361008.2|DPSE	LOC108030300|XP_016958624.1|DBIA
OG0003737	LOC4805213|XP_001361654.3|DPSE	LOC108026635|XP_016953145.1|DBIA
OG0003738	LOC4803854|XP_015039397.2|DPSE	LOC108026938|XP_016953640.1|DBIA
OG0003739	LOC4804915|XP_001361400.3|DPSE	LOC108030133|XP_016958336.1|DBIA
OG0003740	LOC4804921|XP_001361406.2|DPSE	LOC108030105|XP_016958283.1|DBIA
OG0003741	LOC4812209|XP_001352808.2|DPSE	LOC108028362|XP_016955638.1|DBIA
OG0003742	LOC4811854|XP_001352908.2|DPSE	LOC108035944|XP_016967229.1|DBIA
OG0003743	LOC4804021|XP_001360651.3|DPSE	LOC108029576|XP_016957426.1|DBIA
OG0003744	LOC4804919|XP_001361404.3|DPSE	LOC108030107|XP_016958286.1|DBIA
OG0003745	LOC4805090|XP_001361551.2|DPSE	LOC108022275|XP_016946622.1|DBIA
OG0003746	LOC6898985|XP_002138945.3|DPSE	LOC108022592|XP_016947108.1|DBIA
OG0003747	LOC4813031|XP_001353366.3|DPSE	LOC108034554|XP_016964971.1|DBIA
OG0003748	LOC4813440|XP_001353365.4|DPSE	LOC108035686|XP_016966890.1|DBIA
OG0003749	LOC4813488|XP_001353361.4|DPSE	LOC108035081|XP_016965985.1|DBIA
OG0003750	LOC4813516|XP_003736171.1|DPSE	LOC108035082|XP_016965986.1|DBIA
OG0003751	LOC4813857|XP_033237611.1|DPSE	LOC108034992|XP_016965815.1|DBIA
OG0003752	LOC4811955|XP_001352823.5|DPSE	LOC108035188|XP_016966160.1|DBIA
OG0003753	LOC4812017|XP_001352842.2|DPSE	LOC108028327|XP_016955553.1|DBIA
OG0003754	LOC4811969|XP_033238950.1|DPSE	LOC108028326|XP_016955547.1|DBIA
OG0003755	LOC4812053|XP_001352437.4|DPSE	LOC108034889|XP_016965588.1|DBIA
OG0003756	LOC6899342|XP_002136187.1|DPSE	LOC108032850|XP_016962343.1|DBIA
OG0003757	LOC4804685|XP_001361205.4|DPSE	LOC108022604|XP_016947128.1|DBIA
OG0003758	LOC6898226|XP_015039326.2|DPSE	LOC108029485|XP_016957239.1|DBIA
OG0003759	LOC4812736|XP_033241250.1|DPSE	LOC108034825|XP_016965415.1|DBIA
OG0003760	LOC4804668|XP_001361193.3|DPSE	LOC108022715|XP_016947284.1|DBIA
OG0003761	LOC4813576|XP_001353815.3|DPSE	LOC108035145|XP_016966077.1|DBIA
OG0003762	LOC6900704|XP_015043195.2|DPSE	LOC108035146|XP_016966078.1|DBIA
OG0003763	LOC6900719|XP_033239020.1|DPSE	LOC108028681|XP_016956106.1|DBIA
OG0003764	LOC6900722|XP_033238682.1|DPSE	LOC108028502|XP_016955867.1|DBIA
OG0003765	LOC4816579|XP_001356243.1|DPSE	LOC108032428|XP_016961739.1|DBIA
OG0003766	LOC4814666|XP_001354909.2|DPSE	LOC108023382|XP_016948278.1|DBIA
OG0003767	LOC4804076|XP_001360694.1|DPSE	LOC108030246|XP_016958541.1|DBIA
OG0003768	LOC4805100|XP_033234238.1|DPSE	LOC108023099|XP_016947852.1|DBIA
OG0003769	LOC6898782|XP_015040448.2|DPSE	LOC108022590|XP_016947106.1|DBIA
OG0003770	LOC26532766|XP_033237159.1|DPSE	LOC108036002|XP_016967384.1|DBIA
OG0003771	LOC4814051|XP_001354197.3|DPSE	LOC108034741|XP_016965176.1|DBIA
OG0003772	LOC4814000|XP_033240449.1|DPSE	LOC108028811|XP_016956290.1|DBIA
OG0003773	LOC4804716|XP_001361234.1|DPSE	LOC108036634|XP_016968397.1|DBIA
OG0003774	LOC4804719|XP_001361237.5|DPSE	LOC108036502|XP_016968192.1|DBIA
OG0003775	LOC4814949|XP_001354567.3|DPSE	LOC108024162|XP_016949463.1|DBIA
OG0003776	LOC4803442|XP_001360167.2|DPSE	LOC108030362|XP_016958720.1|DBIA
OG0003777	LOC4804038|XP_001360666.2|DPSE	LOC108029656|XP_016957572.1|DBIA
OG0003778	LOC4805018|XP_033233548.1|DPSE	LOC108022982|XP_016947697.1|DBIA
OG0003779	LOC6898489|XP_015039951.1|DPSE	LOC108029565|XP_016957408.1|DBIA
OG0003780	LOC4803921|XP_001360562.2|DPSE	LOC108022484|XP_016946925.1|DBIA
OG0003781	LOC4811749|XP_033237112.1|DPSE	LOC108036001|XP_016967381.1|DBIA
OG0003782	LOC6902076|XP_033240219.1|DPSE	LOC108023369|XP_016948258.1|DBIA
OG0003783	LOC4800669|XP_001357901.2|DPSE	LOC108024712|XP_016950294.1|DBIA
OG0003784	LOC4804577|XP_001361116.2|DPSE	LOC108036231|XP_016967730.1|DBIA
OG0003785	LOC4803327|XP_001357517.2|DPSE	LOC108035740|XP_016966925.1|DBIA
OG0003786	LOC4804250|XP_015039766.2|DPSE	LOC108036585|XP_016968330.1|DBIA
OG0003787	LOC4804249|XP_001360837.3|DPSE	LOC108036583|XP_016968328.1|DBIA
OG0003788	LOC4804287|XP_001360868.2|DPSE	LOC108026689|XP_016953266.1|DBIA
OG0003789	LOC6898380|XP_015039627.2|DPSE	LOC108036450|XP_016968092.1|DBIA
OG0003790	LOC4812287|XP_001352682.2|DPSE	LOC108028745|XP_016956202.1|DBIA
OG0003791	LOC4802293|XP_003736707.2|DPSE	LOC108027225|XP_016954046.1|DBIA
OG0003792	LOC4804664|XP_001361189.2|DPSE	LOC108022634|XP_016947179.1|DBIA
OG0003793	LOC6898120|XP_002138200.2|DPSE	LOC108022605|XP_016947129.1|DBIA
OG0003794	LOC4804240|XP_001360831.2|DPSE	LOC108026740|XP_016953349.1|DBIA
OG0003795	LOC26533744|XP_015042613.2|DPSE	LOC108034997|XP_016965825.1|DBIA
OG0003796	LOC4800508|XP_001357773.2|DPSE	LOC108025274|XP_016951128.1|DBIA
OG0003797	LOC4816708|XP_001356195.2|DPSE	LOC108032756|XP_016962238.1|DBIA
OG0003798	LOC4805084|XP_001361546.1|DPSE	LOC108036667|XP_016968437.1|DBIA
OG0003799	LOC4803838|XP_001360491.3|DPSE	LOC108026816|XP_016953470.1|DBIA
OG0003800	LOC4817885|XP_001357377.1|DPSE	LOC108032713|XP_016962180.1|DBIA
OG0003801	LOC4816366|XP_033235301.1|DPSE	LOC108032770|XP_016962260.1|DBIA
OG0003802	LOC4816704|XP_001356106.3|DPSE	LOC108032569|XP_016961956.1|DBIA
OG0003803	LOC4800506|XP_001357771.3|DPSE	LOC108025131|XP_016950888.1|DBIA
OG0003804	LOC4818069|XP_015035450.2|DPSE	LOC108029068|XP_016956627.1|DBIA
OG0003805	LOC4817740|XP_001357101.2|DPSE	LOC108036851|XP_016968712.1|DBIA
OG0003806	LOC4811689|XP_001352272.3|DPSE	LOC108036555|XP_016968322.1|DBIA
OG0003807	LOC4818147|XP_001357205.1|DPSE	LOC108036831|XP_016968665.1|DBIA
OG0003808	LOC4813854|XP_001353447.4|DPSE	LOC108028479|XP_016955830.1|DBIA
OG0003809	LOC4817220|XP_033236534.1|DPSE	LOC108034215|XP_016964545.1|DBIA
OG0003810	LOC4805449|XP_015040656.1|DPSE	LOC108022739|XP_016947318.1|DBIA
OG0003811	LOC4803501|XP_001360216.1|DPSE	LOC108026854|XP_016953522.1|DBIA
OG0003812	LOC6903561|XP_033235994.1|DPSE	LOC108036838|XP_016968674.1|DBIA
OG0003813	LOC4817424|XP_001356340.2|DPSE	LOC108034101|XP_016964367.1|DBIA
OG0003814	LOC4817467|XP_001356557.3|DPSE	LOC108034235|XP_016964573.1|DBIA
OG0003815	LOC4800239|XP_001357536.1|DPSE	LOC108031633|XP_016960728.1|DBIA
OG0003816	LOC4816283|XP_001356254.4|DPSE	LOC108032596|XP_016962000.1|DBIA
OG0003817	LOC4818091|XP_001357244.1|DPSE	LOC108032725|XP_016962194.1|DBIA
OG0003818	LOC6902842|XP_033235702.1|DPSE, LOC4817231|XP_001356491.3|DPSE	LOC108034358|XP_016964734.1|DBIA
OG0003819	LOC4817283|XP_001356489.2|DPSE	LOC108029300|XP_016956992.1|DBIA
OG0003820	LOC4803029|XP_001359831.1|DPSE	LOC108031547|XP_016960572.1|DBIA
OG0003821	LOC4803881|XP_001360529.3|DPSE	LOC108023083|XP_016947825.1|DBIA
OG0003822	LOC4816233|XP_001355854.3|DPSE	LOC108031995|XP_016961281.1|DBIA
OG0003823	LOC4817521|XP_033235523.1|DPSE	LOC108032576|XP_016961967.1|DBIA
OG0003824	LOC4817845|XP_001357301.3|DPSE	LOC108032502|XP_016961816.1|DBIA
OG0003825	LOC6899795|XP_002135739.2|DPSE	LOC108034193|XP_016964510.1|DBIA
OG0003826	LOC4817162|XP_001356819.2|DPSE	LOC108028988|XP_016956519.1|DBIA
OG0003827	LOC4817923|XP_001357246.3|DPSE	LOC108032450|XP_016961765.1|DBIA
OG0003828	LOC4817901|XP_001357245.4|DPSE	LOC108032616|XP_016962043.1|DBIA
OG0003829	LOC4816476|XP_001356206.3|DPSE	LOC108032754|XP_016962233.1|DBIA
