Orthogroup	DPSE.longest_only	DSER.longest_only
OG0005925	LOC4812764|XP_001353999.1|DPSE	LOC110177484|XP_020799892.1|DSER
OG0005926	LOC4815231|XP_001354773.2|DPSE	LOC110179715|XP_020802988.1|DSER
OG0005927	LOC4802048|XP_033241612.1|DPSE	LOC110187761|XP_020812884.1|DSER
OG0005928	LOC6901004|XP_002134630.1|DPSE	LOC110179382|XP_020802555.1|DSER
OG0005929	LOC4812094|XP_033238988.1|DPSE	LOC110177553|XP_020799985.1|DSER
OG0005930	LOC4805400|XP_001361805.3|DPSE	LOC110180261|XP_020803576.1|DSER
OG0005931	LOC4805585|XP_001361966.2|DPSE	LOC110189411|XP_020815125.1|DSER
OG0005932	LOC4805277|XP_015040517.2|DPSE	LOC110177752|XP_020800271.1|DSER
OG0005933	LOC4805039|XP_001361504.3|DPSE	LOC110178398|XP_020801195.1|DSER
OG0005934	LOC4803990|XP_001360623.4|DPSE	LOC110178819|XP_020801747.1|DSER
OG0005935	LOC4813494|XP_001353367.4|DPSE	LOC110190240|XP_020816259.1|DSER
OG0005936	LOC4816213|XP_001355775.3|DPSE	LOC110185694|XP_020810320.1|DSER
OG0005937	LOC4812473|XP_001352401.2|DPSE	LOC110190242|XP_020816265.1|DSER
OG0005938	LOC4804180|XP_033233979.1|DPSE	LOC110191511|XP_020818041.1|DSER
OG0005939	LOC4814945|XP_001354816.1|DPSE	LOC110175948|XP_020797795.1|DSER
OG0005940	LOC6898191|XP_015039287.2|DPSE	LOC110177933|XP_020800572.1|DSER
OG0005941	LOC4803395|XP_033233928.1|DPSE	LOC110191469|XP_020817981.1|DSER
OG0005942	LOC4805577|XP_033234620.1|DPSE	LOC110189471|XP_020815208.1|DSER
OG0005943	LOC6899052|XP_033234615.1|DPSE	LOC110189754|XP_020815624.1|DSER
OG0005944	LOC4805582|XP_001361963.1|DPSE	LOC110189283|XP_020814966.1|DSER
OG0005945	LOC4805310|XP_001361730.2|DPSE	LOC110189293|XP_020814983.1|DSER
OG0005946	LOC4803380|XP_033233891.1|DPSE	LOC110177984|XP_020800640.1|DSER
OG0005947	LOC4805689|XP_001362048.3|DPSE	LOC110185803|XP_020810506.1|DSER
OG0005948	LOC4812484|XP_001352932.1|DPSE	LOC110189868|XP_020815748.1|DSER
OG0005949	LOC4813676|XP_001353525.3|DPSE	LOC110179823|XP_020803087.1|DSER
OG0005950	LOC4817324|XP_001356788.3|DPSE	LOC110183163|XP_020807014.1|DSER
OG0005951	LOC6900643|XP_033240780.1|DPSE	LOC110190606|XP_020816858.1|DSER
OG0005952	LOC4817348|XP_015036193.2|DPSE	LOC110183162|XP_020807012.1|DSER
OG0005953	LOC4818187|XP_001357499.2|DPSE	LOC110187423|XP_020812472.1|DSER
OG0005954	LOC4818183|XP_001357495.1|DPSE	LOC110187448|XP_020812496.1|DSER
OG0005955	LOC4802708|XP_001359575.2|DPSE	LOC110184223|XP_020808340.1|DSER
OG0005956	LOC4804677|XP_001361200.4|DPSE	LOC110190976|XP_020817343.1|DSER
OG0005957	LOC4803321|XP_001360084.3|DPSE	LOC110184471|XP_020808679.1|DSER
OG0005958	LOC6897518|XP_002137667.2|DPSE	LOC110176434|XP_020798443.1|DSER
OG0005959	LOC4817406|XP_001356346.4|DPSE	LOC110183445|XP_020807384.1|DSER
OG0005960	LOC4814564|XP_001355101.3|DPSE	LOC110179562|XP_020802802.1|DSER
OG0005961	LOC4803900|XP_001360545.3|DPSE	LOC110176335|XP_020798316.1|DSER
OG0005962	LOC6898554|XP_033234239.1|DPSE	LOC110182872|XP_020806673.1|DSER
OG0005963	LOC4817243|XP_033235982.1|DPSE	LOC110184010|XP_020808035.1|DSER
OG0005964	LOC6898825|XP_015040505.2|DPSE	LOC110177777|XP_020800303.1|DSER
OG0005965	LOC6898961|XP_002138921.3|DPSE	LOC110189451|XP_020815182.1|DSER
OG0005966	LOC4804262|XP_001360846.3|DPSE	LOC110178284|XP_020801015.1|DSER
OG0005967	LOC4804495|XP_001361051.1|DPSE	LOC110181981|XP_020805588.1|DSER
OG0005968	LOC6898501|XP_002138542.2|DPSE	LOC110175933|XP_020797775.1|DSER
OG0005969	LOC117183615|XP_033234032.1|DPSE	LOC110191474|XP_020817993.1|DSER
OG0005970	LOC4812488|XP_001352756.2|DPSE	LOC110178594|XP_020801439.1|DSER
OG0005971	LOC4804376|XP_001360947.1|DPSE	LOC110189723|XP_020815572.1|DSER
OG0005972	LOC4813971|XP_015043502.1|DPSE	LOC110184623|XP_020808875.1|DSER
OG0005973	LOC4813766|XP_001354018.1|DPSE	LOC110178903|XP_020801839.1|DSER
OG0005974	LOC4813018|XP_015042743.2|DPSE	LOC110184618|XP_020808870.1|DSER
OG0005975	LOC4813973|XP_001354130.3|DPSE	LOC110184660|XP_020808922.1|DSER
OG0005976	LOC4802236|XP_001359198.3|DPSE	LOC110187732|XP_020812847.1|DSER
OG0005977	LOC4804427|XP_001360993.1|DPSE	LOC110179084|XP_020802132.1|DSER
OG0005978	LOC4805387|XP_001361796.4|DPSE	LOC110179661|XP_020802931.1|DSER
OG0005979	LOC4804658|XP_001361185.1|DPSE	LOC110179212|XP_020802305.1|DSER
OG0005980	LOC4803498|XP_001360213.1|DPSE	LOC110189429|XP_020815158.1|DSER
OG0005981	LOC6901386|XP_033238800.1|DPSE	LOC110179616|XP_020802877.1|DSER
OG0005982	LOC4804171|XP_001360775.2|DPSE	LOC110189387|XP_020815096.1|DSER
OG0005983	LOC4814862|XP_001354900.1|DPSE	LOC110180149|XP_020803458.1|DSER
OG0005984	LOC6901206|XP_033238133.1|DPSE	LOC110179708|XP_020802977.1|DSER
OG0005985	LOC6902136|XP_033239858.1|DPSE	LOC110181640|XP_020805106.1|DSER
OG0005986	LOC4814636|XP_033241001.1|DPSE	LOC110181504|XP_020804933.1|DSER
OG0005987	LOC4815824|XP_015041302.2|DPSE	LOC110181879|XP_020805465.1|DSER
OG0005988	LOC4805412|XP_015040638.2|DPSE	LOC110178009|XP_020800681.1|DSER
OG0005989	LOC4805158|XP_001361607.3|DPSE	LOC110189488|XP_020815236.1|DSER
OG0005990	LOC4804158|XP_015039650.2|DPSE	LOC110176314|XP_020798289.1|DSER
OG0005991	LOC4805043|XP_001361508.1|DPSE	LOC110178245|XP_020800955.1|DSER
OG0005992	LOC4813754|XP_001353779.2|DPSE	LOC110185150|XP_020809510.1|DSER
OG0005993	LOC4813247|XP_015043165.1|DPSE	LOC110185151|XP_020809511.1|DSER
OG0005994	LOC4813962|XP_001354121.2|DPSE	LOC110190428|XP_020816567.1|DSER
OG0005995	LOC4813968|XP_033240272.1|DPSE	LOC110184641|XP_020808898.1|DSER
OG0005996	LOC4812827|XP_033238668.1|DPSE	LOC110190219|XP_020816235.1|DSER
OG0005997	LOC4804885|XP_001361373.4|DPSE	LOC110189618|XP_020815416.1|DSER
OG0005998	LOC4812833|XP_001353175.4|DPSE	LOC110176188|XP_020798098.1|DSER
OG0005999	LOC4814104|XP_001354248.2|DPSE	LOC110179408|XP_020802593.1|DSER
OG0006000	LOC6903880|XP_002136631.1|DPSE	LOC110182157|XP_020805823.1|DSER
OG0006001	LOC4813293|XP_015043113.2|DPSE	LOC110176179|XP_020798085.1|DSER
OG0006002	LOC26534028|XP_033234083.1|DPSE	LOC110191497|XP_020818022.1|DSER
OG0006003	LOC6900362|XP_033241439.1|DPSE	LOC110176145|XP_020798040.1|DSER
OG0006004	LOC4802518|XP_015037883.2|DPSE	LOC110187881|XP_020813023.1|DSER
OG0006005	LOC4804744|XP_001361256.2|DPSE	LOC110179362|XP_020802534.1|DSER
OG0006006	LOC4805537|XP_001361924.4|DPSE	LOC110179198|XP_020802274.1|DSER
OG0006007	LOC4805575|XP_001361958.2|DPSE	LOC110189257|XP_020814927.1|DSER
OG0006008	LOC26532143|XP_033241563.1|DPSE, LOC6902872|XP_033235370.1|DPSE	LOC110184981|XP_020809290.1|DSER
OG0006009	LOC4812024|XP_033237505.1|DPSE	LOC110184644|XP_020808902.1|DSER
OG0006010	LOC4813953|XP_033241454.1|DPSE	LOC110190386|XP_020816474.1|DSER
OG0006011	LOC6899980|XP_002135347.2|DPSE	LOC110178810|XP_020801729.1|DSER
OG0006012	LOC4813912|XP_033239743.1|DPSE	LOC110181220|XP_020804566.1|DSER
OG0006013	LOC6898803|XP_033234864.1|DPSE	LOC110189353|XP_020815054.1|DSER
OG0006014	LOC4812531|XP_001352903.1|DPSE	LOC110190194|XP_020816203.1|DSER
OG0006015	LOC6898494|XP_002138535.1|DPSE	LOC110177773|XP_020800298.1|DSER
OG0006016	LOC4805042|XP_001361507.3|DPSE	LOC110178396|XP_020801193.1|DSER
OG0006017	LOC4803688|XP_001360365.3|DPSE	LOC110189231|XP_020814873.1|DSER
OG0006018	LOC4805744|XP_001362091.2|DPSE	LOC110184037|XP_020808070.1|DSER
OG0006019	LOC26533621|XP_015039274.1|DPSE	LOC110187700|XP_020812794.1|DSER
OG0006020	LOC4812282|XP_001352980.4|DPSE	LOC110184665|XP_020808932.1|DSER
OG0006022	LOC4817970|XP_001357332.2|DPSE	LOC110185106|XP_020809454.1|DSER
OG0006023	LOC4802667|XP_001359539.1|DPSE	LOC110187011|XP_020812033.1|DSER
OG0006024	LOC4814623|XP_033241007.1|DPSE	LOC110181595|XP_020805048.1|DSER
OG0006025	LOC6898181|XP_033233571.1|DPSE	LOC110178290|XP_020801020.1|DSER
OG0006026	LOC4800614|XP_001357859.1|DPSE	LOC110188643|XP_020814077.1|DSER
OG0006027	LOC4804381|XP_001360952.2|DPSE	LOC110176222|XP_020798168.1|DSER
OG0006028	LOC4803891|XP_033233842.1|DPSE	LOC110189189|XP_020814815.1|DSER
OG0006029	LOC4805046|XP_001361511.1|DPSE	LOC110178404|XP_020801203.1|DSER
OG0006030	LOC4800441|XP_001357717.1|DPSE	LOC110190868|XP_020817178.1|DSER
OG0006031	LOC4804356|XP_001360930.3|DPSE	LOC110176321|XP_020798298.1|DSER
OG0006032	LOC4814395|XP_015042271.2|DPSE	LOC110191979|XP_020818664.1|DSER
OG0006033	LOC4803686|XP_001360363.3|DPSE	LOC110189232|XP_020814874.1|DSER
OG0006034	LOC4801548|XP_003736546.3|DPSE	LOC110177262|XP_020799571.1|DSER
OG0006035	LOC4802319|XP_001359259.2|DPSE	LOC110191865|XP_020818503.1|DSER
OG0006036	LOC4817085|XP_001356373.3|DPSE	LOC110177898|XP_020800526.1|DSER
OG0006037	LOC4803977|XP_033233699.1|DPSE	LOC110191007|XP_020817387.1|DSER
OG0006038	LOC4802065|XP_001359058.2|DPSE	LOC110186506|XP_020811365.1|DSER
OG0006039	LOC6899047|XP_002138974.2|DPSE	LOC110189332|XP_020815034.1|DSER
OG0006040	LOC6898461|XP_002138504.2|DPSE	LOC110189788|XP_020815680.1|DSER
OG0006041	LOC4814604|XP_001354916.1|DPSE	LOC110181702|XP_020805205.1|DSER
OG0006042	LOC4805739|XP_004444595.2|DPSE	LOC110178408|XP_020801209.1|DSER
OG0006043	LOC4813671|XP_001353963.4|DPSE	LOC110178905|XP_020801841.1|DSER
OG0006044	LOC4814360|XP_001354492.1|DPSE	LOC110179483|XP_020802715.1|DSER
OG0006045	LOC4805669|XP_001362030.3|DPSE	LOC110189510|XP_020815277.1|DSER
OG0006046	LOC4804243|XP_001360832.3|DPSE	LOC110176079|XP_020797982.1|DSER
OG0006047	LOC6900545|XP_002134929.3|DPSE	LOC110190282|XP_020816317.1|DSER
OG0006048	LOC4813592|XP_001353911.3|DPSE	LOC110181235|XP_020804597.1|DSER
OG0006049	LOC4815099|XP_001355018.4|DPSE	LOC110180644|XP_020803997.1|DSER
OG0006050	LOC4800725|XP_001357945.3|DPSE	LOC110188087|XP_020813303.1|DSER
OG0006051	LOC4815862|XP_001355561.3|DPSE	LOC110180460|XP_020803795.1|DSER
OG0006052	LOC4804613|XP_001361146.4|DPSE	LOC110180244|XP_020803560.1|DSER
OG0006053	LOC4814175|XP_001354194.1|DPSE	LOC110185275|XP_020809681.1|DSER
OG0006054	LOC4811716|XP_033237289.1|DPSE	LOC110185416|XP_020809888.1|DSER
OG0006055	LOC4800827|XP_001358031.3|DPSE	LOC110191294|XP_020817763.1|DSER
OG0006056	LOC4805738|XP_001362086.1|DPSE	LOC110178296|XP_020801043.1|DSER
OG0006057	LOC4812524|XP_001352451.4|DPSE	LOC110188892|XP_020814470.1|DSER
OG0006058	LOC4801830|XP_001358863.1|DPSE	LOC110186368|XP_020811177.1|DSER
OG0006059	LOC4813558|XP_001354005.1|DPSE	LOC110177466|XP_020799862.1|DSER
OG0006060	LOC4813782|XP_001354006.2|DPSE	LOC110177467|XP_020799864.1|DSER
OG0006061	LOC6901250|XP_002133951.2|DPSE	LOC110182576|XP_020806284.1|DSER
OG0006062	LOC4803152|XP_001359942.2|DPSE	LOC110189959|XP_020815909.1|DSER
OG0006063	LOC4817371|XP_001356327.3|DPSE	LOC110183212|XP_020807084.1|DSER
OG0006064	LOC4805478|XP_033234495.1|DPSE	LOC110184112|XP_020808164.1|DSER
OG0006065	LOC4813826|XP_001354051.3|DPSE	LOC110188842|XP_020814403.1|DSER
OG0006066	LOC6898392|XP_015039657.2|DPSE	LOC110189303|XP_020814994.1|DSER
OG0006067	LOC4805077|XP_033234310.1|DPSE	LOC110189240|XP_020814883.1|DSER
OG0006068	LOC4815169|XP_001354565.2|DPSE	LOC110184419|XP_020808613.1|DSER
OG0006069	LOC4813718|XP_033239117.1|DPSE	LOC110178877|XP_020801809.1|DSER
OG0006070	LOC4812458|XP_001352402.2|DPSE	LOC110190117|XP_020816090.1|DSER
OG0006071	LOC6896869|XP_002137059.2|DPSE	LOC110177304|XP_020799628.1|DSER
OG0006072	LOC4812771|XP_001354050.1|DPSE	LOC110188811|XP_020814348.1|DSER
OG0006073	LOC4813263|XP_001353671.3|DPSE	LOC110178637|XP_020801485.1|DSER
OG0006074	LOC6902221|XP_002133748.2|DPSE	LOC110187141|XP_020812214.1|DSER
OG0006075	LOC117183168|XP_033237426.1|DPSE	LOC110184534|XP_020808770.1|DSER, LOC110184581|XP_020808825.1|DSER
OG0006076	LOC4803948|XP_001360586.3|DPSE	LOC110178482|XP_020801283.1|DSER
OG0006077	LOC4811862|XP_033241478.1|DPSE	LOC110189882|XP_020815785.1|DSER
OG0006078	LOC4811936|XP_001352971.1|DPSE	LOC110189945|XP_020815891.1|DSER
OG0006079	LOC4811991|XP_001353012.1|DPSE	LOC110176716|XP_020798816.1|DSER
OG0006080	LOC4812194|XP_001353017.1|DPSE	LOC110176711|XP_020798810.1|DSER
OG0006081	LOC4805111|XP_001361569.2|DPSE	LOC110176506|XP_020798543.1|DSER
OG0006082	LOC4805113|XP_001361571.1|DPSE	LOC110191862|XP_020818504.1|DSER
OG0006083	LOC4813535|XP_001353480.1|DPSE	LOC110185218|XP_020809606.1|DSER
OG0006084	LOC4813272|XP_015042832.1|DPSE	LOC110179978|XP_020803222.1|DSER
OG0006085	LOC6896688|XP_002136902.2|DPSE	LOC110190218|XP_020816234.1|DSER
OG0006086	LOC4812507|XP_015043540.1|DPSE	LOC110190001|XP_020815960.1|DSER
OG0006087	LOC6898432|XP_002138474.3|DPSE	LOC110179028|XP_020802042.1|DSER
OG0006088	LOC4813107|XP_001353956.2|DPSE	LOC110178926|XP_020801873.1|DSER
OG0006089	LOC4815870|XP_001355411.1|DPSE	LOC110180455|XP_020803789.1|DSER
OG0006090	LOC6900026|XP_002135390.3|DPSE	LOC110188219|XP_020813519.1|DSER, LOC110191350|XP_020817857.1|DSER
OG0006091	LOC4812367|XP_001352605.4|DPSE	LOC110190578|XP_020816825.1|DSER
OG0006092	LOC4814499|XP_033240178.1|DPSE	LOC110181516|XP_020804948.1|DSER
OG0006093	LOC4803875|XP_001360524.4|DPSE	LOC110189448|XP_020815180.1|DSER
OG0006094	LOC4812180|XP_001352782.1|DPSE	LOC110179010|XP_020802009.1|DSER
OG0006095	LOC6898532|XP_004444241.2|DPSE	LOC110189001|XP_020814612.1|DSER
OG0006096	LOC4803965|XP_001360603.2|DPSE	LOC110178044|XP_020800720.1|DSER
OG0006097	LOC4813040|XP_033238464.1|DPSE	LOC110185208|XP_020809592.1|DSER
OG0006098	LOC4817266|XP_001356481.3|DPSE	LOC110187501|XP_020812553.1|DSER
OG0006099	LOC4804989|XP_001361461.2|DPSE	LOC110177711|XP_020800211.1|DSER
OG0006100	LOC4803617|XP_001360307.3|DPSE	LOC110177744|XP_020800266.1|DSER
OG0006101	LOC117184171|XP_033236552.1|DPSE	LOC110183333|XP_020807239.1|DSER
OG0006102	LOC6903884|XP_002136628.2|DPSE	LOC110180366|XP_020803695.1|DSER
OG0006103	LOC4814697|XP_001354553.3|DPSE	LOC110181631|XP_020805097.1|DSER
OG0006104	LOC4814480|XP_001355145.1|DPSE	LOC110183532|XP_020807488.1|DSER
OG0006105	LOC4814479|XP_033238809.1|DPSE	LOC110183518|XP_020807464.1|DSER
OG0006106	LOC4813760|XP_015042881.2|DPSE	LOC110177518|XP_020799933.1|DSER
OG0006107	LOC4805532|XP_001361920.3|DPSE	LOC110179245|XP_020802362.1|DSER
OG0006108	LOC4815655|XP_001355452.1|DPSE	LOC110178846|XP_020801765.1|DSER
OG0006109	LOC4813482|XP_001353379.1|DPSE	LOC110190415|XP_020816541.1|DSER
OG0006110	LOC4813707|XP_001353489.1|DPSE	LOC110185229|XP_020809622.1|DSER
OG0006111	LOC4805514|XP_001361905.1|DPSE	LOC110179202|XP_020802279.1|DSER
OG0006112	LOC4804312|XP_001360892.4|DPSE	LOC110191635|XP_020818185.1|DSER
OG0006113	LOC4812189|XP_001352814.2|DPSE	LOC110190073|XP_020816037.1|DSER
OG0006114	LOC4801167|XP_001358301.2|DPSE	LOC110186597|XP_020811484.1|DSER
OG0006115	LOC6898178|XP_002138249.2|DPSE	LOC110178243|XP_020800952.1|DSER
OG0006116	LOC4804146|XP_001360752.3|DPSE	LOC110176344|XP_020798332.1|DSER
OG0006117	LOC4803899|XP_001360544.1|DPSE	LOC110176337|XP_020798318.1|DSER
OG0006118	LOC4804190|XP_015039669.1|DPSE	LOC110182581|XP_020806290.1|DSER
OG0006119	LOC4805152|XP_001361603.1|DPSE	LOC110189519|XP_020815304.1|DSER
OG0006120	LOC4805361|XP_033233899.1|DPSE	LOC110189865|XP_020815746.1|DSER
OG0006121	LOC4811926|XP_001352407.3|DPSE	LOC110190104|XP_020816071.1|DSER
OG0006122	LOC6899872|XP_002135665.2|DPSE	LOC110187521|XP_020812576.1|DSER
OG0006123	LOC4805599|XP_033233813.1|DPSE	LOC110178001|XP_020800664.1|DSER
OG0006124	LOC4801719|XP_001358764.3|DPSE	LOC110176448|XP_020798457.1|DSER
OG0006125	LOC4813189|XP_015043388.2|DPSE	LOC110177482|XP_020799888.1|DSER
OG0006126	LOC6900083|XP_015043768.2|DPSE	LOC110190543|XP_020816749.1|DSER
OG0006127	LOC4812856|XP_001353163.3|DPSE	LOC110176165|XP_020798061.1|DSER
OG0006128	LOC4813035|XP_001353153.2|DPSE	LOC110176208|XP_020798130.1|DSER
OG0006129	LOC4813455|XP_001353171.1|DPSE	LOC110176155|XP_020798051.1|DSER
OG0006130	LOC4812951|XP_001353142.1|DPSE	LOC110176192|XP_020798101.1|DSER
OG0006131	LOC4813388|XP_001353145.3|DPSE	LOC110176259|XP_020798230.1|DSER
OG0006132	LOC4812819|XP_001353149.3|DPSE	LOC110176262|XP_020798234.1|DSER
OG0006133	LOC4812973|XP_001353141.4|DPSE	LOC110176193|XP_020798103.1|DSER
OG0006134	LOC4813677|XP_033237839.1|DPSE	LOC110176289|XP_020798268.1|DSER
OG0006135	LOC4813604|XP_033239970.1|DPSE	LOC110176136|XP_020798031.1|DSER
OG0006136	LOC4813188|XP_001354003.1|DPSE	LOC110177483|XP_020799891.1|DSER
OG0006137	LOC4812818|XP_001353191.1|DPSE	LOC110176251|XP_020798214.1|DSER
OG0006138	LOC4803579|XP_001360283.1|DPSE	LOC110178459|XP_020801259.1|DSER
OG0006139	LOC4805038|XP_001361501.2|DPSE	LOC110178238|XP_020800948.1|DSER
OG0006140	LOC6899063|XP_033234906.1|DPSE	LOC110175989|XP_020797846.1|DSER
OG0006141	LOC4805688|XP_033233925.1|DPSE	LOC110186841|XP_020812069.1|DSER
OG0006142	LOC4812295|XP_001352925.4|DPSE	LOC110185286|XP_020809693.1|DSER
OG0006143	LOC6900528|XP_033241006.1|DPSE	LOC110177510|XP_020799923.1|DSER
OG0006144	LOC4812312|XP_001352625.2|DPSE	LOC110190882|XP_020817197.1|DSER
OG0006145	LOC4813047|XP_001354014.2|DPSE	LOC110189950|XP_020815897.1|DSER
OG0006146	LOC4818134|XP_001357434.3|DPSE	LOC110183841|XP_020807851.1|DSER
OG0006147	LOC4800604|XP_001357849.1|DPSE	LOC110191091|XP_020817494.1|DSER
OG0006148	LOC4813291|XP_001353317.2|DPSE	LOC110178545|XP_020801363.1|DSER, LOC110184621|XP_020808874.1|DSER
OG0006149	LOC4812782|XP_001353503.2|DPSE	LOC110177502|XP_020799914.1|DSER
OG0006150	LOC4812783|XP_001353504.3|DPSE	LOC110177500|XP_020799912.1|DSER
OG0006151	LOC4816851|XP_001356324.1|DPSE	LOC110183208|XP_020807080.1|DSER
OG0006152	LOC4802118|XP_001359099.2|DPSE	LOC110190526|XP_020816731.1|DSER
OG0006153	LOC4804187|XP_001360789.2|DPSE	LOC110176539|XP_020798591.1|DSER
OG0006154	LOC4803216|XP_001359992.1|DPSE	LOC110186782|XP_020811714.1|DSER
OG0006155	LOC6896827|XP_002137030.3|DPSE	LOC110191051|XP_020817436.1|DSER
OG0006156	LOC4803025|XP_001359827.2|DPSE	LOC110188225|XP_020813531.1|DSER
OG0006157	LOC4804284|XP_001360865.3|DPSE	LOC110191513|XP_020818039.1|DSER
OG0006158	LOC4813057|XP_001353357.4|DPSE	LOC110181257|XP_020804621.1|DSER
OG0006159	LOC4803879|XP_033234043.1|DPSE	LOC110189199|XP_020814829.1|DSER
OG0006160	LOC4804285|XP_001360866.2|DPSE	LOC110191494|XP_020818017.1|DSER
OG0006161	LOC4804516|XP_001361067.4|DPSE	LOC110177087|XP_020799273.1|DSER
OG0006162	LOC26534304|XP_015044230.2|DPSE	LOC110185442|XP_020809925.1|DSER
OG0006163	LOC4803885|XP_002138338.3|DPSE	LOC110189206|XP_020814837.1|DSER
OG0006165	LOC4812854|XP_001353514.3|DPSE	LOC110177514|XP_020799929.1|DSER
OG0006166	LOC4816939|XP_001356379.3|DPSE	LOC110176943|XP_020799103.1|DSER
OG0006167	LOC5495513|XP_001362068.2|DPSE	LOC110176790|XP_020798886.1|DSER, LOC110176791|XP_020798887.1|DSER, LOC110189455|XP_020815188.1|DSER
OG0006168	LOC4815031|XP_001354852.3|DPSE	LOC110181560|XP_020805005.1|DSER
OG0006169	LOC4815421|XP_001355409.1|DPSE	LOC110180456|XP_020803791.1|DSER
OG0006170	LOC4803777|XP_001360439.2|DPSE	LOC110179337|XP_020802500.1|DSER
OG0006171	LOC6902476|XP_002133021.2|DPSE	LOC110190258|XP_020816280.1|DSER
OG0006172	LOC4813051|XP_001353252.3|DPSE	LOC110176718|XP_020798818.1|DSER, LOC110176719|XP_020798819.1|DSER
OG0006173	LOC6903189|XP_002132888.2|DPSE	LOC110185854|XP_020810522.1|DSER
OG0006174	LOC4813126|XP_001353985.3|DPSE	LOC110190892|XP_020817210.1|DSER
OG0006176	LOC6902625|XP_002133151.1|DPSE, LOC6903539|XP_002132414.1|DPSE	LOC110177599|XP_020800053.1|DSER
OG0006177	LOC26532987|XP_015037664.2|DPSE, LOC6902948|XP_002132674.2|DPSE	LOC110189077|XP_020814707.1|DSER
OG0006178	LOC6899012|XP_002138967.2|DPSE	LOC110181106|XP_020804439.1|DSER, LOC110181096|XP_020804428.1|DSER
OG0006179	LOC6900459|XP_002134852.2|DPSE	LOC110183442|XP_020807380.1|DSER, LOC110186094|XP_020810798.1|DSER, LOC110186103|XP_020810811.1|DSER
OG0006181	LOC4801010|XP_003736358.3|DPSE	LOC110188701|XP_020814166.1|DSER
OG0006182	LOC4800608|XP_001357853.3|DPSE	LOC110188605|XP_020814027.1|DSER
OG0006183	LOC4801649|XP_001358702.3|DPSE	LOC110186462|XP_020811309.1|DSER
OG0006184	LOC4800972|XP_001358153.3|DPSE	LOC110191206|XP_020817633.1|DSER
OG0006185	LOC4801522|XP_001358599.2|DPSE	LOC110191818|XP_020818442.1|DSER
OG0006186	LOC6896977|XP_002137163.1|DPSE	LOC110191115|XP_020817519.1|DSER
OG0006187	LOC4800407|XP_001357689.1|DPSE	LOC110186684|XP_020811611.1|DSER
OG0006188	LOC4816081|XP_015041256.2|DPSE	LOC110179524|XP_020802760.1|DSER
OG0006189	LOC4815772|XP_001355575.2|DPSE	LOC110179526|XP_020802764.1|DSER
OG0006190	LOC4801290|XP_001358410.3|DPSE	LOC110187707|XP_020812801.1|DSER
OG0006191	LOC4801171|XP_001358305.3|DPSE	LOC110177374|XP_020799730.1|DSER
OG0006192	LOC4815505|XP_001355218.4|DPSE	LOC110180418|XP_020803742.1|DSER
OG0006193	LOC4815081|XP_001355019.1|DPSE	LOC110180631|XP_020803977.1|DSER
OG0006194	LOC4815030|XP_015042079.2|DPSE	LOC110184254|XP_020808374.1|DSER
OG0006195	LOC4815955|XP_001355312.2|DPSE	LOC110185508|XP_020810062.1|DSER
OG0006196	LOC6897474|XP_033241607.1|DPSE	LOC110188366|XP_020813734.1|DSER
OG0006197	LOC6899784|XP_033237056.1|DPSE	LOC110185439|XP_020809922.1|DSER
OG0006198	LOC6901448|XP_033240276.1|DPSE	LOC110184297|XP_020808444.1|DSER
OG0006199	LOC4801380|XP_001358483.2|DPSE	LOC110189736|XP_020815593.1|DSER
OG0006200	LOC4801198|XP_001358327.4|DPSE	LOC110187990|XP_020813171.1|DSER
OG0006201	LOC6901018|XP_015042192.2|DPSE	LOC110175965|XP_020797816.1|DSER
OG0006202	LOC4814264|XP_001354352.1|DPSE	LOC110176043|XP_020797913.1|DSER
OG0006203	LOC4814543|XP_015041509.2|DPSE	LOC110184274|XP_020808400.1|DSER
OG0006204	LOC6896742|XP_002136949.4|DPSE	LOC110186142|XP_020810851.1|DSER
OG0006205	LOC4815540|XP_001355666.2|DPSE	LOC110180289|XP_020803605.1|DSER
OG0006206	LOC4811754|XP_033240086.1|DPSE	LOC110184385|XP_020808551.1|DSER
OG0006207	LOC4818009|XP_001357480.2|DPSE	LOC110187410|XP_020812457.1|DSER
OG0006208	LOC4812573|XP_001352500.3|DPSE	LOC110178742|XP_020801629.1|DSER
OG0006209	LOC4816012|XP_001355730.3|DPSE	LOC110184446|XP_020808645.1|DSER
OG0006210	LOC6901607|XP_015041870.2|DPSE	LOC110182105|XP_020805749.1|DSER
OG0006211	LOC4817139|XP_001356518.2|DPSE	LOC110184952|XP_020809259.1|DSER
OG0006212	LOC4816881|XP_015035891.2|DPSE	LOC110184951|XP_020809258.1|DSER
OG0006213	LOC4802773|XP_001359633.3|DPSE	LOC110187951|XP_020813127.1|DSER
OG0006214	LOC4815329|XP_033239283.1|DPSE	LOC110176042|XP_020797912.1|DSER
OG0006215	LOC6901969|XP_033240845.1|DPSE	LOC110184805|XP_020809098.1|DSER
OG0006216	LOC4800733|XP_001357951.3|DPSE	LOC110189493|XP_020815247.1|DSER
OG0006217	LOC4815135|XP_001354800.2|DPSE	LOC110176031|XP_020797902.1|DSER
OG0006218	LOC4816541|XP_001356241.4|DPSE	LOC110185548|XP_020810125.1|DSER
OG0006219	LOC4815430|XP_015041140.1|DPSE	LOC110182206|XP_020805892.1|DSER
OG0006220	LOC6900789|XP_002135148.1|DPSE	LOC110178943|XP_020801901.1|DSER
