Orthogroup	DPSE.longest_only	DHYD.longest_only
OG0003511	LOC4801571|XP_033233136.1|DPSE	LOC111602637|XP_023175570.2|DHYD
OG0003512	LOC6896819|XP_002137022.1|DPSE	LOC111601399|XP_023173710.1|DHYD
OG0003513	LOC4801223|XP_001358346.2|DPSE	LOC111596595|XP_023166641.2|DHYD
OG0003514	LOC13036512|XP_033241832.1|DPSE	LOC111601332|XP_023173630.2|DHYD
OG0003515	LOC4804147|XP_001360753.2|DPSE	LOC111595436|XP_023164928.1|DHYD
OG0003516	LOC4801994|XP_001359005.3|DPSE	LOC111605520|XP_023179846.2|DHYD
OG0003517	LOC4802074|XP_015037595.1|DPSE	LOC111595201|XP_023164571.1|DHYD
OG0003518	LOC4802272|XP_002137686.2|DPSE	LOC111600806|XP_023172868.2|DHYD
OG0003519	LOC4812742|XP_015044174.2|DPSE	LOC111595641|XP_023165222.2|DHYD
OG0003520	LOC4812747|XP_001353125.1|DPSE	LOC111598883|XP_030079131.1|DHYD
OG0003521	LOC4812542|XP_001352619.1|DPSE	LOC111595667|XP_023165259.1|DHYD
OG0003522	LOC4804088|XP_001360706.4|DPSE	LOC111597519|XP_023168060.1|DHYD
OG0003523	LOC4817682|XP_001357068.2|DPSE	LOC111594936|XP_023164195.2|DHYD
OG0003524	LOC4814733|XP_015041703.2|DPSE	LOC111602419|XP_023175221.2|DHYD
OG0003525	LOC4803801|XP_015039367.2|DPSE	LOC111605287|XP_023179500.2|DHYD
OG0003526	LOC6899120|XP_033233744.1|DPSE	LOC111598598|XP_023169682.1|DHYD
OG0003527	LOC4804902|XP_033234173.1|DPSE	LOC111604155|XP_030081300.1|DHYD
OG0003529	LOC4811834|XP_033236159.1|DPSE	LOC111603997|XP_023177614.2|DHYD
OG0003530	LOC6900402|XP_002134794.1|DPSE	LOC115483480|XP_030081490.1|DHYD, LOC111593217|XP_023161636.2|DHYD
OG0003531	LOC4802384|XP_001359313.2|DPSE	LOC111597598|XP_023168167.2|DHYD
OG0003532	LOC4814054|XP_001354260.1|DPSE	LOC111601728|XP_023174219.1|DHYD
OG0003533	LOC4812699|XP_001353081.1|DPSE	LOC111592735|XP_023160895.1|DHYD
OG0003534	LOC4812906|XP_001353873.3|DPSE	LOC111598710|XP_030081449.1|DHYD
OG0003535	LOC4813803|XP_001354039.1|DPSE	LOC111599764|XP_030079989.1|DHYD
OG0003536	LOC4803421|XP_001360136.1|DPSE	LOC111597694|XP_023168297.1|DHYD
OG0003537	LOC4805715|XP_001362070.2|DPSE	LOC111593578|XP_023162211.2|DHYD
OG0003538	LOC4803540|XP_001360250.1|DPSE	LOC111593928|XP_023162773.2|DHYD
OG0003539	LOC4804077|XP_001360695.2|DPSE	LOC111593934|XP_023162781.1|DHYD
OG0003540	LOC4812193|XP_001352498.3|DPSE	LOC111601462|XP_023173812.2|DHYD
OG0003541	LOC4801766|XP_001358807.3|DPSE	LOC111596493|XP_023166522.1|DHYD
OG0003542	LOC4804336|XP_001360911.2|DPSE	LOC115483391|XP_030081026.1|DHYD, LOC111600781|XP_023172833.1|DHYD
OG0003543	LOC4815832|XP_001355449.2|DPSE	LOC111601934|XP_023174554.1|DHYD
OG0003544	LOC4813717|XP_033238537.1|DPSE, LOC117184393|XP_033237381.1|DPSE	LOC111595643|XP_023165236.1|DHYD
OG0003545	LOC4811934|XP_015043806.2|DPSE	LOC111597468|XP_023167984.1|DHYD
OG0003546	LOC4812311|XP_001352972.2|DPSE	LOC111591870|XP_023159521.2|DHYD
OG0003547	LOC4804545|XP_015040007.2|DPSE	LOC111603831|XP_023177361.2|DHYD
OG0003548	LOC4805183|XP_001361630.4|DPSE	LOC111599929|XP_023171544.2|DHYD
OG0003549	LOC4805184|XP_001361631.5|DPSE	LOC111599946|XP_023171566.1|DHYD
OG0003550	LOC4804560|XP_001361102.2|DPSE	LOC115483465|XP_030081408.1|DHYD, LOC111593730|XP_023162483.1|DHYD
OG0003551	LOC6898901|XP_002138871.2|DPSE	LOC111605354|XP_023179599.2|DHYD
OG0003552	LOC4805643|XP_001362011.2|DPSE	LOC111599930|XP_023171547.1|DHYD
OG0003553	LOC4804558|XP_001361100.3|DPSE	LOC111600680|XP_023172698.2|DHYD
OG0003554	LOC4812545|XP_001352595.1|DPSE	LOC111592436|XP_023160387.2|DHYD
OG0003555	LOC6900510|XP_033241057.1|DPSE	LOC111598464|XP_023169487.2|DHYD
OG0003556	LOC6900385|XP_033240183.1|DPSE	LOC111592958|XP_023161215.1|DHYD
OG0003557	LOC4812948|XP_015042639.2|DPSE	LOC111592953|XP_023161209.1|DHYD
OG0003558	LOC4812589|XP_033237642.1|DPSE	LOC111599509|XP_023170941.2|DHYD
OG0003559	LOC4813177|XP_033240608.1|DPSE	LOC111598752|XP_030081500.1|DHYD
OG0003560	LOC4813421|XP_001353461.3|DPSE	LOC111595650|XP_023165242.2|DHYD
OG0003561	LOC4804421|XP_015039938.2|DPSE	LOC111602118|XP_023174835.2|DHYD
OG0003562	LOC4805362|XP_001361773.1|DPSE	LOC111603425|XP_023176781.1|DHYD
OG0003563	LOC4800515|XP_001357780.1|DPSE	LOC111592686|XP_023160820.2|DHYD
OG0003564	LOC4812904|XP_001353229.1|DPSE	LOC111602917|XP_023176030.2|DHYD
OG0003565	LOC4812331|XP_001352678.1|DPSE	LOC111604492|XP_023178351.1|DHYD
OG0003566	LOC6896930|XP_015038868.1|DPSE	LOC111602612|XP_023175539.1|DHYD
OG0003567	LOC4805638|XP_033233714.1|DPSE	LOC111594031|XP_023162912.2|DHYD
OG0003568	LOC6898777|XP_004444391.2|DPSE	LOC111604617|XP_023178501.2|DHYD
OG0003569	LOC4813545|XP_001354048.3|DPSE	LOC111599279|XP_023170645.1|DHYD
OG0003570	LOC4804920|XP_015040284.2|DPSE	LOC111594024|XP_030081316.1|DHYD
OG0003571	LOC4812273|XP_033238639.1|DPSE	LOC111599489|XP_023170927.2|DHYD
OG0003572	LOC6898956|XP_033234025.1|DPSE	LOC111603303|XP_030080915.1|DHYD
OG0003573	LOC4804877|XP_001361366.2|DPSE	LOC111592227|XP_023160076.2|DHYD
OG0003574	LOC4814073|XP_001354275.2|DPSE	LOC111601652|XP_023174101.2|DHYD
OG0003575	LOC4812173|XP_001352534.1|DPSE	LOC111600477|XP_023172355.1|DHYD
OG0003576	LOC6900899|XP_033240767.1|DPSE	LOC111602932|XP_023176049.1|DHYD
OG0003577	LOC4812129|XP_001352711.1|DPSE	LOC111594833|XP_023164066.1|DHYD
OG0003578	LOC4812604|XP_001352684.3|DPSE	LOC111592822|XP_023161014.1|DHYD
OG0003579	LOC4804120|XP_001360731.3|DPSE	LOC111600713|XP_023172738.2|DHYD
OG0003580	LOC4804141|XP_001360747.3|DPSE	LOC111597924|XP_023168644.2|DHYD
OG0003581	LOC6900648|XP_015043095.2|DPSE	LOC111595281|XP_030079510.1|DHYD
OG0003582	LOC4813151|XP_001353781.2|DPSE	LOC111599840|XP_023171402.1|DHYD, LOC115483183|XP_030080201.1|DHYD
OG0003583	LOC4804207|XP_001360804.3|DPSE	LOC115483363|XP_030080909.1|DHYD, LOC111599136|XP_023170507.2|DHYD
OG0003584	LOC4804080|XP_001360698.2|DPSE	LOC111593938|XP_023162788.2|DHYD
OG0003585	LOC4812820|XP_001353972.1|DPSE	LOC111599277|XP_023170643.1|DHYD
OG0003586	LOC6899869|XP_002135666.2|DPSE	LOC111599676|XP_023171149.2|DHYD
OG0003587	LOC4817610|XP_001357012.1|DPSE	LOC111599461|XP_023170899.2|DHYD
OG0003588	LOC4801347|XP_015037196.2|DPSE	LOC111598083|XP_023168898.2|DHYD
OG0003589	LOC4805637|XP_001362006.2|DPSE	LOC111594035|XP_023162916.2|DHYD
OG0003590	LOC4813052|XP_001354022.2|DPSE	LOC111603051|XP_023176273.1|DHYD
OG0003591	LOC4813064|XP_015042992.2|DPSE	LOC111603715|XP_023177188.2|DHYD
OG0003592	LOC4813195|XP_001353400.2|DPSE	LOC111595048|XP_023164344.2|DHYD
OG0003593	LOC4812101|XP_033240483.1|DPSE	LOC111603048|XP_023176269.2|DHYD
OG0003594	LOC4811950|XP_001352690.2|DPSE	LOC111601047|XP_023173230.2|DHYD
OG0003595	LOC4804777|XP_001361286.1|DPSE	LOC111600881|XP_023172982.1|DHYD
OG0003596	LOC4803431|XP_001360146.1|DPSE	LOC111597644|XP_023168218.1|DHYD
OG0003597	LOC4803422|XP_001360137.1|DPSE	LOC111597636|XP_023168209.2|DHYD
OG0003598	LOC6900042|XP_002135406.1|DPSE	LOC111591916|XP_023159606.1|DHYD
OG0003599	LOC4816560|XP_001356146.1|DPSE	LOC111599716|XP_023171222.1|DHYD
OG0003600	LOC4813137|XP_015043190.2|DPSE	LOC111605192|XP_030081513.1|DHYD
OG0003601	LOC4804570|XP_015040023.2|DPSE	LOC111597734|XP_023168350.2|DHYD
OG0003602	LOC4804524|XP_033235130.1|DPSE	LOC111599904|XP_023171494.2|DHYD
OG0003603	LOC6900884|XP_002135241.3|DPSE	LOC111601568|XP_023173982.2|DHYD
OG0003604	LOC6902606|XP_002133132.2|DPSE	LOC115483013|XP_030079569.1|DHYD, LOC111600419|XP_023172268.2|DHYD
OG0003605	LOC6897255|XP_002137422.3|DPSE	LOC111602778|XP_023175817.1|DHYD
OG0003606	LOC4804665|XP_001361190.4|DPSE	LOC111597097|XP_023167407.2|DHYD
OG0003607	LOC4805375|XP_001361785.2|DPSE	LOC111605360|XP_023179607.2|DHYD
OG0003608	LOC26534411|XP_015043068.1|DPSE	LOC111598735|XP_023169896.1|DHYD
OG0003609	LOC4804581|XP_001361119.1|DPSE	LOC111599940|XP_023171557.1|DHYD
OG0003610	LOC4813303|XP_001353964.2|DPSE	LOC111599255|XP_023170622.1|DHYD
OG0003611	LOC4814025|XP_033240434.1|DPSE	LOC111597777|XP_023168405.1|DHYD
OG0003612	LOC4804399|XP_001360969.3|DPSE	LOC111602102|XP_023174807.2|DHYD
OG0003613	LOC4804908|XP_001361393.1|DPSE	LOC111604109|XP_023177782.2|DHYD
OG0003614	LOC4804907|XP_001361392.3|DPSE	LOC111604110|XP_023177784.2|DHYD
OG0003615	LOC4804491|XP_001361047.3|DPSE	LOC111603834|XP_023177367.2|DHYD
OG0003616	LOC4805293|XP_001361715.4|DPSE	LOC111593923|XP_023162765.1|DHYD
OG0003617	LOC4805466|XP_004444516.2|DPSE	LOC111593193|XP_023161585.1|DHYD
OG0003618	LOC4805465|XP_033234228.1|DPSE	LOC111593187|XP_023161570.1|DHYD
OG0003619	LOC4805197|XP_001361642.2|DPSE	LOC111593274|XP_023161716.2|DHYD
OG0003620	LOC4804329|XP_001360905.3|DPSE	LOC111600784|XP_023172841.1|DHYD, LOC115482841|XP_030078940.1|DHYD
OG0003621	LOC4814008|XP_001354164.2|DPSE	LOC111592961|XP_023161219.2|DHYD
OG0003622	LOC6900929|XP_015042526.2|DPSE	LOC111592952|XP_030079455.1|DHYD
OG0003623	LOC4804387|XP_001360958.1|DPSE	LOC111599692|XP_023171169.1|DHYD
OG0003624	LOC4804533|XP_001361081.1|DPSE	LOC111593849|XP_023162663.1|DHYD
OG0003625	LOC4804910|XP_001361395.1|DPSE	LOC111593868|XP_023162697.1|DHYD
OG0003626	LOC4804864|XP_001361353.1|DPSE	LOC111597700|XP_023168306.1|DHYD
OG0003627	LOC4803750|XP_001360415.2|DPSE	LOC111604210|XP_023177945.2|DHYD
OG0003628	LOC4805087|XP_015040440.2|DPSE	LOC111604616|XP_023178499.2|DHYD
OG0003629	LOC26532346|XP_033233266.1|DPSE	LOC111595324|XP_023164749.1|DHYD
OG0003630	LOC4804318|XP_001360896.2|DPSE	LOC111600055|XP_023171750.2|DHYD
OG0003631	LOC4812508|XP_001352963.2|DPSE	LOC111605066|XP_023179165.2|DHYD
OG0003632	LOC4814053|XP_001354271.2|DPSE	LOC111601727|XP_023174218.2|DHYD
OG0003633	LOC4805461|XP_001361856.2|DPSE	LOC111593173|XP_023161547.1|DHYD
OG0003634	LOC6900947|XP_033238769.1|DPSE	LOC111605165|XP_023179321.1|DHYD
OG0003635	LOC4812212|XP_001352485.2|DPSE	LOC111603711|XP_023177179.1|DHYD
OG0003636	LOC4804574|XP_001361114.4|DPSE	LOC111593972|XP_023162830.1|DHYD
OG0003637	LOC4804936|XP_001361418.2|DPSE	LOC111605368|XP_023179616.2|DHYD
OG0003638	LOC4813412|XP_001353626.3|DPSE	LOC111604459|XP_023178306.1|DHYD
OG0003639	LOC4817400|XP_001356359.1|DPSE	LOC111594651|XP_023163818.1|DHYD
OG0003640	LOC4804850|XP_015040235.2|DPSE	LOC111597720|XP_023168328.2|DHYD
OG0003641	LOC4803772|XP_001360434.1|DPSE	LOC115483464|XP_030081407.1|DHYD, LOC111593728|XP_023162480.2|DHYD
OG0003642	LOC4804339|XP_033234648.1|DPSE	LOC111600794|XP_023172852.1|DHYD
OG0003643	LOC4804334|XP_001360909.1|DPSE	LOC115483362|XP_030080907.1|DHYD, LOC111600637|XP_023172612.1|DHYD
OG0003644	LOC4804078|XP_015039591.2|DPSE	LOC111593933|XP_023162779.2|DHYD
OG0003645	LOC4812214|XP_001352714.3|DPSE	LOC111597492|XP_023168018.1|DHYD
OG0003646	LOC4814115|XP_001354261.3|DPSE	LOC111601731|XP_023174221.2|DHYD
OG0003647	LOC4814185|XP_001354311.1|DPSE	LOC111597495|XP_023168021.1|DHYD
OG0003648	LOC4816352|XP_001355948.3|DPSE	LOC111601862|XP_023174471.1|DHYD
OG0003649	LOC4802121|XP_033241762.1|DPSE	LOC111598552|XP_023169613.1|DHYD
OG0003650	LOC4816025|XP_001355682.1|DPSE	LOC111593465|XP_023161995.2|DHYD
OG0003651	LOC4800289|XP_001357641.3|DPSE	LOC111594575|XP_030080702.1|DHYD
OG0003652	LOC4812824|XP_001353417.2|DPSE	LOC111595384|XP_023164851.1|DHYD
OG0003653	LOC4813542|XP_015042973.1|DPSE	LOC111604428|XP_023178257.2|DHYD
OG0003654	LOC4811948|XP_001352434.2|DPSE	LOC111595308|XP_023164734.2|DHYD
OG0003655	LOC4816297|XP_001356256.3|DPSE	LOC111594777|XP_023163998.2|DHYD
OG0003656	LOC4813620|XP_001353419.2|DPSE	LOC111595376|XP_023164841.2|DHYD
OG0003657	LOC4813687|XP_001353645.3|DPSE	LOC111603684|XP_023177136.2|DHYD
OG0003658	LOC4802697|XP_001359564.3|DPSE	LOC111603421|XP_023176772.2|DHYD
OG0003659	LOC117184693|XP_033239235.1|DPSE	LOC111604296|XP_023178093.2|DHYD
OG0003660	LOC4812096|XP_033239526.1|DPSE	LOC111598078|XP_030081152.1|DHYD
OG0003661	LOC4814069|XP_001354288.3|DPSE	LOC111602919|XP_023176033.2|DHYD
OG0003662	LOC4813801|XP_001354074.1|DPSE	LOC111594358|XP_023163386.2|DHYD
OG0003663	LOC4812128|XP_033241477.1|DPSE	LOC111594834|XP_023164067.2|DHYD
OG0003664	LOC4812532|XP_033238242.1|DPSE	LOC111594840|XP_023164073.2|DHYD
OG0003665	LOC4804235|XP_001360826.2|DPSE	LOC115483367|XP_030080934.1|DHYD, LOC111604789|XP_023178774.2|DHYD
OG0003666	LOC4803403|XP_015039057.2|DPSE	LOC111598209|XP_023169115.2|DHYD
OG0003667	LOC4812197|XP_015043760.2|DPSE	LOC111604482|XP_023178335.2|DHYD
OG0003668	LOC4811747|XP_033235117.1|DPSE	LOC111600060|XP_023171757.1|DHYD
OG0003669	LOC4805318|XP_001361738.1|DPSE	LOC111604104|XP_023177776.1|DHYD
OG0003670	LOC4805319|XP_001361739.2|DPSE	LOC111604102|XP_023177771.2|DHYD
OG0003671	LOC4804538|XP_033233822.1|DPSE	LOC111603845|XP_023177387.2|DHYD
OG0003672	LOC6897973|XP_002138072.1|DPSE	LOC111604202|XP_023177927.1|DHYD
OG0003673	LOC26532659|XP_033233766.1|DPSE	LOC115482729|XP_023172999.2|DHYD, LOC111600892|XP_023173000.2|DHYD
OG0003674	LOC4805351|XP_001361765.4|DPSE	LOC111594017|XP_023162884.2|DHYD
OG0003675	LOC4804026|XP_001360656.2|DPSE	LOC111604187|XP_023177911.1|DHYD
OG0003676	LOC4804025|XP_015039536.2|DPSE	LOC111604185|XP_023177908.2|DHYD
OG0003677	LOC6897477|XP_015037635.2|DPSE	LOC111598538|XP_023169594.1|DHYD
OG0003678	LOC4813253|XP_033237531.1|DPSE	LOC111597498|XP_023168024.1|DHYD
OG0003679	LOC4813638|XP_001353663.4|DPSE	LOC111597513|XP_023168050.2|DHYD
OG0003680	LOC4805377|XP_001361787.2|DPSE	LOC111605359|XP_023179606.2|DHYD
OG0003681	LOC117183176|XP_001362077.1|DPSE	LOC111593185|XP_023161562.1|DHYD
OG0003682	LOC4800828|XP_001358032.3|DPSE	LOC111601540|XP_023173942.2|DHYD
OG0003683	LOC4804053|XP_015039570.2|DPSE	LOC111595328|XP_023164756.2|DHYD
OG0003684	LOC4812554|XP_001352614.1|DPSE	LOC111605678|XP_023180112.2|DHYD
OG0003685	LOC6900309|XP_033241470.1|DPSE	LOC111592736|XP_023160897.1|DHYD
OG0003686	LOC6898622|XP_002138627.2|DPSE	LOC111594042|XP_030081378.1|DHYD
OG0003687	LOC6898589|XP_002138609.1|DPSE	LOC111597692|XP_023168295.2|DHYD
OG0003688	LOC4804220|XP_001360814.1|DPSE	LOC111593922|XP_023162764.2|DHYD
OG0003689	LOC4812310|XP_001352396.3|DPSE	LOC111597489|XP_023168012.2|DHYD
OG0003690	LOC6900788|XP_002135147.2|DPSE	LOC111593530|XP_023162094.1|DHYD
OG0003691	LOC4813158|XP_033239636.1|DPSE	LOC111593531|XP_023162095.1|DHYD
OG0003692	LOC4804926|XP_001361409.1|DPSE	LOC111599948|XP_023171568.2|DHYD
OG0003693	LOC4812562|XP_001352505.2|DPSE	LOC111600508|XP_023172404.2|DHYD
OG0003694	LOC4812374|XP_015043690.1|DPSE	LOC111604666|XP_023178595.1|DHYD
OG0003695	LOC4813855|XP_001353795.1|DPSE	LOC111594864|XP_023164111.2|DHYD
OG0003696	LOC6898287|XP_002138352.2|DPSE	LOC111600598|XP_023172558.1|DHYD
OG0003697	LOC6898404|XP_015039675.2|DPSE	LOC111604805|XP_023178795.2|DHYD
OG0003698	LOC4812530|XP_001352621.1|DPSE	LOC111595669|XP_023165261.1|DHYD
OG0003699	LOC4805454|XP_015040660.1|DPSE	LOC111604123|XP_023177801.1|DHYD
OG0003700	LOC4804696|XP_001361215.2|DPSE	LOC111593792|XP_023162579.2|DHYD
OG0003701	LOC4816876|XP_001356592.2|DPSE	LOC111594957|XP_023164223.1|DHYD
OG0003702	LOC4813179|XP_001353539.3|DPSE	LOC111600922|XP_023173054.1|DHYD
OG0003703	LOC4812167|XP_033240949.1|DPSE	LOC111597389|XP_023167821.1|DHYD
OG0003704	LOC4813869|XP_001353797.2|DPSE	LOC111594878|XP_023164131.2|DHYD
OG0003705	LOC4804036|XP_001360664.4|DPSE	LOC111593304|XP_023161757.1|DHYD
OG0003706	LOC4813524|XP_033238370.1|DPSE	LOC111605647|XP_023180077.2|DHYD
OG0003707	LOC6899941|XP_033240736.1|DPSE	LOC111595380|XP_023164844.2|DHYD
OG0003708	LOC6899996|XP_033240096.1|DPSE	LOC111600473|XP_023172351.2|DHYD
OG0003709	LOC4805139|XP_001361591.1|DPSE	LOC111603388|XP_023176723.2|DHYD
OG0003710	LOC4805140|XP_001361592.2|DPSE	LOC111603397|XP_023176734.2|DHYD
OG0003711	LOC4812219|XP_001352951.1|DPSE	LOC111605077|XP_023179179.2|DHYD
OG0003712	LOC4803880|XP_001360528.2|DPSE	LOC111600638|XP_023172613.2|DHYD
OG0003713	LOC4803902|XP_001360547.2|DPSE	LOC111600730|XP_023172770.2|DHYD
OG0003714	LOC4805014|XP_001361484.1|DPSE	LOC111600729|XP_023172769.1|DHYD
OG0003715	LOC4813932|XP_001354094.1|DPSE	LOC111601571|XP_023173988.1|DHYD
OG0003716	LOC6900567|XP_002134945.2|DPSE	LOC111594918|XP_023164173.2|DHYD
OG0003717	LOC6900165|XP_002135504.2|DPSE	LOC111605632|XP_023180056.1|DHYD
OG0003718	LOC6900945|XP_015042412.1|DPSE	LOC111592836|XP_023161027.2|DHYD
OG0003719	LOC4813661|XP_001353536.2|DPSE	LOC111600935|XP_023173073.1|DHYD, LOC115483747|XP_030081855.1|DHYD
OG0003720	LOC4815779|XP_001355731.1|DPSE	LOC111598200|XP_023169100.1|DHYD
OG0003721	LOC4804215|XP_001360810.3|DPSE	LOC111593863|XP_023162684.1|DHYD
OG0003722	LOC6900400|XP_033237377.1|DPSE	LOC115482952|XP_030079280.1|DHYD, LOC111593213|XP_023161627.2|DHYD
OG0003723	LOC4812159|XP_001352610.2|DPSE	LOC111605683|XP_023180118.1|DHYD
OG0003724	LOC4812975|XP_001353740.2|DPSE	LOC111593095|XP_023161460.2|DHYD
OG0003725	LOC6900482|XP_015042819.1|DPSE	LOC111595140|XP_023164479.1|DHYD
OG0003726	LOC4813345|XP_001353756.2|DPSE	LOC111601683|XP_023174155.1|DHYD
OG0003727	LOC4813928|XP_033239657.1|DPSE	LOC111594855|XP_023164101.2|DHYD
OG0003728	LOC4802873|XP_033232644.1|DPSE	LOC111604653|XP_023178578.1|DHYD
OG0003729	LOC4812090|XP_033239292.1|DPSE	LOC111596849|XP_023167048.1|DHYD
OG0003730	LOC6900088|XP_033240094.1|DPSE	LOC111597607|XP_030081555.1|DHYD
OG0003731	LOC4812668|XP_001353052.2|DPSE	LOC111597419|XP_023167883.1|DHYD
OG0003732	LOC4813816|XP_001353632.2|DPSE	LOC111597600|XP_023168168.2|DHYD
OG0003733	LOC4812118|XP_001352809.2|DPSE	LOC111594866|XP_023164113.2|DHYD
OG0003734	LOC4814103|XP_001354247.4|DPSE	LOC111601040|XP_030081652.1|DHYD
OG0003735	LOC4803516|XP_001360229.3|DPSE	LOC111600115|XP_023171846.2|DHYD
OG0003736	LOC4804447|XP_001361008.2|DPSE	LOC111603382|XP_023176710.1|DHYD
OG0003737	LOC4805213|XP_001361654.3|DPSE	LOC111593756|XP_023162533.2|DHYD
OG0003738	LOC4803854|XP_015039397.2|DPSE	LOC111604027|XP_030080996.1|DHYD
OG0003739	LOC4804915|XP_001361400.3|DPSE	LOC111595613|XP_023165186.1|DHYD
OG0003740	LOC4804921|XP_001361406.2|DPSE	LOC111594025|XP_023162902.1|DHYD
OG0003741	LOC4812209|XP_001352808.2|DPSE	LOC111594868|XP_023164116.1|DHYD
OG0003742	LOC4811854|XP_001352908.2|DPSE	LOC111592285|XP_023160155.1|DHYD
OG0003743	LOC4804021|XP_001360651.3|DPSE	LOC111595609|XP_023165183.1|DHYD
OG0003744	LOC4804919|XP_001361404.3|DPSE	LOC111604136|XP_023177822.1|DHYD
OG0003745	LOC4805090|XP_001361551.2|DPSE	LOC111604604|XP_023178485.1|DHYD
OG0003746	LOC6898985|XP_002138945.3|DPSE	LOC111592481|XP_023160470.2|DHYD
OG0003747	LOC4813031|XP_001353366.3|DPSE	LOC111598700|XP_030081458.1|DHYD
OG0003748	LOC4813440|XP_001353365.4|DPSE	LOC111598743|XP_023169909.2|DHYD
OG0003749	LOC4813488|XP_001353361.4|DPSE	LOC111598764|XP_023169946.2|DHYD
OG0003750	LOC4813516|XP_003736171.1|DPSE	LOC111598765|XP_023169947.2|DHYD
OG0003751	LOC4813857|XP_033237611.1|DPSE	LOC111597379|XP_030081424.1|DHYD
OG0003752	LOC4811955|XP_001352823.5|DPSE	LOC111603677|XP_023177124.2|DHYD
OG0003753	LOC4812017|XP_001352842.2|DPSE	LOC111601106|XP_023173314.2|DHYD
OG0003754	LOC4811969|XP_033238950.1|DPSE	LOC111601104|XP_030081494.1|DHYD
OG0003755	LOC4812053|XP_001352437.4|DPSE	LOC111603730|XP_023177208.2|DHYD
OG0003756	LOC6899342|XP_002136187.1|DPSE	LOC111600000|XP_023171668.1|DHYD
OG0003757	LOC4804685|XP_001361205.4|DPSE	LOC111593907|XP_023162746.2|DHYD
OG0003758	LOC6898226|XP_015039326.2|DPSE	LOC111603991|XP_030081292.1|DHYD
OG0003759	LOC4812736|XP_033241250.1|DPSE	LOC111605174|XP_023179331.2|DHYD
OG0003760	LOC4804668|XP_001361193.3|DPSE	LOC111601275|XP_023173558.2|DHYD
OG0003761	LOC4813576|XP_001353815.3|DPSE	LOC111601721|XP_023174210.2|DHYD
OG0003762	LOC6900704|XP_015043195.2|DPSE	LOC111601722|XP_023174211.1|DHYD
OG0003763	LOC6900719|XP_033239020.1|DPSE	LOC111600519|XP_023172417.2|DHYD
OG0003764	LOC6900722|XP_033238682.1|DPSE	LOC111600462|XP_023172332.1|DHYD
OG0003765	LOC4816579|XP_001356243.1|DPSE	LOC111594672|XP_023163848.1|DHYD
OG0003766	LOC4814666|XP_001354909.2|DPSE	LOC111605156|XP_023179307.1|DHYD
OG0003767	LOC4804076|XP_001360694.1|DPSE	LOC111593937|XP_023162785.1|DHYD
OG0003768	LOC4805100|XP_033234238.1|DPSE	LOC111604561|XP_023178432.2|DHYD
OG0003769	LOC6898782|XP_015040448.2|DPSE	LOC111604424|XP_023178253.1|DHYD
OG0003770	LOC26532766|XP_033237159.1|DPSE	LOC111594138|XP_023163073.2|DHYD
OG0003771	LOC4814051|XP_001354197.3|DPSE	LOC111592846|XP_023161050.1|DHYD
OG0003772	LOC4814000|XP_033240449.1|DPSE	LOC111596023|XP_023165817.2|DHYD
OG0003773	LOC4804716|XP_001361234.1|DPSE	LOC111597658|XP_023168248.2|DHYD
OG0003774	LOC4804719|XP_001361237.5|DPSE	LOC111594027|XP_023162903.2|DHYD
OG0003775	LOC4814949|XP_001354567.3|DPSE	LOC111593474|XP_023162003.1|DHYD
OG0003776	LOC4803442|XP_001360167.2|DPSE	LOC111599943|XP_023171562.1|DHYD
OG0003777	LOC4804038|XP_001360666.2|DPSE	LOC111593311|XP_023161775.1|DHYD
OG0003778	LOC4805018|XP_033233548.1|DPSE	LOC111605409|XP_023179679.2|DHYD
OG0003779	LOC6898489|XP_015039951.1|DPSE	LOC111602113|XP_023174826.2|DHYD
OG0003780	LOC4803921|XP_001360562.2|DPSE	LOC111600573|XP_023172530.2|DHYD
OG0003781	LOC4811749|XP_033237112.1|DPSE	LOC111598003|XP_023168768.1|DHYD
OG0003782	LOC6902076|XP_033240219.1|DPSE	LOC111592138|XP_030079976.1|DHYD
OG0003783	LOC4800669|XP_001357901.2|DPSE	LOC111593233|XP_023161654.2|DHYD
OG0003784	LOC4804577|XP_001361116.2|DPSE	LOC111593929|XP_023162775.1|DHYD
OG0003785	LOC4803327|XP_001357517.2|DPSE	LOC111600122|XP_023171855.1|DHYD
OG0003786	LOC4804250|XP_015039766.2|DPSE	LOC111605117|XP_023179243.2|DHYD
OG0003787	LOC4804249|XP_001360837.3|DPSE	LOC111605207|XP_023179397.2|DHYD
OG0003788	LOC4804287|XP_001360868.2|DPSE	LOC111600053|XP_023171747.1|DHYD
OG0003789	LOC6898380|XP_015039627.2|DPSE	LOC111604162|XP_023177858.2|DHYD
OG0003790	LOC4812287|XP_001352682.2|DPSE	LOC111592821|XP_023161013.2|DHYD
OG0003791	LOC4802293|XP_003736707.2|DPSE	LOC111599592|XP_030080816.1|DHYD
OG0003792	LOC4804664|XP_001361189.2|DPSE	LOC111597098|XP_023167408.2|DHYD
OG0003793	LOC6898120|XP_002138200.2|DPSE	LOC111593909|XP_023162749.1|DHYD
OG0003794	LOC4804240|XP_001360831.2|DPSE	LOC111599435|XP_023170857.2|DHYD
OG0003795	LOC26533744|XP_015042613.2|DPSE	LOC115482734|XP_030081566.1|DHYD
